[['2, k, 0', [-0.0272921, -0.472846, 1.0]], ['2, k, 1', [-0.0282476, -0.152875, 1.0]], ['2, k, 2', [-0.0290315, 0.160329, 1.0]], ['2, k, 3', [-0.0150419, 0.31775, 1.0]], ['2, k, 4', [-0.137847, 0.0407558, 1.0]], ['2, k, 5', [-0.182778, 0.104771, 1.0]], ['2, k, 6', [-0.116664, 0.121159, 1.0]], ['2, k, 7', [-0.0885051, 0.16499, 1.0]], ['2, k, 8', [0.12819, 0.0962979, 1.0]], ['2, k, 9', [0.145583, -0.181171, 1.0]], ['2, k, 10', [0.295346, -0.0147742, 1.0]], ['2, k, 11', [0.360599, -0.0186057, 1.0]], ['2, k, 12', [-0.0875485, -0.479218, 1.0]], ['2, k, 13', [-0.263807, -0.664156, 1.0]], ['2, k, 14', [-0.290969, -0.913586, 1.0]], ['2, k, 15', [-0.250912, -1.00522, 1.0]], ['2, k, 16', [0.033688, -0.453857, 1.0]], ['2, k, 17', [0.188253, -0.743651, 1.0]], ['2, k, 18', [0.197703, -1.05285, 1.0]], ['2, k, 19', [0.221005, -1.10193, 1.0]], ['2, k, 20', [-0.0288651, 0.0829595, 1.0]], ['2, k, 21', [-0.106401, 0.165301, 1.0]], ['2, k, 22', [-0.13708, 0.170623, 1.0]], ['2, k, 23', [0.35911, -0.0185288, 1.0]], ['2, k, 24', [0.357167, -0.0184286, 1.0]]]
[['2, k, 0', [-0.0214265, -0.452656, 1.0]], ['2, k, 1', [0.00465988, -0.141116, 1.0]], ['2, k, 2', [0.0336662, 0.163039, 1.0]], ['2, k, 3', [0.0112111, 0.278455, 1.0]], ['2, k, 4', [-0.138705, 0.0494154, 1.0]], ['2, k, 5', [-0.300618, 0.0753044, 1.0]], ['2, k, 6', [-0.418086, 0.115561, 1.0]], ['2, k, 7', [-0.455582, 0.132813, 1.0]], ['2, k, 8', [0.145357, 0.0351928, 1.0]], ['2, k, 9', [0.202445, 0.00922286, 1.0]], ['2, k, 10', [0.128239, 0.0722139, 1.0]], ['2, k, 11', [0.0857102, 0.0935516, 1.0]], ['2, k, 12', [-0.0859894, -0.443415, 1.0]], ['2, k, 13', [-0.17026, -0.771035, 1.0]], ['2, k, 14', [-0.124939, -0.955618, 1.0]], ['2, k, 15', [-0.150881, -1.06446, 1.0]], ['2, k, 16', [0.0437354, -0.449524, 1.0]], ['2, k, 17', [0.118043, -0.781849, 1.0]], ['2, k, 18', [0.160588, -1.09141, 1.0]], ['2, k, 19', [0.138944, -1.13355, 1.0]], ['2, k, 20', [0.0263241, 0.087883, 1.0]], ['2, k, 21', [-0.485668, 0.138852, 1.0]], ['2, k, 22', [-0.379383, 0.130324, 1.0]], ['2, k, 23', [0.0387044, 0.0973586, 1.0]], ['2, k, 24', [0.135793, 0.0885439, 1.0]]]
[['2, k, 0', [-0.0214272, -0.452873, 1.0]], ['2, k, 1', [0.00583575, -0.141247, 1.0]], ['2, k, 2', [0.0358379, 0.1632, 1.0]], ['2, k, 3', [0.0119851, 0.279048, 1.0]], ['2, k, 4', [-0.138216, 0.0500749, 1.0]], ['2, k, 5', [-0.302551, 0.0762518, 1.0]], ['2, k, 6', [-0.423863, 0.116581, 1.0]], ['2, k, 7', [-0.462714, 0.133227, 1.0]], ['2, k, 8', [0.144874, 0.0346761, 1.0]], ['2, k, 9', [0.188533, -0.0305718, 1.0]], ['2, k, 10', [0.144708, 0.0587482, 1.0]], ['2, k, 11', [0.089272, 0.092534, 1.0]], ['2, k, 12', [-0.0860334, -0.443701, 1.0]], ['2, k, 13', [-0.171222, -0.770995, 1.0]], ['2, k, 14', [-0.177162, -1.01364, 1.0]], ['2, k, 15', [-0.196183, -1.05654, 1.0]], ['2, k, 16', [0.0437459, -0.449611, 1.0]], ['2, k, 17', [0.117049, -0.78212, 1.0]], ['2, k, 18', [0.160772, -1.09327, 1.0]], ['2, k, 19', [0.137426, -1.13534, 1.0]], ['2, k, 20', [0.0282848, 0.0879752, 1.0]], ['2, k, 21', [-0.489498, 0.14284, 1.0]], ['2, k, 22', [-0.387623, 0.130989, 1.0]], ['2, k, 23', [0.0239136, 0.0984018, 1.0]], ['2, k, 24', [0.103402, 0.0968753, 1.0]]]
[['2, k, 0', [-0.0213393, -0.453084, 1.0]], ['2, k, 1', [0.00683363, -0.141245, 1.0]], ['2, k, 2', [0.0371486, 0.163453, 1.0]], ['2, k, 3', [0.0133204, 0.280288, 1.0]], ['2, k, 4', [-0.13741, 0.050937, 1.0]], ['2, k, 5', [-0.313452, 0.0749462, 1.0]], ['2, k, 6', [-0.428485, 0.11811, 1.0]], ['2, k, 7', [-0.470057, 0.135008, 1.0]], ['2, k, 8', [0.143601, 0.0334836, 1.0]], ['2, k, 9', [0.160229, -0.0826095, 1.0]], ['2, k, 10', [0.0913778, 0.0413687, 1.0]], ['2, k, 11', [0.120578, 0.0907217, 1.0]], ['2, k, 12', [-0.0858853, -0.444258, 1.0]], ['2, k, 13', [-0.171489, -0.771784, 1.0]], ['2, k, 14', [-0.185322, -1.01921, 1.0]], ['2, k, 15', [-0.206437, -1.0619, 1.0]], ['2, k, 16', [0.0437639, -0.449619, 1.0]], ['2, k, 17', [0.11675, -0.782158, 1.0]], ['2, k, 18', [0.160127, -1.07809, 1.0]], ['2, k, 19', [0.13459, -1.12042, 1.0]], ['2, k, 20', [0.0295554, 0.0881791, 1.0]], ['2, k, 21', [-0.503399, 0.143721, 1.0]], ['2, k, 22', [-0.399494, 0.132588, 1.0]], ['2, k, 23', [0.153966, 0.087055, 1.0]], ['2, k, 24', [0.151237, 0.0676128, 1.0]]]
[['2, k, 0', [-0.0215207, -0.453229, 1.0]], ['2, k, 1', [0.00825033, -0.140675, 1.0]], ['2, k, 2', [0.0408371, 0.165463, 1.0]], ['2, k, 3', [0.015122, 0.28174, 1.0]], ['2, k, 4', [-0.136354, 0.0504614, 1.0]], ['2, k, 5', [-0.317962, 0.0782134, 1.0]], ['2, k, 6', [-0.433332, 0.122978, 1.0]], ['2, k, 7', [-0.495831, 0.142298, 1.0]], ['2, k, 8', [0.142103, 0.032101, 1.0]], ['2, k, 9', [0.154792, -0.0822025, 1.0]], ['2, k, 10', [0.0889624, 0.0448935, 1.0]], ['2, k, 11', [0.119456, 0.0920297, 1.0]], ['2, k, 12', [-0.0858614, -0.444757, 1.0]], ['2, k, 13', [-0.170919, -0.772448, 1.0]], ['2, k, 14', [-0.167469, -1.02234, 1.0]], ['2, k, 15', [-0.190602, -1.06491, 1.0]], ['2, k, 16', [0.0436143, -0.449583, 1.0]], ['2, k, 17', [0.116269, -0.782165, 1.0]], ['2, k, 18', [0.159808, -1.08021, 1.0]], ['2, k, 19', [0.132476, -1.12247, 1.0]], ['2, k, 20', [0.0326291, 0.0897815, 1.0]], ['2, k, 21', [-0.545599, 0.148954, 1.0]], ['2, k, 22', [-0.434821, 0.136065, 1.0]], ['2, k, 23', [0.157663, 0.0873813, 1.0]], ['2, k, 24', [0.124636, 0.0580044, 1.0]]]
[['2, k, 0', [-0.022391, -0.454638, 1.0]], ['2, k, 1', [0.00905302, -0.140542, 1.0]], ['2, k, 2', [0.0432615, 0.167538, 1.0]], ['2, k, 3', [0.0166291, 0.28404, 1.0]], ['2, k, 4', [-0.133438, 0.0527569, 1.0]], ['2, k, 5', [-0.322277, 0.0871873, 1.0]], ['2, k, 6', [-0.441907, 0.128034, 1.0]], ['2, k, 7', [-0.503142, 0.146899, 1.0]], ['2, k, 8', [0.112115, 0.00780575, 1.0]], ['2, k, 9', [0.171701, 0.0355062, 1.0]], ['2, k, 10', [0.0892304, 0.0794087, 1.0]], ['2, k, 11', [0.105759, 0.0954069, 1.0]], ['2, k, 12', [-0.0857096, -0.446531, 1.0]], ['2, k, 13', [-0.173345, -0.773071, 1.0]], ['2, k, 14', [-0.214957, -1.02001, 1.0]], ['2, k, 15', [-0.248314, -1.06213, 1.0]], ['2, k, 16', [0.0418103, -0.450801, 1.0]], ['2, k, 17', [0.117116, -0.782754, 1.0]], ['2, k, 18', [0.162319, -1.06719, 1.0]], ['2, k, 19', [0.179967, -1.17657, 1.0]], ['2, k, 20', [0.0346164, 0.0912866, 1.0]], ['2, k, 21', [-0.542652, 0.151881, 1.0]], ['2, k, 22', [-0.442447, 0.142009, 1.0]], ['2, k, 23', [0.133184, 0.0880324, 1.0]], ['2, k, 24', [0.0957898, 0.0636103, 1.0]]]
[['2, k, 0', [-0.0240977, -0.456635, 1.0]], ['2, k, 1', [0.00928884, -0.140115, 1.0]], ['2, k, 2', [0.0452832, 0.171528, 1.0]], ['2, k, 3', [0.016764, 0.288093, 1.0]], ['2, k, 4', [-0.132632, 0.0581456, 1.0]], ['2, k, 5', [-0.307292, 0.0909373, 1.0]], ['2, k, 6', [-0.461558, 0.136734, 1.0]], ['2, k, 7', [-0.525568, 0.154799, 1.0]], ['2, k, 8', [0.112747, 0.00611321, 1.0]], ['2, k, 9', [0.153909, 0.0392049, 1.0]], ['2, k, 10', [0.112416, 0.0816427, 1.0]], ['2, k, 11', [0.0981206, 0.0983003, 1.0]], ['2, k, 12', [-0.0860506, -0.448424, 1.0]], ['2, k, 13', [-0.172504, -0.775683, 1.0]], ['2, k, 14', [-0.152545, -1.02347, 1.0]], ['2, k, 15', [-0.189223, -1.06559, 1.0]], ['2, k, 16', [0.0383699, -0.452954, 1.0]], ['2, k, 17', [0.118569, -0.783696, 1.0]], ['2, k, 18', [0.163866, -1.06818, 1.0]], ['2, k, 19', [0.180362, -1.17773, 1.0]], ['2, k, 20', [0.0360677, 0.0940718, 1.0]], ['2, k, 21', [-0.575623, 0.161344, 1.0]], ['2, k, 22', [-0.462868, 0.148017, 1.0]], ['2, k, 23', [0.122235, 0.0906141, 1.0]], ['2, k, 24', [0.0645946, 0.0966515, 1.0]]]
[['2, k, 0', [-0.0263495, -0.459386, 1.0]], ['2, k, 1', [0.00919879, -0.140137, 1.0]], ['2, k, 2', [0.045491, 0.172492, 1.0]], ['2, k, 3', [0.0190713, 0.290279, 1.0]], ['2, k, 4', [-0.133443, 0.0631606, 1.0]], ['2, k, 5', [-0.318314, 0.0978268, 1.0]], ['2, k, 6', [-0.469778, 0.141992, 1.0]], ['2, k, 7', [-0.534059, 0.161408, 1.0]], ['2, k, 8', [0.111072, 0.00434479, 1.0]], ['2, k, 9', [0.140321, 0.0433852, 1.0]], ['2, k, 10', [0.0805341, 0.0912511, 1.0]], ['2, k, 11', [0.0472455, 0.109474, 1.0]], ['2, k, 12', [-0.0867165, -0.451989, 1.0]], ['2, k, 13', [-0.171675, -0.780548, 1.0]], ['2, k, 14', [-0.172014, -0.983787, 1.0]], ['2, k, 15', [-0.178323, -1.09502, 1.0]], ['2, k, 16', [0.0347481, -0.455235, 1.0]], ['2, k, 17', [0.120612, -0.784565, 1.0]], ['2, k, 18', [0.165925, -1.06927, 1.0]], ['2, k, 19', [0.180766, -1.179, 1.0]], ['2, k, 20', [0.0361882, 0.0946563, 1.0]], ['2, k, 21', [-0.579752, 0.168005, 1.0]], ['2, k, 22', [-0.472851, 0.159365, 1.0]], ['2, k, 23', [0.0772068, 0.0989518, 1.0]], ['2, k, 24', [0.023148, 0.11839, 1.0]]]
[['2, k, 0', [-0.0262257, -0.459863, 1.0]], ['2, k, 1', [0.00936978, -0.140973, 1.0]], ['2, k, 2', [0.0454991, 0.170218, 1.0]], ['2, k, 3', [0.0250748, 0.289695, 1.0]], ['2, k, 4', [-0.133374, 0.0646114, 1.0]], ['2, k, 5', [-0.331775, 0.104846, 1.0]], ['2, k, 6', [-0.526343, 0.162987, 1.0]], ['2, k, 7', [-0.565577, 0.172832, 1.0]], ['2, k, 8', [0.110114, 0.00155009, 1.0]], ['2, k, 9', [0.124641, 0.0491213, 1.0]], ['2, k, 10', [0.0323538, 0.106833, 1.0]], ['2, k, 11', [-0.0121475, 0.120884, 1.0]], ['2, k, 12', [-0.0856605, -0.452839, 1.0]], ['2, k, 13', [-0.176649, -0.778464, 1.0]], ['2, k, 14', [-0.0296086, -0.948184, 1.0]], ['2, k, 15', [-0.0784352, -1.02381, 1.0]], ['2, k, 16', [0.0345833, -0.455373, 1.0]], ['2, k, 17', [0.120878, -0.784489, 1.0]], ['2, k, 18', [0.165328, -1.09193, 1.0]], ['2, k, 19', [0.119062, -1.13312, 1.0]], ['2, k, 20', [0.0363201, 0.0931075, 1.0]], ['2, k, 21', [-0.626885, 0.181155, 1.0]], ['2, k, 22', [-0.571239, 0.187066, 1.0]], ['2, k, 23', [0.0210773, 0.110319, 1.0]], ['2, k, 24', [-0.0341131, 0.130763, 1.0]]]
[['2, k, 0', [-0.0264961, -0.45967, 1.0]], ['2, k, 1', [0.009267, -0.139827, 1.0]], ['2, k, 2', [0.045274, 0.172603, 1.0]], ['2, k, 3', [0.0266242, 0.292261, 1.0]], ['2, k, 4', [-0.130559, 0.0710818, 1.0]], ['2, k, 5', [-0.311379, 0.108908, 1.0]], ['2, k, 6', [-0.499056, 0.170614, 1.0]], ['2, k, 7', [-0.572838, 0.179434, 1.0]], ['2, k, 8', [0.109536, 0.000300453, 1.0]], ['2, k, 9', [0.106352, 0.0540022, 1.0]], ['2, k, 10', [0.0254144, 0.109188, 1.0]], ['2, k, 11', [-0.0699846, 0.132679, 1.0]], ['2, k, 12', [-0.0841267, -0.452249, 1.0]], ['2, k, 13', [-0.180792, -0.776594, 1.0]], ['2, k, 14', [-0.04401, -0.974629, 1.0]], ['2, k, 15', [-0.0947089, -1.05339, 1.0]], ['2, k, 16', [0.0331503, -0.455031, 1.0]], ['2, k, 17', [0.120073, -0.783867, 1.0]], ['2, k, 18', [0.165017, -1.09127, 1.0]], ['2, k, 19', [0.113754, -1.13212, 1.0]], ['2, k, 20', [0.0361959, 0.0951703, 1.0]], ['2, k, 21', [-0.632151, 0.191666, 1.0]], ['2, k, 22', [-0.582742, 0.195898, 1.0]], ['2, k, 23', [-0.0641308, 0.1256, 1.0]], ['2, k, 24', [-0.116305, 0.132422, 1.0]]]
[['2, k, 0', [-0.0263777, -0.45952, 1.0]], ['2, k, 1', [0.010047, -0.138791, 1.0]], ['2, k, 2', [0.047681, 0.176356, 1.0]], ['2, k, 3', [0.0286235, 0.296608, 1.0]], ['2, k, 4', [-0.13077, 0.0726294, 1.0]], ['2, k, 5', [-0.325269, 0.1199, 1.0]], ['2, k, 6', [-0.521059, 0.180244, 1.0]], ['2, k, 7', [-0.587325, 0.187539, 1.0]], ['2, k, 8', [0.108633, 7.08379e-05, 1.0]], ['2, k, 9', [0.0791932, 0.0626872, 1.0]], ['2, k, 10', [-0.006259, 0.115324, 1.0]], ['2, k, 11', [-0.113565, 0.142537, 1.0]], ['2, k, 12', [-0.0833669, -0.452204, 1.0]], ['2, k, 13', [-0.179541, -0.777052, 1.0]], ['2, k, 14', [-0.0414379, -0.975138, 1.0]], ['2, k, 15', [-0.0933163, -1.05384, 1.0]], ['2, k, 16', [0.0327619, -0.454485, 1.0]], ['2, k, 17', [0.120003, -0.783077, 1.0]], ['2, k, 18', [0.164981, -1.09037, 1.0]], ['2, k, 19', [0.112477, -1.13114, 1.0]], ['2, k, 20', [0.038216, 0.098234, 1.0]], ['2, k, 21', [-0.649262, 0.197669, 1.0]], ['2, k, 22', [-0.589933, 0.20877, 1.0]], ['2, k, 23', [-0.119377, 0.139563, 1.0]], ['2, k, 24', [-0.163061, 0.147415, 1.0]]]
[['2, k, 0', [-0.028087, -0.457099, 1.0]], ['2, k, 1', [0.012197, -0.130437, 1.0]], ['2, k, 2', [0.0568545, 0.197538, 1.0]], ['2, k, 3', [0.0292381, 0.304462, 1.0]], ['2, k, 4', [-0.13699, 0.0837507, 1.0]], ['2, k, 5', [-0.334687, 0.12855, 1.0]], ['2, k, 6', [-0.535374, 0.174451, 1.0]], ['2, k, 7', [-0.598786, 0.194105, 1.0]], ['2, k, 8', [0.102389, -0.000913415, 1.0]], ['2, k, 9', [0.0303048, 0.0897207, 1.0]], ['2, k, 10', [-0.124054, 0.137467, 1.0]], ['2, k, 11', [-0.176212, 0.152818, 1.0]], ['2, k, 12', [-0.0813381, -0.448947, 1.0]], ['2, k, 13', [-0.179537, -0.773826, 1.0]], ['2, k, 14', [-0.0536288, -0.987923, 1.0]], ['2, k, 15', [-0.105749, -1.07046, 1.0]], ['2, k, 16', [0.0267282, -0.451678, 1.0]], ['2, k, 17', [0.120654, -0.778609, 1.0]], ['2, k, 18', [0.163504, -1.08826, 1.0]], ['2, k, 19', [0.0957278, -1.12756, 1.0]], ['2, k, 20', [0.0453843, 0.115967, 1.0]], ['2, k, 21', [-0.660881, 0.201415, 1.0]], ['2, k, 22', [-0.60935, 0.21516, 1.0]], ['2, k, 23', [-0.182817, 0.154756, 1.0]], ['2, k, 24', [-0.221511, 0.154917, 1.0]]]
[['2, k, 0', [-0.0271288, -0.455199, 1.0]], ['2, k, 1', [0.0127734, -0.128634, 1.0]], ['2, k, 2', [0.0562615, 0.197497, 1.0]], ['2, k, 3', [0.0311818, 0.305928, 1.0]], ['2, k, 4', [-0.137326, 0.0818709, 1.0]], ['2, k, 5', [-0.318112, 0.116337, 1.0]], ['2, k, 6', [-0.511722, 0.176424, 1.0]], ['2, k, 7', [-0.591782, 0.198198, 1.0]], ['2, k, 8', [0.102364, 0.00614569, 1.0]], ['2, k, 9', [0.00643448, 0.0983296, 1.0]], ['2, k, 10', [-0.165899, 0.14643, 1.0]], ['2, k, 11', [-0.221198, 0.162795, 1.0]], ['2, k, 12', [-0.0788874, -0.447501, 1.0]], ['2, k, 13', [-0.180094, -0.771162, 1.0]], ['2, k, 14', [-0.0602878, -0.990541, 1.0]], ['2, k, 15', [-0.112011, -1.07552, 1.0]], ['2, k, 16', [0.0262216, -0.448292, 1.0]], ['2, k, 17', [0.118933, -0.775865, 1.0]], ['2, k, 18', [0.164431, -1.07533, 1.0]], ['2, k, 19', [0.0960023, -1.11477, 1.0]], ['2, k, 20', [0.0451052, 0.116309, 1.0]], ['2, k, 21', [-0.651747, 0.204785, 1.0]], ['2, k, 22', [-0.597086, 0.221808, 1.0]], ['2, k, 23', [-0.254866, 0.165582, 1.0]], ['2, k, 24', [-0.274743, 0.155204, 1.0]]]
[['2, k, 0', [-0.0256017, -0.453891, 1.0]], ['2, k, 1', [0.0134835, -0.124147, 1.0]], ['2, k, 2', [0.0529963, 0.202836, 1.0]], ['2, k, 3', [0.0319098, 0.306138, 1.0]], ['2, k, 4', [-0.116643, 0.0553785, 1.0]], ['2, k, 5', [-0.2895, 0.114069, 1.0]], ['2, k, 6', [-0.494518, 0.178056, 1.0]], ['2, k, 7', [-0.584042, 0.200937, 1.0]], ['2, k, 8', [0.093339, 0.0394632, 1.0]], ['2, k, 9', [-0.0536326, 0.116719, 1.0]], ['2, k, 10', [-0.225383, 0.159132, 1.0]], ['2, k, 11', [-0.281443, 0.172058, 1.0]], ['2, k, 12', [-0.0712991, -0.446112, 1.0]], ['2, k, 13', [-0.178083, -0.767814, 1.0]], ['2, k, 14', [0.0166199, -0.893473, 1.0]], ['2, k, 15', [-0.0406907, -0.975412, 1.0]], ['2, k, 16', [0.0243102, -0.446127, 1.0]], ['2, k, 17', [0.117622, -0.773383, 1.0]], ['2, k, 18', [0.16458, -1.08046, 1.0]], ['2, k, 19', [0.0825394, -1.11785, 1.0]], ['2, k, 20', [0.0431112, 0.121849, 1.0]], ['2, k, 21', [-0.643827, 0.207482, 1.0]], ['2, k, 22', [-0.578441, 0.223511, 1.0]], ['2, k, 23', [-0.315011, 0.175387, 1.0]], ['2, k, 24', [-0.32977, 0.162895, 1.0]]]
[['2, k, 0', [-0.0252065, -0.453643, 1.0]], ['2, k, 1', [0.0129547, -0.122413, 1.0]], ['2, k, 2', [0.0492574, 0.205781, 1.0]], ['2, k, 3', [0.0322444, 0.306974, 1.0]], ['2, k, 4', [-0.116868, 0.0551034, 1.0]], ['2, k, 5', [-0.29478, 0.114932, 1.0]], ['2, k, 6', [-0.489159, 0.169215, 1.0]], ['2, k, 7', [-0.587344, 0.200332, 1.0]], ['2, k, 8', [0.0920853, 0.0505046, 1.0]], ['2, k, 9', [-0.0750443, 0.115666, 1.0]], ['2, k, 10', [-0.240321, 0.158445, 1.0]], ['2, k, 11', [-0.331823, 0.176576, 1.0]], ['2, k, 12', [-0.0688647, -0.446185, 1.0]], ['2, k, 13', [-0.175797, -0.76724, 1.0]], ['2, k, 14', [0.0169206, -0.894195, 1.0]], ['2, k, 15', [-0.0406426, -0.976213, 1.0]], ['2, k, 16', [0.0235317, -0.445784, 1.0]], ['2, k, 17', [0.116944, -0.773216, 1.0]], ['2, k, 18', [0.165276, -1.07183, 1.0]], ['2, k, 19', [0.0825342, -1.10932, 1.0]], ['2, k, 20', [0.0404109, 0.124605, 1.0]], ['2, k, 21', [-0.631547, 0.209521, 1.0]], ['2, k, 22', [-0.576199, 0.211583, 1.0]], ['2, k, 23', [-0.371981, 0.181228, 1.0]], ['2, k, 24', [-0.367794, 0.15683, 1.0]]]
[['2, k, 0', [-0.0234991, -0.454544, 1.0]], ['2, k, 1', [0.0130609, -0.121615, 1.0]], ['2, k, 2', [0.0470427, 0.208069, 1.0]], ['2, k, 3', [0.032953, 0.307336, 1.0]], ['2, k, 4', [-0.117233, 0.0549047, 1.0]], ['2, k, 5', [-0.295787, 0.113696, 1.0]], ['2, k, 6', [-0.46706, 0.179184, 1.0]], ['2, k, 7', [-0.507154, 0.182837, 1.0]], ['2, k, 8', [0.0849107, 0.0570473, 1.0]], ['2, k, 9', [-0.118378, 0.111182, 1.0]], ['2, k, 10', [-0.304251, 0.17384, 1.0]], ['2, k, 11', [-0.386133, 0.183411, 1.0]], ['2, k, 12', [-0.0631486, -0.450027, 1.0]], ['2, k, 13', [-0.18105, -0.763887, 1.0]], ['2, k, 14', [0.00774101, -0.894114, 1.0]], ['2, k, 15', [-0.048153, -0.977641, 1.0]], ['2, k, 16', [0.0235986, -0.446456, 1.0]], ['2, k, 17', [0.116152, -0.774398, 1.0]], ['2, k, 18', [0.164489, -1.07872, 1.0]], ['2, k, 19', [0.0802701, -1.11588, 1.0]], ['2, k, 20', [0.0388729, 0.126538, 1.0]], ['2, k, 21', [-0.530345, 0.182485, 1.0]], ['2, k, 22', [-0.490712, 0.18343, 1.0]], ['2, k, 23', [-0.431798, 0.1858, 1.0]], ['2, k, 24', [-0.428664, 0.170759, 1.0]]]
[['2, k, 0', [-0.0222716, -0.455409, 1.0]], ['2, k, 1', [0.0125103, -0.12071, 1.0]], ['2, k, 2', [0.043563, 0.210778, 1.0]], ['2, k, 3', [0.0339978, 0.30738, 1.0]], ['2, k, 4', [-0.11911, 0.0553067, 1.0]], ['2, k, 5', [-0.296422, 0.114032, 1.0]], ['2, k, 6', [-0.501165, 0.182522, 1.0]], ['2, k, 7', [-0.528796, 0.188048, 1.0]], ['2, k, 8', [0.0723955, 0.0631419, 1.0]], ['2, k, 9', [-0.141198, 0.114597, 1.0]], ['2, k, 10', [-0.343423, 0.169306, 1.0]], ['2, k, 11', [-0.41013, 0.183724, 1.0]], ['2, k, 12', [-0.0608936, -0.451388, 1.0]], ['2, k, 13', [-0.184336, -0.760476, 1.0]], ['2, k, 14', [0.0018389, -0.891693, 1.0]], ['2, k, 15', [-0.0521319, -0.973341, 1.0]], ['2, k, 16', [0.0233882, -0.447039, 1.0]], ['2, k, 17', [0.116409, -0.774943, 1.0]], ['2, k, 18', [0.165033, -1.07898, 1.0]], ['2, k, 19', [0.0791203, -1.11593, 1.0]], ['2, k, 20', [0.0361827, 0.128807, 1.0]], ['2, k, 21', [-0.541677, 0.186385, 1.0]], ['2, k, 22', [-0.521108, 0.189013, 1.0]], ['2, k, 23', [-0.460144, 0.192808, 1.0]], ['2, k, 24', [-0.440848, 0.164766, 1.0]]]
[['2, k, 0', [-0.0223322, -0.455672, 1.0]], ['2, k, 1', [0.0102073, -0.119514, 1.0]], ['2, k, 2', [0.0382973, 0.213798, 1.0]], ['2, k, 3', [0.0344245, 0.307447, 1.0]], ['2, k, 4', [-0.123588, 0.0568087, 1.0]], ['2, k, 5', [-0.299789, 0.11557, 1.0]], ['2, k, 6', [-0.502472, 0.183066, 1.0]], ['2, k, 7', [-0.584308, 0.205978, 1.0]], ['2, k, 8', [0.0646246, 0.0679812, 1.0]], ['2, k, 9', [-0.167339, 0.117735, 1.0]], ['2, k, 10', [-0.356421, 0.166248, 1.0]], ['2, k, 11', [-0.418752, 0.183398, 1.0]], ['2, k, 12', [-0.061121, -0.451875, 1.0]], ['2, k, 13', [-0.18504, -0.758127, 1.0]], ['2, k, 14', [-0.00145775, -0.890923, 1.0]], ['2, k, 15', [-0.0551366, -0.973175, 1.0]], ['2, k, 16', [0.021707, -0.448003, 1.0]], ['2, k, 17', [0.116551, -0.775551, 1.0]], ['2, k, 18', [0.165524, -1.07947, 1.0]], ['2, k, 19', [0.0793724, -1.1165, 1.0]], ['2, k, 20', [0.031583, 0.131413, 1.0]], ['2, k, 21', [-0.596994, 0.204252, 1.0]], ['2, k, 22', [-0.576174, 0.206799, 1.0]], ['2, k, 23', [-0.476969, 0.192953, 1.0]], ['2, k, 24', [-0.466694, 0.165899, 1.0]]]
[['2, k, 0', [-0.0197788, -0.455978, 1.0]], ['2, k, 1', [0.0101245, -0.117671, 1.0]], ['2, k, 2', [0.0360668, 0.216479, 1.0]], ['2, k, 3', [0.0343914, 0.307679, 1.0]], ['2, k, 4', [-0.125781, 0.0587342, 1.0]], ['2, k, 5', [-0.301812, 0.117615, 1.0]], ['2, k, 6', [-0.503576, 0.18442, 1.0]], ['2, k, 7', [-0.585412, 0.207332, 1.0]], ['2, k, 8', [0.0577251, 0.0706889, 1.0]], ['2, k, 9', [-0.181065, 0.117113, 1.0]], ['2, k, 10', [-0.379282, 0.168803, 1.0]], ['2, k, 11', [-0.473147, 0.185885, 1.0]], ['2, k, 12', [-0.0564442, -0.452141, 1.0]], ['2, k, 13', [-0.18579, -0.750318, 1.0]], ['2, k, 14', [-0.00549795, -0.780485, 1.0]], ['2, k, 15', [-0.0476786, -0.870761, 1.0]], ['2, k, 16', [0.0219557, -0.448026, 1.0]], ['2, k, 17', [0.112665, -0.776816, 1.0]], ['2, k, 18', [0.163505, -1.07966, 1.0]], ['2, k, 19', [0.0770835, -1.11675, 1.0]], ['2, k, 20', [0.0298523, 0.133934, 1.0]], ['2, k, 21', [-0.598093, 0.2056, 1.0]], ['2, k, 22', [-0.576537, 0.207246, 1.0]], ['2, k, 23', [-0.525852, 0.186161, 1.0]], ['2, k, 24', [-0.502405, 0.163993, 1.0]]]
