[['2, k, 0', [-0.104351, -0.368907, 1.0]], ['2, k, 1', [-0.104569, -0.0648602, 1.0]], ['2, k, 2', [-0.104057, 0.231697, 1.0]], ['2, k, 3', [-0.0928404, 0.366086, 1.0]], ['2, k, 4', [-0.273385, 0.143321, 1.0]], ['2, k, 5', [-0.390553, -0.0283591, 1.0]], ['2, k, 6', [-0.216851, -0.172468, 1.0]], ['2, k, 7', [-0.159601, -0.220545, 1.0]], ['2, k, 8', [0.0647681, 0.147916, 1.0]], ['2, k, 9', [0.147573, -0.0302177, 1.0]], ['2, k, 10', [0.0317649, -0.224152, 1.0]], ['2, k, 11', [-0.00659025, -0.288839, 1.0]], ['2, k, 12', [-0.179922, -0.364319, 1.0]], ['2, k, 13', [-0.19487, -0.69287, 1.0]], ['2, k, 14', [-0.178472, -1.05475, 1.0]], ['2, k, 15', [-0.187134, -1.12598, 1.0]], ['2, k, 16', [-0.0255843, -0.362178, 1.0]], ['2, k, 17', [-0.0228035, -0.68093, 1.0]], ['2, k, 18', [-0.0308134, -1.04985, 1.0]], ['2, k, 19', [-0.0152588, -1.12402, 1.0]], ['2, k, 20', [-0.10431, 0.158673, 1.0]], ['2, k, 21', [-0.158923, -0.219607, 1.0]], ['2, k, 22', [-0.158037, -0.218383, 1.0]], ['2, k, 23', [-0.00656219, -0.287609, 1.0]], ['2, k, 24', [-0.00652558, -0.286005, 1.0]]]
[['2, k, 0', [-0.102713, -0.361457, 1.0]], ['2, k, 1', [-0.0997295, -0.0538386, 1.0]], ['2, k, 2', [-0.0960849, 0.246894, 1.0]], ['2, k, 3', [-0.0875193, 0.379145, 1.0]], ['2, k, 4', [-0.268155, 0.142582, 1.0]], ['2, k, 5', [-0.392574, -0.014359, 1.0]], ['2, k, 6', [-0.316858, -0.222524, 1.0]], ['2, k, 7', [-0.288546, -0.253306, 1.0]], ['2, k, 8', [0.0696247, 0.137693, 1.0]], ['2, k, 9', [0.180396, -0.0277495, 1.0]], ['2, k, 10', [0.0675052, -0.215905, 1.0]], ['2, k, 11', [0.0615843, -0.25201, 1.0]], ['2, k, 12', [-0.177864, -0.356033, 1.0]], ['2, k, 13', [-0.192014, -0.658764, 1.0]], ['2, k, 14', [-0.176506, -1.05254, 1.0]], ['2, k, 15', [-0.185321, -1.12256, 1.0]], ['2, k, 16', [-0.0243805, -0.355551, 1.0]], ['2, k, 17', [-0.0189623, -0.677341, 1.0]], ['2, k, 18', [-0.0272374, -1.05361, 1.0]], ['2, k, 19', [-0.0207023, -1.12113, 1.0]], ['2, k, 20', [-0.0970855, 0.172763, 1.0]], ['2, k, 21', [-0.298753, -0.318317, 1.0]], ['2, k, 22', [-0.276795, -0.225499, 1.0]], ['2, k, 23', [0.0670146, -0.334057, 1.0]], ['2, k, 24', [0.0483078, -0.237722, 1.0]]]
[['2, k, 0', [-0.102293, -0.360977, 1.0]], ['2, k, 1', [-0.0996203, -0.0535516, 1.0]], ['2, k, 2', [-0.096174, 0.247138, 1.0]], ['2, k, 3', [-0.0873616, 0.379536, 1.0]], ['2, k, 4', [-0.268153, 0.142597, 1.0]], ['2, k, 5', [-0.392567, -0.0143537, 1.0]], ['2, k, 6', [-0.316503, -0.222407, 1.0]], ['2, k, 7', [-0.290803, -0.240871, 1.0]], ['2, k, 8', [0.0696354, 0.138275, 1.0]], ['2, k, 9', [0.179532, -0.0280707, 1.0]], ['2, k, 10', [0.0874812, -0.224858, 1.0]], ['2, k, 11', [0.0585189, -0.274155, 1.0]], ['2, k, 12', [-0.177375, -0.355404, 1.0]], ['2, k, 13', [-0.192278, -0.65821, 1.0]], ['2, k, 14', [-0.176623, -1.05203, 1.0]], ['2, k, 15', [-0.185085, -1.12285, 1.0]], ['2, k, 16', [-0.024029, -0.355209, 1.0]], ['2, k, 17', [-0.0186083, -0.680782, 1.0]], ['2, k, 18', [-0.02729, -1.05086, 1.0]], ['2, k, 19', [-0.0207298, -1.1211, 1.0]], ['2, k, 20', [-0.0971119, 0.173023, 1.0]], ['2, k, 21', [-0.283851, -0.296891, 1.0]], ['2, k, 22', [-0.275584, -0.211628, 1.0]], ['2, k, 23', [0.0601878, -0.351374, 1.0]], ['2, k, 24', [0.0423843, -0.257641, 1.0]]]
[['2, k, 0', [-0.102196, -0.360681, 1.0]], ['2, k, 1', [-0.0995444, -0.0533857, 1.0]], ['2, k, 2', [-0.0959616, 0.247387, 1.0]], ['2, k, 3', [-0.087153, 0.379762, 1.0]], ['2, k, 4', [-0.268037, 0.14263, 1.0]], ['2, k, 5', [-0.39235, -0.0141929, 1.0]], ['2, k, 6', [-0.316224, -0.222242, 1.0]], ['2, k, 7', [-0.315275, -0.203879, 1.0]], ['2, k, 8', [0.0695784, 0.138868, 1.0]], ['2, k, 9', [0.179007, -0.0284323, 1.0]], ['2, k, 10', [0.0881924, -0.226033, 1.0]], ['2, k, 11', [0.0668049, -0.271077, 1.0]], ['2, k, 12', [-0.177278, -0.35496, 1.0]], ['2, k, 13', [-0.190655, -0.659158, 1.0]], ['2, k, 14', [-0.176576, -1.05186, 1.0]], ['2, k, 15', [-0.184213, -1.12289, 1.0]], ['2, k, 16', [-0.0239452, -0.35505, 1.0]], ['2, k, 17', [-0.0184093, -0.680885, 1.0]], ['2, k, 18', [-0.027327, -1.0496, 1.0]], ['2, k, 19', [-0.0208507, -1.12078, 1.0]], ['2, k, 20', [-0.0969474, 0.173268, 1.0]], ['2, k, 21', [-0.288435, -0.286135, 1.0]], ['2, k, 22', [-0.27684, -0.1997, 1.0]], ['2, k, 23', [0.0677956, -0.344794, 1.0]], ['2, k, 24', [0.0623875, -0.340054, 1.0]]]
[['2, k, 0', [-0.100625, -0.359927, 1.0]], ['2, k, 1', [-0.0989804, -0.0528517, 1.0]], ['2, k, 2', [-0.0959118, 0.247695, 1.0]], ['2, k, 3', [-0.0870675, 0.3801, 1.0]], ['2, k, 4', [-0.267821, 0.14287, 1.0]], ['2, k, 5', [-0.392282, -0.0141972, 1.0]], ['2, k, 6', [-0.315812, -0.222147, 1.0]], ['2, k, 7', [-0.31298, -0.202032, 1.0]], ['2, k, 8', [0.0697317, 0.139485, 1.0]], ['2, k, 9', [0.178951, -0.0284433, 1.0]], ['2, k, 10', [0.0878037, -0.225955, 1.0]], ['2, k, 11', [0.0674926, -0.278136, 1.0]], ['2, k, 12', [-0.175712, -0.354264, 1.0]], ['2, k, 13', [-0.189956, -0.661052, 1.0]], ['2, k, 14', [-0.176572, -1.05186, 1.0]], ['2, k, 15', [-0.184234, -1.1229, 1.0]], ['2, k, 16', [-0.0223724, -0.354265, 1.0]], ['2, k, 17', [-0.0188656, -0.681271, 1.0]], ['2, k, 18', [-0.0273078, -1.04917, 1.0]], ['2, k, 19', [-0.0209221, -1.12072, 1.0]], ['2, k, 20', [-0.0968002, 0.173614, 1.0]], ['2, k, 21', [-0.288243, -0.285942, 1.0]], ['2, k, 22', [-0.280334, -0.20276, 1.0]], ['2, k, 23', [0.0679049, -0.346195, 1.0]], ['2, k, 24', [0.0615572, -0.338305, 1.0]]]
[['2, k, 0', [-0.100734, -0.359744, 1.0]], ['2, k, 1', [-0.0988988, -0.0526354, 1.0]], ['2, k, 2', [-0.0955607, 0.248108, 1.0]], ['2, k, 3', [-0.0870062, 0.380403, 1.0]], ['2, k, 4', [-0.26774, 0.143044, 1.0]], ['2, k, 5', [-0.391659, -0.0142625, 1.0]], ['2, k, 6', [-0.314907, -0.222126, 1.0]], ['2, k, 7', [-0.281096, -0.249664, 1.0]], ['2, k, 8', [0.0703641, 0.139662, 1.0]], ['2, k, 9', [0.178886, -0.0284596, 1.0]], ['2, k, 10', [0.0877148, -0.226167, 1.0]], ['2, k, 11', [0.0673848, -0.280704, 1.0]], ['2, k, 12', [-0.175826, -0.353929, 1.0]], ['2, k, 13', [-0.187702, -0.660957, 1.0]], ['2, k, 14', [-0.176548, -1.05171, 1.0]], ['2, k, 15', [-0.184048, -1.1228, 1.0]], ['2, k, 16', [-0.0224706, -0.354211, 1.0]], ['2, k, 17', [-0.0193516, -0.681424, 1.0]], ['2, k, 18', [-0.027281, -1.04815, 1.0]], ['2, k, 19', [-0.023795, -1.12054, 1.0]], ['2, k, 20', [-0.0965351, 0.173987, 1.0]], ['2, k, 21', [-0.284033, -0.353114, 1.0]], ['2, k, 22', [-0.277393, -0.287267, 1.0]], ['2, k, 23', [0.06935, -0.350413, 1.0]], ['2, k, 24', [0.0591587, -0.27101, 1.0]]]
[['2, k, 0', [-0.0994718, -0.359457, 1.0]], ['2, k, 1', [-0.0982964, -0.0523167, 1.0]], ['2, k, 2', [-0.0952171, 0.248428, 1.0]], ['2, k, 3', [-0.0869869, 0.380588, 1.0]], ['2, k, 4', [-0.267357, 0.143335, 1.0]], ['2, k, 5', [-0.39074, -0.0143444, 1.0]], ['2, k, 6', [-0.314611, -0.222435, 1.0]], ['2, k, 7', [-0.279416, -0.243346, 1.0]], ['2, k, 8', [0.0708329, 0.13975, 1.0]], ['2, k, 9', [0.17896, -0.0284709, 1.0]], ['2, k, 10', [0.0884559, -0.226616, 1.0]], ['2, k, 11', [0.0692872, -0.28232, 1.0]], ['2, k, 12', [-0.174463, -0.35369, 1.0]], ['2, k, 13', [-0.183298, -0.657912, 1.0]], ['2, k, 14', [-0.175782, -1.04986, 1.0]], ['2, k, 15', [-0.182722, -1.11994, 1.0]], ['2, k, 16', [-0.0213595, -0.353918, 1.0]], ['2, k, 17', [-0.0199755, -0.681194, 1.0]], ['2, k, 18', [-0.0277534, -1.04797, 1.0]], ['2, k, 19', [-0.023716, -1.12057, 1.0]], ['2, k, 20', [-0.0961263, 0.174308, 1.0]], ['2, k, 21', [-0.279664, -0.301834, 1.0]], ['2, k, 22', [-0.27197, -0.219718, 1.0]], ['2, k, 23', [0.0683918, -0.350239, 1.0]], ['2, k, 24', [0.0591163, -0.270211, 1.0]]]
[['2, k, 0', [-0.0995556, -0.359516, 1.0]], ['2, k, 1', [-0.0982939, -0.0522803, 1.0]], ['2, k, 2', [-0.0952526, 0.248496, 1.0]], ['2, k, 3', [-0.0869634, 0.380653, 1.0]], ['2, k, 4', [-0.266943, 0.143578, 1.0]], ['2, k, 5', [-0.389039, -0.0156652, 1.0]], ['2, k, 6', [-0.308192, -0.222005, 1.0]], ['2, k, 7', [-0.279212, -0.257681, 1.0]], ['2, k, 8', [0.0709699, 0.139687, 1.0]], ['2, k, 9', [0.179278, -0.0283299, 1.0]], ['2, k, 10', [0.0887256, -0.226436, 1.0]], ['2, k, 11', [0.0702715, -0.280186, 1.0]], ['2, k, 12', [-0.174547, -0.35368, 1.0]], ['2, k, 13', [-0.181045, -0.658007, 1.0]], ['2, k, 14', [-0.175432, -1.04899, 1.0]], ['2, k, 15', [-0.182651, -1.1202, 1.0]], ['2, k, 16', [-0.0214422, -0.354055, 1.0]], ['2, k, 17', [-0.0219177, -0.678014, 1.0]], ['2, k, 18', [-0.0280485, -1.04719, 1.0]], ['2, k, 19', [-0.0237289, -1.12049, 1.0]], ['2, k, 20', [-0.0961435, 0.174367, 1.0]], ['2, k, 21', [-0.285034, -0.354359, 1.0]], ['2, k, 22', [-0.275629, -0.293093, 1.0]], ['2, k, 23', [0.0699375, -0.351199, 1.0]], ['2, k, 24', [0.0593643, -0.270294, 1.0]]]
[['2, k, 0', [-0.0986685, -0.35956, 1.0]], ['2, k, 1', [-0.0981816, -0.0521935, 1.0]], ['2, k, 2', [-0.0955247, 0.248669, 1.0]], ['2, k, 3', [-0.0869866, 0.380654, 1.0]], ['2, k, 4', [-0.26633, 0.143607, 1.0]], ['2, k, 5', [-0.387913, -0.0160389, 1.0]], ['2, k, 6', [-0.305901, -0.221923, 1.0]], ['2, k, 7', [-0.276625, -0.245356, 1.0]], ['2, k, 8', [0.0710012, 0.1397, 1.0]], ['2, k, 9', [0.179517, -0.0285275, 1.0]], ['2, k, 10', [0.0887861, -0.226601, 1.0]], ['2, k, 11', [0.0714187, -0.285107, 1.0]], ['2, k, 12', [-0.173784, -0.353581, 1.0]], ['2, k, 13', [-0.179829, -0.657586, 1.0]], ['2, k, 14', [-0.175388, -1.04791, 1.0]], ['2, k, 15', [-0.182696, -1.12035, 1.0]], ['2, k, 16', [-0.0204504, -0.354279, 1.0]], ['2, k, 17', [-0.0222046, -0.677264, 1.0]], ['2, k, 18', [-0.0288981, -1.04261, 1.0]], ['2, k, 19', [-0.023713, -1.12013, 1.0]], ['2, k, 20', [-0.0962584, 0.174498, 1.0]], ['2, k, 21', [-0.276041, -0.301203, 1.0]], ['2, k, 22', [-0.267534, -0.222978, 1.0]], ['2, k, 23', [0.0713249, -0.352131, 1.0]], ['2, k, 24', [0.0659842, -0.335496, 1.0]]]
[['2, k, 0', [-0.0981934, -0.359538, 1.0]], ['2, k, 1', [-0.0979718, -0.0520806, 1.0]], ['2, k, 2', [-0.0954742, 0.248736, 1.0]], ['2, k, 3', [-0.0869866, 0.38068, 1.0]], ['2, k, 4', [-0.265673, 0.143854, 1.0]], ['2, k, 5', [-0.38577, -0.0172176, 1.0]], ['2, k, 6', [-0.303374, -0.222938, 1.0]], ['2, k, 7', [-0.279438, -0.24823, 1.0]], ['2, k, 8', [0.070995, 0.139734, 1.0]], ['2, k, 9', [0.180224, -0.028413, 1.0]], ['2, k, 10', [0.101523, -0.228469, 1.0]], ['2, k, 11', [0.0628165, -0.295075, 1.0]], ['2, k, 12', [-0.173247, -0.353602, 1.0]], ['2, k, 13', [-0.180005, -0.658167, 1.0]], ['2, k, 14', [-0.175472, -1.04781, 1.0]], ['2, k, 15', [-0.182599, -1.12033, 1.0]], ['2, k, 16', [-0.0200596, -0.35422, 1.0]], ['2, k, 17', [-0.0223796, -0.676539, 1.0]], ['2, k, 18', [-0.0289036, -1.04262, 1.0]], ['2, k, 19', [-0.0239192, -1.12028, 1.0]], ['2, k, 20', [-0.0961991, 0.17456, 1.0]], ['2, k, 21', [-0.284957, -0.310372, 1.0]], ['2, k, 22', [-0.267808, -0.221208, 1.0]], ['2, k, 23', [0.0525514, -0.359067, 1.0]], ['2, k, 24', [0.044372, -0.263374, 1.0]]]
[['2, k, 0', [-0.0979313, -0.359453, 1.0]], ['2, k, 1', [-0.0978304, -0.0519698, 1.0]], ['2, k, 2', [-0.0954013, 0.248884, 1.0]], ['2, k, 3', [-0.0869329, 0.380781, 1.0]], ['2, k, 4', [-0.265166, 0.144055, 1.0]], ['2, k, 5', [-0.383649, -0.0183796, 1.0]], ['2, k, 6', [-0.301602, -0.224189, 1.0]], ['2, k, 7', [-0.277792, -0.257644, 1.0]], ['2, k, 8', [0.0709529, 0.139849, 1.0]], ['2, k, 9', [0.180405, -0.0284402, 1.0]], ['2, k, 10', [0.0994021, -0.22847, 1.0]], ['2, k, 11', [0.0741701, -0.286083, 1.0]], ['2, k, 12', [-0.173028, -0.353444, 1.0]], ['2, k, 13', [-0.178631, -0.65968, 1.0]], ['2, k, 14', [-0.175382, -1.04718, 1.0]], ['2, k, 15', [-0.182454, -1.12037, 1.0]], ['2, k, 16', [-0.0197608, -0.354229, 1.0]], ['2, k, 17', [-0.0230659, -0.676021, 1.0]], ['2, k, 18', [-0.0286518, -1.04366, 1.0]], ['2, k, 19', [-0.023441, -1.12015, 1.0]], ['2, k, 20', [-0.0961059, 0.174702, 1.0]], ['2, k, 21', [-0.280727, -0.309077, 1.0]], ['2, k, 22', [-0.267636, -0.222057, 1.0]], ['2, k, 23', [0.0784028, -0.352651, 1.0]], ['2, k, 24', [0.0612944, -0.277295, 1.0]]]
[['2, k, 0', [-0.097252, -0.359275, 1.0]], ['2, k, 1', [-0.0973959, -0.0518377, 1.0]], ['2, k, 2', [-0.095143, 0.24889, 1.0]], ['2, k, 3', [-0.0867995, 0.380856, 1.0]], ['2, k, 4', [-0.264718, 0.143999, 1.0]], ['2, k, 5', [-0.381028, -0.0194411, 1.0]], ['2, k, 6', [-0.299881, -0.225533, 1.0]], ['2, k, 7', [-0.276013, -0.253722, 1.0]], ['2, k, 8', [0.0709577, 0.139876, 1.0]], ['2, k, 9', [0.181088, -0.0287621, 1.0]], ['2, k, 10', [0.09749, -0.228277, 1.0]], ['2, k, 11', [0.0748852, -0.288107, 1.0]], ['2, k, 12', [-0.172358, -0.353193, 1.0]], ['2, k, 13', [-0.177943, -0.659617, 1.0]], ['2, k, 14', [-0.17524, -1.04651, 1.0]], ['2, k, 15', [-0.181794, -1.12061, 1.0]], ['2, k, 16', [-0.0190983, -0.354133, 1.0]], ['2, k, 17', [-0.0236144, -0.665615, 1.0]], ['2, k, 18', [-0.0284516, -1.04375, 1.0]], ['2, k, 19', [-0.0229031, -1.11959, 1.0]], ['2, k, 20', [-0.0958298, 0.174749, 1.0]], ['2, k, 21', [-0.276116, -0.307389, 1.0]], ['2, k, 22', [-0.267157, -0.224082, 1.0]], ['2, k, 23', [0.0760134, -0.353141, 1.0]], ['2, k, 24', [0.0675813, -0.339095, 1.0]]]
[['2, k, 0', [-0.0965631, -0.359062, 1.0]], ['2, k, 1', [-0.0969414, -0.0516488, 1.0]], ['2, k, 2', [-0.0948996, 0.248978, 1.0]], ['2, k, 3', [-0.086603, 0.381053, 1.0]], ['2, k, 4', [-0.264185, 0.144031, 1.0]], ['2, k, 5', [-0.379389, -0.0201681, 1.0]], ['2, k, 6', [-0.300022, -0.226836, 1.0]], ['2, k, 7', [-0.277407, -0.259207, 1.0]], ['2, k, 8', [0.0715942, 0.139687, 1.0]], ['2, k, 9', [0.181882, -0.0288943, 1.0]], ['2, k, 10', [0.104624, -0.229543, 1.0]], ['2, k, 11', [0.0883128, -0.246792, 1.0]], ['2, k, 12', [-0.171672, -0.352914, 1.0]], ['2, k, 13', [-0.173909, -0.659191, 1.0]], ['2, k, 14', [-0.174874, -1.04603, 1.0]], ['2, k, 15', [-0.182858, -1.122, 1.0]], ['2, k, 16', [-0.0184311, -0.353997, 1.0]], ['2, k, 17', [-0.0246393, -0.666182, 1.0]], ['2, k, 18', [-0.0289626, -1.04315, 1.0]], ['2, k, 19', [-0.0233765, -1.11934, 1.0]], ['2, k, 20', [-0.0955624, 0.174861, 1.0]], ['2, k, 21', [-0.276022, -0.307284, 1.0]], ['2, k, 22', [-0.267492, -0.222682, 1.0]], ['2, k, 23', [0.0916816, -0.339616, 1.0]], ['2, k, 24', [0.0663047, -0.249335, 1.0]]]
[['2, k, 0', [-0.0960274, -0.359031, 1.0]], ['2, k, 1', [-0.0968071, -0.0515943, 1.0]], ['2, k, 2', [-0.0949908, 0.248994, 1.0]], ['2, k, 3', [-0.0864902, 0.381072, 1.0]], ['2, k, 4', [-0.263885, 0.143975, 1.0]], ['2, k, 5', [-0.377949, -0.0200721, 1.0]], ['2, k, 6', [-0.300378, -0.22737, 1.0]], ['2, k, 7', [-0.277891, -0.263608, 1.0]], ['2, k, 8', [0.0718056, 0.139565, 1.0]], ['2, k, 9', [0.182328, -0.0289882, 1.0]], ['2, k, 10', [0.106141, -0.230144, 1.0]], ['2, k, 11', [0.0950215, -0.226046, 1.0]], ['2, k, 12', [-0.171289, -0.352787, 1.0]], ['2, k, 13', [-0.169892, -0.659405, 1.0]], ['2, k, 14', [-0.174998, -1.04595, 1.0]], ['2, k, 15', [-0.182341, -1.12274, 1.0]], ['2, k, 16', [-0.0177346, -0.354105, 1.0]], ['2, k, 17', [-0.0268054, -0.667228, 1.0]], ['2, k, 18', [-0.0292593, -1.04562, 1.0]], ['2, k, 19', [-0.0230521, -1.11932, 1.0]], ['2, k, 20', [-0.0955799, 0.174887, 1.0]], ['2, k, 21', [-0.284446, -0.341193, 1.0]], ['2, k, 22', [-0.27226, -0.263191, 1.0]], ['2, k, 23', [0.0930258, -0.329915, 1.0]], ['2, k, 24', [0.0659355, -0.220672, 1.0]]]
[['2, k, 0', [-0.095242, -0.359178, 1.0]], ['2, k, 1', [-0.0960051, -0.051586, 1.0]], ['2, k, 2', [-0.0942866, 0.248956, 1.0]], ['2, k, 3', [-0.0862074, 0.381089, 1.0]], ['2, k, 4', [-0.26364, 0.143911, 1.0]], ['2, k, 5', [-0.37726, -0.0206764, 1.0]], ['2, k, 6', [-0.299919, -0.228001, 1.0]], ['2, k, 7', [-0.275314, -0.261332, 1.0]], ['2, k, 8', [0.0722445, 0.139467, 1.0]], ['2, k, 9', [0.183119, -0.0290374, 1.0]], ['2, k, 10', [0.10717, -0.230427, 1.0]], ['2, k, 11', [0.0655617, -0.296541, 1.0]], ['2, k, 12', [-0.170552, -0.352817, 1.0]], ['2, k, 13', [-0.16962, -0.659242, 1.0]], ['2, k, 14', [-0.174627, -1.04559, 1.0]], ['2, k, 15', [-0.182845, -1.12355, 1.0]], ['2, k, 16', [-0.016941, -0.354371, 1.0]], ['2, k, 17', [-0.0276283, -0.667026, 1.0]], ['2, k, 18', [-0.0290608, -1.04534, 1.0]], ['2, k, 19', [-0.0225304, -1.11959, 1.0]], ['2, k, 20', [-0.0949034, 0.174877, 1.0]], ['2, k, 21', [-0.27733, -0.358684, 1.0]], ['2, k, 22', [-0.27097, -0.29596, 1.0]], ['2, k, 23', [0.053393, -0.358704, 1.0]], ['2, k, 24', [0.0447457, -0.262943, 1.0]]]
[['2, k, 0', [-0.0949371, -0.359248, 1.0]], ['2, k, 1', [-0.0956524, -0.051634, 1.0]], ['2, k, 2', [-0.09411, 0.248869, 1.0]], ['2, k, 3', [-0.0859823, 0.381121, 1.0]], ['2, k, 4', [-0.263384, 0.143924, 1.0]], ['2, k, 5', [-0.37649, -0.0207754, 1.0]], ['2, k, 6', [-0.300036, -0.228402, 1.0]], ['2, k, 7', [-0.277324, -0.269753, 1.0]], ['2, k, 8', [0.0722805, 0.138961, 1.0]], ['2, k, 9', [0.183854, -0.0291775, 1.0]], ['2, k, 10', [0.107781, -0.230659, 1.0]], ['2, k, 11', [0.0664211, -0.298088, 1.0]], ['2, k, 12', [-0.170261, -0.352843, 1.0]], ['2, k, 13', [-0.168978, -0.659061, 1.0]], ['2, k, 14', [-0.174614, -1.0451, 1.0]], ['2, k, 15', [-0.182277, -1.12378, 1.0]], ['2, k, 16', [-0.0166399, -0.354473, 1.0]], ['2, k, 17', [-0.0267315, -0.665773, 1.0]], ['2, k, 18', [-0.0289786, -1.04174, 1.0]], ['2, k, 19', [-0.0223565, -1.11878, 1.0]], ['2, k, 20', [-0.0947013, 0.174809, 1.0]], ['2, k, 21', [-0.287964, -0.361157, 1.0]], ['2, k, 22', [-0.270978, -0.288265, 1.0]], ['2, k, 23', [0.0533602, -0.358468, 1.0]], ['2, k, 24', [0.0455328, -0.26249, 1.0]]]
[['2, k, 0', [-0.0947948, -0.359309, 1.0]], ['2, k, 1', [-0.0953588, -0.0516641, 1.0]], ['2, k, 2', [-0.0939174, 0.248818, 1.0]], ['2, k, 3', [-0.0856746, 0.381106, 1.0]], ['2, k, 4', [-0.263209, 0.14383, 1.0]], ['2, k, 5', [-0.375939, -0.0210496, 1.0]], ['2, k, 6', [-0.299764, -0.228768, 1.0]], ['2, k, 7', [-0.276411, -0.267384, 1.0]], ['2, k, 8', [0.0720024, 0.138264, 1.0]], ['2, k, 9', [0.184232, -0.0299815, 1.0]], ['2, k, 10', [0.10787, -0.231721, 1.0]], ['2, k, 11', [0.0668368, -0.296936, 1.0]], ['2, k, 12', [-0.170125, -0.352899, 1.0]], ['2, k, 13', [-0.168468, -0.65893, 1.0]], ['2, k, 14', [-0.174816, -1.04437, 1.0]], ['2, k, 15', [-0.182307, -1.12369, 1.0]], ['2, k, 16', [-0.0164999, -0.354532, 1.0]], ['2, k, 17', [-0.0262531, -0.666286, 1.0]], ['2, k, 18', [-0.028822, -1.04378, 1.0]], ['2, k, 19', [-0.0217439, -1.1206, 1.0]], ['2, k, 20', [-0.0944864, 0.17477, 1.0]], ['2, k, 21', [-0.281863, -0.360495, 1.0]], ['2, k, 22', [-0.270988, -0.294492, 1.0]], ['2, k, 23', [0.0533421, -0.358296, 1.0]], ['2, k, 24', [0.0449686, -0.263027, 1.0]]]
[['2, k, 0', [-0.0945591, -0.359306, 1.0]], ['2, k, 1', [-0.0946447, -0.0516283, 1.0]], ['2, k, 2', [-0.0929331, 0.248768, 1.0]], ['2, k, 3', [-0.0853657, 0.381043, 1.0]], ['2, k, 4', [-0.262884, 0.143806, 1.0]], ['2, k, 5', [-0.375568, -0.0212104, 1.0]], ['2, k, 6', [-0.299795, -0.229059, 1.0]], ['2, k, 7', [-0.275651, -0.264619, 1.0]], ['2, k, 8', [0.0722129, 0.138282, 1.0]], ['2, k, 9', [0.184638, -0.0304516, 1.0]], ['2, k, 10', [0.107841, -0.232376, 1.0]], ['2, k, 11', [0.0656615, -0.297029, 1.0]], ['2, k, 12', [-0.16991, -0.352885, 1.0]], ['2, k, 13', [-0.168149, -0.658826, 1.0]], ['2, k, 14', [-0.174663, -1.04313, 1.0]], ['2, k, 15', [-0.182529, -1.12317, 1.0]], ['2, k, 16', [-0.0162507, -0.35454, 1.0]], ['2, k, 17', [-0.0261044, -0.666363, 1.0]], ['2, k, 18', [-0.0292948, -1.043, 1.0]], ['2, k, 19', [-0.0219534, -1.12021, 1.0]], ['2, k, 20', [-0.0935612, 0.174755, 1.0]], ['2, k, 21', [-0.27317, -0.307489, 1.0]], ['2, k, 22', [-0.268284, -0.226498, 1.0]], ['2, k, 23', [0.0534286, -0.358928, 1.0]], ['2, k, 24', [0.044538, -0.263679, 1.0]]]
[['2, k, 0', [-0.0943472, -0.359383, 1.0]], ['2, k, 1', [-0.0943141, -0.051642, 1.0]], ['2, k, 2', [-0.0926712, 0.248774, 1.0]], ['2, k, 3', [-0.0848908, 0.381074, 1.0]], ['2, k, 4', [-0.262464, 0.143684, 1.0]], ['2, k, 5', [-0.375155, -0.0212128, 1.0]], ['2, k, 6', [-0.30006, -0.229306, 1.0]], ['2, k, 7', [-0.275426, -0.271982, 1.0]], ['2, k, 8', [0.0727724, 0.137749, 1.0]], ['2, k, 9', [0.184945, -0.031458, 1.0]], ['2, k, 10', [0.107889, -0.233411, 1.0]], ['2, k, 11', [0.0667078, -0.294975, 1.0]], ['2, k, 12', [-0.16969, -0.352928, 1.0]], ['2, k, 13', [-0.171593, -0.661119, 1.0]], ['2, k, 14', [-0.174842, -1.04305, 1.0]], ['2, k, 15', [-0.182466, -1.12335, 1.0]], ['2, k, 16', [-0.0160423, -0.354652, 1.0]], ['2, k, 17', [-0.0261827, -0.666709, 1.0]], ['2, k, 18', [-0.0286761, -1.04441, 1.0]], ['2, k, 19', [-0.0126818, -1.12743, 1.0]], ['2, k, 20', [-0.093281, 0.174763, 1.0]], ['2, k, 21', [-0.292625, -0.366173, 1.0]], ['2, k, 22', [-0.270109, -0.298134, 1.0]], ['2, k, 23', [0.0534356, -0.358929, 1.0]], ['2, k, 24', [0.0443798, -0.264183, 1.0]]]
