[['2, k, 0', [-0.294104, -0.31064, 1.0]], ['2, k, 1', [-0.295185, -0.0165828, 1.0]], ['2, k, 2', [-0.294359, 0.270059, 1.0]], ['2, k, 3', [-0.294668, 0.423666, 1.0]], ['2, k, 4', [-0.460202, 0.214361, 1.0]], ['2, k, 5', [-0.534799, 0.331948, 1.0]], ['2, k, 6', [-0.4151, 0.357444, 1.0]], ['2, k, 7', [-0.378422, 0.373825, 1.0]], ['2, k, 8', [-0.126621, 0.237875, 1.0]], ['2, k, 9', [-0.000895262, 0.377936, 1.0]], ['2, k, 10', [0.0310522, 0.510904, 1.0]], ['2, k, 11', [0.034016, 0.56832, 1.0]], ['2, k, 12', [-0.365828, -0.311383, 1.0]], ['2, k, 13', [-0.398242, -0.625147, 1.0]], ['2, k, 14', [-0.406978, -0.963515, 1.0]], ['2, k, 15', [-0.390679, -1.01968, 1.0]], ['2, k, 16', [-0.213678, -0.300717, 1.0]], ['2, k, 17', [-0.188065, -0.625691, 1.0]], ['2, k, 18', [-0.168575, -0.962643, 1.0]], ['2, k, 19', [-0.15533, -1.01878, 1.0]], ['2, k, 20', [-0.294894, 0.199484, 1.0]], ['2, k, 21', [-0.363728, 0.31209, 1.0]], ['2, k, 22', [-0.368568, 0.383494, 1.0]], ['2, k, 23', [0.033347, 0.605844, 1.0]], ['2, k, 24', [0.0590726, 0.589863, 1.0]]]
[['2, k, 0', [-0.321916, -0.246081, 1.0]], ['2, k, 1', [-0.352699, 0.0329604, 1.0]], ['2, k, 2', [-0.380549, 0.308662, 1.0]], ['2, k, 3', [-0.47376, 0.416514, 1.0]], ['2, k, 4', [-0.57685, 0.159471, 1.0]], ['2, k, 5', [-0.741216, -0.0105439, 1.0]], ['2, k, 6', [-0.899608, 0.123159, 1.0]], ['2, k, 7', [-0.937957, 0.16202, 1.0]], ['2, k, 8', [-0.255, 0.296658, 1.0]], ['2, k, 9', [-0.288205, 0.494212, 1.0]], ['2, k, 10', [-0.474704, 0.666854, 1.0]], ['2, k, 11', [-0.552203, 0.701585, 1.0]], ['2, k, 12', [-0.386106, -0.257466, 1.0]], ['2, k, 13', [-0.418068, -0.665479, 1.0]], ['2, k, 14', [-0.407774, -1.07947, 1.0]], ['2, k, 15', [-0.435414, -1.15811, 1.0]], ['2, k, 16', [-0.249084, -0.226617, 1.0]], ['2, k, 17', [-0.200486, -0.691468, 1.0]], ['2, k, 18', [-0.171164, -1.07798, 1.0]], ['2, k, 19', [-0.121424, -1.15016, 1.0]], ['2, k, 20', [-0.373782, 0.240671, 1.0]], ['2, k, 21', [-0.959996, 0.209907, 1.0]], ['2, k, 22', [-0.962894, 0.127296, 1.0]], ['2, k, 23', [-0.603794, 0.751295, 1.0]], ['2, k, 24', [-0.565901, 0.66242, 1.0]]]
[['2, k, 0', [-0.32286, -0.246277, 1.0]], ['2, k, 1', [-0.352548, 0.0331681, 1.0]], ['2, k, 2', [-0.378158, 0.309273, 1.0]], ['2, k, 3', [-0.47347, 0.416022, 1.0]], ['2, k, 4', [-0.57952, 0.152509, 1.0]], ['2, k, 5', [-0.73721, -0.0192439, 1.0]], ['2, k, 6', [-0.899964, 0.112772, 1.0]], ['2, k, 7', [-0.937255, 0.148255, 1.0]], ['2, k, 8', [-0.255768, 0.297554, 1.0]], ['2, k, 9', [-0.29164, 0.491589, 1.0]], ['2, k, 10', [-0.47746, 0.658268, 1.0]], ['2, k, 11', [-0.554644, 0.692315, 1.0]], ['2, k, 12', [-0.38685, -0.257985, 1.0]], ['2, k, 13', [-0.418378, -0.666237, 1.0]], ['2, k, 14', [-0.407762, -1.0795, 1.0]], ['2, k, 15', [-0.433728, -1.1573, 1.0]], ['2, k, 16', [-0.250132, -0.22662, 1.0]], ['2, k, 17', [-0.199901, -0.691213, 1.0]], ['2, k, 18', [-0.171481, -1.07796, 1.0]], ['2, k, 19', [-0.121345, -1.14973, 1.0]], ['2, k, 20', [-0.372305, 0.241197, 1.0]], ['2, k, 21', [-0.956742, 0.197508, 1.0]], ['2, k, 22', [-0.962449, 0.111723, 1.0]], ['2, k, 23', [-0.605585, 0.743958, 1.0]], ['2, k, 24', [-0.553854, 0.648277, 1.0]]]
[['2, k, 0', [-0.323475, -0.246996, 1.0]], ['2, k, 1', [-0.351597, 0.0339623, 1.0]], ['2, k, 2', [-0.372819, 0.312997, 1.0]], ['2, k, 3', [-0.473457, 0.416078, 1.0]], ['2, k, 4', [-0.578517, 0.151811, 1.0]], ['2, k, 5', [-0.732849, -0.0287004, 1.0]], ['2, k, 6', [-0.898142, 0.104658, 1.0]], ['2, k, 7', [-0.935527, 0.135475, 1.0]], ['2, k, 8', [-0.256956, 0.298131, 1.0]], ['2, k, 9', [-0.295032, 0.491501, 1.0]], ['2, k, 10', [-0.527194, 0.655286, 1.0]], ['2, k, 11', [-0.593587, 0.693008, 1.0]], ['2, k, 12', [-0.386984, -0.259427, 1.0]], ['2, k, 13', [-0.418843, -0.667776, 1.0]], ['2, k, 14', [-0.407941, -1.07974, 1.0]], ['2, k, 15', [-0.432777, -1.15591, 1.0]], ['2, k, 16', [-0.251157, -0.227078, 1.0]], ['2, k, 17', [-0.200439, -0.691837, 1.0]], ['2, k, 18', [-0.171664, -1.07794, 1.0]], ['2, k, 19', [-0.12221, -1.15062, 1.0]], ['2, k, 20', [-0.368341, 0.24406, 1.0]], ['2, k, 21', [-0.954517, 0.181504, 1.0]], ['2, k, 22', [-0.958117, 0.0976926, 1.0]], ['2, k, 23', [-0.645914, 0.723302, 1.0]], ['2, k, 24', [-0.649335, 0.634132, 1.0]]]
[['2, k, 0', [-0.324515, -0.246887, 1.0]], ['2, k, 1', [-0.35181, 0.0365019, 1.0]], ['2, k, 2', [-0.372499, 0.317894, 1.0]], ['2, k, 3', [-0.473929, 0.416358, 1.0]], ['2, k, 4', [-0.582426, 0.161229, 1.0]], ['2, k, 5', [-0.725382, -0.0418168, 1.0]], ['2, k, 6', [-0.893816, 0.0853053, 1.0]], ['2, k, 7', [-0.92989, 0.118298, 1.0]], ['2, k, 8', [-0.257625, 0.298447, 1.0]], ['2, k, 9', [-0.299543, 0.490681, 1.0]], ['2, k, 10', [-0.552094, 0.637283, 1.0]], ['2, k, 11', [-0.588226, 0.681199, 1.0]], ['2, k, 12', [-0.387224, -0.259458, 1.0]], ['2, k, 13', [-0.41949, -0.669512, 1.0]], ['2, k, 14', [-0.407947, -1.07974, 1.0]], ['2, k, 15', [-0.433406, -1.1552, 1.0]], ['2, k, 16', [-0.25313, -0.226696, 1.0]], ['2, k, 17', [-0.200386, -0.691456, 1.0]], ['2, k, 18', [-0.171652, -1.07796, 1.0]], ['2, k, 19', [-0.121997, -1.15005, 1.0]], ['2, k, 20', [-0.368072, 0.248474, 1.0]], ['2, k, 21', [-0.946791, 0.168081, 1.0]], ['2, k, 22', [-0.954217, 0.0808204, 1.0]], ['2, k, 23', [-0.640342, 0.724324, 1.0]], ['2, k, 24', [-0.609134, 0.643083, 1.0]]]
[['2, k, 0', [-0.325456, -0.246518, 1.0]], ['2, k, 1', [-0.35105, 0.0394182, 1.0]], ['2, k, 2', [-0.369381, 0.323392, 1.0]], ['2, k, 3', [-0.474737, 0.417093, 1.0]], ['2, k, 4', [-0.583709, 0.169461, 1.0]], ['2, k, 5', [-0.718319, -0.053852, 1.0]], ['2, k, 6', [-0.887922, 0.0709068, 1.0]], ['2, k, 7', [-0.92519, 0.102772, 1.0]], ['2, k, 8', [-0.258229, 0.298606, 1.0]], ['2, k, 9', [-0.30296, 0.489869, 1.0]], ['2, k, 10', [-0.554869, 0.637575, 1.0]], ['2, k, 11', [-0.601888, 0.675058, 1.0]], ['2, k, 12', [-0.387568, -0.259339, 1.0]], ['2, k, 13', [-0.419535, -0.669594, 1.0]], ['2, k, 14', [-0.40787, -1.0796, 1.0]], ['2, k, 15', [-0.42252, -1.16684, 1.0]], ['2, k, 16', [-0.25465, -0.225996, 1.0]], ['2, k, 17', [-0.200755, -0.688562, 1.0]], ['2, k, 18', [-0.171517, -1.07815, 1.0]], ['2, k, 19', [-0.120386, -1.14919, 1.0]], ['2, k, 20', [-0.365535, 0.253383, 1.0]], ['2, k, 21', [-0.941478, 0.154658, 1.0]], ['2, k, 22', [-0.954109, 0.0679285, 1.0]], ['2, k, 23', [-0.660497, 0.718602, 1.0]], ['2, k, 24', [-0.635582, 0.648775, 1.0]]]
[['2, k, 0', [-0.32609, -0.247715, 1.0]], ['2, k, 1', [-0.351068, 0.040757, 1.0]], ['2, k, 2', [-0.3698, 0.327549, 1.0]], ['2, k, 3', [-0.476737, 0.41853, 1.0]], ['2, k, 4', [-0.581553, 0.162292, 1.0]], ['2, k, 5', [-0.713559, -0.0609979, 1.0]], ['2, k, 6', [-0.884203, 0.0614992, 1.0]], ['2, k, 7', [-0.923267, 0.0911685, 1.0]], ['2, k, 8', [-0.258611, 0.298432, 1.0]], ['2, k, 9', [-0.307178, 0.488398, 1.0]], ['2, k, 10', [-0.555889, 0.639199, 1.0]], ['2, k, 11', [-0.612121, 0.666178, 1.0]], ['2, k, 12', [-0.387557, -0.260664, 1.0]], ['2, k, 13', [-0.419605, -0.670782, 1.0]], ['2, k, 14', [-0.407863, -1.0796, 1.0]], ['2, k, 15', [-0.428392, -1.16288, 1.0]], ['2, k, 16', [-0.255668, -0.227253, 1.0]], ['2, k, 17', [-0.200839, -0.688384, 1.0]], ['2, k, 18', [-0.17161, -1.07823, 1.0]], ['2, k, 19', [-0.119328, -1.14876, 1.0]], ['2, k, 20', [-0.365746, 0.256756, 1.0]], ['2, k, 21', [-0.935153, 0.142787, 1.0]], ['2, k, 22', [-0.955129, 0.0566489, 1.0]], ['2, k, 23', [-0.666108, 0.700765, 1.0]], ['2, k, 24', [-0.646067, 0.637303, 1.0]]]
[['2, k, 0', [-0.326112, -0.247902, 1.0]], ['2, k, 1', [-0.350604, 0.043947, 1.0]], ['2, k, 2', [-0.369605, 0.336543, 1.0]], ['2, k, 3', [-0.480558, 0.421624, 1.0]], ['2, k, 4', [-0.596511, 0.138618, 1.0]], ['2, k, 5', [-0.710068, -0.0676668, 1.0]], ['2, k, 6', [-0.881077, 0.0512649, 1.0]], ['2, k, 7', [-0.919087, 0.0806598, 1.0]], ['2, k, 8', [-0.271426, 0.300953, 1.0]], ['2, k, 9', [-0.336426, 0.518533, 1.0]], ['2, k, 10', [-0.561587, 0.636452, 1.0]], ['2, k, 11', [-0.632494, 0.659411, 1.0]], ['2, k, 12', [-0.386612, -0.261441, 1.0]], ['2, k, 13', [-0.419946, -0.671507, 1.0]], ['2, k, 14', [-0.407682, -1.07968, 1.0]], ['2, k, 15', [-0.43157, -1.16092, 1.0]], ['2, k, 16', [-0.256312, -0.227364, 1.0]], ['2, k, 17', [-0.200746, -0.687787, 1.0]], ['2, k, 18', [-0.173615, -1.07485, 1.0]], ['2, k, 19', [-0.120583, -1.14566, 1.0]], ['2, k, 20', [-0.365365, 0.26423, 1.0]], ['2, k, 21', [-0.931832, 0.126932, 1.0]], ['2, k, 22', [-0.947537, 0.0485182, 1.0]], ['2, k, 23', [-0.684784, 0.684526, 1.0]], ['2, k, 24', [-0.670461, 0.603621, 1.0]]]
[['2, k, 0', [-0.326229, -0.247986, 1.0]], ['2, k, 1', [-0.350545, 0.0439889, 1.0]], ['2, k, 2', [-0.369285, 0.335862, 1.0]], ['2, k, 3', [-0.480908, 0.419868, 1.0]], ['2, k, 4', [-0.595881, 0.13882, 1.0]], ['2, k, 5', [-0.708048, -0.0750684, 1.0]], ['2, k, 6', [-0.877771, 0.043215, 1.0]], ['2, k, 7', [-0.916219, 0.0688292, 1.0]], ['2, k, 8', [-0.269881, 0.299269, 1.0]], ['2, k, 9', [-0.321919, 0.485975, 1.0]], ['2, k, 10', [-0.559545, 0.630913, 1.0]], ['2, k, 11', [-0.634901, 0.65429, 1.0]], ['2, k, 12', [-0.386559, -0.261503, 1.0]], ['2, k, 13', [-0.419951, -0.672071, 1.0]], ['2, k, 14', [-0.407616, -1.07968, 1.0]], ['2, k, 15', [-0.431786, -1.16023, 1.0]], ['2, k, 16', [-0.256802, -0.227492, 1.0]], ['2, k, 17', [-0.200668, -0.687535, 1.0]], ['2, k, 18', [-0.173632, -1.07503, 1.0]], ['2, k, 19', [-0.120396, -1.14559, 1.0]], ['2, k, 20', [-0.36515, 0.26392, 1.0]], ['2, k, 21', [-0.925099, 0.120793, 1.0]], ['2, k, 22', [-0.950566, 0.0441692, 1.0]], ['2, k, 23', [-0.691193, 0.676814, 1.0]], ['2, k, 24', [-0.671533, 0.602009, 1.0]]]
[['2, k, 0', [-0.326234, -0.248003, 1.0]], ['2, k, 1', [-0.35072, 0.0443984, 1.0]], ['2, k, 2', [-0.370133, 0.335922, 1.0]], ['2, k, 3', [-0.506682, 0.396782, 1.0]], ['2, k, 4', [-0.594989, 0.139442, 1.0]], ['2, k, 5', [-0.70368, -0.0791809, 1.0]], ['2, k, 6', [-0.874777, 0.0356315, 1.0]], ['2, k, 7', [-0.912521, 0.0604701, 1.0]], ['2, k, 8', [-0.26801, 0.29652, 1.0]], ['2, k, 9', [-0.385165, 0.520872, 1.0]], ['2, k, 10', [-0.578906, 0.626035, 1.0]], ['2, k, 11', [-0.644498, 0.647062, 1.0]], ['2, k, 12', [-0.38626, -0.261628, 1.0]], ['2, k, 13', [-0.4201, -0.673121, 1.0]], ['2, k, 14', [-0.407546, -1.07931, 1.0]], ['2, k, 15', [-0.431483, -1.15991, 1.0]], ['2, k, 16', [-0.256994, -0.227474, 1.0]], ['2, k, 17', [-0.200381, -0.687146, 1.0]], ['2, k, 18', [-0.174039, -1.075, 1.0]], ['2, k, 19', [-0.12019, -1.14523, 1.0]], ['2, k, 20', [-0.365741, 0.2641, 1.0]], ['2, k, 21', [-0.921376, 0.110084, 1.0]], ['2, k, 22', [-0.946302, 0.0366828, 1.0]], ['2, k, 23', [-0.701434, 0.673541, 1.0]], ['2, k, 24', [-0.680268, 0.596208, 1.0]]]
[['2, k, 0', [-0.326804, -0.247481, 1.0]], ['2, k, 1', [-0.351303, 0.0453159, 1.0]], ['2, k, 2', [-0.370789, 0.336022, 1.0]], ['2, k, 3', [-0.508391, 0.396005, 1.0]], ['2, k, 4', [-0.594723, 0.139636, 1.0]], ['2, k, 5', [-0.698616, -0.0848135, 1.0]], ['2, k, 6', [-0.871068, 0.0256904, 1.0]], ['2, k, 7', [-0.908101, 0.0501153, 1.0]], ['2, k, 8', [-0.266331, 0.29322, 1.0]], ['2, k, 9', [-0.385357, 0.520061, 1.0]], ['2, k, 10', [-0.598, 0.624278, 1.0]], ['2, k, 11', [-0.651505, 0.641003, 1.0]], ['2, k, 12', [-0.386472, -0.260965, 1.0]], ['2, k, 13', [-0.420081, -0.673215, 1.0]], ['2, k, 14', [-0.407464, -1.07865, 1.0]], ['2, k, 15', [-0.431329, -1.15901, 1.0]], ['2, k, 16', [-0.257944, -0.226918, 1.0]], ['2, k, 17', [-0.200168, -0.687301, 1.0]], ['2, k, 18', [-0.174126, -1.07505, 1.0]], ['2, k, 19', [-0.120861, -1.14603, 1.0]], ['2, k, 20', [-0.366344, 0.264364, 1.0]], ['2, k, 21', [-0.915141, 0.102432, 1.0]], ['2, k, 22', [-0.942755, 0.0272332, 1.0]], ['2, k, 23', [-0.704093, 0.667489, 1.0]], ['2, k, 24', [-0.683698, 0.592071, 1.0]]]
[['2, k, 0', [-0.326891, -0.247092, 1.0]], ['2, k, 1', [-0.351645, 0.0458458, 1.0]], ['2, k, 2', [-0.371846, 0.335819, 1.0]], ['2, k, 3', [-0.50972, 0.395144, 1.0]], ['2, k, 4', [-0.594848, 0.137813, 1.0]], ['2, k, 5', [-0.694659, -0.0882321, 1.0]], ['2, k, 6', [-0.867796, 0.0185045, 1.0]], ['2, k, 7', [-0.903616, 0.0396718, 1.0]], ['2, k, 8', [-0.265804, 0.291654, 1.0]], ['2, k, 9', [-0.331239, 0.500704, 1.0]], ['2, k, 10', [-0.600629, 0.617627, 1.0]], ['2, k, 11', [-0.65575, 0.634709, 1.0]], ['2, k, 12', [-0.386187, -0.260543, 1.0]], ['2, k, 13', [-0.420123, -0.673414, 1.0]], ['2, k, 14', [-0.407355, -1.07871, 1.0]], ['2, k, 15', [-0.431582, -1.15885, 1.0]], ['2, k, 16', [-0.258385, -0.226317, 1.0]], ['2, k, 17', [-0.200172, -0.687256, 1.0]], ['2, k, 18', [-0.172757, -1.07688, 1.0]], ['2, k, 19', [-0.120171, -1.14765, 1.0]], ['2, k, 20', [-0.367127, 0.264397, 1.0]], ['2, k, 21', [-0.908626, 0.0978113, 1.0]], ['2, k, 22', [-0.94081, 0.0141229, 1.0]], ['2, k, 23', [-0.711092, 0.658912, 1.0]], ['2, k, 24', [-0.683684, 0.584672, 1.0]]]
[['2, k, 0', [-0.32613, -0.249272, 1.0]], ['2, k, 1', [-0.355597, 0.0437016, 1.0]], ['2, k, 2', [-0.392418, 0.329732, 1.0]], ['2, k, 3', [-0.514127, 0.393034, 1.0]], ['2, k, 4', [-0.59164, 0.103973, 1.0]], ['2, k, 5', [-0.687541, -0.0950812, 1.0]], ['2, k, 6', [-0.841417, -0.0349563, 1.0]], ['2, k, 7', [-0.900328, 0.0297324, 1.0]], ['2, k, 8', [-0.272077, 0.283984, 1.0]], ['2, k, 9', [-0.387668, 0.505891, 1.0]], ['2, k, 10', [-0.613664, 0.618706, 1.0]], ['2, k, 11', [-0.664144, 0.630501, 1.0]], ['2, k, 12', [-0.384135, -0.263758, 1.0]], ['2, k, 13', [-0.420254, -0.674117, 1.0]], ['2, k, 14', [-0.407195, -1.0798, 1.0]], ['2, k, 15', [-0.433476, -1.15967, 1.0]], ['2, k, 16', [-0.258332, -0.227798, 1.0]], ['2, k, 17', [-0.199533, -0.689368, 1.0]], ['2, k, 18', [-0.172773, -1.07687, 1.0]], ['2, k, 19', [-0.120204, -1.1476, 1.0]], ['2, k, 20', [-0.382444, 0.259492, 1.0]], ['2, k, 21', [-0.90404, 0.0847506, 1.0]], ['2, k, 22', [-0.932762, 0.00546062, 1.0]], ['2, k, 23', [-0.715358, 0.660848, 1.0]], ['2, k, 24', [-0.693817, 0.586108, 1.0]]]
[['2, k, 0', [-0.326225, -0.253679, 1.0]], ['2, k, 1', [-0.355674, 0.0431979, 1.0]], ['2, k, 2', [-0.390608, 0.330464, 1.0]], ['2, k, 3', [-0.513945, 0.3905, 1.0]], ['2, k, 4', [-0.594769, 0.115058, 1.0]], ['2, k, 5', [-0.675509, -0.101862, 1.0]], ['2, k, 6', [-0.841313, -0.0351396, 1.0]], ['2, k, 7', [-0.891615, 0.0147449, 1.0]], ['2, k, 8', [-0.270648, 0.283483, 1.0]], ['2, k, 9', [-0.393249, 0.518368, 1.0]], ['2, k, 10', [-0.612234, 0.611616, 1.0]], ['2, k, 11', [-0.672809, 0.623262, 1.0]], ['2, k, 12', [-0.38413, -0.269255, 1.0]], ['2, k, 13', [-0.420454, -0.676124, 1.0]], ['2, k, 14', [-0.407184, -1.08027, 1.0]], ['2, k, 15', [-0.433939, -1.15962, 1.0]], ['2, k, 16', [-0.258485, -0.231604, 1.0]], ['2, k, 17', [-0.200527, -0.693591, 1.0]], ['2, k, 18', [-0.172966, -1.0768, 1.0]], ['2, k, 19', [-0.120095, -1.14722, 1.0]], ['2, k, 20', [-0.381812, 0.259664, 1.0]], ['2, k, 21', [-0.901006, 0.0739975, 1.0]], ['2, k, 22', [-0.929286, -0.0104194, 1.0]], ['2, k, 23', [-0.734354, 0.642381, 1.0]], ['2, k, 24', [-0.695634, 0.572684, 1.0]]]
[['2, k, 0', [-0.326046, -0.263142, 1.0]], ['2, k, 1', [-0.359377, 0.0375545, 1.0]], ['2, k, 2', [-0.394393, 0.328067, 1.0]], ['2, k, 3', [-0.518759, 0.385219, 1.0]], ['2, k, 4', [-0.599317, 0.112902, 1.0]], ['2, k, 5', [-0.673863, -0.100304, 1.0]], ['2, k, 6', [-0.840951, -0.0361251, 1.0]], ['2, k, 7', [-0.889459, 0.0104781, 1.0]], ['2, k, 8', [-0.275408, 0.278633, 1.0]], ['2, k, 9', [-0.394299, 0.519792, 1.0]], ['2, k, 10', [-0.612925, 0.606543, 1.0]], ['2, k, 11', [-0.676982, 0.617745, 1.0]], ['2, k, 12', [-0.383531, -0.279102, 1.0]], ['2, k, 13', [-0.420834, -0.679307, 1.0]], ['2, k, 14', [-0.407063, -1.08052, 1.0]], ['2, k, 15', [-0.433693, -1.15969, 1.0]], ['2, k, 16', [-0.258673, -0.2396, 1.0]], ['2, k, 17', [-0.20009, -0.700015, 1.0]], ['2, k, 18', [-0.174857, -1.07433, 1.0]], ['2, k, 19', [-0.118968, -1.14427, 1.0]], ['2, k, 20', [-0.385773, 0.256595, 1.0]], ['2, k, 21', [-0.896221, 0.0729555, 1.0]], ['2, k, 22', [-0.925798, -0.0163776, 1.0]], ['2, k, 23', [-0.730056, 0.638242, 1.0]], ['2, k, 24', [-0.69672, 0.566306, 1.0]]]
[['2, k, 0', [-0.326658, -0.264483, 1.0]], ['2, k, 1', [-0.361522, 0.037742, 1.0]], ['2, k, 2', [-0.398477, 0.33165, 1.0]], ['2, k, 3', [-0.524084, 0.38454, 1.0]], ['2, k, 4', [-0.599652, 0.111968, 1.0]], ['2, k, 5', [-0.667997, -0.101405, 1.0]], ['2, k, 6', [-0.840557, -0.0379674, 1.0]], ['2, k, 7', [-0.886304, 0.00272952, 1.0]], ['2, k, 8', [-0.278108, 0.27582, 1.0]], ['2, k, 9', [-0.391208, 0.517817, 1.0]], ['2, k, 10', [-0.614522, 0.601839, 1.0]], ['2, k, 11', [-0.679877, 0.612679, 1.0]], ['2, k, 12', [-0.383793, -0.28017, 1.0]], ['2, k, 13', [-0.420986, -0.682108, 1.0]], ['2, k, 14', [-0.407149, -1.08073, 1.0]], ['2, k, 15', [-0.433739, -1.15998, 1.0]], ['2, k, 16', [-0.25977, -0.2414, 1.0]], ['2, k, 17', [-0.200624, -0.698182, 1.0]], ['2, k, 18', [-0.17486, -1.07453, 1.0]], ['2, k, 19', [-0.118851, -1.14411, 1.0]], ['2, k, 20', [-0.38941, 0.259094, 1.0]], ['2, k, 21', [-0.89594, 0.059471, 1.0]], ['2, k, 22', [-0.92063, -0.0238548, 1.0]], ['2, k, 23', [-0.737337, 0.62872, 1.0]], ['2, k, 24', [-0.698401, 0.561218, 1.0]]]
[['2, k, 0', [-0.328472, -0.261846, 1.0]], ['2, k, 1', [-0.364714, 0.0402084, 1.0]], ['2, k, 2', [-0.400932, 0.333313, 1.0]], ['2, k, 3', [-0.52785, 0.379962, 1.0]], ['2, k, 4', [-0.601308, 0.11113, 1.0]], ['2, k, 5', [-0.665557, -0.101554, 1.0]], ['2, k, 6', [-0.83947, -0.0412265, 1.0]], ['2, k, 7', [-0.883473, -0.0030236, 1.0]], ['2, k, 8', [-0.279977, 0.272674, 1.0]], ['2, k, 9', [-0.390105, 0.516701, 1.0]], ['2, k, 10', [-0.617912, 0.59813, 1.0]], ['2, k, 11', [-0.683026, 0.607209, 1.0]], ['2, k, 12', [-0.384735, -0.276738, 1.0]], ['2, k, 13', [-0.421153, -0.683021, 1.0]], ['2, k, 14', [-0.407225, -1.08127, 1.0]], ['2, k, 15', [-0.433614, -1.16014, 1.0]], ['2, k, 16', [-0.262641, -0.239112, 1.0]], ['2, k, 17', [-0.200519, -0.69363, 1.0]], ['2, k, 18', [-0.174827, -1.07463, 1.0]], ['2, k, 19', [-0.120932, -1.14616, 1.0]], ['2, k, 20', [-0.392225, 0.261078, 1.0]], ['2, k, 21', [-0.890751, 0.057784, 1.0]], ['2, k, 22', [-0.922935, -0.0255495, 1.0]], ['2, k, 23', [-0.739592, 0.625438, 1.0]], ['2, k, 24', [-0.70359, 0.554104, 1.0]]]
[['2, k, 0', [-0.328876, -0.262362, 1.0]], ['2, k, 1', [-0.365204, 0.035731, 1.0]], ['2, k, 2', [-0.399047, 0.320305, 1.0]], ['2, k, 3', [-0.526883, 0.367664, 1.0]], ['2, k, 4', [-0.602361, 0.107993, 1.0]], ['2, k, 5', [-0.665055, -0.104533, 1.0]], ['2, k, 6', [-0.839204, -0.0444133, 1.0]], ['2, k, 7', [-0.882471, -0.00738718, 1.0]], ['2, k, 8', [-0.281626, 0.268856, 1.0]], ['2, k, 9', [-0.390293, 0.515192, 1.0]], ['2, k, 10', [-0.619631, 0.59448, 1.0]], ['2, k, 11', [-0.683611, 0.603493, 1.0]], ['2, k, 12', [-0.384838, -0.276866, 1.0]], ['2, k, 13', [-0.421156, -0.683086, 1.0]], ['2, k, 14', [-0.407106, -1.08111, 1.0]], ['2, k, 15', [-0.433747, -1.16004, 1.0]], ['2, k, 16', [-0.263448, -0.240221, 1.0]], ['2, k, 17', [-0.20076, -0.700214, 1.0]], ['2, k, 18', [-0.17477, -1.07473, 1.0]], ['2, k, 19', [-0.121035, -1.14534, 1.0]], ['2, k, 20', [-0.391253, 0.250759, 1.0]], ['2, k, 21', [-0.889395, 0.0556021, 1.0]], ['2, k, 22', [-0.913448, -0.0314279, 1.0]], ['2, k, 23', [-0.743097, 0.621438, 1.0]], ['2, k, 24', [-0.705923, 0.556423, 1.0]]]
[['2, k, 0', [-0.329259, -0.262344, 1.0]], ['2, k, 1', [-0.362091, 0.0342431, 1.0]], ['2, k, 2', [-0.382279, 0.316644, 1.0]], ['2, k, 3', [-0.517697, 0.362629, 1.0]], ['2, k, 4', [-0.603334, 0.106301, 1.0]], ['2, k, 5', [-0.66437, -0.106658, 1.0]], ['2, k, 6', [-0.832581, -0.0590607, 1.0]], ['2, k, 7', [-0.883196, -0.0123848, 1.0]], ['2, k, 8', [-0.283166, 0.265964, 1.0]], ['2, k, 9', [-0.39024, 0.512594, 1.0]], ['2, k, 10', [-0.620109, 0.587575, 1.0]], ['2, k, 11', [-0.686652, 0.598351, 1.0]], ['2, k, 12', [-0.384986, -0.276758, 1.0]], ['2, k, 13', [-0.421127, -0.684072, 1.0]], ['2, k, 14', [-0.407003, -1.08113, 1.0]], ['2, k, 15', [-0.434397, -1.15983, 1.0]], ['2, k, 16', [-0.264191, -0.240362, 1.0]], ['2, k, 17', [-0.199961, -0.700445, 1.0]], ['2, k, 18', [-0.174747, -1.07468, 1.0]], ['2, k, 19', [-0.120892, -1.1454, 1.0]], ['2, k, 20', [-0.378769, 0.247433, 1.0]], ['2, k, 21', [-0.884303, 0.0600144, 1.0]], ['2, k, 22', [-0.927503, -0.0256851, 1.0]], ['2, k, 23', [-0.746658, 0.612353, 1.0]], ['2, k, 24', [-0.703181, 0.546569, 1.0]]]
