[['2, k, 0', [-0.09919674, -0.001048107, 1.0]], ['2, k, 1', [-0.09582472, 0.3001706, 1.0]], ['2, k, 2', [-0.09191508, 0.5927008, 1.0]], ['2, k, 3', [-0.09222027, 0.7298779, 1.0]], ['2, k, 4', [-0.2499865, 0.4660942, 1.0]], ['2, k, 5', [-0.3125811, 0.2247391, 1.0]], ['2, k, 6', [-0.3065148, 0.02381866, 1.0]], ['2, k, 7', [-0.3051182, -0.01917183, 1.0]], ['2, k, 8', [0.06558669, 0.4770741, 1.0]], ['2, k, 9', [0.1040598, 0.2235752, 1.0]], ['2, k, 10', [0.1168681, 0.02306212, 1.0]], ['2, k, 11', [0.1117206, -0.02780437, 1.0]], ['2, k, 12', [-0.1664261, -0.002149897, 1.0]], ['2, k, 13', [-0.1734125, -0.2627721, 1.0]], ['2, k, 14', [-0.2106167, -0.5794895, 1.0]], ['2, k, 15', [-0.2198532, -0.6518784, 1.0]], ['2, k, 16', [-0.0293512, -6.896435e-05, 1.0]], ['2, k, 17', [-0.02399171, -0.2706133, 1.0]], ['2, k, 18', [-0.01310014, -0.5713069, 1.0]], ['2, k, 19', [-0.005380481, -0.648453, 1.0]], ['2, k, 20', [-0.09297637, 0.520774, 1.0]], ['2, k, 21', [-0.3045994, -0.07659128, 1.0]], ['2, k, 22', [-0.3389733, -0.01977507, 1.0]], ['2, k, 23', [0.1138248, -0.09404188, 1.0]], ['2, k, 24', [0.07473378, -0.03005716, 1.0]]]
[['2, k, 0', [-0.09134921, 0.02842528, 1.0]], ['2, k, 1', [-0.08848328, 0.3219547, 1.0]], ['2, k, 2', [-0.08579281, 0.6090372, 1.0]], ['2, k, 3', [-0.08516292, 0.7311791, 1.0]], ['2, k, 4', [-0.2211446, 0.5595487, 1.0]], ['2, k, 5', [-0.3095624, 0.8086296, 1.0]], ['2, k, 6', [-0.3180102, 1.007404, 1.0]], ['2, k, 7', [-0.3275944, 1.066503, 1.0]], ['2, k, 8', [0.07714179, 0.4799878, 1.0]], ['2, k, 9', [0.1178237, 0.2324231, 1.0]], ['2, k, 10', [0.1371219, 0.03247469, 1.0]], ['2, k, 11', [0.120767, -0.02251237, 1.0]], ['2, k, 12', [-0.1592216, 0.03094502, 1.0]], ['2, k, 13', [-0.1696446, -0.2497496, 1.0]], ['2, k, 14', [-0.2086566, -0.5789877, 1.0]], ['2, k, 15', [-0.2195788, -0.6514319, 1.0]], ['2, k, 16', [-0.0212109, 0.02556556, 1.0]], ['2, k, 17', [-0.02044861, -0.2448014, 1.0]], ['2, k, 18', [-0.0113119, -0.5737331, 1.0]], ['2, k, 19', [-0.009683133, -0.648406, 1.0]], ['2, k, 20', [-0.08676748, 0.5384727, 1.0]], ['2, k, 21', [-0.3339962, 1.131709, 1.0]], ['2, k, 22', [-0.2910548, 1.079409, 1.0]], ['2, k, 23', [0.1138639, -0.09861638, 1.0]], ['2, k, 24', [0.09158, -0.04225748, 1.0]]]
[['2, k, 0', [-0.09213018, 0.0294899, 1.0]], ['2, k, 1', [-0.08840176, 0.3222187, 1.0]], ['2, k, 2', [-0.08468896, 0.6088999, 1.0]], ['2, k, 3', [-0.08520269, 0.7311807, 1.0]], ['2, k, 4', [-0.2208058, 0.5621114, 1.0]], ['2, k, 5', [-0.3101136, 0.8064487, 1.0]], ['2, k, 6', [-0.3200291, 1.002655, 1.0]], ['2, k, 7', [-0.3316853, 1.072624, 1.0]], ['2, k, 8', [0.07764027, 0.478818, 1.0]], ['2, k, 9', [0.1180848, 0.2325882, 1.0]], ['2, k, 10', [0.1369878, 0.03262182, 1.0]], ['2, k, 11', [0.1215077, -0.02136755, 1.0]], ['2, k, 12', [-0.1599134, 0.03247232, 1.0]], ['2, k, 13', [-0.169667, -0.2498215, 1.0]], ['2, k, 14', [-0.2086835, -0.5778959, 1.0]], ['2, k, 15', [-0.2183277, -0.6502324, 1.0]], ['2, k, 16', [-0.02218427, 0.02642284, 1.0]], ['2, k, 17', [-0.02092512, -0.2444352, 1.0]], ['2, k, 18', [-0.01131674, -0.5739003, 1.0]], ['2, k, 19', [-0.009501575, -0.6486893, 1.0]], ['2, k, 20', [-0.0860274, 0.5384965, 1.0]], ['2, k, 21', [-0.3321212, 1.139403, 1.0]], ['2, k, 22', [-0.289322, 1.067187, 1.0]], ['2, k, 23', [0.1260049, -0.05930706, 1.0]], ['2, k, 24', [0.09082729, -0.01993435, 1.0]]]
[['2, k, 0', [-0.0926232, 0.03114127, 1.0]], ['2, k, 1', [-0.08816467, 0.3228885, 1.0]], ['2, k, 2', [-0.08372645, 0.608786, 1.0]], ['2, k, 3', [-0.08504339, 0.731376, 1.0]], ['2, k, 4', [-0.2211723, 0.5645319, 1.0]], ['2, k, 5', [-0.3125123, 0.8084728, 1.0]], ['2, k, 6', [-0.321461, 1.00473, 1.0]], ['2, k, 7', [-0.3336678, 1.065451, 1.0]], ['2, k, 8', [0.07828008, 0.4774909, 1.0]], ['2, k, 9', [0.1186344, 0.2320074, 1.0]], ['2, k, 10', [0.1369792, 0.03197067, 1.0]], ['2, k, 11', [0.1235008, -0.02087033, 1.0]], ['2, k, 12', [-0.1600624, 0.03362893, 1.0]], ['2, k, 13', [-0.1696534, -0.2498268, 1.0]], ['2, k, 14', [-0.208965, -0.5799177, 1.0]], ['2, k, 15', [-0.2182965, -0.6503786, 1.0]], ['2, k, 16', [-0.02318369, 0.02866997, 1.0]], ['2, k, 17', [-0.02181358, -0.2458873, 1.0]], ['2, k, 18', [-0.01126745, -0.5737715, 1.0]], ['2, k, 19', [-0.01023819, -0.6481845, 1.0]], ['2, k, 20', [-0.08524638, 0.5385803, 1.0]], ['2, k, 21', [-0.3336896, 1.140645, 1.0]], ['2, k, 22', [-0.2932975, 1.057364, 1.0]], ['2, k, 23', [0.1212912, -0.05994041, 1.0]], ['2, k, 24', [0.09044401, -0.01660691, 1.0]]]
[['2, k, 0', [-0.09312973, 0.03185821, 1.0]], ['2, k, 1', [-0.08812191, 0.3232011, 1.0]], ['2, k, 2', [-0.08298739, 0.6086191, 1.0]], ['2, k, 3', [-0.08473352, 0.731905, 1.0]], ['2, k, 4', [-0.2212767, 0.5702518, 1.0]], ['2, k, 5', [-0.3132333, 0.8103077, 1.0]], ['2, k, 6', [-0.3225033, 1.006543, 1.0]], ['2, k, 7', [-0.3349008, 1.063115, 1.0]], ['2, k, 8', [0.07893705, 0.4762011, 1.0]], ['2, k, 9', [0.1191299, 0.2318366, 1.0]], ['2, k, 10', [0.1370709, 0.03174634, 1.0]], ['2, k, 11', [0.1223977, -0.02316643, 1.0]], ['2, k, 12', [-0.1604627, 0.03498635, 1.0]], ['2, k, 13', [-0.1697268, -0.2497788, 1.0]], ['2, k, 14', [-0.2085986, -0.5755338, 1.0]], ['2, k, 15', [-0.2188529, -0.6496084, 1.0]], ['2, k, 16', [-0.02369397, 0.02886825, 1.0]], ['2, k, 17', [-0.02222849, -0.2460532, 1.0]], ['2, k, 18', [-0.01100629, -0.5746974, 1.0]], ['2, k, 19', [-0.008777874, -0.6488923, 1.0]], ['2, k, 20', [-0.0846929, 0.5385664, 1.0]], ['2, k, 21', [-0.3445959, 1.132873, 1.0]], ['2, k, 22', [-0.2967326, 1.074557, 1.0]], ['2, k, 23', [0.1176196, -0.08726706, 1.0]], ['2, k, 24', [0.09083846, -0.02822904, 1.0]]]
[['2, k, 0', [-0.09304141, 0.03173783, 1.0]], ['2, k, 1', [-0.08887821, 0.3235925, 1.0]], ['2, k, 2', [-0.0857159, 0.6096523, 1.0]], ['2, k, 3', [-0.08444278, 0.7322496, 1.0]], ['2, k, 4', [-0.2212371, 0.5701951, 1.0]], ['2, k, 5', [-0.3135346, 0.8010118, 1.0]], ['2, k, 6', [-0.3232793, 1.002926, 1.0]], ['2, k, 7', [-0.3356554, 1.060903, 1.0]], ['2, k, 8', [0.07932593, 0.4751962, 1.0]], ['2, k, 9', [0.1192213, 0.2320479, 1.0]], ['2, k, 10', [0.1373903, 0.03198245, 1.0]], ['2, k, 11', [0.1231225, -0.0133835, 1.0]], ['2, k, 12', [-0.1602017, 0.03472058, 1.0]], ['2, k, 13', [-0.1696836, -0.2498338, 1.0]], ['2, k, 14', [-0.2088201, -0.5760542, 1.0]], ['2, k, 15', [-0.2186697, -0.6503883, 1.0]], ['2, k, 16', [-0.02371013, 0.02875885, 1.0]], ['2, k, 17', [-0.02086326, -0.2450204, 1.0]], ['2, k, 18', [-0.01114423, -0.5743286, 1.0]], ['2, k, 19', [-0.01352989, -0.6486, 1.0]], ['2, k, 20', [-0.08665083, 0.5393499, 1.0]], ['2, k, 21', [-0.3390244, 1.126444, 1.0]], ['2, k, 22', [-0.2963358, 1.055326, 1.0]], ['2, k, 23', [0.1156597, -0.08530763, 1.0]], ['2, k, 24', [0.08932601, -0.01197822, 1.0]]]
[['2, k, 0', [-0.09315886, 0.03213279, 1.0]], ['2, k, 1', [-0.08877108, 0.3239921, 1.0]], ['2, k, 2', [-0.08518086, 0.6098676, 1.0]], ['2, k, 3', [-0.0844562, 0.7324205, 1.0]], ['2, k, 4', [-0.221381, 0.5719339, 1.0]], ['2, k, 5', [-0.3129898, 0.798913, 1.0]], ['2, k, 6', [-0.3250982, 1.010019, 1.0]], ['2, k, 7', [-0.3380004, 1.066791, 1.0]], ['2, k, 8', [0.07898327, 0.4787856, 1.0]], ['2, k, 9', [0.1193324, 0.2320055, 1.0]], ['2, k, 10', [0.1379083, 0.03199263, 1.0]], ['2, k, 11', [0.1240201, -0.007991391, 1.0]], ['2, k, 12', [-0.1602588, 0.03486323, 1.0]], ['2, k, 13', [-0.1727383, -0.237382, 1.0]], ['2, k, 14', [-0.2086591, -0.5759539, 1.0]], ['2, k, 15', [-0.2186743, -0.6502472, 1.0]], ['2, k, 16', [-0.02387088, 0.02938597, 1.0]], ['2, k, 17', [-0.02174851, -0.2465578, 1.0]], ['2, k, 18', [-0.01107318, -0.574239, 1.0]], ['2, k, 19', [-0.009388101, -0.6475509, 1.0]], ['2, k, 20', [-0.08625077, 0.5396003, 1.0]], ['2, k, 21', [-0.3448185, 1.130951, 1.0]], ['2, k, 22', [-0.2956075, 1.054196, 1.0]], ['2, k, 23', [0.1240537, -0.07957639, 1.0]], ['2, k, 24', [0.09163136, -0.01705015, 1.0]]]
[['2, k, 0', [-0.09315802, 0.03236512, 1.0]], ['2, k, 1', [-0.08877145, 0.3241851, 1.0]], ['2, k, 2', [-0.08513166, 0.6098796, 1.0]], ['2, k, 3', [-0.08434512, 0.7327678, 1.0]], ['2, k, 4', [-0.2217639, 0.573974, 1.0]], ['2, k, 5', [-0.3137669, 0.8011213, 1.0]], ['2, k, 6', [-0.3254466, 1.011078, 1.0]], ['2, k, 7', [-0.3374521, 1.067591, 1.0]], ['2, k, 8', [0.07935646, 0.4778052, 1.0]], ['2, k, 9', [0.1198533, 0.2323648, 1.0]], ['2, k, 10', [0.1376934, 0.03230166, 1.0]], ['2, k, 11', [0.1239246, -0.006938647, 1.0]], ['2, k, 12', [-0.160128, 0.03536511, 1.0]], ['2, k, 13', [-0.1713928, -0.2408403, 1.0]], ['2, k, 14', [-0.2083645, -0.576938, 1.0]], ['2, k, 15', [-0.2193157, -0.6511387, 1.0]], ['2, k, 16', [-0.02390764, 0.02942482, 1.0]], ['2, k, 17', [-0.02339459, -0.2466429, 1.0]], ['2, k, 18', [-0.01101476, -0.5742494, 1.0]], ['2, k, 19', [-0.00805347, -0.6479445, 1.0]], ['2, k, 20', [-0.08620805, 0.5396432, 1.0]], ['2, k, 21', [-0.3388874, 1.13345, 1.0]], ['2, k, 22', [-0.2940239, 1.05547, 1.0]], ['2, k, 23', [0.1157057, -0.07866372, 1.0]], ['2, k, 24', [0.0894542, -0.0107712, 1.0]]]
[['2, k, 0', [-0.09309918, 0.03256323, 1.0]], ['2, k, 1', [-0.08867816, 0.3242614, 1.0]], ['2, k, 2', [-0.08474658, 0.609763, 1.0]], ['2, k, 3', [-0.08434629, 0.7327741, 1.0]], ['2, k, 4', [-0.2223514, 0.5763055, 1.0]], ['2, k, 5', [-0.3138795, 0.7994266, 1.0]], ['2, k, 6', [-0.3256613, 1.009473, 1.0]], ['2, k, 7', [-0.3374949, 1.067378, 1.0]], ['2, k, 8', [0.07926413, 0.4771012, 1.0]], ['2, k, 9', [0.1205937, 0.2329582, 1.0]], ['2, k, 10', [0.1375289, 0.03278926, 1.0]], ['2, k, 11', [0.1236895, -0.005427843, 1.0]], ['2, k, 12', [-0.1598829, 0.03543178, 1.0]], ['2, k, 13', [-0.1713138, -0.2417937, 1.0]], ['2, k, 14', [-0.2084742, -0.5777785, 1.0]], ['2, k, 15', [-0.2186968, -0.6516676, 1.0]], ['2, k, 16', [-0.02398088, 0.02966974, 1.0]], ['2, k, 17', [-0.02416725, -0.2446989, 1.0]], ['2, k, 18', [-0.01076918, -0.5740763, 1.0]], ['2, k, 19', [-0.00773527, -0.6481119, 1.0]], ['2, k, 20', [-0.08592043, 0.5395997, 1.0]], ['2, k, 21', [-0.3404714, 1.134847, 1.0]], ['2, k, 22', [-0.2949079, 1.060999, 1.0]], ['2, k, 23', [0.1232483, -0.0715692, 1.0]], ['2, k, 24', [0.09076646, -0.01710556, 1.0]]]
[['2, k, 0', [-0.09328187, 0.03278351, 1.0]], ['2, k, 1', [-0.08859362, 0.324396, 1.0]], ['2, k, 2', [-0.08399855, 0.6097454, 1.0]], ['2, k, 3', [-0.08384419, 0.7329825, 1.0]], ['2, k, 4', [-0.2224112, 0.5766011, 1.0]], ['2, k, 5', [-0.3134879, 0.7998447, 1.0]], ['2, k, 6', [-0.3260246, 0.9983093, 1.0]], ['2, k, 7', [-0.3368509, 1.060871, 1.0]], ['2, k, 8', [0.0797075, 0.4761773, 1.0]], ['2, k, 9', [0.1208841, 0.2328811, 1.0]], ['2, k, 10', [0.1386651, 0.03281369, 1.0]], ['2, k, 11', [0.1250222, -0.005472379, 1.0]], ['2, k, 12', [-0.1600492, 0.03585855, 1.0]], ['2, k, 13', [-0.1711608, -0.2427064, 1.0]], ['2, k, 14', [-0.208491, -0.5777946, 1.0]], ['2, k, 15', [-0.2181756, -0.6493644, 1.0]], ['2, k, 16', [-0.0241769, 0.02971057, 1.0]], ['2, k, 17', [-0.02415524, -0.2446083, 1.0]], ['2, k, 18', [-0.01023021, -0.5731788, 1.0]], ['2, k, 19', [-0.0066024, -0.6477849, 1.0]], ['2, k, 20', [-0.08539893, 0.5396463, 1.0]], ['2, k, 21', [-0.3398473, 1.126322, 1.0]], ['2, k, 22', [-0.2956544, 1.069713, 1.0]], ['2, k, 23', [0.1192693, -0.07765038, 1.0]], ['2, k, 24', [0.09721508, -0.03506397, 1.0]]]
[['2, k, 0', [-0.09116267, 0.03261086, 1.0]], ['2, k, 1', [-0.08865997, 0.3245118, 1.0]], ['2, k, 2', [-0.08685908, 0.6103031, 1.0]], ['2, k, 3', [-0.08286455, 0.7331281, 1.0]], ['2, k, 4', [-0.2185785, 0.5712081, 1.0]], ['2, k, 5', [-0.3137139, 0.8039229, 1.0]], ['2, k, 6', [-0.3259678, 1.000836, 1.0]], ['2, k, 7', [-0.3351158, 1.064574, 1.0]], ['2, k, 8', [0.07926483, 0.4792824, 1.0]], ['2, k, 9', [0.120968, 0.2326116, 1.0]], ['2, k, 10', [0.138824, 0.03253474, 1.0]], ['2, k, 11', [0.1246879, -0.007393423, 1.0]], ['2, k, 12', [-0.1584441, 0.03525794, 1.0]], ['2, k, 13', [-0.1713007, -0.2444207, 1.0]], ['2, k, 14', [-0.2084569, -0.5770054, 1.0]], ['2, k, 15', [-0.2184238, -0.648347, 1.0]], ['2, k, 16', [-0.02138732, 0.02989591, 1.0]], ['2, k, 17', [-0.02226665, -0.245836, 1.0]], ['2, k, 18', [-0.01019723, -0.5732929, 1.0]], ['2, k, 19', [-0.006501522, -0.6480654, 1.0]], ['2, k, 20', [-0.08707969, 0.5400423, 1.0]], ['2, k, 21', [-0.3411506, 1.127834, 1.0]], ['2, k, 22', [-0.2919035, 1.05894, 1.0]], ['2, k, 23', [0.1251454, -0.0771514, 1.0]], ['2, k, 24', [0.08967116, -0.007380082, 1.0]]]
[['2, k, 0', [-0.0911026, 0.0326838, 1.0]], ['2, k, 1', [-0.0884408, 0.3246619, 1.0]], ['2, k, 2', [-0.08620016, 0.6103415, 1.0]], ['2, k, 3', [-0.0828855, 0.7330028, 1.0]], ['2, k, 4', [-0.2186751, 0.571174, 1.0]], ['2, k, 5', [-0.3128536, 0.8021982, 1.0]], ['2, k, 6', [-0.3241514, 1.000763, 1.0]], ['2, k, 7', [-0.3335124, 1.065938, 1.0]], ['2, k, 8', [0.0795175, 0.4782548, 1.0]], ['2, k, 9', [0.1209664, 0.2326728, 1.0]], ['2, k, 10', [0.1387818, 0.03263613, 1.0]], ['2, k, 11', [0.1249815, -0.007688385, 1.0]], ['2, k, 12', [-0.1582751, 0.03540342, 1.0]], ['2, k, 13', [-0.1714719, -0.2445691, 1.0]], ['2, k, 14', [-0.2084348, -0.5769902, 1.0]], ['2, k, 15', [-0.2187729, -0.648112, 1.0]], ['2, k, 16', [-0.02141433, 0.0298871, 1.0]], ['2, k, 17', [-0.02170173, -0.24595, 1.0]], ['2, k, 18', [-0.01010566, -0.5723642, 1.0]], ['2, k, 19', [-0.007183159, -0.6477493, 1.0]], ['2, k, 20', [-0.08661421, 0.5401163, 1.0]], ['2, k, 21', [-0.3354531, 1.130798, 1.0]], ['2, k, 22', [-0.2933169, 1.071649, 1.0]], ['2, k, 23', [0.1250005, -0.07579735, 1.0]], ['2, k, 24', [0.0900467, -0.001614003, 1.0]]]
[['2, k, 0', [-0.09088793, 0.03277965, 1.0]], ['2, k, 1', [-0.08776512, 0.3247922, 1.0]], ['2, k, 2', [-0.08455578, 0.6100948, 1.0]], ['2, k, 3', [-0.08260722, 0.733071, 1.0]], ['2, k, 4', [-0.2188833, 0.5710092, 1.0]], ['2, k, 5', [-0.3099724, 0.7967912, 1.0]], ['2, k, 6', [-0.3157245, 0.9863252, 1.0]], ['2, k, 7', [-0.3279676, 1.058937, 1.0]], ['2, k, 8', [0.07918858, 0.4794283, 1.0]], ['2, k, 9', [0.1210909, 0.2327638, 1.0]], ['2, k, 10', [0.1383519, 0.03265414, 1.0]], ['2, k, 11', [0.1251772, -0.004612615, 1.0]], ['2, k, 12', [-0.1581071, 0.03535425, 1.0]], ['2, k, 13', [-0.1708069, -0.2457672, 1.0]], ['2, k, 14', [-0.2081184, -0.5775288, 1.0]], ['2, k, 15', [-0.2186769, -0.6488366, 1.0]], ['2, k, 16', [-0.02114058, 0.03013647, 1.0]], ['2, k, 17', [-0.02183176, -0.2455494, 1.0]], ['2, k, 18', [-0.01007078, -0.5726278, 1.0]], ['2, k, 19', [-0.01146915, -0.6501048, 1.0]], ['2, k, 20', [-0.08532209, 0.539995, 1.0]], ['2, k, 21', [-0.3292284, 1.123237, 1.0]], ['2, k, 22', [-0.2822855, 1.044806, 1.0]], ['2, k, 23', [0.1212426, -0.07078765, 1.0]], ['2, k, 24', [0.09060463, -0.02807218, 1.0]]]
[['2, k, 0', [-0.09062898, 0.03267747, 1.0]], ['2, k, 1', [-0.08774241, 0.3254061, 1.0]], ['2, k, 2', [-0.08484287, 0.611362, 1.0]], ['2, k, 3', [-0.08170074, 0.732024, 1.0]], ['2, k, 4', [-0.2194027, 0.5701143, 1.0]], ['2, k, 5', [-0.3036414, 0.7615762, 1.0]], ['2, k, 6', [-0.3081967, 0.9420592, 1.0]], ['2, k, 7', [-0.3186524, 1.013094, 1.0]], ['2, k, 8', [0.07761963, 0.4810261, 1.0]], ['2, k, 9', [0.121094, 0.232504, 1.0]], ['2, k, 10', [0.1400181, 0.03252379, 1.0]], ['2, k, 11', [0.125316, -0.0212389, 1.0]], ['2, k, 12', [-0.1578598, 0.03483006, 1.0]], ['2, k, 13', [-0.170745, -0.2462363, 1.0]], ['2, k, 14', [-0.2078594, -0.5796561, 1.0]], ['2, k, 15', [-0.2185264, -0.6524079, 1.0]], ['2, k, 16', [-0.02088869, 0.03034407, 1.0]], ['2, k, 17', [-0.02042788, -0.2461874, 1.0]], ['2, k, 18', [-0.01003263, -0.5726243, 1.0]], ['2, k, 19', [-0.01098909, -0.6503398, 1.0]], ['2, k, 20', [-0.08554389, 0.5410722, 1.0]], ['2, k, 21', [-0.3144553, 1.076572, 1.0]], ['2, k, 22', [-0.2704991, 0.9945641, 1.0]], ['2, k, 23', [0.1213713, -0.07593898, 1.0]], ['2, k, 24', [0.09215999, 0.0003331595, 1.0]]]
[['2, k, 0', [-0.09015552, 0.03198453, 1.0]], ['2, k, 1', [-0.08649738, 0.3246542, 1.0]], ['2, k, 2', [-0.08241671, 0.6101828, 1.0]], ['2, k, 3', [-0.08095802, 0.731688, 1.0]], ['2, k, 4', [-0.219551, 0.5682513, 1.0]], ['2, k, 5', [-0.3031729, 0.7408887, 1.0]], ['2, k, 6', [-0.307647, 0.9178284, 1.0]], ['2, k, 7', [-0.3153763, 0.9800642, 1.0]], ['2, k, 8', [0.07935081, 0.4784373, 1.0]], ['2, k, 9', [0.1211339, 0.2317574, 1.0]], ['2, k, 10', [0.1402953, 0.03183271, 1.0]], ['2, k, 11', [0.1258101, -0.02319329, 1.0]], ['2, k, 12', [-0.1571278, 0.03362088, 1.0]], ['2, k, 13', [-0.1704209, -0.2470265, 1.0]], ['2, k, 14', [-0.2079445, -0.579814, 1.0]], ['2, k, 15', [-0.2202583, -0.6531923, 1.0]], ['2, k, 16', [-0.02065068, 0.0299524, 1.0]], ['2, k, 17', [-0.02042941, -0.2466502, 1.0]], ['2, k, 18', [-0.009916969, -0.5735866, 1.0]], ['2, k, 19', [-0.01047075, -0.6506294, 1.0]], ['2, k, 20', [-0.08347189, 0.5400063, 1.0]], ['2, k, 21', [-0.3200116, 1.038403, 1.0]], ['2, k, 22', [-0.2676624, 0.9636365, 1.0]], ['2, k, 23', [0.1313731, -0.08761545, 1.0]], ['2, k, 24', [0.09771506, -0.03775653, 1.0]]]
[['2, k, 0', [-0.08772034, 0.02927252, 1.0]], ['2, k, 1', [-0.08443248, 0.322724, 1.0]], ['2, k, 2', [-0.0806789, 0.608642, 1.0]], ['2, k, 3', [-0.08022075, 0.7322311, 1.0]], ['2, k, 4', [-0.2129085, 0.5324053, 1.0]], ['2, k, 5', [-0.298034, 0.6697726, 1.0]], ['2, k, 6', [-0.3075241, 0.9137992, 1.0]], ['2, k, 7', [-0.314773, 0.9109063, 1.0]], ['2, k, 8', [0.07853436, 0.479943, 1.0]], ['2, k, 9', [0.1210344, 0.2317505, 1.0]], ['2, k, 10', [0.1402542, 0.03181936, 1.0]], ['2, k, 11', [0.1250044, -0.01996603, 1.0]], ['2, k, 12', [-0.1555421, 0.03031964, 1.0]], ['2, k, 13', [-0.1695526, -0.2479017, 1.0]], ['2, k, 14', [-0.2080609, -0.579963, 1.0]], ['2, k, 15', [-0.2186079, -0.6532241, 1.0]], ['2, k, 16', [-0.01709043, 0.02764819, 1.0]], ['2, k, 17', [-0.02028858, -0.2471818, 1.0]], ['2, k, 18', [-0.00990416, -0.5735849, 1.0]], ['2, k, 19', [-0.00992245, -0.6510302, 1.0]], ['2, k, 20', [-0.08165656, 0.5383572, 1.0]], ['2, k, 21', [-0.3245654, 0.9611092, 1.0]], ['2, k, 22', [-0.2643194, 0.8869627, 1.0]], ['2, k, 23', [0.1245121, -0.0600045, 1.0]], ['2, k, 24', [0.09283968, -0.008344148, 1.0]]]
[['2, k, 0', [-0.08681799, 0.02696411, 1.0]], ['2, k, 1', [-0.08280624, 0.3207477, 1.0]], ['2, k, 2', [-0.07822907, 0.6068283, 1.0]], ['2, k, 3', [-0.07950826, 0.7321463, 1.0]], ['2, k, 4', [-0.2124382, 0.5310725, 1.0]], ['2, k, 5', [-0.2996878, 0.6603513, 1.0]], ['2, k, 6', [-0.3111697, 0.7992355, 1.0]], ['2, k, 7', [-0.3175613, 0.8573192, 1.0]], ['2, k, 8', [0.07818733, 0.4805765, 1.0]], ['2, k, 9', [0.1212185, 0.2310112, 1.0]], ['2, k, 10', [0.13992, 0.03108723, 1.0]], ['2, k, 11', [0.1250181, -0.021065, 1.0]], ['2, k, 12', [-0.1547132, 0.0270558, 1.0]], ['2, k, 13', [-0.1684985, -0.2487082, 1.0]], ['2, k, 14', [-0.2080839, -0.5796843, 1.0]], ['2, k, 15', [-0.2206827, -0.6548768, 1.0]], ['2, k, 16', [-0.01633807, 0.02619835, 1.0]], ['2, k, 17', [-0.02021265, -0.2486083, 1.0]], ['2, k, 18', [-0.009915922, -0.5735747, 1.0]], ['2, k, 19', [-0.008749757, -0.6507704, 1.0]], ['2, k, 20', [-0.07942764, 0.5364909, 1.0]], ['2, k, 21', [-0.3200576, 0.9048007, 1.0]], ['2, k, 22', [-0.2679367, 0.8344533, 1.0]], ['2, k, 23', [0.1245211, -0.06000939, 1.0]], ['2, k, 24', [0.09836992, -0.05062327, 1.0]]]
[['2, k, 0', [-0.08478414, 0.02425556, 1.0]], ['2, k, 1', [-0.08104607, 0.3183368, 1.0]], ['2, k, 2', [-0.07682011, 0.6045955, 1.0]], ['2, k, 3', [-0.07790933, 0.7318752, 1.0]], ['2, k, 4', [-0.2105147, 0.5259226, 1.0]], ['2, k, 5', [-0.3004438, 0.6351467, 1.0]], ['2, k, 6', [-0.3126994, 0.7520556, 1.0]], ['2, k, 7', [-0.31599, 0.7952791, 1.0]], ['2, k, 8', [0.07822806, 0.4806104, 1.0]], ['2, k, 9', [0.1211812, 0.2310423, 1.0]], ['2, k, 10', [0.1390843, 0.03099717, 1.0]], ['2, k, 11', [0.1243943, -0.02057546, 1.0]], ['2, k, 12', [-0.1532315, 0.02401404, 1.0]], ['2, k, 13', [-0.1681354, -0.2498408, 1.0]], ['2, k, 14', [-0.2082015, -0.5791452, 1.0]], ['2, k, 15', [-0.2203757, -0.6537291, 1.0]], ['2, k, 16', [-0.01386073, 0.02389417, 1.0]], ['2, k, 17', [-0.02155712, -0.2508756, 1.0]], ['2, k, 18', [-0.01006259, -0.5740904, 1.0]], ['2, k, 19', [-0.009096961, -0.650829, 1.0]], ['2, k, 20', [-0.07792965, 0.5342069, 1.0]], ['2, k, 21', [-0.320039, 0.8426865, 1.0]], ['2, k, 22', [-0.2667759, 0.7781424, 1.0]], ['2, k, 23', [0.1230111, -0.06155525, 1.0]], ['2, k, 24', [0.09746591, -0.05391407, 1.0]]]
