[['2, k, 0', [0.3215052, -0.1944784, 1.0]], ['2, k, 1', [0.3454711, 0.08908043, 1.0]], ['2, k, 2', [0.3674488, 0.3650023, 1.0]], ['2, k, 3', [0.3708256, 0.5011445, 1.0]], ['2, k, 4', [0.1976009, 0.2544083, 1.0]], ['2, k, 5', [0.09492137, 0.06005344, 1.0]], ['2, k, 6', [0.01609663, -0.1176931, 1.0]], ['2, k, 7', [-0.01611795, -0.1763823, 1.0]], ['2, k, 8', [0.5257646, 0.2448555, 1.0]], ['2, k, 9', [0.5886514, -0.03127953, 1.0]], ['2, k, 10', [0.6231673, -0.2534695, 1.0]], ['2, k, 11', [0.6271158, -0.3177761, 1.0]], ['2, k, 12', [0.2303289, -0.1881164, 1.0]], ['2, k, 13', [0.1140026, -0.2651818, 1.0]], ['2, k, 14', [0.1098049, -0.6406077, 1.0]], ['2, k, 15', [0.05918169, -0.6980273, 1.0]], ['2, k, 16', [0.4048895, -0.1966343, 1.0]], ['2, k, 17', [0.3964148, -0.2813733, 1.0]], ['2, k, 18', [0.3734657, -0.6529247, 1.0]], ['2, k, 19', [0.3863217, -0.7076529, 1.0]], ['2, k, 20', [0.3621675, 0.2968564, 1.0]], ['2, k, 21', [-0.05846125, -0.2417938, 1.0]], ['2, k, 22', [0.02396884, -0.1977949, 1.0]], ['2, k, 23', [0.6432725, -0.3922793, 1.0]], ['2, k, 24', [0.6425418, -0.291283, 1.0]]]
[['2, k, 0', [0.3261718, -0.1939882, 1.0]], ['2, k, 1', [0.3423011, 0.08858693, 1.0]], ['2, k, 2', [0.3571429, 0.3641316, 1.0]], ['2, k, 3', [0.3635134, 0.5019103, 1.0]], ['2, k, 4', [0.1905548, 0.2505116, 1.0]], ['2, k, 5', [0.09236349, 0.007054544, 1.0]], ['2, k, 6', [-0.005222694, -0.1916167, 1.0]], ['2, k, 7', [-0.02547758, -0.2473063, 1.0]], ['2, k, 8', [0.5281909, 0.2497436, 1.0]], ['2, k, 9', [0.5952927, -0.01159678, 1.0]], ['2, k, 10', [0.5965205, -0.2546592, 1.0]], ['2, k, 11', [0.593197, -0.2985668, 1.0]], ['2, k, 12', [0.2338804, -0.1890561, 1.0]], ['2, k, 13', [0.1134674, -0.2638066, 1.0]], ['2, k, 14', [0.1031013, -0.6395411, 1.0]], ['2, k, 15', [0.05714076, -0.696879, 1.0]], ['2, k, 16', [0.4104784, -0.1942507, 1.0]], ['2, k, 17', [0.396115, -0.2790828, 1.0]], ['2, k, 18', [0.3766916, -0.6505815, 1.0]], ['2, k, 19', [0.3820319, -0.708604, 1.0]], ['2, k, 20', [0.3537039, 0.2961273, 1.0]], ['2, k, 21', [-0.06883169, -0.3234954, 1.0]], ['2, k, 22', [0.01718747, -0.2730437, 1.0]], ['2, k, 23', [0.5972393, -0.3797345, 1.0]], ['2, k, 24', [0.6263347, -0.2966892, 1.0]]]
[['2, k, 0', [0.3259156, -0.1937814, 1.0]], ['2, k, 1', [0.3424709, 0.08884058, 1.0]], ['2, k, 2', [0.3580511, 0.3645184, 1.0]], ['2, k, 3', [0.3654696, 0.5026266, 1.0]], ['2, k, 4', [0.1911783, 0.2513945, 1.0]], ['2, k, 5', [0.08291371, 0.02876273, 1.0]], ['2, k, 6', [-0.02494079, -0.1414286, 1.0]], ['2, k, 7', [-0.05935904, -0.2027643, 1.0]], ['2, k, 8', [0.5288908, 0.2499149, 1.0]], ['2, k, 9', [0.5957655, -0.01422773, 1.0]], ['2, k, 10', [0.5963616, -0.2545983, 1.0]], ['2, k, 11', [0.5916642, -0.297659, 1.0]], ['2, k, 12', [0.2334566, -0.1885988, 1.0]], ['2, k, 13', [0.1139945, -0.2639772, 1.0]], ['2, k, 14', [0.1027353, -0.6397385, 1.0]], ['2, k, 15', [0.05842308, -0.6965374, 1.0]], ['2, k, 16', [0.4103323, -0.1941678, 1.0]], ['2, k, 17', [0.39595, -0.2787657, 1.0]], ['2, k, 18', [0.3766108, -0.6501704, 1.0]], ['2, k, 19', [0.3820722, -0.7091959, 1.0]], ['2, k, 20', [0.3543993, 0.2964881, 1.0]], ['2, k, 21', [-0.1104471, -0.2660879, 1.0]], ['2, k, 22', [-0.01545669, -0.2263902, 1.0]], ['2, k, 23', [0.5919624, -0.3787261, 1.0]], ['2, k, 24', [0.626424, -0.2952719, 1.0]]]
[['2, k, 0', [0.3259846, -0.193633, 1.0]], ['2, k, 1', [0.3426513, 0.08890057, 1.0]], ['2, k, 2', [0.3587345, 0.3646214, 1.0]], ['2, k, 3', [0.3663083, 0.5027166, 1.0]], ['2, k, 4', [0.1922524, 0.2519017, 1.0]], ['2, k, 5', [0.06419542, 0.06524578, 1.0]], ['2, k, 6', [-0.06017286, -0.09769242, 1.0]], ['2, k, 7', [-0.08813383, -0.1387154, 1.0]], ['2, k, 8', [0.5292003, 0.2498427, 1.0]], ['2, k, 9', [0.5958887, -0.01414863, 1.0]], ['2, k, 10', [0.5964378, -0.254241, 1.0]], ['2, k, 11', [0.5922145, -0.2991562, 1.0]], ['2, k, 12', [0.233474, -0.1885386, 1.0]], ['2, k, 13', [0.1140487, -0.2641134, 1.0]], ['2, k, 14', [0.1030849, -0.6399868, 1.0]], ['2, k, 15', [0.05853823, -0.6967084, 1.0]], ['2, k, 16', [0.4105005, -0.1938959, 1.0]], ['2, k, 17', [0.3957864, -0.2786267, 1.0]], ['2, k, 18', [0.3764583, -0.6500973, 1.0]], ['2, k, 19', [0.3834853, -0.7078742, 1.0]], ['2, k, 20', [0.3549373, 0.2965885, 1.0]], ['2, k, 21', [-0.1366494, -0.1907751, 1.0]], ['2, k, 22', [-0.05127562, -0.1661169, 1.0]], ['2, k, 23', [0.5922261, -0.3801328, 1.0]], ['2, k, 24', [0.625405, -0.2961247, 1.0]]]
[['2, k, 0', [0.3254908, -0.1922738, 1.0]], ['2, k, 1', [0.3427668, 0.08971692, 1.0]], ['2, k, 2', [0.3596136, 0.3651817, 1.0]], ['2, k, 3', [0.3689573, 0.5054045, 1.0]], ['2, k, 4', [0.1943682, 0.2547852, 1.0]], ['2, k, 5', [0.06392322, 0.1044537, 1.0]], ['2, k, 6', [-0.05565097, -0.00684864, 1.0]], ['2, k, 7', [-0.1012159, -0.04491148, 1.0]], ['2, k, 8', [0.5304319, 0.2500739, 1.0]], ['2, k, 9', [0.5962478, -0.01425322, 1.0]], ['2, k, 10', [0.5963351, -0.2541599, 1.0]], ['2, k, 11', [0.5930979, -0.2946503, 1.0]], ['2, k, 12', [0.233071, -0.1875937, 1.0]], ['2, k, 13', [0.1141019, -0.2639535, 1.0]], ['2, k, 14', [0.1042896, -0.6396826, 1.0]], ['2, k, 15', [0.06219817, -0.6961543, 1.0]], ['2, k, 16', [0.409882, -0.1919537, 1.0]], ['2, k, 17', [0.3959447, -0.2794325, 1.0]], ['2, k, 18', [0.376276, -0.6508263, 1.0]], ['2, k, 19', [0.3836294, -0.7094986, 1.0]], ['2, k, 20', [0.3555928, 0.2972791, 1.0]], ['2, k, 21', [-0.1659563, -0.09885094, 1.0]], ['2, k, 22', [-0.06999017, -0.07152138, 1.0]], ['2, k, 23', [0.5947538, -0.3794605, 1.0]], ['2, k, 24', [0.6254532, -0.2959094, 1.0]]]
[['2, k, 0', [0.3254259, -0.1912666, 1.0]], ['2, k, 1', [0.3428155, 0.09017831, 1.0]], ['2, k, 2', [0.3596268, 0.3658634, 1.0]], ['2, k, 3', [0.3695773, 0.5058546, 1.0]], ['2, k, 4', [0.1963305, 0.2557783, 1.0]], ['2, k, 5', [0.05625919, 0.1430907, 1.0]], ['2, k, 6', [-0.06273594, 0.0722787, 1.0]], ['2, k, 7', [-0.1117257, 0.04307091, 1.0]], ['2, k, 8', [0.5307858, 0.2500319, 1.0]], ['2, k, 9', [0.5963368, -0.01454541, 1.0]], ['2, k, 10', [0.5962258, -0.2536027, 1.0]], ['2, k, 11', [0.591688, -0.2990347, 1.0]], ['2, k, 12', [0.2329407, -0.1866412, 1.0]], ['2, k, 13', [0.1138301, -0.2636191, 1.0]], ['2, k, 14', [0.1051129, -0.6393144, 1.0]], ['2, k, 15', [0.05781856, -0.6954604, 1.0]], ['2, k, 16', [0.4099271, -0.1910101, 1.0]], ['2, k, 17', [0.3959854, -0.2801763, 1.0]], ['2, k, 18', [0.3760061, -0.6514995, 1.0]], ['2, k, 19', [0.3833002, -0.7091134, 1.0]], ['2, k, 20', [0.3556369, 0.2978974, 1.0]], ['2, k, 21', [-0.1734597, 0.003307977, 1.0]], ['2, k, 22', [-0.08850144, 0.01283775, 1.0]], ['2, k, 23', [0.5950246, -0.3789502, 1.0]], ['2, k, 24', [0.6218042, -0.2889546, 1.0]]]
[['2, k, 0', [0.3250824, -0.1907147, 1.0]], ['2, k, 1', [0.343066, 0.09060031, 1.0]], ['2, k, 2', [0.3607164, 0.36637, 1.0]], ['2, k, 3', [0.370637, 0.5061265, 1.0]], ['2, k, 4', [0.1974359, 0.2584789, 1.0]], ['2, k, 5', [0.04337983, 0.1920089, 1.0]], ['2, k, 6', [-0.0617191, 0.1622262, 1.0]], ['2, k, 7', [-0.09731315, 0.1449807, 1.0]], ['2, k, 8', [0.5308322, 0.2500308, 1.0]], ['2, k, 9', [0.596346, -0.01455957, 1.0]], ['2, k, 10', [0.5962656, -0.254909, 1.0]], ['2, k, 11', [0.592373, -0.2980413, 1.0]], ['2, k, 12', [0.2325424, -0.185438, 1.0]], ['2, k, 13', [0.1135626, -0.2640647, 1.0]], ['2, k, 14', [0.1051924, -0.6399949, 1.0]], ['2, k, 15', [0.0556716, -0.6965033, 1.0]], ['2, k, 16', [0.4096368, -0.1908931, 1.0]], ['2, k, 17', [0.3958567, -0.2796525, 1.0]], ['2, k, 18', [0.3758969, -0.6510965, 1.0]], ['2, k, 19', [0.3831336, -0.7083413, 1.0]], ['2, k, 20', [0.356486, 0.2983947, 1.0]], ['2, k, 21', [-0.1378216, 0.1333108, 1.0]], ['2, k, 22', [-0.0868849, 0.1178797, 1.0]], ['2, k, 23', [0.5974441, -0.3786799, 1.0]], ['2, k, 24', [0.6268374, -0.31466, 1.0]]]
[['2, k, 0', [0.3234101, -0.1893809, 1.0]], ['2, k, 1', [0.3429241, 0.09211177, 1.0]], ['2, k, 2', [0.3621652, 0.368117, 1.0]], ['2, k, 3', [0.3710286, 0.5062085, 1.0]], ['2, k, 4', [0.1989938, 0.2621457, 1.0]], ['2, k, 5', [0.033147, 0.2280616, 1.0]], ['2, k, 6', [-0.05384056, 0.2559424, 1.0]], ['2, k, 7', [-0.08104981, 0.2437144, 1.0]], ['2, k, 8', [0.5313022, 0.2498477, 1.0]], ['2, k, 9', [0.5963846, -0.01462794, 1.0]], ['2, k, 10', [0.5941155, -0.245736, 1.0]], ['2, k, 11', [0.5900442, -0.2916393, 1.0]], ['2, k, 12', [0.2303136, -0.1829133, 1.0]], ['2, k, 13', [0.113665, -0.2640832, 1.0]], ['2, k, 14', [0.1058104, -0.6399251, 1.0]], ['2, k, 15', [0.05597771, -0.69653, 1.0]], ['2, k, 16', [0.4083464, -0.1904592, 1.0]], ['2, k, 17', [0.3957874, -0.2792053, 1.0]], ['2, k, 18', [0.3756032, -0.6506814, 1.0]], ['2, k, 19', [0.3572704, -0.6887125, 1.0]], ['2, k, 20', [0.3575098, 0.3000869, 1.0]], ['2, k, 21', [-0.1010772, 0.2230116, 1.0]], ['2, k, 22', [-0.09176811, 0.2170544, 1.0]], ['2, k, 23', [0.593926, -0.3789291, 1.0]], ['2, k, 24', [0.6218192, -0.2840445, 1.0]]]
[['2, k, 0', [0.3224292, -0.1882306, 1.0]], ['2, k, 1', [0.3425804, 0.09297363, 1.0]], ['2, k, 2', [0.3621121, 0.368472, 1.0]], ['2, k, 3', [0.3710209, 0.5063667, 1.0]], ['2, k, 4', [0.1997761, 0.26518, 1.0]], ['2, k, 5', [0.03973296, 0.2859784, 1.0]], ['2, k, 6', [-0.0672361, 0.3184479, 1.0]], ['2, k, 7', [-0.1139276, 0.3300528, 1.0]], ['2, k, 8', [0.5314571, 0.2498023, 1.0]], ['2, k, 9', [0.59628, -0.01412256, 1.0]], ['2, k, 10', [0.5941966, -0.244089, 1.0]], ['2, k, 11', [0.5913203, -0.2944185, 1.0]], ['2, k, 12', [0.2294847, -0.1814863, 1.0]], ['2, k, 13', [0.1137454, -0.2640775, 1.0]], ['2, k, 14', [0.1043243, -0.6401446, 1.0]], ['2, k, 15', [0.0534135, -0.6975408, 1.0]], ['2, k, 16', [0.4072009, -0.189695, 1.0]], ['2, k, 17', [0.3960625, -0.2788529, 1.0]], ['2, k, 18', [0.3756983, -0.6502813, 1.0]], ['2, k, 19', [0.3827735, -0.7086678, 1.0]], ['2, k, 20', [0.3574167, 0.300551, 1.0]], ['2, k, 21', [-0.1686436, 0.3325024, 1.0]], ['2, k, 22', [-0.08943106, 0.3191383, 1.0]], ['2, k, 23', [0.5997224, -0.3784691, 1.0]], ['2, k, 24', [0.6250557, -0.2979599, 1.0]]]
[['2, k, 0', [0.3203168, -0.1871513, 1.0]], ['2, k, 1', [0.341988, 0.09421764, 1.0]], ['2, k, 2', [0.3623876, 0.3696523, 1.0]], ['2, k, 3', [0.3708531, 0.5069483, 1.0]], ['2, k, 4', [0.2001792, 0.2693704, 1.0]], ['2, k, 5', [0.04564016, 0.3226431, 1.0]], ['2, k, 6', [-0.07049965, 0.3987387, 1.0]], ['2, k, 7', [-0.09652629, 0.4192823, 1.0]], ['2, k, 8', [0.5314315, 0.249829, 1.0]], ['2, k, 9', [0.5958943, -0.013544, 1.0]], ['2, k, 10', [0.5942484, -0.2454222, 1.0]], ['2, k, 11', [0.5900874, -0.2913893, 1.0]], ['2, k, 12', [0.22726, -0.1797915, 1.0]], ['2, k, 13', [0.1143078, -0.2636203, 1.0]], ['2, k, 14', [0.1047676, -0.6396065, 1.0]], ['2, k, 15', [0.05456399, -0.6977458, 1.0]], ['2, k, 16', [0.4052853, -0.1893493, 1.0]], ['2, k, 17', [0.3961005, -0.2773879, 1.0]], ['2, k, 18', [0.3905534, -0.6519725, 1.0]], ['2, k, 19', [0.3836411, -0.7092373, 1.0]], ['2, k, 20', [0.3575209, 0.3017349, 1.0]], ['2, k, 21', [-0.1452002, 0.4420925, 1.0]], ['2, k, 22', [-0.06535058, 0.4174456, 1.0]], ['2, k, 23', [0.5949582, -0.3795868, 1.0]], ['2, k, 24', [0.6217104, -0.2906997, 1.0]]]
[['2, k, 0', [0.3199477, -0.1868006, 1.0]], ['2, k, 1', [0.3417201, 0.09443981, 1.0]], ['2, k, 2', [0.3622045, 0.3696984, 1.0]], ['2, k, 3', [0.3708718, 0.5071836, 1.0]], ['2, k, 4', [0.2014238, 0.2725151, 1.0]], ['2, k, 5', [0.06008783, 0.3751705, 1.0]], ['2, k, 6', [-0.03732428, 0.4575076, 1.0]], ['2, k, 7', [-0.09778704, 0.5136411, 1.0]], ['2, k, 8', [0.5315403, 0.2499322, 1.0]], ['2, k, 9', [0.5959331, -0.01317546, 1.0]], ['2, k, 10', [0.5938211, -0.2471737, 1.0]], ['2, k, 11', [0.5905142, -0.296881, 1.0]], ['2, k, 12', [0.227035, -0.1793723, 1.0]], ['2, k, 13', [0.1142723, -0.2635315, 1.0]], ['2, k, 14', [0.1052172, -0.6394308, 1.0]], ['2, k, 15', [0.05868928, -0.6965483, 1.0]], ['2, k, 16', [0.4046501, -0.1891588, 1.0]], ['2, k, 17', [0.3959604, -0.2766664, 1.0]], ['2, k, 18', [0.3812698, -0.6492491, 1.0]], ['2, k, 19', [0.3832185, -0.7085447, 1.0]], ['2, k, 20', [0.3573273, 0.3018108, 1.0]], ['2, k, 21', [-0.1491394, 0.5445131, 1.0]], ['2, k, 22', [-0.05262572, 0.5036151, 1.0]], ['2, k, 23', [0.5972315, -0.3818574, 1.0]], ['2, k, 24', [0.6225142, -0.300525, 1.0]]]
[['2, k, 0', [0.3193571, -0.1859532, 1.0]], ['2, k, 1', [0.3416753, 0.09488602, 1.0]], ['2, k, 2', [0.362377, 0.3699465, 1.0]], ['2, k, 3', [0.3704935, 0.507649, 1.0]], ['2, k, 4', [0.2045478, 0.2805721, 1.0]], ['2, k, 5', [0.04550983, 0.4322971, 1.0]], ['2, k, 6', [-0.0375332, 0.5478289, 1.0]], ['2, k, 7', [-0.07786518, 0.5963287, 1.0]], ['2, k, 8', [0.5314884, 0.2499879, 1.0]], ['2, k, 9', [0.5951988, -0.01247058, 1.0]], ['2, k, 10', [0.5931038, -0.2426604, 1.0]], ['2, k, 11', [0.591727, -0.2952552, 1.0]], ['2, k, 12', [0.2263228, -0.1771286, 1.0]], ['2, k, 13', [0.1136435, -0.2640263, 1.0]], ['2, k, 14', [0.1036036, -0.640098, 1.0]], ['2, k, 15', [0.05988834, -0.6964322, 1.0]], ['2, k, 16', [0.4042782, -0.1890353, 1.0]], ['2, k, 17', [0.3958793, -0.2764697, 1.0]], ['2, k, 18', [0.3798343, -0.6486834, 1.0]], ['2, k, 19', [0.3832218, -0.7085036, 1.0]], ['2, k, 20', [0.357452, 0.3020844, 1.0]], ['2, k, 21', [-0.1174267, 0.637935, 1.0]], ['2, k, 22', [-0.03463149, 0.5725982, 1.0]], ['2, k, 23', [0.5999011, -0.3781776, 1.0]], ['2, k, 24', [0.6230876, -0.2914851, 1.0]]]
[['2, k, 0', [0.3189647, -0.1848858, 1.0]], ['2, k, 1', [0.3416054, 0.09526163, 1.0]], ['2, k, 2', [0.3624777, 0.3698682, 1.0]], ['2, k, 3', [0.3707711, 0.5078794, 1.0]], ['2, k, 4', [0.2085292, 0.2917342, 1.0]], ['2, k, 5', [0.07009161, 0.452434, 1.0]], ['2, k, 6', [-0.01572111, 0.6145219, 1.0]], ['2, k, 7', [-0.04500044, 0.6660008, 1.0]], ['2, k, 8', [0.5314171, 0.2500131, 1.0]], ['2, k, 9', [0.595058, -0.01297865, 1.0]], ['2, k, 10', [0.5924402, -0.2414507, 1.0]], ['2, k, 11', [0.5908691, -0.2903651, 1.0]], ['2, k, 12', [0.2262109, -0.17574, 1.0]], ['2, k, 13', [0.113592, -0.2639226, 1.0]], ['2, k, 14', [0.1029884, -0.6398781, 1.0]], ['2, k, 15', [0.05777462, -0.6973835, 1.0]], ['2, k, 16', [0.4035825, -0.1882794, 1.0]], ['2, k, 17', [0.3959052, -0.2761771, 1.0]], ['2, k, 18', [0.3791742, -0.6481747, 1.0]], ['2, k, 19', [0.3831551, -0.7085973, 1.0]], ['2, k, 20', [0.3575151, 0.3021133, 1.0]], ['2, k, 21', [-0.07187107, 0.7117501, 1.0]], ['2, k, 22', [-0.001276586, 0.637416, 1.0]], ['2, k, 23', [0.6037432, -0.3717917, 1.0]], ['2, k, 24', [0.6212553, -0.2853683, 1.0]]]
[['2, k, 0', [0.3190159, -0.1839366, 1.0]], ['2, k, 1', [0.3416131, 0.09605429, 1.0]], ['2, k, 2', [0.3624498, 0.3702945, 1.0]], ['2, k, 3', [0.3706627, 0.5078139, 1.0]], ['2, k, 4', [0.2088297, 0.2939891, 1.0]], ['2, k, 5', [0.0763695, 0.4744017, 1.0]], ['2, k, 6', [0.02904884, 0.6454751, 1.0]], ['2, k, 7', [-0.006010625, 0.7190943, 1.0]], ['2, k, 8', [0.5313842, 0.2500249, 1.0]], ['2, k, 9', [0.5945923, -0.01154782, 1.0]], ['2, k, 10', [0.5926964, -0.2418753, 1.0]], ['2, k, 11', [0.5917695, -0.2935742, 1.0]], ['2, k, 12', [0.2265073, -0.1741976, 1.0]], ['2, k, 13', [0.1135319, -0.2638197, 1.0]], ['2, k, 14', [0.1025331, -0.6396945, 1.0]], ['2, k, 15', [0.05761582, -0.6973182, 1.0]], ['2, k, 16', [0.4035084, -0.1877298, 1.0]], ['2, k, 17', [0.3963301, -0.2761829, 1.0]], ['2, k, 18', [0.3785312, -0.6478169, 1.0]], ['2, k, 19', [0.3833139, -0.7090666, 1.0]], ['2, k, 20', [0.3575003, 0.3026122, 1.0]], ['2, k, 21', [-0.0327185, 0.7776543, 1.0]], ['2, k, 22', [0.03274365, 0.6953552, 1.0]], ['2, k, 23', [0.5979778, -0.3785938, 1.0]], ['2, k, 24', [0.6218922, -0.2856528, 1.0]]]
[['2, k, 0', [0.3180552, -0.1828208, 1.0]], ['2, k, 1', [0.3419455, 0.09646688, 1.0]], ['2, k, 2', [0.365151, 0.3704328, 1.0]], ['2, k, 3', [0.3705636, 0.5079401, 1.0]], ['2, k, 4', [0.2093141, 0.2971005, 1.0]], ['2, k, 5', [0.1012361, 0.5040873, 1.0]], ['2, k, 6', [0.05289147, 0.7108811, 1.0]], ['2, k, 7', [0.0293281, 0.7681081, 1.0]], ['2, k, 8', [0.5311819, 0.2500574, 1.0]], ['2, k, 9', [0.5939134, -0.01032724, 1.0]], ['2, k, 10', [0.5925071, -0.2431906, 1.0]], ['2, k, 11', [0.5905843, -0.2929511, 1.0]], ['2, k, 12', [0.2258616, -0.1725644, 1.0]], ['2, k, 13', [0.1137857, -0.263449, 1.0]], ['2, k, 14', [0.1027336, -0.6393242, 1.0]], ['2, k, 15', [0.05254963, -0.6981463, 1.0]], ['2, k, 16', [0.4022012, -0.187289, 1.0]], ['2, k, 17', [0.3968959, -0.2771773, 1.0]], ['2, k, 18', [0.3777126, -0.6484202, 1.0]], ['2, k, 19', [0.3831258, -0.7077515, 1.0]], ['2, k, 20', [0.3593435, 0.302894, 1.0]], ['2, k, 21', [0.01541993, 0.8294407, 1.0]], ['2, k, 22', [0.06623093, 0.7466179, 1.0]], ['2, k, 23', [0.5964973, -0.3780677, 1.0]], ['2, k, 24', [0.6230026, -0.2810811, 1.0]]]
[['2, k, 0', [0.3148086, -0.1801307, 1.0]], ['2, k, 1', [0.3416153, 0.09691264, 1.0]], ['2, k, 2', [0.3655381, 0.3701637, 1.0]], ['2, k, 3', [0.3701646, 0.5080607, 1.0]], ['2, k, 4', [0.20675, 0.3165773, 1.0]], ['2, k, 5', [0.1072307, 0.5164112, 1.0]], ['2, k, 6', [0.08632515, 0.74327, 1.0]], ['2, k, 7', [0.06223157, 0.8227655, 1.0]], ['2, k, 8', [0.5309817, 0.2500267, 1.0]], ['2, k, 9', [0.5936341, -0.00947012, 1.0]], ['2, k, 10', [0.5928433, -0.2434595, 1.0]], ['2, k, 11', [0.5910357, -0.2922384, 1.0]], ['2, k, 12', [0.2238843, -0.1690814, 1.0]], ['2, k, 13', [0.1141024, -0.2633261, 1.0]], ['2, k, 14', [0.1033608, -0.6390783, 1.0]], ['2, k, 15', [0.05708881, -0.6972859, 1.0]], ['2, k, 16', [0.3971989, -0.1857932, 1.0]], ['2, k, 17', [0.3970448, -0.2760874, 1.0]], ['2, k, 18', [0.3774798, -0.6472372, 1.0]], ['2, k, 19', [0.3581661, -0.685389, 1.0]], ['2, k, 20', [0.359512, 0.3028186, 1.0]], ['2, k, 21', [0.04623377, 0.8874064, 1.0]], ['2, k, 22', [0.1007013, 0.7878251, 1.0]], ['2, k, 23', [0.5971577, -0.3776927, 1.0]], ['2, k, 24', [0.6239945, -0.2830712, 1.0]]]
[['2, k, 0', [0.3150539, -0.1784607, 1.0]], ['2, k, 1', [0.341714, 0.09807806, 1.0]], ['2, k, 2', [0.3656277, 0.3703935, 1.0]], ['2, k, 3', [0.3701791, 0.5080964, 1.0]], ['2, k, 4', [0.2058036, 0.3228496, 1.0]], ['2, k, 5', [0.1230019, 0.5477176, 1.0]], ['2, k, 6', [0.1122152, 0.8076543, 1.0]], ['2, k, 7', [0.09950647, 0.8589489, 1.0]], ['2, k, 8', [0.528164, 0.2527186, 1.0]], ['2, k, 9', [0.5950359, -0.004135699, 1.0]], ['2, k, 10', [0.5930134, -0.2441066, 1.0]], ['2, k, 11', [0.5911584, -0.2916965, 1.0]], ['2, k, 12', [0.2248304, -0.167109, 1.0]], ['2, k, 13', [0.1143622, -0.2630473, 1.0]], ['2, k, 14', [0.1030709, -0.6387624, 1.0]], ['2, k, 15', [0.05706446, -0.6974075, 1.0]], ['2, k, 16', [0.3970014, -0.1844493, 1.0]], ['2, k, 17', [0.3971479, -0.2760257, 1.0]], ['2, k, 18', [0.3771788, -0.646933, 1.0]], ['2, k, 19', [0.3566087, -0.6851221, 1.0]], ['2, k, 20', [0.3596487, 0.3032136, 1.0]], ['2, k, 21', [0.0901886, 0.9232838, 1.0]], ['2, k, 22', [0.1303284, 0.8519196, 1.0]], ['2, k, 23', [0.6020039, -0.3808168, 1.0]], ['2, k, 24', [0.6250462, -0.2938102, 1.0]]]
[['2, k, 0', [0.3140217, -0.1772613, 1.0]], ['2, k, 1', [0.3415765, 0.09887914, 1.0]], ['2, k, 2', [0.3660208, 0.3705595, 1.0]], ['2, k, 3', [0.3702401, 0.5084953, 1.0]], ['2, k, 4', [0.2062144, 0.3224542, 1.0]], ['2, k, 5', [0.1367779, 0.5403398, 1.0]], ['2, k, 6', [0.1464001, 0.8065541, 1.0]], ['2, k, 7', [0.1380271, 0.8776736, 1.0]], ['2, k, 8', [0.5265366, 0.2549849, 1.0]], ['2, k, 9', [0.5960278, -0.002253413, 1.0]], ['2, k, 10', [0.5933214, -0.2394666, 1.0]], ['2, k, 11', [0.5904834, -0.2861181, 1.0]], ['2, k, 12', [0.2241645, -0.165977, 1.0]], ['2, k, 13', [0.1152722, -0.2622437, 1.0]], ['2, k, 14', [0.1041275, -0.6378264, 1.0]], ['2, k, 15', [0.05758499, -0.6976855, 1.0]], ['2, k, 16', [0.3958077, -0.1835023, 1.0]], ['2, k, 17', [0.3971621, -0.2752897, 1.0]], ['2, k, 18', [0.3769696, -0.6461539, 1.0]], ['2, k, 19', [0.3559083, -0.6842809, 1.0]], ['2, k, 20', [0.3599965, 0.3034929, 1.0]], ['2, k, 21', [0.1342482, 0.9515163, 1.0]], ['2, k, 22', [0.1736681, 0.8800661, 1.0]], ['2, k, 23', [0.5965685, -0.3705372, 1.0]], ['2, k, 24', [0.6231428, -0.2884718, 1.0]]]
[['2, k, 0', [0.3122055, -0.1769281, 1.0]], ['2, k, 1', [0.3406646, 0.09927868, 1.0]], ['2, k, 2', [0.3659215, 0.3705958, 1.0]], ['2, k, 3', [0.3699577, 0.50859, 1.0]], ['2, k, 4', [0.2065703, 0.3227087, 1.0]], ['2, k, 5', [0.1519139, 0.5780717, 1.0]], ['2, k, 6', [0.1783687, 0.81779, 1.0]], ['2, k, 7', [0.1772667, 0.8896476, 1.0]], ['2, k, 8', [0.5249954, 0.256457, 1.0]], ['2, k, 9', [0.5961061, -0.001953511, 1.0]], ['2, k, 10', [0.5941386, -0.2411346, 1.0]], ['2, k, 11', [0.5921239, -0.2891106, 1.0]], ['2, k, 12', [0.2227923, -0.1653709, 1.0]], ['2, k, 13', [0.116209, -0.2614662, 1.0]], ['2, k, 14', [0.1049667, -0.6370302, 1.0]], ['2, k, 15', [0.0522318, -0.698815, 1.0]], ['2, k, 16', [0.3936712, -0.1837123, 1.0]], ['2, k, 17', [0.3972853, -0.2744041, 1.0]], ['2, k, 18', [0.376834, -0.6450856, 1.0]], ['2, k, 19', [0.3553715, -0.6831158, 1.0]], ['2, k, 20', [0.3597894, 0.3035986, 1.0]], ['2, k, 21', [0.1729767, 0.9654764, 1.0]], ['2, k, 22', [0.2169651, 0.8841514, 1.0]], ['2, k, 23', [0.5959888, -0.3791987, 1.0]], ['2, k, 24', [0.6248088, -0.2966047, 1.0]]]
