[['2, k, 0', [-0.180941, -0.254086, 1.0]], ['2, k, 1', [-0.182494, 0.0392396, 1.0]], ['2, k, 2', [-0.182985, 0.325223, 1.0]], ['2, k, 3', [-0.181053, 0.453909, 1.0]], ['2, k, 4', [-0.365198, 0.23931, 1.0]], ['2, k, 5', [-0.536715, 0.0869997, 1.0]], ['2, k, 6', [-0.437198, -0.115707, 1.0]], ['2, k, 7', [-0.377045, -0.158524, 1.0]], ['2, k, 8', [-0.0139576, 0.234668, 1.0]], ['2, k, 9', [0.165771, 0.0990297, 1.0]], ['2, k, 10', [0.0814237, -0.119474, 1.0]], ['2, k, 11', [0.0238738, -0.160616, 1.0]], ['2, k, 12', [-0.258527, -0.24948, 1.0]], ['2, k, 13', [-0.332712, -0.645064, 1.0]], ['2, k, 14', [-0.388519, -1.01168, 1.0]], ['2, k, 15', [-0.412109, -1.07617, 1.0]], ['2, k, 16', [-0.0983488, -0.251679, 1.0]], ['2, k, 17', [-0.0295565, -0.615471, 1.0]], ['2, k, 18', [0.021861, -1.0019, 1.0]], ['2, k, 19', [0.0541077, -1.06738, 1.0]], ['2, k, 20', [-0.183048, 0.254788, 1.0]], ['2, k, 21', [-0.344661, -0.238937, 1.0]], ['2, k, 22', [-0.337612, -0.11399, 1.0]], ['2, k, 23', [0.0104636, -0.255934, 1.0]], ['2, k, 24', [0.00106478, -0.142256, 1.0]]]
[['2, k, 0', [-0.319535, -0.268912, 1.0]], ['2, k, 1', [-0.296953, 0.0198192, 1.0]], ['2, k, 2', [-0.277416, 0.299954, 1.0]], ['2, k, 3', [-0.282483, 0.432004, 1.0]], ['2, k, 4', [-0.464688, 0.238885, 1.0]], ['2, k, 5', [-0.626638, 0.121494, 1.0]], ['2, k, 6', [-0.57149, -0.104822, 1.0]], ['2, k, 7', [-0.534989, -0.167831, 1.0]], ['2, k, 8', [-0.121818, 0.200601, 1.0]], ['2, k, 9', [0.0524273, 0.0696384, 1.0]], ['2, k, 10', [-0.0576708, -0.137201, 1.0]], ['2, k, 11', [-0.11551, -0.1677, 1.0]], ['2, k, 12', [-0.394015, -0.258723, 1.0]], ['2, k, 13', [-0.423563, -0.635762, 1.0]], ['2, k, 14', [-0.402993, -1.00155, 1.0]], ['2, k, 15', [-0.413226, -1.0732, 1.0]], ['2, k, 16', [-0.236339, -0.271821, 1.0]], ['2, k, 17', [-0.113909, -0.654761, 1.0]], ['2, k, 18', [0.0188564, -1.0116, 1.0]], ['2, k, 19', [0.0511556, -1.06021, 1.0]], ['2, k, 20', [-0.281844, 0.230623, 1.0]], ['2, k, 21', [-0.532248, -0.241144, 1.0]], ['2, k, 22', [-0.520423, -0.148004, 1.0]], ['2, k, 23', [-0.136876, -0.269573, 1.0]], ['2, k, 24', [-0.144504, -0.160015, 1.0]]]
[['2, k, 0', [-0.319616, -0.269786, 1.0]], ['2, k, 1', [-0.298223, 0.0198468, 1.0]], ['2, k, 2', [-0.279396, 0.301012, 1.0]], ['2, k, 3', [-0.283843, 0.432953, 1.0]], ['2, k, 4', [-0.468028, 0.238629, 1.0]], ['2, k, 5', [-0.632092, 0.118862, 1.0]], ['2, k, 6', [-0.569333, -0.104225, 1.0]], ['2, k, 7', [-0.533592, -0.174729, 1.0]], ['2, k, 8', [-0.122795, 0.201171, 1.0]], ['2, k, 9', [0.0502131, 0.0692871, 1.0]], ['2, k, 10', [-0.0577271, -0.138712, 1.0]], ['2, k, 11', [-0.112755, -0.165238, 1.0]], ['2, k, 12', [-0.394044, -0.259947, 1.0]], ['2, k, 13', [-0.423196, -0.635886, 1.0]], ['2, k, 14', [-0.402962, -0.999392, 1.0]], ['2, k, 15', [-0.41334, -1.07321, 1.0]], ['2, k, 16', [-0.236452, -0.272254, 1.0]], ['2, k, 17', [-0.115582, -0.653896, 1.0]], ['2, k, 18', [0.0188831, -1.01161, 1.0]], ['2, k, 19', [0.0513149, -1.06049, 1.0]], ['2, k, 20', [-0.283563, 0.231363, 1.0]], ['2, k, 21', [-0.525893, -0.24758, 1.0]], ['2, k, 22', [-0.515337, -0.13613, 1.0]], ['2, k, 23', [-0.133155, -0.268868, 1.0]], ['2, k, 24', [-0.140449, -0.163169, 1.0]]]
[['2, k, 0', [-0.319105, -0.270495, 1.0]], ['2, k, 1', [-0.298949, 0.0198941, 1.0]], ['2, k, 2', [-0.280815, 0.301962, 1.0]], ['2, k, 3', [-0.285219, 0.43437, 1.0]], ['2, k, 4', [-0.469573, 0.238097, 1.0]], ['2, k, 5', [-0.632707, 0.116226, 1.0]], ['2, k, 6', [-0.569423, -0.107044, 1.0]], ['2, k, 7', [-0.533815, -0.169583, 1.0]], ['2, k, 8', [-0.123743, 0.202163, 1.0]], ['2, k, 9', [0.0493168, 0.0692289, 1.0]], ['2, k, 10', [-0.0574993, -0.139341, 1.0]], ['2, k, 11', [-0.111963, -0.16657, 1.0]], ['2, k, 12', [-0.393555, -0.260933, 1.0]], ['2, k, 13', [-0.422584, -0.637329, 1.0]], ['2, k, 14', [-0.402858, -0.99944, 1.0]], ['2, k, 15', [-0.413296, -1.07338, 1.0]], ['2, k, 16', [-0.235925, -0.27269, 1.0]], ['2, k, 17', [-0.115574, -0.654445, 1.0]], ['2, k, 18', [0.0188993, -1.01162, 1.0]], ['2, k, 19', [0.0511532, -1.06037, 1.0]], ['2, k, 20', [-0.284774, 0.23203, 1.0]], ['2, k, 21', [-0.523474, -0.24809, 1.0]], ['2, k, 22', [-0.518789, -0.151036, 1.0]], ['2, k, 23', [-0.129261, -0.270551, 1.0]], ['2, k, 24', [-0.138666, -0.163672, 1.0]]]
[['2, k, 0', [-0.318047, -0.270971, 1.0]], ['2, k, 1', [-0.299293, 0.0200127, 1.0]], ['2, k, 2', [-0.28174, 0.302911, 1.0]], ['2, k, 3', [-0.286086, 0.435382, 1.0]], ['2, k, 4', [-0.470359, 0.237664, 1.0]], ['2, k, 5', [-0.630477, 0.108893, 1.0]], ['2, k, 6', [-0.564402, -0.113833, 1.0]], ['2, k, 7', [-0.530232, -0.172704, 1.0]], ['2, k, 8', [-0.124323, 0.20306, 1.0]], ['2, k, 9', [0.0484462, 0.069389, 1.0]], ['2, k, 10', [-0.0568975, -0.139873, 1.0]], ['2, k, 11', [-0.110466, -0.170258, 1.0]], ['2, k, 12', [-0.392511, -0.261847, 1.0]], ['2, k, 13', [-0.422103, -0.638231, 1.0]], ['2, k, 14', [-0.402995, -1.00156, 1.0]], ['2, k, 15', [-0.41346, -1.0739, 1.0]], ['2, k, 16', [-0.23487, -0.272749, 1.0]], ['2, k, 17', [-0.115697, -0.653736, 1.0]], ['2, k, 18', [0.0161059, -1.00833, 1.0]], ['2, k, 19', [0.0509387, -1.05965, 1.0]], ['2, k, 20', [-0.28554, 0.23268, 1.0]], ['2, k, 21', [-0.519598, -0.253418, 1.0]], ['2, k, 22', [-0.512644, -0.147503, 1.0]], ['2, k, 23', [-0.127758, -0.276569, 1.0]], ['2, k, 24', [-0.138471, -0.1614, 1.0]]]
[['2, k, 0', [-0.316567, -0.271561, 1.0]], ['2, k, 1', [-0.299144, 0.0200604, 1.0]], ['2, k, 2', [-0.281746, 0.303437, 1.0]], ['2, k, 3', [-0.286736, 0.436527, 1.0]], ['2, k, 4', [-0.470644, 0.237269, 1.0]], ['2, k, 5', [-0.629593, 0.106134, 1.0]], ['2, k, 6', [-0.558359, -0.112624, 1.0]], ['2, k, 7', [-0.519256, -0.170541, 1.0]], ['2, k, 8', [-0.124294, 0.204088, 1.0]], ['2, k, 9', [0.0481128, 0.0691962, 1.0]], ['2, k, 10', [-0.0561192, -0.140457, 1.0]], ['2, k, 11', [-0.106459, -0.171006, 1.0]], ['2, k, 12', [-0.391257, -0.262621, 1.0]], ['2, k, 13', [-0.418174, -0.640948, 1.0]], ['2, k, 14', [-0.400827, -1.00115, 1.0]], ['2, k, 15', [-0.413574, -1.07414, 1.0]], ['2, k, 16', [-0.233163, -0.27305, 1.0]], ['2, k, 17', [-0.115047, -0.655066, 1.0]], ['2, k, 18', [0.0160325, -1.0081, 1.0]], ['2, k, 19', [0.0511821, -1.05981, 1.0]], ['2, k, 20', [-0.285615, 0.233017, 1.0]], ['2, k, 21', [-0.510772, -0.252848, 1.0]], ['2, k, 22', [-0.496041, -0.132154, 1.0]], ['2, k, 23', [-0.123483, -0.274094, 1.0]], ['2, k, 24', [-0.131856, -0.163611, 1.0]]]
[['2, k, 0', [-0.31439, -0.2722, 1.0]], ['2, k, 1', [-0.298614, 0.020174, 1.0]], ['2, k, 2', [-0.281612, 0.304151, 1.0]], ['2, k, 3', [-0.287297, 0.437537, 1.0]], ['2, k, 4', [-0.470822, 0.236545, 1.0]], ['2, k, 5', [-0.630452, 0.101994, 1.0]], ['2, k, 6', [-0.556324, -0.115246, 1.0]], ['2, k, 7', [-0.518584, -0.173369, 1.0]], ['2, k, 8', [-0.12377, 0.205319, 1.0]], ['2, k, 9', [0.0480616, 0.0692839, 1.0]], ['2, k, 10', [-0.0552883, -0.140624, 1.0]], ['2, k, 11', [-0.103098, -0.169822, 1.0]], ['2, k, 12', [-0.389173, -0.263443, 1.0]], ['2, k, 13', [-0.416869, -0.640649, 1.0]], ['2, k, 14', [-0.399848, -1.00031, 1.0]], ['2, k, 15', [-0.413816, -1.07427, 1.0]], ['2, k, 16', [-0.230942, -0.273465, 1.0]], ['2, k, 17', [-0.117933, -0.648168, 1.0]], ['2, k, 18', [0.015404, -1.00782, 1.0]], ['2, k, 19', [0.0513933, -1.05967, 1.0]], ['2, k, 20', [-0.285558, 0.233475, 1.0]], ['2, k, 21', [-0.507853, -0.251999, 1.0]], ['2, k, 22', [-0.49969, -0.141284, 1.0]], ['2, k, 23', [-0.121266, -0.274479, 1.0]], ['2, k, 24', [-0.12933, -0.163703, 1.0]]]
[['2, k, 0', [-0.312159, -0.272789, 1.0]], ['2, k, 1', [-0.29809, 0.0201524, 1.0]], ['2, k, 2', [-0.28178, 0.304637, 1.0]], ['2, k, 3', [-0.28764, 0.438524, 1.0]], ['2, k, 4', [-0.470582, 0.235723, 1.0]], ['2, k, 5', [-0.6311, 0.0996257, 1.0]], ['2, k, 6', [-0.555603, -0.116358, 1.0]], ['2, k, 7', [-0.514, -0.17484, 1.0]], ['2, k, 8', [-0.123028, 0.206506, 1.0]], ['2, k, 9', [0.0484139, 0.0696419, 1.0]], ['2, k, 10', [-0.0540738, -0.140361, 1.0]], ['2, k, 11', [-0.09977, -0.168252, 1.0]], ['2, k, 12', [-0.386855, -0.264243, 1.0]], ['2, k, 13', [-0.415044, -0.640208, 1.0]], ['2, k, 14', [-0.39956, -1.0014, 1.0]], ['2, k, 15', [-0.415016, -1.07452, 1.0]], ['2, k, 16', [-0.22884, -0.273833, 1.0]], ['2, k, 17', [-0.115683, -0.652706, 1.0]], ['2, k, 18', [0.0126337, -1.00554, 1.0]], ['2, k, 19', [0.0513984, -1.05972, 1.0]], ['2, k, 20', [-0.285629, 0.233806, 1.0]], ['2, k, 21', [-0.505751, -0.253437, 1.0]], ['2, k, 22', [-0.496797, -0.145441, 1.0]], ['2, k, 23', [-0.116066, -0.272423, 1.0]], ['2, k, 24', [-0.12681, -0.165385, 1.0]]]
[['2, k, 0', [-0.309978, -0.2735, 1.0]], ['2, k, 1', [-0.297067, 0.0201475, 1.0]], ['2, k, 2', [-0.281278, 0.30526, 1.0]], ['2, k, 3', [-0.287477, 0.439363, 1.0]], ['2, k, 4', [-0.46983, 0.234503, 1.0]], ['2, k, 5', [-0.630357, 0.0980739, 1.0]], ['2, k, 6', [-0.555027, -0.117585, 1.0]], ['2, k, 7', [-0.512437, -0.183595, 1.0]], ['2, k, 8', [-0.121934, 0.206915, 1.0]], ['2, k, 9', [0.0499996, 0.0691937, 1.0]], ['2, k, 10', [-0.0508427, -0.14057, 1.0]], ['2, k, 11', [-0.0969502, -0.170476, 1.0]], ['2, k, 12', [-0.384848, -0.265161, 1.0]], ['2, k, 13', [-0.412272, -0.632156, 1.0]], ['2, k, 14', [-0.399477, -1.00139, 1.0]], ['2, k, 15', [-0.41496, -1.07447, 1.0]], ['2, k, 16', [-0.226517, -0.274272, 1.0]], ['2, k, 17', [-0.114308, -0.654024, 1.0]], ['2, k, 18', [0.0126423, -1.00552, 1.0]], ['2, k, 19', [0.0514151, -1.06038, 1.0]], ['2, k, 20', [-0.285258, 0.234245, 1.0]], ['2, k, 21', [-0.501212, -0.257348, 1.0]], ['2, k, 22', [-0.495983, -0.145804, 1.0]], ['2, k, 23', [-0.112824, -0.272974, 1.0]], ['2, k, 24', [-0.12568, -0.161624, 1.0]]]
[['2, k, 0', [-0.307538, -0.274086, 1.0]], ['2, k, 1', [-0.295587, 0.0198076, 1.0]], ['2, k, 2', [-0.279974, 0.305197, 1.0]], ['2, k, 3', [-0.286967, 0.438857, 1.0]], ['2, k, 4', [-0.468827, 0.233385, 1.0]], ['2, k, 5', [-0.628666, 0.0946704, 1.0]], ['2, k, 6', [-0.554094, -0.120067, 1.0]], ['2, k, 7', [-0.509288, -0.181073, 1.0]], ['2, k, 8', [-0.120206, 0.207355, 1.0]], ['2, k, 9', [0.0509637, 0.0683307, 1.0]], ['2, k, 10', [-0.0443269, -0.142025, 1.0]], ['2, k, 11', [-0.0959488, -0.176797, 1.0]], ['2, k, 12', [-0.382378, -0.266001, 1.0]], ['2, k, 13', [-0.410429, -0.629054, 1.0]], ['2, k, 14', [-0.396844, -1.00065, 1.0]], ['2, k, 15', [-0.415013, -1.07427, 1.0]], ['2, k, 16', [-0.224162, -0.274598, 1.0]], ['2, k, 17', [-0.112324, -0.65626, 1.0]], ['2, k, 18', [0.012881, -1.00538, 1.0]], ['2, k, 19', [0.0517353, -1.06053, 1.0]], ['2, k, 20', [-0.284193, 0.23428, 1.0]], ['2, k, 21', [-0.497607, -0.259458, 1.0]], ['2, k, 22', [-0.494485, -0.145781, 1.0]], ['2, k, 23', [-0.113171, -0.272699, 1.0]], ['2, k, 24', [-0.125423, -0.16277, 1.0]]]
[['2, k, 0', [-0.304524, -0.27506, 1.0]], ['2, k, 1', [-0.292988, 0.0188586, 1.0]], ['2, k, 2', [-0.278298, 0.30458, 1.0]], ['2, k, 3', [-0.28588, 0.439049, 1.0]], ['2, k, 4', [-0.46709, 0.231622, 1.0]], ['2, k, 5', [-0.628625, 0.0889318, 1.0]], ['2, k, 6', [-0.531575, -0.102132, 1.0]], ['2, k, 7', [-0.480304, -0.160796, 1.0]], ['2, k, 8', [-0.118268, 0.207656, 1.0]], ['2, k, 9', [0.0520283, 0.0676848, 1.0]], ['2, k, 10', [-0.0419961, -0.14225, 1.0]], ['2, k, 11', [-0.0911639, -0.175986, 1.0]], ['2, k, 12', [-0.379451, -0.267002, 1.0]], ['2, k, 13', [-0.409142, -0.628498, 1.0]], ['2, k, 14', [-0.396451, -1.00204, 1.0]], ['2, k, 15', [-0.414253, -1.07464, 1.0]], ['2, k, 16', [-0.22113, -0.275494, 1.0]], ['2, k, 17', [-0.109624, -0.659129, 1.0]], ['2, k, 18', [0.0136065, -1.00665, 1.0]], ['2, k, 19', [0.051758, -1.06319, 1.0]], ['2, k, 20', [-0.282597, 0.233815, 1.0]], ['2, k, 21', [-0.452086, -0.227425, 1.0]], ['2, k, 22', [-0.445347, -0.104723, 1.0]], ['2, k, 23', [-0.108884, -0.272923, 1.0]], ['2, k, 24', [-0.121405, -0.162091, 1.0]]]
[['2, k, 0', [-0.301705, -0.275589, 1.0]], ['2, k, 1', [-0.29051, 0.0186677, 1.0]], ['2, k, 2', [-0.275715, 0.304823, 1.0]], ['2, k, 3', [-0.284394, 0.439911, 1.0]], ['2, k, 4', [-0.46459, 0.229493, 1.0]], ['2, k, 5', [-0.622026, 0.08477, 1.0]], ['2, k, 6', [-0.529259, -0.109126, 1.0]], ['2, k, 7', [-0.475755, -0.165228, 1.0]], ['2, k, 8', [-0.115983, 0.207688, 1.0]], ['2, k, 9', [0.0548183, 0.0646133, 1.0]], ['2, k, 10', [-0.0263253, -0.149545, 1.0]], ['2, k, 11', [-0.0841332, -0.186091, 1.0]], ['2, k, 12', [-0.376815, -0.267875, 1.0]], ['2, k, 13', [-0.405847, -0.632942, 1.0]], ['2, k, 14', [-0.396328, -1.0007, 1.0]], ['2, k, 15', [-0.412791, -1.07126, 1.0]], ['2, k, 16', [-0.21816, -0.275599, 1.0]], ['2, k, 17', [-0.108326, -0.659671, 1.0]], ['2, k, 18', [0.0100591, -1.00866, 1.0]], ['2, k, 19', [0.0517589, -1.06323, 1.0]], ['2, k, 20', [-0.280136, 0.234025, 1.0]], ['2, k, 21', [-0.450056, -0.234335, 1.0]], ['2, k, 22', [-0.439291, -0.112353, 1.0]], ['2, k, 23', [-0.103095, -0.283795, 1.0]], ['2, k, 24', [-0.109325, -0.170745, 1.0]]]
[['2, k, 0', [-0.298006, -0.276637, 1.0]], ['2, k, 1', [-0.287347, 0.0179954, 1.0]], ['2, k, 2', [-0.272799, 0.304462, 1.0]], ['2, k, 3', [-0.281525, 0.43994, 1.0]], ['2, k, 4', [-0.46168, 0.227722, 1.0]], ['2, k, 5', [-0.609351, 0.0806445, 1.0]], ['2, k, 6', [-0.526731, -0.121417, 1.0]], ['2, k, 7', [-0.477453, -0.181992, 1.0]], ['2, k, 8', [-0.111996, 0.207529, 1.0]], ['2, k, 9', [0.0565083, 0.0624636, 1.0]], ['2, k, 10', [-0.027378, -0.149081, 1.0]], ['2, k, 11', [-0.0826402, -0.187554, 1.0]], ['2, k, 12', [-0.373044, -0.26923, 1.0]], ['2, k, 13', [-0.404267, -0.631964, 1.0]], ['2, k, 14', [-0.395497, -1.00131, 1.0]], ['2, k, 15', [-0.41245, -1.07247, 1.0]], ['2, k, 16', [-0.214632, -0.276306, 1.0]], ['2, k, 17', [-0.106326, -0.654364, 1.0]], ['2, k, 18', [0.00650345, -1.008, 1.0]], ['2, k, 19', [0.0511108, -1.06097, 1.0]], ['2, k, 20', [-0.277219, 0.233692, 1.0]], ['2, k, 21', [-0.455058, -0.246671, 1.0]], ['2, k, 22', [-0.451065, -0.128986, 1.0]], ['2, k, 23', [-0.102695, -0.282683, 1.0]], ['2, k, 24', [-0.111037, -0.165212, 1.0]]]
[['2, k, 0', [-0.29492, -0.277283, 1.0]], ['2, k, 1', [-0.283986, 0.0174774, 1.0]], ['2, k, 2', [-0.26958, 0.304205, 1.0]], ['2, k, 3', [-0.278784, 0.440072, 1.0]], ['2, k, 4', [-0.458397, 0.226294, 1.0]], ['2, k, 5', [-0.608888, 0.0801135, 1.0]], ['2, k, 6', [-0.527757, -0.119868, 1.0]], ['2, k, 7', [-0.474679, -0.183497, 1.0]], ['2, k, 8', [-0.107893, 0.206829, 1.0]], ['2, k, 9', [0.0598738, 0.0610665, 1.0]], ['2, k, 10', [-0.0260734, -0.149319, 1.0]], ['2, k, 11', [-0.0783283, -0.18778, 1.0]], ['2, k, 12', [-0.369844, -0.270402, 1.0]], ['2, k, 13', [-0.402689, -0.633348, 1.0]], ['2, k, 14', [-0.394796, -1.00146, 1.0]], ['2, k, 15', [-0.413152, -1.07334, 1.0]], ['2, k, 16', [-0.211713, -0.27644, 1.0]], ['2, k, 17', [-0.105791, -0.653576, 1.0]], ['2, k, 18', [0.00677544, -1.00748, 1.0]], ['2, k, 19', [0.0511354, -1.06098, 1.0]], ['2, k, 20', [-0.27391, 0.233433, 1.0]], ['2, k, 21', [-0.454314, -0.246583, 1.0]], ['2, k, 22', [-0.450516, -0.127913, 1.0]], ['2, k, 23', [-0.0982034, -0.28059, 1.0]], ['2, k, 24', [-0.104698, -0.16624, 1.0]]]
[['2, k, 0', [-0.291817, -0.277648, 1.0]], ['2, k, 1', [-0.280489, 0.0172415, 1.0]], ['2, k, 2', [-0.265696, 0.304216, 1.0]], ['2, k, 3', [-0.275551, 0.440009, 1.0]], ['2, k, 4', [-0.454425, 0.225005, 1.0]], ['2, k, 5', [-0.600955, 0.0783523, 1.0]], ['2, k, 6', [-0.52575, -0.126356, 1.0]], ['2, k, 7', [-0.475704, -0.189633, 1.0]], ['2, k, 8', [-0.104449, 0.206386, 1.0]], ['2, k, 9', [0.0645888, 0.0593516, 1.0]], ['2, k, 10', [-0.0233107, -0.149555, 1.0]], ['2, k, 11', [-0.0743062, -0.185345, 1.0]], ['2, k, 12', [-0.36656, -0.271139, 1.0]], ['2, k, 13', [-0.399814, -0.631333, 1.0]], ['2, k, 14', [-0.393838, -1.00427, 1.0]], ['2, k, 15', [-0.413143, -1.0737, 1.0]], ['2, k, 16', [-0.208864, -0.276429, 1.0]], ['2, k, 17', [-0.102996, -0.65339, 1.0]], ['2, k, 18', [0.00693104, -1.00694, 1.0]], ['2, k, 19', [0.0510619, -1.06046, 1.0]], ['2, k, 20', [-0.270053, 0.233421, 1.0]], ['2, k, 21', [-0.457869, -0.255772, 1.0]], ['2, k, 22', [-0.451924, -0.135931, 1.0]], ['2, k, 23', [-0.0951544, -0.280483, 1.0]], ['2, k, 24', [-0.102624, -0.162146, 1.0]]]
[['2, k, 0', [-0.286645, -0.278068, 1.0]], ['2, k, 1', [-0.275389, 0.0169425, 1.0]], ['2, k, 2', [-0.261262, 0.30415, 1.0]], ['2, k, 3', [-0.27073, 0.440018, 1.0]], ['2, k, 4', [-0.450112, 0.223752, 1.0]], ['2, k, 5', [-0.598715, 0.0770765, 1.0]], ['2, k, 6', [-0.521106, -0.1253, 1.0]], ['2, k, 7', [-0.470424, -0.190875, 1.0]], ['2, k, 8', [-0.0988246, 0.206057, 1.0]], ['2, k, 9', [0.068407, 0.0584657, 1.0]], ['2, k, 10', [-0.0209961, -0.149564, 1.0]], ['2, k, 11', [-0.0704422, -0.185747, 1.0]], ['2, k, 12', [-0.361235, -0.271944, 1.0]], ['2, k, 13', [-0.397257, -0.633837, 1.0]], ['2, k, 14', [-0.393351, -1.00428, 1.0]], ['2, k, 15', [-0.413741, -1.07521, 1.0]], ['2, k, 16', [-0.203978, -0.27646, 1.0]], ['2, k, 17', [-0.100435, -0.652863, 1.0]], ['2, k, 18', [0.00691997, -1.00678, 1.0]], ['2, k, 19', [0.0511403, -1.06035, 1.0]], ['2, k, 20', [-0.265349, 0.233333, 1.0]], ['2, k, 21', [-0.454988, -0.257608, 1.0]], ['2, k, 22', [-0.452633, -0.139143, 1.0]], ['2, k, 23', [-0.0931474, -0.281653, 1.0]], ['2, k, 24', [-0.101028, -0.163502, 1.0]]]
[['2, k, 0', [-0.281784, -0.278383, 1.0]], ['2, k, 1', [-0.270831, 0.0168912, 1.0]], ['2, k, 2', [-0.256943, 0.304402, 1.0]], ['2, k, 3', [-0.266213, 0.440677, 1.0]], ['2, k, 4', [-0.446373, 0.223137, 1.0]], ['2, k, 5', [-0.594801, 0.0733408, 1.0]], ['2, k, 6', [-0.518235, -0.127188, 1.0]], ['2, k, 7', [-0.463795, -0.189765, 1.0]], ['2, k, 8', [-0.0941241, 0.205937, 1.0]], ['2, k, 9', [0.0748017, 0.0573253, 1.0]], ['2, k, 10', [-0.0142117, -0.150837, 1.0]], ['2, k, 11', [-0.0633086, -0.184091, 1.0]], ['2, k, 12', [-0.356844, -0.272448, 1.0]], ['2, k, 13', [-0.394423, -0.633424, 1.0]], ['2, k, 14', [-0.392587, -1.00435, 1.0]], ['2, k, 15', [-0.413756, -1.0753, 1.0]], ['2, k, 16', [-0.198734, -0.276506, 1.0]], ['2, k, 17', [-0.0970823, -0.653038, 1.0]], ['2, k, 18', [0.00818392, -1.00656, 1.0]], ['2, k, 19', [0.0519374, -1.06081, 1.0]], ['2, k, 20', [-0.260943, 0.23353, 1.0]], ['2, k, 21', [-0.444802, -0.255713, 1.0]], ['2, k, 22', [-0.441482, -0.136179, 1.0]], ['2, k, 23', [-0.0825726, -0.280962, 1.0]], ['2, k, 24', [-0.0927397, -0.16504, 1.0]]]
[['2, k, 0', [-0.277067, -0.278739, 1.0]], ['2, k, 1', [-0.266121, 0.0166628, 1.0]], ['2, k, 2', [-0.252174, 0.304347, 1.0]], ['2, k, 3', [-0.26053, 0.439813, 1.0]], ['2, k, 4', [-0.440759, 0.222656, 1.0]], ['2, k, 5', [-0.592288, 0.0706846, 1.0]], ['2, k, 6', [-0.517903, -0.120745, 1.0]], ['2, k, 7', [-0.457185, -0.181445, 1.0]], ['2, k, 8', [-0.089478, 0.205441, 1.0]], ['2, k, 9', [0.0801318, 0.0569788, 1.0]], ['2, k, 10', [-0.00796688, -0.151095, 1.0]], ['2, k, 11', [-0.0585773, -0.183557, 1.0]], ['2, k, 12', [-0.351494, -0.273056, 1.0]], ['2, k, 13', [-0.39254, -0.632969, 1.0]], ['2, k, 14', [-0.391951, -1.0044, 1.0]], ['2, k, 15', [-0.413358, -1.07529, 1.0]], ['2, k, 16', [-0.194768, -0.276633, 1.0]], ['2, k, 17', [-0.0938392, -0.647113, 1.0]], ['2, k, 18', [0.00839947, -1.00716, 1.0]], ['2, k, 19', [0.0518252, -1.06085, 1.0]], ['2, k, 20', [-0.256122, 0.233447, 1.0]], ['2, k, 21', [-0.43519, -0.247523, 1.0]], ['2, k, 22', [-0.432632, -0.125286, 1.0]], ['2, k, 23', [-0.0787296, -0.280903, 1.0]], ['2, k, 24', [-0.0882696, -0.164672, 1.0]]]
[['2, k, 0', [-0.272471, -0.278738, 1.0]], ['2, k, 1', [-0.260857, 0.0164515, 1.0]], ['2, k, 2', [-0.247027, 0.303991, 1.0]], ['2, k, 3', [-0.255029, 0.439847, 1.0]], ['2, k, 4', [-0.435483, 0.222058, 1.0]], ['2, k, 5', [-0.58676, 0.0685343, 1.0]], ['2, k, 6', [-0.515441, -0.124372, 1.0]], ['2, k, 7', [-0.450192, -0.180889, 1.0]], ['2, k, 8', [-0.0833814, 0.205648, 1.0]], ['2, k, 9', [0.0839291, 0.056631, 1.0]], ['2, k, 10', [-0.00272439, -0.151326, 1.0]], ['2, k, 11', [-0.053898, -0.186715, 1.0]], ['2, k, 12', [-0.347034, -0.273061, 1.0]], ['2, k, 13', [-0.390847, -0.632443, 1.0]], ['2, k, 14', [-0.391467, -1.00449, 1.0]], ['2, k, 15', [-0.413479, -1.07544, 1.0]], ['2, k, 16', [-0.190211, -0.27661, 1.0]], ['2, k, 17', [-0.0910888, -0.646845, 1.0]], ['2, k, 18', [0.00759846, -1.00526, 1.0]], ['2, k, 19', [0.0523906, -1.0615, 1.0]], ['2, k, 20', [-0.250837, 0.233138, 1.0]], ['2, k, 21', [-0.433265, -0.245368, 1.0]], ['2, k, 22', [-0.425829, -0.129041, 1.0]], ['2, k, 23', [-0.0733386, -0.280936, 1.0]], ['2, k, 24', [-0.082056, -0.165936, 1.0]]]
