[['2, k, 0', [0.01491256, -0.07093938, 1.0]], ['2, k, 1', [0.01189049, 0.2028411, 1.0]], ['2, k, 2', [0.007518487, 0.4673678, 1.0]], ['2, k, 3', [0.00857088, 0.6159448, 1.0]], ['2, k, 4', [-0.1667252, 0.3921085, 1.0]], ['2, k, 5', [-0.2267997, 0.1475704, 1.0]], ['2, k, 6', [-0.3239329, 0.0100589, 1.0]], ['2, k, 7', [-0.340615, 0.002032284, 1.0]], ['2, k, 8', [0.1934703, 0.3729871, 1.0]], ['2, k, 9', [0.2572795, 0.1527962, 1.0]], ['2, k, 10', [0.2569507, -0.04073846, 1.0]], ['2, k, 11', [0.2397456, -0.05718161, 1.0]], ['2, k, 12', [-0.06443043, -0.07009956, 1.0]], ['2, k, 13', [-0.1041302, -0.1937073, 1.0]], ['2, k, 14', [-0.07925976, -0.5941382, 1.0]], ['2, k, 15', [-0.07699831, -0.6540937, 1.0]], ['2, k, 16', [0.09366109, -0.06961291, 1.0]], ['2, k, 17', [0.1691891, -0.2036318, 1.0]], ['2, k, 18', [0.1192845, -0.578116, 1.0]], ['2, k, 19', [0.102476, -0.6468322, 1.0]], ['2, k, 20', [0.008708518, 0.4026752, 1.0]], ['2, k, 21', [-0.3713655, -0.0299643, 1.0]], ['2, k, 22', [-0.3749356, 0.04996834, 1.0]], ['2, k, 23', [0.2696715, -0.06613196, 1.0]], ['2, k, 24', [0.272692, -0.01165043, 1.0]]]
[['2, k, 0', [0.0167086, -0.07441308, 1.0]], ['2, k, 1', [0.009279424, 0.2002053, 1.0]], ['2, k, 2', [0.004223983, 0.4655684, 1.0]], ['2, k, 3', [0.001592551, 0.6146268, 1.0]], ['2, k, 4', [-0.1674907, 0.3874243, 1.0]], ['2, k, 5', [-0.2102753, 0.1317376, 1.0]], ['2, k, 6', [-0.2497008, 0.1438642, 1.0]], ['2, k, 7', [-0.2749021, 0.1791314, 1.0]], ['2, k, 8', [0.1905787, 0.3738743, 1.0]], ['2, k, 9', [0.2632419, 0.1474287, 1.0]], ['2, k, 10', [0.2574956, -0.04559585, 1.0]], ['2, k, 11', [0.2386006, -0.0608753, 1.0]], ['2, k, 12', [-0.06422983, -0.07457146, 1.0]], ['2, k, 13', [-0.1039527, -0.1945757, 1.0]], ['2, k, 14', [-0.08153959, -0.5912157, 1.0]], ['2, k, 15', [-0.07649627, -0.6543648, 1.0]], ['2, k, 16', [0.09715839, -0.07187228, 1.0]], ['2, k, 17', [0.1688231, -0.2059773, 1.0]], ['2, k, 18', [0.1174802, -0.5810292, 1.0]], ['2, k, 19', [0.1048789, -0.6479037, 1.0]], ['2, k, 20', [0.005590222, 0.4007089, 1.0]], ['2, k, 21', [-0.2715074, 0.1840266, 1.0]], ['2, k, 22', [-0.3192339, 0.221024, 1.0]], ['2, k, 23', [0.2341193, -0.1314383, 1.0]], ['2, k, 24', [0.2669415, -0.03395163, 1.0]]]
[['2, k, 0', [0.0178999, -0.07341598, 1.0]], ['2, k, 1', [0.00977746, 0.2005033, 1.0]], ['2, k, 2', [0.004239317, 0.4655674, 1.0]], ['2, k, 3', [0.001562866, 0.6146136, 1.0]], ['2, k, 4', [-0.1688351, 0.3829361, 1.0]], ['2, k, 5', [-0.2108964, 0.1311247, 1.0]], ['2, k, 6', [-0.2520634, 0.1545459, 1.0]], ['2, k, 7', [-0.2699833, 0.1957356, 1.0]], ['2, k, 8', [0.1905571, 0.3739187, 1.0]], ['2, k, 9', [0.2631731, 0.1472935, 1.0]], ['2, k, 10', [0.2576244, -0.04548459, 1.0]], ['2, k, 11', [0.2360218, -0.06038447, 1.0]], ['2, k, 12', [-0.06388505, -0.07430782, 1.0]], ['2, k, 13', [-0.1041279, -0.19364, 1.0]], ['2, k, 14', [-0.0815376, -0.5908791, 1.0]], ['2, k, 15', [-0.0765938, -0.6540057, 1.0]], ['2, k, 16', [0.09966595, -0.06971564, 1.0]], ['2, k, 17', [0.1689121, -0.2056443, 1.0]], ['2, k, 18', [0.1172602, -0.581419, 1.0]], ['2, k, 19', [0.104934, -0.6479295, 1.0]], ['2, k, 20', [0.005655376, 0.4007313, 1.0]], ['2, k, 21', [-0.2688437, 0.2055099, 1.0]], ['2, k, 22', [-0.3136273, 0.2404637, 1.0]], ['2, k, 23', [0.2350466, -0.1310404, 1.0]], ['2, k, 24', [0.2655075, -0.03708944, 1.0]]]
[['2, k, 0', [0.01787785, -0.07240665, 1.0]], ['2, k, 1', [0.009830954, 0.2007279, 1.0]], ['2, k, 2', [0.004221759, 0.4655557, 1.0]], ['2, k, 3', [0.001496649, 0.6145864, 1.0]], ['2, k, 4', [-0.1686278, 0.3842846, 1.0]], ['2, k, 5', [-0.2107387, 0.1291752, 1.0]], ['2, k, 6', [-0.2524241, 0.1669663, 1.0]], ['2, k, 7', [-0.2659291, 0.2166977, 1.0]], ['2, k, 8', [0.1905715, 0.3738973, 1.0]], ['2, k, 9', [0.2630289, 0.1475515, 1.0]], ['2, k, 10', [0.2576206, -0.04532798, 1.0]], ['2, k, 11', [0.2361579, -0.06127971, 1.0]], ['2, k, 12', [-0.06414253, -0.07310491, 1.0]], ['2, k, 13', [-0.1039705, -0.1939074, 1.0]], ['2, k, 14', [-0.08154182, -0.5908889, 1.0]], ['2, k, 15', [-0.07661074, -0.6536806, 1.0]], ['2, k, 16', [0.09975681, -0.06901598, 1.0]], ['2, k, 17', [0.1688774, -0.2057016, 1.0]], ['2, k, 18', [0.1173413, -0.5812587, 1.0]], ['2, k, 19', [0.1049534, -0.647877, 1.0]], ['2, k, 20', [0.005647474, 0.4007346, 1.0]], ['2, k, 21', [-0.2779083, 0.2417701, 1.0]], ['2, k, 22', [-0.3111776, 0.2619146, 1.0]], ['2, k, 23', [0.2333554, -0.1319201, 1.0]], ['2, k, 24', [0.2666777, -0.03455105, 1.0]]]
[['2, k, 0', [0.01771725, -0.07216369, 1.0]], ['2, k, 1', [0.009900055, 0.2008287, 1.0]], ['2, k, 2', [0.004311443, 0.4655406, 1.0]], ['2, k, 3', [0.001475131, 0.6145583, 1.0]], ['2, k, 4', [-0.1685558, 0.3856493, 1.0]], ['2, k, 5', [-0.2103656, 0.127931, 1.0]], ['2, k, 6', [-0.2475877, 0.1821681, 1.0]], ['2, k, 7', [-0.2613871, 0.2345983, 1.0]], ['2, k, 8', [0.1906132, 0.3739031, 1.0]], ['2, k, 9', [0.263083, 0.1475864, 1.0]], ['2, k, 10', [0.2579027, -0.04709149, 1.0]], ['2, k, 11', [0.2365103, -0.06042002, 1.0]], ['2, k, 12', [-0.06423766, -0.07282115, 1.0]], ['2, k, 13', [-0.1040883, -0.1936696, 1.0]], ['2, k, 14', [-0.08161343, -0.5908899, 1.0]], ['2, k, 15', [-0.07663441, -0.6537722, 1.0]], ['2, k, 16', [0.09949502, -0.06885896, 1.0]], ['2, k, 17', [0.1689088, -0.2055921, 1.0]], ['2, k, 18', [0.1173371, -0.5812536, 1.0]], ['2, k, 19', [0.1053609, -0.6477937, 1.0]], ['2, k, 20', [0.00572262, 0.4007381, 1.0]], ['2, k, 21', [-0.2558414, 0.2476936, 1.0]], ['2, k, 22', [-0.309056, 0.2759412, 1.0]], ['2, k, 23', [0.2354079, -0.131244, 1.0]], ['2, k, 24', [0.2681443, -0.02675868, 1.0]]]
[['2, k, 0', [0.01761363, -0.072031, 1.0]], ['2, k, 1', [0.009969793, 0.200909, 1.0]], ['2, k, 2', [0.004455509, 0.4655539, 1.0]], ['2, k, 3', [0.001472914, 0.6145324, 1.0]], ['2, k, 4', [-0.1683686, 0.3868063, 1.0]], ['2, k, 5', [-0.2106284, 0.1261145, 1.0]], ['2, k, 6', [-0.2448549, 0.1922893, 1.0]], ['2, k, 7', [-0.2575735, 0.2537206, 1.0]], ['2, k, 8', [0.1906156, 0.3738956, 1.0]], ['2, k, 9', [0.2629179, 0.1477177, 1.0]], ['2, k, 10', [0.2561203, -0.04539087, 1.0]], ['2, k, 11', [0.2351336, -0.06132691, 1.0]], ['2, k, 12', [-0.06433661, -0.07262862, 1.0]], ['2, k, 13', [-0.1041403, -0.1937881, 1.0]], ['2, k, 14', [-0.081382, -0.5910043, 1.0]], ['2, k, 15', [-0.07672789, -0.6537291, 1.0]], ['2, k, 16', [0.09936523, -0.06879096, 1.0]], ['2, k, 17', [0.1689191, -0.2056216, 1.0]], ['2, k, 18', [0.1175318, -0.5811805, 1.0]], ['2, k, 19', [0.105121, -0.6478387, 1.0]], ['2, k, 20', [0.005834624, 0.4007612, 1.0]], ['2, k, 21', [-0.2523639, 0.2679439, 1.0]], ['2, k, 22', [-0.3060716, 0.2877657, 1.0]], ['2, k, 23', [0.2347605, -0.1263346, 1.0]], ['2, k, 24', [0.2675396, -0.02962689, 1.0]]]
[['2, k, 0', [0.01868598, -0.07154059, 1.0]], ['2, k, 1', [0.01041005, 0.2011967, 1.0]], ['2, k, 2', [0.004466241, 0.4655999, 1.0]], ['2, k, 3', [0.001503926, 0.6145297, 1.0]], ['2, k, 4', [-0.1682244, 0.3873604, 1.0]], ['2, k, 5', [-0.2106893, 0.1226761, 1.0]], ['2, k, 6', [-0.2315938, 0.2075471, 1.0]], ['2, k, 7', [-0.2524945, 0.2710356, 1.0]], ['2, k, 8', [0.1906409, 0.3738765, 1.0]], ['2, k, 9', [0.2627212, 0.1479151, 1.0]], ['2, k, 10', [0.256731, -0.04457559, 1.0]], ['2, k, 11', [0.2358508, -0.05989259, 1.0]], ['2, k, 12', [-0.06284536, -0.07227004, 1.0]], ['2, k, 13', [-0.1044616, -0.1931601, 1.0]], ['2, k, 14', [-0.08139409, -0.5907252, 1.0]], ['2, k, 15', [-0.07677286, -0.6535333, 1.0]], ['2, k, 16', [0.09995739, -0.06827629, 1.0]], ['2, k, 17', [0.1689816, -0.2054784, 1.0]], ['2, k, 18', [0.1176319, -0.581086, 1.0]], ['2, k, 19', [0.1051081, -0.6478291, 1.0]], ['2, k, 20', [0.005887076, 0.4008338, 1.0]], ['2, k, 21', [-0.2460779, 0.2849531, 1.0]], ['2, k, 22', [-0.3022866, 0.3047183, 1.0]], ['2, k, 23', [0.234042, -0.1275202, 1.0]], ['2, k, 24', [0.2654087, -0.03774182, 1.0]]]
[['2, k, 0', [0.01865323, -0.07113588, 1.0]], ['2, k, 1', [0.01048863, 0.2012954, 1.0]], ['2, k, 2', [0.004510865, 0.4655664, 1.0]], ['2, k, 3', [0.001562971, 0.6145077, 1.0]], ['2, k, 4', [-0.1680203, 0.3879331, 1.0]], ['2, k, 5', [-0.2107914, 0.1210629, 1.0]], ['2, k, 6', [-0.2330718, 0.214146, 1.0]], ['2, k, 7', [-0.247359, 0.2853839, 1.0]], ['2, k, 8', [0.1907108, 0.3738264, 1.0]], ['2, k, 9', [0.2628416, 0.1481862, 1.0]], ['2, k, 10', [0.257057, -0.04398447, 1.0]], ['2, k, 11', [0.2364707, -0.05007951, 1.0]], ['2, k, 12', [-0.06290219, -0.0718098, 1.0]], ['2, k, 13', [-0.104478, -0.1931638, 1.0]], ['2, k, 14', [-0.08154549, -0.5905617, 1.0]], ['2, k, 15', [-0.07777564, -0.6550348, 1.0]], ['2, k, 16', [0.09991781, -0.06797596, 1.0]], ['2, k, 17', [0.1690094, -0.2055637, 1.0]], ['2, k, 18', [0.1177577, -0.5810498, 1.0]], ['2, k, 19', [0.1051938, -0.6477985, 1.0]], ['2, k, 20', [0.005924984, 0.4008264, 1.0]], ['2, k, 21', [-0.2408293, 0.3048794, 1.0]], ['2, k, 22', [-0.2985122, 0.3211831, 1.0]], ['2, k, 23', [0.2677668, -0.04896357, 1.0]], ['2, k, 24', [0.2784638, 0.04059627, 1.0]]]
[['2, k, 0', [0.01865914, -0.07169227, 1.0]], ['2, k, 1', [0.01063522, 0.2011365, 1.0]], ['2, k, 2', [0.004590639, 0.46551, 1.0]], ['2, k, 3', [0.001595216, 0.6144902, 1.0]], ['2, k, 4', [-0.1676553, 0.3884023, 1.0]], ['2, k, 5', [-0.1995599, 0.1267646, 1.0]], ['2, k, 6', [-0.2313157, 0.2214466, 1.0]], ['2, k, 7', [-0.2420545, 0.3001645, 1.0]], ['2, k, 8', [0.1908297, 0.3737095, 1.0]], ['2, k, 9', [0.262861, 0.1481991, 1.0]], ['2, k, 10', [0.2553324, -0.04294128, 1.0]], ['2, k, 11', [0.2355871, -0.05305803, 1.0]], ['2, k, 12', [-0.06264338, -0.07218441, 1.0]], ['2, k, 13', [-0.1045712, -0.1926258, 1.0]], ['2, k, 14', [-0.08160319, -0.5908502, 1.0]], ['2, k, 15', [-0.07834717, -0.6535615, 1.0]], ['2, k, 16', [0.09953059, -0.06884634, 1.0]], ['2, k, 17', [0.1690435, -0.205418, 1.0]], ['2, k, 18', [0.1179647, -0.5809132, 1.0]], ['2, k, 19', [0.1050792, -0.6478067, 1.0]], ['2, k, 20', [0.006017489, 0.4007505, 1.0]], ['2, k, 21', [-0.2587763, 0.329826, 1.0]], ['2, k, 22', [-0.2913652, 0.3281368, 1.0]], ['2, k, 23', [0.2492508, -0.09342374, 1.0]], ['2, k, 24', [0.2668916, -0.03034227, 1.0]]]
[['2, k, 0', [0.01926102, -0.07165892, 1.0]], ['2, k, 1', [0.01085578, 0.201148, 1.0]], ['2, k, 2', [0.004578228, 0.4654952, 1.0]], ['2, k, 3', [0.001685351, 0.6144539, 1.0]], ['2, k, 4', [-0.1671606, 0.3888969, 1.0]], ['2, k, 5', [-0.2098035, 0.1091683, 1.0]], ['2, k, 6', [-0.2281291, 0.2398371, 1.0]], ['2, k, 7', [-0.2369619, 0.3141254, 1.0]], ['2, k, 8', [0.1909232, 0.3738219, 1.0]], ['2, k, 9', [0.2632182, 0.1487584, 1.0]], ['2, k, 10', [0.2555774, -0.04417727, 1.0]], ['2, k, 11', [0.236397, -0.05388166, 1.0]], ['2, k, 12', [-0.06187903, -0.07219611, 1.0]], ['2, k, 13', [-0.1045812, -0.1926869, 1.0]], ['2, k, 14', [-0.08167519, -0.5909932, 1.0]], ['2, k, 15', [-0.07839914, -0.6534776, 1.0]], ['2, k, 16', [0.0999827, -0.0687873, 1.0]], ['2, k, 17', [0.1690589, -0.2053878, 1.0]], ['2, k, 18', [0.1180516, -0.5809141, 1.0]], ['2, k, 19', [0.1053992, -0.6474847, 1.0]], ['2, k, 20', [0.00602463, 0.4007411, 1.0]], ['2, k, 21', [-0.2322748, 0.3380009, 1.0]], ['2, k, 22', [-0.2881404, 0.3385815, 1.0]], ['2, k, 23', [0.2563607, -0.1065091, 1.0]], ['2, k, 24', [0.2683072, -0.02647613, 1.0]]]
[['2, k, 0', [0.01768241, -0.07168395, 1.0]], ['2, k, 1', [0.01052285, 0.2011035, 1.0]], ['2, k, 2', [0.004512866, 0.465407, 1.0]], ['2, k, 3', [0.001784508, 0.6144313, 1.0]], ['2, k, 4', [-0.1665593, 0.3893045, 1.0]], ['2, k, 5', [-0.2014655, 0.1308403, 1.0]], ['2, k, 6', [-0.2261022, 0.2465412, 1.0]], ['2, k, 7', [-0.2343138, 0.3245085, 1.0]], ['2, k, 8', [0.1909405, 0.3738264, 1.0]], ['2, k, 9', [0.2631805, 0.1487532, 1.0]], ['2, k, 10', [0.2560064, -0.04363761, 1.0]], ['2, k, 11', [0.2361038, -0.05179645, 1.0]], ['2, k, 12', [-0.06333788, -0.07199932, 1.0]], ['2, k, 13', [-0.1046049, -0.1927928, 1.0]], ['2, k, 14', [-0.08195598, -0.5911533, 1.0]], ['2, k, 15', [-0.07837369, -0.653518, 1.0]], ['2, k, 16', [0.09823609, -0.06906665, 1.0]], ['2, k, 17', [0.1691273, -0.2052712, 1.0]], ['2, k, 18', [0.1176693, -0.5815873, 1.0]], ['2, k, 19', [0.1053574, -0.6474836, 1.0]], ['2, k, 20', [0.005925296, 0.4006607, 1.0]], ['2, k, 21', [-0.2269665, 0.3498041, 1.0]], ['2, k, 22', [-0.2834328, 0.3514582, 1.0]], ['2, k, 23', [0.2699642, -0.05832687, 1.0]], ['2, k, 24', [0.2830839, 0.005425106, 1.0]]]
[['2, k, 0', [0.01783772, -0.07140356, 1.0]], ['2, k, 1', [0.01053892, 0.2012051, 1.0]], ['2, k, 2', [0.004400922, 0.4654005, 1.0]], ['2, k, 3', [0.001883114, 0.614455, 1.0]], ['2, k, 4', [-0.1656793, 0.3900531, 1.0]], ['2, k, 5', [-0.205263, 0.1334155, 1.0]], ['2, k, 6', [-0.2238749, 0.2545152, 1.0]], ['2, k, 7', [-0.2312901, 0.3382589, 1.0]], ['2, k, 8', [0.1909633, 0.3738341, 1.0]], ['2, k, 9', [0.2631569, 0.148737, 1.0]], ['2, k, 10', [0.2562107, -0.04362995, 1.0]], ['2, k, 11', [0.2372938, -0.04969223, 1.0]], ['2, k, 12', [-0.06331272, -0.07176431, 1.0]], ['2, k, 13', [-0.1046668, -0.192983, 1.0]], ['2, k, 14', [-0.08178106, -0.592349, 1.0]], ['2, k, 15', [-0.07849025, -0.65363, 1.0]], ['2, k, 16', [0.09855667, -0.06872033, 1.0]], ['2, k, 17', [0.1691957, -0.2051113, 1.0]], ['2, k, 18', [0.1177703, -0.581579, 1.0]], ['2, k, 19', [0.105329, -0.6474689, 1.0]], ['2, k, 20', [0.00586076, 0.4006738, 1.0]], ['2, k, 21', [-0.2262522, 0.3668512, 1.0]], ['2, k, 22', [-0.2810967, 0.3699262, 1.0]], ['2, k, 23', [0.2709008, -0.05979873, 1.0]], ['2, k, 24', [0.2787514, 0.0270426, 1.0]]]
[['2, k, 0', [0.01887475, -0.0696789, 1.0]], ['2, k, 1', [0.0107494, 0.2015899, 1.0]], ['2, k, 2', [0.004340042, 0.4653634, 1.0]], ['2, k, 3', [0.001995321, 0.6144416, 1.0]], ['2, k, 4', [-0.1649211, 0.3902229, 1.0]], ['2, k, 5', [-0.2147612, 0.1135595, 1.0]], ['2, k, 6', [-0.2196882, 0.3041574, 1.0]], ['2, k, 7', [-0.2277254, 0.3466951, 1.0]], ['2, k, 8', [0.1909719, 0.3737976, 1.0]], ['2, k, 9', [0.2632136, 0.1487796, 1.0]], ['2, k, 10', [0.2594968, -0.0358974, 1.0]], ['2, k, 11', [0.2382301, -0.05942358, 1.0]], ['2, k, 12', [-0.06315115, -0.07049157, 1.0]], ['2, k, 13', [-0.1046472, -0.1931432, 1.0]], ['2, k, 14', [-0.08191609, -0.5928716, 1.0]], ['2, k, 15', [-0.07852855, -0.6536412, 1.0]], ['2, k, 16', [0.100799, -0.06641121, 1.0]], ['2, k, 17', [0.1691688, -0.2051306, 1.0]], ['2, k, 18', [0.1176126, -0.5818704, 1.0]], ['2, k, 19', [0.1043755, -0.6473949, 1.0]], ['2, k, 20', [0.00585366, 0.4006771, 1.0]], ['2, k, 21', [-0.218015, 0.3798903, 1.0]], ['2, k, 22', [-0.2778272, 0.3727011, 1.0]], ['2, k, 23', [0.2378215, -0.12355, 1.0]], ['2, k, 24', [0.2687624, -0.02614319, 1.0]]]
[['2, k, 0', [0.01617486, -0.07015574, 1.0]], ['2, k, 1', [0.01007331, 0.2014797, 1.0]], ['2, k, 2', [0.004240144, 0.4652833, 1.0]], ['2, k, 3', [0.002043249, 0.6144192, 1.0]], ['2, k, 4', [-0.1639627, 0.3905758, 1.0]], ['2, k, 5', [-0.2112366, 0.1245822, 1.0]], ['2, k, 6', [-0.2193906, 0.3090334, 1.0]], ['2, k, 7', [-0.2242993, 0.359372, 1.0]], ['2, k, 8', [0.1910546, 0.3736946, 1.0]], ['2, k, 9', [0.2632249, 0.148769, 1.0]], ['2, k, 10', [0.2603552, -0.03437792, 1.0]], ['2, k, 11', [0.2373078, -0.05694329, 1.0]], ['2, k, 12', [-0.06581602, -0.07035192, 1.0]], ['2, k, 13', [-0.1046766, -0.1936346, 1.0]], ['2, k, 14', [-0.08194225, -0.5944639, 1.0]], ['2, k, 15', [-0.07826664, -0.6538922, 1.0]], ['2, k, 16', [0.09782505, -0.06766859, 1.0]], ['2, k, 17', [0.1691619, -0.2050305, 1.0]], ['2, k, 18', [0.1169299, -0.5827314, 1.0]], ['2, k, 19', [0.1043113, -0.6474363, 1.0]], ['2, k, 20', [0.005683217, 0.4005901, 1.0]], ['2, k, 21', [-0.2193289, 0.3939398, 1.0]], ['2, k, 22', [-0.275191, 0.3832299, 1.0]], ['2, k, 23', [0.2403426, -0.1225649, 1.0]], ['2, k, 24', [0.2659585, -0.03488621, 1.0]]]
[['2, k, 0', [0.02033297, -0.07038932, 1.0]], ['2, k, 1', [0.01086764, 0.2014489, 1.0]], ['2, k, 2', [0.004123307, 0.4652293, 1.0]], ['2, k, 3', [0.002051533, 0.6144229, 1.0]], ['2, k, 4', [-0.1629837, 0.3905546, 1.0]], ['2, k, 5', [-0.2133276, 0.1257937, 1.0]], ['2, k, 6', [-0.218896, 0.3125978, 1.0]], ['2, k, 7', [-0.2214513, 0.3692266, 1.0]], ['2, k, 8', [0.1910556, 0.3736634, 1.0]], ['2, k, 9', [0.2632266, 0.1486511, 1.0]], ['2, k, 10', [0.2598658, -0.0421473, 1.0]], ['2, k, 11', [0.2370481, -0.0530585, 1.0]], ['2, k, 12', [-0.06215401, -0.07110047, 1.0]], ['2, k, 13', [-0.1047764, -0.1934708, 1.0]], ['2, k, 14', [-0.08208918, -0.5946227, 1.0]], ['2, k, 15', [-0.07820825, -0.653555, 1.0]], ['2, k, 16', [0.1023626, -0.06734388, 1.0]], ['2, k, 17', [0.1692336, -0.2053739, 1.0]], ['2, k, 18', [0.1169381, -0.5824894, 1.0]], ['2, k, 19', [0.1040121, -0.6471316, 1.0]], ['2, k, 20', [0.005678554, 0.4005579, 1.0]], ['2, k, 21', [-0.2121075, 0.4029704, 1.0]], ['2, k, 22', [-0.271576, 0.3919065, 1.0]], ['2, k, 23', [0.2694715, -0.05788879, 1.0]], ['2, k, 24', [0.2697827, -0.01966442, 1.0]]]
[['2, k, 0', [0.01826683, -0.07106625, 1.0]], ['2, k, 1', [0.01029596, 0.2013744, 1.0]], ['2, k, 2', [0.003892984, 0.4652962, 1.0]], ['2, k, 3', [0.002051827, 0.6144282, 1.0]], ['2, k, 4', [-0.162311, 0.3906897, 1.0]], ['2, k, 5', [-0.2147709, 0.1289902, 1.0]], ['2, k, 6', [-0.2104595, 0.3400594, 1.0]], ['2, k, 7', [-0.2184357, 0.3797658, 1.0]], ['2, k, 8', [0.1907107, 0.3734491, 1.0]], ['2, k, 9', [0.2633691, 0.1480661, 1.0]], ['2, k, 10', [0.2597986, -0.04197505, 1.0]], ['2, k, 11', [0.2356258, -0.05260916, 1.0]], ['2, k, 12', [-0.063806, -0.07141179, 1.0]], ['2, k, 13', [-0.1047281, -0.1937248, 1.0]], ['2, k, 14', [-0.08187859, -0.5940077, 1.0]], ['2, k, 15', [-0.07809088, -0.6524243, 1.0]], ['2, k, 16', [0.09976164, -0.06850338, 1.0]], ['2, k, 17', [0.1692406, -0.2053209, 1.0]], ['2, k, 18', [0.1170553, -0.5825353, 1.0]], ['2, k, 19', [0.1040383, -0.6471395, 1.0]], ['2, k, 20', [0.005391312, 0.4005938, 1.0]], ['2, k, 21', [-0.2127448, 0.4185565, 1.0]], ['2, k, 22', [-0.2708651, 0.4028062, 1.0]], ['2, k, 23', [0.2685225, -0.05482636, 1.0]], ['2, k, 24', [0.2701036, -0.01338443, 1.0]]]
[['2, k, 0', [0.01790932, -0.07064933, 1.0]], ['2, k, 1', [0.01016629, 0.2015417, 1.0]], ['2, k, 2', [0.003803276, 0.4653183, 1.0]], ['2, k, 3', [0.001992559, 0.6143619, 1.0]], ['2, k, 4', [-0.1614414, 0.3911584, 1.0]], ['2, k, 5', [-0.2179597, 0.1657865, 1.0]], ['2, k, 6', [-0.26963, 0.3742239, 1.0]], ['2, k, 7', [-0.2194123, 0.3878173, 1.0]], ['2, k, 8', [0.1907126, 0.3734546, 1.0]], ['2, k, 9', [0.2632243, 0.1481925, 1.0]], ['2, k, 10', [0.2601172, -0.04144913, 1.0]], ['2, k, 11', [0.2382962, -0.05568767, 1.0]], ['2, k, 12', [-0.0643483, -0.07094197, 1.0]], ['2, k, 13', [-0.1047627, -0.1934017, 1.0]], ['2, k, 14', [-0.08194801, -0.594041, 1.0]], ['2, k, 15', [-0.07810304, -0.6524231, 1.0]], ['2, k, 16', [0.09956497, -0.06812184, 1.0]], ['2, k, 17', [0.1692999, -0.2051308, 1.0]], ['2, k, 18', [0.1176126, -0.5821027, 1.0]], ['2, k, 19', [0.1046233, -0.6470669, 1.0]], ['2, k, 20', [0.005304702, 0.4006367, 1.0]], ['2, k, 21', [-0.2075578, 0.426833, 1.0]], ['2, k, 22', [-0.2702555, 0.4167346, 1.0]], ['2, k, 23', [0.2691356, -0.05421828, 1.0]], ['2, k, 24', [0.2701273, -0.01707315, 1.0]]]
[['2, k, 0', [0.01788539, -0.07060343, 1.0]], ['2, k, 1', [0.01014492, 0.2015367, 1.0]], ['2, k, 2', [0.003691085, 0.4652094, 1.0]], ['2, k, 3', [0.001969158, 0.6143211, 1.0]], ['2, k, 4', [-0.160589, 0.3914206, 1.0]], ['2, k, 5', [-0.2189351, 0.1500966, 1.0]], ['2, k, 6', [-0.2034245, 0.3684174, 1.0]], ['2, k, 7', [-0.2130481, 0.3966973, 1.0]], ['2, k, 8', [0.1903836, 0.3729507, 1.0]], ['2, k, 9', [0.2632686, 0.1482291, 1.0]], ['2, k, 10', [0.2589634, -0.0451287, 1.0]], ['2, k, 11', [0.239001, -0.05566051, 1.0]], ['2, k, 12', [-0.06440288, -0.07085866, 1.0]], ['2, k, 13', [-0.1050149, -0.1942162, 1.0]], ['2, k, 14', [-0.08204217, -0.5939961, 1.0]], ['2, k, 15', [-0.07809953, -0.6525916, 1.0]], ['2, k, 16', [0.09957138, -0.06810796, 1.0]], ['2, k, 17', [0.1693254, -0.2050905, 1.0]], ['2, k, 18', [0.1176245, -0.5823352, 1.0]], ['2, k, 19', [0.1046269, -0.647128, 1.0]], ['2, k, 20', [0.005227269, 0.4005599, 1.0]], ['2, k, 21', [-0.2166763, 0.4421296, 1.0]], ['2, k, 22', [-0.2541541, 0.3971411, 1.0]], ['2, k, 23', [0.2699732, -0.05885168, 1.0]], ['2, k, 24', [0.269236, -0.02198971, 1.0]]]
[['2, k, 0', [0.01768078, -0.07066677, 1.0]], ['2, k, 1', [0.01009165, 0.2015424, 1.0]], ['2, k, 2', [0.00366302, 0.4652114, 1.0]], ['2, k, 3', [0.001966393, 0.6143236, 1.0]], ['2, k, 4', [-0.1599264, 0.3911831, 1.0]], ['2, k, 5', [-0.21868, 0.1462642, 1.0]], ['2, k, 6', [-0.206296, 0.3697411, 1.0]], ['2, k, 7', [-0.2111099, 0.4045323, 1.0]], ['2, k, 8', [0.1900266, 0.3728606, 1.0]], ['2, k, 9', [0.2632391, 0.148396, 1.0]], ['2, k, 10', [0.2589718, -0.04479067, 1.0]], ['2, k, 11', [0.2381305, -0.05458296, 1.0]], ['2, k, 12', [-0.06452776, -0.07090543, 1.0]], ['2, k, 13', [-0.1049915, -0.1942831, 1.0]], ['2, k, 14', [-0.08193325, -0.5937202, 1.0]], ['2, k, 15', [-0.0781657, -0.6516277, 1.0]], ['2, k, 16', [0.09928993, -0.06818815, 1.0]], ['2, k, 17', [0.1693229, -0.2051141, 1.0]], ['2, k, 18', [0.1175886, -0.5821554, 1.0]], ['2, k, 19', [0.1051854, -0.6470569, 1.0]], ['2, k, 20', [0.005198345, 0.4005617, 1.0]], ['2, k, 21', [-0.2110364, 0.4520483, 1.0]], ['2, k, 22', [-0.2638777, 0.4301667, 1.0]], ['2, k, 23', [0.2675512, -0.05457441, 1.0]], ['2, k, 24', [0.2693612, -0.02305333, 1.0]]]
