[['2, k, 0', [-0.118302, -0.257216, 1.0]], ['2, k, 1', [-0.111585, 0.077875, 1.0]], ['2, k, 2', [-0.104312, 0.403458, 1.0]], ['2, k, 3', [-0.0615913, 0.548578, 1.0]], ['2, k, 4', [-0.283593, 0.299598, 1.0]], ['2, k, 5', [-0.355841, 0.00795838, 1.0]], ['2, k, 6', [-0.387225, -0.230278, 1.0]], ['2, k, 7', [-0.381855, -0.287889, 1.0]], ['2, k, 8', [0.0716312, 0.307277, 1.0]], ['2, k, 9', [0.125281, 0.0519419, 1.0]], ['2, k, 10', [0.0779096, 0.161601, 1.0]], ['2, k, 11', [0.0647477, 0.173457, 1.0]], ['2, k, 12', [-0.197576, -0.255039, 1.0]], ['2, k, 13', [-0.262799, -0.653015, 1.0]], ['2, k, 14', [-0.328317, -1.03122, 1.0]], ['2, k, 15', [-0.355225, -1.09082, 1.0]], ['2, k, 16', [-0.0353928, -0.251476, 1.0]], ['2, k, 17', [0.0448966, -0.637202, 1.0]], ['2, k, 18', [0.0822789, -1.01011, 1.0]], ['2, k, 19', [0.0933838, -1.0791, 1.0]], ['2, k, 20', [-0.106231, 0.323462, 1.0]], ['2, k, 21', [-0.385128, -0.342586, 1.0]], ['2, k, 22', [-0.358445, -0.28492, 1.0]], ['2, k, 23', [0.0522126, 0.189037, 1.0]], ['2, k, 24', [0.0313298, 0.201259, 1.0]]]
[['2, k, 0', [-0.0323926, -0.249603, 1.0]], ['2, k, 1', [-0.0681229, 0.0749985, 1.0]], ['2, k, 2', [-0.0978328, 0.389543, 1.0]], ['2, k, 3', [-0.0861823, 0.526776, 1.0]], ['2, k, 4', [-0.277026, 0.278206, 1.0]], ['2, k, 5', [-0.380171, 0.0442017, 1.0]], ['2, k, 6', [-0.463232, -0.144915, 1.0]], ['2, k, 7', [-0.497535, -0.202679, 1.0]], ['2, k, 8', [0.0926105, 0.284115, 1.0]], ['2, k, 9', [0.226893, 0.0493562, 1.0]], ['2, k, 10', [0.296886, 0.0291626, 1.0]], ['2, k, 11', [0.320489, 0.0336862, 1.0]], ['2, k, 12', [-0.112664, -0.257691, 1.0]], ['2, k, 13', [-0.214314, -0.644812, 1.0]], ['2, k, 14', [-0.317618, -1.01937, 1.0]], ['2, k, 15', [-0.354389, -1.08347, 1.0]], ['2, k, 16', [0.0489891, -0.234059, 1.0]], ['2, k, 17', [0.105298, -0.627998, 1.0]], ['2, k, 18', [0.0866171, -1.00611, 1.0]], ['2, k, 19', [0.0951708, -1.07288, 1.0]], ['2, k, 20', [-0.0913287, 0.312535, 1.0]], ['2, k, 21', [-0.567931, -0.226522, 1.0]], ['2, k, 22', [-0.478762, -0.23008, 1.0]], ['2, k, 23', [0.359299, 0.0348106, 1.0]], ['2, k, 24', [0.344907, 0.00808065, 1.0]]]
[['2, k, 0', [-0.0246559, -0.251961, 1.0]], ['2, k, 1', [-0.0633223, 0.0722686, 1.0]], ['2, k, 2', [-0.095227, 0.386083, 1.0]], ['2, k, 3', [-0.0846002, 0.523341, 1.0]], ['2, k, 4', [-0.274314, 0.27344, 1.0]], ['2, k, 5', [-0.377118, 0.0415929, 1.0]], ['2, k, 6', [-0.457872, -0.148686, 1.0]], ['2, k, 7', [-0.492016, -0.207134, 1.0]], ['2, k, 8', [0.0943657, 0.282404, 1.0]], ['2, k, 9', [0.2295, 0.0468141, 1.0]], ['2, k, 10', [0.298689, 0.0295776, 1.0]], ['2, k, 11', [0.321795, 0.0329252, 1.0]], ['2, k, 12', [-0.105264, -0.260584, 1.0]], ['2, k, 13', [-0.211014, -0.647566, 1.0]], ['2, k, 14', [-0.315616, -1.02024, 1.0]], ['2, k, 15', [-0.355729, -1.08314, 1.0]], ['2, k, 16', [0.0567101, -0.23577, 1.0]], ['2, k, 17', [0.108995, -0.627999, 1.0]], ['2, k, 18', [0.0883428, -1.00553, 1.0]], ['2, k, 19', [0.095245, -1.07217, 1.0]], ['2, k, 20', [-0.0881589, 0.309387, 1.0]], ['2, k, 21', [-0.546655, -0.236367, 1.0]], ['2, k, 22', [-0.489769, -0.250245, 1.0]], ['2, k, 23', [0.360361, 0.0318872, 1.0]], ['2, k, 24', [0.353394, 0.00786196, 1.0]]]
[['2, k, 0', [-0.0202535, -0.252551, 1.0]], ['2, k, 1', [-0.060652, 0.0706716, 1.0]], ['2, k, 2', [-0.0940178, 0.383184, 1.0]], ['2, k, 3', [-0.0830518, 0.518203, 1.0]], ['2, k, 4', [-0.272301, 0.270025, 1.0]], ['2, k, 5', [-0.375994, 0.037095, 1.0]], ['2, k, 6', [-0.455361, -0.153651, 1.0]], ['2, k, 7', [-0.489622, -0.212713, 1.0]], ['2, k, 8', [0.0961091, 0.280309, 1.0]], ['2, k, 9', [0.234134, 0.0431452, 1.0]], ['2, k, 10', [0.30103, 0.0298293, 1.0]], ['2, k, 11', [0.321523, 0.0317913, 1.0]], ['2, k, 12', [-0.101, -0.261879, 1.0]], ['2, k, 13', [-0.2069, -0.649949, 1.0]], ['2, k, 14', [-0.315517, -1.02124, 1.0]], ['2, k, 15', [-0.356565, -1.08218, 1.0]], ['2, k, 16', [0.0611382, -0.235622, 1.0]], ['2, k, 17', [0.11341, -0.629114, 1.0]], ['2, k, 18', [0.0901552, -1.0061, 1.0]], ['2, k, 19', [0.0953134, -1.07249, 1.0]], ['2, k, 20', [-0.0864674, 0.306936, 1.0]], ['2, k, 21', [-0.560377, -0.237909, 1.0]], ['2, k, 22', [-0.470351, -0.23808, 1.0]], ['2, k, 23', [0.358729, 0.0346711, 1.0]], ['2, k, 24', [0.349983, 0.0085639, 1.0]]]
[['2, k, 0', [-0.0172573, -0.25299, 1.0]], ['2, k, 1', [-0.0584584, 0.0691833, 1.0]], ['2, k, 2', [-0.0922276, 0.379838, 1.0]], ['2, k, 3', [-0.0820516, 0.513859, 1.0]], ['2, k, 4', [-0.270569, 0.268034, 1.0]], ['2, k, 5', [-0.372749, 0.036416, 1.0]], ['2, k, 6', [-0.452651, -0.155365, 1.0]], ['2, k, 7', [-0.485155, -0.21855, 1.0]], ['2, k, 8', [0.0971498, 0.278578, 1.0]], ['2, k, 9', [0.23577, 0.0457746, 1.0]], ['2, k, 10', [0.302022, 0.029926, 1.0]], ['2, k, 11', [0.32019, 0.031625, 1.0]], ['2, k, 12', [-0.0981025, -0.26268, 1.0]], ['2, k, 13', [-0.204937, -0.653309, 1.0]], ['2, k, 14', [-0.316461, -1.0246, 1.0]], ['2, k, 15', [-0.356494, -1.08284, 1.0]], ['2, k, 16', [0.0641209, -0.235679, 1.0]], ['2, k, 17', [0.116549, -0.629709, 1.0]], ['2, k, 18', [0.0927527, -1.00702, 1.0]], ['2, k, 19', [0.0953405, -1.07258, 1.0]], ['2, k, 20', [-0.0844317, 0.304126, 1.0]], ['2, k, 21', [-0.552942, -0.243518, 1.0]], ['2, k, 22', [-0.466681, -0.251664, 1.0]], ['2, k, 23', [0.35883, 0.028928, 1.0]], ['2, k, 24', [0.346882, 0.00558536, 1.0]]]
[['2, k, 0', [-0.0158598, -0.252974, 1.0]], ['2, k, 1', [-0.056703, 0.0675996, 1.0]], ['2, k, 2', [-0.0898707, 0.37535, 1.0]], ['2, k, 3', [-0.0817166, 0.510133, 1.0]], ['2, k, 4', [-0.268835, 0.265524, 1.0]], ['2, k, 5', [-0.37105, 0.0355412, 1.0]], ['2, k, 6', [-0.448421, -0.157805, 1.0]], ['2, k, 7', [-0.480199, -0.220631, 1.0]], ['2, k, 8', [0.0978151, 0.277514, 1.0]], ['2, k, 9', [0.236739, 0.0456558, 1.0]], ['2, k, 10', [0.302777, 0.0287993, 1.0]], ['2, k, 11', [0.320973, 0.0281376, 1.0]], ['2, k, 12', [-0.0964756, -0.262921, 1.0]], ['2, k, 13', [-0.205098, -0.655336, 1.0]], ['2, k, 14', [-0.31644, -1.0282, 1.0]], ['2, k, 15', [-0.356477, -1.08705, 1.0]], ['2, k, 16', [0.0652614, -0.235459, 1.0]], ['2, k, 17', [0.117749, -0.628773, 1.0]], ['2, k, 18', [0.0933206, -1.00773, 1.0]], ['2, k, 19', [0.0952813, -1.07268, 1.0]], ['2, k, 20', [-0.0820715, 0.300372, 1.0]], ['2, k, 21', [-0.545004, -0.249059, 1.0]], ['2, k, 22', [-0.460836, -0.249451, 1.0]], ['2, k, 23', [0.358332, 0.025455, 1.0]], ['2, k, 24', [0.34135, 0.00106624, 1.0]]]
[['2, k, 0', [-0.0153211, -0.252027, 1.0]], ['2, k, 1', [-0.0554404, 0.0667364, 1.0]], ['2, k, 2', [-0.0879407, 0.372859, 1.0]], ['2, k, 3', [-0.0815573, 0.506105, 1.0]], ['2, k, 4', [-0.267866, 0.263864, 1.0]], ['2, k, 5', [-0.368984, 0.0340295, 1.0]], ['2, k, 6', [-0.445126, -0.160226, 1.0]], ['2, k, 7', [-0.479293, -0.224745, 1.0]], ['2, k, 8', [0.0987651, 0.276729, 1.0]], ['2, k, 9', [0.239544, 0.0477124, 1.0]], ['2, k, 10', [0.304358, 0.0275991, 1.0]], ['2, k, 11', [0.320932, 0.025707, 1.0]], ['2, k, 12', [-0.096112, -0.262148, 1.0]], ['2, k, 13', [-0.203565, -0.652064, 1.0]], ['2, k, 14', [-0.316909, -1.02869, 1.0]], ['2, k, 15', [-0.357044, -1.08664, 1.0]], ['2, k, 16', [0.065936, -0.234372, 1.0]], ['2, k, 17', [0.11841, -0.628524, 1.0]], ['2, k, 18', [0.0937843, -1.0077, 1.0]], ['2, k, 19', [0.0952996, -1.07263, 1.0]], ['2, k, 20', [-0.0802442, 0.298225, 1.0]], ['2, k, 21', [-0.546723, -0.256608, 1.0]], ['2, k, 22', [-0.45648, -0.250196, 1.0]], ['2, k, 23', [0.354762, 0.0317008, 1.0]], ['2, k, 24', [0.351057, 0.00250969, 1.0]]]
[['2, k, 0', [-0.0170651, -0.250459, 1.0]], ['2, k, 1', [-0.0549727, 0.0662187, 1.0]], ['2, k, 2', [-0.0862105, 0.370302, 1.0]], ['2, k, 3', [-0.0815143, 0.502183, 1.0]], ['2, k, 4', [-0.266665, 0.262589, 1.0]], ['2, k, 5', [-0.367485, 0.0329743, 1.0]], ['2, k, 6', [-0.441849, -0.161906, 1.0]], ['2, k, 7', [-0.474276, -0.225375, 1.0]], ['2, k, 8', [0.100058, 0.276195, 1.0]], ['2, k, 9', [0.245089, 0.0457128, 1.0]], ['2, k, 10', [0.30229, 0.0299609, 1.0]], ['2, k, 11', [0.321357, 0.0222542, 1.0]], ['2, k, 12', [-0.0976509, -0.26103, 1.0]], ['2, k, 13', [-0.205132, -0.652412, 1.0]], ['2, k, 14', [-0.317557, -1.02926, 1.0]], ['2, k, 15', [-0.355861, -1.0862, 1.0]], ['2, k, 16', [0.06405, -0.232329, 1.0]], ['2, k, 17', [0.118348, -0.628607, 1.0]], ['2, k, 18', [0.093924, -1.0088, 1.0]], ['2, k, 19', [0.0953041, -1.07247, 1.0]], ['2, k, 20', [-0.0788453, 0.296174, 1.0]], ['2, k, 21', [-0.542074, -0.260085, 1.0]], ['2, k, 22', [-0.448547, -0.258837, 1.0]], ['2, k, 23', [0.356901, 0.0274049, 1.0]], ['2, k, 24', [0.350951, -0.00135308, 1.0]]]
[['2, k, 0', [-0.0208227, -0.248224, 1.0]], ['2, k, 1', [-0.0549132, 0.0658652, 1.0]], ['2, k, 2', [-0.0845827, 0.367581, 1.0]], ['2, k, 3', [-0.081278, 0.500137, 1.0]], ['2, k, 4', [-0.265793, 0.261738, 1.0]], ['2, k, 5', [-0.366328, 0.0314513, 1.0]], ['2, k, 6', [-0.439611, -0.164023, 1.0]], ['2, k, 7', [-0.468614, -0.225879, 1.0]], ['2, k, 8', [0.100707, 0.275773, 1.0]], ['2, k, 9', [0.246724, 0.0453818, 1.0]], ['2, k, 10', [0.303071, 0.0277895, 1.0]], ['2, k, 11', [0.323232, 0.01826, 1.0]], ['2, k, 12', [-0.101888, -0.258098, 1.0]], ['2, k, 13', [-0.209323, -0.652041, 1.0]], ['2, k, 14', [-0.319964, -1.02944, 1.0]], ['2, k, 15', [-0.356428, -1.08647, 1.0]], ['2, k, 16', [0.0608689, -0.230853, 1.0]], ['2, k, 17', [0.117508, -0.628241, 1.0]], ['2, k, 18', [0.0953199, -1.00964, 1.0]], ['2, k, 19', [0.0950577, -1.07197, 1.0]], ['2, k, 20', [-0.0777108, 0.294044, 1.0]], ['2, k, 21', [-0.548728, -0.263603, 1.0]], ['2, k, 22', [-0.441786, -0.253531, 1.0]], ['2, k, 23', [0.362973, 0.0083836, 1.0]], ['2, k, 24', [0.333397, -0.00889788, 1.0]]]
[['2, k, 0', [-0.0246064, -0.246152, 1.0]], ['2, k, 1', [-0.0551949, 0.065603, 1.0]], ['2, k, 2', [-0.0841445, 0.365704, 1.0]], ['2, k, 3', [-0.0811675, 0.497763, 1.0]], ['2, k, 4', [-0.265923, 0.261229, 1.0]], ['2, k, 5', [-0.365553, 0.0309579, 1.0]], ['2, k, 6', [-0.438367, -0.165503, 1.0]], ['2, k, 7', [-0.465918, -0.224928, 1.0]], ['2, k, 8', [0.101111, 0.275502, 1.0]], ['2, k, 9', [0.247818, 0.0484758, 1.0]], ['2, k, 10', [0.306726, 0.0088623, 1.0]], ['2, k, 11', [0.324992, 0.0157974, 1.0]], ['2, k, 12', [-0.106414, -0.254871, 1.0]], ['2, k, 13', [-0.213494, -0.652042, 1.0]], ['2, k, 14', [-0.320679, -1.02997, 1.0]], ['2, k, 15', [-0.355428, -1.08734, 1.0]], ['2, k, 16', [0.0578554, -0.229828, 1.0]], ['2, k, 17', [0.115333, -0.628289, 1.0]], ['2, k, 18', [0.0967271, -1.01084, 1.0]], ['2, k, 19', [0.0951102, -1.07191, 1.0]], ['2, k, 20', [-0.0775052, 0.292516, 1.0]], ['2, k, 21', [-0.534389, -0.257978, 1.0]], ['2, k, 22', [-0.438162, -0.251682, 1.0]], ['2, k, 23', [0.363018, 0.007077, 1.0]], ['2, k, 24', [0.341194, -0.006183, 1.0]]]
[['2, k, 0', [-0.0295071, -0.244629, 1.0]], ['2, k, 1', [-0.0560736, 0.0650976, 1.0]], ['2, k, 2', [-0.0842102, 0.363514, 1.0]], ['2, k, 3', [-0.0808795, 0.494266, 1.0]], ['2, k, 4', [-0.266241, 0.260117, 1.0]], ['2, k, 5', [-0.365662, 0.0292881, 1.0]], ['2, k, 6', [-0.436236, -0.167557, 1.0]], ['2, k, 7', [-0.462774, -0.226736, 1.0]], ['2, k, 8', [0.101908, 0.273217, 1.0]], ['2, k, 9', [0.249016, 0.0519008, 1.0]], ['2, k, 10', [0.308322, 0.00853005, 1.0]], ['2, k, 11', [0.325863, 0.0114241, 1.0]], ['2, k, 12', [-0.110748, -0.252596, 1.0]], ['2, k, 13', [-0.214985, -0.647527, 1.0]], ['2, k, 14', [-0.321826, -1.03044, 1.0]], ['2, k, 15', [-0.355435, -1.08761, 1.0]], ['2, k, 16', [0.0525476, -0.229275, 1.0]], ['2, k, 17', [0.11296, -0.630836, 1.0]], ['2, k, 18', [0.0966174, -1.01084, 1.0]], ['2, k, 19', [0.0950273, -1.07288, 1.0]], ['2, k, 20', [-0.0778281, 0.290723, 1.0]], ['2, k, 21', [-0.521863, -0.260012, 1.0]], ['2, k, 22', [-0.437304, -0.256131, 1.0]], ['2, k, 23', [0.362738, 0.00535315, 1.0]], ['2, k, 24', [0.347475, -0.0116275, 1.0]]]
[['2, k, 0', [-0.0355814, -0.244722, 1.0]], ['2, k, 1', [-0.0582853, 0.0637786, 1.0]], ['2, k, 2', [-0.0844802, 0.361663, 1.0]], ['2, k, 3', [-0.0811462, 0.49167, 1.0]], ['2, k, 4', [-0.266556, 0.258853, 1.0]], ['2, k, 5', [-0.366216, 0.0286687, 1.0]], ['2, k, 6', [-0.436181, -0.168315, 1.0]], ['2, k, 7', [-0.465874, -0.228666, 1.0]], ['2, k, 8', [0.10216, 0.271184, 1.0]], ['2, k, 9', [0.251222, 0.0496483, 1.0]], ['2, k, 10', [0.308263, 0.0127176, 1.0]], ['2, k, 11', [0.326778, 0.0104392, 1.0]], ['2, k, 12', [-0.116539, -0.25139, 1.0]], ['2, k, 13', [-0.218807, -0.645252, 1.0]], ['2, k, 14', [-0.322402, -1.02826, 1.0]], ['2, k, 15', [-0.356001, -1.08702, 1.0]], ['2, k, 16', [0.0462984, -0.230723, 1.0]], ['2, k, 17', [0.108977, -0.634961, 1.0]], ['2, k, 18', [0.0959491, -1.0124, 1.0]], ['2, k, 19', [0.0950192, -1.07286, 1.0]], ['2, k, 20', [-0.0784257, 0.289013, 1.0]], ['2, k, 21', [-0.527574, -0.258391, 1.0]], ['2, k, 22', [-0.439509, -0.257582, 1.0]], ['2, k, 23', [0.365718, -0.00041703, 1.0]], ['2, k, 24', [0.344349, -0.0134317, 1.0]]]
[['2, k, 0', [-0.0409955, -0.244329, 1.0]], ['2, k, 1', [-0.0615294, 0.0623331, 1.0]], ['2, k, 2', [-0.085905, 0.358821, 1.0]], ['2, k, 3', [-0.0819715, 0.487832, 1.0]], ['2, k, 4', [-0.267475, 0.257062, 1.0]], ['2, k, 5', [-0.367335, 0.0274224, 1.0]], ['2, k, 6', [-0.436793, -0.169914, 1.0]], ['2, k, 7', [-0.467647, -0.230058, 1.0]], ['2, k, 8', [0.102015, 0.268295, 1.0]], ['2, k, 9', [0.253306, 0.0494372, 1.0]], ['2, k, 10', [0.308961, 0.0119282, 1.0]], ['2, k, 11', [0.327434, 0.0103344, 1.0]], ['2, k, 12', [-0.12356, -0.250034, 1.0]], ['2, k, 13', [-0.22557, -0.646343, 1.0]], ['2, k, 14', [-0.323022, -1.02565, 1.0]], ['2, k, 15', [-0.356473, -1.08678, 1.0]], ['2, k, 16', [0.0423467, -0.231161, 1.0]], ['2, k, 17', [0.103337, -0.629021, 1.0]], ['2, k, 18', [0.0952649, -1.0131, 1.0]], ['2, k, 19', [0.0952547, -1.07282, 1.0]], ['2, k, 20', [-0.0802139, 0.286448, 1.0]], ['2, k, 21', [-0.539662, -0.262936, 1.0]], ['2, k, 22', [-0.441233, -0.260652, 1.0]], ['2, k, 23', [0.36503, -0.00208512, 1.0]], ['2, k, 24', [0.352851, -0.0144788, 1.0]]]
[['2, k, 0', [-0.0474457, -0.24538, 1.0]], ['2, k, 1', [-0.0648709, 0.0602111, 1.0]], ['2, k, 2', [-0.086677, 0.355637, 1.0]], ['2, k, 3', [-0.082655, 0.484196, 1.0]], ['2, k, 4', [-0.268887, 0.254885, 1.0]], ['2, k, 5', [-0.370363, 0.0236578, 1.0]], ['2, k, 6', [-0.439673, -0.17448, 1.0]], ['2, k, 7', [-0.467429, -0.23019, 1.0]], ['2, k, 8', [0.10126, 0.266359, 1.0]], ['2, k, 9', [0.253299, 0.0487379, 1.0]], ['2, k, 10', [0.309379, 0.0112682, 1.0]], ['2, k, 11', [0.326492, 0.0101004, 1.0]], ['2, k, 12', [-0.128657, -0.250497, 1.0]], ['2, k, 13', [-0.23551, -0.654434, 1.0]], ['2, k, 14', [-0.322735, -1.02396, 1.0]], ['2, k, 15', [-0.355701, -1.08703, 1.0]], ['2, k, 16', [0.0348667, -0.232975, 1.0]], ['2, k, 17', [0.0993243, -0.627298, 1.0]], ['2, k, 18', [0.0951847, -1.01309, 1.0]], ['2, k, 19', [0.0958533, -1.07336, 1.0]], ['2, k, 20', [-0.0815633, 0.2835, 1.0]], ['2, k, 21', [-0.507275, -0.26819, 1.0]], ['2, k, 22', [-0.44171, -0.260306, 1.0]], ['2, k, 23', [0.36551, 0.000692493, 1.0]], ['2, k, 24', [0.348255, -0.0127597, 1.0]]]
[['2, k, 0', [-0.0557062, -0.245671, 1.0]], ['2, k, 1', [-0.0707555, 0.0581604, 1.0]], ['2, k, 2', [-0.0891666, 0.352957, 1.0]], ['2, k, 3', [-0.0839886, 0.482582, 1.0]], ['2, k, 4', [-0.2709, 0.253096, 1.0]], ['2, k, 5', [-0.374824, 0.0226012, 1.0]], ['2, k, 6', [-0.443009, -0.176158, 1.0]], ['2, k, 7', [-0.471566, -0.230007, 1.0]], ['2, k, 8', [0.0997994, 0.264959, 1.0]], ['2, k, 9', [0.251981, 0.0465987, 1.0]], ['2, k, 10', [0.309494, 0.0132131, 1.0]], ['2, k, 11', [0.325014, 0.0115534, 1.0]], ['2, k, 12', [-0.13936, -0.250299, 1.0]], ['2, k, 13', [-0.239871, -0.653884, 1.0]], ['2, k, 14', [-0.322786, -1.02303, 1.0]], ['2, k, 15', [-0.355728, -1.0866, 1.0]], ['2, k, 16', [0.0290148, -0.233627, 1.0]], ['2, k, 17', [0.0948231, -0.624892, 1.0]], ['2, k, 18', [0.094699, -1.01282, 1.0]], ['2, k, 19', [0.0962785, -1.07291, 1.0]], ['2, k, 20', [-0.08475, 0.280821, 1.0]], ['2, k, 21', [-0.497845, -0.269238, 1.0]], ['2, k, 22', [-0.441533, -0.251498, 1.0]], ['2, k, 23', [0.365636, 0.0018025, 1.0]], ['2, k, 24', [0.347572, -0.010752, 1.0]]]
[['2, k, 0', [-0.0644019, -0.246057, 1.0]], ['2, k, 1', [-0.0749393, 0.0563324, 1.0]], ['2, k, 2', [-0.0898353, 0.350482, 1.0]], ['2, k, 3', [-0.0854692, 0.480546, 1.0]], ['2, k, 4', [-0.273083, 0.252643, 1.0]], ['2, k, 5', [-0.379332, 0.0226832, 1.0]], ['2, k, 6', [-0.447184, -0.176422, 1.0]], ['2, k, 7', [-0.477275, -0.233556, 1.0]], ['2, k, 8', [0.0976057, 0.262774, 1.0]], ['2, k, 9', [0.251008, 0.0457792, 1.0]], ['2, k, 10', [0.307338, 0.0151878, 1.0]], ['2, k, 11', [0.32357, 0.0118451, 1.0]], ['2, k, 12', [-0.14814, -0.250762, 1.0]], ['2, k, 13', [-0.247136, -0.655135, 1.0]], ['2, k, 14', [-0.32337, -1.02317, 1.0]], ['2, k, 15', [-0.356186, -1.08629, 1.0]], ['2, k, 16', [0.0210109, -0.233969, 1.0]], ['2, k, 17', [0.0899885, -0.625986, 1.0]], ['2, k, 18', [0.0946988, -1.01144, 1.0]], ['2, k, 19', [0.0964158, -1.07271, 1.0]], ['2, k, 20', [-0.0861164, 0.278482, 1.0]], ['2, k, 21', [-0.517005, -0.264156, 1.0]], ['2, k, 22', [-0.451104, -0.268119, 1.0]], ['2, k, 23', [0.363256, 0.00625459, 1.0]], ['2, k, 24', [0.346162, -0.0112402, 1.0]]]
[['2, k, 0', [-0.0748523, -0.24686, 1.0]], ['2, k, 1', [-0.0810437, 0.0550061, 1.0]], ['2, k, 2', [-0.0909606, 0.349586, 1.0]], ['2, k, 3', [-0.0873771, 0.478618, 1.0]], ['2, k, 4', [-0.275112, 0.252497, 1.0]], ['2, k, 5', [-0.383644, 0.023339, 1.0]], ['2, k, 6', [-0.451887, -0.175814, 1.0]], ['2, k, 7', [-0.483384, -0.231518, 1.0]], ['2, k, 8', [0.0948492, 0.261237, 1.0]], ['2, k, 9', [0.248242, 0.0447668, 1.0]], ['2, k, 10', [0.307672, 0.00929638, 1.0]], ['2, k, 11', [0.322233, 0.0132156, 1.0]], ['2, k, 12', [-0.158655, -0.251254, 1.0]], ['2, k, 13', [-0.251188, -0.652822, 1.0]], ['2, k, 14', [-0.323334, -1.02271, 1.0]], ['2, k, 15', [-0.3568, -1.08374, 1.0]], ['2, k, 16', [0.0109988, -0.235099, 1.0]], ['2, k, 17', [0.0843891, -0.625728, 1.0]], ['2, k, 18', [0.0951605, -1.00937, 1.0]], ['2, k, 19', [0.0965072, -1.07268, 1.0]], ['2, k, 20', [-0.0881348, 0.277364, 1.0]], ['2, k, 21', [-0.512692, -0.268588, 1.0]], ['2, k, 22', [-0.455677, -0.267168, 1.0]], ['2, k, 23', [0.361353, 0.00834525, 1.0]], ['2, k, 24', [0.345144, -0.0113652, 1.0]]]
[['2, k, 0', [-0.0843726, -0.246918, 1.0]], ['2, k, 1', [-0.0871846, 0.054386, 1.0]], ['2, k, 2', [-0.0927258, 0.348808, 1.0]], ['2, k, 3', [-0.0888544, 0.478305, 1.0]], ['2, k, 4', [-0.277961, 0.253565, 1.0]], ['2, k, 5', [-0.388672, 0.025644, 1.0]], ['2, k, 6', [-0.458339, -0.172944, 1.0]], ['2, k, 7', [-0.488301, -0.227962, 1.0]], ['2, k, 8', [0.0918734, 0.260145, 1.0]], ['2, k, 9', [0.243943, 0.0434601, 1.0]], ['2, k, 10', [0.307096, 0.00962226, 1.0]], ['2, k, 11', [0.320674, 0.0146165, 1.0]], ['2, k, 12', [-0.168737, -0.250513, 1.0]], ['2, k, 13', [-0.257332, -0.653386, 1.0]], ['2, k, 14', [-0.325491, -1.02232, 1.0]], ['2, k, 15', [-0.35722, -1.08367, 1.0]], ['2, k, 16', [0.00233262, -0.235908, 1.0]], ['2, k, 17', [0.0792416, -0.627982, 1.0]], ['2, k, 18', [0.0952169, -1.00943, 1.0]], ['2, k, 19', [0.0964894, -1.07403, 1.0]], ['2, k, 20', [-0.0909491, 0.276489, 1.0]], ['2, k, 21', [-0.489749, -0.268792, 1.0]], ['2, k, 22', [-0.457672, -0.256201, 1.0]], ['2, k, 23', [0.35947, 0.0126392, 1.0]], ['2, k, 24', [0.336213, -0.0112126, 1.0]]]
[['2, k, 0', [-0.0958577, -0.246412, 1.0]], ['2, k, 1', [-0.0952317, 0.0548513, 1.0]], ['2, k, 2', [-0.096051, 0.348904, 1.0]], ['2, k, 3', [-0.0906008, 0.477951, 1.0]], ['2, k, 4', [-0.281692, 0.255171, 1.0]], ['2, k, 5', [-0.393922, 0.0293411, 1.0]], ['2, k, 6', [-0.465463, -0.169063, 1.0]], ['2, k, 7', [-0.493633, -0.21896, 1.0]], ['2, k, 8', [0.0877906, 0.259778, 1.0]], ['2, k, 9', [0.240247, 0.0430856, 1.0]], ['2, k, 10', [0.307113, 0.0100584, 1.0]], ['2, k, 11', [0.318242, 0.0167587, 1.0]], ['2, k, 12', [-0.179657, -0.248786, 1.0]], ['2, k, 13', [-0.261614, -0.65396, 1.0]], ['2, k, 14', [-0.326652, -1.02302, 1.0]], ['2, k, 15', [-0.357207, -1.08496, 1.0]], ['2, k, 16', [-0.00937972, -0.236706, 1.0]], ['2, k, 17', [0.0680452, -0.632232, 1.0]], ['2, k, 18', [0.0953153, -1.00921, 1.0]], ['2, k, 19', [0.0963368, -1.07459, 1.0]], ['2, k, 20', [-0.0955698, 0.276641, 1.0]], ['2, k, 21', [-0.507032, -0.257151, 1.0]], ['2, k, 22', [-0.464092, -0.243547, 1.0]], ['2, k, 23', [0.359606, 0.0107083, 1.0]], ['2, k, 24', [0.340047, -0.00895447, 1.0]]]
