[['2, k, 0', [-0.228716, -0.614036, 1.0]], ['2, k, 1', [-0.239677, -0.318547, 1.0]], ['2, k, 2', [-0.249144, -0.0283189, 1.0]], ['2, k, 3', [-0.206494, 0.09758, 1.0]], ['2, k, 4', [-0.38504, -0.0763978, 1.0]], ['2, k, 5', [-0.515261, 0.182643, 1.0]], ['2, k, 6', [-0.525266, 0.437065, 1.0]], ['2, k, 7', [-0.515603, 0.531417, 1.0]], ['2, k, 8', [-0.0855559, -0.0536748, 1.0]], ['2, k, 9', [0.0798687, 0.122185, 1.0]], ['2, k, 10', [0.191407, 0.394639, 1.0]], ['2, k, 11', [0.187165, 0.474891, 1.0]], ['2, k, 12', [-0.293934, -0.61109, 1.0]], ['2, k, 13', [-0.338372, -0.909392, 1.0]], ['2, k, 14', [-0.37744, -1.37934, 1.0]], ['2, k, 15', [-0.372667, -1.4132, 1.0]], ['2, k, 16', [-0.157468, -0.600822, 1.0]], ['2, k, 17', [-0.117344, -0.818999, 1.0]], ['2, k, 18', [-0.0966305, -1.17538, 1.0]], ['2, k, 19', [-0.0869712, -1.21154, 1.0]], ['2, k, 20', [-0.247032, -0.10019, 1.0]], ['2, k, 21', [-0.507478, 0.602498, 1.0]], ['2, k, 22', [-0.555745, 0.550107, 1.0]], ['2, k, 23', [0.214291, 0.542473, 1.0]], ['2, k, 24', [0.23862, 0.474651, 1.0]]]
[['2, k, 0', [-0.239519, -0.585191, 1.0]], ['2, k, 1', [-0.231936, -0.301509, 1.0]], ['2, k, 2', [-0.224218, -0.0243859, 1.0]], ['2, k, 3', [-0.197907, 0.0987126, 1.0]], ['2, k, 4', [-0.363034, -0.0458608, 1.0]], ['2, k, 5', [-0.494707, 0.168794, 1.0]], ['2, k, 6', [-0.507832, 0.405872, 1.0]], ['2, k, 7', [-0.501626, 0.498916, 1.0]], ['2, k, 8', [-0.0775383, -0.0520244, 1.0]], ['2, k, 9', [0.0921482, 0.113984, 1.0]], ['2, k, 10', [0.199871, 0.383838, 1.0]], ['2, k, 11', [0.207225, 0.449184, 1.0]], ['2, k, 12', [-0.301326, -0.573816, 1.0]], ['2, k, 13', [-0.354556, -0.989402, 1.0]], ['2, k, 14', [-0.384202, -1.38718, 1.0]], ['2, k, 15', [-0.364899, -1.43851, 1.0]], ['2, k, 16', [-0.171417, -0.582144, 1.0]], ['2, k, 17', [-0.126382, -0.944207, 1.0]], ['2, k, 18', [-0.103889, -1.23955, 1.0]], ['2, k, 19', [-0.0755657, -1.28349, 1.0]], ['2, k, 20', [-0.225992, -0.0934798, 1.0]], ['2, k, 21', [-0.489634, 0.559646, 1.0]], ['2, k, 22', [-0.443678, 0.523821, 1.0]], ['2, k, 23', [0.22811, 0.510233, 1.0]], ['2, k, 24', [0.137997, 0.474288, 1.0]]]
[['2, k, 0', [-0.238742, -0.58507, 1.0]], ['2, k, 1', [-0.231912, -0.301473, 1.0]], ['2, k, 2', [-0.224661, -0.0241862, 1.0]], ['2, k, 3', [-0.201964, 0.0997872, 1.0]], ['2, k, 4', [-0.365048, -0.0477041, 1.0]], ['2, k, 5', [-0.520211, 0.155979, 1.0]], ['2, k, 6', [-0.528307, 0.406184, 1.0]], ['2, k, 7', [-0.536854, 0.495152, 1.0]], ['2, k, 8', [-0.0779144, -0.052373, 1.0]], ['2, k, 9', [0.0814335, 0.122056, 1.0]], ['2, k, 10', [0.167842, 0.39884, 1.0]], ['2, k, 11', [0.173786, 0.473708, 1.0]], ['2, k, 12', [-0.300603, -0.573781, 1.0]], ['2, k, 13', [-0.353501, -0.988975, 1.0]], ['2, k, 14', [-0.384599, -1.38693, 1.0]], ['2, k, 15', [-0.366538, -1.43785, 1.0]], ['2, k, 16', [-0.17055, -0.581877, 1.0]], ['2, k, 17', [-0.125259, -0.939802, 1.0]], ['2, k, 18', [-0.103733, -1.23966, 1.0]], ['2, k, 19', [-0.0766783, -1.28355, 1.0]], ['2, k, 20', [-0.226304, -0.0932918, 1.0]], ['2, k, 21', [-0.511469, 0.56416, 1.0]], ['2, k, 22', [-0.463579, 0.511552, 1.0]], ['2, k, 23', [0.19525, 0.534933, 1.0]], ['2, k, 24', [0.102852, 0.493985, 1.0]]]
[['2, k, 0', [-0.237449, -0.584804, 1.0]], ['2, k, 1', [-0.231861, -0.301422, 1.0]], ['2, k, 2', [-0.225218, -0.0239762, 1.0]], ['2, k, 3', [-0.211245, 0.101196, 1.0]], ['2, k, 4', [-0.367439, -0.0496836, 1.0]], ['2, k, 5', [-0.533719, 0.148453, 1.0]], ['2, k, 6', [-0.57057, 0.402265, 1.0]], ['2, k, 7', [-0.572002, 0.484129, 1.0]], ['2, k, 8', [-0.0785341, -0.0507519, 1.0]], ['2, k, 9', [0.0670079, 0.148335, 1.0]], ['2, k, 10', [0.14334, 0.411635, 1.0]], ['2, k, 11', [0.140233, 0.493914, 1.0]], ['2, k, 12', [-0.299407, -0.573885, 1.0]], ['2, k, 13', [-0.352991, -0.989778, 1.0]], ['2, k, 14', [-0.384977, -1.38792, 1.0]], ['2, k, 15', [-0.368357, -1.43841, 1.0]], ['2, k, 16', [-0.169185, -0.581162, 1.0]], ['2, k, 17', [-0.124338, -0.937354, 1.0]], ['2, k, 18', [-0.102416, -1.23994, 1.0]], ['2, k, 19', [-0.0765292, -1.28413, 1.0]], ['2, k, 20', [-0.226654, -0.0930989, 1.0]], ['2, k, 21', [-0.548296, 0.553037, 1.0]], ['2, k, 22', [-0.493887, 0.504266, 1.0]], ['2, k, 23', [0.155686, 0.552683, 1.0]], ['2, k, 24', [0.0710942, 0.50712, 1.0]]]
[['2, k, 0', [-0.236912, -0.585066, 1.0]], ['2, k, 1', [-0.231991, -0.301444, 1.0]], ['2, k, 2', [-0.22694, -0.0234941, 1.0]], ['2, k, 3', [-0.220543, 0.101972, 1.0]], ['2, k, 4', [-0.36985, -0.0516076, 1.0]], ['2, k, 5', [-0.550512, 0.130466, 1.0]], ['2, k, 6', [-0.596208, 0.398474, 1.0]], ['2, k, 7', [-0.605858, 0.472605, 1.0]], ['2, k, 8', [-0.0816067, -0.0487051, 1.0]], ['2, k, 9', [0.0567556, 0.158983, 1.0]], ['2, k, 10', [0.113261, 0.41206, 1.0]], ['2, k, 11', [0.111032, 0.504111, 1.0]], ['2, k, 12', [-0.29885, -0.574495, 1.0]], ['2, k, 13', [-0.352179, -0.989143, 1.0]], ['2, k, 14', [-0.384589, -1.38736, 1.0]], ['2, k, 15', [-0.369466, -1.43761, 1.0]], ['2, k, 16', [-0.168655, -0.581151, 1.0]], ['2, k, 17', [-0.123583, -0.935828, 1.0]], ['2, k, 18', [-0.102431, -1.23997, 1.0]], ['2, k, 19', [-0.0781087, -1.28443, 1.0]], ['2, k, 20', [-0.227919, -0.0927372, 1.0]], ['2, k, 21', [-0.592735, 0.529917, 1.0]], ['2, k, 22', [-0.519228, 0.497207, 1.0]], ['2, k, 23', [0.122187, 0.570702, 1.0]], ['2, k, 24', [0.0433731, 0.512809, 1.0]]]
[['2, k, 0', [-0.236382, -0.585087, 1.0]], ['2, k, 1', [-0.233579, -0.301433, 1.0]], ['2, k, 2', [-0.236059, -0.0230883, 1.0]], ['2, k, 3', [-0.226205, 0.101719, 1.0]], ['2, k, 4', [-0.380072, -0.0583912, 1.0]], ['2, k, 5', [-0.561453, 0.1115, 1.0]], ['2, k, 6', [-0.630782, 0.383769, 1.0]], ['2, k, 7', [-0.645584, 0.45469, 1.0]], ['2, k, 8', [-0.0935627, -0.0382, 1.0]], ['2, k, 9', [0.0422437, 0.16895, 1.0]], ['2, k, 10', [0.0771491, 0.41364, 1.0]], ['2, k, 11', [0.0743536, 0.510508, 1.0]], ['2, k, 12', [-0.29824, -0.574715, 1.0]], ['2, k, 13', [-0.350469, -0.989924, 1.0]], ['2, k, 14', [-0.384549, -1.38822, 1.0]], ['2, k, 15', [-0.373535, -1.43785, 1.0]], ['2, k, 16', [-0.16818, -0.581036, 1.0]], ['2, k, 17', [-0.122959, -0.934506, 1.0]], ['2, k, 18', [-0.102427, -1.24001, 1.0]], ['2, k, 19', [-0.0819466, -1.2849, 1.0]], ['2, k, 20', [-0.234915, -0.0923211, 1.0]], ['2, k, 21', [-0.64447, 0.517566, 1.0]], ['2, k, 22', [-0.569078, 0.482572, 1.0]], ['2, k, 23', [0.0822608, 0.576159, 1.0]], ['2, k, 24', [0.0114858, 0.518827, 1.0]]]
[['2, k, 0', [-0.236016, -0.584751, 1.0]], ['2, k, 1', [-0.235518, -0.301581, 1.0]], ['2, k, 2', [-0.241426, -0.024424, 1.0]], ['2, k, 3', [-0.234243, 0.100835, 1.0]], ['2, k, 4', [-0.38291, -0.0604825, 1.0]], ['2, k, 5', [-0.572923, 0.0986671, 1.0]], ['2, k, 6', [-0.670285, 0.34253, 1.0]], ['2, k, 7', [-0.681161, 0.429899, 1.0]], ['2, k, 8', [-0.0962264, -0.036633, 1.0]], ['2, k, 9', [0.0262189, 0.173959, 1.0]], ['2, k, 10', [0.0442374, 0.418077, 1.0]], ['2, k, 11', [0.0407391, 0.517486, 1.0]], ['2, k, 12', [-0.297798, -0.574943, 1.0]], ['2, k, 13', [-0.348802, -0.991298, 1.0]], ['2, k, 14', [-0.385431, -1.38939, 1.0]], ['2, k, 15', [-0.375738, -1.43895, 1.0]], ['2, k, 16', [-0.167817, -0.579749, 1.0]], ['2, k, 17', [-0.122906, -0.934356, 1.0]], ['2, k, 18', [-0.101409, -1.23944, 1.0]], ['2, k, 19', [-0.0814371, -1.28449, 1.0]], ['2, k, 20', [-0.239657, -0.0932308, 1.0]], ['2, k, 21', [-0.685015, 0.492899, 1.0]], ['2, k, 22', [-0.6036, 0.463397, 1.0]], ['2, k, 23', [0.0502332, 0.581646, 1.0]], ['2, k, 24', [-0.0245297, 0.524222, 1.0]]]
[['2, k, 0', [-0.235173, -0.58412, 1.0]], ['2, k, 1', [-0.236636, -0.301735, 1.0]], ['2, k, 2', [-0.245045, -0.0258616, 1.0]], ['2, k, 3', [-0.243269, 0.102475, 1.0]], ['2, k, 4', [-0.38608, -0.0623718, 1.0]], ['2, k, 5', [-0.58797, 0.0906602, 1.0]], ['2, k, 6', [-0.687113, 0.331608, 1.0]], ['2, k, 7', [-0.711891, 0.414955, 1.0]], ['2, k, 8', [-0.0985765, -0.0336294, 1.0]], ['2, k, 9', [-0.000920341, 0.194018, 1.0]], ['2, k, 10', [0.0174799, 0.43843, 1.0]], ['2, k, 11', [0.00607355, 0.530741, 1.0]], ['2, k, 12', [-0.296652, -0.574673, 1.0]], ['2, k, 13', [-0.348816, -0.991677, 1.0]], ['2, k, 14', [-0.385585, -1.38982, 1.0]], ['2, k, 15', [-0.376562, -1.43917, 1.0]], ['2, k, 16', [-0.167283, -0.57882, 1.0]], ['2, k, 17', [-0.122802, -0.934388, 1.0]], ['2, k, 18', [-0.100149, -1.23856, 1.0]], ['2, k, 19', [-0.0805449, -1.28363, 1.0]], ['2, k, 20', [-0.242734, -0.0942411, 1.0]], ['2, k, 21', [-0.722382, 0.475302, 1.0]], ['2, k, 22', [-0.634244, 0.449173, 1.0]], ['2, k, 23', [0.0106228, 0.594961, 1.0]], ['2, k, 24', [-0.056742, 0.535884, 1.0]]]
[['2, k, 0', [-0.234584, -0.583904, 1.0]], ['2, k, 1', [-0.238736, -0.305157, 1.0]], ['2, k, 2', [-0.251296, -0.0389884, 1.0]], ['2, k, 3', [-0.253572, 0.105041, 1.0]], ['2, k, 4', [-0.388791, -0.0638701, 1.0]], ['2, k, 5', [-0.605505, 0.082019, 1.0]], ['2, k, 6', [-0.724519, 0.326549, 1.0]], ['2, k, 7', [-0.745959, 0.396621, 1.0]], ['2, k, 8', [-0.101237, -0.0322159, 1.0]], ['2, k, 9', [-0.0103279, 0.197095, 1.0]], ['2, k, 10', [-0.00920479, 0.448806, 1.0]], ['2, k, 11', [-0.0307712, 0.5433, 1.0]], ['2, k, 12', [-0.295783, -0.575102, 1.0]], ['2, k, 13', [-0.347734, -0.993385, 1.0]], ['2, k, 14', [-0.385492, -1.39163, 1.0]], ['2, k, 15', [-0.377278, -1.44065, 1.0]], ['2, k, 16', [-0.166793, -0.577943, 1.0]], ['2, k, 17', [-0.12122, -0.935744, 1.0]], ['2, k, 18', [-0.0980474, -1.23693, 1.0]], ['2, k, 19', [-0.0788799, -1.2818, 1.0]], ['2, k, 20', [-0.247993, -0.104422, 1.0]], ['2, k, 21', [-0.759814, 0.456313, 1.0]], ['2, k, 22', [-0.67134, 0.433566, 1.0]], ['2, k, 23', [-0.0320163, 0.607073, 1.0]], ['2, k, 24', [-0.0891259, 0.542099, 1.0]]]
[['2, k, 0', [-0.232214, -0.583831, 1.0]], ['2, k, 1', [-0.239571, -0.305891, 1.0]], ['2, k, 2', [-0.254238, -0.0395828, 1.0]], ['2, k, 3', [-0.262538, 0.10711, 1.0]], ['2, k, 4', [-0.39045, -0.0655031, 1.0]], ['2, k, 5', [-0.621245, 0.0672895, 1.0]], ['2, k, 6', [-0.750503, 0.279961, 1.0]], ['2, k, 7', [-0.775011, 0.367792, 1.0]], ['2, k, 8', [-0.111635, -0.0252494, 1.0]], ['2, k, 9', [-0.0302838, 0.201961, 1.0]], ['2, k, 10', [-0.0433111, 0.455844, 1.0]], ['2, k, 11', [-0.0650433, 0.549693, 1.0]], ['2, k, 12', [-0.29331, -0.575675, 1.0]], ['2, k, 13', [-0.346921, -0.99446, 1.0]], ['2, k, 14', [-0.385543, -1.39278, 1.0]], ['2, k, 15', [-0.378929, -1.44131, 1.0]], ['2, k, 16', [-0.164787, -0.577323, 1.0]], ['2, k, 17', [-0.11183, -0.96146, 1.0]], ['2, k, 18', [-0.096606, -1.25725, 1.0]], ['2, k, 19', [-0.0808427, -1.30265, 1.0]], ['2, k, 20', [-0.250452, -0.10523, 1.0]], ['2, k, 21', [-0.784098, 0.430757, 1.0]], ['2, k, 22', [-0.698859, 0.409651, 1.0]], ['2, k, 23', [-0.0697792, 0.616172, 1.0]], ['2, k, 24', [-0.121478, 0.548333, 1.0]]]
[['2, k, 0', [-0.229345, -0.583938, 1.0]], ['2, k, 1', [-0.240122, -0.306374, 1.0]], ['2, k, 2', [-0.257031, -0.0397329, 1.0]], ['2, k, 3', [-0.263562, 0.107239, 1.0]], ['2, k, 4', [-0.393063, -0.0683753, 1.0]], ['2, k, 5', [-0.628094, 0.0439387, 1.0]], ['2, k, 6', [-0.74728, 0.21612, 1.0]], ['2, k, 7', [-0.792342, 0.304439, 1.0]], ['2, k, 8', [-0.115208, -0.0231236, 1.0]], ['2, k, 9', [-0.0544989, 0.236717, 1.0]], ['2, k, 10', [-0.0829049, 0.475036, 1.0]], ['2, k, 11', [-0.106208, 0.56166, 1.0]], ['2, k, 12', [-0.289525, -0.577235, 1.0]], ['2, k, 13', [-0.346069, -0.995264, 1.0]], ['2, k, 14', [-0.385719, -1.39361, 1.0]], ['2, k, 15', [-0.380272, -1.44173, 1.0]], ['2, k, 16', [-0.162656, -0.576402, 1.0]], ['2, k, 17', [-0.111321, -0.962721, 1.0]], ['2, k, 18', [-0.0959876, -1.25851, 1.0]], ['2, k, 19', [-0.0812038, -1.3039, 1.0]], ['2, k, 20', [-0.252625, -0.105605, 1.0]], ['2, k, 21', [-0.827408, 0.369593, 1.0]], ['2, k, 22', [-0.76775, 0.350385, 1.0]], ['2, k, 23', [-0.112989, 0.625466, 1.0]], ['2, k, 24', [-0.167243, 0.553317, 1.0]]]
[['2, k, 0', [-0.227344, -0.586801, 1.0]], ['2, k, 1', [-0.240948, -0.308742, 1.0]], ['2, k, 2', [-0.258452, -0.0405568, 1.0]], ['2, k, 3', [-0.264764, 0.106604, 1.0]], ['2, k, 4', [-0.404626, -0.0775085, 1.0]], ['2, k, 5', [-0.629985, 0.0117272, 1.0]], ['2, k, 6', [-0.766543, 0.204548, 1.0]], ['2, k, 7', [-0.823177, 0.286152, 1.0]], ['2, k, 8', [-0.118069, -0.0209799, 1.0]], ['2, k, 9', [-0.067524, 0.217577, 1.0]], ['2, k, 10', [-0.114175, 0.485885, 1.0]], ['2, k, 11', [-0.142614, 0.568685, 1.0]], ['2, k, 12', [-0.28619, -0.586392, 1.0]], ['2, k, 13', [-0.3455, -0.995633, 1.0]], ['2, k, 14', [-0.385521, -1.39398, 1.0]], ['2, k, 15', [-0.382297, -1.44168, 1.0]], ['2, k, 16', [-0.160142, -0.577507, 1.0]], ['2, k, 17', [-0.110907, -0.963677, 1.0]], ['2, k, 18', [-0.0955992, -1.25945, 1.0]], ['2, k, 19', [-0.0830499, -1.30496, 1.0]], ['2, k, 20', [-0.253994, -0.106806, 1.0]], ['2, k, 21', [-0.865047, 0.349764, 1.0]], ['2, k, 22', [-0.796572, 0.347971, 1.0]], ['2, k, 23', [-0.152894, 0.625229, 1.0]], ['2, k, 24', [-0.203506, 0.554907, 1.0]]]
[['2, k, 0', [-0.224114, -0.579602, 1.0]], ['2, k, 1', [-0.241605, -0.307894, 1.0]], ['2, k, 2', [-0.261235, -0.0408214, 1.0]], ['2, k, 3', [-0.268536, 0.106396, 1.0]], ['2, k, 4', [-0.407274, -0.0792497, 1.0]], ['2, k, 5', [-0.637862, 0.00183403, 1.0]], ['2, k, 6', [-0.806395, 0.197533, 1.0]], ['2, k, 7', [-0.85437, 0.281151, 1.0]], ['2, k, 8', [-0.119845, -0.0198133, 1.0]], ['2, k, 9', [-0.0785017, 0.213917, 1.0]], ['2, k, 10', [-0.155322, 0.494682, 1.0]], ['2, k, 11', [-0.17829, 0.569245, 1.0]], ['2, k, 12', [-0.282556, -0.579285, 1.0]], ['2, k, 13', [-0.344715, -0.996738, 1.0]], ['2, k, 14', [-0.385081, -1.39512, 1.0]], ['2, k, 15', [-0.382398, -1.4425, 1.0]], ['2, k, 16', [-0.157993, -0.565877, 1.0]], ['2, k, 17', [-0.109461, -0.965578, 1.0]], ['2, k, 18', [-0.0949792, -1.26145, 1.0]], ['2, k, 19', [-0.08322, -1.30672, 1.0]], ['2, k, 20', [-0.256095, -0.10672, 1.0]], ['2, k, 21', [-0.89329, 0.341131, 1.0]], ['2, k, 22', [-0.826921, 0.337965, 1.0]], ['2, k, 23', [-0.194195, 0.631443, 1.0]], ['2, k, 24', [-0.23812, 0.557356, 1.0]]]
[['2, k, 0', [-0.22049, -0.582418, 1.0]], ['2, k, 1', [-0.24185, -0.314964, 1.0]], ['2, k, 2', [-0.264374, -0.0566657, 1.0]], ['2, k, 3', [-0.278593, 0.105225, 1.0]], ['2, k, 4', [-0.413772, -0.0801571, 1.0]], ['2, k, 5', [-0.656808, -0.0238549, 1.0]], ['2, k, 6', [-0.860489, 0.176467, 1.0]], ['2, k, 7', [-0.893169, 0.2339, 1.0]], ['2, k, 8', [-0.141674, -0.0361419, 1.0]], ['2, k, 9', [-0.107368, 0.225341, 1.0]], ['2, k, 10', [-0.211638, 0.498471, 1.0]], ['2, k, 11', [-0.242725, 0.561076, 1.0]], ['2, k, 12', [-0.279314, -0.584124, 1.0]], ['2, k, 13', [-0.341961, -1.0021, 1.0]], ['2, k, 14', [-0.383834, -1.40025, 1.0]], ['2, k, 15', [-0.384756, -1.44713, 1.0]], ['2, k, 16', [-0.153427, -0.568068, 1.0]], ['2, k, 17', [-0.108459, -0.96642, 1.0]], ['2, k, 18', [-0.0921838, -1.26234, 1.0]], ['2, k, 19', [-0.0833445, -1.30722, 1.0]], ['2, k, 20', [-0.258851, -0.120317, 1.0]], ['2, k, 21', [-0.920665, 0.296888, 1.0]], ['2, k, 22', [-0.850245, 0.299388, 1.0]], ['2, k, 23', [-0.266567, 0.624927, 1.0]], ['2, k, 24', [-0.306549, 0.536473, 1.0]]]
[['2, k, 0', [-0.220399, -0.580349, 1.0]], ['2, k, 1', [-0.242154, -0.314927, 1.0]], ['2, k, 2', [-0.265127, -0.0573315, 1.0]], ['2, k, 3', [-0.300405, 0.0952875, 1.0]], ['2, k, 4', [-0.415518, -0.0805444, 1.0]], ['2, k, 5', [-0.676958, -0.0397172, 1.0]], ['2, k, 6', [-0.865081, 0.128384, 1.0]], ['2, k, 7', [-0.916928, 0.203418, 1.0]], ['2, k, 8', [-0.145902, -0.0347831, 1.0]], ['2, k, 9', [-0.148332, 0.249576, 1.0]], ['2, k, 10', [-0.246776, 0.515477, 1.0]], ['2, k, 11', [-0.278374, 0.56574, 1.0]], ['2, k, 12', [-0.279658, -0.578817, 1.0]], ['2, k, 13', [-0.34137, -1.00302, 1.0]], ['2, k, 14', [-0.383552, -1.40107, 1.0]], ['2, k, 15', [-0.384857, -1.44797, 1.0]], ['2, k, 16', [-0.153522, -0.56735, 1.0]], ['2, k, 17', [-0.106808, -0.958677, 1.0]], ['2, k, 18', [-0.0924398, -1.25484, 1.0]], ['2, k, 19', [-0.0844131, -1.29947, 1.0]], ['2, k, 20', [-0.259507, -0.120803, 1.0]], ['2, k, 21', [-0.958154, 0.255527, 1.0]], ['2, k, 22', [-0.852846, 0.274914, 1.0]], ['2, k, 23', [-0.295001, 0.621995, 1.0]], ['2, k, 24', [-0.342671, 0.53693, 1.0]]]
[['2, k, 0', [-0.220121, -0.575815, 1.0]], ['2, k, 1', [-0.242733, -0.314324, 1.0]], ['2, k, 2', [-0.266103, -0.0577653, 1.0]], ['2, k, 3', [-0.303203, 0.0937502, 1.0]], ['2, k, 4', [-0.419792, -0.0836183, 1.0]], ['2, k, 5', [-0.680338, -0.0567044, 1.0]], ['2, k, 6', [-0.864089, 0.0810645, 1.0]], ['2, k, 7', [-0.932626, 0.197481, 1.0]], ['2, k, 8', [-0.150325, -0.03454, 1.0]], ['2, k, 9', [-0.153081, 0.249577, 1.0]], ['2, k, 10', [-0.272514, 0.512394, 1.0]], ['2, k, 11', [-0.305049, 0.56262, 1.0]], ['2, k, 12', [-0.279336, -0.576602, 1.0]], ['2, k, 13', [-0.339218, -1.00674, 1.0]], ['2, k, 14', [-0.383167, -1.40431, 1.0]], ['2, k, 15', [-0.386127, -1.45148, 1.0]], ['2, k, 16', [-0.154312, -0.558356, 1.0]], ['2, k, 17', [-0.106105, -0.959684, 1.0]], ['2, k, 18', [-0.0922502, -1.25582, 1.0]], ['2, k, 19', [-0.0855573, -1.30061, 1.0]], ['2, k, 20', [-0.260345, -0.121002, 1.0]], ['2, k, 21', [-0.960222, 0.244926, 1.0]], ['2, k, 22', [-0.867913, 0.262451, 1.0]], ['2, k, 23', [-0.333078, 0.620621, 1.0]], ['2, k, 24', [-0.368159, 0.527206, 1.0]]]
[['2, k, 0', [-0.220154, -0.569186, 1.0]], ['2, k, 1', [-0.244952, -0.309176, 1.0]], ['2, k, 2', [-0.269723, -0.0534029, 1.0]], ['2, k, 3', [-0.333603, 0.0620572, 1.0]], ['2, k, 4', [-0.439001, -0.09653, 1.0]], ['2, k, 5', [-0.680407, -0.0719108, 1.0]], ['2, k, 6', [-0.877807, 0.0776192, 1.0]], ['2, k, 7', [-0.94259, 0.153668, 1.0]], ['2, k, 8', [-0.164344, -0.0300006, 1.0]], ['2, k, 9', [-0.163818, 0.2532, 1.0]], ['2, k, 10', [-0.303963, 0.512359, 1.0]], ['2, k, 11', [-0.336613, 0.556986, 1.0]], ['2, k, 12', [-0.278963, -0.571382, 1.0]], ['2, k, 13', [-0.339029, -1.0069, 1.0]], ['2, k, 14', [-0.383448, -1.40452, 1.0]], ['2, k, 15', [-0.390219, -1.45082, 1.0]], ['2, k, 16', [-0.155226, -0.551247, 1.0]], ['2, k, 17', [-0.104869, -0.961409, 1.0]], ['2, k, 18', [-0.0921013, -1.25751, 1.0]], ['2, k, 19', [-0.0895471, -1.3026, 1.0]], ['2, k, 20', [-0.263629, -0.116627, 1.0]], ['2, k, 21', [-0.989348, 0.203341, 1.0]], ['2, k, 22', [-0.927369, 0.21524, 1.0]], ['2, k, 23', [-0.362135, 0.611907, 1.0]], ['2, k, 24', [-0.405897, 0.513125, 1.0]]]
[['2, k, 0', [-0.220413, -0.568259, 1.0]], ['2, k, 1', [-0.246141, -0.30821, 1.0]], ['2, k, 2', [-0.271948, -0.0525122, 1.0]], ['2, k, 3', [-0.333335, 0.0767299, 1.0]], ['2, k, 4', [-0.441579, -0.0991916, 1.0]], ['2, k, 5', [-0.68326, -0.0850919, 1.0]], ['2, k, 6', [-0.914662, 0.0811058, 1.0]], ['2, k, 7', [-0.957076, 0.153567, 1.0]], ['2, k, 8', [-0.16893, -0.0285925, 1.0]], ['2, k, 9', [-0.18404, 0.25386, 1.0]], ['2, k, 10', [-0.321847, 0.513939, 1.0]], ['2, k, 11', [-0.359252, 0.553571, 1.0]], ['2, k, 12', [-0.279193, -0.570783, 1.0]], ['2, k, 13', [-0.338249, -1.00893, 1.0]], ['2, k, 14', [-0.383335, -1.40634, 1.0]], ['2, k, 15', [-0.368077, -1.48694, 1.0]], ['2, k, 16', [-0.155884, -0.549423, 1.0]], ['2, k, 17', [-0.10333, -0.957956, 1.0]], ['2, k, 18', [-0.0908051, -1.25407, 1.0]], ['2, k, 19', [-0.0889712, -1.29915, 1.0]], ['2, k, 20', [-0.265618, -0.115734, 1.0]], ['2, k, 21', [-0.993053, 0.207231, 1.0]], ['2, k, 22', [-0.888616, 0.223, 1.0]], ['2, k, 23', [-0.385891, 0.606941, 1.0]], ['2, k, 24', [-0.426115, 0.508648, 1.0]]]
[['2, k, 0', [-0.221043, -0.565743, 1.0]], ['2, k, 1', [-0.247892, -0.306924, 1.0]], ['2, k, 2', [-0.275048, -0.0522668, 1.0]], ['2, k, 3', [-0.335046, 0.0803846, 1.0]], ['2, k, 4', [-0.451085, -0.106603, 1.0]], ['2, k, 5', [-0.682583, -0.0961097, 1.0]], ['2, k, 6', [-0.884399, 0.019507, 1.0]], ['2, k, 7', [-0.970507, 0.142963, 1.0]], ['2, k, 8', [-0.172559, -0.0271058, 1.0]], ['2, k, 9', [-0.199198, 0.253692, 1.0]], ['2, k, 10', [-0.343065, 0.510824, 1.0]], ['2, k, 11', [-0.382545, 0.548981, 1.0]], ['2, k, 12', [-0.279599, -0.567476, 1.0]], ['2, k, 13', [-0.33812, -1.00876, 1.0]], ['2, k, 14', [-0.382237, -1.40613, 1.0]], ['2, k, 15', [-0.391903, -1.45187, 1.0]], ['2, k, 16', [-0.157013, -0.547144, 1.0]], ['2, k, 17', [-0.101257, -0.953417, 1.0]], ['2, k, 18', [-0.0902053, -1.24945, 1.0]], ['2, k, 19', [-0.0912226, -1.29502, 1.0]], ['2, k, 20', [-0.268364, -0.115224, 1.0]], ['2, k, 21', [-1.0014, 0.191887, 1.0]], ['2, k, 22', [-0.909999, 0.206632, 1.0]], ['2, k, 23', [-0.407018, 0.595194, 1.0]], ['2, k, 24', [-0.443887, 0.504595, 1.0]]]
