[['2, k, 0', [-0.1782522, -0.1242533, 1.0]], ['2, k, 1', [-0.177474, 0.1173386, 1.0]], ['2, k, 2', [-0.1757341, 0.3544066, 1.0]], ['2, k, 3', [-0.1741115, 0.4800828, 1.0]], ['2, k, 4', [-0.3073313, 0.2524922, 1.0]], ['2, k, 5', [-0.2437396, 0.03393488, 1.0]], ['2, k, 6', [-0.1613876, -0.1344355, 1.0]], ['2, k, 7', [-0.1264617, -0.1576334, 1.0]], ['2, k, 8', [-0.02804455, 0.2621499, 1.0]], ['2, k, 9', [-0.05172156, 0.05600919, 1.0]], ['2, k, 10', [-0.0989804, -0.1039117, 1.0]], ['2, k, 11', [-0.1256436, -0.1464087, 1.0]], ['2, k, 12', [-0.2429723, -0.1215686, 1.0]], ['2, k, 13', [-0.2672176, -0.2634616, 1.0]], ['2, k, 14', [-0.2535304, -0.6040452, 1.0]], ['2, k, 15', [-0.2483719, -0.6648835, 1.0]], ['2, k, 16', [-0.1097379, -0.1239906, 1.0]], ['2, k, 17', [0.0265439, -0.2604204, 1.0]], ['2, k, 18', [0.01373247, -0.6010125, 1.0]], ['2, k, 19', [0.02440991, -0.6649289, 1.0]], ['2, k, 20', [-0.1765461, 0.2958603, 1.0]], ['2, k, 21', [-0.1210914, -0.2206538, 1.0]], ['2, k, 22', [-0.1124832, -0.1380003, 1.0]], ['2, k, 23', [-0.1221166, -0.2164495, 1.0]], ['2, k, 24', [-0.1086192, -0.1554037, 1.0]]]
[['2, k, 0', [-0.1766763, -0.0343323, 1.0]], ['2, k, 1', [-0.1785764, 0.1931249, 1.0]], ['2, k, 2', [-0.1835924, 0.4136833, 1.0]], ['2, k, 3', [-0.1210471, 0.5165123, 1.0]], ['2, k, 4', [-0.2947066, 0.3970025, 1.0]], ['2, k, 5', [-0.2574502, 0.6479889, 1.0]], ['2, k, 6', [-0.1444128, 0.808673, 1.0]], ['2, k, 7', [-0.1403066, 0.8409655, 1.0]], ['2, k, 8', [-0.0374022, 0.3621525, 1.0]], ['2, k, 9', [-0.03625004, 0.5684709, 1.0]], ['2, k, 10', [-0.1182391, 0.766057, 1.0]], ['2, k, 11', [-0.1442749, 0.8234752, 1.0]], ['2, k, 12', [-0.2351058, -0.03116117, 1.0]], ['2, k, 13', [-0.2672404, -0.2533621, 1.0]], ['2, k, 14', [-0.2519451, -0.6026513, 1.0]], ['2, k, 15', [-0.2491153, -0.6661708, 1.0]], ['2, k, 16', [-0.1143718, -0.03707409, 1.0]], ['2, k, 17', [0.02620202, -0.253967, 1.0]], ['2, k, 18', [0.02154551, -0.5994226, 1.0]], ['2, k, 19', [0.03159008, -0.6645645, 1.0]], ['2, k, 20', [-0.1821239, 0.3596645, 1.0]], ['2, k, 21', [-0.1329753, 0.885833, 1.0]], ['2, k, 22', [-0.1615305, 0.8415129, 1.0]], ['2, k, 23', [-0.1487554, 0.885648, 1.0]], ['2, k, 24', [-0.1702287, 0.7882286, 1.0]]]
[['2, k, 0', [-0.176556, -0.03400146, 1.0]], ['2, k, 1', [-0.1774182, 0.1915284, 1.0]], ['2, k, 2', [-0.177405, 0.406391, 1.0]], ['2, k, 3', [-0.1251895, 0.515361, 1.0]], ['2, k, 4', [-0.2945222, 0.397677, 1.0]], ['2, k, 5', [-0.2549532, 0.6493061, 1.0]], ['2, k, 6', [-0.1566378, 0.8173239, 1.0]], ['2, k, 7', [-0.1468912, 0.8674719, 1.0]], ['2, k, 8', [-0.03498261, 0.3596302, 1.0]], ['2, k, 9', [-0.03495175, 0.5737756, 1.0]], ['2, k, 10', [-0.1181988, 0.7708962, 1.0]], ['2, k, 11', [-0.1452032, 0.825458, 1.0]], ['2, k, 12', [-0.234789, -0.0306906, 1.0]], ['2, k, 13', [-0.2672265, -0.2535283, 1.0]], ['2, k, 14', [-0.2517087, -0.6037291, 1.0]], ['2, k, 15', [-0.249108, -0.6662158, 1.0]], ['2, k, 16', [-0.114367, -0.03684903, 1.0]], ['2, k, 17', [0.02611865, -0.2539105, 1.0]], ['2, k, 18', [0.02156764, -0.5992542, 1.0]], ['2, k, 19', [0.03239532, -0.6647877, 1.0]], ['2, k, 20', [-0.177699, 0.3540466, 1.0]], ['2, k, 21', [-0.1444214, 0.9120373, 1.0]], ['2, k, 22', [-0.1617386, 0.8733401, 1.0]], ['2, k, 23', [-0.1501631, 0.890004, 1.0]], ['2, k, 24', [-0.1696174, 0.7946964, 1.0]]]
[['2, k, 0', [-0.1774504, -0.04031828, 1.0]], ['2, k, 1', [-0.1784014, 0.1880681, 1.0]], ['2, k, 2', [-0.1779856, 0.4060706, 1.0]], ['2, k, 3', [-0.1299654, 0.5188173, 1.0]], ['2, k, 4', [-0.2944459, 0.3977369, 1.0]], ['2, k, 5', [-0.3143958, 0.5858828, 1.0]], ['2, k, 6', [-0.1727712, 0.7898786, 1.0]], ['2, k, 7', [-0.1477835, 0.8105087, 1.0]], ['2, k, 8', [-0.03465254, 0.3600399, 1.0]], ['2, k, 9', [-0.03329358, 0.5737581, 1.0]], ['2, k, 10', [-0.1059457, 0.749923, 1.0]], ['2, k, 11', [-0.1431732, 0.8104898, 1.0]], ['2, k, 12', [-0.236426, -0.0366418, 1.0]], ['2, k, 13', [-0.2674394, -0.2561222, 1.0]], ['2, k, 14', [-0.2516313, -0.6037585, 1.0]], ['2, k, 15', [-0.2490103, -0.6661724, 1.0]], ['2, k, 16', [-0.1145072, -0.04332843, 1.0]], ['2, k, 17', [0.02788109, -0.2567553, 1.0]], ['2, k, 18', [0.02146067, -0.5997276, 1.0]], ['2, k, 19', [0.03211139, -0.6668722, 1.0]], ['2, k, 20', [-0.1783699, 0.3531655, 1.0]], ['2, k, 21', [-0.1253595, 0.8568942, 1.0]], ['2, k, 22', [-0.1705813, 0.8312641, 1.0]], ['2, k, 23', [-0.1543207, 0.8656414, 1.0]], ['2, k, 24', [-0.1706305, 0.7846925, 1.0]]]
[['2, k, 0', [-0.1773268, -0.03913541, 1.0]], ['2, k, 1', [-0.1790401, 0.1876886, 1.0]], ['2, k, 2', [-0.1814378, 0.403529, 1.0]], ['2, k, 3', [-0.1331551, 0.5200149, 1.0]], ['2, k, 4', [-0.2944328, 0.3981432, 1.0]], ['2, k, 5', [-0.3178006, 0.585772, 1.0]], ['2, k, 6', [-0.1938131, 0.7403266, 1.0]], ['2, k, 7', [-0.1536529, 0.7948185, 1.0]], ['2, k, 8', [-0.0371698, 0.358787, 1.0]], ['2, k, 9', [-0.02997179, 0.5640795, 1.0]], ['2, k, 10', [-0.1049535, 0.7427968, 1.0]], ['2, k, 11', [-0.1423872, 0.802766, 1.0]], ['2, k, 12', [-0.2362267, -0.03567794, 1.0]], ['2, k, 13', [-0.2673455, -0.2557611, 1.0]], ['2, k, 14', [-0.2520041, -0.6026497, 1.0]], ['2, k, 15', [-0.248895, -0.665741, 1.0]], ['2, k, 16', [-0.1144845, -0.0417975, 1.0]], ['2, k, 17', [0.02737753, -0.2560301, 1.0]], ['2, k, 18', [0.02153355, -0.5996354, 1.0]], ['2, k, 19', [0.0322145, -0.6668029, 1.0]], ['2, k, 20', [-0.1809568, 0.3510626, 1.0]], ['2, k, 21', [-0.1390304, 0.8524973, 1.0]], ['2, k, 22', [-0.1808221, 0.8067017, 1.0]], ['2, k, 23', [-0.1563748, 0.8646663, 1.0]], ['2, k, 24', [-0.1693338, 0.7750403, 1.0]]]
[['2, k, 0', [-0.1779554, -0.04507843, 1.0]], ['2, k, 1', [-0.1784147, 0.1799188, 1.0]], ['2, k, 2', [-0.1791952, 0.3977787, 1.0]], ['2, k, 3', [-0.1320868, 0.5187491, 1.0]], ['2, k, 4', [-0.2943534, 0.3982169, 1.0]], ['2, k, 5', [-0.257932, 0.6518778, 1.0]], ['2, k, 6', [-0.1589714, 0.8206703, 1.0]], ['2, k, 7', [-0.1483421, 0.8428872, 1.0]], ['2, k, 8', [-0.03488721, 0.3517907, 1.0]], ['2, k, 9', [-0.03001579, 0.5637913, 1.0]], ['2, k, 10', [-0.1055775, 0.7458039, 1.0]], ['2, k, 11', [-0.1442151, 0.8094183, 1.0]], ['2, k, 12', [-0.2369513, -0.0408883, 1.0]], ['2, k, 13', [-0.2675962, -0.2576786, 1.0]], ['2, k, 14', [-0.2516715, -0.6023636, 1.0]], ['2, k, 15', [-0.2489448, -0.6655295, 1.0]], ['2, k, 16', [-0.1149995, -0.04835699, 1.0]], ['2, k, 17', [0.02867652, -0.2581868, 1.0]], ['2, k, 18', [0.02160412, -0.599146, 1.0]], ['2, k, 19', [0.0321511, -0.6667069, 1.0]], ['2, k, 20', [-0.1790262, 0.344357, 1.0]], ['2, k, 21', [-0.1397094, 0.8931073, 1.0]], ['2, k, 22', [-0.1700021, 0.8510619, 1.0]], ['2, k, 23', [-0.1566068, 0.871135, 1.0]], ['2, k, 24', [-0.1700597, 0.7808298, 1.0]]]
[['2, k, 0', [-0.1768248, -0.04142098, 1.0]], ['2, k, 1', [-0.1787465, 0.182043, 1.0]], ['2, k, 2', [-0.1805772, 0.3998344, 1.0]], ['2, k, 3', [-0.1307991, 0.5167806, 1.0]], ['2, k, 4', [-0.2941681, 0.3984592, 1.0]], ['2, k, 5', [-0.2574287, 0.6520208, 1.0]], ['2, k, 6', [-0.1520792, 0.816686, 1.0]], ['2, k, 7', [-0.1470743, 0.8428962, 1.0]], ['2, k, 8', [-0.03884212, 0.3548805, 1.0]], ['2, k, 9', [-0.030053, 0.5651157, 1.0]], ['2, k, 10', [-0.1059254, 0.7469242, 1.0]], ['2, k, 11', [-0.1445619, 0.8076964, 1.0]], ['2, k, 12', [-0.2358086, -0.03790746, 1.0]], ['2, k, 13', [-0.2674495, -0.2565797, 1.0]], ['2, k, 14', [-0.2517485, -0.6023573, 1.0]], ['2, k, 15', [-0.2489855, -0.6655294, 1.0]], ['2, k, 16', [-0.1139129, -0.04392989, 1.0]], ['2, k, 17', [0.02762923, -0.2566494, 1.0]], ['2, k, 18', [0.02156709, -0.5991493, 1.0]], ['2, k, 19', [0.03164077, -0.6652769, 1.0]], ['2, k, 20', [-0.1801167, 0.3462955, 1.0]], ['2, k, 21', [-0.1407989, 0.8943664, 1.0]], ['2, k, 22', [-0.1704328, 0.8416834, 1.0]], ['2, k, 23', [-0.1578128, 0.8665704, 1.0]], ['2, k, 24', [-0.1696926, 0.7799703, 1.0]]]
[['2, k, 0', [-0.1775117, -0.04682582, 1.0]], ['2, k, 1', [-0.1785523, 0.18054, 1.0]], ['2, k, 2', [-0.1800631, 0.3998019, 1.0]], ['2, k, 3', [-0.1271574, 0.5121073, 1.0]], ['2, k, 4', [-0.2942229, 0.3984441, 1.0]], ['2, k, 5', [-0.2581405, 0.6509396, 1.0]], ['2, k, 6', [-0.1475172, 0.8080738, 1.0]], ['2, k, 7', [-0.1484063, 0.8429925, 1.0]], ['2, k, 8', [-0.03624524, 0.3513544, 1.0]], ['2, k, 9', [-0.02924284, 0.5660461, 1.0]], ['2, k, 10', [-0.106616, 0.7470885, 1.0]], ['2, k, 11', [-0.1449127, 0.8041798, 1.0]], ['2, k, 12', [-0.2370839, -0.04315316, 1.0]], ['2, k, 13', [-0.2677832, -0.2590911, 1.0]], ['2, k, 14', [-0.2517925, -0.6027768, 1.0]], ['2, k, 15', [-0.2492229, -0.666069, 1.0]], ['2, k, 16', [-0.114008, -0.04949958, 1.0]], ['2, k, 17', [0.02881722, -0.2582648, 1.0]], ['2, k, 18', [0.02143745, -0.5992612, 1.0]], ['2, k, 19', [0.03200092, -0.6660398, 1.0]], ['2, k, 20', [-0.1797413, 0.3460469, 1.0]], ['2, k, 21', [-0.1439915, 0.8937621, 1.0]], ['2, k, 22', [-0.170366, 0.8342897, 1.0]], ['2, k, 23', [-0.1563248, 0.8630433, 1.0]], ['2, k, 24', [-0.1723704, 0.778938, 1.0]]]
[['2, k, 0', [-0.1766284, -0.04090546, 1.0]], ['2, k, 1', [-0.1796017, 0.1815984, 1.0]], ['2, k, 2', [-0.1837339, 0.3992667, 1.0]], ['2, k, 3', [-0.1309025, 0.5086014, 1.0]], ['2, k, 4', [-0.2945147, 0.3993361, 1.0]], ['2, k, 5', [-0.2962634, 0.5979583, 1.0]], ['2, k, 6', [-0.1833953, 0.755533, 1.0]], ['2, k, 7', [-0.1517946, 0.7889647, 1.0]], ['2, k, 8', [-0.02853054, 0.3536338, 1.0]], ['2, k, 9', [-0.03004432, 0.5678674, 1.0]], ['2, k, 10', [-0.1055852, 0.7467266, 1.0]], ['2, k, 11', [-0.1404842, 0.7997723, 1.0]], ['2, k, 12', [-0.2352653, -0.03725642, 1.0]], ['2, k, 13', [-0.2673483, -0.2566062, 1.0]], ['2, k, 14', [-0.2520649, -0.6015608, 1.0]], ['2, k, 15', [-0.2493421, -0.664937, 1.0]], ['2, k, 16', [-0.1140462, -0.04348538, 1.0]], ['2, k, 17', [0.02751231, -0.2563522, 1.0]], ['2, k, 18', [0.02154694, -0.5993704, 1.0]], ['2, k, 19', [0.03162692, -0.6658372, 1.0]], ['2, k, 20', [-0.1824917, 0.3459857, 1.0]], ['2, k, 21', [-0.1360491, 0.8484119, 1.0]], ['2, k, 22', [-0.1800222, 0.7967181, 1.0]], ['2, k, 23', [-0.1506323, 0.8603408, 1.0]], ['2, k, 24', [-0.1665287, 0.777304, 1.0]]]
[['2, k, 0', [-0.1765589, -0.03861186, 1.0]], ['2, k, 1', [-0.1791177, 0.1823703, 1.0]], ['2, k, 2', [-0.1822171, 0.399353, 1.0]], ['2, k, 3', [-0.1281021, 0.5073395, 1.0]], ['2, k, 4', [-0.2947532, 0.3987678, 1.0]], ['2, k, 5', [-0.2898173, 0.5910861, 1.0]], ['2, k, 6', [-0.1840106, 0.7521548, 1.0]], ['2, k, 7', [-0.1498786, 0.7874836, 1.0]], ['2, k, 8', [-0.02661176, 0.3545871, 1.0]], ['2, k, 9', [-0.02900268, 0.567313, 1.0]], ['2, k, 10', [-0.107549, 0.7457975, 1.0]], ['2, k, 11', [-0.1452754, 0.8030854, 1.0]], ['2, k, 12', [-0.2349222, -0.0352313, 1.0]], ['2, k, 13', [-0.2672355, -0.2556804, 1.0]], ['2, k, 14', [-0.2521141, -0.6015336, 1.0]], ['2, k, 15', [-0.2492498, -0.6638352, 1.0]], ['2, k, 16', [-0.1142961, -0.04097838, 1.0]], ['2, k, 17', [0.02659952, -0.2552605, 1.0]], ['2, k, 18', [0.02140859, -0.5994526, 1.0]], ['2, k, 19', [0.03123435, -0.6649552, 1.0]], ['2, k, 20', [-0.1814703, 0.3461881, 1.0]], ['2, k, 21', [-0.1349833, 0.8446168, 1.0]], ['2, k, 22', [-0.1795938, 0.7975912, 1.0]], ['2, k, 23', [-0.1524637, 0.8628706, 1.0]], ['2, k, 24', [-0.1708243, 0.7757761, 1.0]]]
[['2, k, 0', [-0.1763307, -0.03547214, 1.0]], ['2, k, 1', [-0.1795292, 0.1880589, 1.0]], ['2, k, 2', [-0.1830397, 0.4074055, 1.0]], ['2, k, 3', [-0.1305205, 0.5360368, 1.0]], ['2, k, 4', [-0.2952722, 0.3990279, 1.0]], ['2, k, 5', [-0.2791967, 0.5860177, 1.0]], ['2, k, 6', [-0.1787195, 0.7464175, 1.0]], ['2, k, 7', [-0.1463016, 0.7868018, 1.0]], ['2, k, 8', [-0.02913084, 0.3683053, 1.0]], ['2, k, 9', [-0.03007391, 0.5634602, 1.0]], ['2, k, 10', [-0.1061366, 0.7428325, 1.0]], ['2, k, 11', [-0.1428359, 0.7984466, 1.0]], ['2, k, 12', [-0.2344928, -0.03263869, 1.0]], ['2, k, 13', [-0.2670781, -0.2544825, 1.0]], ['2, k, 14', [-0.2515008, -0.6017156, 1.0]], ['2, k, 15', [-0.24922, -0.6637728, 1.0]], ['2, k, 16', [-0.1143159, -0.03736027, 1.0]], ['2, k, 17', [0.02574865, -0.2538857, 1.0]], ['2, k, 18', [0.02134141, -0.5994723, 1.0]], ['2, k, 19', [0.03131944, -0.6648774, 1.0]], ['2, k, 20', [-0.1822115, 0.3533659, 1.0]], ['2, k, 21', [-0.1360094, 0.8531014, 1.0]], ['2, k, 22', [-0.1773928, 0.7903718, 1.0]], ['2, k, 23', [-0.148855, 0.8657055, 1.0]], ['2, k, 24', [-0.1709487, 0.7711282, 1.0]]]
[['2, k, 0', [-0.1755234, -0.03248432, 1.0]], ['2, k, 1', [-0.1793234, 0.1908752, 1.0]], ['2, k, 2', [-0.1831452, 0.4097427, 1.0]], ['2, k, 3', [-0.1374512, 0.5512904, 1.0]], ['2, k, 4', [-0.2957897, 0.3983544, 1.0]], ['2, k, 5', [-0.2773872, 0.5852456, 1.0]], ['2, k, 6', [-0.1758927, 0.7443622, 1.0]], ['2, k, 7', [-0.1452666, 0.7794504, 1.0]], ['2, k, 8', [-0.03915601, 0.3950324, 1.0]], ['2, k, 9', [-0.02960264, 0.5631741, 1.0]], ['2, k, 10', [-0.1115069, 0.7524566, 1.0]], ['2, k, 11', [-0.1421514, 0.8026143, 1.0]], ['2, k, 12', [-0.2337142, -0.03057192, 1.0]], ['2, k, 13', [-0.2668997, -0.2531552, 1.0]], ['2, k, 14', [-0.2515464, -0.6018522, 1.0]], ['2, k, 15', [-0.2489977, -0.664376, 1.0]], ['2, k, 16', [-0.1135036, -0.03336414, 1.0]], ['2, k, 17', [0.0248223, -0.2522814, 1.0]], ['2, k, 18', [0.02134199, -0.5995476, 1.0]], ['2, k, 19', [0.03150394, -0.6649963, 1.0]], ['2, k, 20', [-0.182264, 0.3557931, 1.0]], ['2, k, 21', [-0.1332157, 0.8399076, 1.0]], ['2, k, 22', [-0.172327, 0.7841576, 1.0]], ['2, k, 23', [-0.1464949, 0.8682941, 1.0]], ['2, k, 24', [-0.1667206, 0.7747145, 1.0]]]
[['2, k, 0', [-0.1754327, -0.03119436, 1.0]], ['2, k, 1', [-0.1726795, 0.1967277, 1.0]], ['2, k, 2', [-0.1597737, 0.4240822, 1.0]], ['2, k, 3', [-0.1266376, 0.557031, 1.0]], ['2, k, 4', [-0.2954916, 0.3977667, 1.0]], ['2, k, 5', [-0.2748964, 0.571955, 1.0]], ['2, k, 6', [-0.1706071, 0.72074, 1.0]], ['2, k, 7', [-0.1406547, 0.7736905, 1.0]], ['2, k, 8', [-0.04057099, 0.3980536, 1.0]], ['2, k, 9', [-0.02477969, 0.5573834, 1.0]], ['2, k, 10', [-0.1118937, 0.7444609, 1.0]], ['2, k, 11', [-0.1393982, 0.789195, 1.0]], ['2, k, 12', [-0.2336126, -0.02978199, 1.0]], ['2, k, 13', [-0.2667667, -0.2526119, 1.0]], ['2, k, 14', [-0.2514971, -0.6017569, 1.0]], ['2, k, 15', [-0.2488133, -0.6646932, 1.0]], ['2, k, 16', [-0.1134338, -0.03158334, 1.0]], ['2, k, 17', [0.02423254, -0.2511926, 1.0]], ['2, k, 18', [0.02131166, -0.5994649, 1.0]], ['2, k, 19', [0.03140399, -0.6640351, 1.0]], ['2, k, 20', [-0.1641103, 0.3676384, 1.0]], ['2, k, 21', [-0.1312843, 0.8367431, 1.0]], ['2, k, 22', [-0.1674681, 0.7779816, 1.0]], ['2, k, 23', [-0.1446799, 0.853515, 1.0]], ['2, k, 24', [-0.1657425, 0.7617689, 1.0]]]
[['2, k, 0', [-0.1753956, -0.03011789, 1.0]], ['2, k, 1', [-0.1730142, 0.1968388, 1.0]], ['2, k, 2', [-0.1663138, 0.4209495, 1.0]], ['2, k, 3', [-0.1479926, 0.5424022, 1.0]], ['2, k, 4', [-0.2955591, 0.3974983, 1.0]], ['2, k, 5', [-0.2751364, 0.5608028, 1.0]], ['2, k, 6', [-0.1683731, 0.7071843, 1.0]], ['2, k, 7', [-0.137839, 0.7709475, 1.0]], ['2, k, 8', [-0.04199219, 0.3982407, 1.0]], ['2, k, 9', [-0.02265847, 0.5507991, 1.0]], ['2, k, 10', [-0.111341, 0.7364105, 1.0]], ['2, k, 11', [-0.1376508, 0.7822123, 1.0]], ['2, k, 12', [-0.2335958, -0.02869666, 1.0]], ['2, k, 13', [-0.2666002, -0.2514936, 1.0]], ['2, k, 14', [-0.251418, -0.6019133, 1.0]], ['2, k, 15', [-0.2478646, -0.6650558, 1.0]], ['2, k, 16', [-0.1133751, -0.03060907, 1.0]], ['2, k, 17', [0.02390887, -0.2503924, 1.0]], ['2, k, 18', [0.02122311, -0.5992323, 1.0]], ['2, k, 19', [0.03069902, -0.662777, 1.0]], ['2, k, 20', [-0.1676852, 0.3661096, 1.0]], ['2, k, 21', [-0.1289491, 0.8377097, 1.0]], ['2, k, 22', [-0.1602177, 0.7846515, 1.0]], ['2, k, 23', [-0.1431799, 0.8463753, 1.0]], ['2, k, 24', [-0.1620332, 0.7452815, 1.0]]]
[['2, k, 0', [-0.1757688, -0.0277161, 1.0]], ['2, k, 1', [-0.1738315, 0.1970413, 1.0]], ['2, k, 2', [-0.1707224, 0.4174086, 1.0]], ['2, k, 3', [-0.1511455, 0.5390755, 1.0]], ['2, k, 4', [-0.2961789, 0.3946649, 1.0]], ['2, k, 5', [-0.2736205, 0.5518733, 1.0]], ['2, k, 6', [-0.1621421, 0.7163421, 1.0]], ['2, k, 7', [-0.1368044, 0.7597777, 1.0]], ['2, k, 8', [-0.0423067, 0.3982464, 1.0]], ['2, k, 9', [-0.02872905, 0.5424607, 1.0]], ['2, k, 10', [-0.09819933, 0.7016649, 1.0]], ['2, k, 11', [-0.1333212, 0.74863, 1.0]], ['2, k, 12', [-0.2336868, -0.02649071, 1.0]], ['2, k, 13', [-0.266424, -0.2499672, 1.0]], ['2, k, 14', [-0.2517748, -0.6009704, 1.0]], ['2, k, 15', [-0.2486387, -0.6643922, 1.0]], ['2, k, 16', [-0.114027, -0.02814316, 1.0]], ['2, k, 17', [0.02301014, -0.2487701, 1.0]], ['2, k, 18', [0.02083523, -0.5991446, 1.0]], ['2, k, 19', [0.03056157, -0.6622461, 1.0]], ['2, k, 20', [-0.1710192, 0.363819, 1.0]], ['2, k, 21', [-0.1319451, 0.8276082, 1.0]], ['2, k, 22', [-0.1608361, 0.7591158, 1.0]], ['2, k, 23', [-0.1398851, 0.8065706, 1.0]], ['2, k, 24', [-0.1588188, 0.7191032, 1.0]]]
[['2, k, 0', [-0.1756573, -0.0281321, 1.0]], ['2, k, 1', [-0.1739665, 0.1967915, 1.0]], ['2, k, 2', [-0.1710668, 0.4171364, 1.0]], ['2, k, 3', [-0.1513579, 0.5387551, 1.0]], ['2, k, 4', [-0.2961302, 0.3928801, 1.0]], ['2, k, 5', [-0.2556798, 0.5353103, 1.0]], ['2, k, 6', [-0.1558116, 0.6754912, 1.0]], ['2, k, 7', [-0.1332069, 0.7472531, 1.0]], ['2, k, 8', [-0.04263156, 0.3963899, 1.0]], ['2, k, 9', [-0.03282229, 0.5294142, 1.0]], ['2, k, 10', [-0.09817914, 0.6878412, 1.0]], ['2, k, 11', [-0.1289408, 0.7320617, 1.0]], ['2, k, 12', [-0.233759, -0.02706588, 1.0]], ['2, k, 13', [-0.2664883, -0.2494003, 1.0]], ['2, k, 14', [-0.2518276, -0.6007274, 1.0]], ['2, k, 15', [-0.2481722, -0.6644612, 1.0]], ['2, k, 16', [-0.1137834, -0.02845571, 1.0]], ['2, k, 17', [0.02297107, -0.2485686, 1.0]], ['2, k, 18', [0.02098466, -0.5994355, 1.0]], ['2, k, 19', [0.03143851, -0.6636131, 1.0]], ['2, k, 20', [-0.1714031, 0.3634532, 1.0]], ['2, k, 21', [-0.1241971, 0.8050118, 1.0]], ['2, k, 22', [-0.1508148, 0.7557928, 1.0]], ['2, k, 23', [-0.1364682, 0.7893353, 1.0]], ['2, k, 24', [-0.1517509, 0.7040443, 1.0]]]
[['2, k, 0', [-0.1751136, -0.03428807, 1.0]], ['2, k, 1', [-0.1746674, 0.1954826, 1.0]], ['2, k, 2', [-0.1732742, 0.4173876, 1.0]], ['2, k, 3', [-0.1532188, 0.5388545, 1.0]], ['2, k, 4', [-0.2976992, 0.3865573, 1.0]], ['2, k, 5', [-0.265333, 0.5193294, 1.0]], ['2, k, 6', [-0.1530399, 0.6424917, 1.0]], ['2, k, 7', [-0.1303444, 0.6980913, 1.0]], ['2, k, 8', [-0.04169953, 0.3943516, 1.0]], ['2, k, 9', [-0.03454194, 0.5204744, 1.0]], ['2, k, 10', [-0.1016882, 0.6604755, 1.0]], ['2, k, 11', [-0.1255781, 0.6845543, 1.0]], ['2, k, 12', [-0.2343395, -0.03369439, 1.0]], ['2, k, 13', [-0.2670932, -0.250989, 1.0]], ['2, k, 14', [-0.2517702, -0.6009344, 1.0]], ['2, k, 15', [-0.2479779, -0.6648347, 1.0]], ['2, k, 16', [-0.1121492, -0.03427592, 1.0]], ['2, k, 17', [0.02423423, -0.2505984, 1.0]], ['2, k, 18', [0.0210243, -0.5991624, 1.0]], ['2, k, 19', [0.03173508, -0.6637735, 1.0]], ['2, k, 20', [-0.173146, 0.363135, 1.0]], ['2, k, 21', [-0.1198375, 0.7536234, 1.0]], ['2, k, 22', [-0.1536779, 0.7074848, 1.0]], ['2, k, 23', [-0.1326105, 0.7332267, 1.0]], ['2, k, 24', [-0.1543926, 0.6619979, 1.0]]]
[['2, k, 0', [-0.1740171, -0.04560921, 1.0]], ['2, k, 1', [-0.1757597, 0.1921756, 1.0]], ['2, k, 2', [-0.1757008, 0.417617, 1.0]], ['2, k, 3', [-0.1426223, 0.5319565, 1.0]], ['2, k, 4', [-0.3023543, 0.3403342, 1.0]], ['2, k, 5', [-0.2652883, 0.5010676, 1.0]], ['2, k, 6', [-0.1676201, 0.628272, 1.0]], ['2, k, 7', [-0.1289166, 0.6775028, 1.0]], ['2, k, 8', [-0.0413394, 0.3922407, 1.0]], ['2, k, 9', [-0.03592926, 0.5087883, 1.0]], ['2, k, 10', [-0.09496005, 0.6230661, 1.0]], ['2, k, 11', [-0.1231768, 0.6577512, 1.0]], ['2, k, 12', [-0.2340022, -0.04679356, 1.0]], ['2, k, 13', [-0.2678554, -0.2551024, 1.0]], ['2, k, 14', [-0.2519061, -0.6011434, 1.0]], ['2, k, 15', [-0.2489767, -0.6644728, 1.0]], ['2, k, 16', [-0.1103962, -0.04365327, 1.0]], ['2, k, 17', [0.02646537, -0.2542923, 1.0]], ['2, k, 18', [0.0209901, -0.5978991, 1.0]], ['2, k, 19', [0.03189936, -0.6632358, 1.0]], ['2, k, 20', [-0.1751514, 0.3625543, 1.0]], ['2, k, 21', [-0.1234824, 0.7267317, 1.0]], ['2, k, 22', [-0.1559861, 0.6625069, 1.0]], ['2, k, 23', [-0.1274604, 0.710879, 1.0]], ['2, k, 24', [-0.1506342, 0.6315914, 1.0]]]
