[['2, k, 0', [-0.268543, -0.228036, 1.0]], ['2, k, 1', [-0.267747, 0.117565, 1.0]], ['2, k, 2', [-0.265329, 0.452988, 1.0]], ['2, k, 3', [-0.273611, 0.608537, 1.0]], ['2, k, 4', [-0.433371, 0.352645, 1.0]], ['2, k, 5', [-0.521733, 0.276752, 1.0]], ['2, k, 6', [-0.550421, 0.217402, 1.0]], ['2, k, 7', [-0.559632, 0.139313, 1.0]], ['2, k, 8', [-0.115569, 0.362769, 1.0]], ['2, k, 9', [-0.0394471, 0.309369, 1.0]], ['2, k, 10', [-0.00486161, 0.243244, 1.0]], ['2, k, 11', [0.00851284, 0.223453, 1.0]], ['2, k, 12', [-0.336957, -0.226791, 1.0]], ['2, k, 13', [-0.356317, -0.619574, 1.0]], ['2, k, 14', [-0.380525, -1.00203, 1.0]], ['2, k, 15', [-0.408447, -1.05859, 1.0]], ['2, k, 16', [-0.191882, -0.222298, 1.0]], ['2, k, 17', [-0.15678, -0.641055, 1.0]], ['2, k, 18', [-0.135374, -1.00726, 1.0]], ['2, k, 19', [-0.128906, -1.06152, 1.0]], ['2, k, 20', [-0.266214, 0.370592, 1.0]], ['2, k, 21', [-0.517298, 0.0906238, 1.0]], ['2, k, 22', [-0.489835, 0.141056, 1.0]], ['2, k, 23', [-0.00132411, 0.179132, 1.0]], ['2, k, 24', [-0.0216957, 0.232333, 1.0]]]
[['2, k, 0', [-0.299521, -0.188322, 1.0]], ['2, k, 1', [-0.28808, 0.173707, 1.0]], ['2, k, 2', [-0.273879, 0.525029, 1.0]], ['2, k, 3', [-0.311723, 0.671339, 1.0]], ['2, k, 4', [-0.464686, 0.363339, 1.0]], ['2, k, 5', [-0.723597, 0.422199, 1.0]], ['2, k, 6', [-0.912095, 0.458431, 1.0]], ['2, k, 7', [-0.916966, 0.464434, 1.0]], ['2, k, 8', [-0.166612, 0.348724, 1.0]], ['2, k, 9', [-0.409147, 0.376776, 1.0]], ['2, k, 10', [-0.677388, 0.408618, 1.0]], ['2, k, 11', [-0.772808, 0.419825, 1.0]], ['2, k, 12', [-0.350296, -0.181296, 1.0]], ['2, k, 13', [-0.365326, -0.646971, 1.0]], ['2, k, 14', [-0.382819, -0.995987, 1.0]], ['2, k, 15', [-0.411078, -1.05268, 1.0]], ['2, k, 16', [-0.238962, -0.18933, 1.0]], ['2, k, 17', [-0.207603, -0.646489, 1.0]], ['2, k, 18', [-0.136564, -1.00645, 1.0]], ['2, k, 19', [-0.134463, -1.06746, 1.0]], ['2, k, 20', [-0.277829, 0.438876, 1.0]], ['2, k, 21', [-0.937267, 0.463297, 1.0]], ['2, k, 22', [-0.898458, 0.464843, 1.0]], ['2, k, 23', [-0.830057, 0.410836, 1.0]], ['2, k, 24', [-0.806739, 0.397002, 1.0]]]
[['2, k, 0', [-0.298388, -0.188871, 1.0]], ['2, k, 1', [-0.286803, 0.173261, 1.0]], ['2, k, 2', [-0.27282, 0.524652, 1.0]], ['2, k, 3', [-0.310152, 0.671071, 1.0]], ['2, k, 4', [-0.463724, 0.363053, 1.0]], ['2, k, 5', [-0.686018, 0.418793, 1.0]], ['2, k, 6', [-0.873577, 0.453604, 1.0]], ['2, k, 7', [-0.890408, 0.46345, 1.0]], ['2, k, 8', [-0.167416, 0.348716, 1.0]], ['2, k, 9', [-0.412208, 0.377549, 1.0]], ['2, k, 10', [-0.678365, 0.410546, 1.0]], ['2, k, 11', [-0.777011, 0.422631, 1.0]], ['2, k, 12', [-0.348838, -0.181766, 1.0]], ['2, k, 13', [-0.364624, -0.649466, 1.0]], ['2, k, 14', [-0.383337, -0.997739, 1.0]], ['2, k, 15', [-0.411091, -1.05268, 1.0]], ['2, k, 16', [-0.238198, -0.18992, 1.0]], ['2, k, 17', [-0.232197, -0.647408, 1.0]], ['2, k, 18', [-0.130536, -0.950316, 1.0]], ['2, k, 19', [-0.13355, -1.04732, 1.0]], ['2, k, 20', [-0.276678, 0.438471, 1.0]], ['2, k, 21', [-0.931117, 0.475686, 1.0]], ['2, k, 22', [-0.869003, 0.467846, 1.0]], ['2, k, 23', [-0.832026, 0.416369, 1.0]], ['2, k, 24', [-0.814524, 0.400405, 1.0]]]
[['2, k, 0', [-0.298279, -0.189313, 1.0]], ['2, k, 1', [-0.286493, 0.172928, 1.0]], ['2, k, 2', [-0.272283, 0.524413, 1.0]], ['2, k, 3', [-0.308202, 0.671095, 1.0]], ['2, k, 4', [-0.463233, 0.36288, 1.0]], ['2, k, 5', [-0.68622, 0.418838, 1.0]], ['2, k, 6', [-0.877855, 0.460038, 1.0]], ['2, k, 7', [-0.89076, 0.467849, 1.0]], ['2, k, 8', [-0.169156, 0.348653, 1.0]], ['2, k, 9', [-0.416284, 0.378264, 1.0]], ['2, k, 10', [-0.682293, 0.41242, 1.0]], ['2, k, 11', [-0.785551, 0.424718, 1.0]], ['2, k, 12', [-0.348597, -0.182104, 1.0]], ['2, k, 13', [-0.363975, -0.654009, 1.0]], ['2, k, 14', [-0.383435, -0.997788, 1.0]], ['2, k, 15', [-0.410986, -1.05278, 1.0]], ['2, k, 16', [-0.238271, -0.190544, 1.0]], ['2, k, 17', [-0.232313, -0.647888, 1.0]], ['2, k, 18', [-0.130386, -0.9508, 1.0]], ['2, k, 19', [-0.133547, -1.04787, 1.0]], ['2, k, 20', [-0.276188, 0.438193, 1.0]], ['2, k, 21', [-0.92716, 0.477331, 1.0]], ['2, k, 22', [-0.875396, 0.469569, 1.0]], ['2, k, 23', [-0.843422, 0.421877, 1.0]], ['2, k, 24', [-0.821841, 0.403118, 1.0]]]
[['2, k, 0', [-0.297324, -0.189828, 1.0]], ['2, k, 1', [-0.285747, 0.172543, 1.0]], ['2, k, 2', [-0.2719, 0.524098, 1.0]], ['2, k, 3', [-0.306226, 0.67101, 1.0]], ['2, k, 4', [-0.462887, 0.362613, 1.0]], ['2, k, 5', [-0.686387, 0.418794, 1.0]], ['2, k, 6', [-0.876548, 0.462107, 1.0]], ['2, k, 7', [-0.885344, 0.468631, 1.0]], ['2, k, 8', [-0.171262, 0.349027, 1.0]], ['2, k, 9', [-0.421156, 0.378642, 1.0]], ['2, k, 10', [-0.686709, 0.414476, 1.0]], ['2, k, 11', [-0.789432, 0.427009, 1.0]], ['2, k, 12', [-0.347157, -0.182545, 1.0]], ['2, k, 13', [-0.363448, -0.655406, 1.0]], ['2, k, 14', [-0.383476, -0.997786, 1.0]], ['2, k, 15', [-0.411129, -1.05283, 1.0]], ['2, k, 16', [-0.237742, -0.191065, 1.0]], ['2, k, 17', [-0.232284, -0.648187, 1.0]], ['2, k, 18', [-0.130338, -0.951144, 1.0]], ['2, k, 19', [-0.13365, -1.04819, 1.0]], ['2, k, 20', [-0.275705, 0.43786, 1.0]], ['2, k, 21', [-0.903346, 0.473739, 1.0]], ['2, k, 22', [-0.866718, 0.47098, 1.0]], ['2, k, 23', [-0.846343, 0.421245, 1.0]], ['2, k, 24', [-0.827563, 0.404873, 1.0]]]
[['2, k, 0', [-0.2966, -0.190223, 1.0]], ['2, k, 1', [-0.284863, 0.172319, 1.0]], ['2, k, 2', [-0.271007, 0.524037, 1.0]], ['2, k, 3', [-0.303627, 0.671153, 1.0]], ['2, k, 4', [-0.462031, 0.362599, 1.0]], ['2, k, 5', [-0.686297, 0.418902, 1.0]], ['2, k, 6', [-0.876738, 0.462898, 1.0]], ['2, k, 7', [-0.891998, 0.473046, 1.0]], ['2, k, 8', [-0.172127, 0.348847, 1.0]], ['2, k, 9', [-0.425687, 0.379214, 1.0]], ['2, k, 10', [-0.690788, 0.41632, 1.0]], ['2, k, 11', [-0.796629, 0.429159, 1.0]], ['2, k, 12', [-0.345977, -0.183012, 1.0]], ['2, k, 13', [-0.363154, -0.655301, 1.0]], ['2, k, 14', [-0.383823, -0.998653, 1.0]], ['2, k, 15', [-0.410892, -1.05308, 1.0]], ['2, k, 16', [-0.237256, -0.191457, 1.0]], ['2, k, 17', [-0.23229, -0.648598, 1.0]], ['2, k, 18', [-0.130738, -0.951839, 1.0]], ['2, k, 19', [-0.13374, -1.049, 1.0]], ['2, k, 20', [-0.274795, 0.437754, 1.0]], ['2, k, 21', [-0.920309, 0.483744, 1.0]], ['2, k, 22', [-0.872003, 0.474347, 1.0]], ['2, k, 23', [-0.854113, 0.424246, 1.0]], ['2, k, 24', [-0.835444, 0.408768, 1.0]]]
[['2, k, 0', [-0.294808, -0.191014, 1.0]], ['2, k, 1', [-0.283658, 0.171951, 1.0]], ['2, k, 2', [-0.270401, 0.523921, 1.0]], ['2, k, 3', [-0.302442, 0.671171, 1.0]], ['2, k, 4', [-0.461452, 0.362517, 1.0]], ['2, k, 5', [-0.686225, 0.418939, 1.0]], ['2, k, 6', [-0.889628, 0.471684, 1.0]], ['2, k, 7', [-0.893312, 0.478569, 1.0]], ['2, k, 8', [-0.173315, 0.348998, 1.0]], ['2, k, 9', [-0.429561, 0.380135, 1.0]], ['2, k, 10', [-0.696112, 0.418473, 1.0]], ['2, k, 11', [-0.80129, 0.431175, 1.0]], ['2, k, 12', [-0.343445, -0.184328, 1.0]], ['2, k, 13', [-0.363059, -0.655285, 1.0]], ['2, k, 14', [-0.384207, -0.99902, 1.0]], ['2, k, 15', [-0.411257, -1.05335, 1.0]], ['2, k, 16', [-0.236237, -0.191834, 1.0]], ['2, k, 17', [-0.232384, -0.648851, 1.0]], ['2, k, 18', [-0.130539, -0.951993, 1.0]], ['2, k, 19', [-0.133712, -1.04914, 1.0]], ['2, k, 20', [-0.274046, 0.437585, 1.0]], ['2, k, 21', [-0.90316, 0.48234, 1.0]], ['2, k, 22', [-0.878971, 0.476553, 1.0]], ['2, k, 23', [-0.854889, 0.424144, 1.0]], ['2, k, 24', [-0.841283, 0.408047, 1.0]]]
[['2, k, 0', [-0.294362, -0.191483, 1.0]], ['2, k, 1', [-0.282631, 0.171483, 1.0]], ['2, k, 2', [-0.268626, 0.523532, 1.0]], ['2, k, 3', [-0.302145, 0.670846, 1.0]], ['2, k, 4', [-0.459722, 0.362172, 1.0]], ['2, k, 5', [-0.685359, 0.418824, 1.0]], ['2, k, 6', [-0.889734, 0.47182, 1.0]], ['2, k, 7', [-0.846051, 0.431596, 1.0]], ['2, k, 8', [-0.173753, 0.348921, 1.0]], ['2, k, 9', [-0.4327, 0.380753, 1.0]], ['2, k, 10', [-0.698101, 0.420467, 1.0]], ['2, k, 11', [-0.796692, 0.434724, 1.0]], ['2, k, 12', [-0.343046, -0.184605, 1.0]], ['2, k, 13', [-0.362983, -0.655367, 1.0]], ['2, k, 14', [-0.385593, -1.00042, 1.0]], ['2, k, 15', [-0.411342, -1.05367, 1.0]], ['2, k, 16', [-0.235763, -0.192554, 1.0]], ['2, k, 17', [-0.233439, -0.649377, 1.0]], ['2, k, 18', [-0.13012, -0.952132, 1.0]], ['2, k, 19', [-0.133706, -1.04921, 1.0]], ['2, k, 20', [-0.272458, 0.437161, 1.0]], ['2, k, 21', [-0.856112, 0.416018, 1.0]], ['2, k, 22', [-0.824386, 0.457785, 1.0]], ['2, k, 23', [-0.859666, 0.432846, 1.0]], ['2, k, 24', [-0.845767, 0.415081, 1.0]]]
[['2, k, 0', [-0.293232, -0.192247, 1.0]], ['2, k, 1', [-0.281371, 0.170917, 1.0]], ['2, k, 2', [-0.26747, 0.523163, 1.0]], ['2, k, 3', [-0.300878, 0.67061, 1.0]], ['2, k, 4', [-0.458593, 0.361832, 1.0]], ['2, k, 5', [-0.623379, 0.391738, 1.0]], ['2, k, 6', [-0.787841, 0.424944, 1.0]], ['2, k, 7', [-0.816948, 0.434184, 1.0]], ['2, k, 8', [-0.174319, 0.348926, 1.0]], ['2, k, 9', [-0.435721, 0.38086, 1.0]], ['2, k, 10', [-0.700157, 0.422111, 1.0]], ['2, k, 11', [-0.799581, 0.43658, 1.0]], ['2, k, 12', [-0.341914, -0.185411, 1.0]], ['2, k, 13', [-0.362898, -0.655453, 1.0]], ['2, k, 14', [-0.386355, -0.999333, 1.0]], ['2, k, 15', [-0.411345, -1.05337, 1.0]], ['2, k, 16', [-0.234817, -0.193181, 1.0]], ['2, k, 17', [-0.208283, -0.652903, 1.0]], ['2, k, 18', [-0.137203, -1.00714, 1.0]], ['2, k, 19', [-0.134628, -1.06856, 1.0]], ['2, k, 20', [-0.271255, 0.436742, 1.0]], ['2, k, 21', [-0.856623, 0.413931, 1.0]], ['2, k, 22', [-0.746666, 0.425719, 1.0]], ['2, k, 23', [-0.862098, 0.435672, 1.0]], ['2, k, 24', [-0.835183, 0.428896, 1.0]]]
[['2, k, 0', [-0.292919, -0.192597, 1.0]], ['2, k, 1', [-0.280887, 0.170588, 1.0]], ['2, k, 2', [-0.266845, 0.522856, 1.0]], ['2, k, 3', [-0.299031, 0.670543, 1.0]], ['2, k, 4', [-0.457985, 0.361542, 1.0]], ['2, k, 5', [-0.625137, 0.392355, 1.0]], ['2, k, 6', [-0.741172, 0.43455, 1.0]], ['2, k, 7', [-0.813229, 0.438828, 1.0]], ['2, k, 8', [-0.175236, 0.348445, 1.0]], ['2, k, 9', [-0.437844, 0.381086, 1.0]], ['2, k, 10', [-0.701669, 0.423804, 1.0]], ['2, k, 11', [-0.799996, 0.439181, 1.0]], ['2, k, 12', [-0.341598, -0.185637, 1.0]], ['2, k, 13', [-0.362736, -0.655589, 1.0]], ['2, k, 14', [-0.386681, -0.999877, 1.0]], ['2, k, 15', [-0.411414, -1.05339, 1.0]], ['2, k, 16', [-0.234434, -0.193788, 1.0]], ['2, k, 17', [-0.235401, -0.650419, 1.0]], ['2, k, 18', [-0.128912, -0.952214, 1.0]], ['2, k, 19', [-0.133474, -1.04928, 1.0]], ['2, k, 20', [-0.270658, 0.436426, 1.0]], ['2, k, 21', [-0.861617, 0.417614, 1.0]], ['2, k, 22', [-0.744946, 0.421382, 1.0]], ['2, k, 23', [-0.865498, 0.434986, 1.0]], ['2, k, 24', [-0.85298, 0.415051, 1.0]]]
[['2, k, 0', [-0.293246, -0.193141, 1.0]], ['2, k, 1', [-0.280714, 0.17029, 1.0]], ['2, k, 2', [-0.265843, 0.522591, 1.0]], ['2, k, 3', [-0.298609, 0.670239, 1.0]], ['2, k, 4', [-0.457001, 0.361293, 1.0]], ['2, k, 5', [-0.625633, 0.393121, 1.0]], ['2, k, 6', [-0.793213, 0.429113, 1.0]], ['2, k, 7', [-0.823202, 0.439137, 1.0]], ['2, k, 8', [-0.176435, 0.348108, 1.0]], ['2, k, 9', [-0.441107, 0.381645, 1.0]], ['2, k, 10', [-0.700684, 0.424955, 1.0]], ['2, k, 11', [-0.80377, 0.440996, 1.0]], ['2, k, 12', [-0.342024, -0.186109, 1.0]], ['2, k, 13', [-0.36276, -0.655734, 1.0]], ['2, k, 14', [-0.386991, -1.00029, 1.0]], ['2, k, 15', [-0.411378, -1.05381, 1.0]], ['2, k, 16', [-0.235034, -0.19489, 1.0]], ['2, k, 17', [-0.232014, -0.65238, 1.0]], ['2, k, 18', [-0.137201, -1.00706, 1.0]], ['2, k, 19', [-0.134562, -1.06855, 1.0]], ['2, k, 20', [-0.269921, 0.43614, 1.0]], ['2, k, 21', [-0.863886, 0.417768, 1.0]], ['2, k, 22', [-0.752848, 0.426861, 1.0]], ['2, k, 23', [-0.877043, 0.446247, 1.0]], ['2, k, 24', [-0.852494, 0.431958, 1.0]]]
[['2, k, 0', [-0.287712, -0.19361, 1.0]], ['2, k, 1', [-0.277269, 0.169948, 1.0]], ['2, k, 2', [-0.264368, 0.52235, 1.0]], ['2, k, 3', [-0.298318, 0.669804, 1.0]], ['2, k, 4', [-0.455546, 0.361066, 1.0]], ['2, k, 5', [-0.627102, 0.394453, 1.0]], ['2, k, 6', [-0.80248, 0.430937, 1.0]], ['2, k, 7', [-0.826522, 0.441093, 1.0]], ['2, k, 8', [-0.177552, 0.348328, 1.0]], ['2, k, 9', [-0.443499, 0.38246, 1.0]], ['2, k, 10', [-0.702605, 0.425095, 1.0]], ['2, k, 11', [-0.805683, 0.44266, 1.0]], ['2, k, 12', [-0.335205, -0.185515, 1.0]], ['2, k, 13', [-0.362445, -0.651972, 1.0]], ['2, k, 14', [-0.387247, -0.999521, 1.0]], ['2, k, 15', [-0.411685, -1.05297, 1.0]], ['2, k, 16', [-0.230691, -0.195797, 1.0]], ['2, k, 17', [-0.212345, -0.654469, 1.0]], ['2, k, 18', [-0.137404, -1.00714, 1.0]], ['2, k, 19', [-0.134641, -1.06881, 1.0]], ['2, k, 20', [-0.267991, 0.435875, 1.0]], ['2, k, 21', [-0.867571, 0.419338, 1.0]], ['2, k, 22', [-0.754415, 0.427741, 1.0]], ['2, k, 23', [-0.879313, 0.445808, 1.0]], ['2, k, 24', [-0.851943, 0.433349, 1.0]]]
[['2, k, 0', [-0.28565, -0.193307, 1.0]], ['2, k, 1', [-0.275915, 0.16998, 1.0]], ['2, k, 2', [-0.26383, 0.522222, 1.0]], ['2, k, 3', [-0.297794, 0.669612, 1.0]], ['2, k, 4', [-0.455015, 0.360945, 1.0]], ['2, k, 5', [-0.628102, 0.395443, 1.0]], ['2, k, 6', [-0.802144, 0.432388, 1.0]], ['2, k, 7', [-0.82778, 0.443609, 1.0]], ['2, k, 8', [-0.177949, 0.348489, 1.0]], ['2, k, 9', [-0.445086, 0.383035, 1.0]], ['2, k, 10', [-0.702809, 0.42521, 1.0]], ['2, k, 11', [-0.803213, 0.443945, 1.0]], ['2, k, 12', [-0.333242, -0.18487, 1.0]], ['2, k, 13', [-0.362217, -0.649271, 1.0]], ['2, k, 14', [-0.387249, -0.999169, 1.0]], ['2, k, 15', [-0.411705, -1.05253, 1.0]], ['2, k, 16', [-0.228684, -0.195656, 1.0]], ['2, k, 17', [-0.225276, -0.652732, 1.0]], ['2, k, 18', [-0.137353, -1.0072, 1.0]], ['2, k, 19', [-0.134699, -1.06879, 1.0]], ['2, k, 20', [-0.267251, 0.435771, 1.0]], ['2, k, 21', [-0.869611, 0.421963, 1.0]], ['2, k, 22', [-0.757548, 0.429518, 1.0]], ['2, k, 23', [-0.878227, 0.446307, 1.0]], ['2, k, 24', [-0.837928, 0.446486, 1.0]]]
[['2, k, 0', [-0.285406, -0.193522, 1.0]], ['2, k, 1', [-0.275536, 0.169831, 1.0]], ['2, k, 2', [-0.263454, 0.522137, 1.0]], ['2, k, 3', [-0.297242, 0.669453, 1.0]], ['2, k, 4', [-0.454647, 0.360866, 1.0]], ['2, k, 5', [-0.629924, 0.396819, 1.0]], ['2, k, 6', [-0.800087, 0.436571, 1.0]], ['2, k, 7', [-0.829751, 0.445579, 1.0]], ['2, k, 8', [-0.178269, 0.348512, 1.0]], ['2, k, 9', [-0.446505, 0.383745, 1.0]], ['2, k, 10', [-0.702811, 0.426612, 1.0]], ['2, k, 11', [-0.804963, 0.44613, 1.0]], ['2, k, 12', [-0.33324, -0.185058, 1.0]], ['2, k, 13', [-0.362303, -0.649479, 1.0]], ['2, k, 14', [-0.387262, -0.999195, 1.0]], ['2, k, 15', [-0.411859, -1.05255, 1.0]], ['2, k, 16', [-0.227996, -0.195885, 1.0]], ['2, k, 17', [-0.229046, -0.65236, 1.0]], ['2, k, 18', [-0.137396, -1.00715, 1.0]], ['2, k, 19', [-0.134698, -1.06878, 1.0]], ['2, k, 20', [-0.26685, 0.435673, 1.0]], ['2, k, 21', [-0.87388, 0.426025, 1.0]], ['2, k, 22', [-0.754619, 0.431834, 1.0]], ['2, k, 23', [-0.880249, 0.446683, 1.0]], ['2, k, 24', [-0.862655, 0.426985, 1.0]]]
[['2, k, 0', [-0.285322, -0.193867, 1.0]], ['2, k, 1', [-0.275227, 0.169657, 1.0]], ['2, k, 2', [-0.26268, 0.522024, 1.0]], ['2, k, 3', [-0.296623, 0.669324, 1.0]], ['2, k, 4', [-0.45388, 0.36076, 1.0]], ['2, k, 5', [-0.631033, 0.397734, 1.0]], ['2, k, 6', [-0.800041, 0.437971, 1.0]], ['2, k, 7', [-0.826939, 0.446655, 1.0]], ['2, k, 8', [-0.178501, 0.348442, 1.0]], ['2, k, 9', [-0.447548, 0.384511, 1.0]], ['2, k, 10', [-0.705226, 0.427208, 1.0]], ['2, k, 11', [-0.807233, 0.447687, 1.0]], ['2, k, 12', [-0.333245, -0.185476, 1.0]], ['2, k, 13', [-0.362331, -0.649869, 1.0]], ['2, k, 14', [-0.38741, -0.99936, 1.0]], ['2, k, 15', [-0.412032, -1.05241, 1.0]], ['2, k, 16', [-0.227758, -0.196332, 1.0]], ['2, k, 17', [-0.233622, -0.653429, 1.0]], ['2, k, 18', [-0.123478, -0.954326, 1.0]], ['2, k, 19', [-0.13296, -1.05159, 1.0]], ['2, k, 20', [-0.266194, 0.435537, 1.0]], ['2, k, 21', [-0.875795, 0.42626, 1.0]], ['2, k, 22', [-0.754836, 0.4323, 1.0]], ['2, k, 23', [-0.881987, 0.448282, 1.0]], ['2, k, 24', [-0.865283, 0.428282, 1.0]]]
[['2, k, 0', [-0.287039, -0.194439, 1.0]], ['2, k, 1', [-0.275279, 0.169524, 1.0]], ['2, k, 2', [-0.261899, 0.521722, 1.0]], ['2, k, 3', [-0.296399, 0.66896, 1.0]], ['2, k, 4', [-0.453108, 0.360465, 1.0]], ['2, k, 5', [-0.680341, 0.417625, 1.0]], ['2, k, 6', [-0.733595, 0.429634, 1.0]], ['2, k, 7', [-0.834741, 0.44771, 1.0]], ['2, k, 8', [-0.178593, 0.348261, 1.0]], ['2, k, 9', [-0.448017, 0.384857, 1.0]], ['2, k, 10', [-0.705943, 0.428095, 1.0]], ['2, k, 11', [-0.808205, 0.448317, 1.0]], ['2, k, 12', [-0.335537, -0.186166, 1.0]], ['2, k, 13', [-0.362381, -0.650193, 1.0]], ['2, k, 14', [-0.387455, -0.999985, 1.0]], ['2, k, 15', [-0.412133, -1.05293, 1.0]], ['2, k, 16', [-0.230315, -0.197163, 1.0]], ['2, k, 17', [-0.227968, -0.656071, 1.0]], ['2, k, 18', [-0.137537, -1.00773, 1.0]], ['2, k, 19', [-0.134613, -1.06905, 1.0]], ['2, k, 20', [-0.265751, 0.435301, 1.0]], ['2, k, 21', [-0.876817, 0.427793, 1.0]], ['2, k, 22', [-0.766255, 0.446399, 1.0]], ['2, k, 23', [-0.887628, 0.455273, 1.0]], ['2, k, 24', [-0.842231, 0.459295, 1.0]]]
[['2, k, 0', [-0.2912, -0.195751, 1.0]], ['2, k, 1', [-0.275688, 0.169331, 1.0]], ['2, k, 2', [-0.261385, 0.521838, 1.0]], ['2, k, 3', [-0.295771, 0.669149, 1.0]], ['2, k, 4', [-0.452598, 0.360583, 1.0]], ['2, k, 5', [-0.679874, 0.417751, 1.0]], ['2, k, 6', [-0.733252, 0.430833, 1.0]], ['2, k, 7', [-0.834913, 0.449856, 1.0]], ['2, k, 8', [-0.178782, 0.348178, 1.0]], ['2, k, 9', [-0.448915, 0.385683, 1.0]], ['2, k, 10', [-0.707045, 0.42831, 1.0]], ['2, k, 11', [-0.80992, 0.44993, 1.0]], ['2, k, 12', [-0.339815, -0.189037, 1.0]], ['2, k, 13', [-0.363039, -0.655723, 1.0]], ['2, k, 14', [-0.387724, -1.00059, 1.0]], ['2, k, 15', [-0.412067, -1.05309, 1.0]], ['2, k, 16', [-0.233792, -0.197141, 1.0]], ['2, k, 17', [-0.228452, -0.657005, 1.0]], ['2, k, 18', [-0.137645, -1.0076, 1.0]], ['2, k, 19', [-0.134596, -1.06899, 1.0]], ['2, k, 20', [-0.265566, 0.435328, 1.0]], ['2, k, 21', [-0.87733, 0.429229, 1.0]], ['2, k, 22', [-0.766286, 0.449065, 1.0]], ['2, k, 23', [-0.884116, 0.444651, 1.0]], ['2, k, 24', [-0.84425, 0.454961, 1.0]]]
[['2, k, 0', [-0.292535, -0.194844, 1.0]], ['2, k, 1', [-0.275907, 0.169438, 1.0]], ['2, k, 2', [-0.260981, 0.521785, 1.0]], ['2, k, 3', [-0.294639, 0.669302, 1.0]], ['2, k, 4', [-0.452198, 0.360534, 1.0]], ['2, k, 5', [-0.679508, 0.417713, 1.0]], ['2, k, 6', [-0.732785, 0.431259, 1.0]], ['2, k, 7', [-0.835979, 0.449791, 1.0]], ['2, k, 8', [-0.1805, 0.348608, 1.0]], ['2, k, 9', [-0.451293, 0.386697, 1.0]], ['2, k, 10', [-0.707891, 0.430281, 1.0]], ['2, k, 11', [-0.809647, 0.449578, 1.0]], ['2, k, 12', [-0.340195, -0.187861, 1.0]], ['2, k, 13', [-0.363146, -0.655088, 1.0]], ['2, k, 14', [-0.388059, -1.00127, 1.0]], ['2, k, 15', [-0.411971, -1.05345, 1.0]], ['2, k, 16', [-0.236398, -0.196526, 1.0]], ['2, k, 17', [-0.241208, -0.655016, 1.0]], ['2, k, 18', [-0.130246, -0.955609, 1.0]], ['2, k, 19', [-0.133773, -1.05187, 1.0]], ['2, k, 20', [-0.265383, 0.435321, 1.0]], ['2, k, 21', [-0.877541, 0.430083, 1.0]], ['2, k, 22', [-0.769618, 0.450681, 1.0]], ['2, k, 23', [-0.882747, 0.454922, 1.0]], ['2, k, 24', [-0.824643, 0.458731, 1.0]]]
[['2, k, 0', [-0.29201, -0.194705, 1.0]], ['2, k, 1', [-0.275802, 0.169487, 1.0]], ['2, k, 2', [-0.260773, 0.521886, 1.0]], ['2, k, 3', [-0.29303, 0.669622, 1.0]], ['2, k, 4', [-0.451991, 0.360636, 1.0]], ['2, k, 5', [-0.679322, 0.417816, 1.0]], ['2, k, 6', [-0.733523, 0.43176, 1.0]], ['2, k, 7', [-0.835061, 0.450939, 1.0]], ['2, k, 8', [-0.180487, 0.348617, 1.0]], ['2, k, 9', [-0.451549, 0.387009, 1.0]], ['2, k, 10', [-0.708809, 0.43176, 1.0]], ['2, k, 11', [-0.809129, 0.450668, 1.0]], ['2, k, 12', [-0.339515, -0.187467, 1.0]], ['2, k, 13', [-0.363071, -0.653709, 1.0]], ['2, k, 14', [-0.38832, -1.00099, 1.0]], ['2, k, 15', [-0.412048, -1.05351, 1.0]], ['2, k, 16', [-0.23545, -0.196313, 1.0]], ['2, k, 17', [-0.240447, -0.655038, 1.0]], ['2, k, 18', [-0.12998, -0.955807, 1.0]], ['2, k, 19', [-0.133736, -1.05214, 1.0]], ['2, k, 20', [-0.265153, 0.435419, 1.0]], ['2, k, 21', [-0.87764, 0.43152, 1.0]], ['2, k, 22', [-0.766401, 0.436686, 1.0]], ['2, k, 23', [-0.88776, 0.454212, 1.0]], ['2, k, 24', [-0.847457, 0.460222, 1.0]]]
