[['2, k, 0', [0.201799, -0.707291, 1.0]], ['2, k, 1', [0.192631, -0.403676, 1.0]], ['2, k, 2', [0.182668, -0.105515, 1.0]], ['2, k, 3', [0.188273, 0.0219231, 1.0]], ['2, k, 4', [0.0430949, -0.24672, 1.0]], ['2, k, 5', [0.0392741, -0.535566, 1.0]], ['2, k, 6', [0.168732, -0.365362, 1.0]], ['2, k, 7', [0.212005, -0.309417, 1.0]], ['2, k, 8', [0.342726, -0.239584, 1.0]], ['2, k, 9', [0.5178, -0.177194, 1.0]], ['2, k, 10', [0.301951, -0.150257, 1.0]], ['2, k, 11', [0.34261, -0.122671, 1.0]], ['2, k, 12', [0.130679, -0.699065, 1.0]], ['2, k, 13', [0.0223732, -1.00866, 1.0]], ['2, k, 14', [0.0220822, -1.26293, 1.0]], ['2, k, 15', [0.0172448, -1.33938, 1.0]], ['2, k, 16', [0.267306, -0.695841, 1.0]], ['2, k, 17', [0.406398, -0.985615, 1.0]], ['2, k, 18', [0.356165, -1.13874, 1.0]], ['2, k, 19', [0.392624, -1.21469, 1.0]], ['2, k, 20', [0.185307, -0.179375, 1.0]], ['2, k, 21', [0.211028, -0.307991, 1.0]], ['2, k, 22', [0.209753, -0.30613, 1.0]], ['2, k, 23', [0.331504, -0.122416, 1.0]], ['2, k, 24', [0.265052, -0.122566, 1.0]]]
[['2, k, 0', [0.147738, -0.655829, 1.0]], ['2, k, 1', [0.146842, -0.355391, 1.0]], ['2, k, 2', [0.144156, -0.0600006, 1.0]], ['2, k, 3', [0.139082, 0.0568356, 1.0]], ['2, k, 4', [0.050251, -0.176427, 1.0]], ['2, k, 5', [-0.0693875, -0.193479, 1.0]], ['2, k, 6', [-0.0771092, -0.151123, 1.0]], ['2, k, 7', [-0.103231, -0.124513, 1.0]], ['2, k, 8', [0.271056, -0.147292, 1.0]], ['2, k, 9', [0.0140245, -0.205967, 1.0]], ['2, k, 10', [0.226575, -0.153298, 1.0]], ['2, k, 11', [0.470984, -0.0826591, 1.0]], ['2, k, 12', [0.0831613, -0.658186, 1.0]], ['2, k, 13', [0.0689405, -1.00191, 1.0]], ['2, k, 14', [0.0146485, -1.34289, 1.0]], ['2, k, 15', [0.0458992, -1.38273, 1.0]], ['2, k, 16', [0.202118, -0.635793, 1.0]], ['2, k, 17', [0.26484, -0.954002, 1.0]], ['2, k, 18', [0.343219, -1.29142, 1.0]], ['2, k, 19', [0.392003, -1.33106, 1.0]], ['2, k, 20', [0.144927, -0.133001, 1.0]], ['2, k, 21', [-0.0957595, -0.0871525, 1.0]], ['2, k, 22', [-0.0723191, -0.0903999, 1.0]], ['2, k, 23', [0.522094, -0.0668994, 1.0]], ['2, k, 24', [0.477075, -0.111062, 1.0]]]
[['2, k, 0', [0.147317, -0.655664, 1.0]], ['2, k, 1', [0.146288, -0.355269, 1.0]], ['2, k, 2', [0.14358, -0.059924, 1.0]], ['2, k, 3', [0.136838, 0.0561708, 1.0]], ['2, k, 4', [0.0503017, -0.177059, 1.0]], ['2, k, 5', [-0.0703244, -0.186665, 1.0]], ['2, k, 6', [-0.0850495, -0.145453, 1.0]], ['2, k, 7', [-0.125193, -0.107826, 1.0]], ['2, k, 8', [0.270432, -0.147146, 1.0]], ['2, k, 9', [0.0129776, -0.204219, 1.0]], ['2, k, 10', [0.222746, -0.147, 1.0]], ['2, k, 11', [0.323643, -0.138687, 1.0]], ['2, k, 12', [0.083142, -0.657878, 1.0]], ['2, k, 13', [0.0686017, -1.00164, 1.0]], ['2, k, 14', [0.0152438, -1.34187, 1.0]], ['2, k, 15', [0.0468822, -1.38168, 1.0]], ['2, k, 16', [0.201937, -0.635825, 1.0]], ['2, k, 17', [0.26443, -0.950985, 1.0]], ['2, k, 18', [0.342351, -1.28849, 1.0]], ['2, k, 19', [0.391324, -1.32815, 1.0]], ['2, k, 20', [0.144367, -0.132932, 1.0]], ['2, k, 21', [-0.121793, -0.0823851, 1.0]], ['2, k, 22', [-0.100268, -0.0798772, 1.0]], ['2, k, 23', [0.343737, -0.156175, 1.0]], ['2, k, 24', [0.339306, -0.162692, 1.0]]]
[['2, k, 0', [0.14763, -0.654483, 1.0]], ['2, k, 1', [0.144848, -0.354903, 1.0]], ['2, k, 2', [0.137172, -0.0609942, 1.0]], ['2, k, 3', [0.136654, 0.0554647, 1.0]], ['2, k, 4', [0.0577843, -0.183306, 1.0]], ['2, k, 5', [-0.0686679, -0.174888, 1.0]], ['2, k, 6', [-0.145603, -0.106064, 1.0]], ['2, k, 7', [-0.170636, -0.0784519, 1.0]], ['2, k, 8', [0.287042, -0.0968018, 1.0]], ['2, k, 9', [0.036671, -0.175816, 1.0]], ['2, k, 10', [0.235584, -0.127299, 1.0]], ['2, k, 11', [0.413608, -0.078776, 1.0]], ['2, k, 12', [0.0899926, -0.654306, 1.0]], ['2, k, 13', [0.0682793, -0.99863, 1.0]], ['2, k, 14', [0.0157401, -1.34343, 1.0]], ['2, k, 15', [0.0691092, -1.38438, 1.0]], ['2, k, 16', [0.200423, -0.634733, 1.0]], ['2, k, 17', [0.264691, -0.950505, 1.0]], ['2, k, 18', [0.342273, -1.28743, 1.0]], ['2, k, 19', [0.410259, -1.32063, 1.0]], ['2, k, 20', [0.139551, -0.133511, 1.0]], ['2, k, 21', [-0.22192, -0.0800939, 1.0]], ['2, k, 22', [-0.123327, -0.074953, 1.0]], ['2, k, 23', [0.451316, -0.0571284, 1.0]], ['2, k, 24', [0.416878, -0.107852, 1.0]]]
[['2, k, 0', [0.147205, -0.653318, 1.0]], ['2, k, 1', [0.144817, -0.354609, 1.0]], ['2, k, 2', [0.137822, -0.0607676, 1.0]], ['2, k, 3', [0.136718, 0.0556337, 1.0]], ['2, k, 4', [0.0582434, -0.182546, 1.0]], ['2, k, 5', [-0.0706566, -0.170764, 1.0]], ['2, k, 6', [-0.187466, -0.161124, 1.0]], ['2, k, 7', [-0.209182, -0.0909317, 1.0]], ['2, k, 8', [0.286815, -0.0968315, 1.0]], ['2, k, 9', [0.0360747, -0.174276, 1.0]], ['2, k, 10', [0.228061, -0.12421, 1.0]], ['2, k, 11', [0.377298, -0.0725912, 1.0]], ['2, k, 12', [0.0921205, -0.652024, 1.0]], ['2, k, 13', [0.0674278, -0.997099, 1.0]], ['2, k, 14', [0.0158323, -1.34354, 1.0]], ['2, k, 15', [0.0694367, -1.38437, 1.0]], ['2, k, 16', [0.197999, -0.634154, 1.0]], ['2, k, 17', [0.265877, -0.949636, 1.0]], ['2, k, 18', [0.342662, -1.28647, 1.0]], ['2, k, 19', [0.410602, -1.31994, 1.0]], ['2, k, 20', [0.13987, -0.133332, 1.0]], ['2, k, 21', [-0.256554, -0.0712723, 1.0]], ['2, k, 22', [-0.161646, -0.0742838, 1.0]], ['2, k, 23', [0.39601, -0.0621958, 1.0]], ['2, k, 24', [0.38467, -0.0918071, 1.0]]]
[['2, k, 0', [0.147312, -0.653881, 1.0]], ['2, k, 1', [0.144956, -0.354638, 1.0]], ['2, k, 2', [0.139349, -0.0601617, 1.0]], ['2, k, 3', [0.140227, 0.055816, 1.0]], ['2, k, 4', [0.0643112, -0.181749, 1.0]], ['2, k, 5', [-0.0972826, -0.16653, 1.0]], ['2, k, 6', [-0.20424, -0.134037, 1.0]], ['2, k, 7', [-0.246188, -0.0962526, 1.0]], ['2, k, 8', [0.286586, -0.0967443, 1.0]], ['2, k, 9', [0.0381705, -0.178792, 1.0]], ['2, k, 10', [0.229736, -0.127516, 1.0]], ['2, k, 11', [0.345489, -0.0735875, 1.0]], ['2, k, 12', [0.0950445, -0.653144, 1.0]], ['2, k, 13', [0.0642958, -0.997994, 1.0]], ['2, k, 14', [0.0158285, -1.34343, 1.0]], ['2, k, 15', [0.0726911, -1.38396, 1.0]], ['2, k, 16', [0.195921, -0.635794, 1.0]], ['2, k, 17', [0.268329, -0.947642, 1.0]], ['2, k, 18', [0.343152, -1.28542, 1.0]], ['2, k, 19', [0.413144, -1.31825, 1.0]], ['2, k, 20', [0.140864, -0.13302, 1.0]], ['2, k, 21', [-0.304165, -0.0854358, 1.0]], ['2, k, 22', [-0.18799, -0.0828465, 1.0]], ['2, k, 23', [0.351146, -0.0825699, 1.0]], ['2, k, 24', [0.351647, -0.0981547, 1.0]]]
[['2, k, 0', [0.148628, -0.655825, 1.0]], ['2, k, 1', [0.147516, -0.355408, 1.0]], ['2, k, 2', [0.146407, -0.0581967, 1.0]], ['2, k, 3', [0.146823, 0.0599656, 1.0]], ['2, k, 4', [0.101609, -0.182453, 1.0]], ['2, k, 5', [-0.0904114, -0.165028, 1.0]], ['2, k, 6', [-0.242798, -0.154026, 1.0]], ['2, k, 7', [-0.283789, -0.103206, 1.0]], ['2, k, 8', [0.287913, -0.096479, 1.0]], ['2, k, 9', [0.0281783, -0.144287, 1.0]], ['2, k, 10', [0.203244, -0.0901947, 1.0]], ['2, k, 11', [0.339178, -0.0429163, 1.0]], ['2, k, 12', [0.100855, -0.656633, 1.0]], ['2, k, 13', [0.0619394, -1.00099, 1.0]], ['2, k, 14', [0.0158589, -1.34332, 1.0]], ['2, k, 15', [0.0821627, -1.38425, 1.0]], ['2, k, 16', [0.195053, -0.63785, 1.0]], ['2, k, 17', [0.270456, -0.947025, 1.0]], ['2, k, 18', [0.341753, -1.28394, 1.0]], ['2, k, 19', [0.418929, -1.3153, 1.0]], ['2, k, 20', [0.146651, -0.13204, 1.0]], ['2, k, 21', [-0.341353, -0.0870865, 1.0]], ['2, k, 22', [-0.234325, -0.0863584, 1.0]], ['2, k, 23', [0.34486, -0.052007, 1.0]], ['2, k, 24', [0.345395, -0.0677315, 1.0]]]
[['2, k, 0', [0.152358, -0.659018, 1.0]], ['2, k, 1', [0.154003, -0.357493, 1.0]], ['2, k, 2', [0.155543, -0.0590954, 1.0]], ['2, k, 3', [0.160726, 0.0596222, 1.0]], ['2, k, 4', [0.114338, -0.179789, 1.0]], ['2, k, 5', [-0.101507, -0.162104, 1.0]], ['2, k, 6', [-0.293076, -0.145553, 1.0]], ['2, k, 7', [-0.319976, -0.10968, 1.0]], ['2, k, 8', [0.295265, -0.0975655, 1.0]], ['2, k, 9', [0.0396568, -0.146163, 1.0]], ['2, k, 10', [-0.121055, -0.146732, 1.0]], ['2, k, 11', [-0.186072, -0.122064, 1.0]], ['2, k, 12', [0.108103, -0.659486, 1.0]], ['2, k, 13', [0.0596337, -1.00287, 1.0]], ['2, k, 14', [0.0169499, -1.34767, 1.0]], ['2, k, 15', [0.0851653, -1.38841, 1.0]], ['2, k, 16', [0.195741, -0.641138, 1.0]], ['2, k, 17', [0.273986, -0.946391, 1.0]], ['2, k, 18', [0.366502, -1.2772, 1.0]], ['2, k, 19', [0.445479, -1.30536, 1.0]], ['2, k, 20', [0.155325, -0.133199, 1.0]], ['2, k, 21', [-0.372537, -0.0987374, 1.0]], ['2, k, 22', [-0.279063, -0.0967049, 1.0]], ['2, k, 23', [-0.188931, -0.121709, 1.0]], ['2, k, 24', [-0.185993, -0.122365, 1.0]]]
[['2, k, 0', [0.156693, -0.661857, 1.0]], ['2, k, 1', [0.161547, -0.359038, 1.0]], ['2, k, 2', [0.166916, -0.0594832, 1.0]], ['2, k, 3', [0.170365, 0.0599798, 1.0]], ['2, k, 4', [0.121443, -0.181262, 1.0]], ['2, k, 5', [-0.112423, -0.171937, 1.0]], ['2, k, 6', [-0.305975, -0.151632, 1.0]], ['2, k, 7', [-0.345582, -0.120997, 1.0]], ['2, k, 8', [0.306967, -0.0982355, 1.0]], ['2, k, 9', [0.0568386, -0.143283, 1.0]], ['2, k, 10', [-0.200169, -0.148878, 1.0]], ['2, k, 11', [-0.252714, -0.153211, 1.0]], ['2, k, 12', [0.113557, -0.661484, 1.0]], ['2, k, 13', [0.0580682, -1.00458, 1.0]], ['2, k, 14', [0.0179077, -1.35606, 1.0]], ['2, k, 15', [0.0861468, -1.3968, 1.0]], ['2, k, 16', [0.198184, -0.644632, 1.0]], ['2, k, 17', [0.279103, -0.942141, 1.0]], ['2, k, 18', [0.377056, -1.24251, 1.0]], ['2, k, 19', [0.455697, -1.26911, 1.0]], ['2, k, 20', [0.165652, -0.133838, 1.0]], ['2, k, 21', [-0.401614, -0.106012, 1.0]], ['2, k, 22', [-0.308673, -0.102889, 1.0]], ['2, k, 23', [-0.320004, -0.112062, 1.0]], ['2, k, 24', [-0.280623, -0.118806, 1.0]]]
[['2, k, 0', [0.159968, -0.663526, 1.0]], ['2, k, 1', [0.167211, -0.359455, 1.0]], ['2, k, 2', [0.175381, -0.0586639, 1.0]], ['2, k, 3', [0.1818, 0.060977, 1.0]], ['2, k, 4', [0.13218, -0.183413, 1.0]], ['2, k, 5', [-0.124285, -0.181309, 1.0]], ['2, k, 6', [-0.329732, -0.145028, 1.0]], ['2, k, 7', [-0.35975, -0.128365, 1.0]], ['2, k, 8', [0.315521, -0.0975324, 1.0]], ['2, k, 9', [0.0643901, -0.13332, 1.0]], ['2, k, 10', [-0.197694, -0.139705, 1.0]], ['2, k, 11', [-0.294524, -0.149119, 1.0]], ['2, k, 12', [0.117352, -0.662295, 1.0]], ['2, k, 13', [0.0585748, -0.995676, 1.0]], ['2, k, 14', [0.0204524, -1.3548, 1.0]], ['2, k, 15', [0.0901518, -1.39621, 1.0]], ['2, k, 16', [0.201006, -0.647661, 1.0]], ['2, k, 17', [0.283866, -0.940435, 1.0]], ['2, k, 18', [0.379561, -1.24491, 1.0]], ['2, k, 19', [0.458614, -1.27171, 1.0]], ['2, k, 20', [0.173385, -0.13332, 1.0]], ['2, k, 21', [-0.411766, -0.117933, 1.0]], ['2, k, 22', [-0.344835, -0.0965288, 1.0]], ['2, k, 23', [-0.345497, -0.136056, 1.0]], ['2, k, 24', [-0.346054, -0.10815, 1.0]]]
[['2, k, 0', [0.163695, -0.66374, 1.0]], ['2, k, 1', [0.172106, -0.359273, 1.0]], ['2, k, 2', [0.183136, -0.0586739, 1.0]], ['2, k, 3', [0.186261, 0.0609277, 1.0]], ['2, k, 4', [0.159873, -0.178015, 1.0]], ['2, k, 5', [-0.0885412, -0.147341, 1.0]], ['2, k, 6', [-0.307682, -0.157046, 1.0]], ['2, k, 7', [-0.347123, -0.140143, 1.0]], ['2, k, 8', [0.323268, -0.09764, 1.0]], ['2, k, 9', [0.0882962, -0.134477, 1.0]], ['2, k, 10', [-0.169862, -0.143005, 1.0]], ['2, k, 11', [-0.238918, -0.168582, 1.0]], ['2, k, 12', [0.124383, -0.660534, 1.0]], ['2, k, 13', [0.0597594, -0.991623, 1.0]], ['2, k, 14', [0.0252332, -1.34974, 1.0]], ['2, k, 15', [0.100024, -1.39095, 1.0]], ['2, k, 16', [0.204855, -0.650193, 1.0]], ['2, k, 17', [0.289644, -0.935882, 1.0]], ['2, k, 18', [0.383337, -1.24875, 1.0]], ['2, k, 19', [0.465729, -1.27418, 1.0]], ['2, k, 20', [0.180442, -0.133185, 1.0]], ['2, k, 21', [-0.398554, -0.134383, 1.0]], ['2, k, 22', [-0.340689, -0.103217, 1.0]], ['2, k, 23', [-0.310231, -0.158209, 1.0]], ['2, k, 24', [-0.193332, -0.147384, 1.0]]]
[['2, k, 0', [0.166412, -0.663179, 1.0]], ['2, k, 1', [0.176092, -0.361039, 1.0]], ['2, k, 2', [0.186332, -0.0687446, 1.0]], ['2, k, 3', [0.189819, 0.048727, 1.0]], ['2, k, 4', [0.142485, -0.171601, 1.0]], ['2, k, 5', [0.0571518, -0.14714, 1.0]], ['2, k, 6', [-0.0907126, -0.102273, 1.0]], ['2, k, 7', [-0.150105, -0.0897194, 1.0]], ['2, k, 8', [0.326301, -0.107749, 1.0]], ['2, k, 9', [0.118861, -0.14013, 1.0]], ['2, k, 10', [-0.117819, -0.154017, 1.0]], ['2, k, 11', [-0.182659, -0.17614, 1.0]], ['2, k, 12', [0.126539, -0.659334, 1.0]], ['2, k, 13', [0.0602679, -0.983756, 1.0]], ['2, k, 14', [0.0265008, -1.34086, 1.0]], ['2, k, 15', [0.102585, -1.38183, 1.0]], ['2, k, 16', [0.207425, -0.649782, 1.0]], ['2, k, 17', [0.292962, -0.933054, 1.0]], ['2, k, 18', [0.389016, -1.25151, 1.0]], ['2, k, 19', [0.472613, -1.27471, 1.0]], ['2, k, 20', [0.184431, -0.140639, 1.0]], ['2, k, 21', [-0.20243, -0.0842327, 1.0]], ['2, k, 22', [-0.145774, -0.0533987, 1.0]], ['2, k, 23', [-0.254029, -0.170384, 1.0]], ['2, k, 24', [-0.216349, -0.15319, 1.0]]]
[['2, k, 0', [0.162597, -0.667062, 1.0]], ['2, k, 1', [0.173699, -0.367493, 1.0]], ['2, k, 2', [0.185378, -0.0756362, 1.0]], ['2, k, 3', [0.18853, 0.0414104, 1.0]], ['2, k, 4', [0.213583, -0.138436, 1.0]], ['2, k, 5', [0.0677622, -0.130401, 1.0]], ['2, k, 6', [-0.125939, -0.0996527, 1.0]], ['2, k, 7', [-0.343032, -0.0557336, 1.0]], ['2, k, 8', [0.255199, -0.193552, 1.0]], ['2, k, 9', [0.0358408, -0.186543, 1.0]], ['2, k, 10', [-0.215389, -0.165385, 1.0]], ['2, k, 11', [-0.264702, -0.14582, 1.0]], ['2, k, 12', [0.120237, -0.658373, 1.0]], ['2, k, 13', [0.0586161, -0.981907, 1.0]], ['2, k, 14', [0.0284294, -1.33865, 1.0]], ['2, k, 15', [0.0754309, -1.3817, 1.0]], ['2, k, 16', [0.197434, -0.668272, 1.0]], ['2, k, 17', [0.295502, -0.932641, 1.0]], ['2, k, 18', [0.391231, -1.25264, 1.0]], ['2, k, 19', [0.451483, -1.28174, 1.0]], ['2, k, 20', [0.182745, -0.14813, 1.0]], ['2, k, 21', [-0.406777, -0.0487267, 1.0]], ['2, k, 22', [-0.31678, -0.0448, 1.0]], ['2, k, 23', [-0.315905, -0.140025, 1.0]], ['2, k, 24', [-0.269499, -0.133069, 1.0]]]
[['2, k, 0', [0.160096, -0.664955, 1.0]], ['2, k, 1', [0.171346, -0.369218, 1.0]], ['2, k, 2', [0.183733, -0.0838306, 1.0]], ['2, k, 3', [0.184474, 0.0356064, 1.0]], ['2, k, 4', [0.0245886, -0.130724, 1.0]], ['2, k, 5', [-0.162944, -0.125793, 1.0]], ['2, k, 6', [-0.366559, -0.0768075, 1.0]], ['2, k, 7', [-0.436437, -0.0554339, 1.0]], ['2, k, 8', [0.263082, -0.196575, 1.0]], ['2, k, 9', [0.0616373, -0.186591, 1.0]], ['2, k, 10', [-0.106586, -0.174784, 1.0]], ['2, k, 11', [-0.160467, -0.161653, 1.0]], ['2, k, 12', [0.114148, -0.656089, 1.0]], ['2, k, 13', [0.055685, -0.981645, 1.0]], ['2, k, 14', [0.0289584, -1.33798, 1.0]], ['2, k, 15', [-0.0478667, -1.36908, 1.0]], ['2, k, 16', [0.196599, -0.658944, 1.0]], ['2, k, 17', [0.297344, -0.933931, 1.0]], ['2, k, 18', [0.379209, -1.19547, 1.0]], ['2, k, 19', [0.325261, -1.26015, 1.0]], ['2, k, 20', [0.180808, -0.154283, 1.0]], ['2, k, 21', [-0.485965, -0.0385278, 1.0]], ['2, k, 22', [-0.4351, -0.0508033, 1.0]], ['2, k, 23', [-0.202181, -0.142733, 1.0]], ['2, k, 24', [-0.175918, -0.130146, 1.0]]]
[['2, k, 0', [0.158105, -0.663712, 1.0]], ['2, k, 1', [0.168976, -0.372299, 1.0]], ['2, k, 2', [0.180826, -0.093541, 1.0]], ['2, k, 3', [0.1703, 0.0355813, 1.0]], ['2, k, 4', [0.0203871, -0.135804, 1.0]], ['2, k, 5', [-0.176112, -0.116068, 1.0]], ['2, k, 6', [-0.362872, -0.0920333, 1.0]], ['2, k, 7', [-0.457803, -0.0673523, 1.0]], ['2, k, 8', [0.27356, -0.195371, 1.0]], ['2, k, 9', [0.145102, -0.184416, 1.0]], ['2, k, 10', [-0.0393859, -0.168116, 1.0]], ['2, k, 11', [-0.0708004, -0.161238, 1.0]], ['2, k, 12', [0.109121, -0.655396, 1.0]], ['2, k, 13', [0.0512166, -0.98783, 1.0]], ['2, k, 14', [0.028743, -1.34318, 1.0]], ['2, k, 15', [-0.0408511, -1.37737, 1.0]], ['2, k, 16', [0.1974, -0.655731, 1.0]], ['2, k, 17', [0.299133, -0.935804, 1.0]], ['2, k, 18', [0.377616, -1.19311, 1.0]], ['2, k, 19', [0.3325, -1.25735, 1.0]], ['2, k, 20', [0.177974, -0.162259, 1.0]], ['2, k, 21', [-0.49893, -0.0505513, 1.0]], ['2, k, 22', [-0.386319, -0.0898372, 1.0]], ['2, k, 23', [-0.106703, -0.143424, 1.0]], ['2, k, 24', [-0.0750016, -0.13307, 1.0]]]
[['2, k, 0', [0.156329, -0.663365, 1.0]], ['2, k, 1', [0.165096, -0.374961, 1.0]], ['2, k, 2', [0.174991, -0.0971891, 1.0]], ['2, k, 3', [0.159218, 0.0361286, 1.0]], ['2, k, 4', [0.013119, -0.126604, 1.0]], ['2, k, 5', [-0.186695, -0.145867, 1.0]], ['2, k, 6', [-0.382619, -0.123341, 1.0]], ['2, k, 7', [-0.466764, -0.0810713, 1.0]], ['2, k, 8', [0.279319, -0.201132, 1.0]], ['2, k, 9', [0.195592, -0.183314, 1.0]], ['2, k, 10', [0.0674324, -0.164414, 1.0]], ['2, k, 11', [0.0106973, -0.151707, 1.0]], ['2, k, 12', [0.103056, -0.655048, 1.0]], ['2, k, 13', [0.0498308, -0.989471, 1.0]], ['2, k, 14', [0.0306568, -1.34468, 1.0]], ['2, k, 15', [-0.0294459, -1.3821, 1.0]], ['2, k, 16', [0.198332, -0.654648, 1.0]], ['2, k, 17', [0.300233, -0.939141, 1.0]], ['2, k, 18', [0.375909, -1.19136, 1.0]], ['2, k, 19', [0.341127, -1.25397, 1.0]], ['2, k, 20', [0.172626, -0.165878, 1.0]], ['2, k, 21', [-0.50695, -0.0636377, 1.0]], ['2, k, 22', [-0.391745, -0.0867905, 1.0]], ['2, k, 23', [-0.0448713, -0.153228, 1.0]], ['2, k, 24', [0.0355828, -0.146282, 1.0]]]
[['2, k, 0', [0.154847, -0.668765, 1.0]], ['2, k, 1', [0.155541, -0.379814, 1.0]], ['2, k, 2', [0.145847, -0.0953981, 1.0]], ['2, k, 3', [0.146144, 0.0330227, 1.0]], ['2, k, 4', [-0.0254092, -0.204768, 1.0]], ['2, k, 5', [-0.24754, -0.179962, 1.0]], ['2, k, 6', [-0.370885, -0.120069, 1.0]], ['2, k, 7', [-0.447705, -0.0915506, 1.0]], ['2, k, 8', [0.275059, -0.212118, 1.0]], ['2, k, 9', [0.247624, -0.167113, 1.0]], ['2, k, 10', [0.192519, -0.178551, 1.0]], ['2, k, 11', [0.126539, -0.148982, 1.0]], ['2, k, 12', [0.0947383, -0.666275, 1.0]], ['2, k, 13', [0.0490794, -0.987861, 1.0]], ['2, k, 14', [0.0309706, -1.34236, 1.0]], ['2, k, 15', [-0.0143313, -1.38434, 1.0]], ['2, k, 16', [0.203153, -0.658047, 1.0]], ['2, k, 17', [0.300646, -0.942086, 1.0]], ['2, k, 18', [0.384077, -1.24664, 1.0]], ['2, k, 19', [0.36312, -1.30729, 1.0]], ['2, k, 20', [0.149677, -0.166526, 1.0]], ['2, k, 21', [-0.486576, -0.076692, 1.0]], ['2, k, 22', [-0.373736, -0.0955252, 1.0]], ['2, k, 23', [0.106108, -0.135098, 1.0]], ['2, k, 24', [0.150134, -0.145561, 1.0]]]
[['2, k, 0', [0.155807, -0.666669, 1.0]], ['2, k, 1', [0.152136, -0.379677, 1.0]], ['2, k, 2', [0.13876, -0.0993509, 1.0]], ['2, k, 3', [0.134518, 0.0315339, 1.0]], ['2, k, 4', [-0.0273475, -0.224015, 1.0]], ['2, k, 5', [-0.234879, -0.189439, 1.0]], ['2, k, 6', [-0.363417, -0.149909, 1.0]], ['2, k, 7', [-0.416037, -0.102996, 1.0]], ['2, k, 8', [0.256229, -0.113596, 1.0]], ['2, k, 9', [0.245446, -0.157522, 1.0]], ['2, k, 10', [0.214975, -0.139629, 1.0]], ['2, k, 11', [0.220845, -0.137038, 1.0]], ['2, k, 12', [0.0951481, -0.663174, 1.0]], ['2, k, 13', [0.0476933, -0.989739, 1.0]], ['2, k, 14', [0.0305094, -1.34383, 1.0]], ['2, k, 15', [0.00129938, -1.38985, 1.0]], ['2, k, 16', [0.212704, -0.647882, 1.0]], ['2, k, 17', [0.300907, -0.943818, 1.0]], ['2, k, 18', [0.357271, -1.19749, 1.0]], ['2, k, 19', [0.348165, -1.25448, 1.0]], ['2, k, 20', [0.142904, -0.169082, 1.0]], ['2, k, 21', [-0.433341, -0.0945404, 1.0]], ['2, k, 22', [-0.352685, -0.107923, 1.0]], ['2, k, 23', [0.230452, -0.127545, 1.0]], ['2, k, 24', [0.261848, -0.166311, 1.0]]]
[['2, k, 0', [0.155228, -0.667899, 1.0]], ['2, k, 1', [0.142418, -0.382858, 1.0]], ['2, k, 2', [0.120913, -0.102418, 1.0]], ['2, k, 3', [0.115916, 0.029283, 1.0]], ['2, k, 4', [-0.0344951, -0.22369, 1.0]], ['2, k, 5', [-0.220981, -0.196207, 1.0]], ['2, k, 6', [-0.306997, -0.161625, 1.0]], ['2, k, 7', [-0.350425, -0.121256, 1.0]], ['2, k, 8', [0.251134, -0.202278, 1.0]], ['2, k, 9', [0.22544, -0.167159, 1.0]], ['2, k, 10', [0.254431, -0.129171, 1.0]], ['2, k, 11', [0.307478, -0.129148, 1.0]], ['2, k, 12', [0.0898833, -0.666923, 1.0]], ['2, k, 13', [0.046829, -0.987685, 1.0]], ['2, k, 14', [0.0299298, -1.34128, 1.0]], ['2, k, 15', [0.00712965, -1.38931, 1.0]], ['2, k, 16', [0.213958, -0.651659, 1.0]], ['2, k, 17', [0.301336, -0.946398, 1.0]], ['2, k, 18', [0.353649, -1.20115, 1.0]], ['2, k, 19', [0.349502, -1.25629, 1.0]], ['2, k, 20', [0.126548, -0.172135, 1.0]], ['2, k, 21', [-0.406032, -0.111181, 1.0]], ['2, k, 22', [-0.283906, -0.119229, 1.0]], ['2, k, 23', [0.334266, -0.118407, 1.0]], ['2, k, 24', [0.326641, -0.155421, 1.0]]]
[['2, k, 0', [0.153977, -0.66824, 1.0]], ['2, k, 1', [0.135516, -0.383371, 1.0]], ['2, k, 2', [0.112897, -0.102857, 1.0]], ['2, k, 3', [0.0975451, 0.0311238, 1.0]], ['2, k, 4', [-0.040868, -0.225577, 1.0]], ['2, k, 5', [-0.171954, -0.206642, 1.0]], ['2, k, 6', [-0.255608, -0.194901, 1.0]], ['2, k, 7', [-0.283929, -0.135615, 1.0]], ['2, k, 8', [0.249777, -0.201504, 1.0]], ['2, k, 9', [0.222364, -0.166834, 1.0]], ['2, k, 10', [0.19402, -0.143917, 1.0]], ['2, k, 11', [0.190095, -0.133643, 1.0]], ['2, k, 12', [0.0871453, -0.667202, 1.0]], ['2, k, 13', [0.0460006, -0.984691, 1.0]], ['2, k, 14', [0.0297782, -1.33789, 1.0]], ['2, k, 15', [0.0115369, -1.38746, 1.0]], ['2, k, 16', [0.213283, -0.652239, 1.0]], ['2, k, 17', [0.301431, -0.949341, 1.0]], ['2, k, 18', [0.341555, -1.29814, 1.0]], ['2, k, 19', [0.334406, -1.35456, 1.0]], ['2, k, 20', [0.118665, -0.172503, 1.0]], ['2, k, 21', [-0.324457, -0.122414, 1.0]], ['2, k, 22', [-0.226113, -0.134977, 1.0]], ['2, k, 23', [0.145964, -0.132944, 1.0]], ['2, k, 24', [0.239238, -0.129986, 1.0]]]
