[['2, k, 0', [-0.100588, -0.234976, 1.0]], ['2, k, 1', [-0.0995235, 0.0878774, 1.0]], ['2, k, 2', [-0.0979055, 0.401387, 1.0]], ['2, k, 3', [-0.143377, 0.555191, 1.0]], ['2, k, 4', [-0.298911, 0.277185, 1.0]], ['2, k, 5', [-0.400004, 0.0752176, 1.0]], ['2, k, 6', [-0.436701, -0.0828374, 1.0]], ['2, k, 7', [-0.426033, -0.148903, 1.0]], ['2, k, 8', [0.0621831, 0.289834, 1.0]], ['2, k, 9', [0.192296, 0.112389, 1.0]], ['2, k, 10', [0.0457824, 0.139374, 1.0]], ['2, k, 11', [-0.023022, 0.102601, 1.0]], ['2, k, 12', [-0.181511, -0.234225, 1.0]], ['2, k, 13', [-0.236389, -0.648112, 1.0]], ['2, k, 14', [-0.298738, -1.0169, 1.0]], ['2, k, 15', [-0.309082, -1.06934, 1.0]], ['2, k, 16', [-0.0165857, -0.228608, 1.0]], ['2, k, 17', [0.0543276, -0.619962, 1.0]], ['2, k, 18', [0.0905823, -1.00512, 1.0]], ['2, k, 19', [0.127686, -1.06152, 1.0]], ['2, k, 20', [-0.0984074, 0.324328, 1.0]], ['2, k, 21', [-0.399428, -0.181203, 1.0]], ['2, k, 22', [-0.370248, -0.171829, 1.0]], ['2, k, 23', [-0.0303092, 0.106103, 1.0]], ['2, k, 24', [-0.0301716, 0.118332, 1.0]]]
[['2, k, 0', [-0.121087, -0.186861, 1.0]], ['2, k, 1', [-0.123187, 0.130898, 1.0]], ['2, k, 2', [-0.125063, 0.436827, 1.0]], ['2, k, 3', [-0.122808, 0.590361, 1.0]], ['2, k, 4', [-0.290472, 0.390676, 1.0]], ['2, k, 5', [-0.407985, 0.54135, 1.0]], ['2, k, 6', [-0.454721, 0.719921, 1.0]], ['2, k, 7', [-0.454797, 0.789212, 1.0]], ['2, k, 8', [0.0443363, 0.376301, 1.0]], ['2, k, 9', [0.15223, 0.550568, 1.0]], ['2, k, 10', [0.187179, 0.719577, 1.0]], ['2, k, 11', [0.18672, 0.793251, 1.0]], ['2, k, 12', [-0.208047, -0.182363, 1.0]], ['2, k, 13', [-0.249775, -0.61703, 1.0]], ['2, k, 14', [-0.289232, -1.00097, 1.0]], ['2, k, 15', [-0.310912, -1.06826, 1.0]], ['2, k, 16', [-0.0303957, -0.185646, 1.0]], ['2, k, 17', [0.042478, -0.610524, 1.0]], ['2, k, 18', [0.0899947, -0.99935, 1.0]], ['2, k, 19', [0.129754, -1.05983, 1.0]], ['2, k, 20', [-0.124694, 0.361868, 1.0]], ['2, k, 21', [-0.438644, 0.824933, 1.0]], ['2, k, 22', [-0.397119, 0.783235, 1.0]], ['2, k, 23', [0.173372, 0.826517, 1.0]], ['2, k, 24', [0.106251, 0.801481, 1.0]]]
[['2, k, 0', [-0.119846, -0.190254, 1.0]], ['2, k, 1', [-0.122876, 0.127827, 1.0]], ['2, k, 2', [-0.125501, 0.435031, 1.0]], ['2, k, 3', [-0.123768, 0.586544, 1.0]], ['2, k, 4', [-0.291134, 0.383988, 1.0]], ['2, k, 5', [-0.409048, 0.522164, 1.0]], ['2, k, 6', [-0.45502, 0.672531, 1.0]], ['2, k, 7', [-0.453925, 0.747323, 1.0]], ['2, k, 8', [0.0447141, 0.371093, 1.0]], ['2, k, 9', [0.153696, 0.528447, 1.0]], ['2, k, 10', [0.189191, 0.668344, 1.0]], ['2, k, 11', [0.184525, 0.743011, 1.0]], ['2, k, 12', [-0.207026, -0.186393, 1.0]], ['2, k, 13', [-0.249061, -0.617665, 1.0]], ['2, k, 14', [-0.289322, -0.999029, 1.0]], ['2, k, 15', [-0.311078, -1.06814, 1.0]], ['2, k, 16', [-0.028993, -0.188363, 1.0]], ['2, k, 17', [0.0430394, -0.61194, 1.0]], ['2, k, 18', [0.0924045, -1.00129, 1.0]], ['2, k, 19', [0.12984, -1.06004, 1.0]], ['2, k, 20', [-0.124964, 0.359704, 1.0]], ['2, k, 21', [-0.426051, 0.77493, 1.0]], ['2, k, 22', [-0.393651, 0.735395, 1.0]], ['2, k, 23', [0.171597, 0.774042, 1.0]], ['2, k, 24', [0.109292, 0.745635, 1.0]]]
[['2, k, 0', [-0.118437, -0.195433, 1.0]], ['2, k, 1', [-0.122741, 0.124792, 1.0]], ['2, k, 2', [-0.125862, 0.43364, 1.0]], ['2, k, 3', [-0.124672, 0.584985, 1.0]], ['2, k, 4', [-0.290245, 0.371931, 1.0]], ['2, k, 5', [-0.414342, 0.494151, 1.0]], ['2, k, 6', [-0.452908, 0.639603, 1.0]], ['2, k, 7', [-0.452678, 0.706369, 1.0]], ['2, k, 8', [0.0440921, 0.366949, 1.0]], ['2, k, 9', [0.156017, 0.511169, 1.0]], ['2, k, 10', [0.189744, 0.635938, 1.0]], ['2, k, 11', [0.182148, 0.688867, 1.0]], ['2, k, 12', [-0.205383, -0.19274, 1.0]], ['2, k, 13', [-0.248439, -0.620784, 1.0]], ['2, k, 14', [-0.287725, -0.998771, 1.0]], ['2, k, 15', [-0.311277, -1.06857, 1.0]], ['2, k, 16', [-0.0278378, -0.192354, 1.0]], ['2, k, 17', [0.0436986, -0.613121, 1.0]], ['2, k, 18', [0.0936556, -1.00294, 1.0]], ['2, k, 19', [0.129868, -1.06011, 1.0]], ['2, k, 20', [-0.125243, 0.358001, 1.0]], ['2, k, 21', [-0.436226, 0.721627, 1.0]], ['2, k, 22', [-0.370286, 0.696368, 1.0]], ['2, k, 23', [0.154369, 0.712636, 1.0]], ['2, k, 24', [0.152069, 0.671142, 1.0]]]
[['2, k, 0', [-0.117241, -0.198371, 1.0]], ['2, k, 1', [-0.122361, 0.122498, 1.0]], ['2, k, 2', [-0.12601, 0.43233, 1.0]], ['2, k, 3', [-0.125537, 0.583617, 1.0]], ['2, k, 4', [-0.289977, 0.364167, 1.0]], ['2, k, 5', [-0.44632, 0.467149, 1.0]], ['2, k, 6', [-0.451104, 0.604429, 1.0]], ['2, k, 7', [-0.451468, 0.649775, 1.0]], ['2, k, 8', [0.0426187, 0.36251, 1.0]], ['2, k, 9', [0.155021, 0.484057, 1.0]], ['2, k, 10', [0.189801, 0.591644, 1.0]], ['2, k, 11', [0.181288, 0.63127, 1.0]], ['2, k, 12', [-0.204261, -0.196413, 1.0]], ['2, k, 13', [-0.24752, -0.621208, 1.0]], ['2, k, 14', [-0.287863, -0.998681, 1.0]], ['2, k, 15', [-0.311379, -1.06876, 1.0]], ['2, k, 16', [-0.0266693, -0.194499, 1.0]], ['2, k, 17', [0.0451407, -0.615989, 1.0]], ['2, k, 18', [0.0934659, -1.00342, 1.0]], ['2, k, 19', [0.13166, -1.0617, 1.0]], ['2, k, 20', [-0.12529, 0.356472, 1.0]], ['2, k, 21', [-0.428199, 0.674547, 1.0]], ['2, k, 22', [-0.38799, 0.633146, 1.0]], ['2, k, 23', [0.150814, 0.652385, 1.0]], ['2, k, 24', [0.136787, 0.610402, 1.0]]]
[['2, k, 0', [-0.115375, -0.203241, 1.0]], ['2, k, 1', [-0.121707, 0.117801, 1.0]], ['2, k, 2', [-0.126381, 0.428404, 1.0]], ['2, k, 3', [-0.126627, 0.578679, 1.0]], ['2, k, 4', [-0.290535, 0.350778, 1.0]], ['2, k, 5', [-0.414062, 0.425678, 1.0]], ['2, k, 6', [-0.455732, 0.5286, 1.0]], ['2, k, 7', [-0.44819, 0.599257, 1.0]], ['2, k, 8', [0.0422577, 0.352809, 1.0]], ['2, k, 9', [0.142869, 0.436428, 1.0]], ['2, k, 10', [0.190055, 0.51604, 1.0]], ['2, k, 11', [0.181161, 0.57288, 1.0]], ['2, k, 12', [-0.202775, -0.200706, 1.0]], ['2, k, 13', [-0.246957, -0.622094, 1.0]], ['2, k, 14', [-0.288393, -0.998208, 1.0]], ['2, k, 15', [-0.311665, -1.06852, 1.0]], ['2, k, 16', [-0.0244739, -0.199698, 1.0]], ['2, k, 17', [0.0454469, -0.616485, 1.0]], ['2, k, 18', [0.0929317, -1.0033, 1.0]], ['2, k, 19', [0.131748, -1.06142, 1.0]], ['2, k, 20', [-0.125427, 0.352317, 1.0]], ['2, k, 21', [-0.446473, 0.633802, 1.0]], ['2, k, 22', [-0.379458, 0.582959, 1.0]], ['2, k, 23', [0.16047, 0.590183, 1.0]], ['2, k, 24', [0.105633, 0.567485, 1.0]]]
[['2, k, 0', [-0.11411, -0.210114, 1.0]], ['2, k, 1', [-0.121449, 0.114838, 1.0]], ['2, k, 2', [-0.126544, 0.427982, 1.0]], ['2, k, 3', [-0.128526, 0.576549, 1.0]], ['2, k, 4', [-0.29124, 0.348101, 1.0]], ['2, k, 5', [-0.409881, 0.40705, 1.0]], ['2, k, 6', [-0.45441, 0.495429, 1.0]], ['2, k, 7', [-0.450611, 0.542273, 1.0]], ['2, k, 8', [0.0420015, 0.34923, 1.0]], ['2, k, 9', [0.14703, 0.4099, 1.0]], ['2, k, 10', [0.187158, 0.472222, 1.0]], ['2, k, 11', [0.182139, 0.507135, 1.0]], ['2, k, 12', [-0.200849, -0.208832, 1.0]], ['2, k, 13', [-0.246433, -0.623839, 1.0]], ['2, k, 14', [-0.288391, -0.998342, 1.0]], ['2, k, 15', [-0.311849, -1.06908, 1.0]], ['2, k, 16', [-0.0238499, -0.205209, 1.0]], ['2, k, 17', [0.0457494, -0.618411, 1.0]], ['2, k, 18', [0.0923206, -1.00329, 1.0]], ['2, k, 19', [0.131763, -1.06195, 1.0]], ['2, k, 20', [-0.125568, 0.351455, 1.0]], ['2, k, 21', [-0.445326, 0.573291, 1.0]], ['2, k, 22', [-0.398823, 0.52132, 1.0]], ['2, k, 23', [0.165028, 0.518249, 1.0]], ['2, k, 24', [0.133414, 0.491287, 1.0]]]
[['2, k, 0', [-0.112694, -0.216448, 1.0]], ['2, k, 1', [-0.120799, 0.110588, 1.0]], ['2, k, 2', [-0.126644, 0.426298, 1.0]], ['2, k, 3', [-0.131485, 0.571646, 1.0]], ['2, k, 4', [-0.290652, 0.341811, 1.0]], ['2, k, 5', [-0.407857, 0.388247, 1.0]], ['2, k, 6', [-0.45388, 0.428431, 1.0]], ['2, k, 7', [-0.451457, 0.481532, 1.0]], ['2, k, 8', [0.0411188, 0.343744, 1.0]], ['2, k, 9', [0.11141, 0.384442, 1.0]], ['2, k, 10', [0.158935, 0.406564, 1.0]], ['2, k, 11', [0.178432, 0.445354, 1.0]], ['2, k, 12', [-0.199026, -0.215652, 1.0]], ['2, k, 13', [-0.245589, -0.624775, 1.0]], ['2, k, 14', [-0.288538, -0.997778, 1.0]], ['2, k, 15', [-0.311571, -1.06894, 1.0]], ['2, k, 16', [-0.0229066, -0.210814, 1.0]], ['2, k, 17', [0.0474837, -0.626524, 1.0]], ['2, k, 18', [0.0919911, -1.00285, 1.0]], ['2, k, 19', [0.131499, -1.06209, 1.0]], ['2, k, 20', [-0.125518, 0.349195, 1.0]], ['2, k, 21', [-0.451781, 0.510129, 1.0]], ['2, k, 22', [-0.403713, 0.462252, 1.0]], ['2, k, 23', [0.199446, 0.473867, 1.0]], ['2, k, 24', [0.120042, 0.441974, 1.0]]]
[['2, k, 0', [-0.112123, -0.219208, 1.0]], ['2, k, 1', [-0.12006, 0.108613, 1.0]], ['2, k, 2', [-0.126314, 0.425906, 1.0]], ['2, k, 3', [-0.131323, 0.570151, 1.0]], ['2, k, 4', [-0.287766, 0.337672, 1.0]], ['2, k, 5', [-0.414153, 0.347761, 1.0]], ['2, k, 6', [-0.455068, 0.378446, 1.0]], ['2, k, 7', [-0.450349, 0.423285, 1.0]], ['2, k, 8', [0.040002, 0.33782, 1.0]], ['2, k, 9', [0.146836, 0.375452, 1.0]], ['2, k, 10', [0.179806, 0.341817, 1.0]], ['2, k, 11', [0.176935, 0.380847, 1.0]], ['2, k, 12', [-0.197827, -0.218244, 1.0]], ['2, k, 13', [-0.244571, -0.628327, 1.0]], ['2, k, 14', [-0.288743, -0.998327, 1.0]], ['2, k, 15', [-0.311642, -1.06875, 1.0]], ['2, k, 16', [-0.0230239, -0.213671, 1.0]], ['2, k, 17', [0.0481578, -0.628909, 1.0]], ['2, k, 18', [0.0917281, -1.00218, 1.0]], ['2, k, 19', [0.131513, -1.06205, 1.0]], ['2, k, 20', [-0.125025, 0.348308, 1.0]], ['2, k, 21', [-0.45861, 0.450763, 1.0]], ['2, k, 22', [-0.402002, 0.406338, 1.0]], ['2, k, 23', [0.149967, 0.379452, 1.0]], ['2, k, 24', [0.129593, 0.363328, 1.0]]]
[['2, k, 0', [-0.111394, -0.223606, 1.0]], ['2, k, 1', [-0.122021, 0.0991363, 1.0]], ['2, k, 2', [-0.133765, 0.406608, 1.0]], ['2, k, 3', [-0.132414, 0.570335, 1.0]], ['2, k, 4', [-0.287723, 0.336755, 1.0]], ['2, k, 5', [-0.410566, 0.332563, 1.0]], ['2, k, 6', [-0.452802, 0.323294, 1.0]], ['2, k, 7', [-0.448115, 0.363919, 1.0]], ['2, k, 8', [0.0388988, 0.331462, 1.0]], ['2, k, 9', [0.107831, 0.326458, 1.0]], ['2, k, 10', [0.149834, 0.300993, 1.0]], ['2, k, 11', [0.175918, 0.31809, 1.0]], ['2, k, 12', [-0.196666, -0.222621, 1.0]], ['2, k, 13', [-0.243426, -0.631262, 1.0]], ['2, k, 14', [-0.287594, -0.999753, 1.0]], ['2, k, 15', [-0.310705, -1.06837, 1.0]], ['2, k, 16', [-0.0227471, -0.217924, 1.0]], ['2, k, 17', [0.0488004, -0.633374, 1.0]], ['2, k, 18', [0.0917976, -1.00204, 1.0]], ['2, k, 19', [0.132003, -1.06213, 1.0]], ['2, k, 20', [-0.130729, 0.331663, 1.0]], ['2, k, 21', [-0.451963, 0.3923, 1.0]], ['2, k, 22', [-0.399456, 0.344895, 1.0]], ['2, k, 23', [0.176393, 0.313954, 1.0]], ['2, k, 24', [0.116241, 0.315754, 1.0]]]
[['2, k, 0', [-0.107249, -0.278938, 1.0]], ['2, k, 1', [-0.119738, 0.0871823, 1.0]], ['2, k, 2', [-0.131401, 0.410555, 1.0]], ['2, k, 3', [-0.133238, 0.564323, 1.0]], ['2, k, 4', [-0.274135, 0.267388, 1.0]], ['2, k, 5', [-0.413615, 0.285097, 1.0]], ['2, k, 6', [-0.43896, 0.294695, 1.0]], ['2, k, 7', [-0.443629, 0.305843, 1.0]], ['2, k, 8', [0.0254293, 0.276411, 1.0]], ['2, k, 9', [0.133115, 0.286878, 1.0]], ['2, k, 10', [0.185278, 0.253533, 1.0]], ['2, k, 11', [0.171678, 0.25606, 1.0]], ['2, k, 12', [-0.194834, -0.277863, 1.0]], ['2, k, 13', [-0.245339, -0.659164, 1.0]], ['2, k, 14', [-0.287503, -1.00048, 1.0]], ['2, k, 15', [-0.310639, -1.06886, 1.0]], ['2, k, 16', [-0.0164756, -0.271714, 1.0]], ['2, k, 17', [0.0504351, -0.638664, 1.0]], ['2, k, 18', [0.0918296, -1.00193, 1.0]], ['2, k, 19', [0.132042, -1.06219, 1.0]], ['2, k, 20', [-0.129655, 0.332089, 1.0]], ['2, k, 21', [-0.441007, 0.332265, 1.0]], ['2, k, 22', [-0.394357, 0.281907, 1.0]], ['2, k, 23', [0.15543, 0.243545, 1.0]], ['2, k, 24', [0.0826106, 0.257357, 1.0]]]
[['2, k, 0', [-0.107653, -0.275923, 1.0]], ['2, k, 1', [-0.119418, 0.0855479, 1.0]], ['2, k, 2', [-0.130374, 0.411403, 1.0]], ['2, k, 3', [-0.13369, 0.563798, 1.0]], ['2, k, 4', [-0.275246, 0.309295, 1.0]], ['2, k, 5', [-0.390534, 0.34073, 1.0]], ['2, k, 6', [-0.432444, 0.268196, 1.0]], ['2, k, 7', [-0.447408, 0.246507, 1.0]], ['2, k, 8', [0.0247316, 0.27863, 1.0]], ['2, k, 9', [0.0782293, 0.239799, 1.0]], ['2, k, 10', [0.156877, 0.189532, 1.0]], ['2, k, 11', [0.170261, 0.190546, 1.0]], ['2, k, 12', [-0.193912, -0.273257, 1.0]], ['2, k, 13', [-0.244976, -0.65877, 1.0]], ['2, k, 14', [-0.287629, -1.00082, 1.0]], ['2, k, 15', [-0.310627, -1.06885, 1.0]], ['2, k, 16', [-0.0177981, -0.269405, 1.0]], ['2, k, 17', [0.0509057, -0.645832, 1.0]], ['2, k, 18', [0.0915214, -1.00085, 1.0]], ['2, k, 19', [0.131866, -1.062, 1.0]], ['2, k, 20', [-0.128875, 0.332095, 1.0]], ['2, k, 21', [-0.425379, 0.269007, 1.0]], ['2, k, 22', [-0.405126, 0.265075, 1.0]], ['2, k, 23', [0.214496, 0.160561, 1.0]], ['2, k, 24', [0.114185, 0.175568, 1.0]]]
[['2, k, 0', [-0.107875, -0.242501, 1.0]], ['2, k, 1', [-0.119372, 0.0857323, 1.0]], ['2, k, 2', [-0.129931, 0.409383, 1.0]], ['2, k, 3', [-0.13459, 0.564608, 1.0]], ['2, k, 4', [-0.277391, 0.317221, 1.0]], ['2, k, 5', [-0.404454, 0.297148, 1.0]], ['2, k, 6', [-0.410956, 0.189384, 1.0]], ['2, k, 7', [-0.43349, 0.178452, 1.0]], ['2, k, 8', [0.0303913, 0.308219, 1.0]], ['2, k, 9', [0.148945, 0.257837, 1.0]], ['2, k, 10', [0.148552, 0.168579, 1.0]], ['2, k, 11', [0.179901, 0.124336, 1.0]], ['2, k, 12', [-0.191638, -0.238792, 1.0]], ['2, k, 13', [-0.244734, -0.656132, 1.0]], ['2, k, 14', [-0.287188, -1.00388, 1.0]], ['2, k, 15', [-0.310008, -1.06942, 1.0]], ['2, k, 16', [-0.0206556, -0.239129, 1.0]], ['2, k, 17', [0.0515429, -0.645245, 1.0]], ['2, k, 18', [0.091437, -1.00047, 1.0]], ['2, k, 19', [0.131908, -1.06202, 1.0]], ['2, k, 20', [-0.12837, 0.330828, 1.0]], ['2, k, 21', [-0.447208, 0.204213, 1.0]], ['2, k, 22', [-0.354317, 0.163083, 1.0]], ['2, k, 23', [0.180915, 0.107252, 1.0]], ['2, k, 24', [0.113024, 0.122201, 1.0]]]
[['2, k, 0', [-0.108144, -0.240855, 1.0]], ['2, k, 1', [-0.118933, 0.0867838, 1.0]], ['2, k, 2', [-0.128489, 0.40946, 1.0]], ['2, k, 3', [-0.13497, 0.562136, 1.0]], ['2, k, 4', [-0.27742, 0.317196, 1.0]], ['2, k, 5', [-0.398494, 0.214934, 1.0]], ['2, k, 6', [-0.418927, 0.149076, 1.0]], ['2, k, 7', [-0.434179, 0.113032, 1.0]], ['2, k, 8', [0.0304926, 0.308777, 1.0]], ['2, k, 9', [0.137391, 0.212011, 1.0]], ['2, k, 10', [0.157446, 0.111337, 1.0]], ['2, k, 11', [0.184201, 0.0607712, 1.0]], ['2, k, 12', [-0.191885, -0.238228, 1.0]], ['2, k, 13', [-0.244161, -0.654412, 1.0]], ['2, k, 14', [-0.28891, -1.00714, 1.0]], ['2, k, 15', [-0.310118, -1.06946, 1.0]], ['2, k, 16', [-0.0208965, -0.235745, 1.0]], ['2, k, 17', [0.0516964, -0.644957, 1.0]], ['2, k, 18', [0.0897331, -0.997526, 1.0]], ['2, k, 19', [0.132084, -1.0621, 1.0]], ['2, k, 20', [-0.12701, 0.331023, 1.0]], ['2, k, 21', [-0.453868, 0.142515, 1.0]], ['2, k, 22', [-0.383212, 0.0906252, 1.0]], ['2, k, 23', [0.193881, 0.0398928, 1.0]], ['2, k, 24', [0.124852, 0.0580995, 1.0]]]
[['2, k, 0', [-0.108081, -0.242075, 1.0]], ['2, k, 1', [-0.11854, 0.0855542, 1.0]], ['2, k, 2', [-0.127186, 0.405953, 1.0]], ['2, k, 3', [-0.134679, 0.559226, 1.0]], ['2, k, 4', [-0.282461, 0.304687, 1.0]], ['2, k, 5', [-0.403782, 0.201862, 1.0]], ['2, k, 6', [-0.445219, 0.103341, 1.0]], ['2, k, 7', [-0.434059, 0.0419089, 1.0]], ['2, k, 8', [0.0300916, 0.301061, 1.0]], ['2, k, 9', [0.140092, 0.202342, 1.0]], ['2, k, 10', [0.195519, 0.0931693, 1.0]], ['2, k, 11', [0.187984, -0.000385912, 1.0]], ['2, k, 12', [-0.192365, -0.24026, 1.0]], ['2, k, 13', [-0.243692, -0.653812, 1.0]], ['2, k, 14', [-0.291515, -1.01385, 1.0]], ['2, k, 15', [-0.310492, -1.06988, 1.0]], ['2, k, 16', [-0.020504, -0.236598, 1.0]], ['2, k, 17', [0.0515919, -0.644913, 1.0]], ['2, k, 18', [0.0903159, -0.998862, 1.0]], ['2, k, 19', [0.133102, -1.06281, 1.0]], ['2, k, 20', [-0.125666, 0.327667, 1.0]], ['2, k, 21', [-0.43476, 0.0372422, 1.0]], ['2, k, 22', [-0.385742, 0.0133308, 1.0]], ['2, k, 23', [0.191333, -0.0235569, 1.0]], ['2, k, 24', [0.126494, -0.00293824, 1.0]]]
[['2, k, 0', [-0.108045, -0.243049, 1.0]], ['2, k, 1', [-0.118284, 0.084544, 1.0]], ['2, k, 2', [-0.12664, 0.404017, 1.0]], ['2, k, 3', [-0.13426, 0.5563, 1.0]], ['2, k, 4', [-0.28982, 0.299372, 1.0]], ['2, k, 5', [-0.396256, 0.156394, 1.0]], ['2, k, 6', [-0.44917, 0.0577604, 1.0]], ['2, k, 7', [-0.42946, -0.0268206, 1.0]], ['2, k, 8', [0.0326462, 0.300365, 1.0]], ['2, k, 9', [0.141646, 0.180044, 1.0]], ['2, k, 10', [0.196567, 0.0410493, 1.0]], ['2, k, 11', [0.189896, -0.0574713, 1.0]], ['2, k, 12', [-0.192269, -0.241699, 1.0]], ['2, k, 13', [-0.243594, -0.654456, 1.0]], ['2, k, 14', [-0.289929, -1.01469, 1.0]], ['2, k, 15', [-0.311201, -1.07054, 1.0]], ['2, k, 16', [-0.0205161, -0.237206, 1.0]], ['2, k, 17', [0.0514792, -0.645343, 1.0]], ['2, k, 18', [0.0903288, -0.998889, 1.0]], ['2, k, 19', [0.133427, -1.06338, 1.0]], ['2, k, 20', [-0.125064, 0.325766, 1.0]], ['2, k, 21', [-0.431262, -0.0303371, 1.0]], ['2, k, 22', [-0.382704, -0.0536911, 1.0]], ['2, k, 23', [0.196213, -0.0809739, 1.0]], ['2, k, 24', [0.12193, -0.0568377, 1.0]]]
[['2, k, 0', [-0.108251, -0.243896, 1.0]], ['2, k, 1', [-0.118229, 0.0830083, 1.0]], ['2, k, 2', [-0.126242, 0.400629, 1.0]], ['2, k, 3', [-0.133122, 0.55224, 1.0]], ['2, k, 4', [-0.294532, 0.294307, 1.0]], ['2, k, 5', [-0.386219, 0.13289, 1.0]], ['2, k, 6', [-0.448538, 0.000185606, 1.0]], ['2, k, 7', [-0.425688, -0.0901639, 1.0]], ['2, k, 8', [0.0360652, 0.3001, 1.0]], ['2, k, 9', [0.11782, 0.148363, 1.0]], ['2, k, 10', [0.169681, -0.00560464, 1.0]], ['2, k, 11', [0.196182, -0.106873, 1.0]], ['2, k, 12', [-0.191847, -0.243297, 1.0]], ['2, k, 13', [-0.243051, -0.654409, 1.0]], ['2, k, 14', [-0.290066, -1.01438, 1.0]], ['2, k, 15', [-0.311458, -1.07037, 1.0]], ['2, k, 16', [-0.0212493, -0.237731, 1.0]], ['2, k, 17', [0.0514916, -0.643692, 1.0]], ['2, k, 18', [0.0898613, -0.992841, 1.0]], ['2, k, 19', [0.134378, -1.06422, 1.0]], ['2, k, 20', [-0.124663, 0.322726, 1.0]], ['2, k, 21', [-0.416955, -0.0997052, 1.0]], ['2, k, 22', [-0.372813, -0.110729, 1.0]], ['2, k, 23', [0.203382, -0.13555, 1.0]], ['2, k, 24', [0.127102, -0.10845, 1.0]]]
[['2, k, 0', [-0.10873, -0.24558, 1.0]], ['2, k, 1', [-0.118174, 0.0806687, 1.0]], ['2, k, 2', [-0.12561, 0.396982, 1.0]], ['2, k, 3', [-0.132121, 0.547897, 1.0]], ['2, k, 4', [-0.295892, 0.290027, 1.0]], ['2, k, 5', [-0.393074, 0.10389, 1.0]], ['2, k, 6', [-0.447269, -0.0613729, 1.0]], ['2, k, 7', [-0.427754, -0.144297, 1.0]], ['2, k, 8', [0.0386554, 0.299077, 1.0]], ['2, k, 9', [0.152876, 0.119824, 1.0]], ['2, k, 10', [0.209765, -0.0882668, 1.0]], ['2, k, 11', [0.199182, -0.156087, 1.0]], ['2, k, 12', [-0.191956, -0.244855, 1.0]], ['2, k, 13', [-0.241849, -0.6545, 1.0]], ['2, k, 14', [-0.289666, -1.01344, 1.0]], ['2, k, 15', [-0.311668, -1.06982, 1.0]], ['2, k, 16', [-0.0221509, -0.23939, 1.0]], ['2, k, 17', [0.0515201, -0.642445, 1.0]], ['2, k, 18', [0.0901432, -0.992678, 1.0]], ['2, k, 19', [0.134942, -1.06413, 1.0]], ['2, k, 20', [-0.124119, 0.319311, 1.0]], ['2, k, 21', [-0.414521, -0.163836, 1.0]], ['2, k, 22', [-0.372992, -0.168539, 1.0]], ['2, k, 23', [0.194217, -0.186591, 1.0]], ['2, k, 24', [0.124819, -0.159195, 1.0]]]
[['2, k, 0', [-0.106246, -0.249189, 1.0]], ['2, k, 1', [-0.116624, 0.0770852, 1.0]], ['2, k, 2', [-0.12526, 0.393711, 1.0]], ['2, k, 3', [-0.131967, 0.544818, 1.0]], ['2, k, 4', [-0.298883, 0.284051, 1.0]], ['2, k, 5', [-0.393533, 0.0818119, 1.0]], ['2, k, 6', [-0.444481, -0.115071, 1.0]], ['2, k, 7', [-0.43337, -0.182652, 1.0]], ['2, k, 8', [0.0418017, 0.296712, 1.0]], ['2, k, 9', [0.157156, 0.0961155, 1.0]], ['2, k, 10', [0.213423, -0.131784, 1.0]], ['2, k, 11', [0.205403, -0.194929, 1.0]], ['2, k, 12', [-0.190127, -0.249551, 1.0]], ['2, k, 13', [-0.241847, -0.654071, 1.0]], ['2, k, 14', [-0.289767, -1.01374, 1.0]], ['2, k, 15', [-0.311886, -1.06998, 1.0]], ['2, k, 16', [-0.0190348, -0.241977, 1.0]], ['2, k, 17', [0.0514862, -0.643007, 1.0]], ['2, k, 18', [0.0902562, -0.992715, 1.0]], ['2, k, 19', [0.134766, -1.06349, 1.0]], ['2, k, 20', [-0.123407, 0.315904, 1.0]], ['2, k, 21', [-0.415369, -0.216466, 1.0]], ['2, k, 22', [-0.3763, -0.208932, 1.0]], ['2, k, 23', [0.196115, -0.233802, 1.0]], ['2, k, 24', [0.119339, -0.207809, 1.0]]]
[['2, k, 0', [-0.105376, -0.252672, 1.0]], ['2, k, 1', [-0.116391, 0.0738836, 1.0]], ['2, k, 2', [-0.125965, 0.390712, 1.0]], ['2, k, 3', [-0.131208, 0.541308, 1.0]], ['2, k, 4', [-0.299977, 0.282536, 1.0]], ['2, k, 5', [-0.391908, 0.0581778, 1.0]], ['2, k, 6', [-0.436982, -0.148623, 1.0]], ['2, k, 7', [-0.427186, -0.225328, 1.0]], ['2, k, 8', [0.0447981, 0.294194, 1.0]], ['2, k, 9', [0.158551, 0.0716529, 1.0]], ['2, k, 10', [0.219546, -0.165586, 1.0]], ['2, k, 11', [0.209231, -0.233841, 1.0]], ['2, k, 12', [-0.189683, -0.255517, 1.0]], ['2, k, 13', [-0.240444, -0.652769, 1.0]], ['2, k, 14', [-0.290462, -1.01307, 1.0]], ['2, k, 15', [-0.312114, -1.07051, 1.0]], ['2, k, 16', [-0.0180317, -0.243568, 1.0]], ['2, k, 17', [0.0515845, -0.642956, 1.0]], ['2, k, 18', [0.0908497, -0.992837, 1.0]], ['2, k, 19', [0.134726, -1.06346, 1.0]], ['2, k, 20', [-0.123813, 0.312836, 1.0]], ['2, k, 21', [-0.406633, -0.264925, 1.0]], ['2, k, 22', [-0.364122, -0.246753, 1.0]], ['2, k, 23', [0.196246, -0.279144, 1.0]], ['2, k, 24', [0.13549, -0.254867, 1.0]]]
