[['2, k, 0', [0.0237545, -0.248075, 1.0]], ['2, k, 1', [0.0253501, -0.0407596, 1.0]], ['2, k, 2', [0.0268565, 0.163797, 1.0]], ['2, k, 3', [0.0374738, 0.299509, 1.0]], ['2, k, 4', [-0.106866, 0.0774174, 1.0]], ['2, k, 5', [-0.172252, -0.109503, 1.0]], ['2, k, 6', [-0.179079, -0.289913, 1.0]], ['2, k, 7', [-0.195105, -0.352558, 1.0]], ['2, k, 8', [0.173464, 0.0735834, 1.0]], ['2, k, 9', [0.249249, -0.11306, 1.0]], ['2, k, 10', [0.280879, -0.248946, 1.0]], ['2, k, 11', [0.290918, -0.317113, 1.0]], ['2, k, 12', [-0.0399754, -0.245307, 1.0]], ['2, k, 13', [-0.139775, -0.366935, 1.0]], ['2, k, 14', [0.28308, -0.372477, 1.0]], ['2, k, 15', [0.159711, -0.3703, 1.0]], ['2, k, 16', [0.0871181, -0.247035, 1.0]], ['2, k, 17', [0.263186, -0.13028, 1.0]], ['2, k, 18', [0.318545, -0.367132, 1.0]], ['2, k, 19', [0.194851, -0.365738, 1.0]], ['2, k, 20', [0.0264956, 0.113031, 1.0]], ['2, k, 21', [-0.216361, -0.393919, 1.0]], ['2, k, 22', [-0.226117, -0.3561, 1.0]], ['2, k, 23', [0.30605, -0.358353, 1.0]], ['2, k, 24', [0.319526, -0.315073, 1.0]]]
[['2, k, 0', [0.0179046, -0.221168, 1.0]], ['2, k, 1', [0.0315055, -0.0156334, 1.0]], ['2, k, 2', [0.0422026, 0.188658, 1.0]], ['2, k, 3', [0.0525183, 0.314188, 1.0]], ['2, k, 4', [-0.0954903, 0.151419, 1.0]], ['2, k, 5', [-0.131696, 0.367391, 1.0]], ['2, k, 6', [-0.13767, 0.579685, 1.0]], ['2, k, 7', [-0.149543, 0.6521, 1.0]], ['2, k, 8', [0.153545, 0.151881, 1.0]], ['2, k, 9', [0.229675, 0.353169, 1.0]], ['2, k, 10', [0.282654, 0.538569, 1.0]], ['2, k, 11', [0.319278, 0.604578, 1.0]], ['2, k, 12', [-0.0446928, -0.216433, 1.0]], ['2, k, 13', [-0.172402, -0.411139, 1.0]], ['2, k, 14', [-0.203513, -0.642794, 1.0]], ['2, k, 15', [-0.131653, -0.600098, 1.0]], ['2, k, 16', [0.0800249, -0.220383, 1.0]], ['2, k, 17', [0.184206, -0.381772, 1.0]], ['2, k, 18', [0.175372, -0.616516, 1.0]], ['2, k, 19', [0.137085, -0.553465, 1.0]], ['2, k, 20', [0.0384482, 0.138055, 1.0]], ['2, k, 21', [-0.149166, 0.702416, 1.0]], ['2, k, 22', [-0.128194, 0.652583, 1.0]], ['2, k, 23', [0.336989, 0.658486, 1.0]], ['2, k, 24', [0.30192, 0.650039, 1.0]]]
[['2, k, 0', [-0.00585674, -0.21782, 1.0]], ['2, k, 1', [0.0288101, -0.0145517, 1.0]], ['2, k, 2', [0.046535, 0.189395, 1.0]], ['2, k, 3', [0.0672661, 0.310299, 1.0]], ['2, k, 4', [-0.0605355, 0.134422, 1.0]], ['2, k, 5', [-0.108058, 0.351138, 1.0]], ['2, k, 6', [-0.124989, 0.571873, 1.0]], ['2, k, 7', [-0.133673, 0.643594, 1.0]], ['2, k, 8', [0.159847, 0.15402, 1.0]], ['2, k, 9', [0.239671, 0.332388, 1.0]], ['2, k, 10', [0.29377, 0.539761, 1.0]], ['2, k, 11', [0.336094, 0.603336, 1.0]], ['2, k, 12', [-0.0724236, -0.203462, 1.0]], ['2, k, 13', [-0.197541, -0.35327, 1.0]], ['2, k, 14', [-0.135244, -0.584748, 1.0]], ['2, k, 15', [-0.13583, -0.635167, 1.0]], ['2, k, 16', [0.0390356, -0.225812, 1.0]], ['2, k, 17', [0.196639, -0.371219, 1.0]], ['2, k, 18', [0.141621, -0.650572, 1.0]], ['2, k, 19', [0.155693, -0.570673, 1.0]], ['2, k, 20', [0.0402671, 0.138618, 1.0]], ['2, k, 21', [-0.14049, 0.696479, 1.0]], ['2, k, 22', [-0.0987876, 0.618067, 1.0]], ['2, k, 23', [0.342645, 0.658807, 1.0]], ['2, k, 24', [0.306045, 0.600463, 1.0]]]
[['2, k, 0', [-0.00361779, -0.216352, 1.0]], ['2, k, 1', [0.0294607, -0.0135281, 1.0]], ['2, k, 2', [0.0516731, 0.189405, 1.0]], ['2, k, 3', [0.0697887, 0.308812, 1.0]], ['2, k, 4', [-0.0783091, 0.196853, 1.0]], ['2, k, 5', [-0.113301, 0.362104, 1.0]], ['2, k, 6', [-0.116783, 0.581979, 1.0]], ['2, k, 7', [-0.123666, 0.653326, 1.0]], ['2, k, 8', [0.187225, 0.181421, 1.0]], ['2, k, 9', [0.278645, 0.368118, 1.0]], ['2, k, 10', [0.335407, 0.576308, 1.0]], ['2, k, 11', [0.351996, 0.651985, 1.0]], ['2, k, 12', [-0.0595125, -0.20384, 1.0]], ['2, k, 13', [-0.166135, -0.409973, 1.0]], ['2, k, 14', [-0.210288, -0.6365, 1.0]], ['2, k, 15', [-0.125669, -0.67186, 1.0]], ['2, k, 16', [0.0449194, -0.22458, 1.0]], ['2, k, 17', [0.198521, -0.375917, 1.0]], ['2, k, 18', [0.141817, -0.650728, 1.0]], ['2, k, 19', [0.152181, -0.570382, 1.0]], ['2, k, 20', [0.0446597, 0.138915, 1.0]], ['2, k, 21', [-0.122092, 0.704803, 1.0]], ['2, k, 22', [-0.0972965, 0.687172, 1.0]], ['2, k, 23', [0.351822, 0.698497, 1.0]], ['2, k, 24', [0.30393, 0.694993, 1.0]]]
[['2, k, 0', [-0.0286531, -0.193864, 1.0]], ['2, k, 1', [0.0238495, -0.00834644, 1.0]], ['2, k, 2', [0.0541697, 0.188767, 1.0]], ['2, k, 3', [0.0797486, 0.304937, 1.0]], ['2, k, 4', [-0.0665417, 0.188499, 1.0]], ['2, k, 5', [-0.103595, 0.34774, 1.0]], ['2, k, 6', [-0.107621, 0.5675, 1.0]], ['2, k, 7', [-0.107875, 0.634252, 1.0]], ['2, k, 8', [0.174456, 0.142176, 1.0]], ['2, k, 9', [0.254315, 0.318665, 1.0]], ['2, k, 10', [0.315813, 0.526492, 1.0]], ['2, k, 11', [0.359477, 0.589279, 1.0]], ['2, k, 12', [-0.0886513, -0.173547, 1.0]], ['2, k, 13', [-0.173195, -0.384564, 1.0]], ['2, k, 14', [-0.138443, -0.579347, 1.0]], ['2, k, 15', [-0.140516, -0.630605, 1.0]], ['2, k, 16', [0.027733, -0.20812, 1.0]], ['2, k, 17', [0.177378, -0.350748, 1.0]], ['2, k, 18', [0.152698, -0.656266, 1.0]], ['2, k, 19', [0.145056, -0.579163, 1.0]], ['2, k, 20', [0.0454456, 0.13908, 1.0]], ['2, k, 21', [-0.109624, 0.68958, 1.0]], ['2, k, 22', [-0.0817367, 0.604063, 1.0]], ['2, k, 23', [0.370031, 0.645543, 1.0]], ['2, k, 24', [0.335059, 0.609645, 1.0]]]
[['2, k, 0', [-0.0400639, -0.194255, 1.0]], ['2, k, 1', [0.0183289, -0.00663812, 1.0]], ['2, k, 2', [0.0578742, 0.187782, 1.0]], ['2, k, 3', [0.0814726, 0.304615, 1.0]], ['2, k, 4', [-0.0687585, 0.199049, 1.0]], ['2, k, 5', [-0.114371, 0.400668, 1.0]], ['2, k, 6', [-0.0937565, 0.621712, 1.0]], ['2, k, 7', [-0.0906549, 0.700899, 1.0]], ['2, k, 8', [0.177112, 0.141162, 1.0]], ['2, k, 9', [0.2679, 0.337376, 1.0]], ['2, k, 10', [0.326854, 0.531273, 1.0]], ['2, k, 11', [0.373167, 0.593689, 1.0]], ['2, k, 12', [-0.114292, -0.170254, 1.0]], ['2, k, 13', [-0.152605, -0.386188, 1.0]], ['2, k, 14', [-0.133626, -0.696347, 1.0]], ['2, k, 15', [-0.0972063, -0.620071, 1.0]], ['2, k, 16', [0.0228222, -0.211882, 1.0]], ['2, k, 17', [0.177967, -0.350381, 1.0]], ['2, k, 18', [0.166113, -0.665164, 1.0]], ['2, k, 19', [0.142674, -0.594568, 1.0]], ['2, k, 20', [0.0466171, 0.138974, 1.0]], ['2, k, 21', [-0.092904, 0.747395, 1.0]], ['2, k, 22', [-0.062391, 0.726321, 1.0]], ['2, k, 23', [0.378698, 0.653571, 1.0]], ['2, k, 24', [0.347972, 0.599494, 1.0]]]
[['2, k, 0', [-0.0430941, -0.19155, 1.0]], ['2, k, 1', [0.0150108, -0.00417286, 1.0]], ['2, k, 2', [0.0585594, 0.18757, 1.0]], ['2, k, 3', [0.0916959, 0.305729, 1.0]], ['2, k, 4', [-0.0685989, 0.199622, 1.0]], ['2, k, 5', [-0.0894681, 0.360616, 1.0]], ['2, k, 6', [-0.0816088, 0.581294, 1.0]], ['2, k, 7', [-0.0736801, 0.653121, 1.0]], ['2, k, 8', [0.177639, 0.140775, 1.0]], ['2, k, 9', [0.275589, 0.31985, 1.0]], ['2, k, 10', [0.351865, 0.524321, 1.0]], ['2, k, 11', [0.397133, 0.591356, 1.0]], ['2, k, 12', [-0.11346, -0.167369, 1.0]], ['2, k, 13', [-0.151269, -0.390154, 1.0]], ['2, k, 14', [-0.142962, -0.58033, 1.0]], ['2, k, 15', [-0.142541, -0.631707, 1.0]], ['2, k, 16', [0.0180069, -0.207794, 1.0]], ['2, k, 17', [0.172355, -0.344285, 1.0]], ['2, k, 18', [0.135289, -0.638215, 1.0]], ['2, k, 19', [0.158009, -0.557653, 1.0]], ['2, k, 20', [0.0467903, 0.139068, 1.0]], ['2, k, 21', [-0.06779, 0.707255, 1.0]], ['2, k, 22', [-0.045161, 0.683124, 1.0]], ['2, k, 23', [0.422103, 0.648276, 1.0]], ['2, k, 24', [0.380661, 0.623067, 1.0]]]
[['2, k, 0', [-0.0435083, -0.191454, 1.0]], ['2, k, 1', [0.0146024, -0.0038443, 1.0]], ['2, k, 2', [0.0606677, 0.187239, 1.0]], ['2, k, 3', [0.102624, 0.30421, 1.0]], ['2, k, 4', [-0.0685952, 0.199592, 1.0]], ['2, k, 5', [-0.0852238, 0.392546, 1.0]], ['2, k, 6', [-0.0762947, 0.613764, 1.0]], ['2, k, 7', [-0.0544863, 0.698224, 1.0]], ['2, k, 8', [0.177854, 0.140594, 1.0]], ['2, k, 9', [0.277523, 0.318055, 1.0]], ['2, k, 10', [0.364432, 0.519263, 1.0]], ['2, k, 11', [0.411857, 0.583721, 1.0]], ['2, k, 12', [-0.112939, -0.168889, 1.0]], ['2, k, 13', [-0.15099, -0.394018, 1.0]], ['2, k, 14', [-0.133554, -0.705175, 1.0]], ['2, k, 15', [-0.113307, -0.624684, 1.0]], ['2, k, 16', [0.0178413, -0.207367, 1.0]], ['2, k, 17', [0.174217, -0.337474, 1.0]], ['2, k, 18', [0.13626, -0.633652, 1.0]], ['2, k, 19', [0.151621, -0.551297, 1.0]], ['2, k, 20', [0.0479504, 0.139148, 1.0]], ['2, k, 21', [-0.047054, 0.742574, 1.0]], ['2, k, 22', [-0.0254543, 0.704866, 1.0]], ['2, k, 23', [0.43259, 0.643093, 1.0]], ['2, k, 24', [0.386559, 0.578418, 1.0]]]
[['2, k, 0', [-0.0434529, -0.191106, 1.0]], ['2, k, 1', [0.0142703, -0.00351423, 1.0]], ['2, k, 2', [0.0611844, 0.186805, 1.0]], ['2, k, 3', [0.113894, 0.29887, 1.0]], ['2, k, 4', [-0.0677887, 0.196995, 1.0]], ['2, k, 5', [-0.066757, 0.386592, 1.0]], ['2, k, 6', [-0.0350411, 0.576768, 1.0]], ['2, k, 7', [-0.0380136, 0.645269, 1.0]], ['2, k, 8', [0.177606, 0.140385, 1.0]], ['2, k, 9', [0.284852, 0.317315, 1.0]], ['2, k, 10', [0.378935, 0.515783, 1.0]], ['2, k, 11', [0.429786, 0.575205, 1.0]], ['2, k, 12', [-0.111481, -0.169561, 1.0]], ['2, k, 13', [-0.145617, -0.399003, 1.0]], ['2, k, 14', [-0.12364, -0.651393, 1.0]], ['2, k, 15', [-0.123837, -0.702518, 1.0]], ['2, k, 16', [0.0185928, -0.205614, 1.0]], ['2, k, 17', [0.168421, -0.34056, 1.0]], ['2, k, 18', [0.131118, -0.636568, 1.0]], ['2, k, 19', [0.150041, -0.555283, 1.0]], ['2, k, 20', [0.0482619, 0.139069, 1.0]], ['2, k, 21', [-0.0241845, 0.702166, 1.0]], ['2, k, 22', [-0.00212829, 0.622825, 1.0]], ['2, k, 23', [0.449274, 0.634707, 1.0]], ['2, k, 24', [0.399087, 0.564269, 1.0]]]
[['2, k, 0', [-0.042964, -0.189627, 1.0]], ['2, k, 1', [0.014465, -0.00306061, 1.0]], ['2, k, 2', [0.0640437, 0.185863, 1.0]], ['2, k, 3', [0.118185, 0.296706, 1.0]], ['2, k, 4', [-0.0667514, 0.195371, 1.0]], ['2, k, 5', [-0.06254, 0.382718, 1.0]], ['2, k, 6', [-0.0316869, 0.574746, 1.0]], ['2, k, 7', [-0.021323, 0.64673, 1.0]], ['2, k, 8', [0.177639, 0.140264, 1.0]], ['2, k, 9', [0.312779, 0.311997, 1.0]], ['2, k, 10', [0.410387, 0.510014, 1.0]], ['2, k, 11', [0.470467, 0.612477, 1.0]], ['2, k, 12', [-0.109304, -0.168517, 1.0]], ['2, k, 13', [-0.145735, -0.397665, 1.0]], ['2, k, 14', [-0.12513, -0.652014, 1.0]], ['2, k, 15', [-0.125515, -0.703494, 1.0]], ['2, k, 16', [0.0189499, -0.204714, 1.0]], ['2, k, 17', [0.167033, -0.339631, 1.0]], ['2, k, 18', [0.130057, -0.635846, 1.0]], ['2, k, 19', [0.148768, -0.555242, 1.0]], ['2, k, 20', [0.0504351, 0.138816, 1.0]], ['2, k, 21', [-0.00382277, 0.704299, 1.0]], ['2, k, 22', [0.0164029, 0.617269, 1.0]], ['2, k, 23', [0.508596, 0.644249, 1.0]], ['2, k, 24', [0.433573, 0.639974, 1.0]]]
[['2, k, 0', [-0.0332935, -0.19021, 1.0]], ['2, k, 1', [0.0236924, -0.006243, 1.0]], ['2, k, 2', [0.0813455, 0.174273, 1.0]], ['2, k, 3', [0.124609, 0.291164, 1.0]], ['2, k, 4', [-0.0541353, 0.185207, 1.0]], ['2, k, 5', [-0.0523814, 0.370468, 1.0]], ['2, k, 6', [-0.0219207, 0.568138, 1.0]], ['2, k, 7', [-0.00804797, 0.633642, 1.0]], ['2, k, 8', [0.187406, 0.131347, 1.0]], ['2, k, 9', [0.322581, 0.303198, 1.0]], ['2, k, 10', [0.423322, 0.500062, 1.0]], ['2, k, 11', [0.463438, 0.546196, 1.0]], ['2, k, 12', [-0.0981679, -0.173964, 1.0]], ['2, k, 13', [-0.15033, -0.398761, 1.0]], ['2, k, 14', [-0.14421, -0.704907, 1.0]], ['2, k, 15', [-0.10393, -0.644685, 1.0]], ['2, k, 16', [0.0361111, -0.202086, 1.0]], ['2, k, 17', [0.0804001, -0.398341, 1.0]], ['2, k, 18', [0.0343268, -0.613686, 1.0]], ['2, k, 19', [0.119751, -0.644531, 1.0]], ['2, k, 20', [0.0667446, 0.129566, 1.0]], ['2, k, 21', [0.0143246, 0.699575, 1.0]], ['2, k, 22', [0.0180099, 0.606047, 1.0]], ['2, k, 23', [0.496573, 0.603378, 1.0]], ['2, k, 24', [0.431469, 0.54844, 1.0]]]
[['2, k, 0', [-0.0340928, -0.189678, 1.0]], ['2, k, 1', [0.02398, -0.00605778, 1.0]], ['2, k, 2', [0.0837708, 0.174617, 1.0]], ['2, k, 3', [0.125997, 0.290477, 1.0]], ['2, k, 4', [-0.0656521, 0.184287, 1.0]], ['2, k, 5', [-0.0397322, 0.379534, 1.0]], ['2, k, 6', [-0.000752801, 0.568324, 1.0]], ['2, k, 7', [0.0148863, 0.641681, 1.0]], ['2, k, 8', [0.187267, 0.13167, 1.0]], ['2, k, 9', [0.330552, 0.296791, 1.0]], ['2, k, 10', [0.447971, 0.485034, 1.0]], ['2, k, 11', [0.498525, 0.593818, 1.0]], ['2, k, 12', [-0.0983399, -0.17388, 1.0]], ['2, k, 13', [-0.151162, -0.399632, 1.0]], ['2, k, 14', [-0.127261, -0.653278, 1.0]], ['2, k, 15', [-0.129696, -0.705617, 1.0]], ['2, k, 16', [0.0302049, -0.199784, 1.0]], ['2, k, 17', [0.095699, -0.4016, 1.0]], ['2, k, 18', [0.0441645, -0.627845, 1.0]], ['2, k, 19', [0.131958, -0.59668, 1.0]], ['2, k, 20', [0.0685379, 0.129878, 1.0]], ['2, k, 21', [0.0363162, 0.698982, 1.0]], ['2, k, 22', [0.0375487, 0.614049, 1.0]], ['2, k, 23', [0.52805, 0.623024, 1.0]], ['2, k, 24', [0.445534, 0.62561, 1.0]]]
[['2, k, 0', [-0.0346299, -0.189582, 1.0]], ['2, k, 1', [0.0233309, -0.00584319, 1.0]], ['2, k, 2', [0.0822209, 0.175185, 1.0]], ['2, k, 3', [0.133386, 0.287568, 1.0]], ['2, k, 4', [-0.067964, 0.184189, 1.0]], ['2, k, 5', [-0.0379261, 0.35497, 1.0]], ['2, k, 6', [0.00817785, 0.563816, 1.0]], ['2, k, 7', [0.027972, 0.625569, 1.0]], ['2, k, 8', [0.174145, 0.118637, 1.0]], ['2, k, 9', [0.31867, 0.285306, 1.0]], ['2, k, 10', [0.441032, 0.460833, 1.0]], ['2, k, 11', [0.495915, 0.514639, 1.0]], ['2, k, 12', [-0.0985401, -0.171623, 1.0]], ['2, k, 13', [-0.169868, -0.387326, 1.0]], ['2, k, 14', [-0.128524, -0.654342, 1.0]], ['2, k, 15', [-0.12995, -0.706524, 1.0]], ['2, k, 16', [0.0265857, -0.202717, 1.0]], ['2, k, 17', [0.0524058, -0.42362, 1.0]], ['2, k, 18', [0.0184799, -0.657449, 1.0]], ['2, k, 19', [0.110804, -0.60768, 1.0]], ['2, k, 20', [0.0673739, 0.130307, 1.0]], ['2, k, 21', [0.0363605, 0.68961, 1.0]], ['2, k, 22', [0.0590736, 0.611147, 1.0]], ['2, k, 23', [0.532818, 0.569082, 1.0]], ['2, k, 24', [0.485081, 0.561541, 1.0]]]
[['2, k, 0', [-0.0427352, -0.192955, 1.0]], ['2, k, 1', [0.0218562, -0.00888038, 1.0]], ['2, k, 2', [0.0841792, 0.17029, 1.0]], ['2, k, 3', [0.134435, 0.28278, 1.0]], ['2, k, 4', [-0.0585045, 0.183131, 1.0]], ['2, k, 5', [-0.0282923, 0.356468, 1.0]], ['2, k, 6', [0.0232761, 0.556705, 1.0]], ['2, k, 7', [0.0495684, 0.629372, 1.0]], ['2, k, 8', [0.173435, 0.112624, 1.0]], ['2, k, 9', [0.323603, 0.274926, 1.0]], ['2, k, 10', [0.45748, 0.452528, 1.0]], ['2, k, 11', [0.514885, 0.507206, 1.0]], ['2, k, 12', [-0.103519, -0.17341, 1.0]], ['2, k, 13', [-0.17535, -0.387901, 1.0]], ['2, k, 14', [-0.142088, -0.691006, 1.0]], ['2, k, 15', [-0.1422, -0.742677, 1.0]], ['2, k, 16', [0.0171102, -0.208638, 1.0]], ['2, k, 17', [0.0591249, -0.427615, 1.0]], ['2, k, 18', [0.0187337, -0.65592, 1.0]], ['2, k, 19', [0.11073, -0.606231, 1.0]], ['2, k, 20', [0.0683609, 0.126125, 1.0]], ['2, k, 21', [0.0772636, 0.685623, 1.0]], ['2, k, 22', [0.0768328, 0.614273, 1.0]], ['2, k, 23', [0.551266, 0.56228, 1.0]], ['2, k, 24', [0.496989, 0.522735, 1.0]]]
[['2, k, 0', [-0.0426018, -0.193824, 1.0]], ['2, k, 1', [0.0208165, -0.00902016, 1.0]], ['2, k, 2', [0.0816919, 0.17122, 1.0]], ['2, k, 3', [0.142769, 0.279399, 1.0]], ['2, k, 4', [-0.0471761, 0.179394, 1.0]], ['2, k, 5', [-0.00419881, 0.384335, 1.0]], ['2, k, 6', [0.0459143, 0.553016, 1.0]], ['2, k, 7', [0.0661122, 0.619921, 1.0]], ['2, k, 8', [0.17055, 0.11268, 1.0]], ['2, k, 9', [0.329095, 0.267657, 1.0]], ['2, k, 10', [0.46638, 0.443169, 1.0]], ['2, k, 11', [0.529366, 0.498332, 1.0]], ['2, k, 12', [-0.102297, -0.173129, 1.0]], ['2, k, 13', [-0.176451, -0.387157, 1.0]], ['2, k, 14', [-0.139782, -0.653547, 1.0]], ['2, k, 15', [-0.140485, -0.705071, 1.0]], ['2, k, 16', [0.0143208, -0.21369, 1.0]], ['2, k, 17', [0.0661815, -0.436476, 1.0]], ['2, k, 18', [0.0203599, -0.655086, 1.0]], ['2, k, 19', [0.112095, -0.605601, 1.0]], ['2, k, 20', [0.0665765, 0.126619, 1.0]], ['2, k, 21', [0.0969059, 0.678575, 1.0]], ['2, k, 22', [0.105136, 0.607489, 1.0]], ['2, k, 23', [0.562813, 0.553271, 1.0]], ['2, k, 24', [0.519192, 0.532805, 1.0]]]
[['2, k, 0', [-0.0421306, -0.191386, 1.0]], ['2, k, 1', [0.0179563, -0.00875492, 1.0]], ['2, k, 2', [0.0694963, 0.167859, 1.0]], ['2, k, 3', [0.156123, 0.273186, 1.0]], ['2, k, 4', [-0.0403291, 0.178201, 1.0]], ['2, k, 5', [0.00369975, 0.383019, 1.0]], ['2, k, 6', [0.0821796, 0.569198, 1.0]], ['2, k, 7', [0.096827, 0.639454, 1.0]], ['2, k, 8', [0.168579, 0.113012, 1.0]], ['2, k, 9', [0.331381, 0.263779, 1.0]], ['2, k, 10', [0.478078, 0.419661, 1.0]], ['2, k, 11', [0.542611, 0.472747, 1.0]], ['2, k, 12', [-0.10068, -0.169095, 1.0]], ['2, k, 13', [-0.175629, -0.383471, 1.0]], ['2, k, 14', [-0.13911, -0.653781, 1.0]], ['2, k, 15', [-0.139348, -0.705182, 1.0]], ['2, k, 16', [0.0148934, -0.210998, 1.0]], ['2, k, 17', [0.0731033, -0.431591, 1.0]], ['2, k, 18', [0.0251565, -0.652552, 1.0]], ['2, k, 19', [0.116567, -0.603305, 1.0]], ['2, k, 20', [0.0573862, 0.124506, 1.0]], ['2, k, 21', [0.13476, 0.694818, 1.0]], ['2, k, 22', [0.108601, 0.59659, 1.0]], ['2, k, 23', [0.574681, 0.531084, 1.0]], ['2, k, 24', [0.507474, 0.453971, 1.0]]]
[['2, k, 0', [-0.0439943, -0.188908, 1.0]], ['2, k, 1', [0.011445, -0.0048503, 1.0]], ['2, k, 2', [0.061166, 0.174063, 1.0]], ['2, k, 3', [0.16759, 0.265384, 1.0]], ['2, k, 4', [-0.0354063, 0.175921, 1.0]], ['2, k, 5', [0.0117707, 0.379991, 1.0]], ['2, k, 6', [0.0949626, 0.554732, 1.0]], ['2, k, 7', [0.116136, 0.622294, 1.0]], ['2, k, 8', [0.163797, 0.0977831, 1.0]], ['2, k, 9', [0.305014, 0.200868, 1.0]], ['2, k, 10', [0.45286, 0.36734, 1.0]], ['2, k, 11', [0.522147, 0.412451, 1.0]], ['2, k, 12', [-0.10137, -0.164136, 1.0]], ['2, k, 13', [-0.177282, -0.377224, 1.0]], ['2, k, 14', [-0.138761, -0.653599, 1.0]], ['2, k, 15', [-0.13853, -0.704929, 1.0]], ['2, k, 16', [0.0122309, -0.209501, 1.0]], ['2, k, 17', [0.0869593, -0.424354, 1.0]], ['2, k, 18', [0.0346043, -0.653309, 1.0]], ['2, k, 19', [0.12574, -0.604491, 1.0]], ['2, k, 20', [0.0491387, 0.129952, 1.0]], ['2, k, 21', [0.152597, 0.680426, 1.0]], ['2, k, 22', [0.144473, 0.58475, 1.0]], ['2, k, 23', [0.557272, 0.471224, 1.0]], ['2, k, 24', [0.519816, 0.441347, 1.0]]]
[['2, k, 0', [-0.0419055, -0.19064, 1.0]], ['2, k, 1', [0.0165148, -0.0140296, 1.0]], ['2, k, 2', [0.0740941, 0.152942, 1.0]], ['2, k, 3', [0.195998, 0.234972, 1.0]], ['2, k, 4', [-0.0172043, 0.172678, 1.0]], ['2, k, 5', [0.0269231, 0.379209, 1.0]], ['2, k, 6', [0.127699, 0.580329, 1.0]], ['2, k, 7', [0.14887, 0.643766, 1.0]], ['2, k, 8', [0.162106, 0.0860645, 1.0]], ['2, k, 9', [0.321491, 0.193355, 1.0]], ['2, k, 10', [0.483559, 0.345887, 1.0]], ['2, k, 11', [0.545412, 0.390999, 1.0]], ['2, k, 12', [-0.0862901, -0.166581, 1.0]], ['2, k, 13', [-0.174906, -0.366145, 1.0]], ['2, k, 14', [-0.121602, -0.650006, 1.0]], ['2, k, 15', [-0.118808, -0.701232, 1.0]], ['2, k, 16', [0.0119066, -0.214844, 1.0]], ['2, k, 17', [0.133388, -0.404698, 1.0]], ['2, k, 18', [0.0655286, -0.644872, 1.0]], ['2, k, 19', [0.156098, -0.596184, 1.0]], ['2, k, 20', [0.0596072, 0.112036, 1.0]], ['2, k, 21', [0.179307, 0.709853, 1.0]], ['2, k, 22', [0.166203, 0.606028, 1.0]], ['2, k, 23', [0.584335, 0.446936, 1.0]], ['2, k, 24', [0.525097, 0.408875, 1.0]]]
[['2, k, 0', [-0.0141954, -0.215472, 1.0]], ['2, k, 1', [0.0350009, -0.0341777, 1.0]], ['2, k, 2', [0.083916, 0.142775, 1.0]], ['2, k, 3', [0.203601, 0.22929, 1.0]], ['2, k, 4', [-0.0163797, 0.172307, 1.0]], ['2, k, 5', [0.0377935, 0.36369, 1.0]], ['2, k, 6', [0.115825, 0.515092, 1.0]], ['2, k, 7', [0.142397, 0.589623, 1.0]], ['2, k, 8', [0.160593, 0.085958, 1.0]], ['2, k, 9', [0.349236, 0.206268, 1.0]], ['2, k, 10', [0.506858, 0.359029, 1.0]], ['2, k, 11', [0.573697, 0.396508, 1.0]], ['2, k, 12', [-0.0642201, -0.183609, 1.0]], ['2, k, 13', [-0.176501, -0.369136, 1.0]], ['2, k, 14', [-0.128941, -0.637788, 1.0]], ['2, k, 15', [-0.124193, -0.689565, 1.0]], ['2, k, 16', [0.0329066, -0.240615, 1.0]], ['2, k, 17', [0.186781, -0.388492, 1.0]], ['2, k, 18', [0.0923746, -0.628544, 1.0]], ['2, k, 19', [0.182683, -0.579997, 1.0]], ['2, k, 20', [0.071563, 0.0992694, 1.0]], ['2, k, 21', [0.177323, 0.640716, 1.0]], ['2, k, 22', [0.17253, 0.580767, 1.0]], ['2, k, 23', [0.61671, 0.457691, 1.0]], ['2, k, 24', [0.546001, 0.422121, 1.0]]]
[['2, k, 0', [-0.0142054, -0.215592, 1.0]], ['2, k, 1', [0.0356998, -0.0350661, 1.0]], ['2, k, 2', [0.0860187, 0.140982, 1.0]], ['2, k, 3', [0.203322, 0.216844, 1.0]], ['2, k, 4', [-0.0191378, 0.172733, 1.0]], ['2, k, 5', [0.0448835, 0.388264, 1.0]], ['2, k, 6', [0.124976, 0.53378, 1.0]], ['2, k, 7', [0.169609, 0.599967, 1.0]], ['2, k, 8', [0.160361, 0.0902976, 1.0]], ['2, k, 9', [0.352597, 0.205196, 1.0]], ['2, k, 10', [0.522394, 0.351582, 1.0]], ['2, k, 11', [0.593725, 0.389171, 1.0]], ['2, k, 12', [-0.0619519, -0.188781, 1.0]], ['2, k, 13', [-0.178553, -0.372586, 1.0]], ['2, k, 14', [-0.120548, -0.6424, 1.0]], ['2, k, 15', [-0.116013, -0.694185, 1.0]], ['2, k, 16', [0.0322855, -0.23948, 1.0]], ['2, k, 17', [0.16701, -0.409727, 1.0]], ['2, k, 18', [0.0886507, -0.649284, 1.0]], ['2, k, 19', [0.178964, -0.600595, 1.0]], ['2, k, 20', [0.0733678, 0.0975753, 1.0]], ['2, k, 21', [0.200714, 0.658991, 1.0]], ['2, k, 22', [0.197722, 0.558976, 1.0]], ['2, k, 23', [0.631565, 0.450223, 1.0]], ['2, k, 24', [0.596759, 0.437918, 1.0]]]
