[['2, k, 0', [-0.119718, -0.349367, 1.0]], ['2, k, 1', [-0.120216, -0.0293774, 1.0]], ['2, k, 2', [-0.119973, 0.282629, 1.0]], ['2, k, 3', [-0.115596, 0.432533, 1.0]], ['2, k, 4', [-0.307133, 0.182657, 1.0]], ['2, k, 5', [-0.385805, -0.0719823, 1.0]], ['2, k, 6', [-0.399978, -0.292642, 1.0]], ['2, k, 7', [-0.401387, -0.332014, 1.0]], ['2, k, 8', [0.0550666, 0.176313, 1.0]], ['2, k, 9', [0.130467, -0.0654193, 1.0]], ['2, k, 10', [0.172634, -0.282843, 1.0]], ['2, k, 11', [0.182002, -0.33425, 1.0]], ['2, k, 12', [-0.200595, -0.342833, 1.0]], ['2, k, 13', [-0.235545, -0.672702, 1.0]], ['2, k, 14', [-0.222285, -1.00189, 1.0]], ['2, k, 15', [-0.225342, -1.06152, 1.0]], ['2, k, 16', [-0.0353569, -0.345734, 1.0]], ['2, k, 17', [-0.0178061, -0.675204, 1.0]], ['2, k, 18', [-0.0252037, -0.997393, 1.0]], ['2, k, 19', [0.0051918, -1.06055, 1.0]], ['2, k, 20', [-0.120162, 0.205775, 1.0]], ['2, k, 21', [-0.398915, -0.376452, 1.0]], ['2, k, 22', [-0.342954, -0.352938, 1.0]], ['2, k, 23', [0.197025, -0.388311, 1.0]], ['2, k, 24', [0.12879, -0.3572, 1.0]]]
[['2, k, 0', [-0.132398, -0.328233, 1.0]], ['2, k, 1', [-0.128958, -0.00992858, 1.0]], ['2, k, 2', [-0.125634, 0.308875, 1.0]], ['2, k, 3', [-0.125963, 0.44765, 1.0]], ['2, k, 4', [-0.28542, 0.210115, 1.0]], ['2, k, 5', [-0.436261, 0.0798344, 1.0]], ['2, k, 6', [-0.442189, -0.0810067, 1.0]], ['2, k, 7', [-0.437756, -0.113524, 1.0]], ['2, k, 8', [0.033038, 0.217622, 1.0]], ['2, k, 9', [0.1615, 0.10228, 1.0]], ['2, k, 10', [0.182863, -0.0591999, 1.0]], ['2, k, 11', [0.183552, -0.0769311, 1.0]], ['2, k, 12', [-0.213121, -0.327496, 1.0]], ['2, k, 13', [-0.23802, -0.670582, 1.0]], ['2, k, 14', [-0.225064, -1.01081, 1.0]], ['2, k, 15', [-0.227821, -1.07007, 1.0]], ['2, k, 16', [-0.0476393, -0.318375, 1.0]], ['2, k, 17', [-0.0202619, -0.669585, 1.0]], ['2, k, 18', [-0.0218921, -1.00224, 1.0]], ['2, k, 19', [0.00700922, -1.06479, 1.0]], ['2, k, 20', [-0.126441, 0.226781, 1.0]], ['2, k, 21', [-0.415136, -0.128176, 1.0]], ['2, k, 22', [-0.388631, -0.123416, 1.0]], ['2, k, 23', [0.134756, -0.0910065, 1.0]], ['2, k, 24', [0.216818, -0.0803143, 1.0]]]
[['2, k, 0', [-0.131904, -0.328656, 1.0]], ['2, k, 1', [-0.128798, -0.00995312, 1.0]], ['2, k, 2', [-0.125474, 0.307926, 1.0]], ['2, k, 3', [-0.125232, 0.447292, 1.0]], ['2, k, 4', [-0.288571, 0.206818, 1.0]], ['2, k, 5', [-0.41493, 0.0357769, 1.0]], ['2, k, 6', [-0.447723, -0.124749, 1.0]], ['2, k, 7', [-0.434483, -0.168797, 1.0]], ['2, k, 8', [0.0363321, 0.213385, 1.0]], ['2, k, 9', [0.168885, 0.0685268, 1.0]], ['2, k, 10', [0.182138, -0.0954515, 1.0]], ['2, k, 11', [0.183949, -0.135404, 1.0]], ['2, k, 12', [-0.212295, -0.327882, 1.0]], ['2, k, 13', [-0.237895, -0.670562, 1.0]], ['2, k, 14', [-0.224364, -1.011, 1.0]], ['2, k, 15', [-0.226952, -1.0697, 1.0]], ['2, k, 16', [-0.0474159, -0.318949, 1.0]], ['2, k, 17', [-0.0200035, -0.66948, 1.0]], ['2, k, 18', [-0.0218878, -1.00213, 1.0]], ['2, k, 19', [0.00285094, -1.06508, 1.0]], ['2, k, 20', [-0.126345, 0.226673, 1.0]], ['2, k, 21', [-0.423602, -0.185043, 1.0]], ['2, k, 22', [-0.365474, -0.175715, 1.0]], ['2, k, 23', [0.163012, -0.156152, 1.0]], ['2, k, 24', [0.22323, -0.139429, 1.0]]]
[['2, k, 0', [-0.130921, -0.329351, 1.0]], ['2, k, 1', [-0.128249, -0.0101944, 1.0]], ['2, k, 2', [-0.124979, 0.306515, 1.0]], ['2, k, 3', [-0.124951, 0.446898, 1.0]], ['2, k, 4', [-0.291816, 0.204402, 1.0]], ['2, k, 5', [-0.409855, 0.0248772, 1.0]], ['2, k, 6', [-0.443907, -0.161752, 1.0]], ['2, k, 7', [-0.430501, -0.214266, 1.0]], ['2, k, 8', [0.0402998, 0.207873, 1.0]], ['2, k, 9', [0.1452, 0.0211287, 1.0]], ['2, k, 10', [0.184024, -0.134038, 1.0]], ['2, k, 11', [0.180298, -0.188806, 1.0]], ['2, k, 12', [-0.21144, -0.32841, 1.0]], ['2, k, 13', [-0.237958, -0.670547, 1.0]], ['2, k, 14', [-0.224311, -1.01075, 1.0]], ['2, k, 15', [-0.226226, -1.06902, 1.0]], ['2, k, 16', [-0.0464255, -0.320009, 1.0]], ['2, k, 17', [-0.0198143, -0.668794, 1.0]], ['2, k, 18', [-0.0217358, -1.00177, 1.0]], ['2, k, 19', [0.00541723, -1.06521, 1.0]], ['2, k, 20', [-0.12592, 0.226248, 1.0]], ['2, k, 21', [-0.420656, -0.23897, 1.0]], ['2, k, 22', [-0.356229, -0.221357, 1.0]], ['2, k, 23', [0.173592, -0.211808, 1.0]], ['2, k, 24', [0.223685, -0.186423, 1.0]]]
[['2, k, 0', [-0.130169, -0.33046, 1.0]], ['2, k, 1', [-0.127764, -0.0108368, 1.0]], ['2, k, 2', [-0.124627, 0.304849, 1.0]], ['2, k, 3', [-0.124919, 0.446469, 1.0]], ['2, k, 4', [-0.293986, 0.201782, 1.0]], ['2, k, 5', [-0.405319, 0.00477285, 1.0]], ['2, k, 6', [-0.439257, -0.195471, 1.0]], ['2, k, 7', [-0.424086, -0.249035, 1.0]], ['2, k, 8', [0.0412894, 0.207238, 1.0]], ['2, k, 9', [0.141973, 0.0148044, 1.0]], ['2, k, 10', [0.185957, -0.181145, 1.0]], ['2, k, 11', [0.180389, -0.235553, 1.0]], ['2, k, 12', [-0.210603, -0.32926, 1.0]], ['2, k, 13', [-0.237729, -0.670363, 1.0]], ['2, k, 14', [-0.223416, -1.01171, 1.0]], ['2, k, 15', [-0.235391, -1.07448, 1.0]], ['2, k, 16', [-0.0458014, -0.32151, 1.0]], ['2, k, 17', [-0.0197824, -0.668594, 1.0]], ['2, k, 18', [-0.021516, -1.00094, 1.0]], ['2, k, 19', [0.00569116, -1.06486, 1.0]], ['2, k, 20', [-0.125554, 0.225444, 1.0]], ['2, k, 21', [-0.409533, -0.275521, 1.0]], ['2, k, 22', [-0.342444, -0.254932, 1.0]], ['2, k, 23', [0.185572, -0.273211, 1.0]], ['2, k, 24', [0.101589, -0.251368, 1.0]]]
[['2, k, 0', [-0.129098, -0.331735, 1.0]], ['2, k, 1', [-0.127072, -0.0118691, 1.0]], ['2, k, 2', [-0.124276, 0.30281, 1.0]], ['2, k, 3', [-0.12453, 0.445694, 1.0]], ['2, k, 4', [-0.294481, 0.199074, 1.0]], ['2, k, 5', [-0.400945, -0.00699565, 1.0]], ['2, k, 6', [-0.4399, -0.212546, 1.0]], ['2, k, 7', [-0.425323, -0.273115, 1.0]], ['2, k, 8', [0.0423909, 0.206583, 1.0]], ['2, k, 9', [0.133284, -0.00114, 1.0]], ['2, k, 10', [0.186162, -0.208492, 1.0]], ['2, k, 11', [0.177549, -0.269278, 1.0]], ['2, k, 12', [-0.20971, -0.330425, 1.0]], ['2, k, 13', [-0.237468, -0.670874, 1.0]], ['2, k, 14', [-0.222946, -1.0121, 1.0]], ['2, k, 15', [-0.233474, -1.07299, 1.0]], ['2, k, 16', [-0.0446188, -0.322989, 1.0]], ['2, k, 17', [-0.0198078, -0.668598, 1.0]], ['2, k, 18', [-0.0215038, -1.00088, 1.0]], ['2, k, 19', [0.00644546, -1.06467, 1.0]], ['2, k, 20', [-0.125115, 0.224156, 1.0]], ['2, k, 21', [-0.42283, -0.306105, 1.0]], ['2, k, 22', [-0.350145, -0.280587, 1.0]], ['2, k, 23', [0.183467, -0.313574, 1.0]], ['2, k, 24', [0.101022, -0.282978, 1.0]]]
[['2, k, 0', [-0.128616, -0.332679, 1.0]], ['2, k, 1', [-0.126361, -0.0128424, 1.0]], ['2, k, 2', [-0.123173, 0.301037, 1.0]], ['2, k, 3', [-0.124527, 0.443973, 1.0]], ['2, k, 4', [-0.295093, 0.197012, 1.0]], ['2, k, 5', [-0.399554, -0.0182577, 1.0]], ['2, k, 6', [-0.436449, -0.227286, 1.0]], ['2, k, 7', [-0.426038, -0.284545, 1.0]], ['2, k, 8', [0.0419885, 0.205824, 1.0]], ['2, k, 9', [0.133196, -0.00858964, 1.0]], ['2, k, 10', [0.182163, -0.224837, 1.0]], ['2, k, 11', [0.176516, -0.292837, 1.0]], ['2, k, 12', [-0.209244, -0.331302, 1.0]], ['2, k, 13', [-0.237462, -0.6709, 1.0]], ['2, k, 14', [-0.2227, -1.01191, 1.0]], ['2, k, 15', [-0.232259, -1.07209, 1.0]], ['2, k, 16', [-0.0441508, -0.324054, 1.0]], ['2, k, 17', [-0.0195871, -0.669057, 1.0]], ['2, k, 18', [-0.0213935, -1.00099, 1.0]], ['2, k, 19', [0.00606738, -1.06546, 1.0]], ['2, k, 20', [-0.12416, 0.222904, 1.0]], ['2, k, 21', [-0.42243, -0.32106, 1.0]], ['2, k, 22', [-0.345059, -0.298157, 1.0]], ['2, k, 23', [0.185367, -0.337816, 1.0]], ['2, k, 24', [0.0892267, -0.305675, 1.0]]]
[['2, k, 0', [-0.128478, -0.333668, 1.0]], ['2, k, 1', [-0.125598, -0.0143666, 1.0]], ['2, k, 2', [-0.121444, 0.298065, 1.0]], ['2, k, 3', [-0.12453, 0.441263, 1.0]], ['2, k, 4', [-0.295642, 0.195775, 1.0]], ['2, k, 5', [-0.397845, -0.0238655, 1.0]], ['2, k, 6', [-0.435489, -0.235614, 1.0]], ['2, k, 7', [-0.426167, -0.292864, 1.0]], ['2, k, 8', [0.0446878, 0.202909, 1.0]], ['2, k, 9', [0.132181, -0.0192009, 1.0]], ['2, k, 10', [0.179958, -0.236649, 1.0]], ['2, k, 11', [0.177657, -0.30448, 1.0]], ['2, k, 12', [-0.209222, -0.332165, 1.0]], ['2, k, 13', [-0.237504, -0.671034, 1.0]], ['2, k, 14', [-0.221376, -1.01021, 1.0]], ['2, k, 15', [-0.230733, -1.07041, 1.0]], ['2, k, 16', [-0.0439122, -0.325231, 1.0]], ['2, k, 17', [-0.019529, -0.668875, 1.0]], ['2, k, 18', [-0.021737, -0.999966, 1.0]], ['2, k, 19', [0.00706922, -1.06333, 1.0]], ['2, k, 20', [-0.122728, 0.220618, 1.0]], ['2, k, 21', [-0.413153, -0.331048, 1.0]], ['2, k, 22', [-0.341986, -0.309214, 1.0]], ['2, k, 23', [0.191376, -0.350322, 1.0]], ['2, k, 24', [0.102342, -0.318154, 1.0]]]
[['2, k, 0', [-0.128295, -0.334708, 1.0]], ['2, k, 1', [-0.124967, -0.015789, 1.0]], ['2, k, 2', [-0.120394, 0.295905, 1.0]], ['2, k, 3', [-0.123836, 0.43866, 1.0]], ['2, k, 4', [-0.296065, 0.194807, 1.0]], ['2, k, 5', [-0.39599, -0.0318709, 1.0]], ['2, k, 6', [-0.436981, -0.247023, 1.0]], ['2, k, 7', [-0.427939, -0.295471, 1.0]], ['2, k, 8', [0.0441784, 0.202338, 1.0]], ['2, k, 9', [0.131142, -0.0286754, 1.0]], ['2, k, 10', [0.178106, -0.248122, 1.0]], ['2, k, 11', [0.178852, -0.308953, 1.0]], ['2, k, 12', [-0.209177, -0.333052, 1.0]], ['2, k, 13', [-0.237506, -0.671108, 1.0]], ['2, k, 14', [-0.221895, -1.00984, 1.0]], ['2, k, 15', [-0.230548, -1.0706, 1.0]], ['2, k, 16', [-0.0436021, -0.326444, 1.0]], ['2, k, 17', [-0.0193393, -0.668824, 1.0]], ['2, k, 18', [-0.0217213, -0.999905, 1.0]], ['2, k, 19', [0.00856453, -1.06377, 1.0]], ['2, k, 20', [-0.12176, 0.21878, 1.0]], ['2, k, 21', [-0.426486, -0.338454, 1.0]], ['2, k, 22', [-0.34817, -0.314431, 1.0]], ['2, k, 23', [0.187311, -0.362132, 1.0]], ['2, k, 24', [0.118396, -0.329255, 1.0]]]
[['2, k, 0', [-0.127848, -0.335877, 1.0]], ['2, k, 1', [-0.124175, -0.017163, 1.0]], ['2, k, 2', [-0.119351, 0.294166, 1.0]], ['2, k, 3', [-0.123606, 0.436237, 1.0]], ['2, k, 4', [-0.297984, 0.193038, 1.0]], ['2, k, 5', [-0.394941, -0.0360652, 1.0]], ['2, k, 6', [-0.435536, -0.250928, 1.0]], ['2, k, 7', [-0.427744, -0.299789, 1.0]], ['2, k, 8', [0.048091, 0.196779, 1.0]], ['2, k, 9', [0.130555, -0.0353938, 1.0]], ['2, k, 10', [0.178054, -0.25233, 1.0]], ['2, k, 11', [0.177564, -0.31499, 1.0]], ['2, k, 12', [-0.208814, -0.333708, 1.0]], ['2, k, 13', [-0.237118, -0.670577, 1.0]], ['2, k, 14', [-0.221646, -1.00928, 1.0]], ['2, k, 15', [-0.229541, -1.06986, 1.0]], ['2, k, 16', [-0.0430804, -0.328287, 1.0]], ['2, k, 17', [-0.0187645, -0.669652, 1.0]], ['2, k, 18', [-0.0217949, -1.00001, 1.0]], ['2, k, 19', [0.00893659, -1.06431, 1.0]], ['2, k, 20', [-0.120754, 0.217213, 1.0]], ['2, k, 21', [-0.427883, -0.34439, 1.0]], ['2, k, 22', [-0.346711, -0.317691, 1.0]], ['2, k, 23', [0.178199, -0.370372, 1.0]], ['2, k, 24', [0.121825, -0.333512, 1.0]]]
[['2, k, 0', [-0.127723, -0.336067, 1.0]], ['2, k, 1', [-0.12355, -0.0180565, 1.0]], ['2, k, 2', [-0.118, 0.29195, 1.0]], ['2, k, 3', [-0.122977, 0.433879, 1.0]], ['2, k, 4', [-0.300453, 0.191054, 1.0]], ['2, k, 5', [-0.394931, -0.0407025, 1.0]], ['2, k, 6', [-0.438363, -0.256066, 1.0]], ['2, k, 7', [-0.428561, -0.301818, 1.0]], ['2, k, 8', [0.0507778, 0.19349, 1.0]], ['2, k, 9', [0.130641, -0.0393101, 1.0]], ['2, k, 10', [0.177651, -0.254232, 1.0]], ['2, k, 11', [0.178401, -0.318611, 1.0]], ['2, k, 12', [-0.208678, -0.333802, 1.0]], ['2, k, 13', [-0.23721, -0.668886, 1.0]], ['2, k, 14', [-0.222071, -1.00803, 1.0]], ['2, k, 15', [-0.229351, -1.06745, 1.0]], ['2, k, 16', [-0.0429742, -0.328604, 1.0]], ['2, k, 17', [-0.018703, -0.669804, 1.0]], ['2, k, 18', [-0.0218566, -0.999865, 1.0]], ['2, k, 19', [0.0104805, -1.06451, 1.0]], ['2, k, 20', [-0.119594, 0.215447, 1.0]], ['2, k, 21', [-0.433689, -0.347889, 1.0]], ['2, k, 22', [-0.350062, -0.32221, 1.0]], ['2, k, 23', [0.182541, -0.371529, 1.0]], ['2, k, 24', [0.121594, -0.338214, 1.0]]]
[['2, k, 0', [-0.126917, -0.337388, 1.0]], ['2, k, 1', [-0.123024, -0.0191627, 1.0]], ['2, k, 2', [-0.117628, 0.290566, 1.0]], ['2, k, 3', [-0.122795, 0.432025, 1.0]], ['2, k, 4', [-0.303045, 0.188766, 1.0]], ['2, k, 5', [-0.395148, -0.0430827, 1.0]], ['2, k, 6', [-0.438957, -0.258366, 1.0]], ['2, k, 7', [-0.427541, -0.300553, 1.0]], ['2, k, 8', [0.0518327, 0.18997, 1.0]], ['2, k, 9', [0.129147, -0.0395912, 1.0]], ['2, k, 10', [0.177387, -0.256633, 1.0]], ['2, k, 11', [0.17693, -0.319673, 1.0]], ['2, k, 12', [-0.208053, -0.334949, 1.0]], ['2, k, 13', [-0.237328, -0.669099, 1.0]], ['2, k, 14', [-0.222189, -1.00805, 1.0]], ['2, k, 15', [-0.228374, -1.0673, 1.0]], ['2, k, 16', [-0.0420003, -0.330108, 1.0]], ['2, k, 17', [-0.01833, -0.670247, 1.0]], ['2, k, 18', [-0.0220586, -0.99977, 1.0]], ['2, k, 19', [0.0105392, -1.06447, 1.0]], ['2, k, 20', [-0.119175, 0.214204, 1.0]], ['2, k, 21', [-0.434052, -0.346655, 1.0]], ['2, k, 22', [-0.351072, -0.321544, 1.0]], ['2, k, 23', [0.184805, -0.368733, 1.0]], ['2, k, 24', [0.122765, -0.337763, 1.0]]]
[['2, k, 0', [-0.12606, -0.338164, 1.0]], ['2, k, 1', [-0.122213, -0.0203179, 1.0]], ['2, k, 2', [-0.116546, 0.28846, 1.0]], ['2, k, 3', [-0.122166, 0.429498, 1.0]], ['2, k, 4', [-0.304148, 0.187945, 1.0]], ['2, k, 5', [-0.395051, -0.0436968, 1.0]], ['2, k, 6', [-0.438404, -0.25912, 1.0]], ['2, k, 7', [-0.427651, -0.300605, 1.0]], ['2, k, 8', [0.0524815, 0.188702, 1.0]], ['2, k, 9', [0.129962, -0.04234, 1.0]], ['2, k, 10', [0.177345, -0.25778, 1.0]], ['2, k, 11', [0.177345, -0.320914, 1.0]], ['2, k, 12', [-0.207003, -0.336159, 1.0]], ['2, k, 13', [-0.237479, -0.668928, 1.0]], ['2, k, 14', [-0.222172, -1.00807, 1.0]], ['2, k, 15', [-0.228511, -1.06731, 1.0]], ['2, k, 16', [-0.041348, -0.330499, 1.0]], ['2, k, 17', [-0.0179807, -0.670244, 1.0]], ['2, k, 18', [-0.0221689, -0.999779, 1.0]], ['2, k, 19', [0.00681679, -1.06357, 1.0]], ['2, k, 20', [-0.11818, 0.21244, 1.0]], ['2, k, 21', [-0.435064, -0.346644, 1.0]], ['2, k, 22', [-0.353041, -0.321409, 1.0]], ['2, k, 23', [0.187777, -0.375412, 1.0]], ['2, k, 24', [0.122912, -0.338168, 1.0]]]
[['2, k, 0', [-0.125549, -0.338814, 1.0]], ['2, k, 1', [-0.12187, -0.0210569, 1.0]], ['2, k, 2', [-0.116354, 0.287264, 1.0]], ['2, k, 3', [-0.121287, 0.427566, 1.0]], ['2, k, 4', [-0.304495, 0.187638, 1.0]], ['2, k, 5', [-0.395257, -0.0438261, 1.0]], ['2, k, 6', [-0.43851, -0.259268, 1.0]], ['2, k, 7', [-0.426373, -0.300552, 1.0]], ['2, k, 8', [0.0532228, 0.187786, 1.0]], ['2, k, 9', [0.129961, -0.0429281, 1.0]], ['2, k, 10', [0.177462, -0.257798, 1.0]], ['2, k, 11', [0.178561, -0.319071, 1.0]], ['2, k, 12', [-0.206604, -0.336582, 1.0]], ['2, k, 13', [-0.237658, -0.668847, 1.0]], ['2, k, 14', [-0.222299, -1.00784, 1.0]], ['2, k, 15', [-0.227102, -1.06503, 1.0]], ['2, k, 16', [-0.0407525, -0.331377, 1.0]], ['2, k, 17', [-0.0178543, -0.670272, 1.0]], ['2, k, 18', [-0.0221585, -0.999786, 1.0]], ['2, k, 19', [0.00546161, -1.06278, 1.0]], ['2, k, 20', [-0.117917, 0.211376, 1.0]], ['2, k, 21', [-0.433173, -0.343292, 1.0]], ['2, k, 22', [-0.351559, -0.320949, 1.0]], ['2, k, 23', [0.185783, -0.37145, 1.0]], ['2, k, 24', [0.122523, -0.337358, 1.0]]]
[['2, k, 0', [-0.12503, -0.338961, 1.0]], ['2, k, 1', [-0.121513, -0.0214028, 1.0]], ['2, k, 2', [-0.116171, 0.286865, 1.0]], ['2, k, 3', [-0.121103, 0.426977, 1.0]], ['2, k, 4', [-0.305226, 0.187364, 1.0]], ['2, k, 5', [-0.395252, -0.0438243, 1.0]], ['2, k, 6', [-0.43816, -0.259338, 1.0]], ['2, k, 7', [-0.42632, -0.300632, 1.0]], ['2, k, 8', [0.0539624, 0.187464, 1.0]], ['2, k, 9', [0.130542, -0.043315, 1.0]], ['2, k, 10', [0.177603, -0.258179, 1.0]], ['2, k, 11', [0.178779, -0.318026, 1.0]], ['2, k, 12', [-0.20598, -0.336791, 1.0]], ['2, k, 13', [-0.237658, -0.669265, 1.0]], ['2, k, 14', [-0.222246, -1.00809, 1.0]], ['2, k, 15', [-0.22719, -1.06546, 1.0]], ['2, k, 16', [-0.0403578, -0.33145, 1.0]], ['2, k, 17', [-0.0175622, -0.670164, 1.0]], ['2, k, 18', [-0.0221623, -0.999746, 1.0]], ['2, k, 19', [0.0054834, -1.06267, 1.0]], ['2, k, 20', [-0.11769, 0.210991, 1.0]], ['2, k, 21', [-0.433373, -0.342108, 1.0]], ['2, k, 22', [-0.349995, -0.320866, 1.0]], ['2, k, 23', [0.186883, -0.369571, 1.0]], ['2, k, 24', [0.12246, -0.337276, 1.0]]]
[['2, k, 0', [-0.124786, -0.339136, 1.0]], ['2, k, 1', [-0.121434, -0.0215834, 1.0]], ['2, k, 2', [-0.116232, 0.286771, 1.0]], ['2, k, 3', [-0.121066, 0.426608, 1.0]], ['2, k, 4', [-0.305739, 0.187514, 1.0]], ['2, k, 5', [-0.395592, -0.0447139, 1.0]], ['2, k, 6', [-0.437755, -0.26035, 1.0]], ['2, k, 7', [-0.426255, -0.299215, 1.0]], ['2, k, 8', [0.0545788, 0.187224, 1.0]], ['2, k, 9', [0.130703, -0.0429121, 1.0]], ['2, k, 10', [0.177607, -0.257822, 1.0]], ['2, k, 11', [0.179154, -0.318612, 1.0]], ['2, k, 12', [-0.205693, -0.33685, 1.0]], ['2, k, 13', [-0.237686, -0.669312, 1.0]], ['2, k, 14', [-0.222532, -1.00807, 1.0]], ['2, k, 15', [-0.22718, -1.06531, 1.0]], ['2, k, 16', [-0.0401746, -0.331749, 1.0]], ['2, k, 17', [-0.0173933, -0.670199, 1.0]], ['2, k, 18', [-0.0221705, -0.999731, 1.0]], ['2, k, 19', [0.00778162, -1.06412, 1.0]], ['2, k, 20', [-0.117718, 0.21089, 1.0]], ['2, k, 21', [-0.429967, -0.346852, 1.0]], ['2, k, 22', [-0.349525, -0.320274, 1.0]], ['2, k, 23', [0.185875, -0.369031, 1.0]], ['2, k, 24', [0.122637, -0.337712, 1.0]]]
[['2, k, 0', [-0.124738, -0.339302, 1.0]], ['2, k, 1', [-0.121297, -0.0219888, 1.0]], ['2, k, 2', [-0.116131, 0.286288, 1.0]], ['2, k, 3', [-0.120923, 0.426293, 1.0]], ['2, k, 4', [-0.306665, 0.187399, 1.0]], ['2, k, 5', [-0.395436, -0.04445, 1.0]], ['2, k, 6', [-0.43669, -0.260124, 1.0]], ['2, k, 7', [-0.426539, -0.302847, 1.0]], ['2, k, 8', [0.0548711, 0.186926, 1.0]], ['2, k, 9', [0.130867, -0.0428177, 1.0]], ['2, k, 10', [0.17799, -0.257678, 1.0]], ['2, k, 11', [0.180763, -0.317796, 1.0]], ['2, k, 12', [-0.205623, -0.336981, 1.0]], ['2, k, 13', [-0.237864, -0.669545, 1.0]], ['2, k, 14', [-0.222648, -1.0075, 1.0]], ['2, k, 15', [-0.227371, -1.06568, 1.0]], ['2, k, 16', [-0.0401518, -0.331938, 1.0]], ['2, k, 17', [-0.0172979, -0.670117, 1.0]], ['2, k, 18', [-0.0221956, -0.999718, 1.0]], ['2, k, 19', [0.0079716, -1.06334, 1.0]], ['2, k, 20', [-0.1176, 0.210416, 1.0]], ['2, k, 21', [-0.432888, -0.346611, 1.0]], ['2, k, 22', [-0.348262, -0.319108, 1.0]], ['2, k, 23', [0.18632, -0.368475, 1.0]], ['2, k, 24', [0.124908, -0.336637, 1.0]]]
[['2, k, 0', [-0.12524, -0.340232, 1.0]], ['2, k, 1', [-0.121665, -0.0228751, 1.0]], ['2, k, 2', [-0.116713, 0.285696, 1.0]], ['2, k, 3', [-0.120124, 0.42464, 1.0]], ['2, k, 4', [-0.308364, 0.187502, 1.0]], ['2, k, 5', [-0.393927, -0.0511343, 1.0]], ['2, k, 6', [-0.431552, -0.267077, 1.0]], ['2, k, 7', [-0.424886, -0.310762, 1.0]], ['2, k, 8', [0.0552039, 0.185848, 1.0]], ['2, k, 9', [0.131833, -0.0431732, 1.0]], ['2, k, 10', [0.178063, -0.258525, 1.0]], ['2, k, 11', [0.179818, -0.317088, 1.0]], ['2, k, 12', [-0.206039, -0.337582, 1.0]], ['2, k, 13', [-0.238091, -0.669908, 1.0]], ['2, k, 14', [-0.222067, -1.0084, 1.0]], ['2, k, 15', [-0.226765, -1.06748, 1.0]], ['2, k, 16', [-0.0407778, -0.333224, 1.0]], ['2, k, 17', [-0.0172855, -0.670725, 1.0]], ['2, k, 18', [-0.0225665, -0.999282, 1.0]], ['2, k, 19', [0.00773668, -1.06303, 1.0]], ['2, k, 20', [-0.118089, 0.209757, 1.0]], ['2, k, 21', [-0.429304, -0.35773, 1.0]], ['2, k, 22', [-0.341155, -0.327285, 1.0]], ['2, k, 23', [0.179302, -0.370228, 1.0]], ['2, k, 24', [0.12729, -0.338429, 1.0]]]
[['2, k, 0', [-0.125358, -0.340306, 1.0]], ['2, k, 1', [-0.12175, -0.0230711, 1.0]], ['2, k, 2', [-0.116861, 0.285251, 1.0]], ['2, k, 3', [-0.119488, 0.424036, 1.0]], ['2, k, 4', [-0.309002, 0.187534, 1.0]], ['2, k, 5', [-0.393046, -0.0526641, 1.0]], ['2, k, 6', [-0.430721, -0.268676, 1.0]], ['2, k, 7', [-0.424837, -0.309589, 1.0]], ['2, k, 8', [0.0550685, 0.18558, 1.0]], ['2, k, 9', [0.132631, -0.0440625, 1.0]], ['2, k, 10', [0.178026, -0.259113, 1.0]], ['2, k, 11', [0.177314, -0.318156, 1.0]], ['2, k, 12', [-0.206194, -0.337753, 1.0]], ['2, k, 13', [-0.237955, -0.669242, 1.0]], ['2, k, 14', [-0.222055, -1.00831, 1.0]], ['2, k, 15', [-0.226529, -1.06622, 1.0]], ['2, k, 16', [-0.0408689, -0.333227, 1.0]], ['2, k, 17', [-0.0172392, -0.671048, 1.0]], ['2, k, 18', [-0.022453, -0.999237, 1.0]], ['2, k, 19', [0.00701977, -1.06253, 1.0]], ['2, k, 20', [-0.118216, 0.209383, 1.0]], ['2, k, 21', [-0.427945, -0.354741, 1.0]], ['2, k, 22', [-0.34067, -0.326818, 1.0]], ['2, k, 23', [0.177497, -0.371639, 1.0]], ['2, k, 24', [0.125153, -0.337602, 1.0]]]
