[['2, k, 0', [-0.312456, -0.214189, 1.0]], ['2, k, 1', [-0.332132, -0.162029, 1.0]], ['2, k, 2', [-0.349979, -0.110287, 1.0]], ['2, k, 3', [-0.367693, 0.0343959, 1.0]], ['2, k, 4', [-0.519078, -0.19105, 1.0]], ['2, k, 5', [-0.611592, -0.286019, 1.0]], ['2, k, 6', [-0.614304, -0.408606, 1.0]], ['2, k, 7', [-0.611418, -0.374579, 1.0]], ['2, k, 8', [-0.199631, -0.181856, 1.0]], ['2, k, 9', [-0.0875568, -0.246543, 1.0]], ['2, k, 10', [0.0166466, -0.315061, 1.0]], ['2, k, 11', [0.04083, -0.383414, 1.0]], ['2, k, 12', [-0.38143, -0.213726, 1.0]], ['2, k, 13', [-0.682173, -0.30534, 1.0]], ['2, k, 14', [-0.455326, -0.429417, 1.0]], ['2, k, 15', [-0.323041, -0.413699, 1.0]], ['2, k, 16', [-0.236029, -0.209544, 1.0]], ['2, k, 17', [-0.684963, -0.284905, 1.0]], ['2, k, 18', [-0.24893, -0.283514, 1.0]], ['2, k, 19', [-0.155698, -0.312705, 1.0]], ['2, k, 20', [-0.345844, -0.1232, 1.0]], ['2, k, 21', [-0.616477, -0.37984, 1.0]], ['2, k, 22', [-0.549371, -0.380518, 1.0]], ['2, k, 23', [0.03895, -0.394176, 1.0]], ['2, k, 24', [-0.00733044, -0.394908, 1.0]]]
[['2, k, 0', [-0.295177, -0.347595, 1.0]], ['2, k, 1', [-0.31066, -0.16362, 1.0]], ['2, k, 2', [-0.314388, 0.0136558, 1.0]], ['2, k, 3', [-0.311739, 0.131843, 1.0]], ['2, k, 4', [-0.429969, -0.0470979, 1.0]], ['2, k, 5', [-0.47669, -0.102074, 1.0]], ['2, k, 6', [-0.539008, -0.198827, 1.0]], ['2, k, 7', [-0.577668, -0.227676, 1.0]], ['2, k, 8', [-0.18215, -0.0366726, 1.0]], ['2, k, 9', [-0.0934317, -0.0953689, 1.0]], ['2, k, 10', [0.0212849, -0.170315, 1.0]], ['2, k, 11', [0.0907323, -0.190208, 1.0]], ['2, k, 12', [-0.34505, -0.344557, 1.0]], ['2, k, 13', [-0.562301, -0.11246, 1.0]], ['2, k, 14', [-0.594504, -0.250668, 1.0]], ['2, k, 15', [-0.577379, -0.229503, 1.0]], ['2, k, 16', [-0.240164, -0.344857, 1.0]], ['2, k, 17', [-0.068207, -0.100572, 1.0]], ['2, k, 18', [0.0684877, -0.195691, 1.0]], ['2, k, 19', [0.0735487, -0.202141, 1.0]], ['2, k, 20', [-0.313989, -0.0300753, 1.0]], ['2, k, 21', [-0.594834, -0.237501, 1.0]], ['2, k, 22', [-0.527409, -0.240991, 1.0]], ['2, k, 23', [0.110397, -0.180754, 1.0]], ['2, k, 24', [0.0901262, -0.188937, 1.0]]]
[['2, k, 0', [-0.296255, -0.338482, 1.0]], ['2, k, 1', [-0.309576, -0.161572, 1.0]], ['2, k, 2', [-0.317139, 0.0109232, 1.0]], ['2, k, 3', [-0.313117, 0.127704, 1.0]], ['2, k, 4', [-0.428571, -0.0472607, 1.0]], ['2, k, 5', [-0.527976, -0.140824, 1.0]], ['2, k, 6', [-0.582604, -0.217834, 1.0]], ['2, k, 7', [-0.60416, -0.246461, 1.0]], ['2, k, 8', [-0.186647, -0.0387506, 1.0]], ['2, k, 9', [-0.0919391, -0.113851, 1.0]], ['2, k, 10', [-0.0254287, -0.138619, 1.0]], ['2, k, 11', [0.0361606, -0.181662, 1.0]], ['2, k, 12', [-0.347345, -0.335133, 1.0]], ['2, k, 13', [-0.565211, -0.126027, 1.0]], ['2, k, 14', [-0.597079, -0.265025, 1.0]], ['2, k, 15', [-0.579463, -0.266734, 1.0]], ['2, k, 16', [-0.239406, -0.335091, 1.0]], ['2, k, 17', [-0.0360451, -0.124923, 1.0]], ['2, k, 18', [0.0794225, -0.226628, 1.0]], ['2, k, 19', [0.0772779, -0.238702, 1.0]], ['2, k, 20', [-0.315609, -0.0317569, 1.0]], ['2, k, 21', [-0.607207, -0.253588, 1.0]], ['2, k, 22', [-0.585038, -0.240969, 1.0]], ['2, k, 23', [0.0439216, -0.181806, 1.0]], ['2, k, 24', [0.0325885, -0.182705, 1.0]]]
[['2, k, 0', [-0.296867, -0.404149, 1.0]], ['2, k, 1', [-0.308353, -0.200127, 1.0]], ['2, k, 2', [-0.317729, -0.000476598, 1.0]], ['2, k, 3', [-0.311536, 0.115133, 1.0]], ['2, k, 4', [-0.43582, -0.0659539, 1.0]], ['2, k, 5', [-0.508908, -0.144071, 1.0]], ['2, k, 6', [-0.561708, -0.234195, 1.0]], ['2, k, 7', [-0.611791, -0.26456, 1.0]], ['2, k, 8', [-0.189749, -0.0554614, 1.0]], ['2, k, 9', [-0.0597611, -0.159969, 1.0]], ['2, k, 10', [0.0170338, -0.191937, 1.0]], ['2, k, 11', [0.0636157, -0.243798, 1.0]], ['2, k, 12', [-0.349005, -0.402602, 1.0]], ['2, k, 13', [-0.575319, -0.174673, 1.0]], ['2, k, 14', [-0.59908, -0.303705, 1.0]], ['2, k, 15', [-0.574936, -0.306507, 1.0]], ['2, k, 16', [-0.239257, -0.398246, 1.0]], ['2, k, 17', [-0.0185395, -0.150518, 1.0]], ['2, k, 18', [0.0810796, -0.251305, 1.0]], ['2, k, 19', [0.0847832, -0.267988, 1.0]], ['2, k, 20', [-0.315766, -0.0480588, 1.0]], ['2, k, 21', [-0.614112, -0.272857, 1.0]], ['2, k, 22', [-0.614828, -0.271733, 1.0]], ['2, k, 23', [0.0659006, -0.252602, 1.0]], ['2, k, 24', [0.062318, -0.255139, 1.0]]]
[['2, k, 0', [-0.294844, -0.403033, 1.0]], ['2, k, 1', [-0.308581, -0.204627, 1.0]], ['2, k, 2', [-0.324027, -0.0220682, 1.0]], ['2, k, 3', [-0.307208, 0.0889062, 1.0]], ['2, k, 4', [-0.437644, -0.0978265, 1.0]], ['2, k, 5', [-0.530478, -0.194948, 1.0]], ['2, k, 6', [-0.586664, -0.280482, 1.0]], ['2, k, 7', [-0.583525, -0.356666, 1.0]], ['2, k, 8', [-0.191723, -0.0738089, 1.0]], ['2, k, 9', [-0.097138, -0.161918, 1.0]], ['2, k, 10', [0.0140055, -0.241554, 1.0]], ['2, k, 11', [0.0514845, -0.266674, 1.0]], ['2, k, 12', [-0.347168, -0.402023, 1.0]], ['2, k, 13', [-0.574706, -0.203167, 1.0]], ['2, k, 14', [-0.574273, -0.33525, 1.0]], ['2, k, 15', [-0.557838, -0.344769, 1.0]], ['2, k, 16', [-0.236657, -0.395963, 1.0]], ['2, k, 17', [-0.0136227, -0.162525, 1.0]], ['2, k, 18', [0.078744, -0.307462, 1.0]], ['2, k, 19', [0.0937051, -0.318375, 1.0]], ['2, k, 20', [-0.319951, -0.0660722, 1.0]], ['2, k, 21', [-0.579523, -0.372463, 1.0]], ['2, k, 22', [-0.539665, -0.346139, 1.0]], ['2, k, 23', [0.0714023, -0.292784, 1.0]], ['2, k, 24', [0.0604131, -0.299683, 1.0]]]
[['2, k, 0', [-0.277864, -0.449031, 1.0]], ['2, k, 1', [-0.302197, -0.253816, 1.0]], ['2, k, 2', [-0.324635, -0.0557392, 1.0]], ['2, k, 3', [-0.308051, 0.0706521, 1.0]], ['2, k, 4', [-0.43354, -0.107653, 1.0]], ['2, k, 5', [-0.531786, -0.203943, 1.0]], ['2, k, 6', [-0.580656, -0.321928, 1.0]], ['2, k, 7', [-0.603283, -0.361089, 1.0]], ['2, k, 8', [-0.192313, -0.104217, 1.0]], ['2, k, 9', [-0.0721053, -0.179155, 1.0]], ['2, k, 10', [0.0162629, -0.247728, 1.0]], ['2, k, 11', [0.0492654, -0.301792, 1.0]], ['2, k, 12', [-0.330865, -0.446152, 1.0]], ['2, k, 13', [-0.559909, -0.216615, 1.0]], ['2, k, 14', [-0.582304, -0.388649, 1.0]], ['2, k, 15', [-0.569657, -0.405603, 1.0]], ['2, k, 16', [-0.219253, -0.442845, 1.0]], ['2, k, 17', [-0.0528104, -0.202005, 1.0]], ['2, k, 18', [0.0711984, -0.350004, 1.0]], ['2, k, 19', [0.0843635, -0.366176, 1.0]], ['2, k, 20', [-0.319449, -0.104691, 1.0]], ['2, k, 21', [-0.596157, -0.385061, 1.0]], ['2, k, 22', [-0.606377, -0.330452, 1.0]], ['2, k, 23', [0.075997, -0.333567, 1.0]], ['2, k, 24', [0.0388812, -0.323699, 1.0]]]
[['2, k, 0', [-0.262356, -0.479069, 1.0]], ['2, k, 1', [-0.291969, -0.277933, 1.0]], ['2, k, 2', [-0.316298, -0.0875104, 1.0]], ['2, k, 3', [-0.306496, 0.0291434, 1.0]], ['2, k, 4', [-0.425606, -0.136545, 1.0]], ['2, k, 5', [-0.53117, -0.237057, 1.0]], ['2, k, 6', [-0.580181, -0.346425, 1.0]], ['2, k, 7', [-0.600182, -0.39866, 1.0]], ['2, k, 8', [-0.192421, -0.136772, 1.0]], ['2, k, 9', [-0.0573803, -0.226685, 1.0]], ['2, k, 10', [0.0646339, -0.31631, 1.0]], ['2, k, 11', [0.0664659, -0.365575, 1.0]], ['2, k, 12', [-0.315689, -0.474221, 1.0]], ['2, k, 13', [-0.543628, -0.240665, 1.0]], ['2, k, 14', [-0.601944, -0.448619, 1.0]], ['2, k, 15', [-0.563827, -0.472441, 1.0]], ['2, k, 16', [-0.203897, -0.474677, 1.0]], ['2, k, 17', [-0.0615876, -0.219984, 1.0]], ['2, k, 18', [0.0773969, -0.407928, 1.0]], ['2, k, 19', [0.0762502, -0.442776, 1.0]], ['2, k, 20', [-0.310556, -0.134136, 1.0]], ['2, k, 21', [-0.599389, -0.419259, 1.0]], ['2, k, 22', [-0.617095, -0.378065, 1.0]], ['2, k, 23', [0.0885631, -0.397304, 1.0]], ['2, k, 24', [0.0411254, -0.381494, 1.0]]]
[['2, k, 0', [-0.258369, -0.489524, 1.0]], ['2, k, 1', [-0.287871, -0.301416, 1.0]], ['2, k, 2', [-0.316225, -0.115898, 1.0]], ['2, k, 3', [-0.304834, 0.00401754, 1.0]], ['2, k, 4', [-0.421539, -0.156552, 1.0]], ['2, k, 5', [-0.536668, -0.276759, 1.0]], ['2, k, 6', [-0.585304, -0.390273, 1.0]], ['2, k, 7', [-0.598297, -0.449746, 1.0]], ['2, k, 8', [-0.192612, -0.15533, 1.0]], ['2, k, 9', [-0.0525579, -0.276692, 1.0]], ['2, k, 10', [0.0706877, -0.367106, 1.0]], ['2, k, 11', [0.0677628, -0.421291, 1.0]], ['2, k, 12', [-0.311331, -0.484955, 1.0]], ['2, k, 13', [-0.528534, -0.255971, 1.0]], ['2, k, 14', [-0.582465, -0.497057, 1.0]], ['2, k, 15', [-0.558832, -0.531092, 1.0]], ['2, k, 16', [-0.200467, -0.484963, 1.0]], ['2, k, 17', [-0.0869634, -0.236036, 1.0]], ['2, k, 18', [0.0527727, -0.437145, 1.0]], ['2, k, 19', [0.0677357, -0.465293, 1.0]], ['2, k, 20', [-0.309336, -0.162311, 1.0]], ['2, k, 21', [-0.597618, -0.466541, 1.0]], ['2, k, 22', [-0.594974, -0.462855, 1.0]], ['2, k, 23', [0.0837923, -0.454538, 1.0]], ['2, k, 24', [0.0446653, -0.433773, 1.0]]]
[['2, k, 0', [-0.231588, -0.511595, 1.0]], ['2, k, 1', [-0.278362, -0.330673, 1.0]], ['2, k, 2', [-0.320774, -0.163185, 1.0]], ['2, k, 3', [-0.306115, -0.0336307, 1.0]], ['2, k, 4', [-0.425695, -0.218674, 1.0]], ['2, k, 5', [-0.52952, -0.364992, 1.0]], ['2, k, 6', [-0.594812, -0.499447, 1.0]], ['2, k, 7', [-0.582172, -0.604342, 1.0]], ['2, k, 8', [-0.19649, -0.208143, 1.0]], ['2, k, 9', [-0.0301298, -0.325042, 1.0]], ['2, k, 10', [0.106803, -0.424765, 1.0]], ['2, k, 11', [0.0682545, -0.478859, 1.0]], ['2, k, 12', [-0.282584, -0.510005, 1.0]], ['2, k, 13', [-0.555634, -0.400424, 1.0]], ['2, k, 14', [-0.580835, -0.591701, 1.0]], ['2, k, 15', [-0.567912, -0.624782, 1.0]], ['2, k, 16', [-0.176014, -0.503408, 1.0]], ['2, k, 17', [-0.110515, -0.242837, 1.0]], ['2, k, 18', [0.0237117, -0.481667, 1.0]], ['2, k, 19', [0.0389585, -0.517426, 1.0]], ['2, k, 20', [-0.309889, -0.20329, 1.0]], ['2, k, 21', [-0.579691, -0.621996, 1.0]], ['2, k, 22', [-0.546679, -0.595425, 1.0]], ['2, k, 23', [0.0923613, -0.512374, 1.0]], ['2, k, 24', [0.0492154, -0.498349, 1.0]]]
[['2, k, 0', [-0.255659, -0.589585, 1.0]], ['2, k, 1', [-0.296902, -0.396741, 1.0]], ['2, k, 2', [-0.334599, -0.201098, 1.0]], ['2, k, 3', [-0.30719, -0.0728791, 1.0]], ['2, k, 4', [-0.422366, -0.24353, 1.0]], ['2, k, 5', [-0.497023, -0.395452, 1.0]], ['2, k, 6', [-0.553171, -0.536676, 1.0]], ['2, k, 7', [-0.590174, -0.604405, 1.0]], ['2, k, 8', [-0.192541, -0.234333, 1.0]], ['2, k, 9', [-0.0523957, -0.392207, 1.0]], ['2, k, 10', [0.0858332, -0.501777, 1.0]], ['2, k, 11', [0.0711593, -0.554276, 1.0]], ['2, k, 12', [-0.307207, -0.585846, 1.0]], ['2, k, 13', [-0.565242, -0.466164, 1.0]], ['2, k, 14', [-0.601697, -0.640325, 1.0]], ['2, k, 15', [-0.566406, -0.669434, 1.0]], ['2, k, 16', [-0.198963, -0.581451, 1.0]], ['2, k, 17', [-0.118294, -0.319706, 1.0]], ['2, k, 18', [0.0416162, -0.547959, 1.0]], ['2, k, 19', [0.0584752, -0.573326, 1.0]], ['2, k, 20', [-0.326715, -0.253173, 1.0]], ['2, k, 21', [-0.584116, -0.638949, 1.0]], ['2, k, 22', [-0.567145, -0.616743, 1.0]], ['2, k, 23', [0.0892629, -0.590168, 1.0]], ['2, k, 24', [0.0545159, -0.575745, 1.0]]]
[['2, k, 0', [-0.332344, -0.610541, 1.0]], ['2, k, 1', [-0.306754, -0.408257, 1.0]], ['2, k, 2', [-0.296362, -0.226345, 1.0]], ['2, k, 3', [-0.307052, -0.103029, 1.0]], ['2, k, 4', [-0.419551, -0.260205, 1.0]], ['2, k, 5', [-0.523264, -0.426183, 1.0]], ['2, k, 6', [-0.555879, -0.588851, 1.0]], ['2, k, 7', [-0.583857, -0.638199, 1.0]], ['2, k, 8', [-0.190439, -0.278056, 1.0]], ['2, k, 9', [-0.0469949, -0.395784, 1.0]], ['2, k, 10', [0.0287572, -0.571321, 1.0]], ['2, k, 11', [0.0676669, -0.611707, 1.0]], ['2, k, 12', [-0.383181, -0.602697, 1.0]], ['2, k, 13', [-0.561449, -0.44937, 1.0]], ['2, k, 14', [-0.602422, -0.706118, 1.0]], ['2, k, 15', [-0.57373, -0.72998, 1.0]], ['2, k, 16', [-0.275018, -0.606463, 1.0]], ['2, k, 17', [-0.0305043, -0.414821, 1.0]], ['2, k, 18', [0.0774681, -0.672583, 1.0]], ['2, k, 19', [0.0883789, -0.702148, 1.0]], ['2, k, 20', [-0.308367, -0.268123, 1.0]], ['2, k, 21', [-0.571564, -0.677464, 1.0]], ['2, k, 22', [-0.564965, -0.647989, 1.0]], ['2, k, 23', [0.0902042, -0.652355, 1.0]], ['2, k, 24', [0.0488218, -0.651899, 1.0]]]
[['2, k, 0', [-0.262753, -0.639664, 1.0]], ['2, k, 1', [-0.295382, -0.455386, 1.0]], ['2, k, 2', [-0.326116, -0.272964, 1.0]], ['2, k, 3', [-0.307181, -0.143284, 1.0]], ['2, k, 4', [-0.42131, -0.303408, 1.0]], ['2, k, 5', [-0.527092, -0.440668, 1.0]], ['2, k, 6', [-0.550672, -0.604615, 1.0]], ['2, k, 7', [-0.556112, -0.791503, 1.0]], ['2, k, 8', [-0.194302, -0.294575, 1.0]], ['2, k, 9', [-0.0510497, -0.424234, 1.0]], ['2, k, 10', [0.0225299, -0.605991, 1.0]], ['2, k, 11', [0.0609259, -0.64417, 1.0]], ['2, k, 12', [-0.30911, -0.636263, 1.0]], ['2, k, 13', [-0.547561, -0.515381, 1.0]], ['2, k, 14', [-0.603237, -0.765153, 1.0]], ['2, k, 15', [-0.571289, -0.791992, 1.0]], ['2, k, 16', [-0.211305, -0.630671, 1.0]], ['2, k, 17', [0.0248214, -0.511332, 1.0]], ['2, k, 18', [0.0844234, -0.7371, 1.0]], ['2, k, 19', [0.0937645, -0.7694, 1.0]], ['2, k, 20', [-0.318711, -0.318548, 1.0]], ['2, k, 21', [-0.552368, -0.815286, 1.0]], ['2, k, 22', [-0.494853, -0.791644, 1.0]], ['2, k, 23', [0.0830169, -0.68766, 1.0]], ['2, k, 24', [0.0412056, -0.675708, 1.0]]]
[['2, k, 0', [-0.265449, -0.6511, 1.0]], ['2, k, 1', [-0.29295, -0.469664, 1.0]], ['2, k, 2', [-0.312999, -0.295015, 1.0]], ['2, k, 3', [-0.306405, -0.171207, 1.0]], ['2, k, 4', [-0.419516, -0.33681, 1.0]], ['2, k, 5', [-0.470623, -0.4576, 1.0]], ['2, k, 6', [-0.515453, -0.631843, 1.0]], ['2, k, 7', [-0.575978, -0.694381, 1.0]], ['2, k, 8', [-0.191607, -0.340567, 1.0]], ['2, k, 9', [-0.0608267, -0.450205, 1.0]], ['2, k, 10', [0.0157898, -0.611211, 1.0]], ['2, k, 11', [0.0400769, -0.659528, 1.0]], ['2, k, 12', [-0.312513, -0.648874, 1.0]], ['2, k, 13', [-0.504566, -0.481058, 1.0]], ['2, k, 14', [-0.586133, -0.760341, 1.0]], ['2, k, 15', [-0.578996, -0.799623, 1.0]], ['2, k, 16', [-0.213413, -0.641156, 1.0]], ['2, k, 17', [0.0143076, -0.525551, 1.0]], ['2, k, 18', [0.0795902, -0.790226, 1.0]], ['2, k, 19', [0.101983, -0.808077, 1.0]], ['2, k, 20', [-0.309059, -0.338444, 1.0]], ['2, k, 21', [-0.576573, -0.723567, 1.0]], ['2, k, 22', [-0.561278, -0.738677, 1.0]], ['2, k, 23', [0.0465651, -0.696724, 1.0]], ['2, k, 24', [0.0141721, -0.666644, 1.0]]]
[['2, k, 0', [-0.262183, -0.710772, 1.0]], ['2, k, 1', [-0.288031, -0.52448, 1.0]], ['2, k, 2', [-0.312301, -0.337577, 1.0]], ['2, k, 3', [-0.306701, -0.202042, 1.0]], ['2, k, 4', [-0.423555, -0.368608, 1.0]], ['2, k, 5', [-0.52245, -0.546219, 1.0]], ['2, k, 6', [-0.545873, -0.720279, 1.0]], ['2, k, 7', [-0.579398, -0.757499, 1.0]], ['2, k, 8', [-0.190734, -0.359942, 1.0]], ['2, k, 9', [-0.04101, -0.505688, 1.0]], ['2, k, 10', [0.0270314, -0.67151, 1.0]], ['2, k, 11', [0.0456886, -0.723173, 1.0]], ['2, k, 12', [-0.308972, -0.708606, 1.0]], ['2, k, 13', [-0.50886, -0.430155, 1.0]], ['2, k, 14', [-0.557188, -0.742553, 1.0]], ['2, k, 15', [-0.545819, -0.77439, 1.0]], ['2, k, 16', [-0.21026, -0.699016, 1.0]], ['2, k, 17', [0.00987416, -0.548553, 1.0]], ['2, k, 18', [0.0695326, -0.824273, 1.0]], ['2, k, 19', [0.093557, -0.843553, 1.0]], ['2, k, 20', [-0.306648, -0.382688, 1.0]], ['2, k, 21', [-0.570585, -0.812002, 1.0]], ['2, k, 22', [-0.557071, -0.776883, 1.0]], ['2, k, 23', [0.0521068, -0.775723, 1.0]], ['2, k, 24', [0.0276721, -0.754916, 1.0]]]
[['2, k, 0', [-0.289879, -0.71847, 1.0]], ['2, k, 1', [-0.291808, -0.532341, 1.0]], ['2, k, 2', [-0.305332, -0.352947, 1.0]], ['2, k, 3', [-0.306351, -0.225467, 1.0]], ['2, k, 4', [-0.437564, -0.425168, 1.0]], ['2, k, 5', [-0.534474, -0.558653, 1.0]], ['2, k, 6', [-0.555893, -0.741315, 1.0]], ['2, k, 7', [-0.569993, -0.941264, 1.0]], ['2, k, 8', [-0.18652, -0.386004, 1.0]], ['2, k, 9', [-0.112029, -0.528271, 1.0]], ['2, k, 10', [-0.0149256, -0.685112, 1.0]], ['2, k, 11', [0.0186124, -0.728656, 1.0]], ['2, k, 12', [-0.338978, -0.714837, 1.0]], ['2, k, 13', [-0.511766, -0.526614, 1.0]], ['2, k, 14', [-0.563939, -0.80175, 1.0]], ['2, k, 15', [-0.546311, -0.842927, 1.0]], ['2, k, 16', [-0.235258, -0.708407, 1.0]], ['2, k, 17', [-0.0387642, -0.536376, 1.0]], ['2, k, 18', [0.0678021, -0.854648, 1.0]], ['2, k, 19', [0.0715332, -0.889648, 1.0]], ['2, k, 20', [-0.302979, -0.395682, 1.0]], ['2, k, 21', [-0.572741, -0.976503, 1.0]], ['2, k, 22', [-0.510017, -0.940431, 1.0]], ['2, k, 23', [0.0280401, -0.766407, 1.0]], ['2, k, 24', [0.0134162, -0.773814, 1.0]]]
[['2, k, 0', [-0.355844, -0.757656, 1.0]], ['2, k, 1', [-0.331501, -0.57223, 1.0]], ['2, k, 2', [-0.305902, -0.376326, 1.0]], ['2, k, 3', [-0.305995, -0.251079, 1.0]], ['2, k, 4', [-0.430708, -0.439143, 1.0]], ['2, k, 5', [-0.506928, -0.617395, 1.0]], ['2, k, 6', [-0.53382, -0.804021, 1.0]], ['2, k, 7', [-0.584246, -0.86896, 1.0]], ['2, k, 8', [-0.183164, -0.403056, 1.0]], ['2, k, 9', [-0.0920218, -0.542789, 1.0]], ['2, k, 10', [0.000515899, -0.707643, 1.0]], ['2, k, 11', [0.0281581, -0.75529, 1.0]], ['2, k, 12', [-0.403169, -0.749575, 1.0]], ['2, k, 13', [-0.557126, -0.629793, 1.0]], ['2, k, 14', [-0.579036, -0.887143, 1.0]], ['2, k, 15', [-0.55955, -0.92761, 1.0]], ['2, k, 16', [-0.301778, -0.751366, 1.0]], ['2, k, 17', [-0.0097827, -0.615501, 1.0]], ['2, k, 18', [0.0652751, -0.90794, 1.0]], ['2, k, 19', [0.0539592, -0.935054, 1.0]], ['2, k, 20', [-0.310459, -0.424853, 1.0]], ['2, k, 21', [-0.581169, -0.916321, 1.0]], ['2, k, 22', [-0.569726, -0.9048, 1.0]], ['2, k, 23', [0.0393196, -0.790483, 1.0]], ['2, k, 24', [-0.00411879, -0.761152, 1.0]]]
[['2, k, 0', [-0.345533, -0.787814, 1.0]], ['2, k, 1', [-0.33131, -0.589859, 1.0]], ['2, k, 2', [-0.314431, -0.400624, 1.0]], ['2, k, 3', [-0.306893, -0.303483, 1.0]], ['2, k, 4', [-0.437241, -0.46756, 1.0]], ['2, k, 5', [-0.542884, -0.633239, 1.0]], ['2, k, 6', [-0.566953, -0.819956, 1.0]], ['2, k, 7', [-0.578997, -0.876614, 1.0]], ['2, k, 8', [-0.180194, -0.437797, 1.0]], ['2, k, 9', [-0.0950591, -0.571949, 1.0]], ['2, k, 10', [-0.00322598, -0.742647, 1.0]], ['2, k, 11', [0.030027, -0.796898, 1.0]], ['2, k, 12', [-0.395049, -0.788126, 1.0]], ['2, k, 13', [-0.577519, -0.828486, 1.0]], ['2, k, 14', [-0.54507, -0.914283, 1.0]], ['2, k, 15', [-0.576973, -1.00612, 1.0]], ['2, k, 16', [-0.289818, -0.77624, 1.0]], ['2, k, 17', [-0.013616, -0.626167, 1.0]], ['2, k, 18', [0.0359879, -0.823412, 1.0]], ['2, k, 19', [0.0557677, -0.85875, 1.0]], ['2, k, 20', [-0.318149, -0.447885, 1.0]], ['2, k, 21', [-0.575671, -0.927527, 1.0]], ['2, k, 22', [-0.562349, -0.886675, 1.0]], ['2, k, 23', [0.0522729, -0.842276, 1.0]], ['2, k, 24', [0.00703707, -0.827549, 1.0]]]
[['2, k, 0', [-0.308319, -0.672879, 1.0]], ['2, k, 1', [-0.313798, -0.547157, 1.0]], ['2, k, 2', [-0.316162, -0.409448, 1.0]], ['2, k, 3', [-0.307623, -0.316663, 1.0]], ['2, k, 4', [-0.438122, -0.471155, 1.0]], ['2, k, 5', [-0.541205, -0.642416, 1.0]], ['2, k, 6', [-0.561926, -0.833324, 1.0]], ['2, k, 7', [-0.584238, -0.8933, 1.0]], ['2, k, 8', [-0.178249, -0.44864, 1.0]], ['2, k, 9', [-0.0964666, -0.584974, 1.0]], ['2, k, 10', [0.00202985, -0.756325, 1.0]], ['2, k, 11', [0.0313166, -0.823844, 1.0]], ['2, k, 12', [-0.364127, -0.670903, 1.0]], ['2, k, 13', [-0.596974, -0.651029, 1.0]], ['2, k, 14', [-0.564718, -0.858594, 1.0]], ['2, k, 15', [-0.541527, -0.889425, 1.0]], ['2, k, 16', [-0.246738, -0.662249, 1.0]], ['2, k, 17', [0.0194748, -0.631649, 1.0]], ['2, k, 18', [0.0838804, -0.878901, 1.0]], ['2, k, 19', [0.10229, -0.904515, 1.0]], ['2, k, 20', [-0.318387, -0.449437, 1.0]], ['2, k, 21', [-0.582543, -0.939876, 1.0]], ['2, k, 22', [-0.56281, -0.857257, 1.0]], ['2, k, 23', [0.0660059, -0.867293, 1.0]], ['2, k, 24', [0.00873656, -0.855025, 1.0]]]
[['2, k, 0', [-0.300581, -0.787004, 1.0]], ['2, k, 1', [-0.310681, -0.607226, 1.0]], ['2, k, 2', [-0.31758, -0.416795, 1.0]], ['2, k, 3', [-0.307683, -0.322297, 1.0]], ['2, k, 4', [-0.444345, -0.490908, 1.0]], ['2, k, 5', [-0.545419, -0.694284, 1.0]], ['2, k, 6', [-0.562966, -0.849349, 1.0]], ['2, k, 7', [-0.585305, -0.912863, 1.0]], ['2, k, 8', [-0.177098, -0.461096, 1.0]], ['2, k, 9', [-0.0569079, -0.659823, 1.0]], ['2, k, 10', [0.0233309, -0.794412, 1.0]], ['2, k, 11', [0.0246595, -0.821926, 1.0]], ['2, k, 12', [-0.356271, -0.785557, 1.0]], ['2, k, 13', [-0.567669, -0.787412, 1.0]], ['2, k, 14', [-0.594221, -1.05978, 1.0]], ['2, k, 15', [-0.513596, -1.07823, 1.0]], ['2, k, 16', [-0.239129, -0.773361, 1.0]], ['2, k, 17', [-0.0148836, -0.715845, 1.0]], ['2, k, 18', [0.0645362, -0.966926, 1.0]], ['2, k, 19', [0.0854328, -0.998705, 1.0]], ['2, k, 20', [-0.318149, -0.460413, 1.0]], ['2, k, 21', [-0.583762, -0.961715, 1.0]], ['2, k, 22', [-0.567463, -0.911053, 1.0]], ['2, k, 23', [0.0528194, -0.86906, 1.0]], ['2, k, 24', [-0.00534091, -0.841285, 1.0]]]
