[['2, k, 0', [-0.1792755, -0.1740592, 1.0]], ['2, k, 1', [-0.157992, 0.05285709, 1.0]], ['2, k, 2', [-0.136354, 0.2755187, 1.0]], ['2, k, 3', [-0.1323512, 0.3919778, 1.0]], ['2, k, 4', [-0.2730273, 0.1951786, 1.0]], ['2, k, 5', [-0.1871425, 0.04858261, 1.0]], ['2, k, 6', [-0.0809165, -0.08275427, 1.0]], ['2, k, 7', [-0.04247102, -0.119164, 1.0]], ['2, k, 8', [-0.001777644, 0.1877759, 1.0]], ['2, k, 9', [-0.007048012, 0.06312313, 1.0]], ['2, k, 10', [-0.01273465, -0.04345867, 1.0]], ['2, k, 11', [-0.03926239, -0.1239528, 1.0]], ['2, k, 12', [-0.2424938, -0.1659234, 1.0]], ['2, k, 13', [-0.1782271, -0.2996505, 1.0]], ['2, k, 14', [-0.2143985, -0.6619554, 1.0]], ['2, k, 15', [-0.189219, -0.7348441, 1.0]], ['2, k, 16', [-0.1118371, -0.1779666, 1.0]], ['2, k, 17', [0.001264923, -0.3104228, 1.0]], ['2, k, 18', [-0.005136605, -0.6554878, 1.0]], ['2, k, 19', [0.01534344, -0.7029625, 1.0]], ['2, k, 20', [-0.1417315, 0.2204796, 1.0]], ['2, k, 21', [-0.02305319, -0.1750398, 1.0]], ['2, k, 22', [-0.02216934, -0.08681616, 1.0]], ['2, k, 23', [-0.02776567, -0.1791432, 1.0]], ['2, k, 24', [-0.02421234, -0.08768647, 1.0]]]
[['2, k, 0', [-0.1523336, -0.102752, 1.0]], ['2, k, 1', [-0.1521297, 0.1061025, 1.0]], ['2, k, 2', [-0.1512223, 0.3116221, 1.0]], ['2, k, 3', [-0.1473736, 0.4773707, 1.0]], ['2, k, 4', [-0.2959455, 0.2431659, 1.0]], ['2, k, 5', [-0.2618434, 0.468622, 1.0]], ['2, k, 6', [-0.1605117, 0.6788331, 1.0]], ['2, k, 7', [-0.1256327, 0.7442479, 1.0]], ['2, k, 8', [-0.02662142, 0.2899863, 1.0]], ['2, k, 9', [-0.01387691, 0.5127942, 1.0]], ['2, k, 10', [-0.06855566, 0.6993643, 1.0]], ['2, k, 11', [-0.1047486, 0.7639151, 1.0]], ['2, k, 12', [-0.2103635, -0.1065933, 1.0]], ['2, k, 13', [-0.1819877, -0.2895741, 1.0]], ['2, k, 14', [-0.2130729, -0.6594122, 1.0]], ['2, k, 15', [-0.1938467, -0.7374171, 1.0]], ['2, k, 16', [-0.09049545, -0.09712195, 1.0]], ['2, k, 17', [0.002799089, -0.2886971, 1.0]], ['2, k, 18', [-0.004761541, -0.659874, 1.0]], ['2, k, 19', [0.006377466, -0.7056727, 1.0]], ['2, k, 20', [-0.151733, 0.26159, 1.0]], ['2, k, 21', [-0.102423, 0.8000238, 1.0]], ['2, k, 22', [-0.09001953, 0.7201315, 1.0]], ['2, k, 23', [-0.1074059, 0.8205612, 1.0]], ['2, k, 24', [-0.07423257, 0.7592065, 1.0]]]
[['2, k, 0', [-0.1516581, -0.1030861, 1.0]], ['2, k, 1', [-0.1512216, 0.1058139, 1.0]], ['2, k, 2', [-0.1500589, 0.3111415, 1.0]], ['2, k, 3', [-0.146189, 0.4768796, 1.0]], ['2, k, 4', [-0.2959585, 0.2431343, 1.0]], ['2, k, 5', [-0.261902, 0.4665007, 1.0]], ['2, k, 6', [-0.1574016, 0.6726307, 1.0]], ['2, k, 7', [-0.1212668, 0.7368525, 1.0]], ['2, k, 8', [-0.0268335, 0.291434, 1.0]], ['2, k, 9', [-0.01491017, 0.5117332, 1.0]], ['2, k, 10', [-0.06350268, 0.6733215, 1.0]], ['2, k, 11', [-0.1075106, 0.7904712, 1.0]], ['2, k, 12', [-0.2097195, -0.1071168, 1.0]], ['2, k, 13', [-0.1819115, -0.2896918, 1.0]], ['2, k, 14', [-0.2129236, -0.6596895, 1.0]], ['2, k, 15', [-0.1935177, -0.7362869, 1.0]], ['2, k, 16', [-0.08977299, -0.09720447, 1.0]], ['2, k, 17', [0.002669803, -0.2886232, 1.0]], ['2, k, 18', [-0.004579008, -0.6593666, 1.0]], ['2, k, 19', [0.006454973, -0.7051545, 1.0]], ['2, k, 20', [-0.1505498, 0.2610296, 1.0]], ['2, k, 21', [-0.09336799, 0.7915025, 1.0]], ['2, k, 22', [-0.086449, 0.7110178, 1.0]], ['2, k, 23', [-0.105906, 0.8567292, 1.0]], ['2, k, 24', [-0.0831882, 0.7885833, 1.0]]]
[['2, k, 0', [-0.1516833, -0.1030791, 1.0]], ['2, k, 1', [-0.1512356, 0.105783, 1.0]], ['2, k, 2', [-0.1500365, 0.3108666, 1.0]], ['2, k, 3', [-0.146166, 0.4765989, 1.0]], ['2, k, 4', [-0.2961006, 0.2432455, 1.0]], ['2, k, 5', [-0.2481734, 0.4594963, 1.0]], ['2, k, 6', [-0.1527449, 0.6701089, 1.0]], ['2, k, 7', [-0.1192059, 0.7316257, 1.0]], ['2, k, 8', [-0.02558576, 0.294738, 1.0]], ['2, k, 9', [-0.01558817, 0.5107616, 1.0]], ['2, k, 10', [-0.06602718, 0.6903008, 1.0]], ['2, k, 11', [-0.1062736, 0.7803395, 1.0]], ['2, k, 12', [-0.2097547, -0.1071193, 1.0]], ['2, k, 13', [-0.1818532, -0.2896725, 1.0]], ['2, k, 14', [-0.2132916, -0.6599181, 1.0]], ['2, k, 15', [-0.1927667, -0.7355389, 1.0]], ['2, k, 16', [-0.08980943, -0.09716178, 1.0]], ['2, k, 17', [0.002148742, -0.2884708, 1.0]], ['2, k, 18', [-0.005024369, -0.6597309, 1.0]], ['2, k, 19', [0.005417519, -0.7055084, 1.0]], ['2, k, 20', [-0.1505339, 0.2607739, 1.0]], ['2, k, 21', [-0.09741297, 0.783698, 1.0]], ['2, k, 22', [-0.08541758, 0.7069739, 1.0]], ['2, k, 23', [-0.1063875, 0.8480864, 1.0]], ['2, k, 24', [-0.08041309, 0.769412, 1.0]]]
[['2, k, 0', [-0.1518635, -0.1034831, 1.0]], ['2, k, 1', [-0.1512084, 0.1055925, 1.0]], ['2, k, 2', [-0.1498461, 0.310713, 1.0]], ['2, k, 3', [-0.1459721, 0.4764418, 1.0]], ['2, k, 4', [-0.2961345, 0.2432401, 1.0]], ['2, k, 5', [-0.256839, 0.4562855, 1.0]], ['2, k, 6', [-0.1526303, 0.6610627, 1.0]], ['2, k, 7', [-0.1163441, 0.7245141, 1.0]], ['2, k, 8', [-0.02554219, 0.2870615, 1.0]], ['2, k, 9', [-0.01663925, 0.5001774, 1.0]], ['2, k, 10', [-0.07503638, 0.7031019, 1.0]], ['2, k, 11', [-0.1019349, 0.7702079, 1.0]], ['2, k, 12', [-0.2100693, -0.1074252, 1.0]], ['2, k, 13', [-0.1819734, -0.2899156, 1.0]], ['2, k, 14', [-0.213094, -0.6602207, 1.0]], ['2, k, 15', [-0.1928227, -0.7358466, 1.0]], ['2, k, 16', [-0.08990896, -0.09762964, 1.0]], ['2, k, 17', [0.002206427, -0.2885823, 1.0]], ['2, k, 18', [-0.004893717, -0.6594944, 1.0]], ['2, k, 19', [0.006749628, -0.7052643, 1.0]], ['2, k, 20', [-0.1503687, 0.2605605, 1.0]], ['2, k, 21', [-0.09006804, 0.7792267, 1.0]], ['2, k, 22', [-0.08196975, 0.6990594, 1.0]], ['2, k, 23', [-0.1023204, 0.8366154, 1.0]], ['2, k, 24', [-0.08111078, 0.7788565, 1.0]]]
[['2, k, 0', [-0.152, -0.1037521, 1.0]], ['2, k, 1', [-0.1512375, 0.1054565, 1.0]], ['2, k, 2', [-0.1498164, 0.3105968, 1.0]], ['2, k, 3', [-0.1459418, 0.4763234, 1.0]], ['2, k, 4', [-0.29629, 0.243428, 1.0]], ['2, k, 5', [-0.2904224, 0.4293309, 1.0]], ['2, k, 6', [-0.1710715, 0.6238109, 1.0]], ['2, k, 7', [-0.1332885, 0.6905797, 1.0]], ['2, k, 8', [-0.02529236, 0.2842248, 1.0]], ['2, k, 9', [-0.01600275, 0.4853776, 1.0]], ['2, k, 10', [-0.07302403, 0.6938674, 1.0]], ['2, k, 11', [-0.09906118, 0.7468266, 1.0]], ['2, k, 12', [-0.2102415, -0.1075847, 1.0]], ['2, k, 13', [-0.1818851, -0.2895747, 1.0]], ['2, k, 14', [-0.2129399, -0.6601281, 1.0]], ['2, k, 15', [-0.1919463, -0.7334179, 1.0]], ['2, k, 16', [-0.09000279, -0.09795916, 1.0]], ['2, k, 17', [0.002179396, -0.2882558, 1.0]], ['2, k, 18', [-0.005144855, -0.6594558, 1.0]], ['2, k, 19', [0.006651494, -0.7052284, 1.0]], ['2, k, 20', [-0.1503459, 0.2603984, 1.0]], ['2, k, 21', [-0.09718034, 0.7416887, 1.0]], ['2, k, 22', [-0.09050193, 0.6831076, 1.0]], ['2, k, 23', [-0.09845848, 0.8097495, 1.0]], ['2, k, 24', [-0.07331319, 0.7545432, 1.0]]]
[['2, k, 0', [-0.1520748, -0.1044105, 1.0]], ['2, k, 1', [-0.1502568, 0.1037966, 1.0]], ['2, k, 2', [-0.1464808, 0.306873, 1.0]], ['2, k, 3', [-0.1425455, 0.4725274, 1.0]], ['2, k, 4', [-0.2963256, 0.2431912, 1.0]], ['2, k, 5', [-0.2780451, 0.4378312, 1.0]], ['2, k, 6', [-0.1569203, 0.6245218, 1.0]], ['2, k, 7', [-0.09423034, 0.7438964, 1.0]], ['2, k, 8', [-0.02519242, 0.2841404, 1.0]], ['2, k, 9', [-0.01617928, 0.4829491, 1.0]], ['2, k, 10', [-0.07297954, 0.6817259, 1.0]], ['2, k, 11', [-0.09473034, 0.7438272, 1.0]], ['2, k, 12', [-0.2102959, -0.1081174, 1.0]], ['2, k, 13', [-0.1818412, -0.2895297, 1.0]], ['2, k, 14', [-0.2130952, -0.6601921, 1.0]], ['2, k, 15', [-0.1923568, -0.7334503, 1.0]], ['2, k, 16', [-0.09010769, -0.09862121, 1.0]], ['2, k, 17', [0.002211756, -0.2880658, 1.0]], ['2, k, 18', [-0.005116375, -0.6593543, 1.0]], ['2, k, 19', [0.00660088, -0.7050356, 1.0]], ['2, k, 20', [-0.1476508, 0.2570837, 1.0]], ['2, k, 21', [-0.08862898, 0.8135561, 1.0]], ['2, k, 22', [-0.06409052, 0.7084908, 1.0]], ['2, k, 23', [-0.09586792, 0.8078876, 1.0]], ['2, k, 24', [-0.06813806, 0.7497487, 1.0]]]
[['2, k, 0', [-0.152055, -0.1045907, 1.0]], ['2, k, 1', [-0.1501947, 0.103723, 1.0]], ['2, k, 2', [-0.1464359, 0.3068815, 1.0]], ['2, k, 3', [-0.1425001, 0.4725373, 1.0]], ['2, k, 4', [-0.2964748, 0.2425934, 1.0]], ['2, k, 5', [-0.2705809, 0.4362663, 1.0]], ['2, k, 6', [-0.154346, 0.6180509, 1.0]], ['2, k, 7', [-0.0909569, 0.7180752, 1.0]], ['2, k, 8', [-0.02540374, 0.2855883, 1.0]], ['2, k, 9', [-0.02188431, 0.4727417, 1.0]], ['2, k, 10', [-0.07512547, 0.6677899, 1.0]], ['2, k, 11', [-0.09160087, 0.7277222, 1.0]], ['2, k, 12', [-0.2103182, -0.1082979, 1.0]], ['2, k, 13', [-0.1818571, -0.2894081, 1.0]], ['2, k, 14', [-0.2126868, -0.6602394, 1.0]], ['2, k, 15', [-0.1923868, -0.7341293, 1.0]], ['2, k, 16', [-0.09004778, -0.09876842, 1.0]], ['2, k, 17', [0.0020984, -0.2874447, 1.0]], ['2, k, 18', [-0.003995414, -0.6592976, 1.0]], ['2, k, 19', [0.006529415, -0.7049918, 1.0]], ['2, k, 20', [-0.1475929, 0.2570474, 1.0]], ['2, k, 21', [-0.08116838, 0.7762702, 1.0]], ['2, k, 22', [-0.06261439, 0.6894977, 1.0]], ['2, k, 23', [-0.08982524, 0.7904494, 1.0]], ['2, k, 24', [-0.06510015, 0.7265128, 1.0]]]
[['2, k, 0', [-0.1524438, -0.1045393, 1.0]], ['2, k, 1', [-0.1500343, 0.1037801, 1.0]], ['2, k, 2', [-0.1449277, 0.3071642, 1.0]], ['2, k, 3', [-0.1409653, 0.472827, 1.0]], ['2, k, 4', [-0.2967564, 0.2420475, 1.0]], ['2, k, 5', [-0.2657691, 0.4315503, 1.0]], ['2, k, 6', [-0.1425384, 0.603225, 1.0]], ['2, k, 7', [-0.08563508, 0.692809, 1.0]], ['2, k, 8', [-0.02786265, 0.2924082, 1.0]], ['2, k, 9', [-0.02416403, 0.4716316, 1.0]], ['2, k, 10', [-0.06892738, 0.6624694, 1.0]], ['2, k, 11', [-0.08620593, 0.7052015, 1.0]], ['2, k, 12', [-0.2107562, -0.1083392, 1.0]], ['2, k, 13', [-0.1818225, -0.289432, 1.0]], ['2, k, 14', [-0.2129475, -0.6603804, 1.0]], ['2, k, 15', [-0.2015426, -0.7061055, 1.0]], ['2, k, 16', [-0.09047594, -0.09857102, 1.0]], ['2, k, 17', [0.00208394, -0.287414, 1.0]], ['2, k, 18', [-0.004005705, -0.6594422, 1.0]], ['2, k, 19', [0.004817654, -0.7051748, 1.0]], ['2, k, 20', [-0.1465259, 0.2572229, 1.0]], ['2, k, 21', [-0.07463045, 0.7481705, 1.0]], ['2, k, 22', [-0.05787217, 0.6725155, 1.0]], ['2, k, 23', [-0.08074214, 0.7657707, 1.0]], ['2, k, 24', [-0.05778112, 0.6922951, 1.0]]]
[['2, k, 0', [-0.1546582, -0.09699597, 1.0]], ['2, k, 1', [-0.1494036, 0.1056452, 1.0]], ['2, k, 2', [-0.1430089, 0.3071292, 1.0]], ['2, k, 3', [-0.1390127, 0.4727933, 1.0]], ['2, k, 4', [-0.2965473, 0.2413562, 1.0]], ['2, k, 5', [-0.2524555, 0.4170253, 1.0]], ['2, k, 6', [-0.1359075, 0.594476, 1.0]], ['2, k, 7', [-0.08268341, 0.6727431, 1.0]], ['2, k, 8', [-0.0277532, 0.2924696, 1.0]], ['2, k, 9', [-0.007280129, 0.4405588, 1.0]], ['2, k, 10', [-0.0537804, 0.6019551, 1.0]], ['2, k, 11', [-0.08148768, 0.653276, 1.0]], ['2, k, 12', [-0.2118623, -0.09983172, 1.0]], ['2, k, 13', [-0.1818438, -0.2898655, 1.0]], ['2, k, 14', [-0.2129827, -0.6602065, 1.0]], ['2, k, 15', [-0.2012034, -0.7059183, 1.0]], ['2, k, 16', [-0.09382958, -0.09160841, 1.0]], ['2, k, 17', [0.001602836, -0.286023, 1.0]], ['2, k, 18', [-0.003654862, -0.6594486, 1.0]], ['2, k, 19', [0.005538537, -0.7051651, 1.0]], ['2, k, 20', [-0.1450802, 0.2575698, 1.0]], ['2, k, 21', [-0.06871032, 0.7303441, 1.0]], ['2, k, 22', [-0.05125395, 0.6624951, 1.0]], ['2, k, 23', [-0.08487143, 0.7019637, 1.0]], ['2, k, 24', [-0.05444766, 0.6744873, 1.0]]]
[['2, k, 0', [-0.1549469, -0.09623117, 1.0]], ['2, k, 1', [-0.1492664, 0.1057997, 1.0]], ['2, k, 2', [-0.1420044, 0.3061317, 1.0]], ['2, k, 3', [-0.1379913, 0.4717835, 1.0]], ['2, k, 4', [-0.2973416, 0.240298, 1.0]], ['2, k, 5', [-0.2485047, 0.4074862, 1.0]], ['2, k, 6', [-0.1275805, 0.5630291, 1.0]], ['2, k, 7', [-0.07618807, 0.6501338, 1.0]], ['2, k, 8', [-0.0278375, 0.2920637, 1.0]], ['2, k, 9', [-0.00770882, 0.4377863, 1.0]], ['2, k, 10', [-0.04450722, 0.5670501, 1.0]], ['2, k, 11', [-0.07639036, 0.6501196, 1.0]], ['2, k, 12', [-0.2119259, -0.09902599, 1.0]], ['2, k, 13', [-0.1818154, -0.2898572, 1.0]], ['2, k, 14', [-0.2128998, -0.66027, 1.0]], ['2, k, 15', [-0.1963433, -0.7415539, 1.0]], ['2, k, 16', [-0.09435056, -0.09090159, 1.0]], ['2, k, 17', [-0.0001373228, -0.2863608, 1.0]], ['2, k, 18', [-0.003663875, -0.65922, 1.0]], ['2, k, 19', [0.005579283, -0.7049925, 1.0]], ['2, k, 20', [-0.1443295, 0.257016, 1.0]], ['2, k, 21', [-0.06598995, 0.7067708, 1.0]], ['2, k, 22', [-0.04766417, 0.6270483, 1.0]], ['2, k, 23', [-0.07378715, 0.7070992, 1.0]], ['2, k, 24', [-0.06196735, 0.6474422, 1.0]]]
[['2, k, 0', [-0.1547643, -0.1090491, 1.0]], ['2, k, 1', [-0.1507424, 0.1044158, 1.0]], ['2, k, 2', [-0.148109, 0.3094277, 1.0]], ['2, k, 3', [-0.1442066, 0.4751463, 1.0]], ['2, k, 4', [-0.2986937, 0.2388073, 1.0]], ['2, k, 5', [-0.2427815, 0.3873807, 1.0]], ['2, k, 6', [-0.1223168, 0.5467336, 1.0]], ['2, k, 7', [-0.06923939, 0.6259705, 1.0]], ['2, k, 8', [-0.02815112, 0.290769, 1.0]], ['2, k, 9', [-0.008314643, 0.4209776, 1.0]], ['2, k, 10', [-0.04935785, 0.5581779, 1.0]], ['2, k, 11', [-0.07170162, 0.6210397, 1.0]], ['2, k, 12', [-0.214243, -0.1127509, 1.0]], ['2, k, 13', [-0.1817987, -0.2900115, 1.0]], ['2, k, 14', [-0.2131636, -0.6602869, 1.0]], ['2, k, 15', [-0.1917084, -0.730574, 1.0]], ['2, k, 16', [-0.09176008, -0.1033767, 1.0]], ['2, k, 17', [0.001094121, -0.2898057, 1.0]], ['2, k, 18', [-0.005236639, -0.6596852, 1.0]], ['2, k, 19', [0.004242158, -0.7056499, 1.0]], ['2, k, 20', [-0.1483858, 0.2583755, 1.0]], ['2, k, 21', [-0.06211915, 0.6800289, 1.0]], ['2, k, 22', [-0.06571081, 0.612412, 1.0]], ['2, k, 23', [-0.06637155, 0.677206, 1.0]], ['2, k, 24', [-0.06550932, 0.6121094, 1.0]]]
[['2, k, 0', [-0.1547906, -0.1159566, 1.0]], ['2, k, 1', [-0.150793, 0.1032405, 1.0]], ['2, k, 2', [-0.1478208, 0.3110442, 1.0]], ['2, k, 3', [-0.1439141, 0.4767961, 1.0]], ['2, k, 4', [-0.2978633, 0.2372409, 1.0]], ['2, k, 5', [-0.2399875, 0.3675043, 1.0]], ['2, k, 6', [-0.1218208, 0.5030498, 1.0]], ['2, k, 7', [-0.06403034, 0.5888284, 1.0]], ['2, k, 8', [-0.02718012, 0.2859819, 1.0]], ['2, k, 9', [-0.005612947, 0.3920442, 1.0]], ['2, k, 10', [-0.03074242, 0.4997, 1.0]], ['2, k, 11', [-0.06400651, 0.5958893, 1.0]], ['2, k, 12', [-0.215583, -0.1185727, 1.0]], ['2, k, 13', [-0.1813801, -0.2905297, 1.0]], ['2, k, 14', [-0.2128231, -0.6603183, 1.0]], ['2, k, 15', [-0.1919897, -0.7314944, 1.0]], ['2, k, 16', [-0.09022073, -0.1111463, 1.0]], ['2, k, 17', [0.001292182, -0.2910569, 1.0]], ['2, k, 18', [-0.005263986, -0.6594129, 1.0]], ['2, k, 19', [0.004193354, -0.705425, 1.0]], ['2, k, 20', [-0.1483074, 0.2591241, 1.0]], ['2, k, 21', [-0.0501575, 0.6383827, 1.0]], ['2, k, 22', [-0.05226657, 0.5700611, 1.0]], ['2, k, 23', [-0.05761891, 0.6395561, 1.0]], ['2, k, 24', [-0.04415527, 0.5845271, 1.0]]]
[['2, k, 0', [-0.1546355, -0.1221626, 1.0]], ['2, k, 1', [-0.1502455, 0.1015754, 1.0]], ['2, k, 2', [-0.1453803, 0.3152596, 1.0]], ['2, k, 3', [-0.1414357, 0.4811164, 1.0]], ['2, k, 4', [-0.2961235, 0.2343806, 1.0]], ['2, k, 5', [-0.2403831, 0.3468226, 1.0]], ['2, k, 6', [-0.1144598, 0.4843521, 1.0]], ['2, k, 7', [-0.05863757, 0.540932, 1.0]], ['2, k, 8', [-0.0252234, 0.2739022, 1.0]], ['2, k, 9', [-0.001752571, 0.3652959, 1.0]], ['2, k, 10', [-0.03708283, 0.4850221, 1.0]], ['2, k, 11', [-0.0633018, 0.5131507, 1.0]], ['2, k, 12', [-0.2167752, -0.1239477, 1.0]], ['2, k, 13', [-0.181353, -0.2906232, 1.0]], ['2, k, 14', [-0.2128312, -0.6604781, 1.0]], ['2, k, 15', [-0.1927111, -0.7329799, 1.0]], ['2, k, 16', [-0.0885675, -0.1180612, 1.0]], ['2, k, 17', [0.00156039, -0.2922275, 1.0]], ['2, k, 18', [-0.004705758, -0.6587706, 1.0]], ['2, k, 19', [0.004629012, -0.7052314, 1.0]], ['2, k, 20', [-0.1466603, 0.2614508, 1.0]], ['2, k, 21', [-0.04250342, 0.5817834, 1.0]], ['2, k, 22', [-0.05392829, 0.5220526, 1.0]], ['2, k, 23', [-0.06310222, 0.5514047, 1.0]], ['2, k, 24', [-0.02481053, 0.5136818, 1.0]]]
[['2, k, 0', [-0.1528392, -0.1307969, 1.0]], ['2, k, 1', [-0.1491215, 0.10006, 1.0]], ['2, k, 2', [-0.1436703, 0.3183098, 1.0]], ['2, k, 3', [-0.1396957, 0.4842252, 1.0]], ['2, k, 4', [-0.2930863, 0.2296056, 1.0]], ['2, k, 5', [-0.241925, 0.3227788, 1.0]], ['2, k, 6', [-0.1128507, 0.4358797, 1.0]], ['2, k, 7', [-0.05623373, 0.4920726, 1.0]], ['2, k, 8', [-0.02466473, 0.2538956, 1.0]], ['2, k, 9', [0.002162485, 0.3295981, 1.0]], ['2, k, 10', [-0.03469519, 0.4313106, 1.0]], ['2, k, 11', [-0.05756932, 0.4837672, 1.0]], ['2, k, 12', [-0.2171418, -0.1317252, 1.0]], ['2, k, 13', [-0.1813319, -0.2904997, 1.0]], ['2, k, 14', [-0.2123642, -0.6608332, 1.0]], ['2, k, 15', [-0.1933013, -0.7340595, 1.0]], ['2, k, 16', [-0.08443271, -0.1273468, 1.0]], ['2, k, 17', [0.001989715, -0.2950604, 1.0]], ['2, k, 18', [-0.004168734, -0.6583964, 1.0]], ['2, k, 19', [0.004714904, -0.7048771, 1.0]], ['2, k, 20', [-0.145276, 0.2632467, 1.0]], ['2, k, 21', [-0.03582636, 0.5337217, 1.0]], ['2, k, 22', [-0.04441989, 0.4692193, 1.0]], ['2, k, 23', [-0.0486528, 0.5247059, 1.0]], ['2, k, 24', [-0.04220931, 0.474803, 1.0]]]
[['2, k, 0', [-0.155113, -0.1445117, 1.0]], ['2, k, 1', [-0.1467943, 0.08776008, 1.0]], ['2, k, 2', [-0.1387264, 0.3119503, 1.0]], ['2, k, 3', [-0.1346644, 0.4777571, 1.0]], ['2, k, 4', [-0.2864206, 0.222703, 1.0]], ['2, k, 5', [-0.2439864, 0.300496, 1.0]], ['2, k, 6', [-0.1208966, 0.3875841, 1.0]], ['2, k, 7', [-0.05665963, 0.4412492, 1.0]], ['2, k, 8', [-0.02510619, 0.2457854, 1.0]], ['2, k, 9', [0.01622125, 0.291881, 1.0]], ['2, k, 10', [-0.02359863, 0.3896684, 1.0]], ['2, k, 11', [-0.05789902, 0.4199027, 1.0]], ['2, k, 12', [-0.2201373, -0.1440699, 1.0]], ['2, k, 13', [-0.1813971, -0.290459, 1.0]], ['2, k, 14', [-0.2123847, -0.6608133, 1.0]], ['2, k, 15', [-0.1928611, -0.733099, 1.0]], ['2, k, 16', [-0.08611298, -0.1417349, 1.0]], ['2, k, 17', [0.002233296, -0.2955235, 1.0]], ['2, k, 18', [-0.003962281, -0.6577013, 1.0]], ['2, k, 19', [0.005722637, -0.704156, 1.0]], ['2, k, 20', [-0.1410896, 0.256587, 1.0]], ['2, k, 21', [-0.0317685, 0.4676664, 1.0]], ['2, k, 22', [-0.03975931, 0.4175884, 1.0]], ['2, k, 23', [-0.06100948, 0.4568422, 1.0]], ['2, k, 24', [-0.01600036, 0.4187116, 1.0]]]
[['2, k, 0', [-0.1597655, -0.2065023, 1.0]], ['2, k, 1', [-0.1402847, 0.02572773, 1.0]], ['2, k, 2', [-0.1206029, 0.2529112, 1.0]], ['2, k, 3', [-0.1203379, 0.4185425, 1.0]], ['2, k, 4', [-0.2541119, 0.1399853, 1.0]], ['2, k, 5', [-0.2348999, 0.2400952, 1.0]], ['2, k, 6', [-0.1206287, 0.2935011, 1.0]], ['2, k, 7', [-0.05736829, 0.3325683, 1.0]], ['2, k, 8', [-0.0299396, 0.1883072, 1.0]], ['2, k, 9', [0.004956147, 0.2378365, 1.0]], ['2, k, 10', [-0.05847118, 0.3436611, 1.0]], ['2, k, 11', [-0.04513129, 0.3550816, 1.0]], ['2, k, 12', [-0.2232429, -0.2078609, 1.0]], ['2, k, 13', [-0.1814051, -0.2906078, 1.0]], ['2, k, 14', [-0.212029, -0.6615686, 1.0]], ['2, k, 15', [-0.1797464, -0.7394004, 1.0]], ['2, k, 16', [-0.0925011, -0.2002372, 1.0]], ['2, k, 17', [0.002449608, -0.2958294, 1.0]], ['2, k, 18', [-0.004515612, -0.657947, 1.0]], ['2, k, 19', [0.01321272, -0.705241, 1.0]], ['2, k, 20', [-0.1255784, 0.1968236, 1.0]], ['2, k, 21', [-0.02093602, 0.354361, 1.0]], ['2, k, 22', [-0.01441748, 0.3127343, 1.0]], ['2, k, 23', [-0.03179953, 0.3382786, 1.0]], ['2, k, 24', [-0.0341036, 0.3086944, 1.0]]]
[['2, k, 0', [-0.1609915, -0.2051629, 1.0]], ['2, k, 1', [-0.1615409, 0.05526313, 1.0]], ['2, k, 2', [-0.164121, 0.3152917, 1.0]], ['2, k, 3', [-0.12162, 0.4251297, 1.0]], ['2, k, 4', [-0.2688036, 0.2078814, 1.0]], ['2, k, 5', [-0.2295884, 0.1761497, 1.0]], ['2, k, 6', [-0.1223589, 0.1964151, 1.0]], ['2, k, 7', [-0.04549354, 0.2278273, 1.0]], ['2, k, 8', [-0.05175601, 0.1575272, 1.0]], ['2, k, 9', [0.01335234, 0.1681142, 1.0]], ['2, k, 10', [-0.05492043, 0.2457476, 1.0]], ['2, k, 11', [-0.04187376, 0.2360839, 1.0]], ['2, k, 12', [-0.2319044, -0.1993642, 1.0]], ['2, k, 13', [-0.1812129, -0.2911292, 1.0]], ['2, k, 14', [-0.2120323, -0.661646, 1.0]], ['2, k, 15', [-0.1852085, -0.7394384, 1.0]], ['2, k, 16', [-0.09170044, -0.2007563, 1.0]], ['2, k, 17', [0.002561389, -0.2952629, 1.0]], ['2, k, 18', [-0.004852907, -0.6582773, 1.0]], ['2, k, 19', [0.009514841, -0.7054318, 1.0]], ['2, k, 20', [-0.164618, 0.2525105, 1.0]], ['2, k, 21', [-0.01377508, 0.2145001, 1.0]], ['2, k, 22', [-0.02062524, 0.2530224, 1.0]], ['2, k, 23', [-0.0305308, 0.213034, 1.0]], ['2, k, 24', [-0.04773901, 0.1919354, 1.0]]]
