[['2, k, 0', [-0.28295, -0.46555, 1.0]], ['2, k, 1', [-0.277821, -0.15228, 1.0]], ['2, k, 2', [-0.271019, 0.153561, 1.0]], ['2, k, 3', [-0.288193, 0.309641, 1.0]], ['2, k, 4', [-0.459619, 0.0363334, 1.0]], ['2, k, 5', [-0.516027, -0.235583, 1.0]], ['2, k, 6', [-0.500175, -0.466999, 1.0]], ['2, k, 7', [-0.493111, -0.469259, 1.0]], ['2, k, 8', [-0.0891852, 0.0285036, 1.0]], ['2, k, 9', [-0.0285092, -0.226214, 1.0]], ['2, k, 10', [-0.0163173, -0.458076, 1.0]], ['2, k, 11', [-0.0272179, -0.471953, 1.0]], ['2, k, 12', [-0.363142, -0.456504, 1.0]], ['2, k, 13', [-0.416486, -0.77774, 1.0]], ['2, k, 14', [-0.487696, -1.0852, 1.0]], ['2, k, 15', [-0.53082, -1.14209, 1.0]], ['2, k, 16', [-0.194027, -0.460292, 1.0]], ['2, k, 17', [-0.110075, -0.780045, 1.0]], ['2, k, 18', [-0.0301984, -1.10242, 1.0]], ['2, k, 19', [0.00381435, -1.13491, 1.0]], ['2, k, 20', [-0.273011, 0.0781517, 1.0]], ['2, k, 21', [-0.491622, -0.538, 1.0]], ['2, k, 22', [-0.445582, -0.45421, 1.0]], ['2, k, 23', [-0.0337306, -0.540199, 1.0]], ['2, k, 24', [-0.0558803, -0.473589, 1.0]]]
[['2, k, 0', [-0.292369, -0.488872, 1.0]], ['2, k, 1', [-0.293171, -0.197584, 1.0]], ['2, k, 2', [-0.292127, 0.0874015, 1.0]], ['2, k, 3', [-0.298895, 0.240343, 1.0]], ['2, k, 4', [-0.437664, 0.00201436, 1.0]], ['2, k, 5', [-0.517695, -0.0193322, 1.0]], ['2, k, 6', [-0.533671, -0.074857, 1.0]], ['2, k, 7', [-0.525949, -0.092811, 1.0]], ['2, k, 8', [-0.15232, 0.018323, 1.0]], ['2, k, 9', [-0.089416, -0.0014885, 1.0]], ['2, k, 10', [-0.112759, -0.080985, 1.0]], ['2, k, 11', [-0.131969, -0.0795805, 1.0]], ['2, k, 12', [-0.372393, -0.484914, 1.0]], ['2, k, 13', [-0.46126, -0.756544, 1.0]], ['2, k, 14', [-0.490217, -1.0945, 1.0]], ['2, k, 15', [-0.536007, -1.14105, 1.0]], ['2, k, 16', [-0.203459, -0.477937, 1.0]], ['2, k, 17', [-0.088186, -0.756536, 1.0]], ['2, k, 18', [-0.0203854, -1.10836, 1.0]], ['2, k, 19', [0.0139788, -1.14656, 1.0]], ['2, k, 20', [-0.292712, 0.0170279, 1.0]], ['2, k, 21', [-0.525798, -0.100216, 1.0]], ['2, k, 22', [-0.477361, -0.116577, 1.0]], ['2, k, 23', [-0.154789, -0.09229, 1.0]], ['2, k, 24', [-0.193171, -0.115602, 1.0]]]
[['2, k, 0', [-0.292417, -0.476726, 1.0]], ['2, k, 1', [-0.292893, -0.182283, 1.0]], ['2, k, 2', [-0.291439, 0.105847, 1.0]], ['2, k, 3', [-0.299978, 0.254007, 1.0]], ['2, k, 4', [-0.438152, 0.00766483, 1.0]], ['2, k, 5', [-0.521631, -0.0105841, 1.0]], ['2, k, 6', [-0.529685, -0.0572038, 1.0]], ['2, k, 7', [-0.526992, -0.080891, 1.0]], ['2, k, 8', [-0.152591, 0.0294244, 1.0]], ['2, k, 9', [-0.0925167, 0.00471229, 1.0]], ['2, k, 10', [-0.106232, -0.0547113, 1.0]], ['2, k, 11', [-0.134144, -0.0657434, 1.0]], ['2, k, 12', [-0.372053, -0.474551, 1.0]], ['2, k, 13', [-0.455853, -0.752299, 1.0]], ['2, k, 14', [-0.491547, -1.09438, 1.0]], ['2, k, 15', [-0.536066, -1.13858, 1.0]], ['2, k, 16', [-0.203926, -0.464272, 1.0]], ['2, k, 17', [-0.0920279, -0.753123, 1.0]], ['2, k, 18', [-0.0214557, -1.10837, 1.0]], ['2, k, 19', [0.0136539, -1.14487, 1.0]], ['2, k, 20', [-0.292133, 0.0347183, 1.0]], ['2, k, 21', [-0.529745, -0.0871893, 1.0]], ['2, k, 22', [-0.460061, -0.104359, 1.0]], ['2, k, 23', [-0.157949, -0.0771051, 1.0]], ['2, k, 24', [-0.192567, -0.101364, 1.0]]]
[['2, k, 0', [-0.292942, -0.468266, 1.0]], ['2, k, 1', [-0.293791, -0.171057, 1.0]], ['2, k, 2', [-0.292795, 0.119828, 1.0]], ['2, k, 3', [-0.299805, 0.267897, 1.0]], ['2, k, 4', [-0.438598, 0.0142988, 1.0]], ['2, k, 5', [-0.522346, -0.00359556, 1.0]], ['2, k, 6', [-0.528523, -0.0553911, 1.0]], ['2, k, 7', [-0.52623, -0.0685694, 1.0]], ['2, k, 8', [-0.15203, 0.0358533, 1.0]], ['2, k, 9', [-0.0909005, 0.0129948, 1.0]], ['2, k, 10', [-0.112662, -0.033812, 1.0]], ['2, k, 11', [-0.141224, -0.05645, 1.0]], ['2, k, 12', [-0.372762, -0.464997, 1.0]], ['2, k, 13', [-0.450435, -0.750594, 1.0]], ['2, k, 14', [-0.49108, -1.09282, 1.0]], ['2, k, 15', [-0.535995, -1.13794, 1.0]], ['2, k, 16', [-0.204242, -0.457149, 1.0]], ['2, k, 17', [-0.0966692, -0.747416, 1.0]], ['2, k, 18', [-0.0242948, -1.10769, 1.0]], ['2, k, 19', [0.0111763, -1.14165, 1.0]], ['2, k, 20', [-0.293367, 0.0480248, 1.0]], ['2, k, 21', [-0.534104, -0.0737587, 1.0]], ['2, k, 22', [-0.46601, -0.09287, 1.0]], ['2, k, 23', [-0.164793, -0.0632028, 1.0]], ['2, k, 24', [-0.197773, -0.086356, 1.0]]]
[['2, k, 0', [-0.29243, -0.461144, 1.0]], ['2, k, 1', [-0.293514, -0.162322, 1.0]], ['2, k, 2', [-0.292785, 0.130064, 1.0]], ['2, k, 3', [-0.299507, 0.278309, 1.0]], ['2, k, 4', [-0.438649, 0.0193979, 1.0]], ['2, k, 5', [-0.522568, 0.00586753, 1.0]], ['2, k, 6', [-0.527895, -0.0463804, 1.0]], ['2, k, 7', [-0.527399, -0.0550722, 1.0]], ['2, k, 8', [-0.151191, 0.0403669, 1.0]], ['2, k, 9', [-0.0997009, 0.0327861, 1.0]], ['2, k, 10', [-0.109717, -0.0276252, 1.0]], ['2, k, 11', [-0.148932, -0.0471662, 1.0]], ['2, k, 12', [-0.37215, -0.458429, 1.0]], ['2, k, 13', [-0.446525, -0.749596, 1.0]], ['2, k, 14', [-0.490486, -1.09111, 1.0]], ['2, k, 15', [-0.535508, -1.13748, 1.0]], ['2, k, 16', [-0.203821, -0.449692, 1.0]], ['2, k, 17', [-0.0992974, -0.744087, 1.0]], ['2, k, 18', [-0.0285475, -1.10027, 1.0]], ['2, k, 19', [0.00662198, -1.13671, 1.0]], ['2, k, 20', [-0.293289, 0.057908, 1.0]], ['2, k, 21', [-0.531511, -0.0612729, 1.0]], ['2, k, 22', [-0.470201, -0.0789982, 1.0]], ['2, k, 23', [-0.16195, -0.0447392, 1.0]], ['2, k, 24', [-0.199322, -0.0717906, 1.0]]]
[['2, k, 0', [-0.291203, -0.451605, 1.0]], ['2, k, 1', [-0.292884, -0.153296, 1.0]], ['2, k, 2', [-0.292679, 0.138503, 1.0]], ['2, k, 3', [-0.298402, 0.286764, 1.0]], ['2, k, 4', [-0.438822, 0.0429986, 1.0]], ['2, k, 5', [-0.523822, 0.018578, 1.0]], ['2, k, 6', [-0.527608, -0.0337715, 1.0]], ['2, k, 7', [-0.526843, -0.0427988, 1.0]], ['2, k, 8', [-0.157184, 0.0780233, 1.0]], ['2, k, 9', [-0.100971, 0.0422308, 1.0]], ['2, k, 10', [-0.109019, -0.010128, 1.0]], ['2, k, 11', [-0.153139, -0.0366681, 1.0]], ['2, k, 12', [-0.369681, -0.448431, 1.0]], ['2, k, 13', [-0.443387, -0.747496, 1.0]], ['2, k, 14', [-0.486145, -1.0869, 1.0]], ['2, k, 15', [-0.535549, -1.1373, 1.0]], ['2, k, 16', [-0.203749, -0.440819, 1.0]], ['2, k, 17', [-0.102555, -0.752196, 1.0]], ['2, k, 18', [-0.0291286, -1.09985, 1.0]], ['2, k, 19', [0.00627176, -1.13589, 1.0]], ['2, k, 20', [-0.293057, 0.066503, 1.0]], ['2, k, 21', [-0.533347, -0.0477888, 1.0]], ['2, k, 22', [-0.479975, -0.0672398, 1.0]], ['2, k, 23', [-0.163639, -0.0324713, 1.0]], ['2, k, 24', [-0.202809, -0.0605514, 1.0]]]
[['2, k, 0', [-0.290385, -0.447492, 1.0]], ['2, k, 1', [-0.292428, -0.148352, 1.0]], ['2, k, 2', [-0.292628, 0.144237, 1.0]], ['2, k, 3', [-0.298177, 0.292721, 1.0]], ['2, k, 4', [-0.438779, 0.0463773, 1.0]], ['2, k, 5', [-0.523747, 0.0260377, 1.0]], ['2, k, 6', [-0.527072, -0.0215882, 1.0]], ['2, k, 7', [-0.527252, -0.0314318, 1.0]], ['2, k, 8', [-0.157299, 0.0809611, 1.0]], ['2, k, 9', [-0.0964195, 0.0587954, 1.0]], ['2, k, 10', [-0.108562, -0.00248764, 1.0]], ['2, k, 11', [-0.153506, -0.0274088, 1.0]], ['2, k, 12', [-0.368015, -0.443781, 1.0]], ['2, k, 13', [-0.440492, -0.748923, 1.0]], ['2, k, 14', [-0.486271, -1.08589, 1.0]], ['2, k, 15', [-0.535035, -1.13688, 1.0]], ['2, k, 16', [-0.203697, -0.43731, 1.0]], ['2, k, 17', [-0.105927, -0.758569, 1.0]], ['2, k, 18', [-0.0313948, -1.09605, 1.0]], ['2, k, 19', [0.00451934, -1.13142, 1.0]], ['2, k, 20', [-0.292901, 0.0720489, 1.0]], ['2, k, 21', [-0.534842, -0.0352889, 1.0]], ['2, k, 22', [-0.474245, -0.0543985, 1.0]], ['2, k, 23', [-0.164504, -0.0220848, 1.0]], ['2, k, 24', [-0.201143, -0.0493066, 1.0]]]
[['2, k, 0', [-0.290284, -0.445805, 1.0]], ['2, k, 1', [-0.292206, -0.145276, 1.0]], ['2, k, 2', [-0.292211, 0.148971, 1.0]], ['2, k, 3', [-0.297971, 0.297345, 1.0]], ['2, k, 4', [-0.438683, 0.0497224, 1.0]], ['2, k, 5', [-0.523305, 0.0309233, 1.0]], ['2, k, 6', [-0.527709, -0.0134061, 1.0]], ['2, k, 7', [-0.529876, -0.0212343, 1.0]], ['2, k, 8', [-0.15802, 0.0834776, 1.0]], ['2, k, 9', [-0.0964261, 0.0603132, 1.0]], ['2, k, 10', [-0.114245, 0.0113769, 1.0]], ['2, k, 11', [-0.149738, -0.0175034, 1.0]], ['2, k, 12', [-0.36762, -0.441861, 1.0]], ['2, k, 13', [-0.435285, -0.754035, 1.0]], ['2, k, 14', [-0.487605, -1.08569, 1.0]], ['2, k, 15', [-0.529096, -1.13351, 1.0]], ['2, k, 16', [-0.203877, -0.435934, 1.0]], ['2, k, 17', [-0.109351, -0.767835, 1.0]], ['2, k, 18', [-0.0333013, -1.09326, 1.0]], ['2, k, 19', [0.00303355, -1.12792, 1.0]], ['2, k, 20', [-0.29254, 0.0763548, 1.0]], ['2, k, 21', [-0.539744, -0.0230684, 1.0]], ['2, k, 22', [-0.473939, -0.0431555, 1.0]], ['2, k, 23', [-0.16498, -0.0143517, 1.0]], ['2, k, 24', [-0.201852, -0.0411591, 1.0]]]
[['2, k, 0', [-0.290317, -0.445429, 1.0]], ['2, k, 1', [-0.292064, -0.143714, 1.0]], ['2, k, 2', [-0.291701, 0.152476, 1.0]], ['2, k, 3', [-0.297295, 0.300628, 1.0]], ['2, k, 4', [-0.438752, 0.047567, 1.0]], ['2, k, 5', [-0.523148, 0.0363827, 1.0]], ['2, k, 6', [-0.523475, -0.00401747, 1.0]], ['2, k, 7', [-0.529846, -0.0134182, 1.0]], ['2, k, 8', [-0.157521, 0.0824332, 1.0]], ['2, k, 9', [-0.101071, 0.0589531, 1.0]], ['2, k, 10', [-0.146458, -0.00215844, 1.0]], ['2, k, 11', [-0.165155, -0.014816, 1.0]], ['2, k, 12', [-0.367527, -0.441255, 1.0]], ['2, k, 13', [-0.433509, -0.754443, 1.0]], ['2, k, 14', [-0.48752, -1.08475, 1.0]], ['2, k, 15', [-0.528812, -1.13339, 1.0]], ['2, k, 16', [-0.204011, -0.435752, 1.0]], ['2, k, 17', [-0.110462, -0.768933, 1.0]], ['2, k, 18', [-0.0357187, -1.09108, 1.0]], ['2, k, 19', [0.00139959, -1.12477, 1.0]], ['2, k, 20', [-0.29214, 0.079326, 1.0]], ['2, k, 21', [-0.542618, -0.0122855, 1.0]], ['2, k, 22', [-0.473793, -0.0390141, 1.0]], ['2, k, 23', [-0.18001, -0.00402149, 1.0]], ['2, k, 24', [-0.216796, -0.0366841, 1.0]]]
[['2, k, 0', [-0.290381, -0.44496, 1.0]], ['2, k, 1', [-0.291791, -0.142504, 1.0]], ['2, k, 2', [-0.290919, 0.154283, 1.0]], ['2, k, 3', [-0.297303, 0.3027, 1.0]], ['2, k, 4', [-0.438792, 0.0513304, 1.0]], ['2, k, 5', [-0.520311, 0.0439332, 1.0]], ['2, k, 6', [-0.529133, 0.010133, 1.0]], ['2, k, 7', [-0.530711, -0.00825849, 1.0]], ['2, k, 8', [-0.154954, 0.0773207, 1.0]], ['2, k, 9', [-0.100511, 0.0589083, 1.0]], ['2, k, 10', [-0.146593, -0.00129478, 1.0]], ['2, k, 11', [-0.166146, -0.012405, 1.0]], ['2, k, 12', [-0.36759, -0.440081, 1.0]], ['2, k, 13', [-0.432971, -0.753545, 1.0]], ['2, k, 14', [-0.486607, -1.08318, 1.0]], ['2, k, 15', [-0.528045, -1.13129, 1.0]], ['2, k, 16', [-0.204059, -0.435675, 1.0]], ['2, k, 17', [-0.112305, -0.77059, 1.0]], ['2, k, 18', [-0.0368631, -1.09021, 1.0]], ['2, k, 19', [0.000550549, -1.12345, 1.0]], ['2, k, 20', [-0.291492, 0.0810125, 1.0]], ['2, k, 21', [-0.541998, -0.00576452, 1.0]], ['2, k, 22', [-0.477963, -0.0321123, 1.0]], ['2, k, 23', [-0.183528, -0.000268926, 1.0]], ['2, k, 24', [-0.216492, -0.0333279, 1.0]]]
[['2, k, 0', [-0.290298, -0.444661, 1.0]], ['2, k, 1', [-0.291541, -0.14156, 1.0]], ['2, k, 2', [-0.290557, 0.15566, 1.0]], ['2, k, 3', [-0.297054, 0.304655, 1.0]], ['2, k, 4', [-0.43846, 0.0533725, 1.0]], ['2, k, 5', [-0.519938, 0.046282, 1.0]], ['2, k, 6', [-0.530108, 0.0142023, 1.0]], ['2, k, 7', [-0.532708, -0.00476243, 1.0]], ['2, k, 8', [-0.151497, 0.0720183, 1.0]], ['2, k, 9', [-0.0998326, 0.0589569, 1.0]], ['2, k, 10', [-0.136673, 0.0119391, 1.0]], ['2, k, 11', [-0.161474, -0.00963659, 1.0]], ['2, k, 12', [-0.36747, -0.439491, 1.0]], ['2, k, 13', [-0.433178, -0.754754, 1.0]], ['2, k, 14', [-0.486583, -1.08254, 1.0]], ['2, k, 15', [-0.528879, -1.12936, 1.0]], ['2, k, 16', [-0.204008, -0.435566, 1.0]], ['2, k, 17', [-0.113798, -0.769568, 1.0]], ['2, k, 18', [-0.0392776, -1.08652, 1.0]], ['2, k, 19', [-0.0014531, -1.12035, 1.0]], ['2, k, 20', [-0.291151, 0.0823064, 1.0]], ['2, k, 21', [-0.546932, -0.00267345, 1.0]], ['2, k, 22', [-0.474736, -0.0275004, 1.0]], ['2, k, 23', [-0.181976, 0.00120377, 1.0]], ['2, k, 24', [-0.208567, -0.0298509, 1.0]]]
[['2, k, 0', [-0.290307, -0.44408, 1.0]], ['2, k, 1', [-0.291115, -0.140329, 1.0]], ['2, k, 2', [-0.289534, 0.157435, 1.0]], ['2, k, 3', [-0.296826, 0.306213, 1.0]], ['2, k, 4', [-0.438199, 0.0553594, 1.0]], ['2, k, 5', [-0.520594, 0.0489272, 1.0]], ['2, k, 6', [-0.531836, 0.0144665, 1.0]], ['2, k, 7', [-0.532386, -0.00567066, 1.0]], ['2, k, 8', [-0.150075, 0.0698158, 1.0]], ['2, k, 9', [-0.101272, 0.0600083, 1.0]], ['2, k, 10', [-0.127054, -0.00506491, 1.0]], ['2, k, 11', [-0.149303, -0.00336171, 1.0]], ['2, k, 12', [-0.367445, -0.438702, 1.0]], ['2, k, 13', [-0.432716, -0.754631, 1.0]], ['2, k, 14', [-0.485693, -1.08132, 1.0]], ['2, k, 15', [-0.529011, -1.12928, 1.0]], ['2, k, 16', [-0.204063, -0.435241, 1.0]], ['2, k, 17', [-0.115138, -0.767994, 1.0]], ['2, k, 18', [-0.0389154, -1.08591, 1.0]], ['2, k, 19', [-0.00239142, -1.12025, 1.0]], ['2, k, 20', [-0.290292, 0.0839502, 1.0]], ['2, k, 21', [-0.546331, -0.00256679, 1.0]], ['2, k, 22', [-0.478032, -0.0303592, 1.0]], ['2, k, 23', [-0.180959, -0.000536244, 1.0]], ['2, k, 24', [-0.176295, -0.0126013, 1.0]]]
[['2, k, 0', [-0.290107, -0.443648, 1.0]], ['2, k, 1', [-0.290698, -0.139488, 1.0]], ['2, k, 2', [-0.288952, 0.158523, 1.0]], ['2, k, 3', [-0.296364, 0.307662, 1.0]], ['2, k, 4', [-0.437926, 0.0561265, 1.0]], ['2, k, 5', [-0.520899, 0.0506683, 1.0]], ['2, k, 6', [-0.533576, 0.0169499, 1.0]], ['2, k, 7', [-0.534335, -0.00588556, 1.0]], ['2, k, 8', [-0.148602, 0.0679232, 1.0]], ['2, k, 9', [-0.10163, 0.0601161, 1.0]], ['2, k, 10', [-0.117086, 0.00571927, 1.0]], ['2, k, 11', [-0.152991, -0.00854935, 1.0]], ['2, k, 12', [-0.367347, -0.438273, 1.0]], ['2, k, 13', [-0.432632, -0.753963, 1.0]], ['2, k, 14', [-0.485118, -1.08042, 1.0]], ['2, k, 15', [-0.528991, -1.12895, 1.0]], ['2, k, 16', [-0.203786, -0.434894, 1.0]], ['2, k, 17', [-0.117249, -0.765326, 1.0]], ['2, k, 18', [-0.0392877, -1.08487, 1.0]], ['2, k, 19', [-0.00361777, -1.11947, 1.0]], ['2, k, 20', [-0.289747, 0.084986, 1.0]], ['2, k, 21', [-0.547511, -0.0036644, 1.0]], ['2, k, 22', [-0.476451, -0.0321188, 1.0]], ['2, k, 23', [-0.167906, -0.0015313, 1.0]], ['2, k, 24', [-0.20484, -0.0335189, 1.0]]]
[['2, k, 0', [-0.289609, -0.442804, 1.0]], ['2, k, 1', [-0.290382, -0.138667, 1.0]], ['2, k, 2', [-0.288728, 0.159638, 1.0]], ['2, k, 3', [-0.295886, 0.308652, 1.0]], ['2, k, 4', [-0.437444, 0.0573275, 1.0]], ['2, k, 5', [-0.520743, 0.0510996, 1.0]], ['2, k, 6', [-0.533769, 0.0176558, 1.0]], ['2, k, 7', [-0.534031, -0.00702045, 1.0]], ['2, k, 8', [-0.147721, 0.0671572, 1.0]], ['2, k, 9', [-0.100366, 0.0607398, 1.0]], ['2, k, 10', [-0.118237, 0.00495994, 1.0]], ['2, k, 11', [-0.150306, -0.00920088, 1.0]], ['2, k, 12', [-0.367112, -0.437505, 1.0]], ['2, k, 13', [-0.432765, -0.75373, 1.0]], ['2, k, 14', [-0.484931, -1.07941, 1.0]], ['2, k, 15', [-0.529286, -1.12895, 1.0]], ['2, k, 16', [-0.202982, -0.4341, 1.0]], ['2, k, 17', [-0.117938, -0.765439, 1.0]], ['2, k, 18', [-0.038852, -1.08537, 1.0]], ['2, k, 19', [-0.00360404, -1.11966, 1.0]], ['2, k, 20', [-0.289491, 0.0860017, 1.0]], ['2, k, 21', [-0.545427, -0.00461459, 1.0]], ['2, k, 22', [-0.474754, -0.0303365, 1.0]], ['2, k, 23', [-0.170334, -0.00325793, 1.0]], ['2, k, 24', [-0.200176, -0.0320001, 1.0]]]
[['2, k, 0', [-0.289805, -0.441375, 1.0]], ['2, k, 1', [-0.290431, -0.137591, 1.0]], ['2, k, 2', [-0.288777, 0.160808, 1.0]], ['2, k, 3', [-0.295178, 0.309881, 1.0]], ['2, k, 4', [-0.437098, 0.0581988, 1.0]], ['2, k, 5', [-0.520746, 0.0512147, 1.0]], ['2, k, 6', [-0.53369, 0.0179171, 1.0]], ['2, k, 7', [-0.533175, -0.00691721, 1.0]], ['2, k, 8', [-0.146921, 0.0672385, 1.0]], ['2, k, 9', [-0.100674, 0.0609924, 1.0]], ['2, k, 10', [-0.143746, 0.00355317, 1.0]], ['2, k, 11', [-0.162345, -0.0129383, 1.0]], ['2, k, 12', [-0.367449, -0.436442, 1.0]], ['2, k, 13', [-0.432692, -0.751816, 1.0]], ['2, k, 14', [-0.484937, -1.0789, 1.0]], ['2, k, 15', [-0.529484, -1.12895, 1.0]], ['2, k, 16', [-0.203033, -0.432421, 1.0]], ['2, k, 17', [-0.117914, -0.765948, 1.0]], ['2, k, 18', [-0.0391857, -1.08489, 1.0]], ['2, k, 19', [-0.00389555, -1.11891, 1.0]], ['2, k, 20', [-0.289534, 0.0871312, 1.0]], ['2, k, 21', [-0.544054, -0.00593684, 1.0]], ['2, k, 22', [-0.476316, -0.0327002, 1.0]], ['2, k, 23', [-0.17682, -0.00160886, 1.0]], ['2, k, 24', [-0.215155, -0.0344524, 1.0]]]
[['2, k, 0', [-0.290431, -0.440139, 1.0]], ['2, k, 1', [-0.290544, -0.136538, 1.0]], ['2, k, 2', [-0.288517, 0.161752, 1.0]], ['2, k, 3', [-0.294253, 0.310741, 1.0]], ['2, k, 4', [-0.436954, 0.0587393, 1.0]], ['2, k, 5', [-0.520439, 0.0522025, 1.0]], ['2, k, 6', [-0.533077, 0.0192968, 1.0]], ['2, k, 7', [-0.534969, -0.00689805, 1.0]], ['2, k, 8', [-0.146491, 0.0670823, 1.0]], ['2, k, 9', [-0.100467, 0.060937, 1.0]], ['2, k, 10', [-0.11737, 0.00548866, 1.0]], ['2, k, 11', [-0.15346, -0.0113765, 1.0]], ['2, k, 12', [-0.368323, -0.435187, 1.0]], ['2, k, 13', [-0.432843, -0.751543, 1.0]], ['2, k, 14', [-0.484834, -1.07885, 1.0]], ['2, k, 15', [-0.529222, -1.12834, 1.0]], ['2, k, 16', [-0.203448, -0.431309, 1.0]], ['2, k, 17', [-0.118228, -0.763759, 1.0]], ['2, k, 18', [-0.0393383, -1.08435, 1.0]], ['2, k, 19', [-0.00439191, -1.11876, 1.0]], ['2, k, 20', [-0.289377, 0.0881059, 1.0]], ['2, k, 21', [-0.54127, -0.00652542, 1.0]], ['2, k, 22', [-0.478631, -0.0302309, 1.0]], ['2, k, 23', [-0.173571, -0.00334384, 1.0]], ['2, k, 24', [-0.201156, -0.0334749, 1.0]]]
[['2, k, 0', [-0.290107, -0.439235, 1.0]], ['2, k, 1', [-0.290242, -0.135913, 1.0]], ['2, k, 2', [-0.288155, 0.16213, 1.0]], ['2, k, 3', [-0.293585, 0.311344, 1.0]], ['2, k, 4', [-0.436768, 0.059388, 1.0]], ['2, k, 5', [-0.520898, 0.0521306, 1.0]], ['2, k, 6', [-0.532979, 0.0195195, 1.0]], ['2, k, 7', [-0.534185, -0.00698109, 1.0]], ['2, k, 8', [-0.145979, 0.0684634, 1.0]], ['2, k, 9', [-0.0948192, 0.0679909, 1.0]], ['2, k, 10', [-0.11578, 0.00823821, 1.0]], ['2, k, 11', [-0.153242, -0.0121341, 1.0]], ['2, k, 12', [-0.368051, -0.434662, 1.0]], ['2, k, 13', [-0.433033, -0.750488, 1.0]], ['2, k, 14', [-0.484672, -1.07897, 1.0]], ['2, k, 15', [-0.529492, -1.12846, 1.0]], ['2, k, 16', [-0.203134, -0.43004, 1.0]], ['2, k, 17', [-0.11991, -0.758712, 1.0]], ['2, k, 18', [-0.03929, -1.08409, 1.0]], ['2, k, 19', [-0.00439649, -1.11847, 1.0]], ['2, k, 20', [-0.289039, 0.0885476, 1.0]], ['2, k, 21', [-0.54601, -0.00738025, 1.0]], ['2, k, 22', [-0.478806, -0.0342858, 1.0]], ['2, k, 23', [-0.170526, -0.00323087, 1.0]], ['2, k, 24', [-0.198814, -0.0338573, 1.0]]]
[['2, k, 0', [-0.290022, -0.438925, 1.0]], ['2, k, 1', [-0.290065, -0.135459, 1.0]], ['2, k, 2', [-0.287836, 0.162695, 1.0]], ['2, k, 3', [-0.292969, 0.311989, 1.0]], ['2, k, 4', [-0.43622, 0.0599551, 1.0]], ['2, k, 5', [-0.520469, 0.0524406, 1.0]], ['2, k, 6', [-0.532851, 0.0197618, 1.0]], ['2, k, 7', [-0.533239, -0.0082178, 1.0]], ['2, k, 8', [-0.145798, 0.0676799, 1.0]], ['2, k, 9', [-0.094863, 0.0685557, 1.0]], ['2, k, 10', [-0.135372, 0.0104557, 1.0]], ['2, k, 11', [-0.156137, -0.0130356, 1.0]], ['2, k, 12', [-0.368033, -0.434396, 1.0]], ['2, k, 13', [-0.43331, -0.750311, 1.0]], ['2, k, 14', [-0.48457, -1.079, 1.0]], ['2, k, 15', [-0.529661, -1.12849, 1.0]], ['2, k, 16', [-0.202992, -0.429742, 1.0]], ['2, k, 17', [-0.120891, -0.756971, 1.0]], ['2, k, 18', [-0.0392805, -1.08408, 1.0]], ['2, k, 19', [-0.00416012, -1.11844, 1.0]], ['2, k, 20', [-0.288756, 0.0890964, 1.0]], ['2, k, 21', [-0.541217, -0.00715022, 1.0]], ['2, k, 22', [-0.478246, -0.0351246, 1.0]], ['2, k, 23', [-0.17218, -0.00331036, 1.0]], ['2, k, 24', [-0.204794, -0.0342383, 1.0]]]
[['2, k, 0', [-0.289955, -0.438765, 1.0]], ['2, k, 1', [-0.289981, -0.135186, 1.0]], ['2, k, 2', [-0.287747, 0.162977, 1.0]], ['2, k, 3', [-0.292354, 0.312363, 1.0]], ['2, k, 4', [-0.436034, 0.0600826, 1.0]], ['2, k, 5', [-0.519666, 0.0524477, 1.0]], ['2, k, 6', [-0.533146, 0.0190017, 1.0]], ['2, k, 7', [-0.532104, -0.00757399, 1.0]], ['2, k, 8', [-0.145545, 0.0672497, 1.0]], ['2, k, 9', [-0.094201, 0.0684833, 1.0]], ['2, k, 10', [-0.114912, 0.00905874, 1.0]], ['2, k, 11', [-0.152646, -0.0114433, 1.0]], ['2, k, 12', [-0.368046, -0.434134, 1.0]], ['2, k, 13', [-0.433569, -0.750013, 1.0]], ['2, k, 14', [-0.484533, -1.07924, 1.0]], ['2, k, 15', [-0.529949, -1.12881, 1.0]], ['2, k, 16', [-0.202819, -0.429776, 1.0]], ['2, k, 17', [-0.120846, -0.756975, 1.0]], ['2, k, 18', [-0.0392447, -1.08415, 1.0]], ['2, k, 19', [-0.00409919, -1.1184, 1.0]], ['2, k, 20', [-0.288667, 0.0893742, 1.0]], ['2, k, 21', [-0.541385, -0.00743927, 1.0]], ['2, k, 22', [-0.476139, -0.0348298, 1.0]], ['2, k, 23', [-0.17146, -0.00268964, 1.0]], ['2, k, 24', [-0.201747, -0.0337632, 1.0]]]
