[['2, k, 0', [0.05864429, 0.02415981, 1.0]], ['2, k, 1', [0.06171197, 0.3396224, 1.0]], ['2, k, 2', [0.06388293, 0.6414365, 1.0]], ['2, k, 3', [0.04747858, 0.7694126, 1.0]], ['2, k, 4', [-0.09566399, 0.5133358, 1.0]], ['2, k, 5', [-0.1382839, 0.2265587, 1.0]], ['2, k, 6', [-0.2368126, 0.03086316, 1.0]], ['2, k, 7', [-0.2983981, -0.0105276, 1.0]], ['2, k, 8', [0.2267913, 0.5441616, 1.0]], ['2, k, 9', [0.2615431, 0.2831888, 1.0]], ['2, k, 10', [0.2998047, 0.05262705, 1.0]], ['2, k, 11', [0.3026116, 0.01656139, 1.0]], ['2, k, 12', [-0.01282389, 0.02577315, 1.0]], ['2, k, 13', [-0.04534718, -0.3867646, 1.0]], ['2, k, 14', [-0.06520434, -0.7036676, 1.0]], ['2, k, 15', [-0.08861625, -0.7469619, 1.0]], ['2, k, 16', [0.127744, 0.0216575, 1.0]], ['2, k, 17', [0.1707566, -0.4360412, 1.0]], ['2, k, 18', [0.2363428, -0.7087861, 1.0]], ['2, k, 19', [0.2321705, -0.7497475, 1.0]], ['2, k, 20', [0.06344336, 0.5679056, 1.0]], ['2, k, 21', [-0.3384332, -0.08233482, 1.0]], ['2, k, 22', [-0.34436, 0.0390281, 1.0]], ['2, k, 23', [0.2900651, -0.06204615, 1.0]], ['2, k, 24', [0.2791158, -0.02757417, 1.0]]]
[['2, k, 0', [0.05702163, 0.01947604, 1.0]], ['2, k, 1', [0.06430804, 0.3319845, 1.0]], ['2, k, 2', [0.07140126, 0.6307992, 1.0]], ['2, k, 3', [0.06210676, 0.7583343, 1.0]], ['2, k, 4', [-0.0820114, 0.5031228, 1.0]], ['2, k, 5', [-0.08457095, 0.253271, 1.0]], ['2, k, 6', [-0.2301749, 0.3450764, 1.0]], ['2, k, 7', [-0.2771793, 0.3790427, 1.0]], ['2, k, 8', [0.2326564, 0.5359286, 1.0]], ['2, k, 9', [0.2628133, 0.2788292, 1.0]], ['2, k, 10', [0.30127, 0.04500124, 1.0]], ['2, k, 11', [0.3015936, 0.01904368, 1.0]], ['2, k, 12', [-0.01403015, 0.02124848, 1.0]], ['2, k, 13', [-0.04771271, -0.3871259, 1.0]], ['2, k, 14', [-0.05197758, -0.6926669, 1.0]], ['2, k, 15', [-0.08958892, -0.7470421, 1.0]], ['2, k, 16', [0.1259645, 0.0169721, 1.0]], ['2, k, 17', [0.1689138, -0.4341077, 1.0]], ['2, k, 18', [0.2187914, -0.701431, 1.0]], ['2, k, 19', [0.2336917, -0.7403156, 1.0]], ['2, k, 20', [0.0697182, 0.5580434, 1.0]], ['2, k, 21', [-0.3362691, 0.4056135, 1.0]], ['2, k, 22', [-0.3442259, 0.3988879, 1.0]], ['2, k, 23', [0.2903281, -0.03899775, 1.0]], ['2, k, 24', [0.2718261, 0.02223298, 1.0]]]
[['2, k, 0', [0.05738518, 0.01948781, 1.0]], ['2, k, 1', [0.06453621, 0.3319181, 1.0]], ['2, k, 2', [0.07148276, 0.6306579, 1.0]], ['2, k, 3', [0.06256036, 0.7582468, 1.0]], ['2, k, 4', [-0.0816405, 0.5027956, 1.0]], ['2, k, 5', [-0.08958704, 0.2570741, 1.0]], ['2, k, 6', [-0.2389546, 0.3753735, 1.0]], ['2, k, 7', [-0.269303, 0.4053322, 1.0]], ['2, k, 8', [0.232924, 0.5361245, 1.0]], ['2, k, 9', [0.2628309, 0.2795426, 1.0]], ['2, k, 10', [0.3005919, 0.04562977, 1.0]], ['2, k, 11', [0.3028863, 0.01856451, 1.0]], ['2, k, 12', [-0.01369688, 0.02106901, 1.0]], ['2, k, 13', [-0.04704926, -0.3859725, 1.0]], ['2, k, 14', [-0.05179206, -0.6926296, 1.0]], ['2, k, 15', [-0.08909161, -0.7468792, 1.0]], ['2, k, 16', [0.1264075, 0.01720297, 1.0]], ['2, k, 17', [0.1690136, -0.434033, 1.0]], ['2, k, 18', [0.2172331, -0.7031847, 1.0]], ['2, k, 19', [0.2347639, -0.7405849, 1.0]], ['2, k, 20', [0.06983906, 0.5579228, 1.0]], ['2, k, 21', [-0.3287521, 0.4412438, 1.0]], ['2, k, 22', [-0.3366642, 0.4311962, 1.0]], ['2, k, 23', [0.2873418, -0.04281101, 1.0]], ['2, k, 24', [0.3018736, 0.04380824, 1.0]]]
[['2, k, 0', [0.05810796, 0.01888297, 1.0]], ['2, k, 1', [0.06492516, 0.331622, 1.0]], ['2, k, 2', [0.07162136, 0.6305627, 1.0]], ['2, k, 3', [0.06285243, 0.7581223, 1.0]], ['2, k, 4', [-0.08125596, 0.5023688, 1.0]], ['2, k, 5', [-0.08835401, 0.2573543, 1.0]], ['2, k, 6', [-0.2324535, 0.3830543, 1.0]], ['2, k, 7', [-0.2576965, 0.4295664, 1.0]], ['2, k, 8', [0.2333632, 0.5358269, 1.0]], ['2, k, 9', [0.2633598, 0.2786483, 1.0]], ['2, k, 10', [0.299629, 0.04647598, 1.0]], ['2, k, 11', [0.3016776, 0.01830827, 1.0]], ['2, k, 12', [-0.01291477, 0.0205865, 1.0]], ['2, k, 13', [-0.04672322, -0.3854155, 1.0]], ['2, k, 14', [-0.05024345, -0.6904373, 1.0]], ['2, k, 15', [-0.08894464, -0.7464328, 1.0]], ['2, k, 16', [0.1270414, 0.01647276, 1.0]], ['2, k, 17', [0.1691157, -0.4340074, 1.0]], ['2, k, 18', [0.2180461, -0.7038519, 1.0]], ['2, k, 19', [0.2338178, -0.7409924, 1.0]], ['2, k, 20', [0.07003324, 0.557784, 1.0]], ['2, k, 21', [-0.3152949, 0.4730871, 1.0]], ['2, k, 22', [-0.3133661, 0.4451283, 1.0]], ['2, k, 23', [0.2949723, -0.03844639, 1.0]], ['2, k, 24', [0.31814, 0.03469475, 1.0]]]
[['2, k, 0', [0.05823328, 0.0188616, 1.0]], ['2, k, 1', [0.06512478, 0.3315804, 1.0]], ['2, k, 2', [0.0718221, 0.6305223, 1.0]], ['2, k, 3', [0.06309921, 0.7580613, 1.0]], ['2, k, 4', [-0.08104185, 0.5022512, 1.0]], ['2, k, 5', [-0.09025762, 0.2556151, 1.0]], ['2, k, 6', [-0.223032, 0.4067644, 1.0]], ['2, k, 7', [-0.2531701, 0.4538495, 1.0]], ['2, k, 8', [0.2333564, 0.5358606, 1.0]], ['2, k, 9', [0.2633392, 0.2785175, 1.0]], ['2, k, 10', [0.2995866, 0.04639278, 1.0]], ['2, k, 11', [0.3024879, 0.01990167, 1.0]], ['2, k, 12', [-0.0127778, 0.02048778, 1.0]], ['2, k, 13', [-0.04679048, -0.3851507, 1.0]], ['2, k, 14', [-0.05031217, -0.6902229, 1.0]], ['2, k, 15', [-0.08938077, -0.7464498, 1.0]], ['2, k, 16', [0.1271533, 0.016501, 1.0]], ['2, k, 17', [0.1691176, -0.4339997, 1.0]], ['2, k, 18', [0.2187029, -0.7023281, 1.0]], ['2, k, 19', [0.2343271, -0.7416285, 1.0]], ['2, k, 20', [0.0702409, 0.5577411, 1.0]], ['2, k, 21', [-0.3003882, 0.4973195, 1.0]], ['2, k, 22', [-0.3096496, 0.4690122, 1.0]], ['2, k, 23', [0.2946257, -0.03785175, 1.0]], ['2, k, 24', [0.3397951, 0.006797947, 1.0]]]
[['2, k, 0', [0.05846962, 0.01868797, 1.0]], ['2, k, 1', [0.06532288, 0.3314148, 1.0]], ['2, k, 2', [0.07191502, 0.6303933, 1.0]], ['2, k, 3', [0.0636081, 0.7578751, 1.0]], ['2, k, 4', [-0.08087324, 0.500519, 1.0]], ['2, k, 5', [-0.0984818, 0.2510211, 1.0]], ['2, k, 6', [-0.2226021, 0.4254722, 1.0]], ['2, k, 7', [-0.2615174, 0.491088, 1.0]], ['2, k, 8', [0.2335068, 0.5358071, 1.0]], ['2, k, 9', [0.2633619, 0.2787083, 1.0]], ['2, k, 10', [0.29957, 0.04658493, 1.0]], ['2, k, 11', [0.3026793, 0.02014675, 1.0]], ['2, k, 12', [-0.01251612, 0.02025596, 1.0]], ['2, k, 13', [-0.0471441, -0.38515, 1.0]], ['2, k, 14', [-0.04975904, -0.6901698, 1.0]], ['2, k, 15', [-0.0890837, -0.7464202, 1.0]], ['2, k, 16', [0.1273396, 0.01637904, 1.0]], ['2, k, 17', [0.1691673, -0.4339122, 1.0]], ['2, k, 18', [0.2196395, -0.7028931, 1.0]], ['2, k, 19', [0.2334767, -0.742302, 1.0]], ['2, k, 20', [0.07036343, 0.5576013, 1.0]], ['2, k, 21', [-0.3067741, 0.5350508, 1.0]], ['2, k, 22', [-0.3167507, 0.4998702, 1.0]], ['2, k, 23', [0.2945711, -0.03628319, 1.0]], ['2, k, 24', [0.3351042, 0.0168904, 1.0]]]
[['2, k, 0', [0.05863892, 0.01846284, 1.0]], ['2, k, 1', [0.0654851, 0.3312624, 1.0]], ['2, k, 2', [0.07202913, 0.6303319, 1.0]], ['2, k, 3', [0.06393, 0.7580664, 1.0]], ['2, k, 4', [-0.08077898, 0.5001684, 1.0]], ['2, k, 5', [-0.1425904, 0.2971418, 1.0]], ['2, k, 6', [-0.2149719, 0.4643186, 1.0]], ['2, k, 7', [-0.2549392, 0.5291657, 1.0]], ['2, k, 8', [0.2335826, 0.5357982, 1.0]], ['2, k, 9', [0.2632735, 0.2788769, 1.0]], ['2, k, 10', [0.2997639, 0.04510969, 1.0]], ['2, k, 11', [0.3026088, 0.01877372, 1.0]], ['2, k, 12', [-0.01232085, 0.0199653, 1.0]], ['2, k, 13', [-0.04707551, -0.3851131, 1.0]], ['2, k, 14', [-0.04950999, -0.6899681, 1.0]], ['2, k, 15', [-0.0888982, -0.7460705, 1.0]], ['2, k, 16', [0.1274742, 0.0162051, 1.0]], ['2, k, 17', [0.1690027, -0.4329732, 1.0]], ['2, k, 18', [0.21951, -0.7039707, 1.0]], ['2, k, 19', [0.2332102, -0.7424015, 1.0]], ['2, k, 20', [0.070492, 0.5575156, 1.0]], ['2, k, 21', [-0.298933, 0.5879104, 1.0]], ['2, k, 22', [-0.3057379, 0.5287575, 1.0]], ['2, k, 23', [0.2831675, -0.08484372, 1.0]], ['2, k, 24', [0.3085557, -0.00639615, 1.0]]]
[['2, k, 0', [0.05864177, 0.01823246, 1.0]], ['2, k, 1', [0.06542884, 0.3312072, 1.0]], ['2, k, 2', [0.07187492, 0.6304056, 1.0]], ['2, k, 3', [0.06419721, 0.758052, 1.0]], ['2, k, 4', [-0.08100995, 0.4998167, 1.0]], ['2, k, 5', [-0.1394116, 0.2954991, 1.0]], ['2, k, 6', [-0.2120355, 0.4747369, 1.0]], ['2, k, 7', [-0.244624, 0.5502798, 1.0]], ['2, k, 8', [0.2336588, 0.5357389, 1.0]], ['2, k, 9', [0.2633588, 0.2785632, 1.0]], ['2, k, 10', [0.2995177, 0.04573705, 1.0]], ['2, k, 11', [0.3027602, 0.01937575, 1.0]], ['2, k, 12', [-0.01232718, 0.01970111, 1.0]], ['2, k, 13', [-0.04709424, -0.3852922, 1.0]], ['2, k, 14', [-0.05218638, -0.6900416, 1.0]], ['2, k, 15', [-0.0887613, -0.7460164, 1.0]], ['2, k, 16', [0.1274709, 0.01602593, 1.0]], ['2, k, 17', [0.1688783, -0.4327028, 1.0]], ['2, k, 18', [0.2186055, -0.7017258, 1.0]], ['2, k, 19', [0.2350779, -0.742703, 1.0]], ['2, k, 20', [0.07037063, 0.5575529, 1.0]], ['2, k, 21', [-0.2779309, 0.6084922, 1.0]], ['2, k, 22', [-0.2975703, 0.550649, 1.0]], ['2, k, 23', [0.2935643, -0.03908572, 1.0]], ['2, k, 24', [0.330633, -0.005342921, 1.0]]]
[['2, k, 0', [0.05851522, 0.01810114, 1.0]], ['2, k, 1', [0.06543063, 0.3310852, 1.0]], ['2, k, 2', [0.07193565, 0.6303113, 1.0]], ['2, k, 3', [0.06422268, 0.7580411, 1.0]], ['2, k, 4', [-0.08109467, 0.5000517, 1.0]], ['2, k, 5', [-0.1750588, 0.3168624, 1.0]], ['2, k, 6', [-0.2102008, 0.5103951, 1.0]], ['2, k, 7', [-0.2354946, 0.5693346, 1.0]], ['2, k, 8', [0.2337156, 0.5355732, 1.0]], ['2, k, 9', [0.2631967, 0.2784606, 1.0]], ['2, k, 10', [0.2993944, 0.04638496, 1.0]], ['2, k, 11', [0.3012849, 0.01974397, 1.0]], ['2, k, 12', [-0.0124265, 0.01962424, 1.0]], ['2, k, 13', [-0.04756203, -0.3848326, 1.0]], ['2, k, 14', [-0.05189654, -0.6902696, 1.0]], ['2, k, 15', [-0.08811451, -0.7464445, 1.0]], ['2, k, 16', [0.1273053, 0.01585107, 1.0]], ['2, k, 17', [0.1687645, -0.432811, 1.0]], ['2, k, 18', [0.219037, -0.7024508, 1.0]], ['2, k, 19', [0.2382529, -0.7441296, 1.0]], ['2, k, 20', [0.07042037, 0.557451, 1.0]], ['2, k, 21', [-0.2641687, 0.631019, 1.0]], ['2, k, 22', [-0.2844698, 0.5679383, 1.0]], ['2, k, 23', [0.2948489, -0.03899998, 1.0]], ['2, k, 24', [0.3240622, -0.000568216, 1.0]]]
[['2, k, 0', [0.05797404, 0.01807319, 1.0]], ['2, k, 1', [0.06515787, 0.3311032, 1.0]], ['2, k, 2', [0.07180092, 0.6303563, 1.0]], ['2, k, 3', [0.06404912, 0.7580925, 1.0]], ['2, k, 4', [-0.08123977, 0.5001478, 1.0]], ['2, k, 5', [-0.175205, 0.3184299, 1.0]], ['2, k, 6', [-0.2079613, 0.5174283, 1.0]], ['2, k, 7', [-0.2291111, 0.5670261, 1.0]], ['2, k, 8', [0.2336633, 0.5355761, 1.0]], ['2, k, 9', [0.2629687, 0.2786267, 1.0]], ['2, k, 10', [0.2996316, 0.04649278, 1.0]], ['2, k, 11', [0.3020914, 0.02015708, 1.0]], ['2, k, 12', [-0.01305031, 0.01948785, 1.0]], ['2, k, 13', [-0.04794021, -0.384227, 1.0]], ['2, k, 14', [-0.0517983, -0.6901927, 1.0]], ['2, k, 15', [-0.08851378, -0.7466613, 1.0]], ['2, k, 16', [0.1268271, 0.01592458, 1.0]], ['2, k, 17', [0.1684395, -0.4324002, 1.0]], ['2, k, 18', [0.2318077, -0.7077067, 1.0]], ['2, k, 19', [0.2378615, -0.7507815, 1.0]], ['2, k, 20', [0.07025937, 0.5574912, 1.0]], ['2, k, 21', [-0.2534301, 0.6295713, 1.0]], ['2, k, 22', [-0.2770643, 0.5699352, 1.0]], ['2, k, 23', [0.2823324, -0.05794176, 1.0]], ['2, k, 24', [0.2873326, -0.01461099, 1.0]]]
[['2, k, 0', [0.05747882, 0.01796552, 1.0]], ['2, k, 1', [0.06502154, 0.3310463, 1.0]], ['2, k, 2', [0.07179749, 0.6303451, 1.0]], ['2, k, 3', [0.06379808, 0.7582492, 1.0]], ['2, k, 4', [-0.08152275, 0.4997441, 1.0]], ['2, k, 5', [-0.1553313, 0.2989015, 1.0]], ['2, k, 6', [-0.2020077, 0.4921722, 1.0]], ['2, k, 7', [-0.2330608, 0.5707086, 1.0]], ['2, k, 8', [0.2330948, 0.535903, 1.0]], ['2, k, 9', [0.2628946, 0.27868, 1.0]], ['2, k, 10', [0.3000068, 0.04532357, 1.0]], ['2, k, 11', [0.3021168, 0.01894405, 1.0]], ['2, k, 12', [-0.01372775, 0.01943628, 1.0]], ['2, k, 13', [-0.04945738, -0.3826171, 1.0]], ['2, k, 14', [-0.05225169, -0.6900344, 1.0]], ['2, k, 15', [-0.08848911, -0.746691, 1.0]], ['2, k, 16', [0.126484, 0.0157887, 1.0]], ['2, k, 17', [0.168396, -0.4324218, 1.0]], ['2, k, 18', [0.225235, -0.7019879, 1.0]], ['2, k, 19', [0.2372859, -0.7466274, 1.0]], ['2, k, 20', [0.07024091, 0.5574714, 1.0]], ['2, k, 21', [-0.2594227, 0.6330687, 1.0]], ['2, k, 22', [-0.2838259, 0.5736495, 1.0]], ['2, k, 23', [0.2946578, -0.03946153, 1.0]], ['2, k, 24', [0.3385483, 0.004901938, 1.0]]]
[['2, k, 0', [0.05742302, 0.0178827, 1.0]], ['2, k, 1', [0.06499863, 0.3310315, 1.0]], ['2, k, 2', [0.07178347, 0.6303627, 1.0]], ['2, k, 3', [0.06348635, 0.7582549, 1.0]], ['2, k, 4', [-0.08179148, 0.4995648, 1.0]], ['2, k, 5', [-0.1550657, 0.2978719, 1.0]], ['2, k, 6', [-0.2029445, 0.4977005, 1.0]], ['2, k, 7', [-0.2369535, 0.5722705, 1.0]], ['2, k, 8', [0.2329094, 0.5356432, 1.0]], ['2, k, 9', [0.2625622, 0.2779613, 1.0]], ['2, k, 10', [0.3004158, 0.04399156, 1.0]], ['2, k, 11', [0.3019257, 0.01560697, 1.0]], ['2, k, 12', [-0.01376486, 0.01933707, 1.0]], ['2, k, 13', [-0.04997881, -0.3822889, 1.0]], ['2, k, 14', [-0.051789, -0.6899945, 1.0]], ['2, k, 15', [-0.08844285, -0.7466624, 1.0]], ['2, k, 16', [0.1264017, 0.01571641, 1.0]], ['2, k, 17', [0.1683508, -0.4324639, 1.0]], ['2, k, 18', [0.2225064, -0.7007713, 1.0]], ['2, k, 19', [0.235136, -0.7445397, 1.0]], ['2, k, 20', [0.0702267, 0.55748, 1.0]], ['2, k, 21', [-0.2621658, 0.6335803, 1.0]], ['2, k, 22', [-0.2850365, 0.5703284, 1.0]], ['2, k, 23', [0.2977946, -0.07512792, 1.0]], ['2, k, 24', [0.2886666, -0.01697618, 1.0]]]
[['2, k, 0', [0.05703697, 0.01785037, 1.0]], ['2, k, 1', [0.06461962, 0.3309966, 1.0]], ['2, k, 2', [0.07138943, 0.6303427, 1.0]], ['2, k, 3', [0.06259236, 0.7584372, 1.0]], ['2, k, 4', [-0.08198728, 0.4998394, 1.0]], ['2, k, 5', [-0.1772605, 0.3129411, 1.0]], ['2, k, 6', [-0.205788, 0.5122203, 1.0]], ['2, k, 7', [-0.2382239, 0.5704126, 1.0]], ['2, k, 8', [0.2327292, 0.5356737, 1.0]], ['2, k, 9', [0.2624349, 0.2780941, 1.0]], ['2, k, 10', [0.3004977, 0.04477451, 1.0]], ['2, k, 11', [0.3026636, 0.01802785, 1.0]], ['2, k, 12', [-0.01427317, 0.01936451, 1.0]], ['2, k, 13', [-0.05024606, -0.3822963, 1.0]], ['2, k, 14', [-0.05198984, -0.6903613, 1.0]], ['2, k, 15', [-0.08837798, -0.7465761, 1.0]], ['2, k, 16', [0.1261189, 0.01564136, 1.0]], ['2, k, 17', [0.1676901, -0.4322019, 1.0]], ['2, k, 18', [0.2222059, -0.7015244, 1.0]], ['2, k, 19', [0.2347423, -0.7441066, 1.0]], ['2, k, 20', [0.06983737, 0.5574556, 1.0]], ['2, k, 21', [-0.2649495, 0.6299698, 1.0]], ['2, k, 22', [-0.2844474, 0.5698273, 1.0]], ['2, k, 23', [0.2955503, -0.0359903, 1.0]], ['2, k, 24', [0.3349068, 0.0001080695, 1.0]]]
[['2, k, 0', [0.05659719, 0.01806857, 1.0]], ['2, k, 1', [0.06407475, 0.3311182, 1.0]], ['2, k, 2', [0.07072236, 0.6303794, 1.0]], ['2, k, 3', [0.06202669, 0.7587075, 1.0]], ['2, k, 4', [-0.08223574, 0.500165, 1.0]], ['2, k, 5', [-0.1647237, 0.301154, 1.0]], ['2, k, 6', [-0.2044417, 0.4997955, 1.0]], ['2, k, 7', [-0.2390296, 0.5623057, 1.0]], ['2, k, 8', [0.2322323, 0.5357729, 1.0]], ['2, k, 9', [0.2622228, 0.2781631, 1.0]], ['2, k, 10', [0.300418, 0.04478277, 1.0]], ['2, k, 11', [0.3034271, 0.01795814, 1.0]], ['2, k, 12', [-0.01469055, 0.01942218, 1.0]], ['2, k, 13', [-0.05060189, -0.381881, 1.0]], ['2, k, 14', [-0.05189988, -0.6904618, 1.0]], ['2, k, 15', [-0.088334, -0.7465931, 1.0]], ['2, k, 16', [0.125626, 0.01607506, 1.0]], ['2, k, 17', [0.1676061, -0.4322466, 1.0]], ['2, k, 18', [0.2312892, -0.7065538, 1.0]], ['2, k, 19', [0.2421445, -0.7463702, 1.0]], ['2, k, 20', [0.06919731, 0.5575143, 1.0]], ['2, k, 21', [-0.2633789, 0.6216886, 1.0]], ['2, k, 22', [-0.2881703, 0.5702295, 1.0]], ['2, k, 23', [0.2959447, -0.03647137, 1.0]], ['2, k, 24', [0.2969571, -0.01858953, 1.0]]]
[['2, k, 0', [0.05644861, 0.01808945, 1.0]], ['2, k, 1', [0.06380382, 0.3312114, 1.0]], ['2, k, 2', [0.07028416, 0.6306075, 1.0]], ['2, k, 3', [0.06105467, 0.7590629, 1.0]], ['2, k, 4', [-0.08247825, 0.5002782, 1.0]], ['2, k, 5', [-0.1646661, 0.2991521, 1.0]], ['2, k, 6', [-0.2054979, 0.4983969, 1.0]], ['2, k, 7', [-0.2414882, 0.5624869, 1.0]], ['2, k, 8', [0.2315695, 0.5359342, 1.0]], ['2, k, 9', [0.2621475, 0.2781406, 1.0]], ['2, k, 10', [0.3002246, 0.04492503, 1.0]], ['2, k, 11', [0.3016241, 0.01820532, 1.0]], ['2, k, 12', [-0.01487733, 0.01936779, 1.0]], ['2, k, 13', [-0.05083873, -0.3816877, 1.0]], ['2, k, 14', [-0.04980278, -0.6904145, 1.0]], ['2, k, 15', [-0.08834041, -0.7466202, 1.0]], ['2, k, 16', [0.125453, 0.01617679, 1.0]], ['2, k, 17', [0.1675706, -0.4322545, 1.0]], ['2, k, 18', [0.2249886, -0.7015365, 1.0]], ['2, k, 19', [0.2380712, -0.7426386, 1.0]], ['2, k, 20', [0.06880319, 0.5577027, 1.0]], ['2, k, 21', [-0.2659386, 0.6194466, 1.0]], ['2, k, 22', [-0.2938457, 0.5718617, 1.0]], ['2, k, 23', [0.2917917, -0.03740356, 1.0]], ['2, k, 24', [0.3365048, 0.0009283704, 1.0]]]
[['2, k, 0', [0.05640608, 0.01806182, 1.0]], ['2, k, 1', [0.06369869, 0.3312006, 1.0]], ['2, k, 2', [0.07008162, 0.6306458, 1.0]], ['2, k, 3', [0.06027327, 0.7591228, 1.0]], ['2, k, 4', [-0.08285789, 0.500405, 1.0]], ['2, k, 5', [-0.1758455, 0.3074666, 1.0]], ['2, k, 6', [-0.2075818, 0.5010332, 1.0]], ['2, k, 7', [-0.2411747, 0.5564173, 1.0]], ['2, k, 8', [0.2309284, 0.5358474, 1.0]], ['2, k, 9', [0.2620812, 0.2780711, 1.0]], ['2, k, 10', [0.3003528, 0.04514708, 1.0]], ['2, k, 11', [0.3023525, 0.01818935, 1.0]], ['2, k, 12', [-0.01499182, 0.01916021, 1.0]], ['2, k, 13', [-0.05089073, -0.3816437, 1.0]], ['2, k, 14', [-0.04983464, -0.690387, 1.0]], ['2, k, 15', [-0.08824391, -0.7466838, 1.0]], ['2, k, 16', [0.1253991, 0.01620727, 1.0]], ['2, k, 17', [0.1616866, -0.3961754, 1.0]], ['2, k, 18', [0.2232234, -0.7002414, 1.0]], ['2, k, 19', [0.2379252, -0.741587, 1.0]], ['2, k, 20', [0.06862715, 0.5577253, 1.0]], ['2, k, 21', [-0.26331, 0.6124438, 1.0]], ['2, k, 22', [-0.2920221, 0.5674018, 1.0]], ['2, k, 23', [0.2977892, -0.03943604, 1.0]], ['2, k, 24', [0.3320549, -0.0001502829, 1.0]]]
[['2, k, 0', [0.05621208, 0.01798969, 1.0]], ['2, k, 1', [0.0633418, 0.3312141, 1.0]], ['2, k, 2', [0.06945655, 0.6308201, 1.0]], ['2, k, 3', [0.05922496, 0.7595939, 1.0]], ['2, k, 4', [-0.08311448, 0.5005017, 1.0]], ['2, k, 5', [-0.1676596, 0.3006833, 1.0]], ['2, k, 6', [-0.2099106, 0.492769, 1.0]], ['2, k, 7', [-0.2417431, 0.553456, 1.0]], ['2, k, 8', [0.2306279, 0.535969, 1.0]], ['2, k, 9', [0.2616135, 0.278476, 1.0]], ['2, k, 10', [0.3001214, 0.04671346, 1.0]], ['2, k, 11', [0.3021773, 0.02101451, 1.0]], ['2, k, 12', [-0.0152377, 0.01909836, 1.0]], ['2, k, 13', [-0.05119125, -0.3822352, 1.0]], ['2, k, 14', [-0.04954851, -0.690753, 1.0]], ['2, k, 15', [-0.0882719, -0.7466807, 1.0]], ['2, k, 16', [0.1252598, 0.0161286, 1.0]], ['2, k, 17', [0.1644976, -0.4219345, 1.0]], ['2, k, 18', [0.2220872, -0.6993194, 1.0]], ['2, k, 19', [0.2353753, -0.7409012, 1.0]], ['2, k, 20', [0.06807572, 0.5578509, 1.0]], ['2, k, 21', [-0.2696593, 0.6122296, 1.0]], ['2, k, 22', [-0.2882725, 0.5696544, 1.0]], ['2, k, 23', [0.296594, -0.03942903, 1.0]], ['2, k, 24', [0.337526, 0.0008408534, 1.0]]]
[['2, k, 0', [0.05602438, 0.01808324, 1.0]], ['2, k, 1', [0.06304748, 0.3313562, 1.0]], ['2, k, 2', [0.0690755, 0.6310143, 1.0]], ['2, k, 3', [0.05841711, 0.7599084, 1.0]], ['2, k, 4', [-0.08342427, 0.5005929, 1.0]], ['2, k, 5', [-0.166796, 0.2991443, 1.0]], ['2, k, 6', [-0.2129742, 0.4913399, 1.0]], ['2, k, 7', [-0.2433227, 0.5496446, 1.0]], ['2, k, 8', [0.2302095, 0.536406, 1.0]], ['2, k, 9', [0.2614656, 0.278085, 1.0]], ['2, k, 10', [0.3002337, 0.04679573, 1.0]], ['2, k, 11', [0.3029481, 0.01782932, 1.0]], ['2, k, 12', [-0.01543099, 0.01917911, 1.0]], ['2, k, 13', [-0.05107858, -0.3821783, 1.0]], ['2, k, 14', [-0.04925947, -0.6910903, 1.0]], ['2, k, 15', [-0.08826688, -0.746695, 1.0]], ['2, k, 16', [0.125034, 0.01626967, 1.0]], ['2, k, 17', [0.1653103, -0.4261689, 1.0]], ['2, k, 18', [0.2219953, -0.7005533, 1.0]], ['2, k, 19', [0.2360529, -0.7418842, 1.0]], ['2, k, 20', [0.06771176, 0.5580335, 1.0]], ['2, k, 21', [-0.2745529, 0.6085652, 1.0]], ['2, k, 22', [-0.2840931, 0.5753374, 1.0]], ['2, k, 23', [0.289183, -0.085304, 1.0]], ['2, k, 24', [0.2919947, -0.01445453, 1.0]]]
[['2, k, 0', [0.05607103, 0.01794703, 1.0]], ['2, k, 1', [0.06300262, 0.3312647, 1.0]], ['2, k, 2', [0.06890766, 0.6309226, 1.0]], ['2, k, 3', [0.05770797, 0.7597361, 1.0]], ['2, k, 4', [-0.0837682, 0.50049, 1.0]], ['2, k, 5', [-0.1675172, 0.2989997, 1.0]], ['2, k, 6', [-0.2170435, 0.4880958, 1.0]], ['2, k, 7', [-0.2402423, 0.5291648, 1.0]], ['2, k, 8', [0.2299192, 0.5363809, 1.0]], ['2, k, 9', [0.2612281, 0.2779609, 1.0]], ['2, k, 10', [0.3002255, 0.04616448, 1.0]], ['2, k, 11', [0.3015825, 0.01587185, 1.0]], ['2, k, 12', [-0.0153266, 0.01886198, 1.0]], ['2, k, 13', [-0.05125801, -0.3823103, 1.0]], ['2, k, 14', [-0.04955334, -0.6910148, 1.0]], ['2, k, 15', [-0.08827841, -0.7466928, 1.0]], ['2, k, 16', [0.1250956, 0.01615205, 1.0]], ['2, k, 17', [0.1654726, -0.4281922, 1.0]], ['2, k, 18', [0.2215675, -0.7016023, 1.0]], ['2, k, 19', [0.2353132, -0.7422928, 1.0]], ['2, k, 20', [0.06758118, 0.557942, 1.0]], ['2, k, 21', [-0.2731795, 0.5854684, 1.0]], ['2, k, 22', [-0.2701029, 0.5613967, 1.0]], ['2, k, 23', [0.2824168, -0.06018139, 1.0]], ['2, k, 24', [0.3024242, -0.02837612, 1.0]]]
