[['2, k, 0', [-0.0978162, -0.309679, 1.0]], ['2, k, 1', [-0.0980641, 0.00926615, 1.0]], ['2, k, 2', [-0.0977561, 0.32027, 1.0]], ['2, k, 3', [-0.0880129, 0.45356, 1.0]], ['2, k, 4', [-0.258667, 0.206784, 1.0]], ['2, k, 5', [-0.339267, -0.0690915, 1.0]], ['2, k, 6', [-0.413512, -0.298364, 1.0]], ['2, k, 7', [-0.406104, -0.288603, 1.0]], ['2, k, 8', [0.0630218, 0.200198, 1.0]], ['2, k, 9', [0.135467, -0.0758441, 1.0]], ['2, k, 10', [0.205469, -0.307367, 1.0]], ['2, k, 11', [0.192924, -0.309498, 1.0]], ['2, k, 12', [-0.169796, -0.303844, 1.0]], ['2, k, 13', [-0.19045, -0.612223, 1.0]], ['2, k, 14', [-0.151243, -0.975171, 1.0]], ['2, k, 15', [-0.151611, -1.05469, 1.0]], ['2, k, 16', [-0.0231031, -0.306862, 1.0]], ['2, k, 17', [-0.020764, -0.615248, 1.0]], ['2, k, 18', [-0.0466485, -0.966828, 1.0]], ['2, k, 19', [-0.0402527, -1.03906, 1.0]], ['2, k, 20', [-0.0979304, 0.243651, 1.0]], ['2, k, 21', [-0.429417, -0.35769, 1.0]], ['2, k, 22', [-0.35322, -0.327094, 1.0]], ['2, k, 23', [0.203596, -0.375291, 1.0]], ['2, k, 24', [0.141671, -0.337082, 1.0]]]
[['2, k, 0', [-0.0822318, -0.288885, 1.0]], ['2, k, 1', [-0.0877179, 0.0229489, 1.0]], ['2, k, 2', [-0.0885345, 0.331129, 1.0]], ['2, k, 3', [-0.0787343, 0.477108, 1.0]], ['2, k, 4', [-0.236141, 0.214549, 1.0]], ['2, k, 5', [-0.347971, 0.227185, 1.0]], ['2, k, 6', [-0.386511, 0.296405, 1.0]], ['2, k, 7', [-0.38917, 0.310529, 1.0]], ['2, k, 8', [0.0513784, 0.220397, 1.0]], ['2, k, 9', [0.180161, 0.22784, 1.0]], ['2, k, 10', [0.22285, 0.311332, 1.0]], ['2, k, 11', [0.248566, 0.319385, 1.0]], ['2, k, 12', [-0.153633, -0.288699, 1.0]], ['2, k, 13', [-0.189278, -0.606023, 1.0]], ['2, k, 14', [-0.153234, -0.972925, 1.0]], ['2, k, 15', [-0.148336, -1.04738, 1.0]], ['2, k, 16', [-0.00833683, -0.280837, 1.0]], ['2, k, 17', [0.0178486, -0.57215, 1.0]], ['2, k, 18', [-0.0405274, -0.956509, 1.0]], ['2, k, 19', [-0.0459507, -1.04298, 1.0]], ['2, k, 20', [-0.0873477, 0.2565, 1.0]], ['2, k, 21', [-0.374818, 0.3054, 1.0]], ['2, k, 22', [-0.34176, 0.299312, 1.0]], ['2, k, 23', [0.24775, 0.307132, 1.0]], ['2, k, 24', [0.203566, 0.306261, 1.0]]]
[['2, k, 0', [-0.0813271, -0.286459, 1.0]], ['2, k, 1', [-0.0872009, 0.0250546, 1.0]], ['2, k, 2', [-0.0888957, 0.331831, 1.0]], ['2, k, 3', [-0.0779347, 0.473374, 1.0]], ['2, k, 4', [-0.236425, 0.218405, 1.0]], ['2, k, 5', [-0.346234, 0.236036, 1.0]], ['2, k, 6', [-0.382722, 0.338701, 1.0]], ['2, k, 7', [-0.386135, 0.358323, 1.0]], ['2, k, 8', [0.0525465, 0.220537, 1.0]], ['2, k, 9', [0.176285, 0.265121, 1.0]], ['2, k, 10', [0.23408, 0.353541, 1.0]], ['2, k, 11', [0.250244, 0.376314, 1.0]], ['2, k, 12', [-0.152793, -0.286215, 1.0]], ['2, k, 13', [-0.190531, -0.599898, 1.0]], ['2, k, 14', [-0.152891, -0.97123, 1.0]], ['2, k, 15', [-0.148577, -1.04666, 1.0]], ['2, k, 16', [-0.00743689, -0.278554, 1.0]], ['2, k, 17', [0.0307385, -0.552763, 1.0]], ['2, k, 18', [-0.0324485, -0.947725, 1.0]], ['2, k, 19', [-0.0456062, -1.04255, 1.0]], ['2, k, 20', [-0.0876619, 0.257151, 1.0]], ['2, k, 21', [-0.363972, 0.362972, 1.0]], ['2, k, 22', [-0.323245, 0.356989, 1.0]], ['2, k, 23', [0.270533, 0.373163, 1.0]], ['2, k, 24', [0.205435, 0.366272, 1.0]]]
[['2, k, 0', [-0.0808718, -0.285279, 1.0]], ['2, k, 1', [-0.0864692, 0.0280177, 1.0]], ['2, k, 2', [-0.0889794, 0.335785, 1.0]], ['2, k, 3', [-0.0800882, 0.46112, 1.0]], ['2, k, 4', [-0.235346, 0.218637, 1.0]], ['2, k, 5', [-0.345348, 0.267725, 1.0]], ['2, k, 6', [-0.380999, 0.383383, 1.0]], ['2, k, 7', [-0.386922, 0.403167, 1.0]], ['2, k, 8', [0.0538632, 0.221604, 1.0]], ['2, k, 9', [0.184013, 0.292052, 1.0]], ['2, k, 10', [0.24337, 0.409622, 1.0]], ['2, k, 11', [0.250535, 0.426215, 1.0]], ['2, k, 12', [-0.152416, -0.2852, 1.0]], ['2, k, 13', [-0.190037, -0.596761, 1.0]], ['2, k, 14', [-0.153816, -0.96875, 1.0]], ['2, k, 15', [-0.148611, -1.04668, 1.0]], ['2, k, 16', [-0.00692111, -0.277214, 1.0]], ['2, k, 17', [0.0118053, -0.579083, 1.0]], ['2, k, 18', [-0.0402789, -0.954425, 1.0]], ['2, k, 19', [-0.0458962, -1.04264, 1.0]], ['2, k, 20', [-0.0877582, 0.260371, 1.0]], ['2, k, 21', [-0.365708, 0.411817, 1.0]], ['2, k, 22', [-0.323648, 0.404766, 1.0]], ['2, k, 23', [0.266231, 0.436255, 1.0]], ['2, k, 24', [0.209726, 0.424432, 1.0]]]
[['2, k, 0', [-0.0811901, -0.282363, 1.0]], ['2, k, 1', [-0.0862816, 0.0300388, 1.0]], ['2, k, 2', [-0.0889185, 0.336617, 1.0]], ['2, k, 3', [-0.0803374, 0.458876, 1.0]], ['2, k, 4', [-0.235881, 0.222063, 1.0]], ['2, k, 5', [-0.344307, 0.281024, 1.0]], ['2, k, 6', [-0.369143, 0.409032, 1.0]], ['2, k, 7', [-0.381503, 0.442755, 1.0]], ['2, k, 8', [0.0553409, 0.224613, 1.0]], ['2, k, 9', [0.185739, 0.317205, 1.0]], ['2, k, 10', [0.23903, 0.448987, 1.0]], ['2, k, 11', [0.248144, 0.474874, 1.0]], ['2, k, 12', [-0.152925, -0.281578, 1.0]], ['2, k, 13', [-0.187969, -0.596368, 1.0]], ['2, k, 14', [-0.153953, -0.968383, 1.0]], ['2, k, 15', [-0.148011, -1.04671, 1.0]], ['2, k, 16', [-0.00710785, -0.275044, 1.0]], ['2, k, 17', [0.0165144, -0.571316, 1.0]], ['2, k, 18', [-0.0400039, -0.954151, 1.0]], ['2, k, 19', [-0.0455952, -1.04236, 1.0]], ['2, k, 20', [-0.0877723, 0.261308, 1.0]], ['2, k, 21', [-0.352602, 0.453674, 1.0]], ['2, k, 22', [-0.278344, 0.443846, 1.0]], ['2, k, 23', [0.263128, 0.487167, 1.0]], ['2, k, 24', [0.194461, 0.472608, 1.0]]]
[['2, k, 0', [-0.0825763, -0.278241, 1.0]], ['2, k, 1', [-0.0865695, 0.0327154, 1.0]], ['2, k, 2', [-0.0889038, 0.337694, 1.0]], ['2, k, 3', [-0.081278, 0.460337, 1.0]], ['2, k, 4', [-0.235884, 0.22382, 1.0]], ['2, k, 5', [-0.347921, 0.320344, 1.0]], ['2, k, 6', [-0.373539, 0.450959, 1.0]], ['2, k, 7', [-0.381616, 0.480742, 1.0]], ['2, k, 8', [0.0574803, 0.230796, 1.0]], ['2, k, 9', [0.184555, 0.348116, 1.0]], ['2, k, 10', [0.246591, 0.499496, 1.0]], ['2, k, 11', [0.246706, 0.515777, 1.0]], ['2, k, 12', [-0.154459, -0.276889, 1.0]], ['2, k, 13', [-0.178662, -0.589537, 1.0]], ['2, k, 14', [-0.154982, -0.966369, 1.0]], ['2, k, 15', [-0.149576, -1.04584, 1.0]], ['2, k, 16', [-0.00832921, -0.271613, 1.0]], ['2, k, 17', [0.0400391, -0.546975, 1.0]], ['2, k, 18', [-0.0282036, -0.937113, 1.0]], ['2, k, 19', [-0.0443166, -1.03459, 1.0]], ['2, k, 20', [-0.0879027, 0.262629, 1.0]], ['2, k, 21', [-0.362072, 0.495636, 1.0]], ['2, k, 22', [-0.28927, 0.484076, 1.0]], ['2, k, 23', [0.261088, 0.533262, 1.0]], ['2, k, 24', [0.165078, 0.517091, 1.0]]]
[['2, k, 0', [-0.0829758, -0.27551, 1.0]], ['2, k, 1', [-0.0866889, 0.0343586, 1.0]], ['2, k, 2', [-0.0889799, 0.33816, 1.0]], ['2, k, 3', [-0.0813288, 0.460407, 1.0]], ['2, k, 4', [-0.236185, 0.225241, 1.0]], ['2, k, 5', [-0.347782, 0.329199, 1.0]], ['2, k, 6', [-0.38885, 0.485965, 1.0]], ['2, k, 7', [-0.389111, 0.512377, 1.0]], ['2, k, 8', [0.0584258, 0.235124, 1.0]], ['2, k, 9', [0.184191, 0.365766, 1.0]], ['2, k, 10', [0.241262, 0.530639, 1.0]], ['2, k, 11', [0.242767, 0.557142, 1.0]], ['2, k, 12', [-0.155068, -0.274156, 1.0]], ['2, k, 13', [-0.176692, -0.587273, 1.0]], ['2, k, 14', [-0.155109, -0.96595, 1.0]], ['2, k, 15', [-0.145321, -1.04881, 1.0]], ['2, k, 16', [-0.00854836, -0.268976, 1.0]], ['2, k, 17', [0.0400839, -0.544349, 1.0]], ['2, k, 18', [-0.0283187, -0.934402, 1.0]], ['2, k, 19', [-0.0441257, -1.03202, 1.0]], ['2, k, 20', [-0.088049, 0.263299, 1.0]], ['2, k, 21', [-0.375761, 0.533172, 1.0]], ['2, k, 22', [-0.294975, 0.520109, 1.0]], ['2, k, 23', [0.262321, 0.578185, 1.0]], ['2, k, 24', [0.166857, 0.556882, 1.0]]]
[['2, k, 0', [-0.0836384, -0.273471, 1.0]], ['2, k, 1', [-0.0869014, 0.0351448, 1.0]], ['2, k, 2', [-0.089009, 0.338164, 1.0]], ['2, k, 3', [-0.0816093, 0.460918, 1.0]], ['2, k, 4', [-0.235814, 0.226693, 1.0]], ['2, k, 5', [-0.351843, 0.355273, 1.0]], ['2, k, 6', [-0.386836, 0.508328, 1.0]], ['2, k, 7', [-0.39062, 0.543413, 1.0]], ['2, k, 8', [0.0588235, 0.242135, 1.0]], ['2, k, 9', [0.183186, 0.386044, 1.0]], ['2, k, 10', [0.249464, 0.564983, 1.0]], ['2, k, 11', [0.245855, 0.590944, 1.0]], ['2, k, 12', [-0.156133, -0.271855, 1.0]], ['2, k, 13', [-0.176405, -0.586438, 1.0]], ['2, k, 14', [-0.154827, -0.96637, 1.0]], ['2, k, 15', [-0.14527, -1.04874, 1.0]], ['2, k, 16', [-0.00885276, -0.267289, 1.0]], ['2, k, 17', [0.0292918, -0.543894, 1.0]], ['2, k, 18', [-0.0371627, -0.937612, 1.0]], ['2, k, 19', [-0.0450146, -1.03397, 1.0]], ['2, k, 20', [-0.0881375, 0.263388, 1.0]], ['2, k, 21', [-0.386565, 0.57312, 1.0]], ['2, k, 22', [-0.317376, 0.557222, 1.0]], ['2, k, 23', [0.257151, 0.613961, 1.0]], ['2, k, 24', [0.157199, 0.597763, 1.0]]]
[['2, k, 0', [-0.0833962, -0.271097, 1.0]], ['2, k, 1', [-0.0869002, 0.03595, 1.0]], ['2, k, 2', [-0.0891078, 0.338154, 1.0]], ['2, k, 3', [-0.0817985, 0.461297, 1.0]], ['2, k, 4', [-0.236082, 0.228714, 1.0]], ['2, k, 5', [-0.353742, 0.376052, 1.0]], ['2, k, 6', [-0.382728, 0.547384, 1.0]], ['2, k, 7', [-0.392429, 0.57655, 1.0]], ['2, k, 8', [0.0592866, 0.247195, 1.0]], ['2, k, 9', [0.178856, 0.397944, 1.0]], ['2, k, 10', [0.240083, 0.58423, 1.0]], ['2, k, 11', [0.240056, 0.625084, 1.0]], ['2, k, 12', [-0.155623, -0.269438, 1.0]], ['2, k, 13', [-0.176088, -0.584228, 1.0]], ['2, k, 14', [-0.155412, -0.965019, 1.0]], ['2, k, 15', [-0.14528, -1.04874, 1.0]], ['2, k, 16', [-0.00884206, -0.265032, 1.0]], ['2, k, 17', [0.0391291, -0.539904, 1.0]], ['2, k, 18', [-0.0298284, -0.930453, 1.0]], ['2, k, 19', [-0.0438462, -1.02851, 1.0]], ['2, k, 20', [-0.0882248, 0.263472, 1.0]], ['2, k, 21', [-0.387295, 0.6066, 1.0]], ['2, k, 22', [-0.303659, 0.587912, 1.0]], ['2, k, 23', [0.249734, 0.650863, 1.0]], ['2, k, 24', [0.159982, 0.627493, 1.0]]]
[['2, k, 0', [-0.0836554, -0.268843, 1.0]], ['2, k, 1', [-0.0870972, 0.037039, 1.0]], ['2, k, 2', [-0.0892556, 0.338145, 1.0]], ['2, k, 3', [-0.0819988, 0.462358, 1.0]], ['2, k, 4', [-0.237568, 0.230195, 1.0]], ['2, k, 5', [-0.353877, 0.385622, 1.0]], ['2, k, 6', [-0.389544, 0.563364, 1.0]], ['2, k, 7', [-0.394293, 0.605226, 1.0]], ['2, k, 8', [0.0594112, 0.250567, 1.0]], ['2, k, 9', [0.19342, 0.472613, 1.0]], ['2, k, 10', [0.256775, 0.656815, 1.0]], ['2, k, 11', [0.237946, 0.657215, 1.0]], ['2, k, 12', [-0.155976, -0.267105, 1.0]], ['2, k, 13', [-0.175788, -0.575623, 1.0]], ['2, k, 14', [-0.1554, -0.965568, 1.0]], ['2, k, 15', [-0.145399, -1.04798, 1.0]], ['2, k, 16', [-0.0090047, -0.262959, 1.0]], ['2, k, 17', [0.0402707, -0.538045, 1.0]], ['2, k, 18', [-0.0290992, -0.927783, 1.0]], ['2, k, 19', [-0.0427919, -1.02614, 1.0]], ['2, k, 20', [-0.0884343, 0.263644, 1.0]], ['2, k, 21', [-0.388714, 0.637061, 1.0]], ['2, k, 22', [-0.315972, 0.618957, 1.0]], ['2, k, 23', [0.240723, 0.690084, 1.0]], ['2, k, 24', [0.163645, 0.657837, 1.0]]]
[['2, k, 0', [-0.0848018, -0.265912, 1.0]], ['2, k, 1', [-0.0879307, 0.038486, 1.0]], ['2, k, 2', [-0.0898506, 0.338131, 1.0]], ['2, k, 3', [-0.0824309, 0.464149, 1.0]], ['2, k, 4', [-0.239058, 0.233458, 1.0]], ['2, k, 5', [-0.35607, 0.402817, 1.0]], ['2, k, 6', [-0.39165, 0.589041, 1.0]], ['2, k, 7', [-0.395702, 0.632242, 1.0]], ['2, k, 8', [0.0597476, 0.254122, 1.0]], ['2, k, 9', [0.191982, 0.476666, 1.0]], ['2, k, 10', [0.245821, 0.679385, 1.0]], ['2, k, 11', [0.234967, 0.681871, 1.0]], ['2, k, 12', [-0.157104, -0.263951, 1.0]], ['2, k, 13', [-0.175627, -0.57483, 1.0]], ['2, k, 14', [-0.155434, -0.965528, 1.0]], ['2, k, 15', [-0.147047, -1.04759, 1.0]], ['2, k, 16', [-0.0101209, -0.26033, 1.0]], ['2, k, 17', [0.0410025, -0.535279, 1.0]], ['2, k, 18', [-0.0290037, -0.924574, 1.0]], ['2, k, 19', [-0.0422346, -1.02309, 1.0]], ['2, k, 20', [-0.089146, 0.263946, 1.0]], ['2, k, 21', [-0.389062, 0.666353, 1.0]], ['2, k, 22', [-0.311258, 0.645693, 1.0]], ['2, k, 23', [0.230363, 0.715203, 1.0]], ['2, k, 24', [0.143356, 0.682768, 1.0]]]
[['2, k, 0', [-0.0842825, -0.263108, 1.0]], ['2, k, 1', [-0.0883051, 0.0395933, 1.0]], ['2, k, 2', [-0.0910333, 0.3377, 1.0]], ['2, k, 3', [-0.0827477, 0.463597, 1.0]], ['2, k, 4', [-0.239494, 0.234029, 1.0]], ['2, k, 5', [-0.357474, 0.415088, 1.0]], ['2, k, 6', [-0.394151, 0.609368, 1.0]], ['2, k, 7', [-0.395131, 0.656263, 1.0]], ['2, k, 8', [0.0607772, 0.26067, 1.0]], ['2, k, 9', [0.173104, 0.454258, 1.0]], ['2, k, 10', [0.219884, 0.655233, 1.0]], ['2, k, 11', [0.219653, 0.708596, 1.0]], ['2, k, 12', [-0.156567, -0.261378, 1.0]], ['2, k, 13', [-0.176392, -0.573071, 1.0]], ['2, k, 14', [-0.155368, -0.965518, 1.0]], ['2, k, 15', [-0.14834, -1.04745, 1.0]], ['2, k, 16', [-0.00962994, -0.257384, 1.0]], ['2, k, 17', [0.0392624, -0.533027, 1.0]], ['2, k, 18', [-0.0293132, -0.921982, 1.0]], ['2, k, 19', [-0.0424681, -1.02089, 1.0]], ['2, k, 20', [-0.0901323, 0.263956, 1.0]], ['2, k, 21', [-0.391988, 0.692297, 1.0]], ['2, k, 22', [-0.300667, 0.670246, 1.0]], ['2, k, 23', [0.231327, 0.739643, 1.0]], ['2, k, 24', [0.131864, 0.70964, 1.0]]]
[['2, k, 0', [-0.0854586, -0.261568, 1.0]], ['2, k, 1', [-0.0890825, 0.0404446, 1.0]], ['2, k, 2', [-0.0915435, 0.337582, 1.0]], ['2, k, 3', [-0.0835124, 0.463236, 1.0]], ['2, k, 4', [-0.240597, 0.234685, 1.0]], ['2, k, 5', [-0.356762, 0.424967, 1.0]], ['2, k, 6', [-0.397431, 0.626398, 1.0]], ['2, k, 7', [-0.397378, 0.675365, 1.0]], ['2, k, 8', [0.0609345, 0.263258, 1.0]], ['2, k, 9', [0.172281, 0.455796, 1.0]], ['2, k, 10', [0.222866, 0.663528, 1.0]], ['2, k, 11', [0.225819, 0.729277, 1.0]], ['2, k, 12', [-0.157854, -0.25966, 1.0]], ['2, k, 13', [-0.178776, -0.566411, 1.0]], ['2, k, 14', [-0.155958, -0.960391, 1.0]], ['2, k, 15', [-0.147738, -1.04686, 1.0]], ['2, k, 16', [-0.0106578, -0.256069, 1.0]], ['2, k, 17', [0.0394052, -0.531782, 1.0]], ['2, k, 18', [-0.0290754, -0.920225, 1.0]], ['2, k, 19', [-0.0421732, -1.0193, 1.0]], ['2, k, 20', [-0.0907509, 0.264077, 1.0]], ['2, k, 21', [-0.39645, 0.717045, 1.0]], ['2, k, 22', [-0.304442, 0.690656, 1.0]], ['2, k, 23', [0.241365, 0.768347, 1.0]], ['2, k, 24', [0.150761, 0.730234, 1.0]]]
[['2, k, 0', [-0.0843689, -0.258412, 1.0]], ['2, k, 1', [-0.0886869, 0.0419017, 1.0]], ['2, k, 2', [-0.091688, 0.337407, 1.0]], ['2, k, 3', [-0.0838805, 0.463191, 1.0]], ['2, k, 4', [-0.241516, 0.235718, 1.0]], ['2, k, 5', [-0.3553, 0.434279, 1.0]], ['2, k, 6', [-0.398638, 0.639803, 1.0]], ['2, k, 7', [-0.396937, 0.693098, 1.0]], ['2, k, 8', [0.0628612, 0.269191, 1.0]], ['2, k, 9', [0.171733, 0.462385, 1.0]], ['2, k, 10', [0.225234, 0.678215, 1.0]], ['2, k, 11', [0.227019, 0.742429, 1.0]], ['2, k, 12', [-0.156475, -0.256757, 1.0]], ['2, k, 13', [-0.178435, -0.566399, 1.0]], ['2, k, 14', [-0.155758, -0.960426, 1.0]], ['2, k, 15', [-0.147479, -1.04701, 1.0]], ['2, k, 16', [-0.00987937, -0.252755, 1.0]], ['2, k, 17', [0.0390434, -0.528929, 1.0]], ['2, k, 18', [-0.0289353, -0.916696, 1.0]], ['2, k, 19', [-0.0418193, -1.01611, 1.0]], ['2, k, 20', [-0.0908364, 0.264284, 1.0]], ['2, k, 21', [-0.392121, 0.737114, 1.0]], ['2, k, 22', [-0.303855, 0.708265, 1.0]], ['2, k, 23', [0.243507, 0.782539, 1.0]], ['2, k, 24', [0.150984, 0.744615, 1.0]]]
[['2, k, 0', [-0.0841299, -0.256911, 1.0]], ['2, k, 1', [-0.0888865, 0.0423691, 1.0]], ['2, k, 2', [-0.0925382, 0.336541, 1.0]], ['2, k, 3', [-0.0843316, 0.462629, 1.0]], ['2, k, 4', [-0.242627, 0.236722, 1.0]], ['2, k, 5', [-0.363836, 0.485527, 1.0]], ['2, k, 6', [-0.421494, 0.694572, 1.0]], ['2, k, 7', [-0.396917, 0.710254, 1.0]], ['2, k, 8', [0.0636935, 0.27319, 1.0]], ['2, k, 9', [0.172086, 0.476181, 1.0]], ['2, k, 10', [0.230224, 0.693781, 1.0]], ['2, k, 11', [0.228101, 0.757343, 1.0]], ['2, k, 12', [-0.156225, -0.255505, 1.0]], ['2, k, 13', [-0.177703, -0.56337, 1.0]], ['2, k, 14', [-0.155839, -0.956417, 1.0]], ['2, k, 15', [-0.146142, -1.04641, 1.0]], ['2, k, 16', [-0.00966167, -0.251038, 1.0]], ['2, k, 17', [0.0399215, -0.527662, 1.0]], ['2, k, 18', [-0.0280174, -0.914545, 1.0]], ['2, k, 19', [-0.0414158, -1.01416, 1.0]], ['2, k, 20', [-0.0914999, 0.263888, 1.0]], ['2, k, 21', [-0.382014, 0.755665, 1.0]], ['2, k, 22', [-0.314158, 0.724135, 1.0]], ['2, k, 23', [0.241916, 0.80484, 1.0]], ['2, k, 24', [0.154234, 0.757818, 1.0]]]
[['2, k, 0', [-0.0850973, -0.256388, 1.0]], ['2, k, 1', [-0.0895303, 0.0425611, 1.0]], ['2, k, 2', [-0.0930411, 0.335928, 1.0]], ['2, k, 3', [-0.0846438, 0.461702, 1.0]], ['2, k, 4', [-0.243504, 0.237621, 1.0]], ['2, k, 5', [-0.364206, 0.487217, 1.0]], ['2, k, 6', [-0.398664, 0.705916, 1.0]], ['2, k, 7', [-0.39209, 0.725312, 1.0]], ['2, k, 8', [0.0637629, 0.273362, 1.0]], ['2, k, 9', [0.172369, 0.483825, 1.0]], ['2, k, 10', [0.233587, 0.707473, 1.0]], ['2, k, 11', [0.232692, 0.769267, 1.0]], ['2, k, 12', [-0.157322, -0.254811, 1.0]], ['2, k, 13', [-0.180507, -0.565391, 1.0]], ['2, k, 14', [-0.155714, -0.958479, 1.0]], ['2, k, 15', [-0.145523, -1.04635, 1.0]], ['2, k, 16', [-0.0105003, -0.250665, 1.0]], ['2, k, 17', [0.040513, -0.52751, 1.0]], ['2, k, 18', [-0.0273419, -0.91377, 1.0]], ['2, k, 19', [-0.0414539, -1.01329, 1.0]], ['2, k, 20', [-0.0920824, 0.263539, 1.0]], ['2, k, 21', [-0.384753, 0.775219, 1.0]], ['2, k, 22', [-0.310512, 0.739208, 1.0]], ['2, k, 23', [0.249173, 0.816096, 1.0]], ['2, k, 24', [0.16304, 0.772961, 1.0]]]
[['2, k, 0', [-0.0855927, -0.255759, 1.0]], ['2, k, 1', [-0.0902689, 0.0433085, 1.0]], ['2, k, 2', [-0.0940059, 0.336246, 1.0]], ['2, k, 3', [-0.0848865, 0.461291, 1.0]], ['2, k, 4', [-0.24455, 0.238286, 1.0]], ['2, k, 5', [-0.365828, 0.491341, 1.0]], ['2, k, 6', [-0.390001, 0.713098, 1.0]], ['2, k, 7', [-0.388057, 0.737953, 1.0]], ['2, k, 8', [0.0644044, 0.274662, 1.0]], ['2, k, 9', [0.173449, 0.490641, 1.0]], ['2, k, 10', [0.236996, 0.713804, 1.0]], ['2, k, 11', [0.236464, 0.776526, 1.0]], ['2, k, 12', [-0.157853, -0.25411, 1.0]], ['2, k, 13', [-0.177489, -0.563987, 1.0]], ['2, k, 14', [-0.155776, -0.956753, 1.0]], ['2, k, 15', [-0.144727, -1.04643, 1.0]], ['2, k, 16', [-0.0109594, -0.250106, 1.0]], ['2, k, 17', [0.0594973, -0.523766, 1.0]], ['2, k, 18', [-0.0205122, -0.907868, 1.0]], ['2, k, 19', [-0.0395008, -1.00729, 1.0]], ['2, k, 20', [-0.093047, 0.264012, 1.0]], ['2, k, 21', [-0.381013, 0.789547, 1.0]], ['2, k, 22', [-0.306199, 0.74996, 1.0]], ['2, k, 23', [0.251213, 0.820576, 1.0]], ['2, k, 24', [0.163896, 0.78191, 1.0]]]
[['2, k, 0', [-0.0855361, -0.254627, 1.0]], ['2, k, 1', [-0.0904053, 0.0439493, 1.0]], ['2, k, 2', [-0.0944209, 0.336126, 1.0]], ['2, k, 3', [-0.0858042, 0.460158, 1.0]], ['2, k, 4', [-0.247714, 0.242983, 1.0]], ['2, k, 5', [-0.367815, 0.497143, 1.0]], ['2, k, 6', [-0.384659, 0.721986, 1.0]], ['2, k, 7', [-0.385289, 0.748363, 1.0]], ['2, k, 8', [0.0652641, 0.276724, 1.0]], ['2, k, 9', [0.175159, 0.494812, 1.0]], ['2, k, 10', [0.236743, 0.71925, 1.0]], ['2, k, 11', [0.239338, 0.78318, 1.0]], ['2, k, 12', [-0.157496, -0.253026, 1.0]], ['2, k, 13', [-0.173819, -0.562293, 1.0]], ['2, k, 14', [-0.155714, -0.95462, 1.0]], ['2, k, 15', [-0.144449, -1.04708, 1.0]], ['2, k, 16', [-0.0111872, -0.24894, 1.0]], ['2, k, 17', [0.0618685, -0.521879, 1.0]], ['2, k, 18', [-0.0202257, -0.90575, 1.0]], ['2, k, 19', [-0.0394369, -1.00516, 1.0]], ['2, k, 20', [-0.0934074, 0.264113, 1.0]], ['2, k, 21', [-0.373689, 0.80327, 1.0]], ['2, k, 22', [-0.301939, 0.761122, 1.0]], ['2, k, 23', [0.253109, 0.827694, 1.0]], ['2, k, 24', [0.164967, 0.789247, 1.0]]]
[['2, k, 0', [-0.0858384, -0.253835, 1.0]], ['2, k, 1', [-0.0907967, 0.0444353, 1.0]], ['2, k, 2', [-0.0949658, 0.336079, 1.0]], ['2, k, 3', [-0.0861676, 0.459802, 1.0]], ['2, k, 4', [-0.249924, 0.245254, 1.0]], ['2, k, 5', [-0.363506, 0.472521, 1.0]], ['2, k, 6', [-0.381515, 0.697357, 1.0]], ['2, k, 7', [-0.38461, 0.757585, 1.0]], ['2, k, 8', [0.0660948, 0.277942, 1.0]], ['2, k, 9', [0.175313, 0.49429, 1.0]], ['2, k, 10', [0.237704, 0.719499, 1.0]], ['2, k, 11', [0.241107, 0.788568, 1.0]], ['2, k, 12', [-0.157667, -0.252255, 1.0]], ['2, k, 13', [-0.173549, -0.562453, 1.0]], ['2, k, 14', [-0.15551, -0.954832, 1.0]], ['2, k, 15', [-0.146268, -1.04726, 1.0]], ['2, k, 16', [-0.0116151, -0.248173, 1.0]], ['2, k, 17', [0.0643033, -0.520355, 1.0]], ['2, k, 18', [-0.0197759, -0.903952, 1.0]], ['2, k, 19', [-0.0392099, -1.00341, 1.0]], ['2, k, 20', [-0.0939302, 0.264219, 1.0]], ['2, k, 21', [-0.370331, 0.817217, 1.0]], ['2, k, 22', [-0.305537, 0.77018, 1.0]], ['2, k, 23', [0.257645, 0.836083, 1.0]], ['2, k, 24', [0.1653, 0.79465, 1.0]]]
