[['2, k, 0', [-0.262287, -0.624473, 1.0]], ['2, k, 1', [-0.260058, -0.32867, 1.0]], ['2, k, 2', [-0.256553, -0.0379651, 1.0]], ['2, k, 3', [-0.230471, 0.0548331, 1.0]], ['2, k, 4', [-0.397186, -0.119903, 1.0]], ['2, k, 5', [-0.529855, -0.0802829, 1.0]], ['2, k, 6', [-0.560294, 0.0237977, 1.0]], ['2, k, 7', [-0.545826, 0.11749, 1.0]], ['2, k, 8', [-0.0976254, -0.108023, 1.0]], ['2, k, 9', [0.0721074, -0.0710552, 1.0]], ['2, k, 10', [0.147963, 0.0298084, 1.0]], ['2, k, 11', [0.17715, 0.122789, 1.0]], ['2, k, 12', [-0.327105, -0.619049, 1.0]], ['2, k, 13', [-0.347879, -0.928473, 1.0]], ['2, k, 14', [-0.373488, -1.38032, 1.0]], ['2, k, 15', [-0.368161, -1.40111, 1.0]], ['2, k, 16', [-0.19067, -0.613738, 1.0]], ['2, k, 17', [-0.103026, -0.950623, 1.0]], ['2, k, 18', [-0.0671854, -1.38619, 1.0]], ['2, k, 19', [-0.0598017, -1.40509, 1.0]], ['2, k, 20', [-0.257658, -0.109977, 1.0]], ['2, k, 21', [-0.523728, 0.149924, 1.0]], ['2, k, 22', [-0.576324, 0.136633, 1.0]], ['2, k, 23', [0.168281, 0.143402, 1.0]], ['2, k, 24', [0.216166, 0.139571, 1.0]]]
[['2, k, 0', [-0.231514, -0.591375, 1.0]], ['2, k, 1', [-0.237494, -0.305144, 1.0]], ['2, k, 2', [-0.241039, -0.0211747, 1.0]], ['2, k, 3', [-0.234715, 0.0936088, 1.0]], ['2, k, 4', [-0.40634, -0.0676066, 1.0]], ['2, k, 5', [-0.5762, 0.128456, 1.0]], ['2, k, 6', [-0.600118, 0.428588, 1.0]], ['2, k, 7', [-0.606123, 0.502418, 1.0]], ['2, k, 8', [-0.0779622, -0.048905, 1.0]], ['2, k, 9', [0.086278, 0.112042, 1.0]], ['2, k, 10', [0.112358, 0.37829, 1.0]], ['2, k, 11', [0.106503, 0.474057, 1.0]], ['2, k, 12', [-0.306329, -0.583941, 1.0]], ['2, k, 13', [-0.354968, -0.995481, 1.0]], ['2, k, 14', [-0.376826, -1.40504, 1.0]], ['2, k, 15', [-0.326694, -1.47709, 1.0]], ['2, k, 16', [-0.150313, -0.582404, 1.0]], ['2, k, 17', [-0.105757, -1.01198, 1.0]], ['2, k, 18', [-0.0642253, -1.38778, 1.0]], ['2, k, 19', [-0.0467471, -1.42821, 1.0]], ['2, k, 20', [-0.240493, -0.0914761, 1.0]], ['2, k, 21', [-0.59429, 0.569021, 1.0]], ['2, k, 22', [-0.665745, 0.504103, 1.0]], ['2, k, 23', [0.113654, 0.550264, 1.0]], ['2, k, 24', [0.0585988, 0.504082, 1.0]]]
[['2, k, 0', [-0.231362, -0.590596, 1.0]], ['2, k, 1', [-0.237335, -0.304465, 1.0]], ['2, k, 2', [-0.240997, -0.0209559, 1.0]], ['2, k, 3', [-0.235522, 0.0940736, 1.0]], ['2, k, 4', [-0.406626, -0.0671133, 1.0]], ['2, k, 5', [-0.575933, 0.126691, 1.0]], ['2, k, 6', [-0.600264, 0.426665, 1.0]], ['2, k, 7', [-0.60575, 0.502584, 1.0]], ['2, k, 8', [-0.0780374, -0.0476429, 1.0]], ['2, k, 9', [0.0863723, 0.111887, 1.0]], ['2, k, 10', [0.112268, 0.377616, 1.0]], ['2, k, 11', [0.105206, 0.475332, 1.0]], ['2, k, 12', [-0.306062, -0.583285, 1.0]], ['2, k, 13', [-0.354958, -0.995484, 1.0]], ['2, k, 14', [-0.377124, -1.404, 1.0]], ['2, k, 15', [-0.368282, -1.44791, 1.0]], ['2, k, 16', [-0.150281, -0.581496, 1.0]], ['2, k, 17', [-0.105696, -1.01199, 1.0]], ['2, k, 18', [-0.0641545, -1.38789, 1.0]], ['2, k, 19', [-0.0459658, -1.42836, 1.0]], ['2, k, 20', [-0.240395, -0.0910975, 1.0]], ['2, k, 21', [-0.595392, 0.566367, 1.0]], ['2, k, 22', [-0.659509, 0.503388, 1.0]], ['2, k, 23', [0.11584, 0.550118, 1.0]], ['2, k, 24', [0.0537992, 0.504653, 1.0]]]
[['2, k, 0', [-0.231217, -0.589961, 1.0]], ['2, k, 1', [-0.237236, -0.304091, 1.0]], ['2, k, 2', [-0.240989, -0.0209397, 1.0]], ['2, k, 3', [-0.235943, 0.0945818, 1.0]], ['2, k, 4', [-0.406876, -0.0668866, 1.0]], ['2, k, 5', [-0.576456, 0.126845, 1.0]], ['2, k, 6', [-0.59998, 0.426839, 1.0]], ['2, k, 7', [-0.605556, 0.501314, 1.0]], ['2, k, 8', [-0.0784594, -0.0471614, 1.0]], ['2, k, 9', [0.0863533, 0.11137, 1.0]], ['2, k, 10', [0.112082, 0.376084, 1.0]], ['2, k, 11', [0.104708, 0.471001, 1.0]], ['2, k, 12', [-0.305843, -0.582745, 1.0]], ['2, k, 13', [-0.354968, -0.994457, 1.0]], ['2, k, 14', [-0.377327, -1.40314, 1.0]], ['2, k, 15', [-0.367889, -1.44719, 1.0]], ['2, k, 16', [-0.15022, -0.580783, 1.0]], ['2, k, 17', [-0.105652, -1.01205, 1.0]], ['2, k, 18', [-0.0655681, -1.39019, 1.0]], ['2, k, 19', [-0.046945, -1.43142, 1.0]], ['2, k, 20', [-0.240355, -0.090987, 1.0]], ['2, k, 21', [-0.599591, 0.565587, 1.0]], ['2, k, 22', [-0.661677, 0.503948, 1.0]], ['2, k, 23', [0.111427, 0.541134, 1.0]], ['2, k, 24', [0.0537377, 0.503724, 1.0]]]
[['2, k, 0', [-0.231328, -0.589126, 1.0]], ['2, k, 1', [-0.23728, -0.304094, 1.0]], ['2, k, 2', [-0.241209, -0.0240566, 1.0]], ['2, k, 3', [-0.236402, 0.0943305, 1.0]], ['2, k, 4', [-0.411528, -0.0598437, 1.0]], ['2, k, 5', [-0.577419, 0.126635, 1.0]], ['2, k, 6', [-0.600128, 0.426638, 1.0]], ['2, k, 7', [-0.60721, 0.500245, 1.0]], ['2, k, 8', [-0.0787296, -0.0469391, 1.0]], ['2, k, 9', [0.0863462, 0.110949, 1.0]], ['2, k, 10', [0.11185, 0.375923, 1.0]], ['2, k, 11', [0.103716, 0.472409, 1.0]], ['2, k, 12', [-0.305853, -0.581972, 1.0]], ['2, k, 13', [-0.354954, -0.994434, 1.0]], ['2, k, 14', [-0.377677, -1.40052, 1.0]], ['2, k, 15', [-0.372174, -1.44422, 1.0]], ['2, k, 16', [-0.150429, -0.579915, 1.0]], ['2, k, 17', [-0.105508, -1.01183, 1.0]], ['2, k, 18', [-0.0639445, -1.39637, 1.0]], ['2, k, 19', [-0.0491242, -1.43782, 1.0]], ['2, k, 20', [-0.240492, -0.0929135, 1.0]], ['2, k, 21', [-0.594257, 0.562663, 1.0]], ['2, k, 22', [-0.659923, 0.502626, 1.0]], ['2, k, 23', [0.111553, 0.542312, 1.0]], ['2, k, 24', [0.0536308, 0.505383, 1.0]]]
[['2, k, 0', [-0.231268, -0.58892, 1.0]], ['2, k, 1', [-0.237333, -0.303919, 1.0]], ['2, k, 2', [-0.241783, -0.0238932, 1.0]], ['2, k, 3', [-0.236621, 0.0943532, 1.0]], ['2, k, 4', [-0.41109, -0.0608243, 1.0]], ['2, k, 5', [-0.580053, 0.127718, 1.0]], ['2, k, 6', [-0.600912, 0.427792, 1.0]], ['2, k, 7', [-0.608191, 0.498242, 1.0]], ['2, k, 8', [-0.0786553, -0.0467457, 1.0]], ['2, k, 9', [0.0862392, 0.111021, 1.0]], ['2, k, 10', [0.111735, 0.375951, 1.0]], ['2, k, 11', [0.101841, 0.472479, 1.0]], ['2, k, 12', [-0.305713, -0.581745, 1.0]], ['2, k, 13', [-0.354909, -0.994408, 1.0]], ['2, k, 14', [-0.377654, -1.40353, 1.0]], ['2, k, 15', [-0.37151, -1.4475, 1.0]], ['2, k, 16', [-0.150434, -0.579725, 1.0]], ['2, k, 17', [-0.105425, -1.01226, 1.0]], ['2, k, 18', [-0.0634238, -1.3978, 1.0]], ['2, k, 19', [-0.0478508, -1.43922, 1.0]], ['2, k, 20', [-0.240871, -0.0927911, 1.0]], ['2, k, 21', [-0.592767, 0.566454, 1.0]], ['2, k, 22', [-0.661544, 0.505038, 1.0]], ['2, k, 23', [0.117795, 0.54046, 1.0]], ['2, k, 24', [0.0528423, 0.497196, 1.0]]]
[['2, k, 0', [-0.231244, -0.588902, 1.0]], ['2, k, 1', [-0.23738, -0.30387, 1.0]], ['2, k, 2', [-0.242199, -0.023786, 1.0]], ['2, k, 3', [-0.236694, 0.0942236, 1.0]], ['2, k, 4', [-0.410247, -0.0623432, 1.0]], ['2, k, 5', [-0.581577, 0.12774, 1.0]], ['2, k, 6', [-0.602259, 0.427766, 1.0]], ['2, k, 7', [-0.609774, 0.498847, 1.0]], ['2, k, 8', [-0.0788423, -0.0469366, 1.0]], ['2, k, 9', [0.0861991, 0.111071, 1.0]], ['2, k, 10', [0.111398, 0.376128, 1.0]], ['2, k, 11', [0.101514, 0.472377, 1.0]], ['2, k, 12', [-0.305672, -0.581725, 1.0]], ['2, k, 13', [-0.35492, -0.99397, 1.0]], ['2, k, 14', [-0.37815, -1.40638, 1.0]], ['2, k, 15', [-0.371332, -1.45084, 1.0]], ['2, k, 16', [-0.150427, -0.579712, 1.0]], ['2, k, 17', [-0.105292, -1.01231, 1.0]], ['2, k, 18', [-0.0633904, -1.39827, 1.0]], ['2, k, 19', [-0.0470527, -1.43965, 1.0]], ['2, k, 20', [-0.24117, -0.0927453, 1.0]], ['2, k, 21', [-0.596405, 0.57149, 1.0]], ['2, k, 22', [-0.663722, 0.503426, 1.0]], ['2, k, 23', [0.104046, 0.541177, 1.0]], ['2, k, 24', [0.0542342, 0.499895, 1.0]]]
[['2, k, 0', [-0.23122, -0.588814, 1.0]], ['2, k, 1', [-0.237521, -0.303724, 1.0]], ['2, k, 2', [-0.242867, -0.0235634, 1.0]], ['2, k, 3', [-0.236672, 0.0942544, 1.0]], ['2, k, 4', [-0.410029, -0.0629303, 1.0]], ['2, k, 5', [-0.582462, 0.127719, 1.0]], ['2, k, 6', [-0.604014, 0.42764, 1.0]], ['2, k, 7', [-0.611751, 0.498439, 1.0]], ['2, k, 8', [-0.0788369, -0.0468285, 1.0]], ['2, k, 9', [0.0861668, 0.111216, 1.0]], ['2, k, 10', [0.111156, 0.376091, 1.0]], ['2, k, 11', [0.100349, 0.470597, 1.0]], ['2, k, 12', [-0.305616, -0.581668, 1.0]], ['2, k, 13', [-0.354905, -0.994426, 1.0]], ['2, k, 14', [-0.378229, -1.40673, 1.0]], ['2, k, 15', [-0.371006, -1.45127, 1.0]], ['2, k, 16', [-0.150432, -0.579583, 1.0]], ['2, k, 17', [-0.105294, -1.01211, 1.0]], ['2, k, 18', [-0.0642975, -1.39552, 1.0]], ['2, k, 19', [-0.0476155, -1.43694, 1.0]], ['2, k, 20', [-0.241684, -0.0925778, 1.0]], ['2, k, 21', [-0.600712, 0.568517, 1.0]], ['2, k, 22', [-0.666329, 0.49821, 1.0]], ['2, k, 23', [0.107889, 0.544757, 1.0]], ['2, k, 24', [0.0551968, 0.500412, 1.0]]]
[['2, k, 0', [-0.231209, -0.588752, 1.0]], ['2, k, 1', [-0.237639, -0.303694, 1.0]], ['2, k, 2', [-0.243329, -0.023764, 1.0]], ['2, k, 3', [-0.236707, 0.0941496, 1.0]], ['2, k, 4', [-0.409975, -0.0634901, 1.0]], ['2, k, 5', [-0.583394, 0.126363, 1.0]], ['2, k, 6', [-0.605365, 0.426174, 1.0]], ['2, k, 7', [-0.613707, 0.4985, 1.0]], ['2, k, 8', [-0.0791065, -0.046917, 1.0]], ['2, k, 9', [0.0859655, 0.111166, 1.0]], ['2, k, 10', [0.110619, 0.37566, 1.0]], ['2, k, 11', [0.0988257, 0.470721, 1.0]], ['2, k, 12', [-0.305577, -0.581604, 1.0]], ['2, k, 13', [-0.354888, -0.994448, 1.0]], ['2, k, 14', [-0.378209, -1.40662, 1.0]], ['2, k, 15', [-0.370592, -1.45123, 1.0]], ['2, k, 16', [-0.150443, -0.579514, 1.0]], ['2, k, 17', [-0.105226, -1.01223, 1.0]], ['2, k, 18', [-0.0639803, -1.39523, 1.0]], ['2, k, 19', [-0.0468291, -1.43655, 1.0]], ['2, k, 20', [-0.242066, -0.0927395, 1.0]], ['2, k, 21', [-0.593298, 0.56995, 1.0]], ['2, k, 22', [-0.669194, 0.501385, 1.0]], ['2, k, 23', [0.102982, 0.542509, 1.0]], ['2, k, 24', [0.0537666, 0.495278, 1.0]]]
[['2, k, 0', [-0.231226, -0.588582, 1.0]], ['2, k, 1', [-0.237789, -0.303528, 1.0]], ['2, k, 2', [-0.243697, -0.0236135, 1.0]], ['2, k, 3', [-0.237216, 0.0940123, 1.0]], ['2, k, 4', [-0.410048, -0.0638598, 1.0]], ['2, k, 5', [-0.584294, 0.12426, 1.0]], ['2, k, 6', [-0.606545, 0.423984, 1.0]], ['2, k, 7', [-0.615556, 0.496911, 1.0]], ['2, k, 8', [-0.0791029, -0.046806, 1.0]], ['2, k, 9', [0.0858365, 0.111149, 1.0]], ['2, k, 10', [0.110002, 0.37576, 1.0]], ['2, k, 11', [0.097313, 0.471977, 1.0]], ['2, k, 12', [-0.305561, -0.581453, 1.0]], ['2, k, 13', [-0.354681, -0.994473, 1.0]], ['2, k, 14', [-0.378221, -1.40659, 1.0]], ['2, k, 15', [-0.370356, -1.45133, 1.0]], ['2, k, 16', [-0.150494, -0.579297, 1.0]], ['2, k, 17', [-0.105143, -1.01216, 1.0]], ['2, k, 18', [-0.0641303, -1.3926, 1.0]], ['2, k, 19', [-0.0466637, -1.43383, 1.0]], ['2, k, 20', [-0.242382, -0.0926066, 1.0]], ['2, k, 21', [-0.594463, 0.571073, 1.0]], ['2, k, 22', [-0.676355, 0.499833, 1.0]], ['2, k, 23', [0.106684, 0.541988, 1.0]], ['2, k, 24', [0.0540692, 0.502253, 1.0]]]
[['2, k, 0', [-0.231229, -0.588513, 1.0]], ['2, k, 1', [-0.237914, -0.30345, 1.0]], ['2, k, 2', [-0.243985, -0.0235579, 1.0]], ['2, k, 3', [-0.238279, 0.093385, 1.0]], ['2, k, 4', [-0.410022, -0.0640634, 1.0]], ['2, k, 5', [-0.585051, 0.122899, 1.0]], ['2, k, 6', [-0.607017, 0.422605, 1.0]], ['2, k, 7', [-0.616731, 0.497021, 1.0]], ['2, k, 8', [-0.0790149, -0.0466371, 1.0]], ['2, k, 9', [0.0858972, 0.111478, 1.0]], ['2, k, 10', [0.109221, 0.375547, 1.0]], ['2, k, 11', [0.0960601, 0.472114, 1.0]], ['2, k, 12', [-0.305486, -0.581367, 1.0]], ['2, k, 13', [-0.354652, -0.994548, 1.0]], ['2, k, 14', [-0.378087, -1.40763, 1.0]], ['2, k, 15', [-0.369974, -1.45246, 1.0]], ['2, k, 16', [-0.150544, -0.579226, 1.0]], ['2, k, 17', [-0.105238, -1.01208, 1.0]], ['2, k, 18', [-0.0639194, -1.39299, 1.0]], ['2, k, 19', [-0.0461913, -1.43414, 1.0]], ['2, k, 20', [-0.242623, -0.0925641, 1.0]], ['2, k, 21', [-0.60231, 0.572581, 1.0]], ['2, k, 22', [-0.677427, 0.500033, 1.0]], ['2, k, 23', [0.0990454, 0.544821, 1.0]], ['2, k, 24', [0.052121, 0.503391, 1.0]]]
[['2, k, 0', [-0.231214, -0.588512, 1.0]], ['2, k, 1', [-0.238012, -0.303465, 1.0]], ['2, k, 2', [-0.24427, -0.0236453, 1.0]], ['2, k, 3', [-0.238927, 0.0933032, 1.0]], ['2, k, 4', [-0.410007, -0.064477, 1.0]], ['2, k, 5', [-0.585672, 0.120049, 1.0]], ['2, k, 6', [-0.607765, 0.419703, 1.0]], ['2, k, 7', [-0.617703, 0.495303, 1.0]], ['2, k, 8', [-0.0790846, -0.0466524, 1.0]], ['2, k, 9', [0.0860032, 0.111653, 1.0]], ['2, k, 10', [0.108421, 0.375825, 1.0]], ['2, k, 11', [0.0940676, 0.472269, 1.0]], ['2, k, 12', [-0.30544, -0.581422, 1.0]], ['2, k, 13', [-0.354569, -0.99499, 1.0]], ['2, k, 14', [-0.37796, -1.40813, 1.0]], ['2, k, 15', [-0.369643, -1.45295, 1.0]], ['2, k, 16', [-0.150551, -0.579193, 1.0]], ['2, k, 17', [-0.105197, -1.01231, 1.0]], ['2, k, 18', [-0.0629602, -1.40014, 1.0]], ['2, k, 19', [-0.0449656, -1.44159, 1.0]], ['2, k, 20', [-0.242862, -0.0926487, 1.0]], ['2, k, 21', [-0.61094, 0.557342, 1.0]], ['2, k, 22', [-0.675297, 0.498261, 1.0]], ['2, k, 23', [0.0966884, 0.544811, 1.0]], ['2, k, 24', [0.0473597, 0.505491, 1.0]]]
[['2, k, 0', [-0.231195, -0.588006, 1.0]], ['2, k, 1', [-0.23821, -0.303144, 1.0]], ['2, k, 2', [-0.244624, -0.0234662, 1.0]], ['2, k, 3', [-0.239533, 0.0933295, 1.0]], ['2, k, 4', [-0.412909, -0.062237, 1.0]], ['2, k, 5', [-0.587006, 0.120597, 1.0]], ['2, k, 6', [-0.609514, 0.420104, 1.0]], ['2, k, 7', [-0.622582, 0.494256, 1.0]], ['2, k, 8', [-0.0790574, -0.0463932, 1.0]], ['2, k, 9', [0.0858309, 0.111848, 1.0]], ['2, k, 10', [0.107539, 0.376374, 1.0]], ['2, k, 11', [0.0925908, 0.472176, 1.0]], ['2, k, 12', [-0.305349, -0.580666, 1.0]], ['2, k, 13', [-0.354522, -0.995149, 1.0]], ['2, k, 14', [-0.377903, -1.40819, 1.0]], ['2, k, 15', [-0.370324, -1.45299, 1.0]], ['2, k, 16', [-0.15058, -0.578903, 1.0]], ['2, k, 17', [-0.105197, -1.01234, 1.0]], ['2, k, 18', [-0.062747, -1.39874, 1.0]], ['2, k, 19', [-0.0454049, -1.4403, 1.0]], ['2, k, 20', [-0.243167, -0.0924644, 1.0]], ['2, k, 21', [-0.616588, 0.558848, 1.0]], ['2, k, 22', [-0.681542, 0.494621, 1.0]], ['2, k, 23', [0.0974754, 0.543387, 1.0]], ['2, k, 24', [0.0469967, 0.494257, 1.0]]]
[['2, k, 0', [-0.231157, -0.587986, 1.0]], ['2, k, 1', [-0.238483, -0.303324, 1.0]], ['2, k, 2', [-0.245826, -0.0244011, 1.0]], ['2, k, 3', [-0.240294, 0.0927084, 1.0]], ['2, k, 4', [-0.412613, -0.0631831, 1.0]], ['2, k, 5', [-0.58857, 0.120779, 1.0]], ['2, k, 6', [-0.611321, 0.420166, 1.0]], ['2, k, 7', [-0.622986, 0.483667, 1.0]], ['2, k, 8', [-0.0791511, -0.0461588, 1.0]], ['2, k, 9', [0.0857362, 0.111955, 1.0]], ['2, k, 10', [0.100234, 0.402379, 1.0]], ['2, k, 11', [0.0868886, 0.488842, 1.0]], ['2, k, 12', [-0.305247, -0.580675, 1.0]], ['2, k, 13', [-0.354522, -0.995098, 1.0]], ['2, k, 14', [-0.378524, -1.41006, 1.0]], ['2, k, 15', [-0.37043, -1.45562, 1.0]], ['2, k, 16', [-0.150579, -0.578871, 1.0]], ['2, k, 17', [-0.105217, -1.0124, 1.0]], ['2, k, 18', [-0.062361, -1.39768, 1.0]], ['2, k, 19', [-0.0443174, -1.43886, 1.0]], ['2, k, 20', [-0.244113, -0.0932056, 1.0]], ['2, k, 21', [-0.609587, 0.562066, 1.0]], ['2, k, 22', [-0.678929, 0.487552, 1.0]], ['2, k, 23', [0.0905901, 0.563311, 1.0]], ['2, k, 24', [0.0182528, 0.497077, 1.0]]]
[['2, k, 0', [-0.231154, -0.587799, 1.0]], ['2, k, 1', [-0.238722, -0.303268, 1.0]], ['2, k, 2', [-0.246388, -0.024582, 1.0]], ['2, k, 3', [-0.240981, 0.0928134, 1.0]], ['2, k, 4', [-0.412575, -0.0637226, 1.0]], ['2, k, 5', [-0.589717, 0.120853, 1.0]], ['2, k, 6', [-0.613359, 0.420129, 1.0]], ['2, k, 7', [-0.623079, 0.484353, 1.0]], ['2, k, 8', [-0.0791486, -0.0459371, 1.0]], ['2, k, 9', [0.0856253, 0.114187, 1.0]], ['2, k, 10', [0.0985922, 0.406053, 1.0]], ['2, k, 11', [0.0868641, 0.490411, 1.0]], ['2, k, 12', [-0.305159, -0.58034, 1.0]], ['2, k, 13', [-0.354522, -0.994865, 1.0]], ['2, k, 14', [-0.375443, -1.40407, 1.0]], ['2, k, 15', [-0.36626, -1.44819, 1.0]], ['2, k, 16', [-0.150625, -0.578795, 1.0]], ['2, k, 17', [-0.105207, -1.01233, 1.0]], ['2, k, 18', [-0.0621237, -1.39621, 1.0]], ['2, k, 19', [-0.0435653, -1.43707, 1.0]], ['2, k, 20', [-0.244594, -0.0933352, 1.0]], ['2, k, 21', [-0.620503, 0.555461, 1.0]], ['2, k, 22', [-0.672838, 0.488622, 1.0]], ['2, k, 23', [0.0921371, 0.561186, 1.0]], ['2, k, 24', [0.0157068, 0.496047, 1.0]]]
[['2, k, 0', [-0.231156, -0.587671, 1.0]], ['2, k, 1', [-0.238999, -0.303165, 1.0]], ['2, k, 2', [-0.246945, -0.0245035, 1.0]], ['2, k, 3', [-0.24165, 0.0924737, 1.0]], ['2, k, 4', [-0.412512, -0.0641497, 1.0]], ['2, k, 5', [-0.590464, 0.120057, 1.0]], ['2, k, 6', [-0.614861, 0.419173, 1.0]], ['2, k, 7', [-0.625939, 0.484283, 1.0]], ['2, k, 8', [-0.0792872, -0.0457781, 1.0]], ['2, k, 9', [0.0855716, 0.114319, 1.0]], ['2, k, 10', [0.0977194, 0.40756, 1.0]], ['2, k, 11', [0.0850431, 0.49242, 1.0]], ['2, k, 12', [-0.3051, -0.580128, 1.0]], ['2, k, 13', [-0.354504, -0.994874, 1.0]], ['2, k, 14', [-0.375916, -1.40558, 1.0]], ['2, k, 15', [-0.366499, -1.44975, 1.0]], ['2, k, 16', [-0.15067, -0.578742, 1.0]], ['2, k, 17', [-0.105196, -1.01236, 1.0]], ['2, k, 18', [-0.062417, -1.39766, 1.0]], ['2, k, 19', [-0.0436344, -1.43853, 1.0]], ['2, k, 20', [-0.245088, -0.0932699, 1.0]], ['2, k, 21', [-0.602232, 0.564929, 1.0]], ['2, k, 22', [-0.682833, 0.486275, 1.0]], ['2, k, 23', [0.0906023, 0.564439, 1.0]], ['2, k, 24', [0.0165546, 0.499522, 1.0]]]
[['2, k, 0', [-0.231181, -0.587605, 1.0]], ['2, k, 1', [-0.239252, -0.303233, 1.0]], ['2, k, 2', [-0.247375, -0.0248685, 1.0]], ['2, k, 3', [-0.241975, 0.0926722, 1.0]], ['2, k, 4', [-0.412346, -0.0646455, 1.0]], ['2, k, 5', [-0.591799, 0.120648, 1.0]], ['2, k, 6', [-0.620061, 0.419086, 1.0]], ['2, k, 7', [-0.626544, 0.486961, 1.0]], ['2, k, 8', [-0.079326, -0.0455258, 1.0]], ['2, k, 9', [0.0851043, 0.114531, 1.0]], ['2, k, 10', [0.0976643, 0.391312, 1.0]], ['2, k, 11', [0.0863359, 0.483624, 1.0]], ['2, k, 12', [-0.3051, -0.580062, 1.0]], ['2, k, 13', [-0.354496, -0.994921, 1.0]], ['2, k, 14', [-0.376485, -1.40769, 1.0]], ['2, k, 15', [-0.366763, -1.45198, 1.0]], ['2, k, 16', [-0.150705, -0.578693, 1.0]], ['2, k, 17', [-0.105183, -1.01245, 1.0]], ['2, k, 18', [-0.0623268, -1.39743, 1.0]], ['2, k, 19', [-0.0431803, -1.43819, 1.0]], ['2, k, 20', [-0.24549, -0.0935743, 1.0]], ['2, k, 21', [-0.610489, 0.562075, 1.0]], ['2, k, 22', [-0.684796, 0.487775, 1.0]], ['2, k, 23', [0.0852485, 0.562688, 1.0]], ['2, k, 24', [0.0166046, 0.493562, 1.0]]]
[['2, k, 0', [-0.231187, -0.58754, 1.0]], ['2, k, 1', [-0.239436, -0.303183, 1.0]], ['2, k, 2', [-0.247642, -0.0248113, 1.0]], ['2, k, 3', [-0.242612, 0.092948, 1.0]], ['2, k, 4', [-0.412457, -0.0650778, 1.0]], ['2, k, 5', [-0.592505, 0.119952, 1.0]], ['2, k, 6', [-0.62259, 0.417748, 1.0]], ['2, k, 7', [-0.627764, 0.48815, 1.0]], ['2, k, 8', [-0.0793575, -0.0452988, 1.0]], ['2, k, 9', [0.0844397, 0.115429, 1.0]], ['2, k, 10', [0.0975312, 0.387804, 1.0]], ['2, k, 11', [0.0858428, 0.480713, 1.0]], ['2, k, 12', [-0.305059, -0.57997, 1.0]], ['2, k, 13', [-0.354437, -0.995092, 1.0]], ['2, k, 14', [-0.376871, -1.40829, 1.0]], ['2, k, 15', [-0.366903, -1.4527, 1.0]], ['2, k, 16', [-0.150729, -0.578666, 1.0]], ['2, k, 17', [-0.105162, -1.01263, 1.0]], ['2, k, 18', [-0.0622657, -1.39755, 1.0]], ['2, k, 19', [-0.0427867, -1.43826, 1.0]], ['2, k, 20', [-0.245744, -0.0935336, 1.0]], ['2, k, 21', [-0.617574, 0.557645, 1.0]], ['2, k, 22', [-0.687831, 0.490723, 1.0]], ['2, k, 23', [0.0865003, 0.557218, 1.0]], ['2, k, 24', [0.024646, 0.496418, 1.0]]]
[['2, k, 0', [-0.231312, -0.587317, 1.0]], ['2, k, 1', [-0.239571, -0.303036, 1.0]], ['2, k, 2', [-0.247381, -0.024842, 1.0]], ['2, k, 3', [-0.243404, 0.0933453, 1.0]], ['2, k, 4', [-0.414256, -0.0633719, 1.0]], ['2, k, 5', [-0.593048, 0.119868, 1.0]], ['2, k, 6', [-0.621364, 0.417839, 1.0]], ['2, k, 7', [-0.626514, 0.487025, 1.0]], ['2, k, 8', [-0.0794805, -0.0451035, 1.0]], ['2, k, 9', [0.083872, 0.115859, 1.0]], ['2, k, 10', [0.0974255, 0.386303, 1.0]], ['2, k, 11', [0.0861784, 0.479383, 1.0]], ['2, k, 12', [-0.305115, -0.579732, 1.0]], ['2, k, 13', [-0.354444, -0.995517, 1.0]], ['2, k, 14', [-0.377173, -1.40925, 1.0]], ['2, k, 15', [-0.367221, -1.45377, 1.0]], ['2, k, 16', [-0.150924, -0.578489, 1.0]], ['2, k, 17', [-0.105184, -1.01258, 1.0]], ['2, k, 18', [-0.0624079, -1.39804, 1.0]], ['2, k, 19', [-0.0430431, -1.43857, 1.0]], ['2, k, 20', [-0.245633, -0.0935429, 1.0]], ['2, k, 21', [-0.612612, 0.556016, 1.0]], ['2, k, 22', [-0.683861, 0.48956, 1.0]], ['2, k, 23', [0.0871235, 0.551345, 1.0]], ['2, k, 24', [0.0343436, 0.498879, 1.0]]]
