[['2, k, 0', [0.04409565, 0.01674226, 1.0]], ['2, k, 1', [0.04101397, 0.326719, 1.0]], ['2, k, 2', [0.03935456, 0.6229622, 1.0]], ['2, k, 3', [0.02466569, 0.7471285, 1.0]], ['2, k, 4', [-0.1195526, 0.5024073, 1.0]], ['2, k, 5', [-0.1653536, 0.2558371, 1.0]], ['2, k, 6', [-0.1454548, 0.03538229, 1.0]], ['2, k, 7', [-0.1270538, -0.03674633, 1.0]], ['2, k, 8', [0.2001964, 0.5343179, 1.0]], ['2, k, 9', [0.2570538, 0.2863731, 1.0]], ['2, k, 10', [0.2824628, 0.07812571, 1.0]], ['2, k, 11', [0.2854923, 0.03542393, 1.0]], ['2, k, 12', [-0.0296881, 0.01401929, 1.0]], ['2, k, 13', [-0.05098213, -0.3772196, 1.0]], ['2, k, 14', [-0.05435352, -0.6965316, 1.0]], ['2, k, 15', [-0.07179352, -0.7534164, 1.0]], ['2, k, 16', [0.1162384, 0.01878793, 1.0]], ['2, k, 17', [0.1432752, -0.3894989, 1.0]], ['2, k, 18', [0.1928835, -0.6866869, 1.0]], ['2, k, 19', [0.2546402, -0.728295, 1.0]], ['2, k, 20', [0.03948135, 0.5508431, 1.0]], ['2, k, 21', [-0.1075574, -0.1086827, 1.0]], ['2, k, 22', [-0.1440589, -0.05375248, 1.0]], ['2, k, 23', [0.2953777, -0.04417173, 1.0]], ['2, k, 24', [0.3079942, 0.01318682, 1.0]]]
[['2, k, 0', [0.01698051, 0.02071647, 1.0]], ['2, k, 1', [0.01792341, 0.3315803, 1.0]], ['2, k, 2', [0.01861637, 0.6293787, 1.0]], ['2, k, 3', [0.002252032, 0.7512926, 1.0]], ['2, k, 4', [-0.1290012, 0.4975756, 1.0]], ['2, k, 5', [-0.1779069, 0.2801498, 1.0]], ['2, k, 6', [-0.2253323, 0.08240352, 1.0]], ['2, k, 7', [-0.2303054, 0.01779542, 1.0]], ['2, k, 8', [0.1886785, 0.5406843, 1.0]], ['2, k, 9', [0.2379974, 0.2890317, 1.0]], ['2, k, 10', [0.2544418, 0.07848062, 1.0]], ['2, k, 11', [0.2642846, 0.03281465, 1.0]], ['2, k, 12', [-0.05463279, 0.01988363, 1.0]], ['2, k, 13', [-0.07153483, -0.3694515, 1.0]], ['2, k, 14', [-0.05589923, -0.7075814, 1.0]], ['2, k, 15', [-0.08048436, -0.7548261, 1.0]], ['2, k, 16', [0.08805954, 0.02055876, 1.0]], ['2, k, 17', [0.1315142, -0.3835132, 1.0]], ['2, k, 18', [0.1945807, -0.6843083, 1.0]], ['2, k, 19', [0.2474046, -0.7350834, 1.0]], ['2, k, 20', [0.0184935, 0.556818, 1.0]], ['2, k, 21', [-0.242971, -0.03009447, 1.0]], ['2, k, 22', [-0.1682238, 0.009932653, 1.0]], ['2, k, 23', [0.2840234, -0.03988717, 1.0]], ['2, k, 24', [0.2291279, 0.03309611, 1.0]]]
[['2, k, 0', [0.01758596, 0.02058137, 1.0]], ['2, k, 1', [0.0186693, 0.3317605, 1.0]], ['2, k, 2', [0.0195667, 0.6299894, 1.0]], ['2, k, 3', [0.002544084, 0.7514766, 1.0]], ['2, k, 4', [-0.129131, 0.4975694, 1.0]], ['2, k, 5', [-0.1772976, 0.2796243, 1.0]], ['2, k, 6', [-0.2229201, 0.07937793, 1.0]], ['2, k, 7', [-0.228201, 0.01598791, 1.0]], ['2, k, 8', [0.1883309, 0.5409033, 1.0]], ['2, k, 9', [0.2380688, 0.2889947, 1.0]], ['2, k, 10', [0.2544254, 0.07841104, 1.0]], ['2, k, 11', [0.2650174, 0.03160596, 1.0]], ['2, k, 12', [-0.05386428, 0.01964168, 1.0]], ['2, k, 13', [-0.071673, -0.3691899, 1.0]], ['2, k, 14', [-0.05374751, -0.7042941, 1.0]], ['2, k, 15', [-0.07752962, -0.7513437, 1.0]], ['2, k, 16', [0.08850675, 0.02053001, 1.0]], ['2, k, 17', [0.1315644, -0.3837136, 1.0]], ['2, k, 18', [0.1955836, -0.683102, 1.0]], ['2, k, 19', [0.2133177, -0.7273063, 1.0]], ['2, k, 20', [0.01939387, 0.5573169, 1.0]], ['2, k, 21', [-0.2422428, -0.03138595, 1.0]], ['2, k, 22', [-0.1657912, 0.006168036, 1.0]], ['2, k, 23', [0.2860721, -0.03936375, 1.0]], ['2, k, 24', [0.2393616, -0.01485264, 1.0]]]
[['2, k, 0', [0.0178256, 0.02059082, 1.0]], ['2, k, 1', [0.01898178, 0.331845, 1.0]], ['2, k, 2', [0.02008843, 0.6301594, 1.0]], ['2, k, 3', [0.002787505, 0.7520655, 1.0]], ['2, k, 4', [-0.1290776, 0.4977846, 1.0]], ['2, k, 5', [-0.1769561, 0.2786103, 1.0]], ['2, k, 6', [-0.2222024, 0.07731488, 1.0]], ['2, k, 7', [-0.2277106, 0.01232867, 1.0]], ['2, k, 8', [0.1882175, 0.5409743, 1.0]], ['2, k, 9', [0.2382736, 0.2891942, 1.0]], ['2, k, 10', [0.2541214, 0.07868969, 1.0]], ['2, k, 11', [0.2653751, 0.03422224, 1.0]], ['2, k, 12', [-0.05353558, 0.01961217, 1.0]], ['2, k, 13', [-0.0705267, -0.3711296, 1.0]], ['2, k, 14', [-0.05621515, -0.7052672, 1.0]], ['2, k, 15', [-0.07765282, -0.7518387, 1.0]], ['2, k, 16', [0.08865835, 0.02057466, 1.0]], ['2, k, 17', [0.1315835, -0.38379, 1.0]], ['2, k, 18', [0.195101, -0.6837746, 1.0]], ['2, k, 19', [0.2500868, -0.7327091, 1.0]], ['2, k, 20', [0.01986089, 0.5574711, 1.0]], ['2, k, 21', [-0.2387778, -0.03609309, 1.0]], ['2, k, 22', [-0.1641776, 0.00272819, 1.0]], ['2, k, 23', [0.2843836, -0.0378626, 1.0]], ['2, k, 24', [0.2296506, 0.03553177, 1.0]]]
[['2, k, 0', [0.01834239, 0.02062928, 1.0]], ['2, k, 1', [0.01949137, 0.3319598, 1.0]], ['2, k, 2', [0.02063883, 0.6303223, 1.0]], ['2, k, 3', [0.002829642, 0.7521487, 1.0]], ['2, k, 4', [-0.1290717, 0.4977912, 1.0]], ['2, k, 5', [-0.1765187, 0.2773099, 1.0]], ['2, k, 6', [-0.2218629, 0.07517838, 1.0]], ['2, k, 7', [-0.2300258, 0.01352123, 1.0]], ['2, k, 8', [0.1881742, 0.5415949, 1.0]], ['2, k, 9', [0.2383898, 0.2891735, 1.0]], ['2, k, 10', [0.2540793, 0.0786009, 1.0]], ['2, k, 11', [0.265254, 0.03221406, 1.0]], ['2, k, 12', [-0.05302057, 0.0195613, 1.0]], ['2, k, 13', [-0.07044642, -0.3706617, 1.0]], ['2, k, 14', [-0.05588043, -0.7037914, 1.0]], ['2, k, 15', [-0.07828549, -0.7514659, 1.0]], ['2, k, 16', [0.08914644, 0.02071963, 1.0]], ['2, k, 17', [0.1318847, -0.3838763, 1.0]], ['2, k, 18', [0.1949076, -0.6845965, 1.0]], ['2, k, 19', [0.2497068, -0.7339535, 1.0]], ['2, k, 20', [0.02040598, 0.5576295, 1.0]], ['2, k, 21', [-0.2399723, -0.03665643, 1.0]], ['2, k, 22', [-0.1665476, 0.002255675, 1.0]], ['2, k, 23', [0.2871465, -0.04197235, 1.0]], ['2, k, 24', [0.2556141, -0.03000128, 1.0]]]
[['2, k, 0', [0.01920871, 0.02090435, 1.0]], ['2, k, 1', [0.02022362, 0.3322927, 1.0]], ['2, k, 2', [0.02116183, 0.6306201, 1.0]], ['2, k, 3', [0.002768164, 0.7524794, 1.0]], ['2, k, 4', [-0.129018, 0.4982021, 1.0]], ['2, k, 5', [-0.1766399, 0.277101, 1.0]], ['2, k, 6', [-0.223099, 0.07490815, 1.0]], ['2, k, 7', [-0.2324155, 0.0273397, 1.0]], ['2, k, 8', [0.1916643, 0.5420228, 1.0]], ['2, k, 9', [0.2389375, 0.2895393, 1.0]], ['2, k, 10', [0.2540512, 0.07915605, 1.0]], ['2, k, 11', [0.2625746, 0.03890134, 1.0]], ['2, k, 12', [-0.05214128, 0.01979988, 1.0]], ['2, k, 13', [-0.06993349, -0.369909, 1.0]], ['2, k, 14', [-0.05388035, -0.7004408, 1.0]], ['2, k, 15', [-0.07555372, -0.7490274, 1.0]], ['2, k, 16', [0.08993042, 0.02104794, 1.0]], ['2, k, 17', [0.1331858, -0.3834869, 1.0]], ['2, k, 18', [0.193931, -0.6856015, 1.0]], ['2, k, 19', [0.2496494, -0.7347414, 1.0]], ['2, k, 20', [0.02098313, 0.5579475, 1.0]], ['2, k, 21', [-0.240241, -0.01766217, 1.0]], ['2, k, 22', [-0.1704015, 0.01410303, 1.0]], ['2, k, 23', [0.2811305, -0.03879833, 1.0]], ['2, k, 24', [0.3024287, 0.01509471, 1.0]]]
[['2, k, 0', [0.01959996, 0.02094952, 1.0]], ['2, k, 1', [0.02059106, 0.3324166, 1.0]], ['2, k, 2', [0.0214585, 0.6307793, 1.0]], ['2, k, 3', [0.002792347, 0.7524897, 1.0]], ['2, k, 4', [-0.12895, 0.4982406, 1.0]], ['2, k, 5', [-0.176837, 0.2766416, 1.0]], ['2, k, 6', [-0.2251506, 0.07525425, 1.0]], ['2, k, 7', [-0.2441875, 0.02611795, 1.0]], ['2, k, 8', [0.1912522, 0.542246, 1.0]], ['2, k, 9', [0.2393023, 0.2896348, 1.0]], ['2, k, 10', [0.2540914, 0.0792479, 1.0]], ['2, k, 11', [0.2627, 0.04194595, 1.0]], ['2, k, 12', [-0.05181552, 0.01985033, 1.0]], ['2, k, 13', [-0.06949021, -0.3701286, 1.0]], ['2, k, 14', [-0.05392575, -0.7040753, 1.0]], ['2, k, 15', [-0.0775466, -0.7509711, 1.0]], ['2, k, 16', [0.09035402, 0.02109813, 1.0]], ['2, k, 17', [0.1335162, -0.3838342, 1.0]], ['2, k, 18', [0.1938328, -0.6856204, 1.0]], ['2, k, 19', [0.2493473, -0.7349355, 1.0]], ['2, k, 20', [0.02129803, 0.5581025, 1.0]], ['2, k, 21', [-0.2607957, -0.0165875, 1.0]], ['2, k, 22', [-0.1797395, 0.02353094, 1.0]], ['2, k, 23', [0.291974, -0.02914034, 1.0]], ['2, k, 24', [0.2975743, 0.01029205, 1.0]]]
[['2, k, 0', [0.02006069, 0.0212982, 1.0]], ['2, k, 1', [0.02131933, 0.3327829, 1.0]], ['2, k, 2', [0.02239498, 0.6310656, 1.0]], ['2, k, 3', [0.003029577, 0.7525853, 1.0]], ['2, k, 4', [-0.1287855, 0.4984219, 1.0]], ['2, k, 5', [-0.1787542, 0.2769853, 1.0]], ['2, k, 6', [-0.2353565, 0.08500067, 1.0]], ['2, k, 7', [-0.2529533, 0.03593146, 1.0]], ['2, k, 8', [0.1911555, 0.5422998, 1.0]], ['2, k, 9', [0.2396679, 0.2896527, 1.0]], ['2, k, 10', [0.2544534, 0.07928515, 1.0]], ['2, k, 11', [0.2659733, 0.03588101, 1.0]], ['2, k, 12', [-0.05134931, 0.02027298, 1.0]], ['2, k, 13', [-0.06914269, -0.3694545, 1.0]], ['2, k, 14', [-0.05296305, -0.7032011, 1.0]], ['2, k, 15', [-0.07666057, -0.7503493, 1.0]], ['2, k, 16', [0.09077757, 0.02138344, 1.0]], ['2, k, 17', [0.1341568, -0.3837782, 1.0]], ['2, k, 18', [0.1946734, -0.6851644, 1.0]], ['2, k, 19', [0.2494046, -0.7352196, 1.0]], ['2, k, 20', [0.02217881, 0.5584137, 1.0]], ['2, k, 21', [-0.2703971, -0.002762933, 1.0]], ['2, k, 22', [-0.1906465, 0.03251397, 1.0]], ['2, k, 23', [0.2830396, -0.038272, 1.0]], ['2, k, 24', [0.3003746, 0.01229757, 1.0]]]
[['2, k, 0', [0.02068197, 0.02180227, 1.0]], ['2, k, 1', [0.0219843, 0.3329645, 1.0]], ['2, k, 2', [0.02308325, 0.6309633, 1.0]], ['2, k, 3', [0.003482986, 0.7526192, 1.0]], ['2, k, 4', [-0.1285588, 0.4986255, 1.0]], ['2, k, 5', [-0.1831049, 0.2814141, 1.0]], ['2, k, 6', [-0.2471116, 0.09939309, 1.0]], ['2, k, 7', [-0.2625556, 0.05507119, 1.0]], ['2, k, 8', [0.1912687, 0.5424598, 1.0]], ['2, k, 9', [0.2404978, 0.2893081, 1.0]], ['2, k, 10', [0.2548232, 0.07898746, 1.0]], ['2, k, 11', [0.2639836, 0.03723057, 1.0]], ['2, k, 12', [-0.05061276, 0.02100605, 1.0]], ['2, k, 13', [-0.06879639, -0.3700316, 1.0]], ['2, k, 14', [-0.05309305, -0.7101828, 1.0]], ['2, k, 15', [-0.07707304, -0.7540246, 1.0]], ['2, k, 16', [0.09125851, 0.02169663, 1.0]], ['2, k, 17', [0.1347457, -0.3833756, 1.0]], ['2, k, 18', [0.1949754, -0.6857581, 1.0]], ['2, k, 19', [0.2493245, -0.7354436, 1.0]], ['2, k, 20', [0.02285014, 0.5583797, 1.0]], ['2, k, 21', [-0.2809438, 0.0171262, 1.0]], ['2, k, 22', [-0.1967953, 0.04925912, 1.0]], ['2, k, 23', [0.2771746, -0.03897791, 1.0]], ['2, k, 24', [0.2987055, 0.01207727, 1.0]]]
[['2, k, 0', [0.02102151, 0.02203584, 1.0]], ['2, k, 1', [0.02246315, 0.3331288, 1.0]], ['2, k, 2', [0.02369953, 0.6310511, 1.0]], ['2, k, 3', [0.004029655, 0.7527068, 1.0]], ['2, k, 4', [-0.1265267, 0.4994162, 1.0]], ['2, k, 5', [-0.1852483, 0.2876938, 1.0]], ['2, k, 6', [-0.2621204, 0.1257908, 1.0]], ['2, k, 7', [-0.2741486, 0.07386301, 1.0]], ['2, k, 8', [0.1919251, 0.5425774, 1.0]], ['2, k, 9', [0.2410527, 0.2890324, 1.0]], ['2, k, 10', [0.2552861, 0.07874487, 1.0]], ['2, k, 11', [0.2660413, 0.03422973, 1.0]], ['2, k, 12', [-0.05026355, 0.02136231, 1.0]], ['2, k, 13', [-0.06813559, -0.3704287, 1.0]], ['2, k, 14', [-0.05525237, -0.7104714, 1.0]], ['2, k, 15', [-0.07705032, -0.7541116, 1.0]], ['2, k, 16', [0.09155463, 0.0218311, 1.0]], ['2, k, 17', [0.1343255, -0.3835093, 1.0]], ['2, k, 18', [0.1947135, -0.6857662, 1.0]], ['2, k, 19', [0.2491672, -0.7350463, 1.0]], ['2, k, 20', [0.02342032, 0.5584862, 1.0]], ['2, k, 21', [-0.2891193, 0.04205833, 1.0]], ['2, k, 22', [-0.2103516, 0.06495247, 1.0]], ['2, k, 23', [0.2848137, -0.03848168, 1.0]], ['2, k, 24', [0.3027342, 0.01043782, 1.0]]]
[['2, k, 0', [0.02175222, 0.02210482, 1.0]], ['2, k, 1', [0.02328953, 0.3331894, 1.0]], ['2, k, 2', [0.0245626, 0.6310754, 1.0]], ['2, k, 3', [0.004783956, 0.7528294, 1.0]], ['2, k, 4', [-0.1240458, 0.5007744, 1.0]], ['2, k, 5', [-0.1898946, 0.2992808, 1.0]], ['2, k, 6', [-0.2643405, 0.1351167, 1.0]], ['2, k, 7', [-0.2800013, 0.10058, 1.0]], ['2, k, 8', [0.1923364, 0.5426608, 1.0]], ['2, k, 9', [0.2416715, 0.2892075, 1.0]], ['2, k, 10', [0.255535, 0.0789066, 1.0]], ['2, k, 11', [0.2639621, 0.03559714, 1.0]], ['2, k, 12', [-0.04955322, 0.02155568, 1.0]], ['2, k, 13', [-0.06752653, -0.3705224, 1.0]], ['2, k, 14', [-0.05785826, -0.709971, 1.0]], ['2, k, 15', [-0.07674294, -0.7538437, 1.0]], ['2, k, 16', [0.09224623, 0.02180459, 1.0]], ['2, k, 17', [0.1366856, -0.3816561, 1.0]], ['2, k, 18', [0.194482, -0.6854877, 1.0]], ['2, k, 19', [0.2491208, -0.7349532, 1.0]], ['2, k, 20', [0.02427163, 0.5585216, 1.0]], ['2, k, 21', [-0.3075064, 0.0758839, 1.0]], ['2, k, 22', [-0.2188483, 0.08887156, 1.0]], ['2, k, 23', [0.2835202, -0.03877737, 1.0]], ['2, k, 24', [0.2961057, 0.01134714, 1.0]]]
[['2, k, 0', [0.02238165, 0.02255047, 1.0]], ['2, k, 1', [0.02405938, 0.3334091, 1.0]], ['2, k, 2', [0.02545629, 0.6310962, 1.0]], ['2, k, 3', [0.006008375, 0.7525659, 1.0]], ['2, k, 4', [-0.121002, 0.5027403, 1.0]], ['2, k, 5', [-0.1996504, 0.3074749, 1.0]], ['2, k, 6', [-0.2765743, 0.1693206, 1.0]], ['2, k, 7', [-0.2921675, 0.1281518, 1.0]], ['2, k, 8', [0.1928917, 0.5426257, 1.0]], ['2, k, 9', [0.2422649, 0.2895399, 1.0]], ['2, k, 10', [0.2562178, 0.07915784, 1.0]], ['2, k, 11', [0.2670317, 0.03410921, 1.0]], ['2, k, 12', [-0.04900556, 0.02232436, 1.0]], ['2, k, 13', [-0.06649002, -0.3704025, 1.0]], ['2, k, 14', [-0.05725428, -0.7083269, 1.0]], ['2, k, 15', [-0.07663663, -0.7538135, 1.0]], ['2, k, 16', [0.09291492, 0.02197048, 1.0]], ['2, k, 17', [0.1362201, -0.3818199, 1.0]], ['2, k, 18', [0.1974738, -0.6821939, 1.0]], ['2, k, 19', [0.2488211, -0.7352155, 1.0]], ['2, k, 20', [0.02512958, 0.5585905, 1.0]], ['2, k, 21', [-0.3189385, 0.1101299, 1.0]], ['2, k, 22', [-0.233928, 0.1180462, 1.0]], ['2, k, 23', [0.2857847, -0.04022609, 1.0]], ['2, k, 24', [0.2953273, 0.04276192, 1.0]]]
[['2, k, 0', [0.02276074, 0.02306818, 1.0]], ['2, k, 1', [0.02452821, 0.3336319, 1.0]], ['2, k, 2', [0.02606926, 0.6311126, 1.0]], ['2, k, 3', [0.007549184, 0.7523287, 1.0]], ['2, k, 4', [-0.1169754, 0.5065352, 1.0]], ['2, k, 5', [-0.2046418, 0.3436601, 1.0]], ['2, k, 6', [-0.2835738, 0.1754054, 1.0]], ['2, k, 7', [-0.2987924, 0.158374, 1.0]], ['2, k, 8', [0.1933056, 0.5426487, 1.0]], ['2, k, 9', [0.2427043, 0.2894003, 1.0]], ['2, k, 10', [0.2564052, 0.07905227, 1.0]], ['2, k, 11', [0.2657102, 0.03640639, 1.0]], ['2, k, 12', [-0.04865218, 0.02306096, 1.0]], ['2, k, 13', [-0.06642954, -0.3704375, 1.0]], ['2, k, 14', [-0.05914114, -0.7052681, 1.0]], ['2, k, 15', [-0.07681244, -0.7537715, 1.0]], ['2, k, 16', [0.09326933, 0.02229217, 1.0]], ['2, k, 17', [0.1346412, -0.383279, 1.0]], ['2, k, 18', [0.2237727, -0.6948917, 1.0]], ['2, k, 19', [0.2518449, -0.7385698, 1.0]], ['2, k, 20', [0.02568796, 0.5586565, 1.0]], ['2, k, 21', [-0.3242029, 0.1486534, 1.0]], ['2, k, 22', [-0.2481563, 0.1440877, 1.0]], ['2, k, 23', [0.2858778, -0.03824697, 1.0]], ['2, k, 24', [0.295676, 0.01029024, 1.0]]]
[['2, k, 0', [0.02317889, 0.02360944, 1.0]], ['2, k, 1', [0.02538919, 0.3339399, 1.0]], ['2, k, 2', [0.02765612, 0.6312243, 1.0]], ['2, k, 3', [0.009602536, 0.7520531, 1.0]], ['2, k, 4', [-0.1124308, 0.5088727, 1.0]], ['2, k, 5', [-0.2069372, 0.3446008, 1.0]], ['2, k, 6', [-0.2990498, 0.2216195, 1.0]], ['2, k, 7', [-0.3157171, 0.1957963, 1.0]], ['2, k, 8', [0.1944197, 0.5425982, 1.0]], ['2, k, 9', [0.243292, 0.2897857, 1.0]], ['2, k, 10', [0.2566807, 0.0794383, 1.0]], ['2, k, 11', [0.2662019, 0.03478059, 1.0]], ['2, k, 12', [-0.0481797, 0.02395352, 1.0]], ['2, k, 13', [-0.06680807, -0.3677775, 1.0]], ['2, k, 14', [-0.0586641, -0.7049263, 1.0]], ['2, k, 15', [-0.07886243, -0.7531398, 1.0]], ['2, k, 16', [0.09359016, 0.02253733, 1.0]], ['2, k, 17', [0.1341786, -0.3831881, 1.0]], ['2, k, 18', [0.2052969, -0.6948124, 1.0]], ['2, k, 19', [0.2519134, -0.7390978, 1.0]], ['2, k, 20', [0.02704959, 0.5588244, 1.0]], ['2, k, 21', [-0.3492187, 0.1977208, 1.0]], ['2, k, 22', [-0.2624495, 0.1721413, 1.0]], ['2, k, 23', [0.2860963, -0.03834727, 1.0]], ['2, k, 24', [0.2974995, 0.01154697, 1.0]]]
[['2, k, 0', [0.02389336, 0.02461652, 1.0]], ['2, k, 1', [0.02643544, 0.3344491, 1.0]], ['2, k, 2', [0.02895978, 0.6313064, 1.0]], ['2, k, 3', [0.01120134, 0.7520307, 1.0]], ['2, k, 4', [-0.1101218, 0.5112547, 1.0]], ['2, k, 5', [-0.2129513, 0.3535608, 1.0]], ['2, k, 6', [-0.2996149, 0.2464716, 1.0]], ['2, k, 7', [-0.3238192, 0.2345574, 1.0]], ['2, k, 8', [0.1957137, 0.5427299, 1.0]], ['2, k, 9', [0.2438753, 0.2902418, 1.0]], ['2, k, 10', [0.2570049, 0.07995974, 1.0]], ['2, k, 11', [0.2671391, 0.03300629, 1.0]], ['2, k, 12', [-0.04749304, 0.02549281, 1.0]], ['2, k, 13', [-0.0666597, -0.3663126, 1.0]], ['2, k, 14', [-0.05817001, -0.7048852, 1.0]], ['2, k, 15', [-0.07840921, -0.75344, 1.0]], ['2, k, 16', [0.09425935, 0.0230453, 1.0]], ['2, k, 17', [0.1342179, -0.3829012, 1.0]], ['2, k, 18', [0.2139192, -0.6911142, 1.0]], ['2, k, 19', [0.2470431, -0.7380207, 1.0]], ['2, k, 20', [0.02829594, 0.5590078, 1.0]], ['2, k, 21', [-0.3512085, 0.2444358, 1.0]], ['2, k, 22', [-0.2756419, 0.2075403, 1.0]], ['2, k, 23', [0.2847925, -0.04076465, 1.0]], ['2, k, 24', [0.2993268, 0.01251239, 1.0]]]
[['2, k, 0', [0.02435744, 0.02553593, 1.0]], ['2, k, 1', [0.02722662, 0.3349485, 1.0]], ['2, k, 2', [0.03008842, 0.6314455, 1.0]], ['2, k, 3', [0.01279056, 0.7518354, 1.0]], ['2, k, 4', [-0.1083802, 0.5138596, 1.0]], ['2, k, 5', [-0.2223063, 0.3690586, 1.0]], ['2, k, 6', [-0.3279248, 0.2735934, 1.0]], ['2, k, 7', [-0.3410731, 0.2831243, 1.0]], ['2, k, 8', [0.1965972, 0.5429717, 1.0]], ['2, k, 9', [0.2445123, 0.2907782, 1.0]], ['2, k, 10', [0.2571715, 0.08056349, 1.0]], ['2, k, 11', [0.2670285, 0.03140566, 1.0]], ['2, k, 12', [-0.04707394, 0.02684821, 1.0]], ['2, k, 13', [-0.06609797, -0.3664567, 1.0]], ['2, k, 14', [-0.05729003, -0.7016947, 1.0]], ['2, k, 15', [-0.07782777, -0.7518667, 1.0]], ['2, k, 16', [0.09470966, 0.0235371, 1.0]], ['2, k, 17', [0.1341358, -0.3825148, 1.0]], ['2, k, 18', [0.2120094, -0.6913665, 1.0]], ['2, k, 19', [0.2470063, -0.7381973, 1.0]], ['2, k, 20', [0.02933758, 0.5592361, 1.0]], ['2, k, 21', [-0.3679105, 0.2975632, 1.0]], ['2, k, 22', [-0.2947793, 0.2499274, 1.0]], ['2, k, 23', [0.2851095, -0.04097534, 1.0]], ['2, k, 24', [0.2988963, 0.01311325, 1.0]]]
[['2, k, 0', [0.02456381, 0.02592212, 1.0]], ['2, k, 1', [0.02796987, 0.3351808, 1.0]], ['2, k, 2', [0.03162733, 0.6314051, 1.0]], ['2, k, 3', [0.01418692, 0.7517169, 1.0]], ['2, k, 4', [-0.1070725, 0.5152187, 1.0]], ['2, k, 5', [-0.2187119, 0.4249762, 1.0]], ['2, k, 6', [-0.331447, 0.3463726, 1.0]], ['2, k, 7', [-0.3524956, 0.3343549, 1.0]], ['2, k, 8', [0.1977753, 0.5428458, 1.0]], ['2, k, 9', [0.2451009, 0.2909553, 1.0]], ['2, k, 10', [0.2572075, 0.08087263, 1.0]], ['2, k, 11', [0.2662901, 0.03335414, 1.0]], ['2, k, 12', [-0.04695674, 0.02727821, 1.0]], ['2, k, 13', [-0.06579969, -0.3668152, 1.0]], ['2, k, 14', [-0.06134854, -0.7139729, 1.0]], ['2, k, 15', [-0.08069332, -0.758552, 1.0]], ['2, k, 16', [0.095006, 0.02381336, 1.0]], ['2, k, 17', [0.1344747, -0.3825747, 1.0]], ['2, k, 18', [0.2069395, -0.6871794, 1.0]], ['2, k, 19', [0.247028, -0.7379969, 1.0]], ['2, k, 20', [0.03066418, 0.55928, 1.0]], ['2, k, 21', [-0.379759, 0.3515034, 1.0]], ['2, k, 22', [-0.3118859, 0.2901462, 1.0]], ['2, k, 23', [0.2884555, -0.0400006, 1.0]], ['2, k, 24', [0.2944337, 0.009278256, 1.0]]]
[['2, k, 0', [0.02512481, 0.02730831, 1.0]], ['2, k, 1', [0.02875111, 0.3359777, 1.0]], ['2, k, 2', [0.03243547, 0.6317219, 1.0]], ['2, k, 3', [0.01544791, 0.7517018, 1.0]], ['2, k, 4', [-0.1060995, 0.5176152, 1.0]], ['2, k, 5', [-0.2149056, 0.4456125, 1.0]], ['2, k, 6', [-0.3203579, 0.3835083, 1.0]], ['2, k, 7', [-0.3596058, 0.3882724, 1.0]], ['2, k, 8', [0.199397, 0.5429414, 1.0]], ['2, k, 9', [0.2453534, 0.2909927, 1.0]], ['2, k, 10', [0.2573676, 0.08089972, 1.0]], ['2, k, 11', [0.2669821, 0.0331745, 1.0]], ['2, k, 12', [-0.04669919, 0.02881319, 1.0]], ['2, k, 13', [-0.06472844, -0.3675529, 1.0]], ['2, k, 14', [-0.05916107, -0.7146884, 1.0]], ['2, k, 15', [-0.08115251, -0.7597762, 1.0]], ['2, k, 16', [0.09586351, 0.02495337, 1.0]], ['2, k, 17', [0.1337724, -0.3825401, 1.0]], ['2, k, 18', [0.2059968, -0.6858873, 1.0]], ['2, k, 19', [0.2477354, -0.7379725, 1.0]], ['2, k, 20', [0.03148494, 0.5597007, 1.0]], ['2, k, 21', [-0.3885897, 0.4149291, 1.0]], ['2, k, 22', [-0.2952079, 0.376357, 1.0]], ['2, k, 23', [0.281375, -0.0399121, 1.0]], ['2, k, 24', [0.3015712, 0.01227238, 1.0]]]
[['2, k, 0', [0.02581206, 0.02887513, 1.0]], ['2, k, 1', [0.02920236, 0.3369401, 1.0]], ['2, k, 2', [0.03262477, 0.6321257, 1.0]], ['2, k, 3', [0.01623762, 0.7518547, 1.0]], ['2, k, 4', [-0.1049457, 0.5208152, 1.0]], ['2, k, 5', [-0.2114595, 0.4637778, 1.0]], ['2, k, 6', [-0.3306425, 0.4346509, 1.0]], ['2, k, 7', [-0.3644512, 0.4456343, 1.0]], ['2, k, 8', [0.2002832, 0.5437931, 1.0]], ['2, k, 9', [0.245548, 0.2910326, 1.0]], ['2, k, 10', [0.2575939, 0.08100066, 1.0]], ['2, k, 11', [0.2660302, 0.03400276, 1.0]], ['2, k, 12', [-0.04631884, 0.03051026, 1.0]], ['2, k, 13', [-0.06445021, -0.3662823, 1.0]], ['2, k, 14', [-0.05537675, -0.7077225, 1.0]], ['2, k, 15', [-0.07838991, -0.7537151, 1.0]], ['2, k, 16', [0.09685856, 0.02631657, 1.0]], ['2, k, 17', [0.1344854, -0.3813382, 1.0]], ['2, k, 18', [0.2047214, -0.6872609, 1.0]], ['2, k, 19', [0.2321953, -0.7343876, 1.0]], ['2, k, 20', [0.03174165, 0.5602285, 1.0]], ['2, k, 21', [-0.3934407, 0.4818538, 1.0]], ['2, k, 22', [-0.3318491, 0.3622414, 1.0]], ['2, k, 23', [0.2805944, -0.03577284, 1.0]], ['2, k, 24', [0.3041217, 0.01541135, 1.0]]]
