[['2, k, 0', [0.198409, -1.13942, 1.0]], ['2, k, 1', [0.202955, -0.864181, 1.0]], ['2, k, 2', [0.206628, -0.591288, 1.0]], ['2, k, 3', [0.212662, -0.44568, 1.0]], ['2, k, 4', [0.0126167, -0.688856, 1.0]], ['2, k, 5', [-0.141148, -0.867617, 1.0]], ['2, k, 6', [-0.0851614, -1.03987, 1.0]], ['2, k, 7', [-0.0356419, -1.06423, 1.0]], ['2, k, 8', [0.401844, -0.690011, 1.0]], ['2, k, 9', [0.557774, -0.840117, 1.0]], ['2, k, 10', [0.4801, -0.99401, 1.0]], ['2, k, 11', [0.400946, -1.05765, 1.0]], ['2, k, 12', [0.107599, -1.12631, 1.0]], ['2, k, 13', [0.12555, -1.43429, 1.0]], ['2, k, 14', [0.10845, -1.68193, 1.0]], ['2, k, 15', [0.0802772, -1.76194, 1.0]], ['2, k, 16', [0.284767, -1.12691, 1.0]], ['2, k, 17', [0.292248, -1.40972, 1.0]], ['2, k, 18', [0.322078, -1.67303, 1.0]], ['2, k, 19', [0.321101, -1.7683, 1.0]], ['2, k, 20', [0.205867, -0.65936, 1.0]], ['2, k, 21', [0.0131481, -1.14731, 1.0]], ['2, k, 22', [0.0196932, -1.02718, 1.0]], ['2, k, 23', [0.347558, -1.12805, 1.0]], ['2, k, 24', [0.348673, -0.995673, 1.0]]]
[['2, k, 0', [0.117558, -1.14737, 1.0]], ['2, k, 1', [0.15765, -0.875468, 1.0]], ['2, k, 2', [0.18794, -0.603834, 1.0]], ['2, k, 3', [0.167059, -0.458071, 1.0]], ['2, k, 4', [0.00414525, -0.72424, 1.0]], ['2, k, 5', [-0.0614236, -0.93108, 1.0]], ['2, k, 6', [-0.0624658, -1.05906, 1.0]], ['2, k, 7', [-0.0693208, -1.11523, 1.0]], ['2, k, 8', [0.331716, -0.686218, 1.0]], ['2, k, 9', [0.44741, -0.81023, 1.0]], ['2, k, 10', [0.318827, -0.975672, 1.0]], ['2, k, 11', [0.251514, -1.02756, 1.0]], ['2, k, 12', [0.0440429, -1.14816, 1.0]], ['2, k, 13', [0.0601389, -1.44186, 1.0]], ['2, k, 14', [0.062039, -1.70399, 1.0]], ['2, k, 15', [-0.000723176, -1.77335, 1.0]], ['2, k, 16', [0.188494, -1.12077, 1.0]], ['2, k, 17', [0.227191, -1.39833, 1.0]], ['2, k, 18', [0.260051, -1.66727, 1.0]], ['2, k, 19', [0.218211, -1.75489, 1.0]], ['2, k, 20', [0.180357, -0.671277, 1.0]], ['2, k, 21', [-0.06915, -1.15692, 1.0]], ['2, k, 22', [-0.0361786, -1.07931, 1.0]], ['2, k, 23', [0.212569, -1.0976, 1.0]], ['2, k, 24', [0.215745, -0.975118, 1.0]]]
[['2, k, 0', [0.11527, -1.14639, 1.0]], ['2, k, 1', [0.155317, -0.875003, 1.0]], ['2, k, 2', [0.186954, -0.603997, 1.0]], ['2, k, 3', [0.167869, -0.459663, 1.0]], ['2, k, 4', [-0.00357819, -0.733382, 1.0]], ['2, k, 5', [-0.0681034, -0.934437, 1.0]], ['2, k, 6', [-0.0658937, -1.05839, 1.0]], ['2, k, 7', [-0.0710194, -1.11221, 1.0]], ['2, k, 8', [0.330117, -0.688612, 1.0]], ['2, k, 9', [0.447178, -0.811429, 1.0]], ['2, k, 10', [0.318201, -0.975456, 1.0]], ['2, k, 11', [0.251671, -1.0264, 1.0]], ['2, k, 12', [0.0412411, -1.14702, 1.0]], ['2, k, 13', [0.0582393, -1.43595, 1.0]], ['2, k, 14', [0.0542829, -1.70016, 1.0]], ['2, k, 15', [-0.0104857, -1.77071, 1.0]], ['2, k, 16', [0.186806, -1.11998, 1.0]], ['2, k, 17', [0.225782, -1.3998, 1.0]], ['2, k, 18', [0.251551, -1.66527, 1.0]], ['2, k, 19', [0.2075, -1.75305, 1.0]], ['2, k, 20', [0.179291, -0.671357, 1.0]], ['2, k, 21', [-0.066889, -1.15267, 1.0]], ['2, k, 22', [-0.0381767, -1.07865, 1.0]], ['2, k, 23', [0.211679, -1.093, 1.0]], ['2, k, 24', [0.215323, -0.973216, 1.0]]]
[['2, k, 0', [0.112689, -1.14477, 1.0]], ['2, k, 1', [0.152505, -0.874816, 1.0]], ['2, k, 2', [0.184573, -0.605466, 1.0]], ['2, k, 3', [0.167737, -0.46098, 1.0]], ['2, k, 4', [-0.00814993, -0.736792, 1.0]], ['2, k, 5', [-0.0720393, -0.933979, 1.0]], ['2, k, 6', [-0.0670802, -1.0559, 1.0]], ['2, k, 7', [-0.0711597, -1.10903, 1.0]], ['2, k, 8', [0.328816, -0.692163, 1.0]], ['2, k, 9', [0.446498, -0.814453, 1.0]], ['2, k, 10', [0.317886, -0.975189, 1.0]], ['2, k, 11', [0.281302, -0.983253, 1.0]], ['2, k, 12', [0.0386153, -1.14567, 1.0]], ['2, k, 13', [0.0570901, -1.43343, 1.0]], ['2, k, 14', [0.0505947, -1.69816, 1.0]], ['2, k, 15', [-0.0140602, -1.76956, 1.0]], ['2, k, 16', [0.184429, -1.11815, 1.0]], ['2, k, 17', [0.222738, -1.39878, 1.0]], ['2, k, 18', [0.269611, -1.66425, 1.0]], ['2, k, 19', [0.242761, -1.75744, 1.0]], ['2, k, 20', [0.176958, -0.672355, 1.0]], ['2, k, 21', [-0.0667741, -1.15196, 1.0]], ['2, k, 22', [-0.0366197, -1.08313, 1.0]], ['2, k, 23', [0.258256, -1.03578, 1.0]], ['2, k, 24', [0.256676, -0.965848, 1.0]]]
[['2, k, 0', [0.112235, -1.14471, 1.0]], ['2, k, 1', [0.150602, -0.875563, 1.0]], ['2, k, 2', [0.181962, -0.60796, 1.0]], ['2, k, 3', [0.167062, -0.463266, 1.0]], ['2, k, 4', [-0.014169, -0.742112, 1.0]], ['2, k, 5', [-0.0782333, -0.935081, 1.0]], ['2, k, 6', [-0.0677387, -1.05397, 1.0]], ['2, k, 7', [-0.0685865, -1.10976, 1.0]], ['2, k, 8', [0.328553, -0.694855, 1.0]], ['2, k, 9', [0.446503, -0.818395, 1.0]], ['2, k, 10', [0.317899, -0.97531, 1.0]], ['2, k, 11', [0.282204, -0.983734, 1.0]], ['2, k, 12', [0.0376199, -1.14607, 1.0]], ['2, k, 13', [0.056592, -1.42726, 1.0]], ['2, k, 14', [0.0438745, -1.69743, 1.0]], ['2, k, 15', [-0.0221514, -1.768, 1.0]], ['2, k, 16', [0.184478, -1.11754, 1.0]], ['2, k, 17', [0.222478, -1.3976, 1.0]], ['2, k, 18', [0.270232, -1.66298, 1.0]], ['2, k, 19', [0.247715, -1.75743, 1.0]], ['2, k, 20', [0.174615, -0.674313, 1.0]], ['2, k, 21', [-0.0659229, -1.14835, 1.0]], ['2, k, 22', [-0.0358743, -1.07211, 1.0]], ['2, k, 23', [0.265589, -1.03539, 1.0]], ['2, k, 24', [0.249643, -0.965711, 1.0]]]
[['2, k, 0', [0.112745, -1.14381, 1.0]], ['2, k, 1', [0.149679, -0.875789, 1.0]], ['2, k, 2', [0.179278, -0.610192, 1.0]], ['2, k, 3', [0.166125, -0.465373, 1.0]], ['2, k, 4', [-0.0180704, -0.74499, 1.0]], ['2, k, 5', [-0.0835335, -0.937917, 1.0]], ['2, k, 6', [-0.0686435, -1.05574, 1.0]], ['2, k, 7', [-0.0684288, -1.10969, 1.0]], ['2, k, 8', [0.328534, -0.69683, 1.0]], ['2, k, 9', [0.449242, -0.820293, 1.0]], ['2, k, 10', [0.318485, -0.975584, 1.0]], ['2, k, 11', [0.285384, -0.987621, 1.0]], ['2, k, 12', [0.0377935, -1.14477, 1.0]], ['2, k, 13', [0.0556781, -1.42766, 1.0]], ['2, k, 14', [0.046268, -1.69861, 1.0]], ['2, k, 15', [-0.0162876, -1.77056, 1.0]], ['2, k, 16', [0.185047, -1.11697, 1.0]], ['2, k, 17', [0.222867, -1.39685, 1.0]], ['2, k, 18', [0.281774, -1.66841, 1.0]], ['2, k, 19', [0.261427, -1.75834, 1.0]], ['2, k, 20', [0.17239, -0.675957, 1.0]], ['2, k, 21', [-0.0684015, -1.15206, 1.0]], ['2, k, 22', [-0.03893, -1.07408, 1.0]], ['2, k, 23', [0.269903, -1.02921, 1.0]], ['2, k, 24', [0.252992, -0.964167, 1.0]]]
[['2, k, 0', [0.112738, -1.14342, 1.0]], ['2, k, 1', [0.148496, -0.876388, 1.0]], ['2, k, 2', [0.177739, -0.612024, 1.0]], ['2, k, 3', [0.164795, -0.46784, 1.0]], ['2, k, 4', [-0.0211022, -0.747567, 1.0]], ['2, k, 5', [-0.0889826, -0.933963, 1.0]], ['2, k, 6', [-0.0805125, -1.05627, 1.0]], ['2, k, 7', [-0.0695104, -1.11478, 1.0]], ['2, k, 8', [0.328824, -0.699429, 1.0]], ['2, k, 9', [0.451746, -0.821373, 1.0]], ['2, k, 10', [0.320748, -0.975779, 1.0]], ['2, k, 11', [0.284586, -0.993957, 1.0]], ['2, k, 12', [0.0373695, -1.14495, 1.0]], ['2, k, 13', [0.0566482, -1.42576, 1.0]], ['2, k, 14', [0.0478625, -1.69899, 1.0]], ['2, k, 15', [-0.0122544, -1.77262, 1.0]], ['2, k, 16', [0.185898, -1.11555, 1.0]], ['2, k, 17', [0.226064, -1.39886, 1.0]], ['2, k, 18', [0.281597, -1.65445, 1.0]], ['2, k, 19', [0.274115, -1.75099, 1.0]], ['2, k, 20', [0.170922, -0.677495, 1.0]], ['2, k, 21', [-0.063246, -1.1499, 1.0]], ['2, k, 22', [-0.0494889, -1.07304, 1.0]], ['2, k, 23', [0.268516, -1.03403, 1.0]], ['2, k, 24', [0.250453, -0.963894, 1.0]]]
[['2, k, 0', [0.115467, -1.14304, 1.0]], ['2, k, 1', [0.147646, -0.876922, 1.0]], ['2, k, 2', [0.173842, -0.614148, 1.0]], ['2, k, 3', [0.163138, -0.469448, 1.0]], ['2, k, 4', [-0.0251861, -0.749858, 1.0]], ['2, k, 5', [-0.0933133, -0.932003, 1.0]], ['2, k, 6', [-0.0797028, -1.0567, 1.0]], ['2, k, 7', [-0.0645882, -1.11542, 1.0]], ['2, k, 8', [0.328588, -0.700574, 1.0]], ['2, k, 9', [0.456072, -0.823097, 1.0]], ['2, k, 10', [0.324103, -0.976356, 1.0]], ['2, k, 11', [0.281545, -0.997114, 1.0]], ['2, k, 12', [0.0391611, -1.14527, 1.0]], ['2, k, 13', [0.0582235, -1.42579, 1.0]], ['2, k, 14', [0.053145, -1.69955, 1.0]], ['2, k, 15', [-0.00219211, -1.77662, 1.0]], ['2, k, 16', [0.189328, -1.11458, 1.0]], ['2, k, 17', [0.228316, -1.39957, 1.0]], ['2, k, 18', [0.280511, -1.65349, 1.0]], ['2, k, 19', [0.273493, -1.74991, 1.0]], ['2, k, 20', [0.167991, -0.679199, 1.0]], ['2, k, 21', [-0.0604377, -1.14735, 1.0]], ['2, k, 22', [-0.0508976, -1.07429, 1.0]], ['2, k, 23', [0.279368, -1.0425, 1.0]], ['2, k, 24', [0.238241, -0.96263, 1.0]]]
[['2, k, 0', [0.117174, -1.14305, 1.0]], ['2, k, 1', [0.1471, -0.877336, 1.0]], ['2, k, 2', [0.170861, -0.61558, 1.0]], ['2, k, 3', [0.160425, -0.471226, 1.0]], ['2, k, 4', [-0.0272128, -0.749772, 1.0]], ['2, k, 5', [-0.0950276, -0.928044, 1.0]], ['2, k, 6', [-0.0733935, -1.05506, 1.0]], ['2, k, 7', [-0.0535871, -1.11686, 1.0]], ['2, k, 8', [0.329263, -0.70202, 1.0]], ['2, k, 9', [0.463255, -0.821618, 1.0]], ['2, k, 10', [0.343307, -0.968421, 1.0]], ['2, k, 11', [0.293165, -0.996363, 1.0]], ['2, k, 12', [0.0402914, -1.14515, 1.0]], ['2, k, 13', [0.0594618, -1.42808, 1.0]], ['2, k, 14', [0.0536269, -1.69883, 1.0]], ['2, k, 15', [0.00114725, -1.77817, 1.0]], ['2, k, 16', [0.191712, -1.11474, 1.0]], ['2, k, 17', [0.232863, -1.40072, 1.0]], ['2, k, 18', [0.282921, -1.65431, 1.0]], ['2, k, 19', [0.276353, -1.75081, 1.0]], ['2, k, 20', [0.165615, -0.680468, 1.0]], ['2, k, 21', [-0.0547704, -1.14655, 1.0]], ['2, k, 22', [-0.01723, -1.10559, 1.0]], ['2, k, 23', [0.274538, -1.06099, 1.0]], ['2, k, 24', [0.241062, -0.957345, 1.0]]]
[['2, k, 0', [0.121931, -1.14175, 1.0]], ['2, k, 1', [0.146923, -0.877608, 1.0]], ['2, k, 2', [0.168184, -0.617048, 1.0]], ['2, k, 3', [0.157437, -0.472805, 1.0]], ['2, k, 4', [-0.0333853, -0.750452, 1.0]], ['2, k, 5', [-0.0996219, -0.919713, 1.0]], ['2, k, 6', [-0.0702142, -1.05425, 1.0]], ['2, k, 7', [-0.0465449, -1.11598, 1.0]], ['2, k, 8', [0.329807, -0.702522, 1.0]], ['2, k, 9', [0.468515, -0.819628, 1.0]], ['2, k, 10', [0.344375, -0.970478, 1.0]], ['2, k, 11', [0.294449, -1.00243, 1.0]], ['2, k, 12', [0.0442573, -1.14417, 1.0]], ['2, k, 13', [0.0611513, -1.4285, 1.0]], ['2, k, 14', [0.0548946, -1.6977, 1.0]], ['2, k, 15', [0.00525238, -1.77902, 1.0]], ['2, k, 16', [0.197127, -1.11321, 1.0]], ['2, k, 17', [0.237065, -1.40179, 1.0]], ['2, k, 18', [0.282809, -1.65976, 1.0]], ['2, k, 19', [0.270867, -1.75561, 1.0]], ['2, k, 20', [0.163755, -0.681577, 1.0]], ['2, k, 21', [-0.0435344, -1.14503, 1.0]], ['2, k, 22', [-0.0300611, -1.07606, 1.0]], ['2, k, 23', [0.270164, -1.06238, 1.0]], ['2, k, 24', [0.239997, -0.957908, 1.0]]]
[['2, k, 0', [0.127922, -1.14041, 1.0]], ['2, k, 1', [0.14705, -0.877363, 1.0]], ['2, k, 2', [0.165467, -0.616707, 1.0]], ['2, k, 3', [0.155107, -0.472768, 1.0]], ['2, k, 4', [-0.038147, -0.749783, 1.0]], ['2, k, 5', [-0.100772, -0.91788, 1.0]], ['2, k, 6', [-0.0644829, -1.05259, 1.0]], ['2, k, 7', [-0.0362332, -1.11746, 1.0]], ['2, k, 8', [0.33054, -0.700968, 1.0]], ['2, k, 9', [0.470445, -0.820386, 1.0]], ['2, k, 10', [0.352648, -0.968871, 1.0]], ['2, k, 11', [0.30439, -1.00985, 1.0]], ['2, k, 12', [0.049521, -1.14269, 1.0]], ['2, k, 13', [0.0648577, -1.42603, 1.0]], ['2, k, 14', [0.0618688, -1.69624, 1.0]], ['2, k, 15', [0.017304, -1.78043, 1.0]], ['2, k, 16', [0.204469, -1.11187, 1.0]], ['2, k, 17', [0.24041, -1.40089, 1.0]], ['2, k, 18', [0.280685, -1.65193, 1.0]], ['2, k, 19', [0.272701, -1.74818, 1.0]], ['2, k, 20', [0.162062, -0.68137, 1.0]], ['2, k, 21', [-0.0377709, -1.14578, 1.0]], ['2, k, 22', [-0.00553839, -1.10055, 1.0]], ['2, k, 23', [0.272299, -1.07905, 1.0]], ['2, k, 24', [0.255629, -0.964608, 1.0]]]
[['2, k, 0', [0.13221, -1.13969, 1.0]], ['2, k, 1', [0.147147, -0.877302, 1.0]], ['2, k, 2', [0.162398, -0.617042, 1.0]], ['2, k, 3', [0.152179, -0.474038, 1.0]], ['2, k, 4', [-0.0412048, -0.748893, 1.0]], ['2, k, 5', [-0.100367, -0.916183, 1.0]], ['2, k, 6', [-0.0469109, -1.05101, 1.0]], ['2, k, 7', [-0.0106299, -1.11682, 1.0]], ['2, k, 8', [0.331341, -0.699917, 1.0]], ['2, k, 9', [0.476291, -0.820287, 1.0]], ['2, k, 10', [0.379998, -0.959779, 1.0]], ['2, k, 11', [0.335528, -0.983282, 1.0]], ['2, k, 12', [0.0527512, -1.14155, 1.0]], ['2, k, 13', [0.0714216, -1.42135, 1.0]], ['2, k, 14', [0.0627136, -1.69313, 1.0]], ['2, k, 15', [0.0197174, -1.77896, 1.0]], ['2, k, 16', [0.209891, -1.11158, 1.0]], ['2, k, 17', [0.249104, -1.40149, 1.0]], ['2, k, 18', [0.303461, -1.64994, 1.0]], ['2, k, 19', [0.307719, -1.746, 1.0]], ['2, k, 20', [0.160003, -0.681625, 1.0]], ['2, k, 21', [0.00186438, -1.14533, 1.0]], ['2, k, 22', [0.0192516, -1.08737, 1.0]], ['2, k, 23', [0.293539, -1.04322, 1.0]], ['2, k, 24', [0.292392, -0.93953, 1.0]]]
[['2, k, 0', [0.140675, -1.13946, 1.0]], ['2, k, 1', [0.147589, -0.877218, 1.0]], ['2, k, 2', [0.158207, -0.616909, 1.0]], ['2, k, 3', [0.14858, -0.474452, 1.0]], ['2, k, 4', [-0.0429393, -0.747441, 1.0]], ['2, k, 5', [-0.174474, -0.92212, 1.0]], ['2, k, 6', [-0.116662, -1.05326, 1.0]], ['2, k, 7', [-0.0983962, -1.0662, 1.0]], ['2, k, 8', [0.332672, -0.698266, 1.0]], ['2, k, 9', [0.480445, -0.819553, 1.0]], ['2, k, 10', [0.373926, -0.987461, 1.0]], ['2, k, 11', [0.323457, -1.00619, 1.0]], ['2, k, 12', [0.0603829, -1.14055, 1.0]], ['2, k, 13', [0.0795323, -1.4174, 1.0]], ['2, k, 14', [0.0655175, -1.69159, 1.0]], ['2, k, 15', [0.0213191, -1.77668, 1.0]], ['2, k, 16', [0.220298, -1.1122, 1.0]], ['2, k, 17', [0.258225, -1.40099, 1.0]], ['2, k, 18', [0.290084, -1.60887, 1.0]], ['2, k, 19', [0.287194, -1.70466, 1.0]], ['2, k, 20', [0.157459, -0.681588, 1.0]], ['2, k, 21', [-0.0811501, -1.10349, 1.0]], ['2, k, 22', [-0.0626585, -1.04384, 1.0]], ['2, k, 23', [0.311857, -1.06611, 1.0]], ['2, k, 24', [0.271013, -0.966604, 1.0]]]
[['2, k, 0', [0.144976, -1.13919, 1.0]], ['2, k, 1', [0.148074, -0.876997, 1.0]], ['2, k, 2', [0.155008, -0.616434, 1.0]], ['2, k, 3', [0.145683, -0.473741, 1.0]], ['2, k, 4', [-0.0439887, -0.744303, 1.0]], ['2, k, 5', [-0.174335, -0.916678, 1.0]], ['2, k, 6', [-0.117194, -1.05669, 1.0]], ['2, k, 7', [-0.0873242, -1.0674, 1.0]], ['2, k, 8', [0.334839, -0.695696, 1.0]], ['2, k, 9', [0.488683, -0.820448, 1.0]], ['2, k, 10', [0.376381, -0.984838, 1.0]], ['2, k, 11', [0.332988, -1.01129, 1.0]], ['2, k, 12', [0.0627405, -1.14028, 1.0]], ['2, k, 13', [0.08629, -1.41726, 1.0]], ['2, k, 14', [0.0755347, -1.69098, 1.0]], ['2, k, 15', [0.0363744, -1.77839, 1.0]], ['2, k, 16', [0.225806, -1.11205, 1.0]], ['2, k, 17', [0.271526, -1.40487, 1.0]], ['2, k, 18', [0.293384, -1.61451, 1.0]], ['2, k, 19', [0.283975, -1.71073, 1.0]], ['2, k, 20', [0.155262, -0.681263, 1.0]], ['2, k, 21', [-0.0610543, -1.11246, 1.0]], ['2, k, 22', [-0.0446671, -1.04079, 1.0]], ['2, k, 23', [0.319468, -1.05106, 1.0]], ['2, k, 24', [0.278226, -0.971693, 1.0]]]
[['2, k, 0', [0.149892, -1.13866, 1.0]], ['2, k, 1', [0.148848, -0.876709, 1.0]], ['2, k, 2', [0.152682, -0.616129, 1.0]], ['2, k, 3', [0.142334, -0.472961, 1.0]], ['2, k, 4', [-0.0451693, -0.740568, 1.0]], ['2, k, 5', [-0.176865, -0.913668, 1.0]], ['2, k, 6', [-0.116438, -1.05842, 1.0]], ['2, k, 7', [-0.0832084, -1.06663, 1.0]], ['2, k, 8', [0.339272, -0.692519, 1.0]], ['2, k, 9', [0.49244, -0.820943, 1.0]], ['2, k, 10', [0.382619, -0.984445, 1.0]], ['2, k, 11', [0.339108, -1.01681, 1.0]], ['2, k, 12', [0.0660308, -1.13974, 1.0]], ['2, k, 13', [0.0891507, -1.41743, 1.0]], ['2, k, 14', [0.0854059, -1.69141, 1.0]], ['2, k, 15', [0.052443, -1.78075, 1.0]], ['2, k, 16', [0.231843, -1.11161, 1.0]], ['2, k, 17', [0.276543, -1.40498, 1.0]], ['2, k, 18', [0.302599, -1.62727, 1.0]], ['2, k, 19', [0.296114, -1.72372, 1.0]], ['2, k, 20', [0.153689, -0.681018, 1.0]], ['2, k, 21', [-0.0608082, -1.10551, 1.0]], ['2, k, 22', [-0.036983, -1.03946, 1.0]], ['2, k, 23', [0.295983, -1.08492, 1.0]], ['2, k, 24', [0.286892, -0.975344, 1.0]]]
[['2, k, 0', [0.155925, -1.13912, 1.0]], ['2, k, 1', [0.149771, -0.876595, 1.0]], ['2, k, 2', [0.150952, -0.615746, 1.0]], ['2, k, 3', [0.139671, -0.472693, 1.0]], ['2, k, 4', [-0.0466667, -0.739208, 1.0]], ['2, k, 5', [-0.17855, -0.90963, 1.0]], ['2, k, 6', [-0.114827, -1.05832, 1.0]], ['2, k, 7', [-0.0777869, -1.0658, 1.0]], ['2, k, 8', [0.340593, -0.691862, 1.0]], ['2, k, 9', [0.497211, -0.819508, 1.0]], ['2, k, 10', [0.408256, -0.961644, 1.0]], ['2, k, 11', [0.365492, -1.00599, 1.0]], ['2, k, 12', [0.0699653, -1.14051, 1.0]], ['2, k, 13', [0.0957588, -1.41464, 1.0]], ['2, k, 14', [0.0868896, -1.69143, 1.0]], ['2, k, 15', [0.0543971, -1.78078, 1.0]], ['2, k, 16', [0.240018, -1.11159, 1.0]], ['2, k, 17', [0.280369, -1.40275, 1.0]], ['2, k, 18', [0.302619, -1.6267, 1.0]], ['2, k, 19', [0.295893, -1.72333, 1.0]], ['2, k, 20', [0.152657, -0.680783, 1.0]], ['2, k, 21', [-0.0648949, -1.10429, 1.0]], ['2, k, 22', [-0.0371034, -1.04409, 1.0]], ['2, k, 23', [0.331577, -1.07237, 1.0]], ['2, k, 24', [0.319388, -0.964807, 1.0]]]
[['2, k, 0', [0.160612, -1.1395, 1.0]], ['2, k, 1', [0.151519, -0.876495, 1.0]], ['2, k, 2', [0.150035, -0.615442, 1.0]], ['2, k, 3', [0.137331, -0.471684, 1.0]], ['2, k, 4', [-0.0473945, -0.737275, 1.0]], ['2, k, 5', [-0.178477, -0.906296, 1.0]], ['2, k, 6', [-0.111646, -1.05845, 1.0]], ['2, k, 7', [-0.0761707, -1.06346, 1.0]], ['2, k, 8', [0.341795, -0.689647, 1.0]], ['2, k, 9', [0.498951, -0.818926, 1.0]], ['2, k, 10', [0.41307, -0.964472, 1.0]], ['2, k, 11', [0.370175, -1.00689, 1.0]], ['2, k, 12', [0.0738635, -1.14093, 1.0]], ['2, k, 13', [0.101928, -1.41441, 1.0]], ['2, k, 14', [0.0882288, -1.69177, 1.0]], ['2, k, 15', [0.0551465, -1.7802, 1.0]], ['2, k, 16', [0.244559, -1.11195, 1.0]], ['2, k, 17', [0.288218, -1.4012, 1.0]], ['2, k, 18', [0.304775, -1.62521, 1.0]], ['2, k, 19', [0.295487, -1.72203, 1.0]], ['2, k, 20', [0.152155, -0.680588, 1.0]], ['2, k, 21', [-0.0528508, -1.10322, 1.0]], ['2, k, 22', [-0.0419195, -1.04066, 1.0]], ['2, k, 23', [0.340951, -1.06877, 1.0]], ['2, k, 24', [0.319467, -0.96448, 1.0]]]
[['2, k, 0', [0.178184, -1.13987, 1.0]], ['2, k, 1', [0.156007, -0.876121, 1.0]], ['2, k, 2', [0.148288, -0.614798, 1.0]], ['2, k, 3', [0.136166, -0.47051, 1.0]], ['2, k, 4', [-0.0464045, -0.733594, 1.0]], ['2, k, 5', [-0.177953, -0.904442, 1.0]], ['2, k, 6', [-0.0740313, -1.03977, 1.0]], ['2, k, 7', [-0.0691803, -1.05974, 1.0]], ['2, k, 8', [0.343418, -0.688517, 1.0]], ['2, k, 9', [0.505431, -0.822428, 1.0]], ['2, k, 10', [0.41878, -1.00084, 1.0]], ['2, k, 11', [0.367822, -1.02758, 1.0]], ['2, k, 12', [0.089897, -1.1411, 1.0]], ['2, k, 13', [0.10769, -1.41563, 1.0]], ['2, k, 14', [0.0969356, -1.692, 1.0]], ['2, k, 15', [0.0687195, -1.78227, 1.0]], ['2, k, 16', [0.263132, -1.11269, 1.0]], ['2, k, 17', [0.293581, -1.40328, 1.0]], ['2, k, 18', [0.307309, -1.62518, 1.0]], ['2, k, 19', [0.297059, -1.72197, 1.0]], ['2, k, 20', [0.15156, -0.680189, 1.0]], ['2, k, 21', [-0.0381374, -1.09935, 1.0]], ['2, k, 22', [-0.0167962, -1.02355, 1.0]], ['2, k, 23', [0.325962, -1.09152, 1.0]], ['2, k, 24', [0.319216, -0.97423, 1.0]]]
[['2, k, 0', [0.183946, -1.14138, 1.0]], ['2, k, 1', [0.159749, -0.876255, 1.0]], ['2, k, 2', [0.147817, -0.613997, 1.0]], ['2, k, 3', [0.136063, -0.469498, 1.0]], ['2, k, 4', [-0.0448658, -0.73055, 1.0]], ['2, k, 5', [-0.17633, -0.901958, 1.0]], ['2, k, 6', [-0.0738953, -1.03968, 1.0]], ['2, k, 7', [-0.0680724, -1.05923, 1.0]], ['2, k, 8', [0.345343, -0.687753, 1.0]], ['2, k, 9', [0.510676, -0.823459, 1.0]], ['2, k, 10', [0.418853, -1.00166, 1.0]], ['2, k, 11', [0.374083, -1.03913, 1.0]], ['2, k, 12', [0.0946612, -1.14189, 1.0]], ['2, k, 13', [0.120351, -1.41883, 1.0]], ['2, k, 14', [0.0960839, -1.69183, 1.0]], ['2, k, 15', [0.0621251, -1.77853, 1.0]], ['2, k, 16', [0.269345, -1.11507, 1.0]], ['2, k, 17', [0.298029, -1.40278, 1.0]], ['2, k, 18', [0.310622, -1.63193, 1.0]], ['2, k, 19', [0.301166, -1.72862, 1.0]], ['2, k, 20', [0.151724, -0.679702, 1.0]], ['2, k, 21', [-0.0291448, -1.09903, 1.0]], ['2, k, 22', [-0.0155036, -1.03118, 1.0]], ['2, k, 23', [0.337582, -1.10752, 1.0]], ['2, k, 24', [0.325164, -0.993182, 1.0]]]
[['2, k, 0', [0.191484, -1.14232, 1.0]], ['2, k, 1', [0.163669, -0.876272, 1.0]], ['2, k, 2', [0.14737, -0.613535, 1.0]], ['2, k, 3', [0.136925, -0.466073, 1.0]], ['2, k, 4', [-0.0428921, -0.727667, 1.0]], ['2, k, 5', [-0.175897, -0.900364, 1.0]], ['2, k, 6', [-0.089712, -1.04123, 1.0]], ['2, k, 7', [-0.0500414, -1.06421, 1.0]], ['2, k, 8', [0.3473, -0.687195, 1.0]], ['2, k, 9', [0.513343, -0.824937, 1.0]], ['2, k, 10', [0.420652, -0.997848, 1.0]], ['2, k, 11', [0.38248, -1.03592, 1.0]], ['2, k, 12', [0.101385, -1.14256, 1.0]], ['2, k, 13', [0.122828, -1.41966, 1.0]], ['2, k, 14', [0.0984867, -1.69328, 1.0]], ['2, k, 15', [0.0666672, -1.77976, 1.0]], ['2, k, 16', [0.277778, -1.11634, 1.0]], ['2, k, 17', [0.303007, -1.4033, 1.0]], ['2, k, 18', [0.31477, -1.63941, 1.0]], ['2, k, 19', [0.306556, -1.73631, 1.0]], ['2, k, 20', [0.151803, -0.679396, 1.0]], ['2, k, 21', [-0.000634591, -1.11393, 1.0]], ['2, k, 22', [-0.00277144, -1.03104, 1.0]], ['2, k, 23', [0.34816, -1.10294, 1.0]], ['2, k, 24', [0.334613, -0.987801, 1.0]]]
