[['2, k, 0', [-0.183157, -0.751792, 1.0]], ['2, k, 1', [-0.187714, -0.45569, 1.0]], ['2, k, 2', [-0.191201, -0.164118, 1.0]], ['2, k, 3', [-0.18545, -0.0201523, 1.0]], ['2, k, 4', [-0.378939, -0.256444, 1.0]], ['2, k, 5', [-0.514299, -0.435918, 1.0]], ['2, k, 6', [-0.421637, -0.578705, 1.0]], ['2, k, 7', [-0.370525, -0.611462, 1.0]], ['2, k, 8', [0.00523713, -0.264207, 1.0]], ['2, k, 9', [0.130068, -0.419135, 1.0]], ['2, k, 10', [0.0615509, -0.577863, 1.0]], ['2, k, 11', [0.0202356, -0.609867, 1.0]], ['2, k, 12', [-0.268298, -0.740142, 1.0]], ['2, k, 13', [-0.325619, -1.05925, 1.0]], ['2, k, 14', [-0.340332, -1.4048, 1.0]], ['2, k, 15', [-0.290685, -1.50243, 1.0]], ['2, k, 16', [-0.0932107, -0.743777, 1.0]], ['2, k, 17', [-0.0545653, -1.07704, 1.0]], ['2, k, 18', [-0.0331566, -1.42159, 1.0]], ['2, k, 19', [-0.0732439, -1.49181, 1.0]], ['2, k, 20', [-0.190515, -0.236453, 1.0]], ['2, k, 21', [-0.327925, -0.676691, 1.0]], ['2, k, 22', [-0.329085, -0.561052, 1.0]], ['2, k, 23', [-0.0026192, -0.681387, 1.0]], ['2, k, 24', [-0.00586467, -0.574251, 1.0]]]
[['2, k, 0', [-0.109582, -0.764437, 1.0]], ['2, k, 1', [-0.146401, -0.456676, 1.0]], ['2, k, 2', [-0.178402, -0.149154, 1.0]], ['2, k, 3', [-0.174153, -0.0172563, 1.0]], ['2, k, 4', [-0.289795, -0.26505, 1.0]], ['2, k, 5', [-0.4003, -0.427922, 1.0]], ['2, k, 6', [-0.261335, -0.552385, 1.0]], ['2, k, 7', [-0.2019, -0.579888, 1.0]], ['2, k, 8', [0.00552132, -0.24289, 1.0]], ['2, k, 9', [0.0779767, -0.444698, 1.0]], ['2, k, 10', [0.086091, -0.591117, 1.0]], ['2, k, 11', [0.0792479, -0.645602, 1.0]], ['2, k, 12', [-0.177966, -0.753825, 1.0]], ['2, k, 13', [-0.241673, -1.10166, 1.0]], ['2, k, 14', [-0.338265, -1.40626, 1.0]], ['2, k, 15', [-0.287011, -1.48781, 1.0]], ['2, k, 16', [-0.0381937, -0.754794, 1.0]], ['2, k, 17', [-0.0208962, -1.10593, 1.0]], ['2, k, 18', [-0.0279924, -1.42471, 1.0]], ['2, k, 19', [0.0235595, -1.45324, 1.0]], ['2, k, 20', [-0.170386, -0.226184, 1.0]], ['2, k, 21', [-0.149042, -0.648341, 1.0]], ['2, k, 22', [-0.159339, -0.540735, 1.0]], ['2, k, 23', [0.0670635, -0.687935, 1.0]], ['2, k, 24', [0.0553372, -0.655344, 1.0]]]
[['2, k, 0', [-0.109053, -0.762222, 1.0]], ['2, k, 1', [-0.146046, -0.454669, 1.0]], ['2, k, 2', [-0.178875, -0.146795, 1.0]], ['2, k, 3', [-0.173272, -0.0159192, 1.0]], ['2, k, 4', [-0.29145, -0.265323, 1.0]], ['2, k, 5', [-0.406961, -0.418913, 1.0]], ['2, k, 6', [-0.268296, -0.543599, 1.0]], ['2, k, 7', [-0.20905, -0.571958, 1.0]], ['2, k, 8', [0.00489541, -0.243533, 1.0]], ['2, k, 9', [0.0765487, -0.445302, 1.0]], ['2, k, 10', [0.0851751, -0.591588, 1.0]], ['2, k, 11', [0.0788561, -0.649871, 1.0]], ['2, k, 12', [-0.178081, -0.751688, 1.0]], ['2, k, 13', [-0.244402, -1.09601, 1.0]], ['2, k, 14', [-0.339551, -1.40489, 1.0]], ['2, k, 15', [-0.334473, -1.47754, 1.0]], ['2, k, 16', [-0.0369939, -0.752579, 1.0]], ['2, k, 17', [-0.021545, -1.10219, 1.0]], ['2, k, 18', [-0.0281409, -1.42548, 1.0]], ['2, k, 19', [0.0234024, -1.45599, 1.0]], ['2, k, 20', [-0.17065, -0.223872, 1.0]], ['2, k, 21', [-0.155064, -0.646411, 1.0]], ['2, k, 22', [-0.169002, -0.529094, 1.0]], ['2, k, 23', [0.074971, -0.687334, 1.0]], ['2, k, 24', [0.0575219, -0.653637, 1.0]]]
[['2, k, 0', [-0.108821, -0.760592, 1.0]], ['2, k, 1', [-0.145833, -0.453245, 1.0]], ['2, k, 2', [-0.179217, -0.145803, 1.0]], ['2, k, 3', [-0.172821, -0.015012, 1.0]], ['2, k, 4', [-0.293486, -0.265706, 1.0]], ['2, k, 5', [-0.413115, -0.412269, 1.0]], ['2, k, 6', [-0.275463, -0.537526, 1.0]], ['2, k, 7', [-0.219395, -0.56969, 1.0]], ['2, k, 8', [0.00130618, -0.250379, 1.0]], ['2, k, 9', [0.075795, -0.445884, 1.0]], ['2, k, 10', [0.0839963, -0.590886, 1.0]], ['2, k, 11', [0.0738305, -0.648896, 1.0]], ['2, k, 12', [-0.178349, -0.749141, 1.0]], ['2, k, 13', [-0.247195, -1.06056, 1.0]], ['2, k, 14', [-0.339338, -1.40505, 1.0]], ['2, k, 15', [-0.279957, -1.47797, 1.0]], ['2, k, 16', [-0.0363652, -0.751816, 1.0]], ['2, k, 17', [-0.022713, -1.09815, 1.0]], ['2, k, 18', [-0.0283297, -1.42494, 1.0]], ['2, k, 19', [0.023831, -1.45661, 1.0]], ['2, k, 20', [-0.17086, -0.222745, 1.0]], ['2, k, 21', [-0.167645, -0.645969, 1.0]], ['2, k, 22', [-0.176874, -0.5272, 1.0]], ['2, k, 23', [0.0686977, -0.677545, 1.0]], ['2, k, 24', [0.0612894, -0.570264, 1.0]]]
[['2, k, 0', [-0.110717, -0.757308, 1.0]], ['2, k, 1', [-0.145948, -0.451487, 1.0]], ['2, k, 2', [-0.178845, -0.145455, 1.0]], ['2, k, 3', [-0.172143, -0.0148222, 1.0]], ['2, k, 4', [-0.2951, -0.26114, 1.0]], ['2, k, 5', [-0.424232, -0.404253, 1.0]], ['2, k, 6', [-0.28806, -0.530239, 1.0]], ['2, k, 7', [-0.23311, -0.564401, 1.0]], ['2, k, 8', [0.000386298, -0.252993, 1.0]], ['2, k, 9', [0.0581247, -0.454366, 1.0]], ['2, k, 10', [0.0545226, -0.616731, 1.0]], ['2, k, 11', [0.0429708, -0.667953, 1.0]], ['2, k, 12', [-0.180355, -0.745345, 1.0]], ['2, k, 13', [-0.255594, -1.07394, 1.0]], ['2, k, 14', [-0.339872, -1.40528, 1.0]], ['2, k, 15', [-0.276391, -1.47925, 1.0]], ['2, k, 16', [-0.0381279, -0.749115, 1.0]], ['2, k, 17', [-0.0254083, -1.0933, 1.0]], ['2, k, 18', [-0.0286007, -1.42455, 1.0]], ['2, k, 19', [0.0240624, -1.45828, 1.0]], ['2, k, 20', [-0.170709, -0.22204, 1.0]], ['2, k, 21', [-0.182383, -0.634791, 1.0]], ['2, k, 22', [-0.189609, -0.520541, 1.0]], ['2, k, 23', [0.0452139, -0.709715, 1.0]], ['2, k, 24', [0.0132033, -0.620945, 1.0]]]
[['2, k, 0', [-0.115416, -0.752437, 1.0]], ['2, k, 1', [-0.146877, -0.449226, 1.0]], ['2, k, 2', [-0.178441, -0.145136, 1.0]], ['2, k, 3', [-0.171291, -0.0145791, 1.0]], ['2, k, 4', [-0.299763, -0.257, 1.0]], ['2, k, 5', [-0.434134, -0.399715, 1.0]], ['2, k, 6', [-0.295944, -0.525946, 1.0]], ['2, k, 7', [-0.241216, -0.561824, 1.0]], ['2, k, 8', [0.000644551, -0.256874, 1.0]], ['2, k, 9', [0.0759227, -0.482318, 1.0]], ['2, k, 10', [0.0498356, -0.60582, 1.0]], ['2, k, 11', [0.0391531, -0.670745, 1.0]], ['2, k, 12', [-0.18613, -0.738995, 1.0]], ['2, k, 13', [-0.261799, -1.06068, 1.0]], ['2, k, 14', [-0.339572, -1.40381, 1.0]], ['2, k, 15', [-0.277221, -1.47808, 1.0]], ['2, k, 16', [-0.0417388, -0.745638, 1.0]], ['2, k, 17', [-0.0269193, -1.08876, 1.0]], ['2, k, 18', [-0.0313172, -1.42628, 1.0]], ['2, k, 19', [0.0203293, -1.4638, 1.0]], ['2, k, 20', [-0.170673, -0.221318, 1.0]], ['2, k, 21', [-0.188863, -0.634112, 1.0]], ['2, k, 22', [-0.194873, -0.513509, 1.0]], ['2, k, 23', [0.0535572, -0.697773, 1.0]], ['2, k, 24', [0.032896, -0.60916, 1.0]]]
[['2, k, 0', [-0.119759, -0.750286, 1.0]], ['2, k, 1', [-0.147969, -0.448204, 1.0]], ['2, k, 2', [-0.17777, -0.145827, 1.0]], ['2, k, 3', [-0.170318, -0.0154098, 1.0]], ['2, k, 4', [-0.306153, -0.254797, 1.0]], ['2, k, 5', [-0.45185, -0.392871, 1.0]], ['2, k, 6', [-0.313845, -0.522967, 1.0]], ['2, k, 7', [-0.25928, -0.56016, 1.0]], ['2, k, 8', [0.00252493, -0.261158, 1.0]], ['2, k, 9', [0.0764099, -0.485891, 1.0]], ['2, k, 10', [0.0474353, -0.603432, 1.0]], ['2, k, 11', [0.0339635, -0.653798, 1.0]], ['2, k, 12', [-0.1911, -0.736188, 1.0]], ['2, k, 13', [-0.265894, -1.05792, 1.0]], ['2, k, 14', [-0.339748, -1.40314, 1.0]], ['2, k, 15', [-0.284034, -1.48624, 1.0]], ['2, k, 16', [-0.0453295, -0.744164, 1.0]], ['2, k, 17', [-0.0285947, -1.08671, 1.0]], ['2, k, 18', [-0.0314863, -1.42605, 1.0]], ['2, k, 19', [-0.00243623, -1.46682, 1.0]], ['2, k, 20', [-0.170534, -0.221361, 1.0]], ['2, k, 21', [-0.212735, -0.626419, 1.0]], ['2, k, 22', [-0.21357, -0.514702, 1.0]], ['2, k, 23', [0.0418131, -0.69974, 1.0]], ['2, k, 24', [0.0214898, -0.606952, 1.0]]]
[['2, k, 0', [-0.128005, -0.745887, 1.0]], ['2, k, 1', [-0.150275, -0.447191, 1.0]], ['2, k, 2', [-0.177131, -0.147639, 1.0]], ['2, k, 3', [-0.169626, -0.0173001, 1.0]], ['2, k, 4', [-0.314596, -0.252534, 1.0]], ['2, k, 5', [-0.464161, -0.391552, 1.0]], ['2, k, 6', [-0.328874, -0.522671, 1.0]], ['2, k, 7', [-0.281275, -0.561486, 1.0]], ['2, k, 8', [0.0040033, -0.260959, 1.0]], ['2, k, 9', [0.0770047, -0.487099, 1.0]], ['2, k, 10', [0.107647, -0.597776, 1.0]], ['2, k, 11', [0.0565207, -0.60571, 1.0]], ['2, k, 12', [-0.200369, -0.730588, 1.0]], ['2, k, 13', [-0.287166, -1.08468, 1.0]], ['2, k, 14', [-0.340686, -1.40125, 1.0]], ['2, k, 15', [-0.285534, -1.48385, 1.0]], ['2, k, 16', [-0.0524861, -0.740966, 1.0]], ['2, k, 17', [-0.0319473, -1.08176, 1.0]], ['2, k, 18', [-0.0321346, -1.42579, 1.0]], ['2, k, 19', [-0.0380164, -1.48818, 1.0]], ['2, k, 20', [-0.170575, -0.222006, 1.0]], ['2, k, 21', [-0.232787, -0.63711, 1.0]], ['2, k, 22', [-0.240111, -0.519609, 1.0]], ['2, k, 23', [0.0600925, -0.643858, 1.0]], ['2, k, 24', [0.048011, -0.578731, 1.0]]]
[['2, k, 0', [-0.140746, -0.743793, 1.0]], ['2, k, 1', [-0.154776, -0.446836, 1.0]], ['2, k, 2', [-0.176578, -0.149402, 1.0]], ['2, k, 3', [-0.168333, -0.0194029, 1.0]], ['2, k, 4', [-0.321845, -0.252418, 1.0]], ['2, k, 5', [-0.475369, -0.390834, 1.0]], ['2, k, 6', [-0.32476, -0.547345, 1.0]], ['2, k, 7', [-0.282108, -0.584508, 1.0]], ['2, k, 8', [0.0104265, -0.276533, 1.0]], ['2, k, 9', [0.0788881, -0.48929, 1.0]], ['2, k, 10', [0.0948297, -0.595333, 1.0]], ['2, k, 11', [0.0467138, -0.605433, 1.0]], ['2, k, 12', [-0.215374, -0.72719, 1.0]], ['2, k, 13', [-0.292631, -1.0595, 1.0]], ['2, k, 14', [-0.340864, -1.40134, 1.0]], ['2, k, 15', [-0.283309, -1.46902, 1.0]], ['2, k, 16', [-0.0627511, -0.74016, 1.0]], ['2, k, 17', [-0.0373323, -1.08106, 1.0]], ['2, k, 18', [-0.0329238, -1.42517, 1.0]], ['2, k, 19', [-0.0369617, -1.48818, 1.0]], ['2, k, 20', [-0.170764, -0.22282, 1.0]], ['2, k, 21', [-0.240213, -0.663127, 1.0]], ['2, k, 22', [-0.24265, -0.567748, 1.0]], ['2, k, 23', [0.0549225, -0.654818, 1.0]], ['2, k, 24', [0.0335057, -0.580804, 1.0]]]
[['2, k, 0', [-0.149816, -0.745486, 1.0]], ['2, k, 1', [-0.159451, -0.448236, 1.0]], ['2, k, 2', [-0.176217, -0.151802, 1.0]], ['2, k, 3', [-0.167971, -0.0218533, 1.0]], ['2, k, 4', [-0.322883, -0.256045, 1.0]], ['2, k, 5', [-0.486688, -0.391867, 1.0]], ['2, k, 6', [-0.370244, -0.525118, 1.0]], ['2, k, 7', [-0.313845, -0.558817, 1.0]], ['2, k, 8', [0.0145326, -0.285618, 1.0]], ['2, k, 9', [0.0843744, -0.490015, 1.0]], ['2, k, 10', [0.0697796, -0.5954, 1.0]], ['2, k, 11', [0.0295759, -0.603707, 1.0]], ['2, k, 12', [-0.225093, -0.728257, 1.0]], ['2, k, 13', [-0.296365, -1.05957, 1.0]], ['2, k, 14', [-0.34156, -1.401, 1.0]], ['2, k, 15', [-0.297119, -1.47656, 1.0]], ['2, k, 16', [-0.0708328, -0.742545, 1.0]], ['2, k, 17', [-0.0445104, -1.07673, 1.0]], ['2, k, 18', [-0.0331389, -1.42113, 1.0]], ['2, k, 19', [-0.0531336, -1.48464, 1.0]], ['2, k, 20', [-0.171278, -0.224547, 1.0]], ['2, k, 21', [-0.263154, -0.632188, 1.0]], ['2, k, 22', [-0.268453, -0.515176, 1.0]], ['2, k, 23', [0.0375052, -0.657551, 1.0]], ['2, k, 24', [0.00640591, -0.574735, 1.0]]]
[['2, k, 0', [-0.166503, -0.744056, 1.0]], ['2, k, 1', [-0.166549, -0.449001, 1.0]], ['2, k, 2', [-0.175992, -0.154107, 1.0]], ['2, k, 3', [-0.167216, -0.0243394, 1.0]], ['2, k, 4', [-0.340246, -0.254589, 1.0]], ['2, k, 5', [-0.504863, -0.386962, 1.0]], ['2, k, 6', [-0.375521, -0.52528, 1.0]], ['2, k, 7', [-0.32618, -0.56144, 1.0]], ['2, k, 8', [0.013995, -0.290865, 1.0]], ['2, k, 9', [0.0892266, -0.489168, 1.0]], ['2, k, 10', [0.0591287, -0.596768, 1.0]], ['2, k, 11', [0.0176198, -0.610328, 1.0]], ['2, k, 12', [-0.247167, -0.724947, 1.0]], ['2, k, 13', [-0.305804, -1.05379, 1.0]], ['2, k, 14', [-0.342142, -1.40002, 1.0]], ['2, k, 15', [-0.296463, -1.48094, 1.0]], ['2, k, 16', [-0.0824279, -0.742579, 1.0]], ['2, k, 17', [-0.0529366, -1.07658, 1.0]], ['2, k, 18', [-0.0338238, -1.42316, 1.0]], ['2, k, 19', [-0.0533961, -1.48685, 1.0]], ['2, k, 20', [-0.172163, -0.226381, 1.0]], ['2, k, 21', [-0.276454, -0.633804, 1.0]], ['2, k, 22', [-0.281311, -0.515311, 1.0]], ['2, k, 23', [-0.00750944, -0.676004, 1.0]], ['2, k, 24', [-0.0148263, -0.568915, 1.0]]]
[['2, k, 0', [-0.179259, -0.743582, 1.0]], ['2, k, 1', [-0.172232, -0.449942, 1.0]], ['2, k, 2', [-0.1753, -0.156806, 1.0]], ['2, k, 3', [-0.166466, -0.0270443, 1.0]], ['2, k, 4', [-0.347771, -0.253156, 1.0]], ['2, k, 5', [-0.512977, -0.384776, 1.0]], ['2, k, 6', [-0.384523, -0.526448, 1.0]], ['2, k, 7', [-0.344181, -0.567249, 1.0]], ['2, k, 8', [0.0108081, -0.292385, 1.0]], ['2, k, 9', [0.0915617, -0.488456, 1.0]], ['2, k, 10', [0.0312061, -0.606449, 1.0]], ['2, k, 11', [-0.00809041, -0.632108, 1.0]], ['2, k, 12', [-0.2603, -0.723969, 1.0]], ['2, k, 13', [-0.31393, -1.0486, 1.0]], ['2, k, 14', [-0.34156, -1.40106, 1.0]], ['2, k, 15', [-0.296927, -1.47999, 1.0]], ['2, k, 16', [-0.0947188, -0.742794, 1.0]], ['2, k, 17', [-0.0609112, -1.07372, 1.0]], ['2, k, 18', [-0.0331317, -1.42184, 1.0]], ['2, k, 19', [-0.0578261, -1.48448, 1.0]], ['2, k, 20', [-0.172881, -0.228486, 1.0]], ['2, k, 21', [-0.295581, -0.63779, 1.0]], ['2, k, 22', [-0.300798, -0.522205, 1.0]], ['2, k, 23', [-0.0362568, -0.683505, 1.0]], ['2, k, 24', [-0.0384309, -0.579951, 1.0]]]
[['2, k, 0', [-0.187522, -0.743441, 1.0]], ['2, k, 1', [-0.177349, -0.450743, 1.0]], ['2, k, 2', [-0.175177, -0.158776, 1.0]], ['2, k, 3', [-0.16523, -0.0290353, 1.0]], ['2, k, 4', [-0.351763, -0.253005, 1.0]], ['2, k, 5', [-0.522911, -0.38489, 1.0]], ['2, k, 6', [-0.408035, -0.521112, 1.0]], ['2, k, 7', [-0.382713, -0.550991, 1.0]], ['2, k, 8', [0.0104166, -0.293658, 1.0]], ['2, k, 9', [0.0957247, -0.488268, 1.0]], ['2, k, 10', [0.0306046, -0.605823, 1.0]], ['2, k, 11', [-0.0177197, -0.629772, 1.0]], ['2, k, 12', [-0.269454, -0.723712, 1.0]], ['2, k, 13', [-0.319371, -1.04837, 1.0]], ['2, k, 14', [-0.342339, -1.40063, 1.0]], ['2, k, 15', [-0.293904, -1.48693, 1.0]], ['2, k, 16', [-0.101787, -0.74282, 1.0]], ['2, k, 17', [-0.0675195, -1.07744, 1.0]], ['2, k, 18', [-0.0379137, -1.43294, 1.0]], ['2, k, 19', [-0.0599907, -1.49612, 1.0]], ['2, k, 20', [-0.173978, -0.230421, 1.0]], ['2, k, 21', [-0.354969, -0.616873, 1.0]], ['2, k, 22', [-0.340333, -0.519653, 1.0]], ['2, k, 23', [-0.0543429, -0.680291, 1.0]], ['2, k, 24', [-0.0497723, -0.577356, 1.0]]]
[['2, k, 0', [-0.197755, -0.744062, 1.0]], ['2, k, 1', [-0.181838, -0.452063, 1.0]], ['2, k, 2', [-0.174374, -0.161725, 1.0]], ['2, k, 3', [-0.164864, -0.0320111, 1.0]], ['2, k, 4', [-0.357185, -0.254801, 1.0]], ['2, k, 5', [-0.533694, -0.384209, 1.0]], ['2, k, 6', [-0.419418, -0.522023, 1.0]], ['2, k, 7', [-0.395504, -0.556066, 1.0]], ['2, k, 8', [0.00780864, -0.295177, 1.0]], ['2, k, 9', [0.0983669, -0.489619, 1.0]], ['2, k, 10', [0.0293088, -0.60461, 1.0]], ['2, k, 11', [-0.0214362, -0.627666, 1.0]], ['2, k, 12', [-0.280903, -0.724443, 1.0]], ['2, k, 13', [-0.332107, -1.0563, 1.0]], ['2, k, 14', [-0.343432, -1.40096, 1.0]], ['2, k, 15', [-0.298897, -1.48396, 1.0]], ['2, k, 16', [-0.110186, -0.743377, 1.0]], ['2, k, 17', [-0.0734411, -1.07946, 1.0]], ['2, k, 18', [-0.0389152, -1.43662, 1.0]], ['2, k, 19', [-0.060773, -1.49985, 1.0]], ['2, k, 20', [-0.174723, -0.232952, 1.0]], ['2, k, 21', [-0.369465, -0.61537, 1.0]], ['2, k, 22', [-0.352174, -0.522154, 1.0]], ['2, k, 23', [-0.0592174, -0.689785, 1.0]], ['2, k, 24', [-0.0556671, -0.578094, 1.0]]]
[['2, k, 0', [-0.209188, -0.745411, 1.0]], ['2, k, 1', [-0.18694, -0.453852, 1.0]], ['2, k, 2', [-0.1738, -0.164939, 1.0]], ['2, k, 3', [-0.164672, -0.0350798, 1.0]], ['2, k, 4', [-0.361827, -0.257119, 1.0]], ['2, k, 5', [-0.541977, -0.384481, 1.0]], ['2, k, 6', [-0.452491, -0.514925, 1.0]], ['2, k, 7', [-0.403713, -0.550221, 1.0]], ['2, k, 8', [0.00621097, -0.296342, 1.0]], ['2, k, 9', [0.101251, -0.488187, 1.0]], ['2, k, 10', [0.0261455, -0.603153, 1.0]], ['2, k, 11', [-0.0254916, -0.625616, 1.0]], ['2, k, 12', [-0.293748, -0.726562, 1.0]], ['2, k, 13', [-0.339772, -1.06185, 1.0]], ['2, k, 14', [-0.343218, -1.40383, 1.0]], ['2, k, 15', [-0.328538, -1.47525, 1.0]], ['2, k, 16', [-0.120411, -0.744158, 1.0]], ['2, k, 17', [-0.0799415, -1.08347, 1.0]], ['2, k, 18', [-0.0368266, -1.41657, 1.0]], ['2, k, 19', [0.00405336, -1.46688, 1.0]], ['2, k, 20', [-0.175783, -0.23584, 1.0]], ['2, k, 21', [-0.352254, -0.599879, 1.0]], ['2, k, 22', [-0.358352, -0.500302, 1.0]], ['2, k, 23', [-0.0561404, -0.691109, 1.0]], ['2, k, 24', [-0.0625943, -0.580062, 1.0]]]
[['2, k, 0', [-0.217301, -0.747305, 1.0]], ['2, k, 1', [-0.191628, -0.455402, 1.0]], ['2, k, 2', [-0.17354, -0.167183, 1.0]], ['2, k, 3', [-0.165323, -0.0370701, 1.0]], ['2, k, 4', [-0.364285, -0.259125, 1.0]], ['2, k, 5', [-0.543777, -0.387117, 1.0]], ['2, k, 6', [-0.45882, -0.515587, 1.0]], ['2, k, 7', [-0.414442, -0.555754, 1.0]], ['2, k, 8', [0.00532875, -0.298047, 1.0]], ['2, k, 9', [0.103287, -0.488973, 1.0]], ['2, k, 10', [0.0202409, -0.606273, 1.0]], ['2, k, 11', [-0.0330738, -0.627465, 1.0]], ['2, k, 12', [-0.302442, -0.729289, 1.0]], ['2, k, 13', [-0.344054, -1.05929, 1.0]], ['2, k, 14', [-0.343368, -1.40405, 1.0]], ['2, k, 15', [-0.283831, -1.4818, 1.0]], ['2, k, 16', [-0.128443, -0.745471, 1.0]], ['2, k, 17', [-0.0857889, -1.0842, 1.0]], ['2, k, 18', [-0.0362804, -1.41556, 1.0]], ['2, k, 19', [-0.0116338, -1.47827, 1.0]], ['2, k, 20', [-0.177084, -0.238046, 1.0]], ['2, k, 21', [-0.358841, -0.611998, 1.0]], ['2, k, 22', [-0.37291, -0.505308, 1.0]], ['2, k, 23', [-0.0647978, -0.694865, 1.0]], ['2, k, 24', [-0.0677543, -0.585543, 1.0]]]
[['2, k, 0', [-0.224536, -0.749747, 1.0]], ['2, k, 1', [-0.195326, -0.456843, 1.0]], ['2, k, 2', [-0.173216, -0.169185, 1.0]], ['2, k, 3', [-0.166556, -0.0388494, 1.0]], ['2, k, 4', [-0.36733, -0.260199, 1.0]], ['2, k, 5', [-0.54636, -0.390221, 1.0]], ['2, k, 6', [-0.468793, -0.515204, 1.0]], ['2, k, 7', [-0.423344, -0.558198, 1.0]], ['2, k, 8', [0.0034613, -0.297375, 1.0]], ['2, k, 9', [0.103217, -0.48548, 1.0]], ['2, k, 10', [0.0161572, -0.606804, 1.0]], ['2, k, 11', [-0.0400246, -0.626343, 1.0]], ['2, k, 12', [-0.308726, -0.732382, 1.0]], ['2, k, 13', [-0.355095, -1.07122, 1.0]], ['2, k, 14', [-0.343419, -1.40449, 1.0]], ['2, k, 15', [-0.283681, -1.4825, 1.0]], ['2, k, 16', [-0.135797, -0.74722, 1.0]], ['2, k, 17', [-0.0900466, -1.08676, 1.0]], ['2, k, 18', [-0.0371344, -1.42342, 1.0]], ['2, k, 19', [-0.0162363, -1.48561, 1.0]], ['2, k, 20', [-0.178357, -0.240033, 1.0]], ['2, k, 21', [-0.371576, -0.609189, 1.0]], ['2, k, 22', [-0.382965, -0.505792, 1.0]], ['2, k, 23', [-0.073077, -0.697081, 1.0]], ['2, k, 24', [-0.0740943, -0.584287, 1.0]]]
[['2, k, 0', [-0.238501, -0.752292, 1.0]], ['2, k, 1', [-0.202578, -0.457689, 1.0]], ['2, k, 2', [-0.175128, -0.169022, 1.0]], ['2, k, 3', [-0.168566, -0.0387027, 1.0]], ['2, k, 4', [-0.370872, -0.260454, 1.0]], ['2, k, 5', [-0.548665, -0.393419, 1.0]], ['2, k, 6', [-0.473812, -0.515009, 1.0]], ['2, k, 7', [-0.427114, -0.562351, 1.0]], ['2, k, 8', [0.000896366, -0.295297, 1.0]], ['2, k, 9', [0.103364, -0.480865, 1.0]], ['2, k, 10', [0.0117702, -0.607812, 1.0]], ['2, k, 11', [-0.0413521, -0.609104, 1.0]], ['2, k, 12', [-0.321869, -0.735266, 1.0]], ['2, k, 13', [-0.36134, -1.08004, 1.0]], ['2, k, 14', [-0.343138, -1.40659, 1.0]], ['2, k, 15', [-0.334481, -1.47254, 1.0]], ['2, k, 16', [-0.149636, -0.749277, 1.0]], ['2, k, 17', [-0.0938047, -1.08722, 1.0]], ['2, k, 18', [-0.0371125, -1.42416, 1.0]], ['2, k, 19', [-0.0197375, -1.48634, 1.0]], ['2, k, 20', [-0.181548, -0.240275, 1.0]], ['2, k, 21', [-0.375409, -0.617735, 1.0]], ['2, k, 22', [-0.375475, -0.504608, 1.0]], ['2, k, 23', [-0.0754433, -0.669505, 1.0]], ['2, k, 24', [-0.0811919, -0.557796, 1.0]]]
[['2, k, 0', [-0.239455, -0.752493, 1.0]], ['2, k, 1', [-0.205226, -0.457661, 1.0]], ['2, k, 2', [-0.177346, -0.167846, 1.0]], ['2, k, 3', [-0.172315, -0.0376006, 1.0]], ['2, k, 4', [-0.370607, -0.259115, 1.0]], ['2, k, 5', [-0.549853, -0.396677, 1.0]], ['2, k, 6', [-0.478238, -0.521589, 1.0]], ['2, k, 7', [-0.431811, -0.568664, 1.0]], ['2, k, 8', [-0.0028071, -0.290238, 1.0]], ['2, k, 9', [0.101769, -0.476423, 1.0]], ['2, k, 10', [0.00837634, -0.60612, 1.0]], ['2, k, 11', [-0.0528447, -0.623009, 1.0]], ['2, k, 12', [-0.323393, -0.735932, 1.0]], ['2, k, 13', [-0.363551, -1.07342, 1.0]], ['2, k, 14', [-0.342501, -1.40866, 1.0]], ['2, k, 15', [-0.337166, -1.47116, 1.0]], ['2, k, 16', [-0.150484, -0.749247, 1.0]], ['2, k, 17', [-0.0983212, -1.12319, 1.0]], ['2, k, 18', [-0.0373848, -1.4245, 1.0]], ['2, k, 19', [-0.00532896, -1.48059, 1.0]], ['2, k, 20', [-0.184333, -0.2396, 1.0]], ['2, k, 21', [-0.37676, -0.61526, 1.0]], ['2, k, 22', [-0.386735, -0.514463, 1.0]], ['2, k, 23', [-0.0893107, -0.693956, 1.0]], ['2, k, 24', [-0.0883648, -0.581957, 1.0]]]
