[['2, k, 0', [-0.2054355, -0.4365312, 1.0]], ['2, k, 1', [-0.1958667, -0.1958535, 1.0]], ['2, k, 2', [-0.1852338, 0.04166592, 1.0]], ['2, k, 3', [-0.1819345, 0.1698832, 1.0]], ['2, k, 4', [-0.3591161, -0.05958552, 1.0]], ['2, k, 5', [-0.4681786, -0.2495494, 1.0]], ['2, k, 6', [-0.4988019, -0.3858674, 1.0]], ['2, k, 7', [-0.4899689, -0.4398441, 1.0]], ['2, k, 8', [-0.02255144, -0.08395682, 1.0]], ['2, k, 9', [0.03797847, -0.2910567, 1.0]], ['2, k, 10', [0.1075227, -0.3200336, 1.0]], ['2, k, 11', [0.1300072, -0.3138345, 1.0]], ['2, k, 12', [-0.2759701, -0.4259744, 1.0]], ['2, k, 13', [-0.2726194, -0.5466735, 1.0]], ['2, k, 14', [-0.2096963, -0.9029777, 1.0]], ['2, k, 15', [-0.1958318, -0.956449, 1.0]], ['2, k, 16', [-0.1311322, -0.4362632, 1.0]], ['2, k, 17', [-0.05354104, -0.5243028, 1.0]], ['2, k, 18', [-0.009978815, -0.9158683, 1.0]], ['2, k, 19', [-0.0001965184, -0.9857201, 1.0]], ['2, k, 20', [-0.188232, -0.01715264, 1.0]], ['2, k, 21', [-0.4876199, -0.489937, 1.0]], ['2, k, 22', [-0.519983, -0.4534715, 1.0]], ['2, k, 23', [0.1214288, -0.3462622, 1.0]], ['2, k, 24', [0.1911113, -0.2890764, 1.0]]]
[['2, k, 0', [-0.2008969, -0.4450736, 1.0]], ['2, k, 1', [-0.1917162, -0.1956915, 1.0]], ['2, k, 2', [-0.1826126, 0.04899431, 1.0]], ['2, k, 3', [-0.1858093, 0.1871248, 1.0]], ['2, k, 4', [-0.3573897, -0.05546976, 1.0]], ['2, k, 5', [-0.4688491, -0.2557843, 1.0]], ['2, k, 6', [-0.5050765, -0.4122411, 1.0]], ['2, k, 7', [-0.5010532, -0.4813376, 1.0]], ['2, k, 8', [-0.02989103, -0.06181516, 1.0]], ['2, k, 9', [-0.01913177, -0.262096, 1.0]], ['2, k, 10', [0.04420084, -0.2803871, 1.0]], ['2, k, 11', [0.07928366, -0.2812943, 1.0]], ['2, k, 12', [-0.2707107, -0.4390643, 1.0]], ['2, k, 13', [-0.2737434, -0.550735, 1.0]], ['2, k, 14', [-0.210873, -0.9065962, 1.0]], ['2, k, 15', [-0.2001244, -0.9636822, 1.0]], ['2, k, 16', [-0.1264788, -0.4401702, 1.0]], ['2, k, 17', [-0.04779418, -0.5290704, 1.0]], ['2, k, 18', [-0.01672156, -0.9113342, 1.0]], ['2, k, 19', [-0.02273106, -0.9793715, 1.0]], ['2, k, 20', [-0.1849768, -0.01151243, 1.0]], ['2, k, 21', [-0.4914675, -0.5425143, 1.0]], ['2, k, 22', [-0.4730743, -0.4734669, 1.0]], ['2, k, 23', [0.1110341, -0.2849095, 1.0]], ['2, k, 24', [0.0333974, -0.2792291, 1.0]]]
[['2, k, 0', [-0.1975761, -0.4454967, 1.0]], ['2, k, 1', [-0.1914686, -0.1957599, 1.0]], ['2, k, 2', [-0.1831473, 0.04896353, 1.0]], ['2, k, 3', [-0.185871, 0.1871633, 1.0]], ['2, k, 4', [-0.357648, -0.0555849, 1.0]], ['2, k, 5', [-0.4690163, -0.2557011, 1.0]], ['2, k, 6', [-0.5049933, -0.4122757, 1.0]], ['2, k, 7', [-0.5014044, -0.4825809, 1.0]], ['2, k, 8', [-0.02911429, -0.06201592, 1.0]], ['2, k, 9', [-0.02114353, -0.272159, 1.0]], ['2, k, 10', [0.03666128, -0.3164597, 1.0]], ['2, k, 11', [0.07695817, -0.3162784, 1.0]], ['2, k, 12', [-0.2664153, -0.4397476, 1.0]], ['2, k, 13', [-0.2737877, -0.5509613, 1.0]], ['2, k, 14', [-0.2111152, -0.9060032, 1.0]], ['2, k, 15', [-0.2003449, -0.963089, 1.0]], ['2, k, 16', [-0.1237637, -0.4404049, 1.0]], ['2, k, 17', [-0.04799312, -0.5295797, 1.0]], ['2, k, 18', [-0.01693702, -0.9113382, 1.0]], ['2, k, 19', [-0.02270748, -0.9794643, 1.0]], ['2, k, 20', [-0.1851685, -0.01154517, 1.0]], ['2, k, 21', [-0.493429, -0.5433707, 1.0]], ['2, k, 22', [-0.454914, -0.4495878, 1.0]], ['2, k, 23', [0.09423107, -0.3197243, 1.0]], ['2, k, 24', [0.03114205, -0.3250403, 1.0]]]
[['2, k, 0', [-0.1967722, -0.4461186, 1.0]], ['2, k, 1', [-0.191254, -0.1959642, 1.0]], ['2, k, 2', [-0.1831832, 0.04893919, 1.0]], ['2, k, 3', [-0.1859182, 0.1871927, 1.0]], ['2, k, 4', [-0.3578134, -0.05555841, 1.0]], ['2, k, 5', [-0.4690235, -0.2553993, 1.0]], ['2, k, 6', [-0.5051015, -0.4123951, 1.0]], ['2, k, 7', [-0.5013579, -0.4824685, 1.0]], ['2, k, 8', [-0.02845797, -0.06224572, 1.0]], ['2, k, 9', [-0.01835093, -0.2753318, 1.0]], ['2, k, 10', [0.04708914, -0.3262865, 1.0]], ['2, k, 11', [0.06459364, -0.347122, 1.0]], ['2, k, 12', [-0.2654658, -0.4403724, 1.0]], ['2, k, 13', [-0.2738003, -0.5509829, 1.0]], ['2, k, 14', [-0.210812, -0.9066684, 1.0]], ['2, k, 15', [-0.2004725, -0.9643869, 1.0]], ['2, k, 16', [-0.1231202, -0.44103, 1.0]], ['2, k, 17', [-0.04808557, -0.5296646, 1.0]], ['2, k, 18', [-0.01591211, -0.9101014, 1.0]], ['2, k, 19', [-0.02269447, -0.9786581, 1.0]], ['2, k, 20', [-0.1851809, -0.01157807, 1.0]], ['2, k, 21', [-0.4932244, -0.5442795, 1.0]], ['2, k, 22', [-0.4766519, -0.522496, 1.0]], ['2, k, 23', [0.0891184, -0.3562852, 1.0]], ['2, k, 24', [0.02970653, -0.3549863, 1.0]]]
[['2, k, 0', [-0.1959907, -0.4468903, 1.0]], ['2, k, 1', [-0.1909818, -0.1962216, 1.0]], ['2, k, 2', [-0.1832227, 0.04894152, 1.0]], ['2, k, 3', [-0.1860192, 0.1875706, 1.0]], ['2, k, 4', [-0.3579338, -0.05569278, 1.0]], ['2, k, 5', [-0.4691142, -0.2556238, 1.0]], ['2, k, 6', [-0.5051424, -0.4127317, 1.0]], ['2, k, 7', [-0.50183, -0.4831437, 1.0]], ['2, k, 8', [-0.02804486, -0.06225334, 1.0]], ['2, k, 9', [-0.005507997, -0.2976038, 1.0]], ['2, k, 10', [0.0440842, -0.3629295, 1.0]], ['2, k, 11', [0.06886427, -0.3803134, 1.0]], ['2, k, 12', [-0.2644364, -0.4410821, 1.0]], ['2, k, 13', [-0.2738321, -0.5511208, 1.0]], ['2, k, 14', [-0.2107883, -0.9066613, 1.0]], ['2, k, 15', [-0.1997875, -0.9625989, 1.0]], ['2, k, 16', [-0.1226063, -0.4418937, 1.0]], ['2, k, 17', [-0.04812483, -0.5298991, 1.0]], ['2, k, 18', [-0.01617433, -0.9099237, 1.0]], ['2, k, 19', [-0.02220527, -0.9784385, 1.0]], ['2, k, 20', [-0.1851966, -0.01160652, 1.0]], ['2, k, 21', [-0.4918756, -0.5437977, 1.0]], ['2, k, 22', [-0.4703757, -0.4596529, 1.0]], ['2, k, 23', [0.1041236, -0.3956892, 1.0]], ['2, k, 24', [0.03700316, -0.3868451, 1.0]]]
[['2, k, 0', [-0.1955518, -0.44728, 1.0]], ['2, k, 1', [-0.1908811, -0.1964088, 1.0]], ['2, k, 2', [-0.1834553, 0.04881964, 1.0]], ['2, k, 3', [-0.1861378, 0.1875679, 1.0]], ['2, k, 4', [-0.3580304, -0.05583258, 1.0]], ['2, k, 5', [-0.4689499, -0.255393, 1.0]], ['2, k, 6', [-0.505178, -0.4124317, 1.0]], ['2, k, 7', [-0.4974894, -0.48115, 1.0]], ['2, k, 8', [-0.02755522, -0.06276373, 1.0]], ['2, k, 9', [-0.01268509, -0.2926169, 1.0]], ['2, k, 10', [0.04789309, -0.3876877, 1.0]], ['2, k, 11', [0.06446078, -0.4060231, 1.0]], ['2, k, 12', [-0.2639312, -0.441418, 1.0]], ['2, k, 13', [-0.2739304, -0.5509337, 1.0]], ['2, k, 14', [-0.2106488, -0.9064938, 1.0]], ['2, k, 15', [-0.1997946, -0.9626378, 1.0]], ['2, k, 16', [-0.1222463, -0.442337, 1.0]], ['2, k, 17', [-0.04857365, -0.5304389, 1.0]], ['2, k, 18', [-0.01582816, -0.9093745, 1.0]], ['2, k, 19', [-0.02229441, -0.9785149, 1.0]], ['2, k, 20', [-0.1853168, -0.01173563, 1.0]], ['2, k, 21', [-0.4886584, -0.5471111, 1.0]], ['2, k, 22', [-0.4451366, -0.417239, 1.0]], ['2, k, 23', [0.09453569, -0.4288996, 1.0]], ['2, k, 24', [0.02267724, -0.4154543, 1.0]]]
[['2, k, 0', [-0.1980401, -0.4462308, 1.0]], ['2, k, 1', [-0.1915021, -0.196186, 1.0]], ['2, k, 2', [-0.1835563, 0.04883514, 1.0]], ['2, k, 3', [-0.1863464, 0.1877835, 1.0]], ['2, k, 4', [-0.3581462, -0.05590487, 1.0]], ['2, k, 5', [-0.4692588, -0.2554801, 1.0]], ['2, k, 6', [-0.5052234, -0.4123527, 1.0]], ['2, k, 7', [-0.5011396, -0.4826618, 1.0]], ['2, k, 8', [-0.02711046, -0.0629417, 1.0]], ['2, k, 9', [-0.01268068, -0.2929666, 1.0]], ['2, k, 10', [0.0302862, -0.3976161, 1.0]], ['2, k, 11', [0.05916661, -0.4374714, 1.0]], ['2, k, 12', [-0.2668762, -0.4396771, 1.0]], ['2, k, 13', [-0.2739641, -0.5508482, 1.0]], ['2, k, 14', [-0.2106381, -0.9062706, 1.0]], ['2, k, 15', [-0.1998817, -0.9626808, 1.0]], ['2, k, 16', [-0.1243436, -0.4418442, 1.0]], ['2, k, 17', [-0.0344031, -0.50567, 1.0]], ['2, k, 18', [-0.0158995, -0.9093519, 1.0]], ['2, k, 19', [-0.02224306, -0.978517, 1.0]], ['2, k, 20', [-0.1855135, -0.01169988, 1.0]], ['2, k, 21', [-0.4952174, -0.5445387, 1.0]], ['2, k, 22', [-0.4705272, -0.4774712, 1.0]], ['2, k, 23', [0.08947524, -0.4613458, 1.0]], ['2, k, 24', [0.02445095, -0.4567442, 1.0]]]
[['2, k, 0', [-0.1993048, -0.4459344, 1.0]], ['2, k, 1', [-0.1922694, -0.1961651, 1.0]], ['2, k, 2', [-0.1842372, 0.0487077, 1.0]], ['2, k, 3', [-0.1863945, 0.1878795, 1.0]], ['2, k, 4', [-0.358323, -0.05595583, 1.0]], ['2, k, 5', [-0.4694408, -0.2555402, 1.0]], ['2, k, 6', [-0.5053434, -0.4125253, 1.0]], ['2, k, 7', [-0.5026781, -0.4842345, 1.0]], ['2, k, 8', [-0.02677021, -0.06294471, 1.0]], ['2, k, 9', [-0.01322996, -0.2927457, 1.0]], ['2, k, 10', [0.03081037, -0.3997775, 1.0]], ['2, k, 11', [0.05664476, -0.4592985, 1.0]], ['2, k, 12', [-0.2683516, -0.4391497, 1.0]], ['2, k, 13', [-0.2739502, -0.5509472, 1.0]], ['2, k, 14', [-0.2106451, -0.9060922, 1.0]], ['2, k, 15', [-0.1999336, -0.9627685, 1.0]], ['2, k, 16', [-0.1254181, -0.4417631, 1.0]], ['2, k, 17', [-0.03215512, -0.503076, 1.0]], ['2, k, 18', [-0.01543885, -0.9046504, 1.0]], ['2, k, 19', [-0.02312332, -0.977403, 1.0]], ['2, k, 20', [-0.1862302, -0.0118052, 1.0]], ['2, k, 21', [-0.4950546, -0.543066, 1.0]], ['2, k, 22', [-0.471918, -0.4660777, 1.0]], ['2, k, 23', [0.08113181, -0.4910516, 1.0]], ['2, k, 24', [0.01072947, -0.4747303, 1.0]]]
[['2, k, 0', [-0.2003206, -0.4454083, 1.0]], ['2, k, 1', [-0.1926122, -0.1961071, 1.0]], ['2, k, 2', [-0.1843581, 0.0486125, 1.0]], ['2, k, 3', [-0.1866561, 0.1881861, 1.0]], ['2, k, 4', [-0.3584874, -0.05585305, 1.0]], ['2, k, 5', [-0.4697222, -0.2552392, 1.0]], ['2, k, 6', [-0.5054062, -0.4128177, 1.0]], ['2, k, 7', [-0.5016406, -0.4837836, 1.0]], ['2, k, 8', [-0.02607538, -0.06285398, 1.0]], ['2, k, 9', [-0.01302381, -0.2905165, 1.0]], ['2, k, 10', [0.008002377, -0.4068369, 1.0]], ['2, k, 11', [0.03358923, -0.46253, 1.0]], ['2, k, 12', [-0.269561, -0.4382145, 1.0]], ['2, k, 13', [-0.2739608, -0.5509267, 1.0]], ['2, k, 14', [-0.2106296, -0.9062192, 1.0]], ['2, k, 15', [-0.2006522, -0.9643598, 1.0]], ['2, k, 16', [-0.1262453, -0.4415801, 1.0]], ['2, k, 17', [-0.02924116, -0.5015513, 1.0]], ['2, k, 18', [-0.01548741, -0.9046888, 1.0]], ['2, k, 19', [-0.02306265, -0.9790458, 1.0]], ['2, k, 20', [-0.1863836, -0.01187225, 1.0]], ['2, k, 21', [-0.4940424, -0.5438093, 1.0]], ['2, k, 22', [-0.4723058, -0.4494621, 1.0]], ['2, k, 23', [0.06191378, -0.4994416, 1.0]], ['2, k, 24', [-0.002906317, -0.4841887, 1.0]]]
[['2, k, 0', [-0.2010184, -0.445309, 1.0]], ['2, k, 1', [-0.192807, -0.1960427, 1.0]], ['2, k, 2', [-0.1843684, 0.04863932, 1.0]], ['2, k, 3', [-0.1866288, 0.1882673, 1.0]], ['2, k, 4', [-0.3585217, -0.05586892, 1.0]], ['2, k, 5', [-0.4695488, -0.2546479, 1.0]], ['2, k, 6', [-0.5055549, -0.4129694, 1.0]], ['2, k, 7', [-0.5020057, -0.4824253, 1.0]], ['2, k, 8', [-0.02563806, -0.06308672, 1.0]], ['2, k, 9', [-0.01282589, -0.2900708, 1.0]], ['2, k, 10', [0.008939961, -0.4108452, 1.0]], ['2, k, 11', [0.02632915, -0.4764535, 1.0]], ['2, k, 12', [-0.2703962, -0.4378557, 1.0]], ['2, k, 13', [-0.2739658, -0.550918, 1.0]], ['2, k, 14', [-0.210658, -0.9066964, 1.0]], ['2, k, 15', [-0.1993459, -0.9625338, 1.0]], ['2, k, 16', [-0.1268128, -0.441734, 1.0]], ['2, k, 17', [-0.02721079, -0.501016, 1.0]], ['2, k, 18', [-0.01565971, -0.9082214, 1.0]], ['2, k, 19', [-0.02118074, -0.9761181, 1.0]], ['2, k, 20', [-0.1864112, -0.01185215, 1.0]], ['2, k, 21', [-0.4943223, -0.5439414, 1.0]], ['2, k, 22', [-0.4548104, -0.4494942, 1.0]], ['2, k, 23', [0.05144385, -0.5177267, 1.0]], ['2, k, 24', [-0.01418074, -0.4909315, 1.0]]]
[['2, k, 0', [-0.2013376, -0.4452479, 1.0]], ['2, k, 1', [-0.193125, -0.1960379, 1.0]], ['2, k, 2', [-0.1847095, 0.04859163, 1.0]], ['2, k, 3', [-0.1866723, 0.1886123, 1.0]], ['2, k, 4', [-0.3585444, -0.05582424, 1.0]], ['2, k, 5', [-0.4692754, -0.2546514, 1.0]], ['2, k, 6', [-0.5055847, -0.413096, 1.0]], ['2, k, 7', [-0.5020598, -0.4843238, 1.0]], ['2, k, 8', [-0.02548292, -0.06307463, 1.0]], ['2, k, 9', [-0.01239198, -0.2905332, 1.0]], ['2, k, 10', [0.004533152, -0.418678, 1.0]], ['2, k, 11', [0.02040096, -0.4862083, 1.0]], ['2, k, 12', [-0.2708733, -0.4375646, 1.0]], ['2, k, 13', [-0.2739708, -0.5508828, 1.0]], ['2, k, 14', [-0.2106959, -0.9067373, 1.0]], ['2, k, 15', [-0.1992087, -0.9623529, 1.0]], ['2, k, 16', [-0.1269962, -0.4418802, 1.0]], ['2, k, 17', [-0.02578891, -0.5022755, 1.0]], ['2, k, 18', [-0.01574812, -0.9076518, 1.0]], ['2, k, 19', [-0.02097254, -0.9757912, 1.0]], ['2, k, 20', [-0.1867494, -0.0118919, 1.0]], ['2, k, 21', [-0.4938281, -0.5433139, 1.0]], ['2, k, 22', [-0.4731697, -0.5176504, 1.0]], ['2, k, 23', [0.04623113, -0.5304725, 1.0]], ['2, k, 24', [-0.02361559, -0.4814489, 1.0]]]
[['2, k, 0', [-0.2017894, -0.4453729, 1.0]], ['2, k, 1', [-0.1932493, -0.1959934, 1.0]], ['2, k, 2', [-0.1847277, 0.04879902, 1.0]], ['2, k, 3', [-0.1866625, 0.1887483, 1.0]], ['2, k, 4', [-0.358693, -0.05574918, 1.0]], ['2, k, 5', [-0.468295, -0.2557133, 1.0]], ['2, k, 6', [-0.5054928, -0.4129225, 1.0]], ['2, k, 7', [-0.5013461, -0.4822872, 1.0]], ['2, k, 8', [-0.02507854, -0.06339609, 1.0]], ['2, k, 9', [-0.01275655, -0.2919059, 1.0]], ['2, k, 10', [0.006233256, -0.4226813, 1.0]], ['2, k, 11', [0.03195087, -0.49604, 1.0]], ['2, k, 12', [-0.2713291, -0.437567, 1.0]], ['2, k, 13', [-0.2739753, -0.5508879, 1.0]], ['2, k, 14', [-0.2107014, -0.9070633, 1.0]], ['2, k, 15', [-0.1990348, -0.9623157, 1.0]], ['2, k, 16', [-0.1274382, -0.4421997, 1.0]], ['2, k, 17', [-0.02518433, -0.504187, 1.0]], ['2, k, 18', [-0.01581496, -0.9077235, 1.0]], ['2, k, 19', [-0.02103736, -0.9763213, 1.0]], ['2, k, 20', [-0.186806, -0.01176662, 1.0]], ['2, k, 21', [-0.4945097, -0.5434998, 1.0]], ['2, k, 22', [-0.4738872, -0.4698663, 1.0]], ['2, k, 23', [0.05451757, -0.5400984, 1.0]], ['2, k, 24', [-0.02532927, -0.4880989, 1.0]]]
[['2, k, 0', [-0.2019652, -0.4452583, 1.0]], ['2, k, 1', [-0.1932619, -0.1959581, 1.0]], ['2, k, 2', [-0.184607, 0.0488425, 1.0]], ['2, k, 3', [-0.1866422, 0.1889901, 1.0]], ['2, k, 4', [-0.3586513, -0.05569968, 1.0]], ['2, k, 5', [-0.4682381, -0.2557607, 1.0]], ['2, k, 6', [-0.5052679, -0.4153317, 1.0]], ['2, k, 7', [-0.5023065, -0.4830932, 1.0]], ['2, k, 8', [-0.02463667, -0.06368333, 1.0]], ['2, k, 9', [-0.01173349, -0.2909139, 1.0]], ['2, k, 10', [0.006159971, -0.4220707, 1.0]], ['2, k, 11', [0.03184171, -0.4957958, 1.0]], ['2, k, 12', [-0.2716556, -0.4372422, 1.0]], ['2, k, 13', [-0.2739023, -0.5510094, 1.0]], ['2, k, 14', [-0.2106521, -0.9071555, 1.0]], ['2, k, 15', [-0.1986662, -0.9601278, 1.0]], ['2, k, 16', [-0.1274976, -0.4422209, 1.0]], ['2, k, 17', [-0.02477063, -0.506044, 1.0]], ['2, k, 18', [-0.01580535, -0.9077079, 1.0]], ['2, k, 19', [-0.02127723, -0.9766043, 1.0]], ['2, k, 20', [-0.1867594, -0.01173575, 1.0]], ['2, k, 21', [-0.491311, -0.5423487, 1.0]], ['2, k, 22', [-0.4726247, -0.4680307, 1.0]], ['2, k, 23', [0.05511151, -0.5389377, 1.0]], ['2, k, 24', [-0.02342163, -0.4861943, 1.0]]]
[['2, k, 0', [-0.2019821, -0.4452626, 1.0]], ['2, k, 1', [-0.1932627, -0.1959451, 1.0]], ['2, k, 2', [-0.1845523, 0.04890803, 1.0]], ['2, k, 3', [-0.1864002, 0.1893331, 1.0]], ['2, k, 4', [-0.3587607, -0.05578562, 1.0]], ['2, k, 5', [-0.4682874, -0.2558145, 1.0]], ['2, k, 6', [-0.5055827, -0.4147483, 1.0]], ['2, k, 7', [-0.5018894, -0.4827355, 1.0]], ['2, k, 8', [-0.02403337, -0.06384506, 1.0]], ['2, k, 9', [-0.004674233, -0.3024648, 1.0]], ['2, k, 10', [0.005929407, -0.4237532, 1.0]], ['2, k, 11', [0.0279313, -0.4958462, 1.0]], ['2, k, 12', [-0.2716945, -0.4372014, 1.0]], ['2, k, 13', [-0.2738999, -0.5510052, 1.0]], ['2, k, 14', [-0.2106428, -0.9072589, 1.0]], ['2, k, 15', [-0.1989024, -0.9602842, 1.0]], ['2, k, 16', [-0.1274901, -0.4422628, 1.0]], ['2, k, 17', [-0.02455712, -0.5068213, 1.0]], ['2, k, 18', [-0.01579703, -0.9076929, 1.0]], ['2, k, 19', [-0.02119921, -0.9766188, 1.0]], ['2, k, 20', [-0.1867364, -0.01169453, 1.0]], ['2, k, 21', [-0.4923658, -0.5427364, 1.0]], ['2, k, 22', [-0.4543958, -0.4490818, 1.0]], ['2, k, 23', [0.05498891, -0.5395543, 1.0]], ['2, k, 24', [-0.02548919, -0.4913025, 1.0]]]
[['2, k, 0', [-0.2021407, -0.4452794, 1.0]], ['2, k, 1', [-0.1932928, -0.1958992, 1.0]], ['2, k, 2', [-0.1843413, 0.04914678, 1.0]], ['2, k, 3', [-0.1865176, 0.1895857, 1.0]], ['2, k, 4', [-0.3587288, -0.05578634, 1.0]], ['2, k, 5', [-0.4682808, -0.2558091, 1.0]], ['2, k, 6', [-0.5052422, -0.4142525, 1.0]], ['2, k, 7', [-0.5019987, -0.4837894, 1.0]], ['2, k, 8', [-0.023857, -0.06390785, 1.0]], ['2, k, 9', [-0.01137304, -0.3009913, 1.0]], ['2, k, 10', [0.007873896, -0.426719, 1.0]], ['2, k, 11', [0.02971265, -0.4973381, 1.0]], ['2, k, 12', [-0.271898, -0.4371575, 1.0]], ['2, k, 13', [-0.2739103, -0.5509963, 1.0]], ['2, k, 14', [-0.2106417, -0.9073896, 1.0]], ['2, k, 15', [-0.1991437, -0.9604042, 1.0]], ['2, k, 16', [-0.1276152, -0.4423399, 1.0]], ['2, k, 17', [-0.02392144, -0.5072137, 1.0]], ['2, k, 18', [-0.01522408, -0.9064087, 1.0]], ['2, k, 19', [-0.02131956, -0.9763255, 1.0]], ['2, k, 20', [-0.1866313, -0.01152122, 1.0]], ['2, k, 21', [-0.4946907, -0.5411991, 1.0]], ['2, k, 22', [-0.4743257, -0.498067, 1.0]], ['2, k, 23', [0.05886137, -0.5437173, 1.0]], ['2, k, 24', [-0.03147605, -0.4873582, 1.0]]]
[['2, k, 0', [-0.2023775, -0.4450127, 1.0]], ['2, k, 1', [-0.1933565, -0.1958329, 1.0]], ['2, k, 2', [-0.1843351, 0.04913725, 1.0]], ['2, k, 3', [-0.1865094, 0.1899025, 1.0]], ['2, k, 4', [-0.3587458, -0.05560629, 1.0]], ['2, k, 5', [-0.468087, -0.2547674, 1.0]], ['2, k, 6', [-0.5052365, -0.4142759, 1.0]], ['2, k, 7', [-0.5008816, -0.4831313, 1.0]], ['2, k, 8', [-0.02377648, -0.06389289, 1.0]], ['2, k, 9', [-0.01000262, -0.3004566, 1.0]], ['2, k, 10', [-0.001739869, -0.4286037, 1.0]], ['2, k, 11', [0.0224114, -0.4892101, 1.0]], ['2, k, 12', [-0.2721168, -0.4367664, 1.0]], ['2, k, 13', [-0.2738999, -0.5509778, 1.0]], ['2, k, 14', [-0.2105323, -0.9084111, 1.0]], ['2, k, 15', [-0.1982426, -0.9588053, 1.0]], ['2, k, 16', [-0.1278362, -0.4422104, 1.0]], ['2, k, 17', [-0.02334222, -0.5070953, 1.0]], ['2, k, 18', [-0.01516555, -0.9063838, 1.0]], ['2, k, 19', [-0.02136264, -0.9762452, 1.0]], ['2, k, 20', [-0.1866385, -0.01151674, 1.0]], ['2, k, 21', [-0.4904889, -0.5440376, 1.0]], ['2, k, 22', [-0.4692654, -0.4608643, 1.0]], ['2, k, 23', [0.05534317, -0.5390914, 1.0]], ['2, k, 24', [-0.01607161, -0.4958563, 1.0]]]
[['2, k, 0', [-0.2024886, -0.4449941, 1.0]], ['2, k, 1', [-0.1933568, -0.1958239, 1.0]], ['2, k, 2', [-0.1841174, 0.0491819, 1.0]], ['2, k, 3', [-0.1863695, 0.1900899, 1.0]], ['2, k, 4', [-0.3586984, -0.05559114, 1.0]], ['2, k, 5', [-0.4680976, -0.2548332, 1.0]], ['2, k, 6', [-0.5052873, -0.413682, 1.0]], ['2, k, 7', [-0.5009516, -0.4824457, 1.0]], ['2, k, 8', [-0.02371996, -0.06385145, 1.0]], ['2, k, 9', [-0.01014775, -0.2996545, 1.0]], ['2, k, 10', [0.0006439294, -0.4269778, 1.0]], ['2, k, 11', [0.02831087, -0.4952958, 1.0]], ['2, k, 12', [-0.2722064, -0.4367483, 1.0]], ['2, k, 13', [-0.2739, -0.5508085, 1.0]], ['2, k, 14', [-0.2104879, -0.9083494, 1.0]], ['2, k, 15', [-0.1979259, -0.9588561, 1.0]], ['2, k, 16', [-0.1279473, -0.4422027, 1.0]], ['2, k, 17', [-0.02312828, -0.5071918, 1.0]], ['2, k, 18', [-0.01519608, -0.9065652, 1.0]], ['2, k, 19', [-0.02113659, -0.9769953, 1.0]], ['2, k, 20', [-0.1865174, -0.01147761, 1.0]], ['2, k, 21', [-0.4939741, -0.5440928, 1.0]], ['2, k, 22', [-0.454914, -0.4495905, 1.0]], ['2, k, 23', [0.05703864, -0.5427163, 1.0]], ['2, k, 24', [-0.03149884, -0.4848602, 1.0]]]
[['2, k, 0', [-0.2025998, -0.4449778, 1.0]], ['2, k, 1', [-0.1934862, -0.1957961, 1.0]], ['2, k, 2', [-0.1842697, 0.0491899, 1.0]], ['2, k, 3', [-0.186258, 0.1903473, 1.0]], ['2, k, 4', [-0.3586892, -0.05561234, 1.0]], ['2, k, 5', [-0.4697974, -0.2545176, 1.0]], ['2, k, 6', [-0.5051948, -0.4134948, 1.0]], ['2, k, 7', [-0.5006768, -0.4827269, 1.0]], ['2, k, 8', [-0.02369138, -0.06381002, 1.0]], ['2, k, 9', [-0.009742639, -0.2989372, 1.0]], ['2, k, 10', [0.005444017, -0.4267609, 1.0]], ['2, k, 11', [0.02880623, -0.4943151, 1.0]], ['2, k, 12', [-0.2723158, -0.4367428, 1.0]], ['2, k, 13', [-0.2738873, -0.550803, 1.0]], ['2, k, 14', [-0.2104114, -0.9083015, 1.0]], ['2, k, 15', [-0.1985228, -0.9596008, 1.0]], ['2, k, 16', [-0.1280305, -0.4421881, 1.0]], ['2, k, 17', [-0.02297692, -0.5075696, 1.0]], ['2, k, 18', [-0.01509118, -0.9133046, 1.0]], ['2, k, 19', [-0.02025236, -0.9764612, 1.0]], ['2, k, 20', [-0.1866446, -0.01146591, 1.0]], ['2, k, 21', [-0.4917025, -0.5431952, 1.0]], ['2, k, 22', [-0.4721404, -0.4712375, 1.0]], ['2, k, 23', [0.05142744, -0.5419358, 1.0]], ['2, k, 24', [-0.03086594, -0.484633, 1.0]]]
