[['2, k, 0', [-0.00541799, -0.352137, 1.0]], ['2, k, 1', [-0.0229171, -0.0297194, 1.0]], ['2, k, 2', [-0.0397999, 0.284303, 1.0]], ['2, k, 3', [-0.0231965, 0.410043, 1.0]], ['2, k, 4', [-0.136245, 0.211936, 1.0]], ['2, k, 5', [-0.0945026, 0.114705, 1.0]], ['2, k, 6', [-0.0401142, 0.0907661, 1.0]], ['2, k, 7', [0.00822978, 0.0766873, 1.0]], ['2, k, 8', [0.0925247, 0.203292, 1.0]], ['2, k, 9', [0.226636, 0.197069, 1.0]], ['2, k, 10', [0.205202, 0.0136829, 1.0]], ['2, k, 11', [0.156724, -0.0335331, 1.0]], ['2, k, 12', [-0.0575497, -0.344915, 1.0]], ['2, k, 13', [-0.111459, -0.576429, 1.0]], ['2, k, 14', [-0.103444, -0.958222, 1.0]], ['2, k, 15', [-0.11771, -1.05928, 1.0]], ['2, k, 16', [0.0468583, -0.348599, 1.0]], ['2, k, 17', [0.115054, -0.652409, 1.0]], ['2, k, 18', [0.129777, -0.994666, 1.0]], ['2, k, 19', [0.14967, -1.05916, 1.0]], ['2, k, 20', [-0.035673, 0.207017, 1.0]], ['2, k, 21', [0.0599666, 0.0464057, 1.0]], ['2, k, 22', [0.0187028, 0.0991112, 1.0]], ['2, k, 23', [0.166088, -0.1054, 1.0]], ['2, k, 24', [0.133981, -0.03407, 1.0]]]
[['2, k, 0', [0.0186978, -0.322085, 1.0]], ['2, k, 1', [-0.00982503, -0.0185002, 1.0]], ['2, k, 2', [-0.0375979, 0.282762, 1.0]], ['2, k, 3', [-0.0149693, 0.413528, 1.0]], ['2, k, 4', [-0.114512, 0.174715, 1.0]], ['2, k, 5', [-0.160365, 0.0917665, 1.0]], ['2, k, 6', [-0.0506526, 0.0460627, 1.0]], ['2, k, 7', [0.039109, 0.0453777, 1.0]], ['2, k, 8', [0.148836, 0.188402, 1.0]], ['2, k, 9', [0.332083, 0.163222, 1.0]], ['2, k, 10', [0.470989, 0.150499, 1.0]], ['2, k, 11', [0.5112, 0.154449, 1.0]], ['2, k, 12', [-0.0407811, -0.317206, 1.0]], ['2, k, 13', [-0.111039, -0.630148, 1.0]], ['2, k, 14', [-0.0911577, -0.988353, 1.0]], ['2, k, 15', [-0.123264, -1.07164, 1.0]], ['2, k, 16', [0.0807372, -0.312403, 1.0]], ['2, k, 17', [0.117205, -0.691718, 1.0]], ['2, k, 18', [0.130799, -1.01808, 1.0]], ['2, k, 19', [0.139702, -1.07506, 1.0]], ['2, k, 20', [-0.0306807, 0.208387, 1.0]], ['2, k, 21', [0.0506864, 0.0414124, 1.0]], ['2, k, 22', [0.0977156, 0.0548153, 1.0]], ['2, k, 23', [0.531846, 0.148179, 1.0]], ['2, k, 24', [0.431009, 0.127732, 1.0]]]
[['2, k, 0', [0.0190552, -0.319437, 1.0]], ['2, k, 1', [-0.00937892, -0.0165983, 1.0]], ['2, k, 2', [-0.0370548, 0.282556, 1.0]], ['2, k, 3', [-0.0171546, 0.414337, 1.0]], ['2, k, 4', [-0.111087, 0.175684, 1.0]], ['2, k, 5', [-0.0789881, 0.111098, 1.0]], ['2, k, 6', [0.0163873, 0.0570582, 1.0]], ['2, k, 7', [0.0818119, 0.0476969, 1.0]], ['2, k, 8', [0.153707, 0.187938, 1.0]], ['2, k, 9', [0.33476, 0.16427, 1.0]], ['2, k, 10', [0.480434, 0.154017, 1.0]], ['2, k, 11', [0.524548, 0.15906, 1.0]], ['2, k, 12', [-0.0400931, -0.315604, 1.0]], ['2, k, 13', [-0.111327, -0.628928, 1.0]], ['2, k, 14', [-0.090867, -0.986918, 1.0]], ['2, k, 15', [-0.122854, -1.07037, 1.0]], ['2, k, 16', [0.0799186, -0.309373, 1.0]], ['2, k, 17', [0.117458, -0.690542, 1.0]], ['2, k, 18', [0.130988, -1.01811, 1.0]], ['2, k, 19', [0.140179, -1.07503, 1.0]], ['2, k, 20', [-0.0302018, 0.20874, 1.0]], ['2, k, 21', [0.0937869, 0.0438487, 1.0]], ['2, k, 22', [0.151558, 0.0603864, 1.0]], ['2, k, 23', [0.550107, 0.155825, 1.0]], ['2, k, 24', [0.446481, 0.133166, 1.0]]]
[['2, k, 0', [0.019375, -0.318124, 1.0]], ['2, k, 1', [-0.00875217, -0.015779, 1.0]], ['2, k, 2', [-0.0359399, 0.281939, 1.0]], ['2, k, 3', [-0.017761, 0.414629, 1.0]], ['2, k, 4', [-0.109249, 0.176585, 1.0]], ['2, k, 5', [-0.0585392, 0.103671, 1.0]], ['2, k, 6', [0.11383, 0.0631546, 1.0]], ['2, k, 7', [0.12247, 0.0526042, 1.0]], ['2, k, 8', [0.153636, 0.188351, 1.0]], ['2, k, 9', [0.338658, 0.166058, 1.0]], ['2, k, 10', [0.492799, 0.162233, 1.0]], ['2, k, 11', [0.537505, 0.166613, 1.0]], ['2, k, 12', [-0.0396422, -0.314808, 1.0]], ['2, k, 13', [-0.110882, -0.628504, 1.0]], ['2, k, 14', [-0.0906118, -0.984947, 1.0]], ['2, k, 15', [-0.122259, -1.06867, 1.0]], ['2, k, 16', [0.0797171, -0.308356, 1.0]], ['2, k, 17', [0.117183, -0.688499, 1.0]], ['2, k, 18', [0.131239, -1.01773, 1.0]], ['2, k, 19', [0.140236, -1.0749, 1.0]], ['2, k, 20', [-0.029264, 0.208579, 1.0]], ['2, k, 21', [0.127669, 0.0473205, 1.0]], ['2, k, 22', [0.203463, 0.0712694, 1.0]], ['2, k, 23', [0.562439, 0.164876, 1.0]], ['2, k, 24', [0.463951, 0.139177, 1.0]]]
[['2, k, 0', [0.0198613, -0.317816, 1.0]], ['2, k, 1', [-0.0083606, -0.0153715, 1.0]], ['2, k, 2', [-0.0359198, 0.281539, 1.0]], ['2, k, 3', [-0.0187906, 0.41531, 1.0]], ['2, k, 4', [-0.107829, 0.17707, 1.0]], ['2, k, 5', [-0.0604807, 0.056774, 1.0]], ['2, k, 6', [0.105918, 0.0514633, 1.0]], ['2, k, 7', [0.151071, 0.0552752, 1.0]], ['2, k, 8', [0.152893, 0.189646, 1.0]], ['2, k, 9', [0.352303, 0.16674, 1.0]], ['2, k, 10', [0.501629, 0.167798, 1.0]], ['2, k, 11', [0.552427, 0.174936, 1.0]], ['2, k, 12', [-0.0382018, -0.314952, 1.0]], ['2, k, 13', [-0.111023, -0.628509, 1.0]], ['2, k, 14', [-0.09059, -0.984814, 1.0]], ['2, k, 15', [-0.1221, -1.06871, 1.0]], ['2, k, 16', [0.0799453, -0.307624, 1.0]], ['2, k, 17', [0.116408, -0.68663, 1.0]], ['2, k, 18', [0.131269, -1.01824, 1.0]], ['2, k, 19', [0.140387, -1.07519, 1.0]], ['2, k, 20', [-0.0291123, 0.208474, 1.0]], ['2, k, 21', [0.166385, 0.055549, 1.0]], ['2, k, 22', [0.215586, 0.0711294, 1.0]], ['2, k, 23', [0.577886, 0.17398, 1.0]], ['2, k, 24', [0.47177, 0.143696, 1.0]]]
[['2, k, 0', [0.0213278, -0.319286, 1.0]], ['2, k, 1', [-0.00771, -0.0157262, 1.0]], ['2, k, 2', [-0.0357709, 0.281616, 1.0]], ['2, k, 3', [-0.0200618, 0.416231, 1.0]], ['2, k, 4', [-0.107428, 0.177513, 1.0]], ['2, k, 5', [-0.037589, 0.0653798, 1.0]], ['2, k, 6', [0.125566, 0.0498694, 1.0]], ['2, k, 7', [0.182111, 0.060723, 1.0]], ['2, k, 8', [0.152622, 0.189911, 1.0]], ['2, k, 9', [0.349366, 0.174783, 1.0]], ['2, k, 10', [0.511346, 0.174665, 1.0]], ['2, k, 11', [0.564192, 0.183014, 1.0]], ['2, k, 12', [-0.0353694, -0.320349, 1.0]], ['2, k, 13', [-0.110109, -0.628426, 1.0]], ['2, k, 14', [-0.0902546, -0.982691, 1.0]], ['2, k, 15', [-0.121771, -1.06676, 1.0]], ['2, k, 16', [0.0814124, -0.308929, 1.0]], ['2, k, 17', [0.115966, -0.684909, 1.0]], ['2, k, 18', [0.131458, -1.01803, 1.0]], ['2, k, 19', [0.14038, -1.07511, 1.0]], ['2, k, 20', [-0.0288084, 0.208421, 1.0]], ['2, k, 21', [0.211338, 0.0622508, 1.0]], ['2, k, 22', [0.246333, 0.0796972, 1.0]], ['2, k, 23', [0.589613, 0.182528, 1.0]], ['2, k, 24', [0.484776, 0.151451, 1.0]]]
[['2, k, 0', [0.0223236, -0.319548, 1.0]], ['2, k, 1', [-0.00707298, -0.0158014, 1.0]], ['2, k, 2', [-0.0360009, 0.28133, 1.0]], ['2, k, 3', [-0.0212183, 0.416836, 1.0]], ['2, k, 4', [-0.106798, 0.177978, 1.0]], ['2, k, 5', [-0.0230683, 0.0740994, 1.0]], ['2, k, 6', [0.150381, 0.0625117, 1.0]], ['2, k, 7', [0.203212, 0.0630997, 1.0]], ['2, k, 8', [0.152184, 0.190004, 1.0]], ['2, k, 9', [0.350309, 0.175861, 1.0]], ['2, k, 10', [0.514802, 0.176725, 1.0]], ['2, k, 11', [0.574191, 0.190706, 1.0]], ['2, k, 12', [-0.0330508, -0.321732, 1.0]], ['2, k, 13', [-0.109971, -0.632443, 1.0]], ['2, k, 14', [-0.0904897, -0.983733, 1.0]], ['2, k, 15', [-0.121844, -1.06779, 1.0]], ['2, k, 16', [0.0821215, -0.30862, 1.0]], ['2, k, 17', [0.115734, -0.68411, 1.0]], ['2, k, 18', [0.131219, -1.01806, 1.0]], ['2, k, 19', [0.140512, -1.07508, 1.0]], ['2, k, 20', [-0.0287802, 0.208209, 1.0]], ['2, k, 21', [0.233556, 0.0683674, 1.0]], ['2, k, 22', [0.269011, 0.0853133, 1.0]], ['2, k, 23', [0.593052, 0.188159, 1.0]], ['2, k, 24', [0.497508, 0.160639, 1.0]]]
[['2, k, 0', [0.0235834, -0.318416, 1.0]], ['2, k, 1', [-0.00620026, -0.0149945, 1.0]], ['2, k, 2', [-0.0356177, 0.281224, 1.0]], ['2, k, 3', [-0.0231498, 0.416247, 1.0]], ['2, k, 4', [-0.104141, 0.17996, 1.0]], ['2, k, 5', [-0.00963754, 0.0778445, 1.0]], ['2, k, 6', [0.160365, 0.0595527, 1.0]], ['2, k, 7', [0.221877, 0.0649959, 1.0]], ['2, k, 8', [0.151592, 0.190467, 1.0]], ['2, k, 9', [0.347058, 0.178239, 1.0]], ['2, k, 10', [0.520736, 0.187789, 1.0]], ['2, k, 11', [0.580472, 0.199302, 1.0]], ['2, k, 12', [-0.0307173, -0.31977, 1.0]], ['2, k, 13', [-0.106971, -0.629557, 1.0]], ['2, k, 14', [-0.0905341, -0.983658, 1.0]], ['2, k, 15', [-0.121822, -1.06775, 1.0]], ['2, k, 16', [0.0820865, -0.30772, 1.0]], ['2, k, 17', [0.115412, -0.686079, 1.0]], ['2, k, 18', [0.133092, -1.02108, 1.0]], ['2, k, 19', [0.140118, -1.07773, 1.0]], ['2, k, 20', [-0.0282977, 0.208342, 1.0]], ['2, k, 21', [0.26277, 0.0734356, 1.0]], ['2, k, 22', [0.25912, 0.110094, 1.0]], ['2, k, 23', [0.605956, 0.198655, 1.0]], ['2, k, 24', [0.529893, 0.174903, 1.0]]]
[['2, k, 0', [0.0251809, -0.318219, 1.0]], ['2, k, 1', [-0.00512356, -0.0147123, 1.0]], ['2, k, 2', [-0.0352946, 0.281283, 1.0]], ['2, k, 3', [-0.0247864, 0.415672, 1.0]], ['2, k, 4', [-0.104024, 0.180864, 1.0]], ['2, k, 5', [0.0264825, 0.0889455, 1.0]], ['2, k, 6', [0.191893, 0.0614121, 1.0]], ['2, k, 7', [0.242224, 0.0684476, 1.0]], ['2, k, 8', [0.15064, 0.191106, 1.0]], ['2, k, 9', [0.355171, 0.178017, 1.0]], ['2, k, 10', [0.528587, 0.191316, 1.0]], ['2, k, 11', [0.587148, 0.205699, 1.0]], ['2, k, 12', [-0.0285484, -0.319735, 1.0]], ['2, k, 13', [-0.106097, -0.628224, 1.0]], ['2, k, 14', [-0.0906482, -0.983645, 1.0]], ['2, k, 15', [-0.12217, -1.06776, 1.0]], ['2, k, 16', [0.0823666, -0.307477, 1.0]], ['2, k, 17', [0.116742, -0.650292, 1.0]], ['2, k, 18', [0.134535, -1.02676, 1.0]], ['2, k, 19', [0.139075, -1.08155, 1.0]], ['2, k, 20', [-0.0277818, 0.208471, 1.0]], ['2, k, 21', [0.281536, 0.0746502, 1.0]], ['2, k, 22', [0.282275, 0.0537147, 1.0]], ['2, k, 23', [0.60858, 0.205651, 1.0]], ['2, k, 24', [0.549895, 0.186918, 1.0]]]
[['2, k, 0', [0.0266749, -0.318259, 1.0]], ['2, k, 1', [-0.00445898, -0.0147427, 1.0]], ['2, k, 2', [-0.0345305, 0.28098, 1.0]], ['2, k, 3', [-0.0255804, 0.415786, 1.0]], ['2, k, 4', [-0.104388, 0.180912, 1.0]], ['2, k, 5', [0.0253961, 0.0921047, 1.0]], ['2, k, 6', [0.205451, 0.0652598, 1.0]], ['2, k, 7', [0.255742, 0.0714405, 1.0]], ['2, k, 8', [0.147303, 0.194029, 1.0]], ['2, k, 9', [0.368918, 0.180154, 1.0]], ['2, k, 10', [0.555169, 0.206055, 1.0]], ['2, k, 11', [0.583117, 0.211916, 1.0]], ['2, k, 12', [-0.0257663, -0.319971, 1.0]], ['2, k, 13', [-0.105473, -0.628294, 1.0]], ['2, k, 14', [-0.090605, -0.982292, 1.0]], ['2, k, 15', [-0.121437, -1.06674, 1.0]], ['2, k, 16', [0.0826298, -0.307319, 1.0]], ['2, k, 17', [0.11632, -0.662157, 1.0]], ['2, k, 18', [0.133843, -1.02579, 1.0]], ['2, k, 19', [0.139384, -1.08132, 1.0]], ['2, k, 20', [-0.0270264, 0.208268, 1.0]], ['2, k, 21', [0.299722, 0.0820976, 1.0]], ['2, k, 22', [0.30113, 0.0548356, 1.0]], ['2, k, 23', [0.611211, 0.212203, 1.0]], ['2, k, 24', [0.582986, 0.18321, 1.0]]]
[['2, k, 0', [0.0275061, -0.318327, 1.0]], ['2, k, 1', [-0.0038533, -0.014632, 1.0]], ['2, k, 2', [-0.0346302, 0.281375, 1.0]], ['2, k, 3', [-0.0264156, 0.415211, 1.0]], ['2, k, 4', [-0.103436, 0.179222, 1.0]], ['2, k, 5', [0.0339089, 0.0863517, 1.0]], ['2, k, 6', [0.214253, 0.0702422, 1.0]], ['2, k, 7', [0.288284, 0.0784581, 1.0]], ['2, k, 8', [0.146498, 0.195312, 1.0]], ['2, k, 9', [0.337348, 0.188793, 1.0]], ['2, k, 10', [0.526693, 0.210403, 1.0]], ['2, k, 11', [0.569545, 0.213976, 1.0]], ['2, k, 12', [-0.0238825, -0.320374, 1.0]], ['2, k, 13', [-0.104815, -0.630266, 1.0]], ['2, k, 14', [-0.090729, -0.98218, 1.0]], ['2, k, 15', [-0.121699, -1.06672, 1.0]], ['2, k, 16', [0.0825299, -0.307097, 1.0]], ['2, k, 17', [0.117779, -0.705762, 1.0]], ['2, k, 18', [0.132231, -1.02836, 1.0]], ['2, k, 19', [0.140815, -1.08232, 1.0]], ['2, k, 20', [-0.0269032, 0.208559, 1.0]], ['2, k, 21', [0.335805, 0.0882936, 1.0]], ['2, k, 22', [0.320107, 0.0614008, 1.0]], ['2, k, 23', [0.608746, 0.216082, 1.0]], ['2, k, 24', [0.590195, 0.190098, 1.0]]]
[['2, k, 0', [0.0280917, -0.315584, 1.0]], ['2, k, 1', [-0.00338463, -0.0132326, 1.0]], ['2, k, 2', [-0.0341165, 0.281456, 1.0]], ['2, k, 3', [-0.0275092, 0.414737, 1.0]], ['2, k, 4', [-0.103495, 0.179308, 1.0]], ['2, k, 5', [0.0573948, 0.0903525, 1.0]], ['2, k, 6', [0.27689, 0.0864892, 1.0]], ['2, k, 7', [0.339505, 0.0912087, 1.0]], ['2, k, 8', [0.144921, 0.19604, 1.0]], ['2, k, 9', [0.345747, 0.190721, 1.0]], ['2, k, 10', [0.537727, 0.21065, 1.0]], ['2, k, 11', [0.5844, 0.222811, 1.0]], ['2, k, 12', [-0.0220676, -0.316777, 1.0]], ['2, k, 13', [-0.105058, -0.637504, 1.0]], ['2, k, 14', [-0.0929701, -0.988035, 1.0]], ['2, k, 15', [-0.122519, -1.07252, 1.0]], ['2, k, 16', [0.0809506, -0.303619, 1.0]], ['2, k, 17', [0.117762, -0.705608, 1.0]], ['2, k, 18', [0.132296, -1.02886, 1.0]], ['2, k, 19', [0.141082, -1.08231, 1.0]], ['2, k, 20', [-0.0264495, 0.208996, 1.0]], ['2, k, 21', [0.38107, 0.0996358, 1.0]], ['2, k, 22', [0.393651, 0.11961, 1.0]], ['2, k, 23', [0.613012, 0.218184, 1.0]], ['2, k, 24', [0.589305, 0.197829, 1.0]]]
[['2, k, 0', [0.0287873, -0.315756, 1.0]], ['2, k, 1', [-0.0024282, -0.0133426, 1.0]], ['2, k, 2', [-0.0328359, 0.281382, 1.0]], ['2, k, 3', [-0.0281598, 0.413221, 1.0]], ['2, k, 4', [-0.0938561, 0.162712, 1.0]], ['2, k, 5', [0.0813433, 0.0829603, 1.0]], ['2, k, 6', [0.296595, 0.0877247, 1.0]], ['2, k, 7', [0.355101, 0.0940429, 1.0]], ['2, k, 8', [0.122648, 0.206428, 1.0]], ['2, k, 9', [0.357903, 0.193107, 1.0]], ['2, k, 10', [0.550991, 0.21032, 1.0]], ['2, k, 11', [0.58496, 0.229611, 1.0]], ['2, k, 12', [-0.0164456, -0.31837, 1.0]], ['2, k, 13', [-0.104338, -0.643172, 1.0]], ['2, k, 14', [-0.0933159, -0.987938, 1.0]], ['2, k, 15', [-0.124533, -1.06996, 1.0]], ['2, k, 16', [0.0787457, -0.303432, 1.0]], ['2, k, 17', [0.117243, -0.684642, 1.0]], ['2, k, 18', [0.132614, -1.02797, 1.0]], ['2, k, 19', [0.141897, -1.08206, 1.0]], ['2, k, 20', [-0.0252624, 0.2089, 1.0]], ['2, k, 21', [0.396928, 0.099673, 1.0]], ['2, k, 22', [0.391278, 0.11927, 1.0]], ['2, k, 23', [0.611554, 0.229395, 1.0]], ['2, k, 24', [0.595839, 0.216307, 1.0]]]
[['2, k, 0', [0.0294385, -0.31535, 1.0]], ['2, k, 1', [-0.00175619, -0.0125008, 1.0]], ['2, k, 2', [-0.0319536, 0.283349, 1.0]], ['2, k, 3', [-0.0291034, 0.413017, 1.0]], ['2, k, 4', [-0.0932281, 0.163241, 1.0]], ['2, k, 5', [0.0949151, 0.080871, 1.0]], ['2, k, 6', [0.306172, 0.0880051, 1.0]], ['2, k, 7', [0.373678, 0.0967709, 1.0]], ['2, k, 8', [0.120988, 0.207242, 1.0]], ['2, k, 9', [0.381521, 0.199636, 1.0]], ['2, k, 10', [0.571946, 0.212257, 1.0]], ['2, k, 11', [0.560201, 0.228164, 1.0]], ['2, k, 12', [-0.00945493, -0.318369, 1.0]], ['2, k, 13', [-0.10343, -0.644668, 1.0]], ['2, k, 14', [-0.093724, -0.988022, 1.0]], ['2, k, 15', [-0.123927, -1.07069, 1.0]], ['2, k, 16', [0.0715496, -0.298926, 1.0]], ['2, k, 17', [0.117173, -0.684283, 1.0]], ['2, k, 18', [0.132323, -1.02747, 1.0]], ['2, k, 19', [0.142087, -1.0818, 1.0]], ['2, k, 20', [-0.0244241, 0.210561, 1.0]], ['2, k, 21', [0.419473, 0.103692, 1.0]], ['2, k, 22', [0.390888, 0.119009, 1.0]], ['2, k, 23', [0.599981, 0.228498, 1.0]], ['2, k, 24', [0.589479, 0.207663, 1.0]]]
[['2, k, 0', [0.030092, -0.315884, 1.0]], ['2, k, 1', [-0.000876523, -0.0122564, 1.0]], ['2, k, 2', [-0.0312062, 0.284094, 1.0]], ['2, k, 3', [-0.0296855, 0.41285, 1.0]], ['2, k, 4', [-0.0910595, 0.163262, 1.0]], ['2, k, 5', [0.103471, 0.0792872, 1.0]], ['2, k, 6', [0.309258, 0.086344, 1.0]], ['2, k, 7', [0.389507, 0.0993665, 1.0]], ['2, k, 8', [0.118554, 0.208842, 1.0]], ['2, k, 9', [0.304256, 0.199445, 1.0]], ['2, k, 10', [0.497743, 0.211723, 1.0]], ['2, k, 11', [0.546346, 0.229094, 1.0]], ['2, k, 12', [-0.00577366, -0.317793, 1.0]], ['2, k, 13', [-0.101568, -0.647822, 1.0]], ['2, k, 14', [-0.0935404, -0.986993, 1.0]], ['2, k, 15', [-0.123824, -1.07056, 1.0]], ['2, k, 16', [0.0694621, -0.308355, 1.0]], ['2, k, 17', [0.115715, -0.695217, 1.0]], ['2, k, 18', [0.132742, -1.03121, 1.0]], ['2, k, 19', [0.141524, -1.08416, 1.0]], ['2, k, 20', [-0.0236486, 0.211219, 1.0]], ['2, k, 21', [0.436486, 0.108638, 1.0]], ['2, k, 22', [0.404689, 0.126318, 1.0]], ['2, k, 23', [0.596096, 0.231423, 1.0]], ['2, k, 24', [0.550165, 0.209655, 1.0]]]
[['2, k, 0', [0.0315253, -0.315982, 1.0]], ['2, k, 1', [-0.000346235, -0.0122567, 1.0]], ['2, k, 2', [-0.031357, 0.284032, 1.0]], ['2, k, 3', [-0.0307266, 0.412082, 1.0]], ['2, k, 4', [-0.0889169, 0.162586, 1.0]], ['2, k, 5', [0.112886, 0.0808786, 1.0]], ['2, k, 6', [0.315474, 0.0856745, 1.0]], ['2, k, 7', [0.405136, 0.100761, 1.0]], ['2, k, 8', [0.121161, 0.211638, 1.0]], ['2, k, 9', [0.307525, 0.203105, 1.0]], ['2, k, 10', [0.501473, 0.215517, 1.0]], ['2, k, 11', [0.54649, 0.232902, 1.0]], ['2, k, 12', [-0.00305164, -0.31756, 1.0]], ['2, k, 13', [-0.0991959, -0.650347, 1.0]], ['2, k, 14', [-0.0933018, -0.987022, 1.0]], ['2, k, 15', [-0.123277, -1.07074, 1.0]], ['2, k, 16', [0.0700901, -0.308014, 1.0]], ['2, k, 17', [0.115601, -0.695285, 1.0]], ['2, k, 18', [0.133555, -1.032, 1.0]], ['2, k, 19', [0.140972, -1.08461, 1.0]], ['2, k, 20', [-0.0236239, 0.211171, 1.0]], ['2, k, 21', [0.45558, 0.111208, 1.0]], ['2, k, 22', [0.417698, 0.136832, 1.0]], ['2, k, 23', [0.591115, 0.232562, 1.0]], ['2, k, 24', [0.556244, 0.237637, 1.0]]]
[['2, k, 0', [0.0321789, -0.316043, 1.0]], ['2, k, 1', [-0.00030646, -0.0116037, 1.0]], ['2, k, 2', [-0.0325761, 0.285622, 1.0]], ['2, k, 3', [-0.0320008, 0.411309, 1.0]], ['2, k, 4', [-0.0880221, 0.163094, 1.0]], ['2, k, 5', [0.11792, 0.0827229, 1.0]], ['2, k, 6', [0.320461, 0.0875813, 1.0]], ['2, k, 7', [0.41173, 0.0997267, 1.0]], ['2, k, 8', [0.121319, 0.211989, 1.0]], ['2, k, 9', [0.322345, 0.207218, 1.0]], ['2, k, 10', [0.516186, 0.220358, 1.0]], ['2, k, 11', [0.546837, 0.24008, 1.0]], ['2, k, 12', [-0.00254921, -0.31716, 1.0]], ['2, k, 13', [-0.0987127, -0.651102, 1.0]], ['2, k, 14', [-0.0927897, -0.985639, 1.0]], ['2, k, 15', [-0.123763, -1.06779, 1.0]], ['2, k, 16', [0.0702359, -0.307967, 1.0]], ['2, k, 17', [0.11472, -0.695187, 1.0]], ['2, k, 18', [0.133387, -1.03202, 1.0]], ['2, k, 19', [0.141313, -1.0844, 1.0]], ['2, k, 20', [-0.0245116, 0.212505, 1.0]], ['2, k, 21', [0.459449, 0.110824, 1.0]], ['2, k, 22', [0.424504, 0.125736, 1.0]], ['2, k, 23', [0.594415, 0.241121, 1.0]], ['2, k, 24', [0.539639, 0.213099, 1.0]]]
[['2, k, 0', [0.0356737, -0.370242, 1.0]], ['2, k, 1', [0.000915489, -0.0263126, 1.0]], ['2, k, 2', [-0.0323027, 0.285253, 1.0]], ['2, k, 3', [-0.0330583, 0.410661, 1.0]], ['2, k, 4', [-0.0858928, 0.162887, 1.0]], ['2, k, 5', [0.125887, 0.0831666, 1.0]], ['2, k, 6', [0.377716, 0.0854682, 1.0]], ['2, k, 7', [0.432274, 0.102978, 1.0]], ['2, k, 8', [0.122164, 0.211284, 1.0]], ['2, k, 9', [0.307742, 0.207569, 1.0]], ['2, k, 10', [0.500364, 0.227686, 1.0]], ['2, k, 11', [0.532909, 0.244241, 1.0]], ['2, k, 12', [-0.00455575, -0.367447, 1.0]], ['2, k, 13', [-0.0976777, -0.653516, 1.0]], ['2, k, 14', [-0.0927954, -0.985714, 1.0]], ['2, k, 15', [-0.123691, -1.06693, 1.0]], ['2, k, 16', [0.0747776, -0.361074, 1.0]], ['2, k, 17', [0.116339, -0.708792, 1.0]], ['2, k, 18', [0.13384, -1.0325, 1.0]], ['2, k, 19', [0.141424, -1.08483, 1.0]], ['2, k, 20', [-0.024134, 0.210669, 1.0]], ['2, k, 21', [0.482475, 0.11358, 1.0]], ['2, k, 22', [0.441282, 0.13303, 1.0]], ['2, k, 23', [0.577202, 0.246746, 1.0]], ['2, k, 24', [0.534213, 0.220707, 1.0]]]
[['2, k, 0', [0.0359022, -0.370266, 1.0]], ['2, k, 1', [0.00101143, -0.0297507, 1.0]], ['2, k, 2', [-0.0328319, 0.284889, 1.0]], ['2, k, 3', [-0.033588, 0.41036, 1.0]], ['2, k, 4', [-0.0845049, 0.162791, 1.0]], ['2, k, 5', [0.136522, 0.0803024, 1.0]], ['2, k, 6', [0.383344, 0.0886333, 1.0]], ['2, k, 7', [0.44183, 0.103989, 1.0]], ['2, k, 8', [0.132639, 0.208965, 1.0]], ['2, k, 9', [0.350188, 0.217443, 1.0]], ['2, k, 10', [0.543135, 0.238739, 1.0]], ['2, k, 11', [0.54342, 0.255769, 1.0]], ['2, k, 12', [-0.00439623, -0.367681, 1.0]], ['2, k, 13', [-0.0971915, -0.654256, 1.0]], ['2, k, 14', [-0.0925946, -0.985022, 1.0]], ['2, k, 15', [-0.12335, -1.06437, 1.0]], ['2, k, 16', [0.075126, -0.361022, 1.0]], ['2, k, 17', [0.114417, -0.69875, 1.0]], ['2, k, 18', [0.133702, -1.03117, 1.0]], ['2, k, 19', [0.142908, -1.08407, 1.0]], ['2, k, 20', [-0.0245391, 0.209214, 1.0]], ['2, k, 21', [0.494629, 0.115619, 1.0]], ['2, k, 22', [0.451891, 0.136451, 1.0]], ['2, k, 23', [0.574582, 0.252366, 1.0]], ['2, k, 24', [0.528467, 0.226194, 1.0]]]
[['2, k, 0', [0.0356886, -0.369993, 1.0]], ['2, k, 1', [0.000780239, -0.031256, 1.0]], ['2, k, 2', [-0.0329816, 0.284765, 1.0]], ['2, k, 3', [-0.0351335, 0.40971, 1.0]], ['2, k, 4', [-0.0842738, 0.162971, 1.0]], ['2, k, 5', [0.140153, 0.0820895, 1.0]], ['2, k, 6', [0.390585, 0.0913888, 1.0]], ['2, k, 7', [0.450463, 0.104444, 1.0]], ['2, k, 8', [0.129844, 0.209341, 1.0]], ['2, k, 9', [0.35178, 0.222291, 1.0]], ['2, k, 10', [0.562284, 0.254284, 1.0]], ['2, k, 11', [0.571475, 0.259436, 1.0]], ['2, k, 12', [-0.00445013, -0.367451, 1.0]], ['2, k, 13', [-0.095581, -0.656493, 1.0]], ['2, k, 14', [-0.0925372, -0.985326, 1.0]], ['2, k, 15', [-0.124083, -1.06861, 1.0]], ['2, k, 16', [0.0742347, -0.360494, 1.0]], ['2, k, 17', [0.113946, -0.707657, 1.0]], ['2, k, 18', [0.133832, -1.03169, 1.0]], ['2, k, 19', [0.14247, -1.08437, 1.0]], ['2, k, 20', [-0.0247035, 0.208402, 1.0]], ['2, k, 21', [0.506795, 0.119264, 1.0]], ['2, k, 22', [0.456883, 0.131815, 1.0]], ['2, k, 23', [0.576003, 0.256091, 1.0]], ['2, k, 24', [0.556362, 0.229873, 1.0]]]
