[['2, k, 0', [0.00774603, -0.367162, 1.0]], ['2, k, 1', [-0.00242396, -0.036195, 1.0]], ['2, k, 2', [-0.0123672, 0.287909, 1.0]], ['2, k, 3', [-0.00955456, 0.420052, 1.0]], ['2, k, 4', [-0.163598, 0.223145, 1.0]], ['2, k, 5', [-0.242984, 0.0895268, 1.0]], ['2, k, 6', [-0.199887, 0.00260896, 1.0]], ['2, k, 7', [-0.189481, -0.0455284, 1.0]], ['2, k, 8', [0.137722, 0.184707, 1.0]], ['2, k, 9', [0.209422, 0.0515829, 1.0]], ['2, k, 10', [0.208035, -0.0628169, 1.0]], ['2, k, 11', [0.180637, -0.101705, 1.0]], ['2, k, 12', [-0.0609171, -0.354088, 1.0]], ['2, k, 13', [-0.341143, -0.48622, 1.0]], ['2, k, 14', [-0.327101, -0.874984, 1.0]], ['2, k, 15', [-0.264876, -0.978335, 1.0]], ['2, k, 16', [0.0762141, -0.371511, 1.0]], ['2, k, 17', [0.0759785, -0.695879, 1.0]], ['2, k, 18', [0.10176, -1.08705, 1.0]], ['2, k, 19', [0.152969, -1.17408, 1.0]], ['2, k, 20', [-0.00991359, 0.207838, 1.0]], ['2, k, 21', [-0.164879, -0.0860796, 1.0]], ['2, k, 22', [-0.160059, -0.0534596, 1.0]], ['2, k, 23', [0.181916, -0.138979, 1.0]], ['2, k, 24', [0.209896, -0.128743, 1.0]]]
[['2, k, 0', [-0.015464, -0.684785, 1.0]], ['2, k, 1', [0.00468771, -0.449062, 1.0]], ['2, k, 2', [0.0255868, -0.212568, 1.0]], ['2, k, 3', [0.0306868, -0.0982632, 1.0]], ['2, k, 4', [-0.117818, -0.173917, 1.0]], ['2, k, 5', [-0.181187, -0.199018, 1.0]], ['2, k, 6', [-0.0935957, -0.247418, 1.0]], ['2, k, 7', [-0.0625224, -0.234472, 1.0]], ['2, k, 8', [0.124265, -0.213071, 1.0]], ['2, k, 9', [0.211186, -0.277716, 1.0]], ['2, k, 10', [0.189168, -0.265344, 1.0]], ['2, k, 11', [0.17436, -0.211083, 1.0]], ['2, k, 12', [-0.0780893, -0.661038, 1.0]], ['2, k, 13', [-0.175388, -0.755013, 1.0]], ['2, k, 14', [-0.144018, -1.18719, 1.0]], ['2, k, 15', [-0.130726, -1.26579, 1.0]], ['2, k, 16', [0.0523719, -0.690293, 1.0]], ['2, k, 17', [0.190699, -0.761709, 1.0]], ['2, k, 18', [0.097597, -1.13316, 1.0]], ['2, k, 19', [0.10336, -1.20563, 1.0]], ['2, k, 20', [0.0204684, -0.27237, 1.0]], ['2, k, 21', [-0.0362232, -0.178858, 1.0]], ['2, k, 22', [-0.0102786, -0.260906, 1.0]], ['2, k, 23', [0.182162, -0.154227, 1.0]], ['2, k, 24', [0.108666, -0.23594, 1.0]]]
[['2, k, 0', [-0.0153275, -0.685824, 1.0]], ['2, k, 1', [-0.00345576, -0.441385, 1.0]], ['2, k, 2', [-0.0100501, -0.178378, 1.0]], ['2, k, 3', [0.0330035, -0.0940214, 1.0]], ['2, k, 4', [-0.117638, -0.174861, 1.0]], ['2, k, 5', [-0.179259, -0.197893, 1.0]], ['2, k, 6', [-0.093895, -0.247101, 1.0]], ['2, k, 7', [-0.0611286, -0.23304, 1.0]], ['2, k, 8', [0.0851264, -0.18167, 1.0]], ['2, k, 9', [0.176953, -0.254457, 1.0]], ['2, k, 10', [0.172916, -0.253021, 1.0]], ['2, k, 11', [0.174727, -0.212139, 1.0]], ['2, k, 12', [-0.0790759, -0.666818, 1.0]], ['2, k, 13', [-0.174806, -0.752379, 1.0]], ['2, k, 14', [-0.144361, -1.18397, 1.0]], ['2, k, 15', [-0.131316, -1.26368, 1.0]], ['2, k, 16', [0.0523111, -0.68997, 1.0]], ['2, k, 17', [0.190796, -0.761097, 1.0]], ['2, k, 18', [0.106024, -1.14763, 1.0]], ['2, k, 19', [0.136014, -1.22837, 1.0]], ['2, k, 20', [-0.00688659, -0.245436, 1.0]], ['2, k, 21', [-0.0434185, -0.178402, 1.0]], ['2, k, 22', [-0.0188494, -0.260133, 1.0]], ['2, k, 23', [0.179094, -0.15456, 1.0]], ['2, k, 24', [0.112113, -0.235503, 1.0]]]
[['2, k, 0', [-0.00925655, -0.686009, 1.0]], ['2, k, 1', [-0.00431303, -0.438369, 1.0]], ['2, k, 2', [-0.0102306, -0.178165, 1.0]], ['2, k, 3', [0.0333269, -0.0942445, 1.0]], ['2, k, 4', [-0.117442, -0.175281, 1.0]], ['2, k, 5', [-0.180654, -0.196661, 1.0]], ['2, k, 6', [-0.0968686, -0.246723, 1.0]], ['2, k, 7', [-0.0614336, -0.231978, 1.0]], ['2, k, 8', [0.0850921, -0.181629, 1.0]], ['2, k, 9', [0.176228, -0.25389, 1.0]], ['2, k, 10', [0.173056, -0.252759, 1.0]], ['2, k, 11', [0.176113, -0.210982, 1.0]], ['2, k, 12', [-0.0759409, -0.669327, 1.0]], ['2, k, 13', [-0.174186, -0.750337, 1.0]], ['2, k, 14', [-0.143395, -1.18108, 1.0]], ['2, k, 15', [-0.161718, -1.26871, 1.0]], ['2, k, 16', [0.0572737, -0.687524, 1.0]], ['2, k, 17', [0.189481, -0.759195, 1.0]], ['2, k, 18', [0.112523, -1.15705, 1.0]], ['2, k, 19', [0.146973, -1.23242, 1.0]], ['2, k, 20', [-0.00753658, -0.244404, 1.0]], ['2, k, 21', [-0.0431644, -0.182241, 1.0]], ['2, k, 22', [-0.0064013, -0.255934, 1.0]], ['2, k, 23', [0.185492, -0.154092, 1.0]], ['2, k, 24', [0.105207, -0.232746, 1.0]]]
[['2, k, 0', [-0.00471913, -0.680273, 1.0]], ['2, k, 1', [-0.00798143, -0.429028, 1.0]], ['2, k, 2', [-0.0151395, -0.173313, 1.0]], ['2, k, 3', [0.0335398, -0.0930914, 1.0]], ['2, k, 4', [-0.116854, -0.174897, 1.0]], ['2, k, 5', [-0.181162, -0.194458, 1.0]], ['2, k, 6', [-0.0957972, -0.245375, 1.0]], ['2, k, 7', [-0.0616199, -0.230588, 1.0]], ['2, k, 8', [0.0840898, -0.180657, 1.0]], ['2, k, 9', [0.174021, -0.251985, 1.0]], ['2, k, 10', [0.183818, -0.254665, 1.0]], ['2, k, 11', [0.17994, -0.208592, 1.0]], ['2, k, 12', [-0.0746004, -0.668395, 1.0]], ['2, k, 13', [-0.171025, -0.751915, 1.0]], ['2, k, 14', [-0.142536, -1.18317, 1.0]], ['2, k, 15', [-0.157574, -1.26616, 1.0]], ['2, k, 16', [0.0653088, -0.676328, 1.0]], ['2, k, 17', [0.183028, -0.758303, 1.0]], ['2, k, 18', [0.141734, -1.18673, 1.0]], ['2, k, 19', [0.108088, -1.26823, 1.0]], ['2, k, 20', [-0.0130984, -0.237531, 1.0]], ['2, k, 21', [-0.0367368, -0.188278, 1.0]], ['2, k, 22', [-0.014802, -0.254133, 1.0]], ['2, k, 23', [0.178109, -0.150164, 1.0]], ['2, k, 24', [0.11524, -0.228669, 1.0]]]
[['2, k, 0', [-0.00709474, -0.63389, 1.0]], ['2, k, 1', [-0.0157886, -0.397988, 1.0]], ['2, k, 2', [-0.0205617, -0.16423, 1.0]], ['2, k, 3', [0.0351082, -0.0889517, 1.0]], ['2, k, 4', [-0.113986, -0.166233, 1.0]], ['2, k, 5', [-0.166464, -0.199459, 1.0]], ['2, k, 6', [-0.10297, -0.239337, 1.0]], ['2, k, 7', [-0.0623047, -0.227951, 1.0]], ['2, k, 8', [0.0809653, -0.174608, 1.0]], ['2, k, 9', [0.198551, -0.247746, 1.0]], ['2, k, 10', [0.195653, -0.25304, 1.0]], ['2, k, 11', [0.180826, -0.205552, 1.0]], ['2, k, 12', [-0.0725497, -0.627128, 1.0]], ['2, k, 13', [-0.15993, -0.742561, 1.0]], ['2, k, 14', [-0.13065, -1.17272, 1.0]], ['2, k, 15', [-0.142985, -1.25214, 1.0]], ['2, k, 16', [0.0585064, -0.627216, 1.0]], ['2, k, 17', [0.165322, -0.744457, 1.0]], ['2, k, 18', [0.12323, -1.17352, 1.0]], ['2, k, 19', [0.152007, -1.24167, 1.0]], ['2, k, 20', [-0.0195057, -0.223794, 1.0]], ['2, k, 21', [-0.0361053, -0.189669, 1.0]], ['2, k, 22', [0.00167139, -0.2426, 1.0]], ['2, k, 23', [0.191254, -0.149562, 1.0]], ['2, k, 24', [0.11389, -0.225021, 1.0]]]
[['2, k, 0', [-0.00536173, -0.656332, 1.0]], ['2, k, 1', [0.00721173, -0.410393, 1.0]], ['2, k, 2', [0.0294334, -0.171804, 1.0]], ['2, k, 3', [0.0373067, -0.0620741, 1.0]], ['2, k, 4', [-0.114271, -0.160853, 1.0]], ['2, k, 5', [-0.167189, -0.196772, 1.0]], ['2, k, 6', [-0.103093, -0.235478, 1.0]], ['2, k, 7', [-0.0649953, -0.222516, 1.0]], ['2, k, 8', [0.130678, -0.190858, 1.0]], ['2, k, 9', [0.250466, -0.271173, 1.0]], ['2, k, 10', [0.207127, -0.255299, 1.0]], ['2, k, 11', [0.183874, -0.200589, 1.0]], ['2, k, 12', [-0.071313, -0.641848, 1.0]], ['2, k, 13', [-0.169881, -0.755197, 1.0]], ['2, k, 14', [-0.129374, -1.15975, 1.0]], ['2, k, 15', [-0.141113, -1.23633, 1.0]], ['2, k, 16', [0.0605502, -0.654914, 1.0]], ['2, k, 17', [0.184803, -0.757187, 1.0]], ['2, k, 18', [0.101174, -1.12723, 1.0]], ['2, k, 19', [0.144369, -1.21794, 1.0]], ['2, k, 20', [0.0220265, -0.231281, 1.0]], ['2, k, 21', [-0.0395352, -0.185579, 1.0]], ['2, k, 22', [-0.0233182, -0.244912, 1.0]], ['2, k, 23', [0.185928, -0.14427, 1.0]], ['2, k, 24', [0.112548, -0.219166, 1.0]]]
[['2, k, 0', [-0.00368953, -0.648558, 1.0]], ['2, k, 1', [0.00781135, -0.406521, 1.0]], ['2, k, 2', [0.0265033, -0.168508, 1.0]], ['2, k, 3', [0.0374379, -0.0542616, 1.0]], ['2, k, 4', [-0.107472, -0.145582, 1.0]], ['2, k, 5', [-0.166972, -0.18903, 1.0]], ['2, k, 6', [-0.103146, -0.228165, 1.0]], ['2, k, 7', [-0.0622573, -0.216948, 1.0]], ['2, k, 8', [0.132059, -0.186608, 1.0]], ['2, k, 9', [0.230433, -0.214998, 1.0]], ['2, k, 10', [0.198114, -0.232148, 1.0]], ['2, k, 11', [0.181497, -0.197499, 1.0]], ['2, k, 12', [-0.0671446, -0.623902, 1.0]], ['2, k, 13', [-0.16616, -0.752864, 1.0]], ['2, k, 14', [-0.128072, -1.16041, 1.0]], ['2, k, 15', [-0.13811, -1.24029, 1.0]], ['2, k, 16', [0.0608894, -0.653529, 1.0]], ['2, k, 17', [0.20284, -0.767872, 1.0]], ['2, k, 18', [0.100642, -1.12935, 1.0]], ['2, k, 19', [0.145023, -1.21876, 1.0]], ['2, k, 20', [0.020735, -0.228435, 1.0]], ['2, k, 21', [-0.0348972, -0.175362, 1.0]], ['2, k, 22', [-0.00695633, -0.232545, 1.0]], ['2, k, 23', [0.18787, -0.142948, 1.0]], ['2, k, 24', [0.113721, -0.212463, 1.0]]]
[['2, k, 0', [-0.00399768, -0.646874, 1.0]], ['2, k, 1', [0.00558196, -0.400364, 1.0]], ['2, k, 2', [0.0142913, -0.14975, 1.0]], ['2, k, 3', [0.0400508, -0.0383758, 1.0]], ['2, k, 4', [-0.10865, -0.132142, 1.0]], ['2, k, 5', [-0.168482, -0.185286, 1.0]], ['2, k, 6', [-0.103695, -0.224392, 1.0]], ['2, k, 7', [-0.0652964, -0.210734, 1.0]], ['2, k, 8', [0.13416, -0.17778, 1.0]], ['2, k, 9', [0.229939, -0.215653, 1.0]], ['2, k, 10', [0.19921, -0.231352, 1.0]], ['2, k, 11', [0.183297, -0.198598, 1.0]], ['2, k, 12', [-0.0680854, -0.623851, 1.0]], ['2, k, 13', [-0.165399, -0.748486, 1.0]], ['2, k, 14', [-0.142575, -1.17552, 1.0]], ['2, k, 15', [-0.140434, -1.24833, 1.0]], ['2, k, 16', [0.0626051, -0.647154, 1.0]], ['2, k, 17', [0.191049, -0.765042, 1.0]], ['2, k, 18', [0.0998662, -1.13215, 1.0]], ['2, k, 19', [0.141515, -1.20236, 1.0]], ['2, k, 20', [0.0124048, -0.213071, 1.0]], ['2, k, 21', [-0.0504296, -0.173746, 1.0]], ['2, k, 22', [-0.0111716, -0.228326, 1.0]], ['2, k, 23', [0.182678, -0.146264, 1.0]], ['2, k, 24', [0.115712, -0.208559, 1.0]]]
[['2, k, 0', [-0.00214772, -0.642689, 1.0]], ['2, k, 1', [0.00519282, -0.399062, 1.0]], ['2, k, 2', [0.0126479, -0.150353, 1.0]], ['2, k, 3', [0.0422478, -0.0148597, 1.0]], ['2, k, 4', [-0.108782, -0.126303, 1.0]], ['2, k, 5', [-0.178407, -0.177496, 1.0]], ['2, k, 6', [-0.0957973, -0.222054, 1.0]], ['2, k, 7', [-0.0607903, -0.20757, 1.0]], ['2, k, 8', [0.135935, -0.172191, 1.0]], ['2, k, 9', [0.230043, -0.213884, 1.0]], ['2, k, 10', [0.216983, -0.211672, 1.0]], ['2, k, 11', [0.182994, -0.194315, 1.0]], ['2, k, 12', [-0.0681089, -0.623606, 1.0]], ['2, k, 13', [-0.164476, -0.74877, 1.0]], ['2, k, 14', [-0.141466, -1.17922, 1.0]], ['2, k, 15', [-0.15174, -1.26543, 1.0]], ['2, k, 16', [0.0668589, -0.641416, 1.0]], ['2, k, 17', [0.188544, -0.753115, 1.0]], ['2, k, 18', [0.0977851, -1.1356, 1.0]], ['2, k, 19', [0.141322, -1.21686, 1.0]], ['2, k, 20', [0.0112605, -0.213013, 1.0]], ['2, k, 21', [-0.0334438, -0.184684, 1.0]], ['2, k, 22', [-0.000371369, -0.222029, 1.0]], ['2, k, 23', [0.184995, -0.136707, 1.0]], ['2, k, 24', [0.118146, -0.206946, 1.0]]]
[['2, k, 0', [0.000812838, -0.61917, 1.0]], ['2, k, 1', [0.00579, -0.355947, 1.0]], ['2, k, 2', [0.00946843, -0.0980481, 1.0]], ['2, k, 3', [0.0427982, -0.00768492, 1.0]], ['2, k, 4', [-0.106673, -0.106835, 1.0]], ['2, k, 5', [-0.178156, -0.171483, 1.0]], ['2, k, 6', [-0.0944432, -0.209457, 1.0]], ['2, k, 7', [-0.0616675, -0.199577, 1.0]], ['2, k, 8', [0.138841, -0.148156, 1.0]], ['2, k, 9', [0.240104, -0.168506, 1.0]], ['2, k, 10', [0.21951, -0.197083, 1.0]], ['2, k, 11', [0.189182, -0.193393, 1.0]], ['2, k, 12', [-0.0633629, -0.59011, 1.0]], ['2, k, 13', [-0.155994, -0.738706, 1.0]], ['2, k, 14', [-0.13589, -1.17114, 1.0]], ['2, k, 15', [-0.14214, -1.25558, 1.0]], ['2, k, 16', [0.0666461, -0.62474, 1.0]], ['2, k, 17', [0.199491, -0.766373, 1.0]], ['2, k, 18', [0.0974885, -1.13515, 1.0]], ['2, k, 19', [0.104754, -1.20898, 1.0]], ['2, k, 20', [0.00857772, -0.161194, 1.0]], ['2, k, 21', [-0.0247987, -0.151325, 1.0]], ['2, k, 22', [-0.0135117, -0.221029, 1.0]], ['2, k, 23', [0.182334, -0.137167, 1.0]], ['2, k, 24', [0.119166, -0.200537, 1.0]]]
[['2, k, 0', [0.0016877, -0.579217, 1.0]], ['2, k, 1', [0.00671978, -0.333665, 1.0]], ['2, k, 2', [0.0109394, -0.0851827, 1.0]], ['2, k, 3', [0.0398219, 0.026878, 1.0]], ['2, k, 4', [-0.107959, -0.0919674, 1.0]], ['2, k, 5', [-0.171642, -0.137314, 1.0]], ['2, k, 6', [-0.102196, -0.192988, 1.0]], ['2, k, 7', [-0.062513, -0.19808, 1.0]], ['2, k, 8', [0.137176, -0.13995, 1.0]], ['2, k, 9', [0.240827, -0.158369, 1.0]], ['2, k, 10', [0.185633, -0.18645, 1.0]], ['2, k, 11', [0.190172, -0.187281, 1.0]], ['2, k, 12', [-0.0556613, -0.539687, 1.0]], ['2, k, 13', [-0.148762, -0.725013, 1.0]], ['2, k, 14', [-0.132349, -1.15935, 1.0]], ['2, k, 15', [-0.147551, -1.24009, 1.0]], ['2, k, 16', [0.0590296, -0.606311, 1.0]], ['2, k, 17', [0.236393, -0.813249, 1.0]], ['2, k, 18', [0.0977621, -1.13504, 1.0]], ['2, k, 19', [0.140842, -1.2145, 1.0]], ['2, k, 20', [0.00988159, -0.147642, 1.0]], ['2, k, 21', [-0.0347548, -0.15148, 1.0]], ['2, k, 22', [-0.017487, -0.219354, 1.0]], ['2, k, 23', [0.188702, -0.137019, 1.0]], ['2, k, 24', [0.108807, -0.196686, 1.0]]]
[['2, k, 0', [0.00190556, -0.573938, 1.0]], ['2, k, 1', [0.00730756, -0.322021, 1.0]], ['2, k, 2', [0.0126232, -0.0651454, 1.0]], ['2, k, 3', [0.0382645, 0.0633848, 1.0]], ['2, k, 4', [-0.10895, -0.0809414, 1.0]], ['2, k, 5', [-0.167324, -0.122364, 1.0]], ['2, k, 6', [-0.0995564, -0.176168, 1.0]], ['2, k, 7', [-0.0574471, -0.196691, 1.0]], ['2, k, 8', [0.142619, -0.120616, 1.0]], ['2, k, 9', [0.233606, -0.141509, 1.0]], ['2, k, 10', [0.214128, -0.185637, 1.0]], ['2, k, 11', [0.191135, -0.18719, 1.0]], ['2, k, 12', [-0.0567157, -0.538761, 1.0]], ['2, k, 13', [-0.147836, -0.7207, 1.0]], ['2, k, 14', [-0.1346, -1.15844, 1.0]], ['2, k, 15', [-0.124016, -1.24452, 1.0]], ['2, k, 16', [0.063809, -0.592554, 1.0]], ['2, k, 17', [0.226722, -0.785719, 1.0]], ['2, k, 18', [0.172998, -1.21438, 1.0]], ['2, k, 19', [0.113905, -1.26629, 1.0]], ['2, k, 20', [0.0112937, -0.129097, 1.0]], ['2, k, 21', [-0.0394191, -0.151611, 1.0]], ['2, k, 22', [0.0077624, -0.213416, 1.0]], ['2, k, 23', [0.196734, -0.138043, 1.0]], ['2, k, 24', [0.116752, -0.191887, 1.0]]]
[['2, k, 0', [0.00190966, -0.573345, 1.0]], ['2, k, 1', [0.00708797, -0.321063, 1.0]], ['2, k, 2', [0.012444, -0.0651404, 1.0]], ['2, k, 3', [0.0378616, 0.0837793, 1.0]], ['2, k, 4', [-0.109312, -0.0720302, 1.0]], ['2, k, 5', [-0.168511, -0.119918, 1.0]], ['2, k, 6', [-0.138011, -0.196137, 1.0]], ['2, k, 7', [-0.0607772, -0.198631, 1.0]], ['2, k, 8', [0.14297, -0.113488, 1.0]], ['2, k, 9', [0.239513, -0.135102, 1.0]], ['2, k, 10', [0.216859, -0.183442, 1.0]], ['2, k, 11', [0.192554, -0.184463, 1.0]], ['2, k, 12', [-0.056899, -0.538601, 1.0]], ['2, k, 13', [-0.148988, -0.710745, 1.0]], ['2, k, 14', [-0.139064, -1.15201, 1.0]], ['2, k, 15', [-0.129639, -1.25195, 1.0]], ['2, k, 16', [0.0635937, -0.591679, 1.0]], ['2, k, 17', [0.227031, -0.782253, 1.0]], ['2, k, 18', [0.184322, -1.2148, 1.0]], ['2, k, 19', [0.12712, -1.28651, 1.0]], ['2, k, 20', [0.0111459, -0.128993, 1.0]], ['2, k, 21', [-0.051262, -0.165898, 1.0]], ['2, k, 22', [-0.00509881, -0.214021, 1.0]], ['2, k, 23', [0.192079, -0.139995, 1.0]], ['2, k, 24', [0.120756, -0.192907, 1.0]]]
[['2, k, 0', [-0.00311227, -0.556502, 1.0]], ['2, k, 1', [0.00414085, -0.283041, 1.0]], ['2, k, 2', [0.0135954, -0.0121082, 1.0]], ['2, k, 3', [0.0407042, 0.103591, 1.0]], ['2, k, 4', [-0.107037, -0.0533093, 1.0]], ['2, k, 5', [-0.172206, -0.11593, 1.0]], ['2, k, 6', [-0.137868, -0.194126, 1.0]], ['2, k, 7', [-0.0661881, -0.19697, 1.0]], ['2, k, 8', [0.139878, -0.0604583, 1.0]], ['2, k, 9', [0.238934, -0.104163, 1.0]], ['2, k, 10', [0.2179, -0.169478, 1.0]], ['2, k, 11', [0.19434, -0.184261, 1.0]], ['2, k, 12', [-0.0654553, -0.51902, 1.0]], ['2, k, 13', [-0.145713, -0.70723, 1.0]], ['2, k, 14', [-0.137328, -1.14974, 1.0]], ['2, k, 15', [-0.131596, -1.23716, 1.0]], ['2, k, 16', [0.0593117, -0.576909, 1.0]], ['2, k, 17', [0.224093, -0.823247, 1.0]], ['2, k, 18', [0.184355, -1.25667, 1.0]], ['2, k, 19', [0.123315, -1.27289, 1.0]], ['2, k, 20', [0.0111485, -0.0779703, 1.0]], ['2, k, 21', [-0.0316203, -0.162314, 1.0]], ['2, k, 22', [-0.0244783, -0.214397, 1.0]], ['2, k, 23', [0.19503, -0.142524, 1.0]], ['2, k, 24', [0.125734, -0.184075, 1.0]]]
[['2, k, 0', [0.000615144, -0.544399, 1.0]], ['2, k, 1', [0.0072594, -0.270154, 1.0]], ['2, k, 2', [0.0147751, 0.00047335, 1.0]], ['2, k, 3', [0.0402031, 0.13424, 1.0]], ['2, k, 4', [-0.107656, -0.0517536, 1.0]], ['2, k, 5', [-0.17813, -0.112384, 1.0]], ['2, k, 6', [-0.136992, -0.174275, 1.0]], ['2, k, 7', [-0.064208, -0.193213, 1.0]], ['2, k, 8', [0.140413, -0.065072, 1.0]], ['2, k, 9', [0.267651, -0.109274, 1.0]], ['2, k, 10', [0.257181, -0.154399, 1.0]], ['2, k, 11', [0.19294, -0.183526, 1.0]], ['2, k, 12', [-0.064514, -0.506806, 1.0]], ['2, k, 13', [-0.143908, -0.703008, 1.0]], ['2, k, 14', [-0.137338, -1.14523, 1.0]], ['2, k, 15', [-0.0950196, -1.24273, 1.0]], ['2, k, 16', [0.0651006, -0.568641, 1.0]], ['2, k, 17', [0.221336, -0.813796, 1.0]], ['2, k, 18', [0.182779, -1.24798, 1.0]], ['2, k, 19', [0.179063, -1.29599, 1.0]], ['2, k, 20', [0.0127678, -0.0666312, 1.0]], ['2, k, 21', [-0.0381556, -0.151803, 1.0]], ['2, k, 22', [-0.0139731, -0.207436, 1.0]], ['2, k, 23', [0.19365, -0.143277, 1.0]], ['2, k, 24', [0.135124, -0.173604, 1.0]]]
[['2, k, 0', [0.00299832, -0.534138, 1.0]], ['2, k, 1', [0.010466, -0.251103, 1.0]], ['2, k, 2', [0.0180244, 0.0313902, 1.0]], ['2, k, 3', [0.0375102, 0.170238, 1.0]], ['2, k, 4', [-0.108387, -0.0425967, 1.0]], ['2, k, 5', [-0.170586, -0.0738244, 1.0]], ['2, k, 6', [-0.140111, -0.158102, 1.0]], ['2, k, 7', [-0.0707313, -0.193725, 1.0]], ['2, k, 8', [0.142228, -0.0611032, 1.0]], ['2, k, 9', [0.266795, -0.107538, 1.0]], ['2, k, 10', [0.211707, -0.153482, 1.0]], ['2, k, 11', [0.192008, -0.184295, 1.0]], ['2, k, 12', [-0.0635294, -0.498996, 1.0]], ['2, k, 13', [-0.145033, -0.702395, 1.0]], ['2, k, 14', [-0.138659, -1.14619, 1.0]], ['2, k, 15', [-0.0984039, -1.25174, 1.0]], ['2, k, 16', [0.069805, -0.555621, 1.0]], ['2, k, 17', [0.215546, -0.795746, 1.0]], ['2, k, 18', [0.183582, -1.2332, 1.0]], ['2, k, 19', [0.135326, -1.2951, 1.0]], ['2, k, 20', [0.0161514, -0.0390017, 1.0]], ['2, k, 21', [-0.040576, -0.15998, 1.0]], ['2, k, 22', [-0.0283214, -0.207131, 1.0]], ['2, k, 23', [0.202307, -0.149649, 1.0]], ['2, k, 24', [0.133191, -0.189177, 1.0]]]
[['2, k, 0', [0.00135105, -0.463177, 1.0]], ['2, k, 1', [0.0102119, -0.201224, 1.0]], ['2, k, 2', [0.0184627, 0.045439, 1.0]], ['2, k, 3', [0.0380793, 0.191494, 1.0]], ['2, k, 4', [-0.108972, -0.0203348, 1.0]], ['2, k, 5', [-0.171952, -0.0717597, 1.0]], ['2, k, 6', [-0.13257, -0.157153, 1.0]], ['2, k, 7', [-0.0694573, -0.191477, 1.0]], ['2, k, 8', [0.14325, -0.0540022, 1.0]], ['2, k, 9', [0.246718, -0.0644929, 1.0]], ['2, k, 10', [0.225754, -0.143891, 1.0]], ['2, k, 11', [0.196309, -0.18017, 1.0]], ['2, k, 12', [-0.0549473, -0.458956, 1.0]], ['2, k, 13', [-0.161102, -0.739637, 1.0]], ['2, k, 14', [-0.155896, -1.18297, 1.0]], ['2, k, 15', [-0.120249, -1.25524, 1.0]], ['2, k, 16', [0.0576089, -0.457226, 1.0]], ['2, k, 17', [0.162233, -0.729174, 1.0]], ['2, k, 18', [0.131446, -1.16706, 1.0]], ['2, k, 19', [0.125174, -1.25746, 1.0]], ['2, k, 20', [0.0165251, -0.0177376, 1.0]], ['2, k, 21', [-0.0521679, -0.162499, 1.0]], ['2, k, 22', [-0.024347, -0.205003, 1.0]], ['2, k, 23', [0.186031, -0.158178, 1.0]], ['2, k, 24', [0.141483, -0.185237, 1.0]]]
[['2, k, 0', [-0.00164723, -0.464148, 1.0]], ['2, k, 1', [0.0108687, -0.200017, 1.0]], ['2, k, 2', [0.0210189, 0.052293, 1.0]], ['2, k, 3', [0.0385129, 0.217923, 1.0]], ['2, k, 4', [-0.110443, -0.00720671, 1.0]], ['2, k, 5', [-0.172354, -0.0676679, 1.0]], ['2, k, 6', [-0.13193, -0.156602, 1.0]], ['2, k, 7', [-0.0906646, -0.186509, 1.0]], ['2, k, 8', [0.149985, -0.0205892, 1.0]], ['2, k, 9', [0.240235, -0.0659655, 1.0]], ['2, k, 10', [0.224249, -0.119158, 1.0]], ['2, k, 11', [0.193831, -0.175547, 1.0]], ['2, k, 12', [-0.0572108, -0.458363, 1.0]], ['2, k, 13', [-0.174693, -0.760363, 1.0]], ['2, k, 14', [-0.170647, -1.20695, 1.0]], ['2, k, 15', [-0.100068, -1.26786, 1.0]], ['2, k, 16', [0.0538953, -0.459738, 1.0]], ['2, k, 17', [0.175497, -0.753365, 1.0]], ['2, k, 18', [0.146418, -1.19285, 1.0]], ['2, k, 19', [0.106934, -1.26367, 1.0]], ['2, k, 20', [0.0184337, -0.0119204, 1.0]], ['2, k, 21', [-0.0600992, -0.16729, 1.0]], ['2, k, 22', [-0.0293664, -0.189242, 1.0]], ['2, k, 23', [0.206582, -0.150319, 1.0]], ['2, k, 24', [0.144136, -0.179654, 1.0]]]
