[['2, k, 0', [-0.105413, -0.893789, 1.0]], ['2, k, 1', [-0.0816465, -0.597425, 1.0]], ['2, k, 2', [-0.0579253, -0.304022, 1.0]], ['2, k, 3', [-0.0386188, -0.160284, 1.0]], ['2, k, 4', [-0.246985, -0.370851, 1.0]], ['2, k, 5', [-0.334698, -0.523862, 1.0]], ['2, k, 6', [-0.370699, -0.761493, 1.0]], ['2, k, 7', [-0.383567, -0.833677, 1.0]], ['2, k, 8', [0.119746, -0.398737, 1.0]], ['2, k, 9', [0.217932, -0.618155, 1.0]], ['2, k, 10', [0.219928, -0.807304, 1.0]], ['2, k, 11', [0.208346, -0.858615, 1.0]], ['2, k, 12', [-0.187496, -0.875943, 1.0]], ['2, k, 13', [-0.279153, -1.17103, 1.0]], ['2, k, 14', [-0.231043, -1.64349, 1.0]], ['2, k, 15', [-0.139089, -1.65491, 1.0]], ['2, k, 16', [-0.0206192, -0.888727, 1.0]], ['2, k, 17', [0.00408335, -1.19828, 1.0]], ['2, k, 18', [-0.044316, -1.66436, 1.0]], ['2, k, 19', [-0.111468, -1.71534, 1.0]], ['2, k, 20', [-0.0638605, -0.377009, 1.0]], ['2, k, 21', [-0.441335, -0.843017, 1.0]], ['2, k, 22', [-0.325719, -0.829501, 1.0]], ['2, k, 23', [0.19136, -0.902469, 1.0]], ['2, k, 24', [0.255773, -0.877802, 1.0]]]
[['2, k, 0', [-0.118528, -0.819884, 1.0]], ['2, k, 1', [-0.106186, -0.573515, 1.0]], ['2, k, 2', [-0.0953907, -0.329776, 1.0]], ['2, k, 3', [-0.0805115, -0.171509, 1.0]], ['2, k, 4', [-0.24639, -0.359167, 1.0]], ['2, k, 5', [-0.398082, -0.319865, 1.0]], ['2, k, 6', [-0.366486, -0.245903, 1.0]], ['2, k, 7', [-0.354116, -0.213662, 1.0]], ['2, k, 8', [0.0746683, -0.346454, 1.0]], ['2, k, 9', [0.253716, -0.305528, 1.0]], ['2, k, 10', [0.291247, -0.256433, 1.0]], ['2, k, 11', [0.311038, -0.228108, 1.0]], ['2, k, 12', [-0.199208, -0.807558, 1.0]], ['2, k, 13', [-0.228352, -1.15563, 1.0]], ['2, k, 14', [-0.224282, -1.44274, 1.0]], ['2, k, 15', [-0.188559, -1.5133, 1.0]], ['2, k, 16', [-0.0352839, -0.8132, 1.0]], ['2, k, 17', [-0.0104574, -1.13957, 1.0]], ['2, k, 18', [-0.0318803, -1.46508, 1.0]], ['2, k, 19', [-0.018074, -1.51668, 1.0]], ['2, k, 20', [-0.0979971, -0.390594, 1.0]], ['2, k, 21', [-0.345759, -0.20415, 1.0]], ['2, k, 22', [-0.287071, -0.214136, 1.0]], ['2, k, 23', [0.320372, -0.217349, 1.0]], ['2, k, 24', [0.240909, -0.228061, 1.0]]]
[['2, k, 0', [-0.118631, -0.820286, 1.0]], ['2, k, 1', [-0.106583, -0.574437, 1.0]], ['2, k, 2', [-0.0958184, -0.33119, 1.0]], ['2, k, 3', [-0.0829449, -0.172653, 1.0]], ['2, k, 4', [-0.248843, -0.35929, 1.0]], ['2, k, 5', [-0.430586, -0.328433, 1.0]], ['2, k, 6', [-0.364657, -0.250254, 1.0]], ['2, k, 7', [-0.361305, -0.22024, 1.0]], ['2, k, 8', [0.0729422, -0.345865, 1.0]], ['2, k, 9', [0.252598, -0.304608, 1.0]], ['2, k, 10', [0.345586, -0.247691, 1.0]], ['2, k, 11', [0.306269, -0.218328, 1.0]], ['2, k, 12', [-0.19945, -0.808382, 1.0]], ['2, k, 13', [-0.228329, -1.15765, 1.0]], ['2, k, 14', [-0.2232, -1.44268, 1.0]], ['2, k, 15', [-0.20192, -1.49456, 1.0]], ['2, k, 16', [-0.0353069, -0.813367, 1.0]], ['2, k, 17', [-0.0104414, -1.13957, 1.0]], ['2, k, 18', [-0.0317171, -1.46513, 1.0]], ['2, k, 19', [-0.0187015, -1.51677, 1.0]], ['2, k, 20', [-0.0984433, -0.391847, 1.0]], ['2, k, 21', [-0.345264, -0.211626, 1.0]], ['2, k, 22', [-0.284145, -0.219401, 1.0]], ['2, k, 23', [0.276848, -0.208948, 1.0]], ['2, k, 24', [0.242923, -0.214691, 1.0]]]
[['2, k, 0', [-0.118634, -0.820833, 1.0]], ['2, k, 1', [-0.106278, -0.570186, 1.0]], ['2, k, 2', [-0.0934191, -0.309163, 1.0]], ['2, k, 3', [-0.0835555, -0.153641, 1.0]], ['2, k, 4', [-0.251636, -0.359699, 1.0]], ['2, k, 5', [-0.433947, -0.330591, 1.0]], ['2, k, 6', [-0.416463, -0.268272, 1.0]], ['2, k, 7', [-0.377116, -0.225717, 1.0]], ['2, k, 8', [0.0704597, -0.344431, 1.0]], ['2, k, 9', [0.248383, -0.298636, 1.0]], ['2, k, 10', [0.339541, -0.244168, 1.0]], ['2, k, 11', [0.297944, -0.207769, 1.0]], ['2, k, 12', [-0.199448, -0.80941, 1.0]], ['2, k, 13', [-0.228209, -1.15778, 1.0]], ['2, k, 14', [-0.22301, -1.46036, 1.0]], ['2, k, 15', [-0.20348, -1.51171, 1.0]], ['2, k, 16', [-0.0352845, -0.813531, 1.0]], ['2, k, 17', [-0.0104215, -1.13966, 1.0]], ['2, k, 18', [-0.030804, -1.44365, 1.0]], ['2, k, 19', [0.00669932, -1.50648, 1.0]], ['2, k, 20', [-0.0968128, -0.37545, 1.0]], ['2, k, 21', [-0.355074, -0.220021, 1.0]], ['2, k, 22', [-0.314089, -0.225034, 1.0]], ['2, k, 23', [0.281389, -0.20323, 1.0]], ['2, k, 24', [0.236235, -0.2086, 1.0]]]
[['2, k, 0', [-0.118724, -0.820978, 1.0]], ['2, k, 1', [-0.107453, -0.572258, 1.0]], ['2, k, 2', [-0.0993862, -0.327518, 1.0]], ['2, k, 3', [-0.0880698, -0.169471, 1.0]], ['2, k, 4', [-0.254672, -0.359827, 1.0]], ['2, k, 5', [-0.418171, -0.34414, 1.0]], ['2, k, 6', [-0.384144, -0.274315, 1.0]], ['2, k, 7', [-0.380277, -0.233811, 1.0]], ['2, k, 8', [0.0685045, -0.342249, 1.0]], ['2, k, 9', [0.248994, -0.297386, 1.0]], ['2, k, 10', [0.33949, -0.243679, 1.0]], ['2, k, 11', [0.290234, -0.19882, 1.0]], ['2, k, 12', [-0.199612, -0.809766, 1.0]], ['2, k, 13', [-0.228144, -1.15799, 1.0]], ['2, k, 14', [-0.22293, -1.46069, 1.0]], ['2, k, 15', [-0.204631, -1.51217, 1.0]], ['2, k, 16', [-0.0353423, -0.813528, 1.0]], ['2, k, 17', [-0.0104115, -1.13983, 1.0]], ['2, k, 18', [-0.0308518, -1.44329, 1.0]], ['2, k, 19', [0.00264461, -1.50924, 1.0]], ['2, k, 20', [-0.100979, -0.386931, 1.0]], ['2, k, 21', [-0.372851, -0.227968, 1.0]], ['2, k, 22', [-0.303399, -0.229357, 1.0]], ['2, k, 23', [0.269596, -0.19126, 1.0]], ['2, k, 24', [0.230556, -0.204472, 1.0]]]
[['2, k, 0', [-0.119104, -0.821367, 1.0]], ['2, k, 1', [-0.10955, -0.56994, 1.0]], ['2, k, 2', [-0.104147, -0.315808, 1.0]], ['2, k, 3', [-0.0903436, -0.159801, 1.0]], ['2, k, 4', [-0.257643, -0.359735, 1.0]], ['2, k, 5', [-0.419809, -0.345536, 1.0]], ['2, k, 6', [-0.440232, -0.310331, 1.0]], ['2, k, 7', [-0.397114, -0.243122, 1.0]], ['2, k, 8', [0.0664935, -0.342529, 1.0]], ['2, k, 9', [0.248994, -0.290666, 1.0]], ['2, k, 10', [0.338343, -0.238088, 1.0]], ['2, k, 11', [0.282896, -0.189722, 1.0]], ['2, k, 12', [-0.200183, -0.810261, 1.0]], ['2, k, 13', [-0.228168, -1.15798, 1.0]], ['2, k, 14', [-0.222755, -1.46138, 1.0]], ['2, k, 15', [-0.205198, -1.51283, 1.0]], ['2, k, 16', [-0.0357297, -0.81386, 1.0]], ['2, k, 17', [-0.0102457, -1.14034, 1.0]], ['2, k, 18', [-0.030762, -1.44306, 1.0]], ['2, k, 19', [0.0101605, -1.50401, 1.0]], ['2, k, 20', [-0.104991, -0.379353, 1.0]], ['2, k, 21', [-0.379481, -0.237478, 1.0]], ['2, k, 22', [-0.330372, -0.239306, 1.0]], ['2, k, 23', [0.258238, -0.181108, 1.0]], ['2, k, 24', [0.229448, -0.19555, 1.0]]]
[['2, k, 0', [-0.119102, -0.821541, 1.0]], ['2, k, 1', [-0.110459, -0.571896, 1.0]], ['2, k, 2', [-0.106021, -0.325154, 1.0]], ['2, k, 3', [-0.094907, -0.167623, 1.0]], ['2, k, 4', [-0.259589, -0.360239, 1.0]], ['2, k, 5', [-0.421233, -0.345995, 1.0]], ['2, k, 6', [-0.372857, -0.303931, 1.0]], ['2, k, 7', [-0.401836, -0.252705, 1.0]], ['2, k, 8', [0.0644988, -0.3424, 1.0]], ['2, k, 9', [0.24877, -0.283497, 1.0]], ['2, k, 10', [0.205395, -0.217958, 1.0]], ['2, k, 11', [0.250653, -0.182172, 1.0]], ['2, k, 12', [-0.200222, -0.810557, 1.0]], ['2, k, 13', [-0.22803, -1.15829, 1.0]], ['2, k, 14', [-0.222805, -1.46169, 1.0]], ['2, k, 15', [-0.20645, -1.51315, 1.0]], ['2, k, 16', [-0.0356761, -0.813892, 1.0]], ['2, k, 17', [-0.0102018, -1.14026, 1.0]], ['2, k, 18', [-0.0309962, -1.44366, 1.0]], ['2, k, 19', [-0.00300233, -1.513, 1.0]], ['2, k, 20', [-0.10683, -0.386157, 1.0]], ['2, k, 21', [-0.403962, -0.245638, 1.0]], ['2, k, 22', [-0.330909, -0.243544, 1.0]], ['2, k, 23', [0.270859, -0.171556, 1.0]], ['2, k, 24', [0.175769, -0.189677, 1.0]]]
[['2, k, 0', [-0.119148, -0.821554, 1.0]], ['2, k, 1', [-0.110037, -0.56803, 1.0]], ['2, k, 2', [-0.101314, -0.309002, 1.0]], ['2, k, 3', [-0.097701, -0.153438, 1.0]], ['2, k, 4', [-0.262441, -0.360792, 1.0]], ['2, k, 5', [-0.428586, -0.358244, 1.0]], ['2, k, 6', [-0.38472, -0.30268, 1.0]], ['2, k, 7', [-0.406194, -0.26149, 1.0]], ['2, k, 8', [0.0634525, -0.341416, 1.0]], ['2, k, 9', [0.243286, -0.272861, 1.0]], ['2, k, 10', [0.201901, -0.212893, 1.0]], ['2, k, 11', [0.239946, -0.175805, 1.0]], ['2, k, 12', [-0.200252, -0.810721, 1.0]], ['2, k, 13', [-0.228188, -1.15863, 1.0]], ['2, k, 14', [-0.223632, -1.4619, 1.0]], ['2, k, 15', [-0.208377, -1.51339, 1.0]], ['2, k, 16', [-0.0357022, -0.813741, 1.0]], ['2, k, 17', [-0.0101013, -1.14034, 1.0]], ['2, k, 18', [-0.0306977, -1.44336, 1.0]], ['2, k, 19', [-0.00317961, -1.51339, 1.0]], ['2, k, 20', [-0.103819, -0.374326, 1.0]], ['2, k, 21', [-0.407308, -0.255191, 1.0]], ['2, k, 22', [-0.327784, -0.255999, 1.0]], ['2, k, 23', [0.257545, -0.162888, 1.0]], ['2, k, 24', [0.16882, -0.182247, 1.0]]]
[['2, k, 0', [-0.11928, -0.821588, 1.0]], ['2, k, 1', [-0.111705, -0.570013, 1.0]], ['2, k, 2', [-0.108137, -0.322985, 1.0]], ['2, k, 3', [-0.100786, -0.165043, 1.0]], ['2, k, 4', [-0.266326, -0.360829, 1.0]], ['2, k, 5', [-0.433667, -0.366871, 1.0]], ['2, k, 6', [-0.452986, -0.316176, 1.0]], ['2, k, 7', [-0.425516, -0.271412, 1.0]], ['2, k, 8', [0.0620831, -0.340614, 1.0]], ['2, k, 9', [0.235065, -0.268534, 1.0]], ['2, k, 10', [0.19219, -0.206311, 1.0]], ['2, k, 11', [0.230237, -0.167609, 1.0]], ['2, k, 12', [-0.200434, -0.810829, 1.0]], ['2, k, 13', [-0.228301, -1.15878, 1.0]], ['2, k, 14', [-0.22375, -1.46198, 1.0]], ['2, k, 15', [-0.209566, -1.5135, 1.0]], ['2, k, 16', [-0.0357536, -0.813668, 1.0]], ['2, k, 17', [-0.00974124, -1.14178, 1.0]], ['2, k, 18', [-0.0306421, -1.44335, 1.0]], ['2, k, 19', [0.00194755, -1.51118, 1.0]], ['2, k, 20', [-0.108741, -0.383533, 1.0]], ['2, k, 21', [-0.398868, -0.262908, 1.0]], ['2, k, 22', [-0.411761, -0.29009, 1.0]], ['2, k, 23', [0.242489, -0.154261, 1.0]], ['2, k, 24', [0.157215, -0.177835, 1.0]]]
[['2, k, 0', [-0.119582, -0.821667, 1.0]], ['2, k, 1', [-0.112485, -0.571628, 1.0]], ['2, k, 2', [-0.108267, -0.327067, 1.0]], ['2, k, 3', [-0.103359, -0.168133, 1.0]], ['2, k, 4', [-0.268707, -0.361138, 1.0]], ['2, k, 5', [-0.435848, -0.369953, 1.0]], ['2, k, 6', [-0.438721, -0.322009, 1.0]], ['2, k, 7', [-0.440127, -0.280695, 1.0]], ['2, k, 8', [0.060246, -0.340643, 1.0]], ['2, k, 9', [0.23009, -0.259945, 1.0]], ['2, k, 10', [0.186899, -0.203416, 1.0]], ['2, k, 11', [0.220613, -0.16071, 1.0]], ['2, k, 12', [-0.200891, -0.811091, 1.0]], ['2, k, 13', [-0.228291, -1.15877, 1.0]], ['2, k, 14', [-0.222003, -1.46195, 1.0]], ['2, k, 15', [-0.208459, -1.5138, 1.0]], ['2, k, 16', [-0.0360434, -0.813525, 1.0]], ['2, k, 17', [-0.00973735, -1.14169, 1.0]], ['2, k, 18', [-0.0303422, -1.44245, 1.0]], ['2, k, 19', [-0.000516033, -1.51265, 1.0]], ['2, k, 20', [-0.109233, -0.387384, 1.0]], ['2, k, 21', [-0.430145, -0.274607, 1.0]], ['2, k, 22', [-0.472996, -0.297563, 1.0]], ['2, k, 23', [0.233038, -0.145732, 1.0]], ['2, k, 24', [0.151082, -0.172767, 1.0]]]
[['2, k, 0', [-0.11974, -0.821779, 1.0]], ['2, k, 1', [-0.113426, -0.569352, 1.0]], ['2, k, 2', [-0.109688, -0.314484, 1.0]], ['2, k, 3', [-0.1052, -0.157414, 1.0]], ['2, k, 4', [-0.271187, -0.361381, 1.0]], ['2, k, 5', [-0.440414, -0.380012, 1.0]], ['2, k, 6', [-0.426132, -0.31174, 1.0]], ['2, k, 7', [-0.443495, -0.28925, 1.0]], ['2, k, 8', [0.059257, -0.340517, 1.0]], ['2, k, 9', [0.229103, -0.251121, 1.0]], ['2, k, 10', [0.184569, -0.197564, 1.0]], ['2, k, 11', [0.212825, -0.153297, 1.0]], ['2, k, 12', [-0.201214, -0.811403, 1.0]], ['2, k, 13', [-0.228188, -1.15924, 1.0]], ['2, k, 14', [-0.222405, -1.46241, 1.0]], ['2, k, 15', [-0.21005, -1.5142, 1.0]], ['2, k, 16', [-0.0361986, -0.813471, 1.0]], ['2, k, 17', [-0.0096943, -1.14169, 1.0]], ['2, k, 18', [-0.0306094, -1.44237, 1.0]], ['2, k, 19', [0.00213534, -1.51056, 1.0]], ['2, k, 20', [-0.110643, -0.378648, 1.0]], ['2, k, 21', [-0.444432, -0.283763, 1.0]], ['2, k, 22', [-0.489434, -0.316954, 1.0]], ['2, k, 23', [0.221191, -0.142269, 1.0]], ['2, k, 24', [0.144809, -0.165311, 1.0]]]
[['2, k, 0', [-0.119924, -0.821834, 1.0]], ['2, k, 1', [-0.11335, -0.569285, 1.0]], ['2, k, 2', [-0.108048, -0.314699, 1.0]], ['2, k, 3', [-0.108383, -0.157507, 1.0]], ['2, k, 4', [-0.273789, -0.360725, 1.0]], ['2, k, 5', [-0.442486, -0.384884, 1.0]], ['2, k, 6', [-0.426882, -0.314441, 1.0]], ['2, k, 7', [-0.45233, -0.298007, 1.0]], ['2, k, 8', [0.0592688, -0.340593, 1.0]], ['2, k, 9', [0.226611, -0.245755, 1.0]], ['2, k, 10', [0.181042, -0.193002, 1.0]], ['2, k, 11', [0.188316, -0.149754, 1.0]], ['2, k, 12', [-0.201575, -0.811649, 1.0]], ['2, k, 13', [-0.228424, -1.16034, 1.0]], ['2, k, 14', [-0.223265, -1.46279, 1.0]], ['2, k, 15', [-0.21195, -1.5145, 1.0]], ['2, k, 16', [-0.0364465, -0.813268, 1.0]], ['2, k, 17', [-0.00955397, -1.14145, 1.0]], ['2, k, 18', [-0.0304412, -1.44215, 1.0]], ['2, k, 19', [0.00274415, -1.50981, 1.0]], ['2, k, 20', [-0.109628, -0.378618, 1.0]], ['2, k, 21', [-0.454116, -0.292854, 1.0]], ['2, k, 22', [-0.495947, -0.319006, 1.0]], ['2, k, 23', [0.133138, -0.162342, 1.0]], ['2, k, 24', [0.095063, -0.180886, 1.0]]]
[['2, k, 0', [-0.120025, -0.821879, 1.0]], ['2, k, 1', [-0.113417, -0.568993, 1.0]], ['2, k, 2', [-0.107869, -0.314366, 1.0]], ['2, k, 3', [-0.110342, -0.157317, 1.0]], ['2, k, 4', [-0.272681, -0.360617, 1.0]], ['2, k, 5', [-0.442355, -0.388285, 1.0]], ['2, k, 6', [-0.413161, -0.316064, 1.0]], ['2, k, 7', [-0.4542, -0.3033, 1.0]], ['2, k, 8', [0.0591327, -0.340819, 1.0]], ['2, k, 9', [0.213839, -0.247955, 1.0]], ['2, k, 10', [0.168358, -0.186295, 1.0]], ['2, k, 11', [0.188485, -0.142513, 1.0]], ['2, k, 12', [-0.201669, -0.811724, 1.0]], ['2, k, 13', [-0.228451, -1.16047, 1.0]], ['2, k, 14', [-0.223439, -1.46276, 1.0]], ['2, k, 15', [-0.212, -1.51453, 1.0]], ['2, k, 16', [-0.0365473, -0.813177, 1.0]], ['2, k, 17', [-0.00947877, -1.14151, 1.0]], ['2, k, 18', [-0.0304095, -1.44215, 1.0]], ['2, k, 19', [-0.000299212, -1.51095, 1.0]], ['2, k, 20', [-0.109489, -0.378216, 1.0]], ['2, k, 21', [-0.462443, -0.301487, 1.0]], ['2, k, 22', [-0.502469, -0.324467, 1.0]], ['2, k, 23', [0.192709, -0.132087, 1.0]], ['2, k, 24', [0.112824, -0.159033, 1.0]]]
[['2, k, 0', [-0.120119, -0.821903, 1.0]], ['2, k, 1', [-0.113664, -0.568597, 1.0]], ['2, k, 2', [-0.108033, -0.313952, 1.0]], ['2, k, 3', [-0.113075, -0.157087, 1.0]], ['2, k, 4', [-0.272142, -0.360842, 1.0]], ['2, k, 5', [-0.442657, -0.391899, 1.0]], ['2, k, 6', [-0.441786, -0.334416, 1.0]], ['2, k, 7', [-0.467828, -0.313828, 1.0]], ['2, k, 8', [0.0590732, -0.340781, 1.0]], ['2, k, 9', [0.213057, -0.24017, 1.0]], ['2, k, 10', [0.164953, -0.17964, 1.0]], ['2, k, 11', [0.181198, -0.136881, 1.0]], ['2, k, 12', [-0.201858, -0.811873, 1.0]], ['2, k, 13', [-0.228432, -1.16028, 1.0]], ['2, k, 14', [-0.223571, -1.463, 1.0]], ['2, k, 15', [-0.212204, -1.51466, 1.0]], ['2, k, 16', [-0.0366919, -0.812995, 1.0]], ['2, k, 17', [-0.00941224, -1.14132, 1.0]], ['2, k, 18', [-0.030488, -1.44196, 1.0]], ['2, k, 19', [-0.000978801, -1.51086, 1.0]], ['2, k, 20', [-0.109672, -0.377726, 1.0]], ['2, k, 21', [-0.465434, -0.309607, 1.0]], ['2, k, 22', [-0.514892, -0.332874, 1.0]], ['2, k, 23', [0.189348, -0.121636, 1.0]], ['2, k, 24', [0.109679, -0.153043, 1.0]]]
[['2, k, 0', [-0.12026, -0.822037, 1.0]], ['2, k, 1', [-0.113902, -0.568312, 1.0]], ['2, k, 2', [-0.108281, -0.313459, 1.0]], ['2, k, 3', [-0.115785, -0.156442, 1.0]], ['2, k, 4', [-0.272053, -0.360934, 1.0]], ['2, k, 5', [-0.443143, -0.39579, 1.0]], ['2, k, 6', [-0.412963, -0.331964, 1.0]], ['2, k, 7', [-0.46822, -0.319661, 1.0]], ['2, k, 8', [0.0551846, -0.340776, 1.0]], ['2, k, 9', [0.216786, -0.231337, 1.0]], ['2, k, 10', [0.16503, -0.171424, 1.0]], ['2, k, 11', [0.176886, -0.131189, 1.0]], ['2, k, 12', [-0.202034, -0.812193, 1.0]], ['2, k, 13', [-0.228352, -1.16058, 1.0]], ['2, k, 14', [-0.223895, -1.46344, 1.0]], ['2, k, 15', [-0.21404, -1.51501, 1.0]], ['2, k, 16', [-0.0367694, -0.812983, 1.0]], ['2, k, 17', [-0.00928599, -1.14067, 1.0]], ['2, k, 18', [-0.0308994, -1.4419, 1.0]], ['2, k, 19', [-0.00542961, -1.51223, 1.0]], ['2, k, 20', [-0.109915, -0.377231, 1.0]], ['2, k, 21', [-0.475935, -0.316716, 1.0]], ['2, k, 22', [-0.513844, -0.352767, 1.0]], ['2, k, 23', [0.174414, -0.120377, 1.0]], ['2, k, 24', [0.104643, -0.147636, 1.0]]]
[['2, k, 0', [-0.120297, -0.821995, 1.0]], ['2, k, 1', [-0.114213, -0.567908, 1.0]], ['2, k, 2', [-0.108694, -0.313128, 1.0]], ['2, k, 3', [-0.118437, -0.156188, 1.0]], ['2, k, 4', [-0.272086, -0.360929, 1.0]], ['2, k, 5', [-0.443888, -0.40146, 1.0]], ['2, k, 6', [-0.413817, -0.335041, 1.0]], ['2, k, 7', [-0.472279, -0.325491, 1.0]], ['2, k, 8', [0.0552426, -0.340527, 1.0]], ['2, k, 9', [0.216544, -0.227408, 1.0]], ['2, k, 10', [0.161896, -0.166717, 1.0]], ['2, k, 11', [0.166802, -0.127159, 1.0]], ['2, k, 12', [-0.202085, -0.812201, 1.0]], ['2, k, 13', [-0.228387, -1.16057, 1.0]], ['2, k, 14', [-0.223938, -1.46334, 1.0]], ['2, k, 15', [-0.214104, -1.515, 1.0]], ['2, k, 16', [-0.0367882, -0.812565, 1.0]], ['2, k, 17', [-0.00930008, -1.13933, 1.0]], ['2, k, 18', [-0.0309219, -1.44177, 1.0]], ['2, k, 19', [-0.00541905, -1.5121, 1.0]], ['2, k, 20', [-0.110295, -0.376837, 1.0]], ['2, k, 21', [-0.486767, -0.3257, 1.0]], ['2, k, 22', [-0.519296, -0.371745, 1.0]], ['2, k, 23', [0.158272, -0.11873, 1.0]], ['2, k, 24', [0.100789, -0.146587, 1.0]]]
[['2, k, 0', [-0.120679, -0.821682, 1.0]], ['2, k, 1', [-0.114791, -0.567273, 1.0]], ['2, k, 2', [-0.109122, -0.312779, 1.0]], ['2, k, 3', [-0.12036, -0.155893, 1.0]], ['2, k, 4', [-0.275904, -0.36101, 1.0]], ['2, k, 5', [-0.446773, -0.404102, 1.0]], ['2, k, 6', [-0.478305, -0.370962, 1.0]], ['2, k, 7', [-0.490551, -0.336455, 1.0]], ['2, k, 8', [0.0513196, -0.338409, 1.0]], ['2, k, 9', [0.205668, -0.229194, 1.0]], ['2, k, 10', [0.117089, -0.164297, 1.0]], ['2, k, 11', [0.150008, -0.126873, 1.0]], ['2, k, 12', [-0.202508, -0.811916, 1.0]], ['2, k, 13', [-0.228226, -1.16055, 1.0]], ['2, k, 14', [-0.223618, -1.4632, 1.0]], ['2, k, 15', [-0.215953, -1.51479, 1.0]], ['2, k, 16', [-0.0373708, -0.811655, 1.0]], ['2, k, 17', [-0.00938584, -1.13935, 1.0]], ['2, k, 18', [-0.0309092, -1.44084, 1.0]], ['2, k, 19', [-0.00979169, -1.51393, 1.0]], ['2, k, 20', [-0.110749, -0.376385, 1.0]], ['2, k, 21', [-0.488586, -0.333132, 1.0]], ['2, k, 22', [-0.535025, -0.354046, 1.0]], ['2, k, 23', [0.158432, -0.113525, 1.0]], ['2, k, 24', [0.0788041, -0.146109, 1.0]]]
[['2, k, 0', [-0.120765, -0.821523, 1.0]], ['2, k, 1', [-0.115119, -0.566954, 1.0]], ['2, k, 2', [-0.1096, -0.312655, 1.0]], ['2, k, 3', [-0.122008, -0.155864, 1.0]], ['2, k, 4', [-0.278285, -0.360967, 1.0]], ['2, k, 5', [-0.448706, -0.406341, 1.0]], ['2, k, 6', [-0.424929, -0.341216, 1.0]], ['2, k, 7', [-0.482338, -0.342642, 1.0]], ['2, k, 8', [0.0513927, -0.3384, 1.0]], ['2, k, 9', [0.199347, -0.228857, 1.0]], ['2, k, 10', [0.14208, -0.155963, 1.0]], ['2, k, 11', [0.146881, -0.122497, 1.0]], ['2, k, 12', [-0.202546, -0.811886, 1.0]], ['2, k, 13', [-0.228115, -1.16061, 1.0]], ['2, k, 14', [-0.224219, -1.46327, 1.0]], ['2, k, 15', [-0.217163, -1.51474, 1.0]], ['2, k, 16', [-0.0374966, -0.810848, 1.0]], ['2, k, 17', [-0.00952889, -1.1389, 1.0]], ['2, k, 18', [-0.0309082, -1.44083, 1.0]], ['2, k, 19', [-0.00892739, -1.5133, 1.0]], ['2, k, 20', [-0.111166, -0.376187, 1.0]], ['2, k, 21', [-0.503422, -0.341179, 1.0]], ['2, k, 22', [-0.523946, -0.389937, 1.0]], ['2, k, 23', [0.149525, -0.10987, 1.0]], ['2, k, 24', [0.0814078, -0.139849, 1.0]]]
[['2, k, 0', [-0.120933, -0.821362, 1.0]], ['2, k, 1', [-0.115912, -0.56662, 1.0]], ['2, k, 2', [-0.111297, -0.312551, 1.0]], ['2, k, 3', [-0.123904, -0.155756, 1.0]], ['2, k, 4', [-0.280242, -0.361099, 1.0]], ['2, k, 5', [-0.450806, -0.407388, 1.0]], ['2, k, 6', [-0.401171, -0.333326, 1.0]], ['2, k, 7', [-0.460409, -0.342514, 1.0]], ['2, k, 8', [0.0514083, -0.338396, 1.0]], ['2, k, 9', [0.192458, -0.226187, 1.0]], ['2, k, 10', [0.136203, -0.153988, 1.0]], ['2, k, 11', [0.13744, -0.119978, 1.0]], ['2, k, 12', [-0.202724, -0.811795, 1.0]], ['2, k, 13', [-0.228153, -1.16089, 1.0]], ['2, k, 14', [-0.223882, -1.4633, 1.0]], ['2, k, 15', [-0.217231, -1.51462, 1.0]], ['2, k, 16', [-0.0376729, -0.810474, 1.0]], ['2, k, 17', [-0.00941777, -1.13808, 1.0]], ['2, k, 18', [-0.0308897, -1.44086, 1.0]], ['2, k, 19', [-0.00892722, -1.51328, 1.0]], ['2, k, 20', [-0.112566, -0.375968, 1.0]], ['2, k, 21', [-0.484173, -0.347393, 1.0]], ['2, k, 22', [-0.501957, -0.392038, 1.0]], ['2, k, 23', [0.141968, -0.106555, 1.0]], ['2, k, 24', [0.0795852, -0.13683, 1.0]]]
