[['2, k, 0', [-0.1672678, 0.05836686, 1.0]], ['2, k, 1', [-0.1722163, 0.3302045, 1.0]], ['2, k, 2', [-0.1758396, 0.5947291, 1.0]], ['2, k, 3', [-0.1659475, 0.7324249, 1.0]], ['2, k, 4', [-0.3221027, 0.4715177, 1.0]], ['2, k, 5', [-0.3525955, 0.2550184, 1.0]], ['2, k, 6', [-0.3530225, 0.05415648, 1.0]], ['2, k, 7', [-0.3587899, 0.0004593251, 1.0]], ['2, k, 8', [-0.005076138, 0.476406, 1.0]], ['2, k, 9', [0.03384996, 0.2400737, 1.0]], ['2, k, 10', [0.03025019, 0.05968669, 1.0]], ['2, k, 11', [0.0165146, 0.02108114, 1.0]], ['2, k, 12', [-0.2285557, 0.05816966, 1.0]], ['2, k, 13', [-0.2151415, -0.2543644, 1.0]], ['2, k, 14', [-0.2178659, -0.5580939, 1.0]], ['2, k, 15', [-0.2093335, -0.6306841, 1.0]], ['2, k, 16', [-0.1021577, 0.05719083, 1.0]], ['2, k, 17', [-0.1167675, -0.2573926, 1.0]], ['2, k, 18', [-0.1050047, -0.5308632, 1.0]], ['2, k, 19', [-0.09396399, -0.5775675, 1.0]], ['2, k, 20', [-0.1750736, 0.5296089, 1.0]], ['2, k, 21', [-0.3712353, -0.06733388, 1.0]], ['2, k, 22', [-0.3150128, -0.006552223, 1.0]], ['2, k, 23', [0.01622812, -0.04692727, 1.0]], ['2, k, 24', [-0.01355715, 0.02236123, 1.0]]]
[['2, k, 0', [-0.1625994, 0.05929986, 1.0]], ['2, k, 1', [-0.1690312, 0.3293205, 1.0]], ['2, k, 2', [-0.1732606, 0.5920324, 1.0]], ['2, k, 3', [-0.1626347, 0.7296133, 1.0]], ['2, k, 4', [-0.3078288, 0.4734616, 1.0]], ['2, k, 5', [-0.346133, 0.2838012, 1.0]], ['2, k, 6', [-0.3718443, 0.2213901, 1.0]], ['2, k, 7', [-0.3830586, 0.2095673, 1.0]], ['2, k, 8', [-0.000989682, 0.4754598, 1.0]], ['2, k, 9', [0.03719897, 0.2398113, 1.0]], ['2, k, 10', [0.03846724, 0.06037953, 1.0]], ['2, k, 11', [0.02272421, 0.01275152, 1.0]], ['2, k, 12', [-0.2239481, 0.05897537, 1.0]], ['2, k, 13', [-0.2160548, -0.2534293, 1.0]], ['2, k, 14', [-0.2117466, -0.5615875, 1.0]], ['2, k, 15', [-0.2088691, -0.6339607, 1.0]], ['2, k, 16', [-0.09734509, 0.05816771, 1.0]], ['2, k, 17', [-0.111354, -0.2567283, 1.0]], ['2, k, 18', [-0.1035034, -0.5292353, 1.0]], ['2, k, 19', [-0.1158885, -0.6237413, 1.0]], ['2, k, 20', [-0.1724369, 0.5273874, 1.0]], ['2, k, 21', [-0.4041831, 0.2170859, 1.0]], ['2, k, 22', [-0.3534802, 0.2086634, 1.0]], ['2, k, 23', [0.02296524, -0.04910313, 1.0]], ['2, k, 24', [-0.006965462, -0.01515254, 1.0]]]
[['2, k, 0', [-0.1625916, 0.05929645, 1.0]], ['2, k, 1', [-0.1687923, 0.3292695, 1.0]], ['2, k, 2', [-0.1727796, 0.5919306, 1.0]], ['2, k, 3', [-0.1624448, 0.7297307, 1.0]], ['2, k, 4', [-0.3104154, 0.4734975, 1.0]], ['2, k, 5', [-0.3457326, 0.283586, 1.0]], ['2, k, 6', [-0.3730369, 0.1794677, 1.0]], ['2, k, 7', [-0.3826305, 0.1726143, 1.0]], ['2, k, 8', [-0.0009577476, 0.4754381, 1.0]], ['2, k, 9', [0.03724208, 0.2399227, 1.0]], ['2, k, 10', [0.03860863, 0.06046485, 1.0]], ['2, k, 11', [0.02238721, 0.0117536, 1.0]], ['2, k, 12', [-0.2239595, 0.05898844, 1.0]], ['2, k, 13', [-0.2158965, -0.2535158, 1.0]], ['2, k, 14', [-0.2124962, -0.5602987, 1.0]], ['2, k, 15', [-0.2088843, -0.6326025, 1.0]], ['2, k, 16', [-0.09733345, 0.05815907, 1.0]], ['2, k, 17', [-0.1110681, -0.2568326, 1.0]], ['2, k, 18', [-0.1039493, -0.563776, 1.0]], ['2, k, 19', [-0.1164308, -0.6339294, 1.0]], ['2, k, 20', [-0.1720079, 0.5272958, 1.0]], ['2, k, 21', [-0.4202392, 0.158416, 1.0]], ['2, k, 22', [-0.3761646, 0.1794794, 1.0]], ['2, k, 23', [0.02519395, -0.04082355, 1.0]], ['2, k, 24', [-0.007504748, -0.01305732, 1.0]]]
[['2, k, 0', [-0.1627228, 0.05919417, 1.0]], ['2, k, 1', [-0.1686774, 0.3292002, 1.0]], ['2, k, 2', [-0.1723122, 0.59184, 1.0]], ['2, k, 3', [-0.1622343, 0.729886, 1.0]], ['2, k, 4', [-0.3106749, 0.4723065, 1.0]], ['2, k, 5', [-0.3453372, 0.2825347, 1.0]], ['2, k, 6', [-0.3623151, 0.1657982, 1.0]], ['2, k, 7', [-0.3760643, 0.1419241, 1.0]], ['2, k, 8', [-0.0008135229, 0.4753761, 1.0]], ['2, k, 9', [0.03721762, 0.2399135, 1.0]], ['2, k, 10', [0.03840825, 0.06033897, 1.0]], ['2, k, 11', [0.02307405, 0.01350144, 1.0]], ['2, k, 12', [-0.2241182, 0.0589552, 1.0]], ['2, k, 13', [-0.2155271, -0.2536563, 1.0]], ['2, k, 14', [-0.2127708, -0.5604126, 1.0]], ['2, k, 15', [-0.209257, -0.633185, 1.0]], ['2, k, 16', [-0.09745741, 0.05798766, 1.0]], ['2, k, 17', [-0.110935, -0.2569398, 1.0]], ['2, k, 18', [-0.1022884, -0.5294909, 1.0]], ['2, k, 19', [-0.1159119, -0.6236082, 1.0]], ['2, k, 20', [-0.1716449, 0.5272056, 1.0]], ['2, k, 21', [-0.3937365, 0.09908188, 1.0]], ['2, k, 22', [-0.40123, 0.1547635, 1.0]], ['2, k, 23', [0.02179695, -0.04783251, 1.0]], ['2, k, 24', [-0.007138735, 0.01648559, 1.0]]]
[['2, k, 0', [-0.1628574, 0.05909749, 1.0]], ['2, k, 1', [-0.1686867, 0.3291943, 1.0]], ['2, k, 2', [-0.1723312, 0.5918789, 1.0]], ['2, k, 3', [-0.162077, 0.729913, 1.0]], ['2, k, 4', [-0.3111328, 0.4714653, 1.0]], ['2, k, 5', [-0.3432964, 0.2707873, 1.0]], ['2, k, 6', [-0.3667016, 0.1201317, 1.0]], ['2, k, 7', [-0.3801715, 0.07309171, 1.0]], ['2, k, 8', [-0.00051352, 0.4751873, 1.0]], ['2, k, 9', [0.03703972, 0.2396774, 1.0]], ['2, k, 10', [0.03843709, 0.06013809, 1.0]], ['2, k, 11', [0.02192012, 0.01344732, 1.0]], ['2, k, 12', [-0.2242551, 0.05890625, 1.0]], ['2, k, 13', [-0.2157591, -0.2537606, 1.0]], ['2, k, 14', [-0.2105156, -0.5573618, 1.0]], ['2, k, 15', [-0.2096609, -0.630775, 1.0]], ['2, k, 16', [-0.09759999, 0.05783485, 1.0]], ['2, k, 17', [-0.1117124, -0.2570766, 1.0]], ['2, k, 18', [-0.1039448, -0.5620224, 1.0]], ['2, k, 19', [-0.116759, -0.6328615, 1.0]], ['2, k, 20', [-0.171656, 0.5272233, 1.0]], ['2, k, 21', [-0.3942105, 0.01126034, 1.0]], ['2, k, 22', [-0.4289992, 0.07013049, 1.0]], ['2, k, 23', [0.02516502, -0.04076914, 1.0]], ['2, k, 24', [-0.006629723, 0.004222073, 1.0]]]
[['2, k, 0', [-0.1625893, 0.05904494, 1.0]], ['2, k, 1', [-0.1685889, 0.3291587, 1.0]], ['2, k, 2', [-0.1723578, 0.591868, 1.0]], ['2, k, 3', [-0.1618799, 0.7299405, 1.0]], ['2, k, 4', [-0.3130511, 0.4710481, 1.0]], ['2, k, 5', [-0.3439402, 0.2646462, 1.0]], ['2, k, 6', [-0.3570794, 0.09365651, 1.0]], ['2, k, 7', [-0.3722945, 0.03346482, 1.0]], ['2, k, 8', [-0.0004409636, 0.4753602, 1.0]], ['2, k, 9', [0.0368523, 0.2400035, 1.0]], ['2, k, 10', [0.03832254, 0.06051188, 1.0]], ['2, k, 11', [0.02177585, 0.01342613, 1.0]], ['2, k, 12', [-0.2239605, 0.05882949, 1.0]], ['2, k, 13', [-0.2161819, -0.2537081, 1.0]], ['2, k, 14', [-0.2108603, -0.558008, 1.0]], ['2, k, 15', [-0.2099659, -0.630953, 1.0]], ['2, k, 16', [-0.09736199, 0.05780744, 1.0]], ['2, k, 17', [-0.1121067, -0.2569724, 1.0]], ['2, k, 18', [-0.1002348, -0.5287996, 1.0]], ['2, k, 19', [-0.1143978, -0.6219949, 1.0]], ['2, k, 20', [-0.1716586, 0.5272115, 1.0]], ['2, k, 21', [-0.3874741, -0.03143759, 1.0]], ['2, k, 22', [-0.4071637, 0.05703878, 1.0]], ['2, k, 23', [0.02255358, -0.04726944, 1.0]], ['2, k, 24', [-0.00512118, 0.01881688, 1.0]]]
[['2, k, 0', [-0.1623531, 0.05895867, 1.0]], ['2, k, 1', [-0.1685854, 0.329174, 1.0]], ['2, k, 2', [-0.1728046, 0.5921357, 1.0]], ['2, k, 3', [-0.1617946, 0.7299849, 1.0]], ['2, k, 4', [-0.3128265, 0.4705755, 1.0]], ['2, k, 5', [-0.3441268, 0.2626297, 1.0]], ['2, k, 6', [-0.3558943, 0.09190917, 1.0]], ['2, k, 7', [-0.368825, 0.02596385, 1.0]], ['2, k, 8', [-0.0004408276, 0.475364, 1.0]], ['2, k, 9', [0.03666444, 0.2401177, 1.0]], ['2, k, 10', [0.03812342, 0.06068132, 1.0]], ['2, k, 11', [0.02314859, 0.0147322, 1.0]], ['2, k, 12', [-0.2237187, 0.05878848, 1.0]], ['2, k, 13', [-0.2164622, -0.2536483, 1.0]], ['2, k, 14', [-0.2102344, -0.5593095, 1.0]], ['2, k, 15', [-0.2098958, -0.6329307, 1.0]], ['2, k, 16', [-0.0971408, 0.05768539, 1.0]], ['2, k, 17', [-0.1124632, -0.2570517, 1.0]], ['2, k, 18', [-0.1006666, -0.5288416, 1.0]], ['2, k, 19', [-0.1128849, -0.622124, 1.0]], ['2, k, 20', [-0.1719015, 0.5273731, 1.0]], ['2, k, 21', [-0.3800528, -0.04619093, 1.0]], ['2, k, 22', [-0.403785, 0.04890912, 1.0]], ['2, k, 23', [0.03049005, -0.04288118, 1.0]], ['2, k, 24', [-0.00480957, 0.01830616, 1.0]]]
[['2, k, 0', [-0.1622163, 0.05886331, 1.0]], ['2, k, 1', [-0.168493, 0.3291191, 1.0]], ['2, k, 2', [-0.1728233, 0.5921283, 1.0]], ['2, k, 3', [-0.1619492, 0.7297649, 1.0]], ['2, k, 4', [-0.3126805, 0.4700774, 1.0]], ['2, k, 5', [-0.3447376, 0.2601024, 1.0]], ['2, k, 6', [-0.3550032, 0.08475603, 1.0]], ['2, k, 7', [-0.367288, 0.01742984, 1.0]], ['2, k, 8', [-0.0004306523, 0.4754485, 1.0]], ['2, k, 9', [0.03649448, 0.2399671, 1.0]], ['2, k, 10', [0.03804966, 0.06063858, 1.0]], ['2, k, 11', [0.02320019, 0.01450763, 1.0]], ['2, k, 12', [-0.2235567, 0.05867631, 1.0]], ['2, k, 13', [-0.2138293, -0.2534224, 1.0]], ['2, k, 14', [-0.2125288, -0.5535815, 1.0]], ['2, k, 15', [-0.209139, -0.627475, 1.0]], ['2, k, 16', [-0.09703898, 0.05761465, 1.0]], ['2, k, 17', [-0.1103487, -0.2573486, 1.0]], ['2, k, 18', [-0.09905934, -0.5300672, 1.0]], ['2, k, 19', [-0.1123291, -0.6230325, 1.0]], ['2, k, 20', [-0.1718933, 0.527357, 1.0]], ['2, k, 21', [-0.3746857, -0.05256464, 1.0]], ['2, k, 22', [-0.4019143, 0.03485203, 1.0]], ['2, k, 23', [0.02522954, -0.04838331, 1.0]], ['2, k, 24', [-0.006701109, 0.01417776, 1.0]]]
[['2, k, 0', [-0.1622528, 0.05886254, 1.0]], ['2, k, 1', [-0.1686062, 0.3291104, 1.0]], ['2, k, 2', [-0.173232, 0.5921168, 1.0]], ['2, k, 3', [-0.1621071, 0.7298281, 1.0]], ['2, k, 4', [-0.3144378, 0.4702855, 1.0]], ['2, k, 5', [-0.3441579, 0.2518745, 1.0]], ['2, k, 6', [-0.357, 0.0449633, 1.0]], ['2, k, 7', [-0.3656386, -0.005217098, 1.0]], ['2, k, 8', [-0.0007685929, 0.4748267, 1.0]], ['2, k, 9', [0.03641503, 0.2400827, 1.0]], ['2, k, 10', [0.03783464, 0.06064374, 1.0]], ['2, k, 11', [0.02363604, 0.01620066, 1.0]], ['2, k, 12', [-0.2236118, 0.0586895, 1.0]], ['2, k, 13', [-0.2137959, -0.2533788, 1.0]], ['2, k, 14', [-0.212673, -0.5532327, 1.0]], ['2, k, 15', [-0.2092984, -0.6271401, 1.0]], ['2, k, 16', [-0.09706558, 0.05760588, 1.0]], ['2, k, 17', [-0.1120507, -0.2569944, 1.0]], ['2, k, 18', [-0.1015174, -0.5657039, 1.0]], ['2, k, 19', [-0.1157076, -0.6349088, 1.0]], ['2, k, 20', [-0.1722085, 0.5273479, 1.0]], ['2, k, 21', [-0.3826931, -0.07510873, 1.0]], ['2, k, 22', [-0.4048042, 0.01834206, 1.0]], ['2, k, 23', [0.0217195, -0.04036552, 1.0]], ['2, k, 24', [-0.006134185, 0.0008205326, 1.0]]]
[['2, k, 0', [-0.1624935, 0.05875648, 1.0]], ['2, k, 1', [-0.168757, 0.3290891, 1.0]], ['2, k, 2', [-0.1734358, 0.5921741, 1.0]], ['2, k, 3', [-0.1625475, 0.7299487, 1.0]], ['2, k, 4', [-0.3143729, 0.4700589, 1.0]], ['2, k, 5', [-0.3450527, 0.2487207, 1.0]], ['2, k, 6', [-0.3568876, 0.04147161, 1.0]], ['2, k, 7', [-0.362493, -0.005503178, 1.0]], ['2, k, 8', [-0.0009063982, 0.4749222, 1.0]], ['2, k, 9', [0.03628698, 0.2397949, 1.0]], ['2, k, 10', [0.03776837, 0.06029498, 1.0]], ['2, k, 11', [0.02375141, 0.01848596, 1.0]], ['2, k, 12', [-0.2238343, 0.05860841, 1.0]], ['2, k, 13', [-0.2157516, -0.2534231, 1.0]], ['2, k, 14', [-0.2120661, -0.5524675, 1.0]], ['2, k, 15', [-0.2062861, -0.6257083, 1.0]], ['2, k, 16', [-0.09736526, 0.05746331, 1.0]], ['2, k, 17', [-0.1109744, -0.2571605, 1.0]], ['2, k, 18', [-0.1042948, -0.5300221, 1.0]], ['2, k, 19', [-0.09042146, -0.5765017, 1.0]], ['2, k, 20', [-0.1723961, 0.5273842, 1.0]], ['2, k, 21', [-0.3778025, -0.07821198, 1.0]], ['2, k, 22', [-0.3991791, 0.03016486, 1.0]], ['2, k, 23', [0.03049579, -0.03787965, 1.0]], ['2, k, 24', [-0.005354991, 0.009004689, 1.0]]]
[['2, k, 0', [-0.1625315, 0.0587605, 1.0]], ['2, k, 1', [-0.1688271, 0.3291615, 1.0]], ['2, k, 2', [-0.1736616, 0.5924535, 1.0]], ['2, k, 3', [-0.1631547, 0.7298723, 1.0]], ['2, k, 4', [-0.3142523, 0.4698472, 1.0]], ['2, k, 5', [-0.345417, 0.247976, 1.0]], ['2, k, 6', [-0.3577171, 0.03960314, 1.0]], ['2, k, 7', [-0.3619952, -0.004320938, 1.0]], ['2, k, 8', [-0.001664973, 0.4754147, 1.0]], ['2, k, 9', [0.03606352, 0.2397719, 1.0]], ['2, k, 10', [0.03759988, 0.06022179, 1.0]], ['2, k, 11', [0.02297859, 0.01662297, 1.0]], ['2, k, 12', [-0.2238846, 0.05858256, 1.0]], ['2, k, 13', [-0.2148764, -0.2533642, 1.0]], ['2, k, 14', [-0.2118213, -0.5528134, 1.0]], ['2, k, 15', [-0.2088502, -0.6264991, 1.0]], ['2, k, 16', [-0.09740944, 0.05749498, 1.0]], ['2, k, 17', [-0.1107961, -0.2571447, 1.0]], ['2, k, 18', [-0.1051907, -0.53026, 1.0]], ['2, k, 19', [-0.09129003, -0.5767365, 1.0]], ['2, k, 20', [-0.1725762, 0.5276026, 1.0]], ['2, k, 21', [-0.3763542, -0.07857935, 1.0]], ['2, k, 22', [-0.3956487, 0.00402902, 1.0]], ['2, k, 23', [0.02527558, -0.04110488, 1.0]], ['2, k, 24', [-0.006060214, 0.02233417, 1.0]]]
[['2, k, 0', [-0.1625428, 0.05871997, 1.0]], ['2, k, 1', [-0.1689062, 0.3291542, 1.0]], ['2, k, 2', [-0.1740134, 0.5925429, 1.0]], ['2, k, 3', [-0.1636564, 0.7300485, 1.0]], ['2, k, 4', [-0.314207, 0.4697399, 1.0]], ['2, k, 5', [-0.3456661, 0.2458751, 1.0]], ['2, k, 6', [-0.357895, 0.03951509, 1.0]], ['2, k, 7', [-0.3635827, -0.005722564, 1.0]], ['2, k, 8', [-0.001814168, 0.4753813, 1.0]], ['2, k, 9', [0.03596789, 0.2396748, 1.0]], ['2, k, 10', [0.03751103, 0.06001579, 1.0]], ['2, k, 11', [0.02333278, 0.01617296, 1.0]], ['2, k, 12', [-0.2238872, 0.05854281, 1.0]], ['2, k, 13', [-0.2169668, -0.2534658, 1.0]], ['2, k, 14', [-0.212751, -0.5267153, 1.0]], ['2, k, 15', [-0.1976512, -0.5732293, 1.0]], ['2, k, 16', [-0.09742968, 0.05745381, 1.0]], ['2, k, 17', [-0.1113753, -0.2570051, 1.0]], ['2, k, 18', [-0.1064373, -0.5301772, 1.0]], ['2, k, 19', [-0.09248014, -0.5766512, 1.0]], ['2, k, 20', [-0.1728425, 0.5276603, 1.0]], ['2, k, 21', [-0.3769244, -0.07785705, 1.0]], ['2, k, 22', [-0.4018574, 0.01295264, 1.0]], ['2, k, 23', [0.02472584, -0.04659301, 1.0]], ['2, k, 24', [-0.005841187, 0.02457959, 1.0]]]
[['2, k, 0', [-0.1626536, 0.05870617, 1.0]], ['2, k, 1', [-0.1689258, 0.3291826, 1.0]], ['2, k, 2', [-0.1739999, 0.5926657, 1.0]], ['2, k, 3', [-0.1642978, 0.7299972, 1.0]], ['2, k, 4', [-0.3141547, 0.4696122, 1.0]], ['2, k, 5', [-0.3464239, 0.2444431, 1.0]], ['2, k, 6', [-0.3578602, 0.03916974, 1.0]], ['2, k, 7', [-0.3648551, -0.006105453, 1.0]], ['2, k, 8', [-0.00218095, 0.475657, 1.0]], ['2, k, 9', [0.03572935, 0.2396977, 1.0]], ['2, k, 10', [0.03743059, 0.06016722, 1.0]], ['2, k, 11', [0.02311827, 0.01727998, 1.0]], ['2, k, 12', [-0.2239999, 0.05844258, 1.0]], ['2, k, 13', [-0.2167756, -0.2536171, 1.0]], ['2, k, 14', [-0.2122316, -0.5268272, 1.0]], ['2, k, 15', [-0.1970284, -0.5733414, 1.0]], ['2, k, 16', [-0.09760842, 0.05751238, 1.0]], ['2, k, 17', [-0.1129372, -0.2568658, 1.0]], ['2, k, 18', [-0.1030001, -0.5290059, 1.0]], ['2, k, 19', [-0.1119866, -0.6230909, 1.0]], ['2, k, 20', [-0.1728432, 0.5277537, 1.0]], ['2, k, 21', [-0.3789861, -0.07842321, 1.0]], ['2, k, 22', [-0.4054668, 0.01592649, 1.0]], ['2, k, 23', [0.02182862, -0.04789045, 1.0]], ['2, k, 24', [-0.006987237, -0.007760576, 1.0]]]
[['2, k, 0', [-0.1627059, 0.05867293, 1.0]], ['2, k, 1', [-0.1690943, 0.3291953, 1.0]], ['2, k, 2', [-0.1744585, 0.5927944, 1.0]], ['2, k, 3', [-0.1644864, 0.7300208, 1.0]], ['2, k, 4', [-0.3141665, 0.4695162, 1.0]], ['2, k, 5', [-0.3465053, 0.2440345, 1.0]], ['2, k, 6', [-0.3578542, 0.03910742, 1.0]], ['2, k, 7', [-0.3655792, -0.007409285, 1.0]], ['2, k, 8', [-0.002335838, 0.4757551, 1.0]], ['2, k, 9', [0.03559972, 0.2398121, 1.0]], ['2, k, 10', [0.03721801, 0.0602475, 1.0]], ['2, k, 11', [0.02252756, 0.01715131, 1.0]], ['2, k, 12', [-0.2240278, 0.05841861, 1.0]], ['2, k, 13', [-0.2180826, -0.2535715, 1.0]], ['2, k, 14', [-0.2122127, -0.526756, 1.0]], ['2, k, 15', [-0.2086782, -0.6203041, 1.0]], ['2, k, 16', [-0.09768897, 0.0574734, 1.0]], ['2, k, 17', [-0.1124745, -0.256938, 1.0]], ['2, k, 18', [-0.1028802, -0.5291522, 1.0]], ['2, k, 19', [-0.1117403, -0.6223574, 1.0]], ['2, k, 20', [-0.1732211, 0.5278503, 1.0]], ['2, k, 21', [-0.3804336, -0.07742186, 1.0]], ['2, k, 22', [-0.4025961, 0.01125366, 1.0]], ['2, k, 23', [0.02486646, -0.03976807, 1.0]], ['2, k, 24', [-0.005650139, 0.02288667, 1.0]]]
[['2, k, 0', [-0.162702, 0.0586792, 1.0]], ['2, k, 1', [-0.1691049, 0.3292117, 1.0]], ['2, k, 2', [-0.1745194, 0.5928421, 1.0]], ['2, k, 3', [-0.1646049, 0.7301885, 1.0]], ['2, k, 4', [-0.314148, 0.469494, 1.0]], ['2, k, 5', [-0.3464401, 0.2438037, 1.0]], ['2, k, 6', [-0.3576287, 0.03985265, 1.0]], ['2, k, 7', [-0.3650303, -0.006867962, 1.0]], ['2, k, 8', [-0.002366245, 0.4757623, 1.0]], ['2, k, 9', [0.03550787, 0.2398658, 1.0]], ['2, k, 10', [0.0370631, 0.06018435, 1.0]], ['2, k, 11', [0.02148771, 0.0154783, 1.0]], ['2, k, 12', [-0.2240126, 0.05840738, 1.0]], ['2, k, 13', [-0.2195111, -0.2537077, 1.0]], ['2, k, 14', [-0.213721, -0.5667869, 1.0]], ['2, k, 15', [-0.2080022, -0.6363213, 1.0]], ['2, k, 16', [-0.09768513, 0.05749848, 1.0]], ['2, k, 17', [-0.1136905, -0.2567061, 1.0]], ['2, k, 18', [-0.1033971, -0.5289145, 1.0]], ['2, k, 19', [-0.1132251, -0.6227932, 1.0]], ['2, k, 20', [-0.1732679, 0.5278915, 1.0]], ['2, k, 21', [-0.3751909, -0.07767419, 1.0]], ['2, k, 22', [-0.4003182, 0.03366216, 1.0]], ['2, k, 23', [0.02299393, -0.04165366, 1.0]], ['2, k, 24', [-0.005650534, 0.02292185, 1.0]]]
[['2, k, 0', [-0.1628781, 0.05857589, 1.0]], ['2, k, 1', [-0.1697509, 0.3296051, 1.0]], ['2, k, 2', [-0.1760034, 0.5939841, 1.0]], ['2, k, 3', [-0.1652005, 0.7309937, 1.0]], ['2, k, 4', [-0.3151276, 0.4690605, 1.0]], ['2, k, 5', [-0.3471455, 0.2434679, 1.0]], ['2, k, 6', [-0.3598021, 0.04162912, 1.0]], ['2, k, 7', [-0.3696846, -0.001289245, 1.0]], ['2, k, 8', [-0.002889971, 0.4759606, 1.0]], ['2, k, 9', [0.0352972, 0.2403183, 1.0]], ['2, k, 10', [0.03695386, 0.06060626, 1.0]], ['2, k, 11', [0.02120041, 0.02086153, 1.0]], ['2, k, 12', [-0.2241689, 0.05823543, 1.0]], ['2, k, 13', [-0.2153042, -0.2537637, 1.0]], ['2, k, 14', [-0.2149357, -0.5650905, 1.0]], ['2, k, 15', [-0.2076917, -0.6346945, 1.0]], ['2, k, 16', [-0.09786043, 0.0574773, 1.0]], ['2, k, 17', [-0.1125341, -0.2570674, 1.0]], ['2, k, 18', [-0.1048357, -0.5296102, 1.0]], ['2, k, 19', [-0.1152938, -0.6206611, 1.0]], ['2, k, 20', [-0.1745286, 0.5288364, 1.0]], ['2, k, 21', [-0.3833583, -0.06970058, 1.0]], ['2, k, 22', [-0.4040172, 0.02142878, 1.0]], ['2, k, 23', [0.02213526, -0.01939586, 1.0]], ['2, k, 24', [-0.00773722, -0.009260939, 1.0]]]
[['2, k, 0', [-0.1630399, 0.05870707, 1.0]], ['2, k, 1', [-0.1698522, 0.3297563, 1.0]], ['2, k, 2', [-0.1760463, 0.5941018, 1.0]], ['2, k, 3', [-0.165005, 0.731041, 1.0]], ['2, k, 4', [-0.3158938, 0.4687173, 1.0]], ['2, k, 5', [-0.3474892, 0.2431064, 1.0]], ['2, k, 6', [-0.3618006, 0.04218349, 1.0]], ['2, k, 7', [-0.3731737, -0.0008304915, 1.0]], ['2, k, 8', [-0.002964647, 0.4759661, 1.0]], ['2, k, 9', [0.03511637, 0.2409579, 1.0]], ['2, k, 10', [0.0368708, 0.06135657, 1.0]], ['2, k, 11', [0.02212136, 0.01575521, 1.0]], ['2, k, 12', [-0.2243481, 0.05835924, 1.0]], ['2, k, 13', [-0.2158551, -0.2536628, 1.0]], ['2, k, 14', [-0.2153353, -0.5640353, 1.0]], ['2, k, 15', [-0.2076265, -0.6340054, 1.0]], ['2, k, 16', [-0.09799208, 0.05762132, 1.0]], ['2, k, 17', [-0.1133272, -0.2568069, 1.0]], ['2, k, 18', [-0.1063633, -0.529354, 1.0]], ['2, k, 19', [-0.1141468, -0.62027, 1.0]], ['2, k, 20', [-0.1745877, 0.5289682, 1.0]], ['2, k, 21', [-0.3884613, -0.06768022, 1.0]], ['2, k, 22', [-0.4131819, 0.02077397, 1.0]], ['2, k, 23', [0.02680052, -0.04172363, 1.0]], ['2, k, 24', [-0.00482492, 0.01767963, 1.0]]]
[['2, k, 0', [-0.1633087, 0.0589213, 1.0]], ['2, k, 1', [-0.1699539, 0.3300819, 1.0]], ['2, k, 2', [-0.1759559, 0.5945271, 1.0]], ['2, k, 3', [-0.1649615, 0.7312907, 1.0]], ['2, k, 4', [-0.3171235, 0.4699271, 1.0]], ['2, k, 5', [-0.3489112, 0.2492678, 1.0]], ['2, k, 6', [-0.3701279, 0.08338375, 1.0]], ['2, k, 7', [-0.385554, 0.02667724, 1.0]], ['2, k, 8', [-0.003186603, 0.4760286, 1.0]], ['2, k, 9', [0.03483741, 0.2414365, 1.0]], ['2, k, 10', [0.03661574, 0.06126478, 1.0]], ['2, k, 11', [0.02068739, 0.01715777, 1.0]], ['2, k, 12', [-0.2246431, 0.05861966, 1.0]], ['2, k, 13', [-0.2164525, -0.253623, 1.0]], ['2, k, 14', [-0.2191397, -0.5562442, 1.0]], ['2, k, 15', [-0.206527, -0.6269757, 1.0]], ['2, k, 16', [-0.09822548, 0.05779491, 1.0]], ['2, k, 17', [-0.1137959, -0.2567083, 1.0]], ['2, k, 18', [-0.1059329, -0.529233, 1.0]], ['2, k, 19', [-0.1132484, -0.6191739, 1.0]], ['2, k, 20', [-0.1745532, 0.5293723, 1.0]], ['2, k, 21', [-0.3930268, -0.03101574, 1.0]], ['2, k, 22', [-0.4155203, 0.04933661, 1.0]], ['2, k, 23', [0.02528877, -0.0409626, 1.0]], ['2, k, 24', [-0.005143442, 0.02367578, 1.0]]]
