[['2, k, 0', [-0.1152319, -0.2130894, 1.0]], ['2, k, 1', [-0.1339456, 0.0712883, 1.0]], ['2, k, 2', [-0.1546979, 0.3485739, 1.0]], ['2, k, 3', [-0.1442554, 0.4808095, 1.0]], ['2, k, 4', [-0.3157082, 0.2432069, 1.0]], ['2, k, 5', [-0.3531569, 0.01126595, 1.0]], ['2, k, 6', [-0.1735936, -0.1278878, 1.0]], ['2, k, 7', [-0.1285865, -0.1488543, 1.0]], ['2, k, 8', [0.03288163, 0.2589131, 1.0]], ['2, k, 9', [0.08640948, 0.01909154, 1.0]], ['2, k, 10', [-0.00749036, -0.1116013, 1.0]], ['2, k, 11', [-0.04783526, -0.121515, 1.0]], ['2, k, 12', [-0.1918191, -0.2156757, 1.0]], ['2, k, 13', [-0.2469338, -0.2536519, 1.0]], ['2, k, 14', [-0.242297, -0.6623187, 1.0]], ['2, k, 15', [-0.2345936, -0.7349835, 1.0]], ['2, k, 16', [-0.03486079, -0.2057652, 1.0]], ['2, k, 17', [0.06328903, -0.2462517, 1.0]], ['2, k, 18', [0.0303643, -0.6628642, 1.0]], ['2, k, 19', [0.0600183, -0.7266377, 1.0]], ['2, k, 20', [-0.1495792, 0.2802543, 1.0]], ['2, k, 21', [-0.04626431, -0.1902718, 1.0]], ['2, k, 22', [-0.1526678, -0.1809717, 1.0]], ['2, k, 23', [-0.09640292, -0.1692732, 1.0]], ['2, k, 24', [0.0004595734, -0.1303553, 1.0]]]
[['2, k, 0', [-0.1174445, -0.2366804, 1.0]], ['2, k, 1', [-0.1627397, 0.04395362, 1.0]], ['2, k, 2', [-0.2009442, 0.3179728, 1.0]], ['2, k, 3', [-0.2004224, 0.4509255, 1.0]], ['2, k, 4', [-0.3519724, 0.2020444, 1.0]], ['2, k, 5', [-0.3732564, -0.01082533, 1.0]], ['2, k, 6', [-0.2210747, -0.1335708, 1.0]], ['2, k, 7', [-0.1681311, -0.1401708, 1.0]], ['2, k, 8', [-0.01445248, 0.2427329, 1.0]], ['2, k, 9', [0.06188683, 0.02896832, 1.0]], ['2, k, 10', [-0.0684652, -0.03451342, 1.0]], ['2, k, 11', [-0.0928686, -0.09653738, 1.0]], ['2, k, 12', [-0.1916519, -0.2455193, 1.0]], ['2, k, 13', [-0.2448303, -0.2570306, 1.0]], ['2, k, 14', [-0.2457636, -0.6588523, 1.0]], ['2, k, 15', [-0.2352592, -0.7208077, 1.0]], ['2, k, 16', [-0.04120499, -0.2210015, 1.0]], ['2, k, 17', [0.09451239, -0.2134148, 1.0]], ['2, k, 18', [-0.03100204, -0.6347237, 1.0]], ['2, k, 19', [-0.02219279, -0.7078713, 1.0]], ['2, k, 20', [-0.1919354, 0.2504269, 1.0]], ['2, k, 21', [-0.09599528, -0.1590282, 1.0]], ['2, k, 22', [-0.1757828, -0.1575225, 1.0]], ['2, k, 23', [-0.132342, -0.1378076, 1.0]], ['2, k, 24', [-0.0490688, -0.1093724, 1.0]]]
[['2, k, 0', [-0.1175404, -0.2368227, 1.0]], ['2, k, 1', [-0.1620628, 0.0438919, 1.0]], ['2, k, 2', [-0.1998554, 0.3179192, 1.0]], ['2, k, 3', [-0.198366, 0.4512841, 1.0]], ['2, k, 4', [-0.3514314, 0.2013813, 1.0]], ['2, k, 5', [-0.3726599, -0.0107283, 1.0]], ['2, k, 6', [-0.2216571, -0.1340387, 1.0]], ['2, k, 7', [-0.1701946, -0.1419093, 1.0]], ['2, k, 8', [-0.0114196, 0.2425532, 1.0]], ['2, k, 9', [0.0656182, 0.02086266, 1.0]], ['2, k, 10', [-0.06745946, -0.03851089, 1.0]], ['2, k, 11', [-0.09189404, -0.09604639, 1.0]], ['2, k, 12', [-0.1918342, -0.2455051, 1.0]], ['2, k, 13', [-0.2444904, -0.2596014, 1.0]], ['2, k, 14', [-0.2455418, -0.659851, 1.0]], ['2, k, 15', [-0.2352471, -0.7210931, 1.0]], ['2, k, 16', [-0.04081912, -0.2215813, 1.0]], ['2, k, 17', [0.07931492, -0.2193082, 1.0]], ['2, k, 18', [-0.03740617, -0.6455609, 1.0]], ['2, k, 19', [-0.02605439, -0.7115641, 1.0]], ['2, k, 20', [-0.1908847, 0.250374, 1.0]], ['2, k, 21', [-0.1165231, -0.178432, 1.0]], ['2, k, 22', [-0.1910081, -0.1516809, 1.0]], ['2, k, 23', [-0.1321979, -0.1316202, 1.0]], ['2, k, 24', [-0.04925542, -0.1093004, 1.0]]]
[['2, k, 0', [-0.1177116, -0.2370192, 1.0]], ['2, k, 1', [-0.1609389, 0.04385434, 1.0]], ['2, k, 2', [-0.1974891, 0.3179608, 1.0]], ['2, k, 3', [-0.1970354, 0.4516854, 1.0]], ['2, k, 4', [-0.3521738, 0.200193, 1.0]], ['2, k, 5', [-0.3704923, -0.01096897, 1.0]], ['2, k, 6', [-0.2210696, -0.1342417, 1.0]], ['2, k, 7', [-0.1686982, -0.1424054, 1.0]], ['2, k, 8', [-0.007114021, 0.2419378, 1.0]], ['2, k, 9', [0.07011241, 0.01489144, 1.0]], ['2, k, 10', [-0.05698497, -0.06139041, 1.0]], ['2, k, 11', [-0.08724929, -0.1046691, 1.0]], ['2, k, 12', [-0.1922052, -0.2454431, 1.0]], ['2, k, 13', [-0.2447712, -0.2618519, 1.0]], ['2, k, 14', [-0.2454088, -0.660905, 1.0]], ['2, k, 15', [-0.2352281, -0.7213767, 1.0]], ['2, k, 16', [-0.04051537, -0.2221586, 1.0]], ['2, k, 17', [0.04872167, -0.2427447, 1.0]], ['2, k, 18', [-0.04514067, -0.6467062, 1.0]], ['2, k, 19', [-0.03459793, -0.7190278, 1.0]], ['2, k, 20', [-0.1887963, 0.2503988, 1.0]], ['2, k, 21', [-0.0854797, -0.15835, 1.0]], ['2, k, 22', [-0.1744003, -0.1611078, 1.0]], ['2, k, 23', [-0.1298476, -0.1281466, 1.0]], ['2, k, 24', [-0.04646762, -0.1212617, 1.0]]]
[['2, k, 0', [-0.1178075, -0.2371327, 1.0]], ['2, k, 1', [-0.1604567, 0.04383608, 1.0]], ['2, k, 2', [-0.1966869, 0.3180423, 1.0]], ['2, k, 3', [-0.1951948, 0.4520944, 1.0]], ['2, k, 4', [-0.3514657, 0.1997523, 1.0]], ['2, k, 5', [-0.3698802, -0.01192534, 1.0]], ['2, k, 6', [-0.2207608, -0.1348165, 1.0]], ['2, k, 7', [-0.1688747, -0.1445278, 1.0]], ['2, k, 8', [-0.0037242, 0.2409174, 1.0]], ['2, k, 9', [0.07247135, 0.007735285, 1.0]], ['2, k, 10', [-0.04555848, -0.08542362, 1.0]], ['2, k, 11', [-0.07798137, -0.109156, 1.0]], ['2, k, 12', [-0.1924906, -0.2453864, 1.0]], ['2, k, 13', [-0.2454457, -0.2638698, 1.0]], ['2, k, 14', [-0.245538, -0.6610327, 1.0]], ['2, k, 15', [-0.2350429, -0.7219204, 1.0]], ['2, k, 16', [-0.04032276, -0.2226131, 1.0]], ['2, k, 17', [0.04618893, -0.243643, 1.0]], ['2, k, 18', [-0.05013392, -0.644632, 1.0]], ['2, k, 19', [-0.03568006, -0.7191883, 1.0]], ['2, k, 20', [-0.1880397, 0.2504567, 1.0]], ['2, k, 21', [-0.09216385, -0.1557554, 1.0]], ['2, k, 22', [-0.1742224, -0.1647894, 1.0]], ['2, k, 23', [-0.1196625, -0.1233257, 1.0]], ['2, k, 24', [-0.04313627, -0.1165499, 1.0]]]
[['2, k, 0', [-0.1180053, -0.2372974, 1.0]], ['2, k, 1', [-0.1597428, 0.0436695, 1.0]], ['2, k, 2', [-0.1949325, 0.3177698, 1.0]], ['2, k, 3', [-0.1946936, 0.4519398, 1.0]], ['2, k, 4', [-0.3497118, 0.2008981, 1.0]], ['2, k, 5', [-0.3702869, -0.01238175, 1.0]], ['2, k, 6', [-0.2215298, -0.1343618, 1.0]], ['2, k, 7', [-0.1691501, -0.1491549, 1.0]], ['2, k, 8', [-0.001117362, 0.2395346, 1.0]], ['2, k, 9', [0.07517096, 0.004689032, 1.0]], ['2, k, 10', [-0.04613099, -0.08536915, 1.0]], ['2, k, 11', [-0.08698802, -0.1101559, 1.0]], ['2, k, 12', [-0.192919, -0.2453182, 1.0]], ['2, k, 13', [-0.2482768, -0.2654629, 1.0]], ['2, k, 14', [-0.2455446, -0.6607913, 1.0]], ['2, k, 15', [-0.2352494, -0.7217037, 1.0]], ['2, k, 16', [-0.04024963, -0.2233288, 1.0]], ['2, k, 17', [0.04646208, -0.241597, 1.0]], ['2, k, 18', [-0.05185404, -0.6462315, 1.0]], ['2, k, 19', [-0.03591255, -0.7202137, 1.0]], ['2, k, 20', [-0.1865427, 0.2502142, 1.0]], ['2, k, 21', [-0.0922344, -0.1616012, 1.0]], ['2, k, 22', [-0.1766516, -0.1641059, 1.0]], ['2, k, 23', [-0.1356245, -0.1250455, 1.0]], ['2, k, 24', [-0.05016648, -0.1045471, 1.0]]]
[['2, k, 0', [-0.1181328, -0.2373276, 1.0]], ['2, k, 1', [-0.1593468, 0.04362062, 1.0]], ['2, k, 2', [-0.1943404, 0.3176378, 1.0]], ['2, k, 3', [-0.1939833, 0.4515966, 1.0]], ['2, k, 4', [-0.3494496, 0.2007852, 1.0]], ['2, k, 5', [-0.3707584, -0.01268203, 1.0]], ['2, k, 6', [-0.2216031, -0.1340396, 1.0]], ['2, k, 7', [-0.1732445, -0.1478386, 1.0]], ['2, k, 8', [-0.0004859405, 0.2396055, 1.0]], ['2, k, 9', [0.07963077, -0.005642704, 1.0]], ['2, k, 10', [-0.04598202, -0.08701327, 1.0]], ['2, k, 11', [-0.08825994, -0.1095392, 1.0]], ['2, k, 12', [-0.1931349, -0.2452137, 1.0]], ['2, k, 13', [-0.2510614, -0.265574, 1.0]], ['2, k, 14', [-0.2459203, -0.660134, 1.0]], ['2, k, 15', [-0.2353335, -0.7212329, 1.0]], ['2, k, 16', [-0.04017261, -0.2235516, 1.0]], ['2, k, 17', [0.04715992, -0.2416062, 1.0]], ['2, k, 18', [-0.0514707, -0.6552186, 1.0]], ['2, k, 19', [-0.03404164, -0.7209855, 1.0]], ['2, k, 20', [-0.1859764, 0.2501065, 1.0]], ['2, k, 21', [-0.09187374, -0.1575312, 1.0]], ['2, k, 22', [-0.1708925, -0.1324166, 1.0]], ['2, k, 23', [-0.1372522, -0.1191552, 1.0]], ['2, k, 24', [-0.06850789, -0.145991, 1.0]]]
[['2, k, 0', [-0.1182832, -0.2374558, 1.0]], ['2, k, 1', [-0.1590792, 0.04354271, 1.0]], ['2, k, 2', [-0.1939644, 0.3175488, 1.0]], ['2, k, 3', [-0.1932411, 0.451237, 1.0]], ['2, k, 4', [-0.3492613, 0.2008853, 1.0]], ['2, k, 5', [-0.3707959, -0.01231626, 1.0]], ['2, k, 6', [-0.2215361, -0.1335868, 1.0]], ['2, k, 7', [-0.1720726, -0.1509695, 1.0]], ['2, k, 8', [-0.0004112956, 0.2393433, 1.0]], ['2, k, 9', [0.0776874, -0.001777239, 1.0]], ['2, k, 10', [0.09849261, -0.1433628, 1.0]], ['2, k, 11', [0.05264899, -0.1358361, 1.0]], ['2, k, 12', [-0.1933955, -0.2451998, 1.0]], ['2, k, 13', [-0.2562369, -0.2603867, 1.0]], ['2, k, 14', [-0.2461405, -0.6595646, 1.0]], ['2, k, 15', [-0.2358434, -0.7207008, 1.0]], ['2, k, 16', [-0.04010129, -0.2238847, 1.0]], ['2, k, 17', [0.05241438, -0.2399825, 1.0]], ['2, k, 18', [-0.05092632, -0.6554748, 1.0]], ['2, k, 19', [0.000875406, -0.7261716, 1.0]], ['2, k, 20', [-0.1856112, 0.2500206, 1.0]], ['2, k, 21', [-0.1057133, -0.1509342, 1.0]], ['2, k, 22', [-0.1798527, -0.1679356, 1.0]], ['2, k, 23', [0.05222555, -0.1476761, 1.0]], ['2, k, 24', [0.08706491, -0.1436015, 1.0]]]
[['2, k, 0', [-0.1184275, -0.237429, 1.0]], ['2, k, 1', [-0.1589591, 0.04352008, 1.0]], ['2, k, 2', [-0.1937534, 0.3174331, 1.0]], ['2, k, 3', [-0.1931091, 0.4511514, 1.0]], ['2, k, 4', [-0.3490858, 0.2017708, 1.0]], ['2, k, 5', [-0.3719454, -0.0115464, 1.0]], ['2, k, 6', [-0.2218947, -0.1321724, 1.0]], ['2, k, 7', [-0.1678536, -0.1476986, 1.0]], ['2, k, 8', [-0.0005374373, 0.2394329, 1.0]], ['2, k, 9', [0.07589752, 0.0007269109, 1.0]], ['2, k, 10', [0.1017466, -0.1427422, 1.0]], ['2, k, 11', [0.05587515, -0.1399556, 1.0]], ['2, k, 12', [-0.1936646, -0.2450014, 1.0]], ['2, k, 13', [-0.2610442, -0.2592389, 1.0]], ['2, k, 14', [-0.2463138, -0.6599662, 1.0]], ['2, k, 15', [-0.2320485, -0.7207971, 1.0]], ['2, k, 16', [-0.04014283, -0.2239142, 1.0]], ['2, k, 17', [0.05936313, -0.2401429, 1.0]], ['2, k, 18', [-0.04619127, -0.6529806, 1.0]], ['2, k, 19', [-0.004023902, -0.7082226, 1.0]], ['2, k, 20', [-0.1854149, 0.2499326, 1.0]], ['2, k, 21', [-0.08786609, -0.1428936, 1.0]], ['2, k, 22', [-0.1676114, -0.1100306, 1.0]], ['2, k, 23', [0.0431598, -0.1647934, 1.0]], ['2, k, 24', [0.09622793, -0.140668, 1.0]]]
[['2, k, 0', [-0.1235623, -0.2368426, 1.0]], ['2, k, 1', [-0.1599461, 0.04392636, 1.0]], ['2, k, 2', [-0.1938858, 0.3176911, 1.0]], ['2, k, 3', [-0.1928481, 0.4515243, 1.0]], ['2, k, 4', [-0.3492803, 0.202449, 1.0]], ['2, k, 5', [-0.3722233, -0.01071697, 1.0]], ['2, k, 6', [-0.2222856, -0.1313603, 1.0]], ['2, k, 7', [-0.1782751, -0.149799, 1.0]], ['2, k, 8', [-0.0008464364, 0.2396409, 1.0]], ['2, k, 9', [0.07565372, 0.001693054, 1.0]], ['2, k, 10', [0.09709357, -0.1393884, 1.0]], ['2, k, 11', [0.05113874, -0.1544601, 1.0]], ['2, k, 12', [-0.1991662, -0.2434708, 1.0]], ['2, k, 13', [-0.2653427, -0.2576572, 1.0]], ['2, k, 14', [-0.2461578, -0.6605253, 1.0]], ['2, k, 15', [-0.2337288, -0.7198141, 1.0]], ['2, k, 16', [-0.04463142, -0.2240214, 1.0]], ['2, k, 17', [0.07224123, -0.2389997, 1.0]], ['2, k, 18', [-0.01769121, -0.649106, 1.0]], ['2, k, 19', [0.01340092, -0.7156787, 1.0]], ['2, k, 20', [-0.1856655, 0.2502164, 1.0]], ['2, k, 21', [-0.1484171, -0.1781872, 1.0]], ['2, k, 22', [-0.1645444, -0.1250299, 1.0]], ['2, k, 23', [0.04077669, -0.18801, 1.0]], ['2, k, 24', [0.09873108, -0.141107, 1.0]]]
[['2, k, 0', [-0.1239599, -0.2367714, 1.0]], ['2, k, 1', [-0.1600183, 0.04397988, 1.0]], ['2, k, 2', [-0.1938788, 0.3177314, 1.0]], ['2, k, 3', [-0.1928511, 0.451523, 1.0]], ['2, k, 4', [-0.3494091, 0.202623, 1.0]], ['2, k, 5', [-0.3723415, -0.0108091, 1.0]], ['2, k, 6', [-0.2217014, -0.1306338, 1.0]], ['2, k, 7', [-0.1112067, -0.09828153, 1.0]], ['2, k, 8', [-0.001335854, 0.2399411, 1.0]], ['2, k, 9', [0.07438105, 0.005302699, 1.0]], ['2, k, 10', [0.09849758, -0.1362871, 1.0]], ['2, k, 11', [0.05186509, -0.1570459, 1.0]], ['2, k, 12', [-0.1995018, -0.2433397, 1.0]], ['2, k, 13', [-0.2687692, -0.2530627, 1.0]], ['2, k, 14', [-0.2464416, -0.6623919, 1.0]], ['2, k, 15', [-0.2353249, -0.7189012, 1.0]], ['2, k, 16', [-0.045195, -0.2239738, 1.0]], ['2, k, 17', [0.0919954, -0.2359324, 1.0]], ['2, k, 18', [0.007364566, -0.6500378, 1.0]], ['2, k, 19', [0.05685425, -0.7114258, 1.0]], ['2, k, 20', [-0.1856721, 0.2502562, 1.0]], ['2, k, 21', [-0.05385431, -0.08099731, 1.0]], ['2, k, 22', [-0.09045324, -0.05092327, 1.0]], ['2, k, 23', [0.04503497, -0.1912832, 1.0]], ['2, k, 24', [0.1055488, -0.1352679, 1.0]]]
[['2, k, 0', [-0.1267847, -0.2366404, 1.0]], ['2, k, 1', [-0.1609661, 0.04417189, 1.0]], ['2, k, 2', [-0.1940403, 0.317866, 1.0]], ['2, k, 3', [-0.1929751, 0.4515548, 1.0]], ['2, k, 4', [-0.3496937, 0.2038161, 1.0]], ['2, k, 5', [-0.3724899, -0.009773574, 1.0]], ['2, k, 6', [-0.1576859, -0.08784302, 1.0]], ['2, k, 7', [-0.1125787, -0.09385362, 1.0]], ['2, k, 8', [-0.003195028, 0.2406052, 1.0]], ['2, k, 9', [0.07268888, 0.01078918, 1.0]], ['2, k, 10', [0.09459242, -0.1272255, 1.0]], ['2, k, 11', [0.05425332, -0.1576484, 1.0]], ['2, k, 12', [-0.2020164, -0.2428282, 1.0]], ['2, k, 13', [-0.2711873, -0.2514235, 1.0]], ['2, k, 14', [-0.2513907, -0.655513, 1.0]], ['2, k, 15', [-0.2356333, -0.719054, 1.0]], ['2, k, 16', [-0.04823944, -0.2241886, 1.0]], ['2, k, 17', [0.1139773, -0.2291027, 1.0]], ['2, k, 18', [0.06891269, -0.6385579, 1.0]], ['2, k, 19', [0.1050538, -0.7090263, 1.0]], ['2, k, 20', [-0.1859586, 0.2504072, 1.0]], ['2, k, 21', [-0.05338451, -0.083019, 1.0]], ['2, k, 22', [-0.08538827, -0.04730387, 1.0]], ['2, k, 23', [0.05388681, -0.1942391, 1.0]], ['2, k, 24', [0.1017871, -0.1306959, 1.0]]]
[['2, k, 0', [-0.127707, -0.2368112, 1.0]], ['2, k, 1', [-0.1615586, 0.04415845, 1.0]], ['2, k, 2', [-0.194316, 0.3179211, 1.0]], ['2, k, 3', [-0.1933118, 0.4515743, 1.0]], ['2, k, 4', [-0.3500493, 0.2036815, 1.0]], ['2, k, 5', [-0.372449, -0.009779472, 1.0]], ['2, k, 6', [-0.1574439, -0.08853363, 1.0]], ['2, k, 7', [-0.1094435, -0.0934865, 1.0]], ['2, k, 8', [-0.005094236, 0.2407494, 1.0]], ['2, k, 9', [0.06772438, 0.02151949, 1.0]], ['2, k, 10', [0.1064098, -0.1345547, 1.0]], ['2, k, 11', [0.09053159, -0.117188, 1.0]], ['2, k, 12', [-0.2028334, -0.2429689, 1.0]], ['2, k, 13', [-0.2737624, -0.2519525, 1.0]], ['2, k, 14', [-0.2531002, -0.6536834, 1.0]], ['2, k, 15', [-0.2368428, -0.7186862, 1.0]], ['2, k, 16', [-0.0492522, -0.2243549, 1.0]], ['2, k, 17', [0.1351372, -0.2248449, 1.0]], ['2, k, 18', [0.1090544, -0.63055, 1.0]], ['2, k, 19', [0.1542969, -0.7041016, 1.0]], ['2, k, 20', [-0.1863078, 0.250454, 1.0]], ['2, k, 21', [-0.05515182, -0.08785944, 1.0]], ['2, k, 22', [-0.08808023, -0.04829409, 1.0]], ['2, k, 23', [0.1272904, -0.1168921, 1.0]], ['2, k, 24', [0.1212688, -0.1108108, 1.0]]]
[['2, k, 0', [-0.128053, -0.236829, 1.0]], ['2, k, 1', [-0.1627122, 0.04412745, 1.0]], ['2, k, 2', [-0.1964825, 0.3178554, 1.0]], ['2, k, 3', [-0.1951324, 0.4514018, 1.0]], ['2, k, 4', [-0.3511726, 0.2033427, 1.0]], ['2, k, 5', [-0.3726874, -0.009602949, 1.0]], ['2, k, 6', [-0.1576009, -0.08840144, 1.0]], ['2, k, 7', [-0.1026231, -0.09618828, 1.0]], ['2, k, 8', [-0.007184724, 0.2407908, 1.0]], ['2, k, 9', [0.07295874, 0.008843013, 1.0]], ['2, k, 10', [0.1302853, -0.1398089, 1.0]], ['2, k, 11', [0.1191601, -0.1366791, 1.0]], ['2, k, 12', [-0.203058, -0.2430219, 1.0]], ['2, k, 13', [-0.2746797, -0.2511731, 1.0]], ['2, k, 14', [-0.256247, -0.6492201, 1.0]], ['2, k, 15', [-0.2370433, -0.7183198, 1.0]], ['2, k, 16', [-0.04973856, -0.2243011, 1.0]], ['2, k, 17', [0.1890532, -0.2066749, 1.0]], ['2, k, 18', [0.1987989, -0.6177144, 1.0]], ['2, k, 19', [0.2573242, -0.6928711, 1.0]], ['2, k, 20', [-0.1882244, 0.2504024, 1.0]], ['2, k, 21', [-0.04555023, -0.09139394, 1.0]], ['2, k, 22', [-0.08048162, -0.04875599, 1.0]], ['2, k, 23', [0.1260151, -0.1532867, 1.0]], ['2, k, 24', [0.1835737, -0.1223935, 1.0]]]
[['2, k, 0', [-0.1285016, -0.2367889, 1.0]], ['2, k, 1', [-0.1649764, 0.04446306, 1.0]], ['2, k, 2', [-0.2018804, 0.3187775, 1.0]], ['2, k, 3', [-0.1982333, 0.4510314, 1.0]], ['2, k, 4', [-0.3523812, 0.2042992, 1.0]], ['2, k, 5', [-0.3725609, -0.009133612, 1.0]], ['2, k, 6', [-0.1577969, -0.08838496, 1.0]], ['2, k, 7', [-0.0988552, -0.09533273, 1.0]], ['2, k, 8', [-0.009782287, 0.2409393, 1.0]], ['2, k, 9', [0.06335357, 0.02652934, 1.0]], ['2, k, 10', [0.12814, -0.1231531, 1.0]], ['2, k, 11', [0.1222773, -0.1121196, 1.0]], ['2, k, 12', [-0.2034535, -0.2430302, 1.0]], ['2, k, 13', [-0.2757138, -0.2501413, 1.0]], ['2, k, 14', [-0.2578847, -0.6468009, 1.0]], ['2, k, 15', [-0.2373389, -0.7172252, 1.0]], ['2, k, 16', [-0.05027324, -0.2241839, 1.0]], ['2, k, 17', [0.1978852, -0.2077905, 1.0]], ['2, k, 18', [0.2460371, -0.6234976, 1.0]], ['2, k, 19', [0.3188477, -0.6918945, 1.0]], ['2, k, 20', [-0.1927547, 0.2511595, 1.0]], ['2, k, 21', [-0.04005221, -0.08925419, 1.0]], ['2, k, 22', [-0.07734603, -0.04866677, 1.0]], ['2, k, 23', [0.1320683, -0.1170548, 1.0]], ['2, k, 24', [0.1589821, -0.100268, 1.0]]]
[['2, k, 0', [-0.1286648, -0.2367667, 1.0]], ['2, k, 1', [-0.1653512, 0.04459011, 1.0]], ['2, k, 2', [-0.2022148, 0.3189768, 1.0]], ['2, k, 3', [-0.2007752, 0.4512566, 1.0]], ['2, k, 4', [-0.3527513, 0.2034337, 1.0]], ['2, k, 5', [-0.3729774, -0.008288482, 1.0]], ['2, k, 6', [-0.1571864, -0.0882991, 1.0]], ['2, k, 7', [-0.0931485, -0.09588923, 1.0]], ['2, k, 8', [-0.01110244, 0.2412023, 1.0]], ['2, k, 9', [0.06381676, 0.02620574, 1.0]], ['2, k, 10', [0.1362925, -0.1212484, 1.0]], ['2, k, 11', [0.1338647, -0.1139236, 1.0]], ['2, k, 12', [-0.2035891, -0.2430571, 1.0]], ['2, k, 13', [-0.2763062, -0.249437, 1.0]], ['2, k, 14', [-0.259213, -0.6441766, 1.0]], ['2, k, 15', [-0.2377243, -0.7154902, 1.0]], ['2, k, 16', [-0.05045228, -0.2240915, 1.0]], ['2, k, 17', [0.2157843, -0.2084937, 1.0]], ['2, k, 18', [0.3045828, -0.6309746, 1.0]], ['2, k, 19', [0.3730469, -0.6801758, 1.0]], ['2, k, 20', [-0.1931122, 0.2513414, 1.0]], ['2, k, 21', [-0.03281143, -0.08842741, 1.0]], ['2, k, 22', [-0.06672356, -0.05013807, 1.0]], ['2, k, 23', [0.1493042, -0.1183823, 1.0]], ['2, k, 24', [0.1633814, -0.1039463, 1.0]]]
[['2, k, 0', [-0.1287652, -0.23676, 1.0]], ['2, k, 1', [-0.1666256, 0.04474854, 1.0]], ['2, k, 2', [-0.2048912, 0.319313, 1.0]], ['2, k, 3', [-0.2020096, 0.450998, 1.0]], ['2, k, 4', [-0.3531654, 0.2027652, 1.0]], ['2, k, 5', [-0.3722564, -0.00872586, 1.0]], ['2, k, 6', [-0.156713, -0.08820274, 1.0]], ['2, k, 7', [-0.08564372, -0.09552852, 1.0]], ['2, k, 8', [-0.01185212, 0.2415053, 1.0]], ['2, k, 9', [0.07649034, 0.007627449, 1.0]], ['2, k, 10', [0.1453476, -0.1336289, 1.0]], ['2, k, 11', [0.139261, -0.1313161, 1.0]], ['2, k, 12', [-0.2037075, -0.2431173, 1.0]], ['2, k, 13', [-0.2763478, -0.2487654, 1.0]], ['2, k, 14', [-0.2616149, -0.639254, 1.0]], ['2, k, 15', [-0.2389467, -0.7130745, 1.0]], ['2, k, 16', [-0.05057097, -0.2239966, 1.0]], ['2, k, 17', [0.2325686, -0.2094069, 1.0]], ['2, k, 18', [0.3622877, -0.6363577, 1.0]], ['2, k, 19', [0.4399414, -0.6816406, 1.0]], ['2, k, 20', [-0.1954786, 0.2516432, 1.0]], ['2, k, 21', [-0.02941476, -0.0890147, 1.0]], ['2, k, 22', [-0.07125722, -0.04953405, 1.0]], ['2, k, 23', [0.1362939, -0.1732479, 1.0]], ['2, k, 24', [0.1758175, -0.1111693, 1.0]]]
[['2, k, 0', [-0.1288362, -0.2369311, 1.0]], ['2, k, 1', [-0.1673061, 0.04470288, 1.0]], ['2, k, 2', [-0.2062568, 0.3197686, 1.0]], ['2, k, 3', [-0.2052184, 0.4519284, 1.0]], ['2, k, 4', [-0.3532042, 0.1996332, 1.0]], ['2, k, 5', [-0.3679847, -0.009235684, 1.0]], ['2, k, 6', [-0.1530147, -0.09051571, 1.0]], ['2, k, 7', [-0.07370893, -0.0995165, 1.0]], ['2, k, 8', [-0.01898326, 0.2435315, 1.0]], ['2, k, 9', [0.07808972, 0.001293059, 1.0]], ['2, k, 10', [0.1556075, -0.1361696, 1.0]], ['2, k, 11', [0.1792687, -0.1874907, 1.0]], ['2, k, 12', [-0.2038589, -0.2436733, 1.0]], ['2, k, 13', [-0.2736619, -0.2475776, 1.0]], ['2, k, 14', [-0.2623133, -0.6372385, 1.0]], ['2, k, 15', [-0.2390994, -0.7122999, 1.0]], ['2, k, 16', [-0.05058034, -0.224002, 1.0]], ['2, k, 17', [0.267947, -0.2293985, 1.0]], ['2, k, 18', [0.5448404, -0.6094745, 1.0]], ['2, k, 19', [0.6411133, -0.6494141, 1.0]], ['2, k, 20', [-0.1967013, 0.2519477, 1.0]], ['2, k, 21', [-0.015714, -0.09600075, 1.0]], ['2, k, 22', [-0.06786405, -0.05339618, 1.0]], ['2, k, 23', [0.234157, -0.2347365, 1.0]], ['2, k, 24', [0.2300588, -0.1433399, 1.0]]]
