[['2, k, 0', [-0.232845, -0.653271, 1.0]], ['2, k, 1', [-0.235635, -0.344495, 1.0]], ['2, k, 2', [-0.237051, -0.0412372, 1.0]], ['2, k, 3', [-0.210136, 0.0902863, 1.0]], ['2, k, 4', [-0.419048, -0.115731, 1.0]], ['2, k, 5', [-0.631978, -0.24856, 1.0]], ['2, k, 6', [-0.49893, -0.42871, 1.0]], ['2, k, 7', [-0.427053, -0.48669, 1.0]], ['2, k, 8', [-0.0556109, -0.124058, 1.0]], ['2, k, 9', [0.0872572, -0.250702, 1.0]], ['2, k, 10', [-0.00233082, -0.406761, 1.0]], ['2, k, 11', [-0.0542094, -0.447376, 1.0]], ['2, k, 12', [-0.312521, -0.642449, 1.0]], ['2, k, 13', [-0.368356, -1.02136, 1.0]], ['2, k, 14', [-0.38525, -1.40163, 1.0]], ['2, k, 15', [-0.366555, -1.44217, 1.0]], ['2, k, 16', [-0.146804, -0.646225, 1.0]], ['2, k, 17', [-0.102442, -1.04801, 1.0]], ['2, k, 18', [-0.0488949, -1.42033, 1.0]], ['2, k, 19', [-0.0232247, -1.45589, 1.0]], ['2, k, 20', [-0.236937, -0.116322, 1.0]], ['2, k, 21', [-0.379042, -0.556704, 1.0]], ['2, k, 22', [-0.381704, -0.429041, 1.0]], ['2, k, 23', [-0.0948952, -0.513605, 1.0]], ['2, k, 24', [-0.0909721, -0.392618, 1.0]]]
[['2, k, 0', [-0.183419, -0.671141, 1.0]], ['2, k, 1', [-0.197659, -0.388868, 1.0]], ['2, k, 2', [-0.204146, -0.110708, 1.0]], ['2, k, 3', [-0.160657, 0.00829578, 1.0]], ['2, k, 4', [-0.360077, -0.163897, 1.0]], ['2, k, 5', [-0.570451, -0.297926, 1.0]], ['2, k, 6', [-0.415681, -0.451782, 1.0]], ['2, k, 7', [-0.34863, -0.494143, 1.0]], ['2, k, 8', [-0.017255, -0.155783, 1.0]], ['2, k, 9', [0.12779, -0.240821, 1.0]], ['2, k, 10', [0.0277419, -0.412106, 1.0]], ['2, k, 11', [-0.0240527, -0.461691, 1.0]], ['2, k, 12', [-0.263785, -0.663066, 1.0]], ['2, k, 13', [-0.337298, -1.02908, 1.0]], ['2, k, 14', [-0.390528, -1.39394, 1.0]], ['2, k, 15', [-0.371865, -1.44405, 1.0]], ['2, k, 16', [-0.0982393, -0.661614, 1.0]], ['2, k, 17', [-0.0717449, -1.03522, 1.0]], ['2, k, 18', [-0.0604483, -1.41748, 1.0]], ['2, k, 19', [-0.0379895, -1.46515, 1.0]], ['2, k, 20', [-0.203052, -0.179378, 1.0]], ['2, k, 21', [-0.299775, -0.56859, 1.0]], ['2, k, 22', [-0.30144, -0.437281, 1.0]], ['2, k, 23', [-0.0678393, -0.529139, 1.0]], ['2, k, 24', [-0.0604018, -0.401698, 1.0]]]
[['2, k, 0', [-0.172572, -0.668446, 1.0]], ['2, k, 1', [-0.188657, -0.387058, 1.0]], ['2, k, 2', [-0.198714, -0.109449, 1.0]], ['2, k, 3', [-0.158637, 0.0122953, 1.0]], ['2, k, 4', [-0.3569, -0.163946, 1.0]], ['2, k, 5', [-0.565553, -0.301404, 1.0]], ['2, k, 6', [-0.411277, -0.449753, 1.0]], ['2, k, 7', [-0.342561, -0.492288, 1.0]], ['2, k, 8', [-0.00749992, -0.145766, 1.0]], ['2, k, 9', [0.153722, -0.184516, 1.0]], ['2, k, 10', [0.0617654, -0.362102, 1.0]], ['2, k, 11', [0.00969073, -0.407995, 1.0]], ['2, k, 12', [-0.252078, -0.661007, 1.0]], ['2, k, 13', [-0.332242, -1.02717, 1.0]], ['2, k, 14', [-0.390497, -1.39358, 1.0]], ['2, k, 15', [-0.37574, -1.47105, 1.0]], ['2, k, 16', [-0.0884484, -0.658372, 1.0]], ['2, k, 17', [-0.0652051, -1.0335, 1.0]], ['2, k, 18', [-0.0596721, -1.41767, 1.0]], ['2, k, 19', [-0.0358652, -1.46461, 1.0]], ['2, k, 20', [-0.196842, -0.178148, 1.0]], ['2, k, 21', [-0.292382, -0.567243, 1.0]], ['2, k, 22', [-0.295415, -0.436619, 1.0]], ['2, k, 23', [-0.0298263, -0.475316, 1.0]], ['2, k, 24', [-0.0330525, -0.362015, 1.0]]]
[['2, k, 0', [-0.163233, -0.665977, 1.0]], ['2, k, 1', [-0.182566, -0.384666, 1.0]], ['2, k, 2', [-0.195303, -0.106644, 1.0]], ['2, k, 3', [-0.1561, 0.0175331, 1.0]], ['2, k, 4', [-0.353333, -0.164421, 1.0]], ['2, k, 5', [-0.560734, -0.305166, 1.0]], ['2, k, 6', [-0.40772, -0.447187, 1.0]], ['2, k, 7', [-0.340684, -0.485446, 1.0]], ['2, k, 8', [-0.00363743, -0.139637, 1.0]], ['2, k, 9', [0.152124, -0.193117, 1.0]], ['2, k, 10', [0.0492295, -0.375856, 1.0]], ['2, k, 11', [0.00163706, -0.427605, 1.0]], ['2, k, 12', [-0.242696, -0.659272, 1.0]], ['2, k, 13', [-0.322475, -1.02273, 1.0]], ['2, k, 14', [-0.390421, -1.39311, 1.0]], ['2, k, 15', [-0.374153, -1.46893, 1.0]], ['2, k, 16', [-0.0794009, -0.655189, 1.0]], ['2, k, 17', [-0.0594081, -1.0325, 1.0]], ['2, k, 18', [-0.0594932, -1.419, 1.0]], ['2, k, 19', [-0.0349084, -1.46533, 1.0]], ['2, k, 20', [-0.19283, -0.175633, 1.0]], ['2, k, 21', [-0.292483, -0.558971, 1.0]], ['2, k, 22', [-0.298815, -0.430449, 1.0]], ['2, k, 23', [-0.0429758, -0.492075, 1.0]], ['2, k, 24', [-0.0420284, -0.374314, 1.0]]]
[['2, k, 0', [-0.15457, -0.664311, 1.0]], ['2, k, 1', [-0.176582, -0.381981, 1.0]], ['2, k, 2', [-0.192047, -0.102835, 1.0]], ['2, k, 3', [-0.154698, 0.0227464, 1.0]], ['2, k, 4', [-0.351217, -0.164615, 1.0]], ['2, k, 5', [-0.556086, -0.308484, 1.0]], ['2, k, 6', [-0.400892, -0.449572, 1.0]], ['2, k, 7', [-0.33367, -0.488083, 1.0]], ['2, k, 8', [-0.0013468, -0.135917, 1.0]], ['2, k, 9', [0.152339, -0.193483, 1.0]], ['2, k, 10', [0.0495184, -0.363766, 1.0]], ['2, k, 11', [0.0121081, -0.409592, 1.0]], ['2, k, 12', [-0.234426, -0.658689, 1.0]], ['2, k, 13', [-0.317036, -1.02121, 1.0]], ['2, k, 14', [-0.390154, -1.39303, 1.0]], ['2, k, 15', [-0.375445, -1.46872, 1.0]], ['2, k, 16', [-0.0705413, -0.652376, 1.0]], ['2, k, 17', [-0.0534419, -1.03034, 1.0]], ['2, k, 18', [-0.059916, -1.41947, 1.0]], ['2, k, 19', [-0.034922, -1.46547, 1.0]], ['2, k, 20', [-0.188882, -0.172236, 1.0]], ['2, k, 21', [-0.286668, -0.564054, 1.0]], ['2, k, 22', [-0.291592, -0.436383, 1.0]], ['2, k, 23', [-0.0247644, -0.471077, 1.0]], ['2, k, 24', [-0.0344953, -0.36149, 1.0]]]
[['2, k, 0', [-0.147747, -0.664439, 1.0]], ['2, k, 1', [-0.17189, -0.380488, 1.0]], ['2, k, 2', [-0.189293, -0.0998527, 1.0]], ['2, k, 3', [-0.152958, 0.0294979, 1.0]], ['2, k, 4', [-0.348976, -0.164953, 1.0]], ['2, k, 5', [-0.550265, -0.314856, 1.0]], ['2, k, 6', [-0.393195, -0.452705, 1.0]], ['2, k, 7', [-0.325959, -0.488573, 1.0]], ['2, k, 8', [-0.00249997, -0.137174, 1.0]], ['2, k, 9', [0.143641, -0.21024, 1.0]], ['2, k, 10', [0.0497343, -0.381125, 1.0]], ['2, k, 11', [0.0100753, -0.42583, 1.0]], ['2, k, 12', [-0.228151, -0.659425, 1.0]], ['2, k, 13', [-0.311498, -1.0219, 1.0]], ['2, k, 14', [-0.39023, -1.39377, 1.0]], ['2, k, 15', [-0.371798, -1.44482, 1.0]], ['2, k, 16', [-0.0633023, -0.651885, 1.0]], ['2, k, 17', [-0.0483987, -1.02949, 1.0]], ['2, k, 18', [-0.0594266, -1.42, 1.0]], ['2, k, 19', [-0.0353981, -1.46566, 1.0]], ['2, k, 20', [-0.185615, -0.1697, 1.0]], ['2, k, 21', [-0.276829, -0.562786, 1.0]], ['2, k, 22', [-0.285991, -0.435447, 1.0]], ['2, k, 23', [-0.0304909, -0.490193, 1.0]], ['2, k, 24', [-0.0343535, -0.374434, 1.0]]]
[['2, k, 0', [-0.139459, -0.663293, 1.0]], ['2, k, 1', [-0.166701, -0.377957, 1.0]], ['2, k, 2', [-0.185866, -0.0949976, 1.0]], ['2, k, 3', [-0.153404, 0.034458, 1.0]], ['2, k, 4', [-0.348034, -0.165011, 1.0]], ['2, k, 5', [-0.548439, -0.318274, 1.0]], ['2, k, 6', [-0.38803, -0.45258, 1.0]], ['2, k, 7', [-0.319752, -0.484354, 1.0]], ['2, k, 8', [-0.00247097, -0.136209, 1.0]], ['2, k, 9', [0.142249, -0.204726, 1.0]], ['2, k, 10', [0.0588965, -0.380527, 1.0]], ['2, k, 11', [0.0187082, -0.424852, 1.0]], ['2, k, 12', [-0.218822, -0.659672, 1.0]], ['2, k, 13', [-0.302992, -1.02295, 1.0]], ['2, k, 14', [-0.387925, -1.38812, 1.0]], ['2, k, 15', [-0.374735, -1.46785, 1.0]], ['2, k, 16', [-0.0561631, -0.649567, 1.0]], ['2, k, 17', [-0.040708, -1.02596, 1.0]], ['2, k, 18', [-0.0592526, -1.42032, 1.0]], ['2, k, 19', [-0.0439352, -1.49643, 1.0]], ['2, k, 20', [-0.181682, -0.165603, 1.0]], ['2, k, 21', [-0.268809, -0.556845, 1.0]], ['2, k, 22', [-0.280499, -0.427722, 1.0]], ['2, k, 23', [-0.0186531, -0.491106, 1.0]], ['2, k, 24', [-0.0239196, -0.373115, 1.0]]]
[['2, k, 0', [-0.134444, -0.662456, 1.0]], ['2, k, 1', [-0.163712, -0.375665, 1.0]], ['2, k, 2', [-0.184304, -0.0891617, 1.0]], ['2, k, 3', [-0.154128, 0.0386641, 1.0]], ['2, k, 4', [-0.347168, -0.164861, 1.0]], ['2, k, 5', [-0.543123, -0.320146, 1.0]], ['2, k, 6', [-0.383337, -0.455132, 1.0]], ['2, k, 7', [-0.312436, -0.48732, 1.0]], ['2, k, 8', [-0.00271993, -0.134382, 1.0]], ['2, k, 9', [0.140618, -0.208299, 1.0]], ['2, k, 10', [0.059466, -0.380804, 1.0]], ['2, k, 11', [0.018303, -0.428656, 1.0]], ['2, k, 12', [-0.21263, -0.659317, 1.0]], ['2, k, 13', [-0.298175, -1.02332, 1.0]], ['2, k, 14', [-0.387605, -1.39216, 1.0]], ['2, k, 15', [-0.372966, -1.47068, 1.0]], ['2, k, 16', [-0.0524509, -0.648393, 1.0]], ['2, k, 17', [-0.0366675, -1.02628, 1.0]], ['2, k, 18', [-0.0589817, -1.42079, 1.0]], ['2, k, 19', [-0.0385146, -1.49464, 1.0]], ['2, k, 20', [-0.179428, -0.160778, 1.0]], ['2, k, 21', [-0.261347, -0.561586, 1.0]], ['2, k, 22', [-0.274077, -0.432904, 1.0]], ['2, k, 23', [-0.0158572, -0.493448, 1.0]], ['2, k, 24', [-0.0214359, -0.371219, 1.0]]]
[['2, k, 0', [-0.126956, -0.661556, 1.0]], ['2, k, 1', [-0.160937, -0.373316, 1.0]], ['2, k, 2', [-0.185093, -0.0846886, 1.0]], ['2, k, 3', [-0.156377, 0.0468378, 1.0]], ['2, k, 4', [-0.346561, -0.164648, 1.0]], ['2, k, 5', [-0.539795, -0.321946, 1.0]], ['2, k, 6', [-0.378274, -0.454941, 1.0]], ['2, k, 7', [-0.309984, -0.485828, 1.0]], ['2, k, 8', [-0.00262197, -0.132901, 1.0]], ['2, k, 9', [0.137016, -0.20319, 1.0]], ['2, k, 10', [0.0661034, -0.37433, 1.0]], ['2, k, 11', [0.0218625, -0.420341, 1.0]], ['2, k, 12', [-0.205154, -0.660028, 1.0]], ['2, k, 13', [-0.29167, -1.02365, 1.0]], ['2, k, 14', [-0.387713, -1.39497, 1.0]], ['2, k, 15', [-0.372187, -1.47321, 1.0]], ['2, k, 16', [-0.0454051, -0.645922, 1.0]], ['2, k, 17', [-0.0328878, -1.02715, 1.0]], ['2, k, 18', [-0.0585669, -1.42142, 1.0]], ['2, k, 19', [-0.039994, -1.49545, 1.0]], ['2, k, 20', [-0.179047, -0.156873, 1.0]], ['2, k, 21', [-0.260222, -0.560645, 1.0]], ['2, k, 22', [-0.275707, -0.432677, 1.0]], ['2, k, 23', [-0.0110269, -0.484535, 1.0]], ['2, k, 24', [-0.0194672, -0.365496, 1.0]]]
[['2, k, 0', [-0.121543, -0.659318, 1.0]], ['2, k, 1', [-0.15814, -0.37041, 1.0]], ['2, k, 2', [-0.185881, -0.0806938, 1.0]], ['2, k, 3', [-0.159005, 0.0511106, 1.0]], ['2, k, 4', [-0.346101, -0.163727, 1.0]], ['2, k, 5', [-0.535981, -0.322675, 1.0]], ['2, k, 6', [-0.373888, -0.454937, 1.0]], ['2, k, 7', [-0.304284, -0.48514, 1.0]], ['2, k, 8', [0.00333013, -0.11846, 1.0]], ['2, k, 9', [0.136056, -0.202214, 1.0]], ['2, k, 10', [0.0709076, -0.363875, 1.0]], ['2, k, 11', [0.0239245, -0.41375, 1.0]], ['2, k, 12', [-0.197911, -0.658446, 1.0]], ['2, k, 13', [-0.285311, -1.02386, 1.0]], ['2, k, 14', [-0.385956, -1.39782, 1.0]], ['2, k, 15', [-0.376535, -1.47769, 1.0]], ['2, k, 16', [-0.0416746, -0.643073, 1.0]], ['2, k, 17', [-0.0284981, -1.02854, 1.0]], ['2, k, 18', [-0.058931, -1.42232, 1.0]], ['2, k, 19', [-0.039405, -1.49526, 1.0]], ['2, k, 20', [-0.178772, -0.152969, 1.0]], ['2, k, 21', [-0.252686, -0.558488, 1.0]], ['2, k, 22', [-0.267349, -0.431122, 1.0]], ['2, k, 23', [-0.00754516, -0.476023, 1.0]], ['2, k, 24', [-0.0186793, -0.356794, 1.0]]]
[['2, k, 0', [-0.11851, -0.657039, 1.0]], ['2, k, 1', [-0.156823, -0.367889, 1.0]], ['2, k, 2', [-0.187468, -0.0765529, 1.0]], ['2, k, 3', [-0.16302, 0.0570917, 1.0]], ['2, k, 4', [-0.346309, -0.163162, 1.0]], ['2, k, 5', [-0.535136, -0.323197, 1.0]], ['2, k, 6', [-0.366602, -0.457557, 1.0]], ['2, k, 7', [-0.296834, -0.488345, 1.0]], ['2, k, 8', [0.00247881, -0.117774, 1.0]], ['2, k, 9', [0.12995, -0.200929, 1.0]], ['2, k, 10', [0.0739556, -0.36327, 1.0]], ['2, k, 11', [0.0259908, -0.407218, 1.0]], ['2, k, 12', [-0.194592, -0.656623, 1.0]], ['2, k, 13', [-0.278977, -1.02213, 1.0]], ['2, k, 14', [-0.384394, -1.39788, 1.0]], ['2, k, 15', [-0.378309, -1.47817, 1.0]], ['2, k, 16', [-0.0391882, -0.640199, 1.0]], ['2, k, 17', [-0.0229466, -1.02874, 1.0]], ['2, k, 18', [-0.0589371, -1.42319, 1.0]], ['2, k, 19', [-0.0385269, -1.49745, 1.0]], ['2, k, 20', [-0.179468, -0.149055, 1.0]], ['2, k, 21', [-0.244942, -0.562248, 1.0]], ['2, k, 22', [-0.256336, -0.435438, 1.0]], ['2, k, 23', [-0.00334168, -0.468638, 1.0]], ['2, k, 24', [-0.0138918, -0.352621, 1.0]]]
[['2, k, 0', [-0.116673, -0.655579, 1.0]], ['2, k, 1', [-0.156328, -0.366246, 1.0]], ['2, k, 2', [-0.189341, -0.0742672, 1.0]], ['2, k, 3', [-0.166961, 0.061042, 1.0]], ['2, k, 4', [-0.347451, -0.162627, 1.0]], ['2, k, 5', [-0.534243, -0.323098, 1.0]], ['2, k, 6', [-0.361932, -0.458168, 1.0]], ['2, k, 7', [-0.291119, -0.48855, 1.0]], ['2, k, 8', [-0.000791128, -0.116, 1.0]], ['2, k, 9', [0.125303, -0.200971, 1.0]], ['2, k, 10', [0.0758458, -0.365054, 1.0]], ['2, k, 11', [0.0266318, -0.410605, 1.0]], ['2, k, 12', [-0.192021, -0.654999, 1.0]], ['2, k, 13', [-0.272933, -1.02078, 1.0]], ['2, k, 14', [-0.382192, -1.39495, 1.0]], ['2, k, 15', [-0.375696, -1.47614, 1.0]], ['2, k, 16', [-0.0380604, -0.638804, 1.0]], ['2, k, 17', [-0.0194826, -1.02848, 1.0]], ['2, k, 18', [-0.059204, -1.42336, 1.0]], ['2, k, 19', [-0.042099, -1.49876, 1.0]], ['2, k, 20', [-0.180691, -0.146778, 1.0]], ['2, k, 21', [-0.237901, -0.560987, 1.0]], ['2, k, 22', [-0.2462, -0.43377, 1.0]], ['2, k, 23', [0.00285909, -0.479132, 1.0]], ['2, k, 24', [-0.0116706, -0.357871, 1.0]]]
[['2, k, 0', [-0.116332, -0.654414, 1.0]], ['2, k, 1', [-0.156753, -0.364275, 1.0]], ['2, k, 2', [-0.193725, -0.0703661, 1.0]], ['2, k, 3', [-0.171931, 0.0647857, 1.0]], ['2, k, 4', [-0.350068, -0.161757, 1.0]], ['2, k, 5', [-0.534244, -0.322866, 1.0]], ['2, k, 6', [-0.360177, -0.458476, 1.0]], ['2, k, 7', [-0.289104, -0.492629, 1.0]], ['2, k, 8', [-0.00628505, -0.114608, 1.0]], ['2, k, 9', [0.115935, -0.200787, 1.0]], ['2, k, 10', [0.0764365, -0.364398, 1.0]], ['2, k, 11', [0.0283757, -0.409003, 1.0]], ['2, k, 12', [-0.191584, -0.6541, 1.0]], ['2, k, 13', [-0.271938, -1.02558, 1.0]], ['2, k, 14', [-0.381941, -1.39385, 1.0]], ['2, k, 15', [-0.376216, -1.47529, 1.0]], ['2, k, 16', [-0.0378767, -0.637294, 1.0]], ['2, k, 17', [-0.0170485, -1.02963, 1.0]], ['2, k, 18', [-0.0590173, -1.4251, 1.0]], ['2, k, 19', [-0.0391503, -1.49959, 1.0]], ['2, k, 20', [-0.184061, -0.14317, 1.0]], ['2, k, 21', [-0.237166, -0.565723, 1.0]], ['2, k, 22', [-0.246812, -0.438534, 1.0]], ['2, k, 23', [0.00854729, -0.480205, 1.0]], ['2, k, 24', [-0.00644036, -0.361665, 1.0]]]
[['2, k, 0', [-0.116729, -0.653236, 1.0]], ['2, k, 1', [-0.157643, -0.361791, 1.0]], ['2, k, 2', [-0.196699, -0.0670006, 1.0]], ['2, k, 3', [-0.176834, 0.0696259, 1.0]], ['2, k, 4', [-0.353798, -0.160651, 1.0]], ['2, k, 5', [-0.534799, -0.322415, 1.0]], ['2, k, 6', [-0.358556, -0.45852, 1.0]], ['2, k, 7', [-0.289341, -0.492794, 1.0]], ['2, k, 8', [-0.0108035, -0.113949, 1.0]], ['2, k, 9', [0.111891, -0.204604, 1.0]], ['2, k, 10', [0.0714574, -0.36001, 1.0]], ['2, k, 11', [0.0227735, -0.404866, 1.0]], ['2, k, 12', [-0.191629, -0.653301, 1.0]], ['2, k, 13', [-0.272114, -1.02711, 1.0]], ['2, k, 14', [-0.381838, -1.39398, 1.0]], ['2, k, 15', [-0.377723, -1.47473, 1.0]], ['2, k, 16', [-0.0386332, -0.635686, 1.0]], ['2, k, 17', [-0.0165116, -1.03046, 1.0]], ['2, k, 18', [-0.0590647, -1.42573, 1.0]], ['2, k, 19', [-0.0381213, -1.49957, 1.0]], ['2, k, 20', [-0.186721, -0.139879, 1.0]], ['2, k, 21', [-0.236208, -0.563428, 1.0]], ['2, k, 22', [-0.244932, -0.438065, 1.0]], ['2, k, 23', [0.00401397, -0.470234, 1.0]], ['2, k, 24', [-0.0126736, -0.356963, 1.0]]]
[['2, k, 0', [-0.117712, -0.65233, 1.0]], ['2, k, 1', [-0.159193, -0.359434, 1.0]], ['2, k, 2', [-0.201141, -0.0632227, 1.0]], ['2, k, 3', [-0.180542, 0.0722029, 1.0]], ['2, k, 4', [-0.355707, -0.160621, 1.0]], ['2, k, 5', [-0.538443, -0.321967, 1.0]], ['2, k, 6', [-0.351526, -0.463381, 1.0]], ['2, k, 7', [-0.279791, -0.501916, 1.0]], ['2, k, 8', [-0.0156418, -0.113975, 1.0]], ['2, k, 9', [0.105732, -0.205489, 1.0]], ['2, k, 10', [0.0531014, -0.35677, 1.0]], ['2, k, 11', [0.0139577, -0.40222, 1.0]], ['2, k, 12', [-0.191775, -0.652496, 1.0]], ['2, k, 13', [-0.272781, -1.02857, 1.0]], ['2, k, 14', [-0.380527, -1.39243, 1.0]], ['2, k, 15', [-0.385129, -1.47289, 1.0]], ['2, k, 16', [-0.0406353, -0.634605, 1.0]], ['2, k, 17', [-0.0164047, -1.03112, 1.0]], ['2, k, 18', [-0.0592229, -1.42468, 1.0]], ['2, k, 19', [-0.0362016, -1.49713, 1.0]], ['2, k, 20', [-0.190602, -0.136365, 1.0]], ['2, k, 21', [-0.222558, -0.567928, 1.0]], ['2, k, 22', [-0.227209, -0.439302, 1.0]], ['2, k, 23', [-0.0124457, -0.451724, 1.0]], ['2, k, 24', [-0.0276208, -0.342037, 1.0]]]
[['2, k, 0', [-0.120879, -0.649117, 1.0]], ['2, k, 1', [-0.162541, -0.355608, 1.0]], ['2, k, 2', [-0.205518, -0.0602091, 1.0]], ['2, k, 3', [-0.185938, 0.0741212, 1.0]], ['2, k, 4', [-0.364055, -0.156115, 1.0]], ['2, k, 5', [-0.542519, -0.320519, 1.0]], ['2, k, 6', [-0.354074, -0.461342, 1.0]], ['2, k, 7', [-0.283843, -0.500912, 1.0]], ['2, k, 8', [-0.0207423, -0.11396, 1.0]], ['2, k, 9', [0.100196, -0.207517, 1.0]], ['2, k, 10', [0.0546446, -0.356471, 1.0]], ['2, k, 11', [0.0123835, -0.401969, 1.0]], ['2, k, 12', [-0.194639, -0.6482, 1.0]], ['2, k, 13', [-0.273711, -1.02333, 1.0]], ['2, k, 14', [-0.380457, -1.39247, 1.0]], ['2, k, 15', [-0.385264, -1.47235, 1.0]], ['2, k, 16', [-0.043862, -0.632335, 1.0]], ['2, k, 17', [-0.0175311, -1.03112, 1.0]], ['2, k, 18', [-0.059217, -1.4247, 1.0]], ['2, k, 19', [-0.0386342, -1.49778, 1.0]], ['2, k, 20', [-0.194874, -0.133138, 1.0]], ['2, k, 21', [-0.22812, -0.565792, 1.0]], ['2, k, 22', [-0.229508, -0.436477, 1.0]], ['2, k, 23', [-0.00872782, -0.458346, 1.0]], ['2, k, 24', [-0.0262832, -0.342424, 1.0]]]
[['2, k, 0', [-0.127671, -0.646126, 1.0]], ['2, k, 1', [-0.167328, -0.352184, 1.0]], ['2, k, 2', [-0.209208, -0.0579022, 1.0]], ['2, k, 3', [-0.19076, 0.0769361, 1.0]], ['2, k, 4', [-0.3697, -0.155098, 1.0]], ['2, k, 5', [-0.547918, -0.316024, 1.0]], ['2, k, 6', [-0.359444, -0.458674, 1.0]], ['2, k, 7', [-0.286724, -0.500604, 1.0]], ['2, k, 8', [-0.0252723, -0.114927, 1.0]], ['2, k, 9', [0.0915296, -0.218123, 1.0]], ['2, k, 10', [0.0525146, -0.361609, 1.0]], ['2, k, 11', [0.00448181, -0.400088, 1.0]], ['2, k, 12', [-0.20141, -0.644392, 1.0]], ['2, k, 13', [-0.277004, -1.02577, 1.0]], ['2, k, 14', [-0.380603, -1.39275, 1.0]], ['2, k, 15', [-0.385225, -1.47258, 1.0]], ['2, k, 16', [-0.050427, -0.630209, 1.0]], ['2, k, 17', [-0.0196357, -1.0304, 1.0]], ['2, k, 18', [-0.0600351, -1.42548, 1.0]], ['2, k, 19', [-0.0394204, -1.49814, 1.0]], ['2, k, 20', [-0.198824, -0.130679, 1.0]], ['2, k, 21', [-0.228574, -0.565322, 1.0]], ['2, k, 22', [-0.229807, -0.43356, 1.0]], ['2, k, 23', [-0.0184342, -0.455179, 1.0]], ['2, k, 24', [-0.0329287, -0.347737, 1.0]]]
[['2, k, 0', [-0.1348, -0.643621, 1.0]], ['2, k, 1', [-0.173497, -0.348798, 1.0]], ['2, k, 2', [-0.214553, -0.0550835, 1.0]], ['2, k, 3', [-0.195984, 0.0795828, 1.0]], ['2, k, 4', [-0.374867, -0.153306, 1.0]], ['2, k, 5', [-0.557465, -0.310529, 1.0]], ['2, k, 6', [-0.362705, -0.457908, 1.0]], ['2, k, 7', [-0.291963, -0.50156, 1.0]], ['2, k, 8', [-0.0249762, -0.114935, 1.0]], ['2, k, 9', [0.0672413, -0.252996, 1.0]], ['2, k, 10', [0.0323493, -0.396814, 1.0]], ['2, k, 11', [-0.0075749, -0.434438, 1.0]], ['2, k, 12', [-0.208875, -0.641278, 1.0]], ['2, k, 13', [-0.281148, -1.02164, 1.0]], ['2, k, 14', [-0.380667, -1.3915, 1.0]], ['2, k, 15', [-0.38783, -1.47124, 1.0]], ['2, k, 16', [-0.0570841, -0.628358, 1.0]], ['2, k, 17', [-0.0226355, -1.02777, 1.0]], ['2, k, 18', [-0.0601414, -1.42533, 1.0]], ['2, k, 19', [-0.0392921, -1.49828, 1.0]], ['2, k, 20', [-0.204413, -0.127779, 1.0]], ['2, k, 21', [-0.233983, -0.564509, 1.0]], ['2, k, 22', [-0.237256, -0.431959, 1.0]], ['2, k, 23', [-0.0179685, -0.498488, 1.0]], ['2, k, 24', [-0.0457808, -0.383933, 1.0]]]
[['2, k, 0', [-0.145138, -0.640314, 1.0]], ['2, k, 1', [-0.180942, -0.345854, 1.0]], ['2, k, 2', [-0.21929, -0.0536509, 1.0]], ['2, k, 3', [-0.20106, 0.0813365, 1.0]], ['2, k, 4', [-0.383378, -0.149959, 1.0]], ['2, k, 5', [-0.566236, -0.303605, 1.0]], ['2, k, 6', [-0.381545, -0.448657, 1.0]], ['2, k, 7', [-0.311411, -0.492577, 1.0]], ['2, k, 8', [-0.0351536, -0.117934, 1.0]], ['2, k, 9', [0.0665966, -0.257546, 1.0]], ['2, k, 10', [0.0285586, -0.397431, 1.0]], ['2, k, 11', [-0.0142354, -0.434977, 1.0]], ['2, k, 12', [-0.218329, -0.637147, 1.0]], ['2, k, 13', [-0.286672, -1.018, 1.0]], ['2, k, 14', [-0.380755, -1.39101, 1.0]], ['2, k, 15', [-0.384575, -1.47169, 1.0]], ['2, k, 16', [-0.0681127, -0.626009, 1.0]], ['2, k, 17', [-0.0266104, -1.02898, 1.0]], ['2, k, 18', [-0.0580591, -1.42344, 1.0]], ['2, k, 19', [-0.0404141, -1.49827, 1.0]], ['2, k, 20', [-0.209718, -0.126044, 1.0]], ['2, k, 21', [-0.253345, -0.557153, 1.0]], ['2, k, 22', [-0.254738, -0.429128, 1.0]], ['2, k, 23', [-0.0265053, -0.503577, 1.0]], ['2, k, 24', [-0.0504536, -0.382931, 1.0]]]
