[['2, k, 0', [-0.298033, -0.243676, 1.0]], ['2, k, 1', [-0.310291, 0.0654331, 1.0]], ['2, k, 2', [-0.320367, 0.36642, 1.0]], ['2, k, 3', [-0.34661, 0.519147, 1.0]], ['2, k, 4', [-0.507839, 0.252297, 1.0]], ['2, k, 5', [-0.566248, -0.0351428, 1.0]], ['2, k, 6', [-0.593741, -0.286672, 1.0]], ['2, k, 7', [-0.578998, -0.311288, 1.0]], ['2, k, 8', [-0.135811, 0.278113, 1.0]], ['2, k, 9', [-0.0451508, -0.0128051, 1.0]], ['2, k, 10', [0.00257692, -0.262472, 1.0]], ['2, k, 11', [0.00233132, -0.265059, 1.0]], ['2, k, 12', [-0.378584, -0.246008, 1.0]], ['2, k, 13', [-0.406785, -0.645091, 1.0]], ['2, k, 14', [-0.415787, -0.984343, 1.0]], ['2, k, 15', [-0.411377, -1.02637, 1.0]], ['2, k, 16', [-0.208904, -0.234348, 1.0]], ['2, k, 17', [-0.174616, -0.639307, 1.0]], ['2, k, 18', [-0.14649, -1.00133, 1.0]], ['2, k, 19', [-0.118286, -1.06934, 1.0]], ['2, k, 20', [-0.318219, 0.292366, 1.0]], ['2, k, 21', [-0.574601, -0.368743, 1.0]], ['2, k, 22', [-0.515651, -0.341278, 1.0]], ['2, k, 23', [0.0232182, -0.325943, 1.0]], ['2, k, 24', [-0.047886, -0.301906, 1.0]]]
[['2, k, 0', [-0.304459, -0.21276, 1.0]], ['2, k, 1', [-0.301089, 0.0926815, 1.0]], ['2, k, 2', [-0.294776, 0.389014, 1.0]], ['2, k, 3', [-0.314994, 0.531525, 1.0]], ['2, k, 4', [-0.461187, 0.311939, 1.0]], ['2, k, 5', [-0.565947, 0.389474, 1.0]], ['2, k, 6', [-0.467371, 0.471754, 1.0]], ['2, k, 7', [-0.457279, 0.470126, 1.0]], ['2, k, 8', [-0.124773, 0.297481, 1.0]], ['2, k, 9', [0.0386458, 0.396184, 1.0]], ['2, k, 10', [0.117945, 0.549331, 1.0]], ['2, k, 11', [0.121059, 0.56342, 1.0]], ['2, k, 12', [-0.383766, -0.20917, 1.0]], ['2, k, 13', [-0.415596, -0.631015, 1.0]], ['2, k, 14', [-0.415929, -1.00491, 1.0]], ['2, k, 15', [-0.407347, -1.06292, 1.0]], ['2, k, 16', [-0.216221, -0.210041, 1.0]], ['2, k, 17', [-0.17444, -0.633813, 1.0]], ['2, k, 18', [-0.146615, -1.01405, 1.0]], ['2, k, 19', [-0.133411, -1.06911, 1.0]], ['2, k, 20', [-0.29632, 0.315663, 1.0]], ['2, k, 21', [-0.398051, 0.483912, 1.0]], ['2, k, 22', [-0.426107, 0.447855, 1.0]], ['2, k, 23', [0.150085, 0.593565, 1.0]], ['2, k, 24', [0.0429761, 0.555618, 1.0]]]
[['2, k, 0', [-0.30267, -0.215435, 1.0]], ['2, k, 1', [-0.300731, 0.0913206, 1.0]], ['2, k, 2', [-0.295326, 0.388128, 1.0]], ['2, k, 3', [-0.318184, 0.528145, 1.0]], ['2, k, 4', [-0.460794, 0.311056, 1.0]], ['2, k, 5', [-0.577013, 0.368299, 1.0]], ['2, k, 6', [-0.469179, 0.440792, 1.0]], ['2, k, 7', [-0.461381, 0.443266, 1.0]], ['2, k, 8', [-0.125155, 0.296192, 1.0]], ['2, k, 9', [0.0369588, 0.383573, 1.0]], ['2, k, 10', [0.112062, 0.527626, 1.0]], ['2, k, 11', [0.119438, 0.540854, 1.0]], ['2, k, 12', [-0.382004, -0.21175, 1.0]], ['2, k, 13', [-0.414719, -0.631824, 1.0]], ['2, k, 14', [-0.415629, -1.00165, 1.0]], ['2, k, 15', [-0.407416, -1.06174, 1.0]], ['2, k, 16', [-0.214467, -0.212756, 1.0]], ['2, k, 17', [-0.173778, -0.636363, 1.0]], ['2, k, 18', [-0.147238, -1.01599, 1.0]], ['2, k, 19', [-0.134589, -1.06978, 1.0]], ['2, k, 20', [-0.29664, 0.314919, 1.0]], ['2, k, 21', [-0.414281, 0.459989, 1.0]], ['2, k, 22', [-0.383669, 0.447864, 1.0]], ['2, k, 23', [0.148375, 0.569938, 1.0]], ['2, k, 24', [0.0436197, 0.531854, 1.0]]]
[['2, k, 0', [-0.301711, -0.217378, 1.0]], ['2, k, 1', [-0.300344, 0.0902622, 1.0]], ['2, k, 2', [-0.295415, 0.387225, 1.0]], ['2, k, 3', [-0.31929, 0.52648, 1.0]], ['2, k, 4', [-0.460229, 0.309537, 1.0]], ['2, k, 5', [-0.587722, 0.348518, 1.0]], ['2, k, 6', [-0.477037, 0.41185, 1.0]], ['2, k, 7', [-0.463354, 0.414376, 1.0]], ['2, k, 8', [-0.125588, 0.295835, 1.0]], ['2, k, 9', [0.0372322, 0.366393, 1.0]], ['2, k, 10', [0.103093, 0.499067, 1.0]], ['2, k, 11', [0.114853, 0.512372, 1.0]], ['2, k, 12', [-0.381157, -0.213806, 1.0]], ['2, k, 13', [-0.414138, -0.632982, 1.0]], ['2, k, 14', [-0.415719, -1.00192, 1.0]], ['2, k, 15', [-0.407076, -1.06328, 1.0]], ['2, k, 16', [-0.213438, -0.214534, 1.0]], ['2, k, 17', [-0.173238, -0.637483, 1.0]], ['2, k, 18', [-0.146429, -1.01742, 1.0]], ['2, k, 19', [-0.133768, -1.07022, 1.0]], ['2, k, 20', [-0.296651, 0.314183, 1.0]], ['2, k, 21', [-0.37903, 0.427678, 1.0]], ['2, k, 22', [-0.449068, 0.38479, 1.0]], ['2, k, 23', [0.144604, 0.539325, 1.0]], ['2, k, 24', [0.0350267, 0.501558, 1.0]]]
[['2, k, 0', [-0.300432, -0.219093, 1.0]], ['2, k, 1', [-0.300432, 0.0890572, 1.0]], ['2, k, 2', [-0.297441, 0.385592, 1.0]], ['2, k, 3', [-0.322112, 0.524506, 1.0]], ['2, k, 4', [-0.45896, 0.306597, 1.0]], ['2, k, 5', [-0.584238, 0.325298, 1.0]], ['2, k, 6', [-0.474759, 0.381038, 1.0]], ['2, k, 7', [-0.468601, 0.38403, 1.0]], ['2, k, 8', [-0.127766, 0.294965, 1.0]], ['2, k, 9', [0.0356577, 0.351414, 1.0]], ['2, k, 10', [0.105114, 0.471105, 1.0]], ['2, k, 11', [0.112162, 0.482943, 1.0]], ['2, k, 12', [-0.380238, -0.215389, 1.0]], ['2, k, 13', [-0.414003, -0.631946, 1.0]], ['2, k, 14', [-0.415702, -1.00151, 1.0]], ['2, k, 15', [-0.407386, -1.0629, 1.0]], ['2, k, 16', [-0.211725, -0.216325, 1.0]], ['2, k, 17', [-0.172764, -0.63781, 1.0]], ['2, k, 18', [-0.146302, -1.0167, 1.0]], ['2, k, 19', [-0.133082, -1.07058, 1.0]], ['2, k, 20', [-0.297999, 0.31277, 1.0]], ['2, k, 21', [-0.419442, 0.396153, 1.0]], ['2, k, 22', [-0.427034, 0.369168, 1.0]], ['2, k, 23', [0.139695, 0.507199, 1.0]], ['2, k, 24', [0.0322329, 0.470343, 1.0]]]
[['2, k, 0', [-0.299441, -0.220369, 1.0]], ['2, k, 1', [-0.30057, 0.08775, 1.0]], ['2, k, 2', [-0.299329, 0.383327, 1.0]], ['2, k, 3', [-0.326985, 0.528106, 1.0]], ['2, k, 4', [-0.459022, 0.305973, 1.0]], ['2, k, 5', [-0.578255, 0.303304, 1.0]], ['2, k, 6', [-0.489142, 0.352571, 1.0]], ['2, k, 7', [-0.474481, 0.351902, 1.0]], ['2, k, 8', [-0.128842, 0.294961, 1.0]], ['2, k, 9', [0.0377489, 0.324097, 1.0]], ['2, k, 10', [0.0978031, 0.434332, 1.0]], ['2, k, 11', [0.106637, 0.449901, 1.0]], ['2, k, 12', [-0.378947, -0.217133, 1.0]], ['2, k, 13', [-0.413006, -0.633122, 1.0]], ['2, k, 14', [-0.416417, -1.0022, 1.0]], ['2, k, 15', [-0.409095, -1.06366, 1.0]], ['2, k, 16', [-0.211084, -0.217149, 1.0]], ['2, k, 17', [-0.172283, -0.633775, 1.0]], ['2, k, 18', [-0.146355, -1.01641, 1.0]], ['2, k, 19', [-0.132896, -1.07063, 1.0]], ['2, k, 20', [-0.299374, 0.310815, 1.0]], ['2, k, 21', [-0.428644, 0.361862, 1.0]], ['2, k, 22', [-0.421529, 0.343231, 1.0]], ['2, k, 23', [0.135317, 0.471716, 1.0]], ['2, k, 24', [0.0227131, 0.434497, 1.0]]]
[['2, k, 0', [-0.298437, -0.221324, 1.0]], ['2, k, 1', [-0.300841, 0.085702, 1.0]], ['2, k, 2', [-0.301394, 0.380063, 1.0]], ['2, k, 3', [-0.331131, 0.531583, 1.0]], ['2, k, 4', [-0.459884, 0.304761, 1.0]], ['2, k, 5', [-0.599245, 0.241835, 1.0]], ['2, k, 6', [-0.493848, 0.309608, 1.0]], ['2, k, 7', [-0.481069, 0.317112, 1.0]], ['2, k, 8', [-0.129843, 0.294307, 1.0]], ['2, k, 9', [0.037638, 0.310191, 1.0]], ['2, k, 10', [0.0943963, 0.400192, 1.0]], ['2, k, 11', [0.102919, 0.414532, 1.0]], ['2, k, 12', [-0.37787, -0.218615, 1.0]], ['2, k, 13', [-0.410225, -0.634426, 1.0]], ['2, k, 14', [-0.418741, -1.00762, 1.0]], ['2, k, 15', [-0.408676, -1.06363, 1.0]], ['2, k, 16', [-0.210247, -0.217646, 1.0]], ['2, k, 17', [-0.171093, -0.633832, 1.0]], ['2, k, 18', [-0.14655, -1.01313, 1.0]], ['2, k, 19', [-0.13232, -1.06985, 1.0]], ['2, k, 20', [-0.301028, 0.30788, 1.0]], ['2, k, 21', [-0.418887, 0.326122, 1.0]], ['2, k, 22', [-0.43427, 0.306458, 1.0]], ['2, k, 23', [0.148169, 0.441159, 1.0]], ['2, k, 24', [0.0203054, 0.398264, 1.0]]]
[['2, k, 0', [-0.296712, -0.223895, 1.0]], ['2, k, 1', [-0.300581, 0.0834825, 1.0]], ['2, k, 2', [-0.302268, 0.377432, 1.0]], ['2, k, 3', [-0.333871, 0.531254, 1.0]], ['2, k, 4', [-0.454637, 0.302235, 1.0]], ['2, k, 5', [-0.593659, 0.227238, 1.0]], ['2, k, 6', [-0.520122, 0.267312, 1.0]], ['2, k, 7', [-0.481317, 0.282987, 1.0]], ['2, k, 8', [-0.129887, 0.298785, 1.0]], ['2, k, 9', [0.0335336, 0.290603, 1.0]], ['2, k, 10', [0.0964812, 0.370562, 1.0]], ['2, k, 11', [0.0991452, 0.377807, 1.0]], ['2, k, 12', [-0.376609, -0.221172, 1.0]], ['2, k, 13', [-0.408935, -0.63646, 1.0]], ['2, k, 14', [-0.417784, -1.00738, 1.0]], ['2, k, 15', [-0.408454, -1.06412, 1.0]], ['2, k, 16', [-0.208068, -0.220048, 1.0]], ['2, k, 17', [-0.170033, -0.632515, 1.0]], ['2, k, 18', [-0.147451, -1.01215, 1.0]], ['2, k, 19', [-0.133315, -1.07013, 1.0]], ['2, k, 20', [-0.301671, 0.305373, 1.0]], ['2, k, 21', [-0.43285, 0.291449, 1.0]], ['2, k, 22', [-0.441361, 0.270181, 1.0]], ['2, k, 23', [0.135967, 0.399242, 1.0]], ['2, k, 24', [0.0217526, 0.360036, 1.0]]]
[['2, k, 0', [-0.29361, -0.246491, 1.0]], ['2, k, 1', [-0.3014, 0.0816333, 1.0]], ['2, k, 2', [-0.308702, 0.386607, 1.0]], ['2, k, 3', [-0.337185, 0.525306, 1.0]], ['2, k, 4', [-0.461963, 0.266089, 1.0]], ['2, k, 5', [-0.598071, 0.205952, 1.0]], ['2, k, 6', [-0.515938, 0.229449, 1.0]], ['2, k, 7', [-0.480353, 0.246999, 1.0]], ['2, k, 8', [-0.1383, 0.280352, 1.0]], ['2, k, 9', [0.0394146, 0.268064, 1.0]], ['2, k, 10', [0.0896991, 0.322556, 1.0]], ['2, k, 11', [0.0929907, 0.336799, 1.0]], ['2, k, 12', [-0.374111, -0.248136, 1.0]], ['2, k, 13', [-0.407368, -0.64085, 1.0]], ['2, k, 14', [-0.416842, -1.01114, 1.0]], ['2, k, 15', [-0.40701, -1.06651, 1.0]], ['2, k, 16', [-0.204711, -0.238033, 1.0]], ['2, k, 17', [-0.168902, -0.634352, 1.0]], ['2, k, 18', [-0.145781, -1.01059, 1.0]], ['2, k, 19', [-0.133433, -1.06991, 1.0]], ['2, k, 20', [-0.305707, 0.309433, 1.0]], ['2, k, 21', [-0.412256, 0.248507, 1.0]], ['2, k, 22', [-0.449123, 0.227167, 1.0]], ['2, k, 23', [0.124229, 0.35425, 1.0]], ['2, k, 24', [0.0171594, 0.316727, 1.0]]]
[['2, k, 0', [-0.293327, -0.247429, 1.0]], ['2, k, 1', [-0.301444, 0.0778821, 1.0]], ['2, k, 2', [-0.30869, 0.385713, 1.0]], ['2, k, 3', [-0.338731, 0.523321, 1.0]], ['2, k, 4', [-0.459461, 0.277402, 1.0]], ['2, k, 5', [-0.596972, 0.202646, 1.0]], ['2, k, 6', [-0.544657, 0.21998, 1.0]], ['2, k, 7', [-0.488794, 0.205283, 1.0]], ['2, k, 8', [-0.139185, 0.279759, 1.0]], ['2, k, 9', [0.0342491, 0.24021, 1.0]], ['2, k, 10', [0.0862312, 0.292597, 1.0]], ['2, k, 11', [0.0884905, 0.292461, 1.0]], ['2, k, 12', [-0.373702, -0.24869, 1.0]], ['2, k, 13', [-0.406931, -0.642221, 1.0]], ['2, k, 14', [-0.416479, -1.00727, 1.0]], ['2, k, 15', [-0.407248, -1.06536, 1.0]], ['2, k, 16', [-0.204521, -0.239154, 1.0]], ['2, k, 17', [-0.167896, -0.634603, 1.0]], ['2, k, 18', [-0.150716, -1.00746, 1.0]], ['2, k, 19', [-0.131855, -1.06694, 1.0]], ['2, k, 20', [-0.305882, 0.308717, 1.0]], ['2, k, 21', [-0.422617, 0.204642, 1.0]], ['2, k, 22', [-0.436655, 0.202727, 1.0]], ['2, k, 23', [0.118496, 0.306189, 1.0]], ['2, k, 24', [0.0118636, 0.272334, 1.0]]]
[['2, k, 0', [-0.292367, -0.242985, 1.0]], ['2, k, 1', [-0.301453, 0.0776305, 1.0]], ['2, k, 2', [-0.309068, 0.384031, 1.0]], ['2, k, 3', [-0.3418, 0.523588, 1.0]], ['2, k, 4', [-0.458618, 0.286687, 1.0]], ['2, k, 5', [-0.586082, 0.231622, 1.0]], ['2, k, 6', [-0.511752, 0.18015, 1.0]], ['2, k, 7', [-0.490702, 0.16001, 1.0]], ['2, k, 8', [-0.140833, 0.281755, 1.0]], ['2, k, 9', [0.0797218, 0.283475, 1.0]], ['2, k, 10', [0.0903281, 0.169119, 1.0]], ['2, k, 11', [0.085426, 0.24598, 1.0]], ['2, k, 12', [-0.372446, -0.243207, 1.0]], ['2, k, 13', [-0.406864, -0.64109, 1.0]], ['2, k, 14', [-0.4169, -1.00558, 1.0]], ['2, k, 15', [-0.407676, -1.06299, 1.0]], ['2, k, 16', [-0.203832, -0.235728, 1.0]], ['2, k, 17', [-0.167217, -0.635682, 1.0]], ['2, k, 18', [-0.147838, -1.00275, 1.0]], ['2, k, 19', [-0.131522, -1.0659, 1.0]], ['2, k, 20', [-0.306286, 0.307886, 1.0]], ['2, k, 21', [-0.423073, 0.160819, 1.0]], ['2, k, 22', [-0.424413, 0.15559, 1.0]], ['2, k, 23', [0.0854853, 0.247694, 1.0]], ['2, k, 24', [0.00666114, 0.226244, 1.0]]]
[['2, k, 0', [-0.290929, -0.234084, 1.0]], ['2, k, 1', [-0.30139, 0.07773, 1.0]], ['2, k, 2', [-0.309539, 0.380733, 1.0]], ['2, k, 3', [-0.344028, 0.523584, 1.0]], ['2, k, 4', [-0.468362, 0.292992, 1.0]], ['2, k, 5', [-0.57158, 0.213268, 1.0]], ['2, k, 6', [-0.526813, 0.154414, 1.0]], ['2, k, 7', [-0.497124, 0.113409, 1.0]], ['2, k, 8', [-0.147391, 0.305257, 1.0]], ['2, k, 9', [0.0266192, 0.26779, 1.0]], ['2, k, 10', [0.0327239, 0.187395, 1.0]], ['2, k, 11', [0.0741019, 0.197364, 1.0]], ['2, k, 12', [-0.370073, -0.234757, 1.0]], ['2, k, 13', [-0.407047, -0.640772, 1.0]], ['2, k, 14', [-0.416211, -1.00509, 1.0]], ['2, k, 15', [-0.408942, -1.06516, 1.0]], ['2, k, 16', [-0.203318, -0.226523, 1.0]], ['2, k, 17', [-0.166226, -0.635743, 1.0]], ['2, k, 18', [-0.147821, -1.00367, 1.0]], ['2, k, 19', [-0.130897, -1.06814, 1.0]], ['2, k, 20', [-0.306732, 0.306325, 1.0]], ['2, k, 21', [-0.431625, 0.112916, 1.0]], ['2, k, 22', [-0.422337, 0.109902, 1.0]], ['2, k, 23', [0.10504, 0.197801, 1.0]], ['2, k, 24', [-0.0159148, 0.177141, 1.0]]]
[['2, k, 0', [-0.290961, -0.231932, 1.0]], ['2, k, 1', [-0.301468, 0.0777472, 1.0]], ['2, k, 2', [-0.310548, 0.378338, 1.0]], ['2, k, 3', [-0.345425, 0.522143, 1.0]], ['2, k, 4', [-0.469632, 0.293772, 1.0]], ['2, k, 5', [-0.58022, 0.131973, 1.0]], ['2, k, 6', [-0.553812, 0.156371, 1.0]], ['2, k, 7', [-0.507654, 0.0675307, 1.0]], ['2, k, 8', [-0.147336, 0.305621, 1.0]], ['2, k, 9', [0.0286432, 0.19035, 1.0]], ['2, k, 10', [0.0116317, 0.26097, 1.0]], ['2, k, 11', [0.0631283, 0.148741, 1.0]], ['2, k, 12', [-0.37024, -0.233069, 1.0]], ['2, k, 13', [-0.406371, -0.640191, 1.0]], ['2, k, 14', [-0.415974, -1.00675, 1.0]], ['2, k, 15', [-0.408909, -1.06468, 1.0]], ['2, k, 16', [-0.203199, -0.223994, 1.0]], ['2, k, 17', [-0.165196, -0.635465, 1.0]], ['2, k, 18', [-0.147032, -1.00466, 1.0]], ['2, k, 19', [-0.131465, -1.06779, 1.0]], ['2, k, 20', [-0.307738, 0.304784, 1.0]], ['2, k, 21', [-0.441861, 0.0639766, 1.0]], ['2, k, 22', [-0.486763, 0.0928695, 1.0]], ['2, k, 23', [0.0845701, 0.141857, 1.0]], ['2, k, 24', [-0.0296958, 0.123753, 1.0]]]
[['2, k, 0', [-0.289262, -0.230988, 1.0]], ['2, k, 1', [-0.301168, 0.0776961, 1.0]], ['2, k, 2', [-0.310518, 0.377699, 1.0]], ['2, k, 3', [-0.347206, 0.520644, 1.0]], ['2, k, 4', [-0.472011, 0.291315, 1.0]], ['2, k, 5', [-0.579885, 0.152367, 1.0]], ['2, k, 6', [-0.535024, 0.0676686, 1.0]], ['2, k, 7', [-0.512733, 0.0155394, 1.0]], ['2, k, 8', [-0.147191, 0.305503, 1.0]], ['2, k, 9', [0.0257428, 0.17751, 1.0]], ['2, k, 10', [0.0498393, 0.150377, 1.0]], ['2, k, 11', [0.0686966, 0.0983383, 1.0]], ['2, k, 12', [-0.368553, -0.23235, 1.0]], ['2, k, 13', [-0.404914, -0.639134, 1.0]], ['2, k, 14', [-0.415614, -1.00682, 1.0]], ['2, k, 15', [-0.408799, -1.065, 1.0]], ['2, k, 16', [-0.201588, -0.222912, 1.0]], ['2, k, 17', [-0.162251, -0.646856, 1.0]], ['2, k, 18', [-0.146846, -1.0085, 1.0]], ['2, k, 19', [-0.130999, -1.06868, 1.0]], ['2, k, 20', [-0.307759, 0.304322, 1.0]], ['2, k, 21', [-0.457749, 0.0088102, 1.0]], ['2, k, 22', [-0.482391, 0.0324027, 1.0]], ['2, k, 23', [0.0799177, 0.0895715, 1.0]], ['2, k, 24', [-0.0117281, 0.0767862, 1.0]]]
[['2, k, 0', [-0.288676, -0.230824, 1.0]], ['2, k, 1', [-0.301191, 0.0774258, 1.0]], ['2, k, 2', [-0.311655, 0.375518, 1.0]], ['2, k, 3', [-0.349176, 0.518623, 1.0]], ['2, k, 4', [-0.480909, 0.280724, 1.0]], ['2, k, 5', [-0.63199, 0.152433, 1.0]], ['2, k, 6', [-0.523263, 0.00154465, 1.0]], ['2, k, 7', [-0.515068, -0.033402, 1.0]], ['2, k, 8', [-0.145849, 0.304996, 1.0]], ['2, k, 9', [0.0224403, 0.175875, 1.0]], ['2, k, 10', [0.0546864, 0.0983317, 1.0]], ['2, k, 11', [0.0690577, 0.0518459, 1.0]], ['2, k, 12', [-0.367878, -0.2325, 1.0]], ['2, k, 13', [-0.404235, -0.636019, 1.0]], ['2, k, 14', [-0.415218, -1.00228, 1.0]], ['2, k, 15', [-0.407778, -1.05524, 1.0]], ['2, k, 16', [-0.201108, -0.222509, 1.0]], ['2, k, 17', [-0.161052, -0.640717, 1.0]], ['2, k, 18', [-0.146591, -1.01189, 1.0]], ['2, k, 19', [-0.130649, -1.06896, 1.0]], ['2, k, 20', [-0.308719, 0.302569, 1.0]], ['2, k, 21', [-0.442424, -0.0357934, 1.0]], ['2, k, 22', [-0.491285, -0.0101469, 1.0]], ['2, k, 23', [0.0741783, 0.0415511, 1.0]], ['2, k, 24', [-0.0122198, 0.0278785, 1.0]]]
[['2, k, 0', [-0.288174, -0.233693, 1.0]], ['2, k, 1', [-0.301301, 0.075617, 1.0]], ['2, k, 2', [-0.312548, 0.372416, 1.0]], ['2, k, 3', [-0.350793, 0.51678, 1.0]], ['2, k, 4', [-0.486348, 0.273243, 1.0]], ['2, k, 5', [-0.584022, 0.0754431, 1.0]], ['2, k, 6', [-0.546676, -0.0441734, 1.0]], ['2, k, 7', [-0.526414, -0.0706418, 1.0]], ['2, k, 8', [-0.144593, 0.296408, 1.0]], ['2, k, 9', [0.0271187, 0.167549, 1.0]], ['2, k, 10', [0.0507416, 0.0281418, 1.0]], ['2, k, 11', [0.0675663, 0.00524745, 1.0]], ['2, k, 12', [-0.367233, -0.235501, 1.0]], ['2, k, 13', [-0.403498, -0.635054, 1.0]], ['2, k, 14', [-0.414385, -1.00066, 1.0]], ['2, k, 15', [-0.407775, -1.05535, 1.0]], ['2, k, 16', [-0.200775, -0.225157, 1.0]], ['2, k, 17', [-0.160388, -0.639778, 1.0]], ['2, k, 18', [-0.146934, -1.01479, 1.0]], ['2, k, 19', [-0.130723, -1.06914, 1.0]], ['2, k, 20', [-0.309572, 0.299633, 1.0]], ['2, k, 21', [-0.492494, -0.0950288, 1.0]], ['2, k, 22', [-0.468201, -0.0706866, 1.0]], ['2, k, 23', [0.0798894, -0.00288947, 1.0]], ['2, k, 24', [-0.00909674, -0.0107125, 1.0]]]
[['2, k, 0', [-0.2867, -0.23422, 1.0]], ['2, k, 1', [-0.301026, 0.0746123, 1.0]], ['2, k, 2', [-0.312989, 0.370001, 1.0]], ['2, k, 3', [-0.352277, 0.514272, 1.0]], ['2, k, 4', [-0.491052, 0.268284, 1.0]], ['2, k, 5', [-0.583277, 0.0615711, 1.0]], ['2, k, 6', [-0.54986, -0.0790381, 1.0]], ['2, k, 7', [-0.531462, -0.107272, 1.0]], ['2, k, 8', [-0.142822, 0.295889, 1.0]], ['2, k, 9', [0.0313534, 0.161709, 1.0]], ['2, k, 10', [0.0495891, -0.00631567, 1.0]], ['2, k, 11', [0.0661866, -0.0370917, 1.0]], ['2, k, 12', [-0.365336, -0.236158, 1.0]], ['2, k, 13', [-0.402212, -0.635257, 1.0]], ['2, k, 14', [-0.414472, -1.00068, 1.0]], ['2, k, 15', [-0.407794, -1.05589, 1.0]], ['2, k, 16', [-0.199754, -0.225559, 1.0]], ['2, k, 17', [-0.159492, -0.632605, 1.0]], ['2, k, 18', [-0.146521, -1.01342, 1.0]], ['2, k, 19', [-0.130214, -1.06902, 1.0]], ['2, k, 20', [-0.309879, 0.297455, 1.0]], ['2, k, 21', [-0.49586, -0.137994, 1.0]], ['2, k, 22', [-0.476565, -0.106213, 1.0]], ['2, k, 23', [0.0759689, -0.0516711, 1.0]], ['2, k, 24', [-0.0145977, -0.0533928, 1.0]]]
[['2, k, 0', [-0.28613, -0.234597, 1.0]], ['2, k, 1', [-0.30092, 0.0733717, 1.0]], ['2, k, 2', [-0.313489, 0.367834, 1.0]], ['2, k, 3', [-0.352989, 0.51118, 1.0]], ['2, k, 4', [-0.493728, 0.265949, 1.0]], ['2, k, 5', [-0.59429, 0.0656069, 1.0]], ['2, k, 6', [-0.544202, -0.141298, 1.0]], ['2, k, 7', [-0.513742, -0.160121, 1.0]], ['2, k, 8', [-0.141268, 0.295645, 1.0]], ['2, k, 9', [0.0124317, 0.110057, 1.0]], ['2, k, 10', [0.0547298, -0.0316936, 1.0]], ['2, k, 11', [0.0563927, -0.073266, 1.0]], ['2, k, 12', [-0.364747, -0.236516, 1.0]], ['2, k, 13', [-0.40082, -0.634291, 1.0]], ['2, k, 14', [-0.414483, -0.999328, 1.0]], ['2, k, 15', [-0.408281, -1.05557, 1.0]], ['2, k, 16', [-0.199255, -0.225945, 1.0]], ['2, k, 17', [-0.159439, -0.632771, 1.0]], ['2, k, 18', [-0.14646, -1.01347, 1.0]], ['2, k, 19', [-0.133697, -1.07202, 1.0]], ['2, k, 20', [-0.310308, 0.295405, 1.0]], ['2, k, 21', [-0.504091, -0.177989, 1.0]], ['2, k, 22', [-0.437643, -0.152615, 1.0]], ['2, k, 23', [0.0342605, -0.0957145, 1.0]], ['2, k, 24', [-0.0465384, -0.102006, 1.0]]]
[['2, k, 0', [-0.286137, -0.235127, 1.0]], ['2, k, 1', [-0.300895, 0.0723006, 1.0]], ['2, k, 2', [-0.313402, 0.365419, 1.0]], ['2, k, 3', [-0.354247, 0.508197, 1.0]], ['2, k, 4', [-0.49419, 0.265183, 1.0]], ['2, k, 5', [-0.585523, 0.0399063, 1.0]], ['2, k, 6', [-0.556292, -0.14644, 1.0]], ['2, k, 7', [-0.521256, -0.188596, 1.0]], ['2, k, 8', [-0.138613, 0.294821, 1.0]], ['2, k, 9', [0.0108128, 0.101899, 1.0]], ['2, k, 10', [0.0594044, -0.0530833, 1.0]], ['2, k, 11', [0.0609926, -0.0996783, 1.0]], ['2, k, 12', [-0.364456, -0.237036, 1.0]], ['2, k, 13', [-0.399959, -0.634931, 1.0]], ['2, k, 14', [-0.414291, -0.997248, 1.0]], ['2, k, 15', [-0.408547, -1.05727, 1.0]], ['2, k, 16', [-0.199563, -0.226479, 1.0]], ['2, k, 17', [-0.159237, -0.632724, 1.0]], ['2, k, 18', [-0.145939, -1.01331, 1.0]], ['2, k, 19', [-0.130568, -1.06902, 1.0]], ['2, k, 20', [-0.310354, 0.293263, 1.0]], ['2, k, 21', [-0.511086, -0.210171, 1.0]], ['2, k, 22', [-0.451505, -0.183389, 1.0]], ['2, k, 23', [0.076381, -0.131643, 1.0]], ['2, k, 24', [-0.0157725, -0.130589, 1.0]]]
