[['2, k, 0', [0.03689994, -0.5565274, 1.0]], ['2, k, 1', [0.05040245, -0.2086812, 1.0]], ['2, k, 2', [0.06659002, 0.1317228, 1.0]], ['2, k, 3', [0.03694735, 0.2602053, 1.0]], ['2, k, 4', [-0.09762368, 0.07443515, 1.0]], ['2, k, 5', [-0.127437, -0.101202, 1.0]], ['2, k, 6', [-0.006877687, -0.1635006, 1.0]], ['2, k, 7', [0.04535663, -0.1977239, 1.0]], ['2, k, 8', [0.2343939, 0.09244376, 1.0]], ['2, k, 9', [0.2758311, -0.0565336, 1.0]], ['2, k, 10', [0.1754708, -0.1383324, 1.0]], ['2, k, 11', [0.1315035, -0.1737155, 1.0]], ['2, k, 12', [-0.07240469, -0.5458193, 1.0]], ['2, k, 13', [-0.150636, -0.2762837, 1.0]], ['2, k, 14', [-0.1194442, -0.6245633, 1.0]], ['2, k, 15', [-0.1183708, -0.6710213, 1.0]], ['2, k, 16', [0.1448232, -0.5468924, 1.0]], ['2, k, 17', [0.21037, -0.267552, 1.0]], ['2, k, 18', [0.1054128, -0.6138802, 1.0]], ['2, k, 19', [0.09413502, -0.6789073, 1.0]], ['2, k, 20', [0.06209975, 0.04751132, 1.0]], ['2, k, 21', [0.03347363, -0.2280863, 1.0]], ['2, k, 22', [0.09830151, -0.175982, 1.0]], ['2, k, 23', [0.07050096, -0.1992231, 1.0]], ['2, k, 24', [0.09308454, -0.1565212, 1.0]]]
[['2, k, 0', [0.005576719, -0.6329688, 1.0]], ['2, k, 1', [0.04218108, -0.2918449, 1.0]], ['2, k, 2', [0.07664612, 0.0370847, 1.0]], ['2, k, 3', [0.03687477, 0.1778219, 1.0]], ['2, k, 4', [-0.09925611, -0.02936875, 1.0]], ['2, k, 5', [-0.09873755, -0.221055, 1.0]], ['2, k, 6', [-0.04036685, -0.05353953, 1.0]], ['2, k, 7', [0.04358818, 0.1399974, 1.0]], ['2, k, 8', [0.2292564, -0.002641387, 1.0]], ['2, k, 9', [0.2367123, 0.07380424, 1.0]], ['2, k, 10', [0.09063092, 0.1041767, 1.0]], ['2, k, 11', [0.04562782, 0.132911, 1.0]], ['2, k, 12', [-0.108601, -0.613146, 1.0]], ['2, k, 13', [-0.1483637, -0.2903309, 1.0]], ['2, k, 14', [-0.1199704, -0.6282059, 1.0]], ['2, k, 15', [-0.1110011, -0.6884094, 1.0]], ['2, k, 16', [0.1190079, -0.6311354, 1.0]], ['2, k, 17', [0.2079839, -0.2764131, 1.0]], ['2, k, 18', [0.1005247, -0.618288, 1.0]], ['2, k, 19', [0.1057739, -0.684082, 1.0]], ['2, k, 20', [0.068212, -0.04391045, 1.0]], ['2, k, 21', [0.04470184, 0.1930945, 1.0]], ['2, k, 22', [0.03909504, 0.1823182, 1.0]], ['2, k, 23', [0.03509891, 0.1613353, 1.0]], ['2, k, 24', [0.06636214, 0.1787742, 1.0]]]
[['2, k, 0', [0.00467799, -0.6347744, 1.0]], ['2, k, 1', [0.04202104, -0.292988, 1.0]], ['2, k, 2', [0.07692792, 0.03664842, 1.0]], ['2, k, 3', [0.03744072, 0.1773917, 1.0]], ['2, k, 4', [-0.09865338, -0.03009071, 1.0]], ['2, k, 5', [-0.03701515, 0.04706649, 1.0]], ['2, k, 6', [0.02328902, 0.1224013, 1.0]], ['2, k, 7', [0.04284073, 0.1409012, 1.0]], ['2, k, 8', [0.2293515, -0.002933384, 1.0]], ['2, k, 9', [0.2371464, 0.07244962, 1.0]], ['2, k, 10', [0.08813126, 0.1208086, 1.0]], ['2, k, 11', [0.04562771, 0.1360598, 1.0]], ['2, k, 12', [-0.1097656, -0.6148475, 1.0]], ['2, k, 13', [-0.1483903, -0.2903099, 1.0]], ['2, k, 14', [-0.1199557, -0.6282055, 1.0]], ['2, k, 15', [-0.1166382, -0.7075195, 1.0]], ['2, k, 16', [0.1186568, -0.6322895, 1.0]], ['2, k, 17', [0.2079459, -0.2763261, 1.0]], ['2, k, 18', [0.1026507, -0.616719, 1.0]], ['2, k, 19', [0.1108195, -0.7071998, 1.0]], ['2, k, 20', [0.06841538, -0.04446224, 1.0]], ['2, k, 21', [0.0416996, 0.1657714, 1.0]], ['2, k, 22', [0.01779605, 0.1863758, 1.0]], ['2, k, 23', [0.03663705, 0.1646517, 1.0]], ['2, k, 24', [0.006701144, 0.1622024, 1.0]]]
[['2, k, 0', [0.004833399, -0.6347985, 1.0]], ['2, k, 1', [0.04218116, -0.2932237, 1.0]], ['2, k, 2', [0.07715867, 0.03629564, 1.0]], ['2, k, 3', [0.03753893, 0.176968, 1.0]], ['2, k, 4', [-0.1021831, -0.03062519, 1.0]], ['2, k, 5', [-0.03910811, 0.04658725, 1.0]], ['2, k, 6', [0.01982491, 0.1155763, 1.0]], ['2, k, 7', [0.04308468, 0.141676, 1.0]], ['2, k, 8', [0.2296197, -0.003244374, 1.0]], ['2, k, 9', [0.2372766, 0.07183146, 1.0]], ['2, k, 10', [0.0939154, 0.07759276, 1.0]], ['2, k, 11', [0.04637143, 0.1297457, 1.0]], ['2, k, 12', [-0.1095679, -0.6149792, 1.0]], ['2, k, 13', [-0.1484009, -0.2902333, 1.0]], ['2, k, 14', [-0.1199565, -0.628087, 1.0]], ['2, k, 15', [-0.1221614, -0.71443, 1.0]], ['2, k, 16', [0.118784, -0.6321616, 1.0]], ['2, k, 17', [0.2081489, -0.2755055, 1.0]], ['2, k, 18', [0.1025383, -0.6162735, 1.0]], ['2, k, 19', [0.1176147, -0.6552734, 1.0]], ['2, k, 20', [0.06862767, -0.04479113, 1.0]], ['2, k, 21', [0.04360447, 0.1661621, 1.0]], ['2, k, 22', [0.01412997, 0.182717, 1.0]], ['2, k, 23', [0.03652353, 0.1649273, 1.0]], ['2, k, 24', [0.01678301, 0.1132405, 1.0]]]
[['2, k, 0', [0.004460806, -0.6355746, 1.0]], ['2, k, 1', [0.04225019, -0.2938627, 1.0]], ['2, k, 2', [0.07764619, 0.03589536, 1.0]], ['2, k, 3', [0.03630674, 0.1757196, 1.0]], ['2, k, 4', [-0.1021871, -0.03451679, 1.0]], ['2, k, 5', [-0.039066, 0.04433275, 1.0]], ['2, k, 6', [0.01283122, 0.1030298, 1.0]], ['2, k, 7', [0.04317117, 0.1418966, 1.0]], ['2, k, 8', [0.2296966, -0.003409692, 1.0]], ['2, k, 9', [0.2375649, 0.07142765, 1.0]], ['2, k, 10', [0.1155851, 0.103086, 1.0]], ['2, k, 11', [0.04468733, 0.1363376, 1.0]], ['2, k, 12', [-0.1099401, -0.6159209, 1.0]], ['2, k, 13', [-0.1484624, -0.2904314, 1.0]], ['2, k, 14', [-0.1201651, -0.6282146, 1.0]], ['2, k, 15', [-0.1166366, -0.7130728, 1.0]], ['2, k, 16', [0.1185084, -0.6325464, 1.0]], ['2, k, 17', [0.2081386, -0.2754645, 1.0]], ['2, k, 18', [0.1023631, -0.6130093, 1.0]], ['2, k, 19', [0.1282694, -0.7238941, 1.0]], ['2, k, 20', [0.06900258, -0.04523366, 1.0]], ['2, k, 21', [0.03757928, 0.1673221, 1.0]], ['2, k, 22', [0.01340346, 0.1809818, 1.0]], ['2, k, 23', [0.03567825, 0.164683, 1.0]], ['2, k, 24', [0.01563, 0.1153019, 1.0]]]
[['2, k, 0', [0.004529289, -0.6353922, 1.0]], ['2, k, 1', [0.04234942, -0.2940719, 1.0]], ['2, k, 2', [0.07784933, 0.03554542, 1.0]], ['2, k, 3', [0.0360991, 0.1748885, 1.0]], ['2, k, 4', [-0.1093734, -0.0369232, 1.0]], ['2, k, 5', [-0.04353844, 0.04246946, 1.0]], ['2, k, 6', [0.01936157, 0.1150514, 1.0]], ['2, k, 7', [0.04377038, 0.1431041, 1.0]], ['2, k, 8', [0.2297538, -0.003582105, 1.0]], ['2, k, 9', [0.237899, 0.07077208, 1.0]], ['2, k, 10', [0.08744013, 0.1222136, 1.0]], ['2, k, 11', [0.04552117, 0.1387455, 1.0]], ['2, k, 12', [-0.1098088, -0.6162592, 1.0]], ['2, k, 13', [-0.1486069, -0.2900349, 1.0]], ['2, k, 14', [-0.1201614, -0.6281635, 1.0]], ['2, k, 15', [-0.1122616, -0.6911519, 1.0]], ['2, k, 16', [0.1184681, -0.6303993, 1.0]], ['2, k, 17', [0.2080949, -0.2754066, 1.0]], ['2, k, 18', [0.1017201, -0.6131953, 1.0]], ['2, k, 19', [0.1357014, -0.71995, 1.0]], ['2, k, 20', [0.06917628, -0.04554725, 1.0]], ['2, k, 21', [0.04053819, 0.1678734, 1.0]], ['2, k, 22', [0.02071553, 0.1863657, 1.0]], ['2, k, 23', [0.03365781, 0.162766, 1.0]], ['2, k, 24', [0.01179341, 0.1260201, 1.0]]]
[['2, k, 0', [0.00459476, -0.635065, 1.0]], ['2, k, 1', [0.04243506, -0.2940644, 1.0]], ['2, k, 2', [0.07818734, 0.0353123, 1.0]], ['2, k, 3', [0.03584991, 0.1743042, 1.0]], ['2, k, 4', [-0.08765803, -0.04067862, 1.0]], ['2, k, 5', [-0.02892425, 0.04309524, 1.0]], ['2, k, 6', [0.01730579, 0.1052106, 1.0]], ['2, k, 7', [0.04333092, 0.1404647, 1.0]], ['2, k, 8', [0.2298636, -0.003661564, 1.0]], ['2, k, 9', [0.2380786, 0.07066554, 1.0]], ['2, k, 10', [0.1178708, 0.0999891, 1.0]], ['2, k, 11', [0.04479594, 0.1367081, 1.0]], ['2, k, 12', [-0.1082648, -0.6135137, 1.0]], ['2, k, 13', [-0.1486281, -0.2900307, 1.0]], ['2, k, 14', [-0.1203127, -0.6283659, 1.0]], ['2, k, 15', [-0.1117912, -0.6874969, 1.0]], ['2, k, 16', [0.117362, -0.6308566, 1.0]], ['2, k, 17', [0.2081104, -0.2752632, 1.0]], ['2, k, 18', [0.1018685, -0.611806, 1.0]], ['2, k, 19', [0.1103183, -0.6719518, 1.0]], ['2, k, 20', [0.06943423, -0.04570171, 1.0]], ['2, k, 21', [0.03716702, 0.1673943, 1.0]], ['2, k, 22', [0.0195107, 0.1840302, 1.0]], ['2, k, 23', [0.03447215, 0.168988, 1.0]], ['2, k, 24', [0.01445071, 0.116314, 1.0]]]
[['2, k, 0', [0.004477347, -0.6352627, 1.0]], ['2, k, 1', [0.04244797, -0.2942644, 1.0]], ['2, k, 2', [0.07835621, 0.03520379, 1.0]], ['2, k, 3', [0.03696431, 0.1746233, 1.0]], ['2, k, 4', [-0.09625375, -0.042952, 1.0]], ['2, k, 5', [-0.03448433, 0.04054886, 1.0]], ['2, k, 6', [0.01549298, 0.1035349, 1.0]], ['2, k, 7', [0.04273435, 0.1390621, 1.0]], ['2, k, 8', [0.2297421, -0.003768948, 1.0]], ['2, k, 9', [0.2368804, 0.06920729, 1.0]], ['2, k, 10', [0.08836782, 0.1216996, 1.0]], ['2, k, 11', [0.0445883, 0.1374008, 1.0]], ['2, k, 12', [-0.108805, -0.6152765, 1.0]], ['2, k, 13', [-0.1486288, -0.2900473, 1.0]], ['2, k, 14', [-0.1203502, -0.6284532, 1.0]], ['2, k, 15', [-0.1117335, -0.6873613, 1.0]], ['2, k, 16', [0.1172317, -0.6308045, 1.0]], ['2, k, 17', [0.208127, -0.275093, 1.0]], ['2, k, 18', [0.101466, -0.6119869, 1.0]], ['2, k, 19', [0.1160889, -0.6533203, 1.0]], ['2, k, 20', [0.06956682, -0.04583732, 1.0]], ['2, k, 21', [0.04147412, 0.1667915, 1.0]], ['2, k, 22', [0.02234018, 0.1847714, 1.0]], ['2, k, 23', [0.03427166, 0.1687805, 1.0]], ['2, k, 24', [0.05320426, 0.08832894, 1.0]]]
[['2, k, 0', [0.003568599, -0.6359524, 1.0]], ['2, k, 1', [0.04256121, -0.2947633, 1.0]], ['2, k, 2', [0.07963813, 0.03459285, 1.0]], ['2, k, 3', [0.03772939, 0.1738425, 1.0]], ['2, k, 4', [-0.09789609, -0.04379763, 1.0]], ['2, k, 5', [-0.03575194, 0.03925168, 1.0]], ['2, k, 6', [0.01594883, 0.102943, 1.0]], ['2, k, 7', [0.04151308, 0.1355777, 1.0]], ['2, k, 8', [0.2310479, -0.007202448, 1.0]], ['2, k, 9', [0.2369473, 0.06814171, 1.0]], ['2, k, 10', [0.09169383, 0.1078648, 1.0]], ['2, k, 11', [0.04406643, 0.1331377, 1.0]], ['2, k, 12', [-0.1098738, -0.6159347, 1.0]], ['2, k, 13', [-0.1486893, -0.2901138, 1.0]], ['2, k, 14', [-0.119723, -0.6287787, 1.0]], ['2, k, 15', [-0.1209231, -0.6980724, 1.0]], ['2, k, 16', [0.1166376, -0.631656, 1.0]], ['2, k, 17', [0.2065825, -0.2824965, 1.0]], ['2, k, 18', [0.09148469, -0.6264622, 1.0]], ['2, k, 19', [0.1067934, -0.738407, 1.0]], ['2, k, 20', [0.0704438, -0.04640564, 1.0]], ['2, k, 21', [0.03963492, 0.162026, 1.0]], ['2, k, 22', [0.03019864, 0.1848104, 1.0]], ['2, k, 23', [0.03110738, 0.1627189, 1.0]], ['2, k, 24', [0.05265568, 0.08660094, 1.0]]]
[['2, k, 0', [0.003369421, -0.6360514, 1.0]], ['2, k, 1', [0.04247278, -0.2949528, 1.0]], ['2, k, 2', [0.07967111, 0.03439828, 1.0]], ['2, k, 3', [0.03794581, 0.1735966, 1.0]], ['2, k, 4', [-0.103994, 0.00975756, 1.0]], ['2, k, 5', [-0.159159, -0.1755619, 1.0]], ['2, k, 6', [-0.08115952, -0.04965893, 1.0]], ['2, k, 7', [0.04030826, 0.1305809, 1.0]], ['2, k, 8', [0.2308739, -0.007422285, 1.0]], ['2, k, 9', [0.2365482, 0.06605907, 1.0]], ['2, k, 10', [0.0904111, 0.1087196, 1.0]], ['2, k, 11', [0.04321968, 0.1277939, 1.0]], ['2, k, 12', [-0.1104138, -0.615656, 1.0]], ['2, k, 13', [-0.1487164, -0.2900461, 1.0]], ['2, k, 14', [-0.1196464, -0.6287014, 1.0]], ['2, k, 15', [-0.1178461, -0.6907283, 1.0]], ['2, k, 16', [0.1164729, -0.6327852, 1.0]], ['2, k, 17', [0.206688, -0.2806315, 1.0]], ['2, k, 18', [0.08465286, -0.6271285, 1.0]], ['2, k, 19', [0.1295402, -0.7310988, 1.0]], ['2, k, 20', [0.07045581, -0.04660662, 1.0]], ['2, k, 21', [0.04006733, 0.1687296, 1.0]], ['2, k, 22', [0.01494433, 0.1746786, 1.0]], ['2, k, 23', [0.0302328, 0.1553301, 1.0]], ['2, k, 24', [0.05216141, 0.07734109, 1.0]]]
[['2, k, 0', [-0.0004014976, -0.631595, 1.0]], ['2, k, 1', [0.04136317, -0.2944383, 1.0]], ['2, k, 2', [0.07936139, 0.03379605, 1.0]], ['2, k, 3', [0.03901378, 0.1734207, 1.0]], ['2, k, 4', [-0.1021016, 0.07148987, 1.0]], ['2, k, 5', [-0.03442106, 0.1040685, 1.0]], ['2, k, 6', [0.01176167, 0.1012512, 1.0]], ['2, k, 7', [0.03930359, 0.1211393, 1.0]], ['2, k, 8', [0.2309881, -0.007815469, 1.0]], ['2, k, 9', [0.2356478, 0.06015868, 1.0]], ['2, k, 10', [0.08744188, 0.1056006, 1.0]], ['2, k, 11', [0.04196497, 0.1189518, 1.0]], ['2, k, 12', [-0.1142131, -0.5966067, 1.0]], ['2, k, 13', [-0.1494864, -0.2850005, 1.0]], ['2, k, 14', [-0.1197234, -0.6285319, 1.0]], ['2, k, 15', [-0.1159674, -0.6861772, 1.0]], ['2, k, 16', [0.1058486, -0.6353129, 1.0]], ['2, k, 17', [0.2065622, -0.2831974, 1.0]], ['2, k, 18', [0.09460216, -0.6174135, 1.0]], ['2, k, 19', [0.1279605, -0.7266591, 1.0]], ['2, k, 20', [0.07009211, -0.04693013, 1.0]], ['2, k, 21', [0.03545608, 0.1372316, 1.0]], ['2, k, 22', [0.0225825, 0.1667603, 1.0]], ['2, k, 23', [0.03010507, 0.1399253, 1.0]], ['2, k, 24', [0.01500585, 0.09356739, 1.0]]]
[['2, k, 0', [-0.003398906, -0.6316828, 1.0]], ['2, k, 1', [0.04014922, -0.2951291, 1.0]], ['2, k, 2', [0.07935056, 0.03212552, 1.0]], ['2, k, 3', [0.04037469, 0.1720033, 1.0]], ['2, k, 4', [-0.1020993, 0.07158325, 1.0]], ['2, k, 5', [-0.1408454, -0.1212249, 1.0]], ['2, k, 6', [-0.06059277, -0.01140979, 1.0]], ['2, k, 7', [0.03923403, 0.1094995, 1.0]], ['2, k, 8', [0.2312973, -0.009924275, 1.0]], ['2, k, 9', [0.2429143, 0.05408399, 1.0]], ['2, k, 10', [0.08425552, 0.09477971, 1.0]], ['2, k, 11', [0.0408838, 0.1039113, 1.0]], ['2, k, 12', [-0.1162663, -0.5970566, 1.0]], ['2, k, 13', [-0.1494766, -0.2857751, 1.0]], ['2, k, 14', [-0.1199614, -0.6284365, 1.0]], ['2, k, 15', [-0.1161134, -0.6863377, 1.0]], ['2, k, 16', [0.1044917, -0.6366298, 1.0]], ['2, k, 17', [0.1995787, -0.3034937, 1.0]], ['2, k, 18', [0.0916732, -0.6164549, 1.0]], ['2, k, 19', [0.1166395, -0.7273108, 1.0]], ['2, k, 20', [0.06978764, -0.04826258, 1.0]], ['2, k, 21', [0.03951957, 0.1508314, 1.0]], ['2, k, 22', [0.0284203, 0.151824, 1.0]], ['2, k, 23', [0.0287977, 0.1209419, 1.0]], ['2, k, 24', [0.007417228, 0.08517583, 1.0]]]
[['2, k, 0', [-0.006622022, -0.6342642, 1.0]], ['2, k, 1', [0.03937513, -0.2980317, 1.0]], ['2, k, 2', [0.08189385, 0.02668245, 1.0]], ['2, k, 3', [0.04342807, 0.1667993, 1.0]], ['2, k, 4', [-0.1014805, 0.07054193, 1.0]], ['2, k, 5', [-0.03302123, 0.08451974, 1.0]], ['2, k, 6', [0.01634618, 0.07052673, 1.0]], ['2, k, 7', [0.03721128, 0.08363744, 1.0]], ['2, k, 8', [0.2323103, -0.01416228, 1.0]], ['2, k, 9', [0.2396146, 0.04730961, 1.0]], ['2, k, 10', [0.1053932, 0.04955526, 1.0]], ['2, k, 11', [0.0387845, 0.08017921, 1.0]], ['2, k, 12', [-0.1190009, -0.5994821, 1.0]], ['2, k, 13', [-0.1493262, -0.2872124, 1.0]], ['2, k, 14', [-0.1203163, -0.6284071, 1.0]], ['2, k, 15', [-0.117313, -0.6713437, 1.0]], ['2, k, 16', [0.10198, -0.641923, 1.0]], ['2, k, 17', [0.2053958, -0.2889312, 1.0]], ['2, k, 18', [0.09491866, -0.6140007, 1.0]], ['2, k, 19', [0.1170046, -0.7255038, 1.0]], ['2, k, 20', [0.07126376, -0.05294774, 1.0]], ['2, k, 21', [0.03251611, 0.09562793, 1.0]], ['2, k, 22', [0.03211288, 0.1347859, 1.0]], ['2, k, 23', [0.02998226, 0.09623107, 1.0]], ['2, k, 24', [0.007760546, 0.06026188, 1.0]]]
[['2, k, 0', [-0.01318926, -0.6331999, 1.0]], ['2, k, 1', [0.03934707, -0.2995403, 1.0]], ['2, k, 2', [0.0926208, 0.01675222, 1.0]], ['2, k, 3', [0.04976955, 0.1566289, 1.0]], ['2, k, 4', [-0.09909257, 0.06804257, 1.0]], ['2, k, 5', [-0.03096129, 0.07521977, 1.0]], ['2, k, 6', [0.00813738, 0.04413815, 1.0]], ['2, k, 7', [0.03617466, 0.06427252, 1.0]], ['2, k, 8', [0.2329672, -0.02030258, 1.0]], ['2, k, 9', [0.2381377, 0.04167418, 1.0]], ['2, k, 10', [0.1044772, 0.04821854, 1.0]], ['2, k, 11', [0.03752121, 0.06607416, 1.0]], ['2, k, 12', [-0.123837, -0.5998963, 1.0]], ['2, k, 13', [-0.1492491, -0.2899484, 1.0]], ['2, k, 14', [-0.1203445, -0.6285155, 1.0]], ['2, k, 15', [-0.1170454, -0.668092, 1.0]], ['2, k, 16', [0.09281573, -0.6405602, 1.0]], ['2, k, 17', [0.2055687, -0.2890213, 1.0]], ['2, k, 18', [0.09809478, -0.6162414, 1.0]], ['2, k, 19', [0.1191326, -0.7245106, 1.0]], ['2, k, 20', [0.0780323, -0.06022191, 1.0]], ['2, k, 21', [0.04083949, 0.07763541, 1.0]], ['2, k, 22', [0.03256591, 0.1145697, 1.0]], ['2, k, 23', [0.02770526, 0.07198479, 1.0]], ['2, k, 24', [0.005341028, 0.04154486, 1.0]]]
[['2, k, 0', [-0.007805139, -0.6025026, 1.0]], ['2, k, 1', [0.02439118, -0.2424093, 1.0]], ['2, k, 2', [0.05496342, 0.104619, 1.0]], ['2, k, 3', [0.02139479, 0.2463294, 1.0]], ['2, k, 4', [-0.1002736, 0.06375701, 1.0]], ['2, k, 5', [-0.03328235, 0.05708415, 1.0]], ['2, k, 6', [0.01934717, 0.04367258, 1.0]], ['2, k, 7', [0.03394845, 0.042571, 1.0]], ['2, k, 8', [0.2492533, -0.05043016, 1.0]], ['2, k, 9', [0.2360177, 0.02430423, 1.0]], ['2, k, 10', [0.1064389, 0.03654436, 1.0]], ['2, k, 11', [0.03632273, 0.04640584, 1.0]], ['2, k, 12', [-0.1250904, -0.5828612, 1.0]], ['2, k, 13', [-0.1491684, -0.292039, 1.0]], ['2, k, 14', [-0.1203642, -0.6285083, 1.0]], ['2, k, 15', [-0.1170717, -0.666444, 1.0]], ['2, k, 16', [0.1107989, -0.5963553, 1.0]], ['2, k, 17', [0.2058578, -0.28946, 1.0]], ['2, k, 18', [0.0987151, -0.6159638, 1.0]], ['2, k, 19', [0.1193928, -0.7201089, 1.0]], ['2, k, 20', [0.04748645, 0.0192141, 1.0]], ['2, k, 21', [0.03761547, 0.0447592, 1.0]], ['2, k, 22', [0.02328395, 0.08660289, 1.0]], ['2, k, 23', [0.02852103, 0.05734342, 1.0]], ['2, k, 24', [0.007324041, 0.01723093, 1.0]]]
[['2, k, 0', [-0.002821692, -0.5928236, 1.0]], ['2, k, 1', [0.02547197, -0.2379503, 1.0]], ['2, k, 2', [0.05420498, 0.1071501, 1.0]], ['2, k, 3', [0.0230746, 0.2403862, 1.0]], ['2, k, 4', [-0.09937738, 0.06186767, 1.0]], ['2, k, 5', [-0.1072466, -0.1737831, 1.0]], ['2, k, 6', [-0.01915832, -0.04808896, 1.0]], ['2, k, 7', [0.03209556, 0.003892873, 1.0]], ['2, k, 8', [0.2296628, 0.03731786, 1.0]], ['2, k, 9', [0.2316035, 0.01775285, 1.0]], ['2, k, 10', [0.07380068, 0.007879905, 1.0]], ['2, k, 11', [0.03365223, 0.01155118, 1.0]], ['2, k, 12', [-0.1160369, -0.5741479, 1.0]], ['2, k, 13', [-0.1493337, -0.2925696, 1.0]], ['2, k, 14', [-0.120303, -0.6282824, 1.0]], ['2, k, 15', [-0.1200819, -0.6694747, 1.0]], ['2, k, 16', [0.1155622, -0.5772277, 1.0]], ['2, k, 17', [0.207416, -0.2898898, 1.0]], ['2, k, 18', [0.0994454, -0.6169024, 1.0]], ['2, k, 19', [0.113758, -0.6678374, 1.0]], ['2, k, 20', [0.04711299, 0.02210309, 1.0]], ['2, k, 21', [0.03633894, 0.03425739, 1.0]], ['2, k, 22', [0.03633675, 0.06234997, 1.0]], ['2, k, 23', [0.02405738, 0.02020804, 1.0]], ['2, k, 24', [0.00106572, -0.0145206, 1.0]]]
[['2, k, 0', [0.02487696, -0.5692368, 1.0]], ['2, k, 1', [0.03268792, -0.2317134, 1.0]], ['2, k, 2', [0.05402666, 0.1070745, 1.0]], ['2, k, 3', [0.02445696, 0.2335129, 1.0]], ['2, k, 4', [-0.09830984, 0.05931859, 1.0]], ['2, k, 5', [-0.1060626, -0.1702556, 1.0]], ['2, k, 6', [-0.02556444, -0.06047002, 1.0]], ['2, k, 7', [0.02837531, -0.02481635, 1.0]], ['2, k, 8', [0.2079119, 0.1284511, 1.0]], ['2, k, 9', [0.2431274, 0.005774838, 1.0]], ['2, k, 10', [0.07334506, -0.009627661, 1.0]], ['2, k, 11', [0.03138303, -0.01530643, 1.0]], ['2, k, 12', [-0.07833563, -0.5631977, 1.0]], ['2, k, 13', [-0.1497031, -0.2933248, 1.0]], ['2, k, 14', [-0.1203262, -0.6282262, 1.0]], ['2, k, 15', [-0.1193026, -0.667918, 1.0]], ['2, k, 16', [0.1330584, -0.5481239, 1.0]], ['2, k, 17', [0.2088995, -0.2844875, 1.0]], ['2, k, 18', [0.101165, -0.6168615, 1.0]], ['2, k, 19', [0.1006241, -0.6689475, 1.0]], ['2, k, 20', [0.04757551, 0.0225899, 1.0]], ['2, k, 21', [0.03366906, -0.007605328, 1.0]], ['2, k, 22', [0.02719817, 0.02635071, 1.0]], ['2, k, 23', [0.019835, -0.01247901, 1.0]], ['2, k, 24', [-0.006090509, -0.04100383, 1.0]]]
[['2, k, 0', [0.02827464, -0.5681832, 1.0]], ['2, k, 1', [0.03708383, -0.2308762, 1.0]], ['2, k, 2', [0.05453961, 0.1041986, 1.0]], ['2, k, 3', [0.02409617, 0.2268205, 1.0]], ['2, k, 4', [-0.0973507, 0.05634952, 1.0]], ['2, k, 5', [-0.1019399, -0.1679344, 1.0]], ['2, k, 6', [-0.009333057, -0.09564353, 1.0]], ['2, k, 7', [0.02311334, -0.07313546, 1.0]], ['2, k, 8', [0.2078048, 0.1280112, 1.0]], ['2, k, 9', [0.2313738, -0.01537911, 1.0]], ['2, k, 10', [0.07898256, -0.04798136, 1.0]], ['2, k, 11', [0.02868389, -0.05793854, 1.0]], ['2, k, 12', [-0.07224073, -0.561042, 1.0]], ['2, k, 13', [-0.1500234, -0.2932872, 1.0]], ['2, k, 14', [-0.1203581, -0.6283486, 1.0]], ['2, k, 15', [-0.1194202, -0.6667072, 1.0]], ['2, k, 16', [0.1358087, -0.5490474, 1.0]], ['2, k, 17', [0.2082728, -0.2857932, 1.0]], ['2, k, 18', [0.1006598, -0.6149568, 1.0]], ['2, k, 19', [0.1151078, -0.7140881, 1.0]], ['2, k, 20', [0.04913094, 0.02111122, 1.0]], ['2, k, 21', [0.02837592, -0.05306926, 1.0]], ['2, k, 22', [0.0605309, -0.05521736, 1.0]], ['2, k, 23', [0.01678888, -0.0607852, 1.0]], ['2, k, 24', [-0.006164257, -0.08887713, 1.0]]]
[['2, k, 0', [0.03025505, -0.5690148, 1.0]], ['2, k, 1', [0.03870704, -0.2310616, 1.0]], ['2, k, 2', [0.05470233, 0.1026314, 1.0]], ['2, k, 3', [0.02419212, 0.2244371, 1.0]], ['2, k, 4', [-0.09661803, 0.05477381, 1.0]], ['2, k, 5', [-0.1207452, -0.1168709, 1.0]], ['2, k, 6', [-0.009153248, -0.09555503, 1.0]], ['2, k, 7', [0.02114544, -0.09470803, 1.0]], ['2, k, 8', [0.2078302, 0.1256354, 1.0]], ['2, k, 9', [0.230866, -0.02252812, 1.0]], ['2, k, 10', [0.0721577, -0.1065038, 1.0]], ['2, k, 11', [0.02869761, -0.1015786, 1.0]], ['2, k, 12', [-0.07199086, -0.5623726, 1.0]], ['2, k, 13', [-0.15023, -0.2939854, 1.0]], ['2, k, 14', [-0.1204536, -0.6284724, 1.0]], ['2, k, 15', [-0.1201333, -0.6715227, 1.0]], ['2, k, 16', [0.1375146, -0.5504338, 1.0]], ['2, k, 17', [0.2083009, -0.2840668, 1.0]], ['2, k, 18', [0.1004546, -0.6155568, 1.0]], ['2, k, 19', [0.1351529, -0.7229748, 1.0]], ['2, k, 20', [0.04992047, 0.02014348, 1.0]], ['2, k, 21', [0.03035636, -0.1080368, 1.0]], ['2, k, 22', [0.04655729, -0.06046727, 1.0]], ['2, k, 23', [0.01777729, -0.1136025, 1.0]], ['2, k, 24', [-0.001525511, -0.141064, 1.0]]]
