[['2, k, 0', [0.1786002, -0.003959851, 1.0]], ['2, k, 1', [0.1883835, 0.3053679, 1.0]], ['2, k, 2', [0.1977158, 0.6040104, 1.0]], ['2, k, 3', [0.208048, 0.7446001, 1.0]], ['2, k, 4', [0.01594483, 0.4989113, 1.0]], ['2, k, 5', [-0.03344714, 0.2402761, 1.0]], ['2, k, 6', [-0.04281221, 0.01100751, 1.0]], ['2, k, 7', [-0.02194214, -0.04284829, 1.0]], ['2, k, 8', [0.3736969, 0.4849156, 1.0]], ['2, k, 9', [0.38717, 0.2244914, 1.0]], ['2, k, 10', [0.3867346, -0.008337235, 1.0]], ['2, k, 11', [0.3712932, -0.08692362, 1.0]], ['2, k, 12', [0.09636349, -0.0009834095, 1.0]], ['2, k, 13', [0.07618845, -0.3264109, 1.0]], ['2, k, 14', [0.1030239, -0.6398204, 1.0]], ['2, k, 15', [0.06040762, -0.7175391, 1.0]], ['2, k, 16', [0.2556226, -0.006832028, 1.0]], ['2, k, 17', [0.2460845, -0.3459694, 1.0]], ['2, k, 18', [0.227444, -0.6556442, 1.0]], ['2, k, 19', [0.2081582, -0.7303479, 1.0]], ['2, k, 20', [0.1955569, 0.5308628, 1.0]], ['2, k, 21', [-0.0217257, -0.1194355, 1.0]], ['2, k, 22', [-0.05008615, -0.07489613, 1.0]], ['2, k, 23', [0.3629202, -0.1637452, 1.0]], ['2, k, 24', [0.404184, -0.1010247, 1.0]]]
[['2, k, 0', [0.200286, -0.01690997, 1.0]], ['2, k, 1', [0.2326591, 0.2997122, 1.0]], ['2, k, 2', [0.2619651, 0.6055989, 1.0]], ['2, k, 3', [0.2751372, 0.7442607, 1.0]], ['2, k, 4', [0.08067302, 0.4963925, 1.0]], ['2, k, 5', [0.01662581, 0.2371711, 1.0]], ['2, k, 6', [-0.04178848, -0.005976128, 1.0]], ['2, k, 7', [-0.03570453, -0.05137504, 1.0]], ['2, k, 8', [0.4324111, 0.4679107, 1.0]], ['2, k, 9', [0.4526605, 0.2063625, 1.0]], ['2, k, 10', [0.4529032, -0.02443298, 1.0]], ['2, k, 11', [0.4379213, -0.1031098, 1.0]], ['2, k, 12', [0.1178004, -0.01022985, 1.0]], ['2, k, 13', [-0.06878828, -0.3402284, 1.0]], ['2, k, 14', [-0.2398494, -0.6421716, 1.0]], ['2, k, 15', [-0.2411911, -0.6947818, 1.0]], ['2, k, 16', [0.2764498, -0.02335755, 1.0]], ['2, k, 17', [0.2655084, -0.3274465, 1.0]], ['2, k, 18', [0.230154, -0.6360331, 1.0]], ['2, k, 19', [0.2173086, -0.7190425, 1.0]], ['2, k, 20', [0.2547764, 0.5306329, 1.0]], ['2, k, 21', [-0.05189629, -0.1126156, 1.0]], ['2, k, 22', [-0.07772747, -0.05960519, 1.0]], ['2, k, 23', [0.4333949, -0.1739962, 1.0]], ['2, k, 24', [0.4684989, -0.1145899, 1.0]]]
[['2, k, 0', [0.1990743, -0.01695151, 1.0]], ['2, k, 1', [0.2318784, 0.2996779, 1.0]], ['2, k, 2', [0.2616598, 0.6055837, 1.0]], ['2, k, 3', [0.2742583, 0.7443591, 1.0]], ['2, k, 4', [0.07988303, 0.4964628, 1.0]], ['2, k, 5', [0.01531386, 0.2370642, 1.0]], ['2, k, 6', [-0.04407086, -0.007995008, 1.0]], ['2, k, 7', [-0.0369525, -0.05178974, 1.0]], ['2, k, 8', [0.4311857, 0.4678123, 1.0]], ['2, k, 9', [0.451747, 0.2069693, 1.0]], ['2, k, 10', [0.4509359, -0.02582705, 1.0]], ['2, k, 11', [0.4348169, -0.1053265, 1.0]], ['2, k, 12', [0.1165111, -0.01026648, 1.0]], ['2, k, 13', [-0.07204201, -0.3403579, 1.0]], ['2, k, 14', [-0.2440598, -0.6455155, 1.0]], ['2, k, 15', [-0.2455381, -0.6980803, 1.0]], ['2, k, 16', [0.2753513, -0.02335928, 1.0]], ['2, k, 17', [0.2641166, -0.3270755, 1.0]], ['2, k, 18', [0.2302337, -0.6359804, 1.0]], ['2, k, 19', [0.2182744, -0.7191002, 1.0]], ['2, k, 20', [0.2544028, 0.5306152, 1.0]], ['2, k, 21', [-0.05262684, -0.1125254, 1.0]], ['2, k, 22', [-0.07539819, -0.05745962, 1.0]], ['2, k, 23', [0.4288916, -0.1745204, 1.0]], ['2, k, 24', [0.4562083, -0.1101693, 1.0]]]
[['2, k, 0', [0.1990326, -0.01695683, 1.0]], ['2, k, 1', [0.2311635, 0.2995823, 1.0]], ['2, k, 2', [0.2598754, 0.60534, 1.0]], ['2, k, 3', [0.2732224, 0.744067, 1.0]], ['2, k, 4', [0.07904446, 0.4964182, 1.0]], ['2, k, 5', [0.01421279, 0.2373723, 1.0]], ['2, k, 6', [-0.04501834, -0.006309175, 1.0]], ['2, k, 7', [-0.03673873, -0.04943759, 1.0]], ['2, k, 8', [0.4305419, 0.4679091, 1.0]], ['2, k, 9', [0.4506146, 0.2072184, 1.0]], ['2, k, 10', [0.4499004, -0.02544518, 1.0]], ['2, k, 11', [0.4325155, -0.1049111, 1.0]], ['2, k, 12', [0.1164638, -0.01027455, 1.0]], ['2, k, 13', [-0.07204805, -0.3399618, 1.0]], ['2, k, 14', [-0.2443257, -0.6448806, 1.0]], ['2, k, 15', [-0.2456878, -0.6975359, 1.0]], ['2, k, 16', [0.2753398, -0.02334089, 1.0]], ['2, k, 17', [0.2640651, -0.3270853, 1.0]], ['2, k, 18', [0.2301954, -0.6358739, 1.0]], ['2, k, 19', [0.2185649, -0.7190145, 1.0]], ['2, k, 20', [0.2529662, 0.5304173, 1.0]], ['2, k, 21', [-0.05135315, -0.1112252, 1.0]], ['2, k, 22', [-0.07578287, -0.05025791, 1.0]], ['2, k, 23', [0.425272, -0.1737665, 1.0]], ['2, k, 24', [0.4557976, -0.09922632, 1.0]]]
[['2, k, 0', [0.199011, -0.01701839, 1.0]], ['2, k, 1', [0.2308806, 0.2993133, 1.0]], ['2, k, 2', [0.2593077, 0.6048248, 1.0]], ['2, k, 3', [0.2721934, 0.7440816, 1.0]], ['2, k, 4', [0.07794402, 0.4962872, 1.0]], ['2, k, 5', [0.0130082, 0.2374544, 1.0]], ['2, k, 6', [-0.04513646, 0.0319872, 1.0]], ['2, k, 7', [-0.03763804, -0.04097977, 1.0]], ['2, k, 8', [0.4300292, 0.4677383, 1.0]], ['2, k, 9', [0.4494859, 0.2079578, 1.0]], ['2, k, 10', [0.4469954, -0.0268647, 1.0]], ['2, k, 11', [0.429566, -0.1043631, 1.0]], ['2, k, 12', [0.116287, -0.01054181, 1.0]], ['2, k, 13', [-0.07238464, -0.3399011, 1.0]], ['2, k, 14', [-0.2452849, -0.6448311, 1.0]], ['2, k, 15', [-0.2463779, -0.6975402, 1.0]], ['2, k, 16', [0.2753721, -0.02333596, 1.0]], ['2, k, 17', [0.2638097, -0.3268495, 1.0]], ['2, k, 18', [0.230193, -0.635686, 1.0]], ['2, k, 19', [0.2183912, -0.7186199, 1.0]], ['2, k, 20', [0.2524856, 0.5299666, 1.0]], ['2, k, 21', [-0.05330896, -0.1110932, 1.0]], ['2, k, 22', [-0.07374234, -0.0338866, 1.0]], ['2, k, 23', [0.4251852, -0.173362, 1.0]], ['2, k, 24', [0.4555714, -0.1099198, 1.0]]]
[['2, k, 0', [0.1971155, -0.01683022, 1.0]], ['2, k, 1', [0.2291169, 0.2993495, 1.0]], ['2, k, 2', [0.2580735, 0.6047665, 1.0]], ['2, k, 3', [0.2714894, 0.7442448, 1.0]], ['2, k, 4', [0.07717834, 0.4965696, 1.0]], ['2, k, 5', [0.01225832, 0.2371045, 1.0]], ['2, k, 6', [-0.0442399, -0.002991475, 1.0]], ['2, k, 7', [-0.03748802, -0.04745776, 1.0]], ['2, k, 8', [0.4293469, 0.4677804, 1.0]], ['2, k, 9', [0.4480526, 0.2089234, 1.0]], ['2, k, 10', [0.4457192, -0.02566252, 1.0]], ['2, k, 11', [0.4285163, -0.1039862, 1.0]], ['2, k, 12', [0.1142142, -0.01030684, 1.0]], ['2, k, 13', [-0.07248058, -0.3394617, 1.0]], ['2, k, 14', [-0.2456527, -0.6451592, 1.0]], ['2, k, 15', [-0.2465172, -0.6978867, 1.0]], ['2, k, 16', [0.2737758, -0.02313467, 1.0]], ['2, k, 17', [0.2631669, -0.3264562, 1.0]], ['2, k, 18', [0.2300546, -0.6355764, 1.0]], ['2, k, 19', [0.218504, -0.7184397, 1.0]], ['2, k, 20', [0.2511459, 0.529928, 1.0]], ['2, k, 21', [-0.05167543, -0.1105994, 1.0]], ['2, k, 22', [-0.07529943, -0.04800385, 1.0]], ['2, k, 23', [0.4219725, -0.1732012, 1.0]], ['2, k, 24', [0.4531178, -0.1205266, 1.0]]]
[['2, k, 0', [0.1963517, -0.01693571, 1.0]], ['2, k, 1', [0.2279661, 0.2992099, 1.0]], ['2, k, 2', [0.2566657, 0.6046238, 1.0]], ['2, k, 3', [0.2707014, 0.7444232, 1.0]], ['2, k, 4', [0.07678526, 0.496497, 1.0]], ['2, k, 5', [0.01159805, 0.2373882, 1.0]], ['2, k, 6', [-0.04387851, -0.002727324, 1.0]], ['2, k, 7', [-0.03555079, -0.05003019, 1.0]], ['2, k, 8', [0.429038, 0.4677664, 1.0]], ['2, k, 9', [0.446795, 0.2098151, 1.0]], ['2, k, 10', [0.4448831, -0.02474347, 1.0]], ['2, k, 11', [0.4259665, -0.1039414, 1.0]], ['2, k, 12', [0.1133267, -0.01042915, 1.0]], ['2, k, 13', [-0.07347926, -0.3397244, 1.0]], ['2, k, 14', [-0.2458044, -0.6450621, 1.0]], ['2, k, 15', [-0.2465305, -0.6978446, 1.0]], ['2, k, 16', [0.2731875, -0.02318666, 1.0]], ['2, k, 17', [0.2627395, -0.3264594, 1.0]], ['2, k, 18', [0.2299153, -0.6354038, 1.0]], ['2, k, 19', [0.2197141, -0.7185219, 1.0]], ['2, k, 20', [0.2498113, 0.5297856, 1.0]], ['2, k, 21', [-0.05353808, -0.1166883, 1.0]], ['2, k, 22', [-0.07630894, -0.06241043, 1.0]], ['2, k, 23', [0.4170226, -0.172971, 1.0]], ['2, k, 24', [0.4503638, -0.1183599, 1.0]]]
[['2, k, 0', [0.1952633, -0.01694117, 1.0]], ['2, k, 1', [0.2272981, 0.2990986, 1.0]], ['2, k, 2', [0.2563882, 0.6044576, 1.0]], ['2, k, 3', [0.2698428, 0.7443081, 1.0]], ['2, k, 4', [0.07625354, 0.4963073, 1.0]], ['2, k, 5', [0.01092518, 0.2367864, 1.0]], ['2, k, 6', [-0.04448481, -0.004710905, 1.0]], ['2, k, 7', [-0.03859325, -0.05346715, 1.0]], ['2, k, 8', [0.4288312, 0.4678374, 1.0]], ['2, k, 9', [0.4459196, 0.2100497, 1.0]], ['2, k, 10', [0.4433725, -0.02580543, 1.0]], ['2, k, 11', [0.4247574, -0.1029871, 1.0]], ['2, k, 12', [0.1118812, -0.01045842, 1.0]], ['2, k, 13', [-0.07163143, -0.3354326, 1.0]], ['2, k, 14', [-0.2461587, -0.6448829, 1.0]], ['2, k, 15', [-0.2467352, -0.6976858, 1.0]], ['2, k, 16', [0.272466, -0.02314322, 1.0]], ['2, k, 17', [0.262657, -0.3250947, 1.0]], ['2, k, 18', [0.2297888, -0.6347854, 1.0]], ['2, k, 19', [0.219752, -0.7178896, 1.0]], ['2, k, 20', [0.2494553, 0.5296322, 1.0]], ['2, k, 21', [-0.05588571, -0.1033576, 1.0]], ['2, k, 22', [-0.07993913, -0.05114014, 1.0]], ['2, k, 23', [0.4185099, -0.1675474, 1.0]], ['2, k, 24', [0.4494279, -0.1231183, 1.0]]]
[['2, k, 0', [0.1946337, -0.01693305, 1.0]], ['2, k, 1', [0.2263318, 0.2987544, 1.0]], ['2, k, 2', [0.255073, 0.6035153, 1.0]], ['2, k, 3', [0.2691238, 0.7439919, 1.0]], ['2, k, 4', [0.07562167, 0.4961848, 1.0]], ['2, k, 5', [0.01057851, 0.2365735, 1.0]], ['2, k, 6', [-0.04450294, -0.004714943, 1.0]], ['2, k, 7', [-0.03713759, -0.05030122, 1.0]], ['2, k, 8', [0.428395, 0.4678396, 1.0]], ['2, k, 9', [0.4447906, 0.2105053, 1.0]], ['2, k, 10', [0.4422461, -0.02602133, 1.0]], ['2, k, 11', [0.4234939, -0.1021895, 1.0]], ['2, k, 12', [0.1113516, -0.01043651, 1.0]], ['2, k, 13', [-0.07316082, -0.3372398, 1.0]], ['2, k, 14', [-0.2464233, -0.6443576, 1.0]], ['2, k, 15', [-0.2468458, -0.6972559, 1.0]], ['2, k, 16', [0.271786, -0.02312365, 1.0]], ['2, k, 17', [0.2626827, -0.3250465, 1.0]], ['2, k, 18', [0.2297621, -0.6347748, 1.0]], ['2, k, 19', [0.219788, -0.717702, 1.0]], ['2, k, 20', [0.2482295, 0.5288643, 1.0]], ['2, k, 21', [-0.05337806, -0.1112453, 1.0]], ['2, k, 22', [-0.07615697, -0.0547912, 1.0]], ['2, k, 23', [0.4192704, -0.1666774, 1.0]], ['2, k, 24', [0.448866, -0.1158579, 1.0]]]
[['2, k, 0', [0.1942137, -0.01693817, 1.0]], ['2, k, 1', [0.2258656, 0.298684, 1.0]], ['2, k, 2', [0.2546871, 0.6034191, 1.0]], ['2, k, 3', [0.2685641, 0.7442538, 1.0]], ['2, k, 4', [0.07538982, 0.496132, 1.0]], ['2, k, 5', [0.01030993, 0.2363414, 1.0]], ['2, k, 6', [-0.04417081, -0.004453891, 1.0]], ['2, k, 7', [-0.03569088, -0.05022877, 1.0]], ['2, k, 8', [0.4281816, 0.4678894, 1.0]], ['2, k, 9', [0.4438652, 0.2110086, 1.0]], ['2, k, 10', [0.44152, -0.02560303, 1.0]], ['2, k, 11', [0.4231233, -0.1041958, 1.0]], ['2, k, 12', [0.1109005, -0.0105178, 1.0]], ['2, k, 13', [-0.07311401, -0.3373289, 1.0]], ['2, k, 14', [-0.2465844, -0.6441478, 1.0]], ['2, k, 15', [-0.2469924, -0.6970615, 1.0]], ['2, k, 16', [0.2714054, -0.02303733, 1.0]], ['2, k, 17', [0.2622196, -0.3250975, 1.0]], ['2, k, 18', [0.2297032, -0.6345397, 1.0]], ['2, k, 19', [0.219981, -0.7175221, 1.0]], ['2, k, 20', [0.2478215, 0.528771, 1.0]], ['2, k, 21', [-0.05188429, -0.1118084, 1.0]], ['2, k, 22', [-0.07473525, -0.05014001, 1.0]], ['2, k, 23', [0.4162716, -0.1736246, 1.0]], ['2, k, 24', [0.4428387, -0.09811027, 1.0]]]
[['2, k, 0', [0.1940681, -0.0170273, 1.0]], ['2, k, 1', [0.2256659, 0.298605, 1.0]], ['2, k, 2', [0.2545315, 0.6033917, 1.0]], ['2, k, 3', [0.2680913, 0.7440979, 1.0]], ['2, k, 4', [0.07492451, 0.4957306, 1.0]], ['2, k, 5', [0.01009407, 0.2353014, 1.0]], ['2, k, 6', [-0.04368235, -0.004437133, 1.0]], ['2, k, 7', [-0.03548747, -0.05093693, 1.0]], ['2, k, 8', [0.4278198, 0.4679315, 1.0]], ['2, k, 9', [0.4437672, 0.2110515, 1.0]], ['2, k, 10', [0.4409178, -0.02631678, 1.0]], ['2, k, 11', [0.4237745, -0.1046923, 1.0]], ['2, k, 12', [0.1106541, -0.01070934, 1.0]], ['2, k, 13', [-0.07323091, -0.3377257, 1.0]], ['2, k, 14', [-0.2466824, -0.6437982, 1.0]], ['2, k, 15', [-0.2470444, -0.6967195, 1.0]], ['2, k, 16', [0.2713412, -0.02305103, 1.0]], ['2, k, 17', [0.2622345, -0.3251004, 1.0]], ['2, k, 18', [0.2297668, -0.6343392, 1.0]], ['2, k, 19', [0.2197331, -0.7172689, 1.0]], ['2, k, 20', [0.2476529, 0.5287299, 1.0]], ['2, k, 21', [-0.05330147, -0.1110735, 1.0]], ['2, k, 22', [-0.07435677, -0.05804507, 1.0]], ['2, k, 23', [0.4197787, -0.1725073, 1.0]], ['2, k, 24', [0.4454964, -0.1121249, 1.0]]]
[['2, k, 0', [0.1940378, -0.01704993, 1.0]], ['2, k, 1', [0.2256289, 0.2985722, 1.0]], ['2, k, 2', [0.2545067, 0.6033551, 1.0]], ['2, k, 3', [0.2677514, 0.744024, 1.0]], ['2, k, 4', [0.07488801, 0.4957064, 1.0]], ['2, k, 5', [0.01015504, 0.2353093, 1.0]], ['2, k, 6', [-0.03753293, 0.02649179, 1.0]], ['2, k, 7', [-0.03010092, -0.02657498, 1.0]], ['2, k, 8', [0.4276931, 0.4678753, 1.0]], ['2, k, 9', [0.4434383, 0.2109913, 1.0]], ['2, k, 10', [0.4407139, -0.02574924, 1.0]], ['2, k, 11', [0.4240559, -0.1044377, 1.0]], ['2, k, 12', [0.1105825, -0.01078658, 1.0]], ['2, k, 13', [-0.07365099, -0.339117, 1.0]], ['2, k, 14', [-0.2468109, -0.6438233, 1.0]], ['2, k, 15', [-0.2471681, -0.6967474, 1.0]], ['2, k, 16', [0.271336, -0.02304649, 1.0]], ['2, k, 17', [0.2623452, -0.325046, 1.0]], ['2, k, 18', [0.2297268, -0.6343227, 1.0]], ['2, k, 19', [0.2197797, -0.7172057, 1.0]], ['2, k, 20', [0.2476241, 0.5286923, 1.0]], ['2, k, 21', [-0.05066455, -0.1056909, 1.0]], ['2, k, 22', [-0.06377477, -0.005182568, 1.0]], ['2, k, 23', [0.4200478, -0.173206, 1.0]], ['2, k, 24', [0.448881, -0.129645, 1.0]]]
[['2, k, 0', [0.1934805, -0.01699095, 1.0]], ['2, k, 1', [0.2255297, 0.2985446, 1.0]], ['2, k, 2', [0.2546136, 0.6032776, 1.0]], ['2, k, 3', [0.2676453, 0.7438533, 1.0]], ['2, k, 4', [0.07483514, 0.4956445, 1.0]], ['2, k, 5', [0.0102263, 0.2355366, 1.0]], ['2, k, 6', [-0.03784989, 0.02677228, 1.0]], ['2, k, 7', [-0.03403381, -0.04576433, 1.0]], ['2, k, 8', [0.427556, 0.4678446, 1.0]], ['2, k, 9', [0.4433982, 0.2111952, 1.0]], ['2, k, 10', [0.440476, -0.0263427, 1.0]], ['2, k, 11', [0.42551, -0.1033392, 1.0]], ['2, k, 12', [0.11018, -0.01067215, 1.0]], ['2, k, 13', [-0.07326755, -0.3395799, 1.0]], ['2, k, 14', [-0.2466514, -0.6441677, 1.0]], ['2, k, 15', [-0.2470415, -0.6970856, 1.0]], ['2, k, 16', [0.2706469, -0.0230336, 1.0]], ['2, k, 17', [0.2627451, -0.3249049, 1.0]], ['2, k, 18', [0.2296922, -0.6344258, 1.0]], ['2, k, 19', [0.2198051, -0.7172398, 1.0]], ['2, k, 20', [0.2476676, 0.5286382, 1.0]], ['2, k, 21', [-0.0479556, -0.1101658, 1.0]], ['2, k, 22', [-0.07263979, -0.04304428, 1.0]], ['2, k, 23', [0.4134507, -0.1736963, 1.0]], ['2, k, 24', [0.4530262, -0.1093646, 1.0]]]
[['2, k, 0', [0.1936145, -0.01704964, 1.0]], ['2, k, 1', [0.2256022, 0.298509, 1.0]], ['2, k, 2', [0.2546804, 0.6032645, 1.0]], ['2, k, 3', [0.2677424, 0.7437589, 1.0]], ['2, k, 4', [0.07488669, 0.4952045, 1.0]], ['2, k, 5', [0.01052142, 0.2356732, 1.0]], ['2, k, 6', [-0.02954711, 0.01403319, 1.0]], ['2, k, 7', [-0.02998032, -0.04400132, 1.0]], ['2, k, 8', [0.4275948, 0.4679505, 1.0]], ['2, k, 9', [0.4435596, 0.2116097, 1.0]], ['2, k, 10', [0.4405999, -0.02682668, 1.0]], ['2, k, 11', [0.42703, -0.1041343, 1.0]], ['2, k, 12', [0.1102961, -0.01076865, 1.0]], ['2, k, 13', [-0.07168703, -0.3401806, 1.0]], ['2, k, 14', [-0.2385325, -0.6445407, 1.0]], ['2, k, 15', [-0.2390294, -0.6974795, 1.0]], ['2, k, 16', [0.2708244, -0.02304278, 1.0]], ['2, k, 17', [0.2630147, -0.325047, 1.0]], ['2, k, 18', [0.2296765, -0.634425, 1.0]], ['2, k, 19', [0.2202842, -0.7169425, 1.0]], ['2, k, 20', [0.2477392, 0.5286175, 1.0]], ['2, k, 21', [-0.04930766, -0.1091881, 1.0]], ['2, k, 22', [-0.06814311, -0.04203694, 1.0]], ['2, k, 23', [0.4187184, -0.1722973, 1.0]], ['2, k, 24', [0.4590471, -0.1188239, 1.0]]]
[['2, k, 0', [0.1936617, -0.01704009, 1.0]], ['2, k, 1', [0.225656, 0.2985126, 1.0]], ['2, k, 2', [0.2548287, 0.6032751, 1.0]], ['2, k, 3', [0.2681428, 0.7437233, 1.0]], ['2, k, 4', [0.07499249, 0.4951625, 1.0]], ['2, k, 5', [0.01078076, 0.2355504, 1.0]], ['2, k, 6', [-0.03560233, 0.0006446755, 1.0]], ['2, k, 7', [-0.03022029, -0.04770203, 1.0]], ['2, k, 8', [0.4276929, 0.4680136, 1.0]], ['2, k, 9', [0.4438708, 0.2118898, 1.0]], ['2, k, 10', [0.4413468, -0.02607986, 1.0]], ['2, k, 11', [0.430956, -0.1030911, 1.0]], ['2, k, 12', [0.1103726, -0.01073049, 1.0]], ['2, k, 13', [-0.06788349, -0.3407543, 1.0]], ['2, k, 14', [-0.2262139, -0.6501076, 1.0]], ['2, k, 15', [-0.2920124, -0.7104931, 1.0]], ['2, k, 16', [0.2708569, -0.02304676, 1.0]], ['2, k, 17', [0.2633112, -0.3249353, 1.0]], ['2, k, 18', [0.2295824, -0.6344231, 1.0]], ['2, k, 19', [0.2202204, -0.7169473, 1.0]], ['2, k, 20', [0.2478602, 0.5286245, 1.0]], ['2, k, 21', [-0.04849901, -0.11049, 1.0]], ['2, k, 22', [-0.07016844, -0.05666985, 1.0]], ['2, k, 23', [0.4248013, -0.1687795, 1.0]], ['2, k, 24', [0.4586565, -0.1031415, 1.0]]]
[['2, k, 0', [0.1939256, -0.01715629, 1.0]], ['2, k, 1', [0.2260618, 0.2983979, 1.0]], ['2, k, 2', [0.25558, 0.6031757, 1.0]], ['2, k, 3', [0.2684532, 0.7435436, 1.0]], ['2, k, 4', [0.07537528, 0.4949748, 1.0]], ['2, k, 5', [0.01115213, 0.235778, 1.0]], ['2, k, 6', [-0.03602576, -0.0009905209, 1.0]], ['2, k, 7', [-0.02939739, -0.04793225, 1.0]], ['2, k, 8', [0.4277297, 0.4680269, 1.0]], ['2, k, 9', [0.4440841, 0.2100927, 1.0]], ['2, k, 10', [0.4418446, -0.02540329, 1.0]], ['2, k, 11', [0.4315062, -0.103059, 1.0]], ['2, k, 12', [0.1107577, -0.01081925, 1.0]], ['2, k, 13', [-0.06257131, -0.3427551, 1.0]], ['2, k, 14', [-0.2080144, -0.6536958, 1.0]], ['2, k, 15', [-0.2711026, -0.7089688, 1.0]], ['2, k, 16', [0.2710387, -0.02316532, 1.0]], ['2, k, 17', [0.2635996, -0.3253893, 1.0]], ['2, k, 18', [0.2295531, -0.6341751, 1.0]], ['2, k, 19', [0.2204207, -0.7169128, 1.0]], ['2, k, 20', [0.2485224, 0.5285146, 1.0]], ['2, k, 21', [-0.04366453, -0.1167655, 1.0]], ['2, k, 22', [-0.06763285, -0.03115005, 1.0]], ['2, k, 23', [0.4224657, -0.1732702, 1.0]], ['2, k, 24', [0.4568475, -0.1101483, 1.0]]]
[['2, k, 0', [0.1938425, -0.01709898, 1.0]], ['2, k, 1', [0.2261228, 0.2984137, 1.0]], ['2, k, 2', [0.255964, 0.6031575, 1.0]], ['2, k, 3', [0.2693113, 0.7434906, 1.0]], ['2, k, 4', [0.07643353, 0.4954174, 1.0]], ['2, k, 5', [0.01174398, 0.2359134, 1.0]], ['2, k, 6', [-0.03029575, 0.02648134, 1.0]], ['2, k, 7', [-0.02191857, -0.03037981, 1.0]], ['2, k, 8', [0.4279551, 0.4680859, 1.0]], ['2, k, 9', [0.4444119, 0.2095333, 1.0]], ['2, k, 10', [0.4430409, -0.02480201, 1.0]], ['2, k, 11', [0.4344763, -0.1018682, 1.0]], ['2, k, 12', [0.1107628, -0.01064994, 1.0]], ['2, k, 13', [-0.05635384, -0.3470726, 1.0]], ['2, k, 14', [-0.1856799, -0.6564395, 1.0]], ['2, k, 15', [-0.2469263, -0.7105732, 1.0]], ['2, k, 16', [0.2708302, -0.02318433, 1.0]], ['2, k, 17', [0.263804, -0.3253146, 1.0]], ['2, k, 18', [0.2294127, -0.6337422, 1.0]], ['2, k, 19', [0.2207672, -0.7169675, 1.0]], ['2, k, 20', [0.2487989, 0.5285073, 1.0]], ['2, k, 21', [-0.0422179, -0.1055253, 1.0]], ['2, k, 22', [-0.05895587, -0.03057449, 1.0]], ['2, k, 23', [0.4218884, -0.1734398, 1.0]], ['2, k, 24', [0.4683176, -0.1271996, 1.0]]]
[['2, k, 0', [0.193905, -0.01703283, 1.0]], ['2, k, 1', [0.2263442, 0.2984503, 1.0]], ['2, k, 2', [0.2565502, 0.6031359, 1.0]], ['2, k, 3', [0.2698228, 0.7438438, 1.0]], ['2, k, 4', [0.07689235, 0.4956168, 1.0]], ['2, k, 5', [0.01250086, 0.2361602, 1.0]], ['2, k, 6', [-0.03024151, 0.02675448, 1.0]], ['2, k, 7', [-0.02320023, -0.0430302, 1.0]], ['2, k, 8', [0.4282331, 0.468229, 1.0]], ['2, k, 9', [0.44519, 0.2086163, 1.0]], ['2, k, 10', [0.4441778, -0.02575146, 1.0]], ['2, k, 11', [0.437365, -0.1017517, 1.0]], ['2, k, 12', [0.1109731, -0.01047089, 1.0]], ['2, k, 13', [-0.04495302, -0.3512804, 1.0]], ['2, k, 14', [-0.1476925, -0.6401693, 1.0]], ['2, k, 15', [-0.1995981, -0.7117355, 1.0]], ['2, k, 16', [0.2708327, -0.02316482, 1.0]], ['2, k, 17', [0.263905, -0.3257727, 1.0]], ['2, k, 18', [0.2293297, -0.6337731, 1.0]], ['2, k, 19', [0.2126797, -0.717816, 1.0]], ['2, k, 20', [0.2492868, 0.5285034, 1.0]], ['2, k, 21', [-0.03996196, -0.1057492, 1.0]], ['2, k, 22', [-0.05884758, -0.01639047, 1.0]], ['2, k, 23', [0.4338776, -0.1677772, 1.0]], ['2, k, 24', [0.4641784, -0.1028567, 1.0]]]
[['2, k, 0', [0.1944501, -0.01697689, 1.0]], ['2, k, 1', [0.2268569, 0.2985314, 1.0]], ['2, k, 2', [0.257248, 0.6032986, 1.0]], ['2, k, 3', [0.2702654, 0.7438992, 1.0]], ['2, k, 4', [0.07701305, 0.4954359, 1.0]], ['2, k, 5', [0.01285289, 0.2361371, 1.0]], ['2, k, 6', [-0.02987455, 0.02683784, 1.0]], ['2, k, 7', [-0.02138098, -0.04524967, 1.0]], ['2, k, 8', [0.4283902, 0.4683101, 1.0]], ['2, k, 9', [0.4465026, 0.2083041, 1.0]], ['2, k, 10', [0.4448622, -0.02532627, 1.0]], ['2, k, 11', [0.439087, -0.1028031, 1.0]], ['2, k, 12', [0.1116773, -0.01024349, 1.0]], ['2, k, 13', [-0.03493353, -0.3561089, 1.0]], ['2, k, 14', [-0.1221514, -0.6451654, 1.0]], ['2, k, 15', [-0.1774057, -0.7114, 1.0]], ['2, k, 16', [0.2712422, -0.02321564, 1.0]], ['2, k, 17', [0.2643273, -0.3265243, 1.0]], ['2, k, 18', [0.229227, -0.633999, 1.0]], ['2, k, 19', [0.1687051, -0.7079367, 1.0]], ['2, k, 20', [0.2499222, 0.528636, 1.0]], ['2, k, 21', [-0.04127502, -0.1043586, 1.0]], ['2, k, 22', [-0.05901843, -0.05607605, 1.0]], ['2, k, 23', [0.4285986, -0.173221, 1.0]], ['2, k, 24', [0.4653279, -0.1147898, 1.0]]]
