[['2, k, 0', [-0.222221, -0.777902, 1.0]], ['2, k, 1', [-0.211206, -0.487524, 1.0]], ['2, k, 2', [-0.199479, -0.201723, 1.0]], ['2, k, 3', [-0.175237, -0.100226, 1.0]], ['2, k, 4', [-0.296459, -0.256135, 1.0]], ['2, k, 5', [-0.218859, -0.0208349, 1.0]], ['2, k, 6', [-0.0820746, 0.114021, 1.0]], ['2, k, 7', [-0.0510461, 0.148159, 1.0]], ['2, k, 8', [-0.0888284, -0.359046, 1.0]], ['2, k, 9', [0.11494, -0.430347, 1.0]], ['2, k, 10', [0.303704, -0.388367, 1.0]], ['2, k, 11', [0.369242, -0.352476, 1.0]], ['2, k, 12', [-0.266818, -0.744854, 1.0]], ['2, k, 13', [-0.493217, -0.856101, 1.0]], ['2, k, 14', [-0.330794, -1.0443, 1.0]], ['2, k, 15', [-0.325702, -1.10789, 1.0]], ['2, k, 16', [-0.171969, -0.790941, 1.0]], ['2, k, 17', [-0.164411, -0.574636, 1.0]], ['2, k, 18', [-0.177683, -0.967923, 1.0]], ['2, k, 19', [-0.143578, -1.01288, 1.0]], ['2, k, 20', [-0.202551, -0.272649, 1.0]], ['2, k, 21', [0.00956046, 0.161413, 1.0]], ['2, k, 22', [-0.0610239, 0.185926, 1.0]], ['2, k, 23', [0.408184, -0.312348, 1.0]], ['2, k, 24', [0.405596, -0.359766, 1.0]]]
[['2, k, 0', [-0.198881, -0.732742, 1.0]], ['2, k, 1', [-0.177297, -0.475657, 1.0]], ['2, k, 2', [-0.147666, -0.226528, 1.0]], ['2, k, 3', [-0.111276, -0.105512, 1.0]], ['2, k, 4', [-0.288761, -0.240633, 1.0]], ['2, k, 5', [-0.387124, -0.0219556, 1.0]], ['2, k, 6', [-0.39122, 0.195917, 1.0]], ['2, k, 7', [-0.410463, 0.240072, 1.0]], ['2, k, 8', [0.014964, -0.304321, 1.0]], ['2, k, 9', [0.169932, -0.171898, 1.0]], ['2, k, 10', [0.244438, 0.018819, 1.0]], ['2, k, 11', [0.234522, 0.0903497, 1.0]], ['2, k, 12', [-0.263089, -0.722255, 1.0]], ['2, k, 13', [-0.281624, -1.01081, 1.0]], ['2, k, 14', [-0.370221, -1.27778, 1.0]], ['2, k, 15', [-0.308268, -1.17046, 1.0]], ['2, k, 16', [-0.129958, -0.72707, 1.0]], ['2, k, 17', [-0.119093, -1.01621, 1.0]], ['2, k, 18', [-0.0627094, -1.29398, 1.0]], ['2, k, 19', [-0.0708494, -1.17066, 1.0]], ['2, k, 20', [-0.155307, -0.289551, 1.0]], ['2, k, 21', [-0.423594, 0.289256, 1.0]], ['2, k, 22', [-0.331986, 0.242973, 1.0]], ['2, k, 23', [0.247287, 0.130648, 1.0]], ['2, k, 24', [0.19351, 0.124811, 1.0]]]
[['2, k, 0', [-0.19385, -0.738924, 1.0]], ['2, k, 1', [-0.174871, -0.476804, 1.0]], ['2, k, 2', [-0.148132, -0.224058, 1.0]], ['2, k, 3', [-0.114272, -0.104111, 1.0]], ['2, k, 4', [-0.29, -0.241481, 1.0]], ['2, k, 5', [-0.398896, -0.027161, 1.0]], ['2, k, 6', [-0.40779, 0.183679, 1.0]], ['2, k, 7', [-0.430095, 0.225862, 1.0]], ['2, k, 8', [0.00734579, -0.286579, 1.0]], ['2, k, 9', [0.163664, -0.157203, 1.0]], ['2, k, 10', [0.211906, 0.0525152, 1.0]], ['2, k, 11', [0.206625, 0.11643, 1.0]], ['2, k, 12', [-0.257322, -0.726773, 1.0]], ['2, k, 13', [-0.282928, -1.01627, 1.0]], ['2, k, 14', [-0.373545, -1.28294, 1.0]], ['2, k, 15', [-0.31121, -1.17543, 1.0]], ['2, k, 16', [-0.125852, -0.734473, 1.0]], ['2, k, 17', [-0.121286, -1.02494, 1.0]], ['2, k, 18', [-0.06442, -1.30302, 1.0]], ['2, k, 19', [-0.0719234, -1.17951, 1.0]], ['2, k, 20', [-0.155119, -0.287854, 1.0]], ['2, k, 21', [-0.439694, 0.27923, 1.0]], ['2, k, 22', [-0.345673, 0.234855, 1.0]], ['2, k, 23', [0.167515, 0.161814, 1.0]], ['2, k, 24', [0.142651, 0.152847, 1.0]]]
[['2, k, 0', [-0.192291, -0.740803, 1.0]], ['2, k, 1', [-0.17401, -0.477474, 1.0]], ['2, k, 2', [-0.148902, -0.223001, 1.0]], ['2, k, 3', [-0.116662, -0.103196, 1.0]], ['2, k, 4', [-0.291293, -0.242484, 1.0]], ['2, k, 5', [-0.409574, -0.0329211, 1.0]], ['2, k, 6', [-0.438561, 0.170643, 1.0]], ['2, k, 7', [-0.460093, 0.214887, 1.0]], ['2, k, 8', [0.00579505, -0.282321, 1.0]], ['2, k, 9', [0.151704, -0.140581, 1.0]], ['2, k, 10', [0.190132, 0.0701574, 1.0]], ['2, k, 11', [0.185478, 0.128223, 1.0]], ['2, k, 12', [-0.255724, -0.727865, 1.0]], ['2, k, 13', [-0.280442, -1.01774, 1.0]], ['2, k, 14', [-0.377664, -1.28248, 1.0]], ['2, k, 15', [-0.309449, -1.17769, 1.0]], ['2, k, 16', [-0.124438, -0.737115, 1.0]], ['2, k, 17', [-0.123867, -1.02791, 1.0]], ['2, k, 18', [-0.0666029, -1.32515, 1.0]], ['2, k, 19', [-0.0610352, -1.21191, 1.0]], ['2, k, 20', [-0.15542, -0.287147, 1.0]], ['2, k, 21', [-0.479358, 0.266381, 1.0]], ['2, k, 22', [-0.386932, 0.228484, 1.0]], ['2, k, 23', [0.176981, 0.182015, 1.0]], ['2, k, 24', [0.13411, 0.162763, 1.0]]]
[['2, k, 0', [-0.189959, -0.742726, 1.0]], ['2, k, 1', [-0.173276, -0.478191, 1.0]], ['2, k, 2', [-0.14965, -0.222558, 1.0]], ['2, k, 3', [-0.11955, -0.102752, 1.0]], ['2, k, 4', [-0.292094, -0.243202, 1.0]], ['2, k, 5', [-0.42021, -0.0376704, 1.0]], ['2, k, 6', [-0.456899, 0.163021, 1.0]], ['2, k, 7', [-0.487155, 0.20437, 1.0]], ['2, k, 8', [0.00515359, -0.279184, 1.0]], ['2, k, 9', [0.144486, -0.130503, 1.0]], ['2, k, 10', [0.177705, 0.0738456, 1.0]], ['2, k, 11', [0.166784, 0.145289, 1.0]], ['2, k, 12', [-0.252713, -0.729453, 1.0]], ['2, k, 13', [-0.278755, -1.02002, 1.0]], ['2, k, 14', [-0.353701, -1.29425, 1.0]], ['2, k, 15', [-0.302934, -1.18009, 1.0]], ['2, k, 16', [-0.122704, -0.7391, 1.0]], ['2, k, 17', [-0.115378, -1.02975, 1.0]], ['2, k, 18', [-0.0573304, -1.30828, 1.0]], ['2, k, 19', [-0.0656209, -1.18324, 1.0]], ['2, k, 20', [-0.155642, -0.286972, 1.0]], ['2, k, 21', [-0.51193, 0.258326, 1.0]], ['2, k, 22', [-0.407638, 0.221314, 1.0]], ['2, k, 23', [0.137758, 0.192073, 1.0]], ['2, k, 24', [0.114756, 0.180676, 1.0]]]
[['2, k, 0', [-0.188163, -0.744244, 1.0]], ['2, k, 1', [-0.172818, -0.478766, 1.0]], ['2, k, 2', [-0.150846, -0.222006, 1.0]], ['2, k, 3', [-0.122369, -0.102066, 1.0]], ['2, k, 4', [-0.292549, -0.243765, 1.0]], ['2, k, 5', [-0.430103, -0.0635518, 1.0]], ['2, k, 6', [-0.471982, 0.157161, 1.0]], ['2, k, 7', [-0.511525, 0.193943, 1.0]], ['2, k, 8', [0.00452209, -0.276401, 1.0]], ['2, k, 9', [0.133348, -0.118133, 1.0]], ['2, k, 10', [0.157838, 0.0915339, 1.0]], ['2, k, 11', [0.145625, 0.160165, 1.0]], ['2, k, 12', [-0.250495, -0.731402, 1.0]], ['2, k, 13', [-0.276228, -1.02207, 1.0]], ['2, k, 14', [-0.353402, -1.29519, 1.0]], ['2, k, 15', [-0.280473, -1.19158, 1.0]], ['2, k, 16', [-0.121386, -0.740114, 1.0]], ['2, k, 17', [-0.135365, -1.02994, 1.0]], ['2, k, 18', [-0.0607279, -1.30531, 1.0]], ['2, k, 19', [-0.0736769, -1.18336, 1.0]], ['2, k, 20', [-0.156133, -0.286722, 1.0]], ['2, k, 21', [-0.550107, 0.244987, 1.0]], ['2, k, 22', [-0.440751, 0.211011, 1.0]], ['2, k, 23', [0.134619, 0.212865, 1.0]], ['2, k, 24', [0.0984773, 0.189693, 1.0]]]
[['2, k, 0', [-0.187179, -0.744903, 1.0]], ['2, k, 1', [-0.172511, -0.478917, 1.0]], ['2, k, 2', [-0.151696, -0.221026, 1.0]], ['2, k, 3', [-0.125344, -0.100561, 1.0]], ['2, k, 4', [-0.293337, -0.244657, 1.0]], ['2, k, 5', [-0.440344, -0.0660261, 1.0]], ['2, k, 6', [-0.517199, 0.122019, 1.0]], ['2, k, 7', [-0.546791, 0.1853, 1.0]], ['2, k, 8', [0.00353317, -0.274228, 1.0]], ['2, k, 9', [0.122006, -0.107872, 1.0]], ['2, k, 10', [0.140563, 0.101299, 1.0]], ['2, k, 11', [0.125922, 0.174335, 1.0]], ['2, k, 12', [-0.249576, -0.732122, 1.0]], ['2, k, 13', [-0.270093, -1.02356, 1.0]], ['2, k, 14', [-0.356983, -1.29381, 1.0]], ['2, k, 15', [-0.316189, -1.17363, 1.0]], ['2, k, 16', [-0.12041, -0.740628, 1.0]], ['2, k, 17', [-0.12692, -1.031, 1.0]], ['2, k, 18', [-0.0563465, -1.30742, 1.0]], ['2, k, 19', [-0.0719767, -1.18564, 1.0]], ['2, k, 20', [-0.156506, -0.286146, 1.0]], ['2, k, 21', [-0.581746, 0.2324, 1.0]], ['2, k, 22', [-0.498355, 0.208077, 1.0]], ['2, k, 23', [0.109627, 0.226311, 1.0]], ['2, k, 24', [0.075783, 0.19867, 1.0]]]
[['2, k, 0', [-0.185865, -0.744929, 1.0]], ['2, k, 1', [-0.171534, -0.479145, 1.0]], ['2, k, 2', [-0.151769, -0.2209, 1.0]], ['2, k, 3', [-0.129403, -0.0999527, 1.0]], ['2, k, 4', [-0.293992, -0.245467, 1.0]], ['2, k, 5', [-0.450245, -0.0744015, 1.0]], ['2, k, 6', [-0.523958, 0.115269, 1.0]], ['2, k, 7', [-0.564055, 0.171063, 1.0]], ['2, k, 8', [0.00278448, -0.271827, 1.0]], ['2, k, 9', [0.108092, -0.0969991, 1.0]], ['2, k, 10', [0.123114, 0.109844, 1.0]], ['2, k, 11', [0.104468, 0.185139, 1.0]], ['2, k, 12', [-0.248353, -0.732465, 1.0]], ['2, k, 13', [-0.275103, -1.02343, 1.0]], ['2, k, 14', [-0.360101, -1.29433, 1.0]], ['2, k, 15', [-0.286233, -1.23347, 1.0]], ['2, k, 16', [-0.118963, -0.740252, 1.0]], ['2, k, 17', [-0.126319, -1.03085, 1.0]], ['2, k, 18', [-0.0552309, -1.30691, 1.0]], ['2, k, 19', [-0.0692059, -1.18411, 1.0]], ['2, k, 20', [-0.156483, -0.285984, 1.0]], ['2, k, 21', [-0.594162, 0.213671, 1.0]], ['2, k, 22', [-0.510049, 0.191975, 1.0]], ['2, k, 23', [0.0983631, 0.23698, 1.0]], ['2, k, 24', [0.0557434, 0.205302, 1.0]]]
[['2, k, 0', [-0.185047, -0.744872, 1.0]], ['2, k, 1', [-0.170894, -0.479097, 1.0]], ['2, k, 2', [-0.151843, -0.220495, 1.0]], ['2, k, 3', [-0.131876, -0.0985869, 1.0]], ['2, k, 4', [-0.294821, -0.246706, 1.0]], ['2, k, 5', [-0.460339, -0.0868375, 1.0]], ['2, k, 6', [-0.538522, 0.101008, 1.0]], ['2, k, 7', [-0.577234, 0.150253, 1.0]], ['2, k, 8', [-0.00449081, -0.261298, 1.0]], ['2, k, 9', [0.0952571, -0.0843636, 1.0]], ['2, k, 10', [0.100241, 0.129734, 1.0]], ['2, k, 11', [0.0841535, 0.191959, 1.0]], ['2, k, 12', [-0.247846, -0.732403, 1.0]], ['2, k, 13', [-0.272116, -1.02362, 1.0]], ['2, k, 14', [-0.362513, -1.29298, 1.0]], ['2, k, 15', [-0.314209, -1.18359, 1.0]], ['2, k, 16', [-0.117794, -0.74019, 1.0]], ['2, k, 17', [-0.123629, -1.03118, 1.0]], ['2, k, 18', [-0.05417, -1.30759, 1.0]], ['2, k, 19', [-0.0700831, -1.18631, 1.0]], ['2, k, 20', [-0.156455, -0.285561, 1.0]], ['2, k, 21', [-0.620015, 0.194716, 1.0]], ['2, k, 22', [-0.508763, 0.175463, 1.0]], ['2, k, 23', [0.0751408, 0.244182, 1.0]], ['2, k, 24', [0.0511179, 0.216859, 1.0]]]
[['2, k, 0', [-0.182289, -0.745034, 1.0]], ['2, k, 1', [-0.169381, -0.479165, 1.0]], ['2, k, 2', [-0.151804, -0.220187, 1.0]], ['2, k, 3', [-0.133498, -0.0980799, 1.0]], ['2, k, 4', [-0.295094, -0.247798, 1.0]], ['2, k, 5', [-0.466293, -0.103492, 1.0]], ['2, k, 6', [-0.554133, 0.0881109, 1.0]], ['2, k, 7', [-0.600425, 0.136584, 1.0]], ['2, k, 8', [-0.00454962, -0.261274, 1.0]], ['2, k, 9', [0.0787412, -0.0576639, 1.0]], ['2, k, 10', [0.0849425, 0.146557, 1.0]], ['2, k, 11', [0.0590139, 0.204148, 1.0]], ['2, k, 12', [-0.245258, -0.732858, 1.0]], ['2, k, 13', [-0.271489, -1.02414, 1.0]], ['2, k, 14', [-0.361327, -1.29362, 1.0]], ['2, k, 15', [-0.314799, -1.18287, 1.0]], ['2, k, 16', [-0.114888, -0.739973, 1.0]], ['2, k, 17', [-0.113601, -1.03169, 1.0]], ['2, k, 18', [-0.029337, -1.30428, 1.0]], ['2, k, 19', [-0.0580046, -1.18546, 1.0]], ['2, k, 20', [-0.156237, -0.285209, 1.0]], ['2, k, 21', [-0.638113, 0.178924, 1.0]], ['2, k, 22', [-0.528832, 0.162279, 1.0]], ['2, k, 23', [0.0485455, 0.257679, 1.0]], ['2, k, 24', [0.0316838, 0.192306, 1.0]]]
[['2, k, 0', [-0.175133, -0.736418, 1.0]], ['2, k, 1', [-0.166665, -0.47641, 1.0]], ['2, k, 2', [-0.151812, -0.219703, 1.0]], ['2, k, 3', [-0.134961, -0.0978976, 1.0]], ['2, k, 4', [-0.295572, -0.248778, 1.0]], ['2, k, 5', [-0.472837, -0.117748, 1.0]], ['2, k, 6', [-0.574148, 0.0736939, 1.0]], ['2, k, 7', [-0.611565, 0.113695, 1.0]], ['2, k, 8', [-0.0046528, -0.261189, 1.0]], ['2, k, 9', [0.0755234, -0.0547259, 1.0]], ['2, k, 10', [0.0485486, 0.173902, 1.0]], ['2, k, 11', [0.0276982, 0.22168, 1.0]], ['2, k, 12', [-0.234735, -0.722537, 1.0]], ['2, k, 13', [-0.270552, -1.01065, 1.0]], ['2, k, 14', [-0.362025, -1.27942, 1.0]], ['2, k, 15', [-0.314602, -1.18122, 1.0]], ['2, k, 16', [-0.105979, -0.726237, 1.0]], ['2, k, 17', [-0.106267, -1.02274, 1.0]], ['2, k, 18', [-0.0301109, -1.29793, 1.0]], ['2, k, 19', [-0.0593659, -1.17912, 1.0]], ['2, k, 20', [-0.155892, -0.284209, 1.0]], ['2, k, 21', [-0.653839, 0.159156, 1.0]], ['2, k, 22', [-0.543153, 0.147523, 1.0]], ['2, k, 23', [0.0157874, 0.264166, 1.0]], ['2, k, 24', [-0.0203745, 0.234455, 1.0]]]
[['2, k, 0', [-0.172488, -0.733998, 1.0]], ['2, k, 1', [-0.164645, -0.474949, 1.0]], ['2, k, 2', [-0.151625, -0.219335, 1.0]], ['2, k, 3', [-0.135145, -0.0976485, 1.0]], ['2, k, 4', [-0.295987, -0.250597, 1.0]], ['2, k, 5', [-0.479968, -0.128482, 1.0]], ['2, k, 6', [-0.598633, 0.0484238, 1.0]], ['2, k, 7', [-0.63732, 0.0971495, 1.0]], ['2, k, 8', [-0.00492381, -0.260298, 1.0]], ['2, k, 9', [0.0640671, -0.041496, 1.0]], ['2, k, 10', [0.038582, 0.174508, 1.0]], ['2, k, 11', [0.00605001, 0.223291, 1.0]], ['2, k, 12', [-0.232556, -0.720868, 1.0]], ['2, k, 13', [-0.268613, -1.0087, 1.0]], ['2, k, 14', [-0.334856, -1.27953, 1.0]], ['2, k, 15', [-0.314865, -1.18507, 1.0]], ['2, k, 16', [-0.104684, -0.72523, 1.0]], ['2, k, 17', [-0.105122, -1.02244, 1.0]], ['2, k, 18', [-0.0298782, -1.29768, 1.0]], ['2, k, 19', [-0.0593588, -1.17896, 1.0]], ['2, k, 20', [-0.155334, -0.283475, 1.0]], ['2, k, 21', [-0.670962, 0.145662, 1.0]], ['2, k, 22', [-0.569097, 0.130891, 1.0]], ['2, k, 23', [-0.0080555, 0.269183, 1.0]], ['2, k, 24', [-0.0367403, 0.235521, 1.0]]]
[['2, k, 0', [-0.168586, -0.729298, 1.0]], ['2, k, 1', [-0.162379, -0.473203, 1.0]], ['2, k, 2', [-0.151398, -0.219252, 1.0]], ['2, k, 3', [-0.134828, -0.0982381, 1.0]], ['2, k, 4', [-0.296837, -0.2527, 1.0]], ['2, k, 5', [-0.4887, -0.14231, 1.0]], ['2, k, 6', [-0.611304, 0.0188672, 1.0]], ['2, k, 7', [-0.652653, 0.0769969, 1.0]], ['2, k, 8', [-0.00716338, -0.260725, 1.0]], ['2, k, 9', [0.0536493, -0.0264208, 1.0]], ['2, k, 10', [0.0212907, 0.174465, 1.0]], ['2, k, 11', [-0.0155617, 0.227951, 1.0]], ['2, k, 12', [-0.227869, -0.712985, 1.0]], ['2, k, 13', [-0.267146, -0.999758, 1.0]], ['2, k, 14', [-0.334332, -1.27048, 1.0]], ['2, k, 15', [-0.31451, -1.18042, 1.0]], ['2, k, 16', [-0.102633, -0.724068, 1.0]], ['2, k, 17', [-0.1039, -1.02158, 1.0]], ['2, k, 18', [-0.0521513, -1.30046, 1.0]], ['2, k, 19', [-0.0685446, -1.17932, 1.0]], ['2, k, 20', [-0.1547, -0.283063, 1.0]], ['2, k, 21', [-0.674677, 0.129456, 1.0]], ['2, k, 22', [-0.591594, 0.115468, 1.0]], ['2, k, 23', [-0.0342094, 0.278248, 1.0]], ['2, k, 24', [-0.0602493, 0.237018, 1.0]]]
[['2, k, 0', [-0.157746, -0.720513, 1.0]], ['2, k, 1', [-0.155887, -0.470799, 1.0]], ['2, k, 2', [-0.148625, -0.220522, 1.0]], ['2, k, 3', [-0.138688, -0.0896344, 1.0]], ['2, k, 4', [-0.299783, -0.26357, 1.0]], ['2, k, 5', [-0.494519, -0.154316, 1.0]], ['2, k, 6', [-0.616232, 0.00747671, 1.0]], ['2, k, 7', [-0.675732, 0.0572576, 1.0]], ['2, k, 8', [-0.0270016, -0.198594, 1.0]], ['2, k, 9', [0.0367252, -0.00315234, 1.0]], ['2, k, 10', [-0.00601112, 0.195523, 1.0]], ['2, k, 11', [-0.0525408, 0.245995, 1.0]], ['2, k, 12', [-0.217309, -0.706127, 1.0]], ['2, k, 13', [-0.275525, -0.989408, 1.0]], ['2, k, 14', [-0.331755, -1.26291, 1.0]], ['2, k, 15', [-0.310326, -1.14426, 1.0]], ['2, k, 16', [-0.0943359, -0.716816, 1.0]], ['2, k, 17', [-0.113329, -1.01453, 1.0]], ['2, k, 18', [-0.038911, -1.29207, 1.0]], ['2, k, 19', [-0.0625484, -1.17025, 1.0]], ['2, k, 20', [-0.151254, -0.283404, 1.0]], ['2, k, 21', [-0.726233, 0.0871449, 1.0]], ['2, k, 22', [-0.620536, 0.0950089, 1.0]], ['2, k, 23', [-0.075102, 0.277157, 1.0]], ['2, k, 24', [-0.103241, 0.245549, 1.0]]]
[['2, k, 0', [-0.155604, -0.71513, 1.0]], ['2, k, 1', [-0.15465, -0.46814, 1.0]], ['2, k, 2', [-0.148687, -0.220366, 1.0]], ['2, k, 3', [-0.143102, -0.0843173, 1.0]], ['2, k, 4', [-0.299703, -0.263106, 1.0]], ['2, k, 5', [-0.496881, -0.167993, 1.0]], ['2, k, 6', [-0.625767, -0.0119406, 1.0]], ['2, k, 7', [-0.683735, 0.0391347, 1.0]], ['2, k, 8', [-0.0278098, -0.199342, 1.0]], ['2, k, 9', [0.0264106, 0.00531629, 1.0]], ['2, k, 10', [-0.0509385, 0.194991, 1.0]], ['2, k, 11', [-0.0750095, 0.244727, 1.0]], ['2, k, 12', [-0.216132, -0.7031, 1.0]], ['2, k, 13', [-0.259551, -0.988929, 1.0]], ['2, k, 14', [-0.328427, -1.26032, 1.0]], ['2, k, 15', [-0.281111, -1.14806, 1.0]], ['2, k, 16', [-0.0912782, -0.709554, 1.0]], ['2, k, 17', [-0.10616, -1.0077, 1.0]], ['2, k, 18', [-0.041431, -1.28737, 1.0]], ['2, k, 19', [-0.0653593, -1.16606, 1.0]], ['2, k, 20', [-0.151102, -0.282813, 1.0]], ['2, k, 21', [-0.728287, 0.0718685, 1.0]], ['2, k, 22', [-0.622244, 0.081315, 1.0]], ['2, k, 23', [-0.103109, 0.279261, 1.0]], ['2, k, 24', [-0.137712, 0.241473, 1.0]]]
[['2, k, 0', [-0.153106, -0.713439, 1.0]], ['2, k, 1', [-0.153593, -0.466983, 1.0]], ['2, k, 2', [-0.149009, -0.220171, 1.0]], ['2, k, 3', [-0.149616, -0.0819108, 1.0]], ['2, k, 4', [-0.299718, -0.262282, 1.0]], ['2, k, 5', [-0.502264, -0.177518, 1.0]], ['2, k, 6', [-0.638853, -0.0281268, 1.0]], ['2, k, 7', [-0.694471, 0.0204658, 1.0]], ['2, k, 8', [-0.0259993, -0.209996, 1.0]], ['2, k, 9', [0.0118768, 0.0218853, 1.0]], ['2, k, 10', [-0.0704499, 0.207001, 1.0]], ['2, k, 11', [-0.0936171, 0.248247, 1.0]], ['2, k, 12', [-0.214165, -0.702099, 1.0]], ['2, k, 13', [-0.263564, -0.987447, 1.0]], ['2, k, 14', [-0.328308, -1.25931, 1.0]], ['2, k, 15', [-0.303976, -1.14059, 1.0]], ['2, k, 16', [-0.0884291, -0.707434, 1.0]], ['2, k, 17', [-0.0722713, -1.09292, 1.0]], ['2, k, 18', [-0.0518242, -1.36557, 1.0]], ['2, k, 19', [-0.0647535, -1.24575, 1.0]], ['2, k, 20', [-0.151096, -0.282388, 1.0]], ['2, k, 21', [-0.730984, 0.0571929, 1.0]], ['2, k, 22', [-0.630308, 0.0681211, 1.0]], ['2, k, 23', [-0.116124, 0.286509, 1.0]], ['2, k, 24', [-0.150669, 0.246462, 1.0]]]
[['2, k, 0', [-0.152298, -0.712876, 1.0]], ['2, k, 1', [-0.153389, -0.466553, 1.0]], ['2, k, 2', [-0.14976, -0.220018, 1.0]], ['2, k, 3', [-0.15899, -0.0841078, 1.0]], ['2, k, 4', [-0.303268, -0.261193, 1.0]], ['2, k, 5', [-0.50643, -0.191791, 1.0]], ['2, k, 6', [-0.652617, -0.052986, 1.0]], ['2, k, 7', [-0.701971, 0.000999711, 1.0]], ['2, k, 8', [-0.0282789, -0.210618, 1.0]], ['2, k, 9', [0.0103564, 0.0157919, 1.0]], ['2, k, 10', [-0.0739829, 0.201641, 1.0]], ['2, k, 11', [-0.108786, 0.247304, 1.0]], ['2, k, 12', [-0.213302, -0.701808, 1.0]], ['2, k, 13', [-0.263488, -0.98698, 1.0]], ['2, k, 14', [-0.327802, -1.25903, 1.0]], ['2, k, 15', [-0.275111, -1.14848, 1.0]], ['2, k, 16', [-0.0871199, -0.70625, 1.0]], ['2, k, 17', [-0.072281, -1.09262, 1.0]], ['2, k, 18', [-0.0517715, -1.36481, 1.0]], ['2, k, 19', [-0.0699672, -1.24342, 1.0]], ['2, k, 20', [-0.151382, -0.282125, 1.0]], ['2, k, 21', [-0.741673, 0.0392704, 1.0]], ['2, k, 22', [-0.637839, 0.0528465, 1.0]], ['2, k, 23', [-0.133293, 0.285333, 1.0]], ['2, k, 24', [-0.158615, 0.247575, 1.0]]]
[['2, k, 0', [-0.15123, -0.712698, 1.0]], ['2, k, 1', [-0.153243, -0.466382, 1.0]], ['2, k, 2', [-0.150734, -0.219966, 1.0]], ['2, k, 3', [-0.160557, -0.0759991, 1.0]], ['2, k, 4', [-0.308343, -0.263792, 1.0]], ['2, k, 5', [-0.508904, -0.204196, 1.0]], ['2, k, 6', [-0.664067, -0.0762732, 1.0]], ['2, k, 7', [-0.725099, -0.0283183, 1.0]], ['2, k, 8', [-0.0315563, -0.210254, 1.0]], ['2, k, 9', [-0.00331554, 0.025232, 1.0]], ['2, k, 10', [-0.0892915, 0.208256, 1.0]], ['2, k, 11', [-0.132736, 0.249975, 1.0]], ['2, k, 12', [-0.212107, -0.701818, 1.0]], ['2, k, 13', [-0.266907, -0.986308, 1.0]], ['2, k, 14', [-0.326687, -1.36176, 1.0]], ['2, k, 15', [-0.289047, -1.24402, 1.0]], ['2, k, 16', [-0.0858959, -0.706, 1.0]], ['2, k, 17', [-0.100158, -1.01286, 1.0]], ['2, k, 18', [-0.0366726, -1.29076, 1.0]], ['2, k, 19', [-0.0628327, -1.17111, 1.0]], ['2, k, 20', [-0.151751, -0.281968, 1.0]], ['2, k, 21', [-0.801273, -0.0131586, 1.0]], ['2, k, 22', [-0.676104, 0.0253414, 1.0]], ['2, k, 23', [-0.171612, 0.283018, 1.0]], ['2, k, 24', [-0.189278, 0.240955, 1.0]]]
[['2, k, 0', [-0.145962, -0.71269, 1.0]], ['2, k, 1', [-0.152309, -0.466054, 1.0]], ['2, k, 2', [-0.151635, -0.219789, 1.0]], ['2, k, 3', [-0.16151, -0.0742281, 1.0]], ['2, k, 4', [-0.313671, -0.267709, 1.0]], ['2, k, 5', [-0.510586, -0.216002, 1.0]], ['2, k, 6', [-0.671334, -0.0945506, 1.0]], ['2, k, 7', [-0.734325, -0.0446572, 1.0]], ['2, k, 8', [-0.0347553, -0.210048, 1.0]], ['2, k, 9', [-0.00856157, 0.025013, 1.0]], ['2, k, 10', [-0.105252, 0.206942, 1.0]], ['2, k, 11', [-0.151401, 0.248778, 1.0]], ['2, k, 12', [-0.206351, -0.704584, 1.0]], ['2, k, 13', [-0.2706, -0.988199, 1.0]], ['2, k, 14', [-0.327778, -1.36446, 1.0]], ['2, k, 15', [-0.308801, -1.27581, 1.0]], ['2, k, 16', [-0.0783714, -0.703233, 1.0]], ['2, k, 17', [-0.0789172, -1.00004, 1.0]], ['2, k, 18', [-0.0572829, -1.28555, 1.0]], ['2, k, 19', [-0.0786712, -1.16266, 1.0]], ['2, k, 20', [-0.151988, -0.281788, 1.0]], ['2, k, 21', [-0.786204, -0.0168737, 1.0]], ['2, k, 22', [-0.683654, 0.0124017, 1.0]], ['2, k, 23', [-0.187621, 0.283658, 1.0]], ['2, k, 24', [-0.203585, 0.240349, 1.0]]]
