[['2, k, 0', [-0.30587, -0.349565, 1.0]], ['2, k, 1', [-0.315429, -0.0464208, 1.0]], ['2, k, 2', [-0.322908, 0.249622, 1.0]], ['2, k, 3', [-0.321967, 0.377717, 1.0]], ['2, k, 4', [-0.461727, 0.135773, 1.0]], ['2, k, 5', [-0.565972, 0.0947094, 1.0]], ['2, k, 6', [-0.34231, 0.0622958, 1.0]], ['2, k, 7', [-0.268653, 0.0516438, 1.0]], ['2, k, 8', [-0.180007, 0.139437, 1.0]], ['2, k, 9', [-0.157382, -0.126431, 1.0]], ['2, k, 10', [-0.153166, -0.0564944, 1.0]], ['2, k, 11', [-0.0876714, 0.0173922, 1.0]], ['2, k, 12', [-0.365772, -0.345472, 1.0]], ['2, k, 13', [-0.446574, -0.64096, 1.0]], ['2, k, 14', [-0.494515, -1.02412, 1.0]], ['2, k, 15', [-0.508301, -1.08789, 1.0]], ['2, k, 16', [-0.23741, -0.343894, 1.0]], ['2, k, 17', [-0.173413, -0.588039, 1.0]], ['2, k, 18', [-0.142658, -1.00627, 1.0]], ['2, k, 19', [-0.125366, -1.0791, 1.0]], ['2, k, 20', [-0.321395, 0.176637, 1.0]], ['2, k, 21', [-0.267296, 0.0513829, 1.0]], ['2, k, 22', [-0.265526, 0.0510426, 1.0]], ['2, k, 23', [-0.0679064, 0.0235472, 1.0]], ['2, k, 24', [-0.162205, 0.020488, 1.0]]]
[['2, k, 0', [-0.321654, -0.52906, 1.0]], ['2, k, 1', [-0.321532, -0.239469, 1.0]], ['2, k, 2', [-0.319677, 0.0449269, 1.0]], ['2, k, 3', [-0.316009, 0.169791, 1.0]], ['2, k, 4', [-0.459273, -0.0773888, 1.0]], ['2, k, 5', [-0.564189, -0.0965105, 1.0]], ['2, k, 6', [-0.591885, -0.0738006, 1.0]], ['2, k, 7', [-0.601719, -0.0364005, 1.0]], ['2, k, 8', [-0.188256, -0.0629954, 1.0]], ['2, k, 9', [-0.229563, -0.0594313, 1.0]], ['2, k, 10', [-0.149992, -0.0541897, 1.0]], ['2, k, 11', [-0.108283, -0.0603177, 1.0]], ['2, k, 12', [-0.381125, -0.522674, 1.0]], ['2, k, 13', [-0.458409, -0.801899, 1.0]], ['2, k, 14', [-0.476369, -1.08753, 1.0]], ['2, k, 15', [-0.527644, -1.13282, 1.0]], ['2, k, 16', [-0.253462, -0.521106, 1.0]], ['2, k, 17', [-0.165948, -0.793212, 1.0]], ['2, k, 18', [-0.109627, -1.08666, 1.0]], ['2, k, 19', [-0.10505, -1.1543, 1.0]], ['2, k, 20', [-0.320449, -0.025441, 1.0]], ['2, k, 21', [-0.612221, -0.0310483, 1.0]], ['2, k, 22', [-0.53079, -0.0399021, 1.0]], ['2, k, 23', [-0.0456118, -0.060201, 1.0]], ['2, k, 24', [-0.125461, -0.0440798, 1.0]]]
[['2, k, 0', [-0.320004, -0.511064, 1.0]], ['2, k, 1', [-0.32045, -0.224527, 1.0]], ['2, k, 2', [-0.319056, 0.0567842, 1.0]], ['2, k, 3', [-0.315516, 0.187327, 1.0]], ['2, k, 4', [-0.458561, -0.0690045, 1.0]], ['2, k, 5', [-0.54836, -0.0722016, 1.0]], ['2, k, 6', [-0.584467, -0.0476533, 1.0]], ['2, k, 7', [-0.595805, -0.0221498, 1.0]], ['2, k, 8', [-0.187504, -0.0175488, 1.0]], ['2, k, 9', [-0.248201, -0.0267415, 1.0]], ['2, k, 10', [-0.110707, -0.0328062, 1.0]], ['2, k, 11', [-0.0885836, -0.045008, 1.0]], ['2, k, 12', [-0.379064, -0.505929, 1.0]], ['2, k, 13', [-0.455364, -0.787518, 1.0]], ['2, k, 14', [-0.476566, -1.08535, 1.0]], ['2, k, 15', [-0.526496, -1.13203, 1.0]], ['2, k, 16', [-0.252282, -0.502289, 1.0]], ['2, k, 17', [-0.170175, -0.779819, 1.0]], ['2, k, 18', [-0.110371, -1.08393, 1.0]], ['2, k, 19', [-0.105111, -1.15297, 1.0]], ['2, k, 20', [-0.319725, -0.012815, 1.0]], ['2, k, 21', [-0.614577, -0.0222013, 1.0]], ['2, k, 22', [-0.533596, -0.0249852, 1.0]], ['2, k, 23', [-0.0206891, -0.0498279, 1.0]], ['2, k, 24', [-0.120047, -0.0464685, 1.0]]]
[['2, k, 0', [-0.318685, -0.500949, 1.0]], ['2, k, 1', [-0.320256, -0.210791, 1.0]], ['2, k, 2', [-0.320333, 0.0743524, 1.0]], ['2, k, 3', [-0.313231, 0.203028, 1.0]], ['2, k, 4', [-0.459018, -0.0601639, 1.0]], ['2, k, 5', [-0.547227, -0.0667007, 1.0]], ['2, k, 6', [-0.577799, -0.0312026, 1.0]], ['2, k, 7', [-0.591315, -0.00796491, 1.0]], ['2, k, 8', [-0.187664, -0.017275, 1.0]], ['2, k, 9', [-0.248797, -0.02599, 1.0]], ['2, k, 10', [-0.111066, -0.0299617, 1.0]], ['2, k, 11', [-0.0883011, -0.0314552, 1.0]], ['2, k, 12', [-0.378073, -0.495879, 1.0]], ['2, k, 13', [-0.454714, -0.778903, 1.0]], ['2, k, 14', [-0.473946, -1.08036, 1.0]], ['2, k, 15', [-0.5233, -1.12858, 1.0]], ['2, k, 16', [-0.250648, -0.492398, 1.0]], ['2, k, 17', [-0.171549, -0.772549, 1.0]], ['2, k, 18', [-0.112379, -1.07878, 1.0]], ['2, k, 19', [-0.104649, -1.14808, 1.0]], ['2, k, 20', [-0.320604, 0.00380009, 1.0]], ['2, k, 21', [-0.617836, -0.00752365, 1.0]], ['2, k, 22', [-0.525487, -0.0119597, 1.0]], ['2, k, 23', [-0.0164649, -0.0316967, 1.0]], ['2, k, 24', [-0.10643, -0.0229779, 1.0]]]
[['2, k, 0', [-0.317911, -0.492599, 1.0]], ['2, k, 1', [-0.319172, -0.199028, 1.0]], ['2, k, 2', [-0.318737, 0.0892595, 1.0]], ['2, k, 3', [-0.314775, 0.215892, 1.0]], ['2, k, 4', [-0.458542, -0.0556523, 1.0]], ['2, k, 5', [-0.544332, -0.04844, 1.0]], ['2, k, 6', [-0.579159, -0.0256176, 1.0]], ['2, k, 7', [-0.593505, 0.00623779, 1.0]], ['2, k, 8', [-0.187986, -0.0168112, 1.0]], ['2, k, 9', [-0.249752, -0.0244817, 1.0]], ['2, k, 10', [-0.154832, -0.0129152, 1.0]], ['2, k, 11', [-0.109064, -0.0196321, 1.0]], ['2, k, 12', [-0.377692, -0.488446, 1.0]], ['2, k, 13', [-0.454747, -0.772586, 1.0]], ['2, k, 14', [-0.47412, -1.07983, 1.0]], ['2, k, 15', [-0.523765, -1.12818, 1.0]], ['2, k, 16', [-0.24944, -0.483293, 1.0]], ['2, k, 17', [-0.172974, -0.76587, 1.0]], ['2, k, 18', [-0.113624, -1.07712, 1.0]], ['2, k, 19', [-0.104579, -1.14638, 1.0]], ['2, k, 20', [-0.319157, 0.0179634, 1.0]], ['2, k, 21', [-0.606129, 0.0064149, 1.0]], ['2, k, 22', [-0.530569, 0.00163296, 1.0]], ['2, k, 23', [-0.049721, -0.0193706, 1.0]], ['2, k, 24', [-0.125786, -0.00405574, 1.0]]]
[['2, k, 0', [-0.319523, -0.482634, 1.0]], ['2, k, 1', [-0.320217, -0.187847, 1.0]], ['2, k, 2', [-0.319076, 0.101138, 1.0]], ['2, k, 3', [-0.316153, 0.227964, 1.0]], ['2, k, 4', [-0.460873, -0.0231325, 1.0]], ['2, k, 5', [-0.546589, -0.0415582, 1.0]], ['2, k, 6', [-0.582379, -0.0088571, 1.0]], ['2, k, 7', [-0.594969, 0.0215535, 1.0]], ['2, k, 8', [-0.18828, -0.0171049, 1.0]], ['2, k, 9', [-0.250595, -0.0224477, 1.0]], ['2, k, 10', [-0.11232, 0.0075552, 1.0]], ['2, k, 11', [-0.0923242, -0.00240939, 1.0]], ['2, k, 12', [-0.379713, -0.477221, 1.0]], ['2, k, 13', [-0.453538, -0.763256, 1.0]], ['2, k, 14', [-0.474116, -1.07747, 1.0]], ['2, k, 15', [-0.522581, -1.1269, 1.0]], ['2, k, 16', [-0.250642, -0.474801, 1.0]], ['2, k, 17', [-0.173777, -0.758762, 1.0]], ['2, k, 18', [-0.113965, -1.07621, 1.0]], ['2, k, 19', [-0.111239, -1.14521, 1.0]], ['2, k, 20', [-0.319682, 0.0297119, 1.0]], ['2, k, 21', [-0.613326, 0.0205899, 1.0]], ['2, k, 22', [-0.529753, 0.0156732, 1.0]], ['2, k, 23', [-0.0244644, -0.00397952, 1.0]], ['2, k, 24', [-0.109264, 0.00139747, 1.0]]]
[['2, k, 0', [-0.321413, -0.469975, 1.0]], ['2, k, 1', [-0.321606, -0.174297, 1.0]], ['2, k, 2', [-0.319933, 0.115374, 1.0]], ['2, k, 3', [-0.318047, 0.246592, 1.0]], ['2, k, 4', [-0.460162, -0.0149454, 1.0]], ['2, k, 5', [-0.546555, -0.0259825, 1.0]], ['2, k, 6', [-0.591798, 0.00203309, 1.0]], ['2, k, 7', [-0.595544, 0.0343318, 1.0]], ['2, k, 8', [-0.188463, -0.0171874, 1.0]], ['2, k, 9', [-0.250655, -0.0209243, 1.0]], ['2, k, 10', [-0.153863, 0.0132293, 1.0]], ['2, k, 11', [-0.109474, 0.0128363, 1.0]], ['2, k, 12', [-0.381686, -0.464412, 1.0]], ['2, k, 13', [-0.452276, -0.752423, 1.0]], ['2, k, 14', [-0.477578, -1.06868, 1.0]], ['2, k, 15', [-0.519783, -1.12336, 1.0]], ['2, k, 16', [-0.252373, -0.462713, 1.0]], ['2, k, 17', [-0.175076, -0.748326, 1.0]], ['2, k, 18', [-0.114814, -1.07299, 1.0]], ['2, k, 19', [-0.10957, -1.14209, 1.0]], ['2, k, 20', [-0.320674, 0.0437989, 1.0]], ['2, k, 21', [-0.593898, 0.0354982, 1.0]], ['2, k, 22', [-0.525876, 0.0301875, 1.0]], ['2, k, 23', [-0.0577991, 0.0120032, 1.0]], ['2, k, 24', [-0.123661, 0.0257858, 1.0]]]
[['2, k, 0', [-0.323106, -0.460743, 1.0]], ['2, k, 1', [-0.323275, -0.160811, 1.0]], ['2, k, 2', [-0.321471, 0.133717, 1.0]], ['2, k, 3', [-0.317778, 0.255098, 1.0]], ['2, k, 4', [-0.459911, -0.000153577, 1.0]], ['2, k, 5', [-0.546691, -0.00839274, 1.0]], ['2, k, 6', [-0.586755, 0.0174027, 1.0]], ['2, k, 7', [-0.594868, 0.0498164, 1.0]], ['2, k, 8', [-0.190759, -0.0240159, 1.0]], ['2, k, 9', [-0.241694, 0.00689638, 1.0]], ['2, k, 10', [-0.129053, 0.0267256, 1.0]], ['2, k, 11', [-0.0963623, 0.0284721, 1.0]], ['2, k, 12', [-0.38371, -0.454466, 1.0]], ['2, k, 13', [-0.451123, -0.744089, 1.0]], ['2, k, 14', [-0.477935, -1.06914, 1.0]], ['2, k, 15', [-0.520229, -1.12399, 1.0]], ['2, k, 16', [-0.253715, -0.454248, 1.0]], ['2, k, 17', [-0.174857, -0.741282, 1.0]], ['2, k, 18', [-0.114644, -1.07177, 1.0]], ['2, k, 19', [-0.109127, -1.14121, 1.0]], ['2, k, 20', [-0.322255, 0.0608876, 1.0]], ['2, k, 21', [-0.640295, 0.0355684, 1.0]], ['2, k, 22', [-0.533143, 0.0451848, 1.0]], ['2, k, 23', [-0.0282251, 0.015338, 1.0]], ['2, k, 24', [-0.124569, 0.0278965, 1.0]]]
[['2, k, 0', [-0.322329, -0.452017, 1.0]], ['2, k, 1', [-0.322745, -0.149633, 1.0]], ['2, k, 2', [-0.32134, 0.146677, 1.0]], ['2, k, 3', [-0.31831, 0.271639, 1.0]], ['2, k, 4', [-0.459719, 0.000809514, 1.0]], ['2, k, 5', [-0.546184, -0.00105128, 1.0]], ['2, k, 6', [-0.584287, 0.0322807, 1.0]], ['2, k, 7', [-0.59299, 0.0643653, 1.0]], ['2, k, 8', [-0.190538, -0.0232086, 1.0]], ['2, k, 9', [-0.242934, 0.0256269, 1.0]], ['2, k, 10', [-0.109897, 0.0437195, 1.0]], ['2, k, 11', [-0.0890768, 0.0415877, 1.0]], ['2, k, 12', [-0.383275, -0.446321, 1.0]], ['2, k, 13', [-0.450262, -0.73747, 1.0]], ['2, k, 14', [-0.478135, -1.0676, 1.0]], ['2, k, 15', [-0.519767, -1.12293, 1.0]], ['2, k, 16', [-0.252576, -0.445297, 1.0]], ['2, k, 17', [-0.175005, -0.734004, 1.0]], ['2, k, 18', [-0.115609, -1.06722, 1.0]], ['2, k, 19', [-0.107897, -1.13681, 1.0]], ['2, k, 20', [-0.322011, 0.0734819, 1.0]], ['2, k, 21', [-0.594223, 0.064263, 1.0]], ['2, k, 22', [-0.52323, 0.0588402, 1.0]], ['2, k, 23', [-0.0189543, 0.0346869, 1.0]], ['2, k, 24', [-0.110405, 0.0413717, 1.0]]]
[['2, k, 0', [-0.323835, -0.438277, 1.0]], ['2, k, 1', [-0.323979, -0.136524, 1.0]], ['2, k, 2', [-0.322292, 0.158931, 1.0]], ['2, k, 3', [-0.319049, 0.285306, 1.0]], ['2, k, 4', [-0.4588, 0.0185903, 1.0]], ['2, k, 5', [-0.549888, 0.0119401, 1.0]], ['2, k, 6', [-0.585977, 0.0474619, 1.0]], ['2, k, 7', [-0.59409, 0.0774751, 1.0]], ['2, k, 8', [-0.187731, -0.0178134, 1.0]], ['2, k, 9', [-0.24611, 0.0250398, 1.0]], ['2, k, 10', [-0.149144, 0.059263, 1.0]], ['2, k, 11', [-0.108641, 0.052386, 1.0]], ['2, k, 12', [-0.385166, -0.431455, 1.0]], ['2, k, 13', [-0.449042, -0.732096, 1.0]], ['2, k, 14', [-0.47974, -1.06679, 1.0]], ['2, k, 15', [-0.519805, -1.12325, 1.0]], ['2, k, 16', [-0.253662, -0.433032, 1.0]], ['2, k, 17', [-0.175081, -0.72306, 1.0]], ['2, k, 18', [-0.115885, -1.06528, 1.0]], ['2, k, 19', [-0.108772, -1.13496, 1.0]], ['2, k, 20', [-0.323034, 0.085964, 1.0]], ['2, k, 21', [-0.594099, 0.0784325, 1.0]], ['2, k, 22', [-0.521525, 0.0731126, 1.0]], ['2, k, 23', [-0.0521849, 0.0534924, 1.0]], ['2, k, 24', [-0.115011, 0.0688052, 1.0]]]
[['2, k, 0', [-0.323641, -0.427144, 1.0]], ['2, k, 1', [-0.323805, -0.124259, 1.0]], ['2, k, 2', [-0.322131, 0.172183, 1.0]], ['2, k, 3', [-0.319323, 0.293426, 1.0]], ['2, k, 4', [-0.458347, 0.0224151, 1.0]], ['2, k, 5', [-0.547746, 0.0312902, 1.0]], ['2, k, 6', [-0.587304, 0.0566734, 1.0]], ['2, k, 7', [-0.595675, 0.0893446, 1.0]], ['2, k, 8', [-0.188382, -0.00468918, 1.0]], ['2, k, 9', [-0.247339, 0.0343318, 1.0]], ['2, k, 10', [-0.123328, 0.0645904, 1.0]], ['2, k, 11', [-0.0927119, 0.0710114, 1.0]], ['2, k, 12', [-0.385096, -0.42192, 1.0]], ['2, k, 13', [-0.447611, -0.726563, 1.0]], ['2, k, 14', [-0.480812, -1.06623, 1.0]], ['2, k, 15', [-0.519906, -1.12342, 1.0]], ['2, k, 16', [-0.253306, -0.420548, 1.0]], ['2, k, 17', [-0.175697, -0.71448, 1.0]], ['2, k, 18', [-0.116389, -1.06192, 1.0]], ['2, k, 19', [-0.108331, -1.13171, 1.0]], ['2, k, 20', [-0.322871, 0.0989916, 1.0]], ['2, k, 21', [-0.616728, 0.0916868, 1.0]], ['2, k, 22', [-0.527539, 0.0855203, 1.0]], ['2, k, 23', [-0.0178592, 0.0652945, 1.0]], ['2, k, 24', [-0.112638, 0.0793533, 1.0]]]
[['2, k, 0', [-0.322608, -0.414335, 1.0]], ['2, k, 1', [-0.322884, -0.111696, 1.0]], ['2, k, 2', [-0.321312, 0.184457, 1.0]], ['2, k, 3', [-0.320279, 0.309467, 1.0]], ['2, k, 4', [-0.457881, 0.0384233, 1.0]], ['2, k, 5', [-0.548246, 0.0418336, 1.0]], ['2, k, 6', [-0.585526, 0.0737716, 1.0]], ['2, k, 7', [-0.591888, 0.102547, 1.0]], ['2, k, 8', [-0.185628, 0.0112144, 1.0]], ['2, k, 9', [-0.242619, 0.0478173, 1.0]], ['2, k, 10', [-0.142166, 0.0780186, 1.0]], ['2, k, 11', [-0.101621, 0.0859337, 1.0]], ['2, k, 12', [-0.384126, -0.40936, 1.0]], ['2, k, 13', [-0.446168, -0.721556, 1.0]], ['2, k, 14', [-0.480956, -1.06594, 1.0]], ['2, k, 15', [-0.51985, -1.12332, 1.0]], ['2, k, 16', [-0.252228, -0.407922, 1.0]], ['2, k, 17', [-0.175284, -0.707354, 1.0]], ['2, k, 18', [-0.11649, -1.06127, 1.0]], ['2, k, 19', [-0.10855, -1.13101, 1.0]], ['2, k, 20', [-0.322027, 0.111348, 1.0]], ['2, k, 21', [-0.592835, 0.10513, 1.0]], ['2, k, 22', [-0.524994, 0.0981699, 1.0]], ['2, k, 23', [-0.0493896, 0.0821774, 1.0]], ['2, k, 24', [-0.128009, 0.0633799, 1.0]]]
[['2, k, 0', [-0.322394, -0.403573, 1.0]], ['2, k, 1', [-0.323455, -0.101346, 1.0]], ['2, k, 2', [-0.322644, 0.194342, 1.0]], ['2, k, 3', [-0.319648, 0.319302, 1.0]], ['2, k, 4', [-0.456679, 0.0485531, 1.0]], ['2, k, 5', [-0.547077, 0.0531209, 1.0]], ['2, k, 6', [-0.584805, 0.0783575, 1.0]], ['2, k, 7', [-0.594609, 0.113794, 1.0]], ['2, k, 8', [-0.184351, 0.0211386, 1.0]], ['2, k, 9', [-0.2457, 0.0588019, 1.0]], ['2, k, 10', [-0.10337, 0.0930664, 1.0]], ['2, k, 11', [-0.0831058, 0.0973996, 1.0]], ['2, k, 12', [-0.383966, -0.39821, 1.0]], ['2, k, 13', [-0.44572, -0.716992, 1.0]], ['2, k, 14', [-0.481422, -1.06579, 1.0]], ['2, k, 15', [-0.52029, -1.12325, 1.0]], ['2, k, 16', [-0.251951, -0.397783, 1.0]], ['2, k, 17', [-0.174527, -0.702385, 1.0]], ['2, k, 18', [-0.116905, -1.05943, 1.0]], ['2, k, 19', [-0.108666, -1.12899, 1.0]], ['2, k, 20', [-0.323172, 0.121358, 1.0]], ['2, k, 21', [-0.596853, 0.116036, 1.0]], ['2, k, 22', [-0.524451, 0.109352, 1.0]], ['2, k, 23', [-0.00858214, 0.0938078, 1.0]], ['2, k, 24', [-0.0970603, 0.100733, 1.0]]]
[['2, k, 0', [-0.321467, -0.390531, 1.0]], ['2, k, 1', [-0.322402, -0.0873385, 1.0]], ['2, k, 2', [-0.321432, 0.209501, 1.0]], ['2, k, 3', [-0.318966, 0.333441, 1.0]], ['2, k, 4', [-0.457028, 0.0547749, 1.0]], ['2, k, 5', [-0.54765, 0.0668565, 1.0]], ['2, k, 6', [-0.585771, 0.0978766, 1.0]], ['2, k, 7', [-0.594731, 0.125582, 1.0]], ['2, k, 8', [-0.188416, 0.0569228, 1.0]], ['2, k, 9', [-0.247802, 0.0822088, 1.0]], ['2, k, 10', [-0.100706, 0.0980064, 1.0]], ['2, k, 11', [-0.0802403, 0.108019, 1.0]], ['2, k, 12', [-0.382822, -0.386967, 1.0]], ['2, k, 13', [-0.444312, -0.715137, 1.0]], ['2, k, 14', [-0.48101, -1.06439, 1.0]], ['2, k, 15', [-0.519593, -1.12206, 1.0]], ['2, k, 16', [-0.251291, -0.383206, 1.0]], ['2, k, 17', [-0.174511, -0.697513, 1.0]], ['2, k, 18', [-0.117617, -1.05623, 1.0]], ['2, k, 19', [-0.107689, -1.12565, 1.0]], ['2, k, 20', [-0.322003, 0.136225, 1.0]], ['2, k, 21', [-0.593565, 0.126309, 1.0]], ['2, k, 22', [-0.522715, 0.121215, 1.0]], ['2, k, 23', [-0.00463912, 0.107803, 1.0]], ['2, k, 24', [-0.114389, 0.117586, 1.0]]]
[['2, k, 0', [-0.321574, -0.381511, 1.0]], ['2, k, 1', [-0.321833, -0.0784518, 1.0]], ['2, k, 2', [-0.320224, 0.217956, 1.0]], ['2, k, 3', [-0.31997, 0.344854, 1.0]], ['2, k, 4', [-0.457694, 0.0620408, 1.0]], ['2, k, 5', [-0.549275, 0.0761234, 1.0]], ['2, k, 6', [-0.587392, 0.103099, 1.0]], ['2, k, 7', [-0.595281, 0.136354, 1.0]], ['2, k, 8', [-0.187629, 0.0581905, 1.0]], ['2, k, 9', [-0.247096, 0.0867746, 1.0]], ['2, k, 10', [-0.149736, 0.115316, 1.0]], ['2, k, 11', [-0.107151, 0.114102, 1.0]], ['2, k, 12', [-0.382678, -0.37817, 1.0]], ['2, k, 13', [-0.442166, -0.714241, 1.0]], ['2, k, 14', [-0.480855, -1.06283, 1.0]], ['2, k, 15', [-0.518715, -1.12076, 1.0]], ['2, k, 16', [-0.251625, -0.374316, 1.0]], ['2, k, 17', [-0.174428, -0.692982, 1.0]], ['2, k, 18', [-0.117923, -1.05542, 1.0]], ['2, k, 19', [-0.108136, -1.12457, 1.0]], ['2, k, 20', [-0.32095, 0.144818, 1.0]], ['2, k, 21', [-0.594141, 0.137394, 1.0]], ['2, k, 22', [-0.521047, 0.131971, 1.0]], ['2, k, 23', [-0.0487068, 0.115211, 1.0]], ['2, k, 24', [-0.162221, 0.12192, 1.0]]]
[['2, k, 0', [-0.320754, -0.37208, 1.0]], ['2, k, 1', [-0.321814, -0.0689489, 1.0]], ['2, k, 2', [-0.321025, 0.227535, 1.0]], ['2, k, 3', [-0.321387, 0.355232, 1.0]], ['2, k, 4', [-0.457773, 0.0707109, 1.0]], ['2, k, 5', [-0.549472, 0.0889563, 1.0]], ['2, k, 6', [-0.589081, 0.113981, 1.0]], ['2, k, 7', [-0.596296, 0.146467, 1.0]], ['2, k, 8', [-0.18725, 0.0689259, 1.0]], ['2, k, 9', [-0.246824, 0.0965359, 1.0]], ['2, k, 10', [-0.105267, 0.125596, 1.0]], ['2, k, 11', [-0.0841407, 0.127098, 1.0]], ['2, k, 12', [-0.38166, -0.369603, 1.0]], ['2, k, 13', [-0.441771, -0.707967, 1.0]], ['2, k, 14', [-0.481659, -1.05938, 1.0]], ['2, k, 15', [-0.517299, -1.11858, 1.0]], ['2, k, 16', [-0.25103, -0.36426, 1.0]], ['2, k, 17', [-0.176024, -0.681572, 1.0]], ['2, k, 18', [-0.118451, -1.05281, 1.0]], ['2, k, 19', [-0.109928, -1.1219, 1.0]], ['2, k, 20', [-0.321544, 0.154384, 1.0]], ['2, k, 21', [-0.597668, 0.148561, 1.0]], ['2, k, 22', [-0.524903, 0.140391, 1.0]], ['2, k, 23', [-0.00853792, 0.125695, 1.0]], ['2, k, 24', [-0.103621, 0.135127, 1.0]]]
[['2, k, 0', [-0.320136, -0.363774, 1.0]], ['2, k, 1', [-0.322171, -0.060696, 1.0]], ['2, k, 2', [-0.322341, 0.235679, 1.0]], ['2, k, 3', [-0.322123, 0.360633, 1.0]], ['2, k, 4', [-0.458483, 0.0800134, 1.0]], ['2, k, 5', [-0.547549, 0.0989845, 1.0]], ['2, k, 6', [-0.589034, 0.120169, 1.0]], ['2, k, 7', [-0.596972, 0.155263, 1.0]], ['2, k, 8', [-0.185313, 0.0742529, 1.0]], ['2, k, 9', [-0.246281, 0.103746, 1.0]], ['2, k, 10', [-0.104914, 0.12747, 1.0]], ['2, k, 11', [-0.0850736, 0.135455, 1.0]], ['2, k, 12', [-0.380772, -0.361208, 1.0]], ['2, k, 13', [-0.439638, -0.704325, 1.0]], ['2, k, 14', [-0.486894, -1.05506, 1.0]], ['2, k, 15', [-0.517092, -1.11836, 1.0]], ['2, k, 16', [-0.250674, -0.356292, 1.0]], ['2, k, 17', [-0.177739, -0.675798, 1.0]], ['2, k, 18', [-0.118651, -1.05033, 1.0]], ['2, k, 19', [-0.109703, -1.1191, 1.0]], ['2, k, 20', [-0.322622, 0.162563, 1.0]], ['2, k, 21', [-0.596905, 0.16048, 1.0]], ['2, k, 22', [-0.525199, 0.15147, 1.0]], ['2, k, 23', [-0.0125435, 0.131403, 1.0]], ['2, k, 24', [-0.117454, 0.151997, 1.0]]]
[['2, k, 0', [-0.320655, -0.356774, 1.0]], ['2, k, 1', [-0.323364, -0.0532138, 1.0]], ['2, k, 2', [-0.324265, 0.243663, 1.0]], ['2, k, 3', [-0.323884, 0.369465, 1.0]], ['2, k, 4', [-0.458311, 0.0919835, 1.0]], ['2, k, 5', [-0.547465, 0.108356, 1.0]], ['2, k, 6', [-0.589888, 0.131705, 1.0]], ['2, k, 7', [-0.596542, 0.165264, 1.0]], ['2, k, 8', [-0.183709, 0.0770523, 1.0]], ['2, k, 9', [-0.253953, 0.111202, 1.0]], ['2, k, 10', [-0.153905, 0.140929, 1.0]], ['2, k, 11', [-0.111292, 0.142988, 1.0]], ['2, k, 12', [-0.380884, -0.353784, 1.0]], ['2, k, 13', [-0.436769, -0.69918, 1.0]], ['2, k, 14', [-0.486939, -1.05382, 1.0]], ['2, k, 15', [-0.517092, -1.11841, 1.0]], ['2, k, 16', [-0.251554, -0.349878, 1.0]], ['2, k, 17', [-0.179027, -0.673207, 1.0]], ['2, k, 18', [-0.118624, -1.04973, 1.0]], ['2, k, 19', [-0.10927, -1.11832, 1.0]], ['2, k, 20', [-0.32436, 0.170427, 1.0]], ['2, k, 21', [-0.596368, 0.169419, 1.0]], ['2, k, 22', [-0.526384, 0.160448, 1.0]], ['2, k, 23', [-0.0591272, 0.140819, 1.0]], ['2, k, 24', [-0.126531, 0.148383, 1.0]]]
[['2, k, 0', [-0.320249, -0.350777, 1.0]], ['2, k, 1', [-0.323599, -0.0462794, 1.0]], ['2, k, 2', [-0.325227, 0.251718, 1.0]], ['2, k, 3', [-0.324134, 0.373344, 1.0]], ['2, k, 4', [-0.459248, 0.0966796, 1.0]], ['2, k, 5', [-0.545865, 0.115953, 1.0]], ['2, k, 6', [-0.590844, 0.139088, 1.0]], ['2, k, 7', [-0.597997, 0.172615, 1.0]], ['2, k, 8', [-0.181778, 0.0811966, 1.0]], ['2, k, 9', [-0.245047, 0.117146, 1.0]], ['2, k, 10', [-0.150121, 0.142622, 1.0]], ['2, k, 11', [-0.109695, 0.14995, 1.0]], ['2, k, 12', [-0.380127, -0.347873, 1.0]], ['2, k, 13', [-0.434976, -0.70353, 1.0]], ['2, k, 14', [-0.489482, -1.05255, 1.0]], ['2, k, 15', [-0.516992, -1.11838, 1.0]], ['2, k, 16', [-0.251511, -0.343969, 1.0]], ['2, k, 17', [-0.179345, -0.670972, 1.0]], ['2, k, 18', [-0.118906, -1.04733, 1.0]], ['2, k, 19', [-0.109505, -1.11568, 1.0]], ['2, k, 20', [-0.325132, 0.178198, 1.0]], ['2, k, 21', [-0.595578, 0.175632, 1.0]], ['2, k, 22', [-0.526257, 0.166746, 1.0]], ['2, k, 23', [-0.0510194, 0.146897, 1.0]], ['2, k, 24', [-0.129633, 0.158452, 1.0]]]
