[['2, k, 0', [-0.202251, -0.380884, 1.0]], ['2, k, 1', [-0.194261, -0.0908986, 1.0]], ['2, k, 2', [-0.185236, 0.192871, 1.0]], ['2, k, 3', [-0.165187, 0.32103, 1.0]], ['2, k, 4', [-0.296148, 0.184531, 1.0]], ['2, k, 5', [-0.346677, 0.0684936, 1.0]], ['2, k, 6', [-0.300936, 0.0790668, 1.0]], ['2, k, 7', [-0.256016, 0.0732451, 1.0]], ['2, k, 8', [-0.00919318, 0.0799135, 1.0]], ['2, k, 9', [0.168117, 0.123374, 1.0]], ['2, k, 10', [0.263262, 0.0586536, 1.0]], ['2, k, 11', [0.295231, 0.0754757, 1.0]], ['2, k, 12', [-0.264831, -0.351811, 1.0]], ['2, k, 13', [-0.256191, -0.659609, 1.0]], ['2, k, 14', [-0.247063, -1.03163, 1.0]], ['2, k, 15', [-0.224086, -1.09751, 1.0]], ['2, k, 16', [-0.134059, -0.399341, 1.0]], ['2, k, 17', [-0.109295, -0.706295, 1.0]], ['2, k, 18', [-0.116708, -1.086, 1.0]], ['2, k, 19', [-0.120732, -1.10812, 1.0]], ['2, k, 20', [-0.187678, 0.122859, 1.0]], ['2, k, 21', [-0.235535, 0.068531, 1.0]], ['2, k, 22', [-0.224412, 0.103264, 1.0]], ['2, k, 23', [0.311602, 0.0700489, 1.0]], ['2, k, 24', [0.333598, 0.0905732, 1.0]]]
[['2, k, 0', [-0.143479, -0.36993, 1.0]], ['2, k, 1', [-0.155245, -0.0703077, 1.0]], ['2, k, 2', [-0.163922, 0.211593, 1.0]], ['2, k, 3', [-0.181898, 0.317244, 1.0]], ['2, k, 4', [-0.338543, 0.16025, 1.0]], ['2, k, 5', [-0.540432, 0.172473, 1.0]], ['2, k, 6', [-0.736837, 0.190069, 1.0]], ['2, k, 7', [-0.760474, 0.215172, 1.0]], ['2, k, 8', [-0.115962, 0.0646491, 1.0]], ['2, k, 9', [-0.321586, 0.0343012, 1.0]], ['2, k, 10', [-0.519647, 0.0447008, 1.0]], ['2, k, 11', [-0.602755, 0.0562949, 1.0]], ['2, k, 12', [-0.179663, -0.37451, 1.0]], ['2, k, 13', [-0.227657, -0.622999, 1.0]], ['2, k, 14', [-0.253103, -1.05239, 1.0]], ['2, k, 15', [-0.215002, -1.10796, 1.0]], ['2, k, 16', [-0.100326, -0.374776, 1.0]], ['2, k, 17', [-0.104876, -0.653867, 1.0]], ['2, k, 18', [-0.120253, -1.05487, 1.0]], ['2, k, 19', [-0.123361, -1.11394, 1.0]], ['2, k, 20', [-0.161898, 0.142528, 1.0]], ['2, k, 21', [-0.766098, 0.2153, 1.0]], ['2, k, 22', [-0.750699, 0.216314, 1.0]], ['2, k, 23', [-0.656005, 0.0718411, 1.0]], ['2, k, 24', [-0.609777, 0.0284768, 1.0]]]
[['2, k, 0', [-0.140801, -0.372997, 1.0]], ['2, k, 1', [-0.154218, -0.0733313, 1.0]], ['2, k, 2', [-0.164995, 0.212148, 1.0]], ['2, k, 3', [-0.181057, 0.316085, 1.0]], ['2, k, 4', [-0.33776, 0.165284, 1.0]], ['2, k, 5', [-0.503843, 0.176943, 1.0]], ['2, k, 6', [-0.705828, 0.211923, 1.0]], ['2, k, 7', [-0.721398, 0.226793, 1.0]], ['2, k, 8', [-0.118443, 0.0631472, 1.0]], ['2, k, 9', [-0.330796, 0.0394523, 1.0]], ['2, k, 10', [-0.531876, 0.0509806, 1.0]], ['2, k, 11', [-0.616429, 0.0640653, 1.0]], ['2, k, 12', [-0.177205, -0.374255, 1.0]], ['2, k, 13', [-0.218975, -0.723242, 1.0]], ['2, k, 14', [-0.248416, -1.04562, 1.0]], ['2, k, 15', [-0.206232, -1.10676, 1.0]], ['2, k, 16', [-0.099696, -0.374636, 1.0]], ['2, k, 17', [-0.109335, -0.697681, 1.0]], ['2, k, 18', [-0.116315, -1.05383, 1.0]], ['2, k, 19', [-0.133166, -1.11114, 1.0]], ['2, k, 20', [-0.162518, 0.142182, 1.0]], ['2, k, 21', [-0.749412, 0.229035, 1.0]], ['2, k, 22', [-0.705971, 0.229698, 1.0]], ['2, k, 23', [-0.669717, 0.0814262, 1.0]], ['2, k, 24', [-0.626582, 0.037786, 1.0]]]
[['2, k, 0', [-0.141096, -0.37505, 1.0]], ['2, k, 1', [-0.154909, -0.0753958, 1.0]], ['2, k, 2', [-0.166619, 0.212648, 1.0]], ['2, k, 3', [-0.180375, 0.314713, 1.0]], ['2, k, 4', [-0.334732, 0.167649, 1.0]], ['2, k, 5', [-0.544734, 0.186773, 1.0]], ['2, k, 6', [-0.740195, 0.243052, 1.0]], ['2, k, 7', [-0.806136, 0.262082, 1.0]], ['2, k, 8', [-0.123455, 0.061061, 1.0]], ['2, k, 9', [-0.338545, 0.0456245, 1.0]], ['2, k, 10', [-0.542786, 0.0601102, 1.0]], ['2, k, 11', [-0.628748, 0.0729745, 1.0]], ['2, k, 12', [-0.176848, -0.375191, 1.0]], ['2, k, 13', [-0.202451, -0.631224, 1.0]], ['2, k, 14', [-0.249774, -1.05533, 1.0]], ['2, k, 15', [-0.206096, -1.1076, 1.0]], ['2, k, 16', [-0.100329, -0.37455, 1.0]], ['2, k, 17', [-0.104862, -0.666759, 1.0]], ['2, k, 18', [-0.115457, -1.05628, 1.0]], ['2, k, 19', [-0.13279, -1.11328, 1.0]], ['2, k, 20', [-0.163885, 0.141833, 1.0]], ['2, k, 21', [-0.833858, 0.2642, 1.0]], ['2, k, 22', [-0.790054, 0.264707, 1.0]], ['2, k, 23', [-0.684711, 0.0993856, 1.0]], ['2, k, 24', [-0.677565, 0.0641037, 1.0]]]
[['2, k, 0', [-0.141588, -0.375459, 1.0]], ['2, k, 1', [-0.155158, -0.0758743, 1.0]], ['2, k, 2', [-0.166431, 0.213789, 1.0]], ['2, k, 3', [-0.179747, 0.313848, 1.0]], ['2, k, 4', [-0.336332, 0.168438, 1.0]], ['2, k, 5', [-0.504418, 0.186007, 1.0]], ['2, k, 6', [-0.704033, 0.22972, 1.0]], ['2, k, 7', [-0.710139, 0.242983, 1.0]], ['2, k, 8', [-0.127926, 0.0594541, 1.0]], ['2, k, 9', [-0.397295, 0.0570898, 1.0]], ['2, k, 10', [-0.600768, 0.0680416, 1.0]], ['2, k, 11', [-0.671124, 0.0894723, 1.0]], ['2, k, 12', [-0.177007, -0.374735, 1.0]], ['2, k, 13', [-0.212877, -0.656535, 1.0]], ['2, k, 14', [-0.249444, -1.04581, 1.0]], ['2, k, 15', [-0.209177, -1.10781, 1.0]], ['2, k, 16', [-0.101298, -0.374241, 1.0]], ['2, k, 17', [-0.0989263, -0.711324, 1.0]], ['2, k, 18', [-0.114822, -1.0567, 1.0]], ['2, k, 19', [-0.132692, -1.11268, 1.0]], ['2, k, 20', [-0.163843, 0.142438, 1.0]], ['2, k, 21', [-0.714802, 0.244536, 1.0]], ['2, k, 22', [-0.702291, 0.240308, 1.0]], ['2, k, 23', [-0.728158, 0.0984833, 1.0]], ['2, k, 24', [-0.692603, 0.0796615, 1.0]]]
[['2, k, 0', [-0.142635, -0.376252, 1.0]], ['2, k, 1', [-0.156049, -0.0768401, 1.0]], ['2, k, 2', [-0.167208, 0.213477, 1.0]], ['2, k, 3', [-0.17935, 0.312958, 1.0]], ['2, k, 4', [-0.336892, 0.170135, 1.0]], ['2, k, 5', [-0.503575, 0.187542, 1.0]], ['2, k, 6', [-0.701617, 0.24138, 1.0]], ['2, k, 7', [-0.768349, 0.259595, 1.0]], ['2, k, 8', [-0.146393, 0.065182, 1.0]], ['2, k, 9', [-0.397996, 0.0564282, 1.0]], ['2, k, 10', [-0.60337, 0.0777335, 1.0]], ['2, k, 11', [-0.674968, 0.0938172, 1.0]], ['2, k, 12', [-0.176877, -0.373041, 1.0]], ['2, k, 13', [-0.209179, -0.654857, 1.0]], ['2, k, 14', [-0.249999, -1.04635, 1.0]], ['2, k, 15', [-0.208664, -1.10775, 1.0]], ['2, k, 16', [-0.103777, -0.375148, 1.0]], ['2, k, 17', [-0.11607, -0.654469, 1.0]], ['2, k, 18', [-0.119812, -1.0582, 1.0]], ['2, k, 19', [-0.13332, -1.11464, 1.0]], ['2, k, 20', [-0.164663, 0.141954, 1.0]], ['2, k, 21', [-0.772813, 0.261092, 1.0]], ['2, k, 22', [-0.760046, 0.256793, 1.0]], ['2, k, 23', [-0.730584, 0.114017, 1.0]], ['2, k, 24', [-0.706432, 0.0889867, 1.0]]]
[['2, k, 0', [-0.143399, -0.37655, 1.0]], ['2, k, 1', [-0.157114, -0.0771673, 1.0]], ['2, k, 2', [-0.168801, 0.213772, 1.0]], ['2, k, 3', [-0.178923, 0.31217, 1.0]], ['2, k, 4', [-0.33747, 0.170924, 1.0]], ['2, k, 5', [-0.505282, 0.190865, 1.0]], ['2, k, 6', [-0.701002, 0.239997, 1.0]], ['2, k, 7', [-0.766957, 0.256648, 1.0]], ['2, k, 8', [-0.149413, 0.066675, 1.0]], ['2, k, 9', [-0.398398, 0.0563881, 1.0]], ['2, k, 10', [-0.60363, 0.0792167, 1.0]], ['2, k, 11', [-0.678482, 0.097258, 1.0]], ['2, k, 12', [-0.176793, -0.372189, 1.0]], ['2, k, 13', [-0.209154, -0.655185, 1.0]], ['2, k, 14', [-0.250531, -1.04554, 1.0]], ['2, k, 15', [-0.208534, -1.10773, 1.0]], ['2, k, 16', [-0.105251, -0.374971, 1.0]], ['2, k, 17', [-0.10671, -0.70095, 1.0]], ['2, k, 18', [-0.117344, -1.05603, 1.0]], ['2, k, 19', [-0.132902, -1.11279, 1.0]], ['2, k, 20', [-0.166126, 0.142078, 1.0]], ['2, k, 21', [-0.771467, 0.258169, 1.0]], ['2, k, 22', [-0.758759, 0.253902, 1.0]], ['2, k, 23', [-0.736364, 0.120506, 1.0]], ['2, k, 24', [-0.713346, 0.0940113, 1.0]]]
[['2, k, 0', [-0.142355, -0.380024, 1.0]], ['2, k, 1', [-0.15746, -0.0789204, 1.0]], ['2, k, 2', [-0.17062, 0.21379, 1.0]], ['2, k, 3', [-0.179146, 0.312082, 1.0]], ['2, k, 4', [-0.335368, 0.17172, 1.0]], ['2, k, 5', [-0.504355, 0.190439, 1.0]], ['2, k, 6', [-0.691017, 0.224534, 1.0]], ['2, k, 7', [-0.753943, 0.236172, 1.0]], ['2, k, 8', [-0.151049, 0.0674979, 1.0]], ['2, k, 9', [-0.401452, 0.056868, 1.0]], ['2, k, 10', [-0.605993, 0.0836401, 1.0]], ['2, k, 11', [-0.683362, 0.0988547, 1.0]], ['2, k, 12', [-0.173928, -0.371797, 1.0]], ['2, k, 13', [-0.245574, -0.601812, 1.0]], ['2, k, 14', [-0.251255, -1.03867, 1.0]], ['2, k, 15', [-0.21508, -1.1081, 1.0]], ['2, k, 16', [-0.105825, -0.380679, 1.0]], ['2, k, 17', [-0.114191, -0.66024, 1.0]], ['2, k, 18', [-0.115564, -1.05571, 1.0]], ['2, k, 19', [-0.132962, -1.11217, 1.0]], ['2, k, 20', [-0.167547, 0.141661, 1.0]], ['2, k, 21', [-0.758559, 0.237786, 1.0]], ['2, k, 22', [-0.745989, 0.233638, 1.0]], ['2, k, 23', [-0.747492, 0.123031, 1.0]], ['2, k, 24', [-0.699833, 0.124894, 1.0]]]
[['2, k, 0', [-0.143324, -0.382647, 1.0]], ['2, k, 1', [-0.158216, -0.0801802, 1.0]], ['2, k, 2', [-0.171282, 0.21371, 1.0]], ['2, k, 3', [-0.179412, 0.312121, 1.0]], ['2, k, 4', [-0.333846, 0.172171, 1.0]], ['2, k, 5', [-0.4507, 0.189911, 1.0]], ['2, k, 6', [-0.643379, 0.215686, 1.0]], ['2, k, 7', [-0.644744, 0.227414, 1.0]], ['2, k, 8', [-0.151353, 0.0672928, 1.0]], ['2, k, 9', [-0.409786, 0.0614092, 1.0]], ['2, k, 10', [-0.614423, 0.0859853, 1.0]], ['2, k, 11', [-0.690005, 0.102634, 1.0]], ['2, k, 12', [-0.174499, -0.372277, 1.0]], ['2, k, 13', [-0.207392, -0.630257, 1.0]], ['2, k, 14', [-0.252852, -1.04858, 1.0]], ['2, k, 15', [-0.214798, -1.10839, 1.0]], ['2, k, 16', [-0.107416, -0.384823, 1.0]], ['2, k, 17', [-0.104906, -0.702938, 1.0]], ['2, k, 18', [-0.116393, -1.05563, 1.0]], ['2, k, 19', [-0.134214, -1.11214, 1.0]], ['2, k, 20', [-0.168231, 0.141334, 1.0]], ['2, k, 21', [-0.67798, 0.244773, 1.0]], ['2, k, 22', [-0.644769, 0.216888, 1.0]], ['2, k, 23', [-0.748398, 0.124039, 1.0]], ['2, k, 24', [-0.724429, 0.101843, 1.0]]]
[['2, k, 0', [-0.143185, -0.384261, 1.0]], ['2, k, 1', [-0.158748, -0.0813314, 1.0]], ['2, k, 2', [-0.172455, 0.213197, 1.0]], ['2, k, 3', [-0.180376, 0.311324, 1.0]], ['2, k, 4', [-0.333497, 0.172118, 1.0]], ['2, k, 5', [-0.453053, 0.19035, 1.0]], ['2, k, 6', [-0.64144, 0.215784, 1.0]], ['2, k, 7', [-0.639385, 0.230558, 1.0]], ['2, k, 8', [-0.151519, 0.0668439, 1.0]], ['2, k, 9', [-0.414193, 0.0630483, 1.0]], ['2, k, 10', [-0.61884, 0.0856677, 1.0]], ['2, k, 11', [-0.693273, 0.103822, 1.0]], ['2, k, 12', [-0.174152, -0.372928, 1.0]], ['2, k, 13', [-0.227312, -0.723137, 1.0]], ['2, k, 14', [-0.249579, -1.03442, 1.0]], ['2, k, 15', [-0.214156, -1.10711, 1.0]], ['2, k, 16', [-0.107617, -0.386443, 1.0]], ['2, k, 17', [-0.106029, -0.702479, 1.0]], ['2, k, 18', [-0.114589, -1.05595, 1.0]], ['2, k, 19', [-0.134324, -1.11209, 1.0]], ['2, k, 20', [-0.169249, 0.140668, 1.0]], ['2, k, 21', [-0.661356, 0.244092, 1.0]], ['2, k, 22', [-0.635673, 0.206955, 1.0]], ['2, k, 23', [-0.758228, 0.125064, 1.0]], ['2, k, 24', [-0.732193, 0.102305, 1.0]]]
[['2, k, 0', [-0.142678, -0.38729, 1.0]], ['2, k, 1', [-0.159394, -0.0828737, 1.0]], ['2, k, 2', [-0.174223, 0.212819, 1.0]], ['2, k, 3', [-0.181257, 0.311096, 1.0]], ['2, k, 4', [-0.333503, 0.17212, 1.0]], ['2, k, 5', [-0.454989, 0.190384, 1.0]], ['2, k, 6', [-0.644952, 0.216368, 1.0]], ['2, k, 7', [-0.642918, 0.230426, 1.0]], ['2, k, 8', [-0.152542, 0.0660515, 1.0]], ['2, k, 9', [-0.415925, 0.0636887, 1.0]], ['2, k, 10', [-0.619717, 0.0887205, 1.0]], ['2, k, 11', [-0.696134, 0.104072, 1.0]], ['2, k, 12', [-0.173378, -0.37518, 1.0]], ['2, k, 13', [-0.215786, -0.632052, 1.0]], ['2, k, 14', [-0.255574, -1.04924, 1.0]], ['2, k, 15', [-0.213161, -1.10849, 1.0]], ['2, k, 16', [-0.107574, -0.389153, 1.0]], ['2, k, 17', [-0.106447, -0.703907, 1.0]], ['2, k, 18', [-0.113027, -1.05549, 1.0]], ['2, k, 19', [-0.134099, -1.11135, 1.0]], ['2, k, 20', [-0.170696, 0.140012, 1.0]], ['2, k, 21', [-0.662091, 0.244363, 1.0]], ['2, k, 22', [-0.639357, 0.211033, 1.0]], ['2, k, 23', [-0.762062, 0.129122, 1.0]], ['2, k, 24', [-0.731483, 0.106184, 1.0]]]
[['2, k, 0', [-0.142373, -0.388998, 1.0]], ['2, k, 1', [-0.159897, -0.0842899, 1.0]], ['2, k, 2', [-0.175373, 0.211954, 1.0]], ['2, k, 3', [-0.18207, 0.310074, 1.0]], ['2, k, 4', [-0.333495, 0.171888, 1.0]], ['2, k, 5', [-0.455337, 0.189925, 1.0]], ['2, k, 6', [-0.661166, 0.201816, 1.0]], ['2, k, 7', [-0.730422, 0.206055, 1.0]], ['2, k, 8', [-0.153527, 0.0654061, 1.0]], ['2, k, 9', [-0.417479, 0.0639384, 1.0]], ['2, k, 10', [-0.640975, 0.088482, 1.0]], ['2, k, 11', [-0.699704, 0.104682, 1.0]], ['2, k, 12', [-0.169013, -0.388268, 1.0]], ['2, k, 13', [-0.146219, -0.728611, 1.0]], ['2, k, 14', [-0.252771, -1.04829, 1.0]], ['2, k, 15', [-0.213226, -1.10862, 1.0]], ['2, k, 16', [-0.11001, -0.38402, 1.0]], ['2, k, 17', [-0.111091, -0.753159, 1.0]], ['2, k, 18', [-0.112032, -1.06486, 1.0]], ['2, k, 19', [-0.135903, -1.11763, 1.0]], ['2, k, 20', [-0.171715, 0.139015, 1.0]], ['2, k, 21', [-0.74925, 0.220078, 1.0]], ['2, k, 22', [-0.72608, 0.186854, 1.0]], ['2, k, 23', [-0.762217, 0.126984, 1.0]], ['2, k, 24', [-0.738487, 0.104438, 1.0]]]
[['2, k, 0', [-0.142488, -0.390736, 1.0]], ['2, k, 1', [-0.160605, -0.0857165, 1.0]], ['2, k, 2', [-0.176861, 0.211141, 1.0]], ['2, k, 3', [-0.183452, 0.309265, 1.0]], ['2, k, 4', [-0.333611, 0.171674, 1.0]], ['2, k, 5', [-0.455741, 0.189534, 1.0]], ['2, k, 6', [-0.650393, 0.229641, 1.0]], ['2, k, 7', [-0.656939, 0.231543, 1.0]], ['2, k, 8', [-0.153882, 0.0646458, 1.0]], ['2, k, 9', [-0.418948, 0.0637588, 1.0]], ['2, k, 10', [-0.638214, 0.0884485, 1.0]], ['2, k, 11', [-0.701323, 0.103697, 1.0]], ['2, k, 12', [-0.170977, -0.395004, 1.0]], ['2, k, 13', [-0.216156, -0.655681, 1.0]], ['2, k, 14', [-0.25283, -1.04839, 1.0]], ['2, k, 15', [-0.212992, -1.10844, 1.0]], ['2, k, 16', [-0.109346, -0.382328, 1.0]], ['2, k, 17', [-0.106818, -0.752062, 1.0]], ['2, k, 18', [-0.120454, -1.06049, 1.0]], ['2, k, 19', [-0.133895, -1.11608, 1.0]], ['2, k, 20', [-0.17301, 0.138028, 1.0]], ['2, k, 21', [-0.670197, 0.239887, 1.0]], ['2, k, 22', [-0.64707, 0.21641, 1.0]], ['2, k, 23', [-0.769035, 0.124829, 1.0]], ['2, k, 24', [-0.737969, 0.10392, 1.0]]]
[['2, k, 0', [-0.143506, -0.39371, 1.0]], ['2, k, 1', [-0.161733, -0.0875973, 1.0]], ['2, k, 2', [-0.1782, 0.210431, 1.0]], ['2, k, 3', [-0.185063, 0.30878, 1.0]], ['2, k, 4', [-0.333851, 0.171309, 1.0]], ['2, k, 5', [-0.514924, 0.182651, 1.0]], ['2, k, 6', [-0.712287, 0.208778, 1.0]], ['2, k, 7', [-0.778811, 0.217748, 1.0]], ['2, k, 8', [-0.15434, 0.0642031, 1.0]], ['2, k, 9', [-0.420079, 0.0635172, 1.0]], ['2, k, 10', [-0.635375, 0.0881733, 1.0]], ['2, k, 11', [-0.70213, 0.10261, 1.0]], ['2, k, 12', [-0.173044, -0.398341, 1.0]], ['2, k, 13', [-0.235046, -0.722914, 1.0]], ['2, k, 14', [-0.253399, -1.04699, 1.0]], ['2, k, 15', [-0.217114, -1.10724, 1.0]], ['2, k, 16', [-0.10945, -0.382852, 1.0]], ['2, k, 17', [-0.107725, -0.751788, 1.0]], ['2, k, 18', [-0.119664, -1.06139, 1.0]], ['2, k, 19', [-0.106454, -1.11316, 1.0]], ['2, k, 20', [-0.174305, 0.137025, 1.0]], ['2, k, 21', [-0.79153, 0.226117, 1.0]], ['2, k, 22', [-0.767713, 0.202667, 1.0]], ['2, k, 23', [-0.767918, 0.126928, 1.0]], ['2, k, 24', [-0.73925, 0.102055, 1.0]]]
[['2, k, 0', [-0.142735, -0.395691, 1.0]], ['2, k, 1', [-0.162015, -0.0890818, 1.0]], ['2, k, 2', [-0.17959, 0.20942, 1.0]], ['2, k, 3', [-0.186295, 0.30782, 1.0]], ['2, k, 4', [-0.334421, 0.170574, 1.0]], ['2, k, 5', [-0.449947, 0.182922, 1.0]], ['2, k, 6', [-0.638012, 0.196656, 1.0]], ['2, k, 7', [-0.638265, 0.20617, 1.0]], ['2, k, 8', [-0.155063, 0.0636653, 1.0]], ['2, k, 9', [-0.420679, 0.0633451, 1.0]], ['2, k, 10', [-0.641539, 0.0854954, 1.0]], ['2, k, 11', [-0.703263, 0.0999667, 1.0]], ['2, k, 12', [-0.172819, -0.400452, 1.0]], ['2, k, 13', [-0.233733, -0.725782, 1.0]], ['2, k, 14', [-0.252427, -1.04515, 1.0]], ['2, k, 15', [-0.216537, -1.10681, 1.0]], ['2, k, 16', [-0.108149, -0.383257, 1.0]], ['2, k, 17', [-0.11048, -0.750483, 1.0]], ['2, k, 18', [-0.114906, -1.06076, 1.0]], ['2, k, 19', [-0.115849, -1.116, 1.0]], ['2, k, 20', [-0.175401, 0.135896, 1.0]], ['2, k, 21', [-0.65882, 0.227341, 1.0]], ['2, k, 22', [-0.641679, 0.190918, 1.0]], ['2, k, 23', [-0.766331, 0.118331, 1.0]], ['2, k, 24', [-0.741808, 0.10016, 1.0]]]
[['2, k, 0', [-0.140385, -0.401333, 1.0]], ['2, k, 1', [-0.161581, -0.0916313, 1.0]], ['2, k, 2', [-0.180324, 0.208682, 1.0]], ['2, k, 3', [-0.188366, 0.307158, 1.0]], ['2, k, 4', [-0.334693, 0.169893, 1.0]], ['2, k, 5', [-0.446356, 0.181495, 1.0]], ['2, k, 6', [-0.633588, 0.195566, 1.0]], ['2, k, 7', [-0.638132, 0.203358, 1.0]], ['2, k, 8', [-0.155108, 0.0632443, 1.0]], ['2, k, 9', [-0.436201, 0.0679745, 1.0]], ['2, k, 10', [-0.643446, 0.0832654, 1.0]], ['2, k, 11', [-0.703862, 0.0977964, 1.0]], ['2, k, 12', [-0.17217, -0.401456, 1.0]], ['2, k, 13', [-0.232859, -0.732232, 1.0]], ['2, k, 14', [-0.252816, -1.04959, 1.0]], ['2, k, 15', [-0.218493, -1.10736, 1.0]], ['2, k, 16', [-0.104, -0.393283, 1.0]], ['2, k, 17', [-0.110996, -0.7487, 1.0]], ['2, k, 18', [-0.113243, -1.06184, 1.0]], ['2, k, 19', [-0.122706, -1.11729, 1.0]], ['2, k, 20', [-0.175863, 0.134785, 1.0]], ['2, k, 21', [-0.66792, 0.220472, 1.0]], ['2, k, 22', [-0.636577, 0.177134, 1.0]], ['2, k, 23', [-0.76416, 0.118302, 1.0]], ['2, k, 24', [-0.738856, 0.0973269, 1.0]]]
[['2, k, 0', [-0.139261, -0.403498, 1.0]], ['2, k, 1', [-0.161614, -0.0932427, 1.0]], ['2, k, 2', [-0.181492, 0.20775, 1.0]], ['2, k, 3', [-0.189921, 0.306131, 1.0]], ['2, k, 4', [-0.335485, 0.169, 1.0]], ['2, k, 5', [-0.448357, 0.176257, 1.0]], ['2, k, 6', [-0.633163, 0.192049, 1.0]], ['2, k, 7', [-0.641423, 0.194774, 1.0]], ['2, k, 8', [-0.154719, 0.0629882, 1.0]], ['2, k, 9', [-0.435803, 0.067868, 1.0]], ['2, k, 10', [-0.640768, 0.0813143, 1.0]], ['2, k, 11', [-0.706324, 0.0970666, 1.0]], ['2, k, 12', [-0.171919, -0.402986, 1.0]], ['2, k, 13', [-0.229078, -0.732117, 1.0]], ['2, k, 14', [-0.253493, -1.04805, 1.0]], ['2, k, 15', [-0.217824, -1.10737, 1.0]], ['2, k, 16', [-0.102215, -0.39468, 1.0]], ['2, k, 17', [-0.127478, -0.730687, 1.0]], ['2, k, 18', [-0.113518, -1.06156, 1.0]], ['2, k, 19', [-0.125633, -1.11719, 1.0]], ['2, k, 20', [-0.176736, 0.133692, 1.0]], ['2, k, 21', [-0.665244, 0.212176, 1.0]], ['2, k, 22', [-0.640166, 0.171214, 1.0]], ['2, k, 23', [-0.759077, 0.118633, 1.0]], ['2, k, 24', [-0.735793, 0.0977982, 1.0]]]
[['2, k, 0', [-0.138246, -0.404992, 1.0]], ['2, k, 1', [-0.161557, -0.094374, 1.0]], ['2, k, 2', [-0.182316, 0.207105, 1.0]], ['2, k, 3', [-0.191458, 0.30525, 1.0]], ['2, k, 4', [-0.336085, 0.168345, 1.0]], ['2, k, 5', [-0.446556, 0.176235, 1.0]], ['2, k, 6', [-0.635704, 0.186513, 1.0]], ['2, k, 7', [-0.644098, 0.191542, 1.0]], ['2, k, 8', [-0.154683, 0.0626318, 1.0]], ['2, k, 9', [-0.43512, 0.0598665, 1.0]], ['2, k, 10', [-0.639018, 0.0803733, 1.0]], ['2, k, 11', [-0.70431, 0.0911264, 1.0]], ['2, k, 12', [-0.171025, -0.404696, 1.0]], ['2, k, 13', [-0.217136, -0.737287, 1.0]], ['2, k, 14', [-0.253999, -1.0508, 1.0]], ['2, k, 15', [-0.218622, -1.10798, 1.0]], ['2, k, 16', [-0.10137, -0.395247, 1.0]], ['2, k, 17', [-0.122325, -0.724528, 1.0]], ['2, k, 18', [-0.113509, -1.06122, 1.0]], ['2, k, 19', [-0.127896, -1.11607, 1.0]], ['2, k, 20', [-0.17734, 0.132931, 1.0]], ['2, k, 21', [-0.671129, 0.2043, 1.0]], ['2, k, 22', [-0.643224, 0.167701, 1.0]], ['2, k, 23', [-0.764794, 0.103489, 1.0]], ['2, k, 24', [-0.702732, 0.130615, 1.0]]]
[['2, k, 0', [-0.138175, -0.404696, 1.0]], ['2, k, 1', [-0.161825, -0.0944915, 1.0]], ['2, k, 2', [-0.183291, 0.206676, 1.0]], ['2, k, 3', [-0.192409, 0.304969, 1.0]], ['2, k, 4', [-0.336853, 0.167877, 1.0]], ['2, k, 5', [-0.455612, 0.16584, 1.0]], ['2, k, 6', [-0.64213, 0.182359, 1.0]], ['2, k, 7', [-0.656537, 0.186859, 1.0]], ['2, k, 8', [-0.15177, 0.0606445, 1.0]], ['2, k, 9', [-0.431747, 0.0578055, 1.0]], ['2, k, 10', [-0.639545, 0.0769199, 1.0]], ['2, k, 11', [-0.700544, 0.0865815, 1.0]], ['2, k, 12', [-0.171206, -0.405506, 1.0]], ['2, k, 13', [-0.211536, -0.73255, 1.0]], ['2, k, 14', [-0.252979, -1.04443, 1.0]], ['2, k, 15', [-0.213819, -1.10842, 1.0]], ['2, k, 16', [-0.10067, -0.391712, 1.0]], ['2, k, 17', [-0.121477, -0.6643, 1.0]], ['2, k, 18', [-0.111139, -1.05844, 1.0]], ['2, k, 19', [-0.122134, -1.11488, 1.0]], ['2, k, 20', [-0.178127, 0.132569, 1.0]], ['2, k, 21', [-0.686947, 0.200897, 1.0]], ['2, k, 22', [-0.653452, 0.163778, 1.0]], ['2, k, 23', [-0.760249, 0.10465, 1.0]], ['2, k, 24', [-0.701787, 0.124608, 1.0]]]
