[['2, k, 0', [0.0883765, -0.277336, 1.0]], ['2, k, 1', [-0.000167102, 0.0180009, 1.0]], ['2, k, 2', [-0.0866472, 0.306358, 1.0]], ['2, k, 3', [-0.180376, 0.421855, 1.0]], ['2, k, 4', [-0.271386, 0.362845, 1.0]], ['2, k, 5', [-0.375701, 0.114106, 1.0]], ['2, k, 6', [-0.632971, 0.149623, 1.0]], ['2, k, 7', [-0.717506, 0.198933, 1.0]], ['2, k, 8', [0.0525529, 0.263824, 1.0]], ['2, k, 9', [-0.125644, 0.463403, 1.0]], ['2, k, 10', [-0.346188, 0.619206, 1.0]], ['2, k, 11', [-0.430814, 0.643582, 1.0]], ['2, k, 12', [0.0133732, -0.250982, 1.0]], ['2, k, 13', [-0.0659229, -0.544696, 1.0]], ['2, k, 14', [-0.0361111, -0.603006, 1.0]], ['2, k, 15', [-0.0434956, -0.728131, 1.0]], ['2, k, 16', [0.161028, -0.296258, 1.0]], ['2, k, 17', [0.065636, -0.612163, 1.0]], ['2, k, 18', [0.139848, -0.63754, 1.0]], ['2, k, 19', [0.12287, -0.76125, 1.0]], ['2, k, 20', [-0.0653278, 0.235288, 1.0]], ['2, k, 21', [-0.781504, 0.235246, 1.0]], ['2, k, 22', [-0.75657, 0.156085, 1.0]], ['2, k, 23', [-0.49715, 0.669209, 1.0]], ['2, k, 24', [-0.499001, 0.569673, 1.0]]]
[['2, k, 0', [-0.0163265, -0.195432, 1.0]], ['2, k, 1', [-0.00218049, 0.0836059, 1.0]], ['2, k, 2', [0.00992827, 0.355987, 1.0]], ['2, k, 3', [0.0179972, 0.49586, 1.0]], ['2, k, 4', [-0.16306, 0.284648, 1.0]], ['2, k, 5', [-0.294018, 0.506913, 1.0]], ['2, k, 6', [-0.331575, 0.748018, 1.0]], ['2, k, 7', [-0.331264, 0.810135, 1.0]], ['2, k, 8', [0.122192, 0.331415, 1.0]], ['2, k, 9', [0.222988, 0.551791, 1.0]], ['2, k, 10', [0.239636, 0.767262, 1.0]], ['2, k, 11', [0.23267, 0.831644, 1.0]], ['2, k, 12', [-0.080566, -0.194536, 1.0]], ['2, k, 13', [-0.124097, -0.457425, 1.0]], ['2, k, 14', [-0.128511, -0.698258, 1.0]], ['2, k, 15', [-0.132717, -0.752637, 1.0]], ['2, k, 16', [0.0479357, -0.191664, 1.0]], ['2, k, 17', [0.0775062, -0.4581, 1.0]], ['2, k, 18', [0.0638616, -0.741679, 1.0]], ['2, k, 19', [0.11027, -0.658227, 1.0]], ['2, k, 20', [0.00700278, 0.288718, 1.0]], ['2, k, 21', [-0.321354, 0.86709, 1.0]], ['2, k, 22', [-0.270058, 0.82134, 1.0]], ['2, k, 23', [0.216818, 0.887206, 1.0]], ['2, k, 24', [0.174596, 0.833887, 1.0]]]
[['2, k, 0', [-0.0207723, -0.1953, 1.0]], ['2, k, 1', [-0.00431889, 0.0847035, 1.0]], ['2, k, 2', [0.00954806, 0.35791, 1.0]], ['2, k, 3', [0.0181964, 0.496077, 1.0]], ['2, k, 4', [-0.162096, 0.285847, 1.0]], ['2, k, 5', [-0.283556, 0.516941, 1.0]], ['2, k, 6', [-0.312352, 0.750159, 1.0]], ['2, k, 7', [-0.301178, 0.828774, 1.0]], ['2, k, 8', [0.123235, 0.331641, 1.0]], ['2, k, 9', [0.237224, 0.517485, 1.0]], ['2, k, 10', [0.257428, 0.790488, 1.0]], ['2, k, 11', [0.244427, 0.835264, 1.0]], ['2, k, 12', [-0.0855636, -0.193919, 1.0]], ['2, k, 13', [-0.129243, -0.456948, 1.0]], ['2, k, 14', [-0.140322, -0.733509, 1.0]], ['2, k, 15', [-0.14632, -0.813155, 1.0]], ['2, k, 16', [0.0442142, -0.191905, 1.0]], ['2, k, 17', [0.0740831, -0.456357, 1.0]], ['2, k, 18', [0.0575666, -0.745961, 1.0]], ['2, k, 19', [0.104047, -0.662484, 1.0]], ['2, k, 20', [0.00621596, 0.290428, 1.0]], ['2, k, 21', [-0.280685, 0.881954, 1.0]], ['2, k, 22', [-0.24037, 0.831234, 1.0]], ['2, k, 23', [0.232225, 0.877813, 1.0]], ['2, k, 24', [0.174424, 0.835866, 1.0]]]
[['2, k, 0', [-0.0230512, -0.194844, 1.0]], ['2, k, 1', [-0.00524815, 0.0861921, 1.0]], ['2, k, 2', [0.0106716, 0.361168, 1.0]], ['2, k, 3', [0.0189599, 0.496518, 1.0]], ['2, k, 4', [-0.16116, 0.286708, 1.0]], ['2, k, 5', [-0.271136, 0.532816, 1.0]], ['2, k, 6', [-0.286651, 0.761082, 1.0]], ['2, k, 7', [-0.275309, 0.839622, 1.0]], ['2, k, 8', [0.123395, 0.331702, 1.0]], ['2, k, 9', [0.240948, 0.519257, 1.0]], ['2, k, 10', [0.271918, 0.793417, 1.0]], ['2, k, 11', [0.264772, 0.83321, 1.0]], ['2, k, 12', [-0.0874455, -0.193571, 1.0]], ['2, k, 13', [-0.133854, -0.454917, 1.0]], ['2, k, 14', [-0.142408, -0.736746, 1.0]], ['2, k, 15', [-0.13917, -0.816347, 1.0]], ['2, k, 16', [0.0416846, -0.191324, 1.0]], ['2, k, 17', [0.0696943, -0.457183, 1.0]], ['2, k, 18', [0.0572792, -0.74579, 1.0]], ['2, k, 19', [0.103763, -0.662315, 1.0]], ['2, k, 20', [0.00669996, 0.293182, 1.0]], ['2, k, 21', [-0.257089, 0.894074, 1.0]], ['2, k, 22', [-0.210144, 0.842221, 1.0]], ['2, k, 23', [0.254573, 0.874616, 1.0]], ['2, k, 24', [0.197895, 0.83515, 1.0]]]
[['2, k, 0', [-0.0268517, -0.193442, 1.0]], ['2, k, 1', [-0.00719129, 0.0899411, 1.0]], ['2, k, 2', [0.0113737, 0.368789, 1.0]], ['2, k, 3', [0.0198925, 0.497388, 1.0]], ['2, k, 4', [-0.152296, 0.29522, 1.0]], ['2, k, 5', [-0.260075, 0.540685, 1.0]], ['2, k, 6', [-0.249545, 0.805142, 1.0]], ['2, k, 7', [-0.249427, 0.854833, 1.0]], ['2, k, 8', [0.123583, 0.331816, 1.0]], ['2, k, 9', [0.249917, 0.525183, 1.0]], ['2, k, 10', [0.294437, 0.757586, 1.0]], ['2, k, 11', [0.289527, 0.819623, 1.0]], ['2, k, 12', [-0.0913238, -0.192236, 1.0]], ['2, k, 13', [-0.136225, -0.454591, 1.0]], ['2, k, 14', [-0.143585, -0.737567, 1.0]], ['2, k, 15', [-0.138306, -0.791411, 1.0]], ['2, k, 16', [0.0380259, -0.189831, 1.0]], ['2, k, 17', [0.0620054, -0.445862, 1.0]], ['2, k, 18', [0.0564745, -0.745204, 1.0]], ['2, k, 19', [0.102966, -0.661732, 1.0]], ['2, k, 20', [0.00661282, 0.299737, 1.0]], ['2, k, 21', [-0.231309, 0.901371, 1.0]], ['2, k, 22', [-0.184083, 0.8563, 1.0]], ['2, k, 23', [0.276281, 0.869093, 1.0]], ['2, k, 24', [0.212948, 0.824075, 1.0]]]
[['2, k, 0', [-0.0326484, -0.192068, 1.0]], ['2, k, 1', [-0.0104276, 0.0922654, 1.0]], ['2, k, 2', [0.0102645, 0.371144, 1.0]], ['2, k, 3', [0.0211369, 0.497938, 1.0]], ['2, k, 4', [-0.150158, 0.296677, 1.0]], ['2, k, 5', [-0.248668, 0.545772, 1.0]], ['2, k, 6', [-0.246015, 0.806637, 1.0]], ['2, k, 7', [-0.228353, 0.856778, 1.0]], ['2, k, 8', [0.123935, 0.33138, 1.0]], ['2, k, 9', [0.254032, 0.523199, 1.0]], ['2, k, 10', [0.32259, 0.721199, 1.0]], ['2, k, 11', [0.315633, 0.804092, 1.0]], ['2, k, 12', [-0.096959, -0.190383, 1.0]], ['2, k, 13', [-0.138059, -0.453597, 1.0]], ['2, k, 14', [-0.145795, -0.738416, 1.0]], ['2, k, 15', [-0.139069, -0.792205, 1.0]], ['2, k, 16', [0.0323509, -0.188972, 1.0]], ['2, k, 17', [0.0561524, -0.440362, 1.0]], ['2, k, 18', [0.0520418, -0.745801, 1.0]], ['2, k, 19', [0.0985834, -0.662328, 1.0]], ['2, k, 20', [0.00507702, 0.302174, 1.0]], ['2, k, 21', [-0.197034, 0.908028, 1.0]], ['2, k, 22', [-0.15732, 0.855189, 1.0]], ['2, k, 23', [0.307795, 0.857934, 1.0]], ['2, k, 24', [0.247795, 0.814754, 1.0]]]
[['2, k, 0', [-0.040985, -0.194334, 1.0]], ['2, k, 1', [-0.0144294, 0.0934635, 1.0]], ['2, k, 2', [0.008526, 0.374545, 1.0]], ['2, k, 3', [0.0219694, 0.497943, 1.0]], ['2, k, 4', [-0.148555, 0.298464, 1.0]], ['2, k, 5', [-0.237338, 0.552742, 1.0]], ['2, k, 6', [-0.233028, 0.810771, 1.0]], ['2, k, 7', [-0.215794, 0.862302, 1.0]], ['2, k, 8', [0.139367, 0.320145, 1.0]], ['2, k, 9', [0.258377, 0.516802, 1.0]], ['2, k, 10', [0.325913, 0.714982, 1.0]], ['2, k, 11', [0.329354, 0.799354, 1.0]], ['2, k, 12', [-0.106275, -0.191594, 1.0]], ['2, k, 13', [-0.141791, -0.452462, 1.0]], ['2, k, 14', [-0.136244, -0.683748, 1.0]], ['2, k, 15', [-0.0841631, -0.756752, 1.0]], ['2, k, 16', [0.024913, -0.192208, 1.0]], ['2, k, 17', [0.053293, -0.438343, 1.0]], ['2, k, 18', [0.0520278, -0.744185, 1.0]], ['2, k, 19', [0.0985667, -0.661421, 1.0]], ['2, k, 20', [0.00291382, 0.304979, 1.0]], ['2, k, 21', [-0.195068, 0.915627, 1.0]], ['2, k, 22', [-0.153349, 0.858356, 1.0]], ['2, k, 23', [0.318911, 0.849894, 1.0]], ['2, k, 24', [0.250718, 0.812503, 1.0]]]
[['2, k, 0', [-0.0422844, -0.193961, 1.0]], ['2, k, 1', [-0.0163616, 0.0945217, 1.0]], ['2, k, 2', [0.00700326, 0.376142, 1.0]], ['2, k, 3', [0.022834, 0.497799, 1.0]], ['2, k, 4', [-0.147721, 0.299252, 1.0]], ['2, k, 5', [-0.229496, 0.55608, 1.0]], ['2, k, 6', [-0.222618, 0.81271, 1.0]], ['2, k, 7', [-0.196395, 0.86921, 1.0]], ['2, k, 8', [0.141614, 0.319978, 1.0]], ['2, k, 9', [0.261268, 0.51062, 1.0]], ['2, k, 10', [0.330311, 0.708191, 1.0]], ['2, k, 11', [0.342809, 0.79296, 1.0]], ['2, k, 12', [-0.107731, -0.190762, 1.0]], ['2, k, 13', [-0.142987, -0.451672, 1.0]], ['2, k, 14', [-0.135875, -0.682928, 1.0]], ['2, k, 15', [-0.194105, -0.686242, 1.0]], ['2, k, 16', [0.0235284, -0.192131, 1.0]], ['2, k, 17', [0.0495687, -0.436416, 1.0]], ['2, k, 18', [0.0518949, -0.742375, 1.0]], ['2, k, 19', [0.0984546, -0.661038, 1.0]], ['2, k, 20', [0.00124474, 0.306526, 1.0]], ['2, k, 21', [-0.164058, 0.91801, 1.0]], ['2, k, 22', [-0.125112, 0.861242, 1.0]], ['2, k, 23', [0.336124, 0.846161, 1.0]], ['2, k, 24', [0.272558, 0.810242, 1.0]]]
[['2, k, 0', [-0.0449895, -0.19344, 1.0]], ['2, k, 1', [-0.019321, 0.0933327, 1.0]], ['2, k, 2', [0.00333397, 0.37212, 1.0]], ['2, k, 3', [0.0222088, 0.498294, 1.0]], ['2, k, 4', [-0.147063, 0.299851, 1.0]], ['2, k, 5', [-0.222308, 0.557317, 1.0]], ['2, k, 6', [-0.211584, 0.815459, 1.0]], ['2, k, 7', [-0.18828, 0.87292, 1.0]], ['2, k, 8', [0.143565, 0.319863, 1.0]], ['2, k, 9', [0.26288, 0.508901, 1.0]], ['2, k, 10', [0.338157, 0.712042, 1.0]], ['2, k, 11', [0.351962, 0.794246, 1.0]], ['2, k, 12', [-0.110313, -0.189638, 1.0]], ['2, k, 13', [-0.144739, -0.451451, 1.0]], ['2, k, 14', [-0.151086, -0.743579, 1.0]], ['2, k, 15', [-0.166354, -0.680401, 1.0]], ['2, k, 16', [0.0208485, -0.192162, 1.0]], ['2, k, 17', [0.0484797, -0.435987, 1.0]], ['2, k, 18', [0.0517741, -0.742623, 1.0]], ['2, k, 19', [0.0982877, -0.659291, 1.0]], ['2, k, 20', [-0.00215432, 0.303504, 1.0]], ['2, k, 21', [-0.153166, 0.923798, 1.0]], ['2, k, 22', [-0.121935, 0.864927, 1.0]], ['2, k, 23', [0.34496, 0.844861, 1.0]], ['2, k, 24', [0.283115, 0.812975, 1.0]]]
[['2, k, 0', [-0.0460313, -0.192787, 1.0]], ['2, k, 1', [-0.0213263, 0.0927, 1.0]], ['2, k, 2', [0.00020253, 0.369462, 1.0]], ['2, k, 3', [0.0215227, 0.498599, 1.0]], ['2, k, 4', [-0.146431, 0.300194, 1.0]], ['2, k, 5', [-0.216426, 0.560383, 1.0]], ['2, k, 6', [-0.205041, 0.816542, 1.0]], ['2, k, 7', [-0.183175, 0.873721, 1.0]], ['2, k, 8', [0.144276, 0.319478, 1.0]], ['2, k, 9', [0.264112, 0.507784, 1.0]], ['2, k, 10', [0.343415, 0.716064, 1.0]], ['2, k, 11', [0.357336, 0.791166, 1.0]], ['2, k, 12', [-0.111082, -0.188924, 1.0]], ['2, k, 13', [-0.14591, -0.451, 1.0]], ['2, k, 14', [-0.151144, -0.743696, 1.0]], ['2, k, 15', [-0.166502, -0.680218, 1.0]], ['2, k, 16', [0.019707, -0.191668, 1.0]], ['2, k, 17', [0.0476374, -0.435447, 1.0]], ['2, k, 18', [0.0502584, -0.742102, 1.0]], ['2, k, 19', [0.096737, -0.659459, 1.0]], ['2, k, 20', [-0.00502227, 0.301421, 1.0]], ['2, k, 21', [-0.154323, 0.925989, 1.0]], ['2, k, 22', [-0.123035, 0.864025, 1.0]], ['2, k, 23', [0.358546, 0.838325, 1.0]], ['2, k, 24', [0.286206, 0.812959, 1.0]]]
[['2, k, 0', [-0.0469457, -0.191705, 1.0]], ['2, k, 1', [-0.0221361, 0.0922962, 1.0]], ['2, k, 2', [-0.000718196, 0.36707, 1.0]], ['2, k, 3', [0.0212745, 0.49895, 1.0]], ['2, k, 4', [-0.145609, 0.302521, 1.0]], ['2, k, 5', [-0.209489, 0.564306, 1.0]], ['2, k, 6', [-0.199531, 0.818629, 1.0]], ['2, k, 7', [-0.177736, 0.875513, 1.0]], ['2, k, 8', [0.144901, 0.319101, 1.0]], ['2, k, 9', [0.264747, 0.507311, 1.0]], ['2, k, 10', [0.346315, 0.718041, 1.0]], ['2, k, 11', [0.361803, 0.790034, 1.0]], ['2, k, 12', [-0.111865, -0.187672, 1.0]], ['2, k, 13', [-0.146602, -0.450515, 1.0]], ['2, k, 14', [-0.132843, -0.695326, 1.0]], ['2, k, 15', [-0.189422, -0.674985, 1.0]], ['2, k, 16', [0.0188076, -0.190844, 1.0]], ['2, k, 17', [0.0473808, -0.434558, 1.0]], ['2, k, 18', [0.0488152, -0.740765, 1.0]], ['2, k, 19', [0.0954003, -0.660365, 1.0]], ['2, k, 20', [-0.00596448, 0.299637, 1.0]], ['2, k, 21', [-0.147812, 0.92786, 1.0]], ['2, k, 22', [-0.113657, 0.869033, 1.0]], ['2, k, 23', [0.359553, 0.838608, 1.0]], ['2, k, 24', [0.293568, 0.810768, 1.0]]]
[['2, k, 0', [-0.0507305, -0.18365, 1.0]], ['2, k, 1', [-0.0276647, 0.100025, 1.0]], ['2, k, 2', [-0.00694244, 0.375769, 1.0]], ['2, k, 3', [0.0209854, 0.498853, 1.0]], ['2, k, 4', [-0.143962, 0.308505, 1.0]], ['2, k, 5', [-0.202538, 0.558025, 1.0]], ['2, k, 6', [-0.195063, 0.820104, 1.0]], ['2, k, 7', [-0.174479, 0.877344, 1.0]], ['2, k, 8', [0.145386, 0.319157, 1.0]], ['2, k, 9', [0.26477, 0.507313, 1.0]], ['2, k, 10', [0.347358, 0.718689, 1.0]], ['2, k, 11', [0.363951, 0.79155, 1.0]], ['2, k, 12', [-0.115156, -0.179004, 1.0]], ['2, k, 13', [-0.147125, -0.449961, 1.0]], ['2, k, 14', [-0.15479, -0.743583, 1.0]], ['2, k, 15', [-0.166532, -0.679889, 1.0]], ['2, k, 16', [0.0148132, -0.18366, 1.0]], ['2, k, 17', [0.0471277, -0.434081, 1.0]], ['2, k, 18', [0.0481195, -0.740389, 1.0]], ['2, k, 19', [0.0947189, -0.660895, 1.0]], ['2, k, 20', [-0.0119769, 0.307866, 1.0]], ['2, k, 21', [-0.144639, 0.930964, 1.0]], ['2, k, 22', [-0.109508, 0.873194, 1.0]], ['2, k, 23', [0.370907, 0.838252, 1.0]], ['2, k, 24', [0.293333, 0.813245, 1.0]]]
[['2, k, 0', [-0.0540066, -0.176704, 1.0]], ['2, k, 1', [-0.0285929, 0.101351, 1.0]], ['2, k, 2', [-0.00694357, 0.375648, 1.0]], ['2, k, 3', [0.0208592, 0.49937, 1.0]], ['2, k, 4', [-0.144945, 0.3359, 1.0]], ['2, k, 5', [-0.198369, 0.555606, 1.0]], ['2, k, 6', [-0.187891, 0.825154, 1.0]], ['2, k, 7', [-0.173316, 0.879682, 1.0]], ['2, k, 8', [0.145462, 0.319439, 1.0]], ['2, k, 9', [0.264626, 0.507401, 1.0]], ['2, k, 10', [0.348266, 0.719522, 1.0]], ['2, k, 11', [0.363583, 0.790776, 1.0]], ['2, k, 12', [-0.118168, -0.171417, 1.0]], ['2, k, 13', [-0.147419, -0.450036, 1.0]], ['2, k, 14', [-0.154678, -0.743405, 1.0]], ['2, k, 15', [-0.166472, -0.680142, 1.0]], ['2, k, 16', [0.0114386, -0.177523, 1.0]], ['2, k, 17', [0.047125, -0.433958, 1.0]], ['2, k, 18', [0.0473646, -0.740485, 1.0]], ['2, k, 19', [0.0939639, -0.661777, 1.0]], ['2, k, 20', [-0.0120502, 0.307885, 1.0]], ['2, k, 21', [-0.144436, 0.926525, 1.0]], ['2, k, 22', [-0.112335, 0.8717, 1.0]], ['2, k, 23', [0.366746, 0.837681, 1.0]], ['2, k, 24', [0.298521, 0.813502, 1.0]]]
[['2, k, 0', [-0.0544123, -0.175113, 1.0]], ['2, k, 1', [-0.0300632, 0.10177, 1.0]], ['2, k, 2', [-0.00995243, 0.373748, 1.0]], ['2, k, 3', [0.0185814, 0.501233, 1.0]], ['2, k, 4', [-0.144331, 0.33497, 1.0]], ['2, k, 5', [-0.194675, 0.556843, 1.0]], ['2, k, 6', [-0.185319, 0.827454, 1.0]], ['2, k, 7', [-0.171378, 0.883489, 1.0]], ['2, k, 8', [0.145515, 0.32005, 1.0]], ['2, k, 9', [0.26367, 0.507675, 1.0]], ['2, k, 10', [0.348209, 0.720465, 1.0]], ['2, k, 11', [0.362603, 0.792595, 1.0]], ['2, k, 12', [-0.118682, -0.169662, 1.0]], ['2, k, 13', [-0.147552, -0.449715, 1.0]], ['2, k, 14', [-0.154297, -0.743333, 1.0]], ['2, k, 15', [-0.132526, -0.671483, 1.0]], ['2, k, 16', [0.011141, -0.17609, 1.0]], ['2, k, 17', [0.0470087, -0.433473, 1.0]], ['2, k, 18', [0.0464082, -0.739939, 1.0]], ['2, k, 19', [0.0930015, -0.664557, 1.0]], ['2, k, 20', [-0.014607, 0.306803, 1.0]], ['2, k, 21', [-0.144141, 0.936389, 1.0]], ['2, k, 22', [-0.101136, 0.88081, 1.0]], ['2, k, 23', [0.371373, 0.84284, 1.0]], ['2, k, 24', [0.298837, 0.816108, 1.0]]]
[['2, k, 0', [-0.055536, -0.172041, 1.0]], ['2, k, 1', [-0.0340382, 0.102868, 1.0]], ['2, k, 2', [-0.0179085, 0.371387, 1.0]], ['2, k, 3', [0.0146735, 0.50178, 1.0]], ['2, k, 4', [-0.14351, 0.338013, 1.0]], ['2, k, 5', [-0.191693, 0.558281, 1.0]], ['2, k, 6', [-0.185141, 0.828609, 1.0]], ['2, k, 7', [-0.173558, 0.884769, 1.0]], ['2, k, 8', [0.145442, 0.320114, 1.0]], ['2, k, 9', [0.262035, 0.509006, 1.0]], ['2, k, 10', [0.3479, 0.721016, 1.0]], ['2, k, 11', [0.36036, 0.794091, 1.0]], ['2, k, 12', [-0.119792, -0.166075, 1.0]], ['2, k, 13', [-0.147496, -0.448235, 1.0]], ['2, k, 14', [-0.132518, -0.679957, 1.0]], ['2, k, 15', [-0.196077, -0.68169, 1.0]], ['2, k, 16', [0.0100443, -0.173523, 1.0]], ['2, k, 17', [0.0472161, -0.433257, 1.0]], ['2, k, 18', [0.0490117, -0.740523, 1.0]], ['2, k, 19', [0.0956047, -0.660015, 1.0]], ['2, k, 20', [-0.0215214, 0.305493, 1.0]], ['2, k, 21', [-0.153184, 0.933543, 1.0]], ['2, k, 22', [-0.104388, 0.881412, 1.0]], ['2, k, 23', [0.361402, 0.846284, 1.0]], ['2, k, 24', [0.296321, 0.816186, 1.0]]]
[['2, k, 0', [-0.0555339, -0.170976, 1.0]], ['2, k, 1', [-0.034614, 0.103736, 1.0]], ['2, k, 2', [-0.0183184, 0.372008, 1.0]], ['2, k, 3', [0.0100489, 0.501356, 1.0]], ['2, k, 4', [-0.142178, 0.335867, 1.0]], ['2, k, 5', [-0.190291, 0.558922, 1.0]], ['2, k, 6', [-0.185186, 0.829338, 1.0]], ['2, k, 7', [-0.176659, 0.884005, 1.0]], ['2, k, 8', [0.144101, 0.320446, 1.0]], ['2, k, 9', [0.263285, 0.531719, 1.0]], ['2, k, 10', [0.345599, 0.725945, 1.0]], ['2, k, 11', [0.353931, 0.799333, 1.0]], ['2, k, 12', [-0.119892, -0.165159, 1.0]], ['2, k, 13', [-0.147362, -0.447154, 1.0]], ['2, k, 14', [-0.148736, -0.753429, 1.0]], ['2, k, 15', [-0.168146, -0.676772, 1.0]], ['2, k, 16', [0.0101761, -0.172221, 1.0]], ['2, k, 17', [0.0475298, -0.432911, 1.0]], ['2, k, 18', [0.048415, -0.739744, 1.0]], ['2, k, 19', [0.0950106, -0.660423, 1.0]], ['2, k, 20', [-0.0220216, 0.306116, 1.0]], ['2, k, 21', [-0.145618, 0.933395, 1.0]], ['2, k, 22', [-0.104629, 0.877405, 1.0]], ['2, k, 23', [0.35185, 0.857583, 1.0]], ['2, k, 24', [0.29106, 0.819857, 1.0]]]
[['2, k, 0', [-0.0554455, -0.170728, 1.0]], ['2, k, 1', [-0.0351453, 0.103552, 1.0]], ['2, k, 2', [-0.0197441, 0.370699, 1.0]], ['2, k, 3', [0.00621864, 0.501799, 1.0]], ['2, k, 4', [-0.142076, 0.326141, 1.0]], ['2, k, 5', [-0.180497, 0.604601, 1.0]], ['2, k, 6', [-0.188076, 0.830034, 1.0]], ['2, k, 7', [-0.188205, 0.885423, 1.0]], ['2, k, 8', [0.143891, 0.320363, 1.0]], ['2, k, 9', [0.262538, 0.531953, 1.0]], ['2, k, 10', [0.344275, 0.726862, 1.0]], ['2, k, 11', [0.350627, 0.800529, 1.0]], ['2, k, 12', [-0.119795, -0.165082, 1.0]], ['2, k, 13', [-0.146581, -0.445517, 1.0]], ['2, k, 14', [-0.148464, -0.752415, 1.0]], ['2, k, 15', [-0.166844, -0.673549, 1.0]], ['2, k, 16', [0.0102614, -0.171856, 1.0]], ['2, k, 17', [0.0479282, -0.432564, 1.0]], ['2, k, 18', [0.0485885, -0.7395, 1.0]], ['2, k, 19', [0.09518, -0.660441, 1.0]], ['2, k, 20', [-0.0232818, 0.305116, 1.0]], ['2, k, 21', [-0.171897, 0.93405, 1.0]], ['2, k, 22', [-0.122648, 0.885114, 1.0]], ['2, k, 23', [0.352904, 0.855828, 1.0]], ['2, k, 24', [0.290665, 0.819979, 1.0]]]
[['2, k, 0', [-0.0551335, -0.170266, 1.0]], ['2, k, 1', [-0.0373283, 0.106495, 1.0]], ['2, k, 2', [-0.0258502, 0.379166, 1.0]], ['2, k, 3', [0.00435645, 0.501288, 1.0]], ['2, k, 4', [-0.14243, 0.326478, 1.0]], ['2, k, 5', [-0.181553, 0.604554, 1.0]], ['2, k, 6', [-0.19116, 0.830201, 1.0]], ['2, k, 7', [-0.191777, 0.88366, 1.0]], ['2, k, 8', [0.142731, 0.320634, 1.0]], ['2, k, 9', [0.260981, 0.533296, 1.0]], ['2, k, 10', [0.342114, 0.728969, 1.0]], ['2, k, 11', [0.34452, 0.804557, 1.0]], ['2, k, 12', [-0.119428, -0.164696, 1.0]], ['2, k, 13', [-0.146458, -0.445119, 1.0]], ['2, k, 14', [-0.148766, -0.752094, 1.0]], ['2, k, 15', [-0.168618, -0.684017, 1.0]], ['2, k, 16', [0.0105128, -0.171388, 1.0]], ['2, k, 17', [0.0486822, -0.432185, 1.0]], ['2, k, 18', [0.0495733, -0.73971, 1.0]], ['2, k, 19', [0.0961565, -0.66047, 1.0]], ['2, k, 20', [-0.0283297, 0.311811, 1.0]], ['2, k, 21', [-0.172918, 0.931537, 1.0]], ['2, k, 22', [-0.117148, 0.880698, 1.0]], ['2, k, 23', [0.345669, 0.861882, 1.0]], ['2, k, 24', [0.282404, 0.825071, 1.0]]]
[['2, k, 0', [-0.0528019, -0.170899, 1.0]], ['2, k, 1', [-0.0372429, 0.106114, 1.0]], ['2, k, 2', [-0.0261053, 0.377814, 1.0]], ['2, k, 3', [0.00401016, 0.501419, 1.0]], ['2, k, 4', [-0.142641, 0.323927, 1.0]], ['2, k, 5', [-0.183204, 0.601958, 1.0]], ['2, k, 6', [-0.194888, 0.830748, 1.0]], ['2, k, 7', [-0.198193, 0.883367, 1.0]], ['2, k, 8', [0.142666, 0.32057, 1.0]], ['2, k, 9', [0.257916, 0.534789, 1.0]], ['2, k, 10', [0.338619, 0.732499, 1.0]], ['2, k, 11', [0.332467, 0.813309, 1.0]], ['2, k, 12', [-0.115927, -0.166226, 1.0]], ['2, k, 13', [-0.145349, -0.444825, 1.0]], ['2, k, 14', [-0.148283, -0.751254, 1.0]], ['2, k, 15', [-0.16767, -0.685805, 1.0]], ['2, k, 16', [0.0119187, -0.17149, 1.0]], ['2, k, 17', [0.0534116, -0.445829, 1.0]], ['2, k, 18', [0.0509994, -0.745568, 1.0]], ['2, k, 19', [0.0975526, -0.662099, 1.0]], ['2, k, 20', [-0.0285139, 0.310829, 1.0]], ['2, k, 21', [-0.183845, 0.933889, 1.0]], ['2, k, 22', [-0.128725, 0.876905, 1.0]], ['2, k, 23', [0.317311, 0.86744, 1.0]], ['2, k, 24', [0.26371, 0.823049, 1.0]]]
[['2, k, 0', [-0.0524325, -0.170746, 1.0]], ['2, k, 1', [-0.0392427, 0.107825, 1.0]], ['2, k, 2', [-0.0319771, 0.382346, 1.0]], ['2, k, 3', [-0.00222279, 0.501256, 1.0]], ['2, k, 4', [-0.142524, 0.325362, 1.0]], ['2, k, 5', [-0.186157, 0.601819, 1.0]], ['2, k, 6', [-0.200741, 0.831246, 1.0]], ['2, k, 7', [-0.205989, 0.881146, 1.0]], ['2, k, 8', [0.141876, 0.32058, 1.0]], ['2, k, 9', [0.253518, 0.535164, 1.0]], ['2, k, 10', [0.334111, 0.734757, 1.0]], ['2, k, 11', [0.326126, 0.814972, 1.0]], ['2, k, 12', [-0.115469, -0.166213, 1.0]], ['2, k, 13', [-0.14437, -0.444723, 1.0]], ['2, k, 14', [-0.148121, -0.751032, 1.0]], ['2, k, 15', [-0.167116, -0.687796, 1.0]], ['2, k, 16', [0.0121549, -0.171291, 1.0]], ['2, k, 17', [0.0543796, -0.447184, 1.0]], ['2, k, 18', [0.0545305, -0.748219, 1.0]], ['2, k, 19', [0.101045, -0.664725, 1.0]], ['2, k, 20', [-0.0334218, 0.314583, 1.0]], ['2, k, 21', [-0.193722, 0.932265, 1.0]], ['2, k, 22', [-0.134014, 0.875952, 1.0]], ['2, k, 23', [0.316381, 0.871986, 1.0]], ['2, k, 24', [0.258067, 0.826961, 1.0]]]
