[['2, k, 0', [-0.14612, -0.325219, 1.0]], ['2, k, 1', [-0.158289, -0.0487215, 1.0]], ['2, k, 2', [-0.169161, 0.221124, 1.0]], ['2, k, 3', [-0.163593, 0.363284, 1.0]], ['2, k, 4', [-0.35, 0.132935, 1.0]], ['2, k, 5', [-0.51414, -0.00745299, 1.0]], ['2, k, 6', [-0.443763, -0.186556, 1.0]], ['2, k, 7', [-0.418689, -0.168261, 1.0]], ['2, k, 8', [0.00782572, 0.13689, 1.0]], ['2, k, 9', [0.194063, 0.00609933, 1.0]], ['2, k, 10', [0.108485, -0.162837, 1.0]], ['2, k, 11', [0.0519668, -0.20462, 1.0]], ['2, k, 12', [-0.225604, -0.321325, 1.0]], ['2, k, 13', [-0.277626, -0.664114, 1.0]], ['2, k, 14', [-0.351634, -1.08035, 1.0]], ['2, k, 15', [-0.362305, -1.14844, 1.0]], ['2, k, 16', [-0.0623622, -0.319645, 1.0]], ['2, k, 17', [0.00118281, -0.658798, 1.0]], ['2, k, 18', [0.0721679, -1.07164, 1.0]], ['2, k, 19', [0.0793457, -1.15039, 1.0]], ['2, k, 20', [-0.16666, 0.154632, 1.0]], ['2, k, 21', [-0.361725, -0.229587, 1.0]], ['2, k, 22', [-0.452288, -0.168342, 1.0]], ['2, k, 23', [0.0284647, -0.285468, 1.0]], ['2, k, 24', [0.105171, -0.190206, 1.0]]]
[['2, k, 0', [-0.0481777, -0.367091, 1.0]], ['2, k, 1', [-0.0859723, -0.0922581, 1.0]], ['2, k, 2', [-0.120552, 0.176307, 1.0]], ['2, k, 3', [-0.145704, 0.322254, 1.0]], ['2, k, 4', [-0.276714, 0.0854181, 1.0]], ['2, k, 5', [-0.38542, -0.105027, 1.0]], ['2, k, 6', [-0.283386, -0.26575, 1.0]], ['2, k, 7', [-0.235973, -0.284422, 1.0]], ['2, k, 8', [0.0546975, 0.0975273, 1.0]], ['2, k, 9', [0.263127, 0.022231, 1.0]], ['2, k, 10', [0.228192, -0.163442, 1.0]], ['2, k, 11', [0.181889, -0.206856, 1.0]], ['2, k, 12', [-0.126853, -0.376228, 1.0]], ['2, k, 13', [-0.20661, -0.692032, 1.0]], ['2, k, 14', [-0.345976, -1.07629, 1.0]], ['2, k, 15', [-0.358373, -1.14793, 1.0]], ['2, k, 16', [0.0319624, -0.347056, 1.0]], ['2, k, 17', [0.0823042, -0.642927, 1.0]], ['2, k, 18', [0.0647862, -1.07325, 1.0]], ['2, k, 19', [0.0798751, -1.13745, 1.0]], ['2, k, 20', [-0.112566, 0.109868, 1.0]], ['2, k, 21', [-0.208849, -0.368847, 1.0]], ['2, k, 22', [-0.198188, -0.268551, 1.0]], ['2, k, 23', [0.154145, -0.287127, 1.0]], ['2, k, 24', [0.13538, -0.188645, 1.0]]]
[['2, k, 0', [-0.0453516, -0.365087, 1.0]], ['2, k, 1', [-0.0836363, -0.0901173, 1.0]], ['2, k, 2', [-0.118864, 0.178553, 1.0]], ['2, k, 3', [-0.142426, 0.325014, 1.0]], ['2, k, 4', [-0.273044, 0.0872079, 1.0]], ['2, k, 5', [-0.383505, -0.101776, 1.0]], ['2, k, 6', [-0.282271, -0.263382, 1.0]], ['2, k, 7', [-0.234801, -0.282135, 1.0]], ['2, k, 8', [0.0562528, 0.099478, 1.0]], ['2, k, 9', [0.263748, 0.0251039, 1.0]], ['2, k, 10', [0.230474, -0.161171, 1.0]], ['2, k, 11', [0.182872, -0.200944, 1.0]], ['2, k, 12', [-0.124141, -0.37428, 1.0]], ['2, k, 13', [-0.203996, -0.690435, 1.0]], ['2, k, 14', [-0.34608, -1.07595, 1.0]], ['2, k, 15', [-0.358061, -1.14552, 1.0]], ['2, k, 16', [0.03481, -0.345084, 1.0]], ['2, k, 17', [0.0843436, -0.639985, 1.0]], ['2, k, 18', [0.0653781, -1.07351, 1.0]], ['2, k, 19', [0.0797905, -1.13791, 1.0]], ['2, k, 20', [-0.110734, 0.112027, 1.0]], ['2, k, 21', [-0.204374, -0.368923, 1.0]], ['2, k, 22', [-0.19334, -0.264994, 1.0]], ['2, k, 23', [0.159849, -0.280142, 1.0]], ['2, k, 24', [0.134219, -0.187282, 1.0]]]
[['2, k, 0', [-0.0433999, -0.362878, 1.0]], ['2, k, 1', [-0.081759, -0.0880566, 1.0]], ['2, k, 2', [-0.116867, 0.181117, 1.0]], ['2, k, 3', [-0.140218, 0.326708, 1.0]], ['2, k, 4', [-0.271754, 0.0883331, 1.0]], ['2, k, 5', [-0.383434, -0.0999335, 1.0]], ['2, k, 6', [-0.28142, -0.261168, 1.0]], ['2, k, 7', [-0.23345, -0.280294, 1.0]], ['2, k, 8', [0.0578087, 0.1017, 1.0]], ['2, k, 9', [0.265118, 0.0294199, 1.0]], ['2, k, 10', [0.231134, -0.156935, 1.0]], ['2, k, 11', [0.184482, -0.200892, 1.0]], ['2, k, 12', [-0.122334, -0.37222, 1.0]], ['2, k, 13', [-0.200364, -0.686014, 1.0]], ['2, k, 14', [-0.34604, -1.07593, 1.0]], ['2, k, 15', [-0.357486, -1.1476, 1.0]], ['2, k, 16', [0.0368488, -0.34281, 1.0]], ['2, k, 17', [0.0862807, -0.6373, 1.0]], ['2, k, 18', [0.066852, -1.0704, 1.0]], ['2, k, 19', [0.0796496, -1.13842, 1.0]], ['2, k, 20', [-0.108795, 0.114362, 1.0]], ['2, k, 21', [-0.201541, -0.362107, 1.0]], ['2, k, 22', [-0.192525, -0.262356, 1.0]], ['2, k, 23', [0.160375, -0.2825, 1.0]], ['2, k, 24', [0.141756, -0.185574, 1.0]]]
[['2, k, 0', [-0.0413184, -0.360902, 1.0]], ['2, k, 1', [-0.0803287, -0.0863181, 1.0]], ['2, k, 2', [-0.115856, 0.18302, 1.0]], ['2, k, 3', [-0.13832, 0.328854, 1.0]], ['2, k, 4', [-0.270441, 0.0890516, 1.0]], ['2, k, 5', [-0.382725, -0.0981921, 1.0]], ['2, k, 6', [-0.280141, -0.259159, 1.0]], ['2, k, 7', [-0.232383, -0.278975, 1.0]], ['2, k, 8', [0.058857, 0.103397, 1.0]], ['2, k, 9', [0.265788, 0.032359, 1.0]], ['2, k, 10', [0.230944, -0.154137, 1.0]], ['2, k, 11', [0.184732, -0.197313, 1.0]], ['2, k, 12', [-0.120554, -0.370085, 1.0]], ['2, k, 13', [-0.198552, -0.683524, 1.0]], ['2, k, 14', [-0.34626, -1.07589, 1.0]], ['2, k, 15', [-0.35796, -1.14743, 1.0]], ['2, k, 16', [0.0391789, -0.341075, 1.0]], ['2, k, 17', [0.0723719, -0.674974, 1.0]], ['2, k, 18', [0.0669128, -1.06092, 1.0]], ['2, k, 19', [0.0783454, -1.13626, 1.0]], ['2, k, 20', [-0.107694, 0.116121, 1.0]], ['2, k, 21', [-0.201423, -0.362753, 1.0]], ['2, k, 22', [-0.192344, -0.262412, 1.0]], ['2, k, 23', [0.160708, -0.275777, 1.0]], ['2, k, 24', [0.143595, -0.182842, 1.0]]]
[['2, k, 0', [-0.0402256, -0.359289, 1.0]], ['2, k, 1', [-0.0791334, -0.0848037, 1.0]], ['2, k, 2', [-0.114585, 0.184778, 1.0]], ['2, k, 3', [-0.136392, 0.330805, 1.0]], ['2, k, 4', [-0.269557, 0.0898114, 1.0]], ['2, k, 5', [-0.383935, -0.0952409, 1.0]], ['2, k, 6', [-0.280438, -0.255713, 1.0]], ['2, k, 7', [-0.233908, -0.276392, 1.0]], ['2, k, 8', [0.0594945, 0.104761, 1.0]], ['2, k, 9', [0.266514, 0.0345467, 1.0]], ['2, k, 10', [0.230417, -0.151903, 1.0]], ['2, k, 11', [0.182456, -0.197729, 1.0]], ['2, k, 12', [-0.119437, -0.368196, 1.0]], ['2, k, 13', [-0.197512, -0.68306, 1.0]], ['2, k, 14', [-0.346651, -1.07681, 1.0]], ['2, k, 15', [-0.358373, -1.14743, 1.0]], ['2, k, 16', [0.0402041, -0.339777, 1.0]], ['2, k, 17', [0.0856274, -0.627008, 1.0]], ['2, k, 18', [0.0677086, -1.06326, 1.0]], ['2, k, 19', [0.0784092, -1.13644, 1.0]], ['2, k, 20', [-0.10644, 0.117784, 1.0]], ['2, k, 21', [-0.202449, -0.361087, 1.0]], ['2, k, 22', [-0.192193, -0.261044, 1.0]], ['2, k, 23', [0.159523, -0.279666, 1.0]], ['2, k, 24', [0.142648, -0.181288, 1.0]]]
[['2, k, 0', [-0.0394673, -0.358304, 1.0]], ['2, k, 1', [-0.0784675, -0.0836887, 1.0]], ['2, k, 2', [-0.114019, 0.186339, 1.0]], ['2, k, 3', [-0.134529, 0.332414, 1.0]], ['2, k, 4', [-0.269013, 0.090254, 1.0]], ['2, k, 5', [-0.384871, -0.0892757, 1.0]], ['2, k, 6', [-0.282837, -0.250733, 1.0]], ['2, k, 7', [-0.235882, -0.273019, 1.0]], ['2, k, 8', [0.0568953, 0.102851, 1.0]], ['2, k, 9', [0.266841, 0.0355048, 1.0]], ['2, k, 10', [0.229629, -0.150888, 1.0]], ['2, k, 11', [0.182832, -0.192484, 1.0]], ['2, k, 12', [-0.118977, -0.367232, 1.0]], ['2, k, 13', [-0.196841, -0.680948, 1.0]], ['2, k, 14', [-0.347065, -1.07662, 1.0]], ['2, k, 15', [-0.358407, -1.14719, 1.0]], ['2, k, 16', [0.0412333, -0.338818, 1.0]], ['2, k, 17', [0.085963, -0.626183, 1.0]], ['2, k, 18', [0.0684799, -1.05739, 1.0]], ['2, k, 19', [0.0783185, -1.1365, 1.0]], ['2, k, 20', [-0.10581, 0.119184, 1.0]], ['2, k, 21', [-0.200911, -0.357895, 1.0]], ['2, k, 22', [-0.192785, -0.256044, 1.0]], ['2, k, 23', [0.158321, -0.272501, 1.0]], ['2, k, 24', [0.140898, -0.180857, 1.0]]]
[['2, k, 0', [-0.0388426, -0.356753, 1.0]], ['2, k, 1', [-0.0778537, -0.0822125, 1.0]], ['2, k, 2', [-0.113533, 0.18815, 1.0]], ['2, k, 3', [-0.133203, 0.334116, 1.0]], ['2, k, 4', [-0.268469, 0.09128, 1.0]], ['2, k, 5', [-0.386207, -0.0859512, 1.0]], ['2, k, 6', [-0.284023, -0.247323, 1.0]], ['2, k, 7', [-0.236869, -0.272798, 1.0]], ['2, k, 8', [0.0554101, 0.101774, 1.0]], ['2, k, 9', [0.266965, 0.0368863, 1.0]], ['2, k, 10', [0.228862, -0.149456, 1.0]], ['2, k, 11', [0.18165, -0.190387, 1.0]], ['2, k, 12', [-0.118425, -0.365666, 1.0]], ['2, k, 13', [-0.196855, -0.681218, 1.0]], ['2, k, 14', [-0.347852, -1.0748, 1.0]], ['2, k, 15', [-0.358779, -1.14676, 1.0]], ['2, k, 16', [0.0419041, -0.337362, 1.0]], ['2, k, 17', [0.0885588, -0.623603, 1.0]], ['2, k, 18', [0.0709707, -1.04779, 1.0]], ['2, k, 19', [0.0801083, -1.13624, 1.0]], ['2, k, 20', [-0.105261, 0.120826, 1.0]], ['2, k, 21', [-0.205318, -0.357806, 1.0]], ['2, k, 22', [-0.19344, -0.25362, 1.0]], ['2, k, 23', [0.155461, -0.272824, 1.0]], ['2, k, 24', [0.140756, -0.181106, 1.0]]]
[['2, k, 0', [-0.0401928, -0.355508, 1.0]], ['2, k, 1', [-0.078036, -0.0810212, 1.0]], ['2, k, 2', [-0.113309, 0.189702, 1.0]], ['2, k, 3', [-0.132376, 0.335308, 1.0]], ['2, k, 4', [-0.268598, 0.0923119, 1.0]], ['2, k, 5', [-0.387274, -0.083132, 1.0]], ['2, k, 6', [-0.285053, -0.244427, 1.0]], ['2, k, 7', [-0.239753, -0.269972, 1.0]], ['2, k, 8', [0.054451, 0.101171, 1.0]], ['2, k, 9', [0.26685, 0.0367234, 1.0]], ['2, k, 10', [0.22651, -0.149244, 1.0]], ['2, k, 11', [0.177466, -0.192916, 1.0]], ['2, k, 12', [-0.120457, -0.363901, 1.0]], ['2, k, 13', [-0.197221, -0.680265, 1.0]], ['2, k, 14', [-0.348076, -1.0714, 1.0]], ['2, k, 15', [-0.359435, -1.14592, 1.0]], ['2, k, 16', [0.041138, -0.336586, 1.0]], ['2, k, 17', [0.0898061, -0.620755, 1.0]], ['2, k, 18', [0.0715819, -1.04847, 1.0]], ['2, k, 19', [0.0806944, -1.13647, 1.0]], ['2, k, 20', [-0.105086, 0.122292, 1.0]], ['2, k, 21', [-0.205137, -0.351396, 1.0]], ['2, k, 22', [-0.194713, -0.248538, 1.0]], ['2, k, 23', [0.155348, -0.274833, 1.0]], ['2, k, 24', [0.136569, -0.184489, 1.0]]]
[['2, k, 0', [-0.0419779, -0.354082, 1.0]], ['2, k, 1', [-0.0785784, -0.0796344, 1.0]], ['2, k, 2', [-0.113613, 0.191747, 1.0]], ['2, k, 3', [-0.131464, 0.337367, 1.0]], ['2, k, 4', [-0.268626, 0.0936005, 1.0]], ['2, k, 5', [-0.3885, -0.0808607, 1.0]], ['2, k, 6', [-0.285899, -0.241888, 1.0]], ['2, k, 7', [-0.240243, -0.270107, 1.0]], ['2, k, 8', [0.0533011, 0.100584, 1.0]], ['2, k, 9', [0.266435, 0.037238, 1.0]], ['2, k, 10', [0.223866, -0.148348, 1.0]], ['2, k, 11', [0.174168, -0.193268, 1.0]], ['2, k, 12', [-0.122491, -0.36198, 1.0]], ['2, k, 13', [-0.198151, -0.677207, 1.0]], ['2, k, 14', [-0.347217, -1.06859, 1.0]], ['2, k, 15', [-0.359194, -1.14133, 1.0]], ['2, k, 16', [0.0396802, -0.335724, 1.0]], ['2, k, 17', [0.0891514, -0.618553, 1.0]], ['2, k, 18', [0.072306, -1.05471, 1.0]], ['2, k, 19', [0.0812106, -1.13716, 1.0]], ['2, k, 20', [-0.105364, 0.124171, 1.0]], ['2, k, 21', [-0.205939, -0.351706, 1.0]], ['2, k, 22', [-0.19671, -0.248156, 1.0]], ['2, k, 23', [0.148245, -0.273583, 1.0]], ['2, k, 24', [0.130131, -0.183062, 1.0]]]
[['2, k, 0', [-0.0445293, -0.351276, 1.0]], ['2, k, 1', [-0.0795123, -0.0771807, 1.0]], ['2, k, 2', [-0.113697, 0.194145, 1.0]], ['2, k, 3', [-0.129821, 0.340967, 1.0]], ['2, k, 4', [-0.269194, 0.094825, 1.0]], ['2, k, 5', [-0.390489, -0.0782973, 1.0]], ['2, k, 6', [-0.286192, -0.240947, 1.0]], ['2, k, 7', [-0.240933, -0.269068, 1.0]], ['2, k, 8', [0.0558069, 0.106441, 1.0]], ['2, k, 9', [0.266135, 0.0371355, 1.0]], ['2, k, 10', [0.221029, -0.147954, 1.0]], ['2, k, 11', [0.171291, -0.193153, 1.0]], ['2, k, 12', [-0.124934, -0.359003, 1.0]], ['2, k, 13', [-0.199955, -0.676992, 1.0]], ['2, k, 14', [-0.346807, -1.06754, 1.0]], ['2, k, 15', [-0.359235, -1.14088, 1.0]], ['2, k, 16', [0.037135, -0.333236, 1.0]], ['2, k, 17', [0.0878069, -0.619468, 1.0]], ['2, k, 18', [0.0717623, -1.04693, 1.0]], ['2, k, 19', [0.0813367, -1.13725, 1.0]], ['2, k, 20', [-0.105596, 0.126653, 1.0]], ['2, k, 21', [-0.2113, -0.352103, 1.0]], ['2, k, 22', [-0.196626, -0.253167, 1.0]], ['2, k, 23', [0.14227, -0.272517, 1.0]], ['2, k, 24', [0.131357, -0.181072, 1.0]]]
[['2, k, 0', [-0.046392, -0.347636, 1.0]], ['2, k, 1', [-0.0804105, -0.0744566, 1.0]], ['2, k, 2', [-0.113977, 0.196027, 1.0]], ['2, k, 3', [-0.12907, 0.342631, 1.0]], ['2, k, 4', [-0.270075, 0.0959931, 1.0]], ['2, k, 5', [-0.393324, -0.0753007, 1.0]], ['2, k, 6', [-0.286037, -0.240254, 1.0]], ['2, k, 7', [-0.24142, -0.271745, 1.0]], ['2, k, 8', [0.0568727, 0.109393, 1.0]], ['2, k, 9', [0.265739, 0.0372186, 1.0]], ['2, k, 10', [0.196863, -0.169004, 1.0]], ['2, k, 11', [0.145009, -0.224164, 1.0]], ['2, k, 12', [-0.126881, -0.354198, 1.0]], ['2, k, 13', [-0.202866, -0.676096, 1.0]], ['2, k, 14', [-0.346797, -1.0666, 1.0]], ['2, k, 15', [-0.359573, -1.14096, 1.0]], ['2, k, 16', [0.0354089, -0.330711, 1.0]], ['2, k, 17', [0.0859479, -0.621573, 1.0]], ['2, k, 18', [0.0717456, -1.04688, 1.0]], ['2, k, 19', [0.0812278, -1.1377, 1.0]], ['2, k, 20', [-0.105957, 0.128777, 1.0]], ['2, k, 21', [-0.212635, -0.352415, 1.0]], ['2, k, 22', [-0.20014, -0.247095, 1.0]], ['2, k, 23', [0.129051, -0.304373, 1.0]], ['2, k, 24', [0.106074, -0.191583, 1.0]]]
[['2, k, 0', [-0.0501498, -0.343194, 1.0]], ['2, k, 1', [-0.0819507, -0.071913, 1.0]], ['2, k, 2', [-0.11451, 0.197492, 1.0]], ['2, k, 3', [-0.128666, 0.34509, 1.0]], ['2, k, 4', [-0.271935, 0.0979741, 1.0]], ['2, k, 5', [-0.396426, -0.0723238, 1.0]], ['2, k, 6', [-0.287006, -0.239088, 1.0]], ['2, k, 7', [-0.242589, -0.271924, 1.0]], ['2, k, 8', [0.0569652, 0.111105, 1.0]], ['2, k, 9', [0.264387, 0.0369343, 1.0]], ['2, k, 10', [0.209717, -0.14605, 1.0]], ['2, k, 11', [0.162907, -0.192426, 1.0]], ['2, k, 12', [-0.129958, -0.350053, 1.0]], ['2, k, 13', [-0.205432, -0.676353, 1.0]], ['2, k, 14', [-0.34741, -1.06696, 1.0]], ['2, k, 15', [-0.360058, -1.14194, 1.0]], ['2, k, 16', [0.0310897, -0.326248, 1.0]], ['2, k, 17', [0.0823706, -0.625846, 1.0]], ['2, k, 18', [0.0737906, -1.05426, 1.0]], ['2, k, 19', [0.0812704, -1.13803, 1.0]], ['2, k, 20', [-0.106624, 0.130453, 1.0]], ['2, k, 21', [-0.215541, -0.352051, 1.0]], ['2, k, 22', [-0.204073, -0.252788, 1.0]], ['2, k, 23', [0.130794, -0.272836, 1.0]], ['2, k, 24', [0.13082, -0.168843, 1.0]]]
[['2, k, 0', [-0.0534487, -0.341834, 1.0]], ['2, k, 1', [-0.0840082, -0.0700778, 1.0]], ['2, k, 2', [-0.115738, 0.199258, 1.0]], ['2, k, 3', [-0.12846, 0.346699, 1.0]], ['2, k, 4', [-0.281837, 0.0961809, 1.0]], ['2, k, 5', [-0.400198, -0.0686083, 1.0]], ['2, k, 6', [-0.287737, -0.238502, 1.0]], ['2, k, 7', [-0.244112, -0.275679, 1.0]], ['2, k, 8', [0.0535045, 0.107646, 1.0]], ['2, k, 9', [0.26343, 0.0368655, 1.0]], ['2, k, 10', [0.192546, -0.165057, 1.0]], ['2, k, 11', [0.139015, -0.218857, 1.0]], ['2, k, 12', [-0.133545, -0.348073, 1.0]], ['2, k, 13', [-0.207843, -0.674937, 1.0]], ['2, k, 14', [-0.347472, -1.06747, 1.0]], ['2, k, 15', [-0.355658, -1.14457, 1.0]], ['2, k, 16', [0.0281224, -0.325547, 1.0]], ['2, k, 17', [0.0795343, -0.626658, 1.0]], ['2, k, 18', [0.0746382, -1.0587, 1.0]], ['2, k, 19', [0.0812094, -1.13811, 1.0]], ['2, k, 20', [-0.107985, 0.132288, 1.0]], ['2, k, 21', [-0.223564, -0.352368, 1.0]], ['2, k, 22', [-0.205139, -0.253122, 1.0]], ['2, k, 23', [0.123473, -0.299942, 1.0]], ['2, k, 24', [0.100331, -0.191655, 1.0]]]
[['2, k, 0', [-0.0570311, -0.340551, 1.0]], ['2, k, 1', [-0.0864365, -0.0681522, 1.0]], ['2, k, 2', [-0.117443, 0.20153, 1.0]], ['2, k, 3', [-0.129129, 0.348154, 1.0]], ['2, k, 4', [-0.281457, 0.0990243, 1.0]], ['2, k, 5', [-0.406719, -0.0618849, 1.0]], ['2, k, 6', [-0.290537, -0.237346, 1.0]], ['2, k, 7', [-0.247692, -0.275815, 1.0]], ['2, k, 8', [0.0515295, 0.105875, 1.0]], ['2, k, 9', [0.262705, 0.035315, 1.0]], ['2, k, 10', [0.191506, -0.16482, 1.0]], ['2, k, 11', [0.136412, -0.217294, 1.0]], ['2, k, 12', [-0.137245, -0.345966, 1.0]], ['2, k, 13', [-0.210975, -0.671743, 1.0]], ['2, k, 14', [-0.347504, -1.06748, 1.0]], ['2, k, 15', [-0.356025, -1.14334, 1.0]], ['2, k, 16', [0.0246939, -0.325141, 1.0]], ['2, k, 17', [0.0681246, -0.641688, 1.0]], ['2, k, 18', [0.0746218, -1.06284, 1.0]], ['2, k, 19', [0.084846, -1.14272, 1.0]], ['2, k, 20', [-0.109847, 0.134552, 1.0]], ['2, k, 21', [-0.229378, -0.352869, 1.0]], ['2, k, 22', [-0.21245, -0.256705, 1.0]], ['2, k, 23', [0.115931, -0.299752, 1.0]], ['2, k, 24', [0.102335, -0.189536, 1.0]]]
[['2, k, 0', [-0.0616466, -0.339761, 1.0]], ['2, k, 1', [-0.0901809, -0.0666513, 1.0]], ['2, k, 2', [-0.120032, 0.202857, 1.0]], ['2, k, 3', [-0.129252, 0.349527, 1.0]], ['2, k, 4', [-0.282743, 0.0993484, 1.0]], ['2, k, 5', [-0.418001, -0.0424233, 1.0]], ['2, k, 6', [-0.292609, -0.236896, 1.0]], ['2, k, 7', [-0.248311, -0.280951, 1.0]], ['2, k, 8', [0.0498885, 0.104716, 1.0]], ['2, k, 9', [0.260942, 0.0336235, 1.0]], ['2, k, 10', [0.188622, -0.164436, 1.0]], ['2, k, 11', [0.132123, -0.216559, 1.0]], ['2, k, 12', [-0.141802, -0.344382, 1.0]], ['2, k, 13', [-0.216025, -0.666362, 1.0]], ['2, k, 14', [-0.347196, -1.06549, 1.0]], ['2, k, 15', [-0.357416, -1.14371, 1.0]], ['2, k, 16', [0.0199354, -0.325235, 1.0]], ['2, k, 17', [0.0669189, -0.641623, 1.0]], ['2, k, 18', [0.0742207, -1.06623, 1.0]], ['2, k, 19', [0.083871, -1.14098, 1.0]], ['2, k, 20', [-0.112708, 0.136046, 1.0]], ['2, k, 21', [-0.238134, -0.35909, 1.0]], ['2, k, 22', [-0.210518, -0.288774, 1.0]], ['2, k, 23', [0.111531, -0.299627, 1.0]], ['2, k, 24', [0.0952057, -0.19005, 1.0]]]
[['2, k, 0', [-0.0661938, -0.336415, 1.0]], ['2, k, 1', [-0.0935021, -0.0641782, 1.0]], ['2, k, 2', [-0.121842, 0.204073, 1.0]], ['2, k, 3', [-0.130045, 0.351046, 1.0]], ['2, k, 4', [-0.28433, 0.0998667, 1.0]], ['2, k, 5', [-0.421198, -0.038775, 1.0]], ['2, k, 6', [-0.295644, -0.236291, 1.0]], ['2, k, 7', [-0.251909, -0.284875, 1.0]], ['2, k, 8', [0.0500874, 0.110142, 1.0]], ['2, k, 9', [0.25762, 0.0301605, 1.0]], ['2, k, 10', [0.18178, -0.168169, 1.0]], ['2, k, 11', [0.125267, -0.218029, 1.0]], ['2, k, 12', [-0.146481, -0.340457, 1.0]], ['2, k, 13', [-0.221519, -0.664687, 1.0]], ['2, k, 14', [-0.34803, -1.06731, 1.0]], ['2, k, 15', [-0.359519, -1.1445, 1.0]], ['2, k, 16', [0.0157529, -0.32254, 1.0]], ['2, k, 17', [0.0651197, -0.641171, 1.0]], ['2, k, 18', [0.0729087, -1.06342, 1.0]], ['2, k, 19', [0.0816754, -1.13863, 1.0]], ['2, k, 20', [-0.114857, 0.137625, 1.0]], ['2, k, 21', [-0.243862, -0.362574, 1.0]], ['2, k, 22', [-0.219033, -0.264787, 1.0]], ['2, k, 23', [0.104499, -0.301307, 1.0]], ['2, k, 24', [0.089111, -0.193771, 1.0]]]
[['2, k, 0', [-0.0719154, -0.33604, 1.0]], ['2, k, 1', [-0.0960229, -0.0638762, 1.0]], ['2, k, 2', [-0.122253, 0.204001, 1.0]], ['2, k, 3', [-0.131287, 0.351998, 1.0]], ['2, k, 4', [-0.286038, 0.100391, 1.0]], ['2, k, 5', [-0.425036, -0.0358234, 1.0]], ['2, k, 6', [-0.347625, -0.208076, 1.0]], ['2, k, 7', [-0.298332, -0.237434, 1.0]], ['2, k, 8', [0.0479589, 0.107656, 1.0]], ['2, k, 9', [0.254058, 0.0275336, 1.0]], ['2, k, 10', [0.175803, -0.169962, 1.0]], ['2, k, 11', [0.119136, -0.218322, 1.0]], ['2, k, 12', [-0.153032, -0.339148, 1.0]], ['2, k, 13', [-0.225996, -0.661682, 1.0]], ['2, k, 14', [-0.347686, -1.06695, 1.0]], ['2, k, 15', [-0.359132, -1.14493, 1.0]], ['2, k, 16', [0.0110119, -0.323005, 1.0]], ['2, k, 17', [0.0595216, -0.637125, 1.0]], ['2, k, 18', [0.0718185, -1.06367, 1.0]], ['2, k, 19', [0.0804835, -1.1368, 1.0]], ['2, k, 20', [-0.11559, 0.137653, 1.0]], ['2, k, 21', [-0.263516, -0.327958, 1.0]], ['2, k, 22', [-0.249577, -0.232496, 1.0]], ['2, k, 23', [0.095969, -0.301477, 1.0]], ['2, k, 24', [0.082553, -0.195039, 1.0]]]
[['2, k, 0', [-0.0790897, -0.333404, 1.0]], ['2, k, 1', [-0.102261, -0.0613638, 1.0]], ['2, k, 2', [-0.126376, 0.205698, 1.0]], ['2, k, 3', [-0.131882, 0.352926, 1.0]], ['2, k, 4', [-0.290378, 0.105311, 1.0]], ['2, k, 5', [-0.4297, -0.0324386, 1.0]], ['2, k, 6', [-0.349393, -0.203123, 1.0]], ['2, k, 7', [-0.301573, -0.234247, 1.0]], ['2, k, 8', [0.0473381, 0.111241, 1.0]], ['2, k, 9', [0.250202, 0.0255763, 1.0]], ['2, k, 10', [0.170587, -0.17062, 1.0]], ['2, k, 11', [0.11309, -0.218839, 1.0]], ['2, k, 12', [-0.159774, -0.336318, 1.0]], ['2, k, 13', [-0.231282, -0.659649, 1.0]], ['2, k, 14', [-0.348104, -1.06729, 1.0]], ['2, k, 15', [-0.360231, -1.14505, 1.0]], ['2, k, 16', [0.00381782, -0.320754, 1.0]], ['2, k, 17', [0.0534658, -0.639503, 1.0]], ['2, k, 18', [0.0696022, -1.0637, 1.0]], ['2, k, 19', [0.0785919, -1.12937, 1.0]], ['2, k, 20', [-0.120327, 0.139654, 1.0]], ['2, k, 21', [-0.268982, -0.32439, 1.0]], ['2, k, 22', [-0.247397, -0.221814, 1.0]], ['2, k, 23', [0.0901453, -0.302152, 1.0]], ['2, k, 24', [0.0768287, -0.195521, 1.0]]]
