[['2, k, 0', [-0.503394, -0.386346, 1.0]], ['2, k, 1', [-0.517188, -0.0900978, 1.0]], ['2, k, 2', [-0.527587, 0.198972, 1.0]], ['2, k, 3', [-0.50933, 0.324772, 1.0]], ['2, k, 4', [-0.665813, 0.0933412, 1.0]], ['2, k, 5', [-0.705947, 0.0184414, 1.0]], ['2, k, 6', [-0.707286, -0.0242685, 1.0]], ['2, k, 7', [-0.715601, -0.0730841, 1.0]], ['2, k, 8', [-0.364348, 0.108705, 1.0]], ['2, k, 9', [-0.377689, -0.164385, 1.0]], ['2, k, 10', [-0.319153, -0.09654, 1.0]], ['2, k, 11', [-0.273934, -0.0646816, 1.0]], ['2, k, 12', [-0.56473, -0.384102, 1.0]], ['2, k, 13', [-0.589164, -0.715448, 1.0]], ['2, k, 14', [-0.565655, -1.05813, 1.0]], ['2, k, 15', [-0.555731, -1.09067, 1.0]], ['2, k, 16', [-0.4273, -0.377286, 1.0]], ['2, k, 17', [-0.34374, -0.72081, 1.0]], ['2, k, 18', [-0.293296, -1.07031, 1.0]], ['2, k, 19', [-0.28125, -1.12988, 1.0]], ['2, k, 20', [-0.525567, 0.127705, 1.0]], ['2, k, 21', [-0.715109, -0.112458, 1.0]], ['2, k, 22', [-0.766963, -0.0773081, 1.0]], ['2, k, 23', [-0.243466, -0.108077, 1.0]], ['2, k, 24', [-0.228691, -0.0709546, 1.0]]]
[['2, k, 0', [-0.502853, -0.411435, 1.0]], ['2, k, 1', [-0.529694, -0.106606, 1.0]], ['2, k, 2', [-0.549737, 0.190246, 1.0]], ['2, k, 3', [-0.516256, 0.311352, 1.0]], ['2, k, 4', [-0.655032, 0.0757423, 1.0]], ['2, k, 5', [-0.640943, -0.089709, 1.0]], ['2, k, 6', [-0.440084, -0.0933535, 1.0]], ['2, k, 7', [-0.37604, -0.0988108, 1.0]], ['2, k, 8', [-0.366458, 0.0897559, 1.0]], ['2, k, 9', [-0.298775, -0.107081, 1.0]], ['2, k, 10', [-0.20554, -0.235505, 1.0]], ['2, k, 11', [-0.18482, -0.302235, 1.0]], ['2, k, 12', [-0.552742, -0.412191, 1.0]], ['2, k, 13', [-0.564206, -0.752981, 1.0]], ['2, k, 14', [-0.538243, -1.11149, 1.0]], ['2, k, 15', [-0.471668, -1.14824, 1.0]], ['2, k, 16', [-0.437782, -0.398074, 1.0]], ['2, k, 17', [-0.391563, -0.754003, 1.0]], ['2, k, 18', [-0.417268, -1.11145, 1.0]], ['2, k, 19', [-0.351279, -1.15422, 1.0]], ['2, k, 20', [-0.545581, 0.117132, 1.0]], ['2, k, 21', [-0.330629, -0.112738, 1.0]], ['2, k, 22', [-0.348384, -0.122451, 1.0]], ['2, k, 23', [-0.174688, -0.354225, 1.0]], ['2, k, 24', [-0.152996, -0.342449, 1.0]]]
[['2, k, 0', [-0.495395, -0.414739, 1.0]], ['2, k, 1', [-0.523133, -0.112104, 1.0]], ['2, k, 2', [-0.547283, 0.183486, 1.0]], ['2, k, 3', [-0.514184, 0.308402, 1.0]], ['2, k, 4', [-0.651445, 0.0727067, 1.0]], ['2, k, 5', [-0.617908, -0.0922771, 1.0]], ['2, k, 6', [-0.409065, -0.0958648, 1.0]], ['2, k, 7', [-0.334817, -0.098756, 1.0]], ['2, k, 8', [-0.366431, 0.0895518, 1.0]], ['2, k, 9', [-0.300488, -0.105305, 1.0]], ['2, k, 10', [-0.204071, -0.234087, 1.0]], ['2, k, 11', [-0.175663, -0.298, 1.0]], ['2, k, 12', [-0.54412, -0.414431, 1.0]], ['2, k, 13', [-0.553109, -0.757208, 1.0]], ['2, k, 14', [-0.539217, -1.11151, 1.0]], ['2, k, 15', [-0.580078, -1.15723, 1.0]], ['2, k, 16', [-0.431422, -0.402292, 1.0]], ['2, k, 17', [-0.394604, -0.755887, 1.0]], ['2, k, 18', [-0.416875, -1.11109, 1.0]], ['2, k, 19', [-0.351277, -1.15417, 1.0]], ['2, k, 20', [-0.541912, 0.11053, 1.0]], ['2, k, 21', [-0.290717, -0.113182, 1.0]], ['2, k, 22', [-0.295778, -0.134041, 1.0]], ['2, k, 23', [-0.163836, -0.35033, 1.0]], ['2, k, 24', [-0.142811, -0.336581, 1.0]]]
[['2, k, 0', [-0.485799, -0.420875, 1.0]], ['2, k, 1', [-0.51746, -0.116382, 1.0]], ['2, k, 2', [-0.54441, 0.180429, 1.0]], ['2, k, 3', [-0.509854, 0.304284, 1.0]], ['2, k, 4', [-0.619707, 0.0524348, 1.0]], ['2, k, 5', [-0.610269, -0.102473, 1.0]], ['2, k, 6', [-0.395731, -0.0996887, 1.0]], ['2, k, 7', [-0.30727, -0.0965837, 1.0]], ['2, k, 8', [-0.365872, 0.0890486, 1.0]], ['2, k, 9', [-0.297278, -0.104824, 1.0]], ['2, k, 10', [-0.198546, -0.231564, 1.0]], ['2, k, 11', [-0.167603, -0.293719, 1.0]], ['2, k, 12', [-0.529557, -0.420366, 1.0]], ['2, k, 13', [-0.543993, -0.748884, 1.0]], ['2, k, 14', [-0.539627, -1.11153, 1.0]], ['2, k, 15', [-0.575837, -1.15566, 1.0]], ['2, k, 16', [-0.425906, -0.408111, 1.0]], ['2, k, 17', [-0.396858, -0.760388, 1.0]], ['2, k, 18', [-0.416874, -1.11058, 1.0]], ['2, k, 19', [-0.352047, -1.15426, 1.0]], ['2, k, 20', [-0.538426, 0.107265, 1.0]], ['2, k, 21', [-0.263418, -0.109119, 1.0]], ['2, k, 22', [-0.26331, -0.137418, 1.0]], ['2, k, 23', [-0.156715, -0.350459, 1.0]], ['2, k, 24', [-0.134997, -0.319112, 1.0]]]
[['2, k, 0', [-0.477692, -0.424683, 1.0]], ['2, k, 1', [-0.512084, -0.119855, 1.0]], ['2, k, 2', [-0.541692, 0.177241, 1.0]], ['2, k, 3', [-0.506083, 0.301148, 1.0]], ['2, k, 4', [-0.615534, 0.05174, 1.0]], ['2, k, 5', [-0.551189, -0.099962, 1.0]], ['2, k, 6', [-0.334538, -0.102599, 1.0]], ['2, k, 7', [-0.273621, -0.0970229, 1.0]], ['2, k, 8', [-0.365472, 0.0886552, 1.0]], ['2, k, 9', [-0.31401, -0.0712092, 1.0]], ['2, k, 10', [-0.193099, -0.228306, 1.0]], ['2, k, 11', [-0.159397, -0.286811, 1.0]], ['2, k, 12', [-0.519886, -0.423226, 1.0]], ['2, k, 13', [-0.5323, -0.745838, 1.0]], ['2, k, 14', [-0.54522, -1.09704, 1.0]], ['2, k, 15', [-0.498372, -1.12262, 1.0]], ['2, k, 16', [-0.420179, -0.412411, 1.0]], ['2, k, 17', [-0.402092, -0.77319, 1.0]], ['2, k, 18', [-0.417407, -1.11029, 1.0]], ['2, k, 19', [-0.383057, -1.15137, 1.0]], ['2, k, 20', [-0.535037, 0.10403, 1.0]], ['2, k, 21', [-0.234919, -0.112508, 1.0]], ['2, k, 22', [-0.24385, -0.128065, 1.0]], ['2, k, 23', [-0.146769, -0.345215, 1.0]], ['2, k, 24', [-0.129047, -0.296418, 1.0]]]
[['2, k, 0', [-0.464807, -0.427851, 1.0]], ['2, k, 1', [-0.502745, -0.12403, 1.0]], ['2, k, 2', [-0.53564, 0.17211, 1.0]], ['2, k, 3', [-0.500938, 0.297053, 1.0]], ['2, k, 4', [-0.610988, 0.0512415, 1.0]], ['2, k, 5', [-0.545802, -0.0994862, 1.0]], ['2, k, 6', [-0.338316, -0.102292, 1.0]], ['2, k, 7', [-0.255732, -0.0949361, 1.0]], ['2, k, 8', [-0.364947, 0.0883717, 1.0]], ['2, k, 9', [-0.314103, -0.0716227, 1.0]], ['2, k, 10', [-0.185061, -0.229766, 1.0]], ['2, k, 11', [-0.151047, -0.279947, 1.0]], ['2, k, 12', [-0.505432, -0.425681, 1.0]], ['2, k, 13', [-0.520785, -0.762888, 1.0]], ['2, k, 14', [-0.557253, -1.10004, 1.0]], ['2, k, 15', [-0.509213, -1.15859, 1.0]], ['2, k, 16', [-0.409635, -0.416248, 1.0]], ['2, k, 17', [-0.400307, -0.788494, 1.0]], ['2, k, 18', [-0.417363, -1.11018, 1.0]], ['2, k, 19', [-0.352762, -1.15576, 1.0]], ['2, k, 20', [-0.528173, 0.0991477, 1.0]], ['2, k, 21', [-0.209583, -0.108635, 1.0]], ['2, k, 22', [-0.242542, -0.113829, 1.0]], ['2, k, 23', [-0.137286, -0.334854, 1.0]], ['2, k, 24', [-0.119555, -0.311028, 1.0]]]
[['2, k, 0', [-0.458635, -0.429775, 1.0]], ['2, k, 1', [-0.496741, -0.126833, 1.0]], ['2, k, 2', [-0.530356, 0.16847, 1.0]], ['2, k, 3', [-0.496384, 0.294016, 1.0]], ['2, k, 4', [-0.599079, 0.0492314, 1.0]], ['2, k, 5', [-0.53697, -0.0958398, 1.0]], ['2, k, 6', [-0.338638, -0.102536, 1.0]], ['2, k, 7', [-0.250153, -0.093171, 1.0]], ['2, k, 8', [-0.36486, 0.0882831, 1.0]], ['2, k, 9', [-0.316683, -0.0753813, 1.0]], ['2, k, 10', [-0.178233, -0.228061, 1.0]], ['2, k, 11', [-0.144992, -0.269095, 1.0]], ['2, k, 12', [-0.496219, -0.428106, 1.0]], ['2, k, 13', [-0.505883, -0.766792, 1.0]], ['2, k, 14', [-0.564182, -1.09353, 1.0]], ['2, k, 15', [-0.588867, -1.15625, 1.0]], ['2, k, 16', [-0.40607, -0.417753, 1.0]], ['2, k, 17', [-0.398012, -0.762742, 1.0]], ['2, k, 18', [-0.421189, -1.10992, 1.0]], ['2, k, 19', [-0.354735, -1.15394, 1.0]], ['2, k, 20', [-0.522662, 0.0957087, 1.0]], ['2, k, 21', [-0.197749, -0.102553, 1.0]], ['2, k, 22', [-0.224583, -0.11369, 1.0]], ['2, k, 23', [-0.126006, -0.32409, 1.0]], ['2, k, 24', [-0.111203, -0.295651, 1.0]]]
[['2, k, 0', [-0.453161, -0.430891, 1.0]], ['2, k, 1', [-0.491652, -0.129314, 1.0]], ['2, k, 2', [-0.525778, 0.164677, 1.0]], ['2, k, 3', [-0.493921, 0.291527, 1.0]], ['2, k, 4', [-0.592103, 0.0487736, 1.0]], ['2, k, 5', [-0.527636, -0.0919072, 1.0]], ['2, k, 6', [-0.338547, -0.102933, 1.0]], ['2, k, 7', [-0.253025, -0.0923577, 1.0]], ['2, k, 8', [-0.364846, 0.088066, 1.0]], ['2, k, 9', [-0.286575, -0.121442, 1.0]], ['2, k, 10', [-0.16062, -0.233821, 1.0]], ['2, k, 11', [-0.139239, -0.25714, 1.0]], ['2, k, 12', [-0.489324, -0.428966, 1.0]], ['2, k, 13', [-0.494067, -0.76947, 1.0]], ['2, k, 14', [-0.595416, -1.09699, 1.0]], ['2, k, 15', [-0.591262, -1.15242, 1.0]], ['2, k, 16', [-0.402655, -0.418926, 1.0]], ['2, k, 17', [-0.380697, -0.809167, 1.0]], ['2, k, 18', [-0.423689, -1.11072, 1.0]], ['2, k, 19', [-0.356102, -1.15369, 1.0]], ['2, k, 20', [-0.517951, 0.0922385, 1.0]], ['2, k, 21', [-0.195853, -0.0929573, 1.0]], ['2, k, 22', [-0.23297, -0.104683, 1.0]], ['2, k, 23', [-0.11575, -0.309056, 1.0]], ['2, k, 24', [-0.11467, -0.242826, 1.0]]]
[['2, k, 0', [-0.451204, -0.433282, 1.0]], ['2, k, 1', [-0.488091, -0.132126, 1.0]], ['2, k, 2', [-0.520549, 0.161477, 1.0]], ['2, k, 3', [-0.49098, 0.287659, 1.0]], ['2, k, 4', [-0.581205, 0.0436964, 1.0]], ['2, k, 5', [-0.502695, -0.0880207, 1.0]], ['2, k, 6', [-0.336046, -0.104135, 1.0]], ['2, k, 7', [-0.251432, -0.0931756, 1.0]], ['2, k, 8', [-0.364721, 0.0878272, 1.0]], ['2, k, 9', [-0.286233, -0.121166, 1.0]], ['2, k, 10', [-0.158416, -0.229569, 1.0]], ['2, k, 11', [-0.131029, -0.247332, 1.0]], ['2, k, 12', [-0.486518, -0.430867, 1.0]], ['2, k, 13', [-0.477485, -0.768493, 1.0]], ['2, k, 14', [-0.59663, -1.09376, 1.0]], ['2, k, 15', [-0.576245, -1.16023, 1.0]], ['2, k, 16', [-0.401561, -0.421422, 1.0]], ['2, k, 17', [-0.370347, -0.7828, 1.0]], ['2, k, 18', [-0.424052, -1.11105, 1.0]], ['2, k, 19', [-0.35625, -1.15372, 1.0]], ['2, k, 20', [-0.513147, 0.0891339, 1.0]], ['2, k, 21', [-0.190824, -0.0916693, 1.0]], ['2, k, 22', [-0.218488, -0.102975, 1.0]], ['2, k, 23', [-0.108334, -0.296903, 1.0]], ['2, k, 24', [-0.10801, -0.232747, 1.0]]]
[['2, k, 0', [-0.44773, -0.433401, 1.0]], ['2, k, 1', [-0.48394, -0.132883, 1.0]], ['2, k, 2', [-0.515806, 0.160033, 1.0]], ['2, k, 3', [-0.487301, 0.286872, 1.0]], ['2, k, 4', [-0.581687, 0.0440005, 1.0]], ['2, k, 5', [-0.491701, -0.0879247, 1.0]], ['2, k, 6', [-0.263087, -0.0989669, 1.0]], ['2, k, 7', [-0.186009, -0.0901167, 1.0]], ['2, k, 8', [-0.364881, 0.0876454, 1.0]], ['2, k, 9', [-0.2862, -0.110915, 1.0]], ['2, k, 10', [-0.158707, -0.216303, 1.0]], ['2, k, 11', [-0.125784, -0.235082, 1.0]], ['2, k, 12', [-0.483974, -0.430647, 1.0]], ['2, k, 13', [-0.474326, -0.776061, 1.0]], ['2, k, 14', [-0.59444, -1.12278, 1.0]], ['2, k, 15', [-0.561035, -1.17676, 1.0]], ['2, k, 16', [-0.397619, -0.422052, 1.0]], ['2, k, 17', [-0.369488, -0.782812, 1.0]], ['2, k, 18', [-0.430729, -1.11338, 1.0]], ['2, k, 19', [-0.363586, -1.15681, 1.0]], ['2, k, 20', [-0.508542, 0.0878665, 1.0]], ['2, k, 21', [-0.129907, -0.106823, 1.0]], ['2, k, 22', [-0.190667, -0.108703, 1.0]], ['2, k, 23', [-0.101583, -0.284869, 1.0]], ['2, k, 24', [-0.0985965, -0.227995, 1.0]]]
[['2, k, 0', [-0.446314, -0.433827, 1.0]], ['2, k, 1', [-0.482393, -0.132645, 1.0]], ['2, k, 2', [-0.514208, 0.160907, 1.0]], ['2, k, 3', [-0.481693, 0.288494, 1.0]], ['2, k, 4', [-0.55909, 0.0415689, 1.0]], ['2, k, 5', [-0.461384, -0.100751, 1.0]], ['2, k, 6', [-0.263028, -0.0990427, 1.0]], ['2, k, 7', [-0.178653, -0.0874849, 1.0]], ['2, k, 8', [-0.365643, 0.0868994, 1.0]], ['2, k, 9', [-0.287075, -0.111143, 1.0]], ['2, k, 10', [-0.154673, -0.204727, 1.0]], ['2, k, 11', [-0.118883, -0.220904, 1.0]], ['2, k, 12', [-0.479394, -0.430622, 1.0]], ['2, k, 13', [-0.466199, -0.807512, 1.0]], ['2, k, 14', [-0.585423, -1.14313, 1.0]], ['2, k, 15', [-0.553368, -1.1948, 1.0]], ['2, k, 16', [-0.398328, -0.422886, 1.0]], ['2, k, 17', [-0.367419, -0.781976, 1.0]], ['2, k, 18', [-0.436518, -1.11694, 1.0]], ['2, k, 19', [-0.368347, -1.15936, 1.0]], ['2, k, 20', [-0.506951, 0.0885886, 1.0]], ['2, k, 21', [-0.120881, -0.094685, 1.0]], ['2, k, 22', [-0.156272, -0.10611, 1.0]], ['2, k, 23', [-0.0909005, -0.270135, 1.0]], ['2, k, 24', [-0.0962484, -0.205862, 1.0]]]
[['2, k, 0', [-0.441141, -0.43292, 1.0]], ['2, k, 1', [-0.478727, -0.130902, 1.0]], ['2, k, 2', [-0.512196, 0.163791, 1.0]], ['2, k, 3', [-0.47641, 0.289719, 1.0]], ['2, k, 4', [-0.553535, 0.0408885, 1.0]], ['2, k, 5', [-0.456864, -0.095849, 1.0]], ['2, k, 6', [-0.254014, -0.0982634, 1.0]], ['2, k, 7', [-0.169198, -0.0840578, 1.0]], ['2, k, 8', [-0.367774, 0.0846584, 1.0]], ['2, k, 9', [-0.28869, -0.111972, 1.0]], ['2, k, 10', [-0.154016, -0.185806, 1.0]], ['2, k, 11', [-0.110343, -0.20735, 1.0]], ['2, k, 12', [-0.47202, -0.429785, 1.0]], ['2, k, 13', [-0.460779, -0.809295, 1.0]], ['2, k, 14', [-0.567717, -1.1582, 1.0]], ['2, k, 15', [-0.52002, -1.20605, 1.0]], ['2, k, 16', [-0.395658, -0.422154, 1.0]], ['2, k, 17', [-0.365942, -0.782827, 1.0]], ['2, k, 18', [-0.436492, -1.11821, 1.0]], ['2, k, 19', [-0.36777, -1.15986, 1.0]], ['2, k, 20', [-0.504494, 0.0911588, 1.0]], ['2, k, 21', [-0.110338, -0.0872316, 1.0]], ['2, k, 22', [-0.138029, -0.0993245, 1.0]], ['2, k, 23', [-0.0790763, -0.261389, 1.0]], ['2, k, 24', [-0.0855232, -0.192519, 1.0]]]
[['2, k, 0', [-0.437282, -0.432212, 1.0]], ['2, k, 1', [-0.477321, -0.128071, 1.0]], ['2, k, 2', [-0.513545, 0.169222, 1.0]], ['2, k, 3', [-0.472666, 0.29169, 1.0]], ['2, k, 4', [-0.550687, 0.0406275, 1.0]], ['2, k, 5', [-0.454108, -0.0837574, 1.0]], ['2, k, 6', [-0.242243, -0.0958257, 1.0]], ['2, k, 7', [-0.159842, -0.0806504, 1.0]], ['2, k, 8', [-0.368081, 0.0853757, 1.0]], ['2, k, 9', [-0.292675, -0.121571, 1.0]], ['2, k, 10', [-0.138986, -0.179692, 1.0]], ['2, k, 11', [-0.100604, -0.19206, 1.0]], ['2, k, 12', [-0.466454, -0.429191, 1.0]], ['2, k, 13', [-0.454235, -0.800962, 1.0]], ['2, k, 14', [-0.553767, -1.16519, 1.0]], ['2, k, 15', [-0.516957, -1.20355, 1.0]], ['2, k, 16', [-0.393616, -0.421477, 1.0]], ['2, k, 17', [-0.360969, -0.767447, 1.0]], ['2, k, 18', [-0.433105, -1.11822, 1.0]], ['2, k, 19', [-0.365989, -1.16166, 1.0]], ['2, k, 20', [-0.505112, 0.0958979, 1.0]], ['2, k, 21', [-0.100196, -0.0790155, 1.0]], ['2, k, 22', [-0.127399, -0.0942339, 1.0]], ['2, k, 23', [-0.0660179, -0.238462, 1.0]], ['2, k, 24', [-0.0770177, -0.17554, 1.0]]]
[['2, k, 0', [-0.435494, -0.43612, 1.0]], ['2, k, 1', [-0.477091, -0.128046, 1.0]], ['2, k, 2', [-0.514279, 0.172025, 1.0]], ['2, k, 3', [-0.471575, 0.293366, 1.0]], ['2, k, 4', [-0.541501, 0.0397878, 1.0]], ['2, k, 5', [-0.445246, -0.0799077, 1.0]], ['2, k, 6', [-0.234515, -0.0924007, 1.0]], ['2, k, 7', [-0.150532, -0.0766984, 1.0]], ['2, k, 8', [-0.376243, 0.0849368, 1.0]], ['2, k, 9', [-0.296067, -0.118314, 1.0]], ['2, k, 10', [-0.0974452, -0.182978, 1.0]], ['2, k, 11', [-0.0865958, -0.17821, 1.0]], ['2, k, 12', [-0.461805, -0.431529, 1.0]], ['2, k, 13', [-0.454427, -0.795527, 1.0]], ['2, k, 14', [-0.542189, -1.17251, 1.0]], ['2, k, 15', [-0.500259, -1.20587, 1.0]], ['2, k, 16', [-0.39393, -0.425799, 1.0]], ['2, k, 17', [-0.361385, -0.766211, 1.0]], ['2, k, 18', [-0.426499, -1.11393, 1.0]], ['2, k, 19', [-0.363624, -1.16152, 1.0]], ['2, k, 20', [-0.505677, 0.0981178, 1.0]], ['2, k, 21', [-0.0899033, -0.0738892, 1.0]], ['2, k, 22', [-0.113394, -0.0893004, 1.0]], ['2, k, 23', [-0.049712, -0.229208, 1.0]], ['2, k, 24', [-0.0607718, -0.173558, 1.0]]]
[['2, k, 0', [-0.440792, -0.448003, 1.0]], ['2, k, 1', [-0.479102, -0.132646, 1.0]], ['2, k, 2', [-0.513954, 0.172556, 1.0]], ['2, k, 3', [-0.47116, 0.294559, 1.0]], ['2, k, 4', [-0.541097, 0.0419091, 1.0]], ['2, k, 5', [-0.439525, -0.075326, 1.0]], ['2, k, 6', [-0.220725, -0.0862126, 1.0]], ['2, k, 7', [-0.14259, -0.0706855, 1.0]], ['2, k, 8', [-0.385821, 0.0884177, 1.0]], ['2, k, 9', [-0.309942, -0.05362, 1.0]], ['2, k, 10', [-0.108654, -0.127589, 1.0]], ['2, k, 11', [-0.0701943, -0.164235, 1.0]], ['2, k, 12', [-0.466451, -0.445604, 1.0]], ['2, k, 13', [-0.450632, -0.776516, 1.0]], ['2, k, 14', [-0.538477, -1.16573, 1.0]], ['2, k, 15', [-0.495926, -1.20258, 1.0]], ['2, k, 16', [-0.399753, -0.435295, 1.0]], ['2, k, 17', [-0.364245, -0.764974, 1.0]], ['2, k, 18', [-0.426114, -1.11338, 1.0]], ['2, k, 19', [-0.3658, -1.16339, 1.0]], ['2, k, 20', [-0.505873, 0.0975521, 1.0]], ['2, k, 21', [-0.0800742, -0.0679391, 1.0]], ['2, k, 22', [-0.0953883, -0.0818706, 1.0]], ['2, k, 23', [-0.0310471, -0.20926, 1.0]], ['2, k, 24', [-0.0483792, -0.176847, 1.0]]]
[['2, k, 0', [-0.443674, -0.446005, 1.0]], ['2, k, 1', [-0.480974, -0.132918, 1.0]], ['2, k, 2', [-0.514323, 0.17124, 1.0]], ['2, k, 3', [-0.469358, 0.294483, 1.0]], ['2, k, 4', [-0.537759, 0.0424037, 1.0]], ['2, k, 5', [-0.376815, -0.0651462, 1.0]], ['2, k, 6', [-0.201323, -0.0791496, 1.0]], ['2, k, 7', [-0.122671, -0.0606941, 1.0]], ['2, k, 8', [-0.38957, 0.09011, 1.0]], ['2, k, 9', [-0.305558, -0.0477104, 1.0]], ['2, k, 10', [-0.102191, -0.121631, 1.0]], ['2, k, 11', [-0.0496084, -0.147882, 1.0]], ['2, k, 12', [-0.466655, -0.44113, 1.0]], ['2, k, 13', [-0.453099, -0.769507, 1.0]], ['2, k, 14', [-0.541097, -1.15992, 1.0]], ['2, k, 15', [-0.489567, -1.20139, 1.0]], ['2, k, 16', [-0.404909, -0.435563, 1.0]], ['2, k, 17', [-0.384977, -0.797144, 1.0]], ['2, k, 18', [-0.426988, -1.10886, 1.0]], ['2, k, 19', [-0.368855, -1.16081, 1.0]], ['2, k, 20', [-0.50665, 0.0963954, 1.0]], ['2, k, 21', [-0.0607228, -0.0588883, 1.0]], ['2, k, 22', [-0.0704601, -0.0723156, 1.0]], ['2, k, 23', [-0.00784548, -0.191618, 1.0]], ['2, k, 24', [-0.0296156, -0.133819, 1.0]]]
[['2, k, 0', [-0.442409, -0.443208, 1.0]], ['2, k, 1', [-0.481546, -0.132187, 1.0]], ['2, k, 2', [-0.516795, 0.170013, 1.0]], ['2, k, 3', [-0.469681, 0.294169, 1.0]], ['2, k, 4', [-0.536363, 0.0435766, 1.0]], ['2, k, 5', [-0.349849, -0.0593699, 1.0]], ['2, k, 6', [-0.174068, -0.0667484, 1.0]], ['2, k, 7', [-0.0939637, -0.0476457, 1.0]], ['2, k, 8', [-0.400327, 0.0904563, 1.0]], ['2, k, 9', [-0.268826, -0.0277601, 1.0]], ['2, k, 10', [-0.0642255, -0.122364, 1.0]], ['2, k, 11', [-0.0267734, -0.127467, 1.0]], ['2, k, 12', [-0.463475, -0.438364, 1.0]], ['2, k, 13', [-0.466361, -0.768755, 1.0]], ['2, k, 14', [-0.543603, -1.16016, 1.0]], ['2, k, 15', [-0.493915, -1.19574, 1.0]], ['2, k, 16', [-0.405279, -0.433645, 1.0]], ['2, k, 17', [-0.391606, -0.768529, 1.0]], ['2, k, 18', [-0.431549, -1.11001, 1.0]], ['2, k, 19', [-0.36926, -1.15854, 1.0]], ['2, k, 20', [-0.50865, 0.0956665, 1.0]], ['2, k, 21', [-0.0316412, -0.0456396, 1.0]], ['2, k, 22', [-0.0450812, -0.0618228, 1.0]], ['2, k, 23', [0.0175356, -0.165759, 1.0]], ['2, k, 24', [-0.0258166, -0.100357, 1.0]]]
[['2, k, 0', [-0.447765, -0.438654, 1.0]], ['2, k, 1', [-0.485449, -0.130004, 1.0]], ['2, k, 2', [-0.51904, 0.170513, 1.0]], ['2, k, 3', [-0.469673, 0.293077, 1.0]], ['2, k, 4', [-0.535719, 0.0442465, 1.0]], ['2, k, 5', [-0.323317, -0.03279, 1.0]], ['2, k, 6', [-0.148903, -0.0542128, 1.0]], ['2, k, 7', [-0.0709363, -0.034168, 1.0]], ['2, k, 8', [-0.405328, 0.0915279, 1.0]], ['2, k, 9', [-0.279386, -0.0117054, 1.0]], ['2, k, 10', [-0.0722421, -0.0823338, 1.0]], ['2, k, 11', [-0.0122735, -0.102988, 1.0]], ['2, k, 12', [-0.467482, -0.432891, 1.0]], ['2, k, 13', [-0.474366, -0.765454, 1.0]], ['2, k, 14', [-0.547155, -1.1598, 1.0]], ['2, k, 15', [-0.498296, -1.19318, 1.0]], ['2, k, 16', [-0.412174, -0.430195, 1.0]], ['2, k, 17', [-0.400685, -0.78099, 1.0]], ['2, k, 18', [-0.440494, -1.10919, 1.0]], ['2, k, 19', [-0.372879, -1.15271, 1.0]], ['2, k, 20', [-0.511325, 0.0965283, 1.0]], ['2, k, 21', [-0.00808348, -0.0364837, 1.0]], ['2, k, 22', [-0.0250736, -0.0481257, 1.0]], ['2, k, 23', [0.0357939, -0.135516, 1.0]], ['2, k, 24', [0.0163395, -0.114807, 1.0]]]
[['2, k, 0', [-0.452328, -0.43429, 1.0]], ['2, k, 1', [-0.488038, -0.127019, 1.0]], ['2, k, 2', [-0.519033, 0.171983, 1.0]], ['2, k, 3', [-0.468735, 0.289199, 1.0]], ['2, k, 4', [-0.531042, 0.0361449, 1.0]], ['2, k, 5', [-0.310635, -0.0331333, 1.0]], ['2, k, 6', [-0.0883242, -0.0249881, 1.0]], ['2, k, 7', [-0.0310304, -0.0196114, 1.0]], ['2, k, 8', [-0.430975, 0.112332, 1.0]], ['2, k, 9', [-0.303199, 0.0126195, 1.0]], ['2, k, 10', [-0.0893343, -0.0564335, 1.0]], ['2, k, 11', [-0.00557921, -0.0762751, 1.0]], ['2, k, 12', [-0.468632, -0.430581, 1.0]], ['2, k, 13', [-0.48343, -0.755226, 1.0]], ['2, k, 14', [-0.548134, -1.15479, 1.0]], ['2, k, 15', [-0.49803, -1.19359, 1.0]], ['2, k, 16', [-0.422469, -0.423082, 1.0]], ['2, k, 17', [-0.405193, -0.782881, 1.0]], ['2, k, 18', [-0.443182, -1.10851, 1.0]], ['2, k, 19', [-0.374175, -1.15051, 1.0]], ['2, k, 20', [-0.512056, 0.0984074, 1.0]], ['2, k, 21', [0.0292842, -0.0260199, 1.0]], ['2, k, 22', [-0.00526339, -0.0330916, 1.0]], ['2, k, 23', [0.0328844, -0.0812001, 1.0]], ['2, k, 24', [0.0181117, -0.0870755, 1.0]]]
