[['2, k, 0', [-0.2053088, -0.1449851, 1.0]], ['2, k, 1', [-0.2135278, 0.1047624, 1.0]], ['2, k, 2', [-0.2207807, 0.3512849, 1.0]], ['2, k, 3', [-0.2207632, 0.4731053, 1.0]], ['2, k, 4', [-0.3730792, 0.2520777, 1.0]], ['2, k, 5', [-0.4099003, 0.06221416, 1.0]], ['2, k, 6', [-0.3335994, -0.1028006, 1.0]], ['2, k, 7', [-0.3110278, -0.1420212, 1.0]], ['2, k, 8', [-0.0605897, 0.2426825, 1.0]], ['2, k, 9', [0.006107216, 0.05268677, 1.0]], ['2, k, 10', [-0.006543261, -0.1329428, 1.0]], ['2, k, 11', [-0.01379279, -0.1817565, 1.0]], ['2, k, 12', [-0.2803998, -0.1443535, 1.0]], ['2, k, 13', [-0.264733, -0.2755767, 1.0]], ['2, k, 14', [-0.2414717, -0.5970411, 1.0]], ['2, k, 15', [-0.2195956, -0.6670752, 1.0]], ['2, k, 16', [-0.125928, -0.1424104, 1.0]], ['2, k, 17', [-0.08660322, -0.2708997, 1.0]], ['2, k, 18', [-0.08993533, -0.6019925, 1.0]], ['2, k, 19', [-0.1069791, -0.67167, 1.0]], ['2, k, 20', [-0.2189828, 0.2902806, 1.0]], ['2, k, 21', [-0.2859845, -0.1884196, 1.0]], ['2, k, 22', [-0.3435211, -0.1540422, 1.0]], ['2, k, 23', [0.01927334, -0.2244059, 1.0]], ['2, k, 24', [0.01720337, -0.1587051, 1.0]]]
[['2, k, 0', [-0.1888248, -0.1326595, 1.0]], ['2, k, 1', [-0.200195, 0.1164317, 1.0]], ['2, k, 2', [-0.2104096, 0.3593251, 1.0]], ['2, k, 3', [-0.1969375, 0.4740172, 1.0]], ['2, k, 4', [-0.3653703, 0.2674197, 1.0]], ['2, k, 5', [-0.4159452, 0.06878474, 1.0]], ['2, k, 6', [-0.3313009, -0.1285114, 1.0]], ['2, k, 7', [-0.3105083, -0.1642962, 1.0]], ['2, k, 8', [-0.04375314, 0.2603865, 1.0]], ['2, k, 9', [0.01607015, 0.01121949, 1.0]], ['2, k, 10', [0.01546791, -0.1719619, 1.0]], ['2, k, 11', [-0.0236107, -0.1757975, 1.0]], ['2, k, 12', [-0.261853, -0.1344827, 1.0]], ['2, k, 13', [-0.2686651, -0.2780978, 1.0]], ['2, k, 14', [-0.2413841, -0.600534, 1.0]], ['2, k, 15', [-0.2239257, -0.6662767, 1.0]], ['2, k, 16', [-0.111681, -0.1280088, 1.0]], ['2, k, 17', [-0.08884285, -0.2798538, 1.0]], ['2, k, 18', [-0.09074964, -0.6021356, 1.0]], ['2, k, 19', [-0.1113266, -0.6631623, 1.0]], ['2, k, 20', [-0.2079474, 0.2993607, 1.0]], ['2, k, 21', [-0.2968271, -0.208736, 1.0]], ['2, k, 22', [-0.3476256, -0.2006574, 1.0]], ['2, k, 23', [-0.0469103, -0.2034759, 1.0]], ['2, k, 24', [-0.05743845, -0.1521006, 1.0]]]
[['2, k, 0', [-0.1887672, -0.1325306, 1.0]], ['2, k, 1', [-0.1998646, 0.1165775, 1.0]], ['2, k, 2', [-0.2095105, 0.3596044, 1.0]], ['2, k, 3', [-0.1968735, 0.4741191, 1.0]], ['2, k, 4', [-0.3652049, 0.2675046, 1.0]], ['2, k, 5', [-0.4159071, 0.06897915, 1.0]], ['2, k, 6', [-0.3337938, -0.1153895, 1.0]], ['2, k, 7', [-0.314052, -0.1564676, 1.0]], ['2, k, 8', [-0.04377592, 0.260395, 1.0]], ['2, k, 9', [0.01624521, 0.01121246, 1.0]], ['2, k, 10', [0.01592616, -0.170541, 1.0]], ['2, k, 11', [-0.02360382, -0.1736048, 1.0]], ['2, k, 12', [-0.261824, -0.1343698, 1.0]], ['2, k, 13', [-0.2684985, -0.278414, 1.0]], ['2, k, 14', [-0.2415587, -0.6004519, 1.0]], ['2, k, 15', [-0.2206316, -0.6657969, 1.0]], ['2, k, 16', [-0.111601, -0.1278696, 1.0]], ['2, k, 17', [-0.08883806, -0.2803974, 1.0]], ['2, k, 18', [-0.09040286, -0.6023834, 1.0]], ['2, k, 19', [-0.1075217, -0.6635643, 1.0]], ['2, k, 20', [-0.2072291, 0.2995979, 1.0]], ['2, k, 21', [-0.2917639, -0.1925384, 1.0]], ['2, k, 22', [-0.3413129, -0.1761093, 1.0]], ['2, k, 23', [-0.04839926, -0.1999787, 1.0]], ['2, k, 24', [-0.05014826, -0.1487848, 1.0]]]
[['2, k, 0', [-0.1887384, -0.1323279, 1.0]], ['2, k, 1', [-0.1998492, 0.1167351, 1.0]], ['2, k, 2', [-0.2095575, 0.3598448, 1.0]], ['2, k, 3', [-0.1968535, 0.4746967, 1.0]], ['2, k, 4', [-0.3652111, 0.2675558, 1.0]], ['2, k, 5', [-0.416006, 0.06895152, 1.0]], ['2, k, 6', [-0.3338746, -0.1134873, 1.0]], ['2, k, 7', [-0.3132013, -0.1531273, 1.0]], ['2, k, 8', [-0.04400045, 0.2614014, 1.0]], ['2, k, 9', [0.01597941, 0.01205864, 1.0]], ['2, k, 10', [0.01582639, -0.1716589, 1.0]], ['2, k, 11', [-0.02436467, -0.174954, 1.0]], ['2, k, 12', [-0.2618453, -0.1342389, 1.0]], ['2, k, 13', [-0.268511, -0.2784041, 1.0]], ['2, k, 14', [-0.2412504, -0.6007062, 1.0]], ['2, k, 15', [-0.2206056, -0.6671945, 1.0]], ['2, k, 16', [-0.1115121, -0.1275683, 1.0]], ['2, k, 17', [-0.08894536, -0.2804321, 1.0]], ['2, k, 18', [-0.09051089, -0.6031104, 1.0]], ['2, k, 19', [-0.1028503, -0.6647117, 1.0]], ['2, k, 20', [-0.2072598, 0.2998159, 1.0]], ['2, k, 21', [-0.2870407, -0.1942973, 1.0]], ['2, k, 22', [-0.3439263, -0.1824918, 1.0]], ['2, k, 23', [-0.03621973, -0.2165493, 1.0]], ['2, k, 24', [-0.05573319, -0.1523384, 1.0]]]
[['2, k, 0', [-0.1887518, -0.1323358, 1.0]], ['2, k, 1', [-0.199831, 0.1167059, 1.0]], ['2, k, 2', [-0.2094949, 0.3598098, 1.0]], ['2, k, 3', [-0.1968324, 0.4746855, 1.0]], ['2, k, 4', [-0.3652073, 0.2675514, 1.0]], ['2, k, 5', [-0.4155614, 0.0685215, 1.0]], ['2, k, 6', [-0.330061, -0.1287164, 1.0]], ['2, k, 7', [-0.3123022, -0.1657244, 1.0]], ['2, k, 8', [-0.04403421, 0.2612176, 1.0]], ['2, k, 9', [0.01567962, 0.01177103, 1.0]], ['2, k, 10', [0.01602385, -0.1712073, 1.0]], ['2, k, 11', [-0.01926126, -0.1750379, 1.0]], ['2, k, 12', [-0.2618906, -0.134255, 1.0]], ['2, k, 13', [-0.2680897, -0.2800193, 1.0]], ['2, k, 14', [-0.2413531, -0.6006872, 1.0]], ['2, k, 15', [-0.2227364, -0.6646605, 1.0]], ['2, k, 16', [-0.1115149, -0.1275742, 1.0]], ['2, k, 17', [-0.0889387, -0.2805845, 1.0]], ['2, k, 18', [-0.09039472, -0.6030459, 1.0]], ['2, k, 19', [-0.1023826, -0.663384, 1.0]], ['2, k, 20', [-0.2072136, 0.2997827, 1.0]], ['2, k, 21', [-0.303092, -0.2137772, 1.0]], ['2, k, 22', [-0.3452974, -0.1865937, 1.0]], ['2, k, 23', [-0.04181119, -0.2121481, 1.0]], ['2, k, 24', [-0.04791409, -0.1456589, 1.0]]]
[['2, k, 0', [-0.1891392, -0.1321093, 1.0]], ['2, k, 1', [-0.1997989, 0.1167731, 1.0]], ['2, k, 2', [-0.2089465, 0.360041, 1.0]], ['2, k, 3', [-0.1972119, 0.4740663, 1.0]], ['2, k, 4', [-0.3651648, 0.2676262, 1.0]], ['2, k, 5', [-0.4151866, 0.06829734, 1.0]], ['2, k, 6', [-0.3302516, -0.1310159, 1.0]], ['2, k, 7', [-0.309705, -0.1685272, 1.0]], ['2, k, 8', [-0.04416187, 0.2611401, 1.0]], ['2, k, 9', [0.01553857, 0.01166344, 1.0]], ['2, k, 10', [0.01587532, -0.1716398, 1.0]], ['2, k, 11', [-0.02267781, -0.1769502, 1.0]], ['2, k, 12', [-0.2624238, -0.1338191, 1.0]], ['2, k, 13', [-0.2681775, -0.2800388, 1.0]], ['2, k, 14', [-0.2415077, -0.6006653, 1.0]], ['2, k, 15', [-0.2220729, -0.6645684, 1.0]], ['2, k, 16', [-0.1118119, -0.127506, 1.0]], ['2, k, 17', [-0.08921068, -0.2807637, 1.0]], ['2, k, 18', [-0.08994108, -0.6036283, 1.0]], ['2, k, 19', [-0.1047646, -0.6681057, 1.0]], ['2, k, 20', [-0.2068622, 0.299961, 1.0]], ['2, k, 21', [-0.3006826, -0.2139607, 1.0]], ['2, k, 22', [-0.3452193, -0.1908668, 1.0]], ['2, k, 23', [-0.04413916, -0.2235034, 1.0]], ['2, k, 24', [-0.05452863, -0.1520824, 1.0]]]
[['2, k, 0', [-0.1891416, -0.1321447, 1.0]], ['2, k, 1', [-0.1997595, 0.1165212, 1.0]], ['2, k, 2', [-0.2088829, 0.3594207, 1.0]], ['2, k, 3', [-0.197214, 0.4739451, 1.0]], ['2, k, 4', [-0.3651608, 0.267631, 1.0]], ['2, k, 5', [-0.4150365, 0.06811187, 1.0]], ['2, k, 6', [-0.3337096, -0.1166785, 1.0]], ['2, k, 7', [-0.3120795, -0.1597815, 1.0]], ['2, k, 8', [-0.0441773, 0.2610865, 1.0]], ['2, k, 9', [0.01514229, 0.01143303, 1.0]], ['2, k, 10', [0.01531393, -0.1706121, 1.0]], ['2, k, 11', [-0.02308724, -0.1741819, 1.0]], ['2, k, 12', [-0.2624181, -0.133876, 1.0]], ['2, k, 13', [-0.2682152, -0.2800109, 1.0]], ['2, k, 14', [-0.2415597, -0.6004469, 1.0]], ['2, k, 15', [-0.2205373, -0.6631735, 1.0]], ['2, k, 16', [-0.1118239, -0.1275298, 1.0]], ['2, k, 17', [-0.08921757, -0.2807921, 1.0]], ['2, k, 18', [-0.0900757, -0.6043848, 1.0]], ['2, k, 19', [-0.1035256, -0.6668154, 1.0]], ['2, k, 20', [-0.2068008, 0.2994483, 1.0]], ['2, k, 21', [-0.2935215, -0.2036153, 1.0]], ['2, k, 22', [-0.3444809, -0.1851381, 1.0]], ['2, k, 23', [-0.03920755, -0.2124948, 1.0]], ['2, k, 24', [-0.05374645, -0.150415, 1.0]]]
[['2, k, 0', [-0.1891821, -0.131985, 1.0]], ['2, k, 1', [-0.1998868, 0.1166084, 1.0]], ['2, k, 2', [-0.2092928, 0.3595338, 1.0]], ['2, k, 3', [-0.1971593, 0.4737908, 1.0]], ['2, k, 4', [-0.3651578, 0.2676541, 1.0]], ['2, k, 5', [-0.4150194, 0.06812955, 1.0]], ['2, k, 6', [-0.333892, -0.1155218, 1.0]], ['2, k, 7', [-0.3128714, -0.1600883, 1.0]], ['2, k, 8', [-0.04481197, 0.2617261, 1.0]], ['2, k, 9', [0.01488615, 0.01217683, 1.0]], ['2, k, 10', [0.01560829, -0.1711274, 1.0]], ['2, k, 11', [-0.02160541, -0.173771, 1.0]], ['2, k, 12', [-0.2624708, -0.1338013, 1.0]], ['2, k, 13', [-0.2683393, -0.2799231, 1.0]], ['2, k, 14', [-0.2414988, -0.600914, 1.0]], ['2, k, 15', [-0.2202264, -0.6641115, 1.0]], ['2, k, 16', [-0.1118355, -0.1272329, 1.0]], ['2, k, 17', [-0.08930706, -0.280768, 1.0]], ['2, k, 18', [-0.08993576, -0.6048757, 1.0]], ['2, k, 19', [-0.1038478, -0.6683446, 1.0]], ['2, k, 20', [-0.2071162, 0.2995527, 1.0]], ['2, k, 21', [-0.2887615, -0.2023233, 1.0]], ['2, k, 22', [-0.3462572, -0.1850886, 1.0]], ['2, k, 23', [-0.04705498, -0.2041146, 1.0]], ['2, k, 24', [-0.05269203, -0.1511695, 1.0]]]
[['2, k, 0', [-0.1894863, -0.1319285, 1.0]], ['2, k, 1', [-0.1999415, 0.1166234, 1.0]], ['2, k, 2', [-0.2092692, 0.3595625, 1.0]], ['2, k, 3', [-0.1974639, 0.4741239, 1.0]], ['2, k, 4', [-0.3652425, 0.2676823, 1.0]], ['2, k, 5', [-0.4160328, 0.06890121, 1.0]], ['2, k, 6', [-0.3346982, -0.1390281, 1.0]], ['2, k, 7', [-0.307689, -0.1866416, 1.0]], ['2, k, 8', [-0.04493636, 0.261523, 1.0]], ['2, k, 9', [0.01478273, 0.01195661, 1.0]], ['2, k, 10', [0.0158247, -0.1715717, 1.0]], ['2, k, 11', [-0.01877586, -0.1731794, 1.0]], ['2, k, 12', [-0.2628202, -0.1337402, 1.0]], ['2, k, 13', [-0.2679521, -0.2807452, 1.0]], ['2, k, 14', [-0.2414438, -0.6008697, 1.0]], ['2, k, 15', [-0.213354, -0.6616774, 1.0]], ['2, k, 16', [-0.1122123, -0.1271779, 1.0]], ['2, k, 17', [-0.08929582, -0.2807958, 1.0]], ['2, k, 18', [-0.0895473, -0.6042643, 1.0]], ['2, k, 19', [-0.1057323, -0.6609699, 1.0]], ['2, k, 20', [-0.2071148, 0.2995732, 1.0]], ['2, k, 21', [-0.2995276, -0.2292977, 1.0]], ['2, k, 22', [-0.3419002, -0.2053608, 1.0]], ['2, k, 23', [-0.04426067, -0.2078397, 1.0]], ['2, k, 24', [-0.05475398, -0.1538015, 1.0]]]
[['2, k, 0', [-0.1894986, -0.1318965, 1.0]], ['2, k, 1', [-0.2000158, 0.1166332, 1.0]], ['2, k, 2', [-0.2095284, 0.3595514, 1.0]], ['2, k, 3', [-0.1974193, 0.4740723, 1.0]], ['2, k, 4', [-0.3652683, 0.2677988, 1.0]], ['2, k, 5', [-0.4159297, 0.06872292, 1.0]], ['2, k, 6', [-0.334906, -0.1108362, 1.0]], ['2, k, 7', [-0.3135383, -0.1520829, 1.0]], ['2, k, 8', [-0.04501829, 0.2616803, 1.0]], ['2, k, 9', [0.01405478, 0.01196084, 1.0]], ['2, k, 10', [0.01684009, -0.1718095, 1.0]], ['2, k, 11', [-0.01873484, -0.1706124, 1.0]], ['2, k, 12', [-0.2628441, -0.1337152, 1.0]], ['2, k, 13', [-0.2680179, -0.2805679, 1.0]], ['2, k, 14', [-0.2415421, -0.6006966, 1.0]], ['2, k, 15', [-0.2142452, -0.6617646, 1.0]], ['2, k, 16', [-0.1122125, -0.1271468, 1.0]], ['2, k, 17', [-0.08929156, -0.28074, 1.0]], ['2, k, 18', [-0.08982764, -0.6041942, 1.0]], ['2, k, 19', [-0.1052486, -0.6662893, 1.0]], ['2, k, 20', [-0.207314, 0.2995684, 1.0]], ['2, k, 21', [-0.2793626, -0.1960198, 1.0]], ['2, k, 22', [-0.3467755, -0.1832912, 1.0]], ['2, k, 23', [-0.05473379, -0.175152, 1.0]], ['2, k, 24', [-0.05099552, -0.1447972, 1.0]]]
[['2, k, 0', [-0.1897036, -0.1318029, 1.0]], ['2, k, 1', [-0.2000991, 0.1166294, 1.0]], ['2, k, 2', [-0.2095388, 0.359512, 1.0]], ['2, k, 3', [-0.1976472, 0.473301, 1.0]], ['2, k, 4', [-0.3653592, 0.2678177, 1.0]], ['2, k, 5', [-0.4158975, 0.06863237, 1.0]], ['2, k, 6', [-0.330273, -0.1271695, 1.0]], ['2, k, 7', [-0.3095988, -0.1707667, 1.0]], ['2, k, 8', [-0.04536555, 0.2621452, 1.0]], ['2, k, 9', [0.0135868, 0.01236371, 1.0]], ['2, k, 10', [0.01716406, -0.1722477, 1.0]], ['2, k, 11', [-0.02050205, -0.1749152, 1.0]], ['2, k, 12', [-0.2630467, -0.1336948, 1.0]], ['2, k, 13', [-0.268236, -0.2799715, 1.0]], ['2, k, 14', [-0.2418106, -0.601791, 1.0]], ['2, k, 15', [-0.2165073, -0.660182, 1.0]], ['2, k, 16', [-0.1124346, -0.1269887, 1.0]], ['2, k, 17', [-0.08936715, -0.2808844, 1.0]], ['2, k, 18', [-0.08833561, -0.6015169, 1.0]], ['2, k, 19', [-0.1065445, -0.6634744, 1.0]], ['2, k, 20', [-0.2073393, 0.2995351, 1.0]], ['2, k, 21', [-0.2969776, -0.2130731, 1.0]], ['2, k, 22', [-0.3459421, -0.1962118, 1.0]], ['2, k, 23', [-0.0389398, -0.2124753, 1.0]], ['2, k, 24', [-0.05118465, -0.1488044, 1.0]]]
[['2, k, 0', [-0.189767, -0.1318217, 1.0]], ['2, k, 1', [-0.2001685, 0.1165989, 1.0]], ['2, k, 2', [-0.2096086, 0.3594895, 1.0]], ['2, k, 3', [-0.1983866, 0.4724033, 1.0]], ['2, k, 4', [-0.3653266, 0.2678641, 1.0]], ['2, k, 5', [-0.4158907, 0.06859151, 1.0]], ['2, k, 6', [-0.3304291, -0.1320585, 1.0]], ['2, k, 7', [-0.3099449, -0.1697556, 1.0]], ['2, k, 8', [-0.04536679, 0.2620649, 1.0]], ['2, k, 9', [0.01359591, 0.01229192, 1.0]], ['2, k, 10', [0.0221838, -0.1721457, 1.0]], ['2, k, 11', [-0.01247517, -0.1717558, 1.0]], ['2, k, 12', [-0.2631133, -0.1337041, 1.0]], ['2, k, 13', [-0.2682353, -0.2799642, 1.0]], ['2, k, 14', [-0.2422547, -0.6007566, 1.0]], ['2, k, 15', [-0.2196797, -0.6569915, 1.0]], ['2, k, 16', [-0.1124964, -0.1270271, 1.0]], ['2, k, 17', [-0.08924823, -0.2819278, 1.0]], ['2, k, 18', [-0.08837865, -0.6017548, 1.0]], ['2, k, 19', [-0.1062954, -0.660955, 1.0]], ['2, k, 20', [-0.2074083, 0.2995102, 1.0]], ['2, k, 21', [-0.2979675, -0.2125798, 1.0]], ['2, k, 22', [-0.3471341, -0.1838888, 1.0]], ['2, k, 23', [-0.04443251, -0.200479, 1.0]], ['2, k, 24', [-0.03980905, -0.1480985, 1.0]]]
[['2, k, 0', [-0.1897709, -0.1318173, 1.0]], ['2, k, 1', [-0.2002168, 0.1166483, 1.0]], ['2, k, 2', [-0.2097641, 0.359672, 1.0]], ['2, k, 3', [-0.1985296, 0.4722317, 1.0]], ['2, k, 4', [-0.3653167, 0.2678744, 1.0]], ['2, k, 5', [-0.4158943, 0.06846451, 1.0]], ['2, k, 6', [-0.3303668, -0.1322527, 1.0]], ['2, k, 7', [-0.3101146, -0.1678766, 1.0]], ['2, k, 8', [-0.04542722, 0.261992, 1.0]], ['2, k, 9', [0.01393224, 0.01229985, 1.0]], ['2, k, 10', [0.0253145, -0.1741502, 1.0]], ['2, k, 11', [0.04686738, -0.2227044, 1.0]], ['2, k, 12', [-0.2631506, -0.1337137, 1.0]], ['2, k, 13', [-0.2682245, -0.2814151, 1.0]], ['2, k, 14', [-0.2421916, -0.6010262, 1.0]], ['2, k, 15', [-0.221427, -0.6634609, 1.0]], ['2, k, 16', [-0.1124799, -0.1270027, 1.0]], ['2, k, 17', [-0.08925644, -0.281961, 1.0]], ['2, k, 18', [-0.08824096, -0.6022895, 1.0]], ['2, k, 19', [-0.1063244, -0.6619449, 1.0]], ['2, k, 20', [-0.2075311, 0.2996498, 1.0]], ['2, k, 21', [-0.2912105, -0.2054433, 1.0]], ['2, k, 22', [-0.345433, -0.1893384, 1.0]], ['2, k, 23', [0.04676179, -0.2736928, 1.0]], ['2, k, 24', [0.04080983, -0.208867, 1.0]]]
[['2, k, 0', [-0.1897967, -0.1317618, 1.0]], ['2, k, 1', [-0.2002061, 0.1166639, 1.0]], ['2, k, 2', [-0.2097023, 0.3596894, 1.0]], ['2, k, 3', [-0.1988462, 0.4721007, 1.0]], ['2, k, 4', [-0.3653242, 0.2678837, 1.0]], ['2, k, 5', [-0.4159129, 0.06846148, 1.0]], ['2, k, 6', [-0.3306391, -0.1330086, 1.0]], ['2, k, 7', [-0.311799, -0.1691009, 1.0]], ['2, k, 8', [-0.04552757, 0.262193, 1.0]], ['2, k, 9', [0.01454003, 0.01275922, 1.0]], ['2, k, 10', [0.02861018, -0.1740656, 1.0]], ['2, k, 11', [0.05174918, -0.2245307, 1.0]], ['2, k, 12', [-0.263191, -0.1337168, 1.0]], ['2, k, 13', [-0.268049, -0.281872, 1.0]], ['2, k, 14', [-0.2421191, -0.6012604, 1.0]], ['2, k, 15', [-0.2207663, -0.6632328, 1.0]], ['2, k, 16', [-0.1124897, -0.1268529, 1.0]], ['2, k, 17', [-0.08913054, -0.2818108, 1.0]], ['2, k, 18', [-0.08886423, -0.6040304, 1.0]], ['2, k, 19', [-0.1048604, -0.6641781, 1.0]], ['2, k, 20', [-0.2074879, 0.2996664, 1.0]], ['2, k, 21', [-0.3039095, -0.2132243, 1.0]], ['2, k, 22', [-0.3454302, -0.1915836, 1.0]], ['2, k, 23', [0.04965475, -0.2895856, 1.0]], ['2, k, 24', [0.06649601, -0.221746, 1.0]]]
[['2, k, 0', [-0.1897936, -0.1317854, 1.0]], ['2, k, 1', [-0.2002337, 0.116621, 1.0]], ['2, k, 2', [-0.2098074, 0.3596157, 1.0]], ['2, k, 3', [-0.1989746, 0.4718255, 1.0]], ['2, k, 4', [-0.3652627, 0.2677993, 1.0]], ['2, k, 5', [-0.415817, 0.06836924, 1.0]], ['2, k, 6', [-0.3323247, -0.1161312, 1.0]], ['2, k, 7', [-0.3113987, -0.1604217, 1.0]], ['2, k, 8', [-0.04572324, 0.262418, 1.0]], ['2, k, 9', [0.01454667, 0.01309085, 1.0]], ['2, k, 10', [0.04630993, -0.1885799, 1.0]], ['2, k, 11', [0.05947039, -0.2312903, 1.0]], ['2, k, 12', [-0.2632001, -0.1337729, 1.0]], ['2, k, 13', [-0.2679579, -0.2829596, 1.0]], ['2, k, 14', [-0.2422428, -0.6000342, 1.0]], ['2, k, 15', [-0.2205646, -0.6623252, 1.0]], ['2, k, 16', [-0.1124773, -0.1268665, 1.0]], ['2, k, 17', [-0.08920563, -0.2817591, 1.0]], ['2, k, 18', [-0.0888505, -0.6040162, 1.0]], ['2, k, 19', [-0.1057078, -0.6649262, 1.0]], ['2, k, 20', [-0.2075676, 0.2996012, 1.0]], ['2, k, 21', [-0.2769832, -0.2044813, 1.0]], ['2, k, 22', [-0.3489179, -0.1815736, 1.0]], ['2, k, 23', [0.05873523, -0.2921037, 1.0]], ['2, k, 24', [0.0503079, -0.2244662, 1.0]]]
[['2, k, 0', [-0.1898733, -0.1317163, 1.0]], ['2, k, 1', [-0.2003496, 0.116706, 1.0]], ['2, k, 2', [-0.2099478, 0.3597308, 1.0]], ['2, k, 3', [-0.2000457, 0.4715226, 1.0]], ['2, k, 4', [-0.3652888, 0.2678126, 1.0]], ['2, k, 5', [-0.4156383, 0.06813639, 1.0]], ['2, k, 6', [-0.3324575, -0.1157028, 1.0]], ['2, k, 7', [-0.3121016, -0.1586305, 1.0]], ['2, k, 8', [-0.04579937, 0.2625586, 1.0]], ['2, k, 9', [0.01547065, 0.0136171, 1.0]], ['2, k, 10', [0.05749565, -0.1913493, 1.0]], ['2, k, 11', [0.07521189, -0.2289245, 1.0]], ['2, k, 12', [-0.2633259, -0.1337409, 1.0]], ['2, k, 13', [-0.2681455, -0.2817474, 1.0]], ['2, k, 14', [-0.2422702, -0.5999658, 1.0]], ['2, k, 15', [-0.2222791, -0.6612121, 1.0]], ['2, k, 16', [-0.1125132, -0.1267547, 1.0]], ['2, k, 17', [-0.08920694, -0.2816349, 1.0]], ['2, k, 18', [-0.08901314, -0.6039523, 1.0]], ['2, k, 19', [-0.1035627, -0.6677551, 1.0]], ['2, k, 20', [-0.2077036, 0.2997079, 1.0]], ['2, k, 21', [-0.2892357, -0.2001736, 1.0]], ['2, k, 22', [-0.346011, -0.1791679, 1.0]], ['2, k, 23', [0.08057471, -0.2911232, 1.0]], ['2, k, 24', [0.0669959, -0.2372325, 1.0]]]
[['2, k, 0', [-0.1899832, -0.1317513, 1.0]], ['2, k, 1', [-0.2004235, 0.1166882, 1.0]], ['2, k, 2', [-0.2099901, 0.3597379, 1.0]], ['2, k, 3', [-0.1999612, 0.4713874, 1.0]], ['2, k, 4', [-0.3652767, 0.2678588, 1.0]], ['2, k, 5', [-0.4201251, 0.07929405, 1.0]], ['2, k, 6', [-0.3334939, -0.1136362, 1.0]], ['2, k, 7', [-0.3107188, -0.1552983, 1.0]], ['2, k, 8', [-0.04587121, 0.262713, 1.0]], ['2, k, 9', [0.01846569, 0.01471825, 1.0]], ['2, k, 10', [0.07100621, -0.159637, 1.0]], ['2, k, 11', [0.09048815, -0.224118, 1.0]], ['2, k, 12', [-0.2635947, -0.1337555, 1.0]], ['2, k, 13', [-0.2680331, -0.2810659, 1.0]], ['2, k, 14', [-0.2421831, -0.5997605, 1.0]], ['2, k, 15', [-0.222783, -0.660391, 1.0]], ['2, k, 16', [-0.1125413, -0.1268017, 1.0]], ['2, k, 17', [-0.08920185, -0.2816392, 1.0]], ['2, k, 18', [-0.08876781, -0.6038254, 1.0]], ['2, k, 19', [-0.1037677, -0.6679645, 1.0]], ['2, k, 20', [-0.2077534, 0.2997088, 1.0]], ['2, k, 21', [-0.2841956, -0.2023457, 1.0]], ['2, k, 22', [-0.3471864, -0.1750418, 1.0]], ['2, k, 23', [0.1055733, -0.290341, 1.0]], ['2, k, 24', [0.06233205, -0.1984514, 1.0]]]
[['2, k, 0', [-0.1905984, -0.1317936, 1.0]], ['2, k, 1', [-0.2006591, 0.1166279, 1.0]], ['2, k, 2', [-0.2100319, 0.3597026, 1.0]], ['2, k, 3', [-0.1997875, 0.471517, 1.0]], ['2, k, 4', [-0.3652766, 0.2678749, 1.0]], ['2, k, 5', [-0.4187871, 0.07546873, 1.0]], ['2, k, 6', [-0.3292294, -0.1246791, 1.0]], ['2, k, 7', [-0.3085655, -0.1608281, 1.0]], ['2, k, 8', [-0.04589763, 0.262869, 1.0]], ['2, k, 9', [0.02634438, 0.01708242, 1.0]], ['2, k, 10', [0.08104482, -0.1564678, 1.0]], ['2, k, 11', [0.1147266, -0.2188365, 1.0]], ['2, k, 12', [-0.2643315, -0.1338463, 1.0]], ['2, k, 13', [-0.2679397, -0.2812413, 1.0]], ['2, k, 14', [-0.2423602, -0.5992744, 1.0]], ['2, k, 15', [-0.222881, -0.6583818, 1.0]], ['2, k, 16', [-0.1130086, -0.1268214, 1.0]], ['2, k, 17', [-0.08908092, -0.2814408, 1.0]], ['2, k, 18', [-0.08864448, -0.6035839, 1.0]], ['2, k, 19', [-0.102014, -0.6665859, 1.0]], ['2, k, 20', [-0.2078277, 0.2996663, 1.0]], ['2, k, 21', [-0.2756008, -0.2024554, 1.0]], ['2, k, 22', [-0.3426279, -0.1808148, 1.0]], ['2, k, 23', [0.1357306, -0.2792033, 1.0]], ['2, k, 24', [0.1195958, -0.2581462, 1.0]]]
