[['2, k, 0', [-0.393224, -0.731959, 1.0]], ['2, k, 1', [-0.402811, -0.435949, 1.0]], ['2, k, 2', [-0.410044, -0.144589, 1.0]], ['2, k, 3', [-0.40431, -0.000846927, 1.0]], ['2, k, 4', [-0.545265, -0.224286, 1.0]], ['2, k, 5', [-0.657344, -0.327929, 1.0]], ['2, k, 6', [-0.659679, -0.308936, 1.0]], ['2, k, 7', [-0.636776, -0.239945, 1.0]], ['2, k, 8', [-0.256184, -0.222167, 1.0]], ['2, k, 9', [-0.105345, -0.323338, 1.0]], ['2, k, 10', [-0.000607815, -0.284857, 1.0]], ['2, k, 11', [0.020481, -0.232412, 1.0]], ['2, k, 12', [-0.45383, -0.722672, 1.0]], ['2, k, 13', [-0.544042, -0.95516, 1.0]], ['2, k, 14', [-0.501049, -1.09509, 1.0]], ['2, k, 15', [-0.509277, -1.19727, 1.0]], ['2, k, 16', [-0.322162, -0.721801, 1.0]], ['2, k, 17', [-0.195814, -0.966778, 1.0]], ['2, k, 18', [-0.247086, -1.07442, 1.0]], ['2, k, 19', [-0.219604, -1.20313, 1.0]], ['2, k, 20', [-0.408644, -0.216846, 1.0]], ['2, k, 21', [-0.635404, -0.217624, 1.0]], ['2, k, 22', [-0.663014, -0.220785, 1.0]], ['2, k, 23', [0.05211, -0.22767, 1.0]], ['2, k, 24', [-0.0280573, -0.228901, 1.0]]]
[['2, k, 0', [-0.384262, -0.677729, 1.0]], ['2, k, 1', [-0.39536, -0.411427, 1.0]], ['2, k, 2', [-0.404024, -0.148335, 1.0]], ['2, k, 3', [-0.402936, 0.00266849, 1.0]], ['2, k, 4', [-0.545081, -0.231262, 1.0]], ['2, k, 5', [-0.628931, -0.308748, 1.0]], ['2, k, 6', [-0.634308, -0.273621, 1.0]], ['2, k, 7', [-0.627257, -0.232389, 1.0]], ['2, k, 8', [-0.255034, -0.229561, 1.0]], ['2, k, 9', [-0.103644, -0.315661, 1.0]], ['2, k, 10', [-0.0138659, -0.309548, 1.0]], ['2, k, 11', [0.0183604, -0.227038, 1.0]], ['2, k, 12', [-0.444636, -0.669945, 1.0]], ['2, k, 13', [-0.491929, -0.943832, 1.0]], ['2, k, 14', [-0.521122, -1.17396, 1.0]], ['2, k, 15', [-0.505502, -1.23581, 1.0]], ['2, k, 16', [-0.313863, -0.667902, 1.0]], ['2, k, 17', [-0.24335, -0.947487, 1.0]], ['2, k, 18', [-0.214779, -1.20417, 1.0]], ['2, k, 19', [-0.189778, -1.2482, 1.0]], ['2, k, 20', [-0.402252, -0.21364, 1.0]], ['2, k, 21', [-0.605029, -0.220425, 1.0]], ['2, k, 22', [-0.562473, -0.232289, 1.0]], ['2, k, 23', [0.029729, -0.222647, 1.0]], ['2, k, 24', [-0.0258913, -0.230964, 1.0]]]
[['2, k, 0', [-0.384319, -0.677664, 1.0]], ['2, k, 1', [-0.395363, -0.411332, 1.0]], ['2, k, 2', [-0.403983, -0.148238, 1.0]], ['2, k, 3', [-0.402808, 0.00273251, 1.0]], ['2, k, 4', [-0.545143, -0.230704, 1.0]], ['2, k, 5', [-0.627378, -0.306249, 1.0]], ['2, k, 6', [-0.632078, -0.272894, 1.0]], ['2, k, 7', [-0.626143, -0.232796, 1.0]], ['2, k, 8', [-0.255061, -0.229694, 1.0]], ['2, k, 9', [-0.103961, -0.315081, 1.0]], ['2, k, 10', [-0.0140107, -0.309628, 1.0]], ['2, k, 11', [0.0176919, -0.226908, 1.0]], ['2, k, 12', [-0.444699, -0.669898, 1.0]], ['2, k, 13', [-0.492139, -0.943973, 1.0]], ['2, k, 14', [-0.509866, -1.21933, 1.0]], ['2, k, 15', [-0.541162, -1.15215, 1.0]], ['2, k, 16', [-0.313934, -0.667829, 1.0]], ['2, k, 17', [-0.243361, -0.947492, 1.0]], ['2, k, 18', [-0.207963, -1.22546, 1.0]], ['2, k, 19', [-0.181745, -1.27025, 1.0]], ['2, k, 20', [-0.402221, -0.213541, 1.0]], ['2, k, 21', [-0.60687, -0.219214, 1.0]], ['2, k, 22', [-0.555039, -0.223874, 1.0]], ['2, k, 23', [0.0291978, -0.223273, 1.0]], ['2, k, 24', [-0.0266027, -0.221558, 1.0]]]
[['2, k, 0', [-0.384318, -0.677617, 1.0]], ['2, k, 1', [-0.395336, -0.411266, 1.0]], ['2, k, 2', [-0.403938, -0.148189, 1.0]], ['2, k, 3', [-0.402552, 0.00273854, 1.0]], ['2, k, 4', [-0.545099, -0.230271, 1.0]], ['2, k, 5', [-0.627261, -0.305455, 1.0]], ['2, k, 6', [-0.632295, -0.273007, 1.0]], ['2, k, 7', [-0.627149, -0.231326, 1.0]], ['2, k, 8', [-0.255109, -0.229758, 1.0]], ['2, k, 9', [-0.103302, -0.31563, 1.0]], ['2, k, 10', [-0.0141351, -0.309698, 1.0]], ['2, k, 11', [0.018491, -0.22619, 1.0]], ['2, k, 12', [-0.444691, -0.669835, 1.0]], ['2, k, 13', [-0.492259, -0.945042, 1.0]], ['2, k, 14', [-0.513001, -1.21986, 1.0]], ['2, k, 15', [-0.499048, -1.26, 1.0]], ['2, k, 16', [-0.31394, -0.667791, 1.0]], ['2, k, 17', [-0.243398, -0.947652, 1.0]], ['2, k, 18', [-0.211403, -1.22886, 1.0]], ['2, k, 19', [-0.186023, -1.27546, 1.0]], ['2, k, 20', [-0.40218, -0.213484, 1.0]], ['2, k, 21', [-0.600118, -0.217573, 1.0]], ['2, k, 22', [-0.560804, -0.230744, 1.0]], ['2, k, 23', [0.0264026, -0.223575, 1.0]], ['2, k, 24', [-0.0265795, -0.219805, 1.0]]]
[['2, k, 0', [-0.384323, -0.677597, 1.0]], ['2, k, 1', [-0.395298, -0.411214, 1.0]], ['2, k, 2', [-0.403845, -0.14812, 1.0]], ['2, k, 3', [-0.402472, 0.00277193, 1.0]], ['2, k, 4', [-0.545062, -0.230211, 1.0]], ['2, k, 5', [-0.629932, -0.312428, 1.0]], ['2, k, 6', [-0.633074, -0.272486, 1.0]], ['2, k, 7', [-0.628185, -0.232002, 1.0]], ['2, k, 8', [-0.255076, -0.22976, 1.0]], ['2, k, 9', [-0.102882, -0.316122, 1.0]], ['2, k, 10', [-0.0142832, -0.309768, 1.0]], ['2, k, 11', [0.0144904, -0.226513, 1.0]], ['2, k, 12', [-0.444743, -0.669868, 1.0]], ['2, k, 13', [-0.492373, -0.944816, 1.0]], ['2, k, 14', [-0.521666, -1.17543, 1.0]], ['2, k, 15', [-0.494654, -1.22844, 1.0]], ['2, k, 16', [-0.313935, -0.667764, 1.0]], ['2, k, 17', [-0.243212, -0.947597, 1.0]], ['2, k, 18', [-0.211385, -1.22846, 1.0]], ['2, k, 19', [-0.186195, -1.27399, 1.0]], ['2, k, 20', [-0.402101, -0.213419, 1.0]], ['2, k, 21', [-0.609442, -0.218649, 1.0]], ['2, k, 22', [-0.561323, -0.230225, 1.0]], ['2, k, 23', [0.0341793, -0.225158, 1.0]], ['2, k, 24', [-0.0309332, -0.227689, 1.0]]]
[['2, k, 0', [-0.384396, -0.677539, 1.0]], ['2, k, 1', [-0.395395, -0.411059, 1.0]], ['2, k, 2', [-0.403997, -0.147888, 1.0]], ['2, k, 3', [-0.402444, 0.00283119, 1.0]], ['2, k, 4', [-0.544921, -0.229962, 1.0]], ['2, k, 5', [-0.630283, -0.312344, 1.0]], ['2, k, 6', [-0.633482, -0.272084, 1.0]], ['2, k, 7', [-0.625993, -0.231882, 1.0]], ['2, k, 8', [-0.255035, -0.229753, 1.0]], ['2, k, 9', [-0.102896, -0.31602, 1.0]], ['2, k, 10', [-0.0143809, -0.309808, 1.0]], ['2, k, 11', [0.0147112, -0.227733, 1.0]], ['2, k, 12', [-0.444821, -0.669848, 1.0]], ['2, k, 13', [-0.492465, -0.944885, 1.0]], ['2, k, 14', [-0.520428, -1.17624, 1.0]], ['2, k, 15', [-0.492029, -1.22672, 1.0]], ['2, k, 16', [-0.31405, -0.667662, 1.0]], ['2, k, 17', [-0.243215, -0.947593, 1.0]], ['2, k, 18', [-0.211126, -1.22843, 1.0]], ['2, k, 19', [-0.185885, -1.27371, 1.0]], ['2, k, 20', [-0.402235, -0.213207, 1.0]], ['2, k, 21', [-0.608467, -0.218311, 1.0]], ['2, k, 22', [-0.561344, -0.227784, 1.0]], ['2, k, 23', [0.030501, -0.224529, 1.0]], ['2, k, 24', [-0.03144, -0.230136, 1.0]]]
[['2, k, 0', [-0.384402, -0.677584, 1.0]], ['2, k, 1', [-0.395393, -0.411057, 1.0]], ['2, k, 2', [-0.403989, -0.147878, 1.0]], ['2, k, 3', [-0.402366, 0.00286297, 1.0]], ['2, k, 4', [-0.54484, -0.230079, 1.0]], ['2, k, 5', [-0.629099, -0.310222, 1.0]], ['2, k, 6', [-0.633954, -0.272282, 1.0]], ['2, k, 7', [-0.626439, -0.233293, 1.0]], ['2, k, 8', [-0.254954, -0.229762, 1.0]], ['2, k, 9', [-0.103008, -0.317065, 1.0]], ['2, k, 10', [-0.0143112, -0.309732, 1.0]], ['2, k, 11', [0.0132516, -0.228584, 1.0]], ['2, k, 12', [-0.444813, -0.669947, 1.0]], ['2, k, 13', [-0.492649, -0.945034, 1.0]], ['2, k, 14', [-0.519034, -1.17627, 1.0]], ['2, k, 15', [-0.508043, -1.21853, 1.0]], ['2, k, 16', [-0.314064, -0.667695, 1.0]], ['2, k, 17', [-0.243244, -0.947807, 1.0]], ['2, k, 18', [-0.218055, -1.22342, 1.0]], ['2, k, 19', [-0.194373, -1.27046, 1.0]], ['2, k, 20', [-0.402228, -0.213199, 1.0]], ['2, k, 21', [-0.60885, -0.222132, 1.0]], ['2, k, 22', [-0.560375, -0.227672, 1.0]], ['2, k, 23', [0.0304313, -0.224374, 1.0]], ['2, k, 24', [-0.0314742, -0.230293, 1.0]]]
[['2, k, 0', [-0.384408, -0.677788, 1.0]], ['2, k, 1', [-0.395336, -0.41111, 1.0]], ['2, k, 2', [-0.403892, -0.147905, 1.0]], ['2, k, 3', [-0.402273, 0.00290454, 1.0]], ['2, k, 4', [-0.544791, -0.230207, 1.0]], ['2, k, 5', [-0.628371, -0.310003, 1.0]], ['2, k, 6', [-0.633854, -0.272634, 1.0]], ['2, k, 7', [-0.626369, -0.23444, 1.0]], ['2, k, 8', [-0.254952, -0.229763, 1.0]], ['2, k, 9', [-0.103859, -0.32031, 1.0]], ['2, k, 10', [-0.0141004, -0.310377, 1.0]], ['2, k, 11', [0.0179724, -0.230073, 1.0]], ['2, k, 12', [-0.444806, -0.670145, 1.0]], ['2, k, 13', [-0.492793, -0.944836, 1.0]], ['2, k, 14', [-0.522564, -1.18198, 1.0]], ['2, k, 15', [-0.512455, -1.22481, 1.0]], ['2, k, 16', [-0.314088, -0.667908, 1.0]], ['2, k, 17', [-0.243224, -0.947886, 1.0]], ['2, k, 18', [-0.219737, -1.25677, 1.0]], ['2, k, 19', [-0.197009, -1.30637, 1.0]], ['2, k, 20', [-0.402143, -0.21323, 1.0]], ['2, k, 21', [-0.607978, -0.221114, 1.0]], ['2, k, 22', [-0.564444, -0.230944, 1.0]], ['2, k, 23', [0.0266526, -0.224111, 1.0]], ['2, k, 24', [-0.0275926, -0.224567, 1.0]]]
[['2, k, 0', [-0.384439, -0.677891, 1.0]], ['2, k, 1', [-0.395349, -0.411115, 1.0]], ['2, k, 2', [-0.403918, -0.147893, 1.0]], ['2, k, 3', [-0.402212, 0.00292628, 1.0]], ['2, k, 4', [-0.544693, -0.230173, 1.0]], ['2, k, 5', [-0.626311, -0.310795, 1.0]], ['2, k, 6', [-0.633404, -0.273551, 1.0]], ['2, k, 7', [-0.626084, -0.236162, 1.0]], ['2, k, 8', [-0.254954, -0.229793, 1.0]], ['2, k, 9', [-0.111053, -0.315415, 1.0]], ['2, k, 10', [-0.01319, -0.311637, 1.0]], ['2, k, 11', [0.0200146, -0.232486, 1.0]], ['2, k, 12', [-0.444873, -0.670263, 1.0]], ['2, k, 13', [-0.492768, -0.944817, 1.0]], ['2, k, 14', [-0.521441, -1.17617, 1.0]], ['2, k, 15', [-0.516307, -1.23914, 1.0]], ['2, k, 16', [-0.314086, -0.66801, 1.0]], ['2, k, 17', [-0.243221, -0.947875, 1.0]], ['2, k, 18', [-0.21566, -1.20948, 1.0]], ['2, k, 19', [-0.191442, -1.25276, 1.0]], ['2, k, 20', [-0.402162, -0.213223, 1.0]], ['2, k, 21', [-0.603152, -0.223419, 1.0]], ['2, k, 22', [-0.560828, -0.230965, 1.0]], ['2, k, 23', [0.0320974, -0.22795, 1.0]], ['2, k, 24', [-0.0252648, -0.231926, 1.0]]]
[['2, k, 0', [-0.384321, -0.678073, 1.0]], ['2, k, 1', [-0.395283, -0.411206, 1.0]], ['2, k, 2', [-0.403882, -0.147976, 1.0]], ['2, k, 3', [-0.402029, 0.00284849, 1.0]], ['2, k, 4', [-0.544515, -0.23031, 1.0]], ['2, k, 5', [-0.626168, -0.310704, 1.0]], ['2, k, 6', [-0.633579, -0.27439, 1.0]], ['2, k, 7', [-0.625039, -0.238858, 1.0]], ['2, k, 8', [-0.254991, -0.229835, 1.0]], ['2, k, 9', [-0.111567, -0.314054, 1.0]], ['2, k, 10', [-0.0341972, -0.311044, 1.0]], ['2, k, 11', [0.00303918, -0.236223, 1.0]], ['2, k, 12', [-0.444784, -0.670473, 1.0]], ['2, k, 13', [-0.492949, -0.944871, 1.0]], ['2, k, 14', [-0.520074, -1.17557, 1.0]], ['2, k, 15', [-0.507705, -1.23295, 1.0]], ['2, k, 16', [-0.31395, -0.66818, 1.0]], ['2, k, 17', [-0.243204, -0.947873, 1.0]], ['2, k, 18', [-0.231229, -1.20383, 1.0]], ['2, k, 19', [-0.211198, -1.24885, 1.0]], ['2, k, 20', [-0.402119, -0.213305, 1.0]], ['2, k, 21', [-0.606278, -0.227092, 1.0]], ['2, k, 22', [-0.561163, -0.231173, 1.0]], ['2, k, 23', [0.0174205, -0.229879, 1.0]], ['2, k, 24', [-0.0465169, -0.238385, 1.0]]]
[['2, k, 0', [-0.384267, -0.678145, 1.0]], ['2, k, 1', [-0.395208, -0.411298, 1.0]], ['2, k, 2', [-0.403778, -0.148169, 1.0]], ['2, k, 3', [-0.401824, 0.00264503, 1.0]], ['2, k, 4', [-0.54442, -0.230347, 1.0]], ['2, k, 5', [-0.628485, -0.32277, 1.0]], ['2, k, 6', [-0.63489, -0.275086, 1.0]], ['2, k, 7', [-0.624268, -0.241678, 1.0]], ['2, k, 8', [-0.254973, -0.229959, 1.0]], ['2, k, 9', [-0.111027, -0.313664, 1.0]], ['2, k, 10', [-0.00912724, -0.320663, 1.0]], ['2, k, 11', [0.0144547, -0.239364, 1.0]], ['2, k, 12', [-0.444747, -0.670544, 1.0]], ['2, k, 13', [-0.492951, -0.944237, 1.0]], ['2, k, 14', [-0.517738, -1.17614, 1.0]], ['2, k, 15', [-0.503261, -1.22369, 1.0]], ['2, k, 16', [-0.313882, -0.668263, 1.0]], ['2, k, 17', [-0.242942, -0.948204, 1.0]], ['2, k, 18', [-0.204712, -1.2555, 1.0]], ['2, k, 19', [-0.178455, -1.30361, 1.0]], ['2, k, 20', [-0.402021, -0.213465, 1.0]], ['2, k, 21', [-0.607894, -0.230233, 1.0]], ['2, k, 22', [-0.561154, -0.234969, 1.0]], ['2, k, 23', [0.0263931, -0.235969, 1.0]], ['2, k, 24', [-0.0324949, -0.242792, 1.0]]]
[['2, k, 0', [-0.384241, -0.678213, 1.0]], ['2, k, 1', [-0.395158, -0.411377, 1.0]], ['2, k, 2', [-0.403699, -0.14831, 1.0]], ['2, k, 3', [-0.40157, 0.00234244, 1.0]], ['2, k, 4', [-0.544248, -0.230383, 1.0]], ['2, k, 5', [-0.62468, -0.315852, 1.0]], ['2, k, 6', [-0.635572, -0.285913, 1.0]], ['2, k, 7', [-0.628332, -0.248897, 1.0]], ['2, k, 8', [-0.25493, -0.230103, 1.0]], ['2, k, 9', [-0.108575, -0.316517, 1.0]], ['2, k, 10', [-0.00899697, -0.319952, 1.0]], ['2, k, 11', [0.016999, -0.243763, 1.0]], ['2, k, 12', [-0.444727, -0.670618, 1.0]], ['2, k, 13', [-0.492951, -0.944625, 1.0]], ['2, k, 14', [-0.51858, -1.17648, 1.0]], ['2, k, 15', [-0.507258, -1.21676, 1.0]], ['2, k, 16', [-0.313854, -0.668333, 1.0]], ['2, k, 17', [-0.242309, -0.946702, 1.0]], ['2, k, 18', [-0.208504, -1.1947, 1.0]], ['2, k, 19', [-0.182066, -1.23838, 1.0]], ['2, k, 20', [-0.40195, -0.213587, 1.0]], ['2, k, 21', [-0.609422, -0.233657, 1.0]], ['2, k, 22', [-0.573914, -0.251512, 1.0]], ['2, k, 23', [0.0283008, -0.23732, 1.0]], ['2, k, 24', [-0.0330509, -0.24677, 1.0]]]
[['2, k, 0', [-0.384157, -0.678325, 1.0]], ['2, k, 1', [-0.395118, -0.411517, 1.0]], ['2, k, 2', [-0.40372, -0.148561, 1.0]], ['2, k, 3', [-0.401304, 0.00200651, 1.0]], ['2, k, 4', [-0.544164, -0.230499, 1.0]], ['2, k, 5', [-0.627125, -0.329478, 1.0]], ['2, k, 6', [-0.637718, -0.289018, 1.0]], ['2, k, 7', [-0.627534, -0.252012, 1.0]], ['2, k, 8', [-0.25488, -0.230164, 1.0]], ['2, k, 9', [-0.110179, -0.314388, 1.0]], ['2, k, 10', [-0.00798664, -0.318924, 1.0]], ['2, k, 11', [0.0225954, -0.248436, 1.0]], ['2, k, 12', [-0.444672, -0.670717, 1.0]], ['2, k, 13', [-0.49326, -0.944647, 1.0]], ['2, k, 14', [-0.528622, -1.2015, 1.0]], ['2, k, 15', [-0.496974, -1.15043, 1.0]], ['2, k, 16', [-0.313735, -0.668477, 1.0]], ['2, k, 17', [-0.241818, -0.94637, 1.0]], ['2, k, 18', [-0.216886, -1.20911, 1.0]], ['2, k, 19', [-0.193174, -1.25514, 1.0]], ['2, k, 20', [-0.401951, -0.213804, 1.0]], ['2, k, 21', [-0.601802, -0.238275, 1.0]], ['2, k, 22', [-0.572844, -0.255386, 1.0]], ['2, k, 23', [0.0426922, -0.245921, 1.0]], ['2, k, 24', [-0.0221907, -0.245406, 1.0]]]
[['2, k, 0', [-0.384206, -0.678515, 1.0]], ['2, k, 1', [-0.39517, -0.412017, 1.0]], ['2, k, 2', [-0.403796, -0.149639, 1.0]], ['2, k, 3', [-0.400841, 0.00110268, 1.0]], ['2, k, 4', [-0.544129, -0.230725, 1.0]], ['2, k, 5', [-0.627255, -0.33485, 1.0]], ['2, k, 6', [-0.638061, -0.292058, 1.0]], ['2, k, 7', [-0.629871, -0.257365, 1.0]], ['2, k, 8', [-0.254541, -0.230986, 1.0]], ['2, k, 9', [-0.0944043, -0.340823, 1.0]], ['2, k, 10', [-0.00692628, -0.320422, 1.0]], ['2, k, 11', [0.0221304, -0.255057, 1.0]], ['2, k, 12', [-0.444748, -0.670952, 1.0]], ['2, k, 13', [-0.493508, -0.944735, 1.0]], ['2, k, 14', [-0.518425, -1.17767, 1.0]], ['2, k, 15', [-0.481445, -1.07617, 1.0]], ['2, k, 16', [-0.313769, -0.668635, 1.0]], ['2, k, 17', [-0.241358, -0.946424, 1.0]], ['2, k, 18', [-0.214418, -1.21844, 1.0]], ['2, k, 19', [-0.190421, -1.26459, 1.0]], ['2, k, 20', [-0.402019, -0.214716, 1.0]], ['2, k, 21', [-0.609339, -0.244525, 1.0]], ['2, k, 22', [-0.568092, -0.261226, 1.0]], ['2, k, 23', [0.0286922, -0.247524, 1.0]], ['2, k, 24', [-0.0321581, -0.257539, 1.0]]]
[['2, k, 0', [-0.384155, -0.678772, 1.0]], ['2, k, 1', [-0.395041, -0.412507, 1.0]], ['2, k, 2', [-0.403584, -0.150462, 1.0]], ['2, k, 3', [-0.400495, 0.000218565, 1.0]], ['2, k, 4', [-0.544155, -0.230732, 1.0]], ['2, k, 5', [-0.625548, -0.326389, 1.0]], ['2, k, 6', [-0.63703, -0.295269, 1.0]], ['2, k, 7', [-0.626562, -0.262512, 1.0]], ['2, k, 8', [-0.254144, -0.231605, 1.0]], ['2, k, 9', [-0.0839441, -0.319436, 1.0]], ['2, k, 10', [-0.0153274, -0.276051, 1.0]], ['2, k, 11', [0.0156966, -0.260554, 1.0]], ['2, k, 12', [-0.444704, -0.671173, 1.0]], ['2, k, 13', [-0.493704, -0.94317, 1.0]], ['2, k, 14', [-0.520491, -1.17605, 1.0]], ['2, k, 15', [-0.497916, -1.12777, 1.0]], ['2, k, 16', [-0.313717, -0.668945, 1.0]], ['2, k, 17', [-0.239735, -0.946858, 1.0]], ['2, k, 18', [-0.203082, -1.21367, 1.0]], ['2, k, 19', [-0.17686, -1.25539, 1.0]], ['2, k, 20', [-0.401828, -0.215453, 1.0]], ['2, k, 21', [-0.60412, -0.248633, 1.0]], ['2, k, 22', [-0.568183, -0.265822, 1.0]], ['2, k, 23', [0.0414422, -0.256813, 1.0]], ['2, k, 24', [-0.0377236, -0.26202, 1.0]]]
[['2, k, 0', [-0.384083, -0.679214, 1.0]], ['2, k, 1', [-0.394662, -0.413484, 1.0]], ['2, k, 2', [-0.402744, -0.152201, 1.0]], ['2, k, 3', [-0.399933, -0.00171508, 1.0]], ['2, k, 4', [-0.543835, -0.231735, 1.0]], ['2, k, 5', [-0.625825, -0.344076, 1.0]], ['2, k, 6', [-0.635947, -0.30026, 1.0]], ['2, k, 7', [-0.624779, -0.268725, 1.0]], ['2, k, 8', [-0.253622, -0.232916, 1.0]], ['2, k, 9', [-0.114295, -0.311962, 1.0]], ['2, k, 10', [-0.0732404, -0.285123, 1.0]], ['2, k, 11', [0.00500905, -0.268278, 1.0]], ['2, k, 12', [-0.444717, -0.671701, 1.0]], ['2, k, 13', [-0.493201, -0.940946, 1.0]], ['2, k, 14', [-0.520662, -1.17309, 1.0]], ['2, k, 15', [-0.50964, -1.21134, 1.0]], ['2, k, 16', [-0.313578, -0.669331, 1.0]], ['2, k, 17', [-0.239542, -0.946394, 1.0]], ['2, k, 18', [-0.220932, -1.17917, 1.0]], ['2, k, 19', [-0.19926, -1.21625, 1.0]], ['2, k, 20', [-0.401115, -0.21699, 1.0]], ['2, k, 21', [-0.602414, -0.255985, 1.0]], ['2, k, 22', [-0.572357, -0.278843, 1.0]], ['2, k, 23', [0.0335876, -0.264956, 1.0]], ['2, k, 24', [-0.0498505, -0.269037, 1.0]]]
[['2, k, 0', [-0.38378, -0.679997, 1.0]], ['2, k, 1', [-0.393951, -0.414796, 1.0]], ['2, k, 2', [-0.401604, -0.15404, 1.0]], ['2, k, 3', [-0.399275, -0.00292246, 1.0]], ['2, k, 4', [-0.543506, -0.23288, 1.0]], ['2, k, 5', [-0.62671, -0.341221, 1.0]], ['2, k, 6', [-0.63559, -0.302853, 1.0]], ['2, k, 7', [-0.625714, -0.273969, 1.0]], ['2, k, 8', [-0.252894, -0.234614, 1.0]], ['2, k, 9', [-0.0791635, -0.286779, 1.0]], ['2, k, 10', [-0.0547343, -0.2782, 1.0]], ['2, k, 11', [0.00594014, -0.275332, 1.0]], ['2, k, 12', [-0.444514, -0.672482, 1.0]], ['2, k, 13', [-0.493359, -0.941036, 1.0]], ['2, k, 14', [-0.522271, -1.17339, 1.0]], ['2, k, 15', [-0.511189, -1.23867, 1.0]], ['2, k, 16', [-0.313186, -0.670119, 1.0]], ['2, k, 17', [-0.238579, -0.946299, 1.0]], ['2, k, 18', [-0.216911, -1.20462, 1.0]], ['2, k, 19', [-0.194242, -1.24673, 1.0]], ['2, k, 20', [-0.400081, -0.218707, 1.0]], ['2, k, 21', [-0.604775, -0.261483, 1.0]], ['2, k, 22', [-0.56519, -0.275955, 1.0]], ['2, k, 23', [0.0304928, -0.272389, 1.0]], ['2, k, 24', [-0.0497939, -0.276531, 1.0]]]
[['2, k, 0', [-0.383503, -0.680761, 1.0]], ['2, k, 1', [-0.393424, -0.416412, 1.0]], ['2, k, 2', [-0.400885, -0.156643, 1.0]], ['2, k, 3', [-0.398649, -0.00519419, 1.0]], ['2, k, 4', [-0.543519, -0.233185, 1.0]], ['2, k, 5', [-0.637369, -0.307288, 1.0]], ['2, k, 6', [-0.634632, -0.305527, 1.0]], ['2, k, 7', [-0.623527, -0.281363, 1.0]], ['2, k, 8', [-0.251833, -0.236509, 1.0]], ['2, k, 9', [-0.110583, -0.313691, 1.0]], ['2, k, 10', [-0.0356303, -0.307889, 1.0]], ['2, k, 11', [0.0144639, -0.28359, 1.0]], ['2, k, 12', [-0.444233, -0.673307, 1.0]], ['2, k, 13', [-0.493578, -0.942684, 1.0]], ['2, k, 14', [-0.507851, -1.17574, 1.0]], ['2, k, 15', [-0.533702, -1.2095, 1.0]], ['2, k, 16', [-0.312925, -0.670827, 1.0]], ['2, k, 17', [-0.236938, -0.946202, 1.0]], ['2, k, 18', [-0.212452, -1.20465, 1.0]], ['2, k, 19', [-0.189051, -1.24539, 1.0]], ['2, k, 20', [-0.399403, -0.221059, 1.0]], ['2, k, 21', [-0.599643, -0.272654, 1.0]], ['2, k, 22', [-0.562236, -0.283006, 1.0]], ['2, k, 23', [0.033391, -0.281669, 1.0]], ['2, k, 24', [-0.0357468, -0.284116, 1.0]]]
[['2, k, 0', [-0.382911, -0.68174, 1.0]], ['2, k, 1', [-0.392962, -0.41758, 1.0]], ['2, k, 2', [-0.400631, -0.157996, 1.0]], ['2, k, 3', [-0.397504, -0.00862802, 1.0]], ['2, k, 4', [-0.5432, -0.234335, 1.0]], ['2, k, 5', [-0.637379, -0.308092, 1.0]], ['2, k, 6', [-0.636551, -0.324246, 1.0]], ['2, k, 7', [-0.625651, -0.29067, 1.0]], ['2, k, 8', [-0.251433, -0.237934, 1.0]], ['2, k, 9', [-0.111273, -0.311263, 1.0]], ['2, k, 10', [-0.0624638, -0.300161, 1.0]], ['2, k, 11', [0.0106254, -0.291374, 1.0]], ['2, k, 12', [-0.443603, -0.674491, 1.0]], ['2, k, 13', [-0.493506, -0.943443, 1.0]], ['2, k, 14', [-0.520269, -1.17746, 1.0]], ['2, k, 15', [-0.507281, -1.20173, 1.0]], ['2, k, 16', [-0.312375, -0.671638, 1.0]], ['2, k, 17', [-0.235388, -0.946479, 1.0]], ['2, k, 18', [-0.211282, -1.20295, 1.0]], ['2, k, 19', [-0.187854, -1.24333, 1.0]], ['2, k, 20', [-0.39909, -0.222367, 1.0]], ['2, k, 21', [-0.597414, -0.280264, 1.0]], ['2, k, 22', [-0.580224, -0.307718, 1.0]], ['2, k, 23', [0.0404011, -0.289017, 1.0]], ['2, k, 24', [-0.0400328, -0.292002, 1.0]]]
