[['2, k, 0', [-0.1602973, 0.06724862, 1.0]], ['2, k, 1', [-0.1659653, 0.3378574, 1.0]], ['2, k, 2', [-0.1711077, 0.601382, 1.0]], ['2, k, 3', [-0.1747603, 0.7346073, 1.0]], ['2, k, 4', [-0.3178712, 0.4905235, 1.0]], ['2, k, 5', [-0.3589637, 0.2566669, 1.0]], ['2, k, 6', [-0.3523615, 0.0735863, 1.0]], ['2, k, 7', [-0.3372283, 0.0342805, 1.0]], ['2, k, 8', [-0.007348069, 0.4845539, 1.0]], ['2, k, 9', [0.03995713, 0.2434536, 1.0]], ['2, k, 10', [0.04602669, 0.0453348, 1.0]], ['2, k, 11', [0.04137319, -0.01460325, 1.0]], ['2, k, 12', [-0.2212666, 0.06691843, 1.0]], ['2, k, 13', [-0.213624, -0.2491115, 1.0]], ['2, k, 14', [-0.2143703, -0.5651929, 1.0]], ['2, k, 15', [-0.2120273, -0.636169, 1.0]], ['2, k, 16', [-0.09584955, 0.06604876, 1.0]], ['2, k, 17', [-0.1150488, -0.2492543, 1.0]], ['2, k, 18', [-0.1080383, -0.5654871, 1.0]], ['2, k, 19', [-0.1140921, -0.6359103, 1.0]], ['2, k, 20', [-0.1699829, 0.5365189, 1.0]], ['2, k, 21', [-0.3402718, -0.02683875, 1.0]], ['2, k, 22', [-0.3117386, 0.03038836, 1.0]], ['2, k, 23', [0.04172086, -0.08570551, 1.0]], ['2, k, 24', [0.008085616, -0.009761738, 1.0]]]
[['2, k, 0', [-0.1464556, 0.1062445, 1.0]], ['2, k, 1', [-0.1554218, 0.3594047, 1.0]], ['2, k, 2', [-0.1650717, 0.6050712, 1.0]], ['2, k, 3', [-0.144594, 0.7303053, 1.0]], ['2, k, 4', [-0.3091076, 0.4863359, 1.0]], ['2, k, 5', [-0.371106, 0.2644524, 1.0]], ['2, k, 6', [-0.3586088, 0.06277022, 1.0]], ['2, k, 7', [-0.3538344, 0.02293598, 1.0]], ['2, k, 8', [-0.005421435, 0.5892168, 1.0]], ['2, k, 9', [0.06660378, 0.8010191, 1.0]], ['2, k, 10', [0.05268079, 1.018014, 1.0]], ['2, k, 11', [0.03952463, 1.072397, 1.0]], ['2, k, 12', [-0.2058687, 0.09683402, 1.0]], ['2, k, 13', [-0.2093274, -0.2204651, 1.0]], ['2, k, 14', [-0.2181164, -0.5674449, 1.0]], ['2, k, 15', [-0.206829, -0.6409153, 1.0]], ['2, k, 16', [-0.0837705, 0.1130425, 1.0]], ['2, k, 17', [-0.1075144, -0.2079481, 1.0]], ['2, k, 18', [-0.106869, -0.5742875, 1.0]], ['2, k, 19', [-0.1158051, -0.6454427, 1.0]], ['2, k, 20', [-0.1626114, 0.5447458, 1.0]], ['2, k, 21', [-0.3556107, -0.04088744, 1.0]], ['2, k, 22', [-0.3230769, 0.01672726, 1.0]], ['2, k, 23', [0.0360636, 1.128382, 1.0]], ['2, k, 24', [-0.008986662, 1.046796, 1.0]]]
[['2, k, 0', [-0.1460071, 0.1040872, 1.0]], ['2, k, 1', [-0.1552839, 0.3586393, 1.0]], ['2, k, 2', [-0.1649946, 0.6050155, 1.0]], ['2, k, 3', [-0.1448077, 0.7304606, 1.0]], ['2, k, 4', [-0.3091519, 0.4863149, 1.0]], ['2, k, 5', [-0.3708512, 0.2639696, 1.0]], ['2, k, 6', [-0.3585185, 0.06283516, 1.0]], ['2, k, 7', [-0.3551625, 0.02002027, 1.0]], ['2, k, 8', [-0.004662377, 0.5852774, 1.0]], ['2, k, 9', [0.07359057, 0.7701745, 1.0]], ['2, k, 10', [0.06863048, 0.9741101, 1.0]], ['2, k, 11', [0.05560498, 1.044206, 1.0]], ['2, k, 12', [-0.205853, 0.09497871, 1.0]], ['2, k, 13', [-0.208937, -0.2221765, 1.0]], ['2, k, 14', [-0.219312, -0.5627451, 1.0]], ['2, k, 15', [-0.2078696, -0.6368243, 1.0]], ['2, k, 16', [-0.08278872, 0.1105967, 1.0]], ['2, k, 17', [-0.1075073, -0.210158, 1.0]], ['2, k, 18', [-0.1061624, -0.5756825, 1.0]], ['2, k, 19', [-0.1161491, -0.6455687, 1.0]], ['2, k, 20', [-0.1625317, 0.5445867, 1.0]], ['2, k, 21', [-0.3478154, -0.04846243, 1.0]], ['2, k, 22', [-0.3238396, -0.00405361, 1.0]], ['2, k, 23', [0.06248285, 1.099354, 1.0]], ['2, k, 24', [0.006705339, 1.027555, 1.0]]]
[['2, k, 0', [-0.1467651, 0.1008205, 1.0]], ['2, k, 1', [-0.1555927, 0.3563507, 1.0]], ['2, k, 2', [-0.1647874, 0.6039105, 1.0]], ['2, k, 3', [-0.1448936, 0.7304602, 1.0]], ['2, k, 4', [-0.3093288, 0.4863073, 1.0]], ['2, k, 5', [-0.3711962, 0.2635063, 1.0]], ['2, k, 6', [-0.3584623, 0.06280406, 1.0]], ['2, k, 7', [-0.3545869, 0.02137895, 1.0]], ['2, k, 8', [-0.003688898, 0.5820249, 1.0]], ['2, k, 9', [0.08241961, 0.7366316, 1.0]], ['2, k, 10', [0.0859217, 0.9471684, 1.0]], ['2, k, 11', [0.074749, 1.02046, 1.0]], ['2, k, 12', [-0.2068614, 0.09242834, 1.0]], ['2, k, 13', [-0.2153083, -0.2246187, 1.0]], ['2, k, 14', [-0.2195296, -0.5629301, 1.0]], ['2, k, 15', [-0.2084807, -0.6351144, 1.0]], ['2, k, 16', [-0.08322503, 0.1066323, 1.0]], ['2, k, 17', [-0.1078848, -0.2138236, 1.0]], ['2, k, 18', [-0.1060393, -0.5751371, 1.0]], ['2, k, 19', [-0.1157652, -0.645474, 1.0]], ['2, k, 20', [-0.1624518, 0.5431821, 1.0]], ['2, k, 21', [-0.3515646, -0.04139766, 1.0]], ['2, k, 22', [-0.3259715, -0.004811211, 1.0]], ['2, k, 23', [0.08179829, 1.074174, 1.0]], ['2, k, 24', [0.02561241, 1.002744, 1.0]]]
[['2, k, 0', [-0.1465426, 0.09859988, 1.0]], ['2, k, 1', [-0.1567748, 0.3548076, 1.0]], ['2, k, 2', [-0.1677027, 0.603066, 1.0]], ['2, k, 3', [-0.145248, 0.7307616, 1.0]], ['2, k, 4', [-0.3100255, 0.4865825, 1.0]], ['2, k, 5', [-0.3710667, 0.2635018, 1.0]], ['2, k, 6', [-0.3583082, 0.06289996, 1.0]], ['2, k, 7', [-0.3552217, 0.01902599, 1.0]], ['2, k, 8', [-0.002986846, 0.5766985, 1.0]], ['2, k, 9', [0.08865573, 0.7225772, 1.0]], ['2, k, 10', [0.1004469, 0.9208062, 1.0]], ['2, k, 11', [0.09539948, 0.9812981, 1.0]], ['2, k, 12', [-0.2069399, 0.09079485, 1.0]], ['2, k, 13', [-0.2135448, -0.226299, 1.0]], ['2, k, 14', [-0.2198513, -0.5649827, 1.0]], ['2, k, 15', [-0.2044492, -0.6347005, 1.0]], ['2, k, 16', [-0.08264277, 0.103855, 1.0]], ['2, k, 17', [-0.1079859, -0.2164673, 1.0]], ['2, k, 18', [-0.1058287, -0.5749815, 1.0]], ['2, k, 19', [-0.116043, -0.6449186, 1.0]], ['2, k, 20', [-0.1649121, 0.5420834, 1.0]], ['2, k, 21', [-0.3505846, -0.04777914, 1.0]], ['2, k, 22', [-0.3214663, -0.004675989, 1.0]], ['2, k, 23', [0.1033233, 1.029631, 1.0]], ['2, k, 24', [0.04582094, 0.968972, 1.0]]]
[['2, k, 0', [-0.1468438, 0.09300291, 1.0]], ['2, k, 1', [-0.1562027, 0.3526781, 1.0]], ['2, k, 2', [-0.1662446, 0.6026726, 1.0]], ['2, k, 3', [-0.1451505, 0.7311276, 1.0]], ['2, k, 4', [-0.3103965, 0.4860211, 1.0]], ['2, k, 5', [-0.3710361, 0.2632982, 1.0]], ['2, k, 6', [-0.3582706, 0.06335465, 1.0]], ['2, k, 7', [-0.3552381, 0.01803916, 1.0]], ['2, k, 8', [0.003989251, 0.5418959, 1.0]], ['2, k, 9', [0.09986068, 0.7044115, 1.0]], ['2, k, 10', [0.1155995, 0.8745939, 1.0]], ['2, k, 11', [0.1160778, 0.938992, 1.0]], ['2, k, 12', [-0.2078647, 0.08682027, 1.0]], ['2, k, 13', [-0.2125649, -0.2299536, 1.0]], ['2, k, 14', [-0.2164212, -0.5618847, 1.0]], ['2, k, 15', [-0.2082552, -0.6346828, 1.0]], ['2, k, 16', [-0.08213379, 0.09653396, 1.0]], ['2, k, 17', [-0.1083547, -0.2228893, 1.0]], ['2, k, 18', [-0.1049904, -0.5746374, 1.0]], ['2, k, 19', [-0.1173985, -0.6435641, 1.0]], ['2, k, 20', [-0.1638091, 0.5413541, 1.0]], ['2, k, 21', [-0.3549068, -0.04080476, 1.0]], ['2, k, 22', [-0.323566, -0.007695454, 1.0]], ['2, k, 23', [0.1285076, 0.9814557, 1.0]], ['2, k, 24', [0.06296452, 0.9277098, 1.0]]]
[['2, k, 0', [-0.1473424, 0.08925173, 1.0]], ['2, k, 1', [-0.1562353, 0.350969, 1.0]], ['2, k, 2', [-0.1660328, 0.6025153, 1.0]], ['2, k, 3', [-0.145303, 0.7314453, 1.0]], ['2, k, 4', [-0.3119477, 0.4847448, 1.0]], ['2, k, 5', [-0.3707178, 0.2631978, 1.0]], ['2, k, 6', [-0.3584976, 0.06384724, 1.0]], ['2, k, 7', [-0.3568874, 0.01768663, 1.0]], ['2, k, 8', [0.003600609, 0.5391938, 1.0]], ['2, k, 9', [0.1096079, 0.6779629, 1.0]], ['2, k, 10', [0.1297078, 0.824518, 1.0]], ['2, k, 11', [0.1321763, 0.8800008, 1.0]], ['2, k, 12', [-0.2089027, 0.08272535, 1.0]], ['2, k, 13', [-0.2153821, -0.2333964, 1.0]], ['2, k, 14', [-0.2172728, -0.5656383, 1.0]], ['2, k, 15', [-0.2083683, -0.6365232, 1.0]], ['2, k, 16', [-0.08221283, 0.09334131, 1.0]], ['2, k, 17', [-0.1086762, -0.2255356, 1.0]], ['2, k, 18', [-0.1063313, -0.5688155, 1.0]], ['2, k, 19', [-0.1155486, -0.6400722, 1.0]], ['2, k, 20', [-0.1636173, 0.5409741, 1.0]], ['2, k, 21', [-0.3541878, -0.04847079, 1.0]], ['2, k, 22', [-0.3275812, 0.01244867, 1.0]], ['2, k, 23', [0.1481908, 0.9148723, 1.0]], ['2, k, 24', [0.08198309, 0.870571, 1.0]]]
[['2, k, 0', [-0.1487295, 0.08562718, 1.0]], ['2, k, 1', [-0.1567056, 0.3493312, 1.0]], ['2, k, 2', [-0.1656003, 0.6026016, 1.0]], ['2, k, 3', [-0.1456092, 0.7316064, 1.0]], ['2, k, 4', [-0.3125541, 0.4840989, 1.0]], ['2, k, 5', [-0.3702493, 0.2630468, 1.0]], ['2, k, 6', [-0.358714, 0.0640316, 1.0]], ['2, k, 7', [-0.357473, 0.02126431, 1.0]], ['2, k, 8', [0.003503668, 0.5284722, 1.0]], ['2, k, 9', [0.1147669, 0.6582031, 1.0]], ['2, k, 10', [0.1460502, 0.7783445, 1.0]], ['2, k, 11', [0.1452757, 0.8170229, 1.0]], ['2, k, 12', [-0.2105956, 0.07986308, 1.0]], ['2, k, 13', [-0.213112, -0.2357318, 1.0]], ['2, k, 14', [-0.2166932, -0.5654728, 1.0]], ['2, k, 15', [-0.2083684, -0.6365689, 1.0]], ['2, k, 16', [-0.0832637, 0.08905826, 1.0]], ['2, k, 17', [-0.1094749, -0.2294199, 1.0]], ['2, k, 18', [-0.1066898, -0.5690153, 1.0]], ['2, k, 19', [-0.1148992, -0.640173, 1.0]], ['2, k, 20', [-0.1634425, 0.5405939, 1.0]], ['2, k, 21', [-0.3527288, -0.04780654, 1.0]], ['2, k, 22', [-0.3272029, 0.001159071, 1.0]], ['2, k, 23', [0.1540082, 0.8381245, 1.0]], ['2, k, 24', [0.09453408, 0.8150215, 1.0]]]
[['2, k, 0', [-0.1494323, 0.08309995, 1.0]], ['2, k, 1', [-0.15738, 0.3476538, 1.0]], ['2, k, 2', [-0.1659251, 0.6022386, 1.0]], ['2, k, 3', [-0.1458995, 0.7320237, 1.0]], ['2, k, 4', [-0.3129281, 0.4841203, 1.0]], ['2, k, 5', [-0.3695154, 0.2623689, 1.0]], ['2, k, 6', [-0.3587221, 0.0641138, 1.0]], ['2, k, 7', [-0.356277, 0.01961953, 1.0]], ['2, k, 8', [0.002155255, 0.5171686, 1.0]], ['2, k, 9', [0.1188258, 0.6190488, 1.0]], ['2, k, 10', [0.1494366, 0.7080389, 1.0]], ['2, k, 11', [0.1564862, 0.7441021, 1.0]], ['2, k, 12', [-0.2113673, 0.07813513, 1.0]], ['2, k, 13', [-0.2121512, -0.2371272, 1.0]], ['2, k, 14', [-0.2167602, -0.5655788, 1.0]], ['2, k, 15', [-0.2085244, -0.6366375, 1.0]], ['2, k, 16', [-0.08385743, 0.08575905, 1.0]], ['2, k, 17', [-0.1087966, -0.2322192, 1.0]], ['2, k, 18', [-0.1082408, -0.5694636, 1.0]], ['2, k, 19', [-0.1179403, -0.6415529, 1.0]], ['2, k, 20', [-0.1638517, 0.539897, 1.0]], ['2, k, 21', [-0.3502727, -0.04773322, 1.0]], ['2, k, 22', [-0.3261766, 0.01940652, 1.0]], ['2, k, 23', [0.1768516, 0.7613877, 1.0]], ['2, k, 24', [0.1053687, 0.7421257, 1.0]]]
[['2, k, 0', [-0.1496123, 0.08212639, 1.0]], ['2, k, 1', [-0.1571107, 0.3464027, 1.0]], ['2, k, 2', [-0.1648687, 0.6012906, 1.0]], ['2, k, 3', [-0.1465573, 0.7321888, 1.0]], ['2, k, 4', [-0.3133712, 0.4839719, 1.0]], ['2, k, 5', [-0.3691509, 0.2614703, 1.0]], ['2, k, 6', [-0.3589913, 0.06462705, 1.0]], ['2, k, 7', [-0.356545, 0.02061944, 1.0]], ['2, k, 8', [0.002315836, 0.5169486, 1.0]], ['2, k, 9', [0.1193716, 0.5878006, 1.0]], ['2, k, 10', [0.1578116, 0.6441547, 1.0]], ['2, k, 11', [0.1609094, 0.6690373, 1.0]], ['2, k, 12', [-0.2115466, 0.07772067, 1.0]], ['2, k, 13', [-0.211815, -0.2374922, 1.0]], ['2, k, 14', [-0.2176076, -0.5668237, 1.0]], ['2, k, 15', [-0.2086638, -0.6368586, 1.0]], ['2, k, 16', [-0.084008, 0.08410536, 1.0]], ['2, k, 17', [-0.1090687, -0.2337953, 1.0]], ['2, k, 18', [-0.1082349, -0.5693926, 1.0]], ['2, k, 19', [-0.1178117, -0.6416156, 1.0]], ['2, k, 20', [-0.1630151, 0.5388114, 1.0]], ['2, k, 21', [-0.3539809, -0.04739553, 1.0]], ['2, k, 22', [-0.3253451, 0.01546046, 1.0]], ['2, k, 23', [0.1913509, 0.6795729, 1.0]], ['2, k, 24', [0.1122069, 0.6674995, 1.0]]]
[['2, k, 0', [-0.1504328, 0.07964507, 1.0]], ['2, k, 1', [-0.1575819, 0.345257, 1.0]], ['2, k, 2', [-0.1649635, 0.601223, 1.0]], ['2, k, 3', [-0.1466873, 0.7322894, 1.0]], ['2, k, 4', [-0.3136207, 0.4838883, 1.0]], ['2, k, 5', [-0.3687668, 0.2604594, 1.0]], ['2, k, 6', [-0.359086, 0.06466328, 1.0]], ['2, k, 7', [-0.3561183, 0.02051653, 1.0]], ['2, k, 8', [0.002230917, 0.5135207, 1.0]], ['2, k, 9', [0.136464, 0.5336357, 1.0]], ['2, k, 10', [0.1556575, 0.5677072, 1.0]], ['2, k, 11', [0.1592379, 0.5873742, 1.0]], ['2, k, 12', [-0.2122148, 0.07598523, 1.0]], ['2, k, 13', [-0.2106284, -0.2390873, 1.0]], ['2, k, 14', [-0.2175225, -0.5668353, 1.0]], ['2, k, 15', [-0.2099378, -0.6372775, 1.0]], ['2, k, 16', [-0.08499173, 0.08105417, 1.0]], ['2, k, 17', [-0.1105319, -0.23655, 1.0]], ['2, k, 18', [-0.110048, -0.5696218, 1.0]], ['2, k, 19', [-0.1152033, -0.642257, 1.0]], ['2, k, 20', [-0.1631774, 0.5385535, 1.0]], ['2, k, 21', [-0.3573036, -0.04051044, 1.0]], ['2, k, 22', [-0.3218205, 0.008180053, 1.0]], ['2, k, 23', [0.1938649, 0.5902575, 1.0]], ['2, k, 24', [0.1174468, 0.5883813, 1.0]]]
[['2, k, 0', [-0.1513919, 0.07757175, 1.0]], ['2, k, 1', [-0.1579853, 0.3440486, 1.0]], ['2, k, 2', [-0.1649372, 0.601051, 1.0]], ['2, k, 3', [-0.1471005, 0.732331, 1.0]], ['2, k, 4', [-0.3153051, 0.482876, 1.0]], ['2, k, 5', [-0.3683935, 0.2595261, 1.0]], ['2, k, 6', [-0.3590369, 0.06465221, 1.0]], ['2, k, 7', [-0.3559186, 0.02244344, 1.0]], ['2, k, 8', [0.002549135, 0.5079244, 1.0]], ['2, k, 9', [0.1391726, 0.4939483, 1.0]], ['2, k, 10', [0.154518, 0.5045934, 1.0]], ['2, k, 11', [0.1513163, 0.514316, 1.0]], ['2, k, 12', [-0.2132303, 0.07421086, 1.0]], ['2, k, 13', [-0.2107654, -0.2407914, 1.0]], ['2, k, 14', [-0.2122486, -0.5593432, 1.0]], ['2, k, 15', [-0.211415, -0.6314666, 1.0]], ['2, k, 16', [-0.08588056, 0.07885537, 1.0]], ['2, k, 17', [-0.1112778, -0.23869, 1.0]], ['2, k, 18', [-0.1094684, -0.5697209, 1.0]], ['2, k, 19', [-0.1147488, -0.6417884, 1.0]], ['2, k, 20', [-0.1632127, 0.5381638, 1.0]], ['2, k, 21', [-0.3556062, -0.04088927, 1.0]], ['2, k, 22', [-0.3250806, 0.01030779, 1.0]], ['2, k, 23', [0.1738876, 0.511158, 1.0]], ['2, k, 24', [0.1216138, 0.5143881, 1.0]]]
[['2, k, 0', [-0.1517349, 0.0748641, 1.0]], ['2, k, 1', [-0.1582858, 0.3424982, 1.0]], ['2, k, 2', [-0.1650039, 0.6007675, 1.0]], ['2, k, 3', [-0.1472934, 0.732352, 1.0]], ['2, k, 4', [-0.3154578, 0.4829899, 1.0]], ['2, k, 5', [-0.3683216, 0.2589986, 1.0]], ['2, k, 6', [-0.3590493, 0.0646243, 1.0]], ['2, k, 7', [-0.3560663, 0.01958013, 1.0]], ['2, k, 8', [0.001598303, 0.5020292, 1.0]], ['2, k, 9', [0.1476906, 0.4428737, 1.0]], ['2, k, 10', [0.115818, 0.4772038, 1.0]], ['2, k, 11', [0.1531244, 0.4377024, 1.0]], ['2, k, 12', [-0.2135497, 0.07205071, 1.0]], ['2, k, 13', [-0.2140188, -0.2424338, 1.0]], ['2, k, 14', [-0.2109822, -0.5152887, 1.0]], ['2, k, 15', [-0.2045873, -0.5621823, 1.0]], ['2, k, 16', [-0.08627567, 0.07573318, 1.0]], ['2, k, 17', [-0.1112284, -0.2412723, 1.0]], ['2, k, 18', [-0.1082709, -0.5741311, 1.0]], ['2, k, 19', [-0.1153794, -0.6450818, 1.0]], ['2, k, 20', [-0.1633413, 0.5375915, 1.0]], ['2, k, 21', [-0.3494129, -0.04977567, 1.0]], ['2, k, 22', [-0.3264596, 0.01557587, 1.0]], ['2, k, 23', [0.1687093, 0.4252214, 1.0]], ['2, k, 24', [0.1305706, 0.447166, 1.0]]]
[['2, k, 0', [-0.1523316, 0.073705, 1.0]], ['2, k, 1', [-0.1585598, 0.3413041, 1.0]], ['2, k, 2', [-0.164877, 0.6000899, 1.0]], ['2, k, 3', [-0.1480319, 0.7323561, 1.0]], ['2, k, 4', [-0.3154821, 0.4829019, 1.0]], ['2, k, 5', [-0.3685988, 0.2595692, 1.0]], ['2, k, 6', [-0.3591616, 0.06444458, 1.0]], ['2, k, 7', [-0.3553419, 0.01987882, 1.0]], ['2, k, 8', [0.001018619, 0.5007832, 1.0]], ['2, k, 9', [0.1466194, 0.4459196, 1.0]], ['2, k, 10', [0.1146574, 0.4788692, 1.0]], ['2, k, 11', [0.1462263, 0.3650874, 1.0]], ['2, k, 12', [-0.2141292, 0.07083709, 1.0]], ['2, k, 13', [-0.2133165, -0.243417, 1.0]], ['2, k, 14', [-0.2125345, -0.5877548, 1.0]], ['2, k, 15', [-0.2138293, -0.6502987, 1.0]], ['2, k, 16', [-0.08689283, 0.0746904, 1.0]], ['2, k, 17', [-0.1114165, -0.2422431, 1.0]], ['2, k, 18', [-0.1078425, -0.5736329, 1.0]], ['2, k, 19', [-0.1164799, -0.6445194, 1.0]], ['2, k, 20', [-0.1633071, 0.5367124, 1.0]], ['2, k, 21', [-0.355269, -0.0416159, 1.0]], ['2, k, 22', [-0.3249189, 0.01213072, 1.0]], ['2, k, 23', [0.1604386, 0.329267, 1.0]], ['2, k, 24', [0.1357431, 0.344786, 1.0]]]
[['2, k, 0', [-0.1535294, 0.07174265, 1.0]], ['2, k, 1', [-0.1588421, 0.3400688, 1.0]], ['2, k, 2', [-0.1645733, 0.5995951, 1.0]], ['2, k, 3', [-0.1491386, 0.7326768, 1.0]], ['2, k, 4', [-0.3154148, 0.482951, 1.0]], ['2, k, 5', [-0.3677997, 0.2578943, 1.0]], ['2, k, 6', [-0.3591597, 0.06432464, 1.0]], ['2, k, 7', [-0.3537375, 0.02172941, 1.0]], ['2, k, 8', [-0.0001333122, 0.4987623, 1.0]], ['2, k, 9', [0.1171014, 0.4005807, 1.0]], ['2, k, 10', [0.1376491, 0.3515575, 1.0]], ['2, k, 11', [0.1384764, 0.2902661, 1.0]], ['2, k, 12', [-0.2152545, 0.06927397, 1.0]], ['2, k, 13', [-0.2121603, -0.2446949, 1.0]], ['2, k, 14', [-0.2093938, -0.5753472, 1.0]], ['2, k, 15', [-0.2141504, -0.6441979, 1.0]], ['2, k, 16', [-0.08815612, 0.07238392, 1.0]], ['2, k, 17', [-0.1116607, -0.244382, 1.0]], ['2, k, 18', [-0.1079111, -0.573472, 1.0]], ['2, k, 19', [-0.1172133, -0.644052, 1.0]], ['2, k, 20', [-0.1631229, 0.5360373, 1.0]], ['2, k, 21', [-0.3505048, -0.04921684, 1.0]], ['2, k, 22', [-0.3230347, 0.007155026, 1.0]], ['2, k, 23', [0.1512559, 0.2549783, 1.0]], ['2, k, 24', [0.08974111, 0.3004501, 1.0]]]
[['2, k, 0', [-0.154098, 0.07098275, 1.0]], ['2, k, 1', [-0.1589049, 0.3394174, 1.0]], ['2, k, 2', [-0.1640953, 0.599121, 1.0]], ['2, k, 3', [-0.1500044, 0.7327705, 1.0]], ['2, k, 4', [-0.3154722, 0.4829351, 1.0]], ['2, k, 5', [-0.3672128, 0.2569054, 1.0]], ['2, k, 6', [-0.3592924, 0.06477457, 1.0]], ['2, k, 7', [-0.3526454, 0.02233709, 1.0]], ['2, k, 8', [-0.0003442848, 0.4983492, 1.0]], ['2, k, 9', [0.1102599, 0.3873892, 1.0]], ['2, k, 10', [0.1277978, 0.2762796, 1.0]], ['2, k, 11', [0.1264285, 0.2250491, 1.0]], ['2, k, 12', [-0.2158228, 0.06858461, 1.0]], ['2, k, 13', [-0.2150823, -0.2452372, 1.0]], ['2, k, 14', [-0.2107311, -0.5731634, 1.0]], ['2, k, 15', [-0.2123599, -0.6427344, 1.0]], ['2, k, 16', [-0.08876412, 0.07154328, 1.0]], ['2, k, 17', [-0.1117717, -0.2450511, 1.0]], ['2, k, 18', [-0.1077772, -0.5752947, 1.0]], ['2, k, 19', [-0.1158128, -0.6450572, 1.0]], ['2, k, 20', [-0.1628086, 0.5355006, 1.0]], ['2, k, 21', [-0.3531474, -0.04026417, 1.0]], ['2, k, 22', [-0.3248203, 0.01723016, 1.0]], ['2, k, 23', [0.132663, 0.1767144, 1.0]], ['2, k, 24', [0.07734366, 0.2344158, 1.0]]]
[['2, k, 0', [-0.1551493, 0.07007428, 1.0]], ['2, k, 1', [-0.1594097, 0.3385978, 1.0]], ['2, k, 2', [-0.1640768, 0.5986145, 1.0]], ['2, k, 3', [-0.1508075, 0.7327524, 1.0]], ['2, k, 4', [-0.3155365, 0.4828253, 1.0]], ['2, k, 5', [-0.3660255, 0.2554928, 1.0]], ['2, k, 6', [-0.3597971, 0.06601615, 1.0]], ['2, k, 7', [-0.353284, 0.02158992, 1.0]], ['2, k, 8', [-0.0001307273, 0.4978437, 1.0]], ['2, k, 9', [0.1080634, 0.3593265, 1.0]], ['2, k, 10', [0.1163393, 0.2206138, 1.0]], ['2, k, 11', [0.1143149, 0.1645384, 1.0]], ['2, k, 12', [-0.2169093, 0.06785364, 1.0]], ['2, k, 13', [-0.2150648, -0.2460108, 1.0]], ['2, k, 14', [-0.2113855, -0.5709558, 1.0]], ['2, k, 15', [-0.2121039, -0.640657, 1.0]], ['2, k, 16', [-0.08985499, 0.07041965, 1.0]], ['2, k, 17', [-0.1121749, -0.2458882, 1.0]], ['2, k, 18', [-0.1098437, -0.5741239, 1.0]], ['2, k, 19', [-0.1142042, -0.6455439, 1.0]], ['2, k, 20', [-0.1629134, 0.5348915, 1.0]], ['2, k, 21', [-0.3540874, -0.04656069, 1.0]], ['2, k, 22', [-0.3222775, 0.01406425, 1.0]], ['2, k, 23', [0.1197018, 0.1144355, 1.0]], ['2, k, 24', [0.065359, 0.1761204, 1.0]]]
[['2, k, 0', [-0.1555684, 0.06957216, 1.0]], ['2, k, 1', [-0.1594878, 0.3380395, 1.0]], ['2, k, 2', [-0.1636005, 0.5980383, 1.0]], ['2, k, 3', [-0.151197, 0.7329137, 1.0]], ['2, k, 4', [-0.3154967, 0.4827928, 1.0]], ['2, k, 5', [-0.3654393, 0.2555663, 1.0]], ['2, k, 6', [-0.3597791, 0.06615873, 1.0]], ['2, k, 7', [-0.3530819, 0.02421358, 1.0]], ['2, k, 8', [0.002481287, 0.4939012, 1.0]], ['2, k, 9', [0.1021317, 0.3388299, 1.0]], ['2, k, 10', [0.1058029, 0.1794772, 1.0]], ['2, k, 11', [0.1024844, 0.1133061, 1.0]], ['2, k, 12', [-0.2172781, 0.06754646, 1.0]], ['2, k, 13', [-0.2156466, -0.2463077, 1.0]], ['2, k, 14', [-0.2122891, -0.5686977, 1.0]], ['2, k, 15', [-0.2102334, -0.6380645, 1.0]], ['2, k, 16', [-0.09034445, 0.06967366, 1.0]], ['2, k, 17', [-0.1128942, -0.2465214, 1.0]], ['2, k, 18', [-0.1093249, -0.5712401, 1.0]], ['2, k, 19', [-0.1148964, -0.6418546, 1.0]], ['2, k, 20', [-0.1626225, 0.5342953, 1.0]], ['2, k, 21', [-0.3533579, -0.04219227, 1.0]], ['2, k, 22', [-0.3245979, 0.01714776, 1.0]], ['2, k, 23', [0.1077419, 0.05504484, 1.0]], ['2, k, 24', [0.05185127, 0.124147, 1.0]]]
