[['2, k, 0', [0.0372114, -0.353782, 1.0]], ['2, k, 1', [0.0510859, -0.0469914, 1.0]], ['2, k, 2', [0.0644772, 0.254054, 1.0]], ['2, k, 3', [0.0739331, 0.393635, 1.0]], ['2, k, 4', [-0.0821768, 0.182601, 1.0]], ['2, k, 5', [-0.204444, 0.0893132, 1.0]], ['2, k, 6', [-0.215329, 0.0506787, 1.0]], ['2, k, 7', [-0.309126, 0.0671528, 1.0]], ['2, k, 8', [0.207059, 0.172053, 1.0]], ['2, k, 9', [0.314205, 0.076637, 1.0]], ['2, k, 10', [0.350141, 0.0460211, 1.0]], ['2, k, 11', [0.352506, 0.0258824, 1.0]], ['2, k, 12', [-0.0289476, -0.347504, 1.0]], ['2, k, 13', [-0.0707706, -0.790658, 1.0]], ['2, k, 14', [0.00986821, -0.723581, 1.0]], ['2, k, 15', [-0.0141027, -0.829653, 1.0]], ['2, k, 16', [0.102558, -0.352312, 1.0]], ['2, k, 17', [0.191169, -0.776409, 1.0]], ['2, k, 18', [0.194742, -1.08032, 1.0]], ['2, k, 19', [0.188668, -1.13496, 1.0]], ['2, k, 20', [0.0612063, 0.179598, 1.0]], ['2, k, 21', [-0.326656, 0.0514294, 1.0]], ['2, k, 22', [-0.280131, 0.0744198, 1.0]], ['2, k, 23', [0.37401, 0.000881293, 1.0]], ['2, k, 24', [0.397903, 0.0410955, 1.0]]]
[['2, k, 0', [0.0577246, -0.372655, 1.0]], ['2, k, 1', [0.0803155, -0.0543431, 1.0]], ['2, k, 2', [0.101099, 0.255781, 1.0]], ['2, k, 3', [0.067317, 0.377083, 1.0]], ['2, k, 4', [-0.0344485, 0.207153, 1.0]], ['2, k, 5', [-0.24962, 0.198087, 1.0]], ['2, k, 6', [-0.503383, 0.168889, 1.0]], ['2, k, 7', [-0.537801, 0.176899, 1.0]], ['2, k, 8', [0.195024, 0.137452, 1.0]], ['2, k, 9', [0.114028, 0.10437, 1.0]], ['2, k, 10', [-0.0456797, 0.0819411, 1.0]], ['2, k, 11', [-0.240482, 0.105342, 1.0]], ['2, k, 12', [0.00677822, -0.368484, 1.0]], ['2, k, 13', [-0.0525459, -0.793334, 1.0]], ['2, k, 14', [-0.0768742, -1.1457, 1.0]], ['2, k, 15', [-0.0663151, -1.20462, 1.0]], ['2, k, 16', [0.105061, -0.370191, 1.0]], ['2, k, 17', [0.195596, -0.702661, 1.0]], ['2, k, 18', [0.190762, -1.13069, 1.0]], ['2, k, 19', [0.185733, -1.19823, 1.0]], ['2, k, 20', [0.0956805, 0.178549, 1.0]], ['2, k, 21', [-0.562798, 0.171439, 1.0]], ['2, k, 22', [-0.497207, 0.202136, 1.0]], ['2, k, 23', [-0.260441, 0.0945669, 1.0]], ['2, k, 24', [-0.212094, 0.0934969, 1.0]]]
[['2, k, 0', [0.0557158, -0.375707, 1.0]], ['2, k, 1', [0.0787165, -0.0551378, 1.0]], ['2, k, 2', [0.0993415, 0.257648, 1.0]], ['2, k, 3', [0.0648176, 0.376716, 1.0]], ['2, k, 4', [-0.0294395, 0.20738, 1.0]], ['2, k, 5', [-0.243805, 0.191672, 1.0]], ['2, k, 6', [-0.454612, 0.184204, 1.0]], ['2, k, 7', [-0.532826, 0.185404, 1.0]], ['2, k, 8', [0.193625, 0.135185, 1.0]], ['2, k, 9', [0.0825022, 0.110476, 1.0]], ['2, k, 10', [-0.123578, 0.0937146, 1.0]], ['2, k, 11', [-0.272698, 0.107189, 1.0]], ['2, k, 12', [0.00648883, -0.370521, 1.0]], ['2, k, 13', [-0.0540235, -0.79611, 1.0]], ['2, k, 14', [-0.0746021, -1.14774, 1.0]], ['2, k, 15', [-0.0477644, -1.2073, 1.0]], ['2, k, 16', [0.101543, -0.373712, 1.0]], ['2, k, 17', [0.194157, -0.699012, 1.0]], ['2, k, 18', [0.196136, -1.13293, 1.0]], ['2, k, 19', [0.182616, -1.20259, 1.0]], ['2, k, 20', [0.0940775, 0.179735, 1.0]], ['2, k, 21', [-0.565645, 0.176289, 1.0]], ['2, k, 22', [-0.539159, 0.194708, 1.0]], ['2, k, 23', [-0.304639, 0.100063, 1.0]], ['2, k, 24', [-0.245595, 0.099419, 1.0]]]
[['2, k, 0', [0.0521395, -0.37675, 1.0]], ['2, k, 1', [0.075833, -0.0554945, 1.0]], ['2, k, 2', [0.0978156, 0.258174, 1.0]], ['2, k, 3', [0.0628784, 0.376099, 1.0]], ['2, k, 4', [-0.0266242, 0.205351, 1.0]], ['2, k, 5', [-0.240416, 0.190579, 1.0]], ['2, k, 6', [-0.460604, 0.190867, 1.0]], ['2, k, 7', [-0.507435, 0.183025, 1.0]], ['2, k, 8', [0.190165, 0.132504, 1.0]], ['2, k, 9', [0.0407237, 0.102582, 1.0]], ['2, k, 10', [-0.12974, 0.0901206, 1.0]], ['2, k, 11', [-0.288005, 0.107762, 1.0]], ['2, k, 12', [0.00473654, -0.371464, 1.0]], ['2, k, 13', [-0.0545739, -0.797246, 1.0]], ['2, k, 14', [-0.0748116, -1.14882, 1.0]], ['2, k, 15', [-0.102912, -1.19046, 1.0]], ['2, k, 16', [0.0968003, -0.374258, 1.0]], ['2, k, 17', [0.188555, -0.685345, 1.0]], ['2, k, 18', [0.214342, -1.12272, 1.0]], ['2, k, 19', [0.18286, -1.19059, 1.0]], ['2, k, 20', [0.0923025, 0.180206, 1.0]], ['2, k, 21', [-0.557558, 0.177438, 1.0]], ['2, k, 22', [-0.49579, 0.21394, 1.0]], ['2, k, 23', [-0.319112, 0.0994582, 1.0]], ['2, k, 24', [-0.305837, 0.0777748, 1.0]]]
[['2, k, 0', [0.0504342, -0.379041, 1.0]], ['2, k, 1', [0.0745755, -0.0562722, 1.0]], ['2, k, 2', [0.0966507, 0.258845, 1.0]], ['2, k, 3', [0.0624058, 0.375713, 1.0]], ['2, k, 4', [-0.0279456, 0.205131, 1.0]], ['2, k, 5', [-0.240412, 0.18939, 1.0]], ['2, k, 6', [-0.471602, 0.191107, 1.0]], ['2, k, 7', [-0.526934, 0.184033, 1.0]], ['2, k, 8', [0.185548, 0.12886, 1.0]], ['2, k, 9', [0.0447843, 0.1031, 1.0]], ['2, k, 10', [-0.155543, 0.084858, 1.0]], ['2, k, 11', [-0.317274, 0.108107, 1.0]], ['2, k, 12', [0.0035059, -0.375781, 1.0]], ['2, k, 13', [-0.054951, -0.797964, 1.0]], ['2, k, 14', [-0.0759864, -1.14974, 1.0]], ['2, k, 15', [-0.103957, -1.19062, 1.0]], ['2, k, 16', [0.095194, -0.375051, 1.0]], ['2, k, 17', [0.189723, -0.685323, 1.0]], ['2, k, 18', [0.222661, -1.13201, 1.0]], ['2, k, 19', [0.182703, -1.19085, 1.0]], ['2, k, 20', [0.0911624, 0.180546, 1.0]], ['2, k, 21', [-0.561132, 0.162933, 1.0]], ['2, k, 22', [-0.532638, 0.217898, 1.0]], ['2, k, 23', [-0.363248, 0.106756, 1.0]], ['2, k, 24', [-0.305243, 0.0900628, 1.0]]]
[['2, k, 0', [0.0500404, -0.37936, 1.0]], ['2, k, 1', [0.0732016, -0.0559877, 1.0]], ['2, k, 2', [0.094031, 0.260779, 1.0]], ['2, k, 3', [0.0583696, 0.37719, 1.0]], ['2, k, 4', [-0.0243959, 0.205762, 1.0]], ['2, k, 5', [-0.233653, 0.19098, 1.0]], ['2, k, 6', [-0.448222, 0.19071, 1.0]], ['2, k, 7', [-0.525131, 0.188407, 1.0]], ['2, k, 8', [0.180198, 0.129477, 1.0]], ['2, k, 9', [0.0430681, 0.103059, 1.0]], ['2, k, 10', [-0.196991, 0.08924, 1.0]], ['2, k, 11', [-0.334772, 0.104714, 1.0]], ['2, k, 12', [0.00381511, -0.3761, 1.0]], ['2, k, 13', [-0.0546588, -0.80101, 1.0]], ['2, k, 14', [-0.0778343, -1.15281, 1.0]], ['2, k, 15', [-0.0656991, -1.21977, 1.0]], ['2, k, 16', [0.093702, -0.375322, 1.0]], ['2, k, 17', [0.189632, -0.68564, 1.0]], ['2, k, 18', [0.228164, -1.13225, 1.0]], ['2, k, 19', [0.183329, -1.1889, 1.0]], ['2, k, 20', [0.0888931, 0.182088, 1.0]], ['2, k, 21', [-0.559577, 0.17672, 1.0]], ['2, k, 22', [-0.468595, 0.210018, 1.0]], ['2, k, 23', [-0.385499, 0.101035, 1.0]], ['2, k, 24', [-0.354835, 0.0811508, 1.0]]]
[['2, k, 0', [0.0495538, -0.379745, 1.0]], ['2, k, 1', [0.0714947, -0.0554563, 1.0]], ['2, k, 2', [0.0906973, 0.263865, 1.0]], ['2, k, 3', [0.0569003, 0.382072, 1.0]], ['2, k, 4', [-0.0218613, 0.205698, 1.0]], ['2, k, 5', [-0.228323, 0.191086, 1.0]], ['2, k, 6', [-0.442663, 0.18941, 1.0]], ['2, k, 7', [-0.519524, 0.197033, 1.0]], ['2, k, 8', [0.174983, 0.129216, 1.0]], ['2, k, 9', [0.0317572, 0.104346, 1.0]], ['2, k, 10', [-0.199587, 0.0868793, 1.0]], ['2, k, 11', [-0.361194, 0.103921, 1.0]], ['2, k, 12', [0.0040863, -0.376416, 1.0]], ['2, k, 13', [-0.0549925, -0.800768, 1.0]], ['2, k, 14', [-0.0801982, -1.15283, 1.0]], ['2, k, 15', [-0.101929, -1.19141, 1.0]], ['2, k, 16', [0.0917273, -0.375909, 1.0]], ['2, k, 17', [0.191519, -0.685826, 1.0]], ['2, k, 18', [0.22906, -1.12984, 1.0]], ['2, k, 19', [0.182204, -1.1871, 1.0]], ['2, k, 20', [0.0859843, 0.184525, 1.0]], ['2, k, 21', [-0.546953, 0.172145, 1.0]], ['2, k, 22', [-0.510472, 0.218038, 1.0]], ['2, k, 23', [-0.409975, 0.0998384, 1.0]], ['2, k, 24', [-0.413273, 0.0824743, 1.0]]]
[['2, k, 0', [0.0486877, -0.380746, 1.0]], ['2, k, 1', [0.070032, -0.0550865, 1.0]], ['2, k, 2', [0.0885099, 0.266259, 1.0]], ['2, k, 3', [0.0552488, 0.38496, 1.0]], ['2, k, 4', [-0.0207441, 0.206281, 1.0]], ['2, k, 5', [-0.251235, 0.197214, 1.0]], ['2, k, 6', [-0.464245, 0.181388, 1.0]], ['2, k, 7', [-0.489703, 0.197124, 1.0]], ['2, k, 8', [0.170673, 0.128202, 1.0]], ['2, k, 9', [0.0229719, 0.105702, 1.0]], ['2, k, 10', [-0.233105, 0.0868812, 1.0]], ['2, k, 11', [-0.376591, 0.102205, 1.0]], ['2, k, 12', [0.00427471, -0.377185, 1.0]], ['2, k, 13', [-0.0549899, -0.801202, 1.0]], ['2, k, 14', [-0.0788447, -1.15342, 1.0]], ['2, k, 15', [-0.0622722, -1.20208, 1.0]], ['2, k, 16', [0.0894523, -0.377065, 1.0]], ['2, k, 17', [0.192082, -0.685622, 1.0]], ['2, k, 18', [0.224021, -1.12951, 1.0]], ['2, k, 19', [0.173002, -1.18708, 1.0]], ['2, k, 20', [0.0839777, 0.186412, 1.0]], ['2, k, 21', [-0.537901, 0.20715, 1.0]], ['2, k, 22', [-0.453291, 0.205718, 1.0]], ['2, k, 23', [-0.434414, 0.102814, 1.0]], ['2, k, 24', [-0.387432, 0.0820446, 1.0]]]
[['2, k, 0', [0.0484882, -0.38083, 1.0]], ['2, k, 1', [0.0686943, -0.0540883, 1.0]], ['2, k, 2', [0.0861378, 0.268948, 1.0]], ['2, k, 3', [0.0519023, 0.388089, 1.0]], ['2, k, 4', [-0.0204298, 0.207033, 1.0]], ['2, k, 5', [-0.272639, 0.195232, 1.0]], ['2, k, 6', [-0.492204, 0.176419, 1.0]], ['2, k, 7', [-0.506089, 0.200317, 1.0]], ['2, k, 8', [0.160154, 0.131525, 1.0]], ['2, k, 9', [0.00802667, 0.106652, 1.0]], ['2, k, 10', [-0.25, 0.0870879, 1.0]], ['2, k, 11', [-0.390269, 0.101436, 1.0]], ['2, k, 12', [0.00466489, -0.377287, 1.0]], ['2, k, 13', [-0.0546611, -0.800807, 1.0]], ['2, k, 14', [-0.0775254, -1.15315, 1.0]], ['2, k, 15', [-0.0988159, -1.19043, 1.0]], ['2, k, 16', [0.0882899, -0.3771, 1.0]], ['2, k, 17', [0.191866, -0.68535, 1.0]], ['2, k, 18', [0.224706, -1.12988, 1.0]], ['2, k, 19', [0.175713, -1.18837, 1.0]], ['2, k, 20', [0.0818495, 0.188755, 1.0]], ['2, k, 21', [-0.532601, 0.194823, 1.0]], ['2, k, 22', [-0.50316, 0.217123, 1.0]], ['2, k, 23', [-0.449546, 0.105634, 1.0]], ['2, k, 24', [-0.385272, 0.0786898, 1.0]]]
[['2, k, 0', [0.0474709, -0.382108, 1.0]], ['2, k, 1', [0.0663911, -0.0530333, 1.0]], ['2, k, 2', [0.0819735, 0.274182, 1.0]], ['2, k, 3', [0.050154, 0.395253, 1.0]], ['2, k, 4', [-0.0209412, 0.209499, 1.0]], ['2, k, 5', [-0.262834, 0.195743, 1.0]], ['2, k, 6', [-0.484463, 0.175077, 1.0]], ['2, k, 7', [-0.501086, 0.198342, 1.0]], ['2, k, 8', [0.156996, 0.130823, 1.0]], ['2, k, 9', [-0.00179837, 0.106647, 1.0]], ['2, k, 10', [-0.262411, 0.0860379, 1.0]], ['2, k, 11', [-0.401826, 0.101037, 1.0]], ['2, k, 12', [0.00432993, -0.378897, 1.0]], ['2, k, 13', [-0.0553683, -0.802424, 1.0]], ['2, k, 14', [-0.0793495, -1.15458, 1.0]], ['2, k, 15', [-0.0462938, -1.21385, 1.0]], ['2, k, 16', [0.0873264, -0.377725, 1.0]], ['2, k, 17', [0.190906, -0.686136, 1.0]], ['2, k, 18', [0.222027, -1.13045, 1.0]], ['2, k, 19', [0.174469, -1.18947, 1.0]], ['2, k, 20', [0.0781815, 0.192828, 1.0]], ['2, k, 21', [-0.525281, 0.195551, 1.0]], ['2, k, 22', [-0.488857, 0.218945, 1.0]], ['2, k, 23', [-0.461357, 0.109998, 1.0]], ['2, k, 24', [-0.440113, 0.0819472, 1.0]]]
[['2, k, 0', [0.0473159, -0.382179, 1.0]], ['2, k, 1', [0.064036, -0.0512415, 1.0]], ['2, k, 2', [0.0771348, 0.278226, 1.0]], ['2, k, 3', [0.0460322, 0.400194, 1.0]], ['2, k, 4', [-0.0236623, 0.213014, 1.0]], ['2, k, 5', [-0.265824, 0.194251, 1.0]], ['2, k, 6', [-0.483344, 0.172409, 1.0]], ['2, k, 7', [-0.495762, 0.197157, 1.0]], ['2, k, 8', [0.148374, 0.130035, 1.0]], ['2, k, 9', [-0.0137474, 0.106505, 1.0]], ['2, k, 10', [-0.278831, 0.0861312, 1.0]], ['2, k, 11', [-0.437856, 0.103676, 1.0]], ['2, k, 12', [0.004707, -0.379504, 1.0]], ['2, k, 13', [-0.0552164, -0.80443, 1.0]], ['2, k, 14', [-0.0793843, -1.15669, 1.0]], ['2, k, 15', [-0.0456646, -1.21167, 1.0]], ['2, k, 16', [0.0864589, -0.37724, 1.0]], ['2, k, 17', [0.190849, -0.685452, 1.0]], ['2, k, 18', [0.221603, -1.13046, 1.0]], ['2, k, 19', [0.176589, -1.19147, 1.0]], ['2, k, 20', [0.0739659, 0.196433, 1.0]], ['2, k, 21', [-0.512231, 0.202344, 1.0]], ['2, k, 22', [-0.498893, 0.217951, 1.0]], ['2, k, 23', [-0.485631, 0.105113, 1.0]], ['2, k, 24', [-0.437307, 0.07737, 1.0]]]
[['2, k, 0', [0.0470228, -0.383289, 1.0]], ['2, k, 1', [0.0634211, -0.0514835, 1.0]], ['2, k, 2', [0.0767391, 0.278155, 1.0]], ['2, k, 3', [0.0432873, 0.400262, 1.0]], ['2, k, 4', [-0.0236103, 0.213117, 1.0]], ['2, k, 5', [-0.264427, 0.193655, 1.0]], ['2, k, 6', [-0.483834, 0.172074, 1.0]], ['2, k, 7', [-0.495752, 0.198146, 1.0]], ['2, k, 8', [0.139948, 0.128897, 1.0]], ['2, k, 9', [-0.0250982, 0.104808, 1.0]], ['2, k, 10', [-0.224596, 0.0744505, 1.0]], ['2, k, 11', [-0.450809, 0.10623, 1.0]], ['2, k, 12', [0.00543877, -0.380367, 1.0]], ['2, k, 13', [-0.0541209, -0.806819, 1.0]], ['2, k, 14', [-0.0781817, -1.1591, 1.0]], ['2, k, 15', [-0.0984809, -1.20279, 1.0]], ['2, k, 16', [0.085333, -0.378799, 1.0]], ['2, k, 17', [0.191495, -0.686179, 1.0]], ['2, k, 18', [0.224067, -1.13132, 1.0]], ['2, k, 19', [0.181368, -1.19151, 1.0]], ['2, k, 20', [0.0735036, 0.196376, 1.0]], ['2, k, 21', [-0.51217, 0.192951, 1.0]], ['2, k, 22', [-0.493308, 0.210925, 1.0]], ['2, k, 23', [-0.502332, 0.104301, 1.0]], ['2, k, 24', [-0.495048, 0.0861534, 1.0]]]
[['2, k, 0', [0.046662, -0.383636, 1.0]], ['2, k, 1', [0.0631755, -0.0512043, 1.0]], ['2, k, 2', [0.0770931, 0.278923, 1.0]], ['2, k, 3', [0.0419617, 0.400719, 1.0]], ['2, k, 4', [-0.022941, 0.214014, 1.0]], ['2, k, 5', [-0.262836, 0.19329, 1.0]], ['2, k, 6', [-0.481449, 0.169728, 1.0]], ['2, k, 7', [-0.485731, 0.199057, 1.0]], ['2, k, 8', [0.136725, 0.12894, 1.0]], ['2, k, 9', [-0.0417514, 0.0818538, 1.0]], ['2, k, 10', [-0.234219, 0.080188, 1.0]], ['2, k, 11', [-0.456062, 0.107097, 1.0]], ['2, k, 12', [0.00550713, -0.380376, 1.0]], ['2, k, 13', [-0.0536547, -0.806742, 1.0]], ['2, k, 14', [-0.0767563, -1.15899, 1.0]], ['2, k, 15', [-0.100721, -1.19281, 1.0]], ['2, k, 16', [0.0841232, -0.379836, 1.0]], ['2, k, 17', [0.193777, -0.687586, 1.0]], ['2, k, 18', [0.22556, -1.13076, 1.0]], ['2, k, 19', [0.182592, -1.19086, 1.0]], ['2, k, 20', [0.0736585, 0.197043, 1.0]], ['2, k, 21', [-0.499084, 0.199868, 1.0]], ['2, k, 22', [-0.485318, 0.223732, 1.0]], ['2, k, 23', [-0.517681, 0.112042, 1.0]], ['2, k, 24', [-0.452048, 0.079059, 1.0]]]
[['2, k, 0', [0.0460037, -0.383862, 1.0]], ['2, k, 1', [0.0622994, -0.0502925, 1.0]], ['2, k, 2', [0.0764706, 0.281098, 1.0]], ['2, k, 3', [0.0407961, 0.403553, 1.0]], ['2, k, 4', [-0.0231462, 0.216259, 1.0]], ['2, k, 5', [-0.185348, 0.196323, 1.0]], ['2, k, 6', [-0.474341, 0.171223, 1.0]], ['2, k, 7', [-0.570867, 0.16308, 1.0]], ['2, k, 8', [0.133714, 0.130008, 1.0]], ['2, k, 9', [-0.122524, 0.0950648, 1.0]], ['2, k, 10', [-0.36656, 0.0926248, 1.0]], ['2, k, 11', [-0.464597, 0.107364, 1.0]], ['2, k, 12', [0.00560258, -0.380953, 1.0]], ['2, k, 13', [-0.0532081, -0.807638, 1.0]], ['2, k, 14', [-0.0773742, -1.16006, 1.0]], ['2, k, 15', [-0.07287, -1.21035, 1.0]], ['2, k, 16', [0.0824885, -0.379394, 1.0]], ['2, k, 17', [0.195552, -0.687419, 1.0]], ['2, k, 18', [0.231062, -1.12804, 1.0]], ['2, k, 19', [0.180913, -1.1838, 1.0]], ['2, k, 20', [0.0729378, 0.198922, 1.0]], ['2, k, 21', [-0.583985, 0.164, 1.0]], ['2, k, 22', [-0.569917, 0.188004, 1.0]], ['2, k, 23', [-0.530263, 0.105316, 1.0]], ['2, k, 24', [-0.45349, 0.0852874, 1.0]]]
[['2, k, 0', [0.0443695, -0.384658, 1.0]], ['2, k, 1', [0.0612759, -0.0502249, 1.0]], ['2, k, 2', [0.0757311, 0.281165, 1.0]], ['2, k, 3', [0.0400138, 0.403808, 1.0]], ['2, k, 4', [-0.0236257, 0.216384, 1.0]], ['2, k, 5', [-0.184236, 0.196213, 1.0]], ['2, k, 6', [-0.397875, 0.188001, 1.0]], ['2, k, 7', [-0.442773, 0.193341, 1.0]], ['2, k, 8', [0.131057, 0.129282, 1.0]], ['2, k, 9', [-0.0967888, 0.0991905, 1.0]], ['2, k, 10', [-0.369493, 0.0922171, 1.0]], ['2, k, 11', [-0.470702, 0.1085, 1.0]], ['2, k, 12', [0.00542325, -0.381086, 1.0]], ['2, k, 13', [-0.0531206, -0.806681, 1.0]], ['2, k, 14', [-0.0775395, -1.159, 1.0]], ['2, k, 15', [-0.0278267, -1.21609, 1.0]], ['2, k, 16', [0.0792976, -0.380851, 1.0]], ['2, k, 17', [0.195336, -0.688263, 1.0]], ['2, k, 18', [0.229312, -1.12796, 1.0]], ['2, k, 19', [0.179773, -1.18557, 1.0]], ['2, k, 20', [0.0721702, 0.199016, 1.0]], ['2, k, 21', [-0.481075, 0.201072, 1.0]], ['2, k, 22', [-0.452552, 0.211242, 1.0]], ['2, k, 23', [-0.533151, 0.115081, 1.0]], ['2, k, 24', [-0.521576, 0.0872456, 1.0]]]
[['2, k, 0', [0.0439729, -0.384454, 1.0]], ['2, k, 1', [0.059087, -0.0496618, 1.0]], ['2, k, 2', [0.071505, 0.281072, 1.0]], ['2, k, 3', [0.039791, 0.405883, 1.0]], ['2, k, 4', [-0.0273125, 0.216472, 1.0]], ['2, k, 5', [-0.184668, 0.196104, 1.0]], ['2, k, 6', [-0.398151, 0.187225, 1.0]], ['2, k, 7', [-0.437054, 0.192676, 1.0]], ['2, k, 8', [0.128887, 0.129366, 1.0]], ['2, k, 9', [-0.0969172, 0.0991033, 1.0]], ['2, k, 10', [-0.362506, 0.0916053, 1.0]], ['2, k, 11', [-0.466134, 0.107, 1.0]], ['2, k, 12', [0.00535408, -0.381012, 1.0]], ['2, k, 13', [-0.0525505, -0.805844, 1.0]], ['2, k, 14', [-0.0764571, -1.15841, 1.0]], ['2, k, 15', [-0.0551119, -1.21464, 1.0]], ['2, k, 16', [0.0788937, -0.380457, 1.0]], ['2, k, 17', [0.195421, -0.688196, 1.0]], ['2, k, 18', [0.228904, -1.12618, 1.0]], ['2, k, 19', [0.181105, -1.18575, 1.0]], ['2, k, 20', [0.0685266, 0.199191, 1.0]], ['2, k, 21', [-0.473663, 0.196374, 1.0]], ['2, k, 22', [-0.436956, 0.209208, 1.0]], ['2, k, 23', [-0.532713, 0.117189, 1.0]], ['2, k, 24', [-0.523177, 0.0875119, 1.0]]]
[['2, k, 0', [0.0432757, -0.383606, 1.0]], ['2, k, 1', [0.057393, -0.0487559, 1.0]], ['2, k, 2', [0.0690476, 0.281481, 1.0]], ['2, k, 3', [0.0399738, 0.407275, 1.0]], ['2, k, 4', [-0.0296257, 0.216961, 1.0]], ['2, k, 5', [-0.172089, 0.198375, 1.0]], ['2, k, 6', [-0.366098, 0.202079, 1.0]], ['2, k, 7', [-0.41778, 0.196202, 1.0]], ['2, k, 8', [0.127014, 0.129667, 1.0]], ['2, k, 9', [-0.138983, 0.0972103, 1.0]], ['2, k, 10', [-0.368528, 0.0907533, 1.0]], ['2, k, 11', [-0.463335, 0.105696, 1.0]], ['2, k, 12', [0.00543238, -0.380925, 1.0]], ['2, k, 13', [-0.0523331, -0.805387, 1.0]], ['2, k, 14', [-0.0753955, -1.15779, 1.0]], ['2, k, 15', [-0.0541531, -1.21407, 1.0]], ['2, k, 16', [0.0770359, -0.377813, 1.0]], ['2, k, 17', [0.195353, -0.685845, 1.0]], ['2, k, 18', [0.229754, -1.12451, 1.0]], ['2, k, 19', [0.182389, -1.18376, 1.0]], ['2, k, 20', [0.0662662, 0.199761, 1.0]], ['2, k, 21', [-0.473076, 0.197139, 1.0]], ['2, k, 22', [-0.439844, 0.212767, 1.0]], ['2, k, 23', [-0.529353, 0.116956, 1.0]], ['2, k, 24', [-0.48958, 0.0864169, 1.0]]]
[['2, k, 0', [0.0430125, -0.38385, 1.0]], ['2, k, 1', [0.0563716, -0.0486304, 1.0]], ['2, k, 2', [0.0675516, 0.281985, 1.0]], ['2, k, 3', [0.0389728, 0.408289, 1.0]], ['2, k, 4', [-0.0310617, 0.217519, 1.0]], ['2, k, 5', [-0.167857, 0.200459, 1.0]], ['2, k, 6', [-0.364735, 0.197218, 1.0]], ['2, k, 7', [-0.418925, 0.19781, 1.0]], ['2, k, 8', [0.124454, 0.130178, 1.0]], ['2, k, 9', [-0.141424, 0.0970731, 1.0]], ['2, k, 10', [-0.37786, 0.0928594, 1.0]], ['2, k, 11', [-0.481451, 0.104426, 1.0]], ['2, k, 12', [0.00526595, -0.382006, 1.0]], ['2, k, 13', [-0.0521429, -0.805666, 1.0]], ['2, k, 14', [-0.0747655, -1.15778, 1.0]], ['2, k, 15', [-0.0548461, -1.21114, 1.0]], ['2, k, 16', [0.0769727, -0.377776, 1.0]], ['2, k, 17', [0.195482, -0.68613, 1.0]], ['2, k, 18', [0.229962, -1.12647, 1.0]], ['2, k, 19', [0.181907, -1.18388, 1.0]], ['2, k, 20', [0.0648698, 0.200175, 1.0]], ['2, k, 21', [-0.470371, 0.202456, 1.0]], ['2, k, 22', [-0.407378, 0.212683, 1.0]], ['2, k, 23', [-0.545787, 0.109935, 1.0]], ['2, k, 24', [-0.504169, 0.0816284, 1.0]]]
[['2, k, 0', [0.0428056, -0.384098, 1.0]], ['2, k, 1', [0.056239, -0.0487083, 1.0]], ['2, k, 2', [0.0675346, 0.281944, 1.0]], ['2, k, 3', [0.0373928, 0.407924, 1.0]], ['2, k, 4', [-0.0310721, 0.217493, 1.0]], ['2, k, 5', [-0.16346, 0.200457, 1.0]], ['2, k, 6', [-0.416549, 0.196232, 1.0]], ['2, k, 7', [-0.451292, 0.196944, 1.0]], ['2, k, 8', [0.122398, 0.129587, 1.0]], ['2, k, 9', [-0.143671, 0.0967422, 1.0]], ['2, k, 10', [-0.364918, 0.084959, 1.0]], ['2, k, 11', [-0.426825, 0.0975299, 1.0]], ['2, k, 12', [0.00526697, -0.382496, 1.0]], ['2, k, 13', [-0.0508382, -0.808125, 1.0]], ['2, k, 14', [-0.0766614, -1.16004, 1.0]], ['2, k, 15', [-0.0766212, -1.21507, 1.0]], ['2, k, 16', [0.0768495, -0.377808, 1.0]], ['2, k, 17', [0.196292, -0.686634, 1.0]], ['2, k, 18', [0.233205, -1.13158, 1.0]], ['2, k, 19', [0.182264, -1.18149, 1.0]], ['2, k, 20', [0.0648329, 0.200129, 1.0]], ['2, k, 21', [-0.475105, 0.20381, 1.0]], ['2, k, 22', [-0.446696, 0.216162, 1.0]], ['2, k, 23', [-0.499645, 0.103991, 1.0]], ['2, k, 24', [-0.429773, 0.0979295, 1.0]]]
