[['2, k, 0', [0.03781053, -0.01518386, 1.0]], ['2, k, 1', [0.03946309, 0.2286131, 1.0]], ['2, k, 2', [0.04004328, 0.465017, 1.0]], ['2, k, 3', [0.06805135, 0.6108379, 1.0]], ['2, k, 4', [-0.1496139, 0.4062978, 1.0]], ['2, k, 5', [-0.2153379, 0.2058084, 1.0]], ['2, k, 6', [-0.005631469, 0.1499278, 1.0]], ['2, k, 7', [0.04146602, 0.1989405, 1.0]], ['2, k, 8', [0.2224711, 0.3747358, 1.0]], ['2, k, 9', [0.2760807, 0.1266427, 1.0]], ['2, k, 10', [0.1065743, 0.2170958, 1.0]], ['2, k, 11', [0.05536721, 0.2091614, 1.0]], ['2, k, 12', [-0.0354522, -0.01049781, 1.0]], ['2, k, 13', [-0.1007666, -0.2974391, 1.0]], ['2, k, 14', [-0.07307123, -0.6147866, 1.0]], ['2, k, 15', [-0.04236099, -0.6573742, 1.0]], ['2, k, 16', [0.1092245, -0.01976878, 1.0]], ['2, k, 17', [0.1650263, -0.3041157, 1.0]], ['2, k, 18', [0.1043162, -0.6167067, 1.0]], ['2, k, 19', [0.09307124, -0.6580104, 1.0]], ['2, k, 20', [0.03968353, 0.4069925, 1.0]], ['2, k, 21', [0.09192146, 0.2182757, 1.0]], ['2, k, 22', [0.05436463, 0.1481551, 1.0]], ['2, k, 23', [0.02065904, 0.2209434, 1.0]], ['2, k, 24', [0.04676961, 0.2710095, 1.0]]]
[['2, k, 0', [0.02224207, -0.002112671, 1.0]], ['2, k, 1', [0.02305885, 0.2434682, 1.0]], ['2, k, 2', [0.02357296, 0.4796187, 1.0]], ['2, k, 3', [0.0484991, 0.6079887, 1.0]], ['2, k, 4', [-0.1337463, 0.3910286, 1.0]], ['2, k, 5', [-0.2608907, 0.4546169, 1.0]], ['2, k, 6', [-0.06798458, 0.5547971, 1.0]], ['2, k, 7', [-0.08586285, 0.5542207, 1.0]], ['2, k, 8', [0.1957383, 0.3992248, 1.0]], ['2, k, 9', [0.3702047, 0.3969716, 1.0]], ['2, k, 10', [0.2060429, 0.5385721, 1.0]], ['2, k, 11', [0.1560513, 0.5852282, 1.0]], ['2, k, 12', [-0.06186447, -0.001724573, 1.0]], ['2, k, 13', [-0.1023448, -0.2749945, 1.0]], ['2, k, 14', [-0.07136621, -0.6122036, 1.0]], ['2, k, 15', [-0.04049, -0.6617147, 1.0]], ['2, k, 16', [0.1054615, -0.002591756, 1.0]], ['2, k, 17', [0.1587023, -0.2791528, 1.0]], ['2, k, 18', [0.108081, -0.5982472, 1.0]], ['2, k, 19', [0.09123926, -0.6503505, 1.0]], ['2, k, 20', [0.02352856, 0.4217807, 1.0]], ['2, k, 21', [-0.01488408, 0.6068072, 1.0]], ['2, k, 22', [-0.06351101, 0.5413458, 1.0]], ['2, k, 23', [0.09395485, 0.6326209, 1.0]], ['2, k, 24', [0.1499032, 0.5675063, 1.0]]]
[['2, k, 0', [0.02254926, -0.002302766, 1.0]], ['2, k, 1', [0.0231084, 0.2433558, 1.0]], ['2, k, 2', [0.02350054, 0.4795152, 1.0]], ['2, k, 3', [0.04865642, 0.6079302, 1.0]], ['2, k, 4', [-0.133766, 0.3907357, 1.0]], ['2, k, 5', [-0.2601393, 0.4546238, 1.0]], ['2, k, 6', [-0.06705443, 0.554374, 1.0]], ['2, k, 7', [-0.08604081, 0.5539086, 1.0]], ['2, k, 8', [0.1954789, 0.3983595, 1.0]], ['2, k, 9', [0.3704125, 0.3959871, 1.0]], ['2, k, 10', [0.2066899, 0.5379414, 1.0]], ['2, k, 11', [0.1564443, 0.5852035, 1.0]], ['2, k, 12', [-0.06166327, -0.001908707, 1.0]], ['2, k, 13', [-0.1020218, -0.2700978, 1.0]], ['2, k, 14', [-0.0712459, -0.6119953, 1.0]], ['2, k, 15', [-0.04007723, -0.6616696, 1.0]], ['2, k, 16', [0.1059177, -0.002767211, 1.0]], ['2, k, 17', [0.1587038, -0.2786827, 1.0]], ['2, k, 18', [0.1081236, -0.5982618, 1.0]], ['2, k, 19', [0.09104171, -0.6505286, 1.0]], ['2, k, 20', [0.02348798, 0.4216806, 1.0]], ['2, k, 21', [-0.01601348, 0.6057138, 1.0]], ['2, k, 22', [-0.06057405, 0.5449561, 1.0]], ['2, k, 23', [0.0942551, 0.6309518, 1.0]], ['2, k, 24', [0.1486111, 0.5683522, 1.0]]]
[['2, k, 0', [0.02077487, -0.000747281, 1.0]], ['2, k, 1', [0.02273633, 0.2436237, 1.0]], ['2, k, 2', [0.02351053, 0.4794844, 1.0]], ['2, k, 3', [0.04853496, 0.6076786, 1.0]], ['2, k, 4', [-0.1337636, 0.3906256, 1.0]], ['2, k, 5', [-0.2626237, 0.4486841, 1.0]], ['2, k, 6', [-0.07125852, 0.5517057, 1.0]], ['2, k, 7', [-0.06077392, 0.5768938, 1.0]], ['2, k, 8', [0.1973876, 0.4066781, 1.0]], ['2, k, 9', [0.3675749, 0.3925979, 1.0]], ['2, k, 10', [0.2063035, 0.5372024, 1.0]], ['2, k, 11', [0.1549379, 0.5828125, 1.0]], ['2, k, 12', [-0.06329995, -0.0002861236, 1.0]], ['2, k, 13', [-0.1019917, -0.2699196, 1.0]], ['2, k, 14', [-0.07221213, -0.6113898, 1.0]], ['2, k, 15', [-0.03994404, -0.6614744, 1.0]], ['2, k, 16', [0.1040699, -0.001287803, 1.0]], ['2, k, 17', [0.1588573, -0.2784316, 1.0]], ['2, k, 18', [0.1081155, -0.5982642, 1.0]], ['2, k, 19', [0.0910222, -0.6505458, 1.0]], ['2, k, 20', [0.02346872, 0.4216794, 1.0]], ['2, k, 21', [0.01323475, 0.6303511, 1.0]], ['2, k, 22', [-0.09266108, 0.5139765, 1.0]], ['2, k, 23', [0.08871828, 0.6280254, 1.0]], ['2, k, 24', [0.1426772, 0.5705939, 1.0]]]
[['2, k, 0', [0.02180512, -0.001162358, 1.0]], ['2, k, 1', [0.02298131, 0.2435939, 1.0]], ['2, k, 2', [0.02355168, 0.4795365, 1.0]], ['2, k, 3', [0.04862908, 0.6076332, 1.0]], ['2, k, 4', [-0.1337641, 0.3905759, 1.0]], ['2, k, 5', [-0.2628882, 0.4467119, 1.0]], ['2, k, 6', [-0.07158591, 0.549668, 1.0]], ['2, k, 7', [-0.05543824, 0.5778524, 1.0]], ['2, k, 8', [0.1968043, 0.4034214, 1.0]], ['2, k, 9', [0.365754, 0.3912299, 1.0]], ['2, k, 10', [0.2039818, 0.5349373, 1.0]], ['2, k, 11', [0.1514, 0.5795663, 1.0]], ['2, k, 12', [-0.06244296, -0.0007826874, 1.0]], ['2, k, 13', [-0.1021849, -0.2719326, 1.0]], ['2, k, 14', [-0.07221979, -0.6115308, 1.0]], ['2, k, 15', [-0.03979832, -0.6616044, 1.0]], ['2, k, 16', [0.1053036, -0.001591755, 1.0]], ['2, k, 17', [0.158896, -0.2783401, 1.0]], ['2, k, 18', [0.1081327, -0.5982674, 1.0]], ['2, k, 19', [0.09090008, -0.6507603, 1.0]], ['2, k, 20', [0.02352844, 0.4217163, 1.0]], ['2, k, 21', [0.01531754, 0.6279802, 1.0]], ['2, k, 22', [-0.06854382, 0.5267655, 1.0]], ['2, k, 23', [0.0892228, 0.6203166, 1.0]], ['2, k, 24', [0.1466136, 0.5606992, 1.0]]]
[['2, k, 0', [0.02182662, -0.001343298, 1.0]], ['2, k, 1', [0.02296046, 0.2435173, 1.0]], ['2, k, 2', [0.02352413, 0.4795066, 1.0]], ['2, k, 3', [0.04846317, 0.6076087, 1.0]], ['2, k, 4', [-0.1338172, 0.3901486, 1.0]], ['2, k, 5', [-0.2632843, 0.4417278, 1.0]], ['2, k, 6', [-0.07377026, 0.5478208, 1.0]], ['2, k, 7', [-0.05311285, 0.5773886, 1.0]], ['2, k, 8', [0.1967133, 0.4017363, 1.0]], ['2, k, 9', [0.3648008, 0.3867652, 1.0]], ['2, k, 10', [0.2036156, 0.5301333, 1.0]], ['2, k, 11', [0.1533227, 0.5711849, 1.0]], ['2, k, 12', [-0.0623247, -0.0008716627, 1.0]], ['2, k, 13', [-0.1021036, -0.2721583, 1.0]], ['2, k, 14', [-0.0722165, -0.6115373, 1.0]], ['2, k, 15', [-0.03969673, -0.6615965, 1.0]], ['2, k, 16', [0.1051802, -0.002022791, 1.0]], ['2, k, 17', [0.1591725, -0.279662, 1.0]], ['2, k, 18', [0.1080209, -0.598452, 1.0]], ['2, k, 19', [0.09099349, -0.6504372, 1.0]], ['2, k, 20', [0.02349909, 0.4216774, 1.0]], ['2, k, 21', [0.01814854, 0.6307617, 1.0]], ['2, k, 22', [-0.07340452, 0.5231478, 1.0]], ['2, k, 23', [0.09030889, 0.6128626, 1.0]], ['2, k, 24', [0.144493, 0.557416, 1.0]]]
[['2, k, 0', [0.02183665, -0.001632656, 1.0]], ['2, k, 1', [0.02314072, 0.2433695, 1.0]], ['2, k, 2', [0.02404126, 0.4794321, 1.0]], ['2, k, 3', [0.04846001, 0.6076496, 1.0]], ['2, k, 4', [-0.1338168, 0.389688, 1.0]], ['2, k, 5', [-0.2678061, 0.4260257, 1.0]], ['2, k, 6', [-0.08419005, 0.5418905, 1.0]], ['2, k, 7', [-0.053914, 0.5757039, 1.0]], ['2, k, 8', [0.1971422, 0.4021913, 1.0]], ['2, k, 9', [0.3637145, 0.3811004, 1.0]], ['2, k, 10', [0.2042207, 0.5258773, 1.0]], ['2, k, 11', [0.1508617, 0.5653349, 1.0]], ['2, k, 12', [-0.06224485, -0.0009539399, 1.0]], ['2, k, 13', [-0.1020178, -0.2717179, 1.0]], ['2, k, 14', [-0.0723014, -0.6115757, 1.0]], ['2, k, 15', [-0.0394521, -0.6616064, 1.0]], ['2, k, 16', [0.1049728, -0.002695075, 1.0]], ['2, k, 17', [0.1593203, -0.2798052, 1.0]], ['2, k, 18', [0.1080186, -0.5984409, 1.0]], ['2, k, 19', [0.09077729, -0.6502981, 1.0]], ['2, k, 20', [0.02389038, 0.4215837, 1.0]], ['2, k, 21', [0.01158516, 0.6299584, 1.0]], ['2, k, 22', [-0.06757786, 0.5227942, 1.0]], ['2, k, 23', [0.09116072, 0.6044382, 1.0]], ['2, k, 24', [0.1413425, 0.5522193, 1.0]]]
[['2, k, 0', [0.02196589, -0.002444104, 1.0]], ['2, k, 1', [0.02415772, 0.2430588, 1.0]], ['2, k, 2', [0.02821522, 0.4802839, 1.0]], ['2, k, 3', [0.04844818, 0.6077161, 1.0]], ['2, k, 4', [-0.1339517, 0.3881953, 1.0]], ['2, k, 5', [-0.2689705, 0.4155969, 1.0]], ['2, k, 6', [-0.08780982, 0.5353417, 1.0]], ['2, k, 7', [-0.05104899, 0.5737234, 1.0]], ['2, k, 8', [0.1966787, 0.3989286, 1.0]], ['2, k, 9', [0.3613537, 0.3736394, 1.0]], ['2, k, 10', [0.2017143, 0.5165882, 1.0]], ['2, k, 11', [0.1471422, 0.5557699, 1.0]], ['2, k, 12', [-0.06194257, -0.001526296, 1.0]], ['2, k, 13', [-0.1016084, -0.2744525, 1.0]], ['2, k, 14', [-0.07235233, -0.6116585, 1.0]], ['2, k, 15', [-0.03975865, -0.6615611, 1.0]], ['2, k, 16', [0.1049819, -0.003812687, 1.0]], ['2, k, 17', [0.1593542, -0.2797858, 1.0]], ['2, k, 18', [0.1082304, -0.5983813, 1.0]], ['2, k, 19', [0.09061259, -0.6504583, 1.0]], ['2, k, 20', [0.02703435, 0.4219866, 1.0]], ['2, k, 21', [0.01148278, 0.6287423, 1.0]], ['2, k, 22', [-0.07682384, 0.5091262, 1.0]], ['2, k, 23', [0.08172245, 0.5935788, 1.0]], ['2, k, 24', [0.1292329, 0.5544317, 1.0]]]
[['2, k, 0', [0.02209368, -0.002757023, 1.0]], ['2, k, 1', [0.02500987, 0.2430343, 1.0]], ['2, k, 2', [0.02992623, 0.4809231, 1.0]], ['2, k, 3', [0.04804176, 0.6081163, 1.0]], ['2, k, 4', [-0.1337066, 0.3875913, 1.0]], ['2, k, 5', [-0.2729817, 0.3988127, 1.0]], ['2, k, 6', [-0.09683003, 0.5260437, 1.0]], ['2, k, 7', [-0.05115673, 0.5657533, 1.0]], ['2, k, 8', [0.1967482, 0.3977688, 1.0]], ['2, k, 9', [0.3586055, 0.3662008, 1.0]], ['2, k, 10', [0.2014372, 0.5117226, 1.0]], ['2, k, 11', [0.1438492, 0.5475153, 1.0]], ['2, k, 12', [-0.06179784, -0.001770328, 1.0]], ['2, k, 13', [-0.1015963, -0.2744657, 1.0]], ['2, k, 14', [-0.07426799, -0.6092767, 1.0]], ['2, k, 15', [-0.04121662, -0.6592385, 1.0]], ['2, k, 16', [0.1051187, -0.004174822, 1.0]], ['2, k, 17', [0.1590493, -0.2832086, 1.0]], ['2, k, 18', [0.1082869, -0.5983311, 1.0]], ['2, k, 19', [0.09075393, -0.6506217, 1.0]], ['2, k, 20', [0.02860644, 0.4224708, 1.0]], ['2, k, 21', [0.007315038, 0.6144652, 1.0]], ['2, k, 22', [-0.06631504, 0.5121679, 1.0]], ['2, k, 23', [0.07827973, 0.5843199, 1.0]], ['2, k, 24', [0.1278234, 0.5469126, 1.0]]]
[['2, k, 0', [0.02225616, -0.00442375, 1.0]], ['2, k, 1', [0.02520904, 0.2421228, 1.0]], ['2, k, 2', [0.02988968, 0.4801009, 1.0]], ['2, k, 3', [0.04779576, 0.6082153, 1.0]], ['2, k, 4', [-0.1336221, 0.3860746, 1.0]], ['2, k, 5', [-0.2725294, 0.3923181, 1.0]], ['2, k, 6', [-0.09585154, 0.5191551, 1.0]], ['2, k, 7', [-0.07395729, 0.5329241, 1.0]], ['2, k, 8', [0.1968865, 0.3960199, 1.0]], ['2, k, 9', [0.3596515, 0.3368267, 1.0]], ['2, k, 10', [0.2035194, 0.4957005, 1.0]], ['2, k, 11', [0.1404281, 0.5354361, 1.0]], ['2, k, 12', [-0.06150514, -0.002987513, 1.0]], ['2, k, 13', [-0.1011862, -0.2780879, 1.0]], ['2, k, 14', [-0.07371605, -0.6112673, 1.0]], ['2, k, 15', [-0.0412, -0.661018, 1.0]], ['2, k, 16', [0.1052142, -0.006706872, 1.0]], ['2, k, 17', [0.1591499, -0.2830259, 1.0]], ['2, k, 18', [0.1083124, -0.5982325, 1.0]], ['2, k, 19', [0.09093809, -0.6504731, 1.0]], ['2, k, 20', [0.02865054, 0.4216986, 1.0]], ['2, k, 21', [-0.008085789, 0.5884678, 1.0]], ['2, k, 22', [-0.06971165, 0.4999419, 1.0]], ['2, k, 23', [0.07892445, 0.5734206, 1.0]], ['2, k, 24', [0.1340584, 0.5200623, 1.0]]]
[['2, k, 0', [0.02265422, -0.007500371, 1.0]], ['2, k, 1', [0.02531411, 0.2408395, 1.0]], ['2, k, 2', [0.02962116, 0.4795887, 1.0]], ['2, k, 3', [0.04740031, 0.6086526, 1.0]], ['2, k, 4', [-0.1338709, 0.3836604, 1.0]], ['2, k, 5', [-0.2719662, 0.3828555, 1.0]], ['2, k, 6', [-0.09600858, 0.5109764, 1.0]], ['2, k, 7', [-0.0606127, 0.5421712, 1.0]], ['2, k, 8', [0.1967874, 0.3948002, 1.0]], ['2, k, 9', [0.3596808, 0.3318677, 1.0]], ['2, k, 10', [0.1996275, 0.4886988, 1.0]], ['2, k, 11', [0.1419005, 0.5173137, 1.0]], ['2, k, 12', [-0.06109241, -0.005792956, 1.0]], ['2, k, 13', [-0.1011605, -0.2781354, 1.0]], ['2, k, 14', [-0.07517777, -0.6099152, 1.0]], ['2, k, 15', [-0.04146799, -0.6597613, 1.0]], ['2, k, 16', [0.1055741, -0.009508608, 1.0]], ['2, k, 17', [0.158749, -0.2886487, 1.0]], ['2, k, 18', [0.1075048, -0.603199, 1.0]], ['2, k, 19', [0.09018482, -0.6526536, 1.0]], ['2, k, 20', [0.02848172, 0.4210833, 1.0]], ['2, k, 21', [-0.005206055, 0.6007125, 1.0]], ['2, k, 22', [-0.04750179, 0.5124148, 1.0]], ['2, k, 23', [0.07659515, 0.5558786, 1.0]], ['2, k, 24', [0.1482771, 0.4880025, 1.0]]]
[['2, k, 0', [0.02521368, -0.01112952, 1.0]], ['2, k, 1', [0.02678223, 0.2390001, 1.0]], ['2, k, 2', [0.03039365, 0.478504, 1.0]], ['2, k, 3', [0.04729096, 0.609572, 1.0]], ['2, k, 4', [-0.1337938, 0.3814104, 1.0]], ['2, k, 5', [-0.2793919, 0.3520097, 1.0]], ['2, k, 6', [-0.09849123, 0.4985265, 1.0]], ['2, k, 7', [-0.05464735, 0.5337033, 1.0]], ['2, k, 8', [0.1963176, 0.3910218, 1.0]], ['2, k, 9', [0.3585305, 0.3249815, 1.0]], ['2, k, 10', [0.2010119, 0.4687699, 1.0]], ['2, k, 11', [0.1299299, 0.5100413, 1.0]], ['2, k, 12', [-0.05694999, -0.01009564, 1.0]], ['2, k, 13', [-0.1015163, -0.276217, 1.0]], ['2, k, 14', [-0.07475016, -0.6108929, 1.0]], ['2, k, 15', [-0.04187013, -0.6606889, 1.0]], ['2, k, 16', [0.1068407, -0.01224323, 1.0]], ['2, k, 17', [0.1588555, -0.2891391, 1.0]], ['2, k, 18', [0.1073959, -0.603645, 1.0]], ['2, k, 19', [0.09057972, -0.6529626, 1.0]], ['2, k, 20', [0.02939021, 0.419882, 1.0]], ['2, k, 21', [0.005587214, 0.5821924, 1.0]], ['2, k, 22', [-0.06303685, 0.4878776, 1.0]], ['2, k, 23', [0.06595895, 0.5426709, 1.0]], ['2, k, 24', [0.1411721, 0.4748652, 1.0]]]
[['2, k, 0', [0.02607756, -0.01457131, 1.0]], ['2, k, 1', [0.02815081, 0.236307, 1.0]], ['2, k, 2', [0.03150064, 0.4770048, 1.0]], ['2, k, 3', [0.04766833, 0.6161314, 1.0]], ['2, k, 4', [-0.1341677, 0.3781376, 1.0]], ['2, k, 5', [-0.2792147, 0.3464459, 1.0]], ['2, k, 6', [-0.09444168, 0.4614264, 1.0]], ['2, k, 7', [-0.04891809, 0.5219901, 1.0]], ['2, k, 8', [0.1953857, 0.3884427, 1.0]], ['2, k, 9', [0.3556753, 0.3192755, 1.0]], ['2, k, 10', [0.1904826, 0.4664018, 1.0]], ['2, k, 11', [0.1275521, 0.495382, 1.0]], ['2, k, 12', [-0.05596923, -0.01289424, 1.0]], ['2, k, 13', [-0.1014182, -0.2774127, 1.0]], ['2, k, 14', [-0.07418736, -0.6110119, 1.0]], ['2, k, 15', [-0.04137211, -0.6606072, 1.0]], ['2, k, 16', [0.1074235, -0.0160425, 1.0]], ['2, k, 17', [0.159612, -0.2925835, 1.0]], ['2, k, 18', [0.1068865, -0.6068138, 1.0]], ['2, k, 19', [0.08989503, -0.6543883, 1.0]], ['2, k, 20', [0.03060284, 0.418086, 1.0]], ['2, k, 21', [0.006611572, 0.5656757, 1.0]], ['2, k, 22', [-0.02741031, 0.4974588, 1.0]], ['2, k, 23', [0.06572942, 0.5263346, 1.0]], ['2, k, 24', [0.1374889, 0.4599169, 1.0]]]
[['2, k, 0', [0.03110649, -0.02178445, 1.0]], ['2, k, 1', [0.0307214, 0.2311758, 1.0]], ['2, k, 2', [0.03202212, 0.4738812, 1.0]], ['2, k, 3', [0.04893938, 0.6239389, 1.0]], ['2, k, 4', [-0.1298133, 0.3581509, 1.0]], ['2, k, 5', [-0.2793722, 0.3460357, 1.0]], ['2, k, 6', [-0.02801596, 0.49623, 1.0]], ['2, k, 7', [0.05531513, 0.5103982, 1.0]], ['2, k, 8', [0.1978552, 0.3832247, 1.0]], ['2, k, 9', [0.353194, 0.310162, 1.0]], ['2, k, 10', [0.1832581, 0.4546026, 1.0]], ['2, k, 11', [0.1251277, 0.4803228, 1.0]], ['2, k, 12', [-0.04968651, -0.02216354, 1.0]], ['2, k, 13', [-0.101488, -0.2839577, 1.0]], ['2, k, 14', [-0.07396377, -0.6110061, 1.0]], ['2, k, 15', [-0.04137766, -0.6606617, 1.0]], ['2, k, 16', [0.1111394, -0.02114874, 1.0]], ['2, k, 17', [0.1596606, -0.2943629, 1.0]], ['2, k, 18', [0.1066832, -0.6084949, 1.0]], ['2, k, 19', [0.09162688, -0.6542426, 1.0]], ['2, k, 20', [0.03155797, 0.4145165, 1.0]], ['2, k, 21', [0.1324162, 0.5111216, 1.0]], ['2, k, 22', [0.07574568, 0.4712761, 1.0]], ['2, k, 23', [0.06187497, 0.5094128, 1.0]], ['2, k, 24', [0.09274605, 0.4676064, 1.0]]]
[['2, k, 0', [0.03539347, -0.02807294, 1.0]], ['2, k, 1', [0.03423128, 0.2258418, 1.0]], ['2, k, 2', [0.03404487, 0.4701251, 1.0]], ['2, k, 3', [0.04902348, 0.6338281, 1.0]], ['2, k, 4', [-0.1275724, 0.3569144, 1.0]], ['2, k, 5', [-0.2764246, 0.3317733, 1.0]], ['2, k, 6', [-0.02575615, 0.4735351, 1.0]], ['2, k, 7', [0.04799397, 0.4922961, 1.0]], ['2, k, 8', [0.198179, 0.3723824, 1.0]], ['2, k, 9', [0.3501567, 0.3033091, 1.0]], ['2, k, 10', [0.1795652, 0.4413246, 1.0]], ['2, k, 11', [0.1211387, 0.4663725, 1.0]], ['2, k, 12', [-0.04539878, -0.02799134, 1.0]], ['2, k, 13', [-0.1013705, -0.2865483, 1.0]], ['2, k, 14', [-0.07405822, -0.6114182, 1.0]], ['2, k, 15', [-0.04392803, -0.6614943, 1.0]], ['2, k, 16', [0.1151221, -0.02741904, 1.0]], ['2, k, 17', [0.1597585, -0.2941803, 1.0]], ['2, k, 18', [0.1066378, -0.6080714, 1.0]], ['2, k, 19', [0.09155107, -0.6546874, 1.0]], ['2, k, 20', [0.03398968, 0.410315, 1.0]], ['2, k, 21', [0.1270949, 0.498211, 1.0]], ['2, k, 22', [0.07154801, 0.4516061, 1.0]], ['2, k, 23', [0.05226425, 0.4911424, 1.0]], ['2, k, 24', [0.0895035, 0.4464736, 1.0]]]
[['2, k, 0', [0.03810306, -0.03261309, 1.0]], ['2, k, 1', [0.03640411, 0.2217203, 1.0]], ['2, k, 2', [0.03537546, 0.4666475, 1.0]], ['2, k, 3', [0.04959012, 0.6417473, 1.0]], ['2, k, 4', [-0.1264435, 0.3510238, 1.0]], ['2, k, 5', [-0.2904207, 0.2970925, 1.0]], ['2, k, 6', [-0.06969134, 0.4543964, 1.0]], ['2, k, 7', [-0.03681343, 0.4576228, 1.0]], ['2, k, 8', [0.1970616, 0.3686839, 1.0]], ['2, k, 9', [0.3442547, 0.2973101, 1.0]], ['2, k, 10', [0.1709379, 0.4315126, 1.0]], ['2, k, 11', [0.1087417, 0.4529725, 1.0]], ['2, k, 12', [-0.04304674, -0.03261213, 1.0]], ['2, k, 13', [-0.1015861, -0.289018, 1.0]], ['2, k, 14', [-0.07382716, -0.6112058, 1.0]], ['2, k, 15', [-0.04485305, -0.6611647, 1.0]], ['2, k, 16', [0.1180431, -0.03163325, 1.0]], ['2, k, 17', [0.1597946, -0.2940427, 1.0]], ['2, k, 18', [0.106668, -0.6079195, 1.0]], ['2, k, 19', [0.09139372, -0.654696, 1.0]], ['2, k, 20', [0.03555994, 0.4066412, 1.0]], ['2, k, 21', [0.04264068, 0.4650791, 1.0]], ['2, k, 22', [-0.04460548, 0.4461327, 1.0]], ['2, k, 23', [0.04224429, 0.4739717, 1.0]], ['2, k, 24', [0.09563984, 0.4248965, 1.0]]]
[['2, k, 0', [0.03785317, -0.0501872, 1.0]], ['2, k, 1', [0.03776212, 0.2118492, 1.0]], ['2, k, 2', [0.03747211, 0.4598582, 1.0]], ['2, k, 3', [0.04921808, 0.6373215, 1.0]], ['2, k, 4', [-0.1402154, 0.3597975, 1.0]], ['2, k, 5', [-0.2885876, 0.2840629, 1.0]], ['2, k, 6', [-0.05526853, 0.4288503, 1.0]], ['2, k, 7', [0.0004681825, 0.4526961, 1.0]], ['2, k, 8', [0.1955143, 0.3584694, 1.0]], ['2, k, 9', [0.3329432, 0.2756293, 1.0]], ['2, k, 10', [0.1723808, 0.4129504, 1.0]], ['2, k, 11', [0.1178243, 0.4381159, 1.0]], ['2, k, 12', [-0.04434502, -0.04533001, 1.0]], ['2, k, 13', [-0.1016873, -0.2916869, 1.0]], ['2, k, 14', [-0.07389255, -0.6112143, 1.0]], ['2, k, 15', [-0.0442854, -0.6610886, 1.0]], ['2, k, 16', [0.1191884, -0.05410861, 1.0]], ['2, k, 17', [0.1600091, -0.2941391, 1.0]], ['2, k, 18', [0.1067643, -0.6080325, 1.0]], ['2, k, 19', [0.09141622, -0.6546941, 1.0]], ['2, k, 20', [0.03744152, 0.3995286, 1.0]], ['2, k, 21', [0.08713786, 0.4740073, 1.0]], ['2, k, 22', [0.06312972, 0.4565828, 1.0]], ['2, k, 23', [0.05049155, 0.4610716, 1.0]], ['2, k, 24', [0.0832916, 0.4127808, 1.0]]]
[['2, k, 0', [0.04412878, -0.02375273, 1.0]], ['2, k, 1', [0.03704616, 0.2155953, 1.0]], ['2, k, 2', [0.03373173, 0.4578888, 1.0]], ['2, k, 3', [0.04844105, 0.6364931, 1.0]], ['2, k, 4', [-0.1432933, 0.3773409, 1.0]], ['2, k, 5', [-0.2783527, 0.2714978, 1.0]], ['2, k, 6', [-0.04785376, 0.4193133, 1.0]], ['2, k, 7', [-0.001022639, 0.429334, 1.0]], ['2, k, 8', [0.1937966, 0.3597407, 1.0]], ['2, k, 9', [0.3266044, 0.27983, 1.0]], ['2, k, 10', [0.1694426, 0.4062263, 1.0]], ['2, k, 11', [0.104937, 0.4277919, 1.0]], ['2, k, 12', [-0.04406797, -0.02358217, 1.0]], ['2, k, 13', [-0.1142492, -0.2016816, 1.0]], ['2, k, 14', [-0.07465346, -0.6113014, 1.0]], ['2, k, 15', [-0.08508301, -0.6762695, 1.0]], ['2, k, 16', [0.1323695, -0.02137766, 1.0]], ['2, k, 17', [0.1680956, -0.2123069, 1.0]], ['2, k, 18', [0.1102354, -0.5978689, 1.0]], ['2, k, 19', [0.09762724, -0.6480389, 1.0]], ['2, k, 20', [0.03489425, 0.3988616, 1.0]], ['2, k, 21', [0.07434551, 0.4506051, 1.0]], ['2, k, 22', [0.04323885, 0.4106261, 1.0]], ['2, k, 23', [0.04077971, 0.4471144, 1.0]], ['2, k, 24', [0.07030321, 0.3983971, 1.0]]]
[['2, k, 0', [0.04064892, -0.03750085, 1.0]], ['2, k, 1', [0.03998338, 0.2176996, 1.0]], ['2, k, 2', [0.04601897, 0.4760026, 1.0]], ['2, k, 3', [0.04845381, 0.6444604, 1.0]], ['2, k, 4', [-0.1455435, 0.3785014, 1.0]], ['2, k, 5', [-0.2759857, 0.2443243, 1.0]], ['2, k, 6', [-0.1016198, 0.4281668, 1.0]], ['2, k, 7', [-0.01405779, 0.4064842, 1.0]], ['2, k, 8', [0.1968253, 0.3173296, 1.0]], ['2, k, 9', [0.337417, 0.2789896, 1.0]], ['2, k, 10', [0.1658965, 0.397934, 1.0]], ['2, k, 11', [0.09723405, 0.4165073, 1.0]], ['2, k, 12', [-0.04272148, -0.03164069, 1.0]], ['2, k, 13', [-0.101718, -0.3002089, 1.0]], ['2, k, 14', [-0.0748752, -0.6148439, 1.0]], ['2, k, 15', [-0.0362778, -0.6613152, 1.0]], ['2, k, 16', [0.1192207, -0.04689693, 1.0]], ['2, k, 17', [0.1618525, -0.2886558, 1.0]], ['2, k, 18', [0.108281, -0.6030669, 1.0]], ['2, k, 19', [0.0965866, -0.6517519, 1.0]], ['2, k, 20', [0.04398188, 0.4114887, 1.0]], ['2, k, 21', [0.05243393, 0.4294027, 1.0]], ['2, k, 22', [-0.01940515, 0.3658288, 1.0]], ['2, k, 23', [0.03593538, 0.4333988, 1.0]], ['2, k, 24', [0.01613591, 0.3861347, 1.0]]]
