[['2, k, 0', [-0.225772, -0.385829, 1.0]], ['2, k, 1', [-0.236861, -0.0903687, 1.0]], ['2, k, 2', [-0.246282, 0.198376, 1.0]], ['2, k, 3', [-0.257005, 0.326329, 1.0]], ['2, k, 4', [-0.431671, 0.101559, 1.0]], ['2, k, 5', [-0.541913, -0.0689145, 1.0]], ['2, k, 6', [-0.461992, -0.248217, 1.0]], ['2, k, 7', [-0.416484, -0.294821, 1.0]], ['2, k, 8', [-0.071522, 0.100917, 1.0]], ['2, k, 9', [0.0806157, -0.0491929, 1.0]], ['2, k, 10', [0.00171044, -0.228319, 1.0]], ['2, k, 11', [-0.0443701, -0.266473, 1.0]], ['2, k, 12', [-0.304693, -0.380131, 1.0]], ['2, k, 13', [-0.36144, -0.691083, 1.0]], ['2, k, 14', [-0.378532, -1.03775, 1.0]], ['2, k, 15', [-0.400391, -1.10449, 1.0]], ['2, k, 16', [-0.140455, -0.380668, 1.0]], ['2, k, 17', [-0.085295, -0.704227, 1.0]], ['2, k, 18', [-0.057117, -1.05869, 1.0]], ['2, k, 19', [-0.0615845, -1.11426, 1.0]], ['2, k, 20', [-0.244209, 0.12715, 1.0]], ['2, k, 21', [-0.400787, -0.361607, 1.0]], ['2, k, 22', [-0.390205, -0.253878, 1.0]], ['2, k, 23', [-0.0341375, -0.350729, 1.0]], ['2, k, 24', [-0.0730238, -0.268599, 1.0]]]
[['2, k, 0', [-0.294168, -0.405177, 1.0]], ['2, k, 1', [-0.271418, -0.107667, 1.0]], ['2, k, 2', [-0.248616, 0.182397, 1.0]], ['2, k, 3', [-0.260908, 0.317192, 1.0]], ['2, k, 4', [-0.453967, 0.0854432, 1.0]], ['2, k, 5', [-0.611427, -0.0659434, 1.0]], ['2, k, 6', [-0.538288, -0.248128, 1.0]], ['2, k, 7', [-0.499042, -0.297611, 1.0]], ['2, k, 8', [-0.0844697, 0.0615036, 1.0]], ['2, k, 9', [0.0331631, -0.117548, 1.0]], ['2, k, 10', [-0.0773313, -0.281717, 1.0]], ['2, k, 11', [-0.124648, -0.321603, 1.0]], ['2, k, 12', [-0.377996, -0.395431, 1.0]], ['2, k, 13', [-0.406119, -0.702496, 1.0]], ['2, k, 14', [-0.387044, -1.05151, 1.0]], ['2, k, 15', [-0.4041, -1.10612, 1.0]], ['2, k, 16', [-0.201857, -0.403236, 1.0]], ['2, k, 17', [-0.123015, -0.713934, 1.0]], ['2, k, 18', [-0.0528744, -1.05024, 1.0]], ['2, k, 19', [-0.0542453, -1.11411, 1.0]], ['2, k, 20', [-0.254367, 0.110894, 1.0]], ['2, k, 21', [-0.474905, -0.369862, 1.0]], ['2, k, 22', [-0.463439, -0.256392, 1.0]], ['2, k, 23', [-0.131064, -0.396495, 1.0]], ['2, k, 24', [-0.145762, -0.284521, 1.0]]]
[['2, k, 0', [-0.301356, -0.40493, 1.0]], ['2, k, 1', [-0.277022, -0.107711, 1.0]], ['2, k, 2', [-0.252575, 0.182271, 1.0]], ['2, k, 3', [-0.263983, 0.31793, 1.0]], ['2, k, 4', [-0.457855, 0.0867707, 1.0]], ['2, k, 5', [-0.616339, -0.0641989, 1.0]], ['2, k, 6', [-0.542365, -0.245893, 1.0]], ['2, k, 7', [-0.503715, -0.296836, 1.0]], ['2, k, 8', [-0.0878849, 0.0609058, 1.0]], ['2, k, 9', [0.0293834, -0.118364, 1.0]], ['2, k, 10', [-0.0832875, -0.281201, 1.0]], ['2, k, 11', [-0.130355, -0.319786, 1.0]], ['2, k, 12', [-0.385297, -0.394516, 1.0]], ['2, k, 13', [-0.409803, -0.702966, 1.0]], ['2, k, 14', [-0.387069, -1.05165, 1.0]], ['2, k, 15', [-0.404387, -1.10627, 1.0]], ['2, k, 16', [-0.208763, -0.403666, 1.0]], ['2, k, 17', [-0.126677, -0.715309, 1.0]], ['2, k, 18', [-0.0531589, -1.0498, 1.0]], ['2, k, 19', [-0.0543706, -1.11424, 1.0]], ['2, k, 20', [-0.258735, 0.110771, 1.0]], ['2, k, 21', [-0.477097, -0.36843, 1.0]], ['2, k, 22', [-0.46527, -0.253619, 1.0]], ['2, k, 23', [-0.136688, -0.394343, 1.0]], ['2, k, 24', [-0.153752, -0.282455, 1.0]]]
[['2, k, 0', [-0.307308, -0.405242, 1.0]], ['2, k, 1', [-0.281698, -0.107749, 1.0]], ['2, k, 2', [-0.256206, 0.182486, 1.0]], ['2, k, 3', [-0.267041, 0.318231, 1.0]], ['2, k, 4', [-0.459597, 0.0874338, 1.0]], ['2, k, 5', [-0.619041, -0.0627044, 1.0]], ['2, k, 6', [-0.547462, -0.246021, 1.0]], ['2, k, 7', [-0.508451, -0.297038, 1.0]], ['2, k, 8', [-0.0914853, 0.0608363, 1.0]], ['2, k, 9', [0.0242324, -0.11887, 1.0]], ['2, k, 10', [-0.0856905, -0.283561, 1.0]], ['2, k, 11', [-0.136425, -0.319647, 1.0]], ['2, k, 12', [-0.39093, -0.394216, 1.0]], ['2, k, 13', [-0.414001, -0.702855, 1.0]], ['2, k, 14', [-0.386902, -1.05164, 1.0]], ['2, k, 15', [-0.403415, -1.10524, 1.0]], ['2, k, 16', [-0.214887, -0.404643, 1.0]], ['2, k, 17', [-0.130312, -0.71762, 1.0]], ['2, k, 18', [-0.053666, -1.05003, 1.0]], ['2, k, 19', [-0.0542419, -1.11431, 1.0]], ['2, k, 20', [-0.262587, 0.110918, 1.0]], ['2, k, 21', [-0.487245, -0.370319, 1.0]], ['2, k, 22', [-0.471496, -0.256101, 1.0]], ['2, k, 23', [-0.144932, -0.394355, 1.0]], ['2, k, 24', [-0.158322, -0.286413, 1.0]]]
[['2, k, 0', [-0.311231, -0.405127, 1.0]], ['2, k, 1', [-0.28505, -0.107576, 1.0]], ['2, k, 2', [-0.259011, 0.182771, 1.0]], ['2, k, 3', [-0.269683, 0.31838, 1.0]], ['2, k, 4', [-0.462607, 0.0881776, 1.0]], ['2, k, 5', [-0.622222, -0.0608662, 1.0]], ['2, k, 6', [-0.550212, -0.244037, 1.0]], ['2, k, 7', [-0.511155, -0.291955, 1.0]], ['2, k, 8', [-0.094961, 0.0608019, 1.0]], ['2, k, 9', [0.0211291, -0.118454, 1.0]], ['2, k, 10', [-0.088505, -0.283441, 1.0]], ['2, k, 11', [-0.138967, -0.321923, 1.0]], ['2, k, 12', [-0.394688, -0.393981, 1.0]], ['2, k, 13', [-0.417317, -0.704295, 1.0]], ['2, k, 14', [-0.387026, -1.05196, 1.0]], ['2, k, 15', [-0.402874, -1.10509, 1.0]], ['2, k, 16', [-0.218853, -0.404661, 1.0]], ['2, k, 17', [-0.133732, -0.718122, 1.0]], ['2, k, 18', [-0.0550365, -1.04905, 1.0]], ['2, k, 19', [-0.0547854, -1.11419, 1.0]], ['2, k, 20', [-0.2655, 0.111167, 1.0]], ['2, k, 21', [-0.485984, -0.364472, 1.0]], ['2, k, 22', [-0.472043, -0.251388, 1.0]], ['2, k, 23', [-0.144664, -0.398926, 1.0]], ['2, k, 24', [-0.161411, -0.287479, 1.0]]]
[['2, k, 0', [-0.316847, -0.404857, 1.0]], ['2, k, 1', [-0.28921, -0.107385, 1.0]], ['2, k, 2', [-0.261658, 0.182954, 1.0]], ['2, k, 3', [-0.271585, 0.31821, 1.0]], ['2, k, 4', [-0.468745, 0.0894559, 1.0]], ['2, k, 5', [-0.624316, -0.0586355, 1.0]], ['2, k, 6', [-0.552796, -0.242235, 1.0]], ['2, k, 7', [-0.515071, -0.29163, 1.0]], ['2, k, 8', [-0.0977784, 0.0606106, 1.0]], ['2, k, 9', [0.0153639, -0.121082, 1.0]], ['2, k, 10', [-0.0955914, -0.285188, 1.0]], ['2, k, 11', [-0.144754, -0.319125, 1.0]], ['2, k, 12', [-0.399967, -0.393488, 1.0]], ['2, k, 13', [-0.419486, -0.703699, 1.0]], ['2, k, 14', [-0.386751, -1.05193, 1.0]], ['2, k, 15', [-0.403312, -1.10514, 1.0]], ['2, k, 16', [-0.224643, -0.404655, 1.0]], ['2, k, 17', [-0.136953, -0.720807, 1.0]], ['2, k, 18', [-0.0558482, -1.04877, 1.0]], ['2, k, 19', [-0.0549185, -1.11409, 1.0]], ['2, k, 20', [-0.268515, 0.111346, 1.0]], ['2, k, 21', [-0.494547, -0.364644, 1.0]], ['2, k, 22', [-0.47351, -0.250983, 1.0]], ['2, k, 23', [-0.150363, -0.390393, 1.0]], ['2, k, 24', [-0.167742, -0.286859, 1.0]]]
[['2, k, 0', [-0.32117, -0.405193, 1.0]], ['2, k, 1', [-0.29286, -0.107432, 1.0]], ['2, k, 2', [-0.264462, 0.183157, 1.0]], ['2, k, 3', [-0.274906, 0.318283, 1.0]], ['2, k, 4', [-0.470916, 0.0902874, 1.0]], ['2, k, 5', [-0.632038, -0.0553043, 1.0]], ['2, k, 6', [-0.556057, -0.236606, 1.0]], ['2, k, 7', [-0.518787, -0.283304, 1.0]], ['2, k, 8', [-0.100765, 0.0604525, 1.0]], ['2, k, 9', [0.0106689, -0.123764, 1.0]], ['2, k, 10', [-0.100887, -0.287432, 1.0]], ['2, k, 11', [-0.151722, -0.320135, 1.0]], ['2, k, 12', [-0.403821, -0.393474, 1.0]], ['2, k, 13', [-0.423014, -0.703972, 1.0]], ['2, k, 14', [-0.387589, -1.05187, 1.0]], ['2, k, 15', [-0.402234, -1.10473, 1.0]], ['2, k, 16', [-0.229353, -0.405396, 1.0]], ['2, k, 17', [-0.138905, -0.721426, 1.0]], ['2, k, 18', [-0.0561535, -1.04925, 1.0]], ['2, k, 19', [-0.0550653, -1.11417, 1.0]], ['2, k, 20', [-0.271545, 0.111491, 1.0]], ['2, k, 21', [-0.49317, -0.358728, 1.0]], ['2, k, 22', [-0.473693, -0.241029, 1.0]], ['2, k, 23', [-0.159362, -0.391592, 1.0]], ['2, k, 24', [-0.174248, -0.28673, 1.0]]]
[['2, k, 0', [-0.324763, -0.405353, 1.0]], ['2, k, 1', [-0.295475, -0.107273, 1.0]], ['2, k, 2', [-0.266139, 0.183531, 1.0]], ['2, k, 3', [-0.276787, 0.318823, 1.0]], ['2, k, 4', [-0.473937, 0.0908896, 1.0]], ['2, k, 5', [-0.635842, -0.0528293, 1.0]], ['2, k, 6', [-0.563349, -0.235767, 1.0]], ['2, k, 7', [-0.524194, -0.282476, 1.0]], ['2, k, 8', [-0.104649, 0.0610463, 1.0]], ['2, k, 9', [0.00762611, -0.124307, 1.0]], ['2, k, 10', [-0.104305, -0.287703, 1.0]], ['2, k, 11', [-0.155752, -0.323087, 1.0]], ['2, k, 12', [-0.407559, -0.393961, 1.0]], ['2, k, 13', [-0.426557, -0.705467, 1.0]], ['2, k, 14', [-0.387948, -1.05197, 1.0]], ['2, k, 15', [-0.40241, -1.10471, 1.0]], ['2, k, 16', [-0.232698, -0.40526, 1.0]], ['2, k, 17', [-0.142225, -0.72239, 1.0]], ['2, k, 18', [-0.0566264, -1.04954, 1.0]], ['2, k, 19', [-0.0549246, -1.11424, 1.0]], ['2, k, 20', [-0.273435, 0.111816, 1.0]], ['2, k, 21', [-0.500781, -0.359212, 1.0]], ['2, k, 22', [-0.480191, -0.243433, 1.0]], ['2, k, 23', [-0.16592, -0.391971, 1.0]], ['2, k, 24', [-0.175996, -0.289913, 1.0]]]
[['2, k, 0', [-0.329073, -0.405731, 1.0]], ['2, k, 1', [-0.298959, -0.107489, 1.0]], ['2, k, 2', [-0.269003, 0.183511, 1.0]], ['2, k, 3', [-0.279144, 0.318814, 1.0]], ['2, k, 4', [-0.477339, 0.0917324, 1.0]], ['2, k, 5', [-0.638667, -0.0517746, 1.0]], ['2, k, 6', [-0.567111, -0.235292, 1.0]], ['2, k, 7', [-0.527199, -0.284482, 1.0]], ['2, k, 8', [-0.10742, 0.0609888, 1.0]], ['2, k, 9', [0.00350699, -0.125673, 1.0]], ['2, k, 10', [-0.108829, -0.288737, 1.0]], ['2, k, 11', [-0.159646, -0.321326, 1.0]], ['2, k, 12', [-0.411625, -0.394465, 1.0]], ['2, k, 13', [-0.428675, -0.705598, 1.0]], ['2, k, 14', [-0.388037, -1.05189, 1.0]], ['2, k, 15', [-0.402474, -1.1049, 1.0]], ['2, k, 16', [-0.237122, -0.405495, 1.0]], ['2, k, 17', [-0.144743, -0.723606, 1.0]], ['2, k, 18', [-0.057298, -1.04906, 1.0]], ['2, k, 19', [-0.0544228, -1.11438, 1.0]], ['2, k, 20', [-0.276408, 0.111747, 1.0]], ['2, k, 21', [-0.505231, -0.360742, 1.0]], ['2, k, 22', [-0.485143, -0.24494, 1.0]], ['2, k, 23', [-0.16119, -0.393555, 1.0]], ['2, k, 24', [-0.180848, -0.290746, 1.0]]]
[['2, k, 0', [-0.33326, -0.406125, 1.0]], ['2, k, 1', [-0.302764, -0.107978, 1.0]], ['2, k, 2', [-0.272301, 0.183046, 1.0]], ['2, k, 3', [-0.281564, 0.318417, 1.0]], ['2, k, 4', [-0.479464, 0.0921432, 1.0]], ['2, k, 5', [-0.641873, -0.0500957, 1.0]], ['2, k, 6', [-0.579372, -0.23812, 1.0]], ['2, k, 7', [-0.540127, -0.284967, 1.0]], ['2, k, 8', [-0.110012, 0.0608195, 1.0]], ['2, k, 9', [-0.000304896, -0.126994, 1.0]], ['2, k, 10', [-0.112949, -0.289759, 1.0]], ['2, k, 11', [-0.163821, -0.321798, 1.0]], ['2, k, 12', [-0.415715, -0.394578, 1.0]], ['2, k, 13', [-0.432516, -0.705723, 1.0]], ['2, k, 14', [-0.388617, -1.05174, 1.0]], ['2, k, 15', [-0.4025, -1.10492, 1.0]], ['2, k, 16', [-0.241308, -0.406162, 1.0]], ['2, k, 17', [-0.148264, -0.725714, 1.0]], ['2, k, 18', [-0.0582287, -1.04973, 1.0]], ['2, k, 19', [-0.054306, -1.11449, 1.0]], ['2, k, 20', [-0.279844, 0.111275, 1.0]], ['2, k, 21', [-0.52357, -0.357527, 1.0]], ['2, k, 22', [-0.502288, -0.252239, 1.0]], ['2, k, 23', [-0.167572, -0.394488, 1.0]], ['2, k, 24', [-0.183617, -0.294119, 1.0]]]
[['2, k, 0', [-0.337547, -0.405829, 1.0]], ['2, k, 1', [-0.305981, -0.107832, 1.0]], ['2, k, 2', [-0.2744, 0.183153, 1.0]], ['2, k, 3', [-0.283697, 0.318065, 1.0]], ['2, k, 4', [-0.481708, 0.0923707, 1.0]], ['2, k, 5', [-0.644631, -0.0490742, 1.0]], ['2, k, 6', [-0.579506, -0.236137, 1.0]], ['2, k, 7', [-0.539927, -0.284339, 1.0]], ['2, k, 8', [-0.113099, 0.0606519, 1.0]], ['2, k, 9', [-0.00175755, -0.126689, 1.0]], ['2, k, 10', [-0.116071, -0.288192, 1.0]], ['2, k, 11', [-0.16682, -0.322869, 1.0]], ['2, k, 12', [-0.419676, -0.393917, 1.0]], ['2, k, 13', [-0.435457, -0.706207, 1.0]], ['2, k, 14', [-0.388688, -1.05167, 1.0]], ['2, k, 15', [-0.402429, -1.10497, 1.0]], ['2, k, 16', [-0.245836, -0.406265, 1.0]], ['2, k, 17', [-0.150213, -0.726039, 1.0]], ['2, k, 18', [-0.0590945, -1.05154, 1.0]], ['2, k, 19', [-0.0539659, -1.11464, 1.0]], ['2, k, 20', [-0.28222, 0.111383, 1.0]], ['2, k, 21', [-0.522948, -0.357908, 1.0]], ['2, k, 22', [-0.50043, -0.249803, 1.0]], ['2, k, 23', [-0.17166, -0.395573, 1.0]], ['2, k, 24', [-0.188289, -0.289972, 1.0]]]
[['2, k, 0', [-0.341207, -0.405907, 1.0]], ['2, k, 1', [-0.308981, -0.107938, 1.0]], ['2, k, 2', [-0.276655, 0.183083, 1.0]], ['2, k, 3', [-0.285514, 0.317681, 1.0]], ['2, k, 4', [-0.483131, 0.0926729, 1.0]], ['2, k, 5', [-0.647371, -0.0481838, 1.0]], ['2, k, 6', [-0.5803, -0.234551, 1.0]], ['2, k, 7', [-0.540895, -0.28506, 1.0]], ['2, k, 8', [-0.116403, 0.0606576, 1.0]], ['2, k, 9', [-0.00441554, -0.126834, 1.0]], ['2, k, 10', [-0.118473, -0.288473, 1.0]], ['2, k, 11', [-0.169635, -0.32262, 1.0]], ['2, k, 12', [-0.423333, -0.393721, 1.0]], ['2, k, 13', [-0.439369, -0.7045, 1.0]], ['2, k, 14', [-0.388931, -1.05159, 1.0]], ['2, k, 15', [-0.40238, -1.10512, 1.0]], ['2, k, 16', [-0.249405, -0.406621, 1.0]], ['2, k, 17', [-0.152453, -0.723553, 1.0]], ['2, k, 18', [-0.0593666, -1.05183, 1.0]], ['2, k, 19', [-0.0539699, -1.11463, 1.0]], ['2, k, 20', [-0.284657, 0.111301, 1.0]], ['2, k, 21', [-0.52313, -0.357226, 1.0]], ['2, k, 22', [-0.498021, -0.248915, 1.0]], ['2, k, 23', [-0.172933, -0.395509, 1.0]], ['2, k, 24', [-0.190961, -0.291208, 1.0]]]
[['2, k, 0', [-0.344994, -0.405969, 1.0]], ['2, k, 1', [-0.311818, -0.108141, 1.0]], ['2, k, 2', [-0.278515, 0.182865, 1.0]], ['2, k, 3', [-0.287027, 0.317315, 1.0]], ['2, k, 4', [-0.484853, 0.0930895, 1.0]], ['2, k, 5', [-0.64937, -0.0467065, 1.0]], ['2, k, 6', [-0.587732, -0.235681, 1.0]], ['2, k, 7', [-0.548963, -0.285682, 1.0]], ['2, k, 8', [-0.119319, 0.0611494, 1.0]], ['2, k, 9', [-0.00827852, -0.127361, 1.0]], ['2, k, 10', [-0.122014, -0.288867, 1.0]], ['2, k, 11', [-0.173244, -0.322526, 1.0]], ['2, k, 12', [-0.427102, -0.393461, 1.0]], ['2, k, 13', [-0.442548, -0.702875, 1.0]], ['2, k, 14', [-0.389081, -1.05167, 1.0]], ['2, k, 15', [-0.402459, -1.10509, 1.0]], ['2, k, 16', [-0.253122, -0.407025, 1.0]], ['2, k, 17', [-0.154646, -0.721601, 1.0]], ['2, k, 18', [-0.0595478, -1.05156, 1.0]], ['2, k, 19', [-0.0541416, -1.11496, 1.0]], ['2, k, 20', [-0.286742, 0.111083, 1.0]], ['2, k, 21', [-0.541002, -0.359819, 1.0]], ['2, k, 22', [-0.510949, -0.257126, 1.0]], ['2, k, 23', [-0.173427, -0.397034, 1.0]], ['2, k, 24', [-0.19524, -0.2934, 1.0]]]
[['2, k, 0', [-0.348775, -0.40572, 1.0]], ['2, k, 1', [-0.314355, -0.108035, 1.0]], ['2, k, 2', [-0.279801, 0.182898, 1.0]], ['2, k, 3', [-0.28881, 0.317862, 1.0]], ['2, k, 4', [-0.486921, 0.0937743, 1.0]], ['2, k, 5', [-0.651808, -0.0452787, 1.0]], ['2, k, 6', [-0.589286, -0.233971, 1.0]], ['2, k, 7', [-0.544281, -0.244856, 1.0]], ['2, k, 8', [-0.12212, 0.0609576, 1.0]], ['2, k, 9', [-0.0118672, -0.127447, 1.0]], ['2, k, 10', [-0.124692, -0.289302, 1.0]], ['2, k, 11', [-0.175515, -0.324674, 1.0]], ['2, k, 12', [-0.430681, -0.392759, 1.0]], ['2, k, 13', [-0.444482, -0.701546, 1.0]], ['2, k, 14', [-0.389354, -1.04963, 1.0]], ['2, k, 15', [-0.401521, -1.10406, 1.0]], ['2, k, 16', [-0.257037, -0.407267, 1.0]], ['2, k, 17', [-0.156819, -0.72298, 1.0]], ['2, k, 18', [-0.0597417, -1.0512, 1.0]], ['2, k, 19', [-0.0541331, -1.1141, 1.0]], ['2, k, 20', [-0.28832, 0.111125, 1.0]], ['2, k, 21', [-0.500232, -0.312792, 1.0]], ['2, k, 22', [-0.497452, -0.207383, 1.0]], ['2, k, 23', [-0.174543, -0.398251, 1.0]], ['2, k, 24', [-0.196847, -0.295961, 1.0]]]
[['2, k, 0', [-0.352428, -0.40568, 1.0]], ['2, k, 1', [-0.316596, -0.108042, 1.0]], ['2, k, 2', [-0.281266, 0.182885, 1.0]], ['2, k, 3', [-0.290458, 0.317822, 1.0]], ['2, k, 4', [-0.488598, 0.0943376, 1.0]], ['2, k, 5', [-0.654951, -0.0426225, 1.0]], ['2, k, 6', [-0.592087, -0.231305, 1.0]], ['2, k, 7', [-0.552971, -0.278444, 1.0]], ['2, k, 8', [-0.123801, 0.0605673, 1.0]], ['2, k, 9', [-0.0138913, -0.12779, 1.0]], ['2, k, 10', [-0.127667, -0.288618, 1.0]], ['2, k, 11', [-0.179484, -0.323373, 1.0]], ['2, k, 12', [-0.434362, -0.392392, 1.0]], ['2, k, 13', [-0.445903, -0.702049, 1.0]], ['2, k, 14', [-0.389425, -1.04966, 1.0]], ['2, k, 15', [-0.401511, -1.10421, 1.0]], ['2, k, 16', [-0.260565, -0.407545, 1.0]], ['2, k, 17', [-0.159129, -0.720339, 1.0]], ['2, k, 18', [-0.0597212, -1.05121, 1.0]], ['2, k, 19', [-0.0532046, -1.11446, 1.0]], ['2, k, 20', [-0.289836, 0.111112, 1.0]], ['2, k, 21', [-0.541413, -0.353578, 1.0]], ['2, k, 22', [-0.51182, -0.251273, 1.0]], ['2, k, 23', [-0.175518, -0.398941, 1.0]], ['2, k, 24', [-0.201694, -0.302673, 1.0]]]
[['2, k, 0', [-0.354495, -0.405305, 1.0]], ['2, k, 1', [-0.318755, -0.108107, 1.0]], ['2, k, 2', [-0.283425, 0.182499, 1.0]], ['2, k, 3', [-0.29173, 0.317549, 1.0]], ['2, k, 4', [-0.491378, 0.0949885, 1.0]], ['2, k, 5', [-0.656479, -0.0421258, 1.0]], ['2, k, 6', [-0.595287, -0.231493, 1.0]], ['2, k, 7', [-0.556555, -0.280677, 1.0]], ['2, k, 8', [-0.125834, 0.0603811, 1.0]], ['2, k, 9', [-0.0166215, -0.127509, 1.0]], ['2, k, 10', [-0.130549, -0.287915, 1.0]], ['2, k, 11', [-0.181343, -0.317273, 1.0]], ['2, k, 12', [-0.436157, -0.392019, 1.0]], ['2, k, 13', [-0.448096, -0.702154, 1.0]], ['2, k, 14', [-0.389845, -1.04955, 1.0]], ['2, k, 15', [-0.402555, -1.1043, 1.0]], ['2, k, 16', [-0.262858, -0.407204, 1.0]], ['2, k, 17', [-0.160176, -0.720664, 1.0]], ['2, k, 18', [-0.0599706, -1.05128, 1.0]], ['2, k, 19', [-0.0529979, -1.11361, 1.0]], ['2, k, 20', [-0.291977, 0.110815, 1.0]], ['2, k, 21', [-0.544209, -0.35489, 1.0]], ['2, k, 22', [-0.515733, -0.25661, 1.0]], ['2, k, 23', [-0.177225, -0.394273, 1.0]], ['2, k, 24', [-0.202529, -0.29396, 1.0]]]
[['2, k, 0', [-0.357657, -0.404977, 1.0]], ['2, k, 1', [-0.321388, -0.108293, 1.0]], ['2, k, 2', [-0.28513, 0.182095, 1.0]], ['2, k, 3', [-0.293077, 0.317821, 1.0]], ['2, k, 4', [-0.493076, 0.0951917, 1.0]], ['2, k, 5', [-0.658498, -0.0409583, 1.0]], ['2, k, 6', [-0.59796, -0.230624, 1.0]], ['2, k, 7', [-0.558612, -0.281928, 1.0]], ['2, k, 8', [-0.128035, 0.0602728, 1.0]], ['2, k, 9', [-0.0185954, -0.126846, 1.0]], ['2, k, 10', [-0.133427, -0.285922, 1.0]], ['2, k, 11', [-0.183972, -0.318864, 1.0]], ['2, k, 12', [-0.439063, -0.39157, 1.0]], ['2, k, 13', [-0.450626, -0.701941, 1.0]], ['2, k, 14', [-0.390095, -1.05053, 1.0]], ['2, k, 15', [-0.402922, -1.10461, 1.0]], ['2, k, 16', [-0.266207, -0.407061, 1.0]], ['2, k, 17', [-0.161432, -0.720633, 1.0]], ['2, k, 18', [-0.0602262, -1.05132, 1.0]], ['2, k, 19', [-0.0528365, -1.1138, 1.0]], ['2, k, 20', [-0.293917, 0.110451, 1.0]], ['2, k, 21', [-0.546161, -0.35543, 1.0]], ['2, k, 22', [-0.517656, -0.255376, 1.0]], ['2, k, 23', [-0.179633, -0.391352, 1.0]], ['2, k, 24', [-0.204359, -0.2952, 1.0]]]
[['2, k, 0', [-0.360268, -0.404493, 1.0]], ['2, k, 1', [-0.323759, -0.108319, 1.0]], ['2, k, 2', [-0.287188, 0.181705, 1.0]], ['2, k, 3', [-0.294838, 0.31779, 1.0]], ['2, k, 4', [-0.494261, 0.0955987, 1.0]], ['2, k, 5', [-0.660346, -0.0402358, 1.0]], ['2, k, 6', [-0.598906, -0.229633, 1.0]], ['2, k, 7', [-0.558368, -0.280384, 1.0]], ['2, k, 8', [-0.129508, 0.0600515, 1.0]], ['2, k, 9', [-0.0208244, -0.126361, 1.0]], ['2, k, 10', [-0.136281, -0.284412, 1.0]], ['2, k, 11', [-0.185608, -0.310239, 1.0]], ['2, k, 12', [-0.441775, -0.390535, 1.0]], ['2, k, 13', [-0.453038, -0.701574, 1.0]], ['2, k, 14', [-0.390638, -1.04996, 1.0]], ['2, k, 15', [-0.402931, -1.1046, 1.0]], ['2, k, 16', [-0.268677, -0.407129, 1.0]], ['2, k, 17', [-0.163217, -0.718468, 1.0]], ['2, k, 18', [-0.0607654, -1.0514, 1.0]], ['2, k, 19', [-0.0524218, -1.11349, 1.0]], ['2, k, 20', [-0.296032, 0.110151, 1.0]], ['2, k, 21', [-0.545674, -0.355796, 1.0]], ['2, k, 22', [-0.514112, -0.251576, 1.0]], ['2, k, 23', [-0.175634, -0.385824, 1.0]], ['2, k, 24', [-0.21188, -0.31512, 1.0]]]
[['2, k, 0', [-0.362418, -0.403586, 1.0]], ['2, k, 1', [-0.325584, -0.10803, 1.0]], ['2, k, 2', [-0.28883, 0.181587, 1.0]], ['2, k, 3', [-0.296566, 0.317503, 1.0]], ['2, k, 4', [-0.495795, 0.0957092, 1.0]], ['2, k, 5', [-0.6641, -0.0362012, 1.0]], ['2, k, 6', [-0.602304, -0.225581, 1.0]], ['2, k, 7', [-0.561078, -0.274405, 1.0]], ['2, k, 8', [-0.131649, 0.0604375, 1.0]], ['2, k, 9', [-0.0223239, -0.126075, 1.0]], ['2, k, 10', [-0.144477, -0.27934, 1.0]], ['2, k, 11', [-0.192285, -0.30453, 1.0]], ['2, k, 12', [-0.44396, -0.389092, 1.0]], ['2, k, 13', [-0.453931, -0.701869, 1.0]], ['2, k, 14', [-0.390763, -1.04968, 1.0]], ['2, k, 15', [-0.402841, -1.1056, 1.0]], ['2, k, 16', [-0.270763, -0.406808, 1.0]], ['2, k, 17', [-0.164672, -0.719036, 1.0]], ['2, k, 18', [-0.060834, -1.05153, 1.0]], ['2, k, 19', [-0.0522656, -1.11361, 1.0]], ['2, k, 20', [-0.297655, 0.110122, 1.0]], ['2, k, 21', [-0.549122, -0.352452, 1.0]], ['2, k, 22', [-0.517782, -0.254617, 1.0]], ['2, k, 23', [-0.189785, -0.381254, 1.0]], ['2, k, 24', [-0.223103, -0.327737, 1.0]]]
