[['2, k, 0', [-0.08226906, 0.03673389, 1.0]], ['2, k, 1', [-0.09265507, 0.3240295, 1.0]], ['2, k, 2', [-0.1032308, 0.602779, 1.0]], ['2, k, 3', [-0.08334772, 0.7256867, 1.0]], ['2, k, 4', [-0.251843, 0.4896794, 1.0]], ['2, k, 5', [-0.273711, 0.2586585, 1.0]], ['2, k, 6', [-0.2717401, 0.1039332, 1.0]], ['2, k, 7', [-0.2526486, 0.04009346, 1.0]], ['2, k, 8', [0.06339515, 0.4960074, 1.0]], ['2, k, 9', [0.09425052, 0.2626813, 1.0]], ['2, k, 10', [0.08716335, 0.08707553, 1.0]], ['2, k, 11', [0.06469145, 0.02634256, 1.0]], ['2, k, 12', [-0.1498861, 0.03449788, 1.0]], ['2, k, 13', [-0.1420338, -0.2988464, 1.0]], ['2, k, 14', [-0.1417429, -0.6392256, 1.0]], ['2, k, 15', [-0.129676, -0.7109342, 1.0]], ['2, k, 16', [-0.01268327, 0.03780149, 1.0]], ['2, k, 17', [-0.03451379, -0.2954347, 1.0]], ['2, k, 18', [-0.03995094, -0.6196849, 1.0]], ['2, k, 19', [-0.04380912, -0.6962036, 1.0]], ['2, k, 20', [-0.1006425, 0.5343123, 1.0]], ['2, k, 21', [-0.2221782, 0.001720143, 1.0]], ['2, k, 22', [-0.2438915, 0.05464271, 1.0]], ['2, k, 23', [0.0605037, -0.0266373, 1.0]], ['2, k, 24', [0.07228901, -0.03572657, 1.0]]]
[['2, k, 0', [-0.09939166, 0.03726966, 1.0]], ['2, k, 1', [-0.1232196, 0.3199271, 1.0]], ['2, k, 2', [-0.146104, 0.5941294, 1.0]], ['2, k, 3', [-0.1211398, 0.7167221, 1.0]], ['2, k, 4', [-0.294984, 0.4709124, 1.0]], ['2, k, 5', [-0.3335104, 0.2361268, 1.0]], ['2, k, 6', [-0.3376409, 0.001629091, 1.0]], ['2, k, 7', [-0.3485678, -0.06776635, 1.0]], ['2, k, 8', [0.02315373, 0.4765351, 1.0]], ['2, k, 9', [0.06184055, 0.2457893, 1.0]], ['2, k, 10', [0.1182025, 0.04298522, 1.0]], ['2, k, 11', [0.1260843, -0.03539542, 1.0]], ['2, k, 12', [-0.1640237, 0.03031874, 1.0]], ['2, k, 13', [-0.1844023, -0.2805166, 1.0]], ['2, k, 14', [-0.1606243, -0.6300024, 1.0]], ['2, k, 15', [-0.1454561, -0.7044806, 1.0]], ['2, k, 16', [-0.03237366, 0.04329346, 1.0]], ['2, k, 17', [0.07992544, -0.2521878, 1.0]], ['2, k, 18', [0.08788095, -0.6130655, 1.0]], ['2, k, 19', [0.1182027, -0.6869268, 1.0]], ['2, k, 20', [-0.1405443, 0.5267808, 1.0]], ['2, k, 21', [-0.3360941, -0.1399038, 1.0]], ['2, k, 22', [-0.318726, -0.06774128, 1.0]], ['2, k, 23', [0.1493327, -0.09502621, 1.0]], ['2, k, 24', [0.1532781, -0.0397932, 1.0]]]
[['2, k, 0', [-0.1007402, 0.0367448, 1.0]], ['2, k, 1', [-0.1241638, 0.319827, 1.0]], ['2, k, 2', [-0.1467405, 0.5943196, 1.0]], ['2, k, 3', [-0.1211882, 0.7167031, 1.0]], ['2, k, 4', [-0.2954187, 0.4711401, 1.0]], ['2, k, 5', [-0.3342784, 0.2364484, 1.0]], ['2, k, 6', [-0.3395049, 0.001084956, 1.0]], ['2, k, 7', [-0.3489639, -0.06860915, 1.0]], ['2, k, 8', [0.02285508, 0.4765833, 1.0]], ['2, k, 9', [0.0615024, 0.2458582, 1.0]], ['2, k, 10', [0.1226327, 0.01792925, 1.0]], ['2, k, 11', [0.1308143, -0.05835074, 1.0]], ['2, k, 12', [-0.1650932, 0.03005425, 1.0]], ['2, k, 13', [-0.1848792, -0.2908104, 1.0]], ['2, k, 14', [-0.1597258, -0.6273528, 1.0]], ['2, k, 15', [-0.1458263, -0.703317, 1.0]], ['2, k, 16', [-0.03391806, 0.0424652, 1.0]], ['2, k, 17', [0.06298156, -0.2695693, 1.0]], ['2, k, 18', [0.05782916, -0.6391146, 1.0]], ['2, k, 19', [0.09271203, -0.7043735, 1.0]], ['2, k, 20', [-0.1412472, 0.5269074, 1.0]], ['2, k, 21', [-0.3366794, -0.1399236, 1.0]], ['2, k, 22', [-0.3147655, -0.04078871, 1.0]], ['2, k, 23', [0.1534499, -0.1225288, 1.0]], ['2, k, 24', [0.1553299, -0.0553486, 1.0]]]
[['2, k, 0', [-0.1019046, 0.03585162, 1.0]], ['2, k, 1', [-0.1244617, 0.3195294, 1.0]], ['2, k, 2', [-0.1467271, 0.5942934, 1.0]], ['2, k, 3', [-0.1211846, 0.7168455, 1.0]], ['2, k, 4', [-0.2955994, 0.4711444, 1.0]], ['2, k, 5', [-0.3341895, 0.2364605, 1.0]], ['2, k, 6', [-0.3396651, 0.001331032, 1.0]], ['2, k, 7', [-0.3428453, -0.06622685, 1.0]], ['2, k, 8', [0.02253799, 0.4764996, 1.0]], ['2, k, 9', [0.06151359, 0.2458308, 1.0]], ['2, k, 10', [0.1209975, 0.01734203, 1.0]], ['2, k, 11', [0.1255103, -0.06096408, 1.0]], ['2, k, 12', [-0.1659275, 0.02936671, 1.0]], ['2, k, 13', [-0.1849423, -0.297565, 1.0]], ['2, k, 14', [-0.1591505, -0.6284387, 1.0]], ['2, k, 15', [-0.1455803, -0.7042609, 1.0]], ['2, k, 16', [-0.03535729, 0.04139409, 1.0]], ['2, k, 17', [0.02630624, -0.2838575, 1.0]], ['2, k, 18', [-0.007214839, -0.6303328, 1.0]], ['2, k, 19', [0.01472816, -0.7068942, 1.0]], ['2, k, 20', [-0.1412609, 0.5268517, 1.0]], ['2, k, 21', [-0.3315499, -0.1394747, 1.0]], ['2, k, 22', [-0.3136848, -0.07793586, 1.0]], ['2, k, 23', [0.1446001, -0.127877, 1.0]], ['2, k, 24', [0.1549188, -0.07329136, 1.0]]]
[['2, k, 0', [-0.1022429, 0.03487723, 1.0]], ['2, k, 1', [-0.1245124, 0.3192222, 1.0]], ['2, k, 2', [-0.1466278, 0.594265, 1.0]], ['2, k, 3', [-0.1211303, 0.7168902, 1.0]], ['2, k, 4', [-0.295373, 0.471237, 1.0]], ['2, k, 5', [-0.3336749, 0.2365796, 1.0]], ['2, k, 6', [-0.3379146, 0.002187325, 1.0]], ['2, k, 7', [-0.3357899, -0.06705459, 1.0]], ['2, k, 8', [0.0231945, 0.4762841, 1.0]], ['2, k, 9', [0.06206455, 0.2455302, 1.0]], ['2, k, 10', [0.1202368, 0.01665088, 1.0]], ['2, k, 11', [0.1239804, -0.06275322, 1.0]], ['2, k, 12', [-0.1662382, 0.02836779, 1.0]], ['2, k, 13', [-0.1843926, -0.3002056, 1.0]], ['2, k, 14', [-0.1587371, -0.6293211, 1.0]], ['2, k, 15', [-0.1454358, -0.7052034, 1.0]], ['2, k, 16', [-0.03571104, 0.04040882, 1.0]], ['2, k, 17', [0.01361208, -0.2907585, 1.0]], ['2, k, 18', [-0.00998008, -0.6302055, 1.0]], ['2, k, 19', [0.008880133, -0.7076048, 1.0]], ['2, k, 20', [-0.1412061, 0.5267859, 1.0]], ['2, k, 21', [-0.3302771, -0.1377753, 1.0]], ['2, k, 22', [-0.3047324, -0.07324443, 1.0]], ['2, k, 23', [0.1393306, -0.1279005, 1.0]], ['2, k, 24', [0.1493753, -0.0583263, 1.0]]]
[['2, k, 0', [-0.1028857, 0.03396422, 1.0]], ['2, k, 1', [-0.1245016, 0.3189719, 1.0]], ['2, k, 2', [-0.1459977, 0.594263, 1.0]], ['2, k, 3', [-0.1204181, 0.7169421, 1.0]], ['2, k, 4', [-0.2952439, 0.4712486, 1.0]], ['2, k, 5', [-0.3325842, 0.2364643, 1.0]], ['2, k, 6', [-0.3361683, 0.003403353, 1.0]], ['2, k, 7', [-0.331226, -0.06667081, 1.0]], ['2, k, 8', [0.02457454, 0.4755758, 1.0]], ['2, k, 9', [0.06278813, 0.2444955, 1.0]], ['2, k, 10', [0.1184696, 0.01488873, 1.0]], ['2, k, 11', [0.1196883, -0.06191238, 1.0]], ['2, k, 12', [-0.1667036, 0.02784559, 1.0]], ['2, k, 13', [-0.1844347, -0.3003841, 1.0]], ['2, k, 14', [-0.1590314, -0.6305294, 1.0]], ['2, k, 15', [-0.1448676, -0.70609, 1.0]], ['2, k, 16', [-0.03650657, 0.03903665, 1.0]], ['2, k, 17', [0.007025959, -0.2956063, 1.0]], ['2, k, 18', [-0.01246221, -0.6298252, 1.0]], ['2, k, 19', [0.0136287, -0.6756551, 1.0]], ['2, k, 20', [-0.140841, 0.5267012, 1.0]], ['2, k, 21', [-0.3268498, -0.1339882, 1.0]], ['2, k, 22', [-0.2961896, -0.05550443, 1.0]], ['2, k, 23', [0.1345995, -0.1278029, 1.0]], ['2, k, 24', [0.1465102, -0.0736188, 1.0]]]
[['2, k, 0', [-0.1028559, 0.03360744, 1.0]], ['2, k, 1', [-0.1241321, 0.3187307, 1.0]], ['2, k, 2', [-0.1445779, 0.5943487, 1.0]], ['2, k, 3', [-0.1189293, 0.7173639, 1.0]], ['2, k, 4', [-0.2944395, 0.4720672, 1.0]], ['2, k, 5', [-0.3316633, 0.2372793, 1.0]], ['2, k, 6', [-0.335246, 0.003043191, 1.0]], ['2, k, 7', [-0.3260141, -0.06302811, 1.0]], ['2, k, 8', [0.02598616, 0.4752994, 1.0]], ['2, k, 9', [0.06381341, 0.2439847, 1.0]], ['2, k, 10', [0.1171402, 0.01372533, 1.0]], ['2, k, 11', [0.1176208, -0.06251164, 1.0]], ['2, k, 12', [-0.1666831, 0.02774108, 1.0]], ['2, k, 13', [-0.1828245, -0.3007838, 1.0]], ['2, k, 14', [-0.1593484, -0.6297691, 1.0]], ['2, k, 15', [-0.1444384, -0.7055541, 1.0]], ['2, k, 16', [-0.03645768, 0.0383154, 1.0]], ['2, k, 17', [-0.0008958296, -0.301589, 1.0]], ['2, k, 18', [-0.0147097, -0.6303059, 1.0]], ['2, k, 19', [-0.006285951, -0.7126548, 1.0]], ['2, k, 20', [-0.1397562, 0.5266556, 1.0]], ['2, k, 21', [-0.3175067, -0.1311306, 1.0]], ['2, k, 22', [-0.2940246, -0.05635491, 1.0]], ['2, k, 23', [0.1314225, -0.1289608, 1.0]], ['2, k, 24', [0.1417807, -0.0587669, 1.0]]]
[['2, k, 0', [-0.1025527, 0.03317905, 1.0]], ['2, k, 1', [-0.1233397, 0.3185189, 1.0]], ['2, k, 2', [-0.1425674, 0.5947543, 1.0]], ['2, k, 3', [-0.1163217, 0.7178708, 1.0]], ['2, k, 4', [-0.292926, 0.4728234, 1.0]], ['2, k, 5', [-0.3300934, 0.2379768, 1.0]], ['2, k, 6', [-0.3330634, 0.002553198, 1.0]], ['2, k, 7', [-0.3200055, -0.06234998, 1.0]], ['2, k, 8', [0.02772965, 0.4755642, 1.0]], ['2, k, 9', [0.06490984, 0.2440287, 1.0]], ['2, k, 10', [0.1154598, 0.01303484, 1.0]], ['2, k, 11', [0.1116746, -0.0630643, 1.0]], ['2, k, 12', [-0.1664529, 0.02764613, 1.0]], ['2, k, 13', [-0.1820748, -0.3010311, 1.0]], ['2, k, 14', [-0.1582969, -0.6275825, 1.0]], ['2, k, 15', [-0.1433483, -0.7038068, 1.0]], ['2, k, 16', [-0.0360622, 0.03734859, 1.0]], ['2, k, 17', [-0.007296627, -0.3025087, 1.0]], ['2, k, 18', [-0.01772242, -0.6307279, 1.0]], ['2, k, 19', [-0.009534492, -0.7118399, 1.0]], ['2, k, 20', [-0.138081, 0.5268522, 1.0]], ['2, k, 21', [-0.3107332, -0.1309844, 1.0]], ['2, k, 22', [-0.2785752, -0.04221886, 1.0]], ['2, k, 23', [0.122666, -0.1271846, 1.0]], ['2, k, 24', [0.1379002, -0.06997141, 1.0]]]
[['2, k, 0', [-0.1015859, 0.03257038, 1.0]], ['2, k, 1', [-0.1202516, 0.3181351, 1.0]], ['2, k, 2', [-0.1359587, 0.5953161, 1.0]], ['2, k, 3', [-0.1118407, 0.7189158, 1.0]], ['2, k, 4', [-0.2893929, 0.4738809, 1.0]], ['2, k, 5', [-0.3276188, 0.2391058, 1.0]], ['2, k, 6', [-0.3288943, 0.003783198, 1.0]], ['2, k, 7', [-0.3168352, -0.05986212, 1.0]], ['2, k, 8', [0.03287107, 0.4764806, 1.0]], ['2, k, 9', [0.06642603, 0.2440517, 1.0]], ['2, k, 10', [0.1137953, 0.01239165, 1.0]], ['2, k, 11', [0.1070885, -0.06251459, 1.0]], ['2, k, 12', [-0.1653072, 0.02747846, 1.0]], ['2, k, 13', [-0.1811871, -0.3012168, 1.0]], ['2, k, 14', [-0.1559887, -0.6325188, 1.0]], ['2, k, 15', [-0.1427902, -0.7079589, 1.0]], ['2, k, 16', [-0.03518332, 0.03629464, 1.0]], ['2, k, 17', [-0.01479472, -0.303073, 1.0]], ['2, k, 18', [-0.02053535, -0.6324936, 1.0]], ['2, k, 19', [-0.01053368, -0.7130676, 1.0]], ['2, k, 20', [-0.1323856, 0.5271297, 1.0]], ['2, k, 21', [-0.3042148, -0.132103, 1.0]], ['2, k, 22', [-0.2798682, -0.04258714, 1.0]], ['2, k, 23', [0.1178009, -0.1337056, 1.0]], ['2, k, 24', [0.1343979, -0.05870302, 1.0]]]
[['2, k, 0', [-0.1007057, 0.03183607, 1.0]], ['2, k, 1', [-0.1185018, 0.3177976, 1.0]], ['2, k, 2', [-0.133301, 0.5955509, 1.0]], ['2, k, 3', [-0.1092595, 0.7194811, 1.0]], ['2, k, 4', [-0.2873871, 0.474904, 1.0]], ['2, k, 5', [-0.3260902, 0.2401345, 1.0]], ['2, k, 6', [-0.3268062, 0.00461123, 1.0]], ['2, k, 7', [-0.3144697, -0.05856362, 1.0]], ['2, k, 8', [0.03598053, 0.4741261, 1.0]], ['2, k, 9', [0.06870638, 0.2420392, 1.0]], ['2, k, 10', [0.1131876, 0.009691508, 1.0]], ['2, k, 11', [0.1036726, -0.0618536, 1.0]], ['2, k, 12', [-0.1645335, 0.02710415, 1.0]], ['2, k, 13', [-0.1794667, -0.3015041, 1.0]], ['2, k, 14', [-0.1559855, -0.631725, 1.0]], ['2, k, 15', [-0.141384, -0.7071726, 1.0]], ['2, k, 16', [-0.03421702, 0.03524464, 1.0]], ['2, k, 17', [-0.01839701, -0.3038591, 1.0]], ['2, k, 18', [-0.02116024, -0.6336979, 1.0]], ['2, k, 19', [-0.01150305, -0.7137799, 1.0]], ['2, k, 20', [-0.129904, 0.5272192, 1.0]], ['2, k, 21', [-0.3060143, -0.1273314, 1.0]], ['2, k, 22', [-0.274645, -0.02781469, 1.0]], ['2, k, 23', [0.113362, -0.1326301, 1.0]], ['2, k, 24', [0.1302319, -0.06592347, 1.0]]]
[['2, k, 0', [-0.09884149, 0.03093792, 1.0]], ['2, k, 1', [-0.1165193, 0.3177114, 1.0]], ['2, k, 2', [-0.1314646, 0.5962507, 1.0]], ['2, k, 3', [-0.1065216, 0.7201368, 1.0]], ['2, k, 4', [-0.2856226, 0.4754589, 1.0]], ['2, k, 5', [-0.323838, 0.2405218, 1.0]], ['2, k, 6', [-0.3239834, 0.005020748, 1.0]], ['2, k, 7', [-0.3133743, -0.05726642, 1.0]], ['2, k, 8', [0.0377631, 0.4734694, 1.0]], ['2, k, 9', [0.0701068, 0.2416038, 1.0]], ['2, k, 10', [0.1122224, 0.009630729, 1.0]], ['2, k, 11', [0.1039916, -0.06263027, 1.0]], ['2, k, 12', [-0.1622512, 0.02645927, 1.0]], ['2, k, 13', [-0.177969, -0.3022268, 1.0]], ['2, k, 14', [-0.1558716, -0.6314018, 1.0]], ['2, k, 15', [-0.1398858, -0.7062618, 1.0]], ['2, k, 16', [-0.03276567, 0.03424516, 1.0]], ['2, k, 17', [-0.01859104, -0.3046549, 1.0]], ['2, k, 18', [-0.02262583, -0.6345184, 1.0]], ['2, k, 19', [-0.01028212, -0.7135048, 1.0]], ['2, k, 20', [-0.1279961, 0.5277364, 1.0]], ['2, k, 21', [-0.3056025, -0.1248877, 1.0]], ['2, k, 22', [-0.2731701, -0.03036822, 1.0]], ['2, k, 23', [0.1095387, -0.1326841, 1.0]], ['2, k, 24', [0.1331218, -0.04348323, 1.0]]]
[['2, k, 0', [-0.09794956, 0.03057839, 1.0]], ['2, k, 1', [-0.1148012, 0.3176459, 1.0]], ['2, k, 2', [-0.1291663, 0.5965828, 1.0]], ['2, k, 3', [-0.1050499, 0.7204394, 1.0]], ['2, k, 4', [-0.2842512, 0.4765179, 1.0]], ['2, k, 5', [-0.3219058, 0.2413729, 1.0]], ['2, k, 6', [-0.3222358, 0.00581078, 1.0]], ['2, k, 7', [-0.3108641, -0.0592052, 1.0]], ['2, k, 8', [0.03905547, 0.4735705, 1.0]], ['2, k, 9', [0.0716667, 0.2416743, 1.0]], ['2, k, 10', [0.1108917, 0.008831808, 1.0]], ['2, k, 11', [0.1027909, -0.06416798, 1.0]], ['2, k, 12', [-0.1609298, 0.02623752, 1.0]], ['2, k, 13', [-0.1755455, -0.3023045, 1.0]], ['2, k, 14', [-0.1560172, -0.6316274, 1.0]], ['2, k, 15', [-0.1407375, -0.7064385, 1.0]], ['2, k, 16', [-0.03216861, 0.0338345, 1.0]], ['2, k, 17', [-0.01947173, -0.304915, 1.0]], ['2, k, 18', [-0.02268136, -0.6340578, 1.0]], ['2, k, 19', [-0.01507209, -0.7141991, 1.0]], ['2, k, 20', [-0.1258048, 0.5279806, 1.0]], ['2, k, 21', [-0.3022548, -0.1286211, 1.0]], ['2, k, 22', [-0.2759636, -0.043678, 1.0]], ['2, k, 23', [0.1105207, -0.1336514, 1.0]], ['2, k, 24', [0.1312548, -0.06253785, 1.0]]]
[['2, k, 0', [-0.0975657, 0.03039771, 1.0]], ['2, k, 1', [-0.113831, 0.3175173, 1.0]], ['2, k, 2', [-0.1277902, 0.5965331, 1.0]], ['2, k, 3', [-0.1038777, 0.7205144, 1.0]], ['2, k, 4', [-0.2825038, 0.4768564, 1.0]], ['2, k, 5', [-0.3204564, 0.2418634, 1.0]], ['2, k, 6', [-0.3205035, 0.006192897, 1.0]], ['2, k, 7', [-0.3094406, -0.05998402, 1.0]], ['2, k, 8', [0.03982845, 0.4734477, 1.0]], ['2, k, 9', [0.07280522, 0.2414348, 1.0]], ['2, k, 10', [0.1106296, 0.009451607, 1.0]], ['2, k, 11', [0.1031327, -0.06321488, 1.0]], ['2, k, 12', [-0.1604317, 0.0261485, 1.0]], ['2, k, 13', [-0.1734898, -0.3025376, 1.0]], ['2, k, 14', [-0.155606, -0.6320004, 1.0]], ['2, k, 15', [-0.1391809, -0.7061314, 1.0]], ['2, k, 16', [-0.03189984, 0.03360702, 1.0]], ['2, k, 17', [-0.02035278, -0.3049634, 1.0]], ['2, k, 18', [-0.02261152, -0.6335833, 1.0]], ['2, k, 19', [-0.01529912, -0.7136731, 1.0]], ['2, k, 20', [-0.1245087, 0.5279213, 1.0]], ['2, k, 21', [-0.2978936, -0.1270843, 1.0]], ['2, k, 22', [-0.271236, -0.04631634, 1.0]], ['2, k, 23', [0.1061676, -0.1338286, 1.0]], ['2, k, 24', [0.1355101, -0.06118757, 1.0]]]
[['2, k, 0', [-0.0973517, 0.03031783, 1.0]], ['2, k, 1', [-0.1135378, 0.3175803, 1.0]], ['2, k, 2', [-0.1275165, 0.5967118, 1.0]], ['2, k, 3', [-0.1032122, 0.7207225, 1.0]], ['2, k, 4', [-0.2820696, 0.4777903, 1.0]], ['2, k, 5', [-0.319921, 0.2426541, 1.0]], ['2, k, 6', [-0.3176527, 0.007013298, 1.0]], ['2, k, 7', [-0.3074982, -0.05834804, 1.0]], ['2, k, 8', [0.04070568, 0.4736971, 1.0]], ['2, k, 9', [0.07382247, 0.2416501, 1.0]], ['2, k, 10', [0.1100087, 0.009699486, 1.0]], ['2, k, 11', [0.1044282, -0.06383927, 1.0]], ['2, k, 12', [-0.1601733, 0.02621042, 1.0]], ['2, k, 13', [-0.1723112, -0.3025112, 1.0]], ['2, k, 14', [-0.1556184, -0.6313612, 1.0]], ['2, k, 15', [-0.1391761, -0.7056667, 1.0]], ['2, k, 16', [-0.03170613, 0.0334312, 1.0]], ['2, k, 17', [-0.02089655, -0.3049535, 1.0]], ['2, k, 18', [-0.0234855, -0.6338212, 1.0]], ['2, k, 19', [-0.01539635, -0.7139972, 1.0]], ['2, k, 20', [-0.1242228, 0.5280777, 1.0]], ['2, k, 21', [-0.2936095, -0.127341, 1.0]], ['2, k, 22', [-0.2710749, -0.035854, 1.0]], ['2, k, 23', [0.1094825, -0.133781, 1.0]], ['2, k, 24', [0.136792, -0.06531421, 1.0]]]
[['2, k, 0', [-0.09709796, 0.03015969, 1.0]], ['2, k, 1', [-0.1131417, 0.3176448, 1.0]], ['2, k, 2', [-0.127056, 0.5970315, 1.0]], ['2, k, 3', [-0.1027935, 0.721028, 1.0]], ['2, k, 4', [-0.2817547, 0.477803, 1.0]], ['2, k, 5', [-0.3193279, 0.2426, 1.0]], ['2, k, 6', [-0.3156906, 0.006901879, 1.0]], ['2, k, 7', [-0.3036753, -0.05586564, 1.0]], ['2, k, 8', [0.04102632, 0.4737288, 1.0]], ['2, k, 9', [0.07418002, 0.2416963, 1.0]], ['2, k, 10', [0.1088294, 0.009866607, 1.0]], ['2, k, 11', [0.1056553, -0.06463271, 1.0]], ['2, k, 12', [-0.1598536, 0.02610167, 1.0]], ['2, k, 13', [-0.1713227, -0.3026256, 1.0]], ['2, k, 14', [-0.1554946, -0.6328416, 1.0]], ['2, k, 15', [-0.1390409, -0.7066277, 1.0]], ['2, k, 16', [-0.03145478, 0.0331987, 1.0]], ['2, k, 17', [-0.0215175, -0.3050784, 1.0]], ['2, k, 18', [-0.0234582, -0.6337073, 1.0]], ['2, k, 19', [-0.01559323, -0.7139924, 1.0]], ['2, k, 20', [-0.1237725, 0.5283341, 1.0]], ['2, k, 21', [-0.2939631, -0.1274994, 1.0]], ['2, k, 22', [-0.2671302, -0.06299572, 1.0]], ['2, k, 23', [0.1105008, -0.1336178, 1.0]], ['2, k, 24', [0.1388241, -0.05397687, 1.0]]]
[['2, k, 0', [-0.09654123, 0.02992438, 1.0]], ['2, k, 1', [-0.1126472, 0.3175457, 1.0]], ['2, k, 2', [-0.1267686, 0.5970098, 1.0]], ['2, k, 3', [-0.1027193, 0.7209842, 1.0]], ['2, k, 4', [-0.2813673, 0.4777262, 1.0]], ['2, k, 5', [-0.3186323, 0.2424916, 1.0]], ['2, k, 6', [-0.3132364, 0.00676361, 1.0]], ['2, k, 7', [-0.2989438, -0.05974451, 1.0]], ['2, k, 8', [0.04139189, 0.4738917, 1.0]], ['2, k, 9', [0.0743912, 0.2417948, 1.0]], ['2, k, 10', [0.1087556, 0.009968567, 1.0]], ['2, k, 11', [0.1068182, -0.06429943, 1.0]], ['2, k, 12', [-0.1592554, 0.02598573, 1.0]], ['2, k, 13', [-0.1705467, -0.3027643, 1.0]], ['2, k, 14', [-0.1558134, -0.6309313, 1.0]], ['2, k, 15', [-0.1392512, -0.7053908, 1.0]], ['2, k, 16', [-0.03097588, 0.03287636, 1.0]], ['2, k, 17', [-0.02160782, -0.3053884, 1.0]], ['2, k, 18', [-0.0232783, -0.633707, 1.0]], ['2, k, 19', [-0.01725227, -0.7134846, 1.0]], ['2, k, 20', [-0.1234371, 0.5283021, 1.0]], ['2, k, 21', [-0.2879277, -0.1277117, 1.0]], ['2, k, 22', [-0.2599542, -0.06285347, 1.0]], ['2, k, 23', [0.108606, -0.1329566, 1.0]], ['2, k, 24', [0.1371346, -0.06760348, 1.0]]]
[['2, k, 0', [-0.09923519, 0.02950118, 1.0]], ['2, k, 1', [-0.1153265, 0.3164137, 1.0]], ['2, k, 2', [-0.1302532, 0.5946804, 1.0]], ['2, k, 3', [-0.1059627, 0.7190989, 1.0]], ['2, k, 4', [-0.2857884, 0.4751229, 1.0]], ['2, k, 5', [-0.3225323, 0.2398389, 1.0]], ['2, k, 6', [-0.3129295, 0.006099548, 1.0]], ['2, k, 7', [-0.306861, -0.05619124, 1.0]], ['2, k, 8', [0.03758103, 0.4734183, 1.0]], ['2, k, 9', [0.06946315, 0.2410434, 1.0]], ['2, k, 10', [0.1079604, 0.009481971, 1.0]], ['2, k, 11', [0.1031882, -0.06802047, 1.0]], ['2, k, 12', [-0.1626597, 0.02527891, 1.0]], ['2, k, 13', [-0.1809227, -0.3028232, 1.0]], ['2, k, 14', [-0.1563596, -0.6283922, 1.0]], ['2, k, 15', [-0.1389212, -0.7050903, 1.0]], ['2, k, 16', [-0.03317306, 0.03277021, 1.0]], ['2, k, 17', [0.007839135, -0.2923818, 1.0]], ['2, k, 18', [-0.01967253, -0.6288058, 1.0]], ['2, k, 19', [-0.01871048, -0.7105869, 1.0]], ['2, k, 20', [-0.1266667, 0.526341, 1.0]], ['2, k, 21', [-0.3045485, -0.1271361, 1.0]], ['2, k, 22', [-0.2610641, -0.04277117, 1.0]], ['2, k, 23', [0.1157936, -0.1341267, 1.0]], ['2, k, 24', [0.132208, -0.06487612, 1.0]]]
[['2, k, 0', [-0.1004147, 0.0294754, 1.0]], ['2, k, 1', [-0.1172709, 0.3159809, 1.0]], ['2, k, 2', [-0.1334161, 0.5936763, 1.0]], ['2, k, 3', [-0.1086271, 0.7174988, 1.0]], ['2, k, 4', [-0.28809, 0.4744346, 1.0]], ['2, k, 5', [-0.326028, 0.2395207, 1.0]], ['2, k, 6', [-0.3162437, 0.005815916, 1.0]], ['2, k, 7', [-0.3134736, -0.05561592, 1.0]], ['2, k, 8', [0.03450382, 0.4729743, 1.0]], ['2, k, 9', [0.06589371, 0.2406755, 1.0]], ['2, k, 10', [0.1087554, 0.008576029, 1.0]], ['2, k, 11', [0.1063153, -0.06908446, 1.0]], ['2, k, 12', [-0.1642224, 0.02483021, 1.0]], ['2, k, 13', [-0.1835397, -0.3033503, 1.0]], ['2, k, 14', [-0.1564717, -0.6289575, 1.0]], ['2, k, 15', [-0.1396095, -0.7052393, 1.0]], ['2, k, 16', [-0.03404739, 0.03309089, 1.0]], ['2, k, 17', [0.01999037, -0.2839009, 1.0]], ['2, k, 18', [-0.0136217, -0.6293751, 1.0]], ['2, k, 19', [-0.004557303, -0.7084422, 1.0]], ['2, k, 20', [-0.1294957, 0.5254946, 1.0]], ['2, k, 21', [-0.3164818, -0.1305177, 1.0]], ['2, k, 22', [-0.2637883, -0.04520955, 1.0]], ['2, k, 23', [0.1211725, -0.134263, 1.0]], ['2, k, 24', [0.1355403, -0.08998243, 1.0]]]
