[['2, k, 0', [-0.217103, -0.250998, 1.0]], ['2, k, 1', [-0.216973, 0.0381522, 1.0]], ['2, k, 2', [-0.215609, 0.320226, 1.0]], ['2, k, 3', [-0.220589, 0.448134, 1.0]], ['2, k, 4', [-0.400316, 0.239666, 1.0]], ['2, k, 5', [-0.562886, 0.0963905, 1.0]], ['2, k, 6', [-0.474529, -0.11521, 1.0]], ['2, k, 7', [-0.403701, -0.170785, 1.0]], ['2, k, 8', [-0.0497855, 0.234556, 1.0]], ['2, k, 9', [0.14005, 0.108811, 1.0]], ['2, k, 10', [0.0402838, -0.101267, 1.0]], ['2, k, 11', [-0.0155391, -0.140292, 1.0]], ['2, k, 12', [-0.29401, -0.246339, 1.0]], ['2, k, 13', [-0.383105, -0.643557, 1.0]], ['2, k, 14', [-0.44701, -1.01553, 1.0]], ['2, k, 15', [-0.473145, -1.07715, 1.0]], ['2, k, 16', [-0.134244, -0.248809, 1.0]], ['2, k, 17', [-0.0473163, -0.618466, 1.0]], ['2, k, 18', [0.0186346, -1.00142, 1.0]], ['2, k, 19', [0.0404053, -1.07129, 1.0]], ['2, k, 20', [-0.216166, 0.250744, 1.0]], ['2, k, 21', [-0.387517, -0.243062, 1.0]], ['2, k, 22', [-0.37324, -0.121487, 1.0]], ['2, k, 23', [-0.025872, -0.237133, 1.0]], ['2, k, 24', [-0.0431111, -0.124407, 1.0]]]
[['2, k, 0', [-0.218575, -0.519046, 1.0]], ['2, k, 1', [-0.217222, -0.29171, 1.0]], ['2, k, 2', [-0.214712, -0.067525, 1.0]], ['2, k, 3', [-0.213823, 0.0626303, 1.0]], ['2, k, 4', [-0.376757, -0.119193, 1.0]], ['2, k, 5', [-0.565661, -0.229969, 1.0]], ['2, k, 6', [-0.39769, -0.343108, 1.0]], ['2, k, 7', [-0.388349, -0.400494, 1.0]], ['2, k, 8', [-0.061712, -0.124469, 1.0]], ['2, k, 9', [0.132062, -0.191583, 1.0]], ['2, k, 10', [0.0266098, -0.345657, 1.0]], ['2, k, 11', [-0.0257576, -0.371004, 1.0]], ['2, k, 12', [-0.289677, -0.511994, 1.0]], ['2, k, 13', [-0.424994, -0.772591, 1.0]], ['2, k, 14', [-0.437368, -1.03082, 1.0]], ['2, k, 15', [-0.472069, -1.08627, 1.0]], ['2, k, 16', [-0.141946, -0.512991, 1.0]], ['2, k, 17', [0.0332332, -0.775752, 1.0]], ['2, k, 18', [0.00994741, -1.01767, 1.0]], ['2, k, 19', [0.0457851, -1.07083, 1.0]], ['2, k, 20', [-0.215564, -0.123122, 1.0]], ['2, k, 21', [-0.356498, -0.431146, 1.0]], ['2, k, 22', [-0.354096, -0.368481, 1.0]], ['2, k, 23', [-0.0198976, -0.455135, 1.0]], ['2, k, 24', [-0.0507544, -0.34388, 1.0]]]
[['2, k, 0', [-0.218341, -0.521026, 1.0]], ['2, k, 1', [-0.217267, -0.292983, 1.0]], ['2, k, 2', [-0.214902, -0.0681394, 1.0]], ['2, k, 3', [-0.214038, 0.0622812, 1.0]], ['2, k, 4', [-0.376843, -0.120733, 1.0]], ['2, k, 5', [-0.566319, -0.23022, 1.0]], ['2, k, 6', [-0.398718, -0.34408, 1.0]], ['2, k, 7', [-0.386873, -0.399776, 1.0]], ['2, k, 8', [-0.062272, -0.127452, 1.0]], ['2, k, 9', [0.131883, -0.193112, 1.0]], ['2, k, 10', [0.0285179, -0.346567, 1.0]], ['2, k, 11', [-0.0259909, -0.36905, 1.0]], ['2, k, 12', [-0.289653, -0.514041, 1.0]], ['2, k, 13', [-0.424647, -0.772839, 1.0]], ['2, k, 14', [-0.437291, -1.03055, 1.0]], ['2, k, 15', [-0.4716, -1.08626, 1.0]], ['2, k, 16', [-0.141514, -0.514862, 1.0]], ['2, k, 17', [0.0341342, -0.776022, 1.0]], ['2, k, 18', [0.00994364, -1.0176, 1.0]], ['2, k, 19', [0.0458132, -1.07077, 1.0]], ['2, k, 20', [-0.21573, -0.123889, 1.0]], ['2, k, 21', [-0.35761, -0.431817, 1.0]], ['2, k, 22', [-0.353606, -0.381643, 1.0]], ['2, k, 23', [-0.0199202, -0.455651, 1.0]], ['2, k, 24', [-0.0495379, -0.343102, 1.0]]]
[['2, k, 0', [-0.217851, -0.521566, 1.0]], ['2, k, 1', [-0.217063, -0.293062, 1.0]], ['2, k, 2', [-0.214939, -0.0676812, 1.0]], ['2, k, 3', [-0.214, 0.0626204, 1.0]], ['2, k, 4', [-0.376847, -0.120798, 1.0]], ['2, k, 5', [-0.567094, -0.230326, 1.0]], ['2, k, 6', [-0.440719, -0.370295, 1.0]], ['2, k, 7', [-0.409607, -0.414233, 1.0]], ['2, k, 8', [-0.0624552, -0.128476, 1.0]], ['2, k, 9', [0.132166, -0.19394, 1.0]], ['2, k, 10', [0.0266958, -0.347653, 1.0]], ['2, k, 11', [-0.0261914, -0.38023, 1.0]], ['2, k, 12', [-0.289149, -0.514533, 1.0]], ['2, k, 13', [-0.423676, -0.773098, 1.0]], ['2, k, 14', [-0.437223, -1.03049, 1.0]], ['2, k, 15', [-0.471501, -1.0862, 1.0]], ['2, k, 16', [-0.141055, -0.515421, 1.0]], ['2, k, 17', [0.0346724, -0.776661, 1.0]], ['2, k, 18', [0.00990047, -1.0178, 1.0]], ['2, k, 19', [0.0459648, -1.07087, 1.0]], ['2, k, 20', [-0.215705, -0.123586, 1.0]], ['2, k, 21', [-0.456088, -0.484704, 1.0]], ['2, k, 22', [-0.405205, -0.463033, 1.0]], ['2, k, 23', [-0.0135975, -0.460667, 1.0]], ['2, k, 24', [-0.0294147, -0.400629, 1.0]]]
[['2, k, 0', [-0.218464, -0.520499, 1.0]], ['2, k, 1', [-0.217726, -0.291615, 1.0]], ['2, k, 2', [-0.215644, -0.0656657, 1.0]], ['2, k, 3', [-0.214604, 0.0652397, 1.0]], ['2, k, 4', [-0.377172, -0.11879, 1.0]], ['2, k, 5', [-0.566596, -0.229348, 1.0]], ['2, k, 6', [-0.435463, -0.366962, 1.0]], ['2, k, 7', [-0.408865, -0.412728, 1.0]], ['2, k, 8', [-0.0623686, -0.127538, 1.0]], ['2, k, 9', [0.132155, -0.191429, 1.0]], ['2, k, 10', [0.028759, -0.345579, 1.0]], ['2, k, 11', [-0.0273195, -0.370497, 1.0]], ['2, k, 12', [-0.289631, -0.51343, 1.0]], ['2, k, 13', [-0.422499, -0.773309, 1.0]], ['2, k, 14', [-0.437341, -1.03059, 1.0]], ['2, k, 15', [-0.471782, -1.08626, 1.0]], ['2, k, 16', [-0.141803, -0.51446, 1.0]], ['2, k, 17', [0.0341397, -0.775364, 1.0]], ['2, k, 18', [0.00896865, -1.01898, 1.0]], ['2, k, 19', [0.0455081, -1.07042, 1.0]], ['2, k, 20', [-0.216403, -0.121728, 1.0]], ['2, k, 21', [-0.452545, -0.484243, 1.0]], ['2, k, 22', [-0.396135, -0.44362, 1.0]], ['2, k, 23', [-0.0145328, -0.457867, 1.0]], ['2, k, 24', [-0.046418, -0.353592, 1.0]]]
[['2, k, 0', [-0.219246, -0.517706, 1.0]], ['2, k, 1', [-0.218316, -0.28763, 1.0]], ['2, k, 2', [-0.215919, -0.0601608, 1.0]], ['2, k, 3', [-0.214869, 0.0706445, 1.0]], ['2, k, 4', [-0.378244, -0.113527, 1.0]], ['2, k, 5', [-0.568311, -0.224036, 1.0]], ['2, k, 6', [-0.439978, -0.366651, 1.0]], ['2, k, 7', [-0.408269, -0.412286, 1.0]], ['2, k, 8', [-0.0620681, -0.122154, 1.0]], ['2, k, 9', [0.133347, -0.186271, 1.0]], ['2, k, 10', [0.0291638, -0.343661, 1.0]], ['2, k, 11', [-0.0254522, -0.373521, 1.0]], ['2, k, 12', [-0.290374, -0.50969, 1.0]], ['2, k, 13', [-0.420427, -0.770839, 1.0]], ['2, k, 14', [-0.436865, -1.03035, 1.0]], ['2, k, 15', [-0.471605, -1.08586, 1.0]], ['2, k, 16', [-0.142562, -0.512557, 1.0]], ['2, k, 17', [0.0348054, -0.773679, 1.0]], ['2, k, 18', [0.0087647, -1.01915, 1.0]], ['2, k, 19', [0.0460813, -1.07097, 1.0]], ['2, k, 20', [-0.216771, -0.116627, 1.0]], ['2, k, 21', [-0.45024, -0.480627, 1.0]], ['2, k, 22', [-0.39219, -0.442614, 1.0]], ['2, k, 23', [-0.0185289, -0.45464, 1.0]], ['2, k, 24', [-0.047055, -0.34951, 1.0]]]
[['2, k, 0', [-0.219792, -0.511643, 1.0]], ['2, k, 1', [-0.219204, -0.278627, 1.0]], ['2, k, 2', [-0.217276, -0.0478777, 1.0]], ['2, k, 3', [-0.215665, 0.0824821, 1.0]], ['2, k, 4', [-0.3787, -0.105519, 1.0]], ['2, k, 5', [-0.568486, -0.219807, 1.0]], ['2, k, 6', [-0.447149, -0.363306, 1.0]], ['2, k, 7', [-0.412285, -0.405139, 1.0]], ['2, k, 8', [-0.0615029, -0.112791, 1.0]], ['2, k, 9', [0.132798, -0.179501, 1.0]], ['2, k, 10', [0.0274471, -0.336944, 1.0]], ['2, k, 11', [-0.0262593, -0.372238, 1.0]], ['2, k, 12', [-0.290065, -0.503306, 1.0]], ['2, k, 13', [-0.418718, -0.768017, 1.0]], ['2, k, 14', [-0.436767, -1.03036, 1.0]], ['2, k, 15', [-0.471551, -1.08585, 1.0]], ['2, k, 16', [-0.143934, -0.506924, 1.0]], ['2, k, 17', [0.0325945, -0.769655, 1.0]], ['2, k, 18', [0.00888333, -1.01886, 1.0]], ['2, k, 19', [0.0460974, -1.07088, 1.0]], ['2, k, 20', [-0.218, -0.105175, 1.0]], ['2, k, 21', [-0.453571, -0.480584, 1.0]], ['2, k, 22', [-0.397748, -0.432911, 1.0]], ['2, k, 23', [-0.0151787, -0.449003, 1.0]], ['2, k, 24', [-0.0447561, -0.350064, 1.0]]]
[['2, k, 0', [-0.221743, -0.501797, 1.0]], ['2, k, 1', [-0.220172, -0.267061, 1.0]], ['2, k, 2', [-0.217119, -0.034537, 1.0]], ['2, k, 3', [-0.216054, 0.0984013, 1.0]], ['2, k, 4', [-0.378397, -0.0938477, 1.0]], ['2, k, 5', [-0.56729, -0.203165, 1.0]], ['2, k, 6', [-0.453614, -0.357459, 1.0]], ['2, k, 7', [-0.413726, -0.400454, 1.0]], ['2, k, 8', [-0.0607108, -0.0999806, 1.0]], ['2, k, 9', [0.134356, -0.165034, 1.0]], ['2, k, 10', [0.0251813, -0.324435, 1.0]], ['2, k, 11', [-0.026524, -0.352175, 1.0]], ['2, k, 12', [-0.291575, -0.492839, 1.0]], ['2, k, 13', [-0.417049, -0.76452, 1.0]], ['2, k, 14', [-0.436727, -1.03023, 1.0]], ['2, k, 15', [-0.471787, -1.08587, 1.0]], ['2, k, 16', [-0.146253, -0.497952, 1.0]], ['2, k, 17', [0.0298584, -0.764527, 1.0]], ['2, k, 18', [0.00903963, -1.01866, 1.0]], ['2, k, 19', [0.0464488, -1.07109, 1.0]], ['2, k, 20', [-0.218142, -0.0922621, 1.0]], ['2, k, 21', [-0.445712, -0.464069, 1.0]], ['2, k, 22', [-0.393274, -0.427292, 1.0]], ['2, k, 23', [-0.0235064, -0.435746, 1.0]], ['2, k, 24', [-0.0494602, -0.320359, 1.0]]]
[['2, k, 0', [-0.221553, -0.490316, 1.0]], ['2, k, 1', [-0.219643, -0.251985, 1.0]], ['2, k, 2', [-0.216255, -0.0152822, 1.0]], ['2, k, 3', [-0.216607, 0.11806, 1.0]], ['2, k, 4', [-0.379061, -0.077851, 1.0]], ['2, k, 5', [-0.567571, -0.191636, 1.0]], ['2, k, 6', [-0.453634, -0.347455, 1.0]], ['2, k, 7', [-0.412804, -0.389405, 1.0]], ['2, k, 8', [-0.0606481, -0.0993725, 1.0]], ['2, k, 9', [0.133024, -0.158355, 1.0]], ['2, k, 10', [0.0175449, -0.313482, 1.0]], ['2, k, 11', [-0.028254, -0.349231, 1.0]], ['2, k, 12', [-0.29121, -0.480234, 1.0]], ['2, k, 13', [-0.41624, -0.759032, 1.0]], ['2, k, 14', [-0.436612, -1.03071, 1.0]], ['2, k, 15', [-0.471881, -1.08592, 1.0]], ['2, k, 16', [-0.14624, -0.4879, 1.0]], ['2, k, 17', [0.0292759, -0.759329, 1.0]], ['2, k, 18', [0.00942949, -1.01868, 1.0]], ['2, k, 19', [0.046445, -1.07114, 1.0]], ['2, k, 20', [-0.217357, -0.0740775, 1.0]], ['2, k, 21', [-0.440891, -0.454327, 1.0]], ['2, k, 22', [-0.395018, -0.42182, 1.0]], ['2, k, 23', [-0.0151533, -0.426311, 1.0]], ['2, k, 24', [-0.0465182, -0.327664, 1.0]]]
[['2, k, 0', [-0.221897, -0.475053, 1.0]], ['2, k, 1', [-0.219007, -0.234055, 1.0]], ['2, k, 2', [-0.214649, 0.0051707, 1.0]], ['2, k, 3', [-0.217247, 0.139152, 1.0]], ['2, k, 4', [-0.379835, -0.0587035, 1.0]], ['2, k, 5', [-0.569109, -0.176247, 1.0]], ['2, k, 6', [-0.433144, -0.323639, 1.0]], ['2, k, 7', [-0.406967, -0.377501, 1.0]], ['2, k, 8', [-0.0599054, -0.0559259, 1.0]], ['2, k, 9', [0.134741, -0.133339, 1.0]], ['2, k, 10', [0.0193621, -0.292302, 1.0]], ['2, k, 11', [-0.0273843, -0.322518, 1.0]], ['2, k, 12', [-0.292553, -0.467672, 1.0]], ['2, k, 13', [-0.415948, -0.755802, 1.0]], ['2, k, 14', [-0.436639, -1.03075, 1.0]], ['2, k, 15', [-0.474605, -1.08894, 1.0]], ['2, k, 16', [-0.145494, -0.469753, 1.0]], ['2, k, 17', [0.0255107, -0.749767, 1.0]], ['2, k, 18', [0.00999976, -1.01857, 1.0]], ['2, k, 19', [0.0465479, -1.07151, 1.0]], ['2, k, 20', [-0.215993, -0.0542174, 1.0]], ['2, k, 21', [-0.448097, -0.441638, 1.0]], ['2, k, 22', [-0.383356, -0.398972, 1.0]], ['2, k, 23', [-0.0222481, -0.408299, 1.0]], ['2, k, 24', [-0.0421733, -0.334081, 1.0]]]
[['2, k, 0', [-0.221763, -0.456927, 1.0]], ['2, k, 1', [-0.219277, -0.211235, 1.0]], ['2, k, 2', [-0.215499, 0.0310705, 1.0]], ['2, k, 3', [-0.218328, 0.165898, 1.0]], ['2, k, 4', [-0.380474, -0.0372313, 1.0]], ['2, k, 5', [-0.570382, -0.149189, 1.0]], ['2, k, 6', [-0.436307, -0.306462, 1.0]], ['2, k, 7', [-0.404941, -0.3573, 1.0]], ['2, k, 8', [-0.0594246, -0.0440905, 1.0]], ['2, k, 9', [0.134438, -0.116331, 1.0]], ['2, k, 10', [0.0134383, -0.275934, 1.0]], ['2, k, 11', [-0.0316479, -0.307065, 1.0]], ['2, k, 12', [-0.293876, -0.450527, 1.0]], ['2, k, 13', [-0.41154, -0.746464, 1.0]], ['2, k, 14', [-0.436442, -1.03063, 1.0]], ['2, k, 15', [-0.473419, -1.08773, 1.0]], ['2, k, 16', [-0.143926, -0.451679, 1.0]], ['2, k, 17', [0.0204822, -0.740017, 1.0]], ['2, k, 18', [0.0100142, -1.01822, 1.0]], ['2, k, 19', [0.0462917, -1.07122, 1.0]], ['2, k, 20', [-0.21668, -0.0289412, 1.0]], ['2, k, 21', [-0.41869, -0.420838, 1.0]], ['2, k, 22', [-0.368973, -0.364428, 1.0]], ['2, k, 23', [-0.0234663, -0.392955, 1.0]], ['2, k, 24', [-0.0485269, -0.327158, 1.0]]]
[['2, k, 0', [-0.221549, -0.442221, 1.0]], ['2, k, 1', [-0.219712, -0.193392, 1.0]], ['2, k, 2', [-0.216702, 0.0528833, 1.0]], ['2, k, 3', [-0.218944, 0.189121, 1.0]], ['2, k, 4', [-0.380705, -0.0146244, 1.0]], ['2, k, 5', [-0.572356, -0.13263, 1.0]], ['2, k, 6', [-0.427648, -0.287136, 1.0]], ['2, k, 7', [-0.401698, -0.337001, 1.0]], ['2, k, 8', [-0.0579854, -0.0209439, 1.0]], ['2, k, 9', [0.136413, -0.0978127, 1.0]], ['2, k, 10', [0.0120729, -0.255009, 1.0]], ['2, k, 11', [-0.0271726, -0.287072, 1.0]], ['2, k, 12', [-0.294678, -0.434968, 1.0]], ['2, k, 13', [-0.4082, -0.737881, 1.0]], ['2, k, 14', [-0.436036, -1.03141, 1.0]], ['2, k, 15', [-0.470916, -1.08672, 1.0]], ['2, k, 16', [-0.14279, -0.438103, 1.0]], ['2, k, 17', [0.0163859, -0.733107, 1.0]], ['2, k, 18', [0.0096643, -1.01786, 1.0]], ['2, k, 19', [0.046218, -1.07092, 1.0]], ['2, k, 20', [-0.217676, -0.00819151, 1.0]], ['2, k, 21', [-0.43052, -0.405387, 1.0]], ['2, k, 22', [-0.368768, -0.352623, 1.0]], ['2, k, 23', [-0.0197842, -0.371428, 1.0]], ['2, k, 24', [-0.0545877, -0.27354, 1.0]]]
[['2, k, 0', [-0.221419, -0.423418, 1.0]], ['2, k, 1', [-0.219238, -0.171351, 1.0]], ['2, k, 2', [-0.21576, 0.0773488, 1.0]], ['2, k, 3', [-0.219378, 0.214299, 1.0]], ['2, k, 4', [-0.383662, 0.0087345, 1.0]], ['2, k, 5', [-0.57432, -0.110103, 1.0]], ['2, k, 6', [-0.434067, -0.275701, 1.0]], ['2, k, 7', [-0.400212, -0.320304, 1.0]], ['2, k, 8', [-0.057841, -0.000853601, 1.0]], ['2, k, 9', [0.13967, -0.0728146, 1.0]], ['2, k, 10', [0.0340406, -0.247956, 1.0]], ['2, k, 11', [-0.0250421, -0.27677, 1.0]], ['2, k, 12', [-0.295651, -0.417704, 1.0]], ['2, k, 13', [-0.40561, -0.728257, 1.0]], ['2, k, 14', [-0.43651, -1.03142, 1.0]], ['2, k, 15', [-0.471275, -1.08683, 1.0]], ['2, k, 16', [-0.141467, -0.418137, 1.0]], ['2, k, 17', [0.0108684, -0.721532, 1.0]], ['2, k, 18', [0.00967462, -1.01757, 1.0]], ['2, k, 19', [0.0457174, -1.07091, 1.0]], ['2, k, 20', [-0.216863, 0.015774, 1.0]], ['2, k, 21', [-0.407374, -0.385276, 1.0]], ['2, k, 22', [-0.361628, -0.32919, 1.0]], ['2, k, 23', [-0.0127323, -0.37404, 1.0]], ['2, k, 24', [-0.0367674, -0.307034, 1.0]]]
[['2, k, 0', [-0.220217, -0.407736, 1.0]], ['2, k, 1', [-0.218575, -0.153163, 1.0]], ['2, k, 2', [-0.215647, 0.0984741, 1.0]], ['2, k, 3', [-0.219663, 0.236878, 1.0]], ['2, k, 4', [-0.384691, 0.0290336, 1.0]], ['2, k, 5', [-0.57873, -0.086627, 1.0]], ['2, k, 6', [-0.442328, -0.258854, 1.0]], ['2, k, 7', [-0.400683, -0.298457, 1.0]], ['2, k, 8', [-0.057394, 0.0213306, 1.0]], ['2, k, 9', [0.139671, -0.059621, 1.0]], ['2, k, 10', [0.0381769, -0.238933, 1.0]], ['2, k, 11', [-0.0229512, -0.265445, 1.0]], ['2, k, 12', [-0.294621, -0.402561, 1.0]], ['2, k, 13', [-0.402695, -0.718288, 1.0]], ['2, k, 14', [-0.436613, -1.03147, 1.0]], ['2, k, 15', [-0.471972, -1.08653, 1.0]], ['2, k, 16', [-0.140122, -0.402425, 1.0]], ['2, k, 17', [0.00640764, -0.712603, 1.0]], ['2, k, 18', [0.0104888, -1.01534, 1.0]], ['2, k, 19', [0.0458942, -1.07087, 1.0]], ['2, k, 20', [-0.216608, 0.0361241, 1.0]], ['2, k, 21', [-0.387673, -0.356532, 1.0]], ['2, k, 22', [-0.358299, -0.281811, 1.0]], ['2, k, 23', [-0.0126969, -0.362101, 1.0]], ['2, k, 24', [-0.0311504, -0.295716, 1.0]]]
[['2, k, 0', [-0.221237, -0.375209, 1.0]], ['2, k, 1', [-0.21996, -0.123388, 1.0]], ['2, k, 2', [-0.217295, 0.124526, 1.0]], ['2, k, 3', [-0.22011, 0.26178, 1.0]], ['2, k, 4', [-0.387987, 0.0522933, 1.0]], ['2, k, 5', [-0.582283, -0.0556476, 1.0]], ['2, k, 6', [-0.457687, -0.233549, 1.0]], ['2, k, 7', [-0.40737, -0.274877, 1.0]], ['2, k, 8', [-0.0570721, 0.044078, 1.0]], ['2, k, 9', [0.139826, -0.0396107, 1.0]], ['2, k, 10', [0.0414115, -0.221317, 1.0]], ['2, k, 11', [-0.0221919, -0.246859, 1.0]], ['2, k, 12', [-0.29426, -0.369219, 1.0]], ['2, k, 13', [-0.393067, -0.687296, 1.0]], ['2, k, 14', [-0.437039, -1.03088, 1.0]], ['2, k, 15', [-0.471919, -1.08623, 1.0]], ['2, k, 16', [-0.142478, -0.371532, 1.0]], ['2, k, 17', [-0.00629869, -0.685176, 1.0]], ['2, k, 18', [0.0106707, -1.01505, 1.0]], ['2, k, 19', [0.0464115, -1.07175, 1.0]], ['2, k, 20', [-0.218202, 0.0631604, 1.0]], ['2, k, 21', [-0.421225, -0.357305, 1.0]], ['2, k, 22', [-0.375725, -0.29, 1.0]], ['2, k, 23', [-0.0151003, -0.347334, 1.0]], ['2, k, 24', [-0.0303033, -0.279863, 1.0]]]
[['2, k, 0', [-0.222118, -0.37129, 1.0]], ['2, k, 1', [-0.220661, -0.11358, 1.0]], ['2, k, 2', [-0.218046, 0.146168, 1.0]], ['2, k, 3', [-0.220562, 0.283098, 1.0]], ['2, k, 4', [-0.385527, 0.0696153, 1.0]], ['2, k, 5', [-0.581849, -0.0466643, 1.0]], ['2, k, 6', [-0.445609, -0.221049, 1.0]], ['2, k, 7', [-0.404717, -0.261333, 1.0]], ['2, k, 8', [-0.0574626, 0.0560455, 1.0]], ['2, k, 9', [0.141132, -0.0142077, 1.0]], ['2, k, 10', [0.051434, -0.205037, 1.0]], ['2, k, 11', [-0.0173579, -0.230864, 1.0]], ['2, k, 12', [-0.296223, -0.363315, 1.0]], ['2, k, 13', [-0.429168, -0.657133, 1.0]], ['2, k, 14', [-0.430355, -0.984234, 1.0]], ['2, k, 15', [-0.465024, -1.06888, 1.0]], ['2, k, 16', [-0.142377, -0.369409, 1.0]], ['2, k, 17', [-0.00550684, -0.686558, 1.0]], ['2, k, 18', [0.0106971, -1.01504, 1.0]], ['2, k, 19', [0.0464206, -1.07144, 1.0]], ['2, k, 20', [-0.218943, 0.0812671, 1.0]], ['2, k, 21', [-0.393809, -0.321857, 1.0]], ['2, k, 22', [-0.369173, -0.233467, 1.0]], ['2, k, 23', [-0.0180144, -0.334248, 1.0]], ['2, k, 24', [-0.027374, -0.26255, 1.0]]]
[['2, k, 0', [-0.217535, -0.345983, 1.0]], ['2, k, 1', [-0.218873, -0.0870915, 1.0]], ['2, k, 2', [-0.218066, 0.169464, 1.0]], ['2, k, 3', [-0.221144, 0.307457, 1.0]], ['2, k, 4', [-0.387268, 0.0944386, 1.0]], ['2, k, 5', [-0.583042, -0.0262402, 1.0]], ['2, k, 6', [-0.455113, -0.209042, 1.0]], ['2, k, 7', [-0.407435, -0.249887, 1.0]], ['2, k, 8', [-0.0563544, 0.0914375, 1.0]], ['2, k, 9', [0.141896, 0.00405623, 1.0]], ['2, k, 10', [0.0383315, -0.184658, 1.0]], ['2, k, 11', [-0.0227909, -0.214219, 1.0]], ['2, k, 12', [-0.294073, -0.341548, 1.0]], ['2, k, 13', [-0.39262, -0.67397, 1.0]], ['2, k, 14', [-0.441594, -1.01688, 1.0]], ['2, k, 15', [-0.474036, -1.08603, 1.0]], ['2, k, 16', [-0.135096, -0.341335, 1.0]], ['2, k, 17', [-0.0124681, -0.671151, 1.0]], ['2, k, 18', [0.0100854, -1.01251, 1.0]], ['2, k, 19', [0.045694, -1.07116, 1.0]], ['2, k, 20', [-0.218555, 0.105722, 1.0]], ['2, k, 21', [-0.420452, -0.328283, 1.0]], ['2, k, 22', [-0.375423, -0.269047, 1.0]], ['2, k, 23', [-0.0232912, -0.316503, 1.0]], ['2, k, 24', [-0.0403851, -0.23383, 1.0]]]
[['2, k, 0', [-0.219938, -0.325284, 1.0]], ['2, k, 1', [-0.218712, -0.0681159, 1.0]], ['2, k, 2', [-0.21629, 0.187396, 1.0]], ['2, k, 3', [-0.220385, 0.326653, 1.0]], ['2, k, 4', [-0.388084, 0.109543, 1.0]], ['2, k, 5', [-0.58459, -0.0141464, 1.0]], ['2, k, 6', [-0.449239, -0.193961, 1.0]], ['2, k, 7', [-0.405018, -0.229104, 1.0]], ['2, k, 8', [-0.0550462, 0.105721, 1.0]], ['2, k, 9', [0.142526, 0.0170159, 1.0]], ['2, k, 10', [0.0258755, -0.164793, 1.0]], ['2, k, 11', [-0.0247242, -0.196401, 1.0]], ['2, k, 12', [-0.293823, -0.321763, 1.0]], ['2, k, 13', [-0.386814, -0.654336, 1.0]], ['2, k, 14', [-0.441869, -1.01678, 1.0]], ['2, k, 15', [-0.474049, -1.08571, 1.0]], ['2, k, 16', [-0.140623, -0.320122, 1.0]], ['2, k, 17', [-0.0199965, -0.64914, 1.0]], ['2, k, 18', [0.00991554, -1.01231, 1.0]], ['2, k, 19', [0.0448061, -1.07061, 1.0]], ['2, k, 20', [-0.217134, 0.124208, 1.0]], ['2, k, 21', [-0.419278, -0.309562, 1.0]], ['2, k, 22', [-0.373099, -0.251524, 1.0]], ['2, k, 23', [-0.0244592, -0.297635, 1.0]], ['2, k, 24', [-0.0406386, -0.22805, 1.0]]]
[['2, k, 0', [-0.220405, -0.32058, 1.0]], ['2, k, 1', [-0.219232, -0.0547018, 1.0]], ['2, k, 2', [-0.216555, 0.209541, 1.0]], ['2, k, 3', [-0.220933, 0.348373, 1.0]], ['2, k, 4', [-0.38847, 0.125994, 1.0]], ['2, k, 5', [-0.58742, 0.00131727, 1.0]], ['2, k, 6', [-0.454518, -0.180232, 1.0]], ['2, k, 7', [-0.407812, -0.219675, 1.0]], ['2, k, 8', [-0.0542058, 0.120431, 1.0]], ['2, k, 9', [0.14313, 0.0357016, 1.0]], ['2, k, 10', [0.0159556, -0.150721, 1.0]], ['2, k, 11', [-0.0324737, -0.191702, 1.0]], ['2, k, 12', [-0.293353, -0.315992, 1.0]], ['2, k, 13', [-0.420888, -0.631688, 1.0]], ['2, k, 14', [-0.433754, -0.989416, 1.0]], ['2, k, 15', [-0.470432, -1.07408, 1.0]], ['2, k, 16', [-0.141813, -0.316429, 1.0]], ['2, k, 17', [0.0121029, -0.630283, 1.0]], ['2, k, 18', [0.054857, -1.07886, 1.0]], ['2, k, 19', [-0.00368382, -1.08974, 1.0]], ['2, k, 20', [-0.217478, 0.144106, 1.0]], ['2, k, 21', [-0.422333, -0.296686, 1.0]], ['2, k, 22', [-0.379101, -0.234345, 1.0]], ['2, k, 23', [-0.0329121, -0.28493, 1.0]], ['2, k, 24', [-0.0617077, -0.19586, 1.0]]]
