[['2, k, 0', [-4.66914, 83.83082, 1.0]], ['2, k, 1', [-4.172043703037843, 112.66001825302499, 1.0]], ['2, k, 2', [-3.775412073251689, 134.39653010103882, 1.0]], ['2, k, 3', [-3.6562090545037997, 140.57057958948204, 1.0]], ['2, k, 4', [12.035526572661176, 129.35938568124553, 1.0]], ['2, k, 5', [31.355451723045498, 121.57708919077949, 1.0]], ['2, k, 6', [34.42757208810031, 143.00079280545071, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-21.253830387967717, 129.79640722950495, 1.0]], ['2, k, 9', [-40.83416467921042, 122.91333398346808, 1.0]], ['2, k, 10', [-43.01069833927828, 146.7050729838547, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.567856059776785, 83.78905394856326, 1.0]], ['2, k, 13', [0.19216450358640458, 44.172360930714476, 1.0]], ['2, k, 14', [0.12231419776071945, 9.550131745398922, 1.0]], ['2, k, 15', [-2.5515611759735983, 3.1509265886098703, 1.0]], ['2, k, 16', [-11.76968874819875, 83.84247488360211, 1.0]], ['2, k, 17', [-12.021864762700483, 45.821345510824614, 1.0]], ['2, k, 18', [-10.828393180267334, 9.916805565404474, 1.0]], ['2, k, 19', [-10.821546346433982, 7.196709877143854, 1.0]], ['2, k, 20', [-3.775412073251689, 134.39653010103882, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.82861, 85.526926, 1.0]], ['2, k, 1', [-1.079247589832499, 113.83416661271144, 1.0]], ['2, k, 2', [2.1136462283569504, 135.26535426446657, 1.0]], ['2, k, 3', [3.0837468746380816, 141.31478090095155, 1.0]], ['2, k, 4', [17.624253261221227, 131.4260391618539, 1.0]], ['2, k, 5', [34.398820954563845, 120.56045429662619, 1.0]], ['2, k, 6', [42.78266763722458, 141.80314525984306, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-14.169639183568787, 130.37285072483527, 1.0]], ['2, k, 9', [-34.64043911115776, 124.07600774725188, 1.0]], ['2, k, 10', [-40.325529858774196, 144.48861968346742, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.574870733846959, 84.56279658055729, 1.0]], ['2, k, 13', [0.9509358669994663, 47.07354799164973, 1.0]], ['2, k, 14', [-1.0688165559925311, 10.944132275665389, 1.0]], ['2, k, 15', [-1.0966161780816248, 7.9025251229845335, 1.0]], ['2, k, 16', [-11.997388251696552, 86.32450604597003, 1.0]], ['2, k, 17', [-38.91211754950223, 64.7521646055252, 1.0]], ['2, k, 18', [-60.04965192879402, 43.07878743784468, 1.0]], ['2, k, 19', [-65.64187821725213, 42.999736589622984, 1.0]], ['2, k, 20', [2.1136462283569504, 135.26535426446657, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.981596000000001, 85.66898, 1.0]], ['2, k, 1', [-0.9828159549340816, 113.8632467055482, 1.0]], ['2, k, 2', [2.4089303668201105, 135.19417413704346, 1.0]], ['2, k, 3', [3.4354441071329296, 141.21020644458622, 1.0]], ['2, k, 4', [17.846209587948817, 131.42988327671932, 1.0]], ['2, k, 5', [34.64119290933451, 120.5289375903804, 1.0]], ['2, k, 6', [43.08283927138389, 141.89540569552045, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-13.87625510343043, 130.3927625897993, 1.0]], ['2, k, 9', [-34.36989039104876, 124.09239320056581, 1.0]], ['2, k, 10', [-40.28220030225861, 144.46508439119867, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.429158916621361, 84.61822384524075, 1.0]], ['2, k, 13', [0.6305720941387141, 47.604138722211964, 1.0]], ['2, k, 14', [-1.3872486380424438, 11.05994982136648, 1.0]], ['2, k, 15', [-1.4691693250564035, 7.980921400936701, 1.0]], ['2, k, 16', [-12.158560315493387, 86.56836429799382, 1.0]], ['2, k, 17', [-42.379083342264146, 71.50310347545975, 1.0]], ['2, k, 18', [-66.93670719735228, 54.16448888649235, 1.0]], ['2, k, 19', [-73.41115609706499, 55.52736011334364, 1.0]], ['2, k, 20', [2.4089303668201105, 135.19417413704346, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-5.099886, 85.78425200000001, 1.0]], ['2, k, 1', [-0.8499334909367011, 113.86572430171093, 1.0]], ['2, k, 2', [2.7363262835487205, 135.0866774077185, 1.0]], ['2, k, 3', [3.8177286266162804, 141.0683974081494, 1.0]], ['2, k, 4', [17.973427959681025, 131.4268525618204, 1.0]], ['2, k, 5', [34.84114460617106, 120.41330387716351, 1.0]], ['2, k, 6', [43.09807696081919, 141.35479736123915, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-13.634058176082682, 130.3494060223203, 1.0]], ['2, k, 9', [-34.08496907551249, 124.10712770240328, 1.0]], ['2, k, 10', [-40.21458745964054, 144.39983440621629, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.304322595296398, 84.64679830045655, 1.0]], ['2, k, 13', [0.3217798115178987, 48.0898118099846, 1.0]], ['2, k, 14', [-1.6971559438535573, 11.143505278744328, 1.0]], ['2, k, 15', [-1.8355000732445237, 8.028528640315585, 1.0]], ['2, k, 16', [-12.287173110264003, 86.78716944074965, 1.0]], ['2, k, 17', [-44.73803322937333, 78.72519440049442, 1.0]], ['2, k, 18', [-72.52950665698022, 66.08455037202455, 1.0]], ['2, k, 19', [-79.47439191135561, 69.02251113192273, 1.0]], ['2, k, 20', [2.7363262835487205, 135.0866774077185, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-5.157824, 85.89815000000002, 1.0]], ['2, k, 1', [-0.644066613240204, 113.85004962369116, 1.0]], ['2, k, 2', [3.1355760476375356, 134.94820040114874, 1.0]], ['2, k, 3', [4.270773932641374, 140.8918034127976, 1.0]], ['2, k, 4', [18.085570409952513, 131.3660029302665, 1.0]], ['2, k, 5', [35.09135010911358, 120.25213623973124, 1.0]], ['2, k, 6', [43.25004486602131, 140.87516140910537, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-13.400130845730711, 130.2248747906076, 1.0]], ['2, k, 9', [-33.77219192083103, 124.153510554375, 1.0]], ['2, k, 10', [-40.07710614474952, 144.28036302970418, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.237598707327278, 84.66138500256028, 1.0]], ['2, k, 13', [0.0768609337035766, 48.486472228536755, 1.0]], ['2, k, 14', [-1.941502107817477, 11.192499905647267, 1.0]], ['2, k, 15', [-2.135734597287577, 8.04426241107608, 1.0]], ['2, k, 16', [-12.331516266430388, 87.0293065511214, 1.0]], ['2, k, 17', [-46.21628224305877, 86.30637643157111, 1.0]], ['2, k, 18', [-78.24653148342317, 78.62133239881959, 1.0]], ['2, k, 19', [-85.17297914232299, 83.1268636545634, 1.0]], ['2, k, 20', [3.1355760476375356, 134.94820040114874, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-5.190802, 85.993936, 1.0]], ['2, k, 1', [-0.4244061486440751, 113.79724140452576, 1.0]], ['2, k, 2', [3.5338715174595303, 134.7338438217385, 1.0]], ['2, k, 3', [4.717832186444413, 140.62504653140346, 1.0]], ['2, k, 4', [18.12246467445, 131.25843152012501, 1.0]], ['2, k, 5', [35.34269826909954, 119.99756544196313, 1.0]], ['2, k, 6', [43.43843045218332, 140.47852130303622, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-13.189615413736446, 130.03775650279132, 1.0]], ['2, k, 9', [-33.45579747401865, 124.14147338151311, 1.0]], ['2, k, 10', [-39.89203053154793, 144.09974456332705, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.2094750841345103, 84.65235179653088, 1.0]], ['2, k, 13', [-0.13960414152199574, 48.87986775675281, 1.0]], ['2, k, 14', [-2.1527321561338146, 11.27069417353514, 1.0]], ['2, k, 15', [-2.4071468978009953, 8.091575493727834, 1.0]], ['2, k, 16', [-12.352737535638386, 87.26458243059102, 1.0]], ['2, k, 17', [-45.76662487897643, 94.00925854839157, 1.0]], ['2, k, 18', [-81.18431042671278, 92.43516284538521, 1.0]], ['2, k, 19', [-87.79263909561313, 98.5037391640998, 1.0]], ['2, k, 20', [3.5338715174595303, 134.7338438217385, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-5.125082, 86.028816, 1.0]], ['2, k, 1', [-0.1184973469791224, 113.67875730303452, 1.0]], ['2, k, 2', [4.00419906163608, 134.4630348520944, 1.0]], ['2, k, 3', [5.232347525513865, 140.30610012398057, 1.0]], ['2, k, 4', [18.258088397157138, 131.07941154699773, 1.0]], ['2, k, 5', [35.67875967427976, 119.66333454719812, 1.0]], ['2, k, 6', [43.650532914687474, 139.81971594289652, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-12.871842564604602, 129.81113070649866, 1.0]], ['2, k, 9', [-33.148820590002, 124.0950874850426, 1.0]], ['2, k, 10', [-39.6663153544189, 143.87034075705012, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.2907811955019595, 84.5760532414005, 1.0]], ['2, k, 13', [-0.26209028166679627, 49.15981051456435, 1.0]], ['2, k, 14', [-2.276476334154872, 11.289592295064828, 1.0]], ['2, k, 15', [-2.5924350934755407, 8.081293501001142, 1.0]], ['2, k, 16', [-12.283985175017062, 87.44715193092023, 1.0]], ['2, k, 17', [-44.49971724967395, 101.69414336280808, 1.0]], ['2, k, 18', [-81.88133166849167, 107.19092108079646, 1.0]], ['2, k, 19', [-87.72529607129651, 114.58285200241453, 1.0]], ['2, k, 20', [4.00419906163608, 134.4630348520944, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-5.007724, 85.982548, 1.0]], ['2, k, 1', [0.22608204754165317, 113.48450863539114, 1.0]], ['2, k, 2', [4.498376088129449, 134.11526183354914, 1.0]], ['2, k, 3', [5.767514773029363, 139.91460755770512, 1.0]], ['2, k, 4', [18.85224791931146, 130.72368719347514, 1.0]], ['2, k, 5', [36.11068219489812, 119.37293164400658, 1.0]], ['2, k, 6', [44.123279870680165, 139.67447594454967, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-12.29387059958708, 129.56154611381172, 1.0]], ['2, k, 9', [-32.81741431248137, 123.94864031086873, 1.0]], ['2, k, 10', [-39.32606308450572, 143.42715052580547, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.445780125896012, 84.40161755218543, 1.0]], ['2, k, 13', [-0.3248908243440991, 49.36682429722427, 1.0]], ['2, k, 14', [-2.3603467205833653, 11.304081955235034, 1.0]], ['2, k, 15', [-2.7415521682892923, 8.066495067266445, 1.0]], ['2, k, 16', [-12.184731120542821, 87.55439009442044, 1.0]], ['2, k, 17', [-41.48158045262505, 108.34175694322896, 1.0]], ['2, k, 18', [-77.64264671183028, 120.54651303723375, 1.0]], ['2, k, 19', [-82.48463941685445, 129.37491351355737, 1.0]], ['2, k, 20', [4.498376088129449, 134.11526183354914, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.83614, 85.90690400000001, 1.0]], ['2, k, 1', [0.6042663628603941, 113.2220303041853, 1.0]], ['2, k, 2', [5.004026482998896, 133.66339275776272, 1.0]], ['2, k, 3', [6.307563510633525, 139.4099038246002, 1.0]], ['2, k, 4', [19.409359020867793, 130.28662542534255, 1.0]], ['2, k, 5', [36.461279019220264, 119.01011859508114, 1.0]], ['2, k, 6', [44.76321544948003, 140.00830140876417, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-11.728201810746913, 129.21947196819167, 1.0]], ['2, k, 9', [-32.41969479104777, 123.72855065423691, 1.0]], ['2, k, 10', [-38.90521762314045, 142.99607139195066, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.6593941378338357, 84.20681771134372, 1.0]], ['2, k, 13', [-0.32659913784338546, 49.53677639875559, 1.0]], ['2, k, 14', [-2.366777651157031, 11.35030816222666, 1.0]], ['2, k, 15', [-2.811196095751729, 8.08363138851059, 1.0]], ['2, k, 16', [-12.028334310743677, 87.6193300385222, 1.0]], ['2, k, 17', [-37.34014175800449, 114.08362023862487, 1.0]], ['2, k, 18', [-70.87891968130856, 132.24980324219027, 1.0]], ['2, k, 19', [-74.55349050537217, 142.5109343020931, 1.0]], ['2, k, 20', [5.004026482998896, 133.66339275776272, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.563616, 85.751028, 1.0]], ['2, k, 1', [1.0594406842866881, 112.86291351548384, 1.0]], ['2, k, 2', [5.5722955945154125, 133.13151469301644, 1.0]], ['2, k, 3', [6.906602033075579, 138.83395144944114, 1.0]], ['2, k, 4', [19.989345840133478, 129.7744439394983, 1.0]], ['2, k, 5', [36.83452260029075, 118.59599922403572, 1.0]], ['2, k, 6', [45.388816679251256, 140.28892893934267, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-11.162540933889897, 128.7974900727988, 1.0]], ['2, k, 9', [-32.029115892399254, 123.40057489764632, 1.0]], ['2, k, 10', [-38.52110921136992, 142.55526608174065, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.967344459612006, 83.96863735943057, 1.0]], ['2, k, 13', [-0.21871734287627742, 49.62465104613427, 1.0]], ['2, k, 14', [-2.234640514277081, 11.376079421482721, 1.0]], ['2, k, 15', [-2.737152019818142, 8.081216920176693, 1.0]], ['2, k, 16', [-11.790795167172156, 87.5612628221272, 1.0]], ['2, k, 17', [-32.389506724645344, 118.66144922031603, 1.0]], ['2, k, 18', [-60.86415918182471, 140.68788122547687, 1.0]], ['2, k, 19', [-63.19036912808708, 152.20525562085547, 1.0]], ['2, k, 20', [5.5722955945154125, 133.13151469301644, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.298662, 85.55092800000001, 1.0]], ['2, k, 1', [1.4827475918897282, 112.42411823810464, 1.0]], ['2, k, 2', [6.0895156446513585, 132.5166461260127, 1.0]], ['2, k, 3', [7.44889252399063, 138.17897796564006, 1.0]], ['2, k, 4', [20.494771437848023, 129.17267974111417, 1.0]], ['2, k, 5', [37.172156756255205, 118.12457803645475, 1.0]], ['2, k, 6', [45.415594379425535, 139.21129077056617, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-10.697787955627996, 128.2821650568373, 1.0]], ['2, k, 9', [-31.733073887864393, 122.98160101013771, 1.0]], ['2, k, 10', [-38.21216052730637, 142.09154624875296, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.267816982831569, 83.70647325164444, 1.0]], ['2, k, 13', [-0.13183820769078647, 49.54806905175485, 1.0]], ['2, k, 14', [-2.107019835387649, 11.39204699439523, 1.0]], ['2, k, 15', [-2.665665370149863, 8.070850027673877, 1.0]], ['2, k, 16', [-11.554016951516703, 87.43463794949375, 1.0]], ['2, k, 17', [-27.513445656791625, 122.38290401817693, 1.0]], ['2, k, 18', [-51.16183460215231, 146.6150947461225, 1.0]], ['2, k, 19', [-52.103612317569905, 158.91558308848442, 1.0]], ['2, k, 20', [6.0895156446513585, 132.5166461260127, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.156002, 85.326868, 1.0]], ['2, k, 1', [1.7711521394243128, 111.9491861860927, 1.0]], ['2, k, 2', [6.450774136505788, 131.85128183192126, 1.0]], ['2, k, 3', [7.828506484222878, 137.47027198307129, 1.0]], ['2, k, 4', [20.745037810297518, 128.5490018801804, 1.0]], ['2, k, 5', [37.31381965984481, 117.64482877799014, 1.0]], ['2, k, 6', [45.39282084881006, 138.53844471280735, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-10.463097497817634, 127.68450672417478, 1.0]], ['2, k, 9', [-31.60908419115205, 122.4881716337698, 1.0]], ['2, k, 10', [-38.055510283383065, 141.60120444945633, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.4225186666556233, 83.44932651200733, 1.0]], ['2, k, 13', [-0.1472353363955019, 49.49861774113289, 1.0]], ['2, k, 14', [-2.0617304509490775, 11.478535737735108, 1.0]], ['2, k, 15', [-2.666544589493756, 8.136231128710833, 1.0]], ['2, k, 16', [-11.440165340388809, 87.25986730674578, 1.0]], ['2, k, 17', [-22.844945744048573, 124.59181082271392, 1.0]], ['2, k, 18', [-42.52918903017391, 149.6980929426347, 1.0]], ['2, k, 19', [-42.09449304066318, 162.71736501680397, 1.0]], ['2, k, 20', [6.450774136505788, 131.85128183192126, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.093088, 85.101974, 1.0]], ['2, k, 1', [1.9455300785897522, 111.49015071120662, 1.0]], ['2, k, 2', [6.678848623541994, 131.2299199606786, 1.0]], ['2, k, 3', [8.06941848729607, 136.81047305413426, 1.0]], ['2, k, 4', [20.55261755372802, 128.03339769741834, 1.0]], ['2, k, 5', [37.331859657385834, 117.10433526430347, 1.0]], ['2, k, 6', [45.447556982805175, 138.38199740342412, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-10.471533085678903, 127.09417493583162, 1.0]], ['2, k, 9', [-31.60499473714259, 122.05096724942196, 1.0]], ['2, k, 10', [-37.99373283062129, 141.21857991662355, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.4837906205053013, 83.24677943248888, 1.0]], ['2, k, 13', [-0.21343105935645124, 49.44978927697854, 1.0]], ['2, k, 14', [-2.045226532631, 11.556778240389583, 1.0]], ['2, k, 15', [-2.685473021894822, 8.196963263758832, 1.0]], ['2, k, 16', [-11.400356830906594, 87.04154177972703, 1.0]], ['2, k, 17', [-19.45660500006622, 126.39152046186312, 1.0]], ['2, k, 18', [-37.156081767114955, 153.10646162506228, 1.0]], ['2, k, 19', [-35.72621433762426, 166.3854383618436, 1.0]], ['2, k, 20', [6.678848623541994, 131.2299199606786, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.200737999999999, 84.77732999999999, 1.0]], ['2, k, 1', [1.9344146487268388, 111.02972486928466, 1.0]], ['2, k, 2', [6.71294462521579, 130.69195763831138, 1.0]], ['2, k, 3', [8.112235073795945, 136.2560191203397, 1.0]], ['2, k, 4', [20.414346955739926, 127.50682395210058, 1.0]], ['2, k, 5', [37.27664756458419, 116.73161813408129, 1.0]], ['2, k, 6', [44.95809818896704, 137.42463549558175, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-10.313212566172506, 126.60167719278735, 1.0]], ['2, k, 9', [-31.70908023645185, 121.64978510903529, 1.0]], ['2, k, 10', [-37.96283812828844, 140.81690321576983, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.3647077579038784, 82.95857872594648, 1.0]], ['2, k, 13', [-0.4236092384976078, 49.32797021184154, 1.0]], ['2, k, 14', [-2.1774123161168024, 11.679093271626655, 1.0]], ['2, k, 15', [-2.8491838550226722, 8.305750075812721, 1.0]], ['2, k, 16', [-11.535654650425549, 86.72756986373115, 1.0]], ['2, k, 17', [-18.544484365473327, 127.14224267935532, 1.0]], ['2, k, 18', [-35.43858781751087, 154.30887223856536, 1.0]], ['2, k, 19', [-33.76614462502728, 167.5189162763598, 1.0]], ['2, k, 20', [6.71294462521579, 130.69195763831138, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.431214, 84.496964, 1.0]], ['2, k, 1', [1.7694575751123818, 110.64724786205394, 1.0]], ['2, k, 2', [6.56294605719798, 130.23649084774465, 1.0]], ['2, k, 3', [7.960419504248323, 135.78473541153, 1.0]], ['2, k, 4', [20.136182188501653, 127.06268789869969, 1.0]], ['2, k, 5', [37.078115174505086, 116.4306771133001, 1.0]], ['2, k, 6', [44.36756300410495, 136.51116211287706, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-10.23803081922657, 126.19806006623713, 1.0]], ['2, k, 9', [-31.908528933135617, 121.32884911125656, 1.0]], ['2, k, 10', [-38.00067190593761, 140.4694310216629, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.127392389596169, 82.72174453906389, 1.0]], ['2, k, 13', [-0.7247852822886038, 49.241347667363335, 1.0]], ['2, k, 14', [-2.4213290551605473, 11.850245123547964, 1.0]], ['2, k, 15', [-3.1171127515772405, 8.466852770960035, 1.0]], ['2, k, 16', [-11.806604330575682, 86.44721595782035, 1.0]], ['2, k, 17', [-18.01706279411827, 127.17084610293, 1.0]], ['2, k, 18', [-34.5397304948623, 154.55220643496824, 1.0]], ['2, k, 19', [-32.770679075206665, 167.74787773476106, 1.0]], ['2, k, 20', [6.56294605719798, 130.23649084774465, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.66271, 84.244092, 1.0]], ['2, k, 1', [1.5823161711925335, 110.3606798964156, 1.0]], ['2, k, 2', [6.372737295255001, 129.9411964855845, 1.0]], ['2, k, 3', [7.762850040212508, 135.49098747456267, 1.0]], ['2, k, 4', [19.93457863790253, 126.78723215941375, 1.0]], ['2, k, 5', [36.87517820374008, 116.27145635090771, 1.0]], ['2, k, 6', [44.187072805084355, 136.92515658965556, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-10.131372832909335, 125.95639539962063, 1.0]], ['2, k, 9', [-32.06288270092361, 121.13831110522085, 1.0]], ['2, k, 10', [-37.975698571944946, 140.31254868117384, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.8908845485617523, 82.5247188868796, 1.0]], ['2, k, 13', [-1.0131893394967753, 49.19266024965608, 1.0]], ['2, k, 14', [-2.673034421731014, 11.979346333561764, 1.0]], ['2, k, 15', [-3.376812946785132, 8.591012095289885, 1.0]], ['2, k, 16', [-12.08054355647679, 86.18539263339571, 1.0]], ['2, k, 17', [-18.198664785482293, 127.1537847823522, 1.0]], ['2, k, 18', [-34.70741309838874, 154.53844310023152, 1.0]], ['2, k, 19', [-32.91815109630119, 167.72835650537792, 1.0]], ['2, k, 20', [6.372737295255001, 129.9411964855845, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.8295900000000005, 84.02805, 1.0]], ['2, k, 1', [1.4332898291022556, 110.15717098618737, 1.0]], ['2, k, 2', [6.200986304190383, 129.77170187741342, 1.0]], ['2, k, 3', [7.578774738591573, 135.33388972709488, 1.0]], ['2, k, 4', [19.789351706686343, 126.59594585499835, 1.0]], ['2, k, 5', [36.76702221123465, 116.14421252394975, 1.0]], ['2, k, 6', [44.07626094854255, 137.05984332154623, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-9.989206596179002, 125.82932963320484, 1.0]], ['2, k, 9', [-32.14238965989148, 121.03844364298001, 1.0]], ['2, k, 10', [-37.88532430988421, 140.28936769761594, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.70690366271299, 82.37832580560166, 1.0]], ['2, k, 13', [-1.1982482743527827, 49.09900890518485, 1.0]], ['2, k, 14', [-2.808642500432402, 12.077801633708383, 1.0]], ['2, k, 15', [-3.519363167187111, 8.69110809933008, 1.0]], ['2, k, 16', [-12.26287144366869, 85.92912536825855, 1.0]], ['2, k, 17', [-18.995721929799238, 127.32350988429657, 1.0]], ['2, k, 18', [-35.9231666719544, 154.44949836906892, 1.0]], ['2, k, 19', [-34.28685792398719, 167.65520185657795, 1.0]], ['2, k, 20', [6.200986304190383, 129.77170187741342, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
