[['2, k, 0', [-0.1523852, -0.1471368, 1.0]], ['2, k, 1', [-0.164325, 0.1084493, 1.0]], ['2, k, 2', [-0.1744495, 0.3590415, 1.0]], ['2, k, 3', [-0.1743936, 0.5064478, 1.0]], ['2, k, 4', [-0.3426741, 0.2327876, 1.0]], ['2, k, 5', [-0.4055997, 0.01832984, 1.0]], ['2, k, 6', [-0.3067407, -0.08458287, 1.0]], ['2, k, 7', [-0.2303596, -0.1037707, 1.0]], ['2, k, 8', [0.01533488, 0.250593, 1.0]], ['2, k, 9', [0.08389735, 0.03187588, 1.0]], ['2, k, 10', [0.006605603, -0.05898674, 1.0]], ['2, k, 11', [-0.05188078, -0.07343041, 1.0]], ['2, k, 12', [-0.2294617, -0.1480656, 1.0]], ['2, k, 13', [-0.3094765, -0.2064431, 1.0]], ['2, k, 14', [-0.2300075, -0.6166401, 1.0]], ['2, k, 15', [-0.2172136, -0.6929227, 1.0]], ['2, k, 16', [-0.07167128, -0.1421425, 1.0]], ['2, k, 17', [0.08992416, -0.2048197, 1.0]], ['2, k, 18', [-0.02087551, -0.6284893, 1.0]], ['2, k, 19', [-0.02821421, -0.694921, 1.0]], ['2, k, 20', [-0.1722542, 0.2972038, 1.0]], ['2, k, 21', [-0.1668825, -0.124702, 1.0]], ['2, k, 22', [-0.2619647, -0.123929, 1.0]], ['2, k, 23', [-0.1072284, -0.1182933, 1.0]], ['2, k, 24', [0.01920876, -0.1132584, 1.0]]]
[['2, k, 0', [-0.170591, -0.15038, 1.0]], ['2, k, 1', [-0.1663419, 0.1108866, 1.0]], ['2, k, 2', [-0.1621969, 0.3658539, 1.0]], ['2, k, 3', [-0.1408222, 0.5006593, 1.0]], ['2, k, 4', [-0.3219047, 0.2411791, 1.0]], ['2, k, 5', [-0.4335678, 0.02300213, 1.0]], ['2, k, 6', [-0.3344805, -0.09880561, 1.0]], ['2, k, 7', [-0.2962383, -0.1031989, 1.0]], ['2, k, 8', [0.0233015, 0.2368173, 1.0]], ['2, k, 9', [0.08350893, 0.02845113, 1.0]], ['2, k, 10', [0.05734296, -0.09324614, 1.0]], ['2, k, 11', [-0.007398714, -0.0823736, 1.0]], ['2, k, 12', [-0.2503991, -0.1449573, 1.0]], ['2, k, 13', [-0.4733471, -0.1889199, 1.0]], ['2, k, 14', [-0.5287887, -0.6159299, 1.0]], ['2, k, 15', [-0.5532227, -0.6767578, 1.0]], ['2, k, 16', [-0.08683842, -0.151891, 1.0]], ['2, k, 17', [0.1609696, -0.1862716, 1.0]], ['2, k, 18', [0.02117901, -0.5937409, 1.0]], ['2, k, 19', [0.04289984, -0.6308899, 1.0]], ['2, k, 20', [-0.163452, 0.3030824, 1.0]], ['2, k, 21', [-0.2665907, -0.1323152, 1.0]], ['2, k, 22', [-0.3280706, -0.1273317, 1.0]], ['2, k, 23', [-0.04801077, -0.1196666, 1.0]], ['2, k, 24', [0.07311326, -0.0980081, 1.0]]]
[['2, k, 0', [-0.1705963, -0.1502309, 1.0]], ['2, k, 1', [-0.1672559, 0.1111518, 1.0]], ['2, k, 2', [-0.1650298, 0.366162, 1.0]], ['2, k, 3', [-0.1436635, 0.5025177, 1.0]], ['2, k, 4', [-0.3236533, 0.2404951, 1.0]], ['2, k, 5', [-0.4332862, 0.02294153, 1.0]], ['2, k, 6', [-0.3375531, -0.09745727, 1.0]], ['2, k, 7', [-0.2947786, -0.1032418, 1.0]], ['2, k, 8', [0.02256487, 0.2371566, 1.0]], ['2, k, 9', [0.08330367, 0.02951689, 1.0]], ['2, k, 10', [0.05770503, -0.09233732, 1.0]], ['2, k, 11', [-0.007437537, -0.08114693, 1.0]], ['2, k, 12', [-0.2504004, -0.144909, 1.0]], ['2, k, 13', [-0.4607604, -0.1847697, 1.0]], ['2, k, 14', [-0.4862318, -0.6099949, 1.0]], ['2, k, 15', [-0.5055035, -0.6735735, 1.0]], ['2, k, 16', [-0.08683212, -0.1516158, 1.0]], ['2, k, 17', [0.1612485, -0.1858886, 1.0]], ['2, k, 18', [0.02120782, -0.5937078, 1.0]], ['2, k, 19', [0.04238953, -0.6308535, 1.0]], ['2, k, 20', [-0.1656622, 0.3033663, 1.0]], ['2, k, 21', [-0.268549, -0.1337318, 1.0]], ['2, k, 22', [-0.3281458, -0.1255317, 1.0]], ['2, k, 23', [-0.04971516, -0.1197166, 1.0]], ['2, k, 24', [0.07532417, -0.09603956, 1.0]]]
[['2, k, 0', [-0.1715388, -0.1504371, 1.0]], ['2, k, 1', [-0.1672799, 0.1108167, 1.0]], ['2, k, 2', [-0.1632236, 0.3646996, 1.0]], ['2, k, 3', [-0.1458166, 0.5035565, 1.0]], ['2, k, 4', [-0.3248214, 0.2404478, 1.0]], ['2, k, 5', [-0.4329374, 0.0230384, 1.0]], ['2, k, 6', [-0.3371117, -0.09703141, 1.0]], ['2, k, 7', [-0.2934927, -0.09907674, 1.0]], ['2, k, 8', [0.02077749, 0.2373114, 1.0]], ['2, k, 9', [0.08286076, 0.02925324, 1.0]], ['2, k, 10', [0.05819161, -0.0925525, 1.0]], ['2, k, 11', [0.007791506, -0.101585, 1.0]], ['2, k, 12', [-0.2512195, -0.1451455, 1.0]], ['2, k, 13', [-0.4441696, -0.1821892, 1.0]], ['2, k, 14', [-0.4334969, -0.6105102, 1.0]], ['2, k, 15', [-0.4064988, -0.6472161, 1.0]], ['2, k, 16', [-0.08792205, -0.1518379, 1.0]], ['2, k, 17', [0.1611725, -0.185919, 1.0]], ['2, k, 18', [0.0206611, -0.5968797, 1.0]], ['2, k, 19', [0.0413748, -0.6340212, 1.0]], ['2, k, 20', [-0.1645797, 0.3022729, 1.0]], ['2, k, 21', [-0.2686191, -0.1269143, 1.0]], ['2, k, 22', [-0.3272394, -0.1193747, 1.0]], ['2, k, 23', [-0.00808296, -0.1629206, 1.0]], ['2, k, 24', [0.05700504, -0.1052255, 1.0]]]
[['2, k, 0', [-0.1714358, -0.1503536, 1.0]], ['2, k, 1', [-0.1680793, 0.1106946, 1.0]], ['2, k, 2', [-0.1661302, 0.3643272, 1.0]], ['2, k, 3', [-0.1475461, 0.5043738, 1.0]], ['2, k, 4', [-0.3266803, 0.2403303, 1.0]], ['2, k, 5', [-0.4324788, 0.02287007, 1.0]], ['2, k, 6', [-0.3370922, -0.09696325, 1.0]], ['2, k, 7', [-0.2917649, -0.09744488, 1.0]], ['2, k, 8', [0.01896862, 0.2381443, 1.0]], ['2, k, 9', [0.08341072, 0.02925477, 1.0]], ['2, k, 10', [0.05847465, -0.09223329, 1.0]], ['2, k, 11', [0.01083189, -0.1001783, 1.0]], ['2, k, 12', [-0.2510097, -0.1453315, 1.0]], ['2, k, 13', [-0.4278953, -0.1792407, 1.0]], ['2, k, 14', [-0.3881453, -0.6059819, 1.0]], ['2, k, 15', [-0.3918457, -0.6772461, 1.0]], ['2, k, 16', [-0.08786056, -0.1516499, 1.0]], ['2, k, 17', [0.1612236, -0.1862645, 1.0]], ['2, k, 18', [0.02062033, -0.5974202, 1.0]], ['2, k, 19', [0.04097672, -0.6345578, 1.0]], ['2, k, 20', [-0.1667285, 0.3019491, 1.0]], ['2, k, 21', [-0.2656218, -0.1255161, 1.0]], ['2, k, 22', [-0.3243271, -0.116441, 1.0]], ['2, k, 23', [0.0004221429, -0.1600082, 1.0]], ['2, k, 24', [0.06434935, -0.1004159, 1.0]]]
[['2, k, 0', [-0.1707105, -0.1501839, 1.0]], ['2, k, 1', [-0.1681239, 0.1107445, 1.0]], ['2, k, 2', [-0.1666925, 0.3644435, 1.0]], ['2, k, 3', [-0.1512071, 0.5045307, 1.0]], ['2, k, 4', [-0.3274221, 0.2398597, 1.0]], ['2, k, 5', [-0.4305197, 0.0217512, 1.0]], ['2, k, 6', [-0.3356975, -0.096564, 1.0]], ['2, k, 7', [-0.2860856, -0.09436964, 1.0]], ['2, k, 8', [0.01813662, 0.2386283, 1.0]], ['2, k, 9', [0.08577313, 0.02860072, 1.0]], ['2, k, 10', [0.05908934, -0.08654127, 1.0]], ['2, k, 11', [0.001143813, -0.08608309, 1.0]], ['2, k, 12', [-0.2501701, -0.1454816, 1.0]], ['2, k, 13', [-0.384484, -0.1813572, 1.0]], ['2, k, 14', [-0.3101394, -0.5989924, 1.0]], ['2, k, 15', [-0.3038537, -0.6693013, 1.0]], ['2, k, 16', [-0.08715314, -0.1512149, 1.0]], ['2, k, 17', [0.1612668, -0.1874152, 1.0]], ['2, k, 18', [0.02009667, -0.5988475, 1.0]], ['2, k, 19', [0.04019164, -0.635965, 1.0]], ['2, k, 20', [-0.1671266, 0.3020224, 1.0]], ['2, k, 21', [-0.25719, -0.152716, 1.0]], ['2, k, 22', [-0.3140294, -0.1124773, 1.0]], ['2, k, 23', [-0.03549084, -0.1255683, 1.0]], ['2, k, 24', [0.08038491, -0.1040453, 1.0]]]
[['2, k, 0', [-0.1706657, -0.1501383, 1.0]], ['2, k, 1', [-0.1685087, 0.1106309, 1.0]], ['2, k, 2', [-0.1678368, 0.3640885, 1.0]], ['2, k, 3', [-0.1537581, 0.5047604, 1.0]], ['2, k, 4', [-0.3294195, 0.2388346, 1.0]], ['2, k, 5', [-0.4262001, 0.0215299, 1.0]], ['2, k, 6', [-0.334631, -0.09792676, 1.0]], ['2, k, 7', [-0.2599572, -0.09685204, 1.0]], ['2, k, 8', [0.01681892, 0.2394867, 1.0]], ['2, k, 9', [0.08594277, 0.02968094, 1.0]], ['2, k, 10', [0.05938653, -0.09094829, 1.0]], ['2, k, 11', [0.03533021, -0.1012454, 1.0]], ['2, k, 12', [-0.2501538, -0.1454985, 1.0]], ['2, k, 13', [-0.3479473, -0.1924928, 1.0]], ['2, k, 14', [-0.2359918, -0.6142965, 1.0]], ['2, k, 15', [-0.2260142, -0.6849478, 1.0]], ['2, k, 16', [-0.08705062, -0.1508899, 1.0]], ['2, k, 17', [0.1614769, -0.1902641, 1.0]], ['2, k, 18', [0.01962861, -0.6012512, 1.0]], ['2, k, 19', [0.0393347, -0.6383382, 1.0]], ['2, k, 20', [-0.1680546, 0.3017211, 1.0]], ['2, k, 21', [-0.1881816, -0.1220172, 1.0]], ['2, k, 22', [-0.2851882, -0.1207934, 1.0]], ['2, k, 23', [0.02581494, -0.157798, 1.0]], ['2, k, 24', [0.08486103, -0.1009739, 1.0]]]
[['2, k, 0', [-0.1705784, -0.1500877, 1.0]], ['2, k, 1', [-0.1688618, 0.1107167, 1.0]], ['2, k, 2', [-0.1691401, 0.3643889, 1.0]], ['2, k, 3', [-0.1566785, 0.5053744, 1.0]], ['2, k, 4', [-0.3299408, 0.2382188, 1.0]], ['2, k, 5', [-0.4234738, 0.01969672, 1.0]], ['2, k, 6', [-0.3315179, -0.09901965, 1.0]], ['2, k, 7', [-0.2583278, -0.09733812, 1.0]], ['2, k, 8', [0.01644145, 0.2397128, 1.0]], ['2, k, 9', [0.08679325, 0.03282152, 1.0]], ['2, k, 10', [0.06009256, -0.08836649, 1.0]], ['2, k, 11', [0.01149055, -0.09669857, 1.0]], ['2, k, 12', [-0.2500552, -0.1455119, 1.0]], ['2, k, 13', [-0.3373987, -0.1985049, 1.0]], ['2, k, 14', [-0.2252781, -0.6107934, 1.0]], ['2, k, 15', [-0.2150879, -0.6894531, 1.0]], ['2, k, 16', [-0.08689794, -0.1507235, 1.0]], ['2, k, 17', [0.1617611, -0.1908494, 1.0]], ['2, k, 18', [0.01964914, -0.6015891, 1.0]], ['2, k, 19', [0.03926981, -0.638666, 1.0]], ['2, k, 20', [-0.1690826, 0.3019387, 1.0]], ['2, k, 21', [-0.185589, -0.1243516, 1.0]], ['2, k, 22', [-0.2835178, -0.1216828, 1.0]], ['2, k, 23', [0.002617396, -0.1635235, 1.0]], ['2, k, 24', [0.05919413, -0.1040067, 1.0]]]
[['2, k, 0', [-0.169574, -0.150533, 1.0]], ['2, k, 1', [-0.1689396, 0.1101222, 1.0]], ['2, k, 2', [-0.170069, 0.3631755, 1.0]], ['2, k, 3', [-0.1589448, 0.5057933, 1.0]], ['2, k, 4', [-0.3306066, 0.2376406, 1.0]], ['2, k, 5', [-0.4209021, 0.01874222, 1.0]], ['2, k, 6', [-0.3023624, -0.08573335, 1.0]], ['2, k, 7', [-0.2303208, -0.09779588, 1.0]], ['2, k, 8', [0.01550366, 0.240393, 1.0]], ['2, k, 9', [0.08686414, 0.03287196, 1.0]], ['2, k, 10', [0.06015933, -0.08819026, 1.0]], ['2, k, 11', [0.01339793, -0.09754292, 1.0]], ['2, k, 12', [-0.2487565, -0.1464794, 1.0]], ['2, k, 13', [-0.3199597, -0.2113956, 1.0]], ['2, k, 14', [-0.2087872, -0.6152681, 1.0]], ['2, k, 15', [-0.2103239, -0.6919605, 1.0]], ['2, k, 16', [-0.08604793, -0.1508243, 1.0]], ['2, k, 17', [0.1618731, -0.1924252, 1.0]], ['2, k, 18', [0.0196076, -0.6019492, 1.0]], ['2, k, 19', [0.03918658, -0.6390156, 1.0]], ['2, k, 20', [-0.1697635, 0.3008842, 1.0]], ['2, k, 21', [-0.1608301, -0.1184393, 1.0]], ['2, k, 22', [-0.2410076, -0.1399477, 1.0]], ['2, k, 23', [0.005108496, -0.1576458, 1.0]], ['2, k, 24', [0.06812391, -0.1012121, 1.0]]]
[['2, k, 0', [-0.1698614, -0.1506494, 1.0]], ['2, k, 1', [-0.169449, 0.1098826, 1.0]], ['2, k, 2', [-0.1704174, 0.3630014, 1.0]], ['2, k, 3', [-0.160612, 0.5063372, 1.0]], ['2, k, 4', [-0.3309274, 0.2369476, 1.0]], ['2, k, 5', [-0.4189548, 0.01805405, 1.0]], ['2, k, 6', [-0.2995922, -0.08557111, 1.0]], ['2, k, 7', [-0.2287895, -0.09901795, 1.0]], ['2, k, 8', [0.01517399, 0.240689, 1.0]], ['2, k, 9', [0.08725466, 0.03338173, 1.0]], ['2, k, 10', [0.06047695, -0.08735704, 1.0]], ['2, k, 11', [0.01515776, -0.09627386, 1.0]], ['2, k, 12', [-0.2492093, -0.1467162, 1.0]], ['2, k, 13', [-0.3081694, -0.2127718, 1.0]], ['2, k, 14', [-0.2063598, -0.6151255, 1.0]], ['2, k, 15', [-0.2074524, -0.6936305, 1.0]], ['2, k, 16', [-0.08630578, -0.150893, 1.0]], ['2, k, 17', [0.1620623, -0.1937576, 1.0]], ['2, k, 18', [0.01880543, -0.605087, 1.0]], ['2, k, 19', [0.03835516, -0.6421158, 1.0]], ['2, k, 20', [-0.1701697, 0.3006828, 1.0]], ['2, k, 21', [-0.1586101, -0.1185502, 1.0]], ['2, k, 22', [-0.236257, -0.1408711, 1.0]], ['2, k, 23', [-0.0003024774, -0.1623226, 1.0]], ['2, k, 24', [0.06572503, -0.1065017, 1.0]]]
[['2, k, 0', [-0.169869, -0.1506975, 1.0]], ['2, k, 1', [-0.1698998, 0.1095904, 1.0]], ['2, k, 2', [-0.1710033, 0.3627129, 1.0]], ['2, k, 3', [-0.1634658, 0.506683, 1.0]], ['2, k, 4', [-0.331706, 0.2361207, 1.0]], ['2, k, 5', [-0.4121218, 0.01370576, 1.0]], ['2, k, 6', [-0.2879475, -0.08021516, 1.0]], ['2, k, 7', [-0.2266547, -0.08316239, 1.0]], ['2, k, 8', [0.01455141, 0.2412186, 1.0]], ['2, k, 9', [0.08958092, 0.03551756, 1.0]], ['2, k, 10', [0.05971278, -0.07989407, 1.0]], ['2, k, 11', [0.001417518, -0.08194974, 1.0]], ['2, k, 12', [-0.2492561, -0.1468507, 1.0]], ['2, k, 13', [-0.2866943, -0.2051607, 1.0]], ['2, k, 14', [-0.2074814, -0.6144053, 1.0]], ['2, k, 15', [-0.2083964, -0.6933437, 1.0]], ['2, k, 16', [-0.08629049, -0.1509154, 1.0]], ['2, k, 17', [0.1627128, -0.1945327, 1.0]], ['2, k, 18', [0.0189191, -0.6058152, 1.0]], ['2, k, 19', [0.03853589, -0.6428285, 1.0]], ['2, k, 20', [-0.170763, 0.3003677, 1.0]], ['2, k, 21', [-0.159094, -0.1038459, 1.0]], ['2, k, 22', [-0.253696, -0.1110855, 1.0]], ['2, k, 23', [-0.04657091, -0.1169423, 1.0]], ['2, k, 24', [0.08071778, -0.1033452, 1.0]]]
[['2, k, 0', [-0.1698164, -0.1508381, 1.0]], ['2, k, 1', [-0.1700313, 0.1094082, 1.0]], ['2, k, 2', [-0.1712439, 0.3625531, 1.0]], ['2, k, 3', [-0.1637138, 0.5066639, 1.0]], ['2, k, 4', [-0.3318254, 0.2356938, 1.0]], ['2, k, 5', [-0.41175, 0.01329238, 1.0]], ['2, k, 6', [-0.2410693, -0.04943275, 1.0]], ['2, k, 7', [-0.1899784, -0.04962432, 1.0]], ['2, k, 8', [0.0143985, 0.2415939, 1.0]], ['2, k, 9', [0.08949081, 0.03554063, 1.0]], ['2, k, 10', [0.0555816, -0.084388, 1.0]], ['2, k, 11', [-0.001560915, -0.08259892, 1.0]], ['2, k, 12', [-0.2491195, -0.1472529, 1.0]], ['2, k, 13', [-0.2935129, -0.1924392, 1.0]], ['2, k, 14', [-0.2530868, -0.616814, 1.0]], ['2, k, 15', [-0.229767, -0.6535555, 1.0]], ['2, k, 16', [-0.08624842, -0.1510063, 1.0]], ['2, k, 17', [0.1628281, -0.1944583, 1.0]], ['2, k, 18', [0.01909466, -0.6067293, 1.0]], ['2, k, 19', [0.03870497, -0.6437376, 1.0]], ['2, k, 20', [-0.1709848, 0.3001938, 1.0]], ['2, k, 21', [-0.1317332, -0.1007214, 1.0]], ['2, k, 22', [-0.2398981, -0.1109178, 1.0]], ['2, k, 23', [-0.05184063, -0.1205052, 1.0]], ['2, k, 24', [0.07502353, -0.1041324, 1.0]]]
[['2, k, 0', [-0.1698449, -0.1510277, 1.0]], ['2, k, 1', [-0.1698034, 0.108733, 1.0]], ['2, k, 2', [-0.170097, 0.361092, 1.0]], ['2, k, 3', [-0.1638514, 0.5066046, 1.0]], ['2, k, 4', [-0.3318352, 0.2357011, 1.0]], ['2, k, 5', [-0.4110135, 0.01368525, 1.0]], ['2, k, 6', [-0.2538428, -0.04580792, 1.0]], ['2, k, 7', [-0.1939286, -0.06395011, 1.0]], ['2, k, 8', [0.01438414, 0.2415941, 1.0]], ['2, k, 9', [0.08940784, 0.03538215, 1.0]], ['2, k, 10', [0.06386102, -0.07486258, 1.0]], ['2, k, 11', [0.0170567, -0.08019906, 1.0]], ['2, k, 12', [-0.2490982, -0.1475091, 1.0]], ['2, k, 13', [-0.3084618, -0.1779239, 1.0]], ['2, k, 14', [-0.2786792, -0.6178543, 1.0]], ['2, k, 15', [-0.2693985, -0.696476, 1.0]], ['2, k, 16', [-0.08632646, -0.1511807, 1.0]], ['2, k, 17', [0.163244, -0.1946669, 1.0]], ['2, k, 18', [0.01952451, -0.60659, 1.0]], ['2, k, 19', [0.03912107, -0.6436051, 1.0]], ['2, k, 20', [-0.1701467, 0.2989571, 1.0]], ['2, k, 21', [-0.1297627, -0.1070042, 1.0]], ['2, k, 22', [-0.242244, -0.1175307, 1.0]], ['2, k, 23', [0.000852116, -0.1052855, 1.0]], ['2, k, 24', [0.06172372, -0.1029603, 1.0]]]
[['2, k, 0', [-0.169936, -0.1513064, 1.0]], ['2, k, 1', [-0.1696381, 0.1083144, 1.0]], ['2, k, 2', [-0.1692974, 0.360508, 1.0]], ['2, k, 3', [-0.1635176, 0.5058056, 1.0]], ['2, k, 4', [-0.3317164, 0.2354204, 1.0]], ['2, k, 5', [-0.410956, 0.01385947, 1.0]], ['2, k, 6', [-0.2587696, -0.05221409, 1.0]], ['2, k, 7', [-0.2080939, -0.06633125, 1.0]], ['2, k, 8', [0.01434841, 0.2415683, 1.0]], ['2, k, 9', [0.08946805, 0.03574526, 1.0]], ['2, k, 10', [0.06391565, -0.07468398, 1.0]], ['2, k, 11', [0.01867346, -0.07943131, 1.0]], ['2, k, 12', [-0.24913, -0.1478065, 1.0]], ['2, k, 13', [-0.3208632, -0.1739645, 1.0]], ['2, k, 14', [-0.3285052, -0.5995777, 1.0]], ['2, k, 15', [-0.3209258, -0.6866931, 1.0]], ['2, k, 16', [-0.08647787, -0.1514113, 1.0]], ['2, k, 17', [0.1639849, -0.1943587, 1.0]], ['2, k, 18', [0.02002186, -0.6063352, 1.0]], ['2, k, 19', [0.0396871, -0.643361, 1.0]], ['2, k, 20', [-0.1695502, 0.2984096, 1.0]], ['2, k, 21', [-0.1430344, -0.1037314, 1.0]], ['2, k, 22', [-0.2544723, -0.1151863, 1.0]], ['2, k, 23', [0.005540201, -0.1044827, 1.0]], ['2, k, 24', [0.0620593, -0.1061659, 1.0]]]
[['2, k, 0', [-0.1699663, -0.1512986, 1.0]], ['2, k, 1', [-0.1695917, 0.1083113, 1.0]], ['2, k, 2', [-0.1688553, 0.360569, 1.0]], ['2, k, 3', [-0.1633741, 0.5056635, 1.0]], ['2, k, 4', [-0.3317008, 0.2353752, 1.0]], ['2, k, 5', [-0.4108476, 0.01521453, 1.0]], ['2, k, 6', [-0.2601776, -0.05261311, 1.0]], ['2, k, 7', [-0.2114266, -0.06799578, 1.0]], ['2, k, 8', [0.01437777, 0.2416147, 1.0]], ['2, k, 9', [0.08957806, 0.03546556, 1.0]], ['2, k, 10', [0.06395075, -0.08071848, 1.0]], ['2, k, 11', [0.01823476, -0.08856069, 1.0]], ['2, k, 12', [-0.2491503, -0.1478069, 1.0]], ['2, k, 13', [-0.3448533, -0.1704421, 1.0]], ['2, k, 14', [-0.3807611, -0.5966412, 1.0]], ['2, k, 15', [-0.3769504, -0.6740199, 1.0]], ['2, k, 16', [-0.08655001, -0.1513731, 1.0]], ['2, k, 17', [0.165352, -0.1927607, 1.0]], ['2, k, 18', [0.02034828, -0.6065772, 1.0]], ['2, k, 19', [0.04000869, -0.6436023, 1.0]], ['2, k, 20', [-0.1692417, 0.2984395, 1.0]], ['2, k, 21', [-0.1423842, -0.1090973, 1.0]], ['2, k, 22', [-0.2577985, -0.1234968, 1.0]], ['2, k, 23', [0.007740644, -0.1536996, 1.0]], ['2, k, 24', [0.07812811, -0.09555783, 1.0]]]
[['2, k, 0', [-0.1704213, -0.1517971, 1.0]], ['2, k, 1', [-0.1695575, 0.1074572, 1.0]], ['2, k, 2', [-0.1679417, 0.3591877, 1.0]], ['2, k, 3', [-0.1625894, 0.5045118, 1.0]], ['2, k, 4', [-0.3317041, 0.2350557, 1.0]], ['2, k, 5', [-0.4128032, 0.01649288, 1.0]], ['2, k, 6', [-0.2630227, -0.05347343, 1.0]], ['2, k, 7', [-0.2122314, -0.06986345, 1.0]], ['2, k, 8', [0.014318, 0.2415626, 1.0]], ['2, k, 9', [0.08964552, 0.03542516, 1.0]], ['2, k, 10', [0.06632026, -0.07656526, 1.0]], ['2, k, 11', [0.02127416, -0.08561818, 1.0]], ['2, k, 12', [-0.2494904, -0.1482922, 1.0]], ['2, k, 13', [-0.3754812, -0.1770087, 1.0]], ['2, k, 14', [-0.4303037, -0.5917295, 1.0]], ['2, k, 15', [-0.4043582, -0.6286706, 1.0]], ['2, k, 16', [-0.08713547, -0.1518461, 1.0]], ['2, k, 17', [0.166016, -0.1916078, 1.0]], ['2, k, 18', [0.02074119, -0.6066853, 1.0]], ['2, k, 19', [0.04042105, -0.6437193, 1.0]], ['2, k, 20', [-0.1685866, 0.2971951, 1.0]], ['2, k, 21', [-0.1433147, -0.1097039, 1.0]], ['2, k, 22', [-0.2616873, -0.125747, 1.0]], ['2, k, 23', [0.006173621, -0.1496297, 1.0]], ['2, k, 24', [0.07068151, -0.09396125, 1.0]]]
[['2, k, 0', [-0.1714016, -0.1521364, 1.0]], ['2, k, 1', [-0.1695191, 0.1070903, 1.0]], ['2, k, 2', [-0.1665727, 0.3582784, 1.0]], ['2, k, 3', [-0.1613729, 0.501686, 1.0]], ['2, k, 4', [-0.3317043, 0.2350463, 1.0]], ['2, k, 5', [-0.4166048, 0.01764135, 1.0]], ['2, k, 6', [-0.2663212, -0.05306733, 1.0]], ['2, k, 7', [-0.2168639, -0.07115467, 1.0]], ['2, k, 8', [0.01454151, 0.2413724, 1.0]], ['2, k, 9', [0.08955683, 0.03554871, 1.0]], ['2, k, 10', [0.06588773, -0.0755674, 1.0]], ['2, k, 11', [0.01431612, -0.09499027, 1.0]], ['2, k, 12', [-0.2502694, -0.1484736, 1.0]], ['2, k, 13', [-0.396365, -0.1810163, 1.0]], ['2, k, 14', [-0.4793405, -0.5947189, 1.0]], ['2, k, 15', [-0.5002543, -0.6696801, 1.0]], ['2, k, 16', [-0.08837046, -0.1523355, 1.0]], ['2, k, 17', [0.1663234, -0.190263, 1.0]], ['2, k, 18', [0.02151236, -0.6057879, 1.0]], ['2, k, 19', [0.04121535, -0.6428318, 1.0]], ['2, k, 20', [-0.1676854, 0.2964437, 1.0]], ['2, k, 21', [-0.1468294, -0.1130574, 1.0]], ['2, k, 22', [-0.2702203, -0.1251209, 1.0]], ['2, k, 23', [-0.003823652, -0.1546271, 1.0]], ['2, k, 24', [0.07252927, -0.09506558, 1.0]]]
[['2, k, 0', [-0.1714487, -0.152265, 1.0]], ['2, k, 1', [-0.1690999, 0.1065442, 1.0]], ['2, k, 2', [-0.165285, 0.3573782, 1.0]], ['2, k, 3', [-0.1608955, 0.5014697, 1.0]], ['2, k, 4', [-0.3317624, 0.2353354, 1.0]], ['2, k, 5', [-0.4188066, 0.01840038, 1.0]], ['2, k, 6', [-0.3170648, -0.09253795, 1.0]], ['2, k, 7', [-0.2647481, -0.1131444, 1.0]], ['2, k, 8', [0.01449034, 0.2410263, 1.0]], ['2, k, 9', [0.08895539, 0.03479716, 1.0]], ['2, k, 10', [0.06625152, -0.07641731, 1.0]], ['2, k, 11', [0.01352979, -0.09932983, 1.0]], ['2, k, 12', [-0.2503009, -0.1486695, 1.0]], ['2, k, 13', [-0.4265863, -0.1903497, 1.0]], ['2, k, 14', [-0.535794, -0.5912551, 1.0]], ['2, k, 15', [-0.5527344, -0.6601563, 1.0]], ['2, k, 16', [-0.08841621, -0.1524047, 1.0]], ['2, k, 17', [0.1665828, -0.1893874, 1.0]], ['2, k, 18', [0.02375992, -0.6032154, 1.0]], ['2, k, 19', [0.04335522, -0.6403056, 1.0]], ['2, k, 20', [-0.1665881, 0.2956032, 1.0]], ['2, k, 21', [-0.2392912, -0.1398988, 1.0]], ['2, k, 22', [-0.2795475, -0.152815, 1.0]], ['2, k, 23', [8.328639e-05, -0.1594789, 1.0]], ['2, k, 24', [0.06928883, -0.09360372, 1.0]]]
