[['2, k, 0', [-0.20825, -0.500367, 1.0]], ['2, k, 1', [-0.223546, -0.193227, 1.0]], ['2, k, 2', [-0.236949, 0.107191, 1.0]], ['2, k, 3', [-0.228858, 0.250382, 1.0]], ['2, k, 4', [-0.381944, -0.0134991, 1.0]], ['2, k, 5', [-0.442188, -0.277018, 1.0]], ['2, k, 6', [-0.456062, -0.508536, 1.0]], ['2, k, 7', [-0.453687, -0.492531, 1.0]], ['2, k, 8', [-0.0605284, -0.00998125, 1.0]], ['2, k, 9', [0.00932179, -0.267798, 1.0]], ['2, k, 10', [0.0669941, -0.491192, 1.0]], ['2, k, 11', [0.0718953, -0.511846, 1.0]], ['2, k, 12', [-0.278398, -0.493576, 1.0]], ['2, k, 13', [-0.307306, -0.784313, 1.0]], ['2, k, 14', [-0.337961, -1.08761, 1.0]], ['2, k, 15', [-0.330811, -1.14844, 1.0]], ['2, k, 16', [-0.131785, -0.491982, 1.0]], ['2, k, 17', [-0.100273, -0.76685, 1.0]], ['2, k, 18', [-0.0884999, -1.04493, 1.0]], ['2, k, 19', [-0.0523682, -1.10254, 1.0]], ['2, k, 20', [-0.233914, 0.0330523, 1.0]], ['2, k, 21', [-0.458836, -0.555474, 1.0]], ['2, k, 22', [-0.407227, -0.489706, 1.0]], ['2, k, 23', [0.0579046, -0.533916, 1.0]], ['2, k, 24', [0.0266708, -0.516849, 1.0]]]
[['2, k, 0', [-0.208981, -0.459495, 1.0]], ['2, k, 1', [-0.219906, -0.155887, 1.0]], ['2, k, 2', [-0.231446, 0.138231, 1.0]], ['2, k, 3', [-0.216559, 0.266665, 1.0]], ['2, k, 4', [-0.342234, 0.0391553, 1.0]], ['2, k, 5', [-0.498804, -0.0456342, 1.0]], ['2, k, 6', [-0.436538, -0.0174885, 1.0]], ['2, k, 7', [-0.40176, -0.00867578, 1.0]], ['2, k, 8', [-0.0809155, 0.0505994, 1.0]], ['2, k, 9', [0.0989841, -0.0564645, 1.0]], ['2, k, 10', [0.138819, -0.0258811, 1.0]], ['2, k, 11', [0.160799, -0.0134826, 1.0]], ['2, k, 12', [-0.279952, -0.455211, 1.0]], ['2, k, 13', [-0.307963, -0.753764, 1.0]], ['2, k, 14', [-0.335753, -1.08051, 1.0]], ['2, k, 15', [-0.324033, -1.14401, 1.0]], ['2, k, 16', [-0.131844, -0.450086, 1.0]], ['2, k, 17', [-0.102443, -0.735948, 1.0]], ['2, k, 18', [-0.0855422, -1.04085, 1.0]], ['2, k, 19', [-0.0544455, -1.09965, 1.0]], ['2, k, 20', [-0.228521, 0.0653292, 1.0]], ['2, k, 21', [-0.362765, -0.00570648, 1.0]], ['2, k, 22', [-0.458001, -0.0127618, 1.0]], ['2, k, 23', [0.190651, -0.00704923, 1.0]], ['2, k, 24', [0.0932428, -0.018255, 1.0]]]
[['2, k, 0', [-0.208655, -0.458553, 1.0]], ['2, k, 1', [-0.219919, -0.156084, 1.0]], ['2, k, 2', [-0.23134, 0.137136, 1.0]], ['2, k, 3', [-0.216771, 0.265142, 1.0]], ['2, k, 4', [-0.3441, 0.0418036, 1.0]], ['2, k, 5', [-0.502401, -0.0752116, 1.0]], ['2, k, 6', [-0.439763, -0.0447774, 1.0]], ['2, k, 7', [-0.399526, -0.0345427, 1.0]], ['2, k, 8', [-0.0777621, 0.0483086, 1.0]], ['2, k, 9', [0.0976314, -0.0559859, 1.0]], ['2, k, 10', [0.114164, -0.0540817, 1.0]], ['2, k, 11', [0.136937, -0.0518778, 1.0]], ['2, k, 12', [-0.279157, -0.454192, 1.0]], ['2, k, 13', [-0.308505, -0.750475, 1.0]], ['2, k, 14', [-0.335339, -1.07955, 1.0]], ['2, k, 15', [-0.327273, -1.13943, 1.0]], ['2, k, 16', [-0.131865, -0.449186, 1.0]], ['2, k, 17', [-0.102563, -0.73657, 1.0]], ['2, k, 18', [-0.0854197, -1.04106, 1.0]], ['2, k, 19', [-0.05438, -1.09972, 1.0]], ['2, k, 20', [-0.228528, 0.0645715, 1.0]], ['2, k, 21', [-0.332852, -0.0354545, 1.0]], ['2, k, 22', [-0.390459, -0.043814, 1.0]], ['2, k, 23', [0.167113, -0.0485103, 1.0]], ['2, k, 24', [0.0590324, -0.0526704, 1.0]]]
[['2, k, 0', [-0.208011, -0.458075, 1.0]], ['2, k, 1', [-0.219418, -0.156404, 1.0]], ['2, k, 2', [-0.230646, 0.136091, 1.0]], ['2, k, 3', [-0.217584, 0.264276, 1.0]], ['2, k, 4', [-0.349987, 0.0414252, 1.0]], ['2, k, 5', [-0.548396, -0.0313872, 1.0]], ['2, k, 6', [-0.459558, -0.0657571, 1.0]], ['2, k, 7', [-0.392353, -0.0612706, 1.0]], ['2, k, 8', [-0.0749891, 0.0441262, 1.0]], ['2, k, 9', [0.0877423, -0.0526732, 1.0]], ['2, k, 10', [0.111778, -0.0684164, 1.0]], ['2, k, 11', [0.136967, -0.0813668, 1.0]], ['2, k, 12', [-0.278416, -0.453814, 1.0]], ['2, k, 13', [-0.309919, -0.750137, 1.0]], ['2, k, 14', [-0.335462, -1.07963, 1.0]], ['2, k, 15', [-0.328043, -1.13841, 1.0]], ['2, k, 16', [-0.131319, -0.448593, 1.0]], ['2, k, 17', [-0.101871, -0.738977, 1.0]], ['2, k, 18', [-0.0849739, -1.04182, 1.0]], ['2, k, 19', [-0.0548682, -1.09955, 1.0]], ['2, k, 20', [-0.227944, 0.063793, 1.0]], ['2, k, 21', [-0.332575, -0.0685092, 1.0]], ['2, k, 22', [-0.43859, -0.0631122, 1.0]], ['2, k, 23', [0.161004, -0.0867899, 1.0]], ['2, k, 24', [0.0625465, -0.083967, 1.0]]]
[['2, k, 0', [-0.207838, -0.457836, 1.0]], ['2, k, 1', [-0.219556, -0.156505, 1.0]], ['2, k, 2', [-0.231066, 0.135751, 1.0]], ['2, k, 3', [-0.217914, 0.263922, 1.0]], ['2, k, 4', [-0.353276, 0.0401685, 1.0]], ['2, k, 5', [-0.544195, -0.0292876, 1.0]], ['2, k, 6', [-0.431747, -0.0894022, 1.0]], ['2, k, 7', [-0.388499, -0.0878439, 1.0]], ['2, k, 8', [-0.0734316, 0.0412295, 1.0]], ['2, k, 9', [0.0871425, -0.0588491, 1.0]], ['2, k, 10', [0.111741, -0.0911818, 1.0]], ['2, k, 11', [0.139662, -0.111348, 1.0]], ['2, k, 12', [-0.278157, -0.453506, 1.0]], ['2, k, 13', [-0.310666, -0.750646, 1.0]], ['2, k, 14', [-0.334923, -1.08061, 1.0]], ['2, k, 15', [-0.328315, -1.13792, 1.0]], ['2, k, 16', [-0.131216, -0.44841, 1.0]], ['2, k, 17', [-0.101206, -0.736242, 1.0]], ['2, k, 18', [-0.0850284, -1.04177, 1.0]], ['2, k, 19', [-0.0559683, -1.09926, 1.0]], ['2, k, 20', [-0.228316, 0.063541, 1.0]], ['2, k, 21', [-0.321402, -0.0961228, 1.0]], ['2, k, 22', [-0.40115, -0.0927046, 1.0]], ['2, k, 23', [0.157852, -0.119371, 1.0]], ['2, k, 24', [0.0574663, -0.112214, 1.0]]]
[['2, k, 0', [-0.207953, -0.457632, 1.0]], ['2, k, 1', [-0.220096, -0.156561, 1.0]], ['2, k, 2', [-0.231805, 0.135618, 1.0]], ['2, k, 3', [-0.218023, 0.263641, 1.0]], ['2, k, 4', [-0.356494, 0.0382665, 1.0]], ['2, k, 5', [-0.545155, -0.0342591, 1.0]], ['2, k, 6', [-0.401526, -0.104862, 1.0]], ['2, k, 7', [-0.382369, -0.113136, 1.0]], ['2, k, 8', [-0.0725499, 0.039904, 1.0]], ['2, k, 9', [0.0827175, -0.0750344, 1.0]], ['2, k, 10', [0.110977, -0.115411, 1.0]], ['2, k, 11', [0.140427, -0.141514, 1.0]], ['2, k, 12', [-0.278224, -0.453392, 1.0]], ['2, k, 13', [-0.310611, -0.749596, 1.0]], ['2, k, 14', [-0.334878, -1.0808, 1.0]], ['2, k, 15', [-0.3287, -1.13705, 1.0]], ['2, k, 16', [-0.131377, -0.448094, 1.0]], ['2, k, 17', [-0.10005, -0.734094, 1.0]], ['2, k, 18', [-0.0851199, -1.0419, 1.0]], ['2, k, 19', [-0.0550464, -1.10056, 1.0]], ['2, k, 20', [-0.229043, 0.0634485, 1.0]], ['2, k, 21', [-0.302585, -0.124174, 1.0]], ['2, k, 22', [-0.408935, -0.119846, 1.0]], ['2, k, 23', [0.166561, -0.148358, 1.0]], ['2, k, 24', [0.0596777, -0.140777, 1.0]]]
[['2, k, 0', [-0.208475, -0.457789, 1.0]], ['2, k, 1', [-0.221065, -0.156792, 1.0]], ['2, k, 2', [-0.232807, 0.135704, 1.0]], ['2, k, 3', [-0.218165, 0.263388, 1.0]], ['2, k, 4', [-0.358487, 0.0368673, 1.0]], ['2, k, 5', [-0.498167, -0.0818635, 1.0]], ['2, k, 6', [-0.370878, -0.160743, 1.0]], ['2, k, 7', [-0.31897, -0.151979, 1.0]], ['2, k, 8', [-0.071631, 0.0367108, 1.0]], ['2, k, 9', [0.0801291, -0.0904719, 1.0]], ['2, k, 10', [0.115065, -0.141474, 1.0]], ['2, k, 11', [0.142539, -0.169756, 1.0]], ['2, k, 12', [-0.278587, -0.453444, 1.0]], ['2, k, 13', [-0.311037, -0.749586, 1.0]], ['2, k, 14', [-0.334893, -1.08077, 1.0]], ['2, k, 15', [-0.32879, -1.13703, 1.0]], ['2, k, 16', [-0.132034, -0.448353, 1.0]], ['2, k, 17', [-0.100561, -0.73084, 1.0]], ['2, k, 18', [-0.0851076, -1.04162, 1.0]], ['2, k, 19', [-0.0542542, -1.10148, 1.0]], ['2, k, 20', [-0.230071, 0.063475, 1.0]], ['2, k, 21', [-0.254178, -0.156747, 1.0]], ['2, k, 22', [-0.332592, -0.144783, 1.0]], ['2, k, 23', [0.163902, -0.180272, 1.0]], ['2, k, 24', [0.0636395, -0.167639, 1.0]]]
[['2, k, 0', [-0.208646, -0.458123, 1.0]], ['2, k, 1', [-0.221304, -0.157296, 1.0]], ['2, k, 2', [-0.232938, 0.135364, 1.0]], ['2, k, 3', [-0.218459, 0.263172, 1.0]], ['2, k, 4', [-0.359143, 0.0359879, 1.0]], ['2, k, 5', [-0.536031, -0.0943421, 1.0]], ['2, k, 6', [-0.420776, -0.137706, 1.0]], ['2, k, 7', [-0.390857, -0.161555, 1.0]], ['2, k, 8', [-0.0705235, 0.0316869, 1.0]], ['2, k, 9', [0.079007, -0.106141, 1.0]], ['2, k, 10', [0.118779, -0.164742, 1.0]], ['2, k, 11', [0.143674, -0.202496, 1.0]], ['2, k, 12', [-0.278794, -0.453661, 1.0]], ['2, k, 13', [-0.311245, -0.749611, 1.0]], ['2, k, 14', [-0.33606, -1.08226, 1.0]], ['2, k, 15', [-0.329149, -1.13718, 1.0]], ['2, k, 16', [-0.132126, -0.4488, 1.0]], ['2, k, 17', [-0.0999569, -0.72776, 1.0]], ['2, k, 18', [-0.0849478, -1.04157, 1.0]], ['2, k, 19', [-0.0546701, -1.10089, 1.0]], ['2, k, 20', [-0.230237, 0.063106, 1.0]], ['2, k, 21', [-0.328656, -0.171361, 1.0]], ['2, k, 22', [-0.428641, -0.165018, 1.0]], ['2, k, 23', [0.163868, -0.212314, 1.0]], ['2, k, 24', [0.0681017, -0.198106, 1.0]]]
[['2, k, 0', [-0.208428, -0.459048, 1.0]], ['2, k, 1', [-0.221424, -0.158036, 1.0]], ['2, k, 2', [-0.23316, 0.135012, 1.0]], ['2, k, 3', [-0.218884, 0.263004, 1.0]], ['2, k, 4', [-0.360361, 0.0335799, 1.0]], ['2, k, 5', [-0.536336, -0.0979629, 1.0]], ['2, k, 6', [-0.419344, -0.149332, 1.0]], ['2, k, 7', [-0.408294, -0.180463, 1.0]], ['2, k, 8', [-0.0696531, 0.027627, 1.0]], ['2, k, 9', [0.0783803, -0.123275, 1.0]], ['2, k, 10', [0.115468, -0.188457, 1.0]], ['2, k, 11', [0.140735, -0.229602, 1.0]], ['2, k, 12', [-0.278571, -0.454515, 1.0]], ['2, k, 13', [-0.311142, -0.747099, 1.0]], ['2, k, 14', [-0.336363, -1.08197, 1.0]], ['2, k, 15', [-0.32948, -1.13812, 1.0]], ['2, k, 16', [-0.131937, -0.449702, 1.0]], ['2, k, 17', [-0.0997887, -0.727678, 1.0]], ['2, k, 18', [-0.0833638, -1.04089, 1.0]], ['2, k, 19', [-0.054888, -1.10102, 1.0]], ['2, k, 20', [-0.230452, 0.0626835, 1.0]], ['2, k, 21', [-0.367921, -0.196594, 1.0]], ['2, k, 22', [-0.461443, -0.18514, 1.0]], ['2, k, 23', [0.15751, -0.241056, 1.0]], ['2, k, 24', [0.0693289, -0.225884, 1.0]]]
[['2, k, 0', [-0.208567, -0.459932, 1.0]], ['2, k, 1', [-0.221634, -0.158753, 1.0]], ['2, k, 2', [-0.233313, 0.134667, 1.0]], ['2, k, 3', [-0.219317, 0.26295, 1.0]], ['2, k, 4', [-0.362802, 0.0314061, 1.0]], ['2, k, 5', [-0.536246, -0.105153, 1.0]], ['2, k, 6', [-0.420211, -0.178832, 1.0]], ['2, k, 7', [-0.395782, -0.206738, 1.0]], ['2, k, 8', [-0.0692689, 0.0251904, 1.0]], ['2, k, 9', [0.0769797, -0.13862, 1.0]], ['2, k, 10', [0.113697, -0.209043, 1.0]], ['2, k, 11', [0.139488, -0.254796, 1.0]], ['2, k, 12', [-0.278721, -0.455232, 1.0]], ['2, k, 13', [-0.311208, -0.74735, 1.0]], ['2, k, 14', [-0.336369, -1.08224, 1.0]], ['2, k, 15', [-0.329436, -1.1375, 1.0]], ['2, k, 16', [-0.132062, -0.450708, 1.0]], ['2, k, 17', [-0.0998616, -0.72754, 1.0]], ['2, k, 18', [-0.0829614, -1.04018, 1.0]], ['2, k, 19', [-0.053397, -1.10317, 1.0]], ['2, k, 20', [-0.230628, 0.0622626, 1.0]], ['2, k, 21', [-0.32039, -0.223792, 1.0]], ['2, k, 22', [-0.430478, -0.217518, 1.0]], ['2, k, 23', [0.155312, -0.267835, 1.0]], ['2, k, 24', [0.070045, -0.248818, 1.0]]]
[['2, k, 0', [-0.208723, -0.461596, 1.0]], ['2, k, 1', [-0.221795, -0.159798, 1.0]], ['2, k, 2', [-0.233392, 0.134284, 1.0]], ['2, k, 3', [-0.219607, 0.262843, 1.0]], ['2, k, 4', [-0.365479, 0.0287989, 1.0]], ['2, k, 5', [-0.535185, -0.114139, 1.0]], ['2, k, 6', [-0.419519, -0.19526, 1.0]], ['2, k, 7', [-0.414963, -0.224643, 1.0]], ['2, k, 8', [-0.0685817, 0.0212606, 1.0]], ['2, k, 9', [0.0765591, -0.149018, 1.0]], ['2, k, 10', [0.111522, -0.228918, 1.0]], ['2, k, 11', [0.136174, -0.278162, 1.0]], ['2, k, 12', [-0.278718, -0.456843, 1.0]], ['2, k, 13', [-0.310994, -0.747394, 1.0]], ['2, k, 14', [-0.337067, -1.08257, 1.0]], ['2, k, 15', [-0.329374, -1.13663, 1.0]], ['2, k, 16', [-0.13238, -0.452349, 1.0]], ['2, k, 17', [-0.0993045, -0.727537, 1.0]], ['2, k, 18', [-0.0825582, -1.03984, 1.0]], ['2, k, 19', [-0.0541286, -1.10336, 1.0]], ['2, k, 20', [-0.230733, 0.0617476, 1.0]], ['2, k, 21', [-0.376631, -0.245826, 1.0]], ['2, k, 22', [-0.467499, -0.231527, 1.0]], ['2, k, 23', [0.15008, -0.29392, 1.0]], ['2, k, 24', [0.0653384, -0.275206, 1.0]]]
[['2, k, 0', [-0.208874, -0.462706, 1.0]], ['2, k, 1', [-0.221946, -0.160789, 1.0]], ['2, k, 2', [-0.23348, 0.13363, 1.0]], ['2, k, 3', [-0.220142, 0.26244, 1.0]], ['2, k, 4', [-0.367033, 0.0270055, 1.0]], ['2, k, 5', [-0.496583, -0.142867, 1.0]], ['2, k, 6', [-0.423541, -0.21661, 1.0]], ['2, k, 7', [-0.403383, -0.250154, 1.0]], ['2, k, 8', [-0.0681734, 0.0200074, 1.0]], ['2, k, 9', [0.0765763, -0.161999, 1.0]], ['2, k, 10', [0.108325, -0.246835, 1.0]], ['2, k, 11', [0.133721, -0.299972, 1.0]], ['2, k, 12', [-0.278676, -0.457899, 1.0]], ['2, k, 13', [-0.309526, -0.745175, 1.0]], ['2, k, 14', [-0.337513, -1.08309, 1.0]], ['2, k, 15', [-0.329333, -1.13664, 1.0]], ['2, k, 16', [-0.132751, -0.45349, 1.0]], ['2, k, 17', [-0.0991749, -0.727361, 1.0]], ['2, k, 18', [-0.0827899, -1.03949, 1.0]], ['2, k, 19', [-0.0545389, -1.10254, 1.0]], ['2, k, 20', [-0.230844, 0.0610122, 1.0]], ['2, k, 21', [-0.329275, -0.270488, 1.0]], ['2, k, 22', [-0.43801, -0.262025, 1.0]], ['2, k, 23', [0.144456, -0.317528, 1.0]], ['2, k, 24', [0.0630013, -0.295233, 1.0]]]
[['2, k, 0', [-0.208769, -0.4646, 1.0]], ['2, k, 1', [-0.222192, -0.162098, 1.0]], ['2, k, 2', [-0.233877, 0.132904, 1.0]], ['2, k, 3', [-0.221132, 0.262047, 1.0]], ['2, k, 4', [-0.369143, 0.0254202, 1.0]], ['2, k, 5', [-0.497885, -0.145034, 1.0]], ['2, k, 6', [-0.424043, -0.226407, 1.0]], ['2, k, 7', [-0.404282, -0.271131, 1.0]], ['2, k, 8', [-0.0680426, 0.0183105, 1.0]], ['2, k, 9', [0.0765379, -0.175572, 1.0]], ['2, k, 10', [0.102998, -0.265079, 1.0]], ['2, k, 11', [0.128358, -0.320577, 1.0]], ['2, k, 12', [-0.278314, -0.459962, 1.0]], ['2, k, 13', [-0.310781, -0.748737, 1.0]], ['2, k, 14', [-0.337445, -1.08255, 1.0]], ['2, k, 15', [-0.329735, -1.13664, 1.0]], ['2, k, 16', [-0.132877, -0.455167, 1.0]], ['2, k, 17', [-0.0983192, -0.728255, 1.0]], ['2, k, 18', [-0.0821896, -1.03954, 1.0]], ['2, k, 19', [-0.0545034, -1.10268, 1.0]], ['2, k, 20', [-0.231222, 0.0601599, 1.0]], ['2, k, 21', [-0.329607, -0.29355, 1.0]], ['2, k, 22', [-0.434106, -0.290333, 1.0]], ['2, k, 23', [0.137542, -0.342553, 1.0]], ['2, k, 24', [0.0512952, -0.317612, 1.0]]]
[['2, k, 0', [-0.208153, -0.465738, 1.0]], ['2, k, 1', [-0.222032, -0.163067, 1.0]], ['2, k, 2', [-0.234033, 0.132176, 1.0]], ['2, k, 3', [-0.222408, 0.261887, 1.0]], ['2, k, 4', [-0.370673, 0.0239443, 1.0]], ['2, k, 5', [-0.501828, -0.1537, 1.0]], ['2, k, 6', [-0.429716, -0.243538, 1.0]], ['2, k, 7', [-0.41035, -0.290184, 1.0]], ['2, k, 8', [-0.0678123, 0.0171853, 1.0]], ['2, k, 9', [0.0760185, -0.180533, 1.0]], ['2, k, 10', [0.155715, -0.380493, 1.0]], ['2, k, 11', [0.134339, -0.370515, 1.0]], ['2, k, 12', [-0.277341, -0.461391, 1.0]], ['2, k, 13', [-0.310482, -0.749255, 1.0]], ['2, k, 14', [-0.338455, -1.08286, 1.0]], ['2, k, 15', [-0.329706, -1.13724, 1.0]], ['2, k, 16', [-0.13257, -0.456014, 1.0]], ['2, k, 17', [-0.0982803, -0.728297, 1.0]], ['2, k, 18', [-0.0822912, -1.03944, 1.0]], ['2, k, 19', [-0.0540534, -1.10278, 1.0]], ['2, k, 20', [-0.231315, 0.0593768, 1.0]], ['2, k, 21', [-0.336819, -0.314498, 1.0]], ['2, k, 22', [-0.442537, -0.308982, 1.0]], ['2, k, 23', [0.141678, -0.371611, 1.0]], ['2, k, 24', [0.0572269, -0.367023, 1.0]]]
[['2, k, 0', [-0.208252, -0.466825, 1.0]], ['2, k, 1', [-0.222053, -0.163975, 1.0]], ['2, k, 2', [-0.234004, 0.131512, 1.0]], ['2, k, 3', [-0.223155, 0.261361, 1.0]], ['2, k, 4', [-0.371385, 0.0225737, 1.0]], ['2, k, 5', [-0.5045, -0.164817, 1.0]], ['2, k, 6', [-0.409524, -0.347593, 1.0]], ['2, k, 7', [-0.354254, -0.338137, 1.0]], ['2, k, 8', [-0.0675699, 0.0163017, 1.0]], ['2, k, 9', [0.0567537, -0.181602, 1.0]], ['2, k, 10', [0.153573, -0.364598, 1.0]], ['2, k, 11', [0.135714, -0.370487, 1.0]], ['2, k, 12', [-0.277356, -0.462376, 1.0]], ['2, k, 13', [-0.310742, -0.751195, 1.0]], ['2, k, 14', [-0.338452, -1.08299, 1.0]], ['2, k, 15', [-0.329874, -1.1373, 1.0]], ['2, k, 16', [-0.132771, -0.457158, 1.0]], ['2, k, 17', [-0.0981981, -0.728435, 1.0]], ['2, k, 18', [-0.0826767, -1.03877, 1.0]], ['2, k, 19', [-0.0536341, -1.10257, 1.0]], ['2, k, 20', [-0.231299, 0.0586587, 1.0]], ['2, k, 21', [-0.302965, -0.336664, 1.0]], ['2, k, 22', [-0.385756, -0.332045, 1.0]], ['2, k, 23', [0.145913, -0.381458, 1.0]], ['2, k, 24', [0.0898535, -0.361439, 1.0]]]
[['2, k, 0', [-0.208563, -0.467853, 1.0]], ['2, k, 1', [-0.222452, -0.164935, 1.0]], ['2, k, 2', [-0.234501, 0.130627, 1.0]], ['2, k, 3', [-0.224611, 0.26104, 1.0]], ['2, k, 4', [-0.372568, 0.0214621, 1.0]], ['2, k, 5', [-0.524102, -0.151585, 1.0]], ['2, k, 6', [-0.436676, -0.292915, 1.0]], ['2, k, 7', [-0.409103, -0.334635, 1.0]], ['2, k, 8', [-0.0677596, 0.0156611, 1.0]], ['2, k, 9', [0.055903, -0.183092, 1.0]], ['2, k, 10', [0.151171, -0.374777, 1.0]], ['2, k, 11', [0.135904, -0.382196, 1.0]], ['2, k, 12', [-0.277543, -0.463207, 1.0]], ['2, k, 13', [-0.311104, -0.751944, 1.0]], ['2, k, 14', [-0.336344, -1.08069, 1.0]], ['2, k, 15', [-0.329897, -1.13731, 1.0]], ['2, k, 16', [-0.133237, -0.45836, 1.0]], ['2, k, 17', [-0.0976914, -0.730057, 1.0]], ['2, k, 18', [-0.0826974, -1.03756, 1.0]], ['2, k, 19', [-0.0536109, -1.10254, 1.0]], ['2, k, 20', [-0.23177, 0.0577622, 1.0]], ['2, k, 21', [-0.332525, -0.352632, 1.0]], ['2, k, 22', [-0.423947, -0.352158, 1.0]], ['2, k, 23', [0.145964, -0.399155, 1.0]], ['2, k, 24', [0.0972106, -0.403304, 1.0]]]
[['2, k, 0', [-0.208372, -0.46911, 1.0]], ['2, k, 1', [-0.222586, -0.166075, 1.0]], ['2, k, 2', [-0.234957, 0.129518, 1.0]], ['2, k, 3', [-0.225144, 0.260832, 1.0]], ['2, k, 4', [-0.373423, 0.0203016, 1.0]], ['2, k, 5', [-0.523916, -0.153845, 1.0]], ['2, k, 6', [-0.437775, -0.307015, 1.0]], ['2, k, 7', [-0.411956, -0.349785, 1.0]], ['2, k, 8', [-0.0678907, 0.0145653, 1.0]], ['2, k, 9', [0.0553313, -0.184985, 1.0]], ['2, k, 10', [0.14751, -0.38463, 1.0]], ['2, k, 11', [0.132888, -0.397041, 1.0]], ['2, k, 12', [-0.277434, -0.464769, 1.0]], ['2, k, 13', [-0.310966, -0.752065, 1.0]], ['2, k, 14', [-0.337541, -1.08168, 1.0]], ['2, k, 15', [-0.329512, -1.13446, 1.0]], ['2, k, 16', [-0.132988, -0.459314, 1.0]], ['2, k, 17', [-0.0978548, -0.730663, 1.0]], ['2, k, 18', [-0.0826587, -1.0374, 1.0]], ['2, k, 19', [-0.0537251, -1.10248, 1.0]], ['2, k, 20', [-0.23214, 0.0566583, 1.0]], ['2, k, 21', [-0.335715, -0.368539, 1.0]], ['2, k, 22', [-0.427075, -0.376198, 1.0]], ['2, k, 23', [0.152522, -0.410703, 1.0]], ['2, k, 24', [0.0898561, -0.401947, 1.0]]]
[['2, k, 0', [-0.207821, -0.470076, 1.0]], ['2, k, 1', [-0.222596, -0.166798, 1.0]], ['2, k, 2', [-0.235509, 0.128822, 1.0]], ['2, k, 3', [-0.226236, 0.260495, 1.0]], ['2, k, 4', [-0.374602, 0.0187516, 1.0]], ['2, k, 5', [-0.523705, -0.156923, 1.0]], ['2, k, 6', [-0.439355, -0.32157, 1.0]], ['2, k, 7', [-0.416302, -0.363923, 1.0]], ['2, k, 8', [-0.0679797, 0.0135652, 1.0]], ['2, k, 9', [0.0528036, -0.188232, 1.0]], ['2, k, 10', [0.133852, -0.394953, 1.0]], ['2, k, 11', [0.133404, -0.407671, 1.0]], ['2, k, 12', [-0.277089, -0.465758, 1.0]], ['2, k, 13', [-0.307306, -0.751642, 1.0]], ['2, k, 14', [-0.337697, -1.08167, 1.0]], ['2, k, 15', [-0.329519, -1.13446, 1.0]], ['2, k, 16', [-0.132228, -0.460232, 1.0]], ['2, k, 17', [-0.0978431, -0.73083, 1.0]], ['2, k, 18', [-0.0829735, -1.03694, 1.0]], ['2, k, 19', [-0.0550338, -1.10136, 1.0]], ['2, k, 20', [-0.232532, 0.0559663, 1.0]], ['2, k, 21', [-0.340786, -0.38139, 1.0]], ['2, k, 22', [-0.430254, -0.385878, 1.0]], ['2, k, 23', [0.167999, -0.419834, 1.0]], ['2, k, 24', [0.0920093, -0.415986, 1.0]]]
[['2, k, 0', [-0.207772, -0.471185, 1.0]], ['2, k, 1', [-0.222748, -0.16811, 1.0]], ['2, k, 2', [-0.235914, 0.127401, 1.0]], ['2, k, 3', [-0.227343, 0.260209, 1.0]], ['2, k, 4', [-0.375186, 0.0178705, 1.0]], ['2, k, 5', [-0.521864, -0.160413, 1.0]], ['2, k, 6', [-0.441038, -0.332367, 1.0]], ['2, k, 7', [-0.41632, -0.374686, 1.0]], ['2, k, 8', [-0.0681419, 0.012026, 1.0]], ['2, k, 9', [0.0505398, -0.191533, 1.0]], ['2, k, 10', [0.127989, -0.400806, 1.0]], ['2, k, 11', [0.128405, -0.416921, 1.0]], ['2, k, 12', [-0.277164, -0.46688, 1.0]], ['2, k, 13', [-0.30751, -0.752132, 1.0]], ['2, k, 14', [-0.33875, -1.08438, 1.0]], ['2, k, 15', [-0.329526, -1.13466, 1.0]], ['2, k, 16', [-0.132062, -0.461308, 1.0]], ['2, k, 17', [-0.0979402, -0.73065, 1.0]], ['2, k, 18', [-0.0831107, -1.03707, 1.0]], ['2, k, 19', [-0.0549383, -1.10142, 1.0]], ['2, k, 20', [-0.232879, 0.054561, 1.0]], ['2, k, 21', [-0.359911, -0.393199, 1.0]], ['2, k, 22', [-0.449667, -0.39217, 1.0]], ['2, k, 23', [0.154312, -0.431945, 1.0]], ['2, k, 24', [0.0888033, -0.424612, 1.0]]]
