[['2, k, 0', [-0.257676, -0.411766, 1.0]], ['2, k, 1', [-0.275001, -0.113457, 1.0]], ['2, k, 2', [-0.289991, 0.177732, 1.0]], ['2, k, 3', [-0.27593, 0.295363, 1.0]], ['2, k, 4', [-0.456251, 0.0989376, 1.0]], ['2, k, 5', [-0.555549, -0.0619789, 1.0]], ['2, k, 6', [-0.474139, -0.226254, 1.0]], ['2, k, 7', [-0.433148, -0.281576, 1.0]], ['2, k, 8', [-0.0982587, 0.0847489, 1.0]], ['2, k, 9', [0.0191557, -0.0442626, 1.0]], ['2, k, 10', [-0.0658711, -0.212293, 1.0]], ['2, k, 11', [-0.119366, -0.253058, 1.0]], ['2, k, 12', [-0.335411, -0.402104, 1.0]], ['2, k, 13', [-0.388114, -0.727962, 1.0]], ['2, k, 14', [-0.408297, -1.09407, 1.0]], ['2, k, 15', [-0.434326, -1.16016, 1.0]], ['2, k, 16', [-0.171975, -0.408741, 1.0]], ['2, k, 17', [-0.129286, -0.72818, 1.0]], ['2, k, 18', [-0.0978905, -1.10023, 1.0]], ['2, k, 19', [-0.0762939, -1.1543, 1.0]], ['2, k, 20', [-0.286634, 0.105974, 1.0]], ['2, k, 21', [-0.452355, -0.384363, 1.0]], ['2, k, 22', [-0.408757, -0.312796, 1.0]], ['2, k, 23', [-0.149128, -0.326018, 1.0]], ['2, k, 24', [-0.157899, -0.211198, 1.0]]]
[['2, k, 0', [-0.29454, -0.418404, 1.0]], ['2, k, 1', [-0.275386, -0.112354, 1.0]], ['2, k, 2', [-0.262571, 0.184592, 1.0]], ['2, k, 3', [-0.216057, 0.299296, 1.0]], ['2, k, 4', [-0.427045, 0.0755015, 1.0]], ['2, k, 5', [-0.593095, -0.0550163, 1.0]], ['2, k, 6', [-0.523985, -0.233012, 1.0]], ['2, k, 7', [-0.484379, -0.277409, 1.0]], ['2, k, 8', [-0.072262, 0.0623833, 1.0]], ['2, k, 9', [0.00546532, -0.100876, 1.0]], ['2, k, 10', [-0.0880885, -0.263833, 1.0]], ['2, k, 11', [-0.139292, -0.303233, 1.0]], ['2, k, 12', [-0.371564, -0.405669, 1.0]], ['2, k, 13', [-0.411249, -0.718438, 1.0]], ['2, k, 14', [-0.399934, -1.07149, 1.0]], ['2, k, 15', [-0.436645, -1.15366, 1.0]], ['2, k, 16', [-0.208561, -0.418463, 1.0]], ['2, k, 17', [-0.15424, -0.735979, 1.0]], ['2, k, 18', [-0.0920899, -1.0797, 1.0]], ['2, k, 19', [-0.0816049, -1.14388, 1.0]], ['2, k, 20', [-0.264674, 0.111792, 1.0]], ['2, k, 21', [-0.451156, -0.352845, 1.0]], ['2, k, 22', [-0.435512, -0.233529, 1.0]], ['2, k, 23', [-0.165006, -0.379271, 1.0]], ['2, k, 24', [-0.172371, -0.268957, 1.0]]]
[['2, k, 0', [-0.301421, -0.420976, 1.0]], ['2, k, 1', [-0.278739, -0.114452, 1.0]], ['2, k, 2', [-0.262365, 0.182724, 1.0]], ['2, k, 3', [-0.214024, 0.296685, 1.0]], ['2, k, 4', [-0.427814, 0.0757601, 1.0]], ['2, k, 5', [-0.59568, -0.0514337, 1.0]], ['2, k, 6', [-0.526926, -0.229759, 1.0]], ['2, k, 7', [-0.490749, -0.276173, 1.0]], ['2, k, 8', [-0.0780612, 0.0564297, 1.0]], ['2, k, 9', [0.00224139, -0.100847, 1.0]], ['2, k, 10', [-0.0922255, -0.263892, 1.0]], ['2, k, 11', [-0.144765, -0.303477, 1.0]], ['2, k, 12', [-0.378589, -0.407291, 1.0]], ['2, k, 13', [-0.41711, -0.719156, 1.0]], ['2, k, 14', [-0.402388, -1.07397, 1.0]], ['2, k, 15', [-0.43648, -1.15372, 1.0]], ['2, k, 16', [-0.215106, -0.421909, 1.0]], ['2, k, 17', [-0.15816, -0.738032, 1.0]], ['2, k, 18', [-0.0950022, -1.07418, 1.0]], ['2, k, 19', [-0.0814327, -1.14296, 1.0]], ['2, k, 20', [-0.265602, 0.109999, 1.0]], ['2, k, 21', [-0.461882, -0.354462, 1.0]], ['2, k, 22', [-0.440378, -0.239658, 1.0]], ['2, k, 23', [-0.171219, -0.379861, 1.0]], ['2, k, 24', [-0.17802, -0.266925, 1.0]]]
[['2, k, 0', [-0.307577, -0.42137, 1.0]], ['2, k, 1', [-0.281464, -0.1155, 1.0]], ['2, k, 2', [-0.262177, 0.18143, 1.0]], ['2, k, 3', [-0.213352, 0.295415, 1.0]], ['2, k, 4', [-0.42784, 0.0758804, 1.0]], ['2, k, 5', [-0.598749, -0.0476343, 1.0]], ['2, k, 6', [-0.534451, -0.227658, 1.0]], ['2, k, 7', [-0.493217, -0.272515, 1.0]], ['2, k, 8', [-0.0765713, 0.0571073, 1.0]], ['2, k, 9', [-0.000746689, -0.100524, 1.0]], ['2, k, 10', [-0.0972672, -0.263179, 1.0]], ['2, k, 11', [-0.147256, -0.29899, 1.0]], ['2, k, 12', [-0.384172, -0.407092, 1.0]], ['2, k, 13', [-0.422399, -0.718905, 1.0]], ['2, k, 14', [-0.401848, -1.06919, 1.0]], ['2, k, 15', [-0.423194, -1.15187, 1.0]], ['2, k, 16', [-0.221652, -0.422896, 1.0]], ['2, k, 17', [-0.162896, -0.742949, 1.0]], ['2, k, 18', [-0.0955365, -1.07424, 1.0]], ['2, k, 19', [-0.0813114, -1.14457, 1.0]], ['2, k, 20', [-0.266268, 0.108863, 1.0]], ['2, k, 21', [-0.46111, -0.348667, 1.0]], ['2, k, 22', [-0.441671, -0.227213, 1.0]], ['2, k, 23', [-0.174528, -0.375065, 1.0]], ['2, k, 24', [-0.181073, -0.268819, 1.0]]]
[['2, k, 0', [-0.313426, -0.420919, 1.0]], ['2, k, 1', [-0.284082, -0.116278, 1.0]], ['2, k, 2', [-0.26191, 0.180317, 1.0]], ['2, k, 3', [-0.212425, 0.293664, 1.0]], ['2, k, 4', [-0.428138, 0.0763437, 1.0]], ['2, k, 5', [-0.600751, -0.0453891, 1.0]], ['2, k, 6', [-0.53732, -0.225853, 1.0]], ['2, k, 7', [-0.498736, -0.272227, 1.0]], ['2, k, 8', [-0.0756465, 0.0575072, 1.0]], ['2, k, 9', [-0.0137392, -0.112899, 1.0]], ['2, k, 10', [-0.107763, -0.275894, 1.0]], ['2, k, 11', [-0.160207, -0.31255, 1.0]], ['2, k, 12', [-0.389463, -0.405524, 1.0]], ['2, k, 13', [-0.427124, -0.719426, 1.0]], ['2, k, 14', [-0.405114, -1.06895, 1.0]], ['2, k, 15', [-0.42429, -1.15179, 1.0]], ['2, k, 16', [-0.228002, -0.423586, 1.0]], ['2, k, 17', [-0.166716, -0.743227, 1.0]], ['2, k, 18', [-0.0964802, -1.07297, 1.0]], ['2, k, 19', [-0.0858104, -1.14024, 1.0]], ['2, k, 20', [-0.266698, 0.107944, 1.0]], ['2, k, 21', [-0.474047, -0.351558, 1.0]], ['2, k, 22', [-0.448201, -0.24054, 1.0]], ['2, k, 23', [-0.184996, -0.387405, 1.0]], ['2, k, 24', [-0.189156, -0.276531, 1.0]]]
[['2, k, 0', [-0.318244, -0.420688, 1.0]], ['2, k, 1', [-0.286609, -0.117014, 1.0]], ['2, k, 2', [-0.261954, 0.17899, 1.0]], ['2, k, 3', [-0.2117, 0.292208, 1.0]], ['2, k, 4', [-0.428684, 0.0761571, 1.0]], ['2, k, 5', [-0.602202, -0.043901, 1.0]], ['2, k, 6', [-0.539906, -0.224856, 1.0]], ['2, k, 7', [-0.499441, -0.272689, 1.0]], ['2, k, 8', [-0.0751557, 0.0577127, 1.0]], ['2, k, 9', [-0.015948, -0.113534, 1.0]], ['2, k, 10', [-0.110943, -0.276588, 1.0]], ['2, k, 11', [-0.162832, -0.312318, 1.0]], ['2, k, 12', [-0.394277, -0.40518, 1.0]], ['2, k, 13', [-0.431706, -0.721649, 1.0]], ['2, k, 14', [-0.407652, -1.06971, 1.0]], ['2, k, 15', [-0.425636, -1.15188, 1.0]], ['2, k, 16', [-0.232593, -0.423468, 1.0]], ['2, k, 17', [-0.169988, -0.744211, 1.0]], ['2, k, 18', [-0.0977506, -1.07251, 1.0]], ['2, k, 19', [-0.0856383, -1.14018, 1.0]], ['2, k, 20', [-0.267433, 0.106823, 1.0]], ['2, k, 21', [-0.473082, -0.352307, 1.0]], ['2, k, 22', [-0.448589, -0.230723, 1.0]], ['2, k, 23', [-0.188404, -0.389626, 1.0]], ['2, k, 24', [-0.192114, -0.278857, 1.0]]]
[['2, k, 0', [-0.322397, -0.420671, 1.0]], ['2, k, 1', [-0.289065, -0.117927, 1.0]], ['2, k, 2', [-0.262034, 0.177648, 1.0]], ['2, k, 3', [-0.211393, 0.290605, 1.0]], ['2, k, 4', [-0.429063, 0.0759589, 1.0]], ['2, k, 5', [-0.60366, -0.0423876, 1.0]], ['2, k, 6', [-0.541153, -0.223358, 1.0]], ['2, k, 7', [-0.500785, -0.269274, 1.0]], ['2, k, 8', [-0.0747505, 0.0577222, 1.0]], ['2, k, 9', [-0.0177914, -0.114763, 1.0]], ['2, k, 10', [-0.114182, -0.277687, 1.0]], ['2, k, 11', [-0.165718, -0.314081, 1.0]], ['2, k, 12', [-0.398235, -0.405083, 1.0]], ['2, k, 13', [-0.435993, -0.723976, 1.0]], ['2, k, 14', [-0.409153, -1.06964, 1.0]], ['2, k, 15', [-0.426897, -1.15248, 1.0]], ['2, k, 16', [-0.236806, -0.423551, 1.0]], ['2, k, 17', [-0.17188, -0.74809, 1.0]], ['2, k, 18', [-0.0988635, -1.07434, 1.0]], ['2, k, 19', [-0.0861498, -1.1431, 1.0]], ['2, k, 20', [-0.268087, 0.105638, 1.0]], ['2, k, 21', [-0.474699, -0.34707, 1.0]], ['2, k, 22', [-0.450514, -0.230318, 1.0]], ['2, k, 23', [-0.188971, -0.390214, 1.0]], ['2, k, 24', [-0.19476, -0.280667, 1.0]]]
[['2, k, 0', [-0.32588, -0.419659, 1.0]], ['2, k, 1', [-0.29079, -0.118283, 1.0]], ['2, k, 2', [-0.261934, 0.176315, 1.0]], ['2, k, 3', [-0.211322, 0.289452, 1.0]], ['2, k, 4', [-0.42963, 0.0757282, 1.0]], ['2, k, 5', [-0.604453, -0.0417727, 1.0]], ['2, k, 6', [-0.542162, -0.222896, 1.0]], ['2, k, 7', [-0.501429, -0.26917, 1.0]], ['2, k, 8', [-0.0744542, 0.057698, 1.0]], ['2, k, 9', [-0.0364751, -0.139924, 1.0]], ['2, k, 10', [-0.13103, -0.303436, 1.0]], ['2, k, 11', [-0.180199, -0.34822, 1.0]], ['2, k, 12', [-0.401349, -0.403269, 1.0]], ['2, k, 13', [-0.439172, -0.728261, 1.0]], ['2, k, 14', [-0.411183, -1.07065, 1.0]], ['2, k, 15', [-0.430518, -1.15313, 1.0]], ['2, k, 16', [-0.240631, -0.4234, 1.0]], ['2, k, 17', [-0.173444, -0.747661, 1.0]], ['2, k, 18', [-0.0992696, -1.07423, 1.0]], ['2, k, 19', [-0.0878203, -1.141, 1.0]], ['2, k, 20', [-0.268568, 0.104631, 1.0]], ['2, k, 21', [-0.471927, -0.349939, 1.0]], ['2, k, 22', [-0.449822, -0.222411, 1.0]], ['2, k, 23', [-0.201341, -0.419314, 1.0]], ['2, k, 24', [-0.204342, -0.301713, 1.0]]]
[['2, k, 0', [-0.32792, -0.418727, 1.0]], ['2, k, 1', [-0.292632, -0.118438, 1.0]], ['2, k, 2', [-0.262208, 0.175798, 1.0]], ['2, k, 3', [-0.211686, 0.288688, 1.0]], ['2, k, 4', [-0.430271, 0.0753046, 1.0]], ['2, k, 5', [-0.604872, -0.0414207, 1.0]], ['2, k, 6', [-0.543596, -0.222975, 1.0]], ['2, k, 7', [-0.502739, -0.269763, 1.0]], ['2, k, 8', [-0.0742951, 0.0576466, 1.0]], ['2, k, 9', [-0.0378999, -0.1413, 1.0]], ['2, k, 10', [-0.132972, -0.304909, 1.0]], ['2, k, 11', [-0.182211, -0.350314, 1.0]], ['2, k, 12', [-0.403269, -0.402536, 1.0]], ['2, k, 13', [-0.438266, -0.731337, 1.0]], ['2, k, 14', [-0.411781, -1.07048, 1.0]], ['2, k, 15', [-0.431073, -1.15283, 1.0]], ['2, k, 16', [-0.242715, -0.422334, 1.0]], ['2, k, 17', [-0.174689, -0.747121, 1.0]], ['2, k, 18', [-0.0997609, -1.07441, 1.0]], ['2, k, 19', [-0.0887784, -1.13965, 1.0]], ['2, k, 20', [-0.269071, 0.104161, 1.0]], ['2, k, 21', [-0.476933, -0.350033, 1.0]], ['2, k, 22', [-0.452346, -0.232073, 1.0]], ['2, k, 23', [-0.204967, -0.420841, 1.0]], ['2, k, 24', [-0.205261, -0.304234, 1.0]]]
[['2, k, 0', [-0.328594, -0.418506, 1.0]], ['2, k, 1', [-0.293804, -0.118697, 1.0]], ['2, k, 2', [-0.263033, 0.174933, 1.0]], ['2, k, 3', [-0.212447, 0.288018, 1.0]], ['2, k, 4', [-0.43092, 0.0749954, 1.0]], ['2, k, 5', [-0.605166, -0.0415274, 1.0]], ['2, k, 6', [-0.544957, -0.22345, 1.0]], ['2, k, 7', [-0.502083, -0.269537, 1.0]], ['2, k, 8', [-0.0743106, 0.0575006, 1.0]], ['2, k, 9', [-0.0388145, -0.142615, 1.0]], ['2, k, 10', [-0.134431, -0.306213, 1.0]], ['2, k, 11', [-0.182632, -0.350361, 1.0]], ['2, k, 12', [-0.403793, -0.402374, 1.0]], ['2, k, 13', [-0.439004, -0.730914, 1.0]], ['2, k, 14', [-0.412191, -1.07046, 1.0]], ['2, k, 15', [-0.431317, -1.15253, 1.0]], ['2, k, 16', [-0.243502, -0.42208, 1.0]], ['2, k, 17', [-0.171554, -0.765554, 1.0]], ['2, k, 18', [-0.101408, -1.07853, 1.0]], ['2, k, 19', [-0.07128, -1.15536, 1.0]], ['2, k, 20', [-0.270025, 0.103403, 1.0]], ['2, k, 21', [-0.477034, -0.351111, 1.0]], ['2, k, 22', [-0.453684, -0.229298, 1.0]], ['2, k, 23', [-0.203173, -0.421616, 1.0]], ['2, k, 24', [-0.207496, -0.305407, 1.0]]]
[['2, k, 0', [-0.329722, -0.418994, 1.0]], ['2, k, 1', [-0.294978, -0.119278, 1.0]], ['2, k, 2', [-0.263571, 0.174003, 1.0]], ['2, k, 3', [-0.213666, 0.287272, 1.0]], ['2, k, 4', [-0.431185, 0.0732098, 1.0]], ['2, k, 5', [-0.605743, -0.042693, 1.0]], ['2, k, 6', [-0.544343, -0.224175, 1.0]], ['2, k, 7', [-0.502376, -0.270035, 1.0]], ['2, k, 8', [-0.084803, 0.0489625, 1.0]], ['2, k, 9', [-0.0392096, -0.143166, 1.0]], ['2, k, 10', [-0.135164, -0.306727, 1.0]], ['2, k, 11', [-0.182471, -0.352858, 1.0]], ['2, k, 12', [-0.405651, -0.403526, 1.0]], ['2, k, 13', [-0.439653, -0.731152, 1.0]], ['2, k, 14', [-0.412861, -1.06985, 1.0]], ['2, k, 15', [-0.430834, -1.15189, 1.0]], ['2, k, 16', [-0.244045, -0.422075, 1.0]], ['2, k, 17', [-0.173739, -0.75676, 1.0]], ['2, k, 18', [-0.101744, -1.07821, 1.0]], ['2, k, 19', [-0.0831719, -1.14229, 1.0]], ['2, k, 20', [-0.270721, 0.102596, 1.0]], ['2, k, 21', [-0.480611, -0.353373, 1.0]], ['2, k, 22', [-0.455721, -0.241439, 1.0]], ['2, k, 23', [-0.204369, -0.420598, 1.0]], ['2, k, 24', [-0.208242, -0.307205, 1.0]]]
[['2, k, 0', [-0.328112, -0.41825, 1.0]], ['2, k, 1', [-0.295158, -0.119474, 1.0]], ['2, k, 2', [-0.263941, 0.173125, 1.0]], ['2, k, 3', [-0.215762, 0.286387, 1.0]], ['2, k, 4', [-0.431586, 0.0719439, 1.0]], ['2, k, 5', [-0.605279, -0.0437826, 1.0]], ['2, k, 6', [-0.542834, -0.224794, 1.0]], ['2, k, 7', [-0.498661, -0.269819, 1.0]], ['2, k, 8', [-0.0821815, 0.0508596, 1.0]], ['2, k, 9', [-0.0390945, -0.143796, 1.0]], ['2, k, 10', [-0.135706, -0.307073, 1.0]], ['2, k, 11', [-0.181912, -0.354103, 1.0]], ['2, k, 12', [-0.404118, -0.403347, 1.0]], ['2, k, 13', [-0.439498, -0.73221, 1.0]], ['2, k, 14', [-0.412888, -1.07078, 1.0]], ['2, k, 15', [-0.430794, -1.15204, 1.0]], ['2, k, 16', [-0.242436, -0.420622, 1.0]], ['2, k, 17', [-0.173014, -0.756724, 1.0]], ['2, k, 18', [-0.101721, -1.07793, 1.0]], ['2, k, 19', [-0.075681, -1.14872, 1.0]], ['2, k, 20', [-0.271095, 0.10195, 1.0]], ['2, k, 21', [-0.477132, -0.354099, 1.0]], ['2, k, 22', [-0.450286, -0.237283, 1.0]], ['2, k, 23', [-0.211385, -0.421816, 1.0]], ['2, k, 24', [-0.20716, -0.305378, 1.0]]]
[['2, k, 0', [-0.32582, -0.417032, 1.0]], ['2, k, 1', [-0.295279, -0.119217, 1.0]], ['2, k, 2', [-0.264976, 0.172933, 1.0]], ['2, k, 3', [-0.21803, 0.285932, 1.0]], ['2, k, 4', [-0.431885, 0.0709325, 1.0]], ['2, k, 5', [-0.603964, -0.0456005, 1.0]], ['2, k, 6', [-0.540657, -0.226104, 1.0]], ['2, k, 7', [-0.495474, -0.272376, 1.0]], ['2, k, 8', [-0.0805877, 0.0523094, 1.0]], ['2, k, 9', [-0.0354523, -0.141073, 1.0]], ['2, k, 10', [-0.134363, -0.303115, 1.0]], ['2, k, 11', [-0.17982, -0.348601, 1.0]], ['2, k, 12', [-0.40161, -0.402496, 1.0]], ['2, k, 13', [-0.438601, -0.72927, 1.0]], ['2, k, 14', [-0.412468, -1.06737, 1.0]], ['2, k, 15', [-0.399877, -1.11234, 1.0]], ['2, k, 16', [-0.240421, -0.419124, 1.0]], ['2, k, 17', [-0.172768, -0.754184, 1.0]], ['2, k, 18', [-0.101785, -1.07709, 1.0]], ['2, k, 19', [-0.0780011, -1.1431, 1.0]], ['2, k, 20', [-0.271816, 0.101754, 1.0]], ['2, k, 21', [-0.475765, -0.35546, 1.0]], ['2, k, 22', [-0.445083, -0.240668, 1.0]], ['2, k, 23', [-0.209666, -0.416661, 1.0]], ['2, k, 24', [-0.205946, -0.302473, 1.0]]]
[['2, k, 0', [-0.323081, -0.415165, 1.0]], ['2, k, 1', [-0.29522, -0.118671, 1.0]], ['2, k, 2', [-0.26608, 0.172844, 1.0]], ['2, k, 3', [-0.221119, 0.286036, 1.0]], ['2, k, 4', [-0.4322, 0.0702707, 1.0]], ['2, k, 5', [-0.60313, -0.047759, 1.0]], ['2, k, 6', [-0.538618, -0.227616, 1.0]], ['2, k, 7', [-0.493308, -0.271669, 1.0]], ['2, k, 8', [-0.0794727, 0.0534515, 1.0]], ['2, k, 9', [-0.033284, -0.13963, 1.0]], ['2, k, 10', [-0.13275, -0.301577, 1.0]], ['2, k, 11', [-0.17607, -0.348014, 1.0]], ['2, k, 12', [-0.398408, -0.401047, 1.0]], ['2, k, 13', [-0.435247, -0.73128, 1.0]], ['2, k, 14', [-0.412412, -1.06679, 1.0]], ['2, k, 15', [-0.425056, -1.14791, 1.0]], ['2, k, 16', [-0.238148, -0.416954, 1.0]], ['2, k, 17', [-0.171743, -0.750103, 1.0]], ['2, k, 18', [-0.1025, -1.07664, 1.0]], ['2, k, 19', [-0.0802224, -1.13758, 1.0]], ['2, k, 20', [-0.272556, 0.101688, 1.0]], ['2, k, 21', [-0.471891, -0.357513, 1.0]], ['2, k, 22', [-0.447139, -0.246769, 1.0]], ['2, k, 23', [-0.205735, -0.418618, 1.0]], ['2, k, 24', [-0.203565, -0.301494, 1.0]]]
[['2, k, 0', [-0.31954, -0.412753, 1.0]], ['2, k, 1', [-0.294806, -0.117948, 1.0]], ['2, k, 2', [-0.267201, 0.172898, 1.0]], ['2, k, 3', [-0.224229, 0.285835, 1.0]], ['2, k, 4', [-0.433081, 0.0708309, 1.0]], ['2, k, 5', [-0.601583, -0.0501772, 1.0]], ['2, k, 6', [-0.523679, -0.237924, 1.0]], ['2, k, 7', [-0.473639, -0.287037, 1.0]], ['2, k, 8', [-0.078495, 0.0546116, 1.0]], ['2, k, 9', [0.00122103, -0.0927714, 1.0]], ['2, k, 10', [-0.101102, -0.252788, 1.0]], ['2, k, 11', [-0.145296, -0.290534, 1.0]], ['2, k, 12', [-0.394285, -0.399285, 1.0]], ['2, k, 13', [-0.433317, -0.731611, 1.0]], ['2, k, 14', [-0.41227, -1.06613, 1.0]], ['2, k, 15', [-0.42785, -1.14881, 1.0]], ['2, k, 16', [-0.2352, -0.413991, 1.0]], ['2, k, 17', [-0.169652, -0.746532, 1.0]], ['2, k, 18', [-0.102435, -1.07667, 1.0]], ['2, k, 19', [-0.0942645, -1.12189, 1.0]], ['2, k, 20', [-0.273245, 0.101774, 1.0]], ['2, k, 21', [-0.450545, -0.368949, 1.0]], ['2, k, 22', [-0.423104, -0.252956, 1.0]], ['2, k, 23', [-0.167314, -0.367938, 1.0]], ['2, k, 24', [-0.180811, -0.262783, 1.0]]]
[['2, k, 0', [-0.315283, -0.410617, 1.0]], ['2, k, 1', [-0.293969, -0.117082, 1.0]], ['2, k, 2', [-0.267999, 0.172907, 1.0]], ['2, k, 3', [-0.227155, 0.286079, 1.0]], ['2, k, 4', [-0.433777, 0.0715077, 1.0]], ['2, k, 5', [-0.59965, -0.0519921, 1.0]], ['2, k, 6', [-0.521643, -0.239583, 1.0]], ['2, k, 7', [-0.471399, -0.286586, 1.0]], ['2, k, 8', [-0.0774304, 0.0563142, 1.0]], ['2, k, 9', [0.00187423, -0.0918635, 1.0]], ['2, k, 10', [-0.0964954, -0.253972, 1.0]], ['2, k, 11', [-0.141129, -0.294167, 1.0]], ['2, k, 12', [-0.389895, -0.398232, 1.0]], ['2, k, 13', [-0.430279, -0.729651, 1.0]], ['2, k, 14', [-0.410209, -1.06108, 1.0]], ['2, k, 15', [-0.429262, -1.14925, 1.0]], ['2, k, 16', [-0.231131, -0.41078, 1.0]], ['2, k, 17', [-0.167031, -0.742614, 1.0]], ['2, k, 18', [-0.102463, -1.07706, 1.0]], ['2, k, 19', [-0.0944183, -1.12252, 1.0]], ['2, k, 20', [-0.273676, 0.10183, 1.0]], ['2, k, 21', [-0.449785, -0.370178, 1.0]], ['2, k, 22', [-0.424982, -0.254366, 1.0]], ['2, k, 23', [-0.158791, -0.373136, 1.0]], ['2, k, 24', [-0.177387, -0.267445, 1.0]]]
[['2, k, 0', [-0.312388, -0.40996, 1.0]], ['2, k, 1', [-0.293522, -0.116843, 1.0]], ['2, k, 2', [-0.269469, 0.17259, 1.0]], ['2, k, 3', [-0.230524, 0.286358, 1.0]], ['2, k, 4', [-0.434637, 0.0718873, 1.0]], ['2, k, 5', [-0.598024, -0.0541556, 1.0]], ['2, k, 6', [-0.520616, -0.23619, 1.0]], ['2, k, 7', [-0.468274, -0.279761, 1.0]], ['2, k, 8', [-0.0814425, 0.0561854, 1.0]], ['2, k, 9', [0.00274554, -0.0910687, 1.0]], ['2, k, 10', [-0.0938937, -0.254347, 1.0]], ['2, k, 11', [-0.138355, -0.296826, 1.0]], ['2, k, 12', [-0.386954, -0.398223, 1.0]], ['2, k, 13', [-0.425907, -0.727656, 1.0]], ['2, k, 14', [-0.409652, -1.0609, 1.0]], ['2, k, 15', [-0.42994, -1.14928, 1.0]], ['2, k, 16', [-0.228359, -0.409529, 1.0]], ['2, k, 17', [-0.164019, -0.738681, 1.0]], ['2, k, 18', [-0.102365, -1.07713, 1.0]], ['2, k, 19', [-0.0949963, -1.12279, 1.0]], ['2, k, 20', [-0.274555, 0.101654, 1.0]], ['2, k, 21', [-0.44237, -0.365354, 1.0]], ['2, k, 22', [-0.419924, -0.249986, 1.0]], ['2, k, 23', [-0.154574, -0.37357, 1.0]], ['2, k, 24', [-0.17592, -0.267205, 1.0]]]
[['2, k, 0', [-0.305218, -0.409074, 1.0]], ['2, k, 1', [-0.292412, -0.116486, 1.0]], ['2, k, 2', [-0.271428, 0.172442, 1.0]], ['2, k, 3', [-0.234616, 0.286248, 1.0]], ['2, k, 4', [-0.435699, 0.0724678, 1.0]], ['2, k, 5', [-0.595825, -0.0567836, 1.0]], ['2, k, 6', [-0.514448, -0.239579, 1.0]], ['2, k, 7', [-0.460161, -0.285645, 1.0]], ['2, k, 8', [-0.0836467, 0.0567978, 1.0]], ['2, k, 9', [0.00413203, -0.0894602, 1.0]], ['2, k, 10', [-0.0917917, -0.252923, 1.0]], ['2, k, 11', [-0.133312, -0.296226, 1.0]], ['2, k, 12', [-0.379831, -0.398311, 1.0]], ['2, k, 13', [-0.42193, -0.728401, 1.0]], ['2, k, 14', [-0.409003, -1.06096, 1.0]], ['2, k, 15', [-0.431303, -1.14866, 1.0]], ['2, k, 16', [-0.221405, -0.40772, 1.0]], ['2, k, 17', [-0.160808, -0.734722, 1.0]], ['2, k, 18', [-0.097547, -1.08018, 1.0]], ['2, k, 19', [-0.089678, -1.13998, 1.0]], ['2, k, 20', [-0.275568, 0.101588, 1.0]], ['2, k, 21', [-0.436073, -0.372255, 1.0]], ['2, k, 22', [-0.413008, -0.252669, 1.0]], ['2, k, 23', [-0.144352, -0.374703, 1.0]], ['2, k, 24', [-0.170786, -0.271043, 1.0]]]
[['2, k, 0', [-0.298003, -0.407166, 1.0]], ['2, k, 1', [-0.290831, -0.115708, 1.0]], ['2, k, 2', [-0.273389, 0.172568, 1.0]], ['2, k, 3', [-0.238034, 0.286825, 1.0]], ['2, k, 4', [-0.436109, 0.0726115, 1.0]], ['2, k, 5', [-0.593227, -0.0587382, 1.0]], ['2, k, 6', [-0.511682, -0.23931, 1.0]], ['2, k, 7', [-0.455758, -0.280959, 1.0]], ['2, k, 8', [-0.0812059, 0.0591328, 1.0]], ['2, k, 9', [0.00613123, -0.0855326, 1.0]], ['2, k, 10', [-0.0871184, -0.250564, 1.0]], ['2, k, 11', [-0.128779, -0.292233, 1.0]], ['2, k, 12', [-0.372891, -0.3975, 1.0]], ['2, k, 13', [-0.417872, -0.727575, 1.0]], ['2, k, 14', [-0.407979, -1.05987, 1.0]], ['2, k, 15', [-0.432049, -1.14718, 1.0]], ['2, k, 16', [-0.214128, -0.404681, 1.0]], ['2, k, 17', [-0.156059, -0.732757, 1.0]], ['2, k, 18', [-0.0962155, -1.08204, 1.0]], ['2, k, 19', [-0.0903643, -1.14144, 1.0]], ['2, k, 20', [-0.276575, 0.101768, 1.0]], ['2, k, 21', [-0.434585, -0.367608, 1.0]], ['2, k, 22', [-0.40856, -0.254622, 1.0]], ['2, k, 23', [-0.140933, -0.366245, 1.0]], ['2, k, 24', [-0.16631, -0.268551, 1.0]]]
