[['2, k, 0', [-0.1401847, -0.2238491, 1.0]], ['2, k, 1', [-0.1349824, 0.0263218, 1.0]], ['2, k, 2', [-0.1285599, 0.2718373, 1.0]], ['2, k, 3', [-0.1253533, 0.40377, 1.0]], ['2, k, 4', [-0.2627106, 0.1654451, 1.0]], ['2, k, 5', [-0.2500691, -0.01961062, 1.0]], ['2, k, 6', [-0.1287857, -0.1440494, 1.0]], ['2, k, 7', [-0.08361498, -0.1740211, 1.0]], ['2, k, 8', [0.0178387, 0.1710281, 1.0]], ['2, k, 9', [0.02862818, -0.01790339, 1.0]], ['2, k, 10', [-0.02746493, -0.1216623, 1.0]], ['2, k, 11', [-0.0696507, -0.17391, 1.0]], ['2, k, 12', [-0.2018415, -0.2196136, 1.0]], ['2, k, 13', [-0.1965411, -0.329808, 1.0]], ['2, k, 14', [-0.193364, -0.6773231, 1.0]], ['2, k, 15', [-0.2595972, -0.7244982, 1.0]], ['2, k, 16', [-0.07509111, -0.22285, 1.0]], ['2, k, 17', [0.03384966, -0.3349289, 1.0]], ['2, k, 18', [0.04891938, -0.6707452, 1.0]], ['2, k, 19', [0.08146743, -0.727248, 1.0]], ['2, k, 20', [-0.1304615, 0.211073, 1.0]], ['2, k, 21', [-0.06638633, -0.2241495, 1.0]], ['2, k, 22', [-0.07216587, -0.2368535, 1.0]], ['2, k, 23', [-0.0689247, -0.2207828, 1.0]], ['2, k, 24', [-0.05131102, -0.1764567, 1.0]]]
[['2, k, 0', [-0.1333105, -0.1748012, 1.0]], ['2, k, 1', [-0.1299902, 0.07633122, 1.0]], ['2, k, 2', [-0.1327261, 0.311239, 1.0]], ['2, k, 3', [-0.1302422, 0.4403814, 1.0]], ['2, k, 4', [-0.2646445, 0.1964499, 1.0]], ['2, k, 5', [-0.2678782, 0.3948432, 1.0]], ['2, k, 6', [-0.1613058, 0.5549097, 1.0]], ['2, k, 7', [-0.1092537, 0.6146743, 1.0]], ['2, k, 8', [0.01035625, 0.2217921, 1.0]], ['2, k, 9', [0.03642896, 0.4099768, 1.0]], ['2, k, 10', [-0.0542766, 0.5679367, 1.0]], ['2, k, 11', [-0.09239696, 0.6196747, 1.0]], ['2, k, 12', [-0.1980724, -0.1724201, 1.0]], ['2, k, 13', [-0.1962571, -0.3201692, 1.0]], ['2, k, 14', [-0.1978285, -0.6734055, 1.0]], ['2, k, 15', [-0.2509943, -0.7354866, 1.0]], ['2, k, 16', [-0.06540028, -0.1728352, 1.0]], ['2, k, 17', [0.02690471, -0.3308732, 1.0]], ['2, k, 18', [0.05534896, -0.6509218, 1.0]], ['2, k, 19', [0.07366617, -0.7153069, 1.0]], ['2, k, 20', [-0.132068, 0.2540747, 1.0]], ['2, k, 21', [-0.08126186, 0.6665398, 1.0]], ['2, k, 22', [-0.07271417, 0.589806, 1.0]], ['2, k, 23', [-0.1080624, 0.6697791, 1.0]], ['2, k, 24', [-0.1268018, 0.5968093, 1.0]]]
[['2, k, 0', [-0.1377555, -0.1521375, 1.0]], ['2, k, 1', [-0.1337214, 0.07683115, 1.0]], ['2, k, 2', [-0.139588, 0.3020096, 1.0]], ['2, k, 3', [-0.132294, 0.439768, 1.0]], ['2, k, 4', [-0.2898324, 0.2422313, 1.0]], ['2, k, 5', [-0.278322, 0.4077188, 1.0]], ['2, k, 6', [-0.1599952, 0.5971513, 1.0]], ['2, k, 7', [-0.1100927, 0.6494768, 1.0]], ['2, k, 8', [0.03125772, 0.2410865, 1.0]], ['2, k, 9', [0.03614245, 0.4357411, 1.0]], ['2, k, 10', [-0.06082162, 0.6051667, 1.0]], ['2, k, 11', [-0.094199, 0.6524831, 1.0]], ['2, k, 12', [-0.2000819, -0.1487273, 1.0]], ['2, k, 13', [-0.1961169, -0.3200384, 1.0]], ['2, k, 14', [-0.1968607, -0.6706563, 1.0]], ['2, k, 15', [-0.2495021, -0.7322662, 1.0]], ['2, k, 16', [-0.07209786, -0.1516939, 1.0]], ['2, k, 17', [0.02689391, -0.3308685, 1.0]], ['2, k, 18', [0.05703697, -0.6499047, 1.0]], ['2, k, 19', [0.07291999, -0.7136213, 1.0]], ['2, k, 20', [-0.1379371, 0.2479939, 1.0]], ['2, k, 21', [-0.08569055, 0.700045, 1.0]], ['2, k, 22', [-0.07468411, 0.6242903, 1.0]], ['2, k, 23', [-0.1117373, 0.703313, 1.0]], ['2, k, 24', [-0.1289978, 0.6320372, 1.0]]]
[['2, k, 0', [-0.1372246, -0.1498735, 1.0]], ['2, k, 1', [-0.1346743, 0.07686737, 1.0]], ['2, k, 2', [-0.1410546, 0.2991393, 1.0]], ['2, k, 3', [-0.1335364, 0.4389818, 1.0]], ['2, k, 4', [-0.2890714, 0.2411497, 1.0]], ['2, k, 5', [-0.281174, 0.4096272, 1.0]], ['2, k, 6', [-0.1663883, 0.5933963, 1.0]], ['2, k, 7', [-0.117625, 0.6570205, 1.0]], ['2, k, 8', [0.02357026, 0.2558569, 1.0]], ['2, k, 9', [0.03177021, 0.4358286, 1.0]], ['2, k, 10', [-0.05943897, 0.6084933, 1.0]], ['2, k, 11', [-0.09345315, 0.6601501, 1.0]], ['2, k, 12', [-0.1993365, -0.1472826, 1.0]], ['2, k, 13', [-0.1960557, -0.3198955, 1.0]], ['2, k, 14', [-0.1973904, -0.6706012, 1.0]], ['2, k, 15', [-0.2492387, -0.7338436, 1.0]], ['2, k, 16', [-0.07191844, -0.1484858, 1.0]], ['2, k, 17', [0.02682468, -0.3307202, 1.0]], ['2, k, 18', [0.05825515, -0.6482016, 1.0]], ['2, k, 19', [0.07168121, -0.7117237, 1.0]], ['2, k, 20', [-0.1394397, 0.24564, 1.0]], ['2, k, 21', [-0.0891331, 0.710541, 1.0]], ['2, k, 22', [-0.07865883, 0.6345856, 1.0]], ['2, k, 23', [-0.1109385, 0.7118377, 1.0]], ['2, k, 24', [-0.1295366, 0.6377285, 1.0]]]
[['2, k, 0', [-0.1369273, -0.149177, 1.0]], ['2, k, 1', [-0.134974, 0.07688413, 1.0]], ['2, k, 2', [-0.141084, 0.2984772, 1.0]], ['2, k, 3', [-0.133643, 0.4389285, 1.0]], ['2, k, 4', [-0.2810725, 0.2301492, 1.0]], ['2, k, 5', [-0.2618283, 0.4527583, 1.0]], ['2, k, 6', [-0.1733774, 0.5971329, 1.0]], ['2, k, 7', [-0.1237454, 0.6641006, 1.0]], ['2, k, 8', [0.02300561, 0.2583856, 1.0]], ['2, k, 9', [0.02642467, 0.4449445, 1.0]], ['2, k, 10', [-0.06226483, 0.614919, 1.0]], ['2, k, 11', [-0.09626166, 0.6713338, 1.0]], ['2, k, 12', [-0.1989733, -0.1469443, 1.0]], ['2, k, 13', [-0.1959501, -0.3198173, 1.0]], ['2, k, 14', [-0.1973057, -0.6704227, 1.0]], ['2, k, 15', [-0.2492935, -0.7341059, 1.0]], ['2, k, 16', [-0.07174072, -0.1473514, 1.0]], ['2, k, 17', [0.02657569, -0.3296525, 1.0]], ['2, k, 18', [0.05836126, -0.6481076, 1.0]], ['2, k, 19', [0.07245354, -0.7095432, 1.0]], ['2, k, 20', [-0.1395842, 0.2449935, 1.0]], ['2, k, 21', [-0.08852773, 0.7161946, 1.0]], ['2, k, 22', [-0.08449049, 0.6408878, 1.0]], ['2, k, 23', [-0.1156884, 0.7211426, 1.0]], ['2, k, 24', [-0.1304782, 0.6461691, 1.0]]]
[['2, k, 0', [-0.1362342, -0.1462279, 1.0]], ['2, k, 1', [-0.1360884, 0.07710917, 1.0]], ['2, k, 2', [-0.1415567, 0.2973292, 1.0]], ['2, k, 3', [-0.1339407, 0.4387408, 1.0]], ['2, k, 4', [-0.2854554, 0.232382, 1.0]], ['2, k, 5', [-0.2513458, 0.4551194, 1.0]], ['2, k, 6', [-0.1716328, 0.6094495, 1.0]], ['2, k, 7', [-0.1259085, 0.6698893, 1.0]], ['2, k, 8', [0.02148592, 0.2606422, 1.0]], ['2, k, 9', [0.02498539, 0.4502477, 1.0]], ['2, k, 10', [-0.0636051, 0.6258777, 1.0]], ['2, k, 11', [-0.09863599, 0.6742863, 1.0]], ['2, k, 12', [-0.1980225, -0.1450093, 1.0]], ['2, k, 13', [-0.1957357, -0.319665, 1.0]], ['2, k, 14', [-0.1974429, -0.6700791, 1.0]], ['2, k, 15', [-0.2510919, -0.7316282, 1.0]], ['2, k, 16', [-0.07137664, -0.1435274, 1.0]], ['2, k, 17', [0.02553523, -0.3276813, 1.0]], ['2, k, 18', [0.05424601, -0.6490154, 1.0]], ['2, k, 19', [0.07491792, -0.7170868, 1.0]], ['2, k, 20', [-0.1402031, 0.2438865, 1.0]], ['2, k, 21', [-0.09538473, 0.7200798, 1.0]], ['2, k, 22', [-0.09406976, 0.6491255, 1.0]], ['2, k, 23', [-0.1203357, 0.7270303, 1.0]], ['2, k, 24', [-0.1344245, 0.6552076, 1.0]]]
[['2, k, 0', [-0.1362785, -0.14639, 1.0]], ['2, k, 1', [-0.1363453, 0.07745317, 1.0]], ['2, k, 2', [-0.1413342, 0.2981361, 1.0]], ['2, k, 3', [-0.1337614, 0.4410522, 1.0]], ['2, k, 4', [-0.2843212, 0.2289229, 1.0]], ['2, k, 5', [-0.257596, 0.4546569, 1.0]], ['2, k, 6', [-0.1793223, 0.6248879, 1.0]], ['2, k, 7', [-0.1368066, 0.6745802, 1.0]], ['2, k, 8', [0.02186982, 0.261278, 1.0]], ['2, k, 9', [0.009674628, 0.4898285, 1.0]], ['2, k, 10', [-0.07071611, 0.6386925, 1.0]], ['2, k, 11', [-0.1054404, 0.6833893, 1.0]], ['2, k, 12', [-0.1981357, -0.1452413, 1.0]], ['2, k, 13', [-0.1956749, -0.3192179, 1.0]], ['2, k, 14', [-0.1972408, -0.6701744, 1.0]], ['2, k, 15', [-0.2512745, -0.7314138, 1.0]], ['2, k, 16', [-0.07131108, -0.1436648, 1.0]], ['2, k, 17', [0.02593984, -0.3283135, 1.0]], ['2, k, 18', [0.05295249, -0.6523967, 1.0]], ['2, k, 19', [0.07622978, -0.7202471, 1.0]], ['2, k, 20', [-0.1401512, 0.2443459, 1.0]], ['2, k, 21', [-0.1015943, 0.7290031, 1.0]], ['2, k, 22', [-0.09813172, 0.6466036, 1.0]], ['2, k, 23', [-0.1287904, 0.7310272, 1.0]], ['2, k, 24', [-0.1369731, 0.659053, 1.0]]]
[['2, k, 0', [-0.1293926, -0.1421038, 1.0]], ['2, k, 1', [-0.1373258, 0.07924829, 1.0]], ['2, k, 2', [-0.1497643, 0.3000748, 1.0]], ['2, k, 3', [-0.1435419, 0.4442586, 1.0]], ['2, k, 4', [-0.2843968, 0.2304914, 1.0]], ['2, k, 5', [-0.2646644, 0.4576162, 1.0]], ['2, k, 6', [-0.1788443, 0.627825, 1.0]], ['2, k, 7', [-0.1399596, 0.6766104, 1.0]], ['2, k, 8', [0.02468727, 0.2879412, 1.0]], ['2, k, 9', [0.01019606, 0.5117947, 1.0]], ['2, k, 10', [-0.07969688, 0.6550128, 1.0]], ['2, k, 11', [-0.1107996, 0.6888615, 1.0]], ['2, k, 12', [-0.1917283, -0.1429414, 1.0]], ['2, k, 13', [-0.1956669, -0.319009, 1.0]], ['2, k, 14', [-0.1972273, -0.6740334, 1.0]], ['2, k, 15', [-0.2551964, -0.7323706, 1.0]], ['2, k, 16', [-0.06388655, -0.1372465, 1.0]], ['2, k, 17', [0.02628191, -0.3286095, 1.0]], ['2, k, 18', [0.05512208, -0.6506153, 1.0]], ['2, k, 19', [0.07517502, -0.7165149, 1.0]], ['2, k, 20', [-0.1458492, 0.2460689, 1.0]], ['2, k, 21', [-0.1028832, 0.7304007, 1.0]], ['2, k, 22', [-0.114478, 0.6562065, 1.0]], ['2, k, 23', [-0.1335728, 0.7388807, 1.0]], ['2, k, 24', [-0.1244008, 0.6560113, 1.0]]]
[['2, k, 0', [-0.1299166, -0.1405136, 1.0]], ['2, k, 1', [-0.1374035, 0.08032326, 1.0]], ['2, k, 2', [-0.1489006, 0.300483, 1.0]], ['2, k, 3', [-0.1424583, 0.444919, 1.0]], ['2, k, 4', [-0.284583, 0.2332546, 1.0]], ['2, k, 5', [-0.2864423, 0.4640754, 1.0]], ['2, k, 6', [-0.1857491, 0.6303168, 1.0]], ['2, k, 7', [-0.1467392, 0.6787995, 1.0]], ['2, k, 8', [0.0143432, 0.309746, 1.0]], ['2, k, 9', [0.0221588, 0.5139422, 1.0]], ['2, k, 10', [-0.07663132, 0.6519197, 1.0]], ['2, k, 11', [-0.1129613, 0.6847121, 1.0]], ['2, k, 12', [-0.1919939, -0.1418358, 1.0]], ['2, k, 13', [-0.1956528, -0.3179931, 1.0]], ['2, k, 14', [-0.196853, -0.6731829, 1.0]], ['2, k, 15', [-0.2075895, -0.7310103, 1.0]], ['2, k, 16', [-0.0646996, -0.1353741, 1.0]], ['2, k, 17', [0.02513959, -0.3261388, 1.0]], ['2, k, 18', [0.05708506, -0.6493647, 1.0]], ['2, k, 19', [0.07361953, -0.7125284, 1.0]], ['2, k, 20', [-0.1455073, 0.2463903, 1.0]], ['2, k, 21', [-0.104593, 0.735684, 1.0]], ['2, k, 22', [-0.1218036, 0.6549686, 1.0]], ['2, k, 23', [-0.1392777, 0.73219, 1.0]], ['2, k, 24', [-0.1451152, 0.6657119, 1.0]]]
[['2, k, 0', [-0.1244757, -0.1408127, 1.0]], ['2, k, 1', [-0.1362326, 0.08076178, 1.0]], ['2, k, 2', [-0.1486455, 0.3006251, 1.0]], ['2, k, 3', [-0.1421427, 0.4451599, 1.0]], ['2, k, 4', [-0.284698, 0.2355624, 1.0]], ['2, k, 5', [-0.2912496, 0.4620596, 1.0]], ['2, k, 6', [-0.1841895, 0.6314549, 1.0]], ['2, k, 7', [-0.1389058, 0.6805935, 1.0]], ['2, k, 8', [0.01099222, 0.2931793, 1.0]], ['2, k, 9', [0.02434425, 0.511385, 1.0]], ['2, k, 10', [-0.07962102, 0.6522592, 1.0]], ['2, k, 11', [-0.1147034, 0.685397, 1.0]], ['2, k, 12', [-0.1868342, -0.1427486, 1.0]], ['2, k, 13', [-0.1955755, -0.3188626, 1.0]], ['2, k, 14', [-0.1969349, -0.6729039, 1.0]], ['2, k, 15', [-0.2072923, -0.7326587, 1.0]], ['2, k, 16', [-0.05907785, -0.1351993, 1.0]], ['2, k, 17', [0.02604946, -0.3277287, 1.0]], ['2, k, 18', [0.0585961, -0.6489055, 1.0]], ['2, k, 19', [0.07186172, -0.7096684, 1.0]], ['2, k, 20', [-0.1452068, 0.2465431, 1.0]], ['2, k, 21', [-0.1012007, 0.7275321, 1.0]], ['2, k, 22', [-0.106496, 0.6590124, 1.0]], ['2, k, 23', [-0.1443417, 0.7366053, 1.0]], ['2, k, 24', [-0.1479544, 0.6666378, 1.0]]]
[['2, k, 0', [-0.1245598, -0.1410364, 1.0]], ['2, k, 1', [-0.1362142, 0.08088113, 1.0]], ['2, k, 2', [-0.1483602, 0.3009436, 1.0]], ['2, k, 3', [-0.1427822, 0.4381579, 1.0]], ['2, k, 4', [-0.2867832, 0.2441414, 1.0]], ['2, k, 5', [-0.2946157, 0.4396127, 1.0]], ['2, k, 6', [-0.1832649, 0.6320001, 1.0]], ['2, k, 7', [-0.1445235, 0.6767057, 1.0]], ['2, k, 8', [0.01135756, 0.2797301, 1.0]], ['2, k, 9', [0.02721615, 0.5089735, 1.0]], ['2, k, 10', [-0.08029918, 0.6478116, 1.0]], ['2, k, 11', [-0.114052, 0.6787853, 1.0]], ['2, k, 12', [-0.1870142, -0.142865, 1.0]], ['2, k, 13', [-0.1952884, -0.3180588, 1.0]], ['2, k, 14', [-0.1969064, -0.6721069, 1.0]], ['2, k, 15', [-0.254602, -0.726744, 1.0]], ['2, k, 16', [-0.05903763, -0.1356401, 1.0]], ['2, k, 17', [0.0262624, -0.3281557, 1.0]], ['2, k, 18', [0.05418677, -0.6513574, 1.0]], ['2, k, 19', [0.07389577, -0.7140269, 1.0]], ['2, k, 20', [-0.14507, 0.2467542, 1.0]], ['2, k, 21', [-0.1029708, 0.7262866, 1.0]], ['2, k, 22', [-0.1245159, 0.651693, 1.0]], ['2, k, 23', [-0.1420517, 0.727183, 1.0]], ['2, k, 24', [-0.1428314, 0.6383678, 1.0]]]
[['2, k, 0', [-0.1242012, -0.1410945, 1.0]], ['2, k, 1', [-0.1360668, 0.08101875, 1.0]], ['2, k, 2', [-0.1481672, 0.3011016, 1.0]], ['2, k, 3', [-0.1432871, 0.4345916, 1.0]], ['2, k, 4', [-0.2869512, 0.2470192, 1.0]], ['2, k, 5', [-0.299008, 0.4405583, 1.0]], ['2, k, 6', [-0.1803464, 0.6299585, 1.0]], ['2, k, 7', [-0.1432042, 0.6755533, 1.0]], ['2, k, 8', [0.01211561, 0.2801149, 1.0]], ['2, k, 9', [0.02749991, 0.5091127, 1.0]], ['2, k, 10', [-0.08050895, 0.6478249, 1.0]], ['2, k, 11', [-0.113958, 0.6799116, 1.0]], ['2, k, 12', [-0.1868086, -0.1428458, 1.0]], ['2, k, 13', [-0.1953755, -0.3178895, 1.0]], ['2, k, 14', [-0.1969562, -0.6721414, 1.0]], ['2, k, 15', [-0.2544046, -0.7292801, 1.0]], ['2, k, 16', [-0.05849048, -0.1358527, 1.0]], ['2, k, 17', [0.02653784, -0.3282231, 1.0]], ['2, k, 18', [0.05195659, -0.6535097, 1.0]], ['2, k, 19', [0.07505691, -0.7140203, 1.0]], ['2, k, 20', [-0.1449346, 0.2468884, 1.0]], ['2, k, 21', [-0.1035356, 0.7282493, 1.0]], ['2, k, 22', [-0.1232082, 0.650773, 1.0]], ['2, k, 23', [-0.1407252, 0.7264194, 1.0]], ['2, k, 24', [-0.1456638, 0.6519495, 1.0]]]
[['2, k, 0', [-0.1242025, -0.1410946, 1.0]], ['2, k, 1', [-0.1358693, 0.08126333, 1.0]], ['2, k, 2', [-0.1472436, 0.3015324, 1.0]], ['2, k, 3', [-0.1427929, 0.4330273, 1.0]], ['2, k, 4', [-0.2869886, 0.2481681, 1.0]], ['2, k, 5', [-0.3102897, 0.4372551, 1.0]], ['2, k, 6', [-0.1853503, 0.6241723, 1.0]], ['2, k, 7', [-0.1454346, 0.6728161, 1.0]], ['2, k, 8', [0.01171805, 0.2809286, 1.0]], ['2, k, 9', [0.02785625, 0.5098871, 1.0]], ['2, k, 10', [-0.08030053, 0.6481933, 1.0]], ['2, k, 11', [-0.1136038, 0.6798767, 1.0]], ['2, k, 12', [-0.1868222, -0.1428377, 1.0]], ['2, k, 13', [-0.1955124, -0.3176777, 1.0]], ['2, k, 14', [-0.1969182, -0.6719565, 1.0]], ['2, k, 15', [-0.2529353, -0.7290871, 1.0]], ['2, k, 16', [-0.05847853, -0.1358708, 1.0]], ['2, k, 17', [0.02717972, -0.3286586, 1.0]], ['2, k, 18', [0.051875, -0.6568641, 1.0]], ['2, k, 19', [0.07680161, -0.7176538, 1.0]], ['2, k, 20', [-0.1443173, 0.2472481, 1.0]], ['2, k, 21', [-0.1028415, 0.7210401, 1.0]], ['2, k, 22', [-0.1351171, 0.6417248, 1.0]], ['2, k, 23', [-0.1394075, 0.7315523, 1.0]], ['2, k, 24', [-0.1485335, 0.6581576, 1.0]]]
[['2, k, 0', [-0.1241991, -0.1411273, 1.0]], ['2, k, 1', [-0.1357946, 0.08139788, 1.0]], ['2, k, 2', [-0.1469736, 0.3018011, 1.0]], ['2, k, 3', [-0.1041522, 0.4162183, 1.0]], ['2, k, 4', [-0.2873845, 0.2487904, 1.0]], ['2, k, 5', [-0.308262, 0.4368968, 1.0]], ['2, k, 6', [-0.1849488, 0.6236702, 1.0]], ['2, k, 7', [-0.1445813, 0.6720691, 1.0]], ['2, k, 8', [0.01179275, 0.2813194, 1.0]], ['2, k, 9', [0.02825495, 0.5101489, 1.0]], ['2, k, 10', [-0.08088215, 0.6495149, 1.0]], ['2, k, 11', [-0.1145344, 0.6796042, 1.0]], ['2, k, 12', [-0.1868801, -0.1428877, 1.0]], ['2, k, 13', [-0.1953558, -0.3168256, 1.0]], ['2, k, 14', [-0.1972087, -0.6727813, 1.0]], ['2, k, 15', [-0.2546754, -0.7313067, 1.0]], ['2, k, 16', [-0.05840167, -0.1360176, 1.0]], ['2, k, 17', [0.02755167, -0.3289095, 1.0]], ['2, k, 18', [0.05056599, -0.6577338, 1.0]], ['2, k, 19', [0.07801259, -0.7192175, 1.0]], ['2, k, 20', [-0.1441351, 0.2474626, 1.0]], ['2, k, 21', [-0.09518442, 0.7209917, 1.0]], ['2, k, 22', [-0.1320864, 0.6421146, 1.0]], ['2, k, 23', [-0.1406531, 0.7301998, 1.0]], ['2, k, 24', [-0.1450926, 0.6533299, 1.0]]]
[['2, k, 0', [-0.1241969, -0.141127, 1.0]], ['2, k, 1', [-0.1357183, 0.08147362, 1.0]], ['2, k, 2', [-0.1467211, 0.3017845, 1.0]], ['2, k, 3', [-0.1040099, 0.4162559, 1.0]], ['2, k, 4', [-0.2874569, 0.2500745, 1.0]], ['2, k, 5', [-0.3082807, 0.4366681, 1.0]], ['2, k, 6', [-0.1855835, 0.6236448, 1.0]], ['2, k, 7', [-0.1457681, 0.6729791, 1.0]], ['2, k, 8', [0.01161307, 0.2821565, 1.0]], ['2, k, 9', [0.02829242, 0.5110902, 1.0]], ['2, k, 10', [-0.08145177, 0.6495637, 1.0]], ['2, k, 11', [-0.114548, 0.6808535, 1.0]], ['2, k, 12', [-0.1868796, -0.1428884, 1.0]], ['2, k, 13', [-0.1953515, -0.3168285, 1.0]], ['2, k, 14', [-0.1969727, -0.6748203, 1.0]], ['2, k, 15', [-0.2556969, -0.7332646, 1.0]], ['2, k, 16', [-0.05839599, -0.136016, 1.0]], ['2, k, 17', [0.028071, -0.3292562, 1.0]], ['2, k, 18', [0.05025157, -0.657715, 1.0]], ['2, k, 19', [0.07878418, -0.7196203, 1.0]], ['2, k, 20', [-0.1439568, 0.2474755, 1.0]], ['2, k, 21', [-0.1049716, 0.7214745, 1.0]], ['2, k, 22', [-0.1313176, 0.6478992, 1.0]], ['2, k, 23', [-0.1344632, 0.7294776, 1.0]], ['2, k, 24', [-0.1243507, 0.6548926, 1.0]]]
[['2, k, 0', [-0.1242017, -0.1411324, 1.0]], ['2, k, 1', [-0.1355068, 0.08174938, 1.0]], ['2, k, 2', [-0.1459173, 0.3023705, 1.0]], ['2, k, 3', [-0.1243977, 0.4170624, 1.0]], ['2, k, 4', [-0.2874778, 0.2504505, 1.0]], ['2, k, 5', [-0.3073594, 0.4333844, 1.0]], ['2, k, 6', [-0.1864583, 0.6200599, 1.0]], ['2, k, 7', [-0.1457773, 0.6726952, 1.0]], ['2, k, 8', [0.01130185, 0.2827764, 1.0]], ['2, k, 9', [0.028728, 0.5114368, 1.0]], ['2, k, 10', [-0.08174169, 0.650067, 1.0]], ['2, k, 11', [-0.117011, 0.6822713, 1.0]], ['2, k, 12', [-0.1869161, -0.142878, 1.0]], ['2, k, 13', [-0.1953547, -0.3167879, 1.0]], ['2, k, 14', [-0.195875, -0.6715068, 1.0]], ['2, k, 15', [-0.2537363, -0.7300037, 1.0]], ['2, k, 16', [-0.05838298, -0.1360479, 1.0]], ['2, k, 17', [0.02819523, -0.3291883, 1.0]], ['2, k, 18', [0.05081719, -0.6716833, 1.0]], ['2, k, 19', [0.08303066, -0.725994, 1.0]], ['2, k, 20', [-0.1433691, 0.2479579, 1.0]], ['2, k, 21', [-0.1086221, 0.7240201, 1.0]], ['2, k, 22', [-0.1313521, 0.6478772, 1.0]], ['2, k, 23', [-0.1366155, 0.7354511, 1.0]], ['2, k, 24', [-0.1498976, 0.6586729, 1.0]]]
[['2, k, 0', [-0.1241372, -0.1411721, 1.0]], ['2, k, 1', [-0.1353648, 0.08175099, 1.0]], ['2, k, 2', [-0.1455635, 0.3021728, 1.0]], ['2, k, 3', [-0.1255881, 0.4167195, 1.0]], ['2, k, 4', [-0.2874065, 0.2504994, 1.0]], ['2, k, 5', [-0.3204019, 0.4167133, 1.0]], ['2, k, 6', [-0.197071, 0.6046853, 1.0]], ['2, k, 7', [-0.1562809, 0.6589738, 1.0]], ['2, k, 8', [0.01069254, 0.2829738, 1.0]], ['2, k, 9', [0.02716836, 0.5093151, 1.0]], ['2, k, 10', [-0.08152109, 0.6497965, 1.0]], ['2, k, 11', [-0.1153077, 0.6825507, 1.0]], ['2, k, 12', [-0.1868711, -0.1429003, 1.0]], ['2, k, 13', [-0.1952797, -0.3166767, 1.0]], ['2, k, 14', [-0.1959818, -0.6714866, 1.0]], ['2, k, 15', [-0.2538782, -0.7299066, 1.0]], ['2, k, 16', [-0.05829929, -0.1361129, 1.0]], ['2, k, 17', [0.02811684, -0.3285937, 1.0]], ['2, k, 18', [0.05103364, -0.6700444, 1.0]], ['2, k, 19', [0.08365787, -0.7244952, 1.0]], ['2, k, 20', [-0.1430866, 0.2478273, 1.0]], ['2, k, 21', [-0.1083591, 0.7044583, 1.0]], ['2, k, 22', [-0.1272864, 0.6505597, 1.0]], ['2, k, 23', [-0.1358222, 0.7307268, 1.0]], ['2, k, 24', [-0.1439505, 0.6565257, 1.0]]]
[['2, k, 0', [-0.1238498, -0.1404369, 1.0]], ['2, k, 1', [-0.135057, 0.08223801, 1.0]], ['2, k, 2', [-0.1453426, 0.302211, 1.0]], ['2, k, 3', [-0.1265739, 0.4166111, 1.0]], ['2, k, 4', [-0.2873085, 0.250796, 1.0]], ['2, k, 5', [-0.3205622, 0.4170021, 1.0]], ['2, k, 6', [-0.197393, 0.6051511, 1.0]], ['2, k, 7', [-0.1569372, 0.6597628, 1.0]], ['2, k, 8', [0.01339016, 0.3149431, 1.0]], ['2, k, 9', [0.02620041, 0.5100909, 1.0]], ['2, k, 10', [-0.0815145, 0.6497986, 1.0]], ['2, k, 11', [-0.1151869, 0.6811752, 1.0]], ['2, k, 12', [-0.1864877, -0.1423965, 1.0]], ['2, k, 13', [-0.1951992, -0.3166325, 1.0]], ['2, k, 14', [-0.1960494, -0.6714653, 1.0]], ['2, k, 15', [-0.2538839, -0.7300037, 1.0]], ['2, k, 16', [-0.05813584, -0.1350134, 1.0]], ['2, k, 17', [0.02852697, -0.3283454, 1.0]], ['2, k, 18', [0.05186811, -0.6637794, 1.0]], ['2, k, 19', [0.08381452, -0.7236577, 1.0]], ['2, k, 20', [-0.1428662, 0.2479366, 1.0]], ['2, k, 21', [-0.1092419, 0.7055137, 1.0]], ['2, k, 22', [-0.1179439, 0.6677243, 1.0]], ['2, k, 23', [-0.1376998, 0.7277858, 1.0]], ['2, k, 24', [-0.1436917, 0.6560025, 1.0]]]
