[['2, k, 0', [0.173645, -1.03028, 1.0]], ['2, k, 1', [0.209115, -0.741331, 1.0]], ['2, k, 2', [0.24315, -0.455253, 1.0]], ['2, k, 3', [0.212829, -0.332202, 1.0]], ['2, k, 4', [0.0292393, -0.645588, 1.0]], ['2, k, 5', [-0.0478546, -0.51599, 1.0]], ['2, k, 6', [-0.351397, -0.530661, 1.0]], ['2, k, 7', [-0.440163, -0.527286, 1.0]], ['2, k, 8', [0.33626, -0.588145, 1.0]], ['2, k, 9', [0.225589, -0.449638, 1.0]], ['2, k, 10', [0.00571564, -0.487571, 1.0]], ['2, k, 11', [-0.0160751, -0.453606, 1.0]], ['2, k, 12', [0.102054, -1.0324, 1.0]], ['2, k, 13', [0.0485482, -1.4049, 1.0]], ['2, k, 14', [0.0604051, -1.67162, 1.0]], ['2, k, 15', [-0.0160371, -1.74431, 1.0]], ['2, k, 16', [0.241618, -1.00649, 1.0]], ['2, k, 17', [0.279754, -1.34082, 1.0]], ['2, k, 18', [0.286119, -1.4306, 1.0]], ['2, k, 19', [0.30015, -1.5304, 1.0]], ['2, k, 20', [0.234873, -0.526517, 1.0]], ['2, k, 21', [-0.488653, -0.518648, 1.0]], ['2, k, 22', [-0.385824, -0.554784, 1.0]], ['2, k, 23', [-0.0429999, -0.466558, 1.0]], ['2, k, 24', [0.00732758, -0.43848, 1.0]]]
[['2, k, 0', [0.157377, -1.0562, 1.0]], ['2, k, 1', [0.195972, -0.722819, 1.0]], ['2, k, 2', [0.232083, -0.393737, 1.0]], ['2, k, 3', [0.212397, -0.302448, 1.0]], ['2, k, 4', [0.0173091, -0.59852, 1.0]], ['2, k, 5', [-0.134129, -0.564643, 1.0]], ['2, k, 6', [-0.389781, -0.460305, 1.0]], ['2, k, 7', [-0.429008, -0.464258, 1.0]], ['2, k, 8', [0.255127, -0.489704, 1.0]], ['2, k, 9', [0.00263626, -0.462733, 1.0]], ['2, k, 10', [-0.227987, -0.429022, 1.0]], ['2, k, 11', [-0.293801, -0.410914, 1.0]], ['2, k, 12', [0.100604, -1.05843, 1.0]], ['2, k, 13', [0.0792016, -1.41066, 1.0]], ['2, k, 14', [0.0630994, -1.75403, 1.0]], ['2, k, 15', [-0.0230369, -1.77717, 1.0]], ['2, k, 16', [0.211424, -1.02901, 1.0]], ['2, k, 17', [0.232961, -1.35262, 1.0]], ['2, k, 18', [0.344338, -1.66256, 1.0]], ['2, k, 19', [0.297355, -1.53136, 1.0]], ['2, k, 20', [0.223135, -0.475499, 1.0]], ['2, k, 21', [-0.439708, -0.465236, 1.0]], ['2, k, 22', [-0.437035, -0.472055, 1.0]], ['2, k, 23', [-0.347327, -0.422604, 1.0]], ['2, k, 24', [-0.295665, -0.39537, 1.0]]]
[['2, k, 0', [0.156112, -1.05909, 1.0]], ['2, k, 1', [0.196645, -0.725046, 1.0]], ['2, k, 2', [0.234343, -0.395486, 1.0]], ['2, k, 3', [0.211011, -0.304288, 1.0]], ['2, k, 4', [0.0195702, -0.60026, 1.0]], ['2, k, 5', [-0.13189, -0.566384, 1.0]], ['2, k, 6', [-0.387558, -0.462038, 1.0]], ['2, k, 7', [-0.472941, -0.427954, 1.0]], ['2, k, 8', [0.265158, -0.496775, 1.0]], ['2, k, 9', [0.0284013, -0.462089, 1.0]], ['2, k, 10', [-0.220807, -0.425261, 1.0]], ['2, k, 11', [-0.244554, -0.409585, 1.0]], ['2, k, 12', [0.100218, -1.0622, 1.0]], ['2, k, 13', [0.0774407, -1.41522, 1.0]], ['2, k, 14', [0.0579442, -1.75838, 1.0]], ['2, k, 15', [-0.0278637, -1.78089, 1.0]], ['2, k, 16', [0.209819, -1.03061, 1.0]], ['2, k, 17', [0.23732, -1.29646, 1.0]], ['2, k, 18', [0.320491, -1.62006, 1.0]], ['2, k, 19', [0.276733, -1.48786, 1.0]], ['2, k, 20', [0.225056, -0.477341, 1.0]], ['2, k, 21', [-0.483474, -0.429018, 1.0]], ['2, k, 22', [-0.480582, -0.435948, 1.0]], ['2, k, 23', [-0.291682, -0.404132, 1.0]], ['2, k, 24', [-0.258493, -0.375444, 1.0]]]
[['2, k, 0', [0.158295, -1.06015, 1.0]], ['2, k, 1', [0.197567, -0.726399, 1.0]], ['2, k, 2', [0.234485, -0.397252, 1.0]], ['2, k, 3', [0.211366, -0.305597, 1.0]], ['2, k, 4', [0.019715, -0.602017, 1.0]], ['2, k, 5', [-0.131749, -0.56814, 1.0]], ['2, k, 6', [-0.385415, -0.464425, 1.0]], ['2, k, 7', [-0.440939, -0.446947, 1.0]], ['2, k, 8', [0.27243, -0.50403, 1.0]], ['2, k, 9', [0.0440913, -0.466181, 1.0]], ['2, k, 10', [-0.135382, -0.423023, 1.0]], ['2, k, 11', [-0.220231, -0.401228, 1.0]], ['2, k, 12', [0.102243, -1.06346, 1.0]], ['2, k, 13', [0.076745, -1.41488, 1.0]], ['2, k, 14', [0.0572835, -1.75809, 1.0]], ['2, k, 15', [-0.0274045, -1.7809, 1.0]], ['2, k, 16', [0.211436, -1.03131, 1.0]], ['2, k, 17', [0.237722, -1.29847, 1.0]], ['2, k, 18', [0.32008, -1.62259, 1.0]], ['2, k, 19', [0.283539, -1.4859, 1.0]], ['2, k, 20', [0.225425, -0.479023, 1.0]], ['2, k, 21', [-0.467639, -0.443596, 1.0]], ['2, k, 22', [-0.443921, -0.46397, 1.0]], ['2, k, 23', [-0.262755, -0.400034, 1.0]], ['2, k, 24', [-0.205783, -0.387812, 1.0]]]
[['2, k, 0', [0.157029, -1.06051, 1.0]], ['2, k, 1', [0.196956, -0.727719, 1.0]], ['2, k, 2', [0.234743, -0.399494, 1.0]], ['2, k, 3', [0.211612, -0.307356, 1.0]], ['2, k, 4', [0.0199764, -0.60425, 1.0]], ['2, k, 5', [-0.131492, -0.570368, 1.0]], ['2, k, 6', [-0.384682, -0.465042, 1.0]], ['2, k, 7', [-0.452255, -0.440062, 1.0]], ['2, k, 8', [0.281317, -0.509934, 1.0]], ['2, k, 9', [0.0967835, -0.467135, 1.0]], ['2, k, 10', [-0.119133, -0.419378, 1.0]], ['2, k, 11', [-0.184101, -0.396423, 1.0]], ['2, k, 12', [0.0999438, -1.06394, 1.0]], ['2, k, 13', [0.0744219, -1.41169, 1.0]], ['2, k, 14', [0.0592361, -1.7551, 1.0]], ['2, k, 15', [-0.0238045, -1.77966, 1.0]], ['2, k, 16', [0.21096, -1.03151, 1.0]], ['2, k, 17', [0.237177, -1.34462, 1.0]], ['2, k, 18', [0.335263, -1.66491, 1.0]], ['2, k, 19', [0.295794, -1.52735, 1.0]], ['2, k, 20', [0.225483, -0.481037, 1.0]], ['2, k, 21', [-0.479913, -0.434267, 1.0]], ['2, k, 22', [-0.44827, -0.456488, 1.0]], ['2, k, 23', [-0.232256, -0.394074, 1.0]], ['2, k, 24', [-0.174984, -0.391888, 1.0]]]
[['2, k, 0', [0.156179, -1.06057, 1.0]], ['2, k, 1', [0.19587, -0.729145, 1.0]], ['2, k, 2', [0.233535, -0.402476, 1.0]], ['2, k, 3', [0.212286, -0.30937, 1.0]], ['2, k, 4', [0.0187768, -0.607219, 1.0]], ['2, k, 5', [-0.131846, -0.570559, 1.0]], ['2, k, 6', [-0.384825, -0.464661, 1.0]], ['2, k, 7', [-0.457022, -0.42652, 1.0]], ['2, k, 8', [0.288501, -0.51088, 1.0]], ['2, k, 9', [0.106014, -0.468079, 1.0]], ['2, k, 10', [-0.102021, -0.411987, 1.0]], ['2, k, 11', [-0.148897, -0.388999, 1.0]], ['2, k, 12', [0.0988211, -1.06358, 1.0]], ['2, k, 13', [0.070713, -1.40607, 1.0]], ['2, k, 14', [0.0612165, -1.74966, 1.0]], ['2, k, 15', [-0.020201, -1.77637, 1.0]], ['2, k, 16', [0.210456, -1.03208, 1.0]], ['2, k, 17', [0.238009, -1.34751, 1.0]], ['2, k, 18', [0.334479, -1.66868, 1.0]], ['2, k, 19', [0.295821, -1.53047, 1.0]], ['2, k, 20', [0.224331, -0.483623, 1.0]], ['2, k, 21', [-0.488642, -0.428436, 1.0]], ['2, k, 22', [-0.426456, -0.432161, 1.0]], ['2, k, 23', [-0.178635, -0.380995, 1.0]], ['2, k, 24', [-0.107688, -0.392978, 1.0]]]
[['2, k, 0', [0.155846, -1.06137, 1.0]], ['2, k, 1', [0.194359, -0.734838, 1.0]], ['2, k, 2', [0.230372, -0.416464, 1.0]], ['2, k, 3', [0.21414, -0.316926, 1.0]], ['2, k, 4', [0.0156399, -0.62116, 1.0]], ['2, k, 5', [-0.158111, -0.560333, 1.0]], ['2, k, 6', [-0.314888, -0.489517, 1.0]], ['2, k, 7', [-0.460685, -0.419185, 1.0]], ['2, k, 8', [0.308351, -0.529209, 1.0]], ['2, k, 9', [0.146751, -0.47537, 1.0]], ['2, k, 10', [-0.0462484, -0.411477, 1.0]], ['2, k, 11', [-0.113197, -0.382578, 1.0]], ['2, k, 12', [0.0976494, -1.06424, 1.0]], ['2, k, 13', [0.0693273, -1.40301, 1.0]], ['2, k, 14', [0.0605562, -1.7466, 1.0]], ['2, k, 15', [-0.0180019, -1.77432, 1.0]], ['2, k, 16', [0.210756, -1.03309, 1.0]], ['2, k, 17', [0.237153, -1.3489, 1.0]], ['2, k, 18', [0.34127, -1.66733, 1.0]], ['2, k, 19', [0.297494, -1.53199, 1.0]], ['2, k, 20', [0.221653, -0.495306, 1.0]], ['2, k, 21', [-0.491711, -0.41839, 1.0]], ['2, k, 22', [-0.420261, -0.416902, 1.0]], ['2, k, 23', [-0.130817, -0.375551, 1.0]], ['2, k, 24', [-0.0612157, -0.39269, 1.0]]]
[['2, k, 0', [0.155211, -1.0626, 1.0]], ['2, k, 1', [0.194131, -0.735353, 1.0]], ['2, k, 2', [0.230632, -0.41565, 1.0]], ['2, k, 3', [0.21427, -0.317087, 1.0]], ['2, k, 4', [0.0153637, -0.61955, 1.0]], ['2, k, 5', [-0.16288, -0.557429, 1.0]], ['2, k, 6', [-0.318482, -0.48724, 1.0]], ['2, k, 7', [-0.454589, -0.411093, 1.0]], ['2, k, 8', [0.310812, -0.529708, 1.0]], ['2, k, 9', [0.143311, -0.452298, 1.0]], ['2, k, 10', [-0.0477684, -0.403664, 1.0]], ['2, k, 11', [-0.0788336, -0.379865, 1.0]], ['2, k, 12', [0.0957331, -1.06522, 1.0]], ['2, k, 13', [0.0690323, -1.40227, 1.0]], ['2, k, 14', [0.0545525, -1.74573, 1.0]], ['2, k, 15', [-0.0244275, -1.77192, 1.0]], ['2, k, 16', [0.210986, -1.03448, 1.0]], ['2, k, 17', [0.237829, -1.3492, 1.0]], ['2, k, 18', [0.338796, -1.66905, 1.0]], ['2, k, 19', [0.29798, -1.5316, 1.0]], ['2, k, 20', [0.221794, -0.494873, 1.0]], ['2, k, 21', [-0.493255, -0.40955, 1.0]], ['2, k, 22', [-0.394992, -0.404824, 1.0]], ['2, k, 23', [-0.103471, -0.381468, 1.0]], ['2, k, 24', [-0.0440869, -0.380393, 1.0]]]
[['2, k, 0', [0.153335, -1.06438, 1.0]], ['2, k, 1', [0.19312, -0.735883, 1.0]], ['2, k, 2', [0.230346, -0.414867, 1.0]], ['2, k, 3', [0.214349, -0.317171, 1.0]], ['2, k, 4', [0.0145422, -0.617798, 1.0]], ['2, k, 5', [-0.167803, -0.522982, 1.0]], ['2, k, 6', [-0.387565, -0.429306, 1.0]], ['2, k, 7', [-0.450093, -0.403864, 1.0]], ['2, k, 8', [0.312426, -0.530732, 1.0]], ['2, k, 9', [0.154995, -0.452992, 1.0]], ['2, k, 10', [0.0207192, -0.402245, 1.0]], ['2, k, 11', [-0.042768, -0.377027, 1.0]], ['2, k, 12', [0.0924572, -1.06723, 1.0]], ['2, k, 13', [0.0687985, -1.40203, 1.0]], ['2, k, 14', [0.0546039, -1.74546, 1.0]], ['2, k, 15', [-0.023889, -1.77198, 1.0]], ['2, k, 16', [0.210265, -1.03589, 1.0]], ['2, k, 17', [0.236671, -1.35117, 1.0]], ['2, k, 18', [0.341416, -1.67131, 1.0]], ['2, k, 19', [0.304781, -1.52923, 1.0]], ['2, k, 20', [0.221383, -0.494411, 1.0]], ['2, k, 21', [-0.488579, -0.397863, 1.0]], ['2, k, 22', [-0.389701, -0.399429, 1.0]], ['2, k, 23', [-0.0839663, -0.392662, 1.0]], ['2, k, 24', [-0.0163656, -0.36502, 1.0]]]
[['2, k, 0', [0.15291, -1.06601, 1.0]], ['2, k, 1', [0.192381, -0.736782, 1.0]], ['2, k, 2', [0.229676, -0.414422, 1.0]], ['2, k, 3', [0.213651, -0.317373, 1.0]], ['2, k, 4', [0.0125029, -0.616322, 1.0]], ['2, k, 5', [-0.176392, -0.520141, 1.0]], ['2, k, 6', [-0.38389, -0.430886, 1.0]], ['2, k, 7', [-0.444752, -0.399023, 1.0]], ['2, k, 8', [0.313979, -0.534601, 1.0]], ['2, k, 9', [0.200531, -0.460936, 1.0]], ['2, k, 10', [0.0507862, -0.402812, 1.0]], ['2, k, 11', [0.00939678, -0.378615, 1.0]], ['2, k, 12', [0.0921662, -1.06747, 1.0]], ['2, k, 13', [0.0688492, -1.40133, 1.0]], ['2, k, 14', [0.0545155, -1.74457, 1.0]], ['2, k, 15', [-0.0232302, -1.77174, 1.0]], ['2, k, 16', [0.210503, -1.04027, 1.0]], ['2, k, 17', [0.236955, -1.35166, 1.0]], ['2, k, 18', [0.345432, -1.67389, 1.0]], ['2, k, 19', [0.300781, -1.56543, 1.0]], ['2, k, 20', [0.22067, -0.494306, 1.0]], ['2, k, 21', [-0.48877, -0.394284, 1.0]], ['2, k, 22', [-0.380973, -0.394807, 1.0]], ['2, k, 23', [-0.00305143, -0.37622, 1.0]], ['2, k, 24', [0.0501394, -0.378666, 1.0]]]
[['2, k, 0', [0.151623, -1.06985, 1.0]], ['2, k, 1', [0.190542, -0.74084, 1.0]], ['2, k, 2', [0.227549, -0.417223, 1.0]], ['2, k, 3', [0.212054, -0.317687, 1.0]], ['2, k, 4', [0.00232357, -0.614813, 1.0]], ['2, k, 5', [-0.181548, -0.508735, 1.0]], ['2, k, 6', [-0.37202, -0.430701, 1.0]], ['2, k, 7', [-0.439184, -0.393404, 1.0]], ['2, k, 8', [0.31587, -0.564033, 1.0]], ['2, k, 9', [0.209894, -0.455361, 1.0]], ['2, k, 10', [0.0813269, -0.394266, 1.0]], ['2, k, 11', [0.0512654, -0.379112, 1.0]], ['2, k, 12', [0.0892598, -1.07072, 1.0]], ['2, k, 13', [0.0680119, -1.40125, 1.0]], ['2, k, 14', [0.0531859, -1.74441, 1.0]], ['2, k, 15', [-0.019072, -1.77259, 1.0]], ['2, k, 16', [0.210768, -1.04417, 1.0]], ['2, k, 17', [0.237766, -1.35208, 1.0]], ['2, k, 18', [0.343687, -1.67342, 1.0]], ['2, k, 19', [0.289193, -1.57325, 1.0]], ['2, k, 20', [0.218568, -0.4976, 1.0]], ['2, k, 21', [-0.479639, -0.391609, 1.0]], ['2, k, 22', [-0.382076, -0.391591, 1.0]], ['2, k, 23', [0.037915, -0.377676, 1.0]], ['2, k, 24', [0.0892697, -0.375551, 1.0]]]
[['2, k, 0', [0.151481, -1.07351, 1.0]], ['2, k, 1', [0.190131, -0.741427, 1.0]], ['2, k, 2', [0.226569, -0.416132, 1.0]], ['2, k, 3', [0.210531, -0.318869, 1.0]], ['2, k, 4', [0.00620752, -0.619962, 1.0]], ['2, k, 5', [-0.185862, -0.505465, 1.0]], ['2, k, 6', [-0.365337, -0.427822, 1.0]], ['2, k, 7', [-0.427292, -0.390319, 1.0]], ['2, k, 8', [0.315657, -0.563558, 1.0]], ['2, k, 9', [0.236738, -0.446868, 1.0]], ['2, k, 10', [0.12807, -0.394746, 1.0]], ['2, k, 11', [0.0884457, -0.378147, 1.0]], ['2, k, 12', [0.0882718, -1.0736, 1.0]], ['2, k, 13', [0.0669637, -1.39984, 1.0]], ['2, k, 14', [0.0520498, -1.74276, 1.0]], ['2, k, 15', [-0.0197745, -1.77209, 1.0]], ['2, k, 16', [0.211548, -1.04846, 1.0]], ['2, k, 17', [0.239595, -1.35241, 1.0]], ['2, k, 18', [0.343203, -1.67447, 1.0]], ['2, k, 19', [0.294791, -1.5366, 1.0]], ['2, k, 20', [0.217862, -0.497121, 1.0]], ['2, k, 21', [-0.467894, -0.390961, 1.0]], ['2, k, 22', [-0.43832, -0.403041, 1.0]], ['2, k, 23', [0.0674242, -0.382147, 1.0]], ['2, k, 24', [0.129344, -0.373263, 1.0]]]
[['2, k, 0', [0.149277, -1.0839, 1.0]], ['2, k, 1', [0.189354, -0.744523, 1.0]], ['2, k, 2', [0.226536, -0.415494, 1.0]], ['2, k, 3', [0.208724, -0.319769, 1.0]], ['2, k, 4', [0.00867385, -0.626623, 1.0]], ['2, k, 5', [-0.18842, -0.503619, 1.0]], ['2, k, 6', [-0.362682, -0.42372, 1.0]], ['2, k, 7', [-0.417989, -0.387193, 1.0]], ['2, k, 8', [0.31365, -0.570091, 1.0]], ['2, k, 9', [0.262484, -0.460562, 1.0]], ['2, k, 10', [0.173922, -0.405945, 1.0]], ['2, k, 11', [0.129749, -0.377853, 1.0]], ['2, k, 12', [0.0844471, -1.08022, 1.0]], ['2, k, 13', [0.0666164, -1.39791, 1.0]], ['2, k, 14', [0.0521004, -1.74066, 1.0]], ['2, k, 15', [-0.0167726, -1.77117, 1.0]], ['2, k, 16', [0.211617, -1.06354, 1.0]], ['2, k, 17', [0.239848, -1.35335, 1.0]], ['2, k, 18', [0.345827, -1.67451, 1.0]], ['2, k, 19', [0.281797, -1.58125, 1.0]], ['2, k, 20', [0.217677, -0.497169, 1.0]], ['2, k, 21', [-0.460385, -0.387824, 1.0]], ['2, k, 22', [-0.343736, -0.390347, 1.0]], ['2, k, 23', [0.13038, -0.377655, 1.0]], ['2, k, 24', [0.174564, -0.38397, 1.0]]]
[['2, k, 0', [0.148771, -1.09139, 1.0]], ['2, k, 1', [0.187111, -0.752606, 1.0]], ['2, k, 2', [0.222387, -0.421949, 1.0]], ['2, k, 3', [0.205911, -0.32055, 1.0]], ['2, k, 4', [0.00921116, -0.626768, 1.0]], ['2, k, 5', [-0.188687, -0.498523, 1.0]], ['2, k, 6', [-0.353885, -0.420918, 1.0]], ['2, k, 7', [-0.403309, -0.386329, 1.0]], ['2, k, 8', [0.305886, -0.578207, 1.0]], ['2, k, 9', [0.248962, -0.548273, 1.0]], ['2, k, 10', [0.19, -0.409669, 1.0]], ['2, k, 11', [0.168317, -0.378187, 1.0]], ['2, k, 12', [0.0810612, -1.09038, 1.0]], ['2, k, 13', [0.0657326, -1.39748, 1.0]], ['2, k, 14', [0.0537221, -1.74018, 1.0]], ['2, k, 15', [-0.0125672, -1.77172, 1.0]], ['2, k, 16', [0.212922, -1.06897, 1.0]], ['2, k, 17', [0.240538, -1.35417, 1.0]], ['2, k, 18', [0.344023, -1.67674, 1.0]], ['2, k, 19', [0.28461, -1.57987, 1.0]], ['2, k, 20', [0.214099, -0.503978, 1.0]], ['2, k, 21', [-0.433568, -0.381898, 1.0]], ['2, k, 22', [-0.340965, -0.389395, 1.0]], ['2, k, 23', [0.180699, -0.374949, 1.0]], ['2, k, 24', [0.206531, -0.389772, 1.0]]]
[['2, k, 0', [0.14865, -1.0941, 1.0]], ['2, k, 1', [0.183574, -0.760669, 1.0]], ['2, k, 2', [0.21384, -0.434657, 1.0]], ['2, k, 3', [0.203353, -0.321916, 1.0]], ['2, k, 4', [0.00916849, -0.625596, 1.0]], ['2, k, 5', [-0.188182, -0.496217, 1.0]], ['2, k, 6', [-0.347492, -0.418603, 1.0]], ['2, k, 7', [-0.393429, -0.382258, 1.0]], ['2, k, 8', [0.296745, -0.588632, 1.0]], ['2, k, 9', [0.251708, -0.549308, 1.0]], ['2, k, 10', [0.172893, -0.391771, 1.0]], ['2, k, 11', [0.18388, -0.377595, 1.0]], ['2, k, 12', [0.079363, -1.09279, 1.0]], ['2, k, 13', [0.0658008, -1.39637, 1.0]], ['2, k, 14', [0.0510745, -1.73856, 1.0]], ['2, k, 15', [-0.0124013, -1.77102, 1.0]], ['2, k, 16', [0.214536, -1.07283, 1.0]], ['2, k, 17', [0.241485, -1.35514, 1.0]], ['2, k, 18', [0.34301, -1.67825, 1.0]], ['2, k, 19', [0.291024, -1.54083, 1.0]], ['2, k, 20', [0.206737, -0.515736, 1.0]], ['2, k, 21', [-0.430587, -0.377939, 1.0]], ['2, k, 22', [-0.331181, -0.386689, 1.0]], ['2, k, 23', [0.207853, -0.373514, 1.0]], ['2, k, 24', [0.205226, -0.343271, 1.0]]]
[['2, k, 0', [0.148686, -1.0941, 1.0]], ['2, k, 1', [0.178505, -0.76938, 1.0]], ['2, k, 2', [0.196418, -0.465589, 1.0]], ['2, k, 3', [0.199262, -0.333431, 1.0]], ['2, k, 4', [0.00908009, -0.625376, 1.0]], ['2, k, 5', [-0.19064, -0.509399, 1.0]], ['2, k, 6', [-0.333337, -0.421173, 1.0]], ['2, k, 7', [-0.374918, -0.383774, 1.0]], ['2, k, 8', [0.29694, -0.589215, 1.0]], ['2, k, 9', [0.25139, -0.548878, 1.0]], ['2, k, 10', [0.283201, -0.407179, 1.0]], ['2, k, 11', [0.239492, -0.375427, 1.0]], ['2, k, 12', [0.0781601, -1.09175, 1.0]], ['2, k, 13', [0.0667434, -1.39385, 1.0]], ['2, k, 14', [0.0528391, -1.73555, 1.0]], ['2, k, 15', [-0.00983805, -1.77101, 1.0]], ['2, k, 16', [0.215296, -1.0729, 1.0]], ['2, k, 17', [0.243891, -1.35481, 1.0]], ['2, k, 18', [0.338769, -1.68016, 1.0]], ['2, k, 19', [0.282598, -1.58119, 1.0]], ['2, k, 20', [0.192917, -0.539845, 1.0]], ['2, k, 21', [-0.407219, -0.381347, 1.0]], ['2, k, 22', [-0.305048, -0.382842, 1.0]], ['2, k, 23', [0.257502, -0.370958, 1.0]], ['2, k, 24', [0.203013, -0.361537, 1.0]]]
[['2, k, 0', [0.15024, -1.09239, 1.0]], ['2, k, 1', [0.177997, -0.76721, 1.0]], ['2, k, 2', [0.195895, -0.450249, 1.0]], ['2, k, 3', [0.196203, -0.325058, 1.0]], ['2, k, 4', [0.00846551, -0.62369, 1.0]], ['2, k, 5', [-0.195816, -0.507944, 1.0]], ['2, k, 6', [-0.328622, -0.412939, 1.0]], ['2, k, 7', [-0.366514, -0.378562, 1.0]], ['2, k, 8', [0.296705, -0.587099, 1.0]], ['2, k, 9', [0.262533, -0.48363, 1.0]], ['2, k, 10', [0.270542, -0.393589, 1.0]], ['2, k, 11', [0.274031, -0.371344, 1.0]], ['2, k, 12', [0.0784, -1.08851, 1.0]], ['2, k, 13', [0.0680943, -1.39252, 1.0]], ['2, k, 14', [0.0516384, -1.73357, 1.0]], ['2, k, 15', [-0.00789091, -1.7706, 1.0]], ['2, k, 16', [0.220416, -1.06996, 1.0]], ['2, k, 17', [0.246778, -1.33338, 1.0]], ['2, k, 18', [0.325652, -1.66409, 1.0]], ['2, k, 19', [0.283867, -1.52312, 1.0]], ['2, k, 20', [0.191999, -0.530029, 1.0]], ['2, k, 21', [-0.402032, -0.378264, 1.0]], ['2, k, 22', [-0.306814, -0.38002, 1.0]], ['2, k, 23', [0.287382, -0.374602, 1.0]], ['2, k, 24', [0.267984, -0.343282, 1.0]]]
[['2, k, 0', [0.151933, -1.09181, 1.0]], ['2, k, 1', [0.175266, -0.770249, 1.0]], ['2, k, 2', [0.185415, -0.460979, 1.0]], ['2, k, 3', [0.194033, -0.328811, 1.0]], ['2, k, 4', [0.00422905, -0.628229, 1.0]], ['2, k, 5', [-0.195045, -0.512248, 1.0]], ['2, k, 6', [-0.314295, -0.415574, 1.0]], ['2, k, 7', [-0.348949, -0.378434, 1.0]], ['2, k, 8', [0.298647, -0.584044, 1.0]], ['2, k, 9', [0.264145, -0.482553, 1.0]], ['2, k, 10', [0.295882, -0.395647, 1.0]], ['2, k, 11', [0.29871, -0.372184, 1.0]], ['2, k, 12', [0.0788583, -1.08762, 1.0]], ['2, k, 13', [0.0694125, -1.39169, 1.0]], ['2, k, 14', [0.0506985, -1.7321, 1.0]], ['2, k, 15', [0.00452558, -1.77302, 1.0]], ['2, k, 16', [0.225662, -1.06914, 1.0]], ['2, k, 17', [0.247404, -1.32866, 1.0]], ['2, k, 18', [0.322744, -1.66006, 1.0]], ['2, k, 19', [0.296062, -1.5576, 1.0]], ['2, k, 20', [0.183916, -0.537796, 1.0]], ['2, k, 21', [-0.362235, -0.378356, 1.0]], ['2, k, 22', [-0.288797, -0.383424, 1.0]], ['2, k, 23', [0.324735, -0.370105, 1.0]], ['2, k, 24', [0.232323, -0.370597, 1.0]]]
[['2, k, 0', [0.154062, -1.08957, 1.0]], ['2, k, 1', [0.174931, -0.770935, 1.0]], ['2, k, 2', [0.185167, -0.463026, 1.0]], ['2, k, 3', [0.190399, -0.330785, 1.0]], ['2, k, 4', [0.00486101, -0.626546, 1.0]], ['2, k, 5', [-0.182361, -0.499559, 1.0]], ['2, k, 6', [-0.30821, -0.414202, 1.0]], ['2, k, 7', [-0.338039, -0.379551, 1.0]], ['2, k, 8', [0.300644, -0.579621, 1.0]], ['2, k, 9', [0.267536, -0.474338, 1.0]], ['2, k, 10', [0.305877, -0.394214, 1.0]], ['2, k, 11', [0.322067, -0.371131, 1.0]], ['2, k, 12', [0.0799355, -1.08488, 1.0]], ['2, k, 13', [0.0697941, -1.39161, 1.0]], ['2, k, 14', [0.0492613, -1.73183, 1.0]], ['2, k, 15', [0.00288168, -1.77278, 1.0]], ['2, k, 16', [0.228645, -1.06665, 1.0]], ['2, k, 17', [0.247603, -1.32638, 1.0]], ['2, k, 18', [0.319813, -1.65887, 1.0]], ['2, k, 19', [0.298085, -1.55688, 1.0]], ['2, k, 20', [0.183462, -0.539499, 1.0]], ['2, k, 21', [-0.377414, -0.375759, 1.0]], ['2, k, 22', [-0.293935, -0.381112, 1.0]], ['2, k, 23', [0.364123, -0.371025, 1.0]], ['2, k, 24', [0.317876, -0.381823, 1.0]]]
[['2, k, 0', [0.155594, -1.08765, 1.0]], ['2, k, 1', [0.174907, -0.77157, 1.0]], ['2, k, 2', [0.18569, -0.465251, 1.0]], ['2, k, 3', [0.187359, -0.333038, 1.0]], ['2, k, 4', [0.00502019, -0.62616, 1.0]], ['2, k, 5', [-0.182863, -0.511141, 1.0]], ['2, k, 6', [-0.277351, -0.417035, 1.0]], ['2, k, 7', [-0.313088, -0.380712, 1.0]], ['2, k, 8', [0.303089, -0.576062, 1.0]], ['2, k, 9', [0.291362, -0.450535, 1.0]], ['2, k, 10', [0.347766, -0.383742, 1.0]], ['2, k, 11', [0.356001, -0.369585, 1.0]], ['2, k, 12', [0.0803251, -1.0834, 1.0]], ['2, k, 13', [0.0700809, -1.39183, 1.0]], ['2, k, 14', [0.0494717, -1.73189, 1.0]], ['2, k, 15', [0.00416903, -1.77375, 1.0]], ['2, k, 16', [0.230436, -1.0649, 1.0]], ['2, k, 17', [0.247532, -1.32488, 1.0]], ['2, k, 18', [0.319889, -1.6571, 1.0]], ['2, k, 19', [0.300826, -1.58876, 1.0]], ['2, k, 20', [0.183669, -0.541264, 1.0]], ['2, k, 21', [-0.327243, -0.382684, 1.0]], ['2, k, 22', [-0.239722, -0.380588, 1.0]], ['2, k, 23', [0.391859, -0.368216, 1.0]], ['2, k, 24', [0.285465, -0.371116, 1.0]]]
