[['2, k, 0', [-0.714564, -1.02258, 1.0]], ['2, k, 1', [-0.728061, -0.735323, 1.0]], ['2, k, 2', [-0.738806, -0.450528, 1.0]], ['2, k, 3', [-0.757616, -0.310117, 1.0]], ['2, k, 4', [-0.891174, -0.495124, 1.0]], ['2, k, 5', [-0.982594, -0.304049, 1.0]], ['2, k, 6', [-1.05116, -0.107588, 1.0]], ['2, k, 7', [-1.08384, -0.0199946, 1.0]], ['2, k, 8', [-0.583573, -0.477559, 1.0]], ['2, k, 9', [-0.493638, -0.35098, 1.0]], ['2, k, 10', [-0.476488, -0.205242, 1.0]], ['2, k, 11', [-0.443436, -0.131926, 1.0]], ['2, k, 12', [-0.777525, -1.01668, 1.0]], ['2, k, 13', [-0.90548, -1.25589, 1.0]], ['2, k, 14', [-0.887596, -1.54159, 1.0]], ['2, k, 15', [-0.862712, -1.58001, 1.0]], ['2, k, 16', [-0.637759, -1.00867, 1.0]], ['2, k, 17', [-0.53711, -1.28417, 1.0]], ['2, k, 18', [-0.559382, -1.50023, 1.0]], ['2, k, 19', [-0.532227, -1.56152, 1.0]], ['2, k, 20', [-0.736619, -0.521506, 1.0]], ['2, k, 21', [-1.09408, 0.0425926, 1.0]], ['2, k, 22', [-1.11476, 0.0243922, 1.0]], ['2, k, 23', [-0.408746, -0.0697055, 1.0]], ['2, k, 24', [-0.459387, -0.136694, 1.0]]]
[['2, k, 0', [-0.721385, -1.00331, 1.0]], ['2, k, 1', [-0.701147, -0.713466, 1.0]], ['2, k, 2', [-0.662898, -0.428151, 1.0]], ['2, k, 3', [-0.679904, -0.318397, 1.0]], ['2, k, 4', [-0.836576, -0.466068, 1.0]], ['2, k, 5', [-0.866342, -0.177783, 1.0]], ['2, k, 6', [-0.845682, 0.0617174, 1.0]], ['2, k, 7', [-0.818834, 0.152067, 1.0]], ['2, k, 8', [-0.543956, -0.506688, 1.0]], ['2, k, 9', [-0.401489, -0.36684, 1.0]], ['2, k, 10', [-0.265303, -0.204805, 1.0]], ['2, k, 11', [-0.212241, -0.120323, 1.0]], ['2, k, 12', [-0.779182, -0.986677, 1.0]], ['2, k, 13', [-0.848734, -1.29515, 1.0]], ['2, k, 14', [-0.92185, -1.57083, 1.0]], ['2, k, 15', [-0.89938, -1.62562, 1.0]], ['2, k, 16', [-0.650481, -0.999074, 1.0]], ['2, k, 17', [-0.590607, -1.29318, 1.0]], ['2, k, 18', [-0.558511, -1.53494, 1.0]], ['2, k, 19', [-0.49938, -1.58105, 1.0]], ['2, k, 20', [-0.674545, -0.498414, 1.0]], ['2, k, 21', [-0.804666, 0.203331, 1.0]], ['2, k, 22', [-0.773015, 0.154686, 1.0]], ['2, k, 23', [-0.166531, -0.0609146, 1.0]], ['2, k, 24', [-0.213567, -0.0601501, 1.0]]]
[['2, k, 0', [-0.724094, -1.00106, 1.0]], ['2, k, 1', [-0.698743, -0.714923, 1.0]], ['2, k, 2', [-0.656783, -0.437741, 1.0]], ['2, k, 3', [-0.676536, -0.319701, 1.0]], ['2, k, 4', [-0.833675, -0.465425, 1.0]], ['2, k, 5', [-0.850195, -0.179522, 1.0]], ['2, k, 6', [-0.829056, 0.0606706, 1.0]], ['2, k, 7', [-0.797067, 0.151675, 1.0]], ['2, k, 8', [-0.543275, -0.511834, 1.0]], ['2, k, 9', [-0.401049, -0.37257, 1.0]], ['2, k, 10', [-0.225675, -0.19226, 1.0]], ['2, k, 11', [-0.192298, -0.110684, 1.0]], ['2, k, 12', [-0.781642, -0.982449, 1.0]], ['2, k, 13', [-0.849715, -1.29564, 1.0]], ['2, k, 14', [-0.923012, -1.57122, 1.0]], ['2, k, 15', [-0.894592, -1.67453, 1.0]], ['2, k, 16', [-0.653196, -0.998121, 1.0]], ['2, k, 17', [-0.590971, -1.29567, 1.0]], ['2, k, 18', [-0.559388, -1.53777, 1.0]], ['2, k, 19', [-0.498869, -1.58353, 1.0]], ['2, k, 20', [-0.668334, -0.506107, 1.0]], ['2, k, 21', [-0.777535, 0.205191, 1.0]], ['2, k, 22', [-0.751856, 0.143801, 1.0]], ['2, k, 23', [-0.171368, -0.0598864, 1.0]], ['2, k, 24', [-0.201058, -0.0644322, 1.0]]]
[['2, k, 0', [-0.725401, -1.00087, 1.0]], ['2, k, 1', [-0.699253, -0.715151, 1.0]], ['2, k, 2', [-0.662329, -0.437549, 1.0]], ['2, k, 3', [-0.674383, -0.32166, 1.0]], ['2, k, 4', [-0.829436, -0.467958, 1.0]], ['2, k, 5', [-0.831899, -0.252512, 1.0]], ['2, k, 6', [-0.808753, 0.0319476, 1.0]], ['2, k, 7', [-0.776519, 0.129324, 1.0]], ['2, k, 8', [-0.543059, -0.512127, 1.0]], ['2, k, 9', [-0.396556, -0.384408, 1.0]], ['2, k, 10', [-0.246825, -0.248452, 1.0]], ['2, k, 11', [-0.199329, -0.170205, 1.0]], ['2, k, 12', [-0.782416, -0.982409, 1.0]], ['2, k, 13', [-0.849907, -1.29552, 1.0]], ['2, k, 14', [-0.922839, -1.56864, 1.0]], ['2, k, 15', [-0.898275, -1.62409, 1.0]], ['2, k, 16', [-0.654711, -0.997983, 1.0]], ['2, k, 17', [-0.591916, -1.29576, 1.0]], ['2, k, 18', [-0.563539, -1.5381, 1.0]], ['2, k, 19', [-0.502817, -1.58463, 1.0]], ['2, k, 20', [-0.671685, -0.50631, 1.0]], ['2, k, 21', [-0.747105, 0.179233, 1.0]], ['2, k, 22', [-0.717767, 0.156934, 1.0]], ['2, k, 23', [-0.155878, -0.113059, 1.0]], ['2, k, 24', [-0.180897, -0.122493, 1.0]]]
[['2, k, 0', [-0.727246, -0.996008, 1.0]], ['2, k, 1', [-0.699352, -0.715011, 1.0]], ['2, k, 2', [-0.663569, -0.438582, 1.0]], ['2, k, 3', [-0.671124, -0.324692, 1.0]], ['2, k, 4', [-0.827508, -0.469612, 1.0]], ['2, k, 5', [-0.830612, -0.25419, 1.0]], ['2, k, 6', [-0.785509, 0.028662, 1.0]], ['2, k, 7', [-0.753426, 0.126879, 1.0]], ['2, k, 8', [-0.544231, -0.51368, 1.0]], ['2, k, 9', [-0.399949, -0.395863, 1.0]], ['2, k, 10', [-0.241514, -0.266329, 1.0]], ['2, k, 11', [-0.190905, -0.187958, 1.0]], ['2, k, 12', [-0.783395, -0.975405, 1.0]], ['2, k, 13', [-0.850716, -1.29496, 1.0]], ['2, k, 14', [-0.920819, -1.56527, 1.0]], ['2, k, 15', [-0.89428, -1.61914, 1.0]], ['2, k, 16', [-0.656994, -0.994859, 1.0]], ['2, k, 17', [-0.593364, -1.29602, 1.0]], ['2, k, 18', [-0.565192, -1.53863, 1.0]], ['2, k, 19', [-0.503962, -1.58437, 1.0]], ['2, k, 20', [-0.672498, -0.506883, 1.0]], ['2, k, 21', [-0.723286, 0.179884, 1.0]], ['2, k, 22', [-0.704058, 0.151478, 1.0]], ['2, k, 23', [-0.143871, -0.135073, 1.0]], ['2, k, 24', [-0.178887, -0.132305, 1.0]]]
[['2, k, 0', [-0.728055, -0.996414, 1.0]], ['2, k, 1', [-0.699505, -0.71565, 1.0]], ['2, k, 2', [-0.664223, -0.439723, 1.0]], ['2, k, 3', [-0.667855, -0.327352, 1.0]], ['2, k, 4', [-0.827726, -0.469081, 1.0]], ['2, k, 5', [-0.799242, -0.179464, 1.0]], ['2, k, 6', [-0.761206, 0.0572846, 1.0]], ['2, k, 7', [-0.724301, 0.145552, 1.0]], ['2, k, 8', [-0.544516, -0.514077, 1.0]], ['2, k, 9', [-0.396456, -0.409602, 1.0]], ['2, k, 10', [-0.188067, -0.238308, 1.0]], ['2, k, 11', [-0.166543, -0.160382, 1.0]], ['2, k, 12', [-0.784406, -0.975556, 1.0]], ['2, k, 13', [-0.852008, -1.29626, 1.0]], ['2, k, 14', [-0.920827, -1.56248, 1.0]], ['2, k, 15', [-0.893439, -1.61614, 1.0]], ['2, k, 16', [-0.657844, -0.995785, 1.0]], ['2, k, 17', [-0.596386, -1.29535, 1.0]], ['2, k, 18', [-0.567633, -1.53795, 1.0]], ['2, k, 19', [-0.505607, -1.58304, 1.0]], ['2, k, 20', [-0.673108, -0.508067, 1.0]], ['2, k, 21', [-0.704042, 0.198772, 1.0]], ['2, k, 22', [-0.683185, 0.155928, 1.0]], ['2, k, 23', [-0.141554, -0.12573, 1.0]], ['2, k, 24', [-0.208747, -0.106063, 1.0]]]
[['2, k, 0', [-0.72814, -1.00016, 1.0]], ['2, k, 1', [-0.699248, -0.718027, 1.0]], ['2, k, 2', [-0.664533, -0.440605, 1.0]], ['2, k, 3', [-0.665491, -0.328846, 1.0]], ['2, k, 4', [-0.82513, -0.468831, 1.0]], ['2, k, 5', [-0.784386, -0.180381, 1.0]], ['2, k, 6', [-0.718254, 0.0859103, 1.0]], ['2, k, 7', [-0.685633, 0.155415, 1.0]], ['2, k, 8', [-0.547747, -0.515861, 1.0]], ['2, k, 9', [-0.395054, -0.428179, 1.0]], ['2, k, 10', [-0.186553, -0.248763, 1.0]], ['2, k, 11', [-0.160308, -0.191957, 1.0]], ['2, k, 12', [-0.782502, -0.979706, 1.0]], ['2, k, 13', [-0.853189, -1.29725, 1.0]], ['2, k, 14', [-0.923149, -1.56952, 1.0]], ['2, k, 15', [-0.893547, -1.62249, 1.0]], ['2, k, 16', [-0.659627, -1.00857, 1.0]], ['2, k, 17', [-0.6018, -1.29204, 1.0]], ['2, k, 18', [-0.568851, -1.53414, 1.0]], ['2, k, 19', [-0.503789, -1.57762, 1.0]], ['2, k, 20', [-0.673383, -0.509357, 1.0]], ['2, k, 21', [-0.673184, 0.199596, 1.0]], ['2, k, 22', [-0.631313, 0.14718, 1.0]], ['2, k, 23', [-0.138252, -0.142972, 1.0]], ['2, k, 24', [-0.177225, -0.14153, 1.0]]]
[['2, k, 0', [-0.730119, -1.00324, 1.0]], ['2, k, 1', [-0.709582, -0.715219, 1.0]], ['2, k, 2', [-0.704523, -0.41675, 1.0]], ['2, k, 3', [-0.656918, -0.324583, 1.0]], ['2, k, 4', [-0.801718, -0.480948, 1.0]], ['2, k, 5', [-0.784282, -0.245273, 1.0]], ['2, k, 6', [-0.706446, 0.0147176, 1.0]], ['2, k, 7', [-0.685341, 0.108152, 1.0]], ['2, k, 8', [-0.568426, -0.537051, 1.0]], ['2, k, 9', [-0.419037, -0.450001, 1.0]], ['2, k, 10', [-0.194428, -0.298082, 1.0]], ['2, k, 11', [-0.160121, -0.240555, 1.0]], ['2, k, 12', [-0.782376, -0.981923, 1.0]], ['2, k, 13', [-0.855413, -1.30092, 1.0]], ['2, k, 14', [-0.926669, -1.62956, 1.0]], ['2, k, 15', [-0.897003, -1.69938, 1.0]], ['2, k, 16', [-0.664551, -1.00971, 1.0]], ['2, k, 17', [-0.604868, -1.29023, 1.0]], ['2, k, 18', [-0.571062, -1.53619, 1.0]], ['2, k, 19', [-0.495311, -1.57522, 1.0]], ['2, k, 20', [-0.704225, -0.492852, 1.0]], ['2, k, 21', [-0.652529, 0.162767, 1.0]], ['2, k, 22', [-0.634577, 0.144061, 1.0]], ['2, k, 23', [-0.1151, -0.193175, 1.0]], ['2, k, 24', [-0.143345, -0.19228, 1.0]]]
[['2, k, 0', [-0.730663, -1.00114, 1.0]], ['2, k, 1', [-0.716631, -0.712667, 1.0]], ['2, k, 2', [-0.71309, -0.423323, 1.0]], ['2, k, 3', [-0.652576, -0.331307, 1.0]], ['2, k, 4', [-0.806454, -0.476347, 1.0]], ['2, k, 5', [-0.755559, -0.18996, 1.0]], ['2, k, 6', [-0.665318, 0.0843671, 1.0]], ['2, k, 7', [-0.628318, 0.148347, 1.0]], ['2, k, 8', [-0.565332, -0.534561, 1.0]], ['2, k, 9', [-0.411748, -0.458997, 1.0]], ['2, k, 10', [-0.19237, -0.304774, 1.0]], ['2, k, 11', [-0.145719, -0.248614, 1.0]], ['2, k, 12', [-0.78178, -0.968175, 1.0]], ['2, k, 13', [-0.856937, -1.30075, 1.0]], ['2, k, 14', [-0.933137, -1.57938, 1.0]], ['2, k, 15', [-0.90178, -1.67939, 1.0]], ['2, k, 16', [-0.667849, -1.00543, 1.0]], ['2, k, 17', [-0.608157, -1.28822, 1.0]], ['2, k, 18', [-0.571632, -1.53591, 1.0]], ['2, k, 19', [-0.496627, -1.57485, 1.0]], ['2, k, 20', [-0.713371, -0.495476, 1.0]], ['2, k, 21', [-0.610633, 0.189999, 1.0]], ['2, k, 22', [-0.572225, 0.133151, 1.0]], ['2, k, 23', [-0.108513, -0.210709, 1.0]], ['2, k, 24', [-0.139761, -0.199499, 1.0]]]
[['2, k, 0', [-0.731489, -1.00133, 1.0]], ['2, k, 1', [-0.720195, -0.711867, 1.0]], ['2, k, 2', [-0.714368, -0.422657, 1.0]], ['2, k, 3', [-0.638109, -0.330692, 1.0]], ['2, k, 4', [-0.807418, -0.475483, 1.0]], ['2, k, 5', [-0.73319, -0.193588, 1.0]], ['2, k, 6', [-0.644051, 0.0812994, 1.0]], ['2, k, 7', [-0.601158, 0.14117, 1.0]], ['2, k, 8', [-0.56339, -0.537122, 1.0]], ['2, k, 9', [-0.405114, -0.481099, 1.0]], ['2, k, 10', [-0.239771, -0.387993, 1.0]], ['2, k, 11', [-0.181385, -0.326832, 1.0]], ['2, k, 12', [-0.783234, -0.966545, 1.0]], ['2, k, 13', [-0.858035, -1.29833, 1.0]], ['2, k, 14', [-0.934407, -1.57938, 1.0]], ['2, k, 15', [-0.902236, -1.67985, 1.0]], ['2, k, 16', [-0.670271, -1.01155, 1.0]], ['2, k, 17', [-0.610257, -1.28915, 1.0]], ['2, k, 18', [-0.571573, -1.53533, 1.0]], ['2, k, 19', [-0.495921, -1.57295, 1.0]], ['2, k, 20', [-0.715563, -0.494688, 1.0]], ['2, k, 21', [-0.574834, 0.180715, 1.0]], ['2, k, 22', [-0.54908, 0.121432, 1.0]], ['2, k, 23', [-0.123769, -0.268531, 1.0]], ['2, k, 24', [-0.155032, -0.286023, 1.0]]]
[['2, k, 0', [-0.731861, -1.00206, 1.0]], ['2, k, 1', [-0.725299, -0.707954, 1.0]], ['2, k, 2', [-0.723505, -0.41033, 1.0]], ['2, k, 3', [-0.625646, -0.335989, 1.0]], ['2, k, 4', [-0.806961, -0.476229, 1.0]], ['2, k, 5', [-0.727276, -0.195961, 1.0]], ['2, k, 6', [-0.622674, 0.0734037, 1.0]], ['2, k, 7', [-0.580726, 0.130369, 1.0]], ['2, k, 8', [-0.560436, -0.537119, 1.0]], ['2, k, 9', [-0.401957, -0.557187, 1.0]], ['2, k, 10', [-0.204497, -0.377643, 1.0]], ['2, k, 11', [-0.163699, -0.332593, 1.0]], ['2, k, 12', [-0.782469, -0.9671, 1.0]], ['2, k, 13', [-0.860951, -1.29788, 1.0]], ['2, k, 14', [-0.9439, -1.62401, 1.0]], ['2, k, 15', [-0.897601, -1.68571, 1.0]], ['2, k, 16', [-0.670556, -1.01353, 1.0]], ['2, k, 17', [-0.612435, -1.2928, 1.0]], ['2, k, 18', [-0.570962, -1.53594, 1.0]], ['2, k, 19', [-0.493839, -1.57232, 1.0]], ['2, k, 20', [-0.724156, -0.484672, 1.0]], ['2, k, 21', [-0.550285, 0.171048, 1.0]], ['2, k, 22', [-0.529952, 0.11696, 1.0]], ['2, k, 23', [-0.127753, -0.263249, 1.0]], ['2, k, 24', [-0.12556, -0.255, 1.0]]]
[['2, k, 0', [-0.734048, -1.00254, 1.0]], ['2, k, 1', [-0.726292, -0.708516, 1.0]], ['2, k, 2', [-0.722659, -0.412813, 1.0]], ['2, k, 3', [-0.623851, -0.337359, 1.0]], ['2, k, 4', [-0.803056, -0.474258, 1.0]], ['2, k, 5', [-0.709336, -0.198771, 1.0]], ['2, k, 6', [-0.590979, 0.0553886, 1.0]], ['2, k, 7', [-0.558835, 0.11848, 1.0]], ['2, k, 8', [-0.555145, -0.537777, 1.0]], ['2, k, 9', [-0.394011, -0.56293, 1.0]], ['2, k, 10', [-0.270327, -0.419601, 1.0]], ['2, k, 11', [-0.201612, -0.396975, 1.0]], ['2, k, 12', [-0.783722, -0.969483, 1.0]], ['2, k, 13', [-0.865878, -1.29986, 1.0]], ['2, k, 14', [-0.945019, -1.62658, 1.0]], ['2, k, 15', [-0.899176, -1.69028, 1.0]], ['2, k, 16', [-0.674194, -1.01178, 1.0]], ['2, k, 17', [-0.613662, -1.2951, 1.0]], ['2, k, 18', [-0.57163, -1.53476, 1.0]], ['2, k, 19', [-0.492019, -1.57014, 1.0]], ['2, k, 20', [-0.723934, -0.486177, 1.0]], ['2, k, 21', [-0.532353, 0.167984, 1.0]], ['2, k, 22', [-0.515185, 0.120415, 1.0]], ['2, k, 23', [-0.152418, -0.355237, 1.0]], ['2, k, 24', [-0.199334, -0.380709, 1.0]]]
[['2, k, 0', [-0.737378, -1.00623, 1.0]], ['2, k, 1', [-0.725166, -0.710239, 1.0]], ['2, k, 2', [-0.710615, -0.417827, 1.0]], ['2, k, 3', [-0.619059, -0.342311, 1.0]], ['2, k, 4', [-0.779316, -0.465181, 1.0]], ['2, k, 5', [-0.686729, -0.190588, 1.0]], ['2, k, 6', [-0.552508, 0.0644935, 1.0]], ['2, k, 7', [-0.516444, 0.120907, 1.0]], ['2, k, 8', [-0.556961, -0.592639, 1.0]], ['2, k, 9', [-0.411407, -0.553029, 1.0]], ['2, k, 10', [-0.206584, -0.429871, 1.0]], ['2, k, 11', [-0.136971, -0.363281, 1.0]], ['2, k, 12', [-0.784741, -0.971238, 1.0]], ['2, k, 13', [-0.869742, -1.29868, 1.0]], ['2, k, 14', [-0.945107, -1.62603, 1.0]], ['2, k, 15', [-0.899712, -1.68839, 1.0]], ['2, k, 16', [-0.676858, -1.01687, 1.0]], ['2, k, 17', [-0.614506, -1.30129, 1.0]], ['2, k, 18', [-0.570086, -1.53894, 1.0]], ['2, k, 19', [-0.484948, -1.57107, 1.0]], ['2, k, 20', [-0.71609, -0.490097, 1.0]], ['2, k, 21', [-0.492698, 0.149851, 1.0]], ['2, k, 22', [-0.471275, 0.099285, 1.0]], ['2, k, 23', [-0.0951869, -0.31503, 1.0]], ['2, k, 24', [-0.119252, -0.302266, 1.0]]]
[['2, k, 0', [-0.737875, -1.01026, 1.0]], ['2, k, 1', [-0.72533, -0.713654, 1.0]], ['2, k, 2', [-0.710563, -0.420038, 1.0]], ['2, k, 3', [-0.618575, -0.344204, 1.0]], ['2, k, 4', [-0.782507, -0.471631, 1.0]], ['2, k, 5', [-0.675954, -0.202068, 1.0]], ['2, k, 6', [-0.546966, 0.0556887, 1.0]], ['2, k, 7', [-0.495602, 0.10686, 1.0]], ['2, k, 8', [-0.551176, -0.588383, 1.0]], ['2, k, 9', [-0.404663, -0.558007, 1.0]], ['2, k, 10', [-0.25322, -0.467281, 1.0]], ['2, k, 11', [-0.174206, -0.428224, 1.0]], ['2, k, 12', [-0.785453, -0.974465, 1.0]], ['2, k, 13', [-0.871739, -1.2953, 1.0]], ['2, k, 14', [-0.944359, -1.62265, 1.0]], ['2, k, 15', [-0.90261, -1.68739, 1.0]], ['2, k, 16', [-0.676115, -1.02269, 1.0]], ['2, k, 17', [-0.615687, -1.31216, 1.0]], ['2, k, 18', [-0.568039, -1.54766, 1.0]], ['2, k, 19', [-0.481837, -1.57999, 1.0]], ['2, k, 20', [-0.715744, -0.492744, 1.0]], ['2, k, 21', [-0.47262, 0.149018, 1.0]], ['2, k, 22', [-0.450766, 0.084844, 1.0]], ['2, k, 23', [-0.122332, -0.363126, 1.0]], ['2, k, 24', [-0.166964, -0.399969, 1.0]]]
[['2, k, 0', [-0.737741, -1.01327, 1.0]], ['2, k, 1', [-0.724974, -0.714204, 1.0]], ['2, k, 2', [-0.709043, -0.419953, 1.0]], ['2, k, 3', [-0.61677, -0.35323, 1.0]], ['2, k, 4', [-0.780007, -0.471526, 1.0]], ['2, k, 5', [-0.663115, -0.207068, 1.0]], ['2, k, 6', [-0.51736, 0.0379276, 1.0]], ['2, k, 7', [-0.473822, 0.0911598, 1.0]], ['2, k, 8', [-0.549775, -0.585851, 1.0]], ['2, k, 9', [-0.394677, -0.573038, 1.0]], ['2, k, 10', [-0.194905, -0.475289, 1.0]], ['2, k, 11', [-0.125095, -0.408543, 1.0]], ['2, k, 12', [-0.78483, -0.978331, 1.0]], ['2, k, 13', [-0.873177, -1.29079, 1.0]], ['2, k, 14', [-0.946571, -1.6186, 1.0]], ['2, k, 15', [-0.906471, -1.67976, 1.0]], ['2, k, 16', [-0.676285, -1.02625, 1.0]], ['2, k, 17', [-0.617111, -1.31571, 1.0]], ['2, k, 18', [-0.570263, -1.55074, 1.0]], ['2, k, 19', [-0.483145, -1.58339, 1.0]], ['2, k, 20', [-0.714407, -0.49304, 1.0]], ['2, k, 21', [-0.448537, 0.124108, 1.0]], ['2, k, 22', [-0.419951, 0.0585129, 1.0]], ['2, k, 23', [-0.0918462, -0.369275, 1.0]], ['2, k, 24', [-0.117483, -0.353781, 1.0]]]
[['2, k, 0', [-0.73705, -1.01507, 1.0]], ['2, k, 1', [-0.725825, -0.716209, 1.0]], ['2, k, 2', [-0.713582, -0.420672, 1.0]], ['2, k, 3', [-0.613018, -0.35595, 1.0]], ['2, k, 4', [-0.776334, -0.477574, 1.0]], ['2, k, 5', [-0.651102, -0.218455, 1.0]], ['2, k, 6', [-0.493774, 0.0161815, 1.0]], ['2, k, 7', [-0.457627, 0.0742489, 1.0]], ['2, k, 8', [-0.550439, -0.584849, 1.0]], ['2, k, 9', [-0.398409, -0.577756, 1.0]], ['2, k, 10', [-0.247274, -0.527533, 1.0]], ['2, k, 11', [-0.175801, -0.484166, 1.0]], ['2, k, 12', [-0.783824, -0.97976, 1.0]], ['2, k, 13', [-0.874361, -1.29274, 1.0]], ['2, k, 14', [-0.94503, -1.62032, 1.0]], ['2, k, 15', [-0.906555, -1.68318, 1.0]], ['2, k, 16', [-0.675863, -1.02857, 1.0]], ['2, k, 17', [-0.618469, -1.31987, 1.0]], ['2, k, 18', [-0.568603, -1.55363, 1.0]], ['2, k, 19', [-0.480712, -1.58534, 1.0]], ['2, k, 20', [-0.717256, -0.494231, 1.0]], ['2, k, 21', [-0.413347, 0.104718, 1.0]], ['2, k, 22', [-0.405647, 0.0650848, 1.0]], ['2, k, 23', [-0.12318, -0.433793, 1.0]], ['2, k, 24', [-0.122564, -0.436848, 1.0]]]
[['2, k, 0', [-0.736776, -1.01553, 1.0]], ['2, k, 1', [-0.724767, -0.716332, 1.0]], ['2, k, 2', [-0.709782, -0.419831, 1.0]], ['2, k, 3', [-0.611891, -0.354755, 1.0]], ['2, k, 4', [-0.774025, -0.477157, 1.0]], ['2, k, 5', [-0.642255, -0.222041, 1.0]], ['2, k, 6', [-0.476778, 0.00594721, 1.0]], ['2, k, 7', [-0.437772, 0.0602964, 1.0]], ['2, k, 8', [-0.55303, -0.583217, 1.0]], ['2, k, 9', [-0.399871, -0.58095, 1.0]], ['2, k, 10', [-0.242609, -0.538141, 1.0]], ['2, k, 11', [-0.187612, -0.516634, 1.0]], ['2, k, 12', [-0.782034, -0.980158, 1.0]], ['2, k, 13', [-0.876112, -1.29131, 1.0]], ['2, k, 14', [-0.948002, -1.61919, 1.0]], ['2, k, 15', [-0.908014, -1.67735, 1.0]], ['2, k, 16', [-0.676544, -1.03135, 1.0]], ['2, k, 17', [-0.618784, -1.32504, 1.0]], ['2, k, 18', [-0.565893, -1.55765, 1.0]], ['2, k, 19', [-0.477272, -1.58836, 1.0]], ['2, k, 20', [-0.714278, -0.493742, 1.0]], ['2, k, 21', [-0.394892, 0.094753, 1.0]], ['2, k, 22', [-0.389377, 0.0527063, 1.0]], ['2, k, 23', [-0.123243, -0.481217, 1.0]], ['2, k, 24', [-0.129648, -0.479106, 1.0]]]
[['2, k, 0', [-0.736896, -1.01607, 1.0]], ['2, k, 1', [-0.718396, -0.715247, 1.0]], ['2, k, 2', [-0.68376, -0.412508, 1.0]], ['2, k, 3', [-0.612647, -0.346871, 1.0]], ['2, k, 4', [-0.771464, -0.47638, 1.0]], ['2, k, 5', [-0.634358, -0.225757, 1.0]], ['2, k, 6', [-0.477388, 0.0104619, 1.0]], ['2, k, 7', [-0.419989, 0.0444099, 1.0]], ['2, k, 8', [-0.549464, -0.582154, 1.0]], ['2, k, 9', [-0.398623, -0.610741, 1.0]], ['2, k, 10', [-0.241801, -0.563201, 1.0]], ['2, k, 11', [-0.207151, -0.547164, 1.0]], ['2, k, 12', [-0.781001, -0.980354, 1.0]], ['2, k, 13', [-0.877435, -1.29674, 1.0]], ['2, k, 14', [-0.949575, -1.62408, 1.0]], ['2, k, 15', [-0.906208, -1.67876, 1.0]], ['2, k, 16', [-0.677912, -1.03282, 1.0]], ['2, k, 17', [-0.619196, -1.32799, 1.0]], ['2, k, 18', [-0.564463, -1.55975, 1.0]], ['2, k, 19', [-0.475823, -1.58974, 1.0]], ['2, k, 20', [-0.694037, -0.488365, 1.0]], ['2, k, 21', [-0.378593, 0.0852311, 1.0]], ['2, k, 22', [-0.373452, 0.0355446, 1.0]], ['2, k, 23', [-0.144392, -0.51854, 1.0]], ['2, k, 24', [-0.196366, -0.531925, 1.0]]]
[['2, k, 0', [-0.737314, -1.01949, 1.0]], ['2, k, 1', [-0.718191, -0.716586, 1.0]], ['2, k, 2', [-0.686719, -0.415282, 1.0]], ['2, k, 3', [-0.590188, -0.348863, 1.0]], ['2, k, 4', [-0.75966, -0.478852, 1.0]], ['2, k, 5', [-0.618661, -0.232869, 1.0]], ['2, k, 6', [-0.438181, -0.0185093, 1.0]], ['2, k, 7', [-0.395923, 0.034973, 1.0]], ['2, k, 8', [-0.547607, -0.58288, 1.0]], ['2, k, 9', [-0.376082, -0.613413, 1.0]], ['2, k, 10', [-0.225238, -0.591291, 1.0]], ['2, k, 11', [-0.156594, -0.554954, 1.0]], ['2, k, 12', [-0.779745, -0.983122, 1.0]], ['2, k, 13', [-0.880304, -1.30285, 1.0]], ['2, k, 14', [-0.951231, -1.62994, 1.0]], ['2, k, 15', [-0.903588, -1.67914, 1.0]], ['2, k, 16', [-0.680059, -1.03615, 1.0]], ['2, k, 17', [-0.619244, -1.32907, 1.0]], ['2, k, 18', [-0.563123, -1.56004, 1.0]], ['2, k, 19', [-0.472169, -1.58842, 1.0]], ['2, k, 20', [-0.695371, -0.490251, 1.0]], ['2, k, 21', [-0.352342, 0.0648893, 1.0]], ['2, k, 22', [-0.344642, 0.0261478, 1.0]], ['2, k, 23', [-0.113219, -0.53583, 1.0]], ['2, k, 24', [-0.159183, -0.550281, 1.0]]]
