[['2, k, 0', [-0.361038, -0.701322, 1.0]], ['2, k, 1', [-0.349396, -0.402934, 1.0]], ['2, k, 2', [-0.336663, -0.108373, 1.0]], ['2, k, 3', [-0.346075, 0.0245835, 1.0]], ['2, k, 4', [-0.468967, -0.152067, 1.0]], ['2, k, 5', [-0.586493, 0.0612883, 1.0]], ['2, k, 6', [-0.666617, 0.318806, 1.0]], ['2, k, 7', [-0.664271, 0.366082, 1.0]], ['2, k, 8', [-0.184778, -0.143881, 1.0]], ['2, k, 9', [-0.0219326, 0.0505852, 1.0]], ['2, k, 10', [0.0666919, 0.2423, 1.0]], ['2, k, 11', [0.0832932, 0.345507, 1.0]], ['2, k, 12', [-0.421979, -0.696156, 1.0]], ['2, k, 13', [-0.484578, -1.00211, 1.0]], ['2, k, 14', [-0.509969, -1.3498, 1.0]], ['2, k, 15', [-0.478246, -1.25179, 1.0]], ['2, k, 16', [-0.292863, -0.692432, 1.0]], ['2, k, 17', [-0.0815939, -0.928084, 1.0]], ['2, k, 18', [-0.061334, -1.18914, 1.0]], ['2, k, 19', [-0.132856, -1.06996, 1.0]], ['2, k, 20', [-0.340055, -0.181541, 1.0]], ['2, k, 21', [-0.670352, 0.419254, 1.0]], ['2, k, 22', [-0.696242, 0.37222, 1.0]], ['2, k, 23', [0.10491, 0.413163, 1.0]], ['2, k, 24', [0.110264, 0.34874, 1.0]]]
[['2, k, 0', [-0.249284, -0.674734, 1.0]], ['2, k, 1', [-0.317938, -0.421141, 1.0]], ['2, k, 2', [-0.385808, -0.167266, 1.0]], ['2, k, 3', [-0.485516, -0.0744071, 1.0]], ['2, k, 4', [-0.491316, -0.293127, 1.0]], ['2, k, 5', [-0.653877, -0.393858, 1.0]], ['2, k, 6', [-0.847402, -0.442861, 1.0]], ['2, k, 7', [-0.893622, -0.435331, 1.0]], ['2, k, 8', [-0.241728, -0.194191, 1.0]], ['2, k, 9', [-0.399416, -0.00784648, 1.0]], ['2, k, 10', [-0.598107, 0.147534, 1.0]], ['2, k, 11', [-0.660595, 0.217566, 1.0]], ['2, k, 12', [-0.309396, -0.687834, 1.0]], ['2, k, 13', [-0.385834, -0.925487, 1.0]], ['2, k, 14', [-0.434438, -1.16211, 1.0]], ['2, k, 15', [-0.486249, -1.21658, 1.0]], ['2, k, 16', [-0.184803, -0.648807, 1.0]], ['2, k, 17', [-0.127188, -0.905344, 1.0]], ['2, k, 18', [-0.104335, -1.2298, 1.0]], ['2, k, 19', [-0.121888, -1.32319, 1.0]], ['2, k, 20', [-0.369828, -0.230511, 1.0]], ['2, k, 21', [-0.924062, -0.446865, 1.0]], ['2, k, 22', [-0.892449, -0.418807, 1.0]], ['2, k, 23', [-0.716327, 0.242582, 1.0]], ['2, k, 24', [-0.703616, 0.220976, 1.0]]]
[['2, k, 0', [-0.253393, -0.668559, 1.0]], ['2, k, 1', [-0.318264, -0.418586, 1.0]], ['2, k, 2', [-0.384229, -0.166748, 1.0]], ['2, k, 3', [-0.486652, -0.0720397, 1.0]], ['2, k, 4', [-0.491147, -0.292565, 1.0]], ['2, k, 5', [-0.662633, -0.373653, 1.0]], ['2, k, 6', [-0.858595, -0.4107, 1.0]], ['2, k, 7', [-0.895214, -0.401238, 1.0]], ['2, k, 8', [-0.241183, -0.193051, 1.0]], ['2, k, 9', [-0.411222, -0.0232968, 1.0]], ['2, k, 10', [-0.591424, 0.173345, 1.0]], ['2, k, 11', [-0.64887, 0.248666, 1.0]], ['2, k, 12', [-0.313711, -0.681563, 1.0]], ['2, k, 13', [-0.396077, -0.917149, 1.0]], ['2, k, 14', [-0.435582, -1.15507, 1.0]], ['2, k, 15', [-0.484953, -1.21155, 1.0]], ['2, k, 16', [-0.188673, -0.642752, 1.0]], ['2, k, 17', [-0.132439, -0.902652, 1.0]], ['2, k, 18', [-0.105719, -1.22698, 1.0]], ['2, k, 19', [-0.118608, -1.31438, 1.0]], ['2, k, 20', [-0.368659, -0.229677, 1.0]], ['2, k, 21', [-0.926029, -0.415666, 1.0]], ['2, k, 22', [-0.892128, -0.385924, 1.0]], ['2, k, 23', [-0.704351, 0.280179, 1.0]], ['2, k, 24', [-0.699289, 0.244714, 1.0]]]
[['2, k, 0', [-0.258901, -0.662686, 1.0]], ['2, k, 1', [-0.31688, -0.411811, 1.0]], ['2, k, 2', [-0.370606, -0.156769, 1.0]], ['2, k, 3', [-0.456888, -0.0325231, 1.0]], ['2, k, 4', [-0.490111, -0.286576, 1.0]], ['2, k, 5', [-0.668155, -0.346477, 1.0]], ['2, k, 6', [-0.864383, -0.388247, 1.0]], ['2, k, 7', [-0.901993, -0.366904, 1.0]], ['2, k, 8', [-0.239852, -0.186379, 1.0]], ['2, k, 9', [-0.371517, 0.0570273, 1.0]], ['2, k, 10', [-0.576149, 0.232171, 1.0]], ['2, k, 11', [-0.650073, 0.288871, 1.0]], ['2, k, 12', [-0.319612, -0.674191, 1.0]], ['2, k, 13', [-0.402003, -0.913259, 1.0]], ['2, k, 14', [-0.453584, -1.14944, 1.0]], ['2, k, 15', [-0.48971, -1.18979, 1.0]], ['2, k, 16', [-0.193569, -0.638359, 1.0]], ['2, k, 17', [-0.137463, -0.899034, 1.0]], ['2, k, 18', [-0.1107, -1.22345, 1.0]], ['2, k, 19', [-0.122179, -1.31141, 1.0]], ['2, k, 20', [-0.358752, -0.220513, 1.0]], ['2, k, 21', [-0.932776, -0.394838, 1.0]], ['2, k, 22', [-0.911722, -0.348004, 1.0]], ['2, k, 23', [-0.697108, 0.325498, 1.0]], ['2, k, 24', [-0.697221, 0.266284, 1.0]]]
[['2, k, 0', [-0.267242, -0.661632, 1.0]], ['2, k, 1', [-0.307224, -0.392732, 1.0]], ['2, k, 2', [-0.323061, -0.1081, 1.0]], ['2, k, 3', [-0.457692, -0.0311267, 1.0]], ['2, k, 4', [-0.489459, -0.279048, 1.0]], ['2, k, 5', [-0.672944, -0.317839, 1.0]], ['2, k, 6', [-0.874128, -0.325878, 1.0]], ['2, k, 7', [-0.911905, -0.321361, 1.0]], ['2, k, 8', [-0.238478, -0.185295, 1.0]], ['2, k, 9', [-0.36369, 0.0611363, 1.0]], ['2, k, 10', [-0.546557, 0.261636, 1.0]], ['2, k, 11', [-0.59436, 0.30783, 1.0]], ['2, k, 12', [-0.329566, -0.670882, 1.0]], ['2, k, 13', [-0.409564, -0.909086, 1.0]], ['2, k, 14', [-0.468812, -1.15502, 1.0]], ['2, k, 15', [-0.50818, -1.19275, 1.0]], ['2, k, 16', [-0.202393, -0.639418, 1.0]], ['2, k, 17', [-0.140599, -0.895909, 1.0]], ['2, k, 18', [-0.122395, -1.17322, 1.0]], ['2, k, 19', [-0.128927, -1.2648, 1.0]], ['2, k, 20', [-0.318037, -0.176277, 1.0]], ['2, k, 21', [-0.926964, -0.326571, 1.0]], ['2, k, 22', [-0.909289, -0.299554, 1.0]], ['2, k, 23', [-0.647286, 0.345341, 1.0]], ['2, k, 24', [-0.639281, 0.306755, 1.0]]]
[['2, k, 0', [-0.276999, -0.651939, 1.0]], ['2, k, 1', [-0.304476, -0.383982, 1.0]], ['2, k, 2', [-0.321238, -0.107391, 1.0]], ['2, k, 3', [-0.437351, -0.00394009, 1.0]], ['2, k, 4', [-0.480911, -0.234304, 1.0]], ['2, k, 5', [-0.668668, -0.282175, 1.0]], ['2, k, 6', [-0.869952, -0.289143, 1.0]], ['2, k, 7', [-0.902132, -0.280996, 1.0]], ['2, k, 8', [-0.239067, -0.164079, 1.0]], ['2, k, 9', [-0.34967, 0.0894433, 1.0]], ['2, k, 10', [-0.51722, 0.30727, 1.0]], ['2, k, 11', [-0.586089, 0.358079, 1.0]], ['2, k, 12', [-0.337225, -0.658889, 1.0]], ['2, k, 13', [-0.413818, -0.906428, 1.0]], ['2, k, 14', [-0.471283, -1.15512, 1.0]], ['2, k, 15', [-0.513004, -1.19264, 1.0]], ['2, k, 16', [-0.212588, -0.632454, 1.0]], ['2, k, 17', [-0.147921, -0.895771, 1.0]], ['2, k, 18', [-0.128521, -1.21933, 1.0]], ['2, k, 19', [-0.135109, -1.30687, 1.0]], ['2, k, 20', [-0.316754, -0.175333, 1.0]], ['2, k, 21', [-0.925916, -0.278287, 1.0]], ['2, k, 22', [-0.914608, -0.257317, 1.0]], ['2, k, 23', [-0.621281, 0.394263, 1.0]], ['2, k, 24', [-0.617876, 0.346611, 1.0]]]
[['2, k, 0', [-0.278842, -0.64972, 1.0]], ['2, k, 1', [-0.303666, -0.381892, 1.0]], ['2, k, 2', [-0.320432, -0.107513, 1.0]], ['2, k, 3', [-0.427227, 0.0112345, 1.0]], ['2, k, 4', [-0.480459, -0.232575, 1.0]], ['2, k, 5', [-0.671319, -0.26743, 1.0]], ['2, k, 6', [-0.87094, -0.243683, 1.0]], ['2, k, 7', [-0.902481, -0.232207, 1.0]], ['2, k, 8', [-0.235914, -0.16919, 1.0]], ['2, k, 9', [-0.337101, 0.0886758, 1.0]], ['2, k, 10', [-0.450296, 0.307076, 1.0]], ['2, k, 11', [-0.517091, 0.371299, 1.0]], ['2, k, 12', [-0.34026, -0.654186, 1.0]], ['2, k, 13', [-0.417576, -0.904366, 1.0]], ['2, k, 14', [-0.472177, -1.15086, 1.0]], ['2, k, 15', [-0.513602, -1.18907, 1.0]], ['2, k, 16', [-0.213853, -0.631293, 1.0]], ['2, k, 17', [-0.15682, -0.894636, 1.0]], ['2, k, 18', [-0.137346, -1.21918, 1.0]], ['2, k, 19', [-0.148, -1.29909, 1.0]], ['2, k, 20', [-0.316222, -0.175217, 1.0]], ['2, k, 21', [-0.925269, -0.222267, 1.0]], ['2, k, 22', [-0.889075, -0.214871, 1.0]], ['2, k, 23', [-0.560537, 0.422627, 1.0]], ['2, k, 24', [-0.55005, 0.372976, 1.0]]]
[['2, k, 0', [-0.286766, -0.645067, 1.0]], ['2, k, 1', [-0.304467, -0.380362, 1.0]], ['2, k, 2', [-0.31937, -0.109134, 1.0]], ['2, k, 3', [-0.406375, 0.0119018, 1.0]], ['2, k, 4', [-0.48113, -0.215813, 1.0]], ['2, k, 5', [-0.676866, -0.233041, 1.0]], ['2, k, 6', [-0.874774, -0.192946, 1.0]], ['2, k, 7', [-0.909728, -0.173149, 1.0]], ['2, k, 8', [-0.230399, -0.170468, 1.0]], ['2, k, 9', [-0.29445, 0.0994296, 1.0]], ['2, k, 10', [-0.431292, 0.338129, 1.0]], ['2, k, 11', [-0.507361, 0.416279, 1.0]], ['2, k, 12', [-0.347556, -0.65017, 1.0]], ['2, k, 13', [-0.421547, -0.902286, 1.0]], ['2, k, 14', [-0.479196, -1.17173, 1.0]], ['2, k, 15', [-0.520953, -1.20976, 1.0]], ['2, k, 16', [-0.220494, -0.627492, 1.0]], ['2, k, 17', [-0.164237, -0.894228, 1.0]], ['2, k, 18', [-0.149432, -1.13349, 1.0]], ['2, k, 19', [-0.15568, -1.22262, 1.0]], ['2, k, 20', [-0.315937, -0.175778, 1.0]], ['2, k, 21', [-0.924101, -0.144266, 1.0]], ['2, k, 22', [-0.906572, -0.152193, 1.0]], ['2, k, 23', [-0.527958, 0.452793, 1.0]], ['2, k, 24', [-0.558308, 0.382442, 1.0]]]
[['2, k, 0', [-0.293398, -0.641523, 1.0]], ['2, k, 1', [-0.308877, -0.375099, 1.0]], ['2, k, 2', [-0.322432, -0.105628, 1.0]], ['2, k, 3', [-0.376105, 0.0106522, 1.0]], ['2, k, 4', [-0.483681, -0.206208, 1.0]], ['2, k, 5', [-0.679784, -0.195804, 1.0]], ['2, k, 6', [-0.872256, -0.134947, 1.0]], ['2, k, 7', [-0.907243, -0.125071, 1.0]], ['2, k, 8', [-0.219026, -0.16933, 1.0]], ['2, k, 9', [-0.266543, 0.103969, 1.0]], ['2, k, 10', [-0.376071, 0.356481, 1.0]], ['2, k, 11', [-0.431728, 0.42607, 1.0]], ['2, k, 12', [-0.355918, -0.644152, 1.0]], ['2, k, 13', [-0.425697, -0.899316, 1.0]], ['2, k, 14', [-0.47926, -1.17477, 1.0]], ['2, k, 15', [-0.518039, -1.214, 1.0]], ['2, k, 16', [-0.227832, -0.625288, 1.0]], ['2, k, 17', [-0.170451, -0.891223, 1.0]], ['2, k, 18', [-0.150593, -1.13005, 1.0]], ['2, k, 19', [-0.148983, -1.22507, 1.0]], ['2, k, 20', [-0.31925, -0.172193, 1.0]], ['2, k, 21', [-0.923834, -0.0980604, 1.0]], ['2, k, 22', [-0.917863, -0.0932106, 1.0]], ['2, k, 23', [-0.46768, 0.471131, 1.0]], ['2, k, 24', [-0.460364, 0.426269, 1.0]]]
[['2, k, 0', [-0.296916, -0.640057, 1.0]], ['2, k, 1', [-0.309974, -0.36383, 1.0]], ['2, k, 2', [-0.316918, -0.078973, 1.0]], ['2, k, 3', [-0.343664, 0.0336652, 1.0]], ['2, k, 4', [-0.482959, -0.200224, 1.0]], ['2, k, 5', [-0.67912, -0.17759, 1.0]], ['2, k, 6', [-0.860464, -0.0884616, 1.0]], ['2, k, 7', [-0.897343, -0.0727222, 1.0]], ['2, k, 8', [-0.207813, -0.165693, 1.0]], ['2, k, 9', [-0.240479, 0.109941, 1.0]], ['2, k, 10', [-0.338842, 0.367212, 1.0]], ['2, k, 11', [-0.376087, 0.430856, 1.0]], ['2, k, 12', [-0.360173, -0.640908, 1.0]], ['2, k, 13', [-0.427277, -0.897901, 1.0]], ['2, k, 14', [-0.479662, -1.17544, 1.0]], ['2, k, 15', [-0.514685, -1.21577, 1.0]], ['2, k, 16', [-0.229894, -0.625528, 1.0]], ['2, k, 17', [-0.172264, -0.891201, 1.0]], ['2, k, 18', [-0.150956, -1.12983, 1.0]], ['2, k, 19', [-0.170851, -1.1841, 1.0]], ['2, k, 20', [-0.315926, -0.150503, 1.0]], ['2, k, 21', [-0.920565, -0.0397684, 1.0]], ['2, k, 22', [-0.897933, -0.0506683, 1.0]], ['2, k, 23', [-0.426938, 0.472401, 1.0]], ['2, k, 24', [-0.432584, 0.440594, 1.0]]]
[['2, k, 0', [-0.297401, -0.640657, 1.0]], ['2, k, 1', [-0.310552, -0.365847, 1.0]], ['2, k, 2', [-0.320677, -0.0940822, 1.0]], ['2, k, 3', [-0.339153, 0.0242762, 1.0]], ['2, k, 4', [-0.480931, -0.205534, 1.0]], ['2, k, 5', [-0.670396, -0.139634, 1.0]], ['2, k, 6', [-0.856331, -0.060193, 1.0]], ['2, k, 7', [-0.890781, -0.0204126, 1.0]], ['2, k, 8', [-0.202803, -0.159767, 1.0]], ['2, k, 9', [-0.237111, 0.115594, 1.0]], ['2, k, 10', [-0.281756, 0.379769, 1.0]], ['2, k, 11', [-0.321066, 0.448925, 1.0]], ['2, k, 12', [-0.362642, -0.642296, 1.0]], ['2, k, 13', [-0.429316, -0.895897, 1.0]], ['2, k, 14', [-0.480076, -1.17741, 1.0]], ['2, k, 15', [-0.511108, -1.21903, 1.0]], ['2, k, 16', [-0.230329, -0.629284, 1.0]], ['2, k, 17', [-0.173892, -0.891272, 1.0]], ['2, k, 18', [-0.156093, -1.14502, 1.0]], ['2, k, 19', [-0.173569, -1.1996, 1.0]], ['2, k, 20', [-0.318275, -0.160417, 1.0]], ['2, k, 21', [-0.912086, 0.0105594, 1.0]], ['2, k, 22', [-0.877317, -0.0128333, 1.0]], ['2, k, 23', [-0.343806, 0.496471, 1.0]], ['2, k, 24', [-0.361858, 0.481597, 1.0]]]
[['2, k, 0', [-0.299641, -0.633296, 1.0]], ['2, k, 1', [-0.308284, -0.363205, 1.0]], ['2, k, 2', [-0.311637, -0.0952325, 1.0]], ['2, k, 3', [-0.304695, 0.0362255, 1.0]], ['2, k, 4', [-0.482866, -0.186658, 1.0]], ['2, k, 5', [-0.669806, -0.114159, 1.0]], ['2, k, 6', [-0.834782, 0.00335728, 1.0]], ['2, k, 7', [-0.881406, 0.0381729, 1.0]], ['2, k, 8', [-0.201188, -0.154841, 1.0]], ['2, k, 9', [-0.175098, 0.121242, 1.0]], ['2, k, 10', [-0.228694, 0.379028, 1.0]], ['2, k, 11', [-0.269022, 0.456009, 1.0]], ['2, k, 12', [-0.363783, -0.630372, 1.0]], ['2, k, 13', [-0.430197, -0.896097, 1.0]], ['2, k, 14', [-0.478007, -1.22056, 1.0]], ['2, k, 15', [-0.500089, -1.12929, 1.0]], ['2, k, 16', [-0.234357, -0.616374, 1.0]], ['2, k, 17', [-0.175753, -0.89103, 1.0]], ['2, k, 18', [-0.156177, -1.14829, 1.0]], ['2, k, 19', [-0.170813, -1.20387, 1.0]], ['2, k, 20', [-0.311597, -0.160787, 1.0]], ['2, k, 21', [-0.909077, 0.0964172, 1.0]], ['2, k, 22', [-0.853205, 0.0404362, 1.0]], ['2, k, 23', [-0.289181, 0.50471, 1.0]], ['2, k, 24', [-0.305979, 0.465658, 1.0]]]
[['2, k, 0', [-0.301442, -0.627005, 1.0]], ['2, k, 1', [-0.305699, -0.359923, 1.0]], ['2, k, 2', [-0.305256, -0.0945174, 1.0]], ['2, k, 3', [-0.299488, 0.0362036, 1.0]], ['2, k, 4', [-0.481494, -0.183987, 1.0]], ['2, k, 5', [-0.661916, -0.0881582, 1.0]], ['2, k, 6', [-0.816742, 0.0420891, 1.0]], ['2, k, 7', [-0.869956, 0.0934243, 1.0]], ['2, k, 8', [-0.199443, -0.152917, 1.0]], ['2, k, 9', [-0.160449, 0.121806, 1.0]], ['2, k, 10', [-0.175389, 0.348568, 1.0]], ['2, k, 11', [-0.207469, 0.435938, 1.0]], ['2, k, 12', [-0.364058, -0.625175, 1.0]], ['2, k, 13', [-0.431889, -0.898041, 1.0]], ['2, k, 14', [-0.478902, -1.2229, 1.0]], ['2, k, 15', [-0.494888, -1.12981, 1.0]], ['2, k, 16', [-0.235329, -0.614164, 1.0]], ['2, k, 17', [-0.178142, -0.883776, 1.0]], ['2, k, 18', [-0.15705, -1.1544, 1.0]], ['2, k, 19', [-0.169804, -1.20946, 1.0]], ['2, k, 20', [-0.306066, -0.159729, 1.0]], ['2, k, 21', [-0.901702, 0.141946, 1.0]], ['2, k, 22', [-0.854404, 0.1017, 1.0]], ['2, k, 23', [-0.22466, 0.487622, 1.0]], ['2, k, 24', [-0.246545, 0.46199, 1.0]]]
[['2, k, 0', [-0.302456, -0.626859, 1.0]], ['2, k, 1', [-0.304823, -0.359015, 1.0]], ['2, k, 2', [-0.301819, -0.0929332, 1.0]], ['2, k, 3', [-0.296919, 0.0336336, 1.0]], ['2, k, 4', [-0.476468, -0.1786, 1.0]], ['2, k, 5', [-0.657285, -0.0612596, 1.0]], ['2, k, 6', [-0.818807, 0.109627, 1.0]], ['2, k, 7', [-0.870788, 0.185138, 1.0]], ['2, k, 8', [-0.198346, -0.153236, 1.0]], ['2, k, 9', [-0.133751, 0.115799, 1.0]], ['2, k, 10', [-0.137587, 0.354612, 1.0]], ['2, k, 11', [-0.155882, 0.439669, 1.0]], ['2, k, 12', [-0.365382, -0.625026, 1.0]], ['2, k, 13', [-0.432704, -0.898582, 1.0]], ['2, k, 14', [-0.477468, -1.19872, 1.0]], ['2, k, 15', [-0.466163, -1.10391, 1.0]], ['2, k, 16', [-0.235951, -0.614397, 1.0]], ['2, k, 17', [-0.179167, -0.885783, 1.0]], ['2, k, 18', [-0.158741, -1.15722, 1.0]], ['2, k, 19', [-0.169899, -1.21252, 1.0]], ['2, k, 20', [-0.303165, -0.158573, 1.0]], ['2, k, 21', [-0.904934, 0.24139, 1.0]], ['2, k, 22', [-0.850173, 0.227399, 1.0]], ['2, k, 23', [-0.167762, 0.490197, 1.0]], ['2, k, 24', [-0.184403, 0.462188, 1.0]]]
[['2, k, 0', [-0.303056, -0.626884, 1.0]], ['2, k, 1', [-0.301651, -0.357531, 1.0]], ['2, k, 2', [-0.291364, -0.0887604, 1.0]], ['2, k, 3', [-0.282711, 0.0338975, 1.0]], ['2, k, 4', [-0.470906, -0.174475, 1.0]], ['2, k, 5', [-0.650485, -0.0283443, 1.0]], ['2, k, 6', [-0.783238, 0.137662, 1.0]], ['2, k, 7', [-0.828566, 0.22381, 1.0]], ['2, k, 8', [-0.180219, -0.15163, 1.0]], ['2, k, 9', [-0.104537, 0.0753385, 1.0]], ['2, k, 10', [-0.0973126, 0.350956, 1.0]], ['2, k, 11', [-0.109234, 0.437536, 1.0]], ['2, k, 12', [-0.365732, -0.624881, 1.0]], ['2, k, 13', [-0.433697, -0.90015, 1.0]], ['2, k, 14', [-0.477721, -1.19928, 1.0]], ['2, k, 15', [-0.494835, -1.24779, 1.0]], ['2, k, 16', [-0.236385, -0.615088, 1.0]], ['2, k, 17', [-0.180793, -0.890982, 1.0]], ['2, k, 18', [-0.160278, -1.15826, 1.0]], ['2, k, 19', [-0.162463, -1.21336, 1.0]], ['2, k, 20', [-0.294659, -0.155384, 1.0]], ['2, k, 21', [-0.85846, 0.273145, 1.0]], ['2, k, 22', [-0.799599, 0.272051, 1.0]], ['2, k, 23', [-0.115096, 0.483216, 1.0]], ['2, k, 24', [-0.147208, 0.460194, 1.0]]]
[['2, k, 0', [-0.303683, -0.626957, 1.0]], ['2, k, 1', [-0.299974, -0.358042, 1.0]], ['2, k, 2', [-0.287204, -0.0910921, 1.0]], ['2, k, 3', [-0.279485, 0.0326312, 1.0]], ['2, k, 4', [-0.461833, -0.169544, 1.0]], ['2, k, 5', [-0.646682, 0.0146606, 1.0]], ['2, k, 6', [-0.767291, 0.193911, 1.0]], ['2, k, 7', [-0.792556, 0.266509, 1.0]], ['2, k, 8', [-0.170926, -0.146915, 1.0]], ['2, k, 9', [-0.0990419, 0.0776789, 1.0]], ['2, k, 10', [-0.0403676, 0.347257, 1.0]], ['2, k, 11', [-0.057249, 0.425782, 1.0]], ['2, k, 12', [-0.366105, -0.624577, 1.0]], ['2, k, 13', [-0.434678, -0.901308, 1.0]], ['2, k, 14', [-0.476687, -1.16355, 1.0]], ['2, k, 15', [-0.48935, -1.21323, 1.0]], ['2, k, 16', [-0.236966, -0.616091, 1.0]], ['2, k, 17', [-0.181783, -0.891732, 1.0]], ['2, k, 18', [-0.161316, -1.16088, 1.0]], ['2, k, 19', [-0.15798, -1.21521, 1.0]], ['2, k, 20', [-0.291012, -0.157226, 1.0]], ['2, k, 21', [-0.815477, 0.320517, 1.0]], ['2, k, 22', [-0.764932, 0.309691, 1.0]], ['2, k, 23', [-0.0443732, 0.474672, 1.0]], ['2, k, 24', [-0.0929613, 0.447116, 1.0]]]
[['2, k, 0', [-0.303803, -0.626214, 1.0]], ['2, k, 1', [-0.299592, -0.358412, 1.0]], ['2, k, 2', [-0.287415, -0.0941348, 1.0]], ['2, k, 3', [-0.280336, 0.0342734, 1.0]], ['2, k, 4', [-0.460303, -0.167236, 1.0]], ['2, k, 5', [-0.582584, -0.00479679, 1.0]], ['2, k, 6', [-0.721698, 0.22995, 1.0]], ['2, k, 7', [-0.749342, 0.296059, 1.0]], ['2, k, 8', [-0.156415, -0.138091, 1.0]], ['2, k, 9', [-0.0782111, 0.0700317, 1.0]], ['2, k, 10', [-0.0190649, 0.339543, 1.0]], ['2, k, 11', [-0.006115, 0.407594, 1.0]], ['2, k, 12', [-0.366125, -0.623537, 1.0]], ['2, k, 13', [-0.43525, -0.901761, 1.0]], ['2, k, 14', [-0.475332, -1.15943, 1.0]], ['2, k, 15', [-0.48268, -1.21042, 1.0]], ['2, k, 16', [-0.23697, -0.616012, 1.0]], ['2, k, 17', [-0.182722, -0.894168, 1.0]], ['2, k, 18', [-0.160052, -1.1628, 1.0]], ['2, k, 19', [-0.150992, -1.21596, 1.0]], ['2, k, 20', [-0.290882, -0.159308, 1.0]], ['2, k, 21', [-0.770828, 0.346495, 1.0]], ['2, k, 22', [-0.704763, 0.34095, 1.0]], ['2, k, 23', [-0.00229794, 0.458205, 1.0]], ['2, k, 24', [-0.0378988, 0.434325, 1.0]]]
[['2, k, 0', [-0.304169, -0.62661, 1.0]], ['2, k, 1', [-0.299141, -0.359022, 1.0]], ['2, k, 2', [-0.286953, -0.0953707, 1.0]], ['2, k, 3', [-0.280146, 0.0340479, 1.0]], ['2, k, 4', [-0.461268, -0.167202, 1.0]], ['2, k, 5', [-0.595742, 0.0427158, 1.0]], ['2, k, 6', [-0.6907, 0.243661, 1.0]], ['2, k, 7', [-0.710158, 0.327949, 1.0]], ['2, k, 8', [-0.155776, -0.137806, 1.0]], ['2, k, 9', [-0.0301225, 0.0771345, 1.0]], ['2, k, 10', [0.033867, 0.276831, 1.0]], ['2, k, 11', [0.0424238, 0.369617, 1.0]], ['2, k, 12', [-0.366607, -0.623691, 1.0]], ['2, k, 13', [-0.435474, -0.902193, 1.0]], ['2, k, 14', [-0.481402, -1.22234, 1.0]], ['2, k, 15', [-0.487108, -1.27037, 1.0]], ['2, k, 16', [-0.237122, -0.616687, 1.0]], ['2, k, 17', [-0.183607, -0.896199, 1.0]], ['2, k, 18', [-0.158399, -1.16579, 1.0]], ['2, k, 19', [-0.148479, -1.21865, 1.0]], ['2, k, 20', [-0.290366, -0.160455, 1.0]], ['2, k, 21', [-0.723616, 0.382375, 1.0]], ['2, k, 22', [-0.679538, 0.365896, 1.0]], ['2, k, 23', [0.0481227, 0.418206, 1.0]], ['2, k, 24', [0.00978022, 0.406788, 1.0]]]
[['2, k, 0', [-0.305641, -0.628561, 1.0]], ['2, k, 1', [-0.298812, -0.360377, 1.0]], ['2, k, 2', [-0.286454, -0.0965171, 1.0]], ['2, k, 3', [-0.278434, 0.0326304, 1.0]], ['2, k, 4', [-0.459644, -0.166936, 1.0]], ['2, k, 5', [-0.583607, 0.0803577, 1.0]], ['2, k, 6', [-0.658299, 0.303358, 1.0]], ['2, k, 7', [-0.669611, 0.364247, 1.0]], ['2, k, 8', [-0.147333, -0.139664, 1.0]], ['2, k, 9', [-0.021012, 0.0663038, 1.0]], ['2, k, 10', [0.0621641, 0.28091, 1.0]], ['2, k, 11', [0.088256, 0.365411, 1.0]], ['2, k, 12', [-0.367914, -0.624555, 1.0]], ['2, k, 13', [-0.435564, -0.90268, 1.0]], ['2, k, 14', [-0.472815, -1.22928, 1.0]], ['2, k, 15', [-0.473529, -1.27662, 1.0]], ['2, k, 16', [-0.238361, -0.620258, 1.0]], ['2, k, 17', [-0.183869, -0.898532, 1.0]], ['2, k, 18', [-0.158668, -1.16391, 1.0]], ['2, k, 19', [-0.146016, -1.21616, 1.0]], ['2, k, 20', [-0.289872, -0.16172, 1.0]], ['2, k, 21', [-0.679638, 0.417389, 1.0]], ['2, k, 22', [-0.619959, 0.387187, 1.0]], ['2, k, 23', [0.105914, 0.420068, 1.0]], ['2, k, 24', [0.057282, 0.390905, 1.0]]]
