[['2, k, 0', [-0.0709786, -0.392478, 1.0]], ['2, k, 1', [-0.041389, -0.0543901, 1.0]], ['2, k, 2', [-0.0122444, 0.276814, 1.0]], ['2, k, 3', [-0.00415679, 0.426162, 1.0]], ['2, k, 4', [-0.185639, 0.190484, 1.0]], ['2, k, 5', [-0.301314, 0.109687, 1.0]], ['2, k, 6', [-0.286676, 0.0108928, 1.0]], ['2, k, 7', [-0.262313, -0.056847, 1.0]], ['2, k, 8', [0.149353, 0.172837, 1.0]], ['2, k, 9', [0.250519, 0.0727334, 1.0]], ['2, k, 10', [0.260338, -0.000401198, 1.0]], ['2, k, 11', [0.230252, -0.0597996, 1.0]], ['2, k, 12', [-0.146371, -0.383871, 1.0]], ['2, k, 13', [-0.209164, -0.720353, 1.0]], ['2, k, 14', [-0.166177, -0.71903, 1.0]], ['2, k, 15', [-0.123055, -0.788013, 1.0]], ['2, k, 16', [0.00607465, -0.391907, 1.0]], ['2, k, 17', [0.218427, -0.661841, 1.0]], ['2, k, 18', [0.0732138, -0.709667, 1.0]], ['2, k, 19', [0.0488406, -0.793376, 1.0]], ['2, k, 20', [-0.0194765, 0.194957, 1.0]], ['2, k, 21', [-0.253904, -0.0974933, 1.0]], ['2, k, 22', [-0.292189, -0.0477861, 1.0]], ['2, k, 23', [0.225712, -0.108188, 1.0]], ['2, k, 24', [0.266271, -0.0570109, 1.0]]]
[['2, k, 0', [-0.0405543, -0.509149, 1.0]], ['2, k, 1', [-0.0286867, -0.197463, 1.0]], ['2, k, 2', [-0.0178493, 0.11292, 1.0]], ['2, k, 3', [-0.0118497, 0.25123, 1.0]], ['2, k, 4', [-0.151231, -0.0266591, 1.0]], ['2, k, 5', [-0.167414, 0.0286453, 1.0]], ['2, k, 6', [-0.18752, 0.0895274, 1.0]], ['2, k, 7', [-0.180164, 0.117336, 1.0]], ['2, k, 8', [0.112123, -0.00569575, 1.0]], ['2, k, 9', [0.189794, 0.06566, 1.0]], ['2, k, 10', [0.231485, 0.0777732, 1.0]], ['2, k, 11', [0.228778, 0.144974, 1.0]], ['2, k, 12', [-0.116012, -0.506384, 1.0]], ['2, k, 13', [-0.304722, -0.636341, 1.0]], ['2, k, 14', [-0.202722, -0.942091, 1.0]], ['2, k, 15', [-0.22437, -1.05949, 1.0]], ['2, k, 16', [0.0357125, -0.50154, 1.0]], ['2, k, 17', [0.173484, -0.724042, 1.0]], ['2, k, 18', [0.210703, -1.05002, 1.0]], ['2, k, 19', [0.212072, -1.11227, 1.0]], ['2, k, 20', [-0.0204634, 0.0357087, 1.0]], ['2, k, 21', [-0.170276, 0.12228, 1.0]], ['2, k, 22', [-0.183047, 0.102847, 1.0]], ['2, k, 23', [0.25111, 0.145865, 1.0]], ['2, k, 24', [0.183791, 0.142849, 1.0]]]
[['2, k, 0', [-0.0372969, -0.488075, 1.0]], ['2, k, 1', [-0.028099, -0.176616, 1.0]], ['2, k, 2', [-0.0189662, 0.131706, 1.0]], ['2, k, 3', [-0.0110927, 0.285363, 1.0]], ['2, k, 4', [-0.154561, -0.0061861, 1.0]], ['2, k, 5', [-0.161619, 0.0569699, 1.0]], ['2, k, 6', [-0.179238, 0.115038, 1.0]], ['2, k, 7', [-0.172869, 0.149804, 1.0]], ['2, k, 8', [0.112545, 0.0451981, 1.0]], ['2, k, 9', [0.19658, 0.0819835, 1.0]], ['2, k, 10', [0.232261, 0.138299, 1.0]], ['2, k, 11', [0.230086, 0.177238, 1.0]], ['2, k, 12', [-0.111608, -0.486446, 1.0]], ['2, k, 13', [-0.306458, -0.647061, 1.0]], ['2, k, 14', [-0.386176, -0.962308, 1.0]], ['2, k, 15', [-0.330087, -1.06842, 1.0]], ['2, k, 16', [0.0377236, -0.479696, 1.0]], ['2, k, 17', [0.175167, -0.724596, 1.0]], ['2, k, 18', [0.200098, -1.05015, 1.0]], ['2, k, 19', [0.204558, -1.11156, 1.0]], ['2, k, 20', [-0.021234, 0.0551895, 1.0]], ['2, k, 21', [-0.164284, 0.150632, 1.0]], ['2, k, 22', [-0.197685, 0.1643, 1.0]], ['2, k, 23', [0.243719, 0.182489, 1.0]], ['2, k, 24', [0.19605, 0.17712, 1.0]]]
[['2, k, 0', [-0.0380961, -0.466275, 1.0]], ['2, k, 1', [-0.0260143, -0.152352, 1.0]], ['2, k, 2', [-0.0137532, 0.159257, 1.0]], ['2, k, 3', [-0.0119557, 0.307707, 1.0]], ['2, k, 4', [-0.153217, 0.0260209, 1.0]], ['2, k, 5', [-0.164246, 0.0841525, 1.0]], ['2, k, 6', [-0.191032, 0.139858, 1.0]], ['2, k, 7', [-0.17428, 0.177334, 1.0]], ['2, k, 8', [0.119675, 0.0866961, 1.0]], ['2, k, 9', [0.196362, 0.0861596, 1.0]], ['2, k, 10', [0.231693, 0.149943, 1.0]], ['2, k, 11', [0.232882, 0.201673, 1.0]], ['2, k, 12', [-0.107936, -0.46573, 1.0]], ['2, k, 13', [-0.305037, -0.662207, 1.0]], ['2, k, 14', [-0.321867, -0.987338, 1.0]], ['2, k, 15', [-0.313242, -1.04806, 1.0]], ['2, k, 16', [0.032293, -0.45666, 1.0]], ['2, k, 17', [0.180641, -0.705958, 1.0]], ['2, k, 18', [0.196282, -1.0355, 1.0]], ['2, k, 19', [0.199595, -1.09574, 1.0]], ['2, k, 20', [-0.0168697, 0.0817971, 1.0]], ['2, k, 21', [-0.165847, 0.179557, 1.0]], ['2, k, 22', [-0.18889, 0.204366, 1.0]], ['2, k, 23', [0.242564, 0.209095, 1.0]], ['2, k, 24', [0.212005, 0.226496, 1.0]]]
[['2, k, 0', [-0.038822, -0.463683, 1.0]], ['2, k, 1', [-0.0263057, -0.152428, 1.0]], ['2, k, 2', [-0.015216, 0.153353, 1.0]], ['2, k, 3', [-0.0127719, 0.319441, 1.0]], ['2, k, 4', [-0.15313, 0.025927, 1.0]], ['2, k, 5', [-0.281565, 0.0894694, 1.0]], ['2, k, 6', [-0.216497, 0.148576, 1.0]], ['2, k, 7', [-0.171544, 0.203591, 1.0]], ['2, k, 8', [0.118528, 0.0836747, 1.0]], ['2, k, 9', [0.188899, 0.154068, 1.0]], ['2, k, 10', [0.234041, 0.185037, 1.0]], ['2, k, 11', [0.234305, 0.227667, 1.0]], ['2, k, 12', [-0.108348, -0.463145, 1.0]], ['2, k, 13', [-0.302484, -0.662462, 1.0]], ['2, k, 14', [-0.276594, -0.99258, 1.0]], ['2, k, 15', [-0.268043, -1.0527, 1.0]], ['2, k, 16', [0.0313398, -0.454383, 1.0]], ['2, k, 17', [0.189436, -0.697227, 1.0]], ['2, k, 18', [0.207318, -1.02779, 1.0]], ['2, k, 19', [0.21087, -1.08763, 1.0]], ['2, k, 20', [-0.0179688, 0.0783045, 1.0]], ['2, k, 21', [-0.149103, 0.207422, 1.0]], ['2, k, 22', [-0.187251, 0.227358, 1.0]], ['2, k, 23', [0.241998, 0.238922, 1.0]], ['2, k, 24', [0.20171, 0.231892, 1.0]]]
[['2, k, 0', [-0.03843, -0.434026, 1.0]], ['2, k, 1', [-0.0275565, -0.104069, 1.0]], ['2, k, 2', [-0.0169341, 0.215762, 1.0]], ['2, k, 3', [-0.0120781, 0.347611, 1.0]], ['2, k, 4', [-0.153123, 0.0863641, 1.0]], ['2, k, 5', [-0.211928, 0.142397, 1.0]], ['2, k, 6', [-0.209151, 0.187626, 1.0]], ['2, k, 7', [-0.182744, 0.226879, 1.0]], ['2, k, 8', [0.117072, 0.103608, 1.0]], ['2, k, 9', [0.191337, 0.155455, 1.0]], ['2, k, 10', [0.233453, 0.201702, 1.0]], ['2, k, 11', [0.234327, 0.249828, 1.0]], ['2, k, 12', [-0.104784, -0.431936, 1.0]], ['2, k, 13', [-0.295215, -0.661875, 1.0]], ['2, k, 14', [-0.263297, -0.990949, 1.0]], ['2, k, 15', [-0.258966, -1.04911, 1.0]], ['2, k, 16', [0.028878, -0.427114, 1.0]], ['2, k, 17', [0.120623, -0.741069, 1.0]], ['2, k, 18', [0.175676, -1.06432, 1.0]], ['2, k, 19', [0.160736, -0.925826, 1.0]], ['2, k, 20', [-0.0195928, 0.136939, 1.0]], ['2, k, 21', [-0.160928, 0.242708, 1.0]], ['2, k, 22', [-0.197216, 0.246714, 1.0]], ['2, k, 23', [0.240061, 0.267566, 1.0]], ['2, k, 24', [0.202586, 0.258528, 1.0]]]
[['2, k, 0', [-0.0330532, -0.41698, 1.0]], ['2, k, 1', [-0.025368, -0.0960558, 1.0]], ['2, k, 2', [-0.0163321, 0.220616, 1.0]], ['2, k, 3', [-0.0125844, 0.368677, 1.0]], ['2, k, 4', [-0.151425, 0.0992431, 1.0]], ['2, k, 5', [-0.209128, 0.158347, 1.0]], ['2, k, 6', [-0.207693, 0.212711, 1.0]], ['2, k, 7', [-0.178088, 0.253305, 1.0]], ['2, k, 8', [0.116791, 0.11651, 1.0]], ['2, k, 9', [0.211025, 0.15774, 1.0]], ['2, k, 10', [0.236045, 0.226562, 1.0]], ['2, k, 11', [0.235492, 0.274175, 1.0]], ['2, k, 12', [-0.0980295, -0.412599, 1.0]], ['2, k, 13', [-0.281686, -0.645917, 1.0]], ['2, k, 14', [-0.261565, -0.974381, 1.0]], ['2, k, 15', [-0.2572, -1.03293, 1.0]], ['2, k, 16', [0.0328714, -0.412425, 1.0]], ['2, k, 17', [0.182515, -0.680554, 1.0]], ['2, k, 18', [0.169175, -1.01002, 1.0]], ['2, k, 19', [0.169118, -1.06827, 1.0]], ['2, k, 20', [-0.0186762, 0.142254, 1.0]], ['2, k, 21', [-0.140029, 0.262983, 1.0]], ['2, k, 22', [-0.190814, 0.275989, 1.0]], ['2, k, 23', [0.239826, 0.291469, 1.0]], ['2, k, 24', [0.200119, 0.285816, 1.0]]]
[['2, k, 0', [-0.0357607, -0.397688, 1.0]], ['2, k, 1', [-0.0247725, -0.084078, 1.0]], ['2, k, 2', [-0.0146508, 0.226668, 1.0]], ['2, k, 3', [-0.0109635, 0.384271, 1.0]], ['2, k, 4', [-0.151686, 0.101368, 1.0]], ['2, k, 5', [-0.211864, 0.207602, 1.0]], ['2, k, 6', [-0.198047, 0.234526, 1.0]], ['2, k, 7', [-0.177508, 0.273619, 1.0]], ['2, k, 8', [0.117064, 0.122569, 1.0]], ['2, k, 9', [0.205205, 0.186896, 1.0]], ['2, k, 10', [0.237001, 0.241176, 1.0]], ['2, k, 11', [0.23784, 0.293328, 1.0]], ['2, k, 12', [-0.100279, -0.392095, 1.0]], ['2, k, 13', [-0.25289, -0.619867, 1.0]], ['2, k, 14', [-0.251766, -0.945456, 1.0]], ['2, k, 15', [-0.202498, -0.822207, 1.0]], ['2, k, 16', [0.029679, -0.395117, 1.0]], ['2, k, 17', [0.0644701, -0.729995, 1.0]], ['2, k, 18', [0.219304, -1.02206, 1.0]], ['2, k, 19', [0.163597, -0.893747, 1.0]], ['2, k, 20', [-0.0171408, 0.149461, 1.0]], ['2, k, 21', [-0.160092, 0.282305, 1.0]], ['2, k, 22', [-0.193905, 0.294934, 1.0]], ['2, k, 23', [0.237406, 0.3094, 1.0]], ['2, k, 24', [0.198152, 0.291616, 1.0]]]
[['2, k, 0', [-0.0386839, -0.391334, 1.0]], ['2, k, 1', [-0.0263939, -0.0727636, 1.0]], ['2, k, 2', [-0.0135997, 0.242096, 1.0]], ['2, k, 3', [-0.0108221, 0.393199, 1.0]], ['2, k, 4', [-0.150334, 0.126091, 1.0]], ['2, k, 5', [-0.2083, 0.198431, 1.0]], ['2, k, 6', [-0.201332, 0.242304, 1.0]], ['2, k, 7', [-0.181263, 0.289924, 1.0]], ['2, k, 8', [0.116828, 0.127609, 1.0]], ['2, k, 9', [0.206671, 0.193087, 1.0]], ['2, k, 10', [0.237643, 0.256791, 1.0]], ['2, k, 11', [0.23647, 0.305654, 1.0]], ['2, k, 12', [-0.103641, -0.384021, 1.0]], ['2, k, 13', [-0.246773, -0.62076, 1.0]], ['2, k, 14', [-0.230311, -0.946065, 1.0]], ['2, k, 15', [-0.190556, -0.821112, 1.0]], ['2, k, 16', [0.0271557, -0.390373, 1.0]], ['2, k, 17', [0.151286, -0.701422, 1.0]], ['2, k, 18', [-0.0961023, -0.888674, 1.0]], ['2, k, 19', [0.0152803, -0.818263, 1.0]], ['2, k, 20', [-0.0168469, 0.164098, 1.0]], ['2, k, 21', [-0.161319, 0.304787, 1.0]], ['2, k, 22', [-0.186982, 0.314402, 1.0]], ['2, k, 23', [0.236816, 0.325436, 1.0]], ['2, k, 24', [0.201133, 0.307326, 1.0]]]
[['2, k, 0', [-0.0437471, -0.380707, 1.0]], ['2, k, 1', [-0.0276147, -0.0737685, 1.0]], ['2, k, 2', [-0.0175703, 0.219943, 1.0]], ['2, k, 3', [-0.0115673, 0.387441, 1.0]], ['2, k, 4', [-0.150934, 0.130917, 1.0]], ['2, k, 5', [-0.207577, 0.202279, 1.0]], ['2, k, 6', [-0.198438, 0.259735, 1.0]], ['2, k, 7', [-0.180532, 0.30369, 1.0]], ['2, k, 8', [0.116505, 0.131787, 1.0]], ['2, k, 9', [0.205775, 0.204641, 1.0]], ['2, k, 10', [0.240802, 0.267947, 1.0]], ['2, k, 11', [0.24005, 0.319396, 1.0]], ['2, k, 12', [-0.11208, -0.370143, 1.0]], ['2, k, 13', [-0.227913, -0.636946, 1.0]], ['2, k, 14', [-0.21572, -0.961183, 1.0]], ['2, k, 15', [-0.213924, -1.01959, 1.0]], ['2, k, 16', [0.024891, -0.382584, 1.0]], ['2, k, 17', [0.21829, -0.635313, 1.0]], ['2, k, 18', [0.137369, -0.952112, 1.0]], ['2, k, 19', [0.10808, -0.825129, 1.0]], ['2, k, 20', [-0.0201435, 0.150138, 1.0]], ['2, k, 21', [-0.164939, 0.319953, 1.0]], ['2, k, 22', [-0.191316, 0.327903, 1.0]], ['2, k, 23', [0.237027, 0.343139, 1.0]], ['2, k, 24', [0.210144, 0.330597, 1.0]]]
[['2, k, 0', [-0.0282163, -0.350209, 1.0]], ['2, k, 1', [-0.0228176, -0.0469507, 1.0]], ['2, k, 2', [-0.0168698, 0.257815, 1.0]], ['2, k, 3', [-0.00991726, 0.407619, 1.0]], ['2, k, 4', [-0.151729, 0.143036, 1.0]], ['2, k, 5', [-0.208609, 0.205019, 1.0]], ['2, k, 6', [-0.195772, 0.270316, 1.0]], ['2, k, 7', [-0.182525, 0.316379, 1.0]], ['2, k, 8', [0.118236, 0.154259, 1.0]], ['2, k, 9', [0.206284, 0.207386, 1.0]], ['2, k, 10', [0.244309, 0.279989, 1.0]], ['2, k, 11', [0.242639, 0.333773, 1.0]], ['2, k, 12', [-0.100523, -0.346996, 1.0]], ['2, k, 13', [-0.2253, -0.596757, 1.0]], ['2, k, 14', [-0.210003, -0.918654, 1.0]], ['2, k, 15', [-0.204561, -0.978312, 1.0]], ['2, k, 16', [0.0451623, -0.345286, 1.0]], ['2, k, 17', [0.173923, -0.62991, 1.0]], ['2, k, 18', [0.0861175, -0.943487, 1.0]], ['2, k, 19', [0.0867484, -0.812556, 1.0]], ['2, k, 20', [-0.0183779, 0.180562, 1.0]], ['2, k, 21', [-0.163982, 0.332196, 1.0]], ['2, k, 22', [-0.193134, 0.339912, 1.0]], ['2, k, 23', [0.241377, 0.353197, 1.0]], ['2, k, 24', [0.20213, 0.336036, 1.0]]]
[['2, k, 0', [-0.0271754, -0.350777, 1.0]], ['2, k, 1', [-0.022066, -0.0460534, 1.0]], ['2, k, 2', [-0.0163771, 0.259442, 1.0]], ['2, k, 3', [-0.00921903, 0.411133, 1.0]], ['2, k, 4', [-0.152479, 0.144347, 1.0]], ['2, k, 5', [-0.210888, 0.215884, 1.0]], ['2, k, 6', [-0.196664, 0.276824, 1.0]], ['2, k, 7', [-0.183692, 0.325229, 1.0]], ['2, k, 8', [0.118328, 0.152945, 1.0]], ['2, k, 9', [0.207533, 0.222441, 1.0]], ['2, k, 10', [0.241941, 0.300517, 1.0]], ['2, k, 11', [0.241953, 0.345298, 1.0]], ['2, k, 12', [-0.0998107, -0.347185, 1.0]], ['2, k, 13', [-0.221988, -0.598005, 1.0]], ['2, k, 14', [-0.208041, -0.917395, 1.0]], ['2, k, 15', [-0.203602, -0.976919, 1.0]], ['2, k, 16', [0.0465583, -0.346651, 1.0]], ['2, k, 17', [0.174903, -0.62961, 1.0]], ['2, k, 18', [0.0900221, -0.94356, 1.0]], ['2, k, 19', [0.0914183, -1.0029, 1.0]], ['2, k, 20', [-0.017696, 0.182646, 1.0]], ['2, k, 21', [-0.166399, 0.340607, 1.0]], ['2, k, 22', [-0.193659, 0.346357, 1.0]], ['2, k, 23', [0.237346, 0.36992, 1.0]], ['2, k, 24', [0.202416, 0.340241, 1.0]]]
[['2, k, 0', [-0.0265272, -0.350924, 1.0]], ['2, k, 1', [-0.0214956, -0.0450429, 1.0]], ['2, k, 2', [-0.0159326, 0.261102, 1.0]], ['2, k, 3', [-0.00843456, 0.413422, 1.0]], ['2, k, 4', [-0.152882, 0.145058, 1.0]], ['2, k, 5', [-0.233594, 0.211306, 1.0]], ['2, k, 6', [-0.19633, 0.283431, 1.0]], ['2, k, 7', [-0.184378, 0.331588, 1.0]], ['2, k, 8', [0.118851, 0.152041, 1.0]], ['2, k, 9', [0.20926, 0.218711, 1.0]], ['2, k, 10', [0.242481, 0.302929, 1.0]], ['2, k, 11', [0.240864, 0.351016, 1.0]], ['2, k, 12', [-0.0993701, -0.347086, 1.0]], ['2, k, 13', [-0.137739, -0.607071, 1.0]], ['2, k, 14', [-0.178381, -0.907317, 1.0]], ['2, k, 15', [-0.174831, -0.966801, 1.0]], ['2, k, 16', [0.0473526, -0.347286, 1.0]], ['2, k, 17', [0.175115, -0.631128, 1.0]], ['2, k, 18', [0.0898949, -0.944117, 1.0]], ['2, k, 19', [0.090718, -1.00326, 1.0]], ['2, k, 20', [-0.0171766, 0.184535, 1.0]], ['2, k, 21', [-0.155323, 0.344854, 1.0]], ['2, k, 22', [-0.188728, 0.355617, 1.0]], ['2, k, 23', [0.246773, 0.371097, 1.0]], ['2, k, 24', [0.206131, 0.360931, 1.0]]]
[['2, k, 0', [-0.0271061, -0.352622, 1.0]], ['2, k, 1', [-0.0214998, -0.044691, 1.0]], ['2, k, 2', [-0.015727, 0.262498, 1.0]], ['2, k, 3', [-0.00840366, 0.415192, 1.0]], ['2, k, 4', [-0.15257, 0.14695, 1.0]], ['2, k, 5', [-0.218375, 0.219601, 1.0]], ['2, k, 6', [-0.194099, 0.291712, 1.0]], ['2, k, 7', [-0.184759, 0.338369, 1.0]], ['2, k, 8', [0.118885, 0.151911, 1.0]], ['2, k, 9', [0.210276, 0.217073, 1.0]], ['2, k, 10', [0.244511, 0.306515, 1.0]], ['2, k, 11', [0.246862, 0.355978, 1.0]], ['2, k, 12', [-0.100134, -0.347736, 1.0]], ['2, k, 13', [-0.13844, -0.611327, 1.0]], ['2, k, 14', [-0.178275, -0.90955, 1.0]], ['2, k, 15', [-0.175559, -0.968402, 1.0]], ['2, k, 16', [0.0468399, -0.350291, 1.0]], ['2, k, 17', [0.159373, -0.633447, 1.0]], ['2, k, 18', [0.0986707, -0.946899, 1.0]], ['2, k, 19', [0.0985738, -1.0054, 1.0]], ['2, k, 20', [-0.0170773, 0.185703, 1.0]], ['2, k, 21', [-0.169073, 0.355289, 1.0]], ['2, k, 22', [-0.203639, 0.359394, 1.0]], ['2, k, 23', [0.241597, 0.37625, 1.0]], ['2, k, 24', [0.209345, 0.363514, 1.0]]]
[['2, k, 0', [-0.0252834, -0.3538, 1.0]], ['2, k, 1', [-0.0207902, -0.0444013, 1.0]], ['2, k, 2', [-0.0147934, 0.26343, 1.0]], ['2, k, 3', [-0.00826072, 0.416777, 1.0]], ['2, k, 4', [-0.152481, 0.147491, 1.0]], ['2, k, 5', [-0.226956, 0.214986, 1.0]], ['2, k, 6', [-0.194495, 0.297094, 1.0]], ['2, k, 7', [-0.183363, 0.342512, 1.0]], ['2, k, 8', [0.119201, 0.15167, 1.0]], ['2, k, 9', [0.216501, 0.213527, 1.0]], ['2, k, 10', [0.244444, 0.309102, 1.0]], ['2, k, 11', [0.24294, 0.361244, 1.0]], ['2, k, 12', [-0.0987315, -0.349079, 1.0]], ['2, k, 13', [-0.240435, -0.614128, 1.0]], ['2, k, 14', [-0.198034, -0.926565, 1.0]], ['2, k, 15', [-0.195349, -0.984923, 1.0]], ['2, k, 16', [0.0488824, -0.351271, 1.0]], ['2, k, 17', [0.142407, -0.654193, 1.0]], ['2, k, 18', [0.0782583, -0.964363, 1.0]], ['2, k, 19', [0.0720515, -0.828233, 1.0]], ['2, k, 20', [-0.0162222, 0.186562, 1.0]], ['2, k, 21', [-0.166356, 0.359178, 1.0]], ['2, k, 22', [-0.204519, 0.362397, 1.0]], ['2, k, 23', [0.253112, 0.388887, 1.0]], ['2, k, 24', [0.206767, 0.370749, 1.0]]]
[['2, k, 0', [-0.0223413, -0.357188, 1.0]], ['2, k, 1', [-0.0199673, -0.0444079, 1.0]], ['2, k, 2', [-0.0142466, 0.26465, 1.0]], ['2, k, 3', [-0.00779476, 0.417605, 1.0]], ['2, k, 4', [-0.152745, 0.148451, 1.0]], ['2, k, 5', [-0.229334, 0.21486, 1.0]], ['2, k, 6', [-0.195022, 0.301328, 1.0]], ['2, k, 7', [-0.187073, 0.345699, 1.0]], ['2, k, 8', [0.119277, 0.151306, 1.0]], ['2, k, 9', [0.216749, 0.21318, 1.0]], ['2, k, 10', [0.245326, 0.312666, 1.0]], ['2, k, 11', [0.245911, 0.362391, 1.0]], ['2, k, 12', [-0.0960011, -0.352675, 1.0]], ['2, k, 13', [-0.133169, -0.610117, 1.0]], ['2, k, 14', [-0.178133, -0.902779, 1.0]], ['2, k, 15', [-0.176124, -0.960827, 1.0]], ['2, k, 16', [0.0518486, -0.354338, 1.0]], ['2, k, 17', [0.147197, -0.653098, 1.0]], ['2, k, 18', [0.082263, -0.961938, 1.0]], ['2, k, 19', [0.0724985, -0.826926, 1.0]], ['2, k, 20', [-0.0156228, 0.187437, 1.0]], ['2, k, 21', [-0.171115, 0.3622, 1.0]], ['2, k, 22', [-0.234216, 0.364519, 1.0]], ['2, k, 23', [0.244546, 0.386443, 1.0]], ['2, k, 24', [0.208372, 0.371198, 1.0]]]
[['2, k, 0', [-0.0219315, -0.356945, 1.0]], ['2, k, 1', [-0.0192946, -0.0433606, 1.0]], ['2, k, 2', [-0.0139815, 0.266757, 1.0]], ['2, k, 3', [-0.00756226, 0.41881, 1.0]], ['2, k, 4', [-0.1526, 0.149259, 1.0]], ['2, k, 5', [-0.239361, 0.21228, 1.0]], ['2, k, 6', [-0.196151, 0.30246, 1.0]], ['2, k, 7', [-0.188371, 0.345718, 1.0]], ['2, k, 8', [0.119375, 0.151293, 1.0]], ['2, k, 9', [0.219119, 0.211752, 1.0]], ['2, k, 10', [0.246224, 0.314981, 1.0]], ['2, k, 11', [0.247733, 0.365823, 1.0]], ['2, k, 12', [-0.0956598, -0.35246, 1.0]], ['2, k, 13', [-0.244827, -0.58165, 1.0]], ['2, k, 14', [-0.216907, -0.89409, 1.0]], ['2, k, 15', [-0.214952, -0.952015, 1.0]], ['2, k, 16', [0.0523058, -0.354078, 1.0]], ['2, k, 17', [0.160561, -0.658294, 1.0]], ['2, k, 18', [0.0474189, -0.946934, 1.0]], ['2, k, 19', [0.0612633, -0.808573, 1.0]], ['2, k, 20', [-0.015201, 0.189521, 1.0]], ['2, k, 21', [-0.165827, 0.372667, 1.0]], ['2, k, 22', [-0.231053, 0.367253, 1.0]], ['2, k, 23', [0.254512, 0.387435, 1.0]], ['2, k, 24', [0.208655, 0.375157, 1.0]]]
[['2, k, 0', [-0.021906, -0.356898, 1.0]], ['2, k, 1', [-0.0190389, -0.0430991, 1.0]], ['2, k, 2', [-0.0133199, 0.267566, 1.0]], ['2, k, 3', [-0.00717998, 0.418824, 1.0]], ['2, k, 4', [-0.152588, 0.149259, 1.0]], ['2, k, 5', [-0.238133, 0.212986, 1.0]], ['2, k, 6', [-0.196968, 0.304641, 1.0]], ['2, k, 7', [-0.189095, 0.346839, 1.0]], ['2, k, 8', [0.121123, 0.153911, 1.0]], ['2, k, 9', [0.212629, 0.222383, 1.0]], ['2, k, 10', [0.247022, 0.316439, 1.0]], ['2, k, 11', [0.248553, 0.367787, 1.0]], ['2, k, 12', [-0.0958477, -0.352522, 1.0]], ['2, k, 13', [-0.260964, -0.623738, 1.0]], ['2, k, 14', [-0.160802, -0.918134, 1.0]], ['2, k, 15', [-0.158912, -0.785145, 1.0]], ['2, k, 16', [0.0524595, -0.353965, 1.0]], ['2, k, 17', [0.15624, -0.621192, 1.0]], ['2, k, 18', [0.0996632, -0.928786, 1.0]], ['2, k, 19', [0.0781974, -0.802187, 1.0]], ['2, k, 20', [-0.0146616, 0.190266, 1.0]], ['2, k, 21', [-0.170185, 0.364487, 1.0]], ['2, k, 22', [-0.204974, 0.366944, 1.0]], ['2, k, 23', [0.256313, 0.392683, 1.0]], ['2, k, 24', [0.208201, 0.373311, 1.0]]]
[['2, k, 0', [-0.021158, -0.357216, 1.0]], ['2, k, 1', [-0.0186312, -0.043117, 1.0]], ['2, k, 2', [-0.0132992, 0.267544, 1.0]], ['2, k, 3', [-0.00647677, 0.418314, 1.0]], ['2, k, 4', [-0.152197, 0.149114, 1.0]], ['2, k, 5', [-0.242549, 0.213935, 1.0]], ['2, k, 6', [-0.197042, 0.305493, 1.0]], ['2, k, 7', [-0.186821, 0.348148, 1.0]], ['2, k, 8', [0.121529, 0.155829, 1.0]], ['2, k, 9', [0.22261, 0.215768, 1.0]], ['2, k, 10', [0.247449, 0.317723, 1.0]], ['2, k, 11', [0.248715, 0.368476, 1.0]], ['2, k, 12', [-0.0950904, -0.353031, 1.0]], ['2, k, 13', [-0.157487, -0.601677, 1.0]], ['2, k, 14', [-0.184997, -0.901232, 1.0]], ['2, k, 15', [-0.181825, -0.958956, 1.0]], ['2, k, 16', [0.0532221, -0.354101, 1.0]], ['2, k, 17', [0.169344, -0.623669, 1.0]], ['2, k, 18', [0.0954822, -0.930189, 1.0]], ['2, k, 19', [0.0812184, -0.796721, 1.0]], ['2, k, 20', [-0.0145811, 0.190259, 1.0]], ['2, k, 21', [-0.166704, 0.375333, 1.0]], ['2, k, 22', [-0.237924, 0.362594, 1.0]], ['2, k, 23', [0.248363, 0.396561, 1.0]], ['2, k, 24', [0.208543, 0.374229, 1.0]]]
