[['2, k, 0', [-0.3862378, 0.0132187, 1.0]], ['2, k, 1', [-0.4083534, 0.3190156, 1.0]], ['2, k, 2', [-0.4267578, 0.613198, 1.0]], ['2, k, 3', [-0.4340899, 0.7451192, 1.0]], ['2, k, 4', [-0.5916142, 0.5008054, 1.0]], ['2, k, 5', [-0.6807894, 0.2816125, 1.0]], ['2, k, 6', [-0.712876, 0.08253676, 1.0]], ['2, k, 7', [-0.7046758, 0.005836233, 1.0]], ['2, k, 8', [-0.2381437, 0.5398116, 1.0]], ['2, k, 9', [-0.07664528, 0.3450318, 1.0]], ['2, k, 10', [0.08363557, 0.2106993, 1.0]], ['2, k, 11', [0.1505894, 0.150733, 1.0]], ['2, k, 12', [-0.4595175, 0.01180558, 1.0]], ['2, k, 13', [-0.4593029, -0.3557069, 1.0]], ['2, k, 14', [-0.473561, -0.6591592, 1.0]], ['2, k, 15', [-0.492016, -0.7275943, 1.0]], ['2, k, 16', [-0.300689, 0.01362923, 1.0]], ['2, k, 17', [-0.2653981, -0.3803467, 1.0]], ['2, k, 18', [-0.1972235, -0.6399236, 1.0]], ['2, k, 19', [-0.1662023, -0.7027251, 1.0]], ['2, k, 20', [-0.422751, 0.5412056, 1.0]], ['2, k, 21', [-0.6967811, -0.07626096, 1.0]], ['2, k, 22', [-0.6441124, -0.01029154, 1.0]], ['2, k, 23', [0.2045108, 0.09991357, 1.0]], ['2, k, 24', [0.1347357, 0.1579733, 1.0]]]
[['2, k, 0', [-0.3921689, 0.01938378, 1.0]], ['2, k, 1', [-0.4026784, 0.3271275, 1.0]], ['2, k, 2', [-0.4108084, 0.6233509, 1.0]], ['2, k, 3', [-0.407085, 0.7560914, 1.0]], ['2, k, 4', [-0.5806488, 0.5253477, 1.0]], ['2, k, 5', [-0.6651941, 0.2900122, 1.0]], ['2, k, 6', [-0.6538611, 0.07975694, 1.0]], ['2, k, 7', [-0.6301431, 0.03988516, 1.0]], ['2, k, 8', [-0.2276371, 0.5393071, 1.0]], ['2, k, 9', [-0.1270122, 0.3398319, 1.0]], ['2, k, 10', [-0.1598507, 0.1366174, 1.0]], ['2, k, 11', [-0.2149097, 0.1016647, 1.0]], ['2, k, 12', [-0.467328, 0.02199158, 1.0]], ['2, k, 13', [-0.4725855, -0.348842, 1.0]], ['2, k, 14', [-0.4698992, -0.6581625, 1.0]], ['2, k, 15', [-0.4894731, -0.7264404, 1.0]], ['2, k, 16', [-0.3046234, 0.0158419, 1.0]], ['2, k, 17', [-0.2746124, -0.3772292, 1.0]], ['2, k, 18', [-0.1645648, -0.7132378, 1.0]], ['2, k, 19', [-0.1899882, -0.704493, 1.0]], ['2, k, 20', [-0.4091861, 0.5508947, 1.0]], ['2, k, 21', [-0.6053693, -0.04511503, 1.0]], ['2, k, 22', [-0.5805509, 0.06233405, 1.0]], ['2, k, 23', [-0.2294628, 0.04451313, 1.0]], ['2, k, 24', [-0.2555112, 0.138716, 1.0]]]
[['2, k, 0', [-0.3914706, 0.01907378, 1.0]], ['2, k, 1', [-0.4027392, 0.3270512, 1.0]], ['2, k, 2', [-0.4120623, 0.6232831, 1.0]], ['2, k, 3', [-0.4092444, 0.7560987, 1.0]], ['2, k, 4', [-0.5812035, 0.5243899, 1.0]], ['2, k, 5', [-0.6674999, 0.2915911, 1.0]], ['2, k, 6', [-0.6896628, 0.0881541, 1.0]], ['2, k, 7', [-0.6674628, 0.0253665, 1.0]], ['2, k, 8', [-0.2285082, 0.5398118, 1.0]], ['2, k, 9', [-0.1272368, 0.3389489, 1.0]], ['2, k, 10', [-0.1599238, 0.1357545, 1.0]], ['2, k, 11', [-0.2166878, 0.1017328, 1.0]], ['2, k, 12', [-0.4667898, 0.02148615, 1.0]], ['2, k, 13', [-0.4707642, -0.3493921, 1.0]], ['2, k, 14', [-0.4697115, -0.6579306, 1.0]], ['2, k, 15', [-0.4894389, -0.7264096, 1.0]], ['2, k, 16', [-0.3037109, 0.0157758, 1.0]], ['2, k, 17', [-0.2735518, -0.3774592, 1.0]], ['2, k, 18', [-0.1983708, -0.6671798, 1.0]], ['2, k, 19', [-0.1564409, -0.7179835, 1.0]], ['2, k, 20', [-0.4099944, 0.5507924, 1.0]], ['2, k, 21', [-0.6514648, -0.03618176, 1.0]], ['2, k, 22', [-0.607096, 0.008680058, 1.0]], ['2, k, 23', [-0.2308278, 0.04491528, 1.0]], ['2, k, 24', [-0.2609778, 0.1358643, 1.0]]]
[['2, k, 0', [-0.3898803, 0.01876887, 1.0]], ['2, k, 1', [-0.4026679, 0.3269659, 1.0]], ['2, k, 2', [-0.4125404, 0.6232001, 1.0]], ['2, k, 3', [-0.4104024, 0.7558751, 1.0]], ['2, k, 4', [-0.5813466, 0.524052, 1.0]], ['2, k, 5', [-0.6843132, 0.2969139, 1.0]], ['2, k, 6', [-0.7248942, 0.09857196, 1.0]], ['2, k, 7', [-0.7204638, 0.04968651, 1.0]], ['2, k, 8', [-0.228951, 0.5400774, 1.0]], ['2, k, 9', [-0.1268148, 0.3394318, 1.0]], ['2, k, 10', [-0.1598958, 0.1365021, 1.0]], ['2, k, 11', [-0.2152519, 0.1016233, 1.0]], ['2, k, 12', [-0.4654784, 0.02092128, 1.0]], ['2, k, 13', [-0.4697161, -0.3503516, 1.0]], ['2, k, 14', [-0.4696293, -0.6579918, 1.0]], ['2, k, 15', [-0.4892003, -0.7261539, 1.0]], ['2, k, 16', [-0.301838, 0.01582391, 1.0]], ['2, k, 17', [-0.2732337, -0.3773346, 1.0]], ['2, k, 18', [-0.1974737, -0.6664611, 1.0]], ['2, k, 19', [-0.1548442, -0.7184644, 1.0]], ['2, k, 20', [-0.410249, 0.5507157, 1.0]], ['2, k, 21', [-0.7099423, -0.04256868, 1.0]], ['2, k, 22', [-0.7222088, 0.0344573, 1.0]], ['2, k, 23', [-0.2438885, 0.01111287, 1.0]], ['2, k, 24', [-0.2636213, 0.116478, 1.0]]]
[['2, k, 0', [-0.389163, 0.0185518, 1.0]], ['2, k, 1', [-0.4026774, 0.3268954, 1.0]], ['2, k, 2', [-0.4134573, 0.6231585, 1.0]], ['2, k, 3', [-0.4112554, 0.7559065, 1.0]], ['2, k, 4', [-0.5824117, 0.5235746, 1.0]], ['2, k, 5', [-0.6998063, 0.3065827, 1.0]], ['2, k, 6', [-0.770624, 0.1257618, 1.0]], ['2, k, 7', [-0.7713099, 0.08112493, 1.0]], ['2, k, 8', [-0.2291437, 0.5401664, 1.0]], ['2, k, 9', [-0.1262497, 0.338138, 1.0]], ['2, k, 10', [-0.1603862, 0.1352191, 1.0]], ['2, k, 11', [-0.2151305, 0.1001624, 1.0]], ['2, k, 12', [-0.4647251, 0.02053438, 1.0]], ['2, k, 13', [-0.4694162, -0.3507572, 1.0]], ['2, k, 14', [-0.4696038, -0.6580722, 1.0]], ['2, k, 15', [-0.4890679, -0.7261187, 1.0]], ['2, k, 16', [-0.3011733, 0.01578242, 1.0]], ['2, k, 17', [-0.2742563, -0.3781188, 1.0]], ['2, k, 18', [-0.1968782, -0.6628987, 1.0]], ['2, k, 19', [-0.1568047, -0.7164593, 1.0]], ['2, k, 20', [-0.410861, 0.5506411, 1.0]], ['2, k, 21', [-0.770343, 0.001470897, 1.0]], ['2, k, 22', [-0.7363657, 0.02627264, 1.0]], ['2, k, 23', [-0.240661, 0.01018925, 1.0]], ['2, k, 24', [-0.261841, 0.1313474, 1.0]]]
[['2, k, 0', [-0.3887887, 0.01845156, 1.0]], ['2, k, 1', [-0.4026906, 0.3268497, 1.0]], ['2, k, 2', [-0.4138948, 0.6230864, 1.0]], ['2, k, 3', [-0.4123056, 0.7560104, 1.0]], ['2, k, 4', [-0.5835347, 0.5230566, 1.0]], ['2, k, 5', [-0.7130229, 0.3158813, 1.0]], ['2, k, 6', [-0.8093632, 0.1567263, 1.0]], ['2, k, 7', [-0.8186735, 0.09555326, 1.0]], ['2, k, 8', [-0.229339, 0.5401073, 1.0]], ['2, k, 9', [-0.1254168, 0.3374055, 1.0]], ['2, k, 10', [-0.160191, 0.1344348, 1.0]], ['2, k, 11', [-0.214828, 0.09764273, 1.0]], ['2, k, 12', [-0.4645448, 0.02043677, 1.0]], ['2, k, 13', [-0.4691084, -0.3510166, 1.0]], ['2, k, 14', [-0.4695438, -0.6579401, 1.0]], ['2, k, 15', [-0.4888433, -0.7259194, 1.0]], ['2, k, 16', [-0.3005505, 0.01573873, 1.0]], ['2, k, 17', [-0.2713938, -0.3790683, 1.0]], ['2, k, 18', [-0.2103889, -0.6422111, 1.0]], ['2, k, 19', [-0.1649987, -0.7031629, 1.0]], ['2, k, 20', [-0.4111789, 0.5505657, 1.0]], ['2, k, 21', [-0.8242761, -0.005866832, 1.0]], ['2, k, 22', [-0.8049608, 0.08875312, 1.0]], ['2, k, 23', [-0.2336684, -0.0002727668, 1.0]], ['2, k, 24', [-0.2623213, 0.1260494, 1.0]]]
[['2, k, 0', [-0.3885167, 0.01848358, 1.0]], ['2, k, 1', [-0.4027323, 0.3268591, 1.0]], ['2, k, 2', [-0.4147051, 0.6232777, 1.0]], ['2, k, 3', [-0.4131434, 0.7560553, 1.0]], ['2, k, 4', [-0.5841761, 0.5232303, 1.0]], ['2, k, 5', [-0.7392879, 0.3417878, 1.0]], ['2, k, 6', [-0.849275, 0.1987079, 1.0]], ['2, k, 7', [-0.867859, 0.1397238, 1.0]], ['2, k, 8', [-0.2295659, 0.5402382, 1.0]], ['2, k, 9', [-0.1249515, 0.3363813, 1.0]], ['2, k, 10', [-0.1599677, 0.1333483, 1.0]], ['2, k, 11', [-0.2146043, 0.09908256, 1.0]], ['2, k, 12', [-0.4643027, 0.02041242, 1.0]], ['2, k, 13', [-0.4687052, -0.351904, 1.0]], ['2, k, 14', [-0.4697061, -0.6576367, 1.0]], ['2, k, 15', [-0.4894974, -0.7264143, 1.0]], ['2, k, 16', [-0.3002267, 0.01586639, 1.0]], ['2, k, 17', [-0.2711757, -0.3785024, 1.0]], ['2, k, 18', [-0.193724, -0.6650707, 1.0]], ['2, k, 19', [-0.1561688, -0.7194086, 1.0]], ['2, k, 20', [-0.4117875, 0.5506994, 1.0]], ['2, k, 21', [-0.8917431, 0.05545693, 1.0]], ['2, k, 22', [-0.8291432, 0.1251123, 1.0]], ['2, k, 23', [-0.2285327, 0.01261459, 1.0]], ['2, k, 24', [-0.2616245, 0.1249778, 1.0]]]
[['2, k, 0', [-0.388078, 0.0185916, 1.0]], ['2, k, 1', [-0.4026565, 0.3268874, 1.0]], ['2, k, 2', [-0.4147414, 0.6233338, 1.0]], ['2, k, 3', [-0.4139086, 0.7561926, 1.0]], ['2, k, 4', [-0.5847203, 0.5242004, 1.0]], ['2, k, 5', [-0.753216, 0.3762456, 1.0]], ['2, k, 6', [-0.8723572, 0.2515258, 1.0]], ['2, k, 7', [-0.9078367, 0.2036536, 1.0]], ['2, k, 8', [-0.2295819, 0.5401648, 1.0]], ['2, k, 9', [-0.1246233, 0.3361593, 1.0]], ['2, k, 10', [-0.1600389, 0.133531, 1.0]], ['2, k, 11', [-0.2140536, 0.09951451, 1.0]], ['2, k, 12', [-0.4638257, 0.02051785, 1.0]], ['2, k, 13', [-0.468552, -0.3522545, 1.0]], ['2, k, 14', [-0.4696885, -0.6572457, 1.0]], ['2, k, 15', [-0.4909143, -0.7266652, 1.0]], ['2, k, 16', [-0.2998109, 0.01599387, 1.0]], ['2, k, 17', [-0.2715199, -0.3779831, 1.0]], ['2, k, 18', [-0.1943271, -0.6661898, 1.0]], ['2, k, 19', [-0.1564035, -0.7193202, 1.0]], ['2, k, 20', [-0.4118129, 0.5507486, 1.0]], ['2, k, 21', [-0.9440368, 0.144439, 1.0]], ['2, k, 22', [-0.8869226, 0.1898402, 1.0]], ['2, k, 23', [-0.2428061, 0.0129963, 1.0]], ['2, k, 24', [-0.2636882, 0.1145489, 1.0]]]
[['2, k, 0', [-0.3879566, 0.0186568, 1.0]], ['2, k, 1', [-0.4026354, 0.3268909, 1.0]], ['2, k, 2', [-0.4147395, 0.6233371, 1.0]], ['2, k, 3', [-0.4146045, 0.7563135, 1.0]], ['2, k, 4', [-0.5854488, 0.5257483, 1.0]], ['2, k, 5', [-0.7617249, 0.3992578, 1.0]], ['2, k, 6', [-0.8983034, 0.3131908, 1.0]], ['2, k, 7', [-0.9329689, 0.2785182, 1.0]], ['2, k, 8', [-0.2296093, 0.5402099, 1.0]], ['2, k, 9', [-0.1233717, 0.3352529, 1.0]], ['2, k, 10', [-0.1607771, 0.1329534, 1.0]], ['2, k, 11', [-0.2139903, 0.09704594, 1.0]], ['2, k, 12', [-0.463746, 0.02057691, 1.0]], ['2, k, 13', [-0.4684304, -0.3522106, 1.0]], ['2, k, 14', [-0.4696718, -0.6569281, 1.0]], ['2, k, 15', [-0.4908407, -0.7265582, 1.0]], ['2, k, 16', [-0.2996581, 0.01606505, 1.0]], ['2, k, 17', [-0.2712262, -0.3780451, 1.0]], ['2, k, 18', [-0.194189, -0.6666449, 1.0]], ['2, k, 19', [-0.1565049, -0.719445, 1.0]], ['2, k, 20', [-0.4118165, 0.5507532, 1.0]], ['2, k, 21', [-0.9790338, 0.233502, 1.0]], ['2, k, 22', [-0.9233364, 0.257763, 1.0]], ['2, k, 23', [-0.2314273, -0.0002557132, 1.0]], ['2, k, 24', [-0.2619045, 0.1205563, 1.0]]]
[['2, k, 0', [-0.3879301, 0.01869825, 1.0]], ['2, k, 1', [-0.4026493, 0.3269006, 1.0]], ['2, k, 2', [-0.4147978, 0.6233805, 1.0]], ['2, k, 3', [-0.4152594, 0.7565179, 1.0]], ['2, k, 4', [-0.5869091, 0.5278333, 1.0]], ['2, k, 5', [-0.7797214, 0.4446693, 1.0]], ['2, k, 6', [-0.9164399, 0.3633577, 1.0]], ['2, k, 7', [-0.981355, 0.33312, 1.0]], ['2, k, 8', [-0.2297937, 0.5401886, 1.0]], ['2, k, 9', [-0.1227059, 0.3351698, 1.0]], ['2, k, 10', [-0.1608339, 0.1328582, 1.0]], ['2, k, 11', [-0.212668, 0.09708333, 1.0]], ['2, k, 12', [-0.4637646, 0.02063362, 1.0]], ['2, k, 13', [-0.4684213, -0.3521366, 1.0]], ['2, k, 14', [-0.4697818, -0.6578297, 1.0]], ['2, k, 15', [-0.4908096, -0.7265047, 1.0]], ['2, k, 16', [-0.2995908, 0.01608936, 1.0]], ['2, k, 17', [-0.2712327, -0.3780521, 1.0]], ['2, k, 18', [-0.1948544, -0.6658739, 1.0]], ['2, k, 19', [-0.1568555, -0.7186248, 1.0]], ['2, k, 20', [-0.4118798, 0.5507904, 1.0]], ['2, k, 21', [-1.018733, 0.3026969, 1.0]], ['2, k, 22', [-0.933975, 0.3463362, 1.0]], ['2, k, 23', [-0.2203164, 0.01120505, 1.0]], ['2, k, 24', [-0.2615171, 0.1233613, 1.0]]]
[['2, k, 0', [-0.387854, 0.01897453, 1.0]], ['2, k, 1', [-0.4026968, 0.3270191, 1.0]], ['2, k, 2', [-0.4149841, 0.6235775, 1.0]], ['2, k, 3', [-0.4158522, 0.7568369, 1.0]], ['2, k, 4', [-0.5882744, 0.5300329, 1.0]], ['2, k, 5', [-0.7839482, 0.4648109, 1.0]], ['2, k, 6', [-0.9333959, 0.4292026, 1.0]], ['2, k, 7', [-1.008144, 0.4118651, 1.0]], ['2, k, 8', [-0.22998, 0.5403695, 1.0]], ['2, k, 9', [-0.1219273, 0.3352354, 1.0]], ['2, k, 10', [-0.1610478, 0.1330898, 1.0]], ['2, k, 11', [-0.2125406, 0.09553, 1.0]], ['2, k, 12', [-0.4637466, 0.02093465, 1.0]], ['2, k, 13', [-0.4683926, -0.3511719, 1.0]], ['2, k, 14', [-0.4701465, -0.6573965, 1.0]], ['2, k, 15', [-0.4909616, -0.7267847, 1.0]], ['2, k, 16', [-0.2994699, 0.01633501, 1.0]], ['2, k, 17', [-0.2704593, -0.3781122, 1.0]], ['2, k, 18', [-0.1948166, -0.6641636, 1.0]], ['2, k, 19', [-0.1581361, -0.7172085, 1.0]], ['2, k, 20', [-0.4120536, 0.5509732, 1.0]], ['2, k, 21', [-1.05628, 0.4021399, 1.0]], ['2, k, 22', [-0.9621435, 0.4201625, 1.0]], ['2, k, 23', [-0.2392773, 0.0111271, 1.0]], ['2, k, 24', [-0.2620405, 0.1268542, 1.0]]]
[['2, k, 0', [-0.3878885, 0.01926089, 1.0]], ['2, k, 1', [-0.4027914, 0.327174, 1.0]], ['2, k, 2', [-0.4152265, 0.6238072, 1.0]], ['2, k, 3', [-0.4160903, 0.7571096, 1.0]], ['2, k, 4', [-0.587822, 0.5333745, 1.0]], ['2, k, 5', [-0.7975858, 0.5178356, 1.0]], ['2, k, 6', [-0.952418, 0.4924242, 1.0]], ['2, k, 7', [-1.020347, 0.4949042, 1.0]], ['2, k, 8', [-0.2301357, 0.5404615, 1.0]], ['2, k, 9', [-0.1218857, 0.3353375, 1.0]], ['2, k, 10', [-0.1603239, 0.1332423, 1.0]], ['2, k, 11', [-0.2116497, 0.09705587, 1.0]], ['2, k, 12', [-0.4637115, 0.02137332, 1.0]], ['2, k, 13', [-0.4690346, -0.3465853, 1.0]], ['2, k, 14', [-0.4700843, -0.6569949, 1.0]], ['2, k, 15', [-0.4907926, -0.7266923, 1.0]], ['2, k, 16', [-0.2995853, 0.01651998, 1.0]], ['2, k, 17', [-0.2697728, -0.3778533, 1.0]], ['2, k, 18', [-0.1961164, -0.6646672, 1.0]], ['2, k, 19', [-0.1582867, -0.7170626, 1.0]], ['2, k, 20', [-0.4122896, 0.5511948, 1.0]], ['2, k, 21', [-1.082458, 0.5014265, 1.0]], ['2, k, 22', [-0.9783192, 0.4970558, 1.0]], ['2, k, 23', [-0.2291761, 0.04317512, 1.0]], ['2, k, 24', [-0.2596589, 0.1329637, 1.0]]]
[['2, k, 0', [-0.3885824, 0.02056239, 1.0]], ['2, k, 1', [-0.4033781, 0.3280919, 1.0]], ['2, k, 2', [-0.4157183, 0.6245496, 1.0]], ['2, k, 3', [-0.4161055, 0.7571743, 1.0]], ['2, k, 4', [-0.5884245, 0.5377266, 1.0]], ['2, k, 5', [-0.7955996, 0.5398999, 1.0]], ['2, k, 6', [-0.97219, 0.5662081, 1.0]], ['2, k, 7', [-1.030208, 0.5797399, 1.0]], ['2, k, 8', [-0.2307176, 0.540964, 1.0]], ['2, k, 9', [-0.1219356, 0.3354205, 1.0]], ['2, k, 10', [-0.1604219, 0.1333131, 1.0]], ['2, k, 11', [-0.2113031, 0.09711361, 1.0]], ['2, k, 12', [-0.4646071, 0.02327908, 1.0]], ['2, k, 13', [-0.4693434, -0.345528, 1.0]], ['2, k, 14', [-0.4697545, -0.6557583, 1.0]], ['2, k, 15', [-0.4905526, -0.7263293, 1.0]], ['2, k, 16', [-0.3001051, 0.01729913, 1.0]], ['2, k, 17', [-0.269525, -0.3777929, 1.0]], ['2, k, 18', [-0.1934485, -0.6665794, 1.0]], ['2, k, 19', [-0.1580444, -0.7187889, 1.0]], ['2, k, 20', [-0.412851, 0.5519885, 1.0]], ['2, k, 21', [-1.097962, 0.6108997, 1.0]], ['2, k, 22', [-0.9850048, 0.5874228, 1.0]], ['2, k, 23', [-0.2288746, 0.04331986, 1.0]], ['2, k, 24', [-0.2604163, 0.1309073, 1.0]]]
[['2, k, 0', [-0.3902945, 0.02301242, 1.0]], ['2, k, 1', [-0.4043498, 0.3293652, 1.0]], ['2, k, 2', [-0.416113, 0.6250457, 1.0]], ['2, k, 3', [-0.4162803, 0.7573242, 1.0]], ['2, k, 4', [-0.5903904, 0.5476398, 1.0]], ['2, k, 5', [-0.7935255, 0.6129985, 1.0]], ['2, k, 6', [-0.9390036, 0.6821384, 1.0]], ['2, k, 7', [-1.014276, 0.7291867, 1.0]], ['2, k, 8', [-0.2318174, 0.5415961, 1.0]], ['2, k, 9', [-0.122834, 0.3369751, 1.0]], ['2, k, 10', [-0.1600198, 0.1345257, 1.0]], ['2, k, 11', [-0.2123704, 0.09987242, 1.0]], ['2, k, 12', [-0.4661523, 0.02604795, 1.0]], ['2, k, 13', [-0.4690497, -0.3455597, 1.0]], ['2, k, 14', [-0.4699368, -0.6550849, 1.0]], ['2, k, 15', [-0.4902939, -0.7261391, 1.0]], ['2, k, 16', [-0.3019542, 0.0193502, 1.0]], ['2, k, 17', [-0.2741688, -0.3780909, 1.0]], ['2, k, 18', [-0.194776, -0.6679536, 1.0]], ['2, k, 19', [-0.1571257, -0.7189045, 1.0]], ['2, k, 20', [-0.4134084, 0.5526566, 1.0]], ['2, k, 21', [-1.074265, 0.7761411, 1.0]], ['2, k, 22', [-0.9842727, 0.7369383, 1.0]], ['2, k, 23', [-0.2324955, 0.04462367, 1.0]], ['2, k, 24', [-0.2599141, 0.1387334, 1.0]]]
[['2, k, 0', [-0.3915141, 0.02636717, 1.0]], ['2, k, 1', [-0.4055331, 0.3314789, 1.0]], ['2, k, 2', [-0.4170749, 0.6261441, 1.0]], ['2, k, 3', [-0.4166266, 0.7575459, 1.0]], ['2, k, 4', [-0.5925181, 0.5590605, 1.0]], ['2, k, 5', [-0.7979105, 0.6382058, 1.0]], ['2, k, 6', [-0.9335409, 0.7416776, 1.0]], ['2, k, 7', [-0.9997438, 0.7958794, 1.0]], ['2, k, 8', [-0.2331469, 0.5427694, 1.0]], ['2, k, 9', [-0.123549, 0.3383736, 1.0]], ['2, k, 10', [-0.1597476, 0.1356498, 1.0]], ['2, k, 11', [-0.2133798, 0.1005013, 1.0]], ['2, k, 12', [-0.4669691, 0.02946507, 1.0]], ['2, k, 13', [-0.4693591, -0.3453243, 1.0]], ['2, k, 14', [-0.4700948, -0.654829, 1.0]], ['2, k, 15', [-0.4902909, -0.7260628, 1.0]], ['2, k, 16', [-0.3035897, 0.02253773, 1.0]], ['2, k, 17', [-0.2743723, -0.3779033, 1.0]], ['2, k, 18', [-0.1944161, -0.6677916, 1.0]], ['2, k, 19', [-0.1556571, -0.7196182, 1.0]], ['2, k, 20', [-0.4144826, 0.5539966, 1.0]], ['2, k, 21', [-1.063654, 0.8569393, 1.0]], ['2, k, 22', [-0.9637887, 0.7938725, 1.0]], ['2, k, 23', [-0.2311151, 0.04487619, 1.0]], ['2, k, 24', [-0.2600653, 0.1376614, 1.0]]]
[['2, k, 0', [-0.3934277, 0.02882879, 1.0]], ['2, k, 1', [-0.4070705, 0.33342, 1.0]], ['2, k, 2', [-0.4181507, 0.6274638, 1.0]], ['2, k, 3', [-0.4170015, 0.7579479, 1.0]], ['2, k, 4', [-0.5935891, 0.5640242, 1.0]], ['2, k, 5', [-0.7974834, 0.6805292, 1.0]], ['2, k, 6', [-0.92595, 0.7974074, 1.0]], ['2, k, 7', [-0.9660372, 0.8362141, 1.0]], ['2, k, 8', [-0.2350826, 0.5430024, 1.0]], ['2, k, 9', [-0.125694, 0.3408777, 1.0]], ['2, k, 10', [-0.1586435, 0.1375429, 1.0]], ['2, k, 11', [-0.2106736, 0.1009352, 1.0]], ['2, k, 12', [-0.4687577, 0.03233002, 1.0]], ['2, k, 13', [-0.470191, -0.3450362, 1.0]], ['2, k, 14', [-0.4696452, -0.65435, 1.0]], ['2, k, 15', [-0.4902251, -0.7259416, 1.0]], ['2, k, 16', [-0.3055743, 0.02452128, 1.0]], ['2, k, 17', [-0.2742366, -0.3776316, 1.0]], ['2, k, 18', [-0.2101081, -0.6536284, 1.0]], ['2, k, 19', [-0.1649118, -0.7047204, 1.0]], ['2, k, 20', [-0.4157118, 0.5554771, 1.0]], ['2, k, 21', [-1.005173, 0.9097822, 1.0]], ['2, k, 22', [-0.9286785, 0.8176829, 1.0]], ['2, k, 23', [-0.2274541, 0.04486205, 1.0]], ['2, k, 24', [-0.2548904, 0.1404082, 1.0]]]
[['2, k, 0', [-0.3942829, 0.0320967, 1.0]], ['2, k, 1', [-0.4086869, 0.3363134, 1.0]], ['2, k, 2', [-0.4206297, 0.6299957, 1.0]], ['2, k, 3', [-0.4180907, 0.7583939, 1.0]], ['2, k, 4', [-0.5947584, 0.5727271, 1.0]], ['2, k, 5', [-0.7879838, 0.6972332, 1.0]], ['2, k, 6', [-0.9074239, 0.8460082, 1.0]], ['2, k, 7', [-0.9257338, 0.8545121, 1.0]], ['2, k, 8', [-0.237061, 0.543933, 1.0]], ['2, k, 9', [-0.127069, 0.3426847, 1.0]], ['2, k, 10', [-0.161118, 0.1395131, 1.0]], ['2, k, 11', [-0.2103112, 0.1016488, 1.0]], ['2, k, 12', [-0.4689552, 0.03524625, 1.0]], ['2, k, 13', [-0.4702933, -0.3451747, 1.0]], ['2, k, 14', [-0.46988, -0.6545463, 1.0]], ['2, k, 15', [-0.4898858, -0.7260379, 1.0]], ['2, k, 16', [-0.3072335, 0.02816726, 1.0]], ['2, k, 17', [-0.2773645, -0.378486, 1.0]], ['2, k, 18', [-0.1996616, -0.6618295, 1.0]], ['2, k, 19', [-0.1584615, -0.7138929, 1.0]], ['2, k, 20', [-0.4180009, 0.5581125, 1.0]], ['2, k, 21', [-0.9810842, 0.908251, 1.0]], ['2, k, 22', [-0.9161389, 0.9032261, 1.0]], ['2, k, 23', [-0.2289889, 0.04690925, 1.0]], ['2, k, 24', [-0.2552346, 0.1418377, 1.0]]]
[['2, k, 0', [-0.3950028, 0.03421737, 1.0]], ['2, k, 1', [-0.4095169, 0.337647, 1.0]], ['2, k, 2', [-0.4215587, 0.6307205, 1.0]], ['2, k, 3', [-0.4191436, 0.7588903, 1.0]], ['2, k, 4', [-0.5948768, 0.5746216, 1.0]], ['2, k, 5', [-0.7727374, 0.7206166, 1.0]], ['2, k, 6', [-0.8846714, 0.8667272, 1.0]], ['2, k, 7', [-0.8908944, 0.8736961, 1.0]], ['2, k, 8', [-0.2388778, 0.5450496, 1.0]], ['2, k, 9', [-0.1279039, 0.3427819, 1.0]], ['2, k, 10', [-0.1622715, 0.1393774, 1.0]], ['2, k, 11', [-0.2110756, 0.1016111, 1.0]], ['2, k, 12', [-0.4692107, 0.0370414, 1.0]], ['2, k, 13', [-0.4705146, -0.3428903, 1.0]], ['2, k, 14', [-0.4695229, -0.654011, 1.0]], ['2, k, 15', [-0.4896562, -0.7258027, 1.0]], ['2, k, 16', [-0.3084737, 0.03056754, 1.0]], ['2, k, 17', [-0.2771393, -0.3785076, 1.0]], ['2, k, 18', [-0.1978015, -0.6632423, 1.0]], ['2, k, 19', [-0.1577758, -0.7153334, 1.0]], ['2, k, 20', [-0.4189186, 0.5589809, 1.0]], ['2, k, 21', [-0.9392422, 0.9544032, 1.0]], ['2, k, 22', [-0.9020352, 0.9050059, 1.0]], ['2, k, 23', [-0.2303178, 0.04606394, 1.0]], ['2, k, 24', [-0.2560416, 0.1415949, 1.0]]]
