[['2, k, 0', [-0.02230368, -0.2149433, 1.0]], ['2, k, 1', [-0.02754188, 0.04259909, 1.0]], ['2, k, 2', [-0.03306685, 0.2935066, 1.0]], ['2, k, 3', [-0.03129727, 0.4343277, 1.0]], ['2, k, 4', [-0.1886587, 0.2046124, 1.0]], ['2, k, 5', [-0.1781151, -0.00634769, 1.0]], ['2, k, 6', [-0.08884724, -0.1662672, 1.0]], ['2, k, 7', [-0.04495376, -0.2215343, 1.0]], ['2, k, 8', [0.1216434, 0.2051761, 1.0]], ['2, k, 9', [0.09721313, -0.01249761, 1.0]], ['2, k, 10', [0.01471989, -0.165313, 1.0]], ['2, k, 11', [-0.02091168, -0.211632, 1.0]], ['2, k, 12', [-0.1002197, -0.2121303, 1.0]], ['2, k, 13', [-0.1838996, -0.3812805, 1.0]], ['2, k, 14', [-0.2353195, -0.7175215, 1.0]], ['2, k, 15', [-0.2071742, -0.754514, 1.0]], ['2, k, 16', [0.05610355, -0.2121866, 1.0]], ['2, k, 17', [0.08682985, -0.3967883, 1.0]], ['2, k, 18', [0.1016226, -0.7335044, 1.0]], ['2, k, 19', [0.08117583, -0.7598532, 1.0]], ['2, k, 20', [-0.03163421, 0.231685, 1.0]], ['2, k, 21', [-0.02082595, -0.2677088, 1.0]], ['2, k, 22', [-0.01814516, -0.1840844, 1.0]], ['2, k, 23', [-0.0580541, -0.2649991, 1.0]], ['2, k, 24', [0.02181885, -0.2417027, 1.0]]]
[['2, k, 0', [-0.02789935, -0.2101182, 1.0]], ['2, k, 1', [-0.0366348, 0.04791492, 1.0]], ['2, k, 2', [-0.0455264, 0.2994863, 1.0]], ['2, k, 3', [-0.04567262, 0.4427956, 1.0]], ['2, k, 4', [-0.1888364, 0.2070965, 1.0]], ['2, k, 5', [-0.1633032, 0.03345105, 1.0]], ['2, k, 6', [-0.07960434, -0.06802586, 1.0]], ['2, k, 7', [-0.03867063, -0.09553748, 1.0]], ['2, k, 8', [0.1096336, 0.2184519, 1.0]], ['2, k, 9', [0.09613772, 0.04795671, 1.0]], ['2, k, 10', [0.01296692, -0.04042167, 1.0]], ['2, k, 11', [-0.03944853, -0.09498258, 1.0]], ['2, k, 12', [-0.1034383, -0.2075188, 1.0]], ['2, k, 13', [-0.1882121, -0.387266, 1.0]], ['2, k, 14', [-0.2328862, -0.7197642, 1.0]], ['2, k, 15', [-0.2102108, -0.7578094, 1.0]], ['2, k, 16', [0.04810625, -0.2069741, 1.0]], ['2, k, 17', [0.08828779, -0.402635, 1.0]], ['2, k, 18', [0.1014291, -0.7304231, 1.0]], ['2, k, 19', [0.07199636, -0.7616407, 1.0]], ['2, k, 20', [-0.04340824, 0.2375009, 1.0]], ['2, k, 21', [-0.03669861, -0.1286019, 1.0]], ['2, k, 22', [-0.05397026, -0.134167, 1.0]], ['2, k, 23', [-0.05801376, -0.1412477, 1.0]], ['2, k, 24', [-0.05032757, -0.05486035, 1.0]]]
[['2, k, 0', [-0.02940333, -0.2084281, 1.0]], ['2, k, 1', [-0.03703759, 0.04907653, 1.0]], ['2, k, 2', [-0.04445484, 0.3000607, 1.0]], ['2, k, 3', [-0.04527348, 0.4431403, 1.0]], ['2, k, 4', [-0.1874838, 0.2108356, 1.0]], ['2, k, 5', [-0.1613739, 0.03868674, 1.0]], ['2, k, 6', [-0.07970854, -0.02644855, 1.0]], ['2, k, 7', [-0.03625959, -0.05612399, 1.0]], ['2, k, 8', [0.1093517, 0.2187441, 1.0]], ['2, k, 9', [0.09692768, 0.05936533, 1.0]], ['2, k, 10', [0.009259321, -0.02538204, 1.0]], ['2, k, 11', [-0.03733667, -0.06223687, 1.0]], ['2, k, 12', [-0.1047208, -0.2045693, 1.0]], ['2, k, 13', [-0.1888722, -0.3874263, 1.0]], ['2, k, 14', [-0.2214205, -0.7235655, 1.0]], ['2, k, 15', [-0.2024815, -0.7599585, 1.0]], ['2, k, 16', [0.04665246, -0.206283, 1.0]], ['2, k, 17', [0.08760273, -0.4007622, 1.0]], ['2, k, 18', [0.1018438, -0.7302371, 1.0]], ['2, k, 19', [0.07138132, -0.7610942, 1.0]], ['2, k, 20', [-0.0427216, 0.2382259, 1.0]], ['2, k, 21', [-0.03763591, -0.09335719, 1.0]], ['2, k, 22', [-0.05962776, -0.08453892, 1.0]], ['2, k, 23', [-0.05826405, -0.1059826, 1.0]], ['2, k, 24', [-0.04775069, -0.02180086, 1.0]]]
[['2, k, 0', [-0.03053723, -0.2054396, 1.0]], ['2, k, 1', [-0.03730265, 0.0508754, 1.0]], ['2, k, 2', [-0.04397171, 0.3009047, 1.0]], ['2, k, 3', [-0.04513053, 0.4440101, 1.0]], ['2, k, 4', [-0.1846413, 0.2191187, 1.0]], ['2, k, 5', [-0.1576212, 0.09113055, 1.0]], ['2, k, 6', [-0.08454586, 0.02926113, 1.0]], ['2, k, 7', [-0.03417169, 0.02151744, 1.0]], ['2, k, 8', [0.108697, 0.2203227, 1.0]], ['2, k, 9', [0.09370471, 0.09680262, 1.0]], ['2, k, 10', [-0.003988768, 0.03653298, 1.0]], ['2, k, 11', [-0.03611794, 0.01692454, 1.0]], ['2, k, 12', [-0.1061189, -0.2012525, 1.0]], ['2, k, 13', [-0.1885442, -0.3865749, 1.0]], ['2, k, 14', [-0.2280304, -0.7228975, 1.0]], ['2, k, 15', [-0.2029789, -0.757125, 1.0]], ['2, k, 16', [0.04585415, -0.2039676, 1.0]], ['2, k, 17', [0.08610038, -0.398501, 1.0]], ['2, k, 18', [0.1017843, -0.7302689, 1.0]], ['2, k, 19', [0.07135559, -0.761135, 1.0]], ['2, k, 20', [-0.04239707, 0.2392833, 1.0]], ['2, k, 21', [-0.03311349, -0.01017172, 1.0]], ['2, k, 22', [-0.05727149, -0.03528777, 1.0]], ['2, k, 23', [-0.05760074, -0.0174708, 1.0]], ['2, k, 24', [-0.06882557, 0.0381677, 1.0]]]
[['2, k, 0', [-0.03157591, -0.2057406, 1.0]], ['2, k, 1', [-0.03768539, 0.0509819, 1.0]], ['2, k, 2', [-0.04350062, 0.3015422, 1.0]], ['2, k, 3', [-0.04468901, 0.4436493, 1.0]], ['2, k, 4', [-0.1801787, 0.2185577, 1.0]], ['2, k, 5', [-0.1635137, 0.1171818, 1.0]], ['2, k, 6', [-0.08436076, 0.05489456, 1.0]], ['2, k, 7', [-0.03210746, 0.05868166, 1.0]], ['2, k, 8', [0.1082704, 0.2222798, 1.0]], ['2, k, 9', [0.09267785, 0.1028881, 1.0]], ['2, k, 10', [0.005748958, 0.0558316, 1.0]], ['2, k, 11', [-0.03161828, 0.05486314, 1.0]], ['2, k, 12', [-0.1073254, -0.2014374, 1.0]], ['2, k, 13', [-0.1875992, -0.3837302, 1.0]], ['2, k, 14', [-0.2283354, -0.7227772, 1.0]], ['2, k, 15', [-0.203222, -0.7564394, 1.0]], ['2, k, 16', [0.04499607, -0.2044248, 1.0]], ['2, k, 17', [0.08605666, -0.3985742, 1.0]], ['2, k, 18', [0.1022822, -0.7303461, 1.0]], ['2, k, 19', [0.07169154, -0.7610602, 1.0]], ['2, k, 20', [-0.04217086, 0.2397615, 1.0]], ['2, k, 21', [-0.03273432, 0.03061732, 1.0]], ['2, k, 22', [-0.06034779, 0.005953653, 1.0]], ['2, k, 23', [-0.05611919, 0.02972106, 1.0]], ['2, k, 24', [-0.05955508, 0.07386392, 1.0]]]
[['2, k, 0', [-0.03269196, -0.2086972, 1.0]], ['2, k, 1', [-0.0379465, 0.0502189, 1.0]], ['2, k, 2', [-0.04326313, 0.3019363, 1.0]], ['2, k, 3', [-0.04485406, 0.443864, 1.0]], ['2, k, 4', [-0.1786762, 0.2185163, 1.0]], ['2, k, 5', [-0.157165, 0.1312805, 1.0]], ['2, k, 6', [-0.07412263, 0.09051616, 1.0]], ['2, k, 7', [-0.02983013, 0.1122789, 1.0]], ['2, k, 8', [0.1084429, 0.2253639, 1.0]], ['2, k, 9', [0.09368153, 0.1261349, 1.0]], ['2, k, 10', [-0.001890858, 0.1058212, 1.0]], ['2, k, 11', [-0.03275327, 0.1040648, 1.0]], ['2, k, 12', [-0.1095705, -0.2045956, 1.0]], ['2, k, 13', [-0.1883332, -0.3836356, 1.0]], ['2, k, 14', [-0.228255, -0.7224872, 1.0]], ['2, k, 15', [-0.2032513, -0.7570617, 1.0]], ['2, k, 16', [0.04481979, -0.2076609, 1.0]], ['2, k, 17', [0.08478858, -0.395777, 1.0]], ['2, k, 18', [0.1015931, -0.7309831, 1.0]], ['2, k, 19', [0.07172618, -0.7610648, 1.0]], ['2, k, 20', [-0.04206444, 0.2398313, 1.0]], ['2, k, 21', [-0.02477403, 0.09093631, 1.0]], ['2, k, 22', [-0.0354423, 0.05917186, 1.0]], ['2, k, 23', [-0.05790501, 0.0803618, 1.0]], ['2, k, 24', [-0.03046364, 0.1253846, 1.0]]]
[['2, k, 0', [-0.03429174, -0.2136164, 1.0]], ['2, k, 1', [-0.03813885, 0.04957362, 1.0]], ['2, k, 2', [-0.04261569, 0.3036978, 1.0]], ['2, k, 3', [-0.04445972, 0.4438208, 1.0]], ['2, k, 4', [-0.1780482, 0.217728, 1.0]], ['2, k, 5', [-0.158041, 0.1399073, 1.0]], ['2, k, 6', [-0.07600689, 0.1416436, 1.0]], ['2, k, 7', [-0.02959383, 0.1502384, 1.0]], ['2, k, 8', [0.1086051, 0.2253792, 1.0]], ['2, k, 9', [0.09512827, 0.1509746, 1.0]], ['2, k, 10', [0.01394931, 0.1396628, 1.0]], ['2, k, 11', [-0.03049118, 0.1472696, 1.0]], ['2, k, 12', [-0.1129896, -0.2092403, 1.0]], ['2, k, 13', [-0.187258, -0.3814966, 1.0]], ['2, k, 14', [-0.2301717, -0.7223749, 1.0]], ['2, k, 15', [-0.2035562, -0.7562052, 1.0]], ['2, k, 16', [0.04512261, -0.2140248, 1.0]], ['2, k, 17', [0.0846971, -0.3956279, 1.0]], ['2, k, 18', [0.1015588, -0.7308334, 1.0]], ['2, k, 19', [0.07184777, -0.7609925, 1.0]], ['2, k, 20', [-0.04169281, 0.2407774, 1.0]], ['2, k, 21', [-0.02935612, 0.1353416, 1.0]], ['2, k, 22', [-0.06056561, 0.1088397, 1.0]], ['2, k, 23', [-0.05922935, 0.1361035, 1.0]], ['2, k, 24', [-0.04703036, 0.1804652, 1.0]]]
[['2, k, 0', [-0.03655965, -0.2194084, 1.0]], ['2, k, 1', [-0.03817825, 0.04940602, 1.0]], ['2, k, 2', [-0.04077468, 0.307896, 1.0]], ['2, k, 3', [-0.0441222, 0.4455104, 1.0]], ['2, k, 4', [-0.1769889, 0.2133558, 1.0]], ['2, k, 5', [-0.1554505, 0.1626069, 1.0]], ['2, k, 6', [-0.07375299, 0.1170099, 1.0]], ['2, k, 7', [-0.0290046, 0.1846272, 1.0]], ['2, k, 8', [0.1094653, 0.2220356, 1.0]], ['2, k, 9', [0.09396862, 0.1681231, 1.0]], ['2, k, 10', [0.008101176, 0.1748431, 1.0]], ['2, k, 11', [-0.02926468, 0.1913086, 1.0]], ['2, k, 12', [-0.1161755, -0.2131855, 1.0]], ['2, k, 13', [-0.1869125, -0.3814349, 1.0]], ['2, k, 14', [-0.2347577, -0.7223907, 1.0]], ['2, k, 15', [-0.203845, -0.7536966, 1.0]], ['2, k, 16', [0.04416527, -0.221157, 1.0]], ['2, k, 17', [0.08614379, -0.4013244, 1.0]], ['2, k, 18', [0.1029648, -0.7297609, 1.0]], ['2, k, 19', [0.07197087, -0.760975, 1.0]], ['2, k, 20', [-0.04067749, 0.2430186, 1.0]], ['2, k, 21', [-0.02863291, 0.1846998, 1.0]], ['2, k, 22', [-0.06085948, 0.1938349, 1.0]], ['2, k, 23', [-0.05998215, 0.1848345, 1.0]], ['2, k, 24', [-0.04197851, 0.2283183, 1.0]]]
[['2, k, 0', [-0.03632671, -0.2232642, 1.0]], ['2, k, 1', [-0.03342206, 0.05102023, 1.0]], ['2, k, 2', [-0.01588508, 0.3302589, 1.0]], ['2, k, 3', [-0.04654737, 0.4641822, 1.0]], ['2, k, 4', [-0.1754975, 0.2042556, 1.0]], ['2, k, 5', [-0.156491, 0.1835702, 1.0]], ['2, k, 6', [-0.08320064, 0.2120414, 1.0]], ['2, k, 7', [-0.02853761, 0.2399512, 1.0]], ['2, k, 8', [0.1109495, 0.2076275, 1.0]], ['2, k, 9', [0.08964736, 0.1978559, 1.0]], ['2, k, 10', [0.01198111, 0.2219883, 1.0]], ['2, k, 11', [-0.03072493, 0.2393978, 1.0]], ['2, k, 12', [-0.1174732, -0.2186041, 1.0]], ['2, k, 13', [-0.1867244, -0.3811156, 1.0]], ['2, k, 14', [-0.232846, -0.7218618, 1.0]], ['2, k, 15', [-0.2035761, -0.7544914, 1.0]], ['2, k, 16', [0.04583554, -0.2242358, 1.0]], ['2, k, 17', [0.08523535, -0.3972745, 1.0]], ['2, k, 18', [0.1025497, -0.7302478, 1.0]], ['2, k, 19', [0.0719, -0.7609855, 1.0]], ['2, k, 20', [-0.0214577, 0.2592891, 1.0]], ['2, k, 21', [-0.03297135, 0.2436507, 1.0]], ['2, k, 22', [-0.06261268, 0.2121982, 1.0]], ['2, k, 23', [-0.06038244, 0.2410367, 1.0]], ['2, k, 24', [-0.04442191, 0.2777685, 1.0]]]
[['2, k, 0', [-0.03607203, -0.2255937, 1.0]], ['2, k, 1', [-0.03167127, 0.04509214, 1.0]], ['2, k, 2', [-0.01993535, 0.3057928, 1.0]], ['2, k, 3', [-0.04201594, 0.4652488, 1.0]], ['2, k, 4', [-0.173604, 0.1930313, 1.0]], ['2, k, 5', [-0.1597443, 0.2005608, 1.0]], ['2, k, 6', [-0.07232217, 0.2054987, 1.0]], ['2, k, 7', [-0.03267653, 0.2699359, 1.0]], ['2, k, 8', [0.1130961, 0.1948947, 1.0]], ['2, k, 9', [0.09294276, 0.2176868, 1.0]], ['2, k, 10', [0.01196004, 0.2542544, 1.0]], ['2, k, 11', [-0.03415374, 0.2844183, 1.0]], ['2, k, 12', [-0.1174897, -0.2198103, 1.0]], ['2, k, 13', [-0.1867402, -0.3804902, 1.0]], ['2, k, 14', [-0.2335021, -0.722105, 1.0]], ['2, k, 15', [-0.2037365, -0.7538986, 1.0]], ['2, k, 16', [0.04639634, -0.2269738, 1.0]], ['2, k, 17', [0.08505255, -0.3950981, 1.0]], ['2, k, 18', [0.1008234, -0.7313278, 1.0]], ['2, k, 19', [0.07182969, -0.761329, 1.0]], ['2, k, 20', [-0.02250883, 0.2433841, 1.0]], ['2, k, 21', [-0.04034904, 0.2777352, 1.0]], ['2, k, 22', [-0.06557997, 0.2646329, 1.0]], ['2, k, 23', [-0.06248004, 0.2932231, 1.0]], ['2, k, 24', [-0.04393395, 0.3291475, 1.0]]]
[['2, k, 0', [-0.03594445, -0.2256107, 1.0]], ['2, k, 1', [-0.03191265, 0.04261785, 1.0]], ['2, k, 2', [-0.02436501, 0.2992851, 1.0]], ['2, k, 3', [-0.04256472, 0.4638383, 1.0]], ['2, k, 4', [-0.1742679, 0.187655, 1.0]], ['2, k, 5', [-0.1619434, 0.2241478, 1.0]], ['2, k, 6', [-0.09545486, 0.2875978, 1.0]], ['2, k, 7', [-0.03159455, 0.323112, 1.0]], ['2, k, 8', [0.1125802, 0.1943788, 1.0]], ['2, k, 9', [0.09271121, 0.2460854, 1.0]], ['2, k, 10', [0.0107452, 0.2873041, 1.0]], ['2, k, 11', [-0.03659719, 0.3247055, 1.0]], ['2, k, 12', [-0.1175343, -0.2198852, 1.0]], ['2, k, 13', [-0.1871555, -0.3785662, 1.0]], ['2, k, 14', [-0.2332283, -0.7220875, 1.0]], ['2, k, 15', [-0.2201091, -0.7649154, 1.0]], ['2, k, 16', [0.04699766, -0.2264173, 1.0]], ['2, k, 17', [0.08499679, -0.3936348, 1.0]], ['2, k, 18', [0.1008413, -0.7313851, 1.0]], ['2, k, 19', [0.07179462, -0.7613047, 1.0]], ['2, k, 20', [-0.02596818, 0.2369052, 1.0]], ['2, k, 21', [-0.03909984, 0.3455742, 1.0]], ['2, k, 22', [-0.06509385, 0.307063, 1.0]], ['2, k, 23', [-0.062552, 0.3424252, 1.0]], ['2, k, 24', [-0.0101778, 0.3516674, 1.0]]]
[['2, k, 0', [-0.03596076, -0.2255749, 1.0]], ['2, k, 1', [-0.03198037, 0.04222437, 1.0]], ['2, k, 2', [-0.02513794, 0.2987211, 1.0]], ['2, k, 3', [-0.05608462, 0.4274253, 1.0]], ['2, k, 4', [-0.1741448, 0.1802693, 1.0]], ['2, k, 5', [-0.1578783, 0.2537178, 1.0]], ['2, k, 6', [-0.06400106, 0.3190362, 1.0]], ['2, k, 7', [-0.03290321, 0.3666454, 1.0]], ['2, k, 8', [0.1121615, 0.1947836, 1.0]], ['2, k, 9', [0.09312516, 0.263532, 1.0]], ['2, k, 10', [0.01421395, 0.334475, 1.0]], ['2, k, 11', [-0.03688479, 0.3717117, 1.0]], ['2, k, 12', [-0.1178016, -0.2197708, 1.0]], ['2, k, 13', [-0.1872187, -0.3785141, 1.0]], ['2, k, 14', [-0.2334838, -0.7217828, 1.0]], ['2, k, 15', [-0.2083259, -0.7586467, 1.0]], ['2, k, 16', [0.04709992, -0.2263078, 1.0]], ['2, k, 17', [0.08458882, -0.3922911, 1.0]], ['2, k, 18', [0.1014298, -0.7313464, 1.0]], ['2, k, 19', [0.07165691, -0.7613001, 1.0]], ['2, k, 20', [-0.02658966, 0.236199, 1.0]], ['2, k, 21', [-0.03237842, 0.3952499, 1.0]], ['2, k, 22', [-0.06280152, 0.359137, 1.0]], ['2, k, 23', [-0.06373389, 0.3962812, 1.0]], ['2, k, 24', [-0.0170612, 0.4089783, 1.0]]]
[['2, k, 0', [-0.03440151, -0.221499, 1.0]], ['2, k, 1', [-0.03183043, 0.04579584, 1.0]], ['2, k, 2', [-0.02796145, 0.304268, 1.0]], ['2, k, 3', [-0.05120351, 0.4270461, 1.0]], ['2, k, 4', [-0.1737095, 0.1807399, 1.0]], ['2, k, 5', [-0.1565626, 0.2706639, 1.0]], ['2, k, 6', [-0.06225135, 0.3743312, 1.0]], ['2, k, 7', [-0.03092084, 0.4076336, 1.0]], ['2, k, 8', [0.1113914, 0.1966926, 1.0]], ['2, k, 9', [0.09239968, 0.2864934, 1.0]], ['2, k, 10', [-0.003488173, 0.3725646, 1.0]], ['2, k, 11', [-0.03685641, 0.4123596, 1.0]], ['2, k, 12', [-0.1166297, -0.2159654, 1.0]], ['2, k, 13', [-0.1873005, -0.3788347, 1.0]], ['2, k, 14', [-0.2339831, -0.7215094, 1.0]], ['2, k, 15', [-0.2116447, -0.7586398, 1.0]], ['2, k, 16', [0.04896187, -0.2217188, 1.0]], ['2, k, 17', [0.08405023, -0.3911434, 1.0]], ['2, k, 18', [0.101141, -0.7316264, 1.0]], ['2, k, 19', [0.07175574, -0.7614855, 1.0]], ['2, k, 20', [-0.02859618, 0.2407899, 1.0]], ['2, k, 21', [-0.03405664, 0.441144, 1.0]], ['2, k, 22', [-0.07098743, 0.4039905, 1.0]], ['2, k, 23', [-0.06541667, 0.4448202, 1.0]], ['2, k, 24', [-0.0009131962, 0.4337399, 1.0]]]
[['2, k, 0', [-0.0349918, -0.2086319, 1.0]], ['2, k, 1', [-0.0331733, 0.06216971, 1.0]], ['2, k, 2', [-0.03126875, 0.3281058, 1.0]], ['2, k, 3', [-0.04643475, 0.4416606, 1.0]], ['2, k, 4', [-0.1652583, 0.2051462, 1.0]], ['2, k, 5', [-0.158901, 0.2897384, 1.0]], ['2, k, 6', [-0.06307118, 0.390669, 1.0]], ['2, k, 7', [-0.03296299, 0.4492963, 1.0]], ['2, k, 8', [0.1094514, 0.21377, 1.0]], ['2, k, 9', [0.0887456, 0.3134429, 1.0]], ['2, k, 10', [-0.009080375, 0.4023725, 1.0]], ['2, k, 11', [-0.03762539, 0.4525601, 1.0]], ['2, k, 12', [-0.1164367, -0.2031488, 1.0]], ['2, k, 13', [-0.1872154, -0.3787081, 1.0]], ['2, k, 14', [-0.2332106, -0.7203857, 1.0]], ['2, k, 15', [-0.2126064, -0.7612143, 1.0]], ['2, k, 16', [0.04745983, -0.2083394, 1.0]], ['2, k, 17', [0.08402167, -0.390958, 1.0]], ['2, k, 18', [0.1013595, -0.7316537, 1.0]], ['2, k, 19', [0.07167267, -0.7615002, 1.0]], ['2, k, 20', [-0.03155787, 0.2622704, 1.0]], ['2, k, 21', [-0.03104031, 0.4872019, 1.0]], ['2, k, 22', [-0.07510208, 0.4538969, 1.0]], ['2, k, 23', [-0.06174298, 0.4979145, 1.0]], ['2, k, 24', [0.003704392, 0.4651557, 1.0]]]
[['2, k, 0', [-0.03783099, -0.1969617, 1.0]], ['2, k, 1', [-0.03701475, 0.08339466, 1.0]], ['2, k, 2', [-0.03606199, 0.3595645, 1.0]], ['2, k, 3', [-0.04473604, 0.4689585, 1.0]], ['2, k, 4', [-0.1682484, 0.2165721, 1.0]], ['2, k, 5', [-0.1514265, 0.3333555, 1.0]], ['2, k, 6', [-0.06128158, 0.4533566, 1.0]], ['2, k, 7', [-0.03452706, 0.4855306, 1.0]], ['2, k, 8', [0.1101831, 0.2172252, 1.0]], ['2, k, 9', [0.08672318, 0.3303718, 1.0]], ['2, k, 10', [-0.0117889, 0.4474346, 1.0]], ['2, k, 11', [-0.03814612, 0.4908116, 1.0]], ['2, k, 12', [-0.1180589, -0.1913052, 1.0]], ['2, k, 13', [-0.1872301, -0.3786023, 1.0]], ['2, k, 14', [-0.2354236, -0.7193916, 1.0]], ['2, k, 15', [-0.214233, -0.7599603, 1.0]], ['2, k, 16', [0.04346503, -0.1973616, 1.0]], ['2, k, 17', [0.08360895, -0.3884634, 1.0]], ['2, k, 18', [0.1029195, -0.7295374, 1.0]], ['2, k, 19', [0.07169674, -0.7612794, 1.0]], ['2, k, 20', [-0.0363028, 0.2914173, 1.0]], ['2, k, 21', [-0.03170554, 0.5279856, 1.0]], ['2, k, 22', [-0.07621668, 0.4940351, 1.0]], ['2, k, 23', [-0.06392226, 0.527381, 1.0]], ['2, k, 24', [0.00434537, 0.4992042, 1.0]]]
[['2, k, 0', [-0.03840375, -0.1843033, 1.0]], ['2, k, 1', [-0.03824733, 0.09013033, 1.0]], ['2, k, 2', [-0.03721756, 0.3614528, 1.0]], ['2, k, 3', [-0.04552284, 0.4706107, 1.0]], ['2, k, 4', [-0.1691561, 0.2209858, 1.0]], ['2, k, 5', [-0.152366, 0.3430355, 1.0]], ['2, k, 6', [-0.06218407, 0.4470163, 1.0]], ['2, k, 7', [-0.03798607, 0.5220757, 1.0]], ['2, k, 8', [0.1115034, 0.2197004, 1.0]], ['2, k, 9', [0.09017797, 0.345064, 1.0]], ['2, k, 10', [-0.001454523, 0.4811063, 1.0]], ['2, k, 11', [-0.03740815, 0.5314483, 1.0]], ['2, k, 12', [-0.1174788, -0.1781472, 1.0]], ['2, k, 13', [-0.1870787, -0.3786837, 1.0]], ['2, k, 14', [-0.234991, -0.7190948, 1.0]], ['2, k, 15', [-0.2156247, -0.7612129, 1.0]], ['2, k, 16', [0.04178945, -0.1855434, 1.0]], ['2, k, 17', [0.08366265, -0.3883516, 1.0]], ['2, k, 18', [0.1023703, -0.7304209, 1.0]], ['2, k, 19', [0.07173258, -0.7612342, 1.0]], ['2, k, 20', [-0.0375304, 0.2942155, 1.0]], ['2, k, 21', [-0.02991214, 0.5703918, 1.0]], ['2, k, 22', [-0.07542752, 0.529535, 1.0]], ['2, k, 23', [-0.06324738, 0.5758505, 1.0]], ['2, k, 24', [0.002914318, 0.5471747, 1.0]]]
[['2, k, 0', [-0.03714037, -0.1741188, 1.0]], ['2, k, 1', [-0.03837545, 0.09743409, 1.0]], ['2, k, 2', [-0.03829034, 0.364669, 1.0]], ['2, k, 3', [-0.04629237, 0.4736623, 1.0]], ['2, k, 4', [-0.1702317, 0.2249652, 1.0]], ['2, k, 5', [-0.1554126, 0.3606336, 1.0]], ['2, k, 6', [-0.05321229, 0.520936, 1.0]], ['2, k, 7', [-0.03378296, 0.5568466, 1.0]], ['2, k, 8', [0.112538, 0.2205408, 1.0]], ['2, k, 9', [0.09234139, 0.3572836, 1.0]], ['2, k, 10', [-0.008321209, 0.4976494, 1.0]], ['2, k, 11', [-0.03698347, 0.5575833, 1.0]], ['2, k, 12', [-0.1149646, -0.1666489, 1.0]], ['2, k, 13', [-0.18657, -0.3774481, 1.0]], ['2, k, 14', [-0.2357615, -0.7194678, 1.0]], ['2, k, 15', [-0.2162338, -0.7608087, 1.0]], ['2, k, 16', [0.04190882, -0.176833, 1.0]], ['2, k, 17', [0.08360986, -0.3881151, 1.0]], ['2, k, 18', [0.1024989, -0.7302427, 1.0]], ['2, k, 19', [0.07228693, -0.7613348, 1.0]], ['2, k, 20', [-0.03844904, 0.2984292, 1.0]], ['2, k, 21', [-0.03337785, 0.6090153, 1.0]], ['2, k, 22', [-0.07276064, 0.5509535, 1.0]], ['2, k, 23', [-0.06320996, 0.6046106, 1.0]], ['2, k, 24', [0.003749236, 0.5653271, 1.0]]]
[['2, k, 0', [-0.03628768, -0.1678359, 1.0]], ['2, k, 1', [-0.03823256, 0.1027712, 1.0]], ['2, k, 2', [-0.03900882, 0.3681106, 1.0]], ['2, k, 3', [-0.04678157, 0.4770126, 1.0]], ['2, k, 4', [-0.1704992, 0.2263046, 1.0]], ['2, k, 5', [-0.1574184, 0.374898, 1.0]], ['2, k, 6', [-0.0638475, 0.5103495, 1.0]], ['2, k, 7', [-0.03716759, 0.5853549, 1.0]], ['2, k, 8', [0.1138491, 0.2206447, 1.0]], ['2, k, 9', [0.09680971, 0.3726275, 1.0]], ['2, k, 10', [-0.009021536, 0.5278513, 1.0]], ['2, k, 11', [-0.03848894, 0.5958133, 1.0]], ['2, k, 12', [-0.1136611, -0.1605437, 1.0]], ['2, k, 13', [-0.185542, -0.3737884, 1.0]], ['2, k, 14', [-0.2336628, -0.7179339, 1.0]], ['2, k, 15', [-0.2161897, -0.762458, 1.0]], ['2, k, 16', [0.04219795, -0.1706648, 1.0]], ['2, k, 17', [0.08293883, -0.384709, 1.0]], ['2, k, 18', [0.1021796, -0.7304363, 1.0]], ['2, k, 19', [0.07231887, -0.7612962, 1.0]], ['2, k, 20', [-0.03895522, 0.3024488, 1.0]], ['2, k, 21', [-0.02748458, 0.6420288, 1.0]], ['2, k, 22', [-0.07353708, 0.5839244, 1.0]], ['2, k, 23', [-0.05883271, 0.6479254, 1.0]], ['2, k, 24', [0.006555052, 0.5958394, 1.0]]]
