[['2, k, 0', [-0.326227, -0.365823, 1.0]], ['2, k, 1', [-0.345657, -0.0867824, 1.0]], ['2, k, 2', [-0.362411, 0.186604, 1.0]], ['2, k, 3', [-0.382635, 0.274465, 1.0]], ['2, k, 4', [-0.51731, 0.0644765, 1.0]], ['2, k, 5', [-0.631513, -0.0381354, 1.0]], ['2, k, 6', [-0.527832, 0.13169, 1.0]], ['2, k, 7', [-0.488692, 0.193963, 1.0]], ['2, k, 8', [-0.218352, 0.126217, 1.0]], ['2, k, 9', [-0.109218, 0.0303111, 1.0]], ['2, k, 10', [-0.103508, -0.1233, 1.0]], ['2, k, 11', [-0.148788, -0.156034, 1.0]], ['2, k, 12', [-0.389773, -0.374824, 1.0]], ['2, k, 13', [-0.442924, -0.649158, 1.0]], ['2, k, 14', [-0.456708, -1.00782, 1.0]], ['2, k, 15', [-0.463135, -1.08887, 1.0]], ['2, k, 16', [-0.253738, -0.346809, 1.0]], ['2, k, 17', [-0.202467, -0.56855, 1.0]], ['2, k, 18', [-0.189714, -0.97539, 1.0]], ['2, k, 19', [-0.172756, -1.02224, 1.0]], ['2, k, 20', [-0.358685, 0.119136, 1.0]], ['2, k, 21', [-0.458791, 0.260538, 1.0]], ['2, k, 22', [-0.434031, 0.223412, 1.0]], ['2, k, 23', [-0.140863, -0.24178, 1.0]], ['2, k, 24', [-0.16582, -0.17648, 1.0]]]
[['2, k, 0', [-0.396352, -0.363398, 1.0]], ['2, k, 1', [-0.35867, -0.0936112, 1.0]], ['2, k, 2', [-0.321573, 0.163891, 1.0]], ['2, k, 3', [-0.315873, 0.300513, 1.0]], ['2, k, 4', [-0.506079, 0.103467, 1.0]], ['2, k, 5', [-0.647383, -0.00715768, 1.0]], ['2, k, 6', [-0.59625, -0.216366, 1.0]], ['2, k, 7', [-0.557399, -0.276277, 1.0]], ['2, k, 8', [-0.185449, 0.0743253, 1.0]], ['2, k, 9', [-0.106785, -0.0654804, 1.0]], ['2, k, 10', [-0.248544, -0.222941, 1.0]], ['2, k, 11', [-0.291678, -0.284101, 1.0]], ['2, k, 12', [-0.462579, -0.348871, 1.0]], ['2, k, 13', [-0.491227, -0.725393, 1.0]], ['2, k, 14', [-0.478411, -1.04447, 1.0]], ['2, k, 15', [-0.477682, -1.11609, 1.0]], ['2, k, 16', [-0.319624, -0.368299, 1.0]], ['2, k, 17', [-0.242935, -0.654204, 1.0]], ['2, k, 18', [-0.177843, -0.943864, 1.0]], ['2, k, 19', [-0.189419, -0.988812, 1.0]], ['2, k, 20', [-0.33114, 0.100819, 1.0]], ['2, k, 21', [-0.542094, -0.345089, 1.0]], ['2, k, 22', [-0.508588, -0.243234, 1.0]], ['2, k, 23', [-0.357429, -0.340982, 1.0]], ['2, k, 24', [-0.24348, -0.304099, 1.0]]]
[['2, k, 0', [-0.392637, -0.363199, 1.0]], ['2, k, 1', [-0.356508, -0.0973834, 1.0]], ['2, k, 2', [-0.31873, 0.156535, 1.0]], ['2, k, 3', [-0.316616, 0.295338, 1.0]], ['2, k, 4', [-0.50583, 0.101136, 1.0]], ['2, k, 5', [-0.64634, -0.00984044, 1.0]], ['2, k, 6', [-0.595942, -0.219728, 1.0]], ['2, k, 7', [-0.552765, -0.28392, 1.0]], ['2, k, 8', [-0.185716, 0.0727925, 1.0]], ['2, k, 9', [-0.107195, -0.0657356, 1.0]], ['2, k, 10', [-0.248657, -0.223508, 1.0]], ['2, k, 11', [-0.29199, -0.284873, 1.0]], ['2, k, 12', [-0.458687, -0.348644, 1.0]], ['2, k, 13', [-0.488242, -0.72048, 1.0]], ['2, k, 14', [-0.48042, -1.04757, 1.0]], ['2, k, 15', [-0.477686, -1.11605, 1.0]], ['2, k, 16', [-0.316204, -0.368164, 1.0]], ['2, k, 17', [-0.247139, -0.652837, 1.0]], ['2, k, 18', [-0.17714, -0.943219, 1.0]], ['2, k, 19', [-0.188345, -0.98896, 1.0]], ['2, k, 20', [-0.328483, 0.0943164, 1.0]], ['2, k, 21', [-0.538793, -0.353072, 1.0]], ['2, k, 22', [-0.509802, -0.246019, 1.0]], ['2, k, 23', [-0.359584, -0.343031, 1.0]], ['2, k, 24', [-0.243518, -0.304813, 1.0]]]
[['2, k, 0', [-0.389477, -0.362786, 1.0]], ['2, k, 1', [-0.355379, -0.0997771, 1.0]], ['2, k, 2', [-0.318618, 0.15319, 1.0]], ['2, k, 3', [-0.316742, 0.291084, 1.0]], ['2, k, 4', [-0.505722, 0.0980673, 1.0]], ['2, k, 5', [-0.644916, -0.0110291, 1.0]], ['2, k, 6', [-0.594358, -0.221205, 1.0]], ['2, k, 7', [-0.548874, -0.284523, 1.0]], ['2, k, 8', [-0.186453, 0.0650196, 1.0]], ['2, k, 9', [-0.107163, -0.06566, 1.0]], ['2, k, 10', [-0.248362, -0.223709, 1.0]], ['2, k, 11', [-0.292385, -0.284894, 1.0]], ['2, k, 12', [-0.455576, -0.348572, 1.0]], ['2, k, 13', [-0.484869, -0.717276, 1.0]], ['2, k, 14', [-0.480097, -1.04586, 1.0]], ['2, k, 15', [-0.477173, -1.11494, 1.0]], ['2, k, 16', [-0.313119, -0.36741, 1.0]], ['2, k, 17', [-0.24311, -0.653716, 1.0]], ['2, k, 18', [-0.169974, -0.956749, 1.0]], ['2, k, 19', [-0.18222, -1.00284, 1.0]], ['2, k, 20', [-0.328125, 0.0912602, 1.0]], ['2, k, 21', [-0.53508, -0.354429, 1.0]], ['2, k, 22', [-0.50519, -0.260645, 1.0]], ['2, k, 23', [-0.360623, -0.342598, 1.0]], ['2, k, 24', [-0.244395, -0.309624, 1.0]]]
[['2, k, 0', [-0.384302, -0.362691, 1.0]], ['2, k, 1', [-0.353336, -0.102101, 1.0]], ['2, k, 2', [-0.318215, 0.150186, 1.0]], ['2, k, 3', [-0.31701, 0.288675, 1.0]], ['2, k, 4', [-0.505827, 0.0968499, 1.0]], ['2, k, 5', [-0.642169, -0.0137132, 1.0]], ['2, k, 6', [-0.584788, -0.222593, 1.0]], ['2, k, 7', [-0.543058, -0.286279, 1.0]], ['2, k, 8', [-0.186176, 0.0627604, 1.0]], ['2, k, 9', [-0.106959, -0.0657398, 1.0]], ['2, k, 10', [-0.247323, -0.224592, 1.0]], ['2, k, 11', [-0.289492, -0.283256, 1.0]], ['2, k, 12', [-0.449445, -0.348722, 1.0]], ['2, k, 13', [-0.48174, -0.71449, 1.0]], ['2, k, 14', [-0.480104, -1.04666, 1.0]], ['2, k, 15', [-0.477192, -1.11498, 1.0]], ['2, k, 16', [-0.308978, -0.367157, 1.0]], ['2, k, 17', [-0.23913, -0.652512, 1.0]], ['2, k, 18', [-0.166018, -0.973532, 1.0]], ['2, k, 19', [-0.178564, -1.01997, 1.0]], ['2, k, 20', [-0.327395, 0.0885225, 1.0]], ['2, k, 21', [-0.530602, -0.355608, 1.0]], ['2, k, 22', [-0.500487, -0.269256, 1.0]], ['2, k, 23', [-0.357499, -0.343542, 1.0]], ['2, k, 24', [-0.240096, -0.306071, 1.0]]]
[['2, k, 0', [-0.379945, -0.362849, 1.0]], ['2, k, 1', [-0.350698, -0.104599, 1.0]], ['2, k, 2', [-0.317173, 0.145945, 1.0]], ['2, k, 3', [-0.316875, 0.286748, 1.0]], ['2, k, 4', [-0.504845, 0.0946637, 1.0]], ['2, k, 5', [-0.640056, -0.0134982, 1.0]], ['2, k, 6', [-0.545782, -0.208889, 1.0]], ['2, k, 7', [-0.52902, -0.268191, 1.0]], ['2, k, 8', [-0.185051, 0.0606191, 1.0]], ['2, k, 9', [-0.108654, -0.0704013, 1.0]], ['2, k, 10', [-0.247537, -0.230212, 1.0]], ['2, k, 11', [-0.289509, -0.288519, 1.0]], ['2, k, 12', [-0.444677, -0.349197, 1.0]], ['2, k, 13', [-0.478071, -0.714073, 1.0]], ['2, k, 14', [-0.47936, -1.0466, 1.0]], ['2, k, 15', [-0.476729, -1.11454, 1.0]], ['2, k, 16', [-0.305178, -0.367041, 1.0]], ['2, k, 17', [-0.237432, -0.654428, 1.0]], ['2, k, 18', [-0.167003, -0.967646, 1.0]], ['2, k, 19', [-0.179599, -1.01458, 1.0]], ['2, k, 20', [-0.32593, 0.0846469, 1.0]], ['2, k, 21', [-0.506282, -0.33452, 1.0]], ['2, k, 22', [-0.480315, -0.248196, 1.0]], ['2, k, 23', [-0.349725, -0.34546, 1.0]], ['2, k, 24', [-0.240075, -0.315288, 1.0]]]
[['2, k, 0', [-0.374147, -0.361892, 1.0]], ['2, k, 1', [-0.348598, -0.10574, 1.0]], ['2, k, 2', [-0.317244, 0.144403, 1.0]], ['2, k, 3', [-0.316366, 0.284874, 1.0]], ['2, k, 4', [-0.504617, 0.093686, 1.0]], ['2, k, 5', [-0.637003, -0.0140612, 1.0]], ['2, k, 6', [-0.529941, -0.201945, 1.0]], ['2, k, 7', [-0.511039, -0.261701, 1.0]], ['2, k, 8', [-0.184423, 0.0592548, 1.0]], ['2, k, 9', [-0.100453, -0.0652266, 1.0]], ['2, k, 10', [-0.239406, -0.225765, 1.0]], ['2, k, 11', [-0.283197, -0.283629, 1.0]], ['2, k, 12', [-0.437978, -0.348752, 1.0]], ['2, k, 13', [-0.474791, -0.713826, 1.0]], ['2, k, 14', [-0.478951, -1.04605, 1.0]], ['2, k, 15', [-0.476756, -1.11456, 1.0]], ['2, k, 16', [-0.300369, -0.365697, 1.0]], ['2, k, 17', [-0.238194, -0.653464, 1.0]], ['2, k, 18', [-0.167939, -0.962074, 1.0]], ['2, k, 19', [-0.180898, -1.00945, 1.0]], ['2, k, 20', [-0.325608, 0.0832609, 1.0]], ['2, k, 21', [-0.459858, -0.321577, 1.0]], ['2, k, 22', [-0.469436, -0.20559, 1.0]], ['2, k, 23', [-0.348932, -0.342551, 1.0]], ['2, k, 24', [-0.231259, -0.310291, 1.0]]]
[['2, k, 0', [-0.367445, -0.360027, 1.0]], ['2, k, 1', [-0.344835, -0.106218, 1.0]], ['2, k, 2', [-0.316411, 0.14326, 1.0]], ['2, k, 3', [-0.315915, 0.28351, 1.0]], ['2, k, 4', [-0.502148, 0.0917621, 1.0]], ['2, k, 5', [-0.623833, -0.0237243, 1.0]], ['2, k, 6', [-0.509287, -0.206682, 1.0]], ['2, k, 7', [-0.497486, -0.265359, 1.0]], ['2, k, 8', [-0.182813, 0.0585572, 1.0]], ['2, k, 9', [-0.0984983, -0.064677, 1.0]], ['2, k, 10', [-0.236115, -0.225999, 1.0]], ['2, k, 11', [-0.280444, -0.282437, 1.0]], ['2, k, 12', [-0.432203, -0.348393, 1.0]], ['2, k, 13', [-0.467574, -0.710579, 1.0]], ['2, k, 14', [-0.47746, -1.0444, 1.0]], ['2, k, 15', [-0.476997, -1.11461, 1.0]], ['2, k, 16', [-0.292726, -0.361938, 1.0]], ['2, k, 17', [-0.238516, -0.651202, 1.0]], ['2, k, 18', [-0.163078, -0.983134, 1.0]], ['2, k, 19', [-0.176103, -1.03054, 1.0]], ['2, k, 20', [-0.324263, 0.0821135, 1.0]], ['2, k, 21', [-0.429034, -0.322671, 1.0]], ['2, k, 22', [-0.456728, -0.205651, 1.0]], ['2, k, 23', [-0.343183, -0.337865, 1.0]], ['2, k, 24', [-0.228174, -0.311881, 1.0]]]
[['2, k, 0', [-0.359272, -0.358647, 1.0]], ['2, k, 1', [-0.339641, -0.106318, 1.0]], ['2, k, 2', [-0.315128, 0.142564, 1.0]], ['2, k, 3', [-0.314979, 0.282786, 1.0]], ['2, k, 4', [-0.499337, 0.0899345, 1.0]], ['2, k, 5', [-0.620548, -0.0236831, 1.0]], ['2, k, 6', [-0.508801, -0.210031, 1.0]], ['2, k, 7', [-0.500894, -0.268946, 1.0]], ['2, k, 8', [-0.180473, 0.0573125, 1.0]], ['2, k, 9', [-0.0966221, -0.0636209, 1.0]], ['2, k, 10', [-0.232752, -0.226522, 1.0]], ['2, k, 11', [-0.274945, -0.284136, 1.0]], ['2, k, 12', [-0.424281, -0.347985, 1.0]], ['2, k, 13', [-0.463346, -0.711228, 1.0]], ['2, k, 14', [-0.477445, -1.0444, 1.0]], ['2, k, 15', [-0.477261, -1.11476, 1.0]], ['2, k, 16', [-0.284758, -0.359757, 1.0]], ['2, k, 17', [-0.237406, -0.648685, 1.0]], ['2, k, 18', [-0.168009, -0.96708, 1.0]], ['2, k, 19', [-0.181047, -1.01501, 1.0]], ['2, k, 20', [-0.322142, 0.081341, 1.0]], ['2, k, 21', [-0.47069, -0.335482, 1.0]], ['2, k, 22', [-0.455843, -0.230741, 1.0]], ['2, k, 23', [-0.337833, -0.339626, 1.0]], ['2, k, 24', [-0.222104, -0.317031, 1.0]]]
[['2, k, 0', [-0.349592, -0.358695, 1.0]], ['2, k, 1', [-0.333466, -0.107219, 1.0]], ['2, k, 2', [-0.31308, 0.141262, 1.0]], ['2, k, 3', [-0.31374, 0.28214, 1.0]], ['2, k, 4', [-0.491326, 0.0833785, 1.0]], ['2, k, 5', [-0.615262, -0.025212, 1.0]], ['2, k, 6', [-0.509919, -0.215152, 1.0]], ['2, k, 7', [-0.494504, -0.275356, 1.0]], ['2, k, 8', [-0.178602, 0.056468, 1.0]], ['2, k, 9', [-0.091844, -0.0629535, 1.0]], ['2, k, 10', [-0.226068, -0.227164, 1.0]], ['2, k, 11', [-0.269725, -0.283279, 1.0]], ['2, k, 12', [-0.415185, -0.349157, 1.0]], ['2, k, 13', [-0.458335, -0.711543, 1.0]], ['2, k, 14', [-0.476856, -1.04417, 1.0]], ['2, k, 15', [-0.477263, -1.11496, 1.0]], ['2, k, 16', [-0.274723, -0.358711, 1.0]], ['2, k, 17', [-0.225068, -0.645635, 1.0]], ['2, k, 18', [-0.162343, -0.962217, 1.0]], ['2, k, 19', [-0.17486, -1.01052, 1.0]], ['2, k, 20', [-0.319053, 0.0799451, 1.0]], ['2, k, 21', [-0.466751, -0.336734, 1.0]], ['2, k, 22', [-0.453338, -0.234447, 1.0]], ['2, k, 23', [-0.329857, -0.339415, 1.0]], ['2, k, 24', [-0.21598, -0.316991, 1.0]]]
[['2, k, 0', [-0.340668, -0.358219, 1.0]], ['2, k, 1', [-0.326882, -0.107246, 1.0]], ['2, k, 2', [-0.309916, 0.140568, 1.0]], ['2, k, 3', [-0.311859, 0.281413, 1.0]], ['2, k, 4', [-0.488164, 0.081274, 1.0]], ['2, k, 5', [-0.612493, -0.0222257, 1.0]], ['2, k, 6', [-0.51243, -0.214914, 1.0]], ['2, k, 7', [-0.484618, -0.279622, 1.0]], ['2, k, 8', [-0.173619, 0.0570865, 1.0]], ['2, k, 9', [-0.055123, -0.0267881, 1.0]], ['2, k, 10', [-0.192101, -0.191972, 1.0]], ['2, k, 11', [-0.229979, -0.250717, 1.0]], ['2, k, 12', [-0.406898, -0.350313, 1.0]], ['2, k, 13', [-0.450937, -0.718258, 1.0]], ['2, k, 14', [-0.476806, -1.04433, 1.0]], ['2, k, 15', [-0.477243, -1.11494, 1.0]], ['2, k, 16', [-0.264796, -0.356376, 1.0]], ['2, k, 17', [-0.214259, -0.642888, 1.0]], ['2, k, 18', [-0.155551, -0.938403, 1.0]], ['2, k, 19', [-0.167742, -0.987196, 1.0]], ['2, k, 20', [-0.314867, 0.0793177, 1.0]], ['2, k, 21', [-0.450735, -0.344257, 1.0]], ['2, k, 22', [-0.438198, -0.285055, 1.0]], ['2, k, 23', [-0.301325, -0.302177, 1.0]], ['2, k, 24', [-0.187418, -0.284386, 1.0]]]
[['2, k, 0', [-0.327434, -0.358831, 1.0]], ['2, k, 1', [-0.318919, -0.106928, 1.0]], ['2, k, 2', [-0.306648, 0.140936, 1.0]], ['2, k, 3', [-0.309606, 0.281675, 1.0]], ['2, k, 4', [-0.481924, 0.0783514, 1.0]], ['2, k, 5', [-0.606541, -0.0228482, 1.0]], ['2, k, 6', [-0.497965, -0.211041, 1.0]], ['2, k, 7', [-0.475826, -0.273489, 1.0]], ['2, k, 8', [-0.170167, 0.0583099, 1.0]], ['2, k, 9', [-0.0548717, -0.0265535, 1.0]], ['2, k, 10', [-0.188278, -0.194487, 1.0]], ['2, k, 11', [-0.225961, -0.255897, 1.0]], ['2, k, 12', [-0.393683, -0.353098, 1.0]], ['2, k, 13', [-0.445483, -0.717209, 1.0]], ['2, k, 14', [-0.476159, -1.04542, 1.0]], ['2, k, 15', [-0.476649, -1.11332, 1.0]], ['2, k, 16', [-0.252092, -0.355056, 1.0]], ['2, k, 17', [-0.204978, -0.645053, 1.0]], ['2, k, 18', [-0.154709, -0.941997, 1.0]], ['2, k, 19', [-0.166346, -0.990906, 1.0]], ['2, k, 20', [-0.310394, 0.079706, 1.0]], ['2, k, 21', [-0.444441, -0.337164, 1.0]], ['2, k, 22', [-0.43655, -0.264524, 1.0]], ['2, k, 23', [-0.293025, -0.309456, 1.0]], ['2, k, 24', [-0.179345, -0.287731, 1.0]]]
[['2, k, 0', [-0.318067, -0.358248, 1.0]], ['2, k, 1', [-0.312142, -0.10543, 1.0]], ['2, k, 2', [-0.30299, 0.142701, 1.0]], ['2, k, 3', [-0.305513, 0.282463, 1.0]], ['2, k, 4', [-0.478287, 0.0773368, 1.0]], ['2, k, 5', [-0.597845, -0.0247862, 1.0]], ['2, k, 6', [-0.492562, -0.214733, 1.0]], ['2, k, 7', [-0.464373, -0.272983, 1.0]], ['2, k, 8', [-0.166705, 0.0600591, 1.0]], ['2, k, 9', [-0.0549849, -0.0282374, 1.0]], ['2, k, 10', [-0.186412, -0.197703, 1.0]], ['2, k, 11', [-0.222511, -0.257294, 1.0]], ['2, k, 12', [-0.384457, -0.353421, 1.0]], ['2, k, 13', [-0.435188, -0.710586, 1.0]], ['2, k, 14', [-0.47074, -1.04464, 1.0]], ['2, k, 15', [-0.476551, -1.11321, 1.0]], ['2, k, 16', [-0.243173, -0.353654, 1.0]], ['2, k, 17', [-0.19507, -0.650158, 1.0]], ['2, k, 18', [-0.142793, -0.946552, 1.0]], ['2, k, 19', [-0.154363, -0.995453, 1.0]], ['2, k, 20', [-0.305869, 0.0814635, 1.0]], ['2, k, 21', [-0.428406, -0.337289, 1.0]], ['2, k, 22', [-0.427755, -0.240588, 1.0]], ['2, k, 23', [-0.293211, -0.309658, 1.0]], ['2, k, 24', [-0.176281, -0.294859, 1.0]]]
[['2, k, 0', [-0.312192, -0.357454, 1.0]], ['2, k, 1', [-0.308057, -0.104, 1.0]], ['2, k, 2', [-0.300723, 0.144517, 1.0]], ['2, k, 3', [-0.302769, 0.283085, 1.0]], ['2, k, 4', [-0.475014, 0.0761832, 1.0]], ['2, k, 5', [-0.59054, -0.0256317, 1.0]], ['2, k, 6', [-0.485087, -0.215513, 1.0]], ['2, k, 7', [-0.456438, -0.275929, 1.0]], ['2, k, 8', [-0.159278, 0.0637158, 1.0]], ['2, k, 9', [-0.0535899, -0.0277927, 1.0]], ['2, k, 10', [-0.182418, -0.199016, 1.0]], ['2, k, 11', [-0.216536, -0.260836, 1.0]], ['2, k, 12', [-0.377774, -0.353336, 1.0]], ['2, k, 13', [-0.429339, -0.709079, 1.0]], ['2, k, 14', [-0.469338, -1.04567, 1.0]], ['2, k, 15', [-0.476399, -1.11287, 1.0]], ['2, k, 16', [-0.238088, -0.352254, 1.0]], ['2, k, 17', [-0.190189, -0.649904, 1.0]], ['2, k, 18', [-0.147076, -0.948051, 1.0]], ['2, k, 19', [-0.157953, -0.996947, 1.0]], ['2, k, 20', [-0.30312, 0.0831958, 1.0]], ['2, k, 21', [-0.424336, -0.338957, 1.0]], ['2, k, 22', [-0.416108, -0.285129, 1.0]], ['2, k, 23', [-0.28711, -0.316782, 1.0]], ['2, k, 24', [-0.165279, -0.293461, 1.0]]]
[['2, k, 0', [-0.300387, -0.354391, 1.0]], ['2, k, 1', [-0.300177, -0.101034, 1.0]], ['2, k, 2', [-0.296561, 0.147248, 1.0]], ['2, k, 3', [-0.299019, 0.284948, 1.0]], ['2, k, 4', [-0.470147, 0.0756989, 1.0]], ['2, k, 5', [-0.583588, -0.0267343, 1.0]], ['2, k, 6', [-0.483398, -0.219372, 1.0]], ['2, k, 7', [-0.445852, -0.281172, 1.0]], ['2, k, 8', [-0.153222, 0.0690983, 1.0]], ['2, k, 9', [-0.052778, -0.0281543, 1.0]], ['2, k, 10', [-0.180553, -0.200477, 1.0]], ['2, k, 11', [-0.217202, -0.264408, 1.0]], ['2, k, 12', [-0.366817, -0.351496, 1.0]], ['2, k, 13', [-0.422192, -0.708014, 1.0]], ['2, k, 14', [-0.465916, -1.04501, 1.0]], ['2, k, 15', [-0.476325, -1.11289, 1.0]], ['2, k, 16', [-0.225962, -0.347972, 1.0]], ['2, k, 17', [-0.184397, -0.650221, 1.0]], ['2, k, 18', [-0.146701, -0.948915, 1.0]], ['2, k, 19', [-0.156664, -0.997956, 1.0]], ['2, k, 20', [-0.298035, 0.0859928, 1.0]], ['2, k, 21', [-0.417276, -0.345798, 1.0]], ['2, k, 22', [-0.410418, -0.288669, 1.0]], ['2, k, 23', [-0.287828, -0.324194, 1.0]], ['2, k, 24', [-0.160543, -0.296606, 1.0]]]
[['2, k, 0', [-0.293317, -0.353444, 1.0]], ['2, k, 1', [-0.295317, -0.0995749, 1.0]], ['2, k, 2', [-0.293681, 0.149199, 1.0]], ['2, k, 3', [-0.295757, 0.287454, 1.0]], ['2, k, 4', [-0.466, 0.0763256, 1.0]], ['2, k, 5', [-0.578824, -0.025323, 1.0]], ['2, k, 6', [-0.476632, -0.216929, 1.0]], ['2, k, 7', [-0.436877, -0.282524, 1.0]], ['2, k, 8', [-0.148687, 0.0739503, 1.0]], ['2, k, 9', [-0.045835, -0.0223428, 1.0]], ['2, k, 10', [-0.172468, -0.195937, 1.0]], ['2, k, 11', [-0.204387, -0.258245, 1.0]], ['2, k, 12', [-0.359511, -0.351404, 1.0]], ['2, k, 13', [-0.415524, -0.708832, 1.0]], ['2, k, 14', [-0.462585, -1.04889, 1.0]], ['2, k, 15', [-0.475983, -1.11293, 1.0]], ['2, k, 16', [-0.219294, -0.346222, 1.0]], ['2, k, 17', [-0.175269, -0.646213, 1.0]], ['2, k, 18', [-0.145306, -0.944716, 1.0]], ['2, k, 19', [-0.154977, -0.993685, 1.0]], ['2, k, 20', [-0.294666, 0.087801, 1.0]], ['2, k, 21', [-0.410203, -0.345646, 1.0]], ['2, k, 22', [-0.480479, -0.289681, 1.0]], ['2, k, 23', [-0.274083, -0.316998, 1.0]], ['2, k, 24', [-0.148777, -0.292254, 1.0]]]
[['2, k, 0', [-0.284899, -0.352418, 1.0]], ['2, k, 1', [-0.289193, -0.0977239, 1.0]], ['2, k, 2', [-0.289285, 0.152136, 1.0]], ['2, k, 3', [-0.29153, 0.289193, 1.0]], ['2, k, 4', [-0.460396, 0.0783936, 1.0]], ['2, k, 5', [-0.568113, -0.0229102, 1.0]], ['2, k, 6', [-0.474544, -0.218542, 1.0]], ['2, k, 7', [-0.429981, -0.285641, 1.0]], ['2, k, 8', [-0.1438, 0.0784161, 1.0]], ['2, k, 9', [-0.0444746, -0.0216687, 1.0]], ['2, k, 10', [-0.17016, -0.195937, 1.0]], ['2, k, 11', [-0.203345, -0.258063, 1.0]], ['2, k, 12', [-0.351387, -0.351519, 1.0]], ['2, k, 13', [-0.409613, -0.709689, 1.0]], ['2, k, 14', [-0.462328, -1.04864, 1.0]], ['2, k, 15', [-0.475768, -1.11288, 1.0]], ['2, k, 16', [-0.210753, -0.344008, 1.0]], ['2, k, 17', [-0.166717, -0.640937, 1.0]], ['2, k, 18', [-0.145094, -0.939396, 1.0]], ['2, k, 19', [-0.154436, -0.988129, 1.0]], ['2, k, 20', [-0.289846, 0.0903998, 1.0]], ['2, k, 21', [-0.410954, -0.348922, 1.0]], ['2, k, 22', [-0.467948, -0.297091, 1.0]], ['2, k, 23', [-0.272906, -0.316665, 1.0]], ['2, k, 24', [-0.146091, -0.301035, 1.0]]]
[['2, k, 0', [-0.27859, -0.351119, 1.0]], ['2, k, 1', [-0.284557, -0.0951663, 1.0]], ['2, k, 2', [-0.286232, 0.156202, 1.0]], ['2, k, 3', [-0.287997, 0.292898, 1.0]], ['2, k, 4', [-0.455552, 0.0803505, 1.0]], ['2, k, 5', [-0.560661, -0.0249439, 1.0]], ['2, k, 6', [-0.44607, -0.209412, 1.0]], ['2, k, 7', [-0.420316, -0.265653, 1.0]], ['2, k, 8', [-0.139876, 0.0831583, 1.0]], ['2, k, 9', [-0.0434688, -0.0222692, 1.0]], ['2, k, 10', [-0.166961, -0.19758, 1.0]], ['2, k, 11', [-0.202696, -0.261512, 1.0]], ['2, k, 12', [-0.344843, -0.351059, 1.0]], ['2, k, 13', [-0.405411, -0.71141, 1.0]], ['2, k, 14', [-0.462223, -1.0484, 1.0]], ['2, k, 15', [-0.475443, -1.1119, 1.0]], ['2, k, 16', [-0.204654, -0.341937, 1.0]], ['2, k, 17', [-0.16087, -0.643145, 1.0]], ['2, k, 18', [-0.143979, -0.94147, 1.0]], ['2, k, 19', [-0.153179, -0.989919, 1.0]], ['2, k, 20', [-0.286377, 0.0940219, 1.0]], ['2, k, 21', [-0.392246, -0.331363, 1.0]], ['2, k, 22', [-0.455279, -0.291398, 1.0]], ['2, k, 23', [-0.273105, -0.323531, 1.0]], ['2, k, 24', [-0.145215, -0.306857, 1.0]]]
[['2, k, 0', [-0.270232, -0.349323, 1.0]], ['2, k, 1', [-0.27874, -0.091752, 1.0]], ['2, k, 2', [-0.282323, 0.161655, 1.0]], ['2, k, 3', [-0.284337, 0.298086, 1.0]], ['2, k, 4', [-0.452004, 0.0822955, 1.0]], ['2, k, 5', [-0.556887, -0.024243, 1.0]], ['2, k, 6', [-0.445601, -0.210762, 1.0]], ['2, k, 7', [-0.411449, -0.266707, 1.0]], ['2, k, 8', [-0.135559, 0.0898967, 1.0]], ['2, k, 9', [-0.0412125, -0.0260664, 1.0]], ['2, k, 10', [-0.165858, -0.200167, 1.0]], ['2, k, 11', [-0.202321, -0.261259, 1.0]], ['2, k, 12', [-0.336553, -0.350356, 1.0]], ['2, k, 13', [-0.39976, -0.711548, 1.0]], ['2, k, 14', [-0.460486, -1.04818, 1.0]], ['2, k, 15', [-0.475762, -1.11222, 1.0]], ['2, k, 16', [-0.196636, -0.339102, 1.0]], ['2, k, 17', [-0.153246, -0.643085, 1.0]], ['2, k, 18', [-0.139035, -0.941292, 1.0]], ['2, k, 19', [-0.147941, -0.989322, 1.0]], ['2, k, 20', [-0.281991, 0.0988715, 1.0]], ['2, k, 21', [-0.387853, -0.331733, 1.0]], ['2, k, 22', [-0.446488, -0.298937, 1.0]], ['2, k, 23', [-0.272437, -0.322714, 1.0]], ['2, k, 24', [-0.142882, -0.309357, 1.0]]]
