[['2, k, 0', [0.008727935, -0.2838817, 1.0]], ['2, k, 1', [0.005426928, 0.004742882, 1.0]], ['2, k, 2', [0.001255335, 0.2862461, 1.0]], ['2, k, 3', [-0.002901898, 0.412008, 1.0]], ['2, k, 4', [-0.1692698, 0.1926721, 1.0]], ['2, k, 5', [-0.2219714, -0.01960447, 1.0]], ['2, k, 6', [-0.1693738, -0.1151368, 1.0]], ['2, k, 7', [-0.1300637, -0.1476512, 1.0]], ['2, k, 8', [0.1726328, 0.2012624, 1.0]], ['2, k, 9', [0.2263448, -0.01125327, 1.0]], ['2, k, 10', [0.1863708, -0.1258647, 1.0]], ['2, k, 11', [0.146896, -0.1659453, 1.0]], ['2, k, 12', [-0.07872359, -0.2815683, 1.0]], ['2, k, 13', [-0.1179606, -0.2590267, 1.0]], ['2, k, 14', [-0.1087489, -0.6166271, 1.0]], ['2, k, 15', [-0.09053782, -0.6949875, 1.0]], ['2, k, 16', [0.09593834, -0.2792684, 1.0]], ['2, k, 17', [0.1678033, -0.262007, 1.0]], ['2, k, 18', [0.09542736, -0.6156834, 1.0]], ['2, k, 19', [0.1246832, -0.6997724, 1.0]], ['2, k, 20', [0.002422506, 0.2168124, 1.0]], ['2, k, 21', [-0.1118015, -0.1836135, 1.0]], ['2, k, 22', [-0.1501805, -0.169786, 1.0]], ['2, k, 23', [0.1396897, -0.2081147, 1.0]], ['2, k, 24', [0.1068203, -0.1540805, 1.0]]]
[['2, k, 0', [0.01967777, -0.287423, 1.0]], ['2, k, 1', [0.003113096, 0.004211552, 1.0]], ['2, k, 2', [-0.01242308, 0.2887328, 1.0]], ['2, k, 3', [-0.01983677, 0.4181071, 1.0]], ['2, k, 4', [-0.1799314, 0.1799311, 1.0]], ['2, k, 5', [-0.2229753, -0.03465872, 1.0]], ['2, k, 6', [-0.1641691, -0.1342473, 1.0]], ['2, k, 7', [-0.1198919, -0.1483195, 1.0]], ['2, k, 8', [0.1616001, 0.1951346, 1.0]], ['2, k, 9', [0.2240848, -0.01603672, 1.0]], ['2, k, 10', [0.1965396, -0.1116189, 1.0]], ['2, k, 11', [0.172336, -0.1504268, 1.0]], ['2, k, 12', [-0.06927969, -0.2887008, 1.0]], ['2, k, 13', [-0.1221477, -0.2464667, 1.0]], ['2, k, 14', [-0.127264, -0.6038435, 1.0]], ['2, k, 15', [-0.1149095, -0.6867926, 1.0]], ['2, k, 16', [0.1083985, -0.279052, 1.0]], ['2, k, 17', [0.267905, -0.2685311, 1.0]], ['2, k, 18', [0.382581, -0.6177434, 1.0]], ['2, k, 19', [0.462855, -0.6775115, 1.0]], ['2, k, 20', [-0.008499125, 0.2185684, 1.0]], ['2, k, 21', [-0.1124037, -0.1806743, 1.0]], ['2, k, 22', [-0.1659591, -0.1774476, 1.0]], ['2, k, 23', [0.1950287, -0.1924212, 1.0]], ['2, k, 24', [0.1174518, -0.1444892, 1.0]]]
[['2, k, 0', [0.01989452, -0.2874582, 1.0]], ['2, k, 1', [0.003120543, 0.00421529, 1.0]], ['2, k, 2', [-0.01259959, 0.2888321, 1.0]], ['2, k, 3', [-0.01988756, 0.4179997, 1.0]], ['2, k, 4', [-0.1799291, 0.1799287, 1.0]], ['2, k, 5', [-0.2231927, -0.03461242, 1.0]], ['2, k, 6', [-0.1650814, -0.1361121, 1.0]], ['2, k, 7', [-0.121399, -0.1474672, 1.0]], ['2, k, 8', [0.1615181, 0.1951321, 1.0]], ['2, k, 9', [0.2241634, -0.01574004, 1.0]], ['2, k, 10', [0.1961428, -0.1115687, 1.0]], ['2, k, 11', [0.17353, -0.1502613, 1.0]], ['2, k, 12', [-0.06912792, -0.2887511, 1.0]], ['2, k, 13', [-0.1221287, -0.2462251, 1.0]], ['2, k, 14', [-0.1276441, -0.6036845, 1.0]], ['2, k, 15', [-0.115078, -0.6866953, 1.0]], ['2, k, 16', [0.1087056, -0.279064, 1.0]], ['2, k, 17', [0.2678087, -0.2687476, 1.0]], ['2, k, 18', [0.382187, -0.6180718, 1.0]], ['2, k, 19', [0.4637206, -0.6773033, 1.0]], ['2, k, 20', [-0.00859374, 0.2186237, 1.0]], ['2, k, 21', [-0.1088748, -0.1812688, 1.0]], ['2, k, 22', [-0.1659341, -0.1774227, 1.0]], ['2, k, 23', [0.191108, -0.1969614, 1.0]], ['2, k, 24', [0.1418317, -0.1770995, 1.0]]]
[['2, k, 0', [0.02008313, -0.2876077, 1.0]], ['2, k, 1', [0.003201528, 0.00402793, 1.0]], ['2, k, 2', [-0.01266243, 0.2885983, 1.0]], ['2, k, 3', [-0.01986118, 0.4175747, 1.0]], ['2, k, 4', [-0.1799624, 0.1799178, 1.0]], ['2, k, 5', [-0.2231023, -0.0346561, 1.0]], ['2, k, 6', [-0.1653304, -0.1374156, 1.0]], ['2, k, 7', [-0.1212979, -0.1509085, 1.0]], ['2, k, 8', [0.1615355, 0.1951212, 1.0]], ['2, k, 9', [0.2234818, -0.0163662, 1.0]], ['2, k, 10', [0.1947486, -0.1110941, 1.0]], ['2, k, 11', [0.1729436, -0.1515499, 1.0]], ['2, k, 12', [-0.06893267, -0.2889053, 1.0]], ['2, k, 13', [-0.1221481, -0.2461884, 1.0]], ['2, k, 14', [-0.1272723, -0.6037659, 1.0]], ['2, k, 15', [-0.1151774, -0.6868357, 1.0]], ['2, k, 16', [0.1088579, -0.2791958, 1.0]], ['2, k, 17', [0.2677908, -0.2687857, 1.0]], ['2, k, 18', [0.3794514, -0.6189189, 1.0]], ['2, k, 19', [0.4622036, -0.6764751, 1.0]], ['2, k, 20', [-0.008625824, 0.2184028, 1.0]], ['2, k, 21', [-0.1064531, -0.1848583, 1.0]], ['2, k, 22', [-0.1668385, -0.179531, 1.0]], ['2, k, 23', [0.1878793, -0.1952949, 1.0]], ['2, k, 24', [0.1156239, -0.1509245, 1.0]]]
[['2, k, 0', [0.02017024, -0.2877819, 1.0]], ['2, k, 1', [0.003293945, 0.003843058, 1.0]], ['2, k, 2', [-0.01261467, 0.2884515, 1.0]], ['2, k, 3', [-0.01987531, 0.4174729, 1.0]], ['2, k, 4', [-0.1800104, 0.1798961, 1.0]], ['2, k, 5', [-0.2230672, -0.03468988, 1.0]], ['2, k, 6', [-0.1647684, -0.1332287, 1.0]], ['2, k, 7', [-0.1209781, -0.1489273, 1.0]], ['2, k, 8', [0.1614742, 0.1949466, 1.0]], ['2, k, 9', [0.2233669, -0.01643016, 1.0]], ['2, k, 10', [0.1948916, -0.1122498, 1.0]], ['2, k, 11', [0.1714463, -0.1517565, 1.0]], ['2, k, 12', [-0.06884311, -0.2890963, 1.0]], ['2, k, 13', [-0.1221642, -0.2462031, 1.0]], ['2, k, 14', [-0.1275287, -0.6037916, 1.0]], ['2, k, 15', [-0.1154014, -0.6868465, 1.0]], ['2, k, 16', [0.1089308, -0.2793595, 1.0]], ['2, k, 17', [0.2677715, -0.2690829, 1.0]], ['2, k, 18', [0.3804186, -0.6189818, 1.0]], ['2, k, 19', [0.4617027, -0.6763549, 1.0]], ['2, k, 20', [-0.008574711, 0.2182444, 1.0]], ['2, k, 21', [-0.1102241, -0.1828358, 1.0]], ['2, k, 22', [-0.1657988, -0.170403, 1.0]], ['2, k, 23', [0.1875138, -0.1957859, 1.0]], ['2, k, 24', [0.1216801, -0.1598154, 1.0]]]
[['2, k, 0', [0.02047017, -0.2878956, 1.0]], ['2, k, 1', [0.003342763, 0.00370338, 1.0]], ['2, k, 2', [-0.01282231, 0.2881669, 1.0]], ['2, k, 3', [-0.01987115, 0.4174713, 1.0]], ['2, k, 4', [-0.1801693, 0.1792871, 1.0]], ['2, k, 5', [-0.2231055, -0.03529961, 1.0]], ['2, k, 6', [-0.1650092, -0.1352038, 1.0]], ['2, k, 7', [-0.120849, -0.1504246, 1.0]], ['2, k, 8', [0.1614247, 0.1949548, 1.0]], ['2, k, 9', [0.2231383, -0.01663836, 1.0]], ['2, k, 10', [0.1953938, -0.1123194, 1.0]], ['2, k, 11', [0.171703, -0.1511825, 1.0]], ['2, k, 12', [-0.06847079, -0.2893114, 1.0]], ['2, k, 13', [-0.1221473, -0.2461245, 1.0]], ['2, k, 14', [-0.1278827, -0.6037278, 1.0]], ['2, k, 15', [-0.1155613, -0.6867306, 1.0]], ['2, k, 16', [0.1091322, -0.2793861, 1.0]], ['2, k, 17', [0.2677678, -0.269083, 1.0]], ['2, k, 18', [0.3762617, -0.6202411, 1.0]], ['2, k, 19', [0.4605355, -0.6757596, 1.0]], ['2, k, 20', [-0.008701609, 0.2180094, 1.0]], ['2, k, 21', [-0.1047144, -0.1845199, 1.0]], ['2, k, 22', [-0.1660976, -0.1758774, 1.0]], ['2, k, 23', [0.191952, -0.1954263, 1.0]], ['2, k, 24', [0.1164617, -0.1557679, 1.0]]]
[['2, k, 0', [0.02050135, -0.2880088, 1.0]], ['2, k, 1', [0.003417421, 0.003552697, 1.0]], ['2, k, 2', [-0.01274471, 0.2880293, 1.0]], ['2, k, 3', [-0.01990268, 0.4173491, 1.0]], ['2, k, 4', [-0.1802078, 0.1792879, 1.0]], ['2, k, 5', [-0.2229487, -0.03536076, 1.0]], ['2, k, 6', [-0.1647103, -0.1343163, 1.0]], ['2, k, 7', [-0.1201162, -0.1493533, 1.0]], ['2, k, 8', [0.1614088, 0.1944794, 1.0]], ['2, k, 9', [0.2232296, -0.01676834, 1.0]], ['2, k, 10', [0.1955952, -0.1116804, 1.0]], ['2, k, 11', [0.1735775, -0.1514532, 1.0]], ['2, k, 12', [-0.06844071, -0.2894111, 1.0]], ['2, k, 13', [-0.1221614, -0.2461484, 1.0]], ['2, k, 14', [-0.1283105, -0.6036769, 1.0]], ['2, k, 15', [-0.1154819, -0.6866527, 1.0]], ['2, k, 16', [0.1091541, -0.2795146, 1.0]], ['2, k, 17', [0.2677991, -0.2691436, 1.0]], ['2, k, 18', [0.3750013, -0.6207532, 1.0]], ['2, k, 19', [0.4434847, -0.675773, 1.0]], ['2, k, 20', [-0.008632332, 0.2178656, 1.0]], ['2, k, 21', [-0.1066028, -0.1845844, 1.0]], ['2, k, 22', [-0.1655247, -0.1761108, 1.0]], ['2, k, 23', [0.1906425, -0.1963681, 1.0]], ['2, k, 24', [0.1254984, -0.1668437, 1.0]]]
[['2, k, 0', [0.02053247, -0.2880062, 1.0]], ['2, k, 1', [0.003491477, 0.003573324, 1.0]], ['2, k, 2', [-0.01252836, 0.2881707, 1.0]], ['2, k, 3', [-0.01995979, 0.4173219, 1.0]], ['2, k, 4', [-0.180344, 0.1792554, 1.0]], ['2, k, 5', [-0.2227895, -0.03545363, 1.0]], ['2, k, 6', [-0.1634591, -0.1323375, 1.0]], ['2, k, 7', [-0.1197506, -0.1472606, 1.0]], ['2, k, 8', [0.1614081, 0.1944383, 1.0]], ['2, k, 9', [0.2232864, -0.01645678, 1.0]], ['2, k, 10', [0.1950682, -0.1097213, 1.0]], ['2, k, 11', [0.17425, -0.1488195, 1.0]], ['2, k, 12', [-0.06841584, -0.2894063, 1.0]], ['2, k, 13', [-0.1220289, -0.2461017, 1.0]], ['2, k, 14', [-0.1280296, -0.6035226, 1.0]], ['2, k, 15', [-0.1151747, -0.6859055, 1.0]], ['2, k, 16', [0.1091812, -0.2795105, 1.0]], ['2, k, 17', [0.2678589, -0.2669641, 1.0]], ['2, k, 18', [0.351759, -0.6250747, 1.0]], ['2, k, 19', [0.3963231, -0.6873502, 1.0]], ['2, k, 20', [-0.008469013, 0.2179609, 1.0]], ['2, k, 21', [-0.1080029, -0.182175, 1.0]], ['2, k, 22', [-0.1658064, -0.1765289, 1.0]], ['2, k, 23', [0.1988507, -0.1926228, 1.0]], ['2, k, 24', [0.118532, -0.1542237, 1.0]]]
[['2, k, 0', [0.02058066, -0.2880179, 1.0]], ['2, k, 1', [0.003506434, 0.00358166, 1.0]], ['2, k, 2', [-0.01255422, 0.288251, 1.0]], ['2, k, 3', [-0.02001053, 0.4172755, 1.0]], ['2, k, 4', [-0.1803242, 0.1793175, 1.0]], ['2, k, 5', [-0.2232491, -0.0353397, 1.0]], ['2, k, 6', [-0.1627478, -0.1319843, 1.0]], ['2, k, 7', [-0.1207287, -0.1481879, 1.0]], ['2, k, 8', [0.1613845, 0.1944255, 1.0]], ['2, k, 9', [0.2239503, -0.01500691, 1.0]], ['2, k, 10', [0.1949321, -0.1089433, 1.0]], ['2, k, 11', [0.1732802, -0.1490549, 1.0]], ['2, k, 12', [-0.06837952, -0.2894162, 1.0]], ['2, k, 13', [-0.1219668, -0.2461192, 1.0]], ['2, k, 14', [-0.1281486, -0.6035468, 1.0]], ['2, k, 15', [-0.1153224, -0.6860436, 1.0]], ['2, k, 16', [0.1092313, -0.2795204, 1.0]], ['2, k, 17', [0.2668512, -0.2619654, 1.0]], ['2, k, 18', [0.3409516, -0.6227496, 1.0]], ['2, k, 19', [0.3907857, -0.6857953, 1.0]], ['2, k, 20', [-0.008481955, 0.2180144, 1.0]], ['2, k, 21', [-0.1018661, -0.1803246, 1.0]], ['2, k, 22', [-0.1650922, -0.1769826, 1.0]], ['2, k, 23', [0.1967718, -0.1922142, 1.0]], ['2, k, 24', [0.1494266, -0.1912555, 1.0]]]
[['2, k, 0', [0.02060889, -0.2879893, 1.0]], ['2, k, 1', [0.003597802, 0.003614356, 1.0]], ['2, k, 2', [-0.0123887, 0.2883129, 1.0]], ['2, k, 3', [-0.02005656, 0.4173547, 1.0]], ['2, k, 4', [-0.1804149, 0.1793173, 1.0]], ['2, k, 5', [-0.2232191, -0.03535515, 1.0]], ['2, k, 6', [-0.1616721, -0.1313849, 1.0]], ['2, k, 7', [-0.1200885, -0.1457557, 1.0]], ['2, k, 8', [0.1614794, 0.1944606, 1.0]], ['2, k, 9', [0.2239454, -0.01434756, 1.0]], ['2, k, 10', [0.1943979, -0.1077654, 1.0]], ['2, k, 11', [0.1737611, -0.1483358, 1.0]], ['2, k, 12', [-0.06835332, -0.289394, 1.0]], ['2, k, 13', [-0.1219069, -0.2461448, 1.0]], ['2, k, 14', [-0.1282101, -0.6035522, 1.0]], ['2, k, 15', [-0.115286, -0.6859971, 1.0]], ['2, k, 16', [0.1092513, -0.2794795, 1.0]], ['2, k, 17', [0.2638674, -0.2547051, 1.0]], ['2, k, 18', [0.3241405, -0.6181115, 1.0]], ['2, k, 19', [0.3725176, -0.6840408, 1.0]], ['2, k, 20', [-0.00834825, 0.2180646, 1.0]], ['2, k, 21', [-0.1101803, -0.1776698, 1.0]], ['2, k, 22', [-0.1654024, -0.1757526, 1.0]], ['2, k, 23', [0.1932311, -0.1937416, 1.0]], ['2, k, 24', [0.1125507, -0.1493304, 1.0]]]
[['2, k, 0', [0.0207626, -0.2879264, 1.0]], ['2, k, 1', [0.003604021, 0.003640499, 1.0]], ['2, k, 2', [-0.01254277, 0.2884007, 1.0]], ['2, k, 3', [-0.02018755, 0.4177365, 1.0]], ['2, k, 4', [-0.1803867, 0.1793979, 1.0]], ['2, k, 5', [-0.2231939, -0.03528164, 1.0]], ['2, k, 6', [-0.1613345, -0.130774, 1.0]], ['2, k, 7', [-0.1193078, -0.1442608, 1.0]], ['2, k, 8', [0.1617061, 0.1945236, 1.0]], ['2, k, 9', [0.2235639, -0.01452188, 1.0]], ['2, k, 10', [0.1922084, -0.1080904, 1.0]], ['2, k, 11', [0.1733247, -0.1459213, 1.0]], ['2, k, 12', [-0.06820116, -0.289335, 1.0]], ['2, k, 13', [-0.1218629, -0.2460905, 1.0]], ['2, k, 14', [-0.1275085, -0.6034713, 1.0]], ['2, k, 15', [-0.1152538, -0.6854619, 1.0]], ['2, k, 16', [0.1093879, -0.2794115, 1.0]], ['2, k, 17', [0.2632523, -0.2520279, 1.0]], ['2, k, 18', [0.3140573, -0.6171884, 1.0]], ['2, k, 19', [0.3554215, -0.6865951, 1.0]], ['2, k, 20', [-0.008442649, 0.2181301, 1.0]], ['2, k, 21', [-0.1046348, -0.1760442, 1.0]], ['2, k, 22', [-0.1662246, -0.1713639, 1.0]], ['2, k, 23', [0.1928255, -0.1867756, 1.0]], ['2, k, 24', [0.127446, -0.1665248, 1.0]]]
[['2, k, 0', [0.02075266, -0.2878988, 1.0]], ['2, k, 1', [0.003648323, 0.003713905, 1.0]], ['2, k, 2', [-0.01242215, 0.2885946, 1.0]], ['2, k, 3', [-0.02025096, 0.417769, 1.0]], ['2, k, 4', [-0.1802588, 0.1794744, 1.0]], ['2, k, 5', [-0.2225884, -0.03528005, 1.0]], ['2, k, 6', [-0.161081, -0.1297271, 1.0]], ['2, k, 7', [-0.1190873, -0.1438886, 1.0]], ['2, k, 8', [0.1618039, 0.1946655, 1.0]], ['2, k, 9', [0.2237402, -0.01434821, 1.0]], ['2, k, 10', [0.1918584, -0.1080197, 1.0]], ['2, k, 11', [0.1703104, -0.1418033, 1.0]], ['2, k, 12', [-0.06821752, -0.2893069, 1.0]], ['2, k, 13', [-0.1218153, -0.2461066, 1.0]], ['2, k, 14', [-0.1274801, -0.6034948, 1.0]], ['2, k, 15', [-0.1153743, -0.6853034, 1.0]], ['2, k, 16', [0.1093781, -0.2793692, 1.0]], ['2, k, 17', [0.2617171, -0.2508334, 1.0]], ['2, k, 18', [0.3000302, -0.6171247, 1.0]], ['2, k, 19', [0.3379833, -0.6878302, 1.0]], ['2, k, 20', [-0.008353318, 0.2182843, 1.0]], ['2, k, 21', [-0.113342, -0.1774555, 1.0]], ['2, k, 22', [-0.1640796, -0.1608594, 1.0]], ['2, k, 23', [0.1974406, -0.1830822, 1.0]], ['2, k, 24', [0.1059174, -0.1472244, 1.0]]]
[['2, k, 0', [0.02068997, -0.2878524, 1.0]], ['2, k, 1', [0.00369311, 0.003740602, 1.0]], ['2, k, 2', [-0.01217624, 0.288644, 1.0]], ['2, k, 3', [-0.02019701, 0.417881, 1.0]], ['2, k, 4', [-0.1800436, 0.1794719, 1.0]], ['2, k, 5', [-0.2224872, -0.03524398, 1.0]], ['2, k, 6', [-0.1608844, -0.1282359, 1.0]], ['2, k, 7', [-0.1192136, -0.1437512, 1.0]], ['2, k, 8', [0.1618788, 0.1947771, 1.0]], ['2, k, 9', [0.2240278, -0.0140672, 1.0]], ['2, k, 10', [0.1912052, -0.1075824, 1.0]], ['2, k, 11', [0.1681486, -0.1428283, 1.0]], ['2, k, 12', [-0.06827172, -0.2892485, 1.0]], ['2, k, 13', [-0.1217107, -0.2459684, 1.0]], ['2, k, 14', [-0.1276103, -0.6033742, 1.0]], ['2, k, 15', [-0.1154617, -0.6852099, 1.0]], ['2, k, 16', [0.1092942, -0.2793278, 1.0]], ['2, k, 17', [0.2594966, -0.2482753, 1.0]], ['2, k, 18', [0.2873302, -0.6149868, 1.0]], ['2, k, 19', [0.313787, -0.68872, 1.0]], ['2, k, 20', [-0.008185058, 0.2183269, 1.0]], ['2, k, 21', [-0.1073425, -0.1764397, 1.0]], ['2, k, 22', [-0.1670418, -0.1479691, 1.0]], ['2, k, 23', [0.190784, -0.1841486, 1.0]], ['2, k, 24', [0.1046987, -0.1445074, 1.0]]]
[['2, k, 0', [0.02033019, -0.2878518, 1.0]], ['2, k, 1', [0.00372627, 0.003756755, 1.0]], ['2, k, 2', [-0.01150598, 0.2887774, 1.0]], ['2, k, 3', [-0.02025258, 0.417902, 1.0]], ['2, k, 4', [-0.1799785, 0.1795034, 1.0]], ['2, k, 5', [-0.2223664, -0.03522399, 1.0]], ['2, k, 6', [-0.1600269, -0.1276706, 1.0]], ['2, k, 7', [-0.118118, -0.1424156, 1.0]], ['2, k, 8', [0.1619301, 0.1947991, 1.0]], ['2, k, 9', [0.2247093, -0.01385282, 1.0]], ['2, k, 10', [0.1911138, -0.1073466, 1.0]], ['2, k, 11', [0.167981, -0.1427572, 1.0]], ['2, k, 12', [-0.06864528, -0.2891981, 1.0]], ['2, k, 13', [-0.1216163, -0.245912, 1.0]], ['2, k, 14', [-0.1275472, -0.6033675, 1.0]], ['2, k, 15', [-0.1154812, -0.6850473, 1.0]], ['2, k, 16', [0.1089203, -0.2793729, 1.0]], ['2, k, 17', [0.2551864, -0.244684, 1.0]], ['2, k, 18', [0.2707987, -0.6111448, 1.0]], ['2, k, 19', [0.3011054, -0.6914582, 1.0]], ['2, k, 20', [-0.007763871, 0.2184194, 1.0]], ['2, k, 21', [-0.1075101, -0.1736066, 1.0]], ['2, k, 22', [-0.1652307, -0.1707276, 1.0]], ['2, k, 23', [0.1898666, -0.1844324, 1.0]], ['2, k, 24', [0.1109775, -0.1493285, 1.0]]]
[['2, k, 0', [0.01966782, -0.2878235, 1.0]], ['2, k, 1', [0.003649283, 0.003763248, 1.0]], ['2, k, 2', [-0.01149355, 0.2887778, 1.0]], ['2, k, 3', [-0.02018519, 0.4178939, 1.0]], ['2, k, 4', [-0.1799514, 0.1795566, 1.0]], ['2, k, 5', [-0.2223176, -0.03516855, 1.0]], ['2, k, 6', [-0.1601232, -0.1275567, 1.0]], ['2, k, 7', [-0.1188843, -0.1438967, 1.0]], ['2, k, 8', [0.1621622, 0.1946741, 1.0]], ['2, k, 9', [0.2244195, -0.01424181, 1.0]], ['2, k, 10', [0.1916015, -0.1036177, 1.0]], ['2, k, 11', [0.1679165, -0.1426658, 1.0]], ['2, k, 12', [-0.06930543, -0.2889912, 1.0]], ['2, k, 13', [-0.1215519, -0.2459593, 1.0]], ['2, k, 14', [-0.1276731, -0.6033636, 1.0]], ['2, k, 15', [-0.1153907, -0.684996, 1.0]], ['2, k, 16', [0.1080444, -0.2795438, 1.0]], ['2, k, 17', [0.2481685, -0.2437418, 1.0]], ['2, k, 18', [0.2265397, -0.6094118, 1.0]], ['2, k, 19', [0.2401123, -0.6938477, 1.0]], ['2, k, 20', [-0.007763192, 0.2184198, 1.0]], ['2, k, 21', [-0.1079362, -0.1774882, 1.0]], ['2, k, 22', [-0.1648367, -0.1494333, 1.0]], ['2, k, 23', [0.1886091, -0.1856931, 1.0]], ['2, k, 24', [0.1079143, -0.1530357, 1.0]]]
[['2, k, 0', [0.01886234, -0.287863, 1.0]], ['2, k, 1', [0.003595502, 0.003768286, 1.0]], ['2, k, 2', [-0.01132325, 0.2888104, 1.0]], ['2, k, 3', [-0.02001735, 0.4180326, 1.0]], ['2, k, 4', [-0.1798901, 0.1795194, 1.0]], ['2, k, 5', [-0.2223184, -0.03519273, 1.0]], ['2, k, 6', [-0.1604666, -0.1275022, 1.0]], ['2, k, 7', [-0.1195278, -0.1427868, 1.0]], ['2, k, 8', [0.1621859, 0.1948014, 1.0]], ['2, k, 9', [0.2245773, -0.01406453, 1.0]], ['2, k, 10', [0.1911771, -0.1030439, 1.0]], ['2, k, 11', [0.1665649, -0.1445614, 1.0]], ['2, k, 12', [-0.07012, -0.2889278, 1.0]], ['2, k, 13', [-0.1214459, -0.2457904, 1.0]], ['2, k, 14', [-0.1274763, -0.6031055, 1.0]], ['2, k, 15', [-0.1154028, -0.6847056, 1.0]], ['2, k, 16', [0.1072365, -0.2796806, 1.0]], ['2, k, 17', [0.2413197, -0.2462566, 1.0]], ['2, k, 18', [0.2114958, -0.6126261, 1.0]], ['2, k, 19', [0.2205229, -0.6941783, 1.0]], ['2, k, 20', [-0.007692239, 0.2184385, 1.0]], ['2, k, 21', [-0.1102875, -0.174356, 1.0]], ['2, k, 22', [-0.1677738, -0.1483145, 1.0]], ['2, k, 23', [0.1890486, -0.1854041, 1.0]], ['2, k, 24', [0.1093115, -0.1515566, 1.0]]]
[['2, k, 0', [0.01797902, -0.2875794, 1.0]], ['2, k, 1', [0.003498064, 0.003935878, 1.0]], ['2, k, 2', [-0.01104415, 0.2890966, 1.0]], ['2, k, 3', [-0.01986402, 0.4181974, 1.0]], ['2, k, 4', [-0.1797484, 0.1798448, 1.0]], ['2, k, 5', [-0.2221185, -0.03491214, 1.0]], ['2, k, 6', [-0.1447643, -0.1242288, 1.0]], ['2, k, 7', [-0.1162149, -0.1543556, 1.0]], ['2, k, 8', [0.1622623, 0.1951263, 1.0]], ['2, k, 9', [0.225284, -0.01358953, 1.0]], ['2, k, 10', [0.1966341, -0.1063659, 1.0]], ['2, k, 11', [0.1721859, -0.1452109, 1.0]], ['2, k, 12', [-0.07101178, -0.2884843, 1.0]], ['2, k, 13', [-0.1215071, -0.245931, 1.0]], ['2, k, 14', [-0.1274469, -0.6031984, 1.0]], ['2, k, 15', [-0.1149959, -0.6843107, 1.0]], ['2, k, 16', [0.1063905, -0.2795476, 1.0]], ['2, k, 17', [0.2369633, -0.2474455, 1.0]], ['2, k, 18', [0.1977805, -0.6140345, 1.0]], ['2, k, 19', [0.212739, -0.6978943, 1.0]], ['2, k, 20', [-0.007544184, 0.2186645, 1.0]], ['2, k, 21', [-0.09623973, -0.1998472, 1.0]], ['2, k, 22', [-0.1593332, -0.1691725, 1.0]], ['2, k, 23', [0.1857059, -0.1825785, 1.0]], ['2, k, 24', [0.143475, -0.1778548, 1.0]]]
[['2, k, 0', [0.01637091, -0.2874773, 1.0]], ['2, k, 1', [0.003319062, 0.003975942, 1.0]], ['2, k, 2', [-0.01081103, 0.2891272, 1.0]], ['2, k, 3', [-0.01952938, 0.4182658, 1.0]], ['2, k, 4', [-0.1795016, 0.1802628, 1.0]], ['2, k, 5', [-0.2220742, -0.0344822, 1.0]], ['2, k, 6', [-0.1585864, -0.1240755, 1.0]], ['2, k, 7', [-0.1191359, -0.1415441, 1.0]], ['2, k, 8', [0.1623222, 0.1951024, 1.0]], ['2, k, 9', [0.2253108, -0.01365857, 1.0]], ['2, k, 10', [0.1982637, -0.1072196, 1.0]], ['2, k, 11', [0.1733773, -0.1432809, 1.0]], ['2, k, 12', [-0.07253236, -0.2880613, 1.0]], ['2, k, 13', [-0.1214885, -0.246409, 1.0]], ['2, k, 14', [-0.1265541, -0.6033875, 1.0]], ['2, k, 15', [-0.1144519, -0.6835614, 1.0]], ['2, k, 16', [0.1046983, -0.2797686, 1.0]], ['2, k, 17', [0.2305102, -0.2496599, 1.0]], ['2, k, 18', [0.188007, -0.6161203, 1.0]], ['2, k, 19', [0.1954517, -0.6972373, 1.0]], ['2, k, 20', [-0.007466529, 0.2186867, 1.0]], ['2, k, 21', [-0.1085605, -0.1747624, 1.0]], ['2, k, 22', [-0.1672278, -0.1324311, 1.0]], ['2, k, 23', [0.1832828, -0.1811695, 1.0]], ['2, k, 24', [0.1282715, -0.1580454, 1.0]]]
[['2, k, 0', [0.01575741, -0.2875109, 1.0]], ['2, k, 1', [0.003165726, 0.004047846, 1.0]], ['2, k, 2', [-0.01071736, 0.2892658, 1.0]], ['2, k, 3', [-0.01923663, 0.4182841, 1.0]], ['2, k, 4', [-0.1793872, 0.1802105, 1.0]], ['2, k, 5', [-0.2221628, -0.03449812, 1.0]], ['2, k, 6', [-0.1595917, -0.1225372, 1.0]], ['2, k, 7', [-0.1207453, -0.1425896, 1.0]], ['2, k, 8', [0.1623602, 0.1951554, 1.0]], ['2, k, 9', [0.2252125, -0.01379933, 1.0]], ['2, k, 10', [0.1989271, -0.1087069, 1.0]], ['2, k, 11', [0.1712006, -0.1436384, 1.0]], ['2, k, 12', [-0.0732227, -0.2880329, 1.0]], ['2, k, 13', [-0.1216849, -0.2467289, 1.0]], ['2, k, 14', [-0.1268763, -0.6036291, 1.0]], ['2, k, 15', [-0.1131123, -0.6830339, 1.0]], ['2, k, 16', [0.1041783, -0.2798506, 1.0]], ['2, k, 17', [0.2259531, -0.2503618, 1.0]], ['2, k, 18', [0.1834673, -0.6169495, 1.0]], ['2, k, 19', [0.1783328, -0.6983993, 1.0]], ['2, k, 20', [-0.007433893, 0.2187864, 1.0]], ['2, k, 21', [-0.1077956, -0.1746178, 1.0]], ['2, k, 22', [-0.1707202, -0.1461631, 1.0]], ['2, k, 23', [0.181218, -0.1820838, 1.0]], ['2, k, 24', [0.1417632, -0.175213, 1.0]]]
