[['2, k, 0', [-0.06224107, 0.03058346, 1.0]], ['2, k, 1', [-0.07360443, 0.323933, 1.0]], ['2, k, 2', [-0.08354165, 0.6079013, 1.0]], ['2, k, 3', [-0.0550818, 0.7318259, 1.0]], ['2, k, 4', [-0.2379662, 0.4880771, 1.0]], ['2, k, 5', [-0.2514471, 0.2555884, 1.0]], ['2, k, 6', [-0.2309065, 0.03510206, 1.0]], ['2, k, 7', [-0.2431532, -0.02437934, 1.0]], ['2, k, 8', [0.08056878, 0.4802485, 1.0]], ['2, k, 9', [0.1085299, 0.2441802, 1.0]], ['2, k, 10', [0.1092767, 0.009028348, 1.0]], ['2, k, 11', [0.09273475, -0.05705172, 1.0]], ['2, k, 12', [-0.1281131, 0.02874167, 1.0]], ['2, k, 13', [-0.1515748, -0.2938246, 1.0]], ['2, k, 14', [-0.1504884, -0.6315817, 1.0]], ['2, k, 15', [-0.1356523, -0.7066007, 1.0]], ['2, k, 16', [0.005427762, 0.03146925, 1.0]], ['2, k, 17', [-0.03132643, -0.2921453, 1.0]], ['2, k, 18', [-0.03783481, -0.5972515, 1.0]], ['2, k, 19', [-0.04309088, -0.6931578, 1.0]], ['2, k, 20', [-0.08112361, 0.5381966, 1.0]], ['2, k, 21', [-0.2450515, -0.08410754, 1.0]], ['2, k, 22', [-0.2090447, -0.05097267, 1.0]], ['2, k, 23', [0.07718684, -0.1315394, 1.0]], ['2, k, 24', [0.1312793, -0.08209053, 1.0]]]
[['2, k, 0', [-0.08875494, 0.03154857, 1.0]], ['2, k, 1', [-0.09917899, 0.3272062, 1.0]], ['2, k, 2', [-0.1093702, 0.6135678, 1.0]], ['2, k, 3', [-0.0887066, 0.739663, 1.0]], ['2, k, 4', [-0.2595635, 0.4857579, 1.0]], ['2, k, 5', [-0.280665, 0.2469427, 1.0]], ['2, k, 6', [-0.2802522, 0.0123974, 1.0]], ['2, k, 7', [-0.284781, -0.05897047, 1.0]], ['2, k, 8', [0.05793625, 0.4829212, 1.0]], ['2, k, 9', [0.09338928, 0.2474701, 1.0]], ['2, k, 10', [0.09472962, 0.02511185, 1.0]], ['2, k, 11', [0.08032036, -0.02813736, 1.0]], ['2, k, 12', [-0.1534325, 0.02950051, 1.0]], ['2, k, 13', [-0.155285, -0.2925724, 1.0]], ['2, k, 14', [-0.1539587, -0.6295199, 1.0]], ['2, k, 15', [-0.1359705, -0.7055279, 1.0]], ['2, k, 16', [-0.02174691, 0.03263135, 1.0]], ['2, k, 17', [-0.04039299, -0.2913639, 1.0]], ['2, k, 18', [-0.04098187, -0.6096252, 1.0]], ['2, k, 19', [-0.04468374, -0.6942722, 1.0]], ['2, k, 20', [-0.1068758, 0.5432288, 1.0]], ['2, k, 21', [-0.2730021, -0.1306757, 1.0]], ['2, k, 22', [-0.3176129, -0.07083607, 1.0]], ['2, k, 23', [0.07597164, -0.1005018, 1.0]], ['2, k, 24', [0.1133155, -0.02773116, 1.0]]]
[['2, k, 0', [-0.08984983, 0.0309764, 1.0]], ['2, k, 1', [-0.09964804, 0.326825, 1.0]], ['2, k, 2', [-0.1094349, 0.6133944, 1.0]], ['2, k, 3', [-0.0887491, 0.7391491, 1.0]], ['2, k, 4', [-0.2595488, 0.4855639, 1.0]], ['2, k, 5', [-0.2807094, 0.2465666, 1.0]], ['2, k, 6', [-0.2831096, 0.01088121, 1.0]], ['2, k, 7', [-0.2909154, -0.06241856, 1.0]], ['2, k, 8', [0.05789493, 0.4828034, 1.0]], ['2, k, 9', [0.09303446, 0.2472098, 1.0]], ['2, k, 10', [0.09458046, 0.02520036, 1.0]], ['2, k, 11', [0.08126707, -0.02746797, 1.0]], ['2, k, 12', [-0.1544838, 0.0290053, 1.0]], ['2, k, 13', [-0.1549021, -0.2929844, 1.0]], ['2, k, 14', [-0.1545803, -0.6287351, 1.0]], ['2, k, 15', [-0.1360264, -0.7048115, 1.0]], ['2, k, 16', [-0.02284462, 0.03201912, 1.0]], ['2, k, 17', [-0.04072799, -0.2920986, 1.0]], ['2, k, 18', [-0.0413729, -0.6082603, 1.0]], ['2, k, 19', [-0.04503644, -0.6936968, 1.0]], ['2, k, 20', [-0.1070147, 0.5430143, 1.0]], ['2, k, 21', [-0.2888057, -0.1342536, 1.0]], ['2, k, 22', [-0.3239906, -0.05431012, 1.0]], ['2, k, 23', [0.0693327, -0.100409, 1.0]], ['2, k, 24', [0.1153839, -0.04221322, 1.0]]]
[['2, k, 0', [-0.08989393, 0.03082284, 1.0]], ['2, k, 1', [-0.09971921, 0.3266434, 1.0]], ['2, k, 2', [-0.10948, 0.6132448, 1.0]], ['2, k, 3', [-0.08874326, 0.7390709, 1.0]], ['2, k, 4', [-0.2596262, 0.4854682, 1.0]], ['2, k, 5', [-0.2816152, 0.2458173, 1.0]], ['2, k, 6', [-0.2908737, 0.01379887, 1.0]], ['2, k, 7', [-0.3006565, -0.06112692, 1.0]], ['2, k, 8', [0.05777724, 0.4825416, 1.0]], ['2, k, 9', [0.09304137, 0.2469766, 1.0]], ['2, k, 10', [0.09431048, 0.0248304, 1.0]], ['2, k, 11', [0.08017907, -0.02977009, 1.0]], ['2, k, 12', [-0.1545297, 0.02885823, 1.0]], ['2, k, 13', [-0.1544065, -0.292963, 1.0]], ['2, k, 14', [-0.1540963, -0.6325018, 1.0]], ['2, k, 15', [-0.1346535, -0.707213, 1.0]], ['2, k, 16', [-0.02288416, 0.0318734, 1.0]], ['2, k, 17', [-0.04232642, -0.2923864, 1.0]], ['2, k, 18', [-0.04218867, -0.6078292, 1.0]], ['2, k, 19', [-0.04502821, -0.6936851, 1.0]], ['2, k, 20', [-0.1070722, 0.5428544, 1.0]], ['2, k, 21', [-0.2994993, -0.1280625, 1.0]], ['2, k, 22', [-0.3340162, -0.05546003, 1.0]], ['2, k, 23', [0.07118206, -0.09591189, 1.0]], ['2, k, 24', [0.1191534, -0.0606724, 1.0]]]
[['2, k, 0', [-0.08981424, 0.03069387, 1.0]], ['2, k, 1', [-0.09970509, 0.3264473, 1.0]], ['2, k, 2', [-0.1094892, 0.6130006, 1.0]], ['2, k, 3', [-0.0884695, 0.7384712, 1.0]], ['2, k, 4', [-0.2595284, 0.4854359, 1.0]], ['2, k, 5', [-0.2832266, 0.2455437, 1.0]], ['2, k, 6', [-0.2998289, 0.02271502, 1.0]], ['2, k, 7', [-0.3106213, -0.05802228, 1.0]], ['2, k, 8', [0.05780018, 0.4820509, 1.0]], ['2, k, 9', [0.09313577, 0.2464667, 1.0]], ['2, k, 10', [0.09433411, 0.02472212, 1.0]], ['2, k, 11', [0.08040746, -0.02738063, 1.0]], ['2, k, 12', [-0.1544475, 0.02875788, 1.0]], ['2, k, 13', [-0.1539489, -0.2930902, 1.0]], ['2, k, 14', [-0.153805, -0.6317524, 1.0]], ['2, k, 15', [-0.1350631, -0.7067263, 1.0]], ['2, k, 16', [-0.02281328, 0.03171961, 1.0]], ['2, k, 17', [-0.04310973, -0.2924993, 1.0]], ['2, k, 18', [-0.04208811, -0.6080491, 1.0]], ['2, k, 19', [-0.045035, -0.6935698, 1.0]], ['2, k, 20', [-0.107082, 0.5426246, 1.0]], ['2, k, 21', [-0.3156174, -0.1201623, 1.0]], ['2, k, 22', [-0.3444853, -0.08083758, 1.0]], ['2, k, 23', [0.07453619, -0.09476478, 1.0]], ['2, k, 24', [0.1158996, -0.01773334, 1.0]]]
[['2, k, 0', [-0.08885933, 0.03092135, 1.0]], ['2, k, 1', [-0.09950396, 0.3263086, 1.0]], ['2, k, 2', [-0.1096766, 0.612462, 1.0]], ['2, k, 3', [-0.08815944, 0.7380631, 1.0]], ['2, k, 4', [-0.2593994, 0.4854818, 1.0]], ['2, k, 5', [-0.289506, 0.2559504, 1.0]], ['2, k, 6', [-0.3073419, 0.05415746, 1.0]], ['2, k, 7', [-0.3169099, -0.02215959, 1.0]], ['2, k, 8', [0.0577907, 0.4821004, 1.0]], ['2, k, 9', [0.09331936, 0.2465293, 1.0]], ['2, k, 10', [0.09483366, 0.02506052, 1.0]], ['2, k, 11', [0.0809113, -0.02674739, 1.0]], ['2, k, 12', [-0.1534001, 0.02910829, 1.0]], ['2, k, 13', [-0.154274, -0.2927777, 1.0]], ['2, k, 14', [-0.1528352, -0.6327277, 1.0]], ['2, k, 15', [-0.1354557, -0.7078046, 1.0]], ['2, k, 16', [-0.02187931, 0.03185017, 1.0]], ['2, k, 17', [-0.04294541, -0.2924817, 1.0]], ['2, k, 18', [-0.04209115, -0.6073805, 1.0]], ['2, k, 19', [-0.04493113, -0.6936438, 1.0]], ['2, k, 20', [-0.1071522, 0.5422256, 1.0]], ['2, k, 21', [-0.3305553, -0.07924671, 1.0]], ['2, k, 22', [-0.3505545, -0.01185234, 1.0]], ['2, k, 23', [0.08084859, -0.09550998, 1.0]], ['2, k, 24', [0.1171416, -0.05375002, 1.0]]]
[['2, k, 0', [-0.08792816, 0.03148296, 1.0]], ['2, k, 1', [-0.09886605, 0.3268634, 1.0]], ['2, k, 2', [-0.1095965, 0.613072, 1.0]], ['2, k, 3', [-0.08872957, 0.7382088, 1.0]], ['2, k, 4', [-0.2519301, 0.4924604, 1.0]], ['2, k, 5', [-0.2995867, 0.3763998, 1.0]], ['2, k, 6', [-0.3019299, 0.2840906, 1.0]], ['2, k, 7', [-0.315136, 0.2125557, 1.0]], ['2, k, 8', [0.05752372, 0.4820815, 1.0]], ['2, k, 9', [0.09416554, 0.2465589, 1.0]], ['2, k, 10', [0.09503063, 0.0249042, 1.0]], ['2, k, 11', [0.07981628, -0.02683521, 1.0]], ['2, k, 12', [-0.1523123, 0.02994454, 1.0]], ['2, k, 13', [-0.1543461, -0.292424, 1.0]], ['2, k, 14', [-0.1526435, -0.6329094, 1.0]], ['2, k, 15', [-0.1294831, -0.7066863, 1.0]], ['2, k, 16', [-0.02113855, 0.03218525, 1.0]], ['2, k, 17', [-0.04288481, -0.2924083, 1.0]], ['2, k, 18', [-0.04210502, -0.6065994, 1.0]], ['2, k, 19', [-0.04456644, -0.6939044, 1.0]], ['2, k, 20', [-0.1069301, 0.5428085, 1.0]], ['2, k, 21', [-0.3303456, 0.1874765, 1.0]], ['2, k, 22', [-0.3517303, 0.2024833, 1.0]], ['2, k, 23', [0.0825306, -0.09556276, 1.0]], ['2, k, 24', [0.110809, -0.03609874, 1.0]]]
[['2, k, 0', [-0.086974, 0.03200803, 1.0]], ['2, k, 1', [-0.09820403, 0.3270159, 1.0]], ['2, k, 2', [-0.1093975, 0.6126392, 1.0]], ['2, k, 3', [-0.0893277, 0.7381072, 1.0]], ['2, k, 4', [-0.2516591, 0.4923675, 1.0]], ['2, k, 5', [-0.300061, 0.4212737, 1.0]], ['2, k, 6', [-0.2862, 0.347875, 1.0]], ['2, k, 7', [-0.3154638, 0.3443797, 1.0]], ['2, k, 8', [0.05755026, 0.4842671, 1.0]], ['2, k, 9', [0.09421758, 0.2481691, 1.0]], ['2, k, 10', [0.09518844, 0.02526232, 1.0]], ['2, k, 11', [0.08041002, -0.02437352, 1.0]], ['2, k, 12', [-0.1513161, 0.03037481, 1.0]], ['2, k, 13', [-0.1542821, -0.2922234, 1.0]], ['2, k, 14', [-0.151835, -0.6366259, 1.0]], ['2, k, 15', [-0.1293588, -0.7089845, 1.0]], ['2, k, 16', [-0.02027554, 0.03278692, 1.0]], ['2, k, 17', [-0.03916241, -0.2917926, 1.0]], ['2, k, 18', [-0.04170862, -0.6058046, 1.0]], ['2, k, 19', [-0.04468071, -0.6942201, 1.0]], ['2, k, 20', [-0.1066101, 0.5425404, 1.0]], ['2, k, 21', [-0.343191, 0.3314236, 1.0]], ['2, k, 22', [-0.319759, 0.3539733, 1.0]], ['2, k, 23', [0.07579054, -0.08715508, 1.0]], ['2, k, 24', [0.1150361, -0.02232271, 1.0]]]
[['2, k, 0', [-0.08678271, 0.03200359, 1.0]], ['2, k, 1', [-0.09814045, 0.3270969, 1.0]], ['2, k, 2', [-0.1094351, 0.6129642, 1.0]], ['2, k, 3', [-0.08987677, 0.7382783, 1.0]], ['2, k, 4', [-0.2514068, 0.4922245, 1.0]], ['2, k, 5', [-0.2983917, 0.4253946, 1.0]], ['2, k, 6', [-0.3099478, 0.4081858, 1.0]], ['2, k, 7', [-0.3158811, 0.4218521, 1.0]], ['2, k, 8', [0.05684822, 0.4838437, 1.0]], ['2, k, 9', [0.0947455, 0.2479623, 1.0]], ['2, k, 10', [0.09512128, 0.02551263, 1.0]], ['2, k, 11', [0.08006345, -0.02602222, 1.0]], ['2, k, 12', [-0.1512208, 0.03041548, 1.0]], ['2, k, 13', [-0.1540654, -0.2920269, 1.0]], ['2, k, 14', [-0.1519025, -0.6366289, 1.0]], ['2, k, 15', [-0.1306708, -0.7094899, 1.0]], ['2, k, 16', [-0.01997641, 0.032713, 1.0]], ['2, k, 17', [-0.03898237, -0.2920873, 1.0]], ['2, k, 18', [-0.04190588, -0.6060597, 1.0]], ['2, k, 19', [-0.044839, -0.6941396, 1.0]], ['2, k, 20', [-0.1066427, 0.5427889, 1.0]], ['2, k, 21', [-0.31476, 0.4326828, 1.0]], ['2, k, 22', [-0.3156381, 0.4351318, 1.0]], ['2, k, 23', [0.07596966, -0.09393186, 1.0]], ['2, k, 24', [0.1123668, -0.04057897, 1.0]]]
[['2, k, 0', [-0.08624228, 0.03238856, 1.0]], ['2, k, 1', [-0.09788997, 0.3275363, 1.0]], ['2, k, 2', [-0.1095568, 0.6135338, 1.0]], ['2, k, 3', [-0.09002549, 0.7378967, 1.0]], ['2, k, 4', [-0.2508987, 0.4918442, 1.0]], ['2, k, 5', [-0.3045277, 0.4615676, 1.0]], ['2, k, 6', [-0.3106656, 0.478999, 1.0]], ['2, k, 7', [-0.3162517, 0.5010802, 1.0]], ['2, k, 8', [0.05712194, 0.4849804, 1.0]], ['2, k, 9', [0.09476229, 0.2491383, 1.0]], ['2, k, 10', [0.09591418, 0.02671435, 1.0]], ['2, k, 11', [0.08112845, -0.02713473, 1.0]], ['2, k, 12', [-0.150997, 0.03053251, 1.0]], ['2, k, 13', [-0.1537528, -0.2918991, 1.0]], ['2, k, 14', [-0.15198, -0.6362227, 1.0]], ['2, k, 15', [-0.1317732, -0.7089874, 1.0]], ['2, k, 16', [-0.01902501, 0.03350563, 1.0]], ['2, k, 17', [-0.03859238, -0.2916054, 1.0]], ['2, k, 18', [-0.04116646, -0.6043169, 1.0]], ['2, k, 19', [-0.04496828, -0.6939868, 1.0]], ['2, k, 20', [-0.1066719, 0.5433185, 1.0]], ['2, k, 21', [-0.3204547, 0.5173305, 1.0]], ['2, k, 22', [-0.3451021, 0.5010867, 1.0]], ['2, k, 23', [0.07698298, -0.09437672, 1.0]], ['2, k, 24', [0.1143584, -0.03791659, 1.0]]]
[['2, k, 0', [-0.08612888, 0.03286939, 1.0]], ['2, k, 1', [-0.0978462, 0.3279297, 1.0]], ['2, k, 2', [-0.1094836, 0.6137564, 1.0]], ['2, k, 3', [-0.09029424, 0.7381292, 1.0]], ['2, k, 4', [-0.2501801, 0.491686, 1.0]], ['2, k, 5', [-0.3107372, 0.5006039, 1.0]], ['2, k, 6', [-0.3047551, 0.5414029, 1.0]], ['2, k, 7', [-0.3141995, 0.5803991, 1.0]], ['2, k, 8', [0.05775475, 0.4865301, 1.0]], ['2, k, 9', [0.09489282, 0.2506723, 1.0]], ['2, k, 10', [0.0960094, 0.02695581, 1.0]], ['2, k, 11', [0.08054496, -0.0275505, 1.0]], ['2, k, 12', [-0.1509299, 0.03103874, 1.0]], ['2, k, 13', [-0.1540737, -0.2916161, 1.0]], ['2, k, 14', [-0.1516618, -0.6370244, 1.0]], ['2, k, 15', [-0.131212, -0.7094336, 1.0]], ['2, k, 16', [-0.01889312, 0.03391214, 1.0]], ['2, k, 17', [-0.03818458, -0.2915056, 1.0]], ['2, k, 18', [-0.04151509, -0.6053962, 1.0]], ['2, k, 19', [-0.04503306, -0.6940425, 1.0]], ['2, k, 20', [-0.1066238, 0.5435845, 1.0]], ['2, k, 21', [-0.3037624, 0.6115379, 1.0]], ['2, k, 22', [-0.3453778, 0.5965773, 1.0]], ['2, k, 23', [0.07588717, -0.09545919, 1.0]], ['2, k, 24', [0.1143408, -0.0345543, 1.0]]]
[['2, k, 0', [-0.08569354, 0.03385055, 1.0]], ['2, k, 1', [-0.09784617, 0.3279789, 1.0]], ['2, k, 2', [-0.1098534, 0.6129273, 1.0]], ['2, k, 3', [-0.0908898, 0.7380264, 1.0]], ['2, k, 4', [-0.2414734, 0.4968278, 1.0]], ['2, k, 5', [-0.3110041, 0.5245305, 1.0]], ['2, k, 6', [-0.3051328, 0.6001765, 1.0]], ['2, k, 7', [-0.3147691, 0.6519404, 1.0]], ['2, k, 8', [0.05810054, 0.4881874, 1.0]], ['2, k, 9', [0.09478032, 0.252239, 1.0]], ['2, k, 10', [0.09603313, 0.02738342, 1.0]], ['2, k, 11', [0.08125056, -0.0275104, 1.0]], ['2, k, 12', [-0.1506912, 0.0319767, 1.0]], ['2, k, 13', [-0.1545218, -0.2905646, 1.0]], ['2, k, 14', [-0.1524864, -0.6346167, 1.0]], ['2, k, 15', [-0.1314128, -0.7074183, 1.0]], ['2, k, 16', [-0.01811045, 0.03519953, 1.0]], ['2, k, 17', [-0.03770635, -0.2906056, 1.0]], ['2, k, 18', [-0.04166185, -0.5998617, 1.0]], ['2, k, 19', [-0.04502116, -0.6940687, 1.0]], ['2, k, 20', [-0.106874, 0.5430593, 1.0]], ['2, k, 21', [-0.3302763, 0.6758208, 1.0]], ['2, k, 22', [-0.3481497, 0.6697063, 1.0]], ['2, k, 23', [0.08255776, -0.0955992, 1.0]], ['2, k, 24', [0.1144476, -0.02480815, 1.0]]]
[['2, k, 0', [-0.08572427, 0.03498917, 1.0]], ['2, k, 1', [-0.09765039, 0.3282348, 1.0]], ['2, k, 2', [-0.1091499, 0.612673, 1.0]], ['2, k, 3', [-0.09158147, 0.7379186, 1.0]], ['2, k, 4', [-0.2398247, 0.4999595, 1.0]], ['2, k, 5', [-0.311901, 0.5571488, 1.0]], ['2, k, 6', [-0.3041057, 0.6586856, 1.0]], ['2, k, 7', [-0.312337, 0.7250097, 1.0]], ['2, k, 8', [0.05849187, 0.4901029, 1.0]], ['2, k, 9', [0.09452084, 0.2540186, 1.0]], ['2, k, 10', [0.09606039, 0.02737298, 1.0]], ['2, k, 11', [0.08112162, -0.02617598, 1.0]], ['2, k, 12', [-0.1507647, 0.03348243, 1.0]], ['2, k, 13', [-0.1545123, -0.2890503, 1.0]], ['2, k, 14', [-0.1524208, -0.6362349, 1.0]], ['2, k, 15', [-0.1317571, -0.7086023, 1.0]], ['2, k, 16', [-0.01815228, 0.03600622, 1.0]], ['2, k, 17', [-0.03774317, -0.2900172, 1.0]], ['2, k, 18', [-0.04336163, -0.6027088, 1.0]], ['2, k, 19', [-0.04450607, -0.6954098, 1.0]], ['2, k, 20', [-0.106361, 0.5429606, 1.0]], ['2, k, 21', [-0.3149362, 0.7556193, 1.0]], ['2, k, 22', [-0.3411617, 0.7500157, 1.0]], ['2, k, 23', [0.07980113, -0.09479852, 1.0]], ['2, k, 24', [0.1165827, -0.04768317, 1.0]]]
[['2, k, 0', [-0.0850912, 0.03640791, 1.0]], ['2, k, 1', [-0.09710512, 0.3289402, 1.0]], ['2, k, 2', [-0.108408, 0.612942, 1.0]], ['2, k, 3', [-0.09199368, 0.7379313, 1.0]], ['2, k, 4', [-0.2416457, 0.499421, 1.0]], ['2, k, 5', [-0.3137573, 0.6046788, 1.0]], ['2, k, 6', [-0.3050225, 0.7256801, 1.0]], ['2, k, 7', [-0.3116561, 0.8023171, 1.0]], ['2, k, 8', [0.05848949, 0.4920083, 1.0]], ['2, k, 9', [0.09438723, 0.2559132, 1.0]], ['2, k, 10', [0.09608162, 0.02724603, 1.0]], ['2, k, 11', [0.08063553, -0.02825936, 1.0]], ['2, k, 12', [-0.1501912, 0.0346153, 1.0]], ['2, k, 13', [-0.1543896, -0.2878851, 1.0]], ['2, k, 14', [-0.1536954, -0.6339862, 1.0]], ['2, k, 15', [-0.1318405, -0.7064901, 1.0]], ['2, k, 16', [-0.01751093, 0.03764834, 1.0]], ['2, k, 17', [-0.03786586, -0.2886585, 1.0]], ['2, k, 18', [-0.04350996, -0.6020808, 1.0]], ['2, k, 19', [-0.04466967, -0.6951625, 1.0]], ['2, k, 20', [-0.1056878, 0.5433263, 1.0]], ['2, k, 21', [-0.311098, 0.8446074, 1.0]], ['2, k, 22', [-0.3056714, 0.8599253, 1.0]], ['2, k, 23', [0.08034576, -0.09884964, 1.0]], ['2, k, 24', [0.113934, -0.05189723, 1.0]]]
[['2, k, 0', [-0.08405848, 0.03912327, 1.0]], ['2, k, 1', [-0.09659392, 0.3302004, 1.0]], ['2, k, 2', [-0.1081969, 0.6133533, 1.0]], ['2, k, 3', [-0.09220976, 0.7382365, 1.0]], ['2, k, 4', [-0.2426923, 0.4997155, 1.0]], ['2, k, 5', [-0.3114631, 0.6274493, 1.0]], ['2, k, 6', [-0.3057633, 0.7681895, 1.0]], ['2, k, 7', [-0.3083637, 0.8614702, 1.0]], ['2, k, 8', [0.05950511, 0.4943007, 1.0]], ['2, k, 9', [0.09415392, 0.2578158, 1.0]], ['2, k, 10', [0.09634871, 0.02586771, 1.0]], ['2, k, 11', [0.08233841, -0.02860303, 1.0]], ['2, k, 12', [-0.1486971, 0.03731366, 1.0]], ['2, k, 13', [-0.1542827, -0.2850032, 1.0]], ['2, k, 14', [-0.1533814, -0.6337342, 1.0]], ['2, k, 15', [-0.1330478, -0.7064059, 1.0]], ['2, k, 16', [-0.01687625, 0.04051059, 1.0]], ['2, k, 17', [-0.03744049, -0.2862106, 1.0]], ['2, k, 18', [-0.04302907, -0.6024626, 1.0]], ['2, k, 19', [-0.04454704, -0.6954755, 1.0]], ['2, k, 20', [-0.1054241, 0.5438737, 1.0]], ['2, k, 21', [-0.3026756, 0.9077578, 1.0]], ['2, k, 22', [-0.3433296, 0.8784776, 1.0]], ['2, k, 23', [0.07993664, -0.09456748, 1.0]], ['2, k, 24', [0.1122891, -0.05462771, 1.0]]]
[['2, k, 0', [-0.08386819, 0.04520987, 1.0]], ['2, k, 1', [-0.0961478, 0.3326243, 1.0]], ['2, k, 2', [-0.107835, 0.6137679, 1.0]], ['2, k, 3', [-0.09295496, 0.738858, 1.0]], ['2, k, 4', [-0.2375677, 0.5187002, 1.0]], ['2, k, 5', [-0.3096698, 0.6595814, 1.0]], ['2, k, 6', [-0.3081004, 0.8129222, 1.0]], ['2, k, 7', [-0.3044803, 0.8979273, 1.0]], ['2, k, 8', [0.05987864, 0.4954219, 1.0]], ['2, k, 9', [0.0940829, 0.2588046, 1.0]], ['2, k, 10', [0.09634531, 0.02631086, 1.0]], ['2, k, 11', [0.08071131, -0.02833714, 1.0]], ['2, k, 12', [-0.1483622, 0.04337635, 1.0]], ['2, k, 13', [-0.1536483, -0.2792902, 1.0]], ['2, k, 14', [-0.1527003, -0.6339081, 1.0]], ['2, k, 15', [-0.1338232, -0.7078136, 1.0]], ['2, k, 16', [-0.01694379, 0.04606414, 1.0]], ['2, k, 17', [-0.03727571, -0.2810909, 1.0]], ['2, k, 18', [-0.04279675, -0.6029415, 1.0]], ['2, k, 19', [-0.04752613, -0.6951659, 1.0]], ['2, k, 20', [-0.1050348, 0.5445904, 1.0]], ['2, k, 21', [-0.2923445, 0.9464781, 1.0]], ['2, k, 22', [-0.335554, 0.9230534, 1.0]], ['2, k, 23', [0.08442019, -0.09604877, 1.0]], ['2, k, 24', [0.1157, -0.02673922, 1.0]]]
[['2, k, 0', [-0.0840961, 0.05234692, 1.0]], ['2, k, 1', [-0.09591492, 0.3356632, 1.0]], ['2, k, 2', [-0.1076047, 0.6141199, 1.0]], ['2, k, 3', [-0.09355269, 0.7397753, 1.0]], ['2, k, 4', [-0.2385978, 0.5367785, 1.0]], ['2, k, 5', [-0.2880006, 0.7248582, 1.0]], ['2, k, 6', [-0.2867709, 0.8560805, 1.0]], ['2, k, 7', [-0.2957353, 0.940182, 1.0]], ['2, k, 8', [0.05839415, 0.4966643, 1.0]], ['2, k, 9', [0.09375859, 0.2603995, 1.0]], ['2, k, 10', [0.09614704, 0.02491559, 1.0]], ['2, k, 11', [0.08118796, -0.02971911, 1.0]], ['2, k, 12', [-0.1485975, 0.0510851, 1.0]], ['2, k, 13', [-0.1537929, -0.2717073, 1.0]], ['2, k, 14', [-0.1545385, -0.6311677, 1.0]], ['2, k, 15', [-0.1341566, -0.705702, 1.0]], ['2, k, 16', [-0.01724476, 0.05243482, 1.0]], ['2, k, 17', [-0.03799225, -0.2743118, 1.0]], ['2, k, 18', [-0.04252648, -0.59922, 1.0]], ['2, k, 19', [-0.04758366, -0.6950647, 1.0]], ['2, k, 20', [-0.1047646, 0.5453525, 1.0]], ['2, k, 21', [-0.288096, 0.987479, 1.0]], ['2, k, 22', [-0.3197258, 0.9428453, 1.0]], ['2, k, 23', [0.07585441, -0.1019804, 1.0]], ['2, k, 24', [0.1174371, -0.02795471, 1.0]]]
[['2, k, 0', [-0.08481942, 0.05643362, 1.0]], ['2, k, 1', [-0.09624171, 0.3382928, 1.0]], ['2, k, 2', [-0.1075833, 0.6146215, 1.0]], ['2, k, 3', [-0.09421248, 0.7406327, 1.0]], ['2, k, 4', [-0.2387845, 0.5404602, 1.0]], ['2, k, 5', [-0.2857769, 0.734434, 1.0]], ['2, k, 6', [-0.286791, 0.9393368, 1.0]], ['2, k, 7', [-0.2864515, 1.054754, 1.0]], ['2, k, 8', [0.05660401, 0.4981527, 1.0]], ['2, k, 9', [0.09356605, 0.2622921, 1.0]], ['2, k, 10', [0.09615385, 0.02664438, 1.0]], ['2, k, 11', [0.08111124, -0.0285461, 1.0]], ['2, k, 12', [-0.1493353, 0.05501901, 1.0]], ['2, k, 13', [-0.154092, -0.2683178, 1.0]], ['2, k, 14', [-0.1537946, -0.6314896, 1.0]], ['2, k, 15', [-0.133375, -0.7059194, 1.0]], ['2, k, 16', [-0.01796884, 0.05648859, 1.0]], ['2, k, 17', [-0.03850535, -0.2699104, 1.0]], ['2, k, 18', [-0.04232766, -0.5988335, 1.0]], ['2, k, 19', [-0.04767791, -0.6950756, 1.0]], ['2, k, 20', [-0.1047953, 0.5463223, 1.0]], ['2, k, 21', [-0.2964005, 1.124667, 1.0]], ['2, k, 22', [-0.3164887, 1.063884, 1.0]], ['2, k, 23', [0.08377656, -0.09495505, 1.0]], ['2, k, 24', [0.1155274, -0.03456341, 1.0]]]
