[['2, k, 0', [0.04645272, 0.0195498, 1.0]], ['2, k, 1', [0.0387469, 0.3332238, 1.0]], ['2, k, 2', [0.0301867, 0.6327986, 1.0]], ['2, k, 3', [0.001921402, 0.7558084, 1.0]], ['2, k, 4', [-0.1293862, 0.511609, 1.0]], ['2, k, 5', [-0.1802143, 0.2716625, 1.0]], ['2, k, 6', [-0.1741084, 0.05455881, 1.0]], ['2, k, 7', [-0.1819666, 0.02592206, 1.0]], ['2, k, 8', [0.1933989, 0.5394887, 1.0]], ['2, k, 9', [0.2974334, 0.2721183, 1.0]], ['2, k, 10', [0.3753896, 0.03730566, 1.0]], ['2, k, 11', [0.4092949, -0.01729961, 1.0]], ['2, k, 12', [-0.02624401, 0.02078147, 1.0]], ['2, k, 13', [-0.05228677, -0.3752542, 1.0]], ['2, k, 14', [-0.06155614, -0.6936809, 1.0]], ['2, k, 15', [-0.09039534, -0.7472429, 1.0]], ['2, k, 16', [0.1178247, 0.01816454, 1.0]], ['2, k, 17', [0.1618337, -0.4334534, 1.0]], ['2, k, 18', [0.2185818, -0.7055503, 1.0]], ['2, k, 19', [0.2350676, -0.7450269, 1.0]], ['2, k, 20', [0.03237807, 0.5598874, 1.0]], ['2, k, 21', [-0.1946066, -0.006540171, 1.0]], ['2, k, 22', [-0.2015948, 0.04963336, 1.0]], ['2, k, 23', [0.4509463, -0.07360091, 1.0]], ['2, k, 24', [0.3841762, -0.05093737, 1.0]]]
[['2, k, 0', [0.05248139, 0.05334795, 1.0]], ['2, k, 1', [0.03742198, 0.3496317, 1.0]], ['2, k, 2', [0.02356479, 0.6349203, 1.0]], ['2, k, 3', [0.009630056, 0.7524843, 1.0]], ['2, k, 4', [-0.1116172, 0.5291722, 1.0]], ['2, k, 5', [-0.165074, 0.2769305, 1.0]], ['2, k, 6', [-0.1704349, 0.05492725, 1.0]], ['2, k, 7', [-0.1828049, 0.01804223, 1.0]], ['2, k, 8', [0.1867034, 0.644496, 1.0]], ['2, k, 9', [0.3169483, 0.8622619, 1.0]], ['2, k, 10', [0.3622025, 1.094249, 1.0]], ['2, k, 11', [0.3790988, 1.175269, 1.0]], ['2, k, 12', [-0.01689518, 0.05684054, 1.0]], ['2, k, 13', [-0.05911741, -0.3599375, 1.0]], ['2, k, 14', [-0.05424807, -0.6933372, 1.0]], ['2, k, 15', [-0.09222466, -0.7472503, 1.0]], ['2, k, 16', [0.1200228, 0.04887896, 1.0]], ['2, k, 17', [0.1564728, -0.4151504, 1.0]], ['2, k, 18', [0.2323872, -0.7106267, 1.0]], ['2, k, 19', [0.2184537, -0.7474935, 1.0]], ['2, k, 20', [0.02725036, 0.5656127, 1.0]], ['2, k, 21', [-0.174193, -0.07929976, 1.0]], ['2, k, 22', [-0.1570896, -0.00332308, 1.0]], ['2, k, 23', [0.3961423, 1.210947, 1.0]], ['2, k, 24', [0.3796168, 1.149895, 1.0]]]
[['2, k, 0', [0.05351617, 0.05659249, 1.0]], ['2, k, 1', [0.03708513, 0.3503839, 1.0]], ['2, k, 2', [0.02119149, 0.634422, 1.0]], ['2, k, 3', [0.008798787, 0.7530357, 1.0]], ['2, k, 4', [-0.1102829, 0.5314297, 1.0]], ['2, k, 5', [-0.1650857, 0.2774017, 1.0]], ['2, k, 6', [-0.1699816, 0.06061338, 1.0]], ['2, k, 7', [-0.1816287, 0.02377792, 1.0]], ['2, k, 8', [0.1763103, 0.6649193, 1.0]], ['2, k, 9', [0.304317, 0.8651922, 1.0]], ['2, k, 10', [0.3696594, 1.110375, 1.0]], ['2, k, 11', [0.3906584, 1.191592, 1.0]], ['2, k, 12', [-0.01600292, 0.05892439, 1.0]], ['2, k, 13', [-0.058475, -0.3581845, 1.0]], ['2, k, 14', [-0.05415858, -0.6933583, 1.0]], ['2, k, 15', [-0.09132912, -0.7466143, 1.0]], ['2, k, 16', [0.1209925, 0.05272518, 1.0]], ['2, k, 17', [0.1571928, -0.4150456, 1.0]], ['2, k, 18', [0.2345244, -0.7096309, 1.0]], ['2, k, 19', [0.2171992, -0.747624, 1.0]], ['2, k, 20', [0.02564592, 0.5655715, 1.0]], ['2, k, 21', [-0.2052308, -0.01748303, 1.0]], ['2, k, 22', [-0.156496, -0.008247511, 1.0]], ['2, k, 23', [0.4076706, 1.227274, 1.0]], ['2, k, 24', [0.3911086, 1.166229, 1.0]]]
[['2, k, 0', [0.05475932, 0.06207888, 1.0]], ['2, k, 1', [0.03753869, 0.3518323, 1.0]], ['2, k, 2', [0.02129477, 0.633953, 1.0]], ['2, k, 3', [0.007451295, 0.753325, 1.0]], ['2, k, 4', [-0.1102826, 0.5315114, 1.0]], ['2, k, 5', [-0.1650088, 0.2772284, 1.0]], ['2, k, 6', [-0.1700055, 0.06607934, 1.0]], ['2, k, 7', [-0.1806649, 0.02428593, 1.0]], ['2, k, 8', [0.1765234, 0.6648528, 1.0]], ['2, k, 9', [0.2877119, 0.8647872, 1.0]], ['2, k, 10', [0.4129938, 1.091561, 1.0]], ['2, k, 11', [0.4527572, 1.164194, 1.0]], ['2, k, 12', [-0.01467708, 0.06188475, 1.0]], ['2, k, 13', [-0.05791612, -0.356982, 1.0]], ['2, k, 14', [-0.05400309, -0.6936136, 1.0]], ['2, k, 15', [-0.09144875, -0.7466909, 1.0]], ['2, k, 16', [0.1218621, 0.06086737, 1.0]], ['2, k, 17', [0.1584457, -0.4155292, 1.0]], ['2, k, 18', [0.2365236, -0.7091231, 1.0]], ['2, k, 19', [0.2149104, -0.747732, 1.0]], ['2, k, 20', [0.02571345, 0.565448, 1.0]], ['2, k, 21', [-0.1736383, -0.07600438, 1.0]], ['2, k, 22', [-0.1544159, 0.003453936, 1.0]], ['2, k, 23', [0.4694202, 1.199932, 1.0]], ['2, k, 24', [0.4524311, 1.138956, 1.0]]]
[['2, k, 0', [0.05556625, 0.06341736, 1.0]], ['2, k, 1', [0.03787861, 0.3524247, 1.0]], ['2, k, 2', [0.02132552, 0.6336831, 1.0]], ['2, k, 3', [0.005897454, 0.7532663, 1.0]], ['2, k, 4', [-0.1121635, 0.5309631, 1.0]], ['2, k, 5', [-0.165034, 0.2778073, 1.0]], ['2, k, 6', [-0.1696932, 0.06766737, 1.0]], ['2, k, 7', [-0.1802304, 0.02515368, 1.0]], ['2, k, 8', [0.1749302, 0.668421, 1.0]], ['2, k, 9', [0.2744469, 0.86465, 1.0]], ['2, k, 10', [0.3942094, 1.10241, 1.0]], ['2, k, 11', [0.4311111, 1.176262, 1.0]], ['2, k, 12', [-0.01321983, 0.06440248, 1.0]], ['2, k, 13', [-0.05749818, -0.3541042, 1.0]], ['2, k, 14', [-0.05476712, -0.6920226, 1.0]], ['2, k, 15', [-0.09072495, -0.7406428, 1.0]], ['2, k, 16', [0.1221858, 0.06123621, 1.0]], ['2, k, 17', [0.1593197, -0.4155605, 1.0]], ['2, k, 18', [0.2366223, -0.7091044, 1.0]], ['2, k, 19', [0.2165153, -0.7476731, 1.0]], ['2, k, 20', [0.02575115, 0.5653685, 1.0]], ['2, k, 21', [-0.1738852, -0.07610992, 1.0]], ['2, k, 22', [-0.1477301, 0.01200765, 1.0]], ['2, k, 23', [0.447881, 1.211923, 1.0]], ['2, k, 24', [0.4310221, 1.150854, 1.0]]]
[['2, k, 0', [0.05731446, 0.06528615, 1.0]], ['2, k, 1', [0.03850152, 0.3533211, 1.0]], ['2, k, 2', [0.02132553, 0.6336592, 1.0]], ['2, k, 3', [0.00292532, 0.7536913, 1.0]], ['2, k, 4', [-0.1123291, 0.5308896, 1.0]], ['2, k, 5', [-0.1647791, 0.2779809, 1.0]], ['2, k, 6', [-0.1694624, 0.06975691, 1.0]], ['2, k, 7', [-0.1792148, 0.02661049, 1.0]], ['2, k, 8', [0.1729436, 0.6718664, 1.0]], ['2, k, 9', [0.2599284, 0.8619049, 1.0]], ['2, k, 10', [0.373683, 1.112156, 1.0]], ['2, k, 11', [0.4074978, 1.187065, 1.0]], ['2, k, 12', [-0.01081122, 0.06698712, 1.0]], ['2, k, 13', [-0.05713698, -0.3528565, 1.0]], ['2, k, 14', [-0.05459586, -0.692129, 1.0]], ['2, k, 15', [-0.0894165, -0.7436523, 1.0]], ['2, k, 16', [0.1232958, 0.06220058, 1.0]], ['2, k, 17', [0.1601036, -0.4161294, 1.0]], ['2, k, 18', [0.2368237, -0.7091134, 1.0]], ['2, k, 19', [0.2161112, -0.74758, 1.0]], ['2, k, 20', [0.02576652, 0.5653815, 1.0]], ['2, k, 21', [-0.1728484, -0.07301614, 1.0]], ['2, k, 22', [-0.1484639, 0.007172764, 1.0]], ['2, k, 23', [0.4243819, 1.222646, 1.0]], ['2, k, 24', [0.407662, 1.161477, 1.0]]]
[['2, k, 0', [0.058315, 0.06655078, 1.0]], ['2, k, 1', [0.03911788, 0.3543624, 1.0]], ['2, k, 2', [0.02138733, 0.6337298, 1.0]], ['2, k, 3', [2.025396e-05, 0.7542681, 1.0]], ['2, k, 4', [-0.1124987, 0.5308534, 1.0]], ['2, k, 5', [-0.1649715, 0.2787534, 1.0]], ['2, k, 6', [-0.1694294, 0.07055307, 1.0]], ['2, k, 7', [-0.1785718, 0.02667449, 1.0]], ['2, k, 8', [0.1718889, 0.6737468, 1.0]], ['2, k, 9', [0.2471131, 0.8650556, 1.0]], ['2, k, 10', [0.3479003, 1.122826, 1.0]], ['2, k, 11', [0.3776013, 1.199202, 1.0]], ['2, k, 12', [-0.009757018, 0.06844551, 1.0]], ['2, k, 13', [-0.05698353, -0.3526266, 1.0]], ['2, k, 14', [-0.05459732, -0.6920686, 1.0]], ['2, k, 15', [-0.09114577, -0.7457718, 1.0]], ['2, k, 16', [0.124191, 0.06302938, 1.0]], ['2, k, 17', [0.1605234, -0.4164597, 1.0]], ['2, k, 18', [0.2369108, -0.7090869, 1.0]], ['2, k, 19', [0.2158523, -0.7473743, 1.0]], ['2, k, 20', [0.02589532, 0.565588, 1.0]], ['2, k, 21', [-0.1737817, -0.07383647, 1.0]], ['2, k, 22', [-0.15557, -0.01519284, 1.0]], ['2, k, 23', [0.3946372, 1.234706, 1.0]], ['2, k, 24', [0.378102, 1.173443, 1.0]]]
[['2, k, 0', [0.0591666, 0.06931131, 1.0]], ['2, k, 1', [0.03839994, 0.3590285, 1.0]], ['2, k, 2', [0.01748885, 0.6390477, 1.0]], ['2, k, 3', [-0.003424196, 0.7557855, 1.0]], ['2, k, 4', [-0.110254, 0.5364791, 1.0]], ['2, k, 5', [-0.1651237, 0.2792925, 1.0]], ['2, k, 6', [-0.1694357, 0.07067478, 1.0]], ['2, k, 7', [-0.1786991, 0.02861931, 1.0]], ['2, k, 8', [0.1600165, 0.6888549, 1.0]], ['2, k, 9', [0.2403688, 0.8764444, 1.0]], ['2, k, 10', [0.3485909, 1.131052, 1.0]], ['2, k, 11', [0.3803511, 1.206322, 1.0]], ['2, k, 12', [-0.008505723, 0.0711088, 1.0]], ['2, k, 13', [-0.05669977, -0.3517349, 1.0]], ['2, k, 14', [-0.05445448, -0.6922964, 1.0]], ['2, k, 15', [-0.0928592, -0.7469925, 1.0]], ['2, k, 16', [0.1245835, 0.06546806, 1.0]], ['2, k, 17', [0.160893, -0.4166732, 1.0]], ['2, k, 18', [0.237189, -0.7090588, 1.0]], ['2, k, 19', [0.2164315, -0.7471365, 1.0]], ['2, k, 20', [0.02289336, 0.5708156, 1.0]], ['2, k, 21', [-0.1712485, -0.07370375, 1.0]], ['2, k, 22', [-0.1472424, 0.009123107, 1.0]], ['2, k, 23', [0.3973685, 1.241775, 1.0]], ['2, k, 24', [0.3808108, 1.180451, 1.0]]]
[['2, k, 0', [0.06052839, 0.07099149, 1.0]], ['2, k, 1', [0.04242175, 0.3627855, 1.0]], ['2, k, 2', [0.0256766, 0.644258, 1.0]], ['2, k, 3', [-0.006416814, 0.7570769, 1.0]], ['2, k, 4', [-0.1112872, 0.5353701, 1.0]], ['2, k, 5', [-0.1657753, 0.2790276, 1.0]], ['2, k, 6', [-0.1696234, 0.07055692, 1.0]], ['2, k, 7', [-0.1786882, 0.02771222, 1.0]], ['2, k, 8', [0.1667815, 0.6868665, 1.0]], ['2, k, 9', [0.2302773, 0.8944085, 1.0]], ['2, k, 10', [0.3066027, 1.144573, 1.0]], ['2, k, 11', [0.3302743, 1.222419, 1.0]], ['2, k, 12', [-0.007141044, 0.07314081, 1.0]], ['2, k, 13', [-0.05666294, -0.3517671, 1.0]], ['2, k, 14', [-0.05450902, -0.6925997, 1.0]], ['2, k, 15', [-0.09089652, -0.7461221, 1.0]], ['2, k, 16', [0.1258775, 0.06664368, 1.0]], ['2, k, 17', [0.1610092, -0.4165027, 1.0]], ['2, k, 18', [0.2374392, -0.7090703, 1.0]], ['2, k, 19', [0.2118216, -0.7467259, 1.0]], ['2, k, 20', [0.02973161, 0.5756393, 1.0]], ['2, k, 21', [-0.1730586, -0.07310532, 1.0]], ['2, k, 22', [-0.1551009, -0.01078159, 1.0]], ['2, k, 23', [0.3475479, 1.257765, 1.0]], ['2, k, 24', [0.3313017, 1.196308, 1.0]]]
[['2, k, 0', [0.06281497, 0.07523125, 1.0]], ['2, k, 1', [0.04978993, 0.3800059, 1.0]], ['2, k, 2', [0.0390364, 0.6782826, 1.0]], ['2, k, 3', [-0.01141787, 0.7657414, 1.0]], ['2, k, 4', [-0.1131988, 0.536561, 1.0]], ['2, k, 5', [-0.1662051, 0.280561, 1.0]], ['2, k, 6', [-0.1695893, 0.07101206, 1.0]], ['2, k, 7', [-0.1789758, 0.02802751, 1.0]], ['2, k, 8', [0.178168, 0.7074899, 1.0]], ['2, k, 9', [0.2251873, 0.8985639, 1.0]], ['2, k, 10', [0.289014, 1.15784, 1.0]], ['2, k, 11', [0.3078945, 1.234508, 1.0]], ['2, k, 12', [-0.004567299, 0.0770134, 1.0]], ['2, k, 13', [-0.05633328, -0.352088, 1.0]], ['2, k, 14', [-0.05377198, -0.6930479, 1.0]], ['2, k, 15', [-0.09083988, -0.746269, 1.0]], ['2, k, 16', [0.1277509, 0.07087714, 1.0]], ['2, k, 17', [0.1610993, -0.4133138, 1.0]], ['2, k, 18', [0.2377412, -0.7092043, 1.0]], ['2, k, 19', [0.2130362, -0.7465838, 1.0]], ['2, k, 20', [0.04158483, 0.6052092, 1.0]], ['2, k, 21', [-0.1731651, -0.07314809, 1.0]], ['2, k, 22', [-0.1479682, 0.008240074, 1.0]], ['2, k, 23', [0.3252657, 1.269707, 1.0]], ['2, k, 24', [0.3091369, 1.208071, 1.0]]]
[['2, k, 0', [0.06311292, 0.07790161, 1.0]], ['2, k, 1', [0.05030939, 0.383183, 1.0]], ['2, k, 2', [0.03910647, 0.6790496, 1.0]], ['2, k, 3', [-0.01236391, 0.7675655, 1.0]], ['2, k, 4', [-0.111168, 0.538121, 1.0]], ['2, k, 5', [-0.1664553, 0.2816341, 1.0]], ['2, k, 6', [-0.1696832, 0.07083466, 1.0]], ['2, k, 7', [-0.1788875, 0.02703374, 1.0]], ['2, k, 8', [0.1788388, 0.7095552, 1.0]], ['2, k, 9', [0.2156595, 0.9014544, 1.0]], ['2, k, 10', [0.265872, 1.161829, 1.0]], ['2, k, 11', [0.2807937, 1.238823, 1.0]], ['2, k, 12', [-0.003953874, 0.08034284, 1.0]], ['2, k, 13', [-0.05624261, -0.3519281, 1.0]], ['2, k, 14', [-0.05330412, -0.6934579, 1.0]], ['2, k, 15', [-0.0905992, -0.7461505, 1.0]], ['2, k, 16', [0.1277813, 0.07284753, 1.0]], ['2, k, 17', [0.1611465, -0.4117699, 1.0]], ['2, k, 18', [0.2377893, -0.7092206, 1.0]], ['2, k, 19', [0.2131978, -0.746552, 1.0]], ['2, k, 20', [0.04176632, 0.6065874, 1.0]], ['2, k, 21', [-0.1732698, -0.07319452, 1.0]], ['2, k, 22', [-0.1507814, 0.00120492, 1.0]], ['2, k, 23', [0.2983037, 1.273974, 1.0]], ['2, k, 24', [0.2823432, 1.212278, 1.0]]]
[['2, k, 0', [0.0645479, 0.08113734, 1.0]], ['2, k, 1', [0.05472983, 0.3883406, 1.0]], ['2, k, 2', [0.04607167, 0.6838565, 1.0]], ['2, k, 3', [-0.01122396, 0.77092, 1.0]], ['2, k, 4', [-0.1102782, 0.5402777, 1.0]], ['2, k, 5', [-0.1669049, 0.2820937, 1.0]], ['2, k, 6', [-0.1696612, 0.07088313, 1.0]], ['2, k, 7', [-0.178285, 0.02758623, 1.0]], ['2, k, 8', [0.1875798, 0.7159331, 1.0]], ['2, k, 9', [0.2070878, 0.9083519, 1.0]], ['2, k, 10', [0.2342331, 1.169437, 1.0]], ['2, k, 11', [0.2424598, 1.246651, 1.0]], ['2, k, 12', [-0.00254691, 0.0832228, 1.0]], ['2, k, 13', [-0.05619047, -0.3519274, 1.0]], ['2, k, 14', [-0.05279525, -0.6938885, 1.0]], ['2, k, 15', [-0.08999589, -0.7461442, 1.0]], ['2, k, 16', [0.1291503, 0.07618, 1.0]], ['2, k, 17', [0.1614531, -0.4088753, 1.0]], ['2, k, 18', [0.2389355, -0.7090675, 1.0]], ['2, k, 19', [0.2115999, -0.7464623, 1.0]], ['2, k, 20', [0.04820383, 0.6117486, 1.0]], ['2, k, 21', [-0.1715102, -0.07381843, 1.0]], ['2, k, 22', [-0.1540599, -0.01297758, 1.0]], ['2, k, 23', [0.2601688, 1.281728, 1.0]], ['2, k, 24', [0.2444496, 1.219939, 1.0]]]
[['2, k, 0', [0.06528423, 0.08262883, 1.0]], ['2, k, 1', [0.05596833, 0.3902656, 1.0]], ['2, k, 2', [0.04736169, 0.6854714, 1.0]], ['2, k, 3', [-0.01204163, 0.7724617, 1.0]], ['2, k, 4', [-0.1101028, 0.5399224, 1.0]], ['2, k, 5', [-0.1673957, 0.2835556, 1.0]], ['2, k, 6', [-0.1696307, 0.07121288, 1.0]], ['2, k, 7', [-0.1785372, 0.02868458, 1.0]], ['2, k, 8', [0.1889436, 0.7177137, 1.0]], ['2, k, 9', [0.1983478, 0.9092981, 1.0]], ['2, k, 10', [0.2120058, 1.169262, 1.0]], ['2, k, 11', [0.2163115, 1.246158, 1.0]], ['2, k, 12', [-0.001643624, 0.08463494, 1.0]], ['2, k, 13', [-0.05609363, -0.352045, 1.0]], ['2, k, 14', [-0.05249243, -0.6943949, 1.0]], ['2, k, 15', [-0.09038999, -0.7466032, 1.0]], ['2, k, 16', [0.129707, 0.07765975, 1.0]], ['2, k, 17', [0.1617668, -0.4075002, 1.0]], ['2, k, 18', [0.2391678, -0.7097222, 1.0]], ['2, k, 19', [0.2112771, -0.7467893, 1.0]], ['2, k, 20', [0.04951225, 0.6135031, 1.0]], ['2, k, 21', [-0.1729522, -0.07306074, 1.0]], ['2, k, 22', [-0.1467998, 0.009588454, 1.0]], ['2, k, 23', [0.2341551, 1.281201, 1.0]], ['2, k, 24', [0.2185987, 1.21937, 1.0]]]
[['2, k, 0', [0.06599905, 0.08259265, 1.0]], ['2, k, 1', [0.05615207, 0.3897157, 1.0]], ['2, k, 2', [0.04696032, 0.682192, 1.0]], ['2, k, 3', [-0.01231639, 0.7724653, 1.0]], ['2, k, 4', [-0.1118269, 0.5360109, 1.0]], ['2, k, 5', [-0.1673689, 0.2833069, 1.0]], ['2, k, 6', [-0.1695291, 0.07063434, 1.0]], ['2, k, 7', [-0.1770843, 0.02811521, 1.0]], ['2, k, 8', [0.1856372, 0.7056708, 1.0]], ['2, k, 9', [0.1891537, 0.9016564, 1.0]], ['2, k, 10', [0.1949508, 1.167463, 1.0]], ['2, k, 11', [0.1969643, 1.246035, 1.0]], ['2, k, 12', [-0.0007707607, 0.08460169, 1.0]], ['2, k, 13', [-0.05616533, -0.3522176, 1.0]], ['2, k, 14', [-0.05286565, -0.696287, 1.0]], ['2, k, 15', [-0.0903067, -0.7466949, 1.0]], ['2, k, 16', [0.1302578, 0.0775923, 1.0]], ['2, k, 17', [0.1621002, -0.4077041, 1.0]], ['2, k, 18', [0.2390029, -0.7100071, 1.0]], ['2, k, 19', [0.2105944, -0.7471269, 1.0]], ['2, k, 20', [0.04937574, 0.6112359, 1.0]], ['2, k, 21', [-0.1721626, -0.07412761, 1.0]], ['2, k, 22', [-0.150656, -0.0007207512, 1.0]], ['2, k, 23', [0.2149188, 1.281122, 1.0]], ['2, k, 24', [0.1994984, 1.219344, 1.0]]]
[['2, k, 0', [0.06636608, 0.08252352, 1.0]], ['2, k, 1', [0.05407828, 0.3895829, 1.0]], ['2, k, 2', [0.03711404, 0.6822689, 1.0]], ['2, k, 3', [-0.01777493, 0.7734835, 1.0]], ['2, k, 4', [-0.1129778, 0.5356866, 1.0]], ['2, k, 5', [-0.1673856, 0.2833844, 1.0]], ['2, k, 6', [-0.1696807, 0.07061341, 1.0]], ['2, k, 7', [-0.1786522, 0.02715123, 1.0]], ['2, k, 8', [0.1740208, 0.7045684, 1.0]], ['2, k, 9', [0.1842127, 0.9001428, 1.0]], ['2, k, 10', [0.1988513, 1.165393, 1.0]], ['2, k, 11', [0.2034165, 1.243802, 1.0]], ['2, k, 12', [-0.000480103, 0.08417895, 1.0]], ['2, k, 13', [-0.05600166, -0.3533218, 1.0]], ['2, k, 14', [-0.05228119, -0.6959858, 1.0]], ['2, k, 15', [-0.08979385, -0.7464768, 1.0]], ['2, k, 16', [0.1307339, 0.07795405, 1.0]], ['2, k, 17', [0.1622017, -0.4076641, 1.0]], ['2, k, 18', [0.2390231, -0.7100748, 1.0]], ['2, k, 19', [0.2110874, -0.7471533, 1.0]], ['2, k, 20', [0.04198354, 0.6111509, 1.0]], ['2, k, 21', [-0.1604348, -0.07501613, 1.0]], ['2, k, 22', [-0.1468159, 0.003497569, 1.0]], ['2, k, 23', [0.2213362, 1.2789, 1.0]], ['2, k, 24', [0.2070079, 1.21788, 1.0]]]
[['2, k, 0', [0.06716116, 0.08409728, 1.0]], ['2, k, 1', [0.05699694, 0.3940255, 1.0]], ['2, k, 2', [0.04708568, 0.6930517, 1.0]], ['2, k, 3', [-0.005526891, 0.7867526, 1.0]], ['2, k, 4', [-0.1132257, 0.5356092, 1.0]], ['2, k, 5', [-0.1674091, 0.283438, 1.0]], ['2, k, 6', [-0.1698884, 0.07120998, 1.0]], ['2, k, 7', [-0.1782514, 0.02836457, 1.0]], ['2, k, 8', [0.1835153, 0.7142339, 1.0]], ['2, k, 9', [0.1770088, 0.9078362, 1.0]], ['2, k, 10', [0.1694017, 1.170486, 1.0]], ['2, k, 11', [0.1675117, 1.248159, 1.0]], ['2, k, 12', [0.0003791161, 0.08538897, 1.0]], ['2, k, 13', [-0.05581024, -0.3536408, 1.0]], ['2, k, 14', [-0.05206088, -0.6964225, 1.0]], ['2, k, 15', [-0.0895668, -0.7467444, 1.0]], ['2, k, 16', [0.1313775, 0.07979768, 1.0]], ['2, k, 17', [0.1624702, -0.4062979, 1.0]], ['2, k, 18', [0.2392289, -0.7100189, 1.0]], ['2, k, 19', [0.2116747, -0.7473766, 1.0]], ['2, k, 20', [0.04934843, 0.6198606, 1.0]], ['2, k, 21', [-0.1733744, -0.07324094, 1.0]], ['2, k, 22', [-0.1526579, -0.01050546, 1.0]], ['2, k, 23', [0.1856196, 1.283195, 1.0]], ['2, k, 24', [0.1703847, 1.221354, 1.0]]]
[['2, k, 0', [0.06714846, 0.08399561, 1.0]], ['2, k, 1', [0.05375792, 0.3931891, 1.0]], ['2, k, 2', [0.03390082, 0.6885525, 1.0]], ['2, k, 3', [-0.02507737, 0.7786028, 1.0]], ['2, k, 4', [-0.1145012, 0.5349583, 1.0]], ['2, k, 5', [-0.1674389, 0.283588, 1.0]], ['2, k, 6', [-0.1699459, 0.07187582, 1.0]], ['2, k, 7', [-0.177627, 0.02861614, 1.0]], ['2, k, 8', [0.1706581, 0.7096736, 1.0]], ['2, k, 9', [0.1725724, 0.9043578, 1.0]], ['2, k, 10', [0.1761369, 1.168438, 1.0]], ['2, k, 11', [0.1774748, 1.246518, 1.0]], ['2, k, 12', [0.0004716655, 0.08523256, 1.0]], ['2, k, 13', [-0.05583186, -0.3537627, 1.0]], ['2, k, 14', [-0.05077388, -0.697133, 1.0]], ['2, k, 15', [-0.08949686, -0.7468283, 1.0]], ['2, k, 16', [0.13123, 0.07974033, 1.0]], ['2, k, 17', [0.1629263, -0.4065252, 1.0]], ['2, k, 18', [0.2389562, -0.7104858, 1.0]], ['2, k, 19', [0.2115139, -0.7478445, 1.0]], ['2, k, 20', [0.03953343, 0.616787, 1.0]], ['2, k, 21', [-0.1737841, -0.07160705, 1.0]], ['2, k, 22', [-0.1476769, 0.006472967, 1.0]], ['2, k, 23', [0.1955306, 1.281576, 1.0]], ['2, k, 24', [0.1790668, 1.220442, 1.0]]]
[['2, k, 0', [0.06760731, 0.08436868, 1.0]], ['2, k, 1', [0.05337763, 0.3926266, 1.0]], ['2, k, 2', [0.03330695, 0.6857744, 1.0]], ['2, k, 3', [-0.02540663, 0.7755768, 1.0]], ['2, k, 4', [-0.1161793, 0.5338501, 1.0]], ['2, k, 5', [-0.1675172, 0.2835289, 1.0]], ['2, k, 6', [-0.1699992, 0.0707891, 1.0]], ['2, k, 7', [-0.1783858, 0.02765153, 1.0]], ['2, k, 8', [0.1720797, 0.7058475, 1.0]], ['2, k, 9', [0.1690227, 0.901319, 1.0]], ['2, k, 10', [0.1659627, 1.166432, 1.0]], ['2, k, 11', [0.1653761, 1.244807, 1.0]], ['2, k, 12', [0.0009927384, 0.08544634, 1.0]], ['2, k, 13', [-0.0559242, -0.3537712, 1.0]], ['2, k, 14', [-0.04959524, -0.6963296, 1.0]], ['2, k, 15', [-0.08939521, -0.7466776, 1.0]], ['2, k, 16', [0.1316113, 0.08017769, 1.0]], ['2, k, 17', [0.1630009, -0.4063143, 1.0]], ['2, k, 18', [0.2325426, -0.7098594, 1.0]], ['2, k, 19', [0.2141326, -0.7484572, 1.0]], ['2, k, 20', [0.03882026, 0.6146731, 1.0]], ['2, k, 21', [-0.1731284, -0.07313719, 1.0]], ['2, k, 22', [-0.1494458, 0.001479555, 1.0]], ['2, k, 23', [0.1834973, 1.279877, 1.0]], ['2, k, 24', [0.1682792, 1.218076, 1.0]]]
[['2, k, 0', [0.06731033, 0.08441687, 1.0]], ['2, k, 1', [0.0530714, 0.3922014, 1.0]], ['2, k, 2', [0.03358016, 0.6846926, 1.0]], ['2, k, 3', [-0.02495345, 0.7743546, 1.0]], ['2, k, 4', [-0.117028, 0.5333653, 1.0]], ['2, k, 5', [-0.1677972, 0.2830766, 1.0]], ['2, k, 6', [-0.1699792, 0.07072845, 1.0]], ['2, k, 7', [-0.1780596, 0.02834754, 1.0]], ['2, k, 8', [0.1744379, 0.7034333, 1.0]], ['2, k, 9', [0.1659156, 0.8995691, 1.0]], ['2, k, 10', [0.155577, 1.165561, 1.0]], ['2, k, 11', [0.1528771, 1.244187, 1.0]], ['2, k, 12', [0.0005551885, 0.0854263, 1.0]], ['2, k, 13', [-0.05619799, -0.3539218, 1.0]], ['2, k, 14', [-0.04961748, -0.6964566, 1.0]], ['2, k, 15', [-0.08898543, -0.7463585, 1.0]], ['2, k, 16', [0.1314941, 0.08028665, 1.0]], ['2, k, 17', [0.1630639, -0.4065274, 1.0]], ['2, k, 18', [0.2327905, -0.7098103, 1.0]], ['2, k, 19', [0.2144761, -0.7485102, 1.0]], ['2, k, 20', [0.03882952, 0.6137948, 1.0]], ['2, k, 21', [-0.1733781, -0.07323544, 1.0]], ['2, k, 22', [-0.1497034, 0.006070035, 1.0]], ['2, k, 23', [0.1710664, 1.279266, 1.0]], ['2, k, 24', [0.1559312, 1.217476, 1.0]]]
