[['2, k, 0', [-0.398347, -0.259495, 1.0]], ['2, k, 1', [-0.38234, 0.0660601, 1.0]], ['2, k, 2', [-0.364297, 0.382837, 1.0]], ['2, k, 3', [-0.356104, 0.539543, 1.0]], ['2, k, 4', [-0.53579, 0.283889, 1.0]], ['2, k, 5', [-0.690305, 0.288098, 1.0]], ['2, k, 6', [-0.656662, 0.348342, 1.0]], ['2, k, 7', [-0.646079, 0.388021, 1.0]], ['2, k, 8', [-0.184101, 0.30196, 1.0]], ['2, k, 9', [0.00572371, 0.327711, 1.0]], ['2, k, 10', [0.00627638, 0.384085, 1.0]], ['2, k, 11', [-0.0103872, 0.400509, 1.0]], ['2, k, 12', [-0.472617, -0.259724, 1.0]], ['2, k, 13', [-0.507368, -0.579081, 1.0]], ['2, k, 14', [-0.542117, -1.02587, 1.0]], ['2, k, 15', [-0.553223, -1.08984, 1.0]], ['2, k, 16', [-0.312245, -0.251569, 1.0]], ['2, k, 17', [-0.284147, -0.638759, 1.0]], ['2, k, 18', [-0.280045, -1.02815, 1.0]], ['2, k, 19', [-0.251709, -1.09766, 1.0]], ['2, k, 20', [-0.36917, 0.304944, 1.0]], ['2, k, 21', [-0.622006, 0.410443, 1.0]], ['2, k, 22', [-0.679504, 0.432235, 1.0]], ['2, k, 23', [-0.0310271, 0.408197, 1.0]], ['2, k, 24', [-0.0312998, 0.445459, 1.0]]]
[['2, k, 0', [-0.367331, -0.241443, 1.0]], ['2, k, 1', [-0.376321, 0.0623169, 1.0]], ['2, k, 2', [-0.381734, 0.35874, 1.0]], ['2, k, 3', [-0.401718, 0.534889, 1.0]], ['2, k, 4', [-0.554513, 0.277624, 1.0]], ['2, k, 5', [-0.76749, 0.285211, 1.0]], ['2, k, 6', [-0.961008, 0.343072, 1.0]], ['2, k, 7', [-1.02959, 0.39723, 1.0]], ['2, k, 8', [-0.23245, 0.291718, 1.0]], ['2, k, 9', [-0.339988, 0.450763, 1.0]], ['2, k, 10', [-0.515558, 0.569219, 1.0]], ['2, k, 11', [-0.571975, 0.613961, 1.0]], ['2, k, 12', [-0.431018, -0.237054, 1.0]], ['2, k, 13', [-0.496555, -0.675577, 1.0]], ['2, k, 14', [-0.543438, -1.02183, 1.0]], ['2, k, 15', [-0.55978, -1.08501, 1.0]], ['2, k, 16', [-0.292763, -0.238754, 1.0]], ['2, k, 17', [-0.263811, -0.685428, 1.0]], ['2, k, 18', [-0.27917, -1.04285, 1.0]], ['2, k, 19', [-0.257094, -1.09466, 1.0]], ['2, k, 20', [-0.380884, 0.285707, 1.0]], ['2, k, 21', [-1.08573, 0.440673, 1.0]], ['2, k, 22', [-0.992121, 0.438813, 1.0]], ['2, k, 23', [-0.61703, 0.638786, 1.0]], ['2, k, 24', [-0.640737, 0.59023, 1.0]]]
[['2, k, 0', [-0.367713, -0.241154, 1.0]], ['2, k, 1', [-0.376165, 0.062978, 1.0]], ['2, k, 2', [-0.380965, 0.359832, 1.0]], ['2, k, 3', [-0.400578, 0.536004, 1.0]], ['2, k, 4', [-0.556377, 0.277712, 1.0]], ['2, k, 5', [-0.76848, 0.288261, 1.0]], ['2, k, 6', [-0.960536, 0.347055, 1.0]], ['2, k, 7', [-1.0288, 0.403101, 1.0]], ['2, k, 8', [-0.230861, 0.292308, 1.0]], ['2, k, 9', [-0.334528, 0.451293, 1.0]], ['2, k, 10', [-0.511227, 0.571387, 1.0]], ['2, k, 11', [-0.563034, 0.615658, 1.0]], ['2, k, 12', [-0.431529, -0.236749, 1.0]], ['2, k, 13', [-0.496721, -0.674672, 1.0]], ['2, k, 14', [-0.543911, -1.02261, 1.0]], ['2, k, 15', [-0.557884, -1.08369, 1.0]], ['2, k, 16', [-0.292981, -0.238474, 1.0]], ['2, k, 17', [-0.264002, -0.685164, 1.0]], ['2, k, 18', [-0.278987, -1.04271, 1.0]], ['2, k, 19', [-0.257155, -1.09472, 1.0]], ['2, k, 20', [-0.380282, 0.286703, 1.0]], ['2, k, 21', [-1.08856, 0.449529, 1.0]], ['2, k, 22', [-0.981202, 0.455973, 1.0]], ['2, k, 23', [-0.605735, 0.64333, 1.0]], ['2, k, 24', [-0.634278, 0.594317, 1.0]]]
[['2, k, 0', [-0.368343, -0.240837, 1.0]], ['2, k, 1', [-0.376218, 0.0636282, 1.0]], ['2, k, 2', [-0.380444, 0.36104, 1.0]], ['2, k, 3', [-0.400141, 0.537165, 1.0]], ['2, k, 4', [-0.554768, 0.2808, 1.0]], ['2, k, 5', [-0.766714, 0.293386, 1.0]], ['2, k, 6', [-0.952484, 0.361114, 1.0]], ['2, k, 7', [-1.02635, 0.414343, 1.0]], ['2, k, 8', [-0.230267, 0.292879, 1.0]], ['2, k, 9', [-0.327393, 0.450564, 1.0]], ['2, k, 10', [-0.489496, 0.567426, 1.0]], ['2, k, 11', [-0.548474, 0.616728, 1.0]], ['2, k, 12', [-0.433274, -0.23621, 1.0]], ['2, k, 13', [-0.497109, -0.673368, 1.0]], ['2, k, 14', [-0.543741, -1.02297, 1.0]], ['2, k, 15', [-0.559405, -1.08456, 1.0]], ['2, k, 16', [-0.293175, -0.238124, 1.0]], ['2, k, 17', [-0.264278, -0.684409, 1.0]], ['2, k, 18', [-0.279033, -1.04262, 1.0]], ['2, k, 19', [-0.256871, -1.09473, 1.0]], ['2, k, 20', [-0.379923, 0.287779, 1.0]], ['2, k, 21', [-1.08335, 0.45172, 1.0]], ['2, k, 22', [-0.974834, 0.466026, 1.0]], ['2, k, 23', [-0.589587, 0.642039, 1.0]], ['2, k, 24', [-0.619745, 0.595981, 1.0]]]
[['2, k, 0', [-0.370275, -0.238642, 1.0]], ['2, k, 1', [-0.376878, 0.0652277, 1.0]], ['2, k, 2', [-0.380444, 0.362006, 1.0]], ['2, k, 3', [-0.399369, 0.536377, 1.0]], ['2, k, 4', [-0.554561, 0.282939, 1.0]], ['2, k, 5', [-0.766984, 0.305928, 1.0]], ['2, k, 6', [-0.95715, 0.368868, 1.0]], ['2, k, 7', [-1.0243, 0.427837, 1.0]], ['2, k, 8', [-0.229476, 0.2936, 1.0]], ['2, k, 9', [-0.322744, 0.450157, 1.0]], ['2, k, 10', [-0.48209, 0.568364, 1.0]], ['2, k, 11', [-0.537904, 0.620437, 1.0]], ['2, k, 12', [-0.437346, -0.233143, 1.0]], ['2, k, 13', [-0.498139, -0.67138, 1.0]], ['2, k, 14', [-0.543762, -1.0233, 1.0]], ['2, k, 15', [-0.55858, -1.08412, 1.0]], ['2, k, 16', [-0.293552, -0.236687, 1.0]], ['2, k, 17', [-0.264625, -0.683841, 1.0]], ['2, k, 18', [-0.278963, -1.04289, 1.0]], ['2, k, 19', [-0.256944, -1.09457, 1.0]], ['2, k, 20', [-0.380046, 0.288897, 1.0]], ['2, k, 21', [-1.08482, 0.465389, 1.0]], ['2, k, 22', [-0.973324, 0.474191, 1.0]], ['2, k, 23', [-0.5787, 0.645323, 1.0]], ['2, k, 24', [-0.610068, 0.602454, 1.0]]]
[['2, k, 0', [-0.371428, -0.237278, 1.0]], ['2, k, 1', [-0.377872, 0.0654003, 1.0]], ['2, k, 2', [-0.382135, 0.360804, 1.0]], ['2, k, 3', [-0.399619, 0.535972, 1.0]], ['2, k, 4', [-0.555747, 0.284038, 1.0]], ['2, k, 5', [-0.766613, 0.305958, 1.0]], ['2, k, 6', [-0.946722, 0.380435, 1.0]], ['2, k, 7', [-1.01005, 0.441996, 1.0]], ['2, k, 8', [-0.228628, 0.294535, 1.0]], ['2, k, 9', [-0.316263, 0.449738, 1.0]], ['2, k, 10', [-0.473685, 0.572716, 1.0]], ['2, k, 11', [-0.52308, 0.623922, 1.0]], ['2, k, 12', [-0.438409, -0.231869, 1.0]], ['2, k, 13', [-0.499038, -0.669735, 1.0]], ['2, k, 14', [-0.543775, -1.0233, 1.0]], ['2, k, 15', [-0.559095, -1.08376, 1.0]], ['2, k, 16', [-0.294415, -0.235393, 1.0]], ['2, k, 17', [-0.264804, -0.683248, 1.0]], ['2, k, 18', [-0.279217, -1.04279, 1.0]], ['2, k, 19', [-0.25689, -1.09452, 1.0]], ['2, k, 20', [-0.381445, 0.28819, 1.0]], ['2, k, 21', [-1.03644, 0.470668, 1.0]], ['2, k, 22', [-0.938854, 0.499361, 1.0]], ['2, k, 23', [-0.55838, 0.650632, 1.0]], ['2, k, 24', [-0.599207, 0.609675, 1.0]]]
[['2, k, 0', [-0.372597, -0.236, 1.0]], ['2, k, 1', [-0.378107, 0.0672085, 1.0]], ['2, k, 2', [-0.381163, 0.363445, 1.0]], ['2, k, 3', [-0.437037, 0.474915, 1.0]], ['2, k, 4', [-0.55495, 0.286865, 1.0]], ['2, k, 5', [-0.763657, 0.309592, 1.0]], ['2, k, 6', [-0.944195, 0.384152, 1.0]], ['2, k, 7', [-1.00467, 0.45139, 1.0]], ['2, k, 8', [-0.227532, 0.295216, 1.0]], ['2, k, 9', [-0.310384, 0.450593, 1.0]], ['2, k, 10', [-0.463331, 0.58056, 1.0]], ['2, k, 11', [-0.508499, 0.630061, 1.0]], ['2, k, 12', [-0.440814, -0.229882, 1.0]], ['2, k, 13', [-0.500557, -0.668338, 1.0]], ['2, k, 14', [-0.543818, -1.02315, 1.0]], ['2, k, 15', [-0.558642, -1.08379, 1.0]], ['2, k, 16', [-0.294605, -0.234758, 1.0]], ['2, k, 17', [-0.2654, -0.683293, 1.0]], ['2, k, 18', [-0.279204, -1.04284, 1.0]], ['2, k, 19', [-0.256928, -1.09453, 1.0]], ['2, k, 20', [-0.380849, 0.290552, 1.0]], ['2, k, 21', [-1.03481, 0.485068, 1.0]], ['2, k, 22', [-0.94036, 0.506019, 1.0]], ['2, k, 23', [-0.547236, 0.657067, 1.0]], ['2, k, 24', [-0.584468, 0.616734, 1.0]]]
[['2, k, 0', [-0.374348, -0.233008, 1.0]], ['2, k, 1', [-0.37823, 0.0691755, 1.0]], ['2, k, 2', [-0.380171, 0.364853, 1.0]], ['2, k, 3', [-0.43321, 0.476408, 1.0]], ['2, k, 4', [-0.556336, 0.290925, 1.0]], ['2, k, 5', [-0.763567, 0.31359, 1.0]], ['2, k, 6', [-0.93844, 0.394722, 1.0]], ['2, k, 7', [-0.997879, 0.459223, 1.0]], ['2, k, 8', [-0.226449, 0.296246, 1.0]], ['2, k, 9', [-0.301556, 0.452147, 1.0]], ['2, k, 10', [-0.449184, 0.58526, 1.0]], ['2, k, 11', [-0.489089, 0.633758, 1.0]], ['2, k, 12', [-0.443311, -0.226474, 1.0]], ['2, k, 13', [-0.501951, -0.665156, 1.0]], ['2, k, 14', [-0.542938, -1.02143, 1.0]], ['2, k, 15', [-0.560451, -1.08132, 1.0]], ['2, k, 16', [-0.295325, -0.232385, 1.0]], ['2, k, 17', [-0.266366, -0.682267, 1.0]], ['2, k, 18', [-0.279276, -1.04263, 1.0]], ['2, k, 19', [-0.256839, -1.09465, 1.0]], ['2, k, 20', [-0.380157, 0.292035, 1.0]], ['2, k, 21', [-1.0334, 0.494232, 1.0]], ['2, k, 22', [-0.935335, 0.512658, 1.0]], ['2, k, 23', [-0.523088, 0.661847, 1.0]], ['2, k, 24', [-0.566282, 0.620959, 1.0]]]
[['2, k, 0', [-0.375436, -0.229842, 1.0]], ['2, k, 1', [-0.378156, 0.0716996, 1.0]], ['2, k, 2', [-0.379067, 0.366795, 1.0]], ['2, k, 3', [-0.428151, 0.480028, 1.0]], ['2, k, 4', [-0.555306, 0.295992, 1.0]], ['2, k, 5', [-0.760699, 0.320422, 1.0]], ['2, k, 6', [-0.933189, 0.405062, 1.0]], ['2, k, 7', [-0.989713, 0.469924, 1.0]], ['2, k, 8', [-0.225796, 0.297514, 1.0]], ['2, k, 9', [-0.289873, 0.453747, 1.0]], ['2, k, 10', [-0.436243, 0.587805, 1.0]], ['2, k, 11', [-0.471478, 0.638925, 1.0]], ['2, k, 12', [-0.444973, -0.223102, 1.0]], ['2, k, 13', [-0.502469, -0.664645, 1.0]], ['2, k, 14', [-0.543135, -1.02151, 1.0]], ['2, k, 15', [-0.560772, -1.08082, 1.0]], ['2, k, 16', [-0.295624, -0.229477, 1.0]], ['2, k, 17', [-0.267265, -0.682939, 1.0]], ['2, k, 18', [-0.2792, -1.04268, 1.0]], ['2, k, 19', [-0.25685, -1.09474, 1.0]], ['2, k, 20', [-0.379316, 0.294092, 1.0]], ['2, k, 21', [-1.02674, 0.503324, 1.0]], ['2, k, 22', [-0.93593, 0.520119, 1.0]], ['2, k, 23', [-0.504365, 0.668129, 1.0]], ['2, k, 24', [-0.549079, 0.628885, 1.0]]]
[['2, k, 0', [-0.375821, -0.227071, 1.0]], ['2, k, 1', [-0.3777, 0.0743417, 1.0]], ['2, k, 2', [-0.377669, 0.368944, 1.0]], ['2, k, 3', [-0.422345, 0.484887, 1.0]], ['2, k, 4', [-0.550329, 0.304611, 1.0]], ['2, k, 5', [-0.757988, 0.324175, 1.0]], ['2, k, 6', [-0.908402, 0.432568, 1.0]], ['2, k, 7', [-0.976862, 0.490665, 1.0]], ['2, k, 8', [-0.225575, 0.298218, 1.0]], ['2, k, 9', [-0.28067, 0.45679, 1.0]], ['2, k, 10', [-0.414211, 0.595625, 1.0]], ['2, k, 11', [-0.451857, 0.643975, 1.0]], ['2, k, 12', [-0.445713, -0.220031, 1.0]], ['2, k, 13', [-0.504526, -0.665579, 1.0]], ['2, k, 14', [-0.543429, -1.02265, 1.0]], ['2, k, 15', [-0.558081, -1.08274, 1.0]], ['2, k, 16', [-0.295474, -0.226889, 1.0]], ['2, k, 17', [-0.268015, -0.683328, 1.0]], ['2, k, 18', [-0.279293, -1.04273, 1.0]], ['2, k, 19', [-0.256872, -1.09464, 1.0]], ['2, k, 20', [-0.378146, 0.296385, 1.0]], ['2, k, 21', [-1.00737, 0.524348, 1.0]], ['2, k, 22', [-0.910572, 0.539376, 1.0]], ['2, k, 23', [-0.485321, 0.672938, 1.0]], ['2, k, 24', [-0.531406, 0.63409, 1.0]]]
[['2, k, 0', [-0.375437, -0.222784, 1.0]], ['2, k, 1', [-0.376991, 0.0793622, 1.0]], ['2, k, 2', [-0.376537, 0.37378, 1.0]], ['2, k, 3', [-0.41889, 0.491247, 1.0]], ['2, k, 4', [-0.547246, 0.309403, 1.0]], ['2, k, 5', [-0.758121, 0.325621, 1.0]], ['2, k, 6', [-0.901685, 0.437821, 1.0]], ['2, k, 7', [-0.962207, 0.513117, 1.0]], ['2, k, 8', [-0.225428, 0.29912, 1.0]], ['2, k, 9', [-0.27223, 0.460529, 1.0]], ['2, k, 10', [-0.398595, 0.59901, 1.0]], ['2, k, 11', [-0.432481, 0.648654, 1.0]], ['2, k, 12', [-0.444639, -0.215762, 1.0]], ['2, k, 13', [-0.505091, -0.664986, 1.0]], ['2, k, 14', [-0.542782, -1.02024, 1.0]], ['2, k, 15', [-0.559464, -1.08089, 1.0]], ['2, k, 16', [-0.295418, -0.222696, 1.0]], ['2, k, 17', [-0.269064, -0.683686, 1.0]], ['2, k, 18', [-0.279378, -1.04277, 1.0]], ['2, k, 19', [-0.25689, -1.09469, 1.0]], ['2, k, 20', [-0.377091, 0.301352, 1.0]], ['2, k, 21', [-0.98072, 0.543533, 1.0]], ['2, k, 22', [-0.870206, 0.556902, 1.0]], ['2, k, 23', [-0.460852, 0.679854, 1.0]], ['2, k, 24', [-0.512311, 0.64074, 1.0]]]
[['2, k, 0', [-0.375028, -0.21829, 1.0]], ['2, k, 1', [-0.375653, 0.0847617, 1.0]], ['2, k, 2', [-0.374028, 0.379744, 1.0]], ['2, k, 3', [-0.412332, 0.498217, 1.0]], ['2, k, 4', [-0.545046, 0.311751, 1.0]], ['2, k, 5', [-0.756943, 0.332437, 1.0]], ['2, k, 6', [-0.901879, 0.486533, 1.0]], ['2, k, 7', [-0.949285, 0.521541, 1.0]], ['2, k, 8', [-0.22591, 0.301335, 1.0]], ['2, k, 9', [-0.261238, 0.465171, 1.0]], ['2, k, 10', [-0.36326, 0.604185, 1.0]], ['2, k, 11', [-0.405352, 0.651496, 1.0]], ['2, k, 12', [-0.44425, -0.211731, 1.0]], ['2, k, 13', [-0.506482, -0.664539, 1.0]], ['2, k, 14', [-0.542752, -1.02069, 1.0]], ['2, k, 15', [-0.561101, -1.08194, 1.0]], ['2, k, 16', [-0.294793, -0.217727, 1.0]], ['2, k, 17', [-0.269909, -0.684666, 1.0]], ['2, k, 18', [-0.279614, -1.0431, 1.0]], ['2, k, 19', [-0.257008, -1.09463, 1.0]], ['2, k, 20', [-0.374872, 0.307211, 1.0]], ['2, k, 21', [-0.971662, 0.556714, 1.0]], ['2, k, 22', [-0.860382, 0.56635, 1.0]], ['2, k, 23', [-0.437726, 0.683019, 1.0]], ['2, k, 24', [-0.482923, 0.642132, 1.0]]]
[['2, k, 0', [-0.376632, -0.210819, 1.0]], ['2, k, 1', [-0.374778, 0.0888217, 1.0]], ['2, k, 2', [-0.371145, 0.382317, 1.0]], ['2, k, 3', [-0.404451, 0.508845, 1.0]], ['2, k, 4', [-0.542575, 0.31563, 1.0]], ['2, k, 5', [-0.751967, 0.344764, 1.0]], ['2, k, 6', [-0.87712, 0.468409, 1.0]], ['2, k, 7', [-0.934372, 0.537076, 1.0]], ['2, k, 8', [-0.226919, 0.307017, 1.0]], ['2, k, 9', [-0.252009, 0.468163, 1.0]], ['2, k, 10', [-0.358066, 0.609097, 1.0]], ['2, k, 11', [-0.384395, 0.654602, 1.0]], ['2, k, 12', [-0.444158, -0.204494, 1.0]], ['2, k, 13', [-0.507852, -0.66418, 1.0]], ['2, k, 14', [-0.54341, -1.02273, 1.0]], ['2, k, 15', [-0.562458, -1.08224, 1.0]], ['2, k, 16', [-0.298066, -0.210302, 1.0]], ['2, k, 17', [-0.270463, -0.684252, 1.0]], ['2, k, 18', [-0.280023, -1.04316, 1.0]], ['2, k, 19', [-0.257015, -1.09455, 1.0]], ['2, k, 20', [-0.372583, 0.310032, 1.0]], ['2, k, 21', [-0.951525, 0.573614, 1.0]], ['2, k, 22', [-0.842882, 0.57872, 1.0]], ['2, k, 23', [-0.414955, 0.688047, 1.0]], ['2, k, 24', [-0.466829, 0.65139, 1.0]]]
[['2, k, 0', [-0.37681, -0.208024, 1.0]], ['2, k, 1', [-0.374189, 0.0906321, 1.0]], ['2, k, 2', [-0.36982, 0.38311, 1.0]], ['2, k, 3', [-0.395297, 0.52233, 1.0]], ['2, k, 4', [-0.541895, 0.317684, 1.0]], ['2, k, 5', [-0.747186, 0.352733, 1.0]], ['2, k, 6', [-0.874284, 0.474453, 1.0]], ['2, k, 7', [-0.922445, 0.548651, 1.0]], ['2, k, 8', [-0.226337, 0.306884, 1.0]], ['2, k, 9', [-0.240391, 0.469243, 1.0]], ['2, k, 10', [-0.323669, 0.615095, 1.0]], ['2, k, 11', [-0.361574, 0.659749, 1.0]], ['2, k, 12', [-0.444332, -0.201414, 1.0]], ['2, k, 13', [-0.508674, -0.664269, 1.0]], ['2, k, 14', [-0.54342, -1.02369, 1.0]], ['2, k, 15', [-0.557626, -1.08426, 1.0]], ['2, k, 16', [-0.29816, -0.207918, 1.0]], ['2, k, 17', [-0.271039, -0.685086, 1.0]], ['2, k, 18', [-0.279927, -1.04357, 1.0]], ['2, k, 19', [-0.256943, -1.09466, 1.0]], ['2, k, 20', [-0.371443, 0.311063, 1.0]], ['2, k, 21', [-0.937269, 0.589265, 1.0]], ['2, k, 22', [-0.838647, 0.589033, 1.0]], ['2, k, 23', [-0.393485, 0.686391, 1.0]], ['2, k, 24', [-0.449487, 0.649903, 1.0]]]
[['2, k, 0', [-0.376706, -0.205646, 1.0]], ['2, k, 1', [-0.373137, 0.0926325, 1.0]], ['2, k, 2', [-0.367517, 0.384425, 1.0]], ['2, k, 3', [-0.386634, 0.532255, 1.0]], ['2, k, 4', [-0.542695, 0.315319, 1.0]], ['2, k, 5', [-0.738393, 0.363106, 1.0]], ['2, k, 6', [-0.863349, 0.488447, 1.0]], ['2, k, 7', [-0.910097, 0.560792, 1.0]], ['2, k, 8', [-0.225932, 0.306096, 1.0]], ['2, k, 9', [-0.206708, 0.449192, 1.0]], ['2, k, 10', [-0.3124, 0.617992, 1.0]], ['2, k, 11', [-0.341461, 0.663529, 1.0]], ['2, k, 12', [-0.444305, -0.198931, 1.0]], ['2, k, 13', [-0.512433, -0.662281, 1.0]], ['2, k, 14', [-0.543386, -1.02391, 1.0]], ['2, k, 15', [-0.558561, -1.08419, 1.0]], ['2, k, 16', [-0.297913, -0.205618, 1.0]], ['2, k, 17', [-0.271832, -0.683644, 1.0]], ['2, k, 18', [-0.280166, -1.04307, 1.0]], ['2, k, 19', [-0.25749, -1.0933, 1.0]], ['2, k, 20', [-0.369462, 0.312586, 1.0]], ['2, k, 21', [-0.918927, 0.603093, 1.0]], ['2, k, 22', [-0.82602, 0.599029, 1.0]], ['2, k, 23', [-0.371206, 0.689992, 1.0]], ['2, k, 24', [-0.43318, 0.653895, 1.0]]]
[['2, k, 0', [-0.377283, -0.202353, 1.0]], ['2, k, 1', [-0.372203, 0.0950376, 1.0]], ['2, k, 2', [-0.364951, 0.385979, 1.0]], ['2, k, 3', [-0.371655, 0.543023, 1.0]], ['2, k, 4', [-0.54334, 0.314194, 1.0]], ['2, k, 5', [-0.730328, 0.376086, 1.0]], ['2, k, 6', [-0.854014, 0.498621, 1.0]], ['2, k, 7', [-0.8955, 0.572603, 1.0]], ['2, k, 8', [-0.224109, 0.306824, 1.0]], ['2, k, 9', [-0.201839, 0.449578, 1.0]], ['2, k, 10', [-0.283671, 0.610632, 1.0]], ['2, k, 11', [-0.304602, 0.661374, 1.0]], ['2, k, 12', [-0.444843, -0.194951, 1.0]], ['2, k, 13', [-0.513778, -0.662135, 1.0]], ['2, k, 14', [-0.543865, -1.02415, 1.0]], ['2, k, 15', [-0.55681, -1.08493, 1.0]], ['2, k, 16', [-0.298618, -0.202337, 1.0]], ['2, k, 17', [-0.27252, -0.684513, 1.0]], ['2, k, 18', [-0.280156, -1.04316, 1.0]], ['2, k, 19', [-0.25756, -1.09324, 1.0]], ['2, k, 20', [-0.367328, 0.314362, 1.0]], ['2, k, 21', [-0.904145, 0.61806, 1.0]], ['2, k, 22', [-0.820455, 0.60784, 1.0]], ['2, k, 23', [-0.327272, 0.697872, 1.0]], ['2, k, 24', [-0.372265, 0.660435, 1.0]]]
[['2, k, 0', [-0.373609, -0.197245, 1.0]], ['2, k, 1', [-0.370493, 0.0967187, 1.0]], ['2, k, 2', [-0.363697, 0.386057, 1.0]], ['2, k, 3', [-0.371888, 0.537502, 1.0]], ['2, k, 4', [-0.544033, 0.313816, 1.0]], ['2, k, 5', [-0.713448, 0.388876, 1.0]], ['2, k, 6', [-0.842274, 0.505542, 1.0]], ['2, k, 7', [-0.880068, 0.582927, 1.0]], ['2, k, 8', [-0.221859, 0.30788, 1.0]], ['2, k, 9', [-0.189689, 0.449259, 1.0]], ['2, k, 10', [-0.26555, 0.608712, 1.0]], ['2, k, 11', [-0.283379, 0.663348, 1.0]], ['2, k, 12', [-0.44236, -0.189528, 1.0]], ['2, k, 13', [-0.516676, -0.660547, 1.0]], ['2, k, 14', [-0.544093, -1.02446, 1.0]], ['2, k, 15', [-0.556279, -1.08493, 1.0]], ['2, k, 16', [-0.29368, -0.197824, 1.0]], ['2, k, 17', [-0.273271, -0.685174, 1.0]], ['2, k, 18', [-0.28016, -1.04317, 1.0]], ['2, k, 19', [-0.257631, -1.09349, 1.0]], ['2, k, 20', [-0.366098, 0.31478, 1.0]], ['2, k, 21', [-0.886716, 0.630614, 1.0]], ['2, k, 22', [-0.800035, 0.613878, 1.0]], ['2, k, 23', [-0.302786, 0.69933, 1.0]], ['2, k, 24', [-0.360556, 0.666169, 1.0]]]
[['2, k, 0', [-0.371597, -0.191529, 1.0]], ['2, k, 1', [-0.364888, 0.101151, 1.0]], ['2, k, 2', [-0.352644, 0.387779, 1.0]], ['2, k, 3', [-0.368518, 0.535334, 1.0]], ['2, k, 4', [-0.543043, 0.325842, 1.0]], ['2, k, 5', [-0.715192, 0.399058, 1.0]], ['2, k, 6', [-0.828307, 0.524371, 1.0]], ['2, k, 7', [-0.862821, 0.591951, 1.0]], ['2, k, 8', [-0.205674, 0.324161, 1.0]], ['2, k, 9', [-0.176085, 0.450122, 1.0]], ['2, k, 10', [-0.233099, 0.609422, 1.0]], ['2, k, 11', [-0.256778, 0.663765, 1.0]], ['2, k, 12', [-0.441147, -0.183162, 1.0]], ['2, k, 13', [-0.517386, -0.6595, 1.0]], ['2, k, 14', [-0.544199, -1.02069, 1.0]], ['2, k, 15', [-0.557401, -1.08448, 1.0]], ['2, k, 16', [-0.29085, -0.192878, 1.0]], ['2, k, 17', [-0.274103, -0.685668, 1.0]], ['2, k, 18', [-0.280139, -1.043, 1.0]], ['2, k, 19', [-0.257519, -1.09356, 1.0]], ['2, k, 20', [-0.356516, 0.317412, 1.0]], ['2, k, 21', [-0.876321, 0.642744, 1.0]], ['2, k, 22', [-0.780882, 0.621705, 1.0]], ['2, k, 23', [-0.27923, 0.69699, 1.0]], ['2, k, 24', [-0.331207, 0.664892, 1.0]]]
[['2, k, 0', [-0.370999, -0.19129, 1.0]], ['2, k, 1', [-0.36298, 0.101601, 1.0]], ['2, k, 2', [-0.350244, 0.387785, 1.0]], ['2, k, 3', [-0.362101, 0.537426, 1.0]], ['2, k, 4', [-0.54192, 0.323286, 1.0]], ['2, k, 5', [-0.703415, 0.412289, 1.0]], ['2, k, 6', [-0.809004, 0.535541, 1.0]], ['2, k, 7', [-0.840355, 0.604792, 1.0]], ['2, k, 8', [-0.206475, 0.32355, 1.0]], ['2, k, 9', [-0.16135, 0.450551, 1.0]], ['2, k, 10', [-0.220698, 0.608669, 1.0]], ['2, k, 11', [-0.231876, 0.6631, 1.0]], ['2, k, 12', [-0.440619, -0.183015, 1.0]], ['2, k, 13', [-0.518126, -0.65864, 1.0]], ['2, k, 14', [-0.544458, -1.02171, 1.0]], ['2, k, 15', [-0.557567, -1.08414, 1.0]], ['2, k, 16', [-0.289646, -0.192538, 1.0]], ['2, k, 17', [-0.274611, -0.686158, 1.0]], ['2, k, 18', [-0.280134, -1.04296, 1.0]], ['2, k, 19', [-0.257524, -1.0938, 1.0]], ['2, k, 20', [-0.354049, 0.317534, 1.0]], ['2, k, 21', [-0.844234, 0.651668, 1.0]], ['2, k, 22', [-0.759707, 0.630892, 1.0]], ['2, k, 23', [-0.250611, 0.697688, 1.0]], ['2, k, 24', [-0.309128, 0.669845, 1.0]]]
